til	varten	til	varten	ADV	ADV
fundet	löysi	finde	löytää	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
fundet	löyty	finde	löytyä	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
fundet	löytyi	finde	löytyä	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
kommunen	kunta	kommune	kunta	N;DEF;MASC+FEM;SG	N;NOM;SG
igennem	kautta	igennem	kautta	ADV	ADV
igennem	läpi	igennem	läpi	ADV	ADV
høj	korkea	høj	korkea	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
høj	korkealla	høj	korkea	ADJ;INDF;MASC+FEM;SG	ADJ;AT+ESS
;SG
høj	pitkä	høj	pitkä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hær	armeija	hær	armeija	N;INDF;MASC+FEM;SG	N;NOM;SG
hær	armeijan	hær	armeija	N;INDF;MASC+FEM;SG	N;GEN;SG
bruger	käyttää	bruge	käyttää	V;IND;PRS;FIN;ACT	V;IND;SG;PRS;FIN;ACT
bruger	käyttäen	bruge	käyttää	V;IND;PRS;FIN;ACT	V;INS;SG;NFIN;ACT
bruger	käyttämällä	bruge	käyttää	V;IND;PRS;FIN;ACT	V;AT+ESS
;SG;NFIN;ACT
sang	laulu	sang	laulu	N;INDF;MASC+FEM;SG	N;NOM;SG
sang	laulua	sang	laulu	N;INDF;MASC+FEM;SG	N;PRT;SG
sang	biisi	sang	biisi	N;INDF;MASC+FEM;SG	N;NOM;SG
sang	laulua	sang	laulu	N;INDF;MASC+FEM;SG	N;PRT;SG
sang	laulu	sang	laulu	N;INDF;MASC+FEM;SG	N;NOM;SG
sang	kappale	sang	kappale	N;INDF;MASC+FEM;SG	N;NOM;SG
floden	joen	flod	joki	N;DEF;MASC+FEM;SG	N;GEN;SG
floden	joki	flod	joki	N;DEF;MASC+FEM;SG	N;NOM;SG
hvordan	miten	hvordan	miten	ADV	ADV
hvordan	kuinka	hvordan	kuinka	ADV	ADV
oprindeligt	aluksi	oprindeligt	aluksi	ADV	ADV
oprindeligt	alunperin	oprindeligt	alunperin	ADV	ADV
oprindeligt	alunperin	oprindeligt	alunperin	ADV	ADV
bag	taakse	bag	taakse	ADV	ADV
bag	takana	bag	takana	ADV	ADV
kategori	kategoria	kategori	kategori	N;INDF;MASC+FEM;SG	N;NOM;SG
kategori	luokan	kategori	luokka	N;INDF;MASC+FEM;SG	N;GEN;SG
kategori	luokka	kategori	luokka	N;INDF;MASC+FEM;SG	N;NOM;SG
altid	aina	altid	aina	ADV	ADV
vej	tapa	vej	tapa	N;INDF;MASC+FEM;SG	N;NOM;SG
vej	keino	vej	keino	N;INDF;MASC+FEM;SG	N;NOM;SG
vej	tie	vej	tie	N;INDF;MASC+FEM;SG	N;NOM;SG
vej	tien	vej	tie	N;INDF;MASC+FEM;SG	N;GEN;SG
vej	maantie	vej	maantie	N;INDF;MASC+FEM;SG	N;NOM;SG
vej	road	vej	road	N;INDF;MASC+FEM;SG	N;NOM;SG
god	hyvää	god	hyvä	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
god	hyvä	god	hyvä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
kirken	kirkon	kirk	kirkko	N;DEF;MASC+FEM;SG	N;GEN;SG
kirken	kirkossa	kirk	kirkko	N;DEF;MASC+FEM;SG	N;IN+ESS;SG
kirken	kirkkoon	kirk	kirkko	N;DEF;MASC+FEM;SG	N;IN+ALL;SG
kirken	kirkko	kirk	kirkko	N;DEF;MASC+FEM;SG	N;NOM;SG
kirken	seurakunta	kirk	seura#kunta	N;DEF;MASC+FEM;SG	N;NOM;SG
university	korkeakoulu	university	korkea#koulu	N;INDF;MASC+FEM;SG	N;NOM;SG
university	yliopisto	university	yli#opisto	N;INDF;MASC+FEM;SG	N;NOM;SG
och	och	och	och	N;INDF;MASC+FEM;SG	N;NOM;SG
tal	lukuja	tal	luku	N;INDF;NEUT;PL	N;PRT;PL
tal	luvut	tal	luku	N;INDF;NEUT;PL	N;NOM;PL
tal	numerot	tal	numero	N;INDF;NEUT;PL	N;NOM;PL
tal	numeroita	tal	numero	N;INDF;NEUT;PL	N;PRT;PL
tal	numeroista	tal	numero	N;INDF;NEUT;PL	N;IN+ABL;PL
tal	luvut	tal	luku	N;INDF;NEUT;PL	N;NOM;PL
tæt	lähellä	tæt	lähellä	ADV	ADV
league	league	league	league	N;INDF;MASC+FEM;SG	N;NOM;SG
league	liiga	league	liiga	N;INDF;MASC+FEM;SG	N;NOM;SG
gammel	vanha	gammel	vanha	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
gammel	vanhaa	gammel	vanha	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
ord	sanoja	ord	sana	N;INDF;NEUT;PL	N;PRT;PL
ord	sanat	ord	sana	N;INDF;NEUT;PL	N;NOM;PL
lange	pitkät	lang	pitkä	ADJ;PL	ADJ;NOM;PL
politiker	poliitikko	politiker	poliitikko	N;INDF;MASC+FEM;SG	N;NOM;SG
kvinder	naisten	kvinde	nainen	N;INDF;MASC+FEM;PL	N;GEN;PL
kvinder	naiset	kvinde	nainen	N;INDF;MASC+FEM;PL	N;NOM;PL
kvinder	naisia	kvinde	nainen	N;INDF;MASC+FEM;PL	N;PRT;PL
top	huippu	top	huippu	N;INDF;MASC+FEM;SG	N;NOM;SG
top	huippua	top	huippu	N;INDF;MASC+FEM;SG	N;PRT;SG
top	ylä	top	ylä	N;INDF;MASC+FEM;SG	N;NOM;SG
ældre	vanhempia	gammel	vanha	ADJ;CMPR	ADJ;PRT;CMPR;PL
ældre	vanhempi	gammel	vanha	ADJ;CMPR	ADJ;NOM;CMPR;SG
ældre	vanhempaa	gammel	vanha	ADJ;CMPR	ADJ;PRT;CMPR;SG
arbejder	toimii	arbejde	toimia	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
arbejder	työskentelee	arbejde	työskennellä	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
grundlagt	perustettiin	grundlægge	perustaa	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
grundlagt	perustettu	grundlægge	perustaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
grundlagt	perusti	grundlægge	perustaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
image	kuva	image	kuva	N;INDF;NEUT;SG	N;NOM;SG
indenfor	sisältä	indenfor	sisältä	ADV	ADV
indenfor	sisään	indenfor	sisään	ADV	ADV
indenfor	sisällä	indenfor	sisällä	ADV	ADV
nyt	uusi	ny	uusi	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
nyt	uutta	ny	uusi	ADJ;INDF;NEUT;SG	ADJ;PRT;SG
lavet	tehty	lave	tehdä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
lavet	valmistettu	lave	valmistaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
vist	näytetty	vise	näyttää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
vist	näytetty	vise	näyttää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
art	taide	art	taide	N;INDF;MASC+FEM;SG	N;NOM;SG
art	taidetta	art	taide	N;INDF;MASC+FEM;SG	N;PRT;SG
art	laji	art	laji	N;INDF;MASC+FEM;SG	N;NOM;SG
art	luonnosta	art	luonnos	N;INDF;MASC+FEM;SG	N;IN+ABL;SG
art	luonne	art	luonne	N;INDF;MASC+FEM;SG	N;NOM;SG
art	luontoa	art	luonto	N;INDF;MASC+FEM;SG	N;PRT;SG
art	luonto	art	luonto	N;INDF;MASC+FEM;SG	N;NOM;SG
politisk	poliittisesti	politisk	poliittisesti	ADV	ADV
nummer	lukumäärä	nummer	luku#määrä	N;INDF;NEUT;SG	N;NOM;SG
nummer	numero	nummer	numero	N;INDF;NEUT;SG	N;NOM;SG
nummer	luku	nummer	luku	N;INDF;NEUT;SG	N;NOM;SG
kongelige	kuninkaalliset	kongelig	kuninkaallinen	ADJ;PL	ADJ;NOM;PL
kongelige	kuninkaalliset	kongelig	kuninkaallinen	ADJ;PL	ADJ;NOM;PL
kongelige	kuninkaalliset	kongelig	kuninkaallinen	ADJ;PL	ADJ;NOM;PL
imod	vastoin	imod	vastoin	ADV	ADV
imod	vastaan	imod	vastaan	ADV	ADV
finder	löytää	finde	löytää	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
finder	etsiä	finde	etsiä	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
finder	löytää	finde	löytää	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
fortsatte	jatkettiin	fortsætte	jatkaa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
udvikling	kehittäminen	udvikling	kehittäminen	N;INDF;MASC+FEM;SG	N;NOM;SG
udvikling	kehitystä	udvikling	kehitys	N;INDF;MASC+FEM;SG	N;PRT;SG
udvikling	kehitys	udvikling	kehitys	N;INDF;MASC+FEM;SG	N;NOM;SG
udvikling	evoluution	udvikling	evoluutio	N;INDF;MASC+FEM;SG	N;GEN;SG
udvikling	evoluutio	udvikling	evoluutio	N;INDF;MASC+FEM;SG	N;NOM;SG
udvikling	kehitys	udvikling	kehitys	N;INDF;MASC+FEM;SG	N;NOM;SG
udvikling	kehittyminen	udvikling	kehittyminen	N;INDF;MASC+FEM;SG	N;NOM;SG
oprindelige	alkuperäiset	oprindelig	alku#peräinen	ADJ;PL	ADJ;NOM;PL
jorden	maa	jord	maa	N;DEF;MASC+FEM;SG	N;NOM;SG
jorden	maapallo	jord	maa#pallo	N;DEF;MASC+FEM;SG	N;NOM;SG
jorden	maan	jord	maa	N;DEF;MASC+FEM;SG	N;GEN;SG
jorden	maahan	jord	maa	N;DEF;MASC+FEM;SG	N;IN+ALL;SG
type	tyyppi	type	tyyppi	N;INDF;MASC+FEM;SG	N;NOM;SG
vand	vettä	vand	vesi	N;INDF;NEUT;SG	N;PRT;SG
vand	vesi	vand	vesi	N;INDF;NEUT;SG	N;NOM;SG
file	tiedostoa	file	tiedosto	N;INDF;MASC+FEM;SG	N;PRT;SG
file	tiedosto	file	tiedosto	N;INDF;MASC+FEM;SG	N;NOM;SG
file	tiedoston	file	tiedosto	N;INDF;MASC+FEM;SG	N;GEN;SG
file	kansio	file	kansio	N;INDF;MASC+FEM;SG	N;NOM;SG
selvom	tosin	selvom	tosin	ADV	ADV
gjort	tehty	gøre	tehdä	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
vundet	voitin	vinde	voida	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
vundet	voitti	vinde	voittaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
vundet	voittanut	vinde	voittaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
startede	alkanut	starte	alkaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
startede	alkoi	starte	alkaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
startede	aloitti	starte	aloittaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
lave	tee	lave	tehdä	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
lave	tehdä	lave	tehdä	V;NFIN;ACT	V;SG;NFIN;ACT
regering	valtio	regering	valtio	N;INDF;MASC+FEM;SG	N;NOM;SG
regering	hallitus	regering	hallitus	N;INDF;MASC+FEM;SG	N;NOM;SG
regering	hallituksen	regering	hallitus	N;INDF;MASC+FEM;SG	N;GEN;SG
ældste	vanhin	gad	vanha	ADJ;DEF;RL	ADJ;NOM;RL;SG
ældste	vanhin	gad	vanha	ADJ;DEF;RL	ADJ;NOM;RL;SG
serie	sarja	serie	sarja	N;INDF;MASC+FEM;SG	N;NOM;SG
serie	serie	serie	serie	N;INDF;MASC+FEM;SG	N;NOM;SG
parti	osapuoli	parti	osa#puoli	N;INDF;NEUT;SG	N;NOM;SG
parti	juhla	parti	juhla	N;INDF;NEUT;SG	N;NOM;SG
parti	puolue	parti	puolue	N;INDF;NEUT;SG	N;NOM;SG
parti	erä	parti	erä	N;INDF;NEUT;SG	N;NOM;SG
parti	erän	parti	erä	N;INDF;NEUT;SG	N;GEN;SG
normalt	yleensä	normalt	yleensä	ADV	ADV
normalt	tavallisesti	normalt	tavallisesti	ADV	ADV
normalt	yleensä	normalt	yleensä	ADV	ADV
normalt	normaalisti	normalt	normaalisti	ADV	ADV
normalt	tavallisesti	normalt	tavallisesti	ADV	ADV
ligeledes	samoin	ligeledes	samoin	ADV	ADV
version	versio	version	versio	N;INDF;MASC+FEM;SG	N;NOM;SG
version	version	version	versio	N;INDF;MASC+FEM;SG	N;GEN;SG
version	versiota	version	versio	N;INDF;MASC+FEM;SG	N;PRT;SG
navne	nimet	navn	nimi	N;INDF;NEUT;PL	N;NOM;PL
navne	nimiä	navn	nimi	N;INDF;NEUT;PL	N;PRT;PL
støtte	tuen	støtte	tuki	N;INDF;MASC+FEM;SG	N;GEN;SG
støtte	tuki	støtte	tuki	N;INDF;MASC+FEM;SG	N;NOM;SG
støtte	apu	støtte	apu	N;INDF;MASC+FEM;SG	N;NOM;SG
støtte	tuen	støtte	tuki	N;INDF;MASC+FEM;SG	N;GEN;SG
støtte	tukea	støtte	tuki	N;INDF;MASC+FEM;SG	N;PRT;SG
støtte	tuki	støtte	tuki	N;INDF;MASC+FEM;SG	N;NOM;SG
mindst	vähintään	mindst	vähintään	ADV;RL	ADV
person	ihminen	person	ihminen	N;INDF;MASC+FEM;SG	N;NOM;SG
person	henkilö	person	henkilö	N;INDF;MASC+FEM;SG	N;NOM;SG
person	henkilöä	person	henkilö	N;INDF;MASC+FEM;SG	N;PRT;SG
typisk	tyypillisesti	typisk	tyypillisesti	ADV	ADV
typisk	tavallisesti	typisk	tavallisesti	ADV	ADV
lov	laki	lov	laki	N	N;NOM;SG
lov	oikeustieteen	lov	oikeus#tiede	N	N;GEN;SG
lov	lainsäädäntö	lov	lain#säädäntö	N	N;NOM;SG
lov	lakia	lov	laki	N	N;PRT;SG
norsk	norjaksi	norsk	norja	N;INDF;NEUT;SG	N;TRANS;SG
norsk	norjan	norsk	norja	N;INDF;NEUT;SG	N;GEN;SG
sat	määritä	sætte	määrittää	V;INDF;SG;PST;V.PTCP	V;IMP;SG;2;FIN;ACT
sat	asettaa	sætte	asettaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;FIN;ACT
sat	aseta	sætte	asettaa	V;INDF;SG;PST;V.PTCP	V;IMP;SG;2;FIN;ACT
sat	asetettu	sætte	asettaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
sat	istui	sætte	istua	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
sat	istuin	sætte	istua	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
flyttede	muutti	flytte	muuttaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
titel	otsikko	titel	otsikko	N;INDF;MASC+FEM;SG	N;NOM;SG
titel	osasto	titel	osasto	N;INDF;MASC+FEM;SG	N;NOM;SG
titel	nimike	titel	nimike	N;INDF;MASC+FEM;SG	N;NOM;SG
stemmer	ääniä	stemme	ääni	N;INDF;MASC+FEM;PL	N;PRT;PL
stemmer	äänestykset	stemme	äänestys	N;INDF;MASC+FEM;PL	N;NOM;PL
stemmer	äänet	stemme	ääni	N;INDF;MASC+FEM;PL	N;NOM;PL
stemmer	ääniä	stemme	ääni	N;INDF;MASC+FEM;PL	N;PRT;PL
stemmer	äänet	stemme	ääni	N;INDF;MASC+FEM;PL	N;NOM;PL
region	alue	region	alue	N;INDF;MASC+FEM;SG	N;NOM;SG
region	alueen	region	alue	N;INDF;MASC+FEM;SG	N;GEN;SG
love	lupaus	love	lupaus	N;INDF;MASC+FEM;SG	N;NOM;SG
love	lupaa	love	lupa	N;INDF;MASC+FEM;SG	N;PRT;SG
love	rakasta	love	rakas	N;INDF;MASC+FEM;SG	N;PRT;SG
love	rakkautta	love	rakkaus	N;INDF;MASC+FEM;SG	N;PRT;SG
love	rakkaus	love	rakkaus	N;INDF;MASC+FEM;SG	N;NOM;SG
dommer	judge	dommer	judge	N;INDF;MASC+FEM;SG	N;NOM;SG
dommer	tuomari	dommer	tuomari	N;INDF;MASC+FEM;SG	N;NOM;SG
dommer	tuomarina	dommer	tuomari	N;INDF;MASC+FEM;SG	N;FRML;SG
dommer	tuomari	dommer	tuomari	N;INDF;MASC+FEM;SG	N;NOM;SG
bestod	koostui	bestå	koostua	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
samarbejde	yhteistyön	samarbejde	yhteis#työ	N;INDF;NEUT;SG	N;GEN;SG
samarbejde	yhteistyössä	samarbejde	yhteis#työ	N;INDF;NEUT;SG	N;IN+ESS;SG
samarbejde	yhteistyötä	samarbejde	yhteis#työ	N;INDF;NEUT;SG	N;PRT;SG
samarbejde	yhteistyö	samarbejde	yhteis#työ	N;INDF;NEUT;SG	N;NOM;SG
næste	seuraava	næste	seuraava	ADJ	ADJ;NOM;SG
styrker	vahvuudet	styrke	vahvuus	N;INDF;MASC+FEM;PL	N;NOM;PL
styrker	voimia	styrke	voima	N;INDF;MASC+FEM;PL	N;PRT;PL
styrker	joukot	styrke	joukko	N;INDF;MASC+FEM;PL	N;NOM;PL
styrker	voimat	styrke	voima	N;INDF;MASC+FEM;PL	N;NOM;PL
sange	kappaleet	sang	kappale	N;INDF;MASC+FEM;PL	N;NOM;PL
sange	laulut	sang	laulu	N;INDF;MASC+FEM;PL	N;NOM;PL
sange	kappaleita	sang	kappale	N;INDF;MASC+FEM;PL	N;PRT;PL
sange	lauluja	sang	laulu	N;INDF;MASC+FEM;PL	N;PRT;PL
spille	soita	spille	soittaa	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
spille	pelata	spille	pelata	V;NFIN;ACT	V;SG;NFIN;ACT
spille	pelaa	spille	pelata	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
spille	pelaamassa	spille	pelata	V;NFIN;ACT	V;IN+ESS;SG;NFIN;ACT
spille	pelaa	spille	pelata	V;NFIN;ACT	V;IMP;SG;2;FIN;ACT
spille	leikkii	spille	leikkiä	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
hører	kuulla	høre	kuulla	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
lokale	paikalliset	lokal	paikallinen	ADJ;PL	ADJ;NOM;PL
lokale	paikallisia	lokal	paikallinen	ADJ;PL	ADJ;PRT;PL
lokale	paikallisten	lokal	paikallinen	ADJ;PL	ADJ;GEN;PL
lokale	paikalliset	lokal	paikallinen	ADJ;PL	ADJ;NOM;PL
lokale	paikallisia	lokal	paikallinen	ADJ;PL	ADJ;PRT;PL
kilometer	kilometrejä	kilometer	kilo#metri	N;INDF;MASC+FEM;PL	N;PRT;PL
billede	kuvaa	billede	kuva	N;INDF;NEUT;SG	N;PRT;SG
billede	kuva	billede	kuva	N;INDF;NEUT;SG	N;NOM;SG
billede	valokuva	billede	valo#kuva	N;INDF;NEUT;SG	N;NOM;SG
billede	kuva	billede	kuva	N;INDF;NEUT;SG	N;NOM;SG
billede	kuvaa	billede	kuva	N;INDF;NEUT;SG	N;PRT;SG
billede	kuva	billede	kuva	N;INDF;NEUT;SG	N;NOM;SG
billede	kuvan	billede	kuva	N;INDF;NEUT;SG	N;GEN;SG
system	järjestelmän	system	järjestelmä	N;INDF;NEUT;SG	N;GEN;SG
system	systeemi	system	systeemi	N;INDF;NEUT;SG	N;NOM;SG
system	järjestelmä	system	järjestelmä	N;INDF;NEUT;SG	N;NOM;SG
hjem	kotona	hjem	kotona	ADV	ADV
arter	lajit	arte	laji	N;INDF;MASC+FEM;PL	N;NOM;PL
arter	lajien	arte	laji	N;INDF;MASC+FEM;PL	N;GEN;PL
enkelt	yksinkertaista	enkelt	yksinkertainen	ADJ;INDF;SG	ADJ;PRT;SG
enkelt	yksinkertainen	enkelt	yksin#kertainen	ADJ;INDF;SG	ADJ;NOM;SG
enkelt	naimaton	enkelt	naimaton	ADJ;INDF;SG	ADJ;NOM;SG
enkelt	yksittäinen	enkelt	yksittäinen	ADJ;INDF;SG	ADJ;NOM;SG
billeder	valokuvat	billede	valo#kuva	N;INDF;NEUT;PL	N;NOM;PL
billeder	kuvia	billede	kuva	N;INDF;NEUT;PL	N;PRT;PL
billeder	kuvat	billede	kuva	N;INDF;NEUT;PL	N;NOM;PL
billeder	valokuvia	billede	valo#kuva	N;INDF;NEUT;PL	N;PRT;PL
billeder	kuvien	billede	kuva	N;INDF;NEUT;PL	N;GEN;PL
billeder	kuvia	billede	kuva	N;INDF;NEUT;PL	N;PRT;PL
billeder	kuvat	billede	kuva	N;INDF;NEUT;PL	N;NOM;PL
billeder	valokuvia	billede	valo#kuva	N;INDF;NEUT;PL	N;PRT;PL
billeder	kuvien	billede	kuva	N;INDF;NEUT;PL	N;GEN;PL
billeder	kuvia	billede	kuva	N;INDF;NEUT;PL	N;PRT;PL
billeder	kuvat	billede	kuva	N;INDF;NEUT;PL	N;NOM;PL
røde	punaiset	rød	punainen	ADJ;PL	ADJ;NOM;PL
røde	punaiset	rød	punainen	ADJ;PL	ADJ;NOM;PL
arbejdede	työskennellyt	arbejde	työskennellä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
arbejdede	työskenteli	arbejde	työskennellä	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
arbejdede	toiminut	arbejde	toimia	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
modtog	saanut	modtage	saada	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
afsnit	jakso	afsnit	jaksaa	N;INDF;NEUT;SG	N;NOM;SG
afsnit	pääluokka	afsnit	pää#luokka	N;INDF;NEUT;SG	N;NOM;SG
afsnit	otsikko	afsnit	otsikko	N;INDF;NEUT;SG	N;NOM;SG
afsnit	osasto	afsnit	osasto	N;INDF;NEUT;SG	N;NOM;SG
afsnit	nimike	afsnit	nimike	N;INDF;NEUT;SG	N;NOM;SG
givet	annettu	give	antaa	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
primært	lähinnä	primært	lähinnä	ADV	ADV
primært	pääosin	primært	pääosin	ADV	ADV
primært	pääasiallisesti	primært	pää#asiallisesti	ADV	ADV
primært	pääasiassa	primært	pääasiassa	ADV	ADV
primært	pääasiallisesti	primært	pää#asiallisesti	ADV	ADV
primært	ensisijaisesti	primært	ensi#sijaisesti	ADV	ADV
primært	pääasiassa	primært	pääasiassa	ADV	ADV
syv	seitsemän	syv	seitsemän	NUM	NUM;NOM;SG
vigtigste	tärkein	vigtig	tärkeä	ADJ;DEF;RL	ADJ;NOM;RL;SG
vigtigste	tärkeimmät	vigtig	tärkeä	ADJ;DEF;RL	ADJ;NOM;RL;PL
county	lääni	county	lääni	N;INDF;MASC+FEM;SG	N;NOM;SG
county	piirikunnan	county	piiri#kunta	N;INDF;MASC+FEM;SG	N;GEN;SG
county	piirikunta	county	piiri#kunta	N;INDF;MASC+FEM;SG	N;NOM;SG
direktør	johtaja	direktør	johtaja	N;INDF;MASC+FEM;SG	N;NOM;SG
direktør	ohjaaja	direktør	ohjaaja	N;INDF;MASC+FEM;SG	N;NOM;SG
band	bändi	band	bändi	N;INDF;NEUT;SG	N;NOM;SG
band	band	band	band	N;INDF;NEUT;SG	N;NOM;SG
band	yhtye	band	yhtye	N;INDF;NEUT;SG	N;NOM;SG
band	bändiä	band	bändi	N;INDF;NEUT;SG	N;PRT;SG
succes	menestys	succes	menestys	N;INDF;MASC+FEM;SG	N;NOM;SG
succes	menestys	succes	menestys	N;INDF;MASC+FEM;SG	N;NOM;SG
succes	menestystä	succes	menestys	N;INDF;MASC+FEM;SG	N;PRT;SG
succes	onnistuminen	succes	onnistuminen	N;INDF;MASC+FEM;SG	N;NOM;SG
vejen	tie	vej	tie	N;DEF;MASC+FEM;SG	N;NOM;SG
vejen	tien	vej	tie	N;DEF;MASC+FEM;SG	N;GEN;SG
vejen	maantie	vej	maantie	N;DEF;MASC+FEM;SG	N;NOM;SG
vejen	road	vej	road	N;DEF;MASC+FEM;SG	N;NOM;SG
sendt	lähetetty	sende	lähettää	V;INDF;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
sider	sivujen	side	sivu	N;INDF;MASC+FEM;PL	N;GEN;PL
sider	sivuja	side	siva	N;INDF;MASC+FEM;PL	N;PRT;PL
sider	sivut	side	sivu	N;INDF;MASC+FEM;PL	N;NOM;PL
rock	kallio	rock	kallio	N;INDF;MASC+FEM;SG	N;NOM;SG
rock	kivi	rock	kivi	N;INDF;MASC+FEM;SG	N;NOM;SG
eget	oman	egen	oma	ADJ;NEUT;SG	ADJ;GEN;SG
eget	oma	egen	oma	ADJ;NEUT;SG	ADJ;NOM;SG
viste	osoitti	vise	osoittaa	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
viste	näytti	vise	näyttää	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
george	yrjö	george	yrjö	N;INDF;MASC+FEM;SG	N;NOM;SG
george	ykä	george	ykä	N;INDF;MASC+FEM;SG	N;NOM;SG
bytes	tavua	byte	tavuta	N;INDF;MASC+FEM;SG	N;PRT;SG
kongen	kuningas	konge	kuningas	N;DEF;MASC+FEM;SG	N;NOM;SG
kongen	kunkku	konge	kunkku	N;DEF;MASC+FEM;SG	N;NOM;SG
runde	erä	runde	erä	N;INDF;MASC+FEM;SG	N;NOM;SG
runde	kierros	runde	kierros	N;INDF;MASC+FEM;SG	N;NOM;SG
label	etiketti	label	etiketti	N;INDF;NEUT;SG	N;NOM;SG
park	puisto	park	puisto	N;INDF;MASC+FEM;SG	N;NOM;SG
park	puistoon	park	puisto	N;INDF;MASC+FEM;SG	N;IN+ALL;SG
park	puiston	park	puisto	N;INDF;MASC+FEM;SG	N;GEN;SG
centrum	keskusta	centrum	keskusta	N;INDF;NEUT;SG	N;NOM;SG
centrum	keskustaan	centrum	keskusta	N;INDF;NEUT;SG	N;IN+ALL;SG
centrum	keskustassa	centrum	keskusta	N;INDF;NEUT;SG	N;IN+ESS;SG
centrum	keskustan	centrum	keskusta	N;INDF;NEUT;SG	N;GEN;SG
centrum	keskus	centrum	keskus	N;INDF;NEUT;SG	N;NOM;SG
centrum	keskusta	centrum	keskusta	N;INDF;NEUT;SG	N;NOM;SG
centrum	center	centrum	center	N;INDF;NEUT;SG	N;NOM;SG
centrum	keskus	centrum	keskus	N;INDF;NEUT;SG	N;NOM;SG
centrum	keskusta	centrum	keskusta	N;INDF;NEUT;SG	N;NOM;SG
valgte	valitsi	vælge	valita	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
mor	äiti	mor	äiti	N;INDF;MASC+FEM;SG	N;NOM;SG
mor	mama	mor	mama	N;INDF;MASC+FEM;SG	N;NOM;SG
mor	äiti	mor	äiti	N;INDF;MASC+FEM;SG	N;NOM;SG
mor	mutsi	mor	muttaa	N;INDF;MASC+FEM;SG	N;NOM;SG
mor	äiti	mor	äiti	N;INDF;MASC+FEM;SG	N;NOM;SG
mor	äiti	mor	äiti	N;INDF;MASC+FEM;SG	N;NOM;SG
mor	äiti	mor	äiti	N;INDF;MASC+FEM;SG	N;NOM;SG
stand	stand	stand	stand	N;INDF;MASC+FEM;SG	N;NOM;SG
