geograficzna	جغرافیائی	geograficzny	جغرافیائی	ADJ;NOM;FEM;SG	ADJ;NOM
budowanie	اسکول	budować	اسکول	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
budowanie	گاڑی	budować	گاڑی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
budowanie	ساخت	budować	ساخت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
budowanie	سڑک	budować	سڑک	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
budowanie	گاڑی	budować	گاڑی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
budowanie	ساخت	budować	ساخت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
budowanie	سڑک	budować	سڑک	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
mercy	عفو	merce	عفو		
mercy	درگزر.	merce	درگزر.		
mercy	عفو	merce	عفو		
mercy	درگزر.	merce	درگزر.		
creative	خلاّق.	creativ	خلاّق.		
asa	یکہ	asa	یکہ		
pośrednia	ذیلی	pośredniać	ذیلی	ADJ;NOM;FEM;SG	ADJ
romantyczna	غیرحقیقی	romantyczny	غیرحقیقی	ADJ;NOM;FEM;SG	ADJ
romantyczna	تخیئلی	romantyczny	تخیئلی	ADJ;NOM;FEM;SG	ADJ
romantyczna	رومانی	romantyczny	رومانی	ADJ;NOM;FEM;SG	ADJ
wydzielanie	ریزش.	wydzielać	ریزش.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przyjdzie	پہنچ	przyjść	پہنچ	V;PFV;IND;SG;3;FUT;FIN;ACT	V;ACT
przyjdzie	پہنچ	przyjść	پہنچ	V;PFV;IND;SG;3;FUT;FIN;ACT	V;ACT
duchowym	مذہبی	duchowy	مذہبی	ADJ;INS;MASC;SG	ADJ
antena	فضا	antena	فضا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vocal	(	vocal	(		
facet	آدمی	facet	آدمی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
facet	شخص	facet	شخص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
krzyk	شوخ	krzyk	شوخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
specyfikacja	تخصیص	specyfikacja	تخصیص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
specyfikacja	عینک	specyfikacja	عینک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
foto	فعل.	foto	فعل.		
wiarygodność	شہرت	wiarygodność	شہرت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wiarygodność	مرتبہ	wiarygodność	مرتبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiarygodność	اعتبار	wiarygodność	اعتبار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
samotny	افسردہ	samotny	افسردہ	ADJ;NOM;MASC;SG	ADJ
samotny	خالی	samotny	خالی	ADJ;NOM;MASC;SG	ADJ
symbolika	رمزیت	symbolik	رمزیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
cios	شگفتگی	cios	شگفتگی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cios	قوت	cios	قوت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
cios	چمڑے	cios	چمڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potwierdzona	عادی	potwierdzić	عادی	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
store	مملو	stór	مملو		
store	لیس	stór	لیس		
store	مملو	stór	مملو		
store	لیس	stór	لیس		
viola	وائل.	viol	وائل.		
islamskiej	اسلامی	islamski	اسلامی	ADJ;GEN;FEM;SG	ADJ
pacyfik	ساکت	pacyfik	ساکت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tendencja	رجحان	tendencja	رجحان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wjazd	فہرست	wjazd	فہرست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wjazd	کلب	wjazd	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wjazd	دروازہ	wjazd	دروازہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wjazd	کلب	wjazd	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stabilność	توازن	stabilność	توازن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
stabilność	استحکام	stabilność	استحکام	N;NOM;FEM;SG	N;NOM;MASC;SG;3
stabilność	استقلال	stabilność	استقلال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lęk	تعظیم	lęk	تعظیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
lęk	خوف	lęk	خوف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lęk	ہراس	lęk	ہراس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lęk	تعظیم	lęk	تعظیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
lęk	خطرہ	lęk	خطرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lęk	خوف	lęk	خوف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lęk	ہراس	lęk	ہراس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lęk	فکر	lęk	فکر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zanik	گُھلانا	zanik	گُھلانا	V;IPFV;IND;SG;PRS;FIN;ACT	V;MASC;SG;ACT
niedobór	کمی	niedobór	کمی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
niedobór	خسارہ	niedobór	خسارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niedobór	کمی	niedobór	کمی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
niedobór	خسارہ	niedobór	خسارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niedobór	کمی	niedobór	کمی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
niedobór	کمی	niedobór	کمی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
niedobór	کمی	niedobór	کمی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
potomek	جانشین	potomek	جانشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potomek	اولاد	potomek	اولاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
starożytna	قدیم	starożytny	قدیم	ADJ;NOM;FEM;SG	ADJ
wada	بال	wada	بال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wada	عیب	wada	عیب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wada	نقص	wada	نقص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wada	عیب	wada	عیب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wada	کوتاہی	wada	کوتاہی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wada	نقص	wada	نقص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zaćmienie	گرہن	zaćmienie	گرہن	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
lower	مقدار	lower	مقدار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lower	فراز	lower	فراز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lower	اونچائی	lower	اونچائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
lower	مقدار	lower	مقدار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lower	فراز	lower	فراز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lower	اونچائی	lower	اونچائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wiejski	مضافاتی	wiejski	مضافاتی	ADJ;NOM;MASC;SG	ADJ;NOM
wiejski	دیہاتی	wiejski	دیہاتی	ADJ;NOM;MASC;SG	ADJ
wiejski	مضافاتی	wiejski	مضافاتی	ADJ;NOM;MASC;SG	ADJ;NOM
zatwierdzenie	اقرار	zatwierdzenie	اقرار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zatwierdzenie	توثیق	zatwierdzenie	توثیق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zatwierdzenie	تصدیق	zatwierdzenie	تصدیق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
corpus	متون	corpus	متون	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nóż	پھل	nóż	پھل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dostarczyć	چھڑانا	dostarczyć	چھڑانا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dostarczyć	سوپننا	dostarczyć	سوپن	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
dostarczyć	پھینکنا	dostarczyć	پھینکنا	V;PFV;NFIN;ACT	V;NFIN;ACT
dostarczyć	بانٹنا	dostarczyć	بانٹ	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
przesłuchania	سوال	przesłuchanie	سوال	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przesłuchania	استفسار.	przesłuchanie	استفسار.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
socjalizm	اشتراکیت	socjalizm	اشتراکیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
energetyczne	سرگرم	energetyczny	سرگرم	ADJ;NOM;NEUT;SG	ADJ
energetyczne	مستعد	energetyczny	مستعد	ADJ;NOM;NEUT;SG	ADJ
sprawiedliwy	منصفانہ	sprawiedliwy	منصفانہ	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	متقی	sprawiedliwy	متقی	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	صاف	sprawiedliwy	صاف	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	اچھا	sprawiedliwy	اچھا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
sprawiedliwy	منصفانہ	sprawiedliwy	منصفانہ	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	ٹھیک	sprawiedliwy	ٹھیک	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	واضح	sprawiedliwy	واضح	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	تعریفی	sprawiedliwy	تعریفی	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	عمدہ	sprawiedliwy	عمدہ	ADJ;NOM;MASC;SG	ADJ
sprawiedliwy	مکمل	sprawiedliwy	مکمل	ADJ;NOM;MASC;SG	ADJ
bieżące	عصری	bieżący	عصری	ADJ;NOM;NEUT;SG	ADJ
rozszerzyć	بچھانا	rozszerzyć	بچھا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
impuls	جوش	impuls	جوش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
impuls	احساس	impuls	احساس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
impuls	جذبہ	impuls	جذبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
regulacja	ہدایت	regulacja	ہدایت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zamiana	مارنا	zamiana	مار	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
cichy	خاموش	cichy	خاموش	ADJ;NOM;MASC;SG	ADJ
nerwów	عضلہ	nerw	عضلہ		
nerwów	عضلہ	nerw	عضلہ		
surowe	اصلی	surowy	اصلی	ADJ;NOM;NEUT;SG	ADJ
surowe	اصلی	surowy	اصلی	ADJ;NOM;NEUT;SG	ADJ
odpowiednia	کافی	odpowiedni	کافی	ADJ;NOM;FEM;SG	ADJ
płytkie	معمولی	płytki	معمولی	ADJ;NOM;NEUT;SG	ADJ
płytkie	اوپری	płytki	اوپری	ADJ;NOM;NEUT;SG	ADJ
płytkie	معمولی	płytki	معمولی	ADJ;NOM;NEUT;SG	ADJ
płytkie	سطحی	płytki	سطحی	ADJ;NOM;NEUT;SG	ADJ
płytkie	اوپری	płytki	اوپری	ADJ;NOM;NEUT;SG	ADJ
mężu	چلانا	mąż	چلا	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
sławny	نامور	sławny	نامور	ADJ;NOM;MASC;SG	ADJ
obciążenie	کام	obciążyć	کام	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
obciążenie	سامان	obciążyć	سامان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
żelazna	سخت	żelazny	سخت	ADJ;NOM;FEM;SG	ADJ
dynamiczne	فعال	dynamiczny	فعال	ADJ;NOM;NEUT;SG	ADJ
grzech	گناہ	grzech	گناہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grzech	گناہ	grzech	گناہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	موج	komplet	موج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	جماعت	komplet	جماعت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
komplet	بہاؤ	komplet	بہاؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	وضع	komplet	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	کل	komplet	کل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	گروہ	komplet	گروہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	بغض	komplet	بغض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	رجحان	komplet	رجحان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	مشین	komplet	مشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	موج	komplet	موج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	جماعت	komplet	جماعت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
komplet	بہاؤ	komplet	بہاؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	وضع	komplet	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	کل	komplet	کل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	گروہ	komplet	گروہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	بغض	komplet	بغض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	رجحان	komplet	رجحان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komplet	مشین	komplet	مشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cukier	گاجر	cukier	گاجر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cukier	گاجر	cukier	گاجر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cukier	شکر	cukier	شکر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gołąb	معصوم	gołąb	معصوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
równikowej	استوائی	równikowy	استوائی	ADJ;GEN;FEM;SG	ADJ
konwent	ریت	konwent	ریت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
interes	جھگڑا	interes	جھگڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
interes	قصہ	interes	قصہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
interes	جھگڑا	interes	جھگڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
interes	قصہ	interes	قصہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
interes	کاروبار	interes	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
interes	کام	interes	کام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kontroler	قبضہ	kontroler	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kontroler	قابو	kontroler	قابو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kontroler	گرفت	kontroler	گرفت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejestracja	رجسٹری	rejestracja	رجسٹری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
definitywnie	واجباً	definitywnie	واجباً	ADV	ADV
definitywnie	حکماً	definitywnie	حکماً	ADV	ADV
wyznaczyć	لگانا	wyznaczyć	لگا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
sądowe	ناقدانہ.	sądowy	ناقدانہ.	ADJ;NOM;NEUT;SG	ADJ
sądowe	ناقدانہ.	sądowy	ناقدانہ.	ADJ;NOM;NEUT;SG	ADJ
sądowe	عدالتی	sądowy	عدالتی	ADJ;NOM;NEUT;SG	ADJ;NOM
małpy	دھمس.	małpa	دھمس.		
małpy	دھمس.	małpa	دھمس.		
torpeda	منصوبے	torpeda	منصوبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
najgorszy	بدترین	zły	بدترین	ADJ;NOM;CMPR;MASC;SG	ADJ
wyszukiwanie	تفتیش	wyszukiwać	تفتیش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
wyszukiwanie	تلاش	wyszukiwać	تلاش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
wyszukiwanie	تفتیش	wyszukiwać	تفتیش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
kwota	جسامت	kwota	جسامت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gorszy	ابتر	zły	ابتر	ADJ;NOM;CMPR;MASC;SG	ADJ
gorszy	کمتر	zły	کمتر	ADJ;NOM;CMPR;MASC;SG	ADJ
okolica	بستی	okolica	بس	N;NOM;FEM;SG	N;NOM;FEM;SG;3
okolica	جوار	okolica	جوار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wyłączenie	استثنأ	wyłączyć	استثنأ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyłączenie	معافی	wyłączyć	معافی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyłączenie	اخراج	wyłączyć	اخراج	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyłączenie	استثنا.	wyłączyć	استثنا.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
kwadratowy	روایتی	kwadratowy	روایتی	ADJ;NOM;MASC;SG	ADJ
kwadratowy	موافق	kwadratowy	موافق	ADJ;NOM;MASC;SG	ADJ
kwadratowy	آراستہ	kwadratowy	آراستہ	ADJ;NOM;MASC;SG	ADJ
kwadratowy	پرانا	kwadratowy	پرانا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
kwadratowy	منصفانہ	kwadratowy	منصفانہ	ADJ;NOM;MASC;SG	ADJ
kwadratowy	مرتب	kwadratowy	مرتب	ADJ;NOM;MASC;SG	ADJ
kwadratowy	روایتی	kwadratowy	روایتی	ADJ;NOM;MASC;SG	ADJ
kwadratowy	موافق	kwadratowy	موافق	ADJ;NOM;MASC;SG	ADJ
kwadratowy	آراستہ	kwadratowy	آراستہ	ADJ;NOM;MASC;SG	ADJ
kwadratowy	پرانا	kwadratowy	پرانا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
kwadratowy	منصفانہ	kwadratowy	منصفانہ	ADJ;NOM;MASC;SG	ADJ
kwadratowy	مرتب	kwadratowy	مرتب	ADJ;NOM;MASC;SG	ADJ
dowodzący	بلند	dowodzić	بلند	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ
dowodzący	باوقار	dowodzić	باوقار	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ
pioneer	مقدم	pioneer	مقدم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pioneer	پیشرو	pioneer	پیشرو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozproszone	طولانی	rozprosić	طولانی	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
rozproszone	منتشر	rozprosić	منتشر	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
ogniwo	to	ogniwo	to		
ogniwo	ٹکڑا.	ogniwo	ٹکڑا.		
uniwersalne	جامع	uniwersalny	جامع	ADJ;NOM;NEUT;SG	ADJ
uniwersalne	جامع	uniwersalny	جامع	ADJ;NOM;NEUT;SG	ADJ
uniwersalne	آفاقی	uniwersalny	آفاقی	ADJ;NOM;NEUT;SG	ADJ
słodkie	ذہین	słodki	ذہین	ADJ;NOM;NEUT;SG	ADJ
słodkie	خوبصورت	słodki	خوبصورت	ADJ;NOM;NEUT;SG	ADJ
słodkie	ذاتی	słodki	ذاتی	ADJ;NOM;NEUT;SG	ADJ
słodkie	پسندیدہ	słodki	پسندیدہ	ADJ;NOM;NEUT;SG	ADJ
słodkie	خصوصی	słodki	خصوصی	ADJ;NOM;NEUT;SG	ADJ
orzeczenie	تبصرہ	orzeczenie	تبصرہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	معقولیت	orzeczenie	معقولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	اندازہ	orzeczenie	اندازہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	تنقید.	orzeczenie	تنقید.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	رائے	orzeczenie	رائے	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	تبصرہ	orzeczenie	تبصرہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	معقولیت	orzeczenie	معقولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	اندازہ	orzeczenie	اندازہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	تنقید.	orzeczenie	تنقید.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orzeczenie	ارادہ	orzeczenie	ارادہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
odniesienie	استصواب.	odniesienie	استصواب.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
odniesienie	تلمیح	odniesienie	تلمیح	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
ledwo	قلیل	ledwo	قلیل		
ledwo	محض	ledwo	محض		
molekularnej	سالمی	molekularny	سالمی	ADJ;GEN;FEM;SG	ADJ
identyfikacja	شناخت	identyfikacja	شناخت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
szczep	گھرانہ	szczep	گھرانہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szczep	قبیلہ	szczep	قبیلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szczep	گھرانہ	szczep	گھرانہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strata	نقصان	strata	نقصان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
strata	نقصان	strata	نقصان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
strata	ضرر	strata	ضرر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
towarzysz	لازمہ	towarzysz	لازمہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
towarzysz	کتاب	towarzysz	کتاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
towarzysz	لازمہ	towarzysz	لازمہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
towarzysz	کتاب	towarzysz	کتاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tornado	عاصفہ	tornado	عاصفہ		
bliskość	قربت	bliskość	قربت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bliskość	قربت	bliskość	قربت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bliskość	یگانگت	bliskość	یگانگت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bliskość	شرکت	bliskość	شرکت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bliskość	قربت	bliskość	قربت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bliskość	رفاقت	bliskość	رفاقت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
urodzone	پیدا	urodzić	پیدا	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
urodzone	پیدا	urodzić	پیدا	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
żaby	غوک.	żaby	غوک.		
płyn	متغیر	płyn	متغیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
płyn	متغیر	płyn	متغیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
płyn	ہائڈروجن	płyn	ہائڈروجن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
płyn	ہائڈروجن	płyn	ہائڈروجن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szczęśliwy	مناسب	szczęśliwy	مناسب	ADJ;NOM;MASC;SG	ADJ
szczęśliwy	خوش	szczęśliwy	خوش	ADJ;NOM;MASC;SG	ADJ
szczęśliwy	مناسب	szczęśliwy	مناسب	ADJ;NOM;MASC;SG	ADJ
zmienny	غیرمستقیم	zmienny	غیرمستقیم	ADJ;NOM;MASC;SG	ADJ
klątwa	لعن	klątwa	لعن		
klątwa	لعن	klątwa	لعن		
dyskusyjne	مشتبہ	dyskusyjny	مشتبہ	ADJ;NOM;NEUT;SG	ADJ
jelit	قعر	jelit	قعر		
melodia	آہنگ	melodia	آہنگ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
błędny	غلط	błędny	غلط	ADJ;NOM;MASC;SG	ADJ
rozumienie	ادراک	rozumienie	ادراک	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
rozumienie	مفاہمت	rozumienie	مفاہمت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
rozumienie	معاہدہ	rozumienie	معاہدہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
matrix	سانچا	matrix	سانچا		
promować	چڑھانا	promować	چڑھا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
promować	اٹھانا	promować	اٹھا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dług	قرض	dług	قرض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dług	دین	dług	دین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niebezpieczny	خطرناک	niebezpieczny	خطرناک	ADJ;NOM;MASC;SG	ADJ
niebezpieczny	خطرناک	niebezpieczny	خطرناک	ADJ;NOM;MASC;SG	ADJ
dodaj	ملانا	dodać	ملا	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
dodaj	بڑھانا	dodać	بڑھا	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
dodaj	جوڑنا	dodać	جوڑ	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
dodaj	ملانا	dodać	ملا	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
szlachetnych	عمدہ	szlachetny	عمدہ	ADJ;GEN;MASC;PL	ADJ
przeciętny	عام	przeciętny	عام	ADJ;NOM;MASC;SG	ADJ
pomocne	مفید	pomocny	مفید	ADJ;NOM;NEUT;SG	ADJ
przetarg	معذرت	przetarg	معذرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	گداز	przetarg	گداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	خیال	przetarg	خیال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	ٹینڈر	przetarg	ٹینڈر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	پیشکش	przetarg	پیشکش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	معذرت	przetarg	معذرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	گداز	przetarg	گداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	خیال	przetarg	خیال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przetarg	ٹینڈر	przetarg	ٹینڈر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
