και	y	και	y	CONJ	CONJ
εξωτερικό	extranjero	εξωτερικό	extranjero	N;NOM;NEUT;SG	N;MASC;SG
άτομο	persona	άτομο	persona	N;NOM;NEUT;SG	N;FEM;SG
άτομο	átomo	άτομο	átomo	N;NOM;NEUT;SG	N;MASC;SG
άτομο	atom	άτομο	atom	N;NOM;NEUT;SG	N;MASC
εργασία	obra	εργασία	obra	N;NOM;FEM;SG	N;FEM;SG
εργασία	trabajo	εργασία	trabajo	N;NOM;FEM;SG	N;MASC;SG
εργασία	laborista	εργασία	laborista	N;NOM;FEM;SG	N;SG
τάξη	aula	τάξη	aula	N;NOM;FEM;SG	N;MASC;SG
τάξη	clase	τάξη	clase	N;NOM;FEM;SG	N;FEM;SG
τάξη	class	τάξη	clas	N;NOM;FEM;SG	N;FEM;SG
τάξη	orden	τάξη	orden	N;NOM;FEM;SG	N;MASC;SG
τάξη	encargo	τάξη	encargo	N;NOM;FEM;SG	N;MASC;SG
παλαιότερα	anteriormente	παλιά	anteriormente	ADV;CMPR	ADV
παλαιότερα	antiguamente	παλιά	antiguamente	ADV;CMPR	ADV
δουλειά	empleo	δουλειά	empleo	N;NOM;FEM;SG	N;MASC;SG
δουλειά	trabajo	δουλειά	trabajo	N;NOM;FEM;SG	N;MASC;SG
δουλειά	obra	δουλειά	obra	N;NOM;FEM;SG	N;FEM;SG
δουλειά	trabajo	δουλειά	trabajo	N;NOM;FEM;SG	N;MASC;SG
συμπεριφορά	comportamiento	συμπεριφορά	comportamiento	N;ACC;FEM;SG	N;MASC;SG
συμπεριφορά	conducta	συμπεριφορά	conducta	N;ACC;FEM;SG	N;FEM;SG
συμπεριφορά	actitud	συμπεριφορά	actitud	N;ACC;FEM;SG	N;FEM;SG
συμπεριφορά	comportamiento	συμπεριφορά	comportamiento	N;ACC;FEM;SG	N;MASC;SG
συμπεριφορά	conducta	συμπεριφορά	conducta	N;ACC;FEM;SG	N;FEM;SG
βόρειο	septentrional	βόρειο	septentrional	ADJ;NOM;NEUT;SG	ADJ;SG
βόρειο	norteña	βόρειο	norteño	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
απόψεις	dictámenes	άποψη	dictamen	N;NOM;FEM;PL	N;MASC;PL
απόψεις	opiniones	άποψη	opinión	N;NOM;FEM;PL	N;FEM;PL
απόψεις	reproducciones	άποψη	reproducción	N;NOM;FEM;PL	N;FEM;PL
απόψεις	visualizaciones	άποψη	visualización	N;NOM;FEM;PL	N;FEM;PL
άνθρακα	hulla	άνθρακο	hulla	N;NOM;NEUT;SG	N;MASC;SG
άνθρακα	carbón	άνθρακο	carbón	N;NOM;NEUT;SG	N;MASC;SG
άνθρακα	carbon	άνθρακο	carbon	N;NOM;NEUT;SG	N;MASC;SG
άνθρακα	carbono	άνθρακο	carbono	N;NOM;NEUT;SG	N;MASC;SG
άνθρακα	carbón	άνθρακο	carbón	N;NOM;NEUT;SG	N;MASC;SG
κοινωνία	society	κοινωνία	society	N;NOM;FEM;SG	N;SG
κοινωνία	sociedad	κοινωνία	sociedad	N;NOM;FEM;SG	N;FEM;SG
οκτώ	ocho	οκτώ	ocho	NUM;NOM;MASC;PL	NUM;PL
σύμβολο	símbolo	σύμβολο	símbolo	N;NOM;NEUT;SG	N;MASC;SG
σύμβολο	signatura	σύμβολο	signatura	N;NOM;NEUT;SG	N;FEM;SG
προσθήκη	adición	προσθήκη	adición	N	N;FEM;SG
παιχνίδια	juegos	παιχνίδιο	juego	N;NOM;NEUT;PL	N;MASC;PL
παιχνίδια	juguetes	παιχνίδιο	juguete	N;NOM;NEUT;PL	N;MASC;PL
κομμάτια	trozos	κομμάτι	trozo	N;NOM;NEUT;PL	N;MASC;PL
κομμάτια	piezas	κομμάτι	pieza	N;NOM;NEUT;PL	N;FEM;PL
κομμάτια	pedazos	κομμάτι	pedazos	N;NOM;NEUT;PL	N;MASC;PL
ανάλυση	desglose	ανάλυση	desglose	N;ACC;FEM;SG	N;MASC;SG
ανάλυση	analisis	ανάλυση	analisis	N;ACC;FEM;SG	N;MASC
ανάλυση	análisis	ανάλυση	análisis	N;ACC;FEM;SG	N;MASC
κόκκινο	rojo	κόκκινος	rojo	N;NOM;NEUT;SG	N;MASC;SG
κόκκινο	red	κόκκινος	red	N;NOM;NEUT;SG	N;FEM;SG
ηλιακό	solar	ηλιακός	solar	N;NOM;NEUT;SG	N;MASC;SG
δίσκος	álbum	δίσκος	álbum	N;NOM;MASC;SG	N;MASC;SG
δίσκος	album	δίσκος	album	N;NOM;MASC;SG	N;MASC;SG
δίσκος	disco	δίσκος	disco	N;NOM;MASC;SG	N;MASC;SG
δίσκος	disco	δίσκος	disco	N;NOM;MASC;SG	N;MASC;SG
δίσκος	disco	δίσκος	disco	N;NOM;MASC;SG	N;MASC;SG
δίσκος	bandeja	δίσκος	bandeja	N;NOM;MASC;SG	N;FEM;SG
πρωταθλήτρια	campeón	πρωταθλήτρια	campeón	N;NOM;FEM;SG	N;MASC;SG
πρωταθλήτρια	campeona	πρωταθλήτρια	campeona	N;NOM;FEM;SG	N;FEM;SG
πρωταθλήτρια	campeon	πρωταθλήτρια	campeon	N;NOM;FEM;SG	N;MASC;SG
πρωταθλήτρια	champion	πρωταθλήτρια	champion	N;NOM;FEM;SG	N;MASC;SG
αντικείμενα	ítems	αντικείμενο	ítems	N;NOM;NEUT;PL	N;MASC;PL
αντικείμενα	articulos	αντικείμενο	articulo	N;NOM;NEUT;PL	N;MASC;PL
αντικείμενα	artículos	αντικείμενο	artículo	N;NOM;NEUT;PL	N;MASC;PL
αντικείμενα	objetos	αντικείμενο	objeto	N;NOM;NEUT;PL	N;MASC;PL
ενέργειας	energia	ενέργεια	energia	N;GEN;FEM;SG	N;FEM;SG
ενέργειας	energía	ενέργεια	energía	N;GEN;FEM;SG	N;FEM;SG
ζώνη	zona	ζώνη	zona	N;NOM;FEM;SG	N;FEM;SG
ζώνη	zone	ζώνη	zone	N;NOM;FEM;SG	N
ζώνη	cinto	ζώνη	cinto	N;NOM;FEM;SG	N;MASC;SG
ζώνη	cinturón	ζώνη	cinturón	N;NOM;FEM;SG	N;MASC;SG
σχέδια	diseños	σχέδιο	diseño	N;NOM;NEUT;PL	N;MASC;PL
σχέδια	planos	σχέδιο	plano	N;NOM;NEUT;PL	N;MASC;PL
σχέδια	planes	σχέδιο	plan	N;NOM;NEUT;PL	N;MASC;PL
σχέδια	proyectos	σχέδιο	proyecto	N;NOM;NEUT;PL	N;MASC;PL
σχέδια	projects	σχέδιο	project	N;NOM;NEUT;PL	N
σχέδια	dibujos	σχέδιο	dibujo	N;NOM;NEUT;PL	N;MASC;PL
δίκτυο	network	δίκτυο	network	N;NOM;NEUT;SG	N;SG
δίκτυο	red	δίκτυο	red	N;NOM;NEUT;SG	N;FEM;SG
φως	light	φως	light	N;NOM;NEUT;SG	N
φως	luz	φως	luz	N;NOM;NEUT;SG	N;FEM;SG
πραγματικό	real	πραγματικός	real	ADJ;NOM;NEUT;SG	ADJ;SG
πραγματικό	verdadero	πραγματικός	verdadero	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
παραπομπές	referencias	παραπομπή	referencia	N;NOM;FEM;PL	N;FEM;PL
μικρές	pequeñas	μικρός	pequeño	ADJ;NOM;FEM;PL	ADJ;FEM;PL
μικρές	pequeños	μικρός	pequeño	ADJ;NOM;FEM;PL	ADJ;MASC;PL
πίνακας	cuadro	πίνακα	cuadro	N;NOM;MASC;SG	N;MASC;SG
πίνακας	mesa	πίνακα	mesa	N;NOM;MASC;SG	N;FEM;SG
πίνακας	tabla	πίνακα	tabla	N;NOM;MASC;SG	N;FEM;SG
πίνακας	cuadro	πίνακα	cuadro	N;NOM;MASC;SG	N;MASC;SG
πίνακας	pintura	πίνακα	pintura	N;NOM;MASC;SG	N;FEM;SG
απάντηση	respuesta	απάντηση	respuesta	N;ACC;FEM;SG	N;FEM;SG
απάντηση	contestación	απάντηση	contestación	N;ACC;FEM;SG	N;FEM;SG
απάντηση	respuesta	απάντηση	respuesta	N;ACC;FEM;SG	N;FEM;SG
απόλυτο	absoluta	απόλυτος	absoluto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
απόλυτο	absoluto	απόλυτος	absoluto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αποκλειστικά	exclusivamente	αποκλειστικά	exclusivamente	ADV	ADV
νότιο	sureña	νότιος	sureño	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
νότιο	meridional	νότιος	meridional	ADJ;NOM;NEUT;SG	ADJ;SG
νότιο	sureño	νότιος	sureño	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πολιτικές	pólizas	πολιτική	póliza	N;NOM;FEM;PL	N;FEM;PL
πολιτικές	politicas	πολιτική	politico	N;NOM;FEM;PL	N;FEM;PL
πολιτικές	políticas	πολιτική	política	N;NOM;FEM;PL	N;FEM;PL
ανήκε	perteneció	ανήκω	pertenecer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ανήκουν	pertenecer	ανήκω	pertenecer	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
ανήκουν	pertenecen	ανήκω	pertenecer	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
νόμος	derecho	νόμος	derecho	N;NOM;MASC;SG	N;MASC;SG
νόμος	legislación	νόμος	legislación	N;NOM;MASC;SG	N;FEM;SG
νόμος	ley	νόμος	ley	N;NOM;MASC;SG	N;FEM;SG
πράγματα	cosas	πράγμα	cosa	N;NOM;NEUT;PL	N;FEM;PL
πράγματα	things	πράγμα	thing	N;NOM;NEUT;PL	N
πράγματα	cosas	πράγμα	cosa	N;NOM;NEUT;PL	N;FEM;PL
απλώς	solo	απλά	solo	ADV	ADV
απλώς	simplemente	απλά	simplemente	ADV	ADV
απλώς	sólo	απλά	sólo	ADV	ADV
έζησε	vivió	φήνω	vivir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
σκηνοθέτης	directora	σκηνόθετος	directora	N;NOM;MASC;SG	N;FEM;SG
σκηνοθέτης	director	σκηνόθετος	director	N;NOM;MASC;SG	N;MASC;SG
σειρές	series	σειρός	serie	N;NOM;FEM;PL	N;FEM;PL
σειρές	hileras	σειρός	hilera	N;NOM;FEM;PL	N;FEM;PL
σειρές	filas	σειρός	fila	N;NOM;FEM;PL	N;FEM;PL
φον	fawn	φον	fawn	N	N
εμφανίστηκε	apareció	εμφανίζω	aparecer	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
δολάρια	dolares	δολάριο	dolar	N;NOM;NEUT;PL	N;MASC;PL
δολάρια	dólares	δολάριο	dólar	N;NOM;NEUT;PL	N;MASC;PL
τρόπος	manera	τρόπος	manera	N;NOM;MASC;SG	N;FEM;SG
τρόπος	camino	τρόπος	camino	N;NOM;MASC;SG	N;MASC;SG
τρόπος	way	τρόπος	way	N;NOM;MASC;SG	N
κεντρικό	céntrica	κεντρικός	céntrico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
κεντρικό	central	κεντρικός	central	ADJ;NOM;NEUT;SG	ADJ;SG
κεντρικό	céntrico	κεντρικός	céntrico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ακαδημίας	academy	ακαδημία	academy	N;GEN;FEM;SG	N
ακαδημίας	academia	ακαδημία	academia	N;GEN;FEM;SG	N;FEM;SG
πέτυχε	sucedió	πετυχαίνω	suceder	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
βαθμούς	grados	βαθμός	grado	N;ACC;MASC;PL	N;MASC;PL
καταστροφή	catástrofe	καταστροφή	catástrofe	N;ACC;FEM;SG	N;FEM;SG
καταστροφή	desastre	καταστροφή	desastre	N;ACC;FEM;SG	N;MASC;SG
καταστροφή	catástrofe	καταστροφή	catástrofe	N;ACC;FEM;SG	N;FEM;SG
καταστροφή	destrucción	καταστροφή	destrucción	N;ACC;FEM;SG	N;FEM;SG
φύση	naturaleza	φύση	naturaleza	N;NOM;FEM;SG	N;FEM;SG
φύση	nature	φύση	nature	N;NOM;FEM;SG	N
ναι	sí	ναι	sí	ADV	ADV
ναι	sí	ναι	sí	ADV	ADV
όργανα	instrumentos	όργανο	instrumento	N;NOM;NEUT;PL	N;MASC;PL
όργανα	instituciones	όργανο	institución	N;NOM;NEUT;PL	N;FEM;PL
τιμές	precios	τιμή	precio	N;NOM;FEM;PL	N;MASC;PL
τιμές	valores	τιμή	valor	N;NOM;FEM;PL	N;MASC;PL
πίεση	presión	πίεση	presión	N;ACC;FEM;SG	N;FEM;SG
πίεση	presion	πίεση	presionar	N;ACC;FEM;SG	N;FEM;SG
βασίλισσα	queen	βασίλισσα	quear	N;NOM;FEM;SG	N;SG
βασίλισσα	reina	βασίλισσα	reina	N;NOM;FEM;SG	N;FEM;SG
κόμματα	fiestas	κόμμα	fiesta	N;NOM;NEUT;PL	N;FEM;PL
χαρακτήρες	caracteres	χαρακτήρας	carácter	N;NOM;FEM;PL	N;MASC;PL
χαρακτήρες	personajes	χαρακτήρας	personaje	N;NOM;FEM;PL	N;MASC;PL
πολιτικό	político	πολιτικός	político	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πολιτικό	politico	πολιτικός	politico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πολιτικό	político	πολιτικός	político	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
φιλοσοφία	filosofía	φιλοσοφία	filosofía	N;NOM;FEM;SG	N;FEM;SG
συμμετέχει	participa	συμμετέχω	participar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
χημική	químico	χημικός	químico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
βίντεο	vídeo	βίντεο	vídeo	N;NEUT;SG	N;MASC;SG
βίντεο	video	βίντεο	video	N;NEUT;SG	N;MASC;SG
ίδρυσε	fundó	ιδρύω	fundar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
μονάδα	unit	μονάδα	unit	N;NOM;FEM;SG	N
μονάδα	unidad	μονάδα	unidad	N;NOM;FEM;SG	N;FEM;SG
στρατηγός	general	στρατηγός	general	N;NOM;MASC;SG	N;SG
εξαιρετικά	extremadamente	εξαιρετικά	extremadamente	ADV	ADV
ίδρυμα	fundación	ίδρυμα	fundación	N;NOM;NEUT;SG	N;FEM;SG
ίδρυμα	institución	ίδρυμα	institución	N;NOM;NEUT;SG	N;FEM;SG
κάποιον	alguien	κάποιος	alguien	PRO;ACC;MASC;SG;3	PRO;SG
διεύθυνση	dirección	διεύθυνση	dirección	N;NOM;FEM;SG	N;FEM;SG
διεύθυνση	dirección	διεύθυνση	dirección	N;NOM;FEM;SG	N;FEM;SG
διεύθυνση	domicilio	διεύθυνση	domicilio	N;NOM;FEM;SG	N;MASC;SG
διεύθυνση	direccion	διεύθυνση	direccion	N;NOM;FEM;SG	N;FEM;SG
πάπας	papa	πάπας	papa	N;NOM;MASC;SG	N;MASC;SG
σταθμό	estacion	σταθμός	estacion	N;ACC;MASC;SG	N;FEM;SG
σταθμό	estación	σταθμός	estación	N;ACC;MASC;SG	N;FEM;SG
σχετική	relativa	σχετικός	relativo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
σχετική	relativo	σχετικός	relativo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
σχετική	pertinente	σχετικός	pertinente	ADJ;NOM;FEM;SG	ADJ;SG
σχετική	relevante	σχετικός	relevante	ADJ;NOM;FEM;SG	ADJ;SG
σχετική	relacionada	σχετικός	relacionado	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
σχετική	conexo	σχετικός	conexo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
σχετική	relacionado	σχετικός	relacionado	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
προπονητές	autocares	προπονητής	autocar	N;NOM;MASC;PL	N;MASC;PL
προπονητές	entrenadores	προπονητής	entrenador	N;NOM;MASC;PL	N;MASC;PL
δραστηριότητα	actividad	δραστηριότητα	actividad	N;ACC;FEM;SG	N;FEM;SG
διαμέρισμα	plano	διαμέρισμα	plano	N;NOM;NEUT;SG	N;MASC;SG
διαμέρισμα	piso	διαμέρισμα	piso	N;NOM;NEUT;SG	N;MASC;SG
διαμέρισμα	apartamento	διαμέρισμα	apartamento	N;NOM;NEUT;SG	N;MASC;SG
διαμέρισμα	piso	διαμέρισμα	piso	N;NOM;NEUT;SG	N;MASC;SG
διαμέρισμα	departamento	διαμέρισμα	departamento	N;NOM;NEUT;SG	N;MASC;SG
γράμματα	colas	γράμμα	cola	N;NOM;NEUT;PL	N;FEM;PL
γράμματα	cartas	γράμμα	carta	N;NOM;NEUT;PL	N;FEM;PL
γράμματα	letras	γράμμα	letra	N;NOM;NEUT;PL	N;FEM;PL
πιθανώς	probablemente	πιθανώς	probablemente	ADV	ADV
πιθανώς	posiblemente	πιθανώς	posiblemente	ADV	ADV
κάποιοι	algunas	κάποιος	alguno	PRO;NOM;MASC;PL;3	PRO;FEM;PL
κάποιοι	algunos	κάποιος	alguno	PRO;NOM;MASC;PL;3	PRO;MASC;PL
εθνικός	national	εθνικός	national	ADJ;NOM;MASC;SG	ADJ;SG
εθνικός	nacional	εθνικός	nacional	ADJ;NOM;MASC;SG	ADJ;SG
βασιλική	real	βασιλικός	real	ADJ;NOM;FEM;SG	ADJ;SG
μνημείο	hito	μνημείο	hito	N;NOM;NEUT;SG	N;MASC;SG
μνημείο	memorial	μνημείο	memorial	N;NOM;NEUT;SG	N;MASC;SG
μνημείο	monumento	μνημείο	monumento	N;NOM;NEUT;SG	N;MASC;SG
μνημείο	monumento	μνημείο	monumento	N;NOM;NEUT;SG	N;MASC;SG
μονάδες	unidades	μονάδα	unidad	N;NOM;FEM;PL	N;FEM;PL
είπε	dijo	λέγω	decir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
γονείς	progenitores	γονέας	progenitor	N;NOM;MASC;PL	N;MASC;PL
γονείς	padres	γονέας	padre	N;NOM;MASC;PL	N;MASC;PL
δημοτική	municipal	δημοτικός	municipal	ADJ;NOM;FEM;SG	ADJ;SG
μάχες	peleas	μάχη	pelea	N;NOM;FEM;PL	N;FEM;PL
μάχες	luchas	μάχη	lucha	N;NOM;FEM;PL	N;FEM;PL
μάχες	combates	μάχη	combate	N;NOM;FEM;PL	N;MASC;PL
μάχες	peleas	μάχη	pelea	N;NOM;FEM;PL	N;FEM;PL
μάχες	fighting	μάχη	fighting	N;NOM;FEM;PL	N
μάχες	batallas	μάχη	batalla	N;NOM;FEM;PL	N;FEM;PL
πολιτικά	políticamente	πολιτικός	políticamente	ADV	ADV
καθεστώς	status	καθεστώς	status	N;ACC;NEUT;SG	N
καθεστώς	estatus	καθεστώς	estatus	N;ACC;NEUT;SG	N;MASC
καθεστώς	estado	καθεστώς	estado	N;ACC;NEUT;SG	N;MASC;SG
καθεστώς	situación	καθεστώς	situación	N;ACC;NEUT;SG	N;FEM;SG
καθεστώς	esquema	καθεστώς	esquema	N;ACC;NEUT;SG	N;MASC;SG
καθεστώς	régimen	καθεστώς	régimen	N;ACC;NEUT;SG	N;MASC;SG
καθεστώς	régimen	καθεστώς	régimen	N;ACC;NEUT;SG	N;MASC;SG
ρωμαϊκή	romana	ρωμαϊκός	romano	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ρωμαϊκή	romano	ρωμαϊκός	romano	ADJ;NOM;FEM;SG	ADJ;MASC;SG
λογική	lógico	λογικός	lógico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
λογική	lógica	λογικός	lógico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
λογική	lógico	λογικός	lógico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
λογική	lógica	λογικός	lógico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
βυζαντινή	bizantina	βυζαντινός	bizantino	ADJ;NOM;FEM;SG	ADJ;FEM;SG
βυζαντινή	bizantino	βυζαντινός	bizantino	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ερτ	ert	ερτ	ert	N	N;FEM;SG
αφρικής	africana	αφρικός	africano	ADJ;GEN;FEM;SG	ADJ;FEM;SG
αφρικής	africano	αφρικός	africano	ADJ;GEN;FEM;SG	ADJ;MASC;SG
κριτήρια	criterios	κριτήριο	criterio	N;NOM;NEUT;PL	N;MASC;PL
άμεσα	directamente	άμεσα	directamente	ADV	ADV
ολυμπιακούς	olimpiadas	ολυμπιακός	olimpiado	ADJ;ACC;MASC;PL	ADJ;FEM;PL;V.PTCP
μοναδικό	único	μοναδικός	único	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μοναδικό	única	μοναδικός	único	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
δικαιωμάτων	derechos	δικαίωμα	derecho	N;GEN;NEUT;PL	N;MASC;PL
κατακτήσει	conquistar	κατακτώ	conquistar	V;PFV;NFIN;ACT	V;NFIN
όρια	límites	όριο	límite	N;NOM;NEUT;PL	N;MASC;PL
όρια	fronteras	όριο	frontera	N;NOM;NEUT;PL	N;FEM;PL
όρια	limites	όριο	limit	N;NOM;NEUT;PL	N;MASC;PL
όρια	límites	όριο	límite	N;NOM;NEUT;PL	N;MASC;PL
όρια	limites	όριο	limit	N;NOM;NEUT;PL	N;MASC;PL
λύση	solución	λύση	solución	N;NOM;FEM;SG	N;FEM;SG
λύση	solucion	λύση	solucion	N;NOM;FEM;SG	N;FEM;SG
λύση	disolución	λύση	disolución	N;NOM;FEM;SG	N;FEM;SG
φυσικό	natural	φυσικός	natural	ADJ;NOM;NEUT;SG	ADJ;SG
συνθέτης	compositor	συνθέτης	compositor	N;NOM;MASC;SG	N;MASC;SG
συνθέτης	compositora	συνθέτης	compositora	N;NOM;MASC;SG	N;FEM;SG
συνθέτης	cantautor	συνθέτης	cantautor	N;NOM;MASC;SG	N;MASC;SG
συνθέτης	compositor	συνθέτης	compositor	N;NOM;MASC;SG	N;MASC;SG
συνθέτης	compositora	συνθέτης	compositora	N;NOM;MASC;SG	N;FEM;SG
τρέχουσα	actual	τρέχων	actual	ADJ;NOM;FEM;SG	ADJ;SG
κώδικα	code	κώδικας	coder	N	N
κώδικα	códigos	κώδικας	código	N	N;MASC;PL
κώδικα	codigo	κώδικας	codigo	N	N;MASC;SG
κώδικα	código	κώδικας	código	N	N;MASC;SG
αέρα	aire	αέρας	aire	N;ACC;MASC;SG	N;MASC;SG
αέρα	air	αέρας	air	N;ACC;MASC;SG	N
εύκολα	fácilmente	εύκολα	fácilmente	ADV	ADV
εύκολα	facilmente	εύκολα	facilmente	ADV	ADV
δήλωσε	declaró	δηλώνω	declarar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ακαδημία	academy	ακαδημία	academy	N;NOM;FEM;SG	N
ακαδημία	academia	ακαδημία	academia	N;NOM;FEM;SG	N;FEM;SG
πτώση	decadencia	πτώση	decadencia	N;ACC;FEM;SG	N;FEM;SG
πτώση	declinación	πτώση	declinación	N;ACC;FEM;SG	N;FEM;SG
πτώση	descenso	πτώση	descenso	N;ACC;FEM;SG	N;MASC;SG
πτώση	declive	πτώση	declive	N;ACC;FEM;SG	N;MASC;SG
πτώση	disminución	πτώση	disminución	N;ACC;FEM;SG	N;FEM;SG
πτώση	caída	πτώση	caída	N;ACC;FEM;SG	N;FEM;SG
πτώση	drop	πτώση	drop	N;ACC;FEM;SG	N
πτώση	gota	πτώση	gota	N;ACC;FEM;SG	N;FEM;SG
πτώση	otoño	πτώση	otoño	N;ACC;FEM;SG	N;MASC;SG
πτώση	caída	πτώση	caída	N;ACC;FEM;SG	N;FEM;SG
κτίριο	edificio	κτίριο	edificio	N;NOM;NEUT;SG	N;MASC;SG
κτίριο	edificación	κτίριο	edificación	N;NOM;NEUT;SG	N;FEM;SG
κτίριο	construcción	κτίριο	construcción	N;NOM;NEUT;SG	N;FEM;SG
προσωπικό	staff	προσωπικό	staff	N;NOM;NEUT;SG	N;MASC;SG
επαρχίες	provincias	επαρχία	provincia	N;NOM;FEM;PL	N;FEM;PL
παίκτης	player	παίκτης	player	N;NOM;MASC;SG	N;SG
παίκτης	reproductor	παίκτης	reproductor	N;NOM;MASC;SG	N;MASC;SG
παίκτης	jugador	παίκτης	jugador	N;NOM;MASC;SG	N;MASC;SG
παίκτης	jugadora	παίκτης	jugadora	N;NOM;MASC;SG	N;FEM;SG
κοινωνική	social	κοινωνικός	social	ADJ;NOM;FEM;SG	ADJ;SG
θητεία	tenencia	θητεία	tenencia	N;NOM;FEM;SG	N;FEM;SG
φεβρουάριο	febrero	φεβρουάριο	febrero	N	N
πολιτεία	state	πολιτεία	state	N;ACC;FEM;SG	N
πολιτεία	estado	πολιτεία	estado	N;ACC;FEM;SG	N;MASC;SG
μυθιστόρημα	novela	μυθιστόρημα	novela	N;NOM;NEUT;SG	N;FEM;SG
μυθιστόρημα	ficción	μυθιστόρημα	ficción	N;NOM;NEUT;SG	N;FEM;SG
αεροδρόμιο	aeropuerto	αεροδρόμιο	aeropuerto	N;NOM;NEUT;SG	N;MASC;SG
αεροδρόμιο	aeródromo	αεροδρόμιο	aeródromo	N;NOM;NEUT;SG	N;MASC;SG
κατοχή	posesión	κατοχή	posesión	N;ACC;FEM;SG	N;FEM;SG
κατοχή	tenencia	κατοχή	tenencia	N;ACC;FEM;SG	N;FEM;SG
κατοχή	ocupación	κατοχή	ocupación	N;ACC;FEM;SG	N;FEM;SG
κατοχή	profesión	κατοχή	profesión	N;ACC;FEM;SG	N;FEM;SG
αμερικανική	americano	αμερικάνικος	americano	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αμερικανική	estadounidense	αμερικάνικος	estadounidense	ADJ;NOM;FEM;SG	ADJ;SG
αμερικανική	americana	αμερικάνικος	americana	ADJ;NOM;FEM;SG	ADJ;FEM;SG
πιθανόν	probablemente	πιθανώς	probablemente	ADV	ADV
πιθανόν	posiblemente	πιθανώς	posiblemente	ADV	ADV
λειτουργίας	funcionamiento	λειτουργία	funcionamiento	N;GEN;FEM;SG	N;MASC;SG
λεξικό	léxico	λεξικός	léxico	N;NOM;NEUT;SG	N;MASC;SG
λεξικό	diccionario	λεξικός	diccionario	N;NOM;NEUT;SG	N;MASC;SG
πλειοψηφία	mayoría	πλειοψηφία	mayoría	N;NOM;FEM;SG	N;FEM;SG
πλειοψηφία	mayoria	πλειοψηφία	mayoria	N;NOM;FEM;SG	N;FEM;SG
νόμο	derecho	νόμος	derecho	N;ACC;MASC;SG	N;MASC;SG
νόμο	legislación	νόμος	legislación	N;ACC;MASC;SG	N;FEM;SG
νόμο	ley	νόμος	ley	N;ACC;MASC;SG	N;FEM;SG
ζώα	animales	ζώο	animal	N;NOM;NEUT;PL	N;MASC;PL
συμβόλαιο	contrato	συμβόλαιο	contrato	N;NOM;NEUT;SG	N;MASC;SG
σενάριο	guión	σενάριο	guión	N;NOM;NEUT;SG	N;MASC;SG
σενάριο	guion	σενάριο	guion	N;NOM;NEUT;SG	N;MASC;SG
σενάριο	escenario	σενάριο	escenario	N;NOM;NEUT;SG	N;MASC;SG
σενάριο	script	σενάριο	script	N;NOM;NEUT;SG	N;MASC;SG
σενάριο	guion	σενάριο	guion	N;NOM;NEUT;SG	N;MASC;SG
σενάριο	guión	σενάριο	guión	N;NOM;NEUT;SG	N;MASC;SG
επαφή	contacto	επαφή	contacto	N;ACC;FEM;SG	N;MASC;SG
μπλε	blue	μπλε	blue	N	N
εργασίες	trabajos	εργασία	trabajo	N;NOM;FEM;PL	N;MASC;PL
εργασίες	trabajos	εργασία	trabajo	N;NOM;FEM;PL	N;MASC;PL
