van	din	van	din	ADP	ADP;ACC
race	rasa	race	rasă	N;MASC+FEM;SG	N;DEF;FEM;SG
race	cursa	race	cursă	N;MASC+FEM;SG	N;DEF;FEM;SG
race	cursă	race	cursă	N;MASC+FEM;SG	N;INDF;FEM;SG
baan	job	baan	job	N;MASC+FEM;SG	N;INDF;MASC;SG
festival	festival	festival	festival	N;NEUT;SG	N;INDF;MASC;SG
festival	festivalul	festival	festival	N;NEUT;SG	N;DEF;MASC;SG
festival	festivalului	festival	festival	N;NEUT;SG	N;DEF;MASC;SG
reactie	comentariul	reactie	comentariu	N;MASC+FEM;SG	N;DEF;MASC;SG
reactie	comentariu	reactie	comentariu	N;MASC+FEM;SG	N;INDF;MASC;SG
reactie	reactie	reactie	reactie	N;MASC+FEM;SG	N;INDF;FEM;SG
reactie	reacția	reactie	reacție	N;MASC+FEM;SG	N;DEF;FEM;SG
reactie	reacție	reactie	reacție	N;MASC+FEM;SG	N;INDF;FEM;SG
reactie	reacţie	reactie	reacţie	N;MASC+FEM;SG	N;INDF;FEM;SG
reactie	răspuns	reactie	răspuns	N;MASC+FEM;SG	N;INDF;MASC;SG
reactie	răspunsul	reactie	răspuns	N;MASC+FEM;SG	N;DEF;MASC;SG
opvolger	succesorul	opvolger	succesor	N;MASC+FEM;SG	N;DEF;MASC;SG
opvolger	succesor	opvolger	succesor	N;MASC+FEM;SG	N;INDF;MASC;SG
nominatie	nominalizare	nominatie	nominalizare	N;MASC+FEM;SG	N;INDF;FEM;SG
nominatie	nominalizarea	nominatie	nominalizare	N;MASC+FEM;SG	N;DEF;FEM;SG
buurt	vecinătate	buurt	vecinătate	N;MASC+FEM;SG	N;INDF;FEM;SG
buurt	cartierul	buurt	cartier	N;MASC+FEM;SG	N;DEF;MASC;SG
buurt	cartier	buurt	cartier	N;MASC+FEM;SG	N;INDF;MASC;SG
buurt	vecinătate	buurt	vecinătate	N;MASC+FEM;SG	N;INDF;FEM;SG
buurt	cartier	buurt	cartier	N;MASC+FEM;SG	N;INDF;MASC;SG
koor	cor	koor	cor	N;NEUT;SG	N;INDF;MASC;SG
koor	corul	koor	cor	N;NEUT;SG	N;DEF;MASC;SG
koor	refren	koor	refren	N;NEUT;SG	N;INDF;MASC;SG
koor	cor	koor	cor	N;NEUT;SG	N;INDF;MASC;SG
koor	corul	koor	cor	N;NEUT;SG	N;DEF;MASC;SG
hulp	ajutor	hulp	ajutor	N;MASC+FEM;SG	N;INDF;MASC;SG
samenwerking	colaborarea	samenwerking	colaborare	N;MASC+FEM;SG	N;DEF;FEM;SG
samenwerking	colaborare	samenwerking	colaborare	N;MASC+FEM;SG	N;INDF;FEM;SG
samenwerking	cooperare	samenwerking	cooperare	N;MASC+FEM;SG	N;INDF;FEM;SG
samenwerking	cooperarea	samenwerking	cooperare	N;MASC+FEM;SG	N;DEF;FEM;SG
leider	lider	leider	lider	N;MASC+FEM;SG	N;INDF;MASC;SG
leider	conducător	leider	conducător	N;MASC+FEM;SG	N;INDF;MASC;SG
leider	leader	leider	leader	N;MASC+FEM;SG	N;INDF;MASC;SG
leider	liderul	leider	lider	N;MASC+FEM;SG	N;DEF;MASC;SG
besluit	decizia	besluit	decizie	N;NEUT;SG	N;DEF;FEM;SG
besluit	decizie	besluit	decizie	N;NEUT;SG	N;INDF;FEM;SG
lied	cantec	lied	cantec	N;NEUT;SG	N;INDF;MASC;SG
lied	song	lied	song	N;NEUT;SG	N;INDF;MASC;SG
lied	melodie	lied	melodie	N;NEUT;SG	N;INDF;FEM;SG
lied	cântec	lied	cântec	N;NEUT;SG	N;INDF;MASC;SG
sport	sport	sport	sport	N;MASC+FEM;SG	N;INDF;MASC;SG
sport	sportul	sport	sport	N;MASC+FEM;SG	N;DEF;MASC;SG
opleiding	antrenament	opleiding	antrenament	N;MASC+FEM;SG	N;INDF;MASC;SG
opleiding	pregătire	opleiding	pregătire	N;MASC+FEM;SG	N;INDF;FEM;SG
opleiding	formare	opleiding	formare	N;MASC+FEM;SG	N;INDF;FEM;SG
studie	studiul	studie	studiu	N;MASC+FEM;SG	N;DEF;MASC;SG
studie	studiu	studie	studiu	N;MASC+FEM;SG	N;INDF;MASC;SG
trainer	antrenor	trainer	antrenor	N;MASC+FEM;SG	N;INDF;MASC;SG
trainer	antrenor	trainer	antrenor	N;MASC+FEM;SG	N;INDF;MASC;SG
trainer	antrenorul	trainer	antrenor	N;MASC+FEM;SG	N;DEF;MASC;SG
groet	urare	groet	urare	N;MASC+FEM;SG	N;INDF;FEM;SG
groepen	grupe	groep	grupă	N;PL	N;INDF;FEM;PL
groepen	grupuri	groep	grup	N;PL	N;INDF;FEM;PL
groepen	grupurile	groep	grup	N;PL	N;DEF;FEM;PL
groepen	grupări	groep	grupare	N;PL	N;INDF;FEM;PL
upload	încărcare	upload	încărcare	N;MASC+FEM;SG	N;INDF;FEM;SG
gitaar	chitara	gitaar	chitară	N;MASC+FEM;SG	N;DEF;FEM;SG
situatie	situatie	situatie	situatie	N;MASC+FEM;SG	N;INDF;FEM;SG
situatie	situația	situatie	situație	N;MASC+FEM;SG	N;DEF;FEM;SG
situatie	situaţia	situatie	situaţia	N;MASC+FEM;SG	N;DEF;FEM;SG
situatie	situație	situatie	situație	N;MASC+FEM;SG	N;INDF;FEM;SG
verband	bandaj	verband	bandaj	N;NEUT;SG	N;INDF;MASC;SG
betekenis	sensul	betekenis	sens	N;MASC+FEM;SG	N;DEF;MASC;SG
betekenis	semnificație	betekenis	semnificație	N;MASC+FEM;SG	N;INDF;FEM;SG
betekenis	semnificatie	betekenis	semnificatie	N;MASC+FEM;SG	N;INDF;FEM;SG
betekenis	semnificația	betekenis	semnificație	N;MASC+FEM;SG	N;DEF;FEM;SG
betekenis	semnificație	betekenis	semnificație	N;MASC+FEM;SG	N;INDF;FEM;SG
italiaans	italian	italiaans	italian	ADJ	ADJ;INDF;MASC;SG
onafhankelijke	independente	onafhankelijk	independent	ADJ	ADJ;INDF;FEM;PL
onafhankelijke	independentă	onafhankelijk	independent	ADJ	ADJ;INDF;FEM;SG
selectie	selecție	selectie	selecție	N;MASC+FEM;SG	N;INDF;FEM;SG
selectie	selecția	selectie	selecție	N;MASC+FEM;SG	N;DEF;FEM;SG
parochie	parohia	parochie	parohie	N;MASC+FEM;SG	N;DEF;FEM;SG
parochie	parohie	parochie	parohie	N;MASC+FEM;SG	N;INDF;FEM;SG
speciale	specială	speciaal	special	ADJ	ADJ;INDF;FEM;SG
speciale	speciala	speciaal	special	ADJ	ADJ;DEF;FEM;SG
speciale	speciale	speciaal	special	ADJ	ADJ;INDF;FEM;PL
jong	tânără	jong	tânăr	ADJ	ADJ;INDF;FEM;SG
jong	tânăr	jong	tânăr	ADJ	ADJ;INDF;MASC;SG
jong	tinere	jong	tânăr	ADJ	ADJ;INDF;FEM;PL
economische	economic	economisch	economic	ADJ	ADJ;INDF;MASC;SG
economische	economică	economisch	economic	ADJ	ADJ;INDF;FEM;SG
economische	economice	economisch	economic	ADJ	ADJ;INDF;FEM;PL
ontwerp	proiectare	ontwerp	proiectare	N;NEUT;SG	N;INDF;FEM;SG
ontwerp	design	ontwerp	design	N;NEUT;SG	N;INDF;MASC;SG
ontwerp	proiectarea	ontwerp	proiectare	N;NEUT;SG	N;DEF;FEM;SG
pieter	pieter	pieter	pieter	N;MASC+FEM;SG	N;INDF;MASC;SG
bouwen	construieste	bouwen	construi	V;NFIN	V;IND;SG;3;PRS;FIN
bouwen	construi	bouwen	construi	V;NFIN	V;IND;SG;3;PRS;FIN
bouwen	construiesc	bouwen	construi	V;NFIN	V;IND;PL;3;PRS;FIN
locatie	localizare	locatie	localizare	N;MASC+FEM;SG	N;INDF;FEM;SG
locatie	locație	locatie	locație	N;MASC+FEM;SG	N;INDF;FEM;SG
locatie	locația	locatie	locație	N;MASC+FEM;SG	N;DEF;FEM;SG
locatie	locaţia	locatie	locahie	N;MASC+FEM;SG	N;DEF;FEM;SG
hof	hof	hof	hof	N;NEUT;SG	N;INDF;MASC;SG
hof	tribunal	hof	tribunal	N;NEUT;SG	N;INDF;MASC;SG
hof	curtea	hof	curte	N;NEUT;SG	N;DEF;FEM;SG
hof	court	hof	court	N;NEUT;SG	N;INDF;MASC;SG
hof	curte	hof	curte	N;NEUT;SG	N;INDF;FEM;SG
hof	instanță	hof	instanță	N;NEUT;SG	N;INDF;FEM;SG
lopen	mergând	lopen	merge	V;NFIN	V;V.MSDR
zaak	caz	zaak	caz	N;MASC+FEM;SG	N;INDF;MASC;SG
zaak	cazul	zaak	caz	N;MASC+FEM;SG	N;DEF;MASC;SG
lodewijk	ludovic	lodewijk	ludovic	N;MASC+FEM;SG	N;INDF;MASC;SG
gegevens	informatii	gegeven	informat	N;PL	N;INDF;FEM;PL
gegevens	informații	gegeven	informație	N;PL	N;INDF;FEM;PL
gegevens	informaţii	gegeven	informah	N;PL	N;INDF;FEM;PL
gegevens	date	gegeven	dată	N;PL	N;INDF;FEM;PL
gegevens	datele	gegeven	dată	N;PL	N;DEF;FEM;PL
vol	plina	vol	plină	ADJ	ADJ;DEF;FEM;SG
vol	plină	vol	plin	ADJ	ADJ;INDF;FEM;SG
hoop	speranta	hoop	sperant	N;MASC+FEM;SG	N;DEF;FEM;SG
hoop	speranța	hoop	speranță	N;MASC+FEM;SG	N;DEF;FEM;SG
hoop	speranță	hoop	speranță	N;MASC+FEM;SG	N;INDF;FEM;SG
premier	premier	premier	premier	N;MASC+FEM;SG	N;INDF;MASC;SG
premier	premierul	premier	premier	N;MASC+FEM;SG	N;DEF;MASC;SG
bijdragen	contribuții	bijdrage	contribuție	N;PL	N;INDF;FEM;PL
bijdragen	contribuțiile	bijdrage	contribuție	N;PL	N;DEF;FEM;PL
stierf	murit	sterven	muri	V;SG;PST;FIN	V;MASC;SG;V.PTCP
jeugd	tineret	jeugd	tineret	N;MASC+FEM;SG	N;INDF;MASC;SG
jeugd	tineretul	jeugd	tineret	N;MASC+FEM;SG	N;DEF;MASC;SG
jeugd	copilărie	jeugd	copilărie	N;MASC+FEM;SG	N;INDF;FEM;SG
jeugd	copilarie	jeugd	copilarie	N;MASC+FEM;SG	N;INDF;FEM;SG
jeugd	copilăria	jeugd	copilărie	N;MASC+FEM;SG	N;DEF;FEM;SG
jeugd	copilaria	jeugd	copilarie	N;MASC+FEM;SG	N;DEF;FEM;SG
gebouwen	clădiri	gebouw	clădire	N;PL	N;INDF;FEM;PL
gebouwen	cladiri	gebouw	cladire	N;PL	N;INDF;FEM;PL
beweging	mişcare	beweging	mişcare	N;MASC+FEM;SG	N;INDF;FEM;SG
beweging	mișcare	beweging	mișcare	N;MASC+FEM;SG	N;INDF;FEM;SG
beweging	mișcarea	beweging	mișcare	N;MASC+FEM;SG	N;DEF;FEM;SG
beweging	miscarea	beweging	miscare	N;MASC+FEM;SG	N;DEF;FEM;SG
beweging	mişcare	beweging	mişcare	N;MASC+FEM;SG	N;INDF;FEM;SG
beweging	miscare	beweging	miscare	N;MASC+FEM;SG	N;INDF;FEM;SG
beweging	mişcarea	beweging	mincare	N;MASC+FEM;SG	N;DEF;FEM;SG
beweging	mișcare	beweging	mișcare	N;MASC+FEM;SG	N;INDF;FEM;SG
overwinning	victorie	overwinning	victorie	N;MASC+FEM;SG	N;INDF;FEM;SG
klooster	manastirea	klooster	manastire	N;NEUT;SG	N;DEF;FEM;SG
klooster	mănăstirea	klooster	mănăstire	N;NEUT;SG	N;DEF;FEM;SG
klooster	manastire	klooster	manastire	N;NEUT;SG	N;INDF;FEM;SG
klooster	mânăstire	klooster	mânăstire	N;NEUT;SG	N;INDF;FEM;SG
klooster	mănăstire	klooster	mănăstire	N;NEUT;SG	N;INDF;FEM;SG
klooster	mânăstire	klooster	mânăstire	N;NEUT;SG	N;INDF;FEM;SG
klooster	mănăstire	klooster	mănăstire	N;NEUT;SG	N;INDF;FEM;SG
literatuur	literatură	literatuur	literatură	N;MASC+FEM;SG	N;INDF;FEM;SG
literatuur	literatura	literatuur	literatură	N;MASC+FEM;SG	N;DEF;FEM;SG
regels	regulile	regel	regulă	N;PL	N;DEF;FEM;PL
regels	reguli	regel	regulă	N;PL	N;INDF;FEM;PL
regels	norme	regel	normă	N;PL	N;INDF;FEM;PL
goud	aur	goud	aur	N;NEUT;SG	N;INDF;MASC;SG
goud	aurul	goud	aur	N;NEUT;SG	N;DEF;MASC;SG
fort	fortăreaţa	fort	fortărea	N;NEUT;SG	N;DEF;FEM;SG
fort	cetatea	fort	cetate	N;NEUT;SG	N;DEF;FEM;SG
fort	fortareata	fort	fortareat	N;NEUT;SG	N;DEF;FEM;SG
fort	fortul	fort	fort	N;NEUT;SG	N;DEF;MASC;SG
fort	fort	fort	fort	N;NEUT;SG	N;INDF;MASC;SG
cultuur	cultura	cultuur	cultură	N;MASC+FEM;SG	N;DEF;FEM;SG
cultuur	cultură	cultuur	cultură	N;MASC+FEM;SG	N;INDF;FEM;SG
formule	formula	formule	formulă	N;MASC+FEM;SG	N;DEF;FEM;SG
formule	formulă	formule	formulă	N;MASC+FEM;SG	N;INDF;FEM;SG
frederik	frederic	frederik	frederic	N;MASC+FEM;SG	N;INDF;MASC;SG
frederik	frederick	frederik	frederick	N;MASC+FEM;SG	N;INDF;MASC;SG
vertaling	traducere	vertaling	traducere	N;MASC+FEM;SG	N;INDF;FEM;SG
vertaling	traducerea	vertaling	traducere	N;MASC+FEM;SG	N;DEF;FEM;SG
voorbeelden	exemple	voorbeeld	exemplu	N;PL	N;INDF;FEM;PL
brabant	brabant	brabant	brabant	N;MASC+FEM;SG	N;INDF;MASC;SG
seizoenen	anotimpurile	seizoen	anotimp	N;PL	N;DEF;FEM;PL
seizoenen	sezoane	seizoen	sezon	N;PL	N;INDF;FEM;PL
seizoenen	anotimpuri	seizoen	anotimp	N;PL	N;INDF;FEM;PL
online	online	online	online	ADJ	ADJ
ouders	părinți	ouder	părinte	N;PL	N;INDF;MASC;PL
ouders	parintii	ouder	parinte	N;PL	N;DEF;MASC;PL
ouders	părinții	ouder	părinte	N;PL	N;DEF;MASC;PL
ogen	ochii	oog	ochi	N;PL	N;DEF;MASC;PL
ogen	ochi	oog	ochi	N;PL	N;INDF;MASC
ster	vedeta	ster	vedeta	N;MASC+FEM;SG	N;DEF;FEM;SG
ster	steaua	ster	stea	N;MASC+FEM;SG	N;DEF;FEM;SG
verhalen	povesti	verhaal	povesti	N;PL	N;INDF;FEM;PL
verhalen	povești	verhaal	poveste	N;PL	N;INDF;FEM;PL
verhalen	povestiri	verhaal	povestire	N;PL	N;INDF;FEM;PL
verhalen	povesti	verhaal	povesti	N;PL	N;INDF;FEM;PL
verhalen	povești	verhaal	poveste	N;PL	N;INDF;FEM;PL
overheid	guvernul	overheid	guvern	N;MASC+FEM;SG	N;DEF;MASC;SG
overheid	guvernare	overheid	guvernare	N;MASC+FEM;SG	N;INDF;FEM;SG
overheid	guvern	overheid	guvern	N;MASC+FEM;SG	N;INDF;MASC;SG
telde	numarat	tellen	numarat	V;SG;PST;FIN	V;MASC;SG;V.PTCP
svg	svg	svg	svg	N;MASC+FEM;SG	N
tegenstelling	contradicție	tegenstelling	contradicție	N;MASC+FEM;SG	N;INDF;FEM;SG
tegenstelling	contrast	tegenstelling	contrast	N;MASC+FEM;SG	N;INDF;MASC;SG
relatief	relative	relatief	relativ	ADJ	ADJ;INDF;FEM;PL
relatief	relativă	relatief	relativ	ADJ	ADJ;INDF;FEM;SG
plant	plantă	plant	plantă	N;MASC+FEM;SG	N;INDF;FEM;SG
plant	planta	plant	plantă	N;MASC+FEM;SG	N;DEF;FEM;SG
resolutie	rezoluția	resolutie	rezoluție	N;MASC+FEM;SG	N;DEF;FEM;SG
resolutie	rezoluție	resolutie	rezoluție	N;MASC+FEM;SG	N;INDF;FEM;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;INDF;MASC;SG
motor	motorul	motor	motor	N;MASC+FEM;SG	N;DEF;MASC;SG
motor	motocicleta	motor	motocicleta	N;MASC+FEM;SG	N;DEF;FEM;SG
motor	motocicletă	motor	motocicletă	N;MASC+FEM;SG	N;INDF;FEM;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;INDF;MASC;SG
motor	motocicleta	motor	motocicleta	N;MASC+FEM;SG	N;DEF;FEM;SG
motor	motocicletă	motor	motocicletă	N;MASC+FEM;SG	N;INDF;FEM;SG
denken	gândind	denken	gândi	V;NFIN	V;V.MSDR
denken	gandeste	denken	gandeste	V;NFIN	V;IND;SG;3;PRS;FIN
denken	gândiți	denken	gândi	V;NFIN	V;IND;PL;2;IPFV;FIN
kracht	putere	kracht	putere	N;MASC+FEM;SG	N;INDF;FEM;SG
kracht	puterea	kracht	putere	N;MASC+FEM;SG	N;DEF;FEM;SG
kracht	forta	kracht	forta	N;MASC+FEM;SG	N;DEF;FEM;SG
kracht	forța	kracht	forță	N;MASC+FEM;SG	N;DEF;FEM;SG
kracht	forță	kracht	forță	N;MASC+FEM;SG	N;INDF;FEM;SG
kracht	forta	kracht	forta	N;MASC+FEM;SG	N;DEF;FEM;SG
kracht	putere	kracht	putere	N;MASC+FEM;SG	N;INDF;FEM;SG
kracht	puterea	kracht	putere	N;MASC+FEM;SG	N;DEF;FEM;SG
kracht	power	kracht	power	N;MASC+FEM;SG	N
verschil	diferența	verschil	diferență	N;NEUT;SG	N;DEF;FEM;SG
verschil	diferență	verschil	diferență	N;NEUT;SG	N;INDF;FEM;SG
verschil	diferenta	verschil	diferent	N;NEUT;SG	N;DEF;FEM;SG
clubs	cluburile	club	club	N;PL	N;DEF;FEM;PL
clubs	cluburi	club	club	N;PL	N;INDF;FEM;PL
volgen	urmeaza	volgen	urmează	V;NFIN	V;IND;SG;3;IPFV;FIN
volgen	urmează	volgen	urma	V;NFIN	V;IND;3;PRS;FIN
volgen	urmareste	volgen	urmarest	V;NFIN	V;IND;SG;3;PRS;FIN
merk	brand	merk	brand	N;NEUT;SG	N;INDF;MASC;SG
merk	marca	merk	marcă	N;NEUT;SG	N;DEF;FEM;SG
merk	marcă	merk	marcă	N;NEUT;SG	N;INDF;FEM;SG
zwart	neagră	zwart	negru	ADJ	ADJ;INDF;FEM;SG
zwart	negru	zwart	negru	ADJ	ADJ;INDF;MASC;SG
zwart	neagra	zwart	negru	ADJ	ADJ;DEF;FEM;SG
kaart	harta	kaart	hartă	N;MASC+FEM;SG	N;DEF;FEM;SG
kaart	hartă	kaart	hartă	N;MASC+FEM;SG	N;INDF;FEM;SG
contact	contact	contact	contact	N;NEUT;SG	N;INDF;MASC;SG
contact	contactul	contact	contact	N;NEUT;SG	N;DEF;MASC;SG
maand	lună	maand	lună	N;MASC+FEM;SG	N;INDF;FEM;SG
maand	luna	maand	lună	N;MASC+FEM;SG	N;DEF;FEM;SG
aanval	atac	aanval	atac	N;MASC+FEM;SG	N;INDF;MASC;SG
aanval	atac	aanval	atac	N;MASC+FEM;SG	N;INDF;MASC;SG
aanval	asalt	aanval	asalt	N;MASC+FEM;SG	N;INDF;MASC;SG
resultaat	rezultatul	resultaat	rezultat	N;NEUT;SG	N;DEF;MASC;SG
resultaat	rezultat	resultaat	rezultat	N;NEUT;SG	N;INDF;MASC;SG
verspreiding	difuzie	verspreiding	difuzie	N;MASC+FEM;SG	N;INDF;FEM;SG
verspreiding	răspândirea	verspreiding	răspândire	N;MASC+FEM;SG	N;DEF;FEM;SG
verspreiding	răspândire	verspreiding	răspândire	N;MASC+FEM;SG	N;INDF;FEM;SG
verspreiding	difuzarea	verspreiding	difuzare	N;MASC+FEM;SG	N;DEF;FEM;SG
verspreiding	difuzare	verspreiding	difuzare	N;MASC+FEM;SG	N;INDF;FEM;SG
verspreiding	diseminarea	verspreiding	diseminare	N;MASC+FEM;SG	N;DEF;FEM;SG
teksten	texte	tekst	text	N;PL	N;INDF;FEM;PL
teksten	versuri	tekst	vers	N;PL	N;INDF;FEM;PL
teksten	versurile	tekst	vers	N;PL	N;DEF;FEM;PL
instituut	institut	instituut	institut	N;NEUT;SG	N;INDF;MASC;SG
instituut	institutul	instituut	institut	N;NEUT;SG	N;DEF;MASC;SG
beetje	bit	beetje	bit	N;NEUT;SG	N;INDF;MASC;SG
king	regele	kingen	rege	N;MASC+FEM;SG	N;DEF;MASC;SG
king	king	kingen	king	N;MASC+FEM;SG	N;INDF;MASC;SG
king	rege	kingen	rege	N;MASC+FEM;SG	N;INDF;MASC;SG
arts	medic	arts	medic	N;MASC+FEM;SG	N;INDF;MASC;SG
arts	doctor	arts	doctor	N;MASC+FEM;SG	N;INDF;MASC;SG
commissie	comisiei	commissie	comisie	N;MASC+FEM;SG	N;DEF;FEM;SG
commissie	comisia	commissie	comisie	N;MASC+FEM;SG	N;DEF;FEM;SG
commissie	comisie	commissie	comisie	N;MASC+FEM;SG	N;INDF;FEM;SG
commissie	comision	commissie	comision	N;MASC+FEM;SG	N;INDF;MASC;SG
commissie	comitetul	commissie	comitet	N;MASC+FEM;SG	N;DEF;MASC;SG
commissie	comitet	commissie	comitet	N;MASC+FEM;SG	N;INDF;MASC;SG
kruis	crucea	kruis	cruce	N;NEUT;SG	N;DEF;FEM;SG
kruis	cruce	kruis	cruce	N;NEUT;SG	N;INDF;FEM;SG
kruis	cross	kruis	cross	N;NEUT;SG	N;INDF;MASC;SG
moeilijk	dificile	moeilijk	dificil	ADJ	ADJ;INDF;FEM;PL
moeilijk	dificilă	moeilijk	dificil	ADJ	ADJ;INDF;FEM;SG
prix	prix	prix	prix	N;MASC+FEM;SG	N;INDF;MASC;SG
jij	tu	jij	tu	PRO;NOM;2	PRO;NOM;SG;2
verleden	trecutul	verleden	trecut	N;NEUT;SG	N;DEF;MASC;SG
zware	grele	zwaar	greu	ADJ	ADJ;INDF;FEM;PL
zware	grea	zwaar	greu	ADJ	ADJ;INDF;FEM;SG
zware	grei	zwaar	grei	ADJ	ADJ;INDF;MASC;PL
zangeres	cântăreață	zangeres	cântăreață	N;MASC+FEM;SG	N;INDF;FEM;SG
zangeres	singer	zangeres	singer	N;MASC+FEM;SG	N;INDF;MASC;SG
zangeres	cântăreț	zangeres	cântăreț	N;MASC+FEM;SG	N;INDF;MASC;SG
euro	euro	euro	euro	N;MASC+FEM;SG	N;INDF;MASC
bank	bancă	bank	bancă	N;MASC+FEM;SG	N;INDF;FEM;SG
bank	banca	bank	bancă	N;MASC+FEM;SG	N;DEF;FEM;SG
bank	bank	bank	bank	N;MASC+FEM;SG	N;INDF;MASC;SG
bank	canapeaua	bank	canapea	N;MASC+FEM;SG	N;DEF;FEM;SG
bank	canapea	bank	canape	N;MASC+FEM;SG	N;DEF;FEM;SG
uitgeverij	editor	uitgeverij	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgeverij	editura	uitgeverij	editură	N;MASC+FEM;SG	N;DEF;FEM;SG
uitgeverij	publicare	uitgeverij	publicare	N;MASC+FEM;SG	N;INDF;FEM;SG
uitgeverij	publicarea	uitgeverij	publicare	N;MASC+FEM;SG	N;DEF;FEM;SG
winnen	castiga	winnen	castiga	V;NFIN	V;IND;SG;3;IPFV;FIN
winnen	câștiga	winnen	câștiga	V;NFIN	V;IND;SG;3;IPFV;FIN
naties	națiuni	naties	națiune	N;PL	N;INDF;FEM;PL
naties	natiuni	naties	natiune	N;PL	N;INDF;FEM;PL
sterke	puternica	sterk	puternic	ADJ	ADJ;DEF;FEM;SG
sterke	puternic	sterk	puternic	ADJ	ADJ;INDF;MASC;SG
sterke	puternică	sterk	puternic	ADJ	ADJ;INDF;FEM;SG
zwitserland	elvetia	zwitserland	elvetia	N;NEUT;SG	N;DEF;FEM;SG
eigenaar	proprietar	eigenaar	proprietar	N;MASC+FEM;SG	N;INDF;MASC;SG
eigenaar	proprietarul	eigenaar	proprietar	N;MASC+FEM;SG	N;DEF;MASC;SG
royal	royal	royal	royal	N;MASC+FEM;SG	N;INDF;MASC;SG
volledige	plina	volledig	plină	ADJ	ADJ;DEF;FEM;SG
volledige	plină	volledig	plin	ADJ	ADJ;INDF;FEM;SG
bos	padure	bos	padure	N;NEUT;SG	N;INDF;FEM;SG
bos	pădure	bos	pădure	N;NEUT;SG	N;INDF;FEM;SG
bos	bos	bos	bos	N;NEUT;SG	N;INDF;MASC;SG
bos	pădurea	bos	pădure	N;NEUT;SG	N;DEF;FEM;SG
bos	padure	bos	padure	N;NEUT;SG	N;INDF;FEM;SG
bos	pădure	bos	pădure	N;NEUT;SG	N;INDF;FEM;SG
begraafplaats	cimitirul	begraafplaats	cimitir	N;MASC+FEM;SG	N;DEF;MASC;SG
begraafplaats	cimitir	begraafplaats	cimitir	N;MASC+FEM;SG	N;INDF;MASC;SG
begraafplaats	cimitirul	begraafplaats	cimitir	N;MASC+FEM;SG	N;DEF;MASC;SG
begraafplaats	cimitir	begraafplaats	cimitir	N;MASC+FEM;SG	N;INDF;MASC;SG
zoeken	cauta	zoeken	cauta	V;NFIN	V;IND;SG;3;IPFV;FIN
zoeken	caută	zoeken	căuta	V;NFIN	V;IND;3;PRS;FIN
combinatie	combinatie	combinatie	combinatie	N;MASC+FEM;SG	N;INDF;FEM;SG
combinatie	combinația	combinatie	combinație	N;MASC+FEM;SG	N;DEF;FEM;SG
combinatie	combinație	combinatie	combinație	N;MASC+FEM;SG	N;INDF;FEM;SG
combinatie	combo	combinatie	combo	N;MASC+FEM;SG	N;MASC
bedrijven	societăți	bedrijf	societate	N;PL	N;INDF;FEM;PL
bedrijven	companii	bedrijf	companie	N;PL	N;INDF;FEM;PL
bedrijven	companiile	bedrijf	companie	N;PL	N;DEF;FEM;PL
gemiddelde	mediu	gemiddeld	mediu	ADJ	ADJ;INDF;MASC;SG
zweedse	suedeza	zweeds	suedeză	ADJ	ADJ;DEF;FEM;SG
zweedse	suedezi	zweeds	suedez	ADJ	ADJ;INDF;MASC;PL
zweedse	suedez	zweeds	suedez	ADJ	ADJ;INDF;MASC;SG
verschenen	apărut	verschijnen	apărea	V;V.PTCP	V;MASC;SG;V.PTCP
beschikbaar	disponibile	beschikbaar	disponibil	ADJ	ADJ;INDF;FEM;PL
beschikbaar	disponibilă	beschikbaar	disponibil	ADJ	ADJ;INDF;FEM;SG
beschikbaar	disponibila	beschikbaar	disponibil	ADJ	ADJ;DEF;FEM;SG
beschikbaar	disponibil	beschikbaar	disponibil	ADJ	ADJ;INDF;MASC;SG
lezen	citește	lezen	citi	V;NFIN	V;IND;SG;3;PRS;FIN
lezen	citeste	lezen	citesc	V;NFIN	V;IND;SG;3;PRS;FIN
lezen	citesc	lezen	citi	V;NFIN	V;IND;PL;3;PRS;FIN
lezen	citind	lezen	citi	V;NFIN	V;V.MSDR
spaans	spanioli	spaans	spaniol	ADJ	ADJ;INDF;MASC;PL
spaans	spaniol	spaans	spaniol	ADJ	ADJ;INDF;MASC;SG
deelnemers	participanti	deelnemer	participant	N;PL	N;INDF;MASC;PL
deelnemers	participanți	deelnemer	participant	N;PL	N;INDF;MASC;PL
deelnemers	participanții	deelnemer	participant	N;PL	N;DEF;MASC;PL
deelnemers	participanti	deelnemer	participant	N;PL	N;INDF;MASC;PL
deelnemers	participanți	deelnemer	participant	N;PL	N;INDF;MASC;PL
haven	portul	haven	port	N;MASC+FEM;SG	N;DEF;MASC;SG
haven	port	haven	port	N;MASC+FEM;SG	N;INDF;MASC;SG
haven	haven	haven	haven	N;MASC+FEM;SG	N;INDF;MASC;SG
ngc	ngc	ngc	ngc	N;MASC+FEM;SG	N;INDF;MASC;SG
jaarlijks	anuală	jaarlijks	anual	ADJ	ADJ;INDF;FEM;SG
jaarlijks	anuale	jaarlijks	anual	ADJ	ADJ;INDF;FEM;PL
jaarlijks	anuală	jaarlijks	anual	ADJ	ADJ;INDF;FEM;SG
