bros	bracia	bros	brat	N	N;NOM;MASC;PL
kental	skondensowane	kental	skondensować	ADJ;SG	ADJ;NOM;NEUT;SG
kental	lepki	kental	lepka	ADJ;SG	ADJ;NOM;MASC;SG
susah	trudna	susah	trudny	ADJ;SG	ADJ;NOM;FEM;SG
susah	trudny	susah	trudny	ADJ;SG	ADJ;NOM;MASC;SG
penomoran	numeracji	pennomoran	numeracja	N;SG	N;GEN;FEM;SG
adventure	przygodę	adventure	przygoda	N	N;ACC;FEM;SG
adventure	przygoda	adventure	przygoda	N	N;NOM;FEM;SG
ketegangan	napięcia	ketegangan	napięcie	N;SG	N;GEN;NEUT;SG
ketegangan	napięcie	ketegangan	napięcie	N;SG	N;NOM;NEUT;SG
ketegangan	niepewności	ketegangan	niepewność	N;SG	N;GEN;FEM;SG
ketegangan	niepewność	ketegangan	niepewność	N;SG	N;NOM;FEM;SG
petir	grzmot	petir	grzmot	N;SG	N;NOM;MASC;SG
petir	błyskawica	petir	błyskawica	N;SG	N;NOM;FEM;SG
desainer	projektant	desainer	projektant	N;SG	N;NOM;MASC;SG
kecerdasan	wywiad	kecerdasan	wywiad	N;SG	N;NOM;MASC;SG
kecerdasan	wywiadu	kecerdasan	wywiad	N;SG	N;GEN;MASC;SG
kecerdasan	inteligencja	kecerdasan	inteligencja	N;SG	N;NOM;FEM;SG
kecerdasan	intelekt	kecerdasan	intelekt	N;SG	N;NOM;MASC;SG
modul	modułu	modul	moduł	N;SG	N;GEN;MASC;SG
modul	moduł	modul	moduła	N;SG	N;ACC;MASC;SG
kecewa	niezadowolony	kecewa	niezadowolony	ADJ;SG	ADJ;NOM;MASC;SG
kecewa	zdenerwowana	kecewa	zdenerwować	ADJ;SG	ADJ;NOM;FEM;SG
kecewa	zdenerwowany	kecewa	zdenerwowany	ADJ;SG	ADJ;NOM;MASC;SG
kecewa	rozczarowany	kecewa	rozczarować	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kecewa	zawiedziony	kecewa	zawieść	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kecewa	rozczarowana	kecewa	rozczarować	ADJ;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
kecewa	niezadowolony	kecewa	niezadowolony	ADJ;SG	ADJ;NOM;MASC;SG
kecewa	niezadowolona	kecewa	uzadowolony	ADJ;SG	ADJ;NOM;FEM;SG
vandalisme	wandalizm	vandalisme	wandalizm	N;SG	N;NOM;MASC;SG
tinju	boksie	tinju	boks	N;SG	N;DAT;MASC;SG
tinju	boks	tinju	boks	N;SG	N;NOM;MASC;SG
tinju	pięścią	tinju	pięść	N;SG	N;INS;FEM;SG
saudari	sióstr	saudari	siostra		
manufaktur	wytwórców	manufaktur	wytwórca	N	N;GEN;MASC;PL
manufaktur	producentów	manufaktur	producent	N	N;ACC;MASC;PL
manufaktur	wytwórcy	manufaktur	wytwórca	N	N;NOM;MASC;SG
manufaktur	producenci	manufaktur	producent	N	N;NOM;MASC;PL
manufaktur	wytwarzanie	manufaktur	wytwarzać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
manufaktur	produkcja	manufaktur	produkcja	N	N;NOM;FEM;SG
manufaktur	wytwórca	manufaktur	wytwórcać	N	N;NOM;MASC;SG
propaganda	propaganda	propaganda	propaganda	N;SG	N;NOM;FEM;SG
propaganda	propagandy	propaganda	propaganda	N;SG	N;GEN;FEM;SG
mempercepat	przyspieszyć	menpercepat	przyspieszyć	V;SG;ACT	V;PFV;NFIN;ACT
mempercepat	przyśpieszyć	menpercepat	przyśpieszyć	V;SG;ACT	V;PFV;NFIN;ACT
mempercepat	przyspiesza	menpercepat	przyspieszać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
geng	banda	geng	banda	N;SG	N;NOM;FEM;SG
geng	gangu	geng	gang	N;SG	N;GEN;MASC;SG
suster	siostrzyczki	suster	siostrzyczka	N	N;NOM;FEM;PL
suster	siostrami	suster	siostra	N	N;INS;FEM;PL
suster	siostry	suster	siostra	N	N;NOM;FEM;PL
suster	siostra	suster	siostra	N	N;NOM;FEM;SG
suster	pielęgniarki	suster	pielęgniarka	N	N;NOM;FEM;PL
suster	pielęgniarka	suster	pielęgniarka	N	N;NOM;FEM;SG
meng	meng	meng	meng		
fighter	zawodnik	fighter	zawodnik	N	N;NOM;MASC;SG
fighter	wojownik	fighter	wojownik	N	N;NOM;MASC;SG
fighter	myśliwiec	fighter	myśliwiec	N	N;NOM;MASC;SG
geometri	geometria	geometri	geometria	N	N;NOM;FEM;SG
geometri	geometrii	geometri	geometria	N	N;GEN;FEM;SG
kelainan	aberracji	kelainan	aberracja	N;SG	N;GEN;FEM;SG
kelainan	zaburzenie	kelainan	zaburzyć	N;SG	N;NOM;NEUT;SG
kelainan	deformacja	kelainan	deformacja	N;SG	N;NOM;FEM;SG
gaji	pensja	gaji	pensja	N;SG	N;NOM;FEM;SG
gaji	wynagrodzenie	gaji	wynagrodzenie	N;SG	N;NOM;NEUT;SG;POS;V.MSDR
gaji	wynagrodzenia	gaji	wynagrodzić	N;SG	N;NOM;NEUT;SG
gaji	wypłata	gaji	wypłatać	N;SG	N;NOM;FEM;SG
lada	papryka	lada	papryka	N;SG	N;NOM;FEM;SG
pengurangan	obniżka	penkurangan	obniżka	N;SG	N;NOM;FEM;SG
pengurangan	redukcja	penkurangan	redukcja	N;SG	N;NOM;FEM;SG
pengurangan	zmniejszenie	penkurangan	zmniejszenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pengurangan	odejmowanie	penkurangan	odejmować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
anggun	elegancki	anggun	elegancki	ADJ;SG	ADJ;NOM;MASC;SG
anggun	elegancka	anggun	elegancka	ADJ;SG	ADJ;NOM;FEM;SG
anggun	eleganckie	anggun	elegancki	ADJ;SG	ADJ;NOM;NEUT;SG
inspektur	inspektor	inspektur	inspektor	N	N;NOM;MASC;SG
genetika	genetyki	genetika	genetyka	N;SG	N;GEN;FEM;SG
globalisasi	globalizacja	globalisasi	globalizacja	N	N;NOM;FEM;SG
globalisasi	globalizacji	globalisasi	globalizacja	N	N;GEN;FEM;SG
dec	dec	dec	dec		
identifikasi	identyfikacja	identifikasi	identyfikacja	N;SG	N;NOM;FEM;SG
identifikasi	identyfikacja	identifikasi	identyfikacja	N;SG	N;NOM;FEM;SG
identifikasi	identyfikacji	identifikasi	identyfikacja	N;SG	N;GEN;FEM;SG
kebahagiaan	szczęście	kebahagiaan	szczęście	N;SG	N;NOM;NEUT;SG
kebahagiaan	szczęścia	kebahagiaan	szczęście	N;SG	N;GEN;NEUT;SG
script	scenariusze	script	scenariusz	N	N;NOM;MASC;PL
script	skryptów	script	skrypt	N	N;GEN;MASC;PL
script	scenariusz	script	scenariusz	N	N;ACC;MASC;SG
script	skrypt	script	skrypt	N	N;NOM;MASC;SG
komitmen	zaangażowanie	komitmen	zaangażowanie	N;SG	N;NOM;NEUT;SG
komitmen	zobowiązanie	komitmen	zobowiązanie	N;SG	N;NOM;NEUT;SG
kentang	ziemniak	kentang	ziemniak	N;SG	N;NOM;MASC;SG
nutrisi	odżywiania	nutrisi	odżywiać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
nutrisi	żywieniu	nutrisi	żywienie	N;SG	N;DAT;NEUT;SG
meletus	wybucha	menletus	wybuchać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
jual	sprzedawanie	jual	sprzedawać	N;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fantasi	fantazji	fantasi	fantazja	N	N;GEN;FEM;SG
fantasi	fantazja	fantasi	fantazja	N	N;NOM;FEM;SG
fantasi	fantazje	fantasi	fantazja	N	N;NOM;FEM;PL
fantasi	fantazji	fantasi	fantazja	N	N;GEN;FEM;SG
fantasi	fantazje	fantasi	fantazja	N	N;NOM;FEM;PL
mengutip	cytuję	menutip	cytować	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
mengutip	cytując	menutip	cytować	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mao	mao	mao	mao		
manuskrip	rękopisy	manuskrip	rękopis	N	N;NOM;MASC;PL
manuskrip	rękopis	manuskrip	rękopis	N	N;ACC;MASC;SG
negosiasi	negocjacji	negosiasi	negocjacja	N	N;GEN;FEM;SG
negosiasi	negocjacjach	negosiasi	negocjacja	N	N;DAT;FEM;PL
negosiasi	negocjacje	negosiasi	negocjacja	N	N;NOM;FEM;PL
negosiasi	negocjacji	negosiasi	negocjacja	N	N;GEN;FEM;SG
negosiasi	negocjacje	negosiasi	negocjacja	N	N;NOM;FEM;PL
negosiasi	negocjacji	negosiasi	negocjacja	N	N;GEN;FEM;SG
negosiasi	negocjacje	negosiasi	negocjacja	N	N;NOM;FEM;PL
feb	luty	feb	luty		
feb	lutego	feb	luty		
traktat	traktatem	traktat	traktat	N	N;INS;MASC;SG
traktat	traktaty	traktat	traktaty	N	N;NOM;MASC;PL
traktat	traktatu	traktat	traktat	N	N;GEN;MASC;SG
traktat	traktat	traktat	traktat	N	N;NOM;MASC;SG
traktat	traktacie	traktat	traktaty	N	N;DAT;MASC;SG
ragu	wątpliwe	ragu	wątpliwy	ADJ;SG	ADJ;NOM;NEUT;SG
syukur	wdzięczność	syukur	wdzięczność	N;SG	N;NOM;FEM;SG
syukur	wdzięczności	syukur	wdzięczność	N;SG	N;GEN;FEM;SG
syukur	dziękczynienia	syukur	dziękczynienie	N;SG	N;NOM;NEUT;SG
menghargai	doceniam	menhargai	doceniać	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
orkestra	orkiestrę	orkestra	orkiestra	N;SG	N;ACC;FEM;SG
orkestra	orkiestra	orkestra	orkiestra	N;SG	N;NOM;FEM;SG
orkestra	orkiestry	orkestra	orkiestra	N;SG	N;GEN;FEM;SG
suriname	surinam	suriname	surina	N	N;NOM;MASC;SG
kapel	kaplica	kapel	kaplica	N	N;NOM;FEM;SG
kapel	kaplicy	kapel	kaplica	N	N;GEN;FEM;SG
penyuntingan	edycji	penyuntingan	edycja	N	N;GEN;FEM;SG
penyuntingan	edycji	penyuntingan	edycja	N	N;GEN;FEM;SG
penyuntingan	edycja	penyuntingan	edycja	N	N;NOM;FEM;SG
kotor	brudne	kotor	brudny	ADJ;SG	ADJ;NOM;NEUT;SG
kotor	brudna	kotor	brudny	ADJ;SG	ADJ;NOM;FEM;SG
kotor	brudny	kotor	brudny	ADJ;SG	ADJ;NOM;MASC;SG
kotor	brudne	kotor	brudny	ADJ;SG	ADJ;NOM;NEUT;SG
kotor	brudny	kotor	brudny	ADJ;SG	ADJ;NOM;MASC;SG
komet	kometa	komet	kometa	N	N;NOM;FEM;SG
impian	marzenie	impian	marzenie	N;SG	N;NOM;NEUT;SG
impian	sen	impian	sen	N;SG	N;ACC;MASC;SG
semester	semestr	semester	semestr	N	N;NOM;MASC;SG
semester	semestru	semester	semester	N	N;GEN;MASC;SG
semester	semestrze	semester	semestra	N	N;ACC;MASC;SG
terorisme	terroryzmu	terorisme	terroryzm	N;SG	N;GEN;MASC;SG
terorisme	terroryzm	terorisme	terroryzm	N;SG	N;NOM;MASC;SG
filter	filtr	filter	filtr	N;SG	N;NOM;MASC;SG
menghambat	utrudniać	menhambat	utrudniać	V;SG;ACT	V;IPFV;NFIN;ACT
apel	jabłko	apel	jabłko	N;SG	N;NOM;NEUT;SG
narkoba	lek	narkoba	lek	N;SG	N;NOM;MASC;SG
narkoba	narkotyk	narkoba	narkotyk	N;SG	N;NOM;MASC;SG
narkoba	narkotyk	narkoba	narkotyk	N;SG	N;NOM;MASC;SG
pencegahan	zapobiegania	pencegahan	zapobieganie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
pencegahan	zapobieganie	pencegahan	zapobieganie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tumor	guz	tumor	guz	N;SG	N;NOM;MASC;SG
tumor	guza	tumor	guz	N;SG	N;GEN;MASC;SG
tumor	nowotwór	tumor	nowotwór	N;SG	N;NOM;MASC;SG
tumor	guz	tumor	guz	N;SG	N;NOM;MASC;SG
tumor	guza	tumor	guz	N;SG	N;GEN;MASC;SG
tumor	nowotwór	tumor	nowotwór	N;SG	N;NOM;MASC;SG
mie	kluski	mie	kluski	N	N;NOM;MASC;PL
obyek	przedmiot	obyek	przedmiot	N;SG	N;NOM;MASC;SG
obyek	obiekt	obyek	obiekt	N;SG	N;NOM;MASC;SG
obyek	obiektu	obyek	obiekt	N;SG	N;GEN;MASC;SG
opini	opinia	opini	opinia	N;SG	N;NOM;FEM;SG
opini	opinii	opini	opinia	N;SG	N;GEN;FEM;SG
pegulat	zapaśnik	pegulat	zapaśnik	N;SG	N;NOM;MASC;SG
ranting	gałązka	ranting	gałązka	N;SG	N;NOM;FEM;SG
ranting	gałąź	ranting	gałąź	N;SG	N;ACC;FEM;SG
ranting	oddział	ranting	oddział	N;SG	N;NOM;MASC;SG
istirahat	wypoczynek	istirahat	wypoczynek	N;SG	N;ACC;FEM;SG
istirahat	odpoczynek	istirahat	odpoczynek	N;SG	N;ACC;MASC;SG
menyamar	udaję	mensamar	udawać	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menyamar	udawać	mensamar	udawać	V;SG;ACT	V;IPFV;NFIN;ACT
menyamar	udaje	mensamar	udawać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menuduh	oskarża	mentuduh	oskarżać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menuduh	oskarżyć	mentuduh	oskarżyć	V;SG;ACT	V;PFV;NFIN;ACT
menuduh	oskarżać	mentuduh	oskarżać	V;SG;ACT	V;IPFV;NFIN;ACT
alternative	alternatywa	alternative	alternatywa	N;SG	N;NOM;FEM;SG
alternative	zastępca	alternative	zastępca	N;SG	N;NOM;MASC;SG
alternative	alternatywa	alternative	alternatywa	N;SG	N;NOM;FEM;SG
dukun	szaman	dukun	szaman	N;SG	N;NOM;MASC;SG
ekonom	ekonomista	ekonom	ekonomista	N;SG	N;NOM;MASC;SG
dioksida	dwutlenek	dioksida	dwutlenek	N;SG;PASS	N;NOM;MASC;SG
browser	przeglądarki	browser	przeglądarka	N	N;GEN;FEM;SG
browser	przeglądarek	browser	przeglądarka	N	N;GEN;FEM;PL
browser	przeglądarka	browser	przeglądarka	N	N;NOM;FEM;SG
browser	przeglądarkę	browser	przeglądarka	N	N;ACC;FEM;SG
browser	przeglądarki	browser	przeglądarka	N	N;GEN;FEM;SG
browser	przeglądarce	browser	przeglądarka	N	N;DAT;FEM;SG
parade	parada	parade	parada	N	N;NOM;FEM;SG
parade	paradę	parade	parada	N	N;ACC;FEM;SG
parade	pochód	parade	pochód	N	N;NOM;MASC;SG
gembala	pasterzem	gembala	pasterz	N;SG	N;INS;MASC;SG
gembala	pasterz	gembala	pasterz	N;SG	N;NOM;MASC;SG
dominika	dominika	dominika	dominika	N	N;NOM;FEM;SG
dominika	dominika	dominika	dominika	N	N;NOM;FEM;SG
dominika	dominikanie	dominika	dominikanie	N	N;NOM;NEUT;SG
terlaris	bestsellerów	terlaris	bestseller	N	N;GEN;MASC;PL
demo	demonstracja	demo	demonstracja	N;SG	N;NOM;FEM;SG
siluman	demon	siluman	demon	N;SG	N;NOM;MASC;SG
hormat	szacunek	hormat	szacunek	N;SG	N;ACC;MASC;SG
hormat	szacunku	hormat	szacunek	N;SG	N;GEN;MASC;SG
hormat	poszanowanie	hormat	poszanowanie	N;SG	N;NOM;NEUT;SG
hormat	szacunkiem	hormat	szacunek	N;SG	N;INS;MASC;SG
horizontal	poziomy	horizontal	poziom	N	N;NOM;MASC;PL
layer	warstwa	layer	warstwa	N;SG	N;NOM;FEM;SG
fotografer	fotografa	fotografer	fotograf	N;SG	N;ACC;MASC;SG
fotografer	fotograf	fotografer	fotograf	N;SG	N;NOM;MASC;SG
fotografer	fotografem	fotografer	fotograf	N;SG	N;INS;MASC;SG
skandal	afera	skandal	afera	N;SG	N;NOM;FEM;SG
skandal	skandal	skandal	skandal	N;SG	N;NOM;MASC;SG
skandal	skandal	skandal	skandal	N;SG	N;NOM;MASC;SG
pengabdian	poświęcenie	penabdian	poświęcenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pengabdian	oddania	penabdian	oddanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pengabdian	oddanie	penabdian	oddanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
lebah	pszczoła	lebah	pszczoła	N;SG	N;NOM;FEM;SG
penyatuan	zjednoczenia	pensatuan	zjednoczyć	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
penyatuan	zjednoczenie	pensatuan	zjednoczenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
menyesuaikan	dostosować	mensesuaikan	dostosować	V;SG;ACT	V;PFV;NFIN;ACT
menyesuaikan	dostosować	mensesuaikan	dostosować	V;SG;ACT	V;PFV;NFIN;ACT
menyesuaikan	dostosować	mensesuaikan	dostosować	V;SG;ACT	V;PFV;NFIN;ACT
buddhis	buddyści	buddhis	buddysta	N	N;NOM;MASC;PL
berlalu	przechodzi	berlalu	przechodzić	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berlalu	przemija	berlalu	przemijać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berlalu	mija	berlalu	mijać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berlalu	upłynął	berlalu	upłynąć	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
berlalu	zdał	berlalu	zdać	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
berlalu	przeszedł	berlalu	przejść	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
berlalu	minęło	berlalu	minąć	V;SG;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
pemandian	wanny	penmandian	wanny	N;SG	N;GEN;FEM;SG
penasehat	doradcy	pennasehat	doradca	N;SG	N;NOM;MASC;SG
penasehat	doradca	pennasehat	doradca	N;SG	N;NOM;MASC;SG
penasehat	doradcą	pennasehat	doradca	N;SG	N;INS;MASC;SG
penasehat	doradca	pennasehat	doradca	N;SG	N;NOM;MASC;SG
ekosistem	ekosystemu	ekosistem	ekosystem	N	N;GEN;MASC;SG
ekosistem	ekosystemy	ekosistem	ekosystema	N	N;INS;MASC;PL
ekosistem	ekosystemów	ekosistem	ekosystem	N	N;GEN;MASC;PL
lucu	zabawny	lucu	zabawny	ADJ;SG	ADJ;NOM;MASC;SG
lucu	śmieszne	lucu	śmieszny	ADJ;SG	ADJ;NOM;NEUT;SG
lucu	zabawne	lucu	zabawny	ADJ;SG	ADJ;NOM;NEUT;SG
lucu	śliczna	lucu	śliczny	ADJ;SG	ADJ;NOM;FEM;SG
lucu	słodkie	lucu	słodki	ADJ;SG	ADJ;NOM;NEUT;SG
mendidik	edukować	mendidik	edukować	V;SG;ACT	V;PFV;NFIN;ACT
pendahulunya	poprzednik	pendahulunya	poprzednik	N;SG	N;NOM;MASC;SG
kultur	kultura	kultur	kultura	N	N;NOM;FEM;SG
kultur	kultury	kultur	kultura	N	N;GEN;FEM;SG
kultur	kultury	kultur	kultura	N	N;GEN;FEM;SG
reproduksi	reprodukcji	reproduksi	reprodukcja	N;SG	N;GEN;FEM;SG
reruntuhan	gruzu	reruntuhan	gruz	N	N;NOM;MASC;SG
reruntuhan	wrak	reruntuhan	wrak	N	N;NOM;MASC;SG
reruntuhan	wraku	reruntuhan	wrak	N	N;GEN;MASC;SG
reruntuhan	ruiny	reruntuhan	ruina	N	N;ACC;FEM;PL
kemakmuran	dobrobytu	kemakmuran	dobrobyt	N;SG	N;GEN;MASC;SG
kemakmuran	pomyślności	kemakmuran	pomyślność	N;SG	N;GEN;FEM;SG
kemakmuran	dobrobyt	kemakmuran	dobrobyt	N;SG	N;NOM;MASC;SG
nafsu	pożądanie	nafsu	pożądać	N;SG	N;NOM;NEUT;SG
nafsu	żądza	nafsu	żądzać	N;SG	N;NOM;FEM;SG
nafsu	pożądania	nafsu	pożądanie	N;SG	N;NOM;NEUT;SG
nafsu	apetyt	nafsu	apetyt	N;SG	N;NOM;MASC;SG
asuhan	wychowanie	asuhan	wychować	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
etanol	etanolu	etanol	etanol	N	N;GEN;MASC;SG
heading	kierunek	heading	kierunek	N	N;NOM;MASC;SG
esai	esej	esai	esej	N;SG;ACT	N;NOM;MASC;SG
esai	wypracowanie	esai	wypracować	N;SG;ACT	N;NOM;NEUT;SG
esai	wypracowania	esai	wypracowanie	N;SG;ACT	N;NOM;NEUT;SG
esai	esej	esai	esej	N;SG;ACT	N;NOM;MASC;SG
kapas	bawełnę	kapas	bawełna	N;SG	N;ACC;FEM;SG
paten	patent	paten	patent	N;SG	N;NOM;MASC;SG
paten	patentu	paten	patent	N;SG	N;GEN;MASC;SG
suksesi	dziedziczenia	suksesi	dziedziczenie	N;SG	N;GEN;NEUT;SG
dorongan	zachętę	dorongan	zachęta	N;SG	N;ACC;FEM;SG
dorongan	zachęcanie	dorongan	zachęcać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dorongan	zachęta	dorongan	zachąć	N;SG	N;NOM;FEM;SG
dorongan	ciągu	dorongan	ciąg	N;SG	N;GEN;MASC;SG
dorongan	pchnięcie	dorongan	pchnięcie	N;SG	N;NOM;NEUT;SG
dorongan	ciąg	dorongan	ciąg	N;SG	N;NOM;MASC;SG
penayangan	przesyłka	pentayangan	przesyłkać	N;SG	N;NOM;FEM;SG
penayangan	dostarczanie	pentayangan	dostarczać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
penayangan	dostawy	pentayangan	dostawa	N;SG	N;ACC;MASC;SG
penayangan	wyświetlenia	pentayangan	wyświetlić	N;SG	N;GEN;NEUT;SG
perbudakan	niewoli	perbudakan	niewola	N;SG	N;GEN;FEM;SG
perbudakan	niewolnictwa	perbudakan	niewolnictwo	N;SG	N;GEN;NEUT;SG
perbudakan	niewolnictwo	perbudakan	niewolnictwo	N;SG	N;NOM;NEUT;SG
perbudakan	zniewolenia	perbudakan	zniewolić	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
mengabaikan	ignoruje	menabaikan	ignorować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
konversi	przekształcenie	konversi	przekształcenie	N;SG	N;NOM;NEUT;SG
konversi	przemiana	konversi	przemiać	N;SG	N;NOM;FEM;SG
sakramen	sakrament	sakramen	sakrament	N;SG	N;NOM;MASC;SG
menghalangi	utrudniać	menhalangi	utrudniać	V;SG;ACT	V;IPFV;NFIN;ACT
pembicara	mówcy	penbicara	mówca	N;SG	N;NOM;MASC;SG
pembicara	głośnik	penbicara	głośnik	N;SG	N;NOM;MASC;SG
pembicara	mówca	penbicara	mówca	N;SG	N;NOM;MASC;SG
pembicara	mówca	penbicara	mówca	N;SG	N;NOM;MASC;SG
pembicara	mówcy	penbicara	mówca	N;SG	N;NOM;MASC;SG
intervensi	interwencja	intervensi	interwencja	N;SG	N;NOM;FEM;SG
intervensi	interwencji	intervensi	interwencja	N;SG	N;DAT;FEM;SG
kesaksian	świadectwa	kesaksian	świadectwo	N;SG	N;NOM;NEUT;SG
kesaksian	zeznanie	kesaksian	zeznanie	N;SG	N;NOM;NEUT;SG
mekanika	mechanika	mekanika	mechanika	N;SG	N;ACC;MASC;SG
penutupan	zamknięcie	pentutupan	zamknięcie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
penutupan	zamknięcia	pentutupan	zamknąć	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
penutupan	zamykanie	pentutupan	zamykać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
penutupan	zamknięcie	pentutupan	zamknięcie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
penutupan	zamknięcia	pentutupan	zamknąć	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
penutupan	zamykanie	pentutupan	zamykać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
keanekaragaman	zróżnicowanie	keanekaragaman	zróżnicowanie	N;SG	N;NOM;NEUT;SG
keanekaragaman	różnorodności	keanekaragaman	różnorodność	N;SG	N;GEN;FEM;SG
keanekaragaman	różnorodność	keanekaragaman	różnorodność	N;SG	N;NOM;FEM;SG
rapi	zadbany	rapi	zadbany	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
renovasi	remont	renovasi	remont	N;SG	N;NOM;MASC;SG
renovasi	renowacji	renovasi	renowacja	N;SG	N;GEN;FEM;SG
investigasi	śledztwa	investigasi	śledztwo	N;SG	N;NOM;NEUT;SG
investigasi	dochodzenia	investigasi	dochodzić	N;SG	N;NOM;NEUT;SG
investigasi	śledztwo	investigasi	śledztwo	N;SG	N;NOM;NEUT;SG
investigasi	dochodzenie	investigasi	dochodzenie	N;SG	N;NOM;NEUT;SG
investigasi	dochodzenia	investigasi	dochodzić	N;SG	N;NOM;NEUT;SG
deret	szeregi	deret	szereg	N;SG	N;ACC;MASC;SG
deret	seria	deret	seria	N;SG	N;NOM;FEM;SG
nopember	listopada	nopember	listopada	N	N;GEN;MASC;SG
nopember	listopadzie	nopember	listopad	N	N;ACC;MASC;SG
percepatan	przyspieszenie	percepatan	przyspieszenie	N;SG	N;NOM;NEUT;SG
percepatan	przyspieszenia	percepatan	przyspieść	N;SG	N;NOM;NEUT;SG
pemilih	wyborca	penpilih	wyborca	N;SG	N;NOM;MASC;SG
bereaksi	reaguje	berreaksi	reagować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bereaksi	zareagował	berreaksi	zareagować	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
bereaksi	zareagowała	berreaksi	zareagować	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
bereaksi	reagować	berreaksi	reagować	V;SG;ACT	V;IPFV;NFIN;ACT
bereaksi	zareagować	berreaksi	zareagować	V;SG;ACT	V;PFV;NFIN;ACT
berkolaborasi	współpracować	berkolaborasi	współpracować	V;SG;ACT	V;IPFV;NFIN;ACT
pemulihan	odzyskanie	penpulihan	odzyskać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pemulihan	odzysk	penpulihan	odzysk	N;SG	N;NOM;MASC;SG
pemulihan	odzyskiwanie	penpulihan	odzyskiwać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pemulihan	odzysku	penpulihan	odzysk	N;SG	N;GEN;MASC;SG
pemulihan	leczenie	penpulihan	leczenie	N;SG	N;NOM;NEUT;SG
katalog	katalogów	katalog	katalog	N	N;GEN;MASC;PL
katalog	katalogi	katalog	kataloga	N	N;NOM;MASC;PL
katalog	katalog	katalog	katalog	N	N;NOM;MASC;SG
katalog	katalogu	katalog	katalóg	N	N;GEN;MASC;SG
katalog	katalog	katalog	katalog	N	N;NOM;MASC;SG
katalog	katalogu	katalog	katalóg	N	N;GEN;MASC;SG
katalog	katalogi	katalog	kataloga	N	N;NOM;MASC;PL
artistik	artystyczna	artistik	artystyczny	ADJ;SG	ADJ;NOM;FEM;SG
artistik	artystyczne	artistik	artystyczny	ADJ;SG	ADJ;NOM;NEUT;SG
artistik	artystyczny	artistik	artystyczny	ADJ;SG	ADJ;NOM;MASC;SG
pemusik	muzyk	penmusik	muzyk	N;SG	N;NOM;MASC;SG
