novak	novak	novak	novak	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
kolonií	colonie	kolonie	colonie	N;INS;FEM;SG;POS	N;FEM;SG
všiml	remarquée	všimnout	remarquer	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
všiml	remarqua	všimnout	remarquer	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
všiml	remarqué	všimnout	remarquer	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
naučil	appris	naučit	apprendre	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
naučil	apprise	naučit	apprise	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
naučil	enseignée	naučit	enseigner	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
naučil	enseigné	naučit	enseigner	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
naučil	appris	naučit	apprendre	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
plná	complète	plný	complet	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
plná	pleine	plný	plein	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
plná	plein	plný	plein	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
plná	complet	plný	complet	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
efekty	effets	efekt	effet	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
náboženská	religieux	náboženský	religieux	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
náboženská	religieuse	náboženský	religieux	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
zničil	gâché	zničit	gâcher	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
zničil	ruiné	zničit	ruiner	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
stvoření	créature	stvoření	créature	N;NOM;NEUT;SG;POS	N;FEM;SG
arsenal	arsenal	arsenal	arsenal	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
mechanické	mécanique	mechanický	mécanique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
zámky	écluses	zámek	écluse	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
zámky	serrures	zámek	serrure	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
bohatá	riche	bohatý	riche	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
ubytování	hébergement	ubytování	hébergement	N;NOM;NEUT;SG;POS	N;MASC;SG
ubytování	logement	ubytování	logement	N;NOM;NEUT;SG;POS	N;MASC;SG
odpovědnost	responsabilité	odpovědnost	responsabilité	N;NOM;FEM;SG;POS	N;FEM;SG
odpovědnost	responsabilité	odpovědnost	responsabilité	N;NOM;FEM;SG;POS	N;FEM;SG
odpovědnost	responsabilisation	odpovědnost	responsabilisation	N;NOM;FEM;SG;POS	N;FEM;SG
odpovědnost	responsabilité	odpovědnost	responsabilité	N;NOM;FEM;SG;POS	N;FEM;SG
odpovědnost	imputabilité	odpovědnost	imputabilité	N;NOM;FEM;SG;POS	N;FEM;SG
rozvíjet	développez	rozvíjet	développer	V;IPFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
rozvíjet	développer	rozvíjet	développer	V;IPFV;POS;NFIN	V;NFIN
šestnáct	seize	šestnáct	seize	NUM;NOM;SG	NUM
implementace	implémentation	implementace	implémentation	N;NOM;FEM;SG;POS	N;FEM;SG
head	tête	haad	tête	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
podává	sert	podávat	servir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
provádění	implémentation	provádění	implémentation	N;NOM;NEUT;SG;POS	N;FEM;SG
simona	simon	simon	simon	N;NOM;FEM;SG;POS	N;MASC;SG
sopky	volcans	sopka	volcan	N;NOM;FEM;PL;POS	N;MASC;PL
hluboce	profondément	hluboce	profondément	ADV;POS	ADV
pohřeb	enfouissement	pohřeb	enfouissement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pohřeb	inhumation	pohřeb	inhumation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pohřeb	enterrement	pohřeb	enterrement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pohřeb	enterrement	pohřeb	enterrement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pouště	déserts	poušť	désert	N;NOM;FEM;PL;POS	N;MASC;PL
mclaren	mclaren	mclarna	mclaren	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
nejnovější	dernier	nový	dernier	ADJ;NOM;RL;MASC;SG;POS	ADJ;MASC;SG
nejnovější	dernière	nový	dernier	ADJ;NOM;RL;MASC;SG;POS	ADJ;FEM;SG
stínu	ombre	stín	ombre	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
stínu	ombre	stín	ombre	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
stínu	ombrage	stín	ombrage	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
stínu	teinte	stín	teinte	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
náročné	exigeante	náročný	exigeant	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
náročné	exigeant	náročný	exiger	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
kompatibilní	compatible	kompatibilní	compatible	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
technologii	technologie	technologie	technologie	N;ACC;FEM;SG;POS	N;FEM;SG
ekonomický	économique	ekonomický	économique	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
ekonomický	economique	ekonomický	economique	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
ekonomický	économique	ekonomický	économique	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
ekonomický	economique	ekonomický	economique	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
hledal	recherchée	hledat	rechercher	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
hledal	recherché	hledat	rechercher	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
porážka	abattage	porážka	abattage	N;NOM;FEM;SG;POS	N;MASC;SG
porážka	défaite	porážka	défaite	N;NOM;FEM;SG;POS	N;FEM;SG
masivu	massif	masiv	massif	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
blíží	approchant	blížit	approcher	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PRS;V.PTCP
blíží	approcher	blížit	approcher	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
naznačuje	suggère	naznačovat	suggérer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
naznačuje	indique	naznačovat	indiquer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
věřící	croyante	věřící	croyant	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;FEM;SG
rytíři	knights	rytíř	knight	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
rytíři	chevaliers	rytíř	chevalier	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
rytíři	chevaliers	rytíř	chevalier	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
profesní	professionnelle	profesní	professionnel	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
profesní	professionnel	profesní	professionnel	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
nováček	novice	nováček	novice	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
nováček	recrue	nováček	recru	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
nováček	rookie	nováček	rookie	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
výslovnost	prononciation	výslovnost	prononciation	N;NOM;FEM;SG;POS	N;FEM;SG
tvarů	formes	tvar	forme	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
ukončit	résilier	ukončit	résilier	V;PFV;POS;NFIN	V;NFIN
prsty	orteils	prst	orteil	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
prsty	doigts	prst	doigt	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
vznikající	émergente	vznikající	émergente	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;FEM;SG
poznatky	constatations	poznatek	constatation	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
poznatky	conclusions	poznatek	conclusion	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
projít	passer	projít	passer	V;POS;NFIN	V;NFIN
projít	passe	projít	passer	V;POS;NFIN	V;IND;SG;3;PRS;FIN
projít	passent	projít	passer	V;POS;NFIN	V;IND;PL;3;PRS;FIN
úvahy	considérations	úvaha	considération	N;NOM;FEM;PL;POS	N;FEM;PL
úvahy	réflexions	úvaha	réflexion	N;NOM;FEM;PL;POS	N;FEM;PL
úvahy	reflets	úvaha	reflet	N;NOM;FEM;PL;POS	N;MASC;PL
existovalo	existé	existovat	exister	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
kolektivní	collective	kolektivní	collectif	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
kolektivní	collectif	kolektivní	collectif	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
rudy	minerais	ruda	minerai	N;NOM;FEM;PL;POS	N;MASC;PL
hosté	hôtes	host	hôte	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
klima	climat	klima	climat	N;NOM;NEUT;SG;POS	N;MASC;SG
uprchl	enfui	uprchnout	enfui	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
uprchl	fui	uprchnout	fuir	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
obr	géants	obrázek	géant	N;INAN;MASC;POS	N;MASC;PL
obr	géant	obrázek	géant	N;INAN;MASC;POS	N;MASC;SG
platné	valide	platný	valide	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
platné	valable	platný	valable	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
teoretické	théoriques	teoretický	théorique	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
ministrů	ministres	ministr	ministre	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
geometrie	géométrie	geometrie	géométrie	N;NOM;FEM;SG;POS	N;FEM;SG
bis	bis	bis	bis	N;FEM;POS	N;MASC;SG
gnu	gnu	gno	gnu	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
sekundy	secondes	sekunda	seconde	N;NOM;FEM;PL;POS	N;FEM;PL
ovládá	contrôler	ovládat	contrôler	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
ovládá	contrôlant	ovládat	contrôler	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PRS;V.PTCP
mezinárodně	internationalement	mezinárodně	internationalement	ADV;POS	ADV
administrativně	administrativement	administrativně	administrativement	ADV;POS	ADV
poranění	préjudice	poranění	préjudice	N;NOM;NEUT;SG;POS	N;MASC;SG
poranění	blessure	poranění	blessure	N;NOM;NEUT;SG;POS	N;FEM;SG
poranění	lésion	poranění	lésion	N;NOM;NEUT;SG;POS	N;FEM;SG
kytary	guitares	kytara	guitare	N;NOM;FEM;PL;POS	N;FEM;PL
akt	acp	akt	acp	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
akt	loi	akt	loi	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
akt	acte	akt	acte	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
teplé	chaud	teplý	chaud	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
teplé	chaleureux	teplý	chaleureux	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
teplé	chaude	teplý	chaud	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
vypracoval	rédigée	vypracovat	rédiger	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
vypracoval	rédigé	vypracovat	rédiger	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
ekologické	environnemental	ekologický	environnemental	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
ekologické	écologique	ekologický	écologique	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
ekologické	biologique	ekologický	biologique	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
ekologické	organique	ekologický	organique	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
obal	emballage	obal	emballage	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obal	conditionnement	obal	conditionnement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obal	couvercle	obal	couvercle	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obal	couverture	obal	couverture	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
obal	housse	obal	housse	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
roků	années	rok	année	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
roků	ans	rok	an	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
partnerství	partenariat	partnerství	partenariat	N;NOM;NEUT;SG;POS	N;MASC;SG
kladně	positivement	kladně	positivement	ADV;POS	ADV
místnost	salle	místnost	salle	N;NOM;FEM;SG;POS	N;FEM;SG
místnost	chambre	místnost	chambre	N;NOM;FEM;SG;POS	N;FEM;SG
autobus	bus	autobus	bus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
autobus	autobus	autobus	autobus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
vlád	gouvernements	vláda	gouvernement	N;GEN;FEM;PL;POS	N;MASC;PL
rámec	cadre	rámec	cadre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
rámec	ossature	rámec	ossature	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rámec	cadre	rámec	cadre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
krásný	beau	krásný	beau	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
krásný	superbe	krásný	superbe	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
krásný	magnifique	krásný	magnifique	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
krásný	belle	krásný	beau	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
instrukce	consignes	instrukce	consigne	N;NOM;FEM;PL;POS	N;FEM;PL
instrukce	instructions	instrukce	instruction	N;NOM;FEM;PL;POS	N;FEM;PL
chovu	élevage	chov	élevage	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
chovu	elevage	chov	elevage	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
chovu	reproduction	chov	reproduction	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
splnění	accomplissement	splnění	accomplissement	N;NOM;NEUT;SG;POS	N;MASC;SG
splnění	accomplissement	splnění	accomplissement	N;NOM;NEUT;SG;POS	N;MASC;SG
statut	statut	statut	statut	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
dáma	madame	dáma	Monsieur	N;NOM;FEM;SG;POS	N;FEM;SG
dáma	dame	dáma	dame	N;NOM;FEM;SG;POS	N;FEM;SG
komunistická	communiste	komunistický	communiste	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
experiment	expérience	experiment	expérience	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
experiment	expérimentation	experiment	expérimentation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rukopis	ecriture	rukopis	ecriture	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rukopis	écriture	rukopis	écriture	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rukopis	manuscrit	rukopis	manuscrit	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
subjekty	entités	subjekt	entité	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
subjekty	sujets	subjekt	sujet	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
přísně	rigoureusement	přísně	rigoureusement	ADV;POS	ADV
přísně	strictement	přísně	strictement	ADV;POS	ADV
atentát	assassinat	atentát	assassinat	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
snížit	réduire	snížit	réduire	V;PFV;POS;NFIN	V;NFIN
snížit	diminuer	snížit	diminuer	V;PFV;POS;NFIN	V;NFIN
snížit	réduire	snížit	réduire	V;PFV;POS;NFIN	V;NFIN
grafika	infographie	grafika	infographie	N;NOM;FEM;SG;POS	N;FEM;SG
grafika	graphisme	grafika	graphisme	N;NOM;FEM;SG;POS	N;MASC;SG
vyučování	enseignement	vyučování	enseignement	N;NOM;NEUT;SG;POS	N;MASC;SG
úkolů	tâches	úkol	tâche	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
podzemí	underground	podzemí	underground	N;NOM;NEUT;SG;POS	N;MASC;SG
podzemí	souterrain	podzemí	souterrain	N;NOM;NEUT;SG;POS	N;MASC;SG
identity	identité	identita	identité	N;NOM;FEM;SG;POS	N;FEM;SG
hráz	dam	hráz	dam	N;NOM;FEM;SG;POS	N;MASC;SG
hráz	barrage	hráz	barrage	N;NOM;FEM;SG;POS	N;MASC;SG
hráz	digue	hráz	digue	N;NOM;FEM;SG;POS	N;FEM;SG
blokování	blocage	blokování	blocage	N;NOM;NEUT;SG;POS	N;MASC;SG
blokování	bloc	blokování	bloc	N;NOM;NEUT;SG;POS	N;MASC;SG
blokování	blocage	blokování	blocage	N;NOM;NEUT;SG;POS	N;MASC;SG
definitivní	définitive	definitivní	définitif	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
definitivní	définitif	definitivní	définitif	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
smíšený	mixte	smíšený	mixte	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
kritizoval	critiquée	kritizovat	critiquer	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
kritizoval	critiqué	kritizovat	critiquer	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
kritizoval	critiquée	kritizovat	critiquer	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
kritizoval	critiqué	kritizovat	critiquer	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
plošina	quai	plošina	quai	N;NOM;FEM;SG;POS	N;MASC;SG
plošina	plateforme	plošina	plateforme	N;NOM;FEM;SG;POS	N;FEM;SG
plošina	plateau	plošina	plateau	N;NOM;FEM;SG;POS	N;MASC;SG
hladina	niveau	hladina	niveau	N;NOM;FEM;SG;POS	N;MASC;SG
pruský	prussienne	pruský	prussien	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
udržuje	maintient	udržovat	maintenir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
udržuje	entretient	udržovat	entretenir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
povinné	obligatoire	povinný	obligatoire	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
povinné	obligatoire	povinný	obligatoire	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
povinné	obligatoire	povinný	obligatoire	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
ústní	orale	ústní	oral	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
ústní	buccale	ústní	buccal	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
dně	fond	dno	fond	N;NOM;NEUT;SG;POS	N;MASC;SG
řecká	grecque	řecký	grec	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
řecká	grec	řecký	grec	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
kapacitu	capacité	kapacita	capacité	N;ACC;FEM;SG;POS	N;FEM;SG
odolnost	résistance	odolnost	résistance	N;NOM;FEM;SG;POS	N;FEM;SG
odolnost	resistance	odolnost	resistance	N;NOM;FEM;SG;POS	N;FEM;SG
odolnost	résilience	odolnost	résilience	N;NOM;FEM;SG;POS	N;FEM;SG
připojit	joindre	připojit	joindre	V;PFV;POS;NFIN	V;NFIN
připojit	attacher	připojit	attacher	V;PFV;POS;NFIN	V;NFIN
připojit	joindre	připojit	joindre	V;PFV;POS;NFIN	V;NFIN
připojit	rejoignez	připojit	rejoindre	V;PFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
připojit	adhérer	připojit	adhérer	V;PFV;POS;NFIN	V;NFIN
připojit	rejoindre	připojit	rejoindre	V;PFV;POS;NFIN	V;NFIN
připojit	connecter	připojit	connecter	V;PFV;POS;NFIN	V;NFIN
připojit	connectez	připojit	connecter	V;PFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
zajímavý	intéressante	zajímavý	intéressant	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
zajímavý	intéressant	zajímavý	intéressant	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
classic	classic	classic	classic	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
přispívá	contribuant	přispívat	contribuer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PRS;V.PTCP
přispívá	contribuer	přispívat	contribuer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
přispívá	concourt	přispívat	concourir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
přispívá	contribue	přispívat	contribuer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vyhrát	gagnez	vyhrát	gagner	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
vyhrát	gagner	vyhrát	gagner	V;POS;NFIN	V;NFIN
vyhrát	gagnant	vyhrát	gagner	V;POS;NFIN	V;PRS;V.PTCP
vyvolat	évoquer	vyvolat	évoquer	V;PFV;POS;NFIN	V;NFIN
vyvolat	évoquent	vyvolat	évoquer	V;PFV;POS;NFIN	V;IND;PL;3;PRS;FIN
turistika	tourisme	turistika	tourisme	N;NOM;FEM;SG;POS	N;MASC;SG
turistika	faune	turistika	faune	N;NOM;FEM;SG;POS	N;FEM;SG
rozhovory	conversations	rozhovor	conversation	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
rozhovory	entretiens	rozhovor	entretien	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
rozhovory	interviews	rozhovor	interview	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
rozhovory	pourparlers	rozhovor	pourparler	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
radost	joie	radost	joie	N;NOM;FEM;SG;POS	N;FEM;SG
office	bureau	office	bureau	N;NOM;FEM;SG;POS	N;MASC;SG
odměny	récompenses	odměna	récompense	N;NOM;FEM;PL;POS	N;FEM;PL
odměny	rémunérations	odměna	rémunération	N;NOM;FEM;PL;POS	N;FEM;PL
dostatečné	suffisant	dostatečný	suffisant	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
dostatečné	suffisante	dostatečný	suffisant	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
dědice	héritier	dědic	héritier	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
dědice	héritière	dědic	héritier	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
ukázat	afficher	ukázat	afficher	V;POS;NFIN	V;NFIN
ukázat	montre	ukázat	montrer	V;POS;NFIN	V;IND;SG;3;PRS;FIN
ukázat	montrer	ukázat	montrer	V;POS;NFIN	V;NFIN
impérium	empire	impérium	empire	N;NOM;NEUT;SG;POS	N;MASC;SG
dopisy	lettres	dopis	lettre	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
ledu	verglas	led	verglas	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
ledu	ice	led	ice	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
ledu	glace	led	glace	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
prozatímní	provisoire	prozatímní	provisoire	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
prozatímní	intérimaire	prozatímní	intérimaire	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
prozatímní	provisoire	prozatímní	provisoire	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
obilí	grain	obilí	grain	N;NOM;NEUT;SG;POS	N;MASC;SG
odborník	spécialiste	odborník	spécialiste	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
odborník	expert	odborník	expert	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
portály	portails	portál	portail	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
deklarace	déclaration	deklarace	déclaration	N;NOM;FEM;SG;POS	N;FEM;SG
přidání	addition	přidání	addition	N;NOM;NEUT;SG;POS	N;FEM;SG
přidání	ajout	přidání	ajout	N;NOM;NEUT;SG;POS	N;MASC;SG
přidání	ajout	přidání	ajout	N;NOM;NEUT;SG;POS	N;MASC;SG
přidání	ajout	přidání	ajout	N;NOM;NEUT;SG;POS	N;MASC;SG
náměstek	adjoint	náměstek	adjoint	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
náměstek	député	náměstek	député	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
náměstek	adjointe	náměstek	adjoint	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
plod	foetus	plod	foetus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
plod	fœtus	plod	fœtus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
plod	foetus	plod	foetus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
plod	fœtus	plod	fœtus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
instalace	montage	instalace	montage	N;NOM;FEM;SG;POS	N;MASC;SG
instalace	installation	instalace	installation	N;NOM;FEM;SG;POS	N;FEM;SG
instalace	installation	instalace	installation	N;NOM;FEM;SG;POS	N;FEM;SG
chlapci	garçons	chlapec	garçon	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
organické	biologique	organický	biologique	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
organické	organique	organický	organique	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
revize	révision	revize	révision	N;NOM;FEM;SG;POS	N;FEM;SG
morální	morale	morální	moral	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
morální	moral	morální	moral	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
koalici	coalition	koalice	coalition	N;ACC;FEM;SG;POS	N;FEM;SG
utrpení	souffrance	utrpení	souffrance	N;NOM;NEUT;SG;POS	N;FEM;SG
utrpení	malheur	utrpení	malheur	N;NOM;NEUT;SG;POS	N;MASC;SG
utrpení	misère	utrpení	misère	N;NOM;NEUT;SG;POS	N;FEM;SG
pseudonym	pseudonyme	pseudonym	pseudonyme	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
nářečí	dialecte	nářečí	dialecte	N;NOM;NEUT;SG;POS	N;MASC;SG
závislé	dépendante	závislý	dépendant	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
báze	base	báze	base	N;NOM;FEM;SG;POS	N;FEM;SG
fotografování	photographie	fotografování	photographie	N;NOM;NEUT;SG;POS	N;FEM;SG
rozšiřuje	étend	rozšiřovat	étendre	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
