kegubernuran	gubernia	kegubernuran	guberní	N;SG	N;NOM;FEM;SG
kecerdasan	inteligencia	kecerdasan	inteligencia	N;SG	N;NOM;FEM;SG
kecerdasan	spravodajstvo	kecerdasan	spravodajstvo	N;SG	N;NOM;NEUT;SG
kecerdasan	inteligenciu	kecerdasan	inteligencia	N;SG	N;ACC;FEM;SG
kecerdasan	intelekt	kecerdasan	intelekt	N;SG	N;INAN;NOM;MASC;SG
modul	modul	modul	moduť	N;SG	N;INAN;NOM;MASC;SG
modul	modulu	modul	modul	N;SG	N;INAN;GEN;MASC;SG
kecewa	nespokojný	kecewa	nespokojný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
kecewa	nahnevaný	kecewa	nahnevaný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
kecewa	rozrušená	kecewa	rozrušený	ADJ;SG	ADJ;NOM;FEM;SG
kecewa	nahnevaná	kecewa	nahnevaný	ADJ;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
kecewa	sklamaný	kecewa	sklamať	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
kecewa	sklamaná	kecewa	sklamaný	ADJ;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
kecewa	nespokojný	kecewa	nespokojný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
vandalisme	vandalizmus	vandalisme	vandalizmus	N;SG	N;INAN;NOM;MASC;SG
tinju	boxu	tinju	box	N;SG	N;INAN;GEN;MASC;SG
tinju	päsť	tinju	päsť	N;SG	N;NOM;FEM;SG
tinju	päsťou	tinju	päsť	N;SG	N;INS;FEM;SG
diwakili	zastupoval	diwakili	zastupovať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
diwakili	predstavoval	diwakili	predstavovať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
manufaktur	výrobcovia	manufaktur	výrobec	N	N;ANIM;NOM;MASC;PL
manufaktur	výrobcov	manufaktur	výrobec	N	N;INAN;GEN;MASC;PL
manufaktur	výroby	manufaktur	výroba	N	N;NOM;FEM;PL
manufaktur	výroba	manufaktur	výroba	N	N;NOM;FEM;SG
manufaktur	výrobca	manufaktur	výrobca	N	N;INAN;NOM;MASC;SG
manufaktur	výrobcu	manufaktur	výrobec	N	N;INAN;GEN;MASC;SG
potret	portrét	potret	portrét	N;SG	N;INAN;NOM;MASC;SG
propaganda	propaganda	propaganda	propaganda	N;SG	N;NOM;FEM;SG
mempercepat	zrýchliť	menpercepat	zrýchliť	V;SG;ACT	V;PFV;POS;NFIN
mempercepat	urýchliť	menpercepat	urýchliť	V;SG;ACT	V;PFV;POS;NFIN
geng	banda	geng	banda	N;SG	N;NOM;FEM;SG
geng	gang	geng	gang	N;SG	N;INAN;NOM;MASC;SG
suster	sestrami	suster	sestra	N	N;INS;FEM;PL
suster	sestier	suster	sestier	N	N;NOM;FEM;PL
suster	sestry	suster	sestra	N	N;NOM;FEM;PL
suster	sestra	suster	sestra	N	N;NOM;FEM;SG
suster	sestrička	suster	sestrička	N	N;NOM;FEM;SG
suster	sestra	suster	sestra	N	N;NOM;FEM;SG
suster	sestrička	suster	sestrička	N	N;NOM;FEM;SG
memutar	otočiť	menputar	otočiť	V;SG;ACT	V;PFV;POS;NFIN
fighter	bojovníčka	fighter	bojovníčky	N	N;NOM;FEM;SG
fighter	bojovník	fighter	bojovník	N	N;ANIM;NOM;MASC;SG
geometri	geometria	geometri	geometria	N	N;NOM;FEM;SG
geometri	geometrie	geometri	geometrie	N	N;NOM;FEM;PL
kelainan	porucha	kelainan	poruch	N;SG	N;NOM;FEM;SG
gaji	mzda	gaji	mzda	N;SG	N;NOM;FEM;SG
gaji	plat	gaji	plat	N;SG	N;INAN;NOM;MASC;SG
gaji	výplata	gaji	výplata	N;SG	N;NOM;FEM;SG
gaji	výplatu	gaji	výplat	N;SG	N;ACC;FEM;SG
lada	korenie	lada	korenie	N;SG	N;NOM;NEUT;SG
lada	lada	lada	lada	N;SG	N;INAN;NOM;MASC;SG
pengurangan	zníženie	penkurangan	zníženie	N;SG	N;NOM;NEUT;SG
pengurangan	znižovanie	penkurangan	znižovanie	N;SG	N;NOM;NEUT;SG
pengurangan	redukcia	penkurangan	redukcia	N;SG	N;NOM;FEM;SG
pengurangan	zmenšenie	penkurangan	zmenšenie	N;SG	N;NOM;NEUT;SG
pengurangan	odčítanie	penkurangan	odčítanie	N;SG	N;NOM;NEUT;SG
menyumbangkan	prispieť	mensumbangkan	prispieť	V;SG;ACT	V;PFV;POS;NFIN
menyumbangkan	prispievať	mensumbangkan	prispievať	V;SG;ACT	V;IPFV;POS;NFIN
anggun	elegantný	anggun	elegantný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
anggun	elegantná	anggun	elegantný	ADJ;SG	ADJ;NOM;FEM;SG
anggun	elegantné	anggun	elegantný	ADJ;SG	ADJ;NOM;NEUT;SG
anggun	elegantný	anggun	elegantný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
anggun	pôvabné	anggun	pôvabný	ADJ;SG	ADJ;NOM;NEUT;SG
inspektur	inšpektor	inspektur	inšpektor	N	N;ANIM;NOM;MASC;SG
inspektur	inšpektora	inspektur	inšpektor	N	N;ANIM;ACC;MASC;SG
inspektur	superintendant	inspektur	superintendant	N	N;ANIM;NOM;MASC;SG
inspektur	dozorca	inspektur	dozorca	N	N;ANIM;NOM;MASC;SG
genetika	genetika	genetika	genetika	N;SG	N;NOM;FEM;SG
globalisasi	globalizáciu	globalisasi	globalizácia	N	N;ACC;FEM;SG
globalisasi	globalizácie	globalisasi	globalizácia	N	N;NOM;FEM;PL
globalisasi	globalizácia	globalisasi	globalizácia	N	N;NOM;FEM;SG
sedan	sedan	sedan	sedan	N;SG	N;INAN;NOM;MASC;SG
sedan	sedan	sedan	sedan	N;SG	N;INAN;NOM;MASC;SG
sedan	salóne	sedan	salón	N;SG	N;INAN;NOM;MASC;SG
sedan	salón	sedan	salón	N;SG	N;INAN;NOM;MASC;SG
identifikasi	identifikovanie	identifikasi	identifikovanie	N;SG	N;NOM;NEUT;SG
identifikasi	identifikáciu	identifikasi	identifikácia	N;SG	N;ACC;FEM;SG
identifikasi	identifikácia	identifikasi	identifikácia	N;SG	N;NOM;FEM;SG
identifikasi	identifikáciu	identifikasi	identifikácia	N;SG	N;ACC;FEM;SG
identifikasi	označenie	identifikasi	označenie	N;SG	N;NOM;NEUT;SG
kebahagiaan	blaho	kebahagiaan	blaho	N;SG	N;NOM;NEUT;SG
kebahagiaan	štastie	kebahagiaan	štastie	N;SG	N;NOM;NEUT;SG
kebahagiaan	šťastie	kebahagiaan	šťastie	N;SG	N;NOM;NEUT;SG
dilatih	trénoval	dilatih	trénovať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
pemberdayaan	splnomocnenie	pemberdayaan	splnomocnenie	N;SG	N;NOM;NEUT;SG
script	skripty	script	skript	N	N;INAN;NOM;MASC;PL
script	scenár	script	scenár	N	N;INAN;NOM;MASC;SG
script	skript	script	skript	N	N;INAN;NOM;MASC;SG
komitmen	odhodlanie	komitmen	odhodlanie	N;SG	N;NOM;NEUT;SG
komitmen	záväzok	komitmen	záväzok	N;SG	N;INAN;NOM;MASC;SG
komitmen	angažovanosť	komitmen	angažovanosť	N;SG	N;NOM;FEM;SG
kentang	zemiak	kentang	zemiak	N;SG	N;INAN;NOM;MASC;SG
nutrisi	výživu	nutrisi	výživ	N;SG	N;ACC;FEM;SG
nutrisi	výživa	nutrisi	výživ	N;SG	N;NOM;FEM;SG
meletus	vypukla	menletus	vypuknúť	V;SG;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
icao	icao	icao	icao	N	N;NOM;NEUT;SG
jual	predaj	jual	predaj	N;SG;ACT	N;INAN;NOM;MASC;SG
jual	predávanie	jual	predávanie	N;SG;ACT	N;NOM;NEUT;SG
jual	predaj	jual	predaj	N;SG;ACT	N;INAN;NOM;MASC;SG
fantasi	fantázie	fantasi	fantázia	N	N;NOM;FEM;PL
fantasi	fantáziu	fantasi	fantázium	N	N;ACC;FEM;SG
fantasi	fantázia	fantasi	fantázia	N	N;NOM;FEM;SG
fantasi	fantázie	fantasi	fantázia	N	N;NOM;FEM;PL
mengutip	citujem	menutip	citovať	V;SG;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
mendiami	obýva	mendiami	obývať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
haiti	haiti	haiti	haiti	N	N;NOM;FEM;SG
manuskrip	rukopisy	manuskrip	rukopis	N	N;INAN;NOM;MASC;PL
manuskrip	rukopis	manuskrip	rukopis	N	N;INAN;NOM;MASC;SG
negosiasi	rokovania	negosiasi	rokovanie	N	N;NOM;NEUT;PL
negosiasi	vyjednávanie	negosiasi	vyjednávanie	N	N;NOM;NEUT;SG
negosiasi	rokovanie	negosiasi	rokovanie	N	N;NOM;NEUT;SG
negosiasi	rokovania	negosiasi	rokovanie	N	N;NOM;NEUT;PL
negosiasi	vyjednávanie	negosiasi	vyjednávanie	N	N;NOM;NEUT;SG
negosiasi	rokovanie	negosiasi	rokovanie	N	N;NOM;NEUT;SG
negosiasi	vyjednávania	negosiasi	vyjednávanie	N	N;NOM;NEUT;PL
negosiasi	rokovania	negosiasi	rokovanie	N	N;NOM;NEUT;PL
negosiasi	vyjednávanie	negosiasi	vyjednávanie	N	N;NOM;NEUT;SG
traktat	zmluva	traktat	zmluva	N	N;NOM;FEM;SG
ragu	pochybné	ragu	pochybný	ADJ;SG	ADJ;NOM;NEUT;SG
syukur	poďakovanie	syukur	poďakovanie	N;SG	N;NOM;NEUT;SG
syukur	vďačnosť	syukur	vďačnosť	N;SG	N;NOM;FEM;SG
syukur	vďakyvzdanie	syukur	vďakyvzdanie	N;SG	N;NOM;NEUT;SG
menghargai	oceniť	menhargai	oceniť	V;SG;ACT	V;PFV;POS;NFIN
menghargai	vážim	menhargai	vážiť	V;SG;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
orkestra	orchester	orkestra	orchester	N;SG	N;INAN;NOM;MASC;SG
suriname	surinamu	suriname	surina	N	N;INAN;DAT;MASC;SG
kapel	kaplnke	kapel	kaplnka	N	N;DAT;FEM;SG
hara	hara	hara	hara	N	N;NOM;FEM;SG
penyuntingan	úpravy	penyuntingan	úprava	N	N;NOM;FEM;PL
penyuntingan	úprava	penyuntingan	úprava	N	N;NOM;FEM;SG
kotor	hrubé	kotor	hrubý	ADJ;SG	ADJ;NOM;NEUT;SG
kotor	hrubá	kotor	hrubý	ADJ;SG	ADJ;NOM;FEM;SG
kotor	hrubého	kotor	hrubý	ADJ;SG	ADJ;GEN;NEUT;SG
kotor	hrubý	kotor	hrubý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
kotor	špinavá	kotor	špinavý	ADJ;SG	ADJ;NOM;FEM;SG
kotor	špinavé	kotor	špinavý	ADJ;SG	ADJ;NOM;NEUT;SG
kotor	špinavý	kotor	špinavý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
kotor	špinavý	kotor	špinavý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
komet	kométa	komet	komét	N	N;NOM;FEM;SG
komet	komét	komet	komét	N	N;GEN;FEM;PL
impian	sen	impian	sen	N;SG	N;INAN;NOM;MASC;SG
impian	sna	impian	sen	N;SG	N;INAN;GEN;MASC;SG
semester	polrok	semester	polrok	N	N;INAN;NOM;MASC;SG
semester	semester	semester	semester	N	N;INAN;NOM;MASC;SG
terorisme	terorizmus	terorisme	terorizmus	N;SG	N;INAN;NOM;MASC;SG
liputan	pokrytie	liputan	pokrytie	N;SG	N;NOM;NEUT;SG
liputan	krytie	liputan	krytie	N;SG	N;NOM;NEUT;SG
filter	filter	filter	filter	N;SG	N;INAN;NOM;MASC;SG
apel	jablko	apel	jablko	N;SG	N;NOM;NEUT;SG
apel	apple	apel	apple	N;SG	N;INAN;NOM;MASC;SG
narkoba	liek	narkoba	liek	N;SG	N;INAN;NOM;MASC;SG
narkoba	droga	narkoba	droga	N;SG	N;NOM;FEM;SG
narkoba	drogu	narkoba	droga	N;SG	N;ACC;FEM;SG
narkoba	narkotikum	narkoba	narkotikum	N;SG	N;INAN;NOM;MASC;SG
pencegahan	prevencia	pencegahan	prevencia	N;SG	N;NOM;FEM;SG
pencegahan	predchádzanie	pencegahan	predchádzanie	N;SG	N;NOM;NEUT;SG
pencegahan	prevencia	pencegahan	prevencia	N;SG	N;NOM;FEM;SG
tumor	tumor	tumor	tumor	N;SG	N;INAN;NOM;MASC;SG
tumor	nádoru	tumor	nádor	N;SG	N;INAN;GEN;MASC;SG
tumor	nádor	tumor	nádor	N;SG	N;INAN;NOM;MASC;SG
tumor	tumor	tumor	tumor	N;SG	N;INAN;NOM;MASC;SG
tumor	nádoru	tumor	nádor	N;SG	N;INAN;GEN;MASC;SG
tumor	nádor	tumor	nádor	N;SG	N;INAN;NOM;MASC;SG
mie	rezance	mie	rezanec	N	N;INAN;NOM;MASC;PL
mie	rezance	mie	rezanec	N	N;INAN;NOM;MASC;PL
obyek	predmet	obyek	predmet	N;SG	N;INAN;NOM;MASC;SG
obyek	objekt	obyek	objekt	N;SG	N;INAN;NOM;MASC;SG
obyek	objektu	obyek	objekt	N;SG	N;INAN;GEN;MASC;SG
opini	mienka	opini	mienka	N;SG	N;NOM;FEM;SG
opini	názor	opini	názor	N;SG	N;INAN;NOM;MASC;SG
opini	stanovisko	opini	stanovisko	N;SG	N;NOM;NEUT;SG
karate	karate	karate	karata	N	N;NOM;FEM;SG
pegulat	zápasník	pegulat	zápasník	N;SG	N;ANIM;NOM;MASC;SG
pengucapan	výslovnosť	penucapan	výslovnosť	N;SG	N;NOM;FEM;SG
ranting	vetvička	ranting	vetvička	N;SG	N;NOM;FEM;SG
ranting	konár	ranting	konár	N;SG	N;INAN;NOM;MASC;SG
ranting	pobočka	ranting	pobočka	N;SG	N;NOM;FEM;SG
istirahat	break	istirahat	break	N;SG	N;INAN;NOM;MASC;SG
istirahat	zlom	istirahat	zlom	N;SG	N;INS;NEUT;SG
istirahat	prestávka	istirahat	prestávka	N;SG	N;NOM;FEM;SG
istirahat	odpočinok	istirahat	odpočinok	N;SG	N;INAN;NOM;MASC;SG
istirahat	oddych	istirahat	oddych	N;SG	N;INAN;NOM;MASC;SG
istirahat	zvyšok	istirahat	zvyšok	N;SG	N;INAN;NOM;MASC;SG
istirahat	odpočinku	istirahat	odpočinka	N;SG	N;INAN;GEN;MASC;SG
menyamar	predstiera	mensamar	predstier	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
menyamar	predstierať	mensamar	predstierať	V;SG;ACT	V;IPFV;POS;NFIN
menuduh	obviniť	mentuduh	obviniť	V;SG;ACT	V;PFV;POS;NFIN
tercepat	najrýchlejší	tercepat	rýchly	ADJ;RL;SG	ADJ;ANIM;NOM;RL;MASC;SG
tercepat	najrýchlejší	tercepat	rýchly	ADJ;RL;SG	ADJ;ANIM;NOM;RL;MASC;SG
alternative	alternatíva	alternative	alternatíva	N;SG	N;NOM;FEM;SG
alternative	náhradník	alternative	náhradník	N;SG	N;ANIM;NOM;MASC;SG
bijaksana	múdre	bijaksana	múdry	ADJ;SG	ADJ;NOM;NEUT;SG
bijaksana	múdry	bijaksana	múdry	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
bijaksana	múdra	bijaksana	múdry	ADJ;SG	ADJ;NOM;FEM;SG
dukun	šaman	dukun	šaman	N;SG	N;ANIM;NOM;MASC;SG
ekonom	ekonóm	ekonom	ekonóm	N;SG	N;ANIM;NOM;MASC;SG
diperintah	vládol	diperintah	vládnuť	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
diperintah	rozhodol	diperintah	rozhodnúť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
terpengaruh	ovplyvnil	terpengaruh	ovplyvniť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
terpengaruh	neovplyvnilo	terpengaruh	ovplyvniť	V;SG;PASS	V;PFV;NEUT;SG;NEG;PST;V.PTCP
browser	prehliadače	browser	prehliadač	N	N;INAN;NOM;MASC;PL
browser	prehliadač	browser	prehliadač	N	N;INAN;NOM;MASC;SG
parade	sprievod	parade	sprievod	N	N;INAN;NOM;MASC;SG
gembala	pastier	gembala	pastier	N;SG	N;ANIM;NOM;MASC;SG
gembala	pastier	gembala	pastier	N;SG	N;ANIM;NOM;MASC;SG
dominika	dominika	dominika	dominika	N	N;NOM;FEM;SG
dominika	dominika	dominika	dominika	N	N;NOM;FEM;SG
terlaris	bestseller	terlaris	bestseller	N	N;INAN;NOM;MASC;SG
panorama	panorama	panorama	panoram	N;SG	N;INAN;NOM;MASC;SG
siluman	utajenie	siluman	utajenie	N;SG	N;NOM;NEUT;SG
siluman	stealth	siluman	steal	N;SG	N;ANIM;NOM;MASC;SG
siluman	démon	siluman	démon	N;SG	N;ANIM;NOM;MASC;SG
siluman	démona	siluman	démon	N;SG	N;ANIM;ACC;MASC;SG
hormat	dodržiavanie	hormat	dodržiavanie	N;SG	N;NOM;NEUT;SG
hormat	rešpektu	hormat	rešpekt	N;SG	N;INAN;GEN;MASC;SG
hormat	rešpekt	hormat	rešpekt	N;SG	N;INAN;NOM;MASC;SG
hormat	poctu	hormat	poct	N;SG	N;INAN;ACC;MASC;SG
layer	vrstvu	layer	vrstva	N;SG	N;ACC;FEM;SG
layer	vrstva	layer	vrstvo	N;SG	N;NOM;FEM;SG
fotografer	fotografa	fotografer	fotograf	N;SG	N;ANIM;ACC;MASC;SG
fotografer	fotograf	fotografer	fotograf	N;SG	N;ANIM;NOM;MASC;SG
fotografer	fotografka	fotografer	fotografka	N;SG	N;NOM;FEM;SG
skandal	škandálu	skandal	škandál	N;SG	N;INAN;GEN;MASC;SG
skandal	škandál	skandal	škandál	N;SG	N;INAN;NOM;MASC;SG
pengabdian	oddanosť	penabdian	oddanosť	N;SG	N;NOM;FEM;SG
penyatuan	zjednotenie	pensatuan	zjednotenie	N;SG	N;NOM;NEUT;SG
menyesuaikan	prispôsobiť	mensesuaikan	prispôsobiť	V;SG;ACT	V;PFV;POS;NFIN
menyesuaikan	prispôsobiť	mensesuaikan	prispôsobiť	V;SG;ACT	V;PFV;POS;NFIN
menyesuaikan	prispôsobiť	mensesuaikan	prispôsobiť	V;SG;ACT	V;PFV;POS;NFIN
menyesuaikan	upraviť	mensesuaikan	upraviť	V;SG;ACT	V;PFV;POS;NFIN
buddhis	budhisti	buddhis	budhisť	N	N;ANIM;NOM;MASC;PL
berlalu	vyhovuje	berlalu	vyhovovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
berlalu	prejde	berlalu	prejsť	V;SG;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
berlalu	prechádza	berlalu	prechádzať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
berlalu	prešiel	berlalu	prejsť	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
berlalu	prešlo	berlalu	prejsť	V;SG;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
pemandian	kúpanie	penmandian	kúpanie	N;SG	N;NOM;NEUT;SG
penasehat	poradenstvo	pennasehat	poradenstvo	N;SG	N;NOM;NEUT;SG
penasehat	poradca	pennasehat	poradca	N;SG	N;ANIM;NOM;MASC;SG
penasehat	poradca	pennasehat	poradca	N;SG	N;ANIM;NOM;MASC;SG
ekosistem	ekosystému	ekosistem	ekosystém	N	N;INAN;GEN;MASC;SG
ekosistem	ekosystém	ekosistem	ekosystém	N	N;INAN;NOM;MASC;SG
ekosistem	ekosystémov	ekosistem	ekosystém	N	N;INAN;GEN;MASC;PL
ekosistem	ekosystémy	ekosistem	ekosystém	N	N;INAN;NOM;MASC;PL
lucu	vtipné	lucu	vtipný	ADJ;SG	ADJ;NOM;NEUT;SG
lucu	zábavné	lucu	zábavný	ADJ;SG	ADJ;NOM;NEUT;SG
lucu	zlaté	lucu	zlatý	ADJ;SG	ADJ;NOM;NEUT;SG
lucu	zlatý	lucu	zlatý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
lucu	zlatá	lucu	zlatý	ADJ;SG	ADJ;NOM;FEM;SG
mendidik	vzdelávať	mendidik	vzdelávať	V;SG;ACT	V;IPFV;POS;NFIN
dibahas	diskutovalo	dibahas	diskutovať	V;SG;PASS	V;IPFV;NEUT;SG;POS;PST;V.PTCP
pendahulunya	predchodcu	pendahulunya	predchodca	N;SG	N;ANIM;ACC;MASC;SG
pendahulunya	predchodca	pendahulunya	predchodca	N;SG	N;ANIM;NOM;MASC;SG
kultur	kultúru	kultur	kultúra	N	N;ACC;FEM;SG
kultur	kultúry	kultur	kultúra	N	N;NOM;FEM;PL
kultur	kultúra	kultur	kultúra	N	N;NOM;FEM;SG
kultur	kultúr	kultur	kultúra	N	N;GEN;FEM;PL
kultur	kultúry	kultur	kultúra	N	N;NOM;FEM;PL
reproduksi	rozmnožovanie	reproduksi	rozmnožovanie	N;SG	N;NOM;NEUT;SG
reproduksi	reprodukciu	reproduksi	reprodukcia	N;SG	N;ACC;FEM;SG
reproduksi	reprodukcia	reproduksi	reprodukcia	N;SG	N;NOM;FEM;SG
reruntuhan	trosky	reruntuhan	trosk	N	N;NOM;FEM;PL
reruntuhan	trosiek	reruntuhan	troskiek	N	N;GEN;FEM;PL
reruntuhan	trosky	reruntuhan	trosk	N	N;NOM;FEM;PL
reruntuhan	vrak	reruntuhan	vrak	N	N;INAN;NOM;MASC;SG
reruntuhan	ruiny	reruntuhan	ruiny	N	N;NOM;FEM;PL
unicode	unicode	unicode	unicod	N	N;INAN;NOM;MASC;SG
kemakmuran	prosperita	kemakmuran	prosperita	N;SG	N;NOM;FEM;SG
kemakmuran	blahobyt	kemakmuran	blahobyt	N;SG	N;INAN;NOM;MASC;SG
kemakmuran	prosperitu	kemakmuran	prosperit	N;SG	N;ACC;FEM;SG
fungsional	funkčnosť	fungsional	funkčnosť	N	N;NOM;FEM;SG
nafsu	apetít	nafsu	apetít	N;SG	N;INAN;NOM;MASC;SG
asuhan	výchova	asuhan	výchova	N;SG	N;NOM;FEM;SG
asuhan	výchovu	asuhan	výchova	N;SG	N;ACC;FEM;SG
etanol	etanolu	etanol	etanol	N	N;INAN;GEN;MASC;SG
etanol	etanol	etanol	etannúť	N	N;INAN;NOM;MASC;SG
heading	nadpis	heading	nadpis	N	N;INAN;NOM;MASC;SG
heading	položka	heading	položka	N	N;NOM;FEM;SG
heading	položiek	heading	položka	N	N;GEN;FEM;PL
esai	esej	esai	esej	N;SG;ACT	N;NOM;FEM;SG
manik	guľôčky	manik	guľôčka	N	N;NOM;FEM;PL
manik	korálky	manik	korálka	N	N;NOM;FEM;PL
kapas	bavlnu	kapas	bavln	N;SG	N;ACC;FEM;SG
kapas	bavlna	kapas	bavon	N;SG	N;NOM;FEM;SG
paten	patent	paten	patent	N;SG	N;INAN;NOM;MASC;SG
paten	patentu	paten	patent	N;SG	N;INAN;GEN;MASC;SG
dorongan	nutkanie	dorongan	nutkanie	N;SG	N;NOM;NEUT;SG
dorongan	povzbudenie	dorongan	povzbudenie	N;SG	N;NOM;NEUT;SG
dorongan	ťah	dorongan	ťah	N;SG	N;INAN;NOM;MASC;SG
dorongan	ťahu	dorongan	ťaha	N;SG	N;INAN;GEN;MASC;SG
penayangan	doručenie	pentayangan	doručenie	N;SG	N;NOM;NEUT;SG
penayangan	rozvoz	pentayangan	rozvoz	N;SG	N;INAN;NOM;MASC;SG
penayangan	dodanie	pentayangan	dodanie	N;SG	N;NOM;NEUT;SG
penayangan	doručovanie	pentayangan	doručovanie	N;SG	N;NOM;NEUT;SG
ulangan	deuteronómium	ulangan	deuteronómium	N;SG	N;NOM;NEUT;SG
batin	vnútro	batin	vnútro	N;SG	N;NOM;NEUT;SG
perbudakan	otroctvo	perbudakan	otroctvo	N;SG	N;NOM;NEUT;SG
perbudakan	otroctva	perbudakan	otroctvo	N;SG	N;NOM;NEUT;SG
perbudakan	otroctvo	perbudakan	otroctvo	N;SG	N;NOM;NEUT;SG
perbudakan	otroctva	perbudakan	otroctvo	N;SG	N;NOM;NEUT;SG
mengabaikan	ignoruje	menabaikan	ignorovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
konversi	konverzia	konversi	konverzia	N;SG	N;NOM;FEM;SG
konversi	prevod	konversi	prevod	N;SG	N;INAN;NOM;MASC;SG
konversi	prepočet	konversi	prepočet	N;SG	N;INAN;NOM;MASC;SG
konversi	premena	konversi	premena	N;SG	N;NOM;FEM;SG
sakramen	sviatosť	sakramen	sviatosť	N;SG	N;NOM;FEM;SG
botani	botanika	botani	botanika	N;SG	N;NOM;FEM;SG
menghalangi	prekážať	menhalangi	prekážať	V;SG;ACT	V;IPFV;POS;NFIN
pembicara	rečníka	penbicara	rečník	N;SG	N;ANIM;ACC;MASC;SG
pembicara	rečník	penbicara	rečník	N;SG	N;ANIM;NOM;MASC;SG
pembicara	hovorca	penbicara	hovorca	N;SG	N;ANIM;NOM;MASC;SG
pembicara	hovorca	penbicara	hovorca	N;SG	N;ANIM;NOM;MASC;SG
intervensi	zásah	intervensi	zásah	N;SG	N;INAN;NOM;MASC;SG
intervensi	intervencia	intervensi	intervencia	N;SG	N;NOM;FEM;SG
kemarau	sucha	kemarau	sucho	N;SG	N;NOM;NEUT;SG
kemarau	sucho	kemarau	sucho	N;SG	N;NOM;NEUT;SG
didorong	tlačil	didorong	tlačiť	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kesaksian	svedectvo	kesaksian	svedectvo	N;SG	N;NOM;NEUT;SG
kesaksian	výpoveď	kesaksian	výpoveď	N;SG	N;NOM;FEM;SG
mekanika	mechanika	mekanika	mechanika	N;SG	N;NOM;FEM;SG
penutupan	uzavretie	pentutupan	uzavretie	N;SG	N;NOM;NEUT;SG
penutupan	zatvorenie	pentutupan	zatvorenie	N;SG	N;NOM;NEUT;SG
penutupan	uzatvorenie	pentutupan	uzatvorenie	N;SG	N;NOM;NEUT;SG
penutupan	uzavretie	pentutupan	uzavretie	N;SG	N;NOM;NEUT;SG
penutupan	zatvorenie	pentutupan	zatvorenie	N;SG	N;NOM;NEUT;SG
penutupan	zatváranie	pentutupan	zatváranie	N;SG	N;NOM;NEUT;SG
keanekaragaman	rôznorodosť	keanekaragaman	rôznorodosť	N;SG	N;NOM;FEM;SG
keanekaragaman	rozmanitosť	keanekaragaman	rozmanitosť	N;SG	N;NOM;FEM;SG
keanekaragaman	rozmanitosti	keanekaragaman	rozmanitosť	N;SG	N;GEN;FEM;SG
dihadapi	čeliť	dihadapi	čeliť	V;SG;PASS	V;IPFV;POS;NFIN
dihadapi	čelí	dihadapi	čelo	V;SG;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
dihadapi	čelil	dihadapi	čeliť	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
dihadapi	narazil	dihadapi	naraziť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
rapi	čistú	rapi	čistý	ADJ;SG	ADJ;ACC;FEM;SG
kanji	kandži	kanji	kandža	N	N;NOM;MASC;SG
renovasi	rekonštrukcia	renovasi	rekonštrukcia	N;SG	N;NOM;FEM;SG
renovasi	renováciu	renovasi	renovácia	N;SG	N;ACC;FEM;SG
investigasi	vyšetrovanie	investigasi	vyšetrovanie	N;SG	N;NOM;NEUT;SG
investigasi	prešetrenie	investigasi	prešetrenie	N;SG	N;NOM;NEUT;SG
