retratos	portrætter	retrato	portrætte	N;MASC;PL	N;INDF;MASC+FEM;PL
vital	livsvigtig	vital	livsvigtig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
comenzado	startet	comenzar	starte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
comenzado	påbegyndt	comenzar	påbegynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
comenzado	begyndte	comenzar	begynde	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
comenzado	begyndt	comenzar	begynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
comenzado	startede	comenzar	starte	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
comenzado	begyndt	comenzar	begynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
comenzado	påbegyndt	comenzar	påbegynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
maine	maine	maine	maine	N;MASC;SG	N;INDF;MASC+FEM;SG
masacre	massakre	masacre	massakre	N;FEM;SG	N;INDF;MASC+FEM;SG
masacre	massakren	masacre	massakr	N;FEM;SG	N;DEF;MASC+FEM;SG
masacre	slagtning	masacre	slagtning	N;FEM;SG	N;INDF;MASC+FEM;SG
vinos	vine	vino	vin	N;MASC;PL	N;INDF;MASC+FEM;PL
denuncia	betænkning	denuncia	betænkning	N;FEM;SG	N;INDF;MASC+FEM;SG
denuncia	rapport	denuncia	rapport	N;FEM;SG	N;INDF;MASC+FEM;SG
denuncia	klagen	denuncia	klag	N;FEM;SG	N;DEF;MASC+FEM;SG
denuncia	klage	denuncia	klag	N;FEM;SG	N;INDF;MASC+FEM;SG
denuncia	opsigelse	denuncia	opsigelse	N;FEM;SG	N;INDF;MASC+FEM;SG
denuncia	fordømmelse	denuncia	fordømmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
denuncia	opsigelsen	denuncia	opsigelse	N;FEM;SG	N;DEF;MASC+FEM;SG
decidir	beslutte	decidir	beslutte	V;NFIN	V;NFIN;ACT
decidir	beslutter	decidir	beslutte	V;NFIN	V;IND;PRS;FIN;ACT
decidir	bestem	decidir	bestem	V;NFIN	V;IMP
decidir	beslut	decidir	beslut	V;NFIN	V;IMP
decidir	beslutte	decidir	beslutte	V;NFIN	V;NFIN;ACT
decidir	beslutter	decidir	beslutte	V;NFIN	V;IND;PRS;FIN;ACT
frutas	frugter	fruta	frugte	N;FEM;PL	N;INDF;MASC+FEM;PL
frutas	frugter	fruta	frugte	N;FEM;PL	N;INDF;MASC+FEM;PL
periodos	perioderne	periodo	periode	N;MASC;PL	N;DEF;MASC+FEM;PL
periodos	perioder	periodo	periode	N;MASC;PL	N;INDF;MASC+FEM;PL
duquesa	hertuginden	duquesa	hertuginden	N;FEM;SG	N;DEF;MASC+FEM;SG
duquesa	hertuginde	duquesa	hertuginde	N;FEM;SG	N;INDF;MASC+FEM;SG
delito	forbrydelse	delito	forbrydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
delito	kriminalitet	delito	kriminalitet	N;MASC;SG	N;INDF;MASC+FEM;SG
delito	forbrydelse	delito	forbrydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
delito	lovovertrædelse	delito	lovovertrædelse	N;MASC;SG	N;INDF;MASC+FEM;SG
preocupación	bekymring	preocupación	bekymring	N;FEM;SG	N;INDF;MASC+FEM;SG
preocupación	bekymring	preocupación	bekymring	N;FEM;SG	N;INDF;MASC+FEM;SG
metales	metaller	metal	metal	N;MASC;PL	N;INDF;NEUT;PL
metales	metaller	metal	metal	N;MASC;PL	N;INDF;NEUT;PL
sufrir	lide	sufrir	lide	V;NFIN	V;NFIN;ACT
sufrir	lider	sufrir	lide	V;NFIN	V;IND;PRS;FIN;ACT
golf	golf	golf	golf	N;MASC	N;INDF;MASC+FEM;SG
creencias	overbevisninger	creencia	overbevisning	N;FEM;PL	N;INDF;MASC+FEM;PL
stars	stjernerne	star	stjerne	N	N;DEF;MASC+FEM;PL
stars	stjerner	star	stjerne	N	N;INDF;MASC+FEM;PL
stars	stars	star	stars	N	N;INDF;NEUT;SG
reputación	omdømme	reputación	omdømme	N;FEM;SG	N;INDF;NEUT;SG
reputación	renommé	reputación	renommé	N;FEM;SG	N;INDF;NEUT;SG
reputación	anseelse	reputación	anseelse	N;FEM;SG	N;INDF;MASC+FEM;SG
reputación	ry	reputación	ry	N;FEM;SG	N;INDF;NEUT;SG
reputación	rygte	reputación	rygte	N;FEM;SG	N;INDF;NEUT;SG
party	fest	party	fest	N	N;INDF;MASC+FEM;SG
party	part	party	part	N	N;INDF;MASC+FEM;SG
party	parti	party	parti	N	N;INDF;NEUT;SG
conexiones	tilslutninger	conexión	tilslutning	N;FEM;PL	N;INDF;MASC+FEM;PL
conexiones	forbindelser	conexión	forbindelse	N;FEM;PL	N;INDF;MASC+FEM;PL
cumplimiento	overholdelse	cumplimiento	overholdelse	N;MASC;SG	N;INDF;MASC+FEM;SG
cumplimiento	overensstemmelse	cumplimiento	overensstemmelse	N;MASC;SG	N;INDF;MASC+FEM;SG
cumplimiento	opfyldelse	cumplimiento	opfyldelse	N;MASC;SG	N;INDF;MASC+FEM;SG
aurora	tornerose	aurora	torneros	N;FEM;SG	N;INDF;MASC+FEM;SG
condujo	kørt	conducir	køre	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
condujo	kørte	conducir	køre	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
condujo	drev	conducir	drive	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
australiana	australsk	australiano	australsk	ADJ;FEM;SG	ADJ;INDF;SG
ámsterdam	amsterdam	ámsterdam	amsterdam	N;MASC;SG	N;INDF;MASC+FEM;SG
ilustración	illustration	ilustración	illustration	N;FEM;SG	N;INDF;MASC+FEM;SG
efectiva	effektiv	efectivo	effektiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
efectiva	effektivt	efectivo	effektiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
convertir	konverterer	convertir	konvertere	V;NFIN	V;IND;PRS;FIN;ACT
convertir	konvertere	convertir	konvertere	V;NFIN	V;NFIN;ACT
convertir	konverterer	convertir	konvertere	V;NFIN	V;IND;PRS;FIN;ACT
emite	udsender	emitir	udsende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
emite	udleder	emitir	udlede	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
levantamiento	opstanden	levantamiento	opstand	N;MASC;SG	N;DEF;MASC+FEM;SG
levantamiento	opstand	levantamiento	opstand	N;MASC;SG	N;INDF;MASC+FEM;SG
levantamiento	hævning	levantamiento	hævning	N;MASC;SG	N;INDF;MASC+FEM;SG
levantamiento	løft	levantamiento	løft	N;MASC;SG	N;INDF;NEUT;SG
propaganda	propaganda	propaganda	propaganda	N;FEM;SG	N;INDF;MASC+FEM;SG
desea	ønsker	desear	ønske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
desea	ønsker	desear	ønske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
secuela	efterfølger	secuelo	efterfølge	N;FEM;SG	N;INDF;MASC+FEM;SG
tributo	hyldest	tributo	hyldest	N;MASC;SG	N;INDF;MASC+FEM;SG
placas	plader	placa	plade	N;FEM;PL	N;INDF;MASC+FEM;PL
placas	tallerkener	placa	tallerken	N;FEM;PL	N;INDF;MASC+FEM;PL
placas	tallerkner	placa	tallerkner	N;FEM;PL	N;INDF;MASC+FEM;PL
placas	skilte	placa	skille	N;FEM;PL	N;INDF;MASC+FEM;PL
placas	plader	placa	plade	N;FEM;PL	N;INDF;MASC+FEM;PL
culpa	skylden	culpa	skyld	N;FEM;SG	N;DEF;MASC+FEM;SG
culpa	skyld	culpa	skyld	N;FEM;SG	N;INDF;MASC+FEM;SG
culpa	skyld	culpa	skyld	N;FEM;SG	N;INDF;MASC+FEM;SG
culpa	skyldfølelse	culpa	skyldfølelse	N;FEM;SG	N;INDF;MASC+FEM;SG
concejales	rådsmedlemmer	concejal	rådsmedlem	N;MASC;PL	N;INDF;NEUT;PL
concejales	byrådsmedlemmer	concejal	byrådsmedlem	N;MASC;PL	N;INDF;NEUT;PL
singapur	singapore	singapur	singapor	N;MASC;SG	N;INDF;NEUT;SG
secreta	hemmelig	secreto	hemmelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
secreta	hemmeligt	secreto	hemmelig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
comerciantes	forhandlere	comerciante	forhandler	N;PL	N;INDF;MASC+FEM;PL
comerciantes	købmænd	comerciante	købmand	N;PL	N;INDF;MASC+FEM;PL
comerciantes	handlere	comerciante	handler	N;PL	N;INDF;MASC+FEM;PL
comerciantes	forhandlerne	comerciante	forhandle	N;PL	N;DEF;MASC+FEM;PL
comerciantes	forhandlere	comerciante	forhandler	N;PL	N;INDF;MASC+FEM;PL
bank	banken	bank	bank	N	N;DEF;MASC+FEM;SG
bank	bank	bank	bank	N	N;INDF;MASC+FEM;SG
meseta	plateau	meseta	plateau	N;FEM;SG	N;INDF;NEUT;SG
hamburgo	hamburg	hamburgo	hamburg	N;MASC;SG	N;INDF;MASC+FEM;SG
ordenado	velordnet	ordenado	velordne	ADJ;MASC;SG;V.PTCP	ADJ;INDF;SG
proporción	nøgletal	proporción	nøgletal	N;FEM;SG	N;INDF;MASC+FEM;SG
proporción	forhold	proporción	forhold	N;FEM;SG	N;INDF;NEUT;SG
proporción	andel	proporción	andel	N;FEM;SG	N;INDF;MASC+FEM;SG
asociada	tilhørende	asociado	tilhørende	ADJ;FEM;SG;V.PTCP	ADJ
fiat	fiat	fiat	fiat	N;MASC;SG	N;INDF;MASC+FEM;SG
interfaz	interface	interfaz	interface	N;FEM;SG	N;INDF;MASC+FEM;SG
interfaz	brugerflade	interfaz	brugerflade	N;FEM;SG	N;INDF;MASC+FEM;SG
interfaz	grænseflade	interfaz	grænseflade	N;FEM;SG	N;INDF;MASC+FEM;SG
correa	snor	correa	snor	N;FEM;SG	N;INDF;MASC+FEM;SG
correa	snoren	correa	snor	N;FEM;SG	N;DEF;MASC+FEM;SG
correa	gjord	correa	gjord	N;FEM;SG	N;INDF;MASC+FEM;SG
correa	rem	correa	rem	N;FEM;SG	N;INDF;MASC+FEM;SG
arquidiócesis	ærkebispedømmet	arquidiócesis	ærkebispedøm	N;FEM	N;DEF;NEUT;SG
secretaria	sekretær	secretaria	sekretær	N;FEM;SG	N;INDF;MASC+FEM;SG
distribuye	distribuerer	distribuir	distribuere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
distribuye	distribueres	distribuir	distribuere	V;IND;SG;3;PRS;FIN	V;NFIN;PASS
distribuye	distribuere	distribuir	distribuer	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
distribuye	fordeler	distribuir	fordel	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
concacaf	concacaf	concacaf	concacaf	N;FEM;SG	N;INDF;MASC+FEM;SG
auxiliar	assisterende	auxiliar	assistere	V;NFIN	V;PRS;V.PTCP
minería	minedrift	minería	minedrift	N;FEM;SG	N;INDF;NEUT;SG
corteza	bark	corteza	bark	N;FEM;SG	N;INDF;NEUT;SG
corteza	skorpe	corteza	skorp	N;FEM;SG	N;INDF;MASC+FEM;SG
corteza	cortex	corteza	cortex	N;FEM;SG	N;INDF;MASC+FEM;SG
verso	vers	verso	vers	N;MASC;SG	N;INDF;NEUT;SG
anónimo	anonym	anónimo	anonym	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
auge	boom	auge	boom	N;MASC;SG	N;INDF;NEUT;SG
auge	bom	auge	bom	N;MASC;SG	N;INDF;MASC+FEM;SG
encargo	bestilling	encargo	bestilling	N;MASC;SG	N;INDF;MASC+FEM;SG
encargo	ordre	encargo	ordre	N;MASC;SG	N;INDF;MASC+FEM;SG
encargo	rækkefølge	encargo	rækkefølg	N;MASC;SG	N;INDF;MASC+FEM;SG
sensación	fornemmelse	sensación	fornemmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
sensación	følelse	sensación	følelse	N;FEM;SG	N;INDF;MASC+FEM;SG
sensación	fornemmelse	sensación	fornemmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
sensación	sensation	sensación	sensation	N;FEM;SG	N;INDF;MASC+FEM;SG
afluentes	bifloder	afluente	biflode	N;PL	N;INDF;MASC+FEM;PL
suave	jævn	suave	jævn	ADJ;SG	ADJ;INDF;MASC+FEM;SG
suave	glat	suave	glat	ADJ;SG	ADJ;INDF;MASC+FEM;SG
suave	blød	suave	blød	ADJ;SG	ADJ;INDF;MASC+FEM;SG
suave	blødt	suave	blød	ADJ;SG	ADJ;INDF;NEUT;SG
suave	mild	suave	mild	ADJ;SG	ADJ;INDF;MASC+FEM;SG
suave	mildt	suave	mild	ADJ;SG	ADJ;INDF;NEUT;SG
suave	blid	suave	blid	ADJ;SG	ADJ;INDF;MASC+FEM;SG
constantes	konstante	constante	konstant	ADJ;PL	ADJ;PL
cbs	cbs	cbs	cbs	N;FEM;SG	N;INDF;MASC+FEM;SG
sencilla	simpel	sencillo	simpel	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
sencilla	enkelt	sencillo	enkelt	ADJ;FEM;SG	ADJ;INDF;SG
sencilla	enkel	sencillo	enkel	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
sencilla	simpelt	sencillo	simpel	ADJ;FEM;SG	ADJ
sencilla	nemt	sencillo	nemt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
sencilla	nem	sencillo	nem	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
sencilla	let	sencillo	let	ADJ;FEM;SG	ADJ;INDF;SG
sencilla	rolig	sencillo	rolig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
censura	censur	censura	censur	N;FEM;SG	N;INDF;MASC+FEM;SG
rebelde	oprørsk	rebelde	oprørsk	ADJ;SG	ADJ;INDF;SG
narrativa	storytelling	narrativa	storytelling	N;FEM;SG	N;INDF;MASC+FEM;SG
narrativa	fortælling	narrativa	fortælling	N;FEM;SG	N;INDF;MASC+FEM;SG
gerente	driftsleder	gerente	driftsleder	N;SG	N;INDF;MASC+FEM;SG
gerente	manager	gerente	manager	N;SG	N;INDF;MASC+FEM;SG
gerente	leder	gerente	leder	N;SG	N;INDF;MASC+FEM;SG
encuesta	undersøgelse	encuesta	undersøgelse	N;FEM;SG	N;INDF;MASC+FEM;SG
encuesta	afstemning	encuesta	afstemning	N;FEM;SG	N;INDF;MASC+FEM;SG
encuesta	meningsmåling	encuesta	meningsmåling	N;FEM;SG	N;INDF;MASC+FEM;SG
afecta	påvirker	afectar	påvirke	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
afecta	berører	afectar	berøre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
afecta	påvirker	afectar	påvirke	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
afecta	påvirke	afectar	påvirke	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
pokémon	pokémon	pokémon	pokémon	N;MASC	N;INDF;MASC+FEM;SG
libertador	frelser	libertador	frelse	N;MASC;SG	N;INDF;MASC+FEM;SG
efectivamente	faktisk	efectivamente	faktisk	ADV	ADV
virreinato	vicekongedømmet	virreinato	vicekongedøm	N;MASC;SG	N;DEF;NEUT;SG
seca	tørt	seco	tør	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
marchó	marcherede	marchar	marchere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
medir	måler	medir	måle	V;NFIN	V;IND;PRS;FIN;ACT
medir	måle	medir	måle	V;NFIN	V;NFIN;ACT
medir	måle	medir	måle	V;NFIN	V;NFIN;ACT
asume	antager	asumir	antage	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
asume	antage	asumir	antage	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
asume	antager	asumir	antage	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
dieta	diæt	dieta	diæt	N;FEM;SG	N;INDF;MASC+FEM;SG
dieta	kost	dieta	kost	N;FEM;SG	N;INDF;MASC+FEM;SG
discusiones	drøftelserne	discusión	drøftelse	N;FEM;PL	N;DEF;MASC+FEM;PL
discusiones	diskussioner	discusión	diskussion	N;FEM;PL	N;INDF;MASC+FEM;PL
discusiones	drøftelser	discusión	drøftelse	N;FEM;PL	N;INDF;MASC+FEM;PL
discusiones	diskussioner	discusión	diskussion	N;FEM;PL	N;INDF;MASC+FEM;PL
discusiones	drøftelser	discusión	drøftelse	N;FEM;PL	N;INDF;MASC+FEM;PL
discusiones	skænderier	discusión	skænderi	N;FEM;PL	N;INDF;NEUT;PL
discusiones	argumenter	discusión	argument	N;FEM;PL	N;INDF;NEUT;PL
panorama	panorama	panorama	panorama	N;MASC;SG	N;INDF;MASC+FEM;SG
rin	rhinen	rin	rhin	N;MASC;SG	N;DEF;MASC+FEM;SG
rin	rhin	rin	rhin	N;MASC;SG	N;INDF;MASC+FEM;SG
animada	livlig	animado	livlig	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC+FEM;SG
nativa	indfødt	nativo	indføde	ADJ;FEM;SG	ADJ;INDF;SG
nativa	hjemmehørende	nativo	hjemmehørende	ADJ;FEM;SG	ADJ
intensa	intens	intenso	intens	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
duelo	duel	duelo	duel	N;MASC;SG	N;INDF;MASC+FEM;SG
duelo	sorg	duelo	sorg	N;MASC;SG	N;INDF;MASC+FEM;SG
legend	legenden	legend	legende	N	N;DEF;MASC+FEM;SG
legend	legender	legend	legende	N	N;INDF;MASC+FEM;PL
legend	sagn	legend	sagn	N	N;INDF;NEUT;SG
acústica	akustisk	acústicar	akustisk	ADJ;FEM;SG	ADJ;INDF;SG
innovación	fornyelse	innovación	fornyelse	N;FEM;SG	N;INDF;MASC+FEM;SG
innovación	nyskabelse	innovación	nyskabelse	N;FEM;SG	N;INDF;MASC+FEM;SG
innovación	innovation	innovación	innovation	N;FEM;SG	N;INDF;MASC+FEM;SG
hueso	knogle	hueso	knogle	N;MASC;SG	N;INDF;MASC+FEM;SG
rincón	hjørne	rincón	hjørne	N;MASC;SG	N;INDF;NEUT;SG
rincón	hjørnet	rincón	hjørne	N;MASC;SG	N;DEF;NEUT;SG
ordenador	computeren	ordenador	computer	N;MASC;SG	N;DEF;MASC+FEM;SG
ordenador	computer	ordenador	compute	N;MASC;SG	N;INDF;MASC+FEM;SG
baño	toiletpapir	baño	toiletpapir	N;MASC;SG	N;INDF;NEUT;SG
baño	toilet	baño	toilet	N;MASC;SG	N;INDF;NEUT;SG
baño	toilettet	baño	toilet	N;MASC;SG	N;DEF;NEUT;SG
baño	wc	baño	wc	N;MASC;SG	N;INDF;NEUT;SG
baño	toilet	baño	toilet	N;MASC;SG	N;INDF;NEUT;SG
baño	badeværelse	baño	badeværelse	N;MASC;SG	N;INDF;NEUT;SG
baño	badeværelset	baño	badeværelse	N;MASC;SG	N;DEF;NEUT;SG
baño	wc	baño	wc	N;MASC;SG	N;INDF;NEUT;SG
baño	badekar	baño	badekar	N;MASC;SG	N;INDF;NEUT;SG
seguros	forsikringer	seguro	forsikring	N;MASC;PL	N;INDF;MASC+FEM;PL
seguros	forsikringer	seguro	forsikring	N;MASC;PL	N;INDF;MASC+FEM;PL
correr	løber	correr	løbe	V;NFIN	V;IND;PRS;FIN;ACT
correr	løbe	correr	løbe	V;NFIN	V;NFIN;ACT
correr	kører	correr	køre	V;NFIN	V;IND;PRS;FIN;ACT
correr	kør	correr	kør	V;NFIN	V;IMP
correr	løbe	correr	løbe	V;NFIN	V;NFIN;ACT
correr	kørt	correr	køre	V;NFIN	V;INDF;SG;PST;V.PTCP
hms	hms	hms	hms	N;MASC;SG	N;INDF;NEUT;SG
ocupando	besætter	ocupar	besætte	V;V.MSDR	V;IND;PRS;FIN;ACT
ocupando	besætte	ocupar	besætte	V;V.MSDR	V;NFIN;ACT
cantando	synger	cantar	synge	V;V.MSDR	V;IND;PRS;FIN;ACT
cantando	synge	cantar	synge	V;V.MSDR	V;NFIN;ACT
cantando	syngende	cantar	synge	V;V.MSDR	V;PRS;V.PTCP
examen	gennemgang	examen	gennemgang	N;MASC;SG	N;INDF;MASC+FEM;SG
examen	anmeldelse	examen	anmeldelse	N;MASC;SG	N;INDF;MASC+FEM;SG
examen	eksamen	examen	eksamen	N;MASC;SG	N;INDF;MASC+FEM;SG
examen	undersøgelse	examen	undersøgelse	N;MASC;SG	N;INDF;MASC+FEM;SG
examen	eksamen	examen	eksamen	N;MASC;SG	N;INDF;MASC+FEM;SG
examen	eksamens	examen	eksamens	N;MASC;SG	N;INDF;MASC+FEM;SG
depósitos	reservoirer	depósito	reservoire	N;MASC;PL	N;INDF;MASC+FEM;PL
depósitos	indeståender	depósito	indestående	N;MASC;PL	N;INDF;NEUT;PL
depósitos	aflejringer	depósito	aflejring	N;MASC;PL	N;INDF;MASC+FEM;PL
depósitos	indlån	depósito	indlån	N;MASC;PL	N;INDF;NEUT;PL
ocasionalmente	lejlighedsvis	ocasionalmente	lejlighedsvis	ADV	ADV
homer	homer	homer	homer	N;MASC;SG	N;INDF;MASC+FEM;SG
liverpool	liverpool	liverpool	liverpool	N;MASC;SG	N;INDF;MASC+FEM;SG
rap	rapper	rap	rappe	N;MASC;SG	N;INDF;MASC+FEM;SG
rap	rap	rap	rap	N;MASC;SG	N;INDF;NEUT;SG
respondió	svarede	responder	svare	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
respondió	besvaret	responder	besvar	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
respondió	besvaret	responder	besvar	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
respondió	svarede	responder	svare	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
asistir	deltager	asistir	deltage	V;NFIN	V;IND;PRS;FIN;ACT
asistir	assistere	asistir	assistere	V;NFIN	V;NFIN;ACT
asistir	bistå	asistir	bistå	V;NFIN	V;NFIN;ACT
asistir	deltage	asistir	deltage	V;NFIN	V;NFIN;ACT
turistas	turisterne	turista	turist	N;PL	N;DEF;MASC+FEM;PL
turistas	turister	turista	turist	N;PL	N;INDF;MASC+FEM;PL
darío	darius	darío	darius	N;MASC;SG	N;INDF;MASC+FEM;SG
imdb	imdb	imdb	imdb	N;FEM;SG	N;INDF;MASC+FEM;SG
autobús	bus	autobús	bus	N;MASC;SG	N;INDF;MASC+FEM;SG
autobús	bussen	autobús	bus	N;MASC;SG	N;DEF;MASC+FEM;SG
actuando	handler	actuar	handle	V;V.MSDR	V;IND;PRS;FIN;ACT
anuncia	bekendtgør	anunciar	bekendtgør	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
anuncia	annoncerer	anunciar	annoncere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
anuncia	meddeler	anunciar	meddele	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
anuncia	annoncerer	anunciar	annoncere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
anuncia	meddele	anunciar	meddel	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
anuncia	bekendtgør	anunciar	bekendtgør	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
anuncia	annoncere	anunciar	annoncere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
confusión	forvirring	confusión	forvirring	N;FEM;SG	N;INDF;MASC+FEM;SG
confusión	forveksling	confusión	forveksling	N;FEM;SG	N;INDF;MASC+FEM;SG
tendencias	tendenser	tendencia	tendens	N;FEM;PL	N;INDF;MASC+FEM;PL
tendencias	udviklingstendenser	tendencia	udviklingstendense	N;FEM;PL	N;INDF;MASC+FEM;PL
secretos	hemmeligheder	secreto	hemmelighed	N;MASC;PL	N;INDF;MASC+FEM;PL
probabilidad	sandsynligheden	probabilidad	sandsynlighed	N;FEM;SG	N;DEF;MASC+FEM;SG
probabilidad	sandsynlighed	probabilidad	sandsynlighed	N;FEM;SG	N;INDF;MASC+FEM;SG
probabilidad	sandsynligheden	probabilidad	sandsynlighed	N;FEM;SG	N;DEF;MASC+FEM;SG
probabilidad	sandsynlighed	probabilidad	sandsynlighed	N;FEM;SG	N;INDF;MASC+FEM;SG
exhibición	udstilling	exhibición	udstilling	N;FEM;SG	N;INDF;MASC+FEM;SG
exhibición	udstillingen	exhibición	udstilling	N;FEM;SG	N;DEF;MASC+FEM;SG
exhibición	fremvisning	exhibición	fremvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
exhibición	udstilling	exhibición	udstilling	N;FEM;SG	N;INDF;MASC+FEM;SG
exhibición	opvisning	exhibición	opvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
amistoso	venskabelig	amistoso	venskabelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
amistoso	venlig	amistoso	venlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
amistoso	venligt	amistoso	venligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
amistoso	mindelig	amistoso	mindelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
convenio	pagt	convenio	pagt	N;MASC;SG	N;INDF;MASC+FEM;SG
convenio	pagten	convenio	pagt	N;MASC;SG	N;DEF;MASC+FEM;SG
convenio	konventet	convenio	konvent	N;MASC;SG	N;DEF;NEUT;SG
convenio	konventionen	convenio	konvention	N;MASC;SG	N;DEF;MASC+FEM;SG
convenio	konvent	convenio	konvent	N;MASC;SG	N;INDF;NEUT;SG
convenio	konvention	convenio	konvention	N;MASC;SG	N;INDF;MASC+FEM;SG
entretenimiento	underholdning	entretenimiento	underholdning	N;MASC;SG	N;INDF;MASC+FEM;SG
temprano	tidligt	temprano	tidligt	ADV	ADV
euphorbia	euphorbia	euphorbia	euphorbia	N;FEM;SG	N;INDF;MASC+FEM;SG
direcciones	anvisninger	dirección	anvisning	N;FEM;PL	N;INDF;MASC+FEM;PL
direcciones	retninger	dirección	retning	N;FEM;PL	N;INDF;MASC+FEM;PL
direcciones	adresserne	dirección	adresse	N;FEM;PL	N;DEF;MASC+FEM;PL
direcciones	adresser	dirección	adresse	N;FEM;PL	N;INDF;MASC+FEM;PL
soprano	sopran	soprano	sopran	N;FEM;SG	N;INDF;MASC+FEM;SG
delitos	forbrydelser	delito	forbrydelse	N;MASC;PL	N;INDF;MASC+FEM;PL
delitos	lovovertrædelser	delito	lovovertrædelse	N;MASC;PL	N;INDF;MASC+FEM;PL
atletas	atleter	atleta	atlet	N;PL	N;INDF;MASC+FEM;PL
atletas	sportsfolk	atleta	sportsfolk	N;PL	N;INDF;NEUT;PL
semifinal	semifinalen	semifinal	semifinale	N;FEM;SG	N;DEF;MASC+FEM;SG
asumir	antag	asumir	antag	V;NFIN	V;IMP
asumir	antager	asumir	antage	V;NFIN	V;IND;PRS;FIN;ACT
asumir	antage	asumir	antage	V;NFIN	V;NFIN;ACT
espectro	spektrum	espectro	spektrum	N;MASC;SG	N;INDF;NEUT;SG
serio	seriøs	serio	seriøs	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
serio	alvorlig	serio	alvorlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
conducción	bilkørsel	conducción	bilkørsel	N;FEM;SG	N;INDF;MASC+FEM;SG
conducción	kørsel	conducción	kørsel	N;FEM;SG	N;INDF;MASC+FEM;SG
gobernantes	magthavere	gobernante	magthaver	N;PL	N;INDF;MASC+FEM;PL
