per	for	per	for	ADP	ADP
scala	scala	scala	scale	N;FEM;SG	N;DEF;FEM;SG
chris	chris	chris	chris	N	N;INDF;MASC;SG
die	die	die	die	N;MASC;SG	N;INDF
die	dø	die	dø	N;MASC;SG	N;INDF;MASC;SG
partecipazione	oppmøte	partecipazione	oppmøte	N;FEM;SG	N;INDF;NEUT;SG
partecipazione	deltakelse	partecipazione	deltakels	N;FEM;SG	N;INDF;MASC;SG
partecipazione	deltagelse	partecipazione	deltagelse	N;FEM;SG	N;INDF;MASC;SG
mike	mike	mike	mike	N	N;INDF;MASC;SG
vincenzo	vincent	vincenzo	vincent	N;MASC;SG	N;INDF;MASC;SG
vincenzo	valerij	vincenzo	valerij	N;MASC;SG	N;INDF;MASC;SG
vincenzo	vincenzo	vincenzo	vincenzo	N;MASC;SG	N;INDF;MASC;SG
prendere	tar	prendere	ta	V;NFIN	V;IND;PRS;FIN
prendere	ta	prendere	ta	V;NFIN	V;IMP;FIN
modifiche	endringer	modifica	endring	N;FEM;PL	N;INDF;FEM;PL
modifiche	edits	modifica	edits	N;FEM;PL	N
modifiche	redigeringer	modifica	redigeringer	N;FEM;PL	N;INDF;FEM;PL
modifiche	endringer	modifica	endring	N;FEM;PL	N;INDF;FEM;PL
modifiche	forandringer	modifica	forandring	N;FEM;PL	N;INDF;FEM;PL
modifiche	endringene	modifica	endring	N;FEM;PL	N;DEF;FEM;PL
canadese	canadisk	canadese	canadisk	N;SG	N;INDF;MASC;SG
scalemajor	scalemajor	scalemajor	scalemajor	N;MASC;SG	N;INDF;MASC;SG
timeaxis	timeaxis	timeaxis	timeaxis	N;MASC;SG	N;INDF;MASC;SG
imagesize	imagesize	imagesizo	imagesive	N;FEM;SG	N;INDF;MASC;SG
famiglie	husholdninger	famiglia	husholdning	N;FEM;PL	N;INDF;FEM;PL
famiglie	familier	famiglia	familie	N;FEM;PL	N;INDF;FEM;PL
famiglie	familiene	famiglia	familie	N;FEM;PL	N;DEF;FEM;PL
australia	australia	australia	australia	N;FEM;SG	N;INDF;MASC;SG
match	fyrstikk	match	fyrstikk	N;MASC	N;INDF;MASC;SG
match	treff	match	treff	N;MASC	N;INDF;NEUT;SG
match	match	match	match	N;MASC	N;INDF;MASC;SG
secoli	århundrer	secolo	århundre	N;MASC;PL	N;INDF;FEM;PL
grand	grand	grand	grand	N;MASC	N;INDF;MASC;SG
esterno	ytre	esterno	ytre	ADJ;MASC;SG	ADJ;CMPR
esterno	ekstern	esterno	ekstern	ADJ;MASC;SG	ADJ;INDF;SG
esterno	eksternt	esterno	eksternt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
esterno	utvendig	esterno	utvendig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
sangue	blod	sangue	blod	N;MASC;SG	N;INDF;NEUT;SG
sangue	blood	sangue	blood	N;MASC;SG	N;INDF;SG
sergio	sergius	sergio	sergius	N;MASC;SG	N;INDF;MASC;SG
sergio	sergio	sergio	sergio	N;MASC;SG	N;INDF;MASC;SG
traduzione	oversettelse	traduzione	oversettelse	N;FEM;SG	N;INDF;MASC;SG
traduzione	oversettelsen	traduzione	oversettelse	N;FEM;SG	N;DEF;MASC;SG
piani	planene	piano	plan	N;MASC;PL	N;DEF;MASC;PL
piani	planer	piano	plan	N;MASC;PL	N;INDF;MASC;PL
padova	padua	padova	padua	N;FEM;SG	N;INDF;MASC;SG
ricevuto	mottok	ricevere	motta	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
pierre	pierre	pierre	pierre	N;MASC;SG	N;INDF;MASC;SG
ghiaccio	is	ghiaccio	is	N;MASC;SG	N;INDF;MASC;SG
ghiaccio	ice	ghiaccio	ice	N;MASC;SG	N;INDF;SG
chiaro	klart	chiaro	klar	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
trovato	fann	trovare	finne	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
trovato	fant	trovare	finne	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
cina	china	cina	china	N;FEM;SG	N
backgroundcolors	backgroundcolors	backgroundcolors	backgroundcolors	N;MASC;SG	N;INDF;MASC;SG
alpi	alpene	alpo	alp	N;FEM;PL	N;DEF;FEM;PL
supporto	støtte	supporto	støtte	N;MASC;SG	N;INDF;FEM;SG
supporto	brukerstøtte	supporto	brukerstøtte	N;MASC;SG	N;INDF;FEM;SG
supporto	support	supporto	support	N;MASC;SG	N;INDF;MASC;SG
rapporti	rapportene	rapporto	rapport	N;MASC;PL	N;DEF;FEM;PL
nicola	nicola	nicola	nicol	N;MASC;SG	N
nicola	nicholas	nicola	nichol	N;MASC;SG	N
difficile	hard	difficile	hard	ADJ;SG	ADJ;INDF;SG
difficile	vanskeleg	difficile	vanskeleg	ADJ;SG	ADJ;INDF;NEUT;SG
difficile	hardt	difficile	hard	ADJ;SG	ADJ;INDF;NEUT;SG
difficile	vanskelig	difficile	vanskelig	ADJ;SG	ADJ;INDF;NEUT;SG
difficile	vanskelig	difficile	vanskelig	ADJ;SG	ADJ;INDF;NEUT;SG
voto	avstemning	voto	avstemning	N;MASC;SG	N;INDF;FEM;SG
voto	stemme	voto	stemme	N;MASC;SG	N;INDF;FEM;SG
voto	stem	voto	stem	N;MASC;SG	N;INDF;MASC;SG
voto	avstemming	voto	avstemming	N;MASC;SG	N;INDF;FEM;SG
lotta	bryting	lotta	bryting	N;FEM;SG	N;INDF;FEM;SG
lotta	kamp	lotta	kamp	N;FEM;SG	N;INDF;MASC;SG
lotta	slåsskamp	lotta	slåsskamp	N;FEM;SG	N;INDF;MASC;SG
lotta	kjemp	lotta	kjempe	N;FEM;SG	N;INDF;MASC;SG
lotta	fight	lotta	fight	N;FEM;SG	N;INDF;MASC;SG
ragazzi	gutter	ragazzo	gutter	N;MASC;PL	N;INDF;FEM;PL
ragazzi	guttene	ragazzo	gutt	N;MASC;PL	N;DEF;FEM;PL
ragazzi	ungdommer	ragazzo	ungdom	N;MASC;PL	N;INDF;MASC;PL
ragazzi	barn	ragazzo	barn	N;MASC;PL	N;INDF;NEUT;PL
ragazzi	gutter	ragazzo	gutter	N;MASC;PL	N;INDF;FEM;PL
ragazzi	karer	ragazzo	karer	N;MASC;PL	N;INDF;FEM;PL
misura	måling	misura	måling	N;FEM;SG	N;INDF;FEM;SG
misura	måle	misura	måle	N;FEM;SG	N;INDF;NEUT;SG
pianta	plante	pianta	plant	N;FEM;SG	N;INDF;FEM;SG
termini	vilkårene	termine	vilkår	N;MASC;PL	N;DEF;FEM;PL
termini	betingelsene	termine	betingelse	N;MASC;PL	N;DEF;MASC;PL
termini	vilkår	termine	vilkår	N;MASC;PL	N;INDF;NEUT;PL
occhi	eyes	occhio	eyks	N;MASC;PL	N
occhi	øynene	occhio	øyne	N;MASC;PL	N;DEF;MASC;PL
regioni	regioner	regione	regionere	N;FEM;PL	N;INDF;MASC;PL
spacewatch	spacewatch	spacewatch	spacewatch	N;MASC	N
california	californias	california	californias	N;FEM;SG	N;INDF;MASC;SG
california	california	california	californi	N;FEM;SG	N;DEF;FEM;SG
marcatore	tusj	marcatore	tusj	N;MASC;SG	N;INDF;NEUT;SG
marcatore	markør	marcatore	markør	N;MASC;SG	N;INDF;MASC;SG
premi	priser	premio	prise	N;MASC;PL	N;INDF;FEM;PL
risposta	svar	risposta	svar	N;FEM;SG	N;INDF;NEUT;SG
risposta	svar	risposta	svar	N;FEM;SG	N;INDF;NEUT;SG
risposta	respons	risposta	respons	N;FEM;SG	N;INDF;MASC;SG
medio	midtre	medio	midtre	ADJ;MASC;SG	ADJ;CMPR
atleta	idrettsutøver	atleta	idrettsutøver	N;SG	N;INDF;NEUT;SG
atleta	atlet	atleta	atl	N;SG	N;INDF;MASC;SG
atleta	idrettsmann	atleta	idrettsmann	N;SG	N;INDF;MASC;SG
culturale	kulturell	culturale	kulturell	ADJ;SG	ADJ;INDF;SG
realizzazione	realisering	realizzazione	realisering	N;FEM;SG	N;INDF;FEM;SG
secondi	second	secondo	second	N;MASC;PL	N
modelli	modeller	modello	modeller	N;MASC;PL	N;INDF;MASC;PL
auto	bil	auto	bil	N;FEM	N;INDF;MASC;SG
auto	auto	auto	auto	N;FEM	N;INDF;MASC;SG
sesso	kjønn	sesso	kjønn	N;MASC;SG	N;INDF;NEUT;SG
sesso	sex	sesso	sex	N;MASC;SG	N;INDF;MASC;SG
ragione	årsak	ragione	årsak	N;FEM;SG	N;INDF;FEM;SG
ragione	fornuft	ragione	fornuft	N;FEM;SG	N;INDF;FEM;SG
ragione	grunn	ragione	grunn	N;FEM;SG	N;INDF;MASC;SG
strumenti	instrumenter	strumento	instrumenter	N;MASC;PL	N;INDF;FEM;PL
strumenti	virkemidler	strumento	virkemidder	N;MASC;PL	N;INDF;FEM;PL
steve	steve	steva	steve	N;SG	N;INDF;MASC;SG
contenuto	innhold	contenuto	innhold	N;MASC;SG	N;INDF;NEUT;SG
contenuto	innhald	contenuto	innhald	N;MASC;SG	N;INDF;NEUT;SG
contenuto	innholdet	contenuto	innhold	N;MASC;SG	N;DEF;NEUT;SG
contenuto	innhold	contenuto	innhold	N;MASC;SG	N;INDF;NEUT;SG
famoso	berømt	famoso	berømme	ADJ;MASC;SG	ADJ;INDF;SG
juan	juan	juan	juan	N;MASC;SG	N;INDF;MASC;SG
terreno	jord	terreno	jord	N;MASC;SG	N;INDF;FEM;SG
terreno	terrenget	terreno	terreng	N;MASC;SG	N;DEF;NEUT;SG
terreno	terreng	terreno	terreng	N;MASC;SG	N;INDF;NEUT;SG
piedi	føtter	piede	føtte	N;MASC;PL	N;INDF;FEM;PL
cielo	himmel	cielo	himmel	N;MASC;SG	N;INDF;MASC;SG
cielo	heaven	cielo	heav	N;MASC;SG	N;DEF;MASC;SG
cielo	himmelen	cielo	himmel	N;MASC;SG	N;DEF;MASC;SG
cielo	himmel	cielo	himmel	N;MASC;SG	N;INDF;MASC;SG
cielo	sky	cielo	sky	N;MASC;SG	N;INDF;FEM;SG
cielo	himmelen	cielo	himmel	N;MASC;SG	N;DEF;MASC;SG
notevole	merkverdig	notevole	merkverdig	ADJ;SG	ADJ;INDF;NEUT;SG
notevole	bemerkelsesverdig	notevole	bemerkelsesverdig	ADJ;SG	ADJ;INDF;NEUT;SG
durata	varighet	durata	varighet	N;FEM;SG	N;INDF;FEM;SG
componenti	komponentene	componente	komponent	N;PL	N;DEF;FEM;PL
analisi	analyser	analisi	analyse	N;FEM	N;INDF;FEM;PL
analisi	analyse	analisi	analyse	N;FEM	N;INDF;MASC;SG
teatrale	teatralsk	teatrale	teatralsk	ADJ;SG	ADJ;INDF;NEUT;SG
maggioranza	flertall	maggioranza	flertall	N;FEM;SG	N;INDF;NEUT;SG
maggioranza	majoritet	maggioranza	majoritet	N;FEM;SG	N;INDF;MASC;SG
maggioranza	flertallet	maggioranza	flertall	N;FEM;SG	N;DEF;NEUT;SG
tempio	tempelet	tempio	tempel	N;MASC;SG	N;DEF;NEUT;SG
tempio	tempel	tempio	tempel	N;MASC;SG	N;INDF;NEUT;SG
tempio	temple	tempio	temple	N;MASC;SG	N;INDF;MASC;SG
gesù	jesus	gesù	jesus	N;MASC;SG	N;MASC
quantità	mengder	quantità	mengd	N;FEM	N;INDF;FEM;PL
quantità	mengde	quantità	mengde	N;FEM	N
quantità	antall	quantità	antall	N;FEM	N;INDF;NEUT;SG
quantità	kvantitet	quantità	kvantitet	N;FEM	N;INDF;MASC;SG
joe	joe	joe	joe	N;MASC	N;INDF;MASC;SG
sera	sera	sera	sere	N;FEM;SG	N
sera	kveld	sera	kveld	N;FEM;SG	N;INDF;MASC;SG
sera	aften	sera	aft	N;FEM;SG	N;DEF;MASC;SG
concerto	konsert	concerto	konsert	N;MASC;SG	N;INDF;MASC;SG
concerto	concert	concerto	concert	N;MASC;SG	N
pertanto	derfor	pertanto	derfor	ADV	ADV
mani	hendene	mano	hand	N;FEM;PL	N;DEF;FEM;PL
mani	hender	mano	hand	N;FEM;PL	N;INDF;FEM;PL
mani	hands	mano	hand	N;FEM;PL	N
jones	jones	jones	jone	N;MASC;SG	N;INDF;MASC;SG
minori	mindre	minore	liten	ADJ;CMPR;PL	ADJ;CMPR
williams	williams	williams	williams	N;FEM;SG	N;INDF;MASC;SG
filosofia	filosofi	filosofia	filosofi	N;FEM;SG	N;INDF;MASC;SG
disponibile	tilgjengeleg	disponibile	tilgjengeleg	ADJ;SG	ADJ;INDF;SG
disponibile	ledig	disponibile	ledig	ADJ;SG	ADJ;INDF;SG
disponibile	tilgjengelig	disponibile	tilgjengelig	ADJ;SG	ADJ;INDF;NEUT;SG
vienna	wien	vienna	wien	N;FEM;SG	N
vienna	vienna	vienna	vienne	N;FEM;SG	N;INDF;NEUT;SG
guardia	vakt	guardia	vakt	N;FEM;SG	N;INDF;FEM;SG
competizione	konkurranse	competizione	konkurranse	N;FEM;SG	N;INDF;MASC;SG
attivo	aktivt	attivo	aktiv	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
attivo	aktiv	attivo	aktiv	ADJ;MASC;SG	ADJ;INDF;SG
conflitto	konflikt	conflitto	konflikt	N;MASC;SG	N;INDF;MASC;SG
partecipa	deltar	partecipare	delta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
partecipa	delta	partecipare	delta	V;IND;SG;3;PRS;FIN	V;NFIN
confine	grensen	confine	grens	N;MASC;SG	N;DEF;MASC;SG
stelle	stjernene	stella	stjerne	N;FEM;PL	N;DEF;FEM;PL
stelle	stjerner	stella	stjerne	N;FEM;PL	N;INDF;FEM;PL
crisi	kriser	crisi	krise	N;FEM	N;INDF;FEM;PL
crisi	krise	crisi	krise	N;FEM	N;INDF;FEM;SG
moderna	moderne	moderno	moderne	ADJ;FEM;SG	ADJ;INDF;SG
avvocato	jurist	avvocato	jurist	N;MASC;SG	N;INDF;MASC;SG
avvocato	advokat	avvocato	advokat	N;MASC;SG	N;INDF;MASC;SG
quarta	fjerde	quarto	fjerde	ADJ;FEM;SG	ADJ;DEF;SG
claudio	claudius	claudio	claudius	N;MASC;SG	N;INDF;MASC;SG
claudio	claudio	claudio	claudio	N;MASC;SG	N;INDF;MASC;SG
facciata	fasade	facciata	fase	N;FEM;SG	N;INDF;MASC;SG
facciata	fasaden	facciata	fasade	N;FEM;SG	N;DEF;MASC;SG
descrizione	skildring	descrizione	skildring	N;FEM;SG	N;INDF;FEM;SG
descrizione	beskrivelse	descrizione	beskrivelse	N;FEM;SG	N;INDF;MASC;SG
descrizione	beskrivelsen	descrizione	beskrivels	N;FEM;SG	N;DEF;MASC;SG
raggiunto	nådde	raggiungere	nå	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
fondato	grunnla	fondare	grunnle	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
avanti	fremover	avanti	fremover	ADV	ADV
conquista	erobring	conquista	erobring	N;FEM;SG	N;INDF;FEM;SG
conquista	hersk	conquista	hersk	N;FEM;SG	N;INDF;MASC;SG
esistenza	tilværelse	esistenza	tilværels	N;FEM;SG	N;INDF;MASC;SG
esistenza	eksistens	esistenza	eksistens	N;FEM;SG	N;INDF;MASC;SG
francisco	francisco	francisco	francisco	N;MASC;SG	N
canada	canada	canada	canad	N;FEM;SG	N
economia	økonomi	economia	økonomi	N;FEM;SG	N;INDF;MASC;SG
economia	samfunnsøkonomi	economia	samfunnsøkonomi	N;FEM;SG	N;INDF;MASC;SG
economia	økonomi	economia	økonomi	N;FEM;SG	N;INDF;MASC;SG
regole	regler	regola	regel	N;FEM;PL	N;INDF;FEM;PL
trasmissione	overføring	trasmissione	overføring	N;FEM;SG	N;INDF;FEM;SG
trasmissione	sending	trasmissione	sending	N;FEM;SG	N;INDF;FEM;SG
trasmissione	sending	trasmissione	sending	N;FEM;SG	N;INDF;FEM;SG
trasmissione	sendingen	trasmissione	sending	N;FEM;SG	N;DEF;MASC;SG
trasmissione	kringkasting	trasmissione	kringkasting	N;FEM;SG	N;INDF;FEM;SG
air	luft	air	luft	N;MASC	N;INDF;FEM;SG
air	air	air	air	N;MASC	N
criteri	kriterier	criterio	kriterium	N;MASC;PL	N;INDF;NEUT;PL
pianeta	planet	pianeta	plan	N;MASC;SG	N;DEF;NEUT;SG
segno	signer	segno	signe	N;MASC;SG	N;INDF;MASC;SG
segno	jærtegn	segno	jærtegn	N;MASC;SG	N;INDF;FEM;SG
segno	tegn	segno	tegn	N;MASC;SG	N;INDF;NEUT;SG
edifici	bygninger	edificio	bygninger	N;MASC;PL	N;INDF;MASC;PL
pianoforte	piano	pianoforte	piano	N;MASC;SG	N;INDF;MASC;SG
maschi	hanner	maschio	hanne	N;MASC;PL	N;INDF;FEM;PL
singoli	individuelle	singolo	individuell	ADJ;MASC;PL	ADJ;PL
bella	vakker	bello	vakker	ADJ;FEM;SG	ADJ;INDF;SG
bella	vakkert	bello	vakker	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
bella	fin	bello	fin	ADJ;FEM;SG	ADJ;INDF;SG
bella	fint	bello	fin	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
argomento	emne	argomento	emne	N;MASC;SG	N;INDF;NEUT;SG
argomento	tema	argomento	tema	N;MASC;SG	N;INDF;NEUT;SG
argomento	argumentet	argomento	argument	N;MASC;SG	N;DEF;NEUT;SG
argomento	argumentasjon	argomento	argumentasjon	N;MASC;SG	N;INDF;MASC;SG
time	tid	time	tid	N	N;INDF;FEM;SG
time	klokkeslett	time	klokkeslett	N	N;INDF;FEM;SG
time	gang	time	gang	N	N;INDF;MASC;SG
scott	scott	scott	scott	N;MASC;SG	N;INDF;MASC;SG
guglielmo	william	guglielmo	william	N;MASC;SG	N;INDF;MASC;SG
guglielmo	guglielmo	guglielmo	guglielmo	N;MASC;SG	N;INDF;MASC;SG
legno	trevirke	legno	trevirke	N;MASC;SG	N;INDF;NEUT;SG
legno	treverk	legno	treverk	N;MASC;SG	N;INDF;NEUT;SG
altare	alter	altare	alter	N;MASC;SG	N;INDF;NEUT;SG
amministrazione	administrasjonen	amministrazione	administrasjon	N;FEM;SG	N;DEF;MASC;SG
amministrazione	administrasjon	amministrazione	administrasjon	N;FEM;SG	N;INDF;MASC;SG
guest	gjest	guest	gjest	N	N;INDF;MASC;SG
guest	gjesten	guest	gjest	N	N;DEF;MASC;SG
storie	historier	storia	historie	N;FEM;PL	N;INDF;FEM;PL
storie	hendingar	storia	hending	N;FEM;PL	N;INDF;FEM;PL
storie	fortellinger	storia	fortellinger	N;FEM;PL	N;INDF;FEM;PL
terminata	fullførte	terminare	fullføre	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN
ospedale	hospital	ospedale	hospital	N;MASC;SG	N;INDF;MASC;SG
ospedale	sjukehus	ospedale	sjukehus	N;MASC;SG	N;INDF;NEUT;SG
ospedale	sykehus	ospedale	sykehus	N;MASC;SG	N;INDF;NEUT;SG
bordo	rim	bordo	rim	N;MASC;SG	N;INDF;NEUT;SG
bordo	kant	bordo	kant	N;MASC;SG	N;INDF;MASC;SG
bordo	edge	bordo	edge	N;MASC;SG	N
bordo	kanten	bordo	kant	N;MASC;SG	N;DEF;MASC;SG
metodo	metoden	metodo	metode	N;MASC;SG	N;DEF;MASC;SG
metodo	metode	metodo	metode	N;MASC;SG	N;INDF;MASC;SG
strutture	strukturer	struttura	struktur	N;FEM;PL	N;INDF;MASC;PL
battista	battista	battista	battist	N;SG	N;INDF;FEM;SG
operazioni	operasjoner	operazione	operasjon	N;FEM;PL	N;INDF;MASC;PL
trono	tronen	trono	tron	N;MASC;SG	N;DEF;MASC;SG
trono	trone	trono	trone	N;MASC;SG	N;INDF;FEM;SG
impianto	implantat	impianto	implantat	N;MASC;SG	N;INDF;NEUT;SG
nazioni	nasjoner	nazione	nasjon	N;FEM;PL	N;INDF;MASC;PL
simon	simon	simon	simon	N;MASC;SG	N;MASC
simon	simón	simon	simón	N;MASC;SG	N;INDF;MASC;SG
red	rødt	red	rødt	N	N;INDF;MASC;SG
red	rød	red	rød	N	N;INDF;NEUT;SG
red	red	red	red	N	N
religione	religion	religione	religion	N;FEM;SG	N;INDF;MASC;SG
religione	religionen	religione	religion	N;FEM;SG	N;DEF;MASC;SG
vecchia	gammelt	vecchio	gammel	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
vecchia	gammal	vecchio	gammal	ADJ;FEM;SG	ADJ;INDF;SG
commerciale	kommersielt	commerciale	kommersiel	ADJ;SG	ADJ;INDF;NEUT;SG
commerciale	kommersiell	commerciale	kommersiell	ADJ;SG	ADJ;INDF;SG
incarico	tilordning	incarico	tilordning	N;MASC;SG	N;INDF;FEM;SG
indica	indikerer	indicare	indikere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
conseguenza	konsekvens	conseguenza	konsekvens	N;FEM;SG	N;INDF;MASC;SG
trasporto	transport	trasporto	transport	N;MASC;SG	N;INDF;MASC;SG
trasporto	transport	trasporto	transport	N;MASC;SG	N;INDF;MASC;SG
scene	scenene	scena	scene	N;FEM;PL	N;DEF;FEM;PL
scene	scener	scena	scene	N;FEM;PL	N;INDF;FEM;PL
teste	heads	testa	heads	N;FEM;PL	N
teste	hodene	testa	hode	N;FEM;PL	N;DEF;FEM;PL
utile	nyttig	utile	nyttig	ADJ;SG	ADJ;INDF;NEUT;SG
utile	brukbart	utile	brukbar	ADJ;SG	ADJ;INDF;NEUT;SG
utile	nyttig	utile	nyttig	ADJ;SG	ADJ;INDF;NEUT;SG
life	liv	life	liv	N	N;INDF;NEUT;SG
life	livet	life	liv	N	N;DEF;NEUT;SG
life	life	life	life	N	N;INDF;MASC;SG
royal	kongelig	royal	kongelig	N;MASC	N;INDF;MASC;SG
royal	royal	royal	royal	N;MASC	N;INDF;MASC;SG
mary	mary	mary	mary	N;FEM;SG	N;INDF;FEM;SG
aiutare	hjelper	aiutare	hjelpe	V;NFIN	V;IND;PRS;FIN
signore	damer	signore	dame	N;MASC;PL	N;INDF;FEM;PL
cristo	kristus	cristo	kristus	N;MASC;SG	N;INDF;MASC;SG
cristo	christ	cristo	christ	N;MASC;SG	N
cristo	cristo	cristo	cristo	N;MASC;SG	N;INDF;MASC;SG
monastero	kloster	monastero	kloster	N;MASC;SG	N;INDF;NEUT;SG
contatto	kontakte	contatto	kontakt	N;MASC;SG	N;INDF;NEUT;SG
contatto	kontakt	contatto	kontakt	N;MASC;SG	N;INDF;MASC;SG
contatto	contact	contatto	contact	N;MASC;SG	N
white	hvit	white	hvit	N	N;INDF;MASC;SG
white	white	white	white	N	N;INDF
white	hvitt	white	hvi	N	N;INDF;NEUT;SG
white	hvite	white	hvite	N	N;INDF;NEUT;SG
big	big	big	big	N	N;INDF;SG
tipi	typer	tipo	type	N;MASC;PL	N;INDF;MASC;PL
dollari	dollar	dollaro	dollar	N;MASC;PL	N;INDF;MASC;PL
territori	territorier	territorio	territorie	N;MASC;PL	N;INDF;FEM;PL
lavorare	arbeide	lavorare	arbeide	V;NFIN	V;NFIN
lavorare	jobbe	lavorare	jobbe	V;NFIN	V;NFIN
lavorare	arbeider	lavorare	arbeide	V;NFIN	V;IND;PRS;FIN
amministratore	admin	amministratore	admin	N;MASC;SG	N;INDF;NEUT;SG
amministratore	administrator	amministratore	administrator	N;MASC;SG	N;INDF;MASC;SG
amministratore	administrator	amministratore	administrator	N;MASC;SG	N;INDF;MASC;SG
orbita	bane	orbita	bane	N;FEM;SG	N;INDF;FEM;SG
orbita	kretsløp	orbita	kretsløp	N;FEM;SG	N;INDF;NEUT;SG
walter	walter	walter	walter	N;MASC;SG	N;INDF;MASC;SG
madrid	madrid	madrid	madrid	N;MASC;SG	N;INDF;MASC;SG
letto	seng	letto	seng	N;MASC;SG	N;INDF;FEM;SG
disposizione	layout	disposizione	layout	N;FEM;SG	N;INDF;MASC;SG
disposizione	utforming	disposizione	utforming	N;FEM;SG	N;INDF;FEM;SG
disposizione	layouten	disposizione	layout	N;FEM;SG	N;DEF;MASC;SG
leone	løven	leone	løv	N;MASC;SG	N;DEF;MASC;SG
leone	lion	leone	lion	N;MASC;SG	N;INDF;MASC;SG
leone	løve	leone	løve	N;MASC;SG	N;INDF;FEM;SG
leone	leone	leone	leone	N;MASC;SG	N;INDF;SG
leone	leo	leone	leo	N;MASC;SG	N;INDF;MASC;SG
ala	fløyen	ala	fløy	N;FEM;SG	N;DEF;MASC;SG
ala	ving	ala	ving	N;FEM;SG	N;INDF;MASC;SG
ala	vinge	ala	vinge	N;FEM;SG	N;INDF;MASC;SG
ala	ala	ala	ale	N;FEM;SG	N;INDF;MASC;SG
genitori	foreldre	genitore	forelder	N;MASC;PL	N;INDF;MASC;PL
genitori	foreldre	genitore	forelder	N;MASC;PL	N;INDF;MASC;PL
simbolo	symbol	simbolo	symbol	N;MASC;SG	N;INDF;NEUT;SG
quinto	femte	quinto	femte	ADJ;MASC;SG	ADJ;DEF;SG
quinto	quintus	quinto	quintus	ADJ;MASC;SG	ADJ;INDF;SG
ingegnere	ingeniør	ingegnere	ingeniør	N;MASC;SG	N;INDF;MASC;SG
bgcolor	bgcolor	bgcolor	bgcolor	N;MASC;SG	N;INDF;NEUT;SG
luna	luna	luna	lune	N;FEM;SG	N;INDF;MASC;SG
luna	lulla	luna	lulle	N;FEM;SG	N;INDF;NEUT;SG
luna	måne	luna	måne	N;FEM;SG	N;INDF;MASC;SG
luna	månen	luna	måne	N;FEM;SG	N;DEF;MASC;SG
luna	moon	luna	moon	N;FEM;SG	N;INDF;SG
resti	levninger	resto	levning	N;MASC;PL	N;INDF;FEM;PL
argentina	argentinsk	argentino	argentinsk	ADJ;FEM;SG	ADJ;INDF;SG
argentina	argentinsk	argentino	argentinsk	ADJ;FEM;SG	ADJ;INDF;SG
leggi	lover	legge	lov	N;FEM;PL	N;INDF;FEM;PL
religioso	religiøst	religioso	religiøs	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
religioso	religiøs	religioso	religiøs	ADJ;MASC;SG	ADJ;INDF;SG
spirito	ånd	spirito	ånd	N;MASC;SG	N;INDF;FEM;SG
spirito	spirit	spirito	spirit	N;MASC;SG	N;INDF;MASC;SG
soluzione	løsning	soluzione	løsning	N;FEM;SG	N;INDF;FEM;SG
ministero	departement	ministero	departement	N;MASC;SG	N;INDF;NEUT;SG
ministero	departementet	ministero	departement	N;MASC;SG	N;DEF;NEUT;SG
ministero	ministry	ministero	ministry	N;MASC;SG	N;INDF;MASC;SG
computer	computer	computer	computer	N;MASC	N;INDF;NEUT;SG
computer	datamaskinen	computer	datamaskin	N;MASC	N;DEF;MASC;SG
computer	datamaskin	computer	datamaskin	N;MASC	N;INDF;FEM;SG
computer	datamaskiner	computer	datamaskin	N;MASC	N;INDF;FEM;PL
merito	merit	merito	merit	N;MASC;SG	N;INDF;SG
scheda	kategorien	scheda	kategori	N;FEM;SG	N;DEF;MASC;SG
scheda	fane	scheda	fan	N;FEM;SG	N;INDF;FEM;SG
scheda	tab	scheda	tab	N;FEM;SG	N
scheda	fanen	scheda	fan	N;FEM;SG	N;DEF;MASC;SG
settimane	ukene	settimana	ukene	N;FEM;PL	N;DEF;FEM;PL
settimane	weeks	settimana	weeks	N;FEM;PL	N
bari	bari	bari	bari	N;MASC;SG	N;INDF;MASC;SG
ufficio	kontor	ufficio	kontor	N;MASC;SG	N;INDF;NEUT;SG
ufficio	kontoret	ufficio	kontor	N;MASC;SG	N;DEF;NEUT;SG
ufficio	office	ufficio	office	N;MASC;SG	N;INDF;MASC;SG
filosofo	filosof	filosofo	filosof	N;MASC;SG	N;INDF;MASC;SG
filosofo	filosofen	filosofo	filosof	N;MASC;SG	N;DEF;MASC;SG
sur	sur	sur	sur	N;SG	N;INDF;MASC;SG
harry	harry	harry	harry	N;MASC	N;INDF;MASC;SG
