dan	és	dan	és	CONJ	CONJ
administrasi	ügyintézés	administrasi	ügyintézés	N;SG	N;NOM;SG
administrasi	igazgatás	administrasi	igazgatás	N;SG	N;NOM;SG
langit	égbolt	langit	égbol	N;SG	N;NOM;SG
langit	égbolt	langit	égbol	N;SG	N;NOM;SG
mencakup	tartalmazza	mencakup	tartalmaz	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
dibawah	alatt	dibawah	alatt	ADP;SG;PASS	ADP
dibawah	alatt	dibawah	alatt	ADP;SG;PASS	ADP
dibawah	alá	dibawah	alá	ADP;SG;PASS	ADP
perwakilan	képviselet	perwakilan	képviselet	N;SG	N;NOM;SG
perwakilan	képviselete	perwakilan	képviselet	N;SG	N;NOM;SG
perwakilan	képviselő	perwakilan	képviselő	N;SG	N;NOM;SG
pagi	reggelt	pagi	reggelt	N;SG	N;NOM;SG
percaya	hiszem	percaya	hisz	V;SG;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
percaya	higgy	percaya	higgy	V;SG;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
percaya	hinni	percaya	hinni	V;SG;ACT	V;NFIN;ACT
percaya	elhinni	percaya	elhinni	V;SG;ACT	V;NFIN;ACT
meski	bár	meski	bár	CONJ	CONJ
volume	kötet	volume	kötet	N;SG	N;NOM;SG
volume	térfogat	volume	térfog	N;SG	N;NOM;SG
volume	mennyiség	volume	mennyiség	N;SG	N;NOM;SG
volume	kötet	volume	kötet	N;SG	N;NOM;SG
tari	tánc	tari	tánc	N;SG	N;NOM;SG
bukti	bizonyíték	bukti	bizonyíték	N;SG	N;NOM;SG
bukti	bizonyíték	bukti	bizonyíték	N;SG	N;NOM;SG
bukti	bizonyítás	bukti	bizonyítás	N;SG	N;NOM;SG
adipati	herceg	adipati	herceg	N	N;NOM;SG
kopi	kávét	kopi	kávét	N;SG	N;ACC;SG
kopi	kávé	kopi	kávé	N;SG	N;NOM;SG
region	régiói	region	régiói	N	N;NOM;SG
region	régiók	region	régió	N	N;NOM;PL
region	régió	region	régió	N	N;NOM;SG
region	régiók	region	régió	N	N;NOM;PL
ibrani	héberek	ibrani	héber	N	N;NOM;PL
ibrani	zsidók	ibrani	zsidó	N	N;NOM;PL
ibrani	héber	ibrani	héber	N	N;NOM;SG
makam	temetőben	makam	temető	N;SG	N;IN+ESS;SG
makam	temető	makam	temető	N;SG	N;NOM;SG
makam	sír	makam	sír	N;SG	N;NOM;SG
makam	sírba	makam	sír	N;SG	N;IN+ALL;SG
makam	sír	makam	sír	N;SG	N;NOM;SG
makam	mauzóleum	makam	mauzóleum	N;SG	N;NOM;SG
ketinggian	emelkedés	ketinggian	emelkedés	N;SG	N;NOM;SG
kejuaraan	bajnokság	kejuaraan	bajnokság	N;SG	N;NOM;SG
profesional	szakmai	profesional	szakmai	ADJ;SG	ADJ;NOM;SG
profesional	professzionális	profesional	professzionális	ADJ;SG	ADJ;NOM;SG
pembentukan	telephely	penbentukan	telephely	N;SG	N;NOM;SG
pembentukan	létesítmény	penbentukan	létesítmény	N;SG	N;NOM;SG
pembentukan	létrehozása	penbentukan	létrehozás	N;SG	N;NOM;SG
pembentukan	letelepedés	penbentukan	letelepedés	N;SG	N;NOM;SG
pembentukan	formáció	penbentukan	formáció	N;SG	N;NOM;SG
pembentukan	alakzat	penbentukan	alakzat	N;SG	N;NOM;SG
mengumumkan	bejelenteni	menumumkan	bejelent	V;SG;ACT	V;NFIN;ACT
mengumumkan	bejelentette	menumumkan	be+jelent	V;SG;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
mengumumkan	bejelentett	menumumkan	bejelent	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
mengumumkan	meghirdetett	menumumkan	meghirdetett	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
konser	koncert	konser	koncer	N;SG	N;NOM;SG
konser	koncerten	konser	koncert	N;SG	N;ON+ESS;SG
sayap	szárnyat	sayap	szárny	N;SG	N;ACC;SG
sayap	szárnya	sayap	szárny	N;SG	N;NOM;SG
sayap	szárny	sayap	szárny	N;SG	N;NOM;SG
sayap	szárny	sayap	szárny	N;SG	N;NOM;SG
suka	kedvelte	suka	kedvel	V;SG	V;DEF;IND;SG;3;PST;FIN;ACT
suka	tetszett	suka	tetszik	V;SG	V;INDF;IND;SG;3;PST;FIN;ACT
suka	szereti	suka	szeret	V;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
suka	kedveli	suka	kedveli	V;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
suka	tetszik	suka	tetszik	V;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
channel	csatorna	channel	csator	N	N;NOM;SG
parlemen	parlament	parlemen	parlament	N;SG	N;NOM;SG
putaran	forgás	putaran	forgás	N;SG	N;NOM;SG
putaran	rotációs	putaran	rotációs	N;SG	N;NOM;SG
penonton	célközönség	pentonton	célközönség	N;SG	N;NOM;SG
penonton	közönség	pentonton	közönség	N;SG	N;NOM;SG
administratif	adminisztratív	administratif	adminisztratív	N;SG	N;NOM;SG
tema	téma	tema	téma	N;SG	N;NOM;SG
fisika	fizika	fisika	fizika	N;SG	N;NOM;SG
komandan	parancsnok	komandan	parancsnok	N;SG	N;NOM;SG
pemuda	fiatalság	pemuda	fiatalság	N;SG	N;NOM;SG
pemuda	ifjúság	pemuda	ifjúság	N;SG	N;NOM;SG
golongan	frakció	golongan	frakció	N;SG	N;NOM;SG
motor	motors	motor	motors	N;SG	N;NOM;SG
motor	motorkerékpár	motor	motorkerékpár	N;SG	N;NOM;SG
motor	motoros	motor	motoros	N;SG	N;NOM;SG
motor	motor	motor	motor	N;SG	N;NOM;SG
motor	motor	motor	motor	N;SG	N;NOM;SG
lulus	végzett	lulus	végez	V;SG	V;INDF;IND;SG;3;PST;FIN;ACT
lulus	elhunyt	lulus	el+huny	V;SG	V;INDF;IND;SG;3;PST;FIN;ACT
pernikahan	házasság	pernikahan	házasság	N;SG	N;NOM;SG
pernikahan	házasságot	pernikahan	házasság	N;SG	N;ACC;SG
pernikahan	esküvő	pernikahan	esküvő	N;SG	N;NOM;SG
pernikahan	esküvőn	pernikahan	esküvő	N;SG	N;ON+ESS;SG
pernikahan	esküvőre	pernikahan	esküvőre	N;SG	N;ON+ALL;SG
memasuki	belép	menmasuki	belép	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
memasuki	belép	menmasuki	belép	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
memasuki	belépni	menmasuki	belép	V;SG;ACT	V;NFIN;ACT
melayani	szolgálni	menlayani	szolgál	V;SG;ACT	V;NFIN;ACT
melayani	szolgálni	menlayani	szolgál	V;SG;ACT	V;NFIN;ACT
melayani	szolgálja	menlayani	szolgál	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
melayani	szolgál	menlayani	szolgál	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
terbatas	korlátolt	terbatas	korlátolt	V;SG	V;INDF;IND;SG;3;PST;FIN;ACT
pemeran	gipsz	penperan	gipsz	N;SG	N;NOM;SG
turnamen	torna	turnamen	torna	N;SG	N;NOM;SG
turnamen	bajnokság	turnamen	bajnokság	N;SG	N;NOM;SG
dokter	orvos	dokter	orvos	N;SG	N;NOM;SG
dokter	orvos	dokter	orvos	N;SG	N;NOM;SG
kuil	szentély	kuil	szentély	N;SG	N;NOM;SG
kuil	templom	kuil	templom	N;SG	N;NOM;SG
kuil	szentély	kuil	szentély	N;SG	N;NOM;SG
kuil	temploma	kuil	temploma	N;SG	N;NOM;SG
lambang	jelkép	lambang	jelkép	N;SG	N;NOM;SG
lambang	címere	lambang	címer	N;SG	N;NOM;SG
lambang	embléma	lambang	embléma	N;SG	N;NOM;SG
produser	producer	produser	producer	N;SG	N;NOM;SG
obat	orvosság	obat	orvosság	N;SG	N;NOM;SG
obat	gyógyszert	obat	gyógyszert	N;SG	N;ACC;SG
obat	gyógyszer	obat	gyógyszer	N;SG	N;NOM;SG
obat	orvostudomány	obat	orvostudomány	N;SG	N;NOM;SG
obat	drogot	obat	drog	N;SG	N;ACC;SG
obat	kábítószer	obat	kábítószer	N;SG	N;NOM;SG
obat	drog	obat	drog	N;SG	N;NOM;SG
obat	kábítószer	obat	kábítószer	N;SG	N;NOM;SG
obat	gyógyszer	obat	gyógyszer	N;SG	N;NOM;SG
obat	drog	obat	drog	N;SG	N;NOM;SG
sederhana	egyszerű	sederhana	egyszerű	ADJ;SG	ADJ;NOM;SG
dukungan	támogatás	dukungan	támogatás	N;SG	N;NOM;SG
dukungan	támogatást	dukungan	támogatás	N;SG	N;ACC;SG
dukungan	kiterjesztés	dukungan	kiterjesztés	N;SG	N;NOM;SG
teater	színház	teater	színház	N	N;NOM;SG
teater	színházi	teater	színházi	N	N;NOM;SG
teater	színház	teater	színház	N	N;NOM;SG
teater	színházak	teater	színház	N	N;NOM;PL
referensi	hivatkozás	referensi	hivatkozás	N;SG	N;NOM;SG
referensi	hivatkozás	referensi	hivatkozás	N;SG	N;NOM;SG
referensi	utalás	referensi	utalás	N;SG	N;NOM;SG
menjelaskan	elmagyarázni	menjelaskan	elmagyaráz	V;SG;ACT	V;NFIN;ACT
menjelaskan	elmagyarázta	menjelaskan	elmagyaráz	V;SG;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
menjelaskan	magyarázta	menjelaskan	magyaráz	V;SG;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
menjelaskan	megmagyarázza	menjelaskan	megmagyaráz	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
alias	álnév	alias	álnév	N;SG	N;NOM;SG
alias	álnév	alias	álnév	N;SG	N;NOM;SG
kabar	takarmány	kabar	takarmány	N;SG	N;NOM;SG
menara	torony	menara	torony	N;SG	N;NOM;SG
menara	templomtorony	menara	templomtorony	N;SG	N;NOM;SG
benteng	erődítmény	benteng	erődítmény	N	N;NOM;SG
benteng	bástya	benteng	bástya	N	N;NOM;SG
benteng	várban	benteng	vár	N	N;IN+ESS;SG
benteng	kastély	benteng	kastély	N	N;NOM;SG
benteng	erőd	benteng	erőd	N	N;NOM;SG
benteng	erőd	benteng	erőd	N	N;NOM;SG
benteng	citadella	benteng	citadel	N	N;NOM;SG
logo	logó	logo	logó	N;SG	N;NOM;SG
daging	hús	daging	hús	N;SG	N;NOM;SG
daging	húst	daging	húst	N;SG	N;ACC;SG
daging	hús	daging	hús	N;SG	N;NOM;SG
menggambarkan	ábrázolni	mengambarkan	ábrázol	V;SG;ACT	V;NFIN;ACT
pengadilan	bíróság	penadilan	bíróság	N;SG	N;NOM;SG
pengadilan	udvar	penadilan	udvar	N;SG	N;NOM;SG
pengadilan	számvevőszék	penadilan	számvevőszék	N;SG	N;NOM;SG
pengadilan	igazságszolgáltatás	penadilan	igazságszolgáltatás	N;SG	N;NOM;SG
transportasi	közlekedés	transportasi	közlekedés	N;SG	N;NOM;SG
transportasi	szállítás	transportasi	szállítás	N;SG	N;NOM;SG
transportasi	szállítást	transportasi	szállítás	N;SG	N;ACC;SG
transportasi	közlekedés	transportasi	közlekedés	N;SG	N;NOM;SG
transportasi	fuvarozás	transportasi	fuvarozás	N;SG	N;NOM;SG
transportasi	szállítás	transportasi	szállítás	N;SG	N;NOM;SG
memainkan	játszik	menmainkan	játszik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
memainkan	játszik	menmainkan	játszik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
memainkan	játszom	menmainkan	játszik	V;SG;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
faktor	faktor	faktor	faktor	N;SG	N;NOM;SG
faktor	tényező	faktor	tényező	N;SG	N;NOM;SG
link	hivatkozás	link	hivatkozás	N	N;NOM;SG
link	kapcsolat	link	kapcsolat	N	N;NOM;SG
link	hivatkozást	link	hivatkozás	N	N;ACC;SG
link	linkek	link	link	N	N;NOM;PL
link	hivatkozások	link	hivatkozás	N	N;NOM;PL
link	kapcsolatok	link	kapcsolat	N	N;NOM;PL
reaksi	reagálás	reaksi	reagálás	N;SG	N;NOM;SG
reaksi	reagálás	reaksi	reagálás	N;SG	N;NOM;SG
reaksi	reakció	reaksi	reakció	N;SG	N;NOM;SG
kesempatan	alkalom	kesempatan	alkalom	N;SG	N;NOM;SG
kesempatan	esélyt	kesempatan	esély	N;SG	N;ACC;SG
kesempatan	esély	kesempatan	esély	N;SG	N;NOM;SG
kesempatan	lehetőséget	kesempatan	lehetőség	N;SG	N;ACC;SG
kesempatan	lehetőség	kesempatan	lehetőség	N;SG	N;NOM;SG
gitar	gitár	gitar	gitár	N;SG	N;NOM;SG
gitar	gitár	gitar	gitár	N;SG	N;NOM;SG
peta	térképet	peta	térkép	N;SG	N;ACC;SG
injil	evangélium	injil	evangélium	N;SG	N;NOM;SG
menang	nyerő	menang	nyerő	;SG	
menang	győzedelmes	menang	győzedelmes	;SG	
menang	win	menang	win	;SG	
pabrik	gyár	pabrik	gyár	N;SG	N;NOM;SG
pabrik	üzem	pabrik	üz	N;SG	N;NOM;SG
pabrik	gyárban	pabrik	gyár	N;SG	N;IN+ESS;SG
kehilangan	veszteség	kehilangan	veszteség	N;SG	N;NOM;SG
irlandia	írország	irlandia	írország	N;SG	N;NOM;SG
irlandia	írország	irlandia	írország	N;SG	N;NOM;SG
mewakili	képviselni	menwakili	képvisel	V;SG;ACT	V;NFIN;ACT
mewakili	képviseli	menwakili	képviseli	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
mewakili	képviselni	menwakili	képvisel	V;SG;ACT	V;NFIN;ACT
mewakili	képviseli	menwakili	képviseli	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
staf	személyzet	staf	személyzet	N;SG	N;NOM;SG
gelandang	középpályás	gelandang	középpályás	N;SG	N;NOM;SG
antena	antenna	antena	ant	N;SG	N;NOM;SG
telepon	telefon	telepon	telef	N;SG	N;NOM;SG
telepon	telefont	telepon	telefont	N;SG	N;ACC;SG
telepon	hívás	telepon	hívás	N;SG	N;NOM;SG
telepon	telefonszám	telepon	telefonszám	N;SG	N;NOM;SG
telepon	telefon	telepon	telef	N;SG	N;NOM;SG
menentukan	meghatározza	mententukan	meghatároz	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
menentukan	meghatározni	mententukan	meg+határoz	V;SG;ACT	V;NFIN;ACT
menentukan	meghatározza	mententukan	meghatároz	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
perintah	parancsnokság	perintah	parancsnokság	N;SG	N;NOM;SG
perintah	parancs	perintah	parancs	N;SG	N;NOM;SG
perintah	parancs	perintah	parancs	N;SG	N;NOM;SG
perintah	parancsot	perintah	parancsot	N;SG	N;ACC;SG
aksi	művelet	aksi	művelet	N;SG	N;NOM;SG
aksi	fellépés	aksi	fellépés	N;SG	N;NOM;SG
aksi	cselekvési	aksi	cselekvési	N;SG	N;NOM;SG
aksi	cselekvés	aksi	cselekvés	N;SG	N;NOM;SG
pendukung	támogatója	pendukung	támogató	N;SG	N;NOM;SG
dana	finanszírozás	dana	finanszírozás	N;SG	N;NOM;SG
famili	családi	famili	családi	N;SG	N;NOM;SG
famili	családtag	famili	családtag	N;SG	N;NOM;SG
famili	család	famili	család	N;SG	N;NOM;SG
dll	stb	dll	stb		
musuh	ellenség	musuh	ellenség	N;SG	N;NOM;SG
musuh	ellenség	musuh	ellenség	N;SG	N;NOM;SG
musuh	ellenség	musuh	ellenség	N;SG	N;NOM;SG
perbatasan	határ	perbatasan	határ	N;SG	N;NOM;SG
perbatasan	határon	perbatasan	határ	N;SG	N;ON+ESS;SG
perbatasan	határ	perbatasan	határ	N;SG	N;NOM;SG
pemberontakan	felkelés	penberontakan	felkelés	N;SG	N;NOM;SG
pemberontakan	felkelés	penberontakan	felkelés	N;SG	N;NOM;SG
pemberontakan	felkelés	penberontakan	felkelés	N;SG	N;NOM;SG
pemberontakan	felkelés	penberontakan	felkelés	N;SG	N;NOM;SG
pemberontakan	lázadás	penberontakan	lázadás	N;SG	N;NOM;SG
pemberontakan	felkelés	penberontakan	felkelés	N;SG	N;NOM;SG
pemberontakan	lázadás	penberontakan	lázadás	N;SG	N;NOM;SG
pemberontakan	lázadás	penberontakan	lázadás	N;SG	N;NOM;SG
revolusi	forradalom	revolusi	forradalom	N;SG	N;NOM;SG
kucing	cica	kucing	cica	N;SG	N;NOM;SG
kucing	macska	kucing	macska	N;SG	N;NOM;SG
toko	műhely	toko	műhely	N;SG	N;NOM;SG
toko	üzlet	toko	üzlet	N;SG	N;NOM;SG
toko	bolt	toko	bolt	N;SG	N;NOM;SG
toko	vásárlás	toko	vásárlás	N;SG	N;NOM;SG
toko	áruház	toko	áruház	N;SG	N;NOM;SG
toko	üzlet	toko	üzlet	N;SG	N;NOM;SG
toko	bolt	toko	bolt	N;SG	N;NOM;SG
pelatih	edző	penlatih	edző	N;SG	N;NOM;SG
pelatih	edző	penlatih	edző	N;SG	N;NOM;SG
kursi	szék	kursi	szék	N;SG	N;NOM;SG
kursi	széket	kursi	szék	N;SG	N;ACC;SG
kursi	szék	kursi	szék	N;SG	N;NOM;SG
kursi	ülés	kursi	ülés	N;SG	N;NOM;SG
kursi	ülést	kursi	ülés	N;SG	N;ACC;SG
kursi	ülés	kursi	ülés	N;SG	N;NOM;SG
komisi	bizottság	komisi	bizottság	N;SG	N;NOM;SG
komisi	jutalék	komisi	jutalék	N;SG	N;NOM;SG
komisi	jutalékot	komisi	jutalék	N;SG	N;ACC;SG
komisi	jutalék	komisi	jutalék	N;SG	N;NOM;SG
terjun	vízesés	terjun	vízesés	N;SG;ACT	N;NOM;SG
rute	útvonal	rute	útvonal	N;SG	N;NOM;SG
rute	útvonalon	rute	útvonal	N;SG	N;ON+ESS;SG
berfungsi	dolgozik	berfungsi	dolgozik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
berfungsi	dolgozom	berfungsi	dolgozik	V;SG;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
berfungsi	dolgozok	berfungsi	dolgozik	V;SG;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
pertumbuhan	növekedés	pertumbuhan	növekedés	N;SG	N;NOM;SG
atom	atom	atom	atom	N;SG	N;NOM;SG
layar	képernyőn	layar	képernyő	N;SG	N;ON+ESS;SG
layar	képernyő	layar	képernyő	N;SG	N;NOM;SG
layar	vitorlát	layar	vitorla	N;SG	N;ACC;SG
konflik	konfliktus	konflik	konfliktus	N;SG	N;NOM;SG
konflik	ütközés	konflik	ütközés	N;SG	N;NOM;SG
konflik	konfliktus	konflik	konfliktus	N;SG	N;NOM;SG
sarjana	tudós	sarjana	tudós	N	N;NOM;SG
sarjana	tudósok	sarjana	tudós	N	N;NOM;PL
institut	intézet	institut	intézet	N	N;NOM;SG
institut	intézmény	institut	intézmény	N	N;NOM;SG
peningkatan	javítása	pentingkatan	javítás	N;SG	N;NOM;SG
peningkatan	javulást	pentingkatan	javulás	N;SG	N;ACC;SG
peningkatan	fejlesztés	pentingkatan	fejlesztés	N;SG	N;NOM;SG
peningkatan	javulás	pentingkatan	javulás	N;SG	N;NOM;SG
peningkatan	növekedés	pentingkatan	növekedés	N;SG	N;NOM;SG
peningkatan	növelése	pentingkatan	növelés	N;SG	N;NOM;SG
peningkatan	emelkedés	pentingkatan	emelkedés	N;SG	N;NOM;SG
peningkatan	növekedés	pentingkatan	növekedés	N;SG	N;NOM;SG
penjualan	értékesítés	penjualan	értékesítés	N;SG	N;NOM;SG
penjualan	vásár	penjualan	vásár	N;SG	N;NOM;SG
penjualan	értékesítés	penjualan	értékesítés	N;SG	N;NOM;SG
pesisir	tengerpart	pesisir	tengerpart	N	N;NOM;SG
urutan	megrendelés	urutan	megrendelés	N;SG	N;NOM;SG
urutan	rendelés	urutan	rendelés	N;SG	N;NOM;SG
urutan	rend	urutan	rend	N;SG	N;NOM;SG
urutan	parancs	urutan	parancs	N;SG	N;NOM;SG
urutan	szekvencia	urutan	szekvencia	N;SG	N;NOM;SG
urutan	sorrend	urutan	sorrend	N;SG	N;NOM;SG
hadiah	ajándék	hadiah	ajándék	N;SG	N;NOM;SG
hadiah	ajándékot	hadiah	ajándék	N;SG	N;ACC;SG
hadiah	jutalom	hadiah	jutalom	N;SG	N;NOM;SG
hadiah	nyeremény	hadiah	nyeremény	N;SG	N;NOM;SG
hadiah	ajándék	hadiah	ajándék	N;SG	N;NOM;SG
tekanan	nyomás	tekanan	nyomás	N;SG	N;NOM;SG
prinsip	alapelv	prinsip	alapelv	N;SG	N;NOM;SG
line	vonal	line	vonal	N	N;NOM;SG
bulu	toll	bulu	toll	N;SG	N;NOM;SG
bulu	toll	bulu	toll	N;SG	N;NOM;SG
bulu	szőrme	bulu	szőrem	N;SG	N;NOM;SG
bulu	szőr	bulu	szőr	N;SG	N;NOM;SG
bulu	bunda	bulu	bunda	N;SG	N;NOM;SG
terjemahan	fordítás	terjemahan	fordítás	N;SG	N;NOM;SG
terjemahan	fordítás	terjemahan	fordítás	N;SG	N;NOM;SG
sisa	maradékot	sisa	maradék	N;SG	N;ACC;SG
angkasa	égbolt	angkasa	égbol	N;SG	N;NOM;SG
angkasa	űr	angkasa	űr	N;SG	N;NOM;SG
angkasa	tér	angkasa	tér	N;SG	N;NOM;SG
pemilik	tulaj	penmilik	tulaj	N;SG	N;NOM;SG
pemilik	tulajdonos	penmilik	tulajdonos	N;SG	N;NOM;SG
pemilik	tulajdonosa	penmilik	tulajdonos	N;SG	N;NOM;SG
pelajaran	leckéket	pelajaran	leckék	N;SG	N;ACC;SG
pelajaran	lecke	pelajaran	leck	N;SG	N;NOM;SG
pelajaran	leckét	pelajaran	leck	N;SG	N;ACC;SG
pelajaran	tanulság	pelajaran	tanulság	N;SG	N;NOM;SG
munisipalitas	község	munisipalitas	község	N	N;NOM;SG
munisipalitas	település	munisipalitas	település	N	N;NOM;SG
munisipalitas	önkormányzat	munisipalitas	önkormányzat	N	N;NOM;SG
html	html	html	html	N;SG	N;NOM;SG
kalah	elveszíteni	kalah	elveszít	V;SG	V;NFIN;ACT
kalah	veszíteni	kalah	veszít	V;SG	V;NFIN;ACT
kalah	vesztett	kalah	veszt	V;SG	V;INDF;IND;SG;3;PST;FIN;ACT
kalah	elveszett	kalah	elveszett	V;SG	V;INDF;IND;SG;3;PST;FIN;ACT
kalah	legyőzte	kalah	legyőz	V;SG	V;DEF;IND;SG;3;PST;FIN;ACT
kalah	legyőzött	kalah	legyőz	V;SG	V;INDF;IND;SG;3;PST;FIN;ACT
kalah	veszteni	kalah	veszt	V;SG	V;NFIN;ACT
kalah	veszíteni	kalah	veszít	V;SG	V;NFIN;ACT
lintas	kereszt	lintas	kereszt	N;SG;ACT	N;NOM;SG
bacaan	olvasás	bacaan	olvasás	N;SG	N;NOM;SG
angin	szél	angin	szél	N;SG	N;NOM;SG
angin	szelet	angin	szelet	N;SG	N;NOM;SG
kuda	ló	kuda	ló	N;SG	N;NOM;SG
armada	flotta	armada	flotta	N;SG	N;NOM;SG
mempertahankan	fenntartani	menpertahankan	fenn+tart	V;SG;ACT	V;NFIN;ACT
harapan	remény	harapan	remény	N;SG	N;NOM;SG
plat	tányér	plat	tányér	N	N;NOM;SG
plat	lemez	plat	lemez	N	N;NOM;SG
plat	tányért	plat	tány	N	N;ACC;SG
plat	rendszám	plat	rendszám	N	N;NOM;SG
plat	tányér	plat	tányér	N	N;NOM;SG
plat	lemezek	plat	lemez	N	N;NOM;PL
kartu	kártya	kartu	kártya	N;SG	N;NOM;SG
kartu	kártya	kartu	kártya	N;SG	N;NOM;SG
majelis	közgyűlés	majelis	közgyűlés	N;SG	N;NOM;SG
majelis	gyűlés	majelis	gyűlés	N;SG	N;NOM;SG
majelis	szerelvény	majelis	szerelvény	N;SG	N;NOM;SG
majelis	tanács	majelis	tanács	N;SG	N;NOM;SG
kualitas	minősége	kualitas	minőség	N;SG	N;NOM;SG
kualitas	minőség	kualitas	minőség	N;SG	N;NOM;SG
suhu	hőmérséklet	suhu	hőmérséklet	N;SG	N;NOM;SG
suhu	hőmérséklet	suhu	hőmérséklet	N;SG	N;NOM;SG
ulama	papság	ulama	papság	N;SG	N;NOM;SG
menjaga	őrzi	menjaga	őrez	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
marga	vezetéknév	marga	vezeték	N;SG	N;NOM;SG
nektar	nektár	nektar	nektár	N;SG	N;NOM;SG
uefa	uefa	uefa	uefa	N	N;NOM;SG
komponen	alkatrész	komponen	alkatrész	N;SG	N;NOM;SG
komponen	összetevő	komponen	összetevő	N;SG	N;NOM;SG
komponen	komponens	komponen	komponens	N;SG	N;NOM;SG
komponen	alkotóelem	komponen	alkotóelem	N;SG	N;NOM;SG
komponen	alkatrész	komponen	alkatrész	N;SG	N;NOM;SG
puisi	vers	puisi	vers	N	N;NOM;SG
puisi	verset	puisi	vers	N	N;ACC;SG
puisi	vers	puisi	vers	N	N;NOM;SG
puisi	költészet	puisi	költészet	N	N;NOM;SG
puisi	verseket	puisi	vers	N	N;ACC;PL
tertua	legidősebb	tertua	fenős	ADJ;RL;SG	ADJ;NOM;RL;SG
tertua	legöregebb	tertua	legöreg	ADJ;RL;SG	ADJ;NOM;RL;SG
tertua	legősibb	tertua	legősibb	ADJ;RL;SG	ADJ;NOM;RL;SG
tertua	legrégebbi	tertua	legrégebbi	ADJ;RL;SG	ADJ;NOM;RL;SG
tertua	legidősebb	tertua	fenős	ADJ;RL;SG	ADJ;NOM;RL;SG
besi	vasat	besi	vasat	N;SG	N;ACC;SG
simbol	szimbólum	simbol	szimbólum	N;SG	N;IN+ABL;SG
simbol	szimbolizmus	simbol	szimbolizmus	N;SG	N;NOM;SG
simbol	jelkép	simbol	jelkép	N;SG	N;NOM;SG
simbol	szimbólum	simbol	szimbólum	N;SG	N;IN+ABL;SG
samping	oldalra	samping	oldal	N;SG	N;ON+ALL;SG
samping	oldalam	samping	oldal	N;SG	N;NOM;SG
kepercayaan	bizalom	kepercayaan	bizalom	N;SG	N;NOM;SG
kepercayaan	hit	kepercayaan	hi	N;SG	N;NOM;SG
regional	regionális	regional	regionális	ADJ;SG	ADJ;NOM;SG
patung	szobor	patung	szobor	N;SG	N;NOM;SG
patung	szobrot	patung	szobor	N;SG	N;ACC;SG
patung	szobor	patung	szobor	N;SG	N;NOM;SG
perpustakaan	könyvtári	perpustakaan	könyvtári	N;SG	N;NOM;SG
perpustakaan	könyvtár	perpustakaan	Könyvtár	N;SG	N;NOM;SG
perpustakaan	könyvtárban	perpustakaan	könyvtár	N;SG	N;IN+ESS;SG
prajurit	katona	prajurit	katona	N;SG	N;NOM;SG
prajurit	harcos	prajurit	harcos	N;SG	N;NOM;SG
campuran	keverék	campuran	kevér	N;SG	N;NOM;SG
campuran	keverék	campuran	kevér	N;SG	N;NOM;SG
campuran	elegy	campuran	elegy	N;SG	N;NOM;SG
karang	zátony	karang	zátony	N;SG	N;NOM;SG
ide	ötletem	ide	ötlet	N;SG	N;NOM;SG
ide	ötlet	ide	ötlet	N;SG	N;NOM;SG
hakim	zsűri	hakim	zsűri	N;SG	N;NOM;SG
hakim	magisztrátus	hakim	magisztrátus	N;SG	N;NOM;SG
hakim	elöljáró	hakim	elöljáró	N;SG	N;NOM;SG
istrinya	felesége	istri	fel+eség	N;SG	N;NOM;SG
peringatan	figyelmeztetés	peringatan	figyelmeztetés	N;SG	N;NOM;SG
peringatan	figyelmeztetés	peringatan	figyelmeztetés	N;SG	N;NOM;SG
peringatan	riasztás	peringatan	riasztás	N;SG	N;NOM;SG
peringatan	figyelmeztetés	peringatan	figyelmeztetés	N;SG	N;NOM;SG
