van	od	van	od	ADP	ADP
geschikt	odpowiedni	geschikt	odpowiedni	ADJ	ADJ;NOM;MASC;SG
geschikt	stosowne	geschikt	stosowny	ADJ	ADJ;NOM;NEUT;SG
geschikt	właściwe	geschikt	właściwy	ADJ	ADJ;NOM;NEUT;SG
geschikt	odpowiednia	geschikt	odpowiedni	ADJ	ADJ;NOM;FEM;SG
geschikt	odpowiedni	geschikt	odpowiedni	ADJ	ADJ;NOM;MASC;SG
voorheen	wcześniej	voorheen	wcześnie	ADV	ADV;CMPR
voorheen	poprzednio	voorheen	poprzednio	ADV	ADV
voorheen	dawniej	voorheen	dawno	ADV	ADV;CMPR
blauwe	niebieski	blauw	niebieski	ADJ	ADJ;NOM;MASC;SG
blauwe	niebieska	blauw	niebieski	ADJ	ADJ;NOM;FEM;SG
blauwe	niebieskie	blauw	niebieski	ADJ	ADJ;NOM;NEUT;SG
verschillen	różnice	verschil	różnica	N;PL	N;NOM;FEM;PL
fout	błąd	fout	błąd	N;MASC+FEM;SG	N;NOM;MASC;SG
fout	błąd	fout	błąd	N;MASC+FEM;SG	N;NOM;MASC;SG
kamp	obozu	kamp	obóz	N;NEUT;SG	N;GEN;MASC;SG
kamp	obóz	kamp	obóz	N;NEUT;SG	N;NOM;MASC;SG
kunstschilder	malarz	kunstschilder	malarz	N;MASC+FEM;SG	N;NOM;MASC;SG
kunstschilder	malarza	kunstschilder	malarz	N;MASC+FEM;SG	N;ACC;MASC;SG
ontvangen	otrzymywać	ontvangen	otrzymywać	V;V.PTCP	V;IPFV;NFIN;ACT
ontvangen	odbierać	ontvangen	odbierać	V;V.PTCP	V;IPFV;NFIN;ACT
ontvangen	otrzymać	ontvangen	otrzymać	V;V.PTCP	V;PFV;NFIN;ACT
ontvangen	otrzymała	ontvangen	otrzymać	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
ontvangen	otrzymano	ontvangen	otrzymać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ontmoeting	posiedzenie	ontmoeting	posiedzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
ontmoeting	zebranie	ontmoeting	zebranie	N;MASC+FEM;SG	N;NOM;NEUT;SG
ontmoeting	spotkanie	ontmoeting	spotkanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
academie	akademia	academie	akademia	N;MASC+FEM;SG	N;NOM;FEM;SG
academie	akademii	academie	akademia	N;MASC+FEM;SG	N;GEN;FEM;SG
gedrag	zachowanie	gedrag	zachować	N;NEUT;SG	N;NOM;NEUT;SG
gedrag	zachowania	gedrag	zachowanie	N;NEUT;SG	N;NOM;NEUT;SG
gedrag	zachowanie	gedrag	zachować	N;NEUT;SG	N;NOM;NEUT;SG
gedrag	zachowania	gedrag	zachowanie	N;NEUT;SG	N;NOM;NEUT;SG
indiase	indyjskie	indiase	indyjski	ADJ	ADJ;NOM;NEUT;SG
indiase	indyjska	indiase	indyjski	ADJ	ADJ;NOM;FEM;SG
indiase	indyjski	indiase	indyjski	ADJ	ADJ;NOM;MASC;SG
natuurlijke	naturalne	natuurlijk	naturalny	ADJ	ADJ;NOM;NEUT;SG
natuurlijke	naturalny	natuurlijk	naturalny	ADJ	ADJ;NOM;MASC;SG
natuurlijke	naturalnych	natuurlijk	naturalny	ADJ	ADJ;GEN;MASC;PL
natuurlijke	naturalna	natuurlijk	naturalny	ADJ	ADJ;NOM;FEM;SG
egypte	egiptu	egypt	egipt	N;NEUT;SG	N;GEN;MASC;SG
oog	oko	oog	oko	N;NEUT;SG	N;NOM;NEUT;SG
bond	obligacji	bond	obligacja	N;MASC+FEM;SG	N;ACC;FEM;SG
bond	więź	bond	więź	N;MASC+FEM;SG	N;NOM;FEM;SG
bond	wiązanie	bond	wiązanie	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vogels	ptaki	vogel	ptak	N;PL	N;NOM;MASC;PL
vogels	ptaków	vogel	ptak	N;PL	N;ACC;MASC;PL
kanaal	kanał	kanaal	kanał	N;NEUT;SG	N;ACC;MASC;SG
kanaal	kanału	kanaal	kanał	N;NEUT;SG	N;GEN;MASC;SG
kanaal	kanał	kanaal	kanał	N;NEUT;SG	N;ACC;MASC;SG
veranderen	zmienić	veranderen	zmienić	V;NFIN	V;PFV;NFIN;ACT
veranderen	zmień	veranderen	zmień	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
voorstel	wniosek	voorstel	wniosek	N;NEUT;SG	N;NOM;MASC;SG
voorstel	propozycja	voorstel	propozycja	N;NEUT;SG	N;NOM;FEM;SG
voorstel	propozycję	voorstel	propozycja	N;NEUT;SG	N;ACC;FEM;SG
christian	chrześcijanin	christian	chrześcijanin	N;MASC+FEM;SG	N;NOM;MASC;SG
christian	christian	christian	christianin	N;MASC+FEM;SG	N;NOM;MASC;SG
oceaan	oceanu	oceaan	ocean	N;MASC+FEM;SG	N;GEN;MASC;SG
oceaan	ocean	oceaan	ocean	N;MASC+FEM;SG	N;NOM;MASC;SG
traditionele	tradycyjne	traditioneel	tradycyjny	ADJ	ADJ;NOM;NEUT;SG
traditionele	tradycyjna	traditioneel	tradycyjny	ADJ	ADJ;NOM;FEM;SG
traditionele	tradycyjny	traditioneel	tradycyjny	ADJ	ADJ;NOM;MASC;SG
traditionele	tradycyjnych	traditioneel	tradycyjny	ADJ	ADJ;GEN;MASC;PL
verzameling	zbieranie	verzameling	zbierać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verzameling	kolekcja	verzameling	kolekcja	N;MASC+FEM;SG	N;NOM;FEM;SG
verzameling	zbiór	verzameling	zbiór	N;MASC+FEM;SG	N;NOM;MASC;SG
verzameling	kolekcji	verzameling	kolekcja	N;MASC+FEM;SG	N;GEN;FEM;SG
dienen	służyć	dienen	służyć	V;NFIN	V;IPFV;NFIN;ACT
ring	obrączka	ring	obrączka	N;MASC+FEM;SG	N;NOM;FEM;SG
ring	pierścień	ring	pierścienie	N;MASC+FEM;SG	N;NOM;MASC;SG
ring	pierścionek	ring	pierścionek	N;MASC+FEM;SG	N;NOM;MASC;SG
ton	tonę	ton	tonąć	N;MASC+FEM;SG	N;ACC;FEM;SG
ton	tonę	ton	tonąć	N;MASC+FEM;SG	N;ACC;FEM;SG
reis	podróż	reis	podróż	N;MASC+FEM;SG	N;NOM;FEM;SG
reis	podróży	reis	podróż	N;MASC+FEM;SG	N;GEN;FEM;SG
reis	podróż	reis	podróż	N;MASC+FEM;SG	N;NOM;FEM;SG
tempel	świątynia	tempel	świątynia	N;MASC+FEM;SG	N;NOM;FEM;SG
tempel	temple	tempel	temple	N;MASC+FEM;SG	N;NOM;NEUT;SG
tempel	świątyni	tempel	świątynia	N;MASC+FEM;SG	N;GEN;FEM;SG
discipline	dyscyplinę	discipline	dyscyplina	N;MASC+FEM;SG	N;ACC;FEM;SG
discipline	dyscyplina	discipline	dyscyplina	N;MASC+FEM;SG	N;NOM;FEM;SG
toekomst	przyszłości	toekomst	przyszłość	N;MASC+FEM;SG	N;DAT;FEM;SG
toekomst	przyszłość	toekomst	przyszłość	N;MASC+FEM;SG	N;NOM;FEM;SG
regionale	regionalnych	regionaal	regionalny	ADJ	ADJ;GEN;MASC;PL
regionale	regionalne	regionaal	regionalny	ADJ	ADJ;NOM;NEUT;SG
regionale	regionalny	regionaal	regionalny	ADJ	ADJ;NOM;MASC;SG
regionale	regionalna	regionaal	regionalny	ADJ	ADJ;NOM;FEM;SG
luchthaven	lotnisko	luchthaven	lotnisko	N;MASC+FEM;SG	N;NOM;NEUT;SG
koninklijk	królewska	koninklijk	królewski	ADJ	ADJ;NOM;FEM;SG
koninklijk	królewski	koninklijk	królewski	ADJ	ADJ;NOM;MASC;SG
koninklijk	królewskie	koninklijk	królewski	ADJ	ADJ;NOM;NEUT;SG
ziekenhuis	szpitalu	ziekenhuis	szpital	N;NEUT;SG	N;GEN;MASC;SG
ziekenhuis	szpital	ziekenhuis	szpital	N;NEUT;SG	N;NOM;MASC;SG
liefde	miłość	liefde	miłość	N;MASC+FEM;SG	N;NOM;FEM;SG
liefde	miłości	liefde	miłość	N;MASC+FEM;SG	N;GEN;FEM;SG
structuur	struktura	structuur	struktura	N;MASC+FEM;SG	N;NOM;FEM;SG
structuur	konstrukcja	structuur	konstrukcja	N;MASC+FEM;SG	N;NOM;FEM;SG
turkse	turecka	turks	turecka	ADJ	ADJ;NOM;FEM;SG
turkse	tureckie	turks	turecki	ADJ	ADJ;NOM;NEUT;SG
turkse	turecki	turks	turecka	ADJ	ADJ;NOM;MASC;SG
gezin	rodzina	gezin	rodzina	N;NEUT;SG	N;NOM;FEM;SG
gezin	rodzinka	gezin	rodzinka	N;NEUT;SG	N;NOM;FEM;SG
populair	popularny	populair	popularny	ADJ	ADJ;NOM;MASC;SG
populair	popularnych	populair	popularny	ADJ	ADJ;GEN;MASC;PL
populair	popularne	populair	popularny	ADJ	ADJ;NOM;NEUT;SG
populair	popularna	populair	popularny	ADJ	ADJ;NOM;FEM;SG
populair	popularne	populair	popularny	ADJ	ADJ;NOM;NEUT;SG
proberen	spróbuj	proberen	spróbować	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
handel	handlu	handel	handel	N;MASC+FEM;SG	N;GEN;MASC;SG
handel	handel	handel	handel	N;MASC+FEM;SG	N;NOM;MASC;SG
handel	handlu	handel	handel	N;MASC+FEM;SG	N;GEN;MASC;SG
handel	handel	handel	handel	N;MASC+FEM;SG	N;NOM;MASC;SG
label	etykieta	label	etykieta	N;NEUT;SG	N;NOM;FEM;SG
label	etykiecie	label	etykiet	N;NEUT;SG	N;GEN;MASC;SG
label	oznakowanie	label	oznakowanie	N;NEUT;SG	N;NOM;NEUT;SG
saksen	sasów	saksen	sas	N;PL	N;ACC;MASC;PL
redenen	powody	reden	powód	N;PL	N;NOM;MASC;PL
redenen	przyczyny	reden	przyczyna	N;PL	N;ACC;FEM;PL
openbaar	publiczne	openbaar	publiczny	ADJ	ADJ;NOM;NEUT;SG
openbaar	publiczna	openbaar	publiczny	ADJ	ADJ;NOM;FEM;SG
openbaar	publiczny	openbaar	publiczny	ADJ	ADJ;NOM;MASC;SG
prinses	księżniczki	prinses	księżniczka	N;MASC+FEM;SG	N;GEN;FEM;SG
prinses	księżniczka	prinses	księżniczka	N;MASC+FEM;SG	N;NOM;FEM;SG
speciaal	specjalna	speciaal	specjalny	ADJ	ADJ;NOM;FEM;SG
speciaal	specjalny	speciaal	specjalny	ADJ	ADJ;NOM;MASC;SG
speciaal	specjalne	speciaal	specjalny	ADJ	ADJ;NOM;NEUT;SG
speciaal	wyjątkowy	speciaal	wyjątkowy	ADJ	ADJ;NOM;MASC;SG
speciaal	szczególne	speciaal	szczególny	ADJ	ADJ;NOM;NEUT;SG
boom	drzewo	boom	drzewo	N;MASC+FEM;SG	N;NOM;NEUT;SG
boom	drzewko	boom	drzewko	N;MASC+FEM;SG	N;NOM;NEUT;SG
boom	boom	boom	boom	N;MASC+FEM;SG	N;NOM;MASC;SG
aangemaakt	utworzono	aanmaken	utworzyć	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
aangemaakt	stworzył	aanmaken	stworzyć	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
brittannië	brytania	brittannië	brytanie	N;NEUT;SG	N;NOM;NEUT;SG
brittannië	britannia	brittannië	britannia	N;NEUT;SG	N;NOM;FEM;SG
achtergrond	kontekst	achtergrond	kontekst	N;MASC+FEM;SG	N;NOM;MASC;SG
washington	waszyngton	washington	waszyngton	N;MASC+FEM;SG	N;NOM;MASC;SG
washington	washington	washington	washington	N;MASC+FEM;SG	N;NOM;MASC;SG
washington	waszyngtonie	washington	waszyngton	N;MASC+FEM;SG	N;ACC;MASC;SG
washington	waszyngtonu	washington	waszyngton	N;MASC+FEM;SG	N;GEN;MASC;SG
geloof	wierze	geloven	wierzyć	V;SG;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
spreekt	mówi	spreken	mówić	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
gevraagd	zapytała	vraag	zapytać	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
gevraagd	poprosił	vraag	poprosić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
gevraagd	pytał	vraag	pytać	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
gevraagd	zapytał	vraag	zapytać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
titels	tytułów	titel	tytuł	N;PL	N;GEN;MASC;PL
titels	tytuły	titel	tytuł	N;PL	N;NOM;MASC;PL
verbeteren	poprawa	verbeteren	poprawa	V;NFIN	V;IPFV;IND;SG;PRS;FIN;ACT
verbeteren	poprawa	verbeteren	poprawa	V;NFIN	V;IPFV;IND;SG;PRS;FIN;ACT
snelheid	prędkości	snelheid	prędkość	N;MASC+FEM;SG	N;GEN;FEM;SG
snelheid	prędkość	snelheid	prędkość	N;MASC+FEM;SG	N;NOM;FEM;SG
snelheid	szybkość	snelheid	szybkość	N;MASC+FEM;SG	N;ACC;FEM;SG
gerard	gerard	rarden	gerard	N;MASC+FEM;SG	N;NOM;MASC;SG
erkend	rozpoznał	erkend	rozpoznać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
zet	umieść	zetten	umieść	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
zet	umieścić	zetten	umieścić	V;SG;PRS;FIN	V;PFV;NFIN;ACT
bekijken	zobacz	bekijken	zobaczyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
winter	zimy	winter	zima	N;MASC+FEM;SG	N;ACC;FEM;SG
winter	zima	winter	zima	N;MASC+FEM;SG	N;NOM;FEM;SG
voet	stopę	voet	stopa	N;MASC+FEM;SG	N;ACC;FEM;SG
voet	stopa	voet	stopa	N;MASC+FEM;SG	N;NOM;FEM;SG
voet	stopie	voet	stopied	N;MASC+FEM;SG	N;DAT;FEM;SG
abdij	opactwo	abdij	opactwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
kenmerken	cechy	kenmerk	cecha	N;PL	N;NOM;FEM;PL
kenmerken	właściwości	kenmerk	właściwość	N;PL	N;ACC;FEM;PL
kenmerken	atrybuty	kenmerk	atrybut	N;PL	N;NOM;MASC;PL
kenmerken	atrybutów	kenmerk	atrybut	N;PL	N;GEN;MASC;PL
kenmerken	cechy	kenmerk	cecha	N;PL	N;NOM;FEM;PL
kenmerken	funkcje	kenmerk	funkcja	N;PL	N;NOM;FEM;PL
kenmerken	właściwości	kenmerk	właściwość	N;PL	N;ACC;FEM;PL
journalist	dziennikarstwo	journalist	dziennikarstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
journalist	dziennikarz	journalist	dziennikarz	N;MASC+FEM;SG	N;NOM;MASC;SG
journalist	dziennikarka	journalist	dziennikarka	N;MASC+FEM;SG	N;NOM;FEM;SG
journalist	reporterka	journalist	reporterka	N;MASC+FEM;SG	N;NOM;FEM;SG
journalist	dziennikarz	journalist	dziennikarz	N;MASC+FEM;SG	N;NOM;MASC;SG
journalist	dziennikarka	journalist	dziennikarka	N;MASC+FEM;SG	N;NOM;FEM;SG
journalist	reporter	journalist	reporter	N;MASC+FEM;SG	N;NOM;MASC;SG
woonde	mieszkał	wonen	mieszkać	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
woonde	żyła	wonen	żyć	V;SG;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
woonde	żył	wonen	żyć	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
woonde	żył	wonen	żyć	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
treinen	pociągów	trein	pociąg	N;PL	N;GEN;MASC;PL
treinen	pociągi	trein	pociąg	N;PL	N;NOM;MASC;PL
categorieën	kategorie	categorieën	kategora	N;PL	N;NOM;FEM;PL
meerderheid	większość	meerderheid	większość	N;MASC+FEM;SG	N;NOM;FEM;SG
meerderheid	większości	meerderheid	większość	N;MASC+FEM;SG	N;GEN;FEM;SG
aparte	osobne	apart	osobny	ADJ	ADJ;NOM;NEUT;SG
aparte	odrębne	apart	odrębny	ADJ	ADJ;NOM;NEUT;SG
aparte	oddzielne	apart	oddzielny	ADJ	ADJ;NOM;NEUT;SG
concert	koncert	concert	koncert	N;NEUT;SG	N;NOM;MASC;SG
kapitein	kapitan	kapitein	kapitan	N;MASC+FEM;SG	N;NOM;MASC;SG
hoek	zakręt	hoek	zakręt	N;MASC+FEM;SG	N;NOM;MASC;SG
hoek	kącik	hoek	kącik	N;MASC+FEM;SG	N;NOM;MASC;SG
hoek	róg	hoek	róg	N;MASC+FEM;SG	N;NOM;MASC;SG
hoek	rogu	hoek	róg	N;MASC+FEM;SG	N;GEN;MASC;SG
hoek	kąt	hoek	kąt	N;MASC+FEM;SG	N;NOM;MASC;SG
hoek	kąta	hoek	kąta	N;MASC+FEM;SG	N;GEN;MASC;SG
lees	czytaj	lezen	czytać	V;SG;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
lees	czytać	lezen	czytać	V;SG;PRS;FIN	V;IPFV;NFIN;ACT
lees	przeczytaj	lezen	przeczytać	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
probeerde	próbował	proberen	próbować	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
probeerde	próbował	proberen	próbować	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
graven	wykop	graven	wykop	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
graven	kopać	graven	kopać	V;NFIN	V;IPFV;NFIN;ACT
graven	kopać	graven	kopać	V;NFIN	V;IPFV;NFIN;ACT
onafhankelijk	niezależny	onafhankelijk	niezależny	ADJ	ADJ;NOM;MASC;SG
onafhankelijk	niezależnych	onafhankelijk	niezależny	ADJ	ADJ;GEN;MASC;PL
onafhankelijk	niezależna	onafhankelijk	niezależny	ADJ	ADJ;NOM;FEM;SG
onafhankelijk	niezależne	onafhankelijk	niezależny	ADJ	ADJ;NOM;NEUT;SG
armen	ramiona	arm	ramię	N;PL	N;NOM;NEUT;PL
armen	ręce	arm	ręka	N;PL	N;NOM;FEM;PL
elektrische	elektryczny	elektrisch	elektryczny	ADJ	ADJ;NOM;MASC;SG
elektrische	elektryczne	elektrisch	elektryczny	ADJ	ADJ;NOM;NEUT;SG
elektrische	elektryczny	elektrisch	elektryczny	ADJ	ADJ;NOM;MASC;SG
elektrische	elektryczne	elektrisch	elektryczny	ADJ	ADJ;NOM;NEUT;SG
stenen	kamienie	steen	kamień	N;PL	N;NOM;MASC;PL
stenen	kamienie	steen	kamień	N;PL	N;NOM;MASC;PL
stenen	skały	steen	skała	N;PL	N;ACC;FEM;PL
stenen	kamienie	steen	kamień	N;PL	N;NOM;MASC;PL
mannelijke	męskie	mannelijk	męski	ADJ	ADJ;NOM;NEUT;SG
mannelijke	męski	mannelijk	męski	ADJ	ADJ;NOM;MASC;SG
theorie	teorii	theorie	teoria	N;MASC+FEM;SG	N;GEN;FEM;SG
theorie	teoria	theorie	teoria	N;MASC+FEM;SG	N;NOM;FEM;SG
relevantie	znaczenie	relevantie	znaczenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
relevantie	znaczenia	relevantie	znaczenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
relevantie	przydatność	relevantie	przydatność	N;MASC+FEM;SG	N;NOM;FEM;SG
kabinet	gabinet	kabinet	gabinet	N;NEUT;SG	N;NOM;MASC;SG
gang	korytarz	gang	korytarz	N;MASC+FEM;SG	N;NOM;MASC;SG
gang	korytarzu	gang	korytarz	N;MASC+FEM;SG	N;GEN;MASC;SG
gang	korytarz	gang	korytarz	N;MASC+FEM;SG	N;NOM;MASC;SG
gang	korytarza	gang	korytarz	N;MASC+FEM;SG	N;GEN;MASC;SG
leidt	prowadzi	leiden	prowadzić	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
edward	edwarda	edward	edwardy	N;MASC+FEM;SG	N;ACC;MASC;SG
edward	edwardzie	edward	edward	N;MASC+FEM;SG	N;VOC;MASC;SG
zwitserse	szwajcarski	zwitsers	szwajcarski	ADJ	ADJ;NOM;MASC;SG
zwitserse	szwajcarską	zwitsers	szwajcarski	ADJ	ADJ;ACC;FEM;SG
trein	pociągiem	trein	pociąg	N;MASC+FEM;SG	N;INS;MASC;SG
trein	pociągu	trein	pociąg	N;MASC+FEM;SG	N;GEN;MASC;SG
trein	pociąg	trein	pociąg	N;MASC+FEM;SG	N;NOM;MASC;SG
zilver	srebrne	zilver	srebrny	N;NEUT;SG	N;NOM;MASC;SG
effect	wpływ	effect	wpływ	N;NEUT;SG	N;NOM;MASC;SG
effect	zderzenie	effect	zderzenie	N;NEUT;SG	N;NOM;NEUT;SG
effect	uderzenie	effect	uderzenie	N;NEUT;SG	N;NOM;NEUT;SG
effect	oddziaływanie	effect	oddziaływać	N;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
effect	efekt	effect	efekt	N;NEUT;SG	N;NOM;MASC;SG
effect	skutek	effect	skutek	N;NEUT;SG	N;NOM;MASC;SG
turkije	turcja	turkije	turcja	N;NEUT;SG	N;NOM;FEM;SG
turkije	indyk	turkije	indyk	N;NEUT;SG	N;NOM;MASC;SG
twintig	dwadzieścia	twintig	dwadzieścia	NUM	NUM;ACC;MASC;PL
antwoord	odpowiedź	antwoord	odpowiedź	N;NEUT;SG	N;NOM;FEM;SG
antwoord	odpowiedź	antwoord	odpowiedź	N;NEUT;SG	N;NOM;FEM;SG
advocaat	adwokat	advocaat	adwokat	N;MASC+FEM;SG	N;NOM;MASC;SG
advocaat	prawnik	advocaat	prawnik	N;MASC+FEM;SG	N;NOM;MASC;SG
advocaat	adwokat	advocaat	adwokat	N;MASC+FEM;SG	N;NOM;MASC;SG
advocaat	prawnika	advocaat	prawnika	N;MASC+FEM;SG	N;ACC;MASC;SG
advocaat	prawnik	advocaat	prawnik	N;MASC+FEM;SG	N;NOM;MASC;SG
producten	wyroby	product	wyrób	N;PL	N;NOM;MASC;PL
producten	produktów	product	produkt	N;PL	N;GEN;MASC;PL
producten	produkty	product	produkt	N;PL	N;NOM;MASC;PL
kiezen	wybierz	kiezen	wybrać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
bevatten	zawiera	bevatten	zawierać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bevatten	zawierają	bevatten	zawierać	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
bevatten	zawierać	bevatten	zawierać	V;NFIN	V;IPFV;NFIN;ACT
wapens	pistolety	wapen	pistolet	N;PL	N;NOM;MASC;PL
wapens	ramiona	wapen	ramię	N;PL	N;NOM;NEUT;PL
wapens	ręce	wapen	ręka	N;PL	N;NOM;FEM;PL
noemt	wspomina	noemen	wspominać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
noemt	wzywa	noemen	wzywać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
roger	roger	roog	roger	N;MASC+FEM;SG	N;NOM;MASC;SG
verwijdering	usuwanie	verwijdering	usuwać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verwijdering	usuwania	verwijdering	usuwać	N;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
verwijdering	usunięcie	verwijdering	usunąć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verwijdering	usuwanie	verwijdering	usuwać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verwijdering	usunięcie	verwijdering	usunąć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verwijdering	usuwanie	verwijdering	usuwać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
coach	trener	coach	trener	N;MASC+FEM;SG	N;NOM;MASC;SG
schrijft	zapisuje	schrijven	zapisywać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
schrijft	pisze	schrijven	pisać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
grootte	wielkość	grootte	wielkość	N;MASC+FEM;SG	N;ACC;FEM;SG
grootte	rozmiar	grootte	rozmiar	N;MASC+FEM;SG	N;NOM;MASC;SG
opening	otwieranie	opening	otwierać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
opening	otwarcie	opening	otworzyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
opening	otwarcia	opening	otworzyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
river	rzeka	river	rzeka	N;MASC+FEM;SG	N;NOM;FEM;SG
bad	wanna	bad	wanna	N;NEUT;SG	N;NOM;FEM;SG
bad	łazienka	bad	łazienka	N;NEUT;SG	N;NOM;FEM;SG
verslag	raport	verslag	raport	N;NEUT;SG	N;NOM;MASC;SG
verslag	sprawozdanie	verslag	sprawozdać	N;NEUT;SG	N;NOM;NEUT;SG
verslag	zgłoszenie	verslag	zgłosić	N;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
code	kodu	code	koda	N;MASC+FEM;SG	N;GEN;MASC;SG
code	kod	code	kod	N;MASC+FEM;SG	N;ACC;MASC;SG
ernst	nasilenie	ernst	nasilić	N;MASC+FEM;SG	N;NOM;NEUT;SG
ernst	nasileniem	ernst	nasilić	N;MASC+FEM;SG	N;INS;NEUT;SG
zichtbaar	widoczna	zichtbaar	widoczny	ADJ	ADJ;NOM;FEM;SG
zichtbaar	widoczny	zichtbaar	widoczny	ADJ	ADJ;NOM;MASC;SG
zichtbaar	widoczne	zichtbaar	widoczny	ADJ	ADJ;NOM;NEUT;SG
jongen	chłopak	jongen	chłopak	N;MASC+FEM;SG	N;NOM;MASC;SG
jongen	chłopiec	jongen	chłopiec	N;MASC+FEM;SG	N;NOM;MASC;SG
jongen	dzieciak	jongen	dzieciak	N;MASC+FEM;SG	N;NOM;MASC;SG
luitenant	porucznik	luitenant	porucznik	N;MASC+FEM;SG	N;NOM;MASC;SG
lager	niższy	laag	nisszyć	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
lager	niższa	laag	nissza	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
instrumenten	instrumenty	instrument	instrument	N;PL	N;NOM;MASC;PL
instrumenten	przyrządy	instrument	przyrząd	N;PL	N;NOM;MASC;PL
vliegen	latać	vliegen	latać	V;NFIN	V;IPFV;NFIN;ACT
vliegen	leć	vliegen	leć	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
verslagen	opowiadania	verslag	opowiadanie	N;PL	N;NOM;NEUT;PL
verslagen	raporty	verslag	raport	N;PL	N;NOM;MASC;PL
verslagen	sprawozdania	verslag	sprawozdać	N;PL	N;NOM;NEUT;PL
verslagen	raportów	verslag	raport	N;PL	N;GEN;MASC;PL
voedsel	żywności	voedsel	żywność	N;NEUT;SG	N;GEN;FEM;SG
voedsel	pokarm	voedsel	pokarm	N;NEUT;SG	N;NOM;MASC;SG
voedsel	żywność	voedsel	żywność	N;NEUT;SG	N;NOM;FEM;SG
voedsel	jedzenie	voedsel	jedzenie	N;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
veroorzaakt	spowodował	veroorzaken	spowodować	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
