категория	категорія	категория	категорія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
пак	знов	пак	знов	ADV	ADV
пак	знову	пак	знову	ADV	ADV
източна	східна	източен	східний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
източна	східної	източен	східний	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
британски	британська	британски	британський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
основно	переважно	основно	переважно	ADV	ADV
отношение	ставлення	отношение	ставлення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
текст	текст	текст	текст	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
образование	освіта	образование	освіта	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
главен	головний	главен	головний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
главен	основне	главен	основний	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
главен	головна	главен	головний	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
понякога	інколи	някога	інколи	ADV	ADV
понякога	деколи	някога	деколи	ADV	ADV
понякога	іноді	някога	іноді	ADV	ADV
някой	хтось	някой	хтось	PRO;NOM;MASC;SG	PRO;ANIM;NOM
някой	хтось	някой	хтось	PRO;NOM;MASC;SG	PRO;ANIM;NOM
въстание	повстання	въстание	повстання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
въстание	повстання	въстание	повстання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
въстание	бунт	въстание	бунт	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
въстание	повстання	въстание	повстання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
военен	військовий	военен	військовий	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
казва	каже	казвам-(се)	казати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
малък	малий	малък	малий	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
малък	маленька	малък	маленький	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
малък	маленький	малък	маленький	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
носители	голубів	носител	голуб	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
сметка	рахунок	сметка	рахунок	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
сметка	вкладку	сметка	вкладка	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
сметка	вкладка	сметка	вкладка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
разлика	порівняння	разлика	порівняння	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
разлика	різниця	разлика	різниця	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
разлика	різниця	разлика	різниця	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
разлика	різниці	разлика	різник	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
рок	скеля	рок	скеля	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
рок	рок	рок	рок	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
създаването	створення	създаване	створення	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
създаването	витвір	създаване	витвір	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
дом	дім	дом	дім	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
дом	домівка	дом	домівка	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
кралство	царство	кралство	царство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
кралство	королівство	кралство	королівство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
същото	однаковий	същ	однаковий	ADJ;DEF;NEUT;SG	ADJ;NOM;MASC;SG
учител	викладач	учител	викладач	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
учител	вчителю	учител	вчитель	N;INDF;MASC;SG	N;ANIM;DAT;FEM;SG
учител	вчитель	учител	вчитель	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
учител	учитель	учител	учитель	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
учител	вчителька	учител	вчителька	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
известна	відома	известен	відомий	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
известна	відоме	известен	відомий	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
известна	відома	известен	відомий	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
известна	відомий	известен	відомий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
известна	знаменитий	известен	знаменитий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
точки	точки	точка	точка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
точки	очки	точка	очка	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
точки	пункти	точка	пункт	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
точки	очок	точка	очок	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
точки	балів	точка	бал	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
игри	ігри	игра	ігра	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
игри	ігри	игра	ігра	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
албуми	альбомів	албум	альбом	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
албуми	альбоми	албум	альбий	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
напълно	повністю	напълно	повністю	ADV	ADV
напълно	цілком	напълно	цілком	ADV	ADV
напълно	повністю	напълно	повністю	ADV	ADV
напълно	повністю	напълно	повністю	ADV	ADV
клуб	клуб	клуб	клуб	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
щати	стани	щат	стан	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
бряг	берега	бряг	берег	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
бряг	берег	бряг	берег	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бряг	біч	бряг	біч	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бряг	пляж	бряг	пляж	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бряг	узбережжя	бряг	узбережжя	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
бряг	берег	бряг	берег	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
състояние	стан	състояние	стан	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
състояние	статус	състояние	статус	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
състояние	стану	състояние	стан	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
състояние	статусі	състояние	статус	N;INDF;NEUT;SG	N;INAN;DAT;MASC;SG
състояние	умова	състояние	умова	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
превод	переклад	превод	переклад	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
директор	режисер	директор	режисер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
директор	директор	директор	директор	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
директор	капітал	директор	капітал	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
институт	інститут	институт	інститут	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
сигурност	безпека	сигурност	безпека	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
сигурност	безпеки	сигурност	безпека	N;INDF;FEM;SG	N;INAN;GEN;FEM;SG
основни	головні	основен	головний	ADJ;INDF;PL	ADJ;NOM;PL
основни	базові	основен	базовий	ADJ;INDF;PL	ADJ;NOM;PL
основни	основні	основен	основний	ADJ;INDF;PL	ADJ;NOM;PL
действия	бойовики	действие	бойовик	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
действия	дії	действие	дія	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
действия	дії	действие	дія	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
събрание	засідання	събрание	засідання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
събрание	нарада	събрание	нарада	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
събрание	зустріч	събрание	зустріч	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
войни	воїни	война	воїн	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
войни	війн	война	війна	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
имена	назви	име	назва	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
имена	імена	име	ім’я	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;PL
изключително	надзвичайно	изключително	надзвичайно	ADV	ADV
изключително	виключно	изключително	виключно	ADV	ADV
жена	жінка	жена	жінка	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
жена	самка	жена	самка	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
жена	жінка	жена	жінка	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
жена	дружині	жена	дружина	N;INDF;FEM;SG	N;ANIM;DAT;FEM;SG
жена	дружина	жена	дружина	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
доклад	скарга	доклад	скарга	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
доклад	звіт	доклад	звіт	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
изследвания	перевірки	изследване	перевірка	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
изследвания	тести	изследване	тести	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
изследвания	розслідувань	изследване	розслідування	N;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
изследвания	студій	изследване	студія	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
реката	річка	река	річка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
реката	ріка	река	ріка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
формула	формула	формула	формула	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
номер	число	номер	число	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
номер	кількість	номер	кількість	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
номер	номер	номер	номер	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
номер	номера	номер	номера	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
обща	загальний	общ	загальний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
обща	загальне	общ	загальний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
обща	спільне	общ	спільний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
обща	загальна	общ	загальний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
обща	загальний	общ	загальний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
вестник	газета	вестник	газета	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
опит	досвід	опит	досвід	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
животни	звірі	животно	звір	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
животни	тварини	животно	тварина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
животни	тварини	животно	тварина	N;INDF;NEUT;PL	N;ANIM;NOM;FEM;PL
разпространение	поширення	разпространение	поширення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
разпространение	розповсюдження	разпространение	розповсюдження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
разпространение	розподіл	разпространение	розподіл	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
актриса	актриса	актриса	актриса	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
актриса	акторка	актриса	акторка	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
художник	маляр	художник	маляр	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
художник	вазописець	художник	вазописець	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
художник	художник	художник	художник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
художник	художниця	художник	художниця	N;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
художник	митець	художник	митець	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
художник	виконавець	художник	виконавець	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
художник	художник	художник	художник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
назначен	призначив	назнача	призначити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
мачове	матчів	мач	матч	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
мачове	сірники	мач	сірник	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
територия	територія	територия	територія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
победа	перемога	победа	перемога	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
права	права	право	право	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;PL
университета	університет	университет	університет	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
княз	принц	княз	принц	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
княз	князь	княз	князь	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
режисьор	режисер	режисьор	режисер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
режисьор	директор	режисьор	директор	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
служи	служити	служа	служити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN
служи	подавати	служа	подавати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN
служи	служить	служа	служити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
служи	обслуговує	служа	обслуговувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
съществува	існує	съществувам	існувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
съдържа	містить	съдържам-(се)	містити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
програма	програма	програма	програма	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
програма	програма	програма	програма	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
решение	рішенням	решение	рішення	N;INDF;NEUT;SG	N;INAN;INS;NEUT;SG
решение	рішення	решение	рішення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
решение	розчин	решение	розчин	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
решение	вирішення	решение	вирішення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
защита	захист	защита	захист	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
защита	оборона	защита	оборона	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
защита	захист	защита	захист	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
защита	захист	защита	захист	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
защита	оборону	защита	оборона	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
гора	гора	гора	гора	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
гора	ліс	гора	ліс	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
идва	приходить	идвам	приходити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
идва	наближається	идвам	наближатися	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
просто	щойно	просто	щойно	ADV	ADV
столицата	капітал	столица	капітал	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
столицата	столиця	столица	столиця	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
официално	офіційно	официално	офіційно	ADV	ADV
системи	систем	система	система	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
страници	сторінки	страница	сторінка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
страници	сторінок	страница	сторінка	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
влияние	вплив	влияние	вплив	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
влияние	перебіг	влияние	перебігти	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
влияние	вплив	влияние	вплив	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
съд	судно	съд	судно	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
съд	суд	съд	суд	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
портал	портал	портал	портал	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
портал	шлюз	портал	шлюз	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
купа	чаша	купа	чаш	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
купа	миска	купа	миска	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
купа	чашка	купа	чашка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
купа	чаша	купа	чаш	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
купа	кубок	купа	кубок	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
мрежа	сітку	мрежа	сітка	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
мрежа	сітка	мрежа	сітка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
мрежа	ґратка	мрежа	ґратка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
мрежа	мережа	мрежа	мережа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
проект	проект	проект	проект	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
производство	виробництва	производство	виробництво	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
производство	продакшн	производство	продакшн	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
производство	виробництво	производство	виробництво	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
производство	продукція	производство	продукція	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
производство	виробництво	производство	виробництво	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
създаване	створення	създаване	створення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
създаване	створення	създаване	створення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
създаване	витвір	създаване	витвір	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
изцяло	повністю	изцяло	повністю	ADV	ADV
цвят	колір	цвят	колір	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
цвят	колір	цвят	колір	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
промени	зміни	промяна	зміна	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
гола	медом	гол	мед	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
гола	ню	гол	ню	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
поле	поле	поле	поле	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
впоследствие	послідовно	впоследствие	послідовно	ADV	ADV
области	райони	област	район	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
области	доменів	област	домін	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
области	ділянки	област	ділянка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
области	територіях	област	територія	N;INDF;FEM;PL	N;INAN;ESS;FEM;PL
области	площі	област	площа	N;INDF;FEM;PL	N;INAN;ACC;FEM;PL
области	районів	област	район	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
позиция	розташування	позиция	розташування	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
позиция	позиція	позиция	позиція	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
позиция	положення	позиция	положення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
професор	професор	професор	професор	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
селища	селах	селище	село	N;INDF;NEUT;PL	N;INAN;ESS;NEUT;PL
селища	сіл	селище	сіль	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
селища	розрахунків	селище	розрахунок	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
лятото	літо	лято	літо	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
продължение	суфікс	продължение	суфікс	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
продължение	розширення	продължение	розширення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
продължение	продовження	продължение	продовження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
продължение	нетерпінням	продължение	нетерпіння	N;INDF;NEUT;SG	N;INAN;INS;NEUT;SG
титли	заголовки	титла	заголовка	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
описание	опис	описание	опис	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
родена	народився	родя-(се)	народитися	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
родена	народилась	родя-(се)	народитися	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN
родена	народилася	родя-(се)	народитися	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN
възможност	можливість	възможност	можливість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
възможност	нагода	възможност	нагода	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
възможност	можливість	възможност	можливість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
разположени	розташовано	разположа-(се)	розташовано	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
калифорния	каліфорнію	калифорния	каліфорнія	ADJ;DEF;MASC;SG	ADJ;ACC;FEM;SG
зона	зона	зона	зона	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
зона	область	зона	область	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
зона	ділянка	зона	ділянка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
зона	площа	зона	площа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
зона	місцевість	зона	місцевість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
винаги	завжди	винаги	завжди	ADV	ADV
издание	редакція	издание	редакція	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
издание	видання	издание	видання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
трети	третій	трети	третій	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
трети	третя	трети	третій	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
планината	гора	планина	гора	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
планината	гора	планина	гора	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
планината	монтування	планина	монтування	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
сгради	будівлі	сграда	будівля	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
сгради	будівель	сграда	будівля	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
условия	умовами	условие	умова	N;INDF;NEUT;PL	N;INAN;INS;FEM;PL
условия	терміни	условие	термін	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
условия	умови	условие	умова	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
условия	умови	условие	умова	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
статут	стан	статут	стан	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
статут	статус	статут	статус	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
статут	стану	статут	стан	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
статут	статусі	статут	статус	N;INDF;MASC;SG	N;INAN;DAT;MASC;SG
статут	статут	статут	статут	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
цели	голи	цел	голий	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
цели	цілей	цел	ціль	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
селище	поселення	селище	поселення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
политици	політики	политик	політика	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
техните	своїх	наш	свій	DET;DEF;PL;3	DET;ANIM;ACC;PL;REFL
техните	свої	наш	свій	DET;DEF;PL;3	DET;NOM;PL;REFL
техните	їхні	наш	їхній	DET;DEF;PL;3	DET;NOM;PL;3
парк	парк	парк	парк	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
тялото	тіло	тяло	тіло	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
тялото	тіла	тяло	тіло	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
пространство	простору	пространство	простір	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
пространство	пробіл	пространство	пробіл	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
пространство	простір	пространство	простір	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
актьори	акторів	актьор	актор	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
актьори	актори	актьор	актор	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
организации	організацій	организация	організація	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
организации	організаціями	организация	організація	N;INDF;FEM;PL	N;INAN;INS;FEM;PL
песен	конкурс	песен	конкурс	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
песен	пісня	песен	пісня	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
военна	військовий	военен	військовий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
клас	клас	клас	клас	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
близост	близькості	близост	близькість	N;INDF;FEM;SG	N;INAN;DAT;FEM;SG
златен	золотий	златен	золотий	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
златен	золоте	златен	золотий	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
сестра	сестра	сестра	сестра	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
сестра	медсестра	сестра	медсестр	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
земя	землею	земя	земля	N;INDF;FEM;SG	N;INAN;INS;FEM;SG
земя	земля	земя	земля	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
земя	земля	земя	земля	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
земя	землею	земя	земля	N;INDF;FEM;SG	N;INAN;INS;FEM;SG
земя	землю	земя	земля	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
земи	земель	земя	земля	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
турски	турецька	турски	турецький	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
турски	турецький	турски	турецький	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
турски	турецькою	турски	турецький	ADJ;INDF;MASC;SG	ADJ;INS;FEM;SG
проблеми	проблем	проблем	проблема	N;INDF;MASC;PL	N;INAN;GEN;FEM;PL
проблеми	проблеми	проблем	проблема	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
проблеми	питань	проблем	питання	N;INDF;MASC;PL	N;INAN;GEN;NEUT;PL
проблеми	проблеми	проблем	проблема	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
европейски	європейський	европейски	європейський	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
европейски	європейська	европейски	європейський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
случаи	випадках	случай	випадок	N;INDF;MASC;PL	N;INAN;ESS;MASC;PL
случаи	випадки	случай	випадок	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
случаи	випадків	случай	випадок	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
пост	допис	пост	допис	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
пост	допису	пост	допис	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
пътя	дорога	път	дорога	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
процес	процес	процес	процес	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
