dari	من	dari	مِن	ADP	ADP
kemungkinan	الاحتمال	kemungkinan	اِحتِمَال	N;SG	N;NOM;DEF;SG
kemungkinan	امكانية	kemungkinan	إِمكَانِيَّة	N;SG	N;NOM;INDF;SG
imam	الامام	imam	إِمَام	N;SG	N;NOM;DEF;SG
imam	الائمة	imam	أَئم	N;SG	N;NOM;DEF;SG
imam	الكاهن	imam	كَاهِن	N;SG	N;NOM;DEF;SG
imam	الكهنة	imam	كُهنَة	N;SG	N;NOM;DEF;SG
tunggal	الفردي	tunggal	فَردِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
tunggal	فردي	tunggal	فَردِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
tunggal	مفردة	tunggal	مفردة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
berakhir	ينتهي	berakhir	اِنتَهَى	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
pimpinan	الزعامة	pimpinan	زَعَامَة	N;SG	N;NOM;DEF;SG
pimpinan	قيادة	pimpinan	قِيَادَة	N;SG	N;NOM;INDF;SG
pimpinan	القيادة	pimpinan	قِيَادَة	N;SG	N;NOM;DEF;SG
kebudayaan	الثقافة	kebudayaan	ثَقَافَة	N;SG	N;NOM;DEF;SG
kebudayaan	ثقافة	kebudayaan	ثَقَافَة	N;SG	N;NOM;INDF;SG
kemerdekaan	حرية	kemerdekaan	حُرِّيَّة	N;SG	N;NOM;INDF;SG
kemerdekaan	الحرية	kemerdekaan	حُرِّيَّة	N;SG	N;NOM;DEF;SG
kemerdekaan	استقلال	kemerdekaan	اِستِقلَال	N;SG	N;NOM;INDF;SG
kemerdekaan	الاستقلال	kemerdekaan	اِستِقلَال	N;SG	N;NOM;DEF;SG
publik	الجمهور	publik	جُمهُور	N	N;NOM;DEF;SG
publik	عام	publik	عَام	N	N;NOM;INDF;SG
publik	العامة	publik	عَامَّة	N	N;NOM;DEF;SG
publik	علانية	publik	عَلَانِيَّة	N	N;NOM;INDF;SG
publik	علنا	publik	عَلَن	N	N;ACC;INDF;SG
sutradara	مديرة	sutradara	مُدِيرَة	N;SG	N;NOM;INDF;SG
sutradara	مدير	sutradara	مُدِير	N;SG	N;NOM;INDF;SG
sutradara	المديرة	sutradara	مُدِير	N;SG	N;NOM;DEF;SG
sutradara	المدير	sutradara	مُدِير	N;SG	N;NOM;DEF;SG
sutradara	المخرج	sutradara	مُخرِج	N;SG	N;NOM;DEF;SG
sutradara	مخرج	sutradara	مَخرَج	N;SG	N;NOM;INDF;SG
sutradara	المدراء	sutradara	مِدرَاء	N;SG	N;NOM;DEF;SG
angka	عدد	angka	عَدَد	N;SG	N;NOM;INDF;SG
angka	العدد	angka	عَدَد	N;SG	N;NOM;DEF;SG
angka	الرقم	angka	رَقم	N;SG	N;NOM;DEF;SG
angka	رقم	angka	رَقم	N;SG	N;NOM;INDF;SG
angka	الاعداد	angka	إِعدَاد	N;SG	N;NOM;DEF;SG
jurusan	التركيز	jurusan	تَركِيز	N;SG	N;NOM;DEF;SG
jurusan	تركيز	jurusan	تَركِيز	N;SG	N;NOM;INDF;SG
jurusan	الرائد	jurusan	رَائِد	N;SG	N;NOM;DEF;SG
menggantikan	يستبدل	mengantikan	اِستَبدَل	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
menggantikan	يستعاض	mengantikan	اِستَعَاض	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
menggantikan	تستبدل	mengantikan	اِستَبدَل	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
menggantikan	استبدل	mengantikan	اِستَبدَل	V;SG;ACT	V;PFV;MASC;SG;3;ACT
lembab	رطبة	lembab	رُطبَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
latar	الخلفية	latar	خَلفِيَّة	N;SG	N;NOM;DEF;SG
latar	خلفية	latar	خَلفِيَّة	N;SG	N;NOM;INDF;SG
terbang	ذبابة	terbang	ذَبَّابَة	N;SG;ACT	N;NOM;INDF;SG
terbang	طيران	terbang	طَيَرَان	N;SG;ACT	N;NOM;INDF;SG
terbang	الطيران	terbang	طَيَرَان	N;SG;ACT	N;NOM;DEF;SG
konsep	المفهوم	konsep	مَفهُوم	N;SG	N;NOM;DEF;SG
konsep	المسودة	konsep	مُسَوَّدَة	N;SG	N;NOM;DEF;SG
konsep	مسودة	konsep	مُسَوَّدَة	N;SG	N;NOM;INDF;SG
merasa	تشعر	menrasa	شَعَر	V;SG;ACT	V;IPFV;MASC;IND;SG;2;FIN;ACT
merasa	يشعر	menrasa	شَعَر	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
merasa	يشعر	menrasa	شَعَر	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
merasa	شعرت	menrasa	شَعَر	V;SG;ACT	V;PFV;FEM;SG;3;ACT
danau	بحيرة	danau	بُحَيرَة	N;SG	N;NOM;INDF;SG
danau	البحيرة	danau	بُحَيرَة	N;SG	N;NOM;DEF;SG
muslim	المسلم	muslim	مُسلِم	N;SG	N;NOM;DEF;SG
muslim	مسلم	muslim	مُسلِم	N;SG	N;NOM;INDF;SG
area	مساحة	area	مِسَاحَة	N;SG	N;NOM;INDF;SG
area	المساحة	area	مِسَاحَة	N;SG	N;NOM;DEF;SG
area	منطقة	area	مِنطَقَة	N;SG	N;NOM;INDF;SG
area	المنطقة	area	مِنطَقَة	N;SG	N;NOM;DEF;SG
tahu	تعرف	tahu	عَرَف	V;SG	V;IPFV;FEM;IND;SG;3;FIN;PASS
bupati	الوصي	bupati	وَصي	N	N;NOM;DEF;SG
ukuran	المقاس	ukuran	مَقَاس	N;SG	N;NOM;DEF;SG
ukuran	الحجم	ukuran	حَجم	N;SG	N;NOM;DEF;SG
ukuran	حجم	ukuran	حَجم	N;SG	N;NOM;INDF;SG
pilihan	خيار	pilihan	خِيَار	N;SG	N;NOM;INDF;SG
pilihan	اختيار	pilihan	اِختِيَار	N;SG	N;NOM;INDF;SG
pilihan	الاختيار	pilihan	اِختِيَار	N;SG	N;NOM;DEF;SG
pilihan	الخيار	pilihan	خِيَار	N;SG	N;NOM;DEF;SG
mirip	مشابهة	mirip	مُشَابِه	ADJ;SG	ADJ;NOM;INDF;FEM;SG
mirip	مماثل	mirip	مُمَاثِل	ADJ;SG	ADJ;NOM;INDF;MASC;SG
mirip	مماثلة	mirip	مُمَاثِل	ADJ;SG	ADJ;NOM;INDF;FEM;SG
kulit	الجلود	kulit	الجلود	N;SG	N;NOM;DEF;SG
kulit	الجلد	kulit	جَلد	N;SG	N;NOM;DEF;SG
kulit	جلد	kulit	جَلَد	N;SG	N;NOM;INDF;SG
kulit	الجلود	kulit	الجلود	N;SG	N;NOM;DEF;SG
kulit	الجلد	kulit	جَلد	N;SG	N;NOM;DEF;SG
kulit	بشرة	kulit	بَشَرَة	N;SG	N;NOM;INDF;SG
kulit	جلد	kulit	جَلَد	N;SG	N;NOM;INDF;SG
kulit	البشرة	kulit	بَشَرَة	N;SG	N;NOM;DEF;SG
kendaraan	العربة	kendaraan	عَرَبَة	N;SG	N;NOM;DEF;SG
kendaraan	مركبة	kendaraan	مَركَبَة	N;SG	N;NOM;INDF;SG
kendaraan	المركبة	kendaraan	مَركَبَة	N;SG	N;NOM;DEF;SG
kendaraan	عربة	kendaraan	عَرَبَة	N;SG	N;NOM;INDF;SG
direktur	مديرة	direktur	مُدِيرَة	N;SG	N;NOM;INDF;SG
direktur	مدير	direktur	مُدِير	N;SG	N;NOM;INDF;SG
direktur	المديرة	direktur	مُدِير	N;SG	N;NOM;DEF;SG
direktur	المدير	direktur	مُدِير	N;SG	N;NOM;DEF;SG
direktur	المخرج	direktur	مُخرِج	N;SG	N;NOM;DEF;SG
direktur	مخرج	direktur	مَخرَج	N;SG	N;NOM;INDF;SG
pesan	المراسلة	pesan	مُرَاسَلَة	N;SG	N;NOM;DEF;SG
pesan	مراسلة	pesan	مُرَاسَلَة	N;SG	N;NOM;INDF;SG
pesan	الرسالة	pesan	رِسَالَة	N;SG	N;NOM;DEF;SG
pesan	رسالة	pesan	رِسَالَة	N;SG	N;NOM;INDF;SG
pertengahan	المنتصف	pertengahan	مُنتَصَف	N;SG	N;NOM;DEF;SG
pertengahan	الوسط	pertengahan	وَسط	N;SG	N;NOM;DEF;SG
pertengahan	وسط	pertengahan	وَسط	N;SG	N;NOM;INDF;SG
pertengahan	منتصف	pertengahan	مُنتَصَف	N;SG	N;NOM;INDF;SG
tenaga	طاقة	tenaga	طَاقَة	N;SG	N;NOM;INDF;SG
tenaga	الطاقة	tenaga	طَاقَة	N;SG	N;NOM;DEF;SG
tenaga	قوة	tenaga	قُوَّة	N;SG	N;NOM;INDF;SG
tenaga	طاقة	tenaga	طَاقَة	N;SG	N;NOM;INDF;SG
tenaga	الطاقة	tenaga	طَاقَة	N;SG	N;NOM;DEF;SG
tenaga	القوة	tenaga	قُوَّة	N;SG	N;NOM;DEF;SG
tenaga	السلطة	tenaga	سُلطَة	N;SG	N;NOM;DEF;SG
pertahanan	الدفاع	pertahanan	دِفَاع	N;SG	N;NOM;DEF;SG
pertahanan	الدفاع	pertahanan	دِفَاع	N;SG	N;NOM;DEF;SG
mengalahkan	تغلب	menkalahkan	تَغَلَّب	V;SG;ACT	V;PFV;MASC;SG;3;ACT
mengalahkan	ينبض	menkalahkan	نَبَض	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengalahkan	يهزم	menkalahkan	هَزَم	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengalahkan	يغلب	menkalahkan	غَلَّب	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengalahkan	يدق	menkalahkan	دَقّ	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengalahkan	هزم	menkalahkan	هَزم	V;SG;ACT	V;PFV;MASC;SG;3;ACT
mengalahkan	هزمت	menkalahkan	هَزم	V;SG;ACT	V;PFV;FEM;SG;3;ACT
menampilkan	يظهر	mentampilkan	ظَهَر	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
pekerjaan	الوظيفة	pekerjaan	وَظِيفَة	N;SG	N;NOM;DEF;SG
pekerjaan	وظيفة	pekerjaan	وَظِيفَة	N;SG	N;NOM;INDF;SG
pekerjaan	الشغل	pekerjaan	شُغل	N;SG	N;NOM;DEF;SG
pekerjaan	عمل	pekerjaan	عَمَل	N;SG	N;NOM;INDF;SG
pekerjaan	العمل	pekerjaan	عَمَل	N;SG	N;NOM;DEF;SG
pekerjaan	عمل	pekerjaan	عَمَل	N;SG	N;NOM;INDF;SG
kementerian	وزارة	kementerian	وِزَارَة	N;SG	N;NOM;INDF;SG
kementerian	الوزارة	kementerian	وِزَارَة	N;SG	N;NOM;DEF;SG
rencana	الخطة	rencana	خُطَّة	N;SG	N;NOM;DEF;SG
rencana	خطة	rencana	خُطَّة	N;SG	N;NOM;INDF;SG
era	عصر	era	عَصر	N	N;NOM;INDF;SG
era	عهد	era	عَهد	N	N;NOM;INDF;SG
era	حقبة	era	حِقبَة	N	N;NOM;INDF;SG
era	العصر	era	عَصر	N	N;NOM;DEF;SG
era	الحقبة	era	حِقبَة	N	N;NOM;DEF;SG
tipe	النوع	tipe	نَوع	N;SG	N;NOM;DEF;SG
tipe	نوع	tipe	نَوع	N;SG	N;NOM;INDF;SG
menyerang	تهاجم	menserang	تَهَاجُم	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
menyerang	يهاجم	menserang	هَاجَم	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
global	عالمي	global	عَالَمِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
global	عالمية	global	عَالَمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
global	عالميا	global	عَالَمِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
global	العالمي	global	عَالَمِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
global	العالمية	global	عَالَمِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
terlalu	ايضا	terlalu	أَيضًا	ADV	ADV
aliran	تيار	aliran	تَيَّار	N;SG	N;NOM;INDF;SG
aliran	تدفق	aliran	تَدَفُّق	N;SG	N;NOM;INDF;SG
aliran	التدفق	aliran	تَدَفُّق	N;SG	N;NOM;DEF;SG
berjalan	يمشي	berjalan	أَمشَى	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
teks	نص	teks	نَصّ	N;SG	N;NOM;INDF;SG
teks	النص	teks	نَصّ	N;SG	N;NOM;DEF;SG
tujuh	سبع	tujuh	سَبعَة	NUM	NUM;NOM;INDF;FEM
tujuh	سبعة	tujuh	سَبعَة	NUM	NUM;NOM;INDF;MASC
tujuh	السبعة	tujuh	سَبعَة	NUM	NUM;NOM;DEF;MASC
penumpang	المسافر	pentumpang	مُسَافِر	N;SG	N;NOM;DEF;SG
penumpang	الراكب	pentumpang	رَاكِب	N;SG	N;NOM;DEF;SG
penumpang	راكب	pentumpang	رَاكِب	N;SG	N;NOM;INDF;SG
penumpang	مسافر	pentumpang	مُسَافِر	N;SG	N;NOM;INDF;SG
minyak	النفط	minyak	نَفط	N;SG	N;NOM;DEF;SG
minyak	الزيت	minyak	الزيت	N;SG	N;NOM;DEF;SG
minyak	زيت	minyak	زيت	N;SG	N;NOM;INDF;SG
minyak	نفط	minyak	نَفط	N;SG	N;NOM;INDF;SG
manajemen	ادارة	manajemen	إِدَارَة	N;SG	N;NOM;INDF;SG
manajemen	الادارة	manajemen	إِدَارَة	N;SG	N;NOM;DEF;SG
murid	الطالب	murid	طَالِب	N;SG	N;NOM;DEF;SG
murid	تلميذ	murid	تَلمِيذ	N;SG	N;NOM;INDF;SG
murid	طالبة	murid	طَالِبَة	N;SG	N;NOM;INDF;SG
murid	التلميذ	murid	تَلمِيذ	N;SG	N;NOM;DEF;SG
gas	الغاز	gas	غَاز	N;SG	N;NOM;DEF;SG
gas	غاز	gas	غَاز	N;SG	N;NOM;INDF;SG
tumbuhan	النبات	tumbuhan	نَبَات	N;SG	N;NOM;DEF;SG
tumbuhan	زرع	tumbuhan	زَرع	N;SG	N;NOM;INDF;SG
makan	الاكل	makan	أَكل	N;SG;ACT	N;NOM;DEF;SG
makan	كلي	makan	كُلِّيّ	N;SG;ACT	N;NOM;INDF;SG
makan	كل	makan	كُلّ	N;SG;ACT	N;NOM;INDF;SG
generasi	توليد	generasi	تَولِيد	N;SG	N;NOM;INDF;SG
generasi	الجيل	generasi	جِيل	N;SG	N;NOM;DEF;SG
generasi	جيل	generasi	جِيل	N;SG	N;NOM;INDF;SG
mengandung	تحتوي	menkandung	اِحتَوَى	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengandung	يحتوي	menkandung	اِحتَوَى	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengandung	تحوي	menkandung	تَحَوِّي	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
saluran	قناة	saluran	قَنَاة	N;SG	N;NOM;INDF;SG
saluran	القناة	saluran	قَنَاة	N;SG	N;NOM;DEF;SG
akademi	اكاديمية	akademi	أَكَادِيمِيَّة	N;SG	N;NOM;INDF;SG
pinjaman	قرض	pinjaman	قَرض	N;SG	N;NOM;INDF;SG
pinjaman	القرض	pinjaman	قَرض	N;SG	N;NOM;DEF;SG
metode	طريقة	metode	طَرِيقَة	N;SG	N;NOM;INDF;SG
metode	الطريقة	metode	طَرِيقَة	N;SG	N;NOM;DEF;SG
metode	اسلوب	metode	أُسلُوب	N;SG	N;NOM;INDF;SG
metode	الاسلوب	metode	أُسلُوب	N;SG	N;NOM;DEF;SG
predator	المفترس	predator	مُفتَرَس	N	N;NOM;DEF;SG
predator	مفترس	predator	مُفتَرَس	N	N;NOM;INDF;SG
predator	المفترسين	predator	مُفتَرِس	N	N;NOM;DEF;PL
peraturan	التنظيم	peraturan	تَنظِيم	N;SG	N;NOM;DEF;SG
peraturan	القاعدة	peraturan	قَاعِدَة	N;SG	N;NOM;DEF;SG
peraturan	قاعدة	peraturan	قَاعِدَة	N;SG	N;NOM;INDF;SG
pemenang	الفائز	penmenang	فَائِز	N;SG	N;NOM;DEF;SG
cahaya	الخفيفة	cahaya	خَفِيف	N;SG	N;NOM;DEF;SG
cahaya	ضوء	cahaya	ضَوء	N;SG	N;NOM;INDF;SG
cahaya	النور	cahaya	النور	N;SG	N;NOM;DEF;SG
skor	احراز	skor	إِحرَاز	N;SG	N;NOM;INDF;SG
skor	النتيجة	skor	نَتِيجَة	N;SG	N;NOM;DEF;SG
pengaruh	النفوذ	pengaruh	نُفُوذ	N;SG	N;NOM;DEF;SG
pengaruh	تاثير	pengaruh	تَأثِير	N;SG	N;NOM;INDF;SG
pengaruh	التاثير	pengaruh	تَاثِير	N;SG	N;NOM;DEF;SG
kanan	الحق	kanan	حَقّ	N;SG	N;NOM;DEF;SG
kanan	حق	kanan	حَقّ	N;SG	N;NOM;INDF;SG
kompetisi	المنافسة	kompetisi	مُنَافَسَة	N;SG	N;NOM;DEF;SG
kompetisi	منافسة	kompetisi	مُنَافَسَة	N;SG	N;NOM;INDF;SG
kompetisi	مسابقة	kompetisi	مُسَابَقَة	N;SG	N;NOM;INDF;SG
kompetisi	المسابقة	kompetisi	مُسَابَقَة	N;SG	N;NOM;DEF;SG
polisi	الشرطي	polisi	شَرطِيّ	N;SG	N;NOM;DEF;SG
polisi	شرطي	polisi	شَرطِيّ	N;SG	N;NOM;INDF;SG
polisi	شرطة	polisi	شُرطَة	N;SG	N;NOM;INDF;SG
polisi	الشرطة	polisi	شُرطَة	N;SG	N;NOM;DEF;SG
kecepatan	السرعة	kecepatan	سُرعَة	N;SG	N;NOM;DEF;SG
kecepatan	سرعة	kecepatan	سُرعَة	N;SG	N;NOM;INDF;SG
mencoba	حاولت	mencoba	حَاوَل	V;SG;ACT	V;PFV;FEM;SG;3;ACT
mencoba	جربت	mencoba	جَرَب	V;SG;ACT	V;PFV;FEM;SG;3;ACT
tewas	ميتة	tewas	مَيتَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
pasangan	شريك	pasangan	شَرِيك	N;SG	N;NOM;INDF;SG
pasangan	شريكة	pasangan	شَرِيكَة	N;SG	N;NOM;INDF;SG
pasangan	الشريك	pasangan	شَرِيك	N;SG	N;NOM;DEF;SG
lewat	عبر	lewat	عَبرَ	ADP;SG;ACT	ADP;ACC
mengubah	تحول	menubah	تَحَوَّل	V;SG;ACT	V;PFV;MASC;SG;3;ACT
korban	ضحية	korban	ضَحِيَّة	N;SG	N;NOM;INDF;SG
korban	الضحية	korban	ضَحِيَّة	N;SG	N;NOM;DEF;SG
pelabuhan	الميناء	penlabuhan	مِينَاء	N;SG	N;NOM;DEF;SG
pelabuhan	ميناء	penlabuhan	مِينَاء	N;SG	N;NOM;INDF;SG
pelabuhan	الميناء	penlabuhan	مِينَاء	N;SG	N;NOM;DEF;SG
pelabuhan	منفذ	penlabuhan	مَنفَذ	N;SG	N;NOM;INDF;SG
pelabuhan	المنفذ	penlabuhan	مَنفَذ	N;SG	N;NOM;DEF;SG
agresif	عدواني	agresif	عُدوَانِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
agresif	العدوانية	agresif	عُدوَانِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
agresif	عدوانية	agresif	عُدوَانِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
agresif	العدواني	agresif	عُدوَانِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
genre	النوع	genre	نَوع	N	N;NOM;DEF;SG
jembatan	الجسر	jembatan	جِسر	N;SG	N;NOM;DEF;SG
jembatan	جسر	jembatan	جِسر	N;SG	N;NOM;INDF;SG
yayasan	الاساس	yayasan	أَسَاس	N;SG	N;NOM;DEF;SG
yayasan	مؤسسة	yayasan	مُؤَسَّسَة	N;SG	N;NOM;INDF;SG
yayasan	المؤسسة	yayasan	مُؤَسَّسَة	N;SG	N;NOM;DEF;SG
keamanan	الامن	keamanan	أَمن	N;SG	N;NOM;DEF;SG
keamanan	الامنية	keamanan	أُمنِيَّة	N;SG	N;NOM;DEF;SG
keamanan	السلامة	keamanan	سَلَامَة	N;SG	N;NOM;DEF;SG
keamanan	سلامة	keamanan	سَلَامَة	N;SG	N;NOM;INDF;SG
keamanan	الامان	keamanan	أَمَان	N;SG	N;NOM;DEF;SG
pendiri	المؤسس	pendiri	مُؤَسِّس	N;SG	N;NOM;DEF;SG
gagal	تفشل	gagal	شَشَل	V;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
gagal	فشلت	gagal	فَشِل	V;SG	V;PFV;FEM;SG;3;ACT
perbedaan	التمييز	perbedaan	تَميِيز	N;SG	N;NOM;DEF;SG
perbedaan	التفرقة	perbedaan	تَفرِقَة	N;SG	N;NOM;DEF;SG
perbedaan	تمييز	perbedaan	تَميِيز	N;SG	N;NOM;INDF;SG
perbedaan	الفرق	perbedaan	فِرقَة	N;SG	N;NOM;DEF;SG
perbedaan	اختلاف	perbedaan	اِختِلَاف	N;SG	N;NOM;INDF;SG
perbedaan	الاختلاف	perbedaan	اِختِلَاف	N;SG	N;NOM;DEF;SG
pintu	باب	pintu	بَاب	N;SG	N;NOM;INDF;SG
pintu	الباب	pintu	بَاب	N;SG	N;NOM;DEF;SG
pembuat	الكاتب	penbuat	كَاتِب	N;SG	N;NOM;DEF;SG
pembuat	كاتب	penbuat	كَاتِب	N;SG	N;NOM;INDF;SG
pembuat	المنشئ	penbuat	مُنشَأَة	N;SG	N;NOM;DEF;SG
pembuat	منشئ	penbuat	مَنشَأ	N;SG	N;NOM;INDF;SG
kiri	اليسار	kiri	يَسَار	N;SG	N;NOM;DEF;SG
tumbuh	ينمو	tumbuh	نَمَا	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
tumbuh	كبرت	tumbuh	كَبَّر	V;SG;ACT	V;PFV;FEM;SG;3;ACT
tumbuh	ينمو	tumbuh	نَمَا	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
tumbuh	تنمو	tumbuh	نَمَا	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
tumbuh	ينمو	tumbuh	نَمَا	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
menciptakan	يخلق	menciptakan	خَلَق	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
menciptakan	ينشئ	menciptakan	أَنشَأ	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
teluk	خليج	teluk	خَلِيج	N;SG	N;NOM;INDF;SG
teluk	الخليج	teluk	خَلِيج	N;SG	N;NOM;DEF;SG
teluk	خليج	teluk	خَلِيج	N;SG	N;NOM;INDF;SG
teluk	الخليج	teluk	خَلِيج	N;SG	N;NOM;DEF;SG
vietnam	فيتنامية	vietnam	فِيَتنَامِيّ	N	N;NOM;INDF;SG
jasa	الخدمة	jasa	خِدمَة	N;SG	N;NOM;DEF;SG
jasa	خدمة	jasa	خِدمَة	N;SG	N;NOM;INDF;SG
membuka	يفتح	menbuka	فَتَح	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
swasta	الخاص	swasta	خَاصّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
swasta	الخاصة	swasta	خَاصّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
swasta	خاص	swasta	خَاصّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
swasta	خاصة	swasta	خَاصّ	ADJ;SG	ADJ;ACC;INDF;FEM;SG
bakar	الحرق	bakar	حَرِيق	N;SG;ACT	N;NOM;DEF;SG
pegunungan	الجبل	pegunungan	جَبَل	N;SG	N;NOM;DEF;SG
kelahiran	ميلاد	kelahiran	ميلاد	N;SG	N;NOM;INDF;SG
kelahiran	الميلاد	kelahiran	مِيلَاد	N;SG	N;NOM;DEF;SG
kelahiran	الولادة	kelahiran	وِلَادَة	N;SG	N;NOM;DEF;SG
kelahiran	ولادة	kelahiran	وِلَادَة	N;SG	N;NOM;INDF;SG
bendera	العلم	bendera	عِلم	N;SG	N;NOM;DEF;SG
bendera	الاعلام	bendera	إِعلَام	N;SG	N;NOM;DEF;SG
bendera	اعلام	bendera	إِعلَام	N;SG	N;NOM;INDF;SG
pelayanan	الخدمة	penlayanan	خِدمَة	N;SG	N;NOM;DEF;SG
pelayanan	خدمة	penlayanan	خِدمَة	N;SG	N;NOM;INDF;SG
pelayanan	وزارة	penlayanan	وِزَارَة	N;SG	N;NOM;INDF;SG
pelayanan	الوزارة	penlayanan	وِزَارَة	N;SG	N;NOM;DEF;SG
fitur	الميزة	fitur	مِيزَة	N;SG	N;NOM;DEF;SG
fitur	ميزة	fitur	مِيزَة	N;SG	N;NOM;INDF;SG
fitur	سمة	fitur	سِمَّة	N;SG	N;NOM;INDF;SG
aplikasi	الطلب	aplikasi	طَلَب	N;SG	N;NOM;DEF;SG
aplikasi	تطبيق	aplikasi	تَطبِيق	N;SG	N;NOM;INDF;SG
aplikasi	التطبيق	aplikasi	تَطبِيق	N;SG	N;NOM;DEF;SG
aplikasi	تطبيق	aplikasi	تَطبِيق	N;SG	N;NOM;INDF;SG
aplikasi	التطبيق	aplikasi	تَطبِيق	N;SG	N;NOM;DEF;SG
tersedia	متوفر	tersedia	متوفر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
tersedia	متاح	tersedia	مُتَاح	ADJ;SG	ADJ;NOM;INDF;MASC;SG
tersedia	متاحة	tersedia	مُتَاح	ADJ;SG	ADJ;NOM;INDF;FEM;SG
tersedia	متوفرة	tersedia	مُتَوَفِّر	ADJ;SG	ADJ;NOM;INDF;FEM;SG
kemenangan	الانتصار	kemenangan	اِنتِصَار	N;SG	N;NOM;DEF;SG
kemenangan	انتصار	kemenangan	اِنتِصَار	N;SG	N;NOM;INDF;SG
kemenangan	انتصار	kemenangan	اِنتِصَار	N;SG	N;NOM;INDF;SG
sipil	مدنية	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
sipil	المدنية	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
sipil	المدني	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
sipil	مدنية	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
sipil	المدني	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
sipil	مدنية	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
sipil	المدنية	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
sipil	المدني	sipil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
artinya	بمعنى	arti	بمعنى	N;SG	N;NOM;INDF;SG
artinya	معنى	arti	مَعنَى	N;SG	N;NOM;INDF;SG
artinya	المعنى	arti	مَعنَى	N;SG	N;NOM;DEF;SG
misi	المهمة	misi	مَهَمَّة	N;SG	N;NOM;DEF;SG
misi	مهمة	misi	مَهَمَّة	N;SG	N;NOM;INDF;SG
misi	بعثة	misi	بَعثَة	N;SG	N;NOM;INDF;SG
misi	البعثة	misi	بَعثَة	N;SG	N;NOM;DEF;SG
satelit	الساتل	satelit	سَاتِل	N;SG	N;NOM;DEF;SG
kejadian	الحدوث	kejadian	حُدُوث	N;SG	N;NOM;DEF;SG
kejadian	واقعة	kejadian	وَاقِع	N;SG	N;NOM;INDF;SG
kejadian	حادث	kejadian	حَادِث	N;SG	N;NOM;INDF;SG
kejadian	الحادث	kejadian	حَادِث	N;SG	N;NOM;DEF;SG
