von	從	von	從	ADP	ADP
zahl	尾	zahl	尾	N;NOM;FEM;SG	N
zahl	背面	zahl	背面	N;NOM;FEM;SG	N
zahl	反面	zahl	反面	N;NOM;FEM;SG	N
zahl	數字	zahl	數字	N;NOM;FEM;SG	N
zahl	數	zahl	數	N;NOM;FEM;SG	N
zahl	號碼	zahl	號碼	N;NOM;FEM;SG	N
zahl	編號	zahl	編號	N;NOM;FEM;SG	N
homepage	首頁	homepage	首頁		
schreiben	撰寫	schreiben	撰寫	V;NFIN	V
schreiben	寫	schreiben	寫	V;NFIN	V
schreiben	寫信	schreiben	寫信	V;NFIN	V
schreiben	寫入	schreiben	寫入	V;NFIN	V
schreiben	書寫	schreiben	書寫	V;NFIN	V
schreiben	寫入	schreiben	寫入	V;NFIN	V
schreiben	寫	schreiben	寫	V;NFIN	V
schreiben	撰寫	schreiben	撰寫	V;NFIN	V
firma	事務	firma	事務	N;NOM;FEM;SG	N
firma	公司	firma	公司	N;NOM;FEM;SG	N
nahe	近	nahe	近		
tore	目標	tor	目標	N;NOM;NEUT;PL	N
männer	男性	männer	男性	N;NOM;MASC;PL	N
männer	男性	männer	男性	N;NOM;MASC;PL	N
männer	男人	männer	男人	N;NOM;MASC;PL	N
männer	男子	männer	男子	N;NOM;MASC;PL	N
männer	男性	männer	男性	N;NOM;MASC;PL	N
männer	男	männer	男	N;NOM;MASC;PL	N
beste	最好	gut	最好	ADJ;NOM;FEM;PL	ADJ
schlacht	戰	schlacht	戰	N;NOM;FEM;SG	N
schlacht	戰役	schlacht	戰役	N;NOM;FEM;SG	N
schlacht	戰鬥	schlacht	戰鬥	N;NOM;FEM;SG	N
schlacht	戰役	schlacht	戰役	N;NOM;FEM;SG	N
akademie	學院	akademie	學院	N;NOM;FEM;SG	N
gehen	散步	gehen	散步	V;NFIN	V
gehen	走路	gehen	走路	V;NFIN	V
anzahl	數字	anzahl	數字	N;SG	N
anzahl	數	anzahl	數	N;SG	N
anzahl	號碼	anzahl	號碼	N;SG	N
anzahl	編號	anzahl	編號	N;SG	N
anzahl	數量	anzahl	數量	N;SG	N
anzahl	量	anzahl	量	N;SG	N
deine	你	dein	你	PRO;NOM;MASC;SG	PRO;2
sagen	說	sagen	說	V;NFIN	V
gebaut	建	bauen	建	V;V.PTCP	V
funktion	功能	Funktion	功能	N;SG	N
funktion	職能	Funktion	職能	N;SG	N
funktion	函數	Funktion	函數	N;SG	N
funktion	函數	Funktion	函數	N;SG	N
funktion	功能	Funktion	功能	N;SG	N
funktion	功能	Funktion	功能	N;SG	N
funktion	特色	Funktion	特色	N;SG	N
funktion	特徵	Funktion	特徵	N;SG	N
umfasst	包括	umfassen	包括	V;IND;SG;3;PRS;FIN	V
verwendung	用法	verwendung	用法	N;SG	N
verwendung	用量	verwendung	用量	N;SG	N
sieg	勝利	seigen	勝利	N;NOM;SG	N
sieg	勝利	seigen	勝利	N;NOM;SG	N
veröffentlichte	獲釋	veröffentlichen	獲釋	V;IND;SG;3;PST;FIN	V
veröffentlichte	出版	veröffentlichen	出版	V;IND;SG;3;PST;FIN	V
veröffentlichte	發表	veröffentlichen	發表	V;IND;SG;3;PST;FIN	V
entwickelt	進化	entwickeln	進化	V;V.PTCP	V
leicht	輕微	leicht	輕微	ADJ	ADJ
leicht	輕鬆	leicht	輕鬆	ADJ	ADJ
leicht	簡單	leicht	簡單	ADJ	ADJ
leicht	輕量	leicht	輕量	ADJ	ADJ
leicht	稍	leicht	稍	ADJ	ADJ
bald	很快	bald	很快	ADV	ADV
bestehen	存在	bestehen	存在	V;NFIN	V
ernannt	提名	ernennen	提名	V;V.PTCP	V
entwickelte	進化	entwickeln	進化	V;IND;SG;3;PST;FIN	V
alt	舊	alt	舊	ADJ	ADJ
stiftung	基金	stiftung	基金	N;NOM;FEM;SG	N
punkte	點	punken	點	N;NOM;MASC;PL	N
punkte	點數	punken	點數	N;NOM;MASC;PL	N
sinne	含義	sinnen	含義	N	N
sinne	感官	sinnen	感官	N	N
bleiben	留	bleiben	留	V;NFIN	V
bleiben	留下	bleiben	留下	V;NFIN	V
bleiben	留下	bleiben	留下	V;NFIN	V
finale	決賽	final	決賽	N;NOM;NEUT;SG	N
finale	決賽	final	決賽	N;NOM;NEUT;SG	N
heiligen	神聖	heilig	神聖	ADJ	ADJ
heiligen	神聖	heilig	神聖	ADJ	ADJ
ausgabe	輸出	ausgeben	輸出	N;NOM;FEM;SG	N
ausgabe	版本	ausgeben	版本	N;NOM;FEM;SG	N
ausgabe	版	ausgeben	版	N;NOM;FEM;SG	N
belegt	繁忙	belegen	繁忙	ADJ;V.PTCP	ADJ
knapp	稀少	knapp	稀少	ADJ	ADJ
fläche	陰謀	fläche	陰謀	N;NOM;FEM;SG	N
fläche	劇情	fläche	劇情	N;NOM;FEM;SG	N
fläche	表面	fläche	表面	N;NOM;FEM;SG	N
fläche	地面	fläche	地面	N;NOM;FEM;SG	N
fläche	地表	fläche	地表	N;NOM;FEM;SG	N
fläche	面積	fläche	面積	N;NOM;FEM;SG	N
fläche	地區	fläche	地區	N;NOM;FEM;SG	N
fläche	區域	fläche	區域	N;NOM;FEM;SG	N
fläche	區	fläche	區	N;NOM;FEM;SG	N
angaben	披露	angeben	披露	V;NFIN	V
kanton	縣	kanton	縣	N;NOM;MASC;SG	N
versucht	企圖	versuchen	企圖	V;V.PTCP	V
erkennen	偵測	erkennen	偵測	V;NFIN	V
hochschule	大學	hochschule	大學	N;NOM;FEM;SG	N
hochschule	大學	hochschule	大學	N;NOM;FEM;SG	N
hochschule	學院	hochschule	學院	N;NOM;FEM;SG	N
hochschule	書院	hochschule	書院	N;NOM;FEM;SG	N
hochschule	大學	hochschule	大學	N;NOM;FEM;SG	N
dennoch	然而	dennoch	然而	ADV	ADV
dennoch	然而	dennoch	然而	ADV	ADV
schwer	嚴重	schwer	嚴重	ADJ	ADJ
gruppen	群組	grappen	群組	N;NOM;FEM;PL	N
gruppen	群	grappen	群	N;NOM;FEM;PL	N
gruppen	群組	grappen	群組	N;NOM;FEM;PL	N
gruppen	團體	grappen	團體	N;NOM;FEM;PL	N
neues	新	neu	新	ADJ;NOM;NEUT;SG	ADJ
verfügung	禁令	verfügung	禁令	V;V.PTCP	V
verfügung	處置	verfügung	處置	V;V.PTCP	V
ersetzt	取代	ersetzen	取代	V;V.PTCP	V
ersetzt	替代	ersetzen	替代	V;V.PTCP	V
ersetzt	取代	ersetzen	取代	V;V.PTCP	V
ersetzt	替換	ersetzen	替換	V;V.PTCP	V
ersetzt	更換	ersetzen	更換	V;V.PTCP	V
ersetzt	代替	ersetzen	代替	V;V.PTCP	V
stimmen	表決	stimmen	表決	V;NFIN	V
stimmen	投票	stimmen	投票	V;NFIN	V
stimmen	表決	stimmen	表決	V;NFIN	V
stimmen	投票	stimmen	投票	V;NFIN	V
kritik	批判	kritik	批判	N	N
kritik	批判	kritik	批判	N	N
bekannte	熟悉	bekannt	熟悉	ADJ;NOM;PL	ADJ
kategorien	類別	kategorien	類別	N;NOM;FEM;PL	N
kategorien	類別	kategorien	類別	N;NOM;FEM;PL	N
selten	稀少	selten	稀少	ADJ	ADJ
fluss	河	flassen	河	N;NOM;MASC;SG	N
fluss	江河	flassen	江河	N;NOM;MASC;SG	N
fluss	河流	flassen	河流	N;NOM;MASC;SG	N
fluss	流	flassen	流	N;NOM;MASC;SG	N
fluss	流程	flassen	流程	N;NOM;MASC;SG	N
fluss	流動	flassen	流動	N;NOM;MASC;SG	N
fluss	流量	flassen	流量	N;NOM;MASC;SG	N
club	幫會	club	幫會	N;NOM	N
club	俱樂部	club	俱樂部	N;NOM	N
jungen	年輕	jung	年輕	ADJ	ADJ
fanden	找到	finden	找到	V;IND;PL;3;PST;FIN	V
fanden	發現	finden	發現	V;IND;PL;3;PST;FIN	V
leute	鄉親	leute	鄉親	N;NOM;PL	N
leute	民謠	leute	民謠	N;NOM;PL	N
leute	民間	leute	民間	N;NOM;PL	N
leute	民俗	leute	民俗	N;NOM;PL	N
leute	人	leute	人	N;NOM;PL	N
leute	人們	leute	人	N;NOM;PL	N;PL
leute	人民	leute	人民	N;NOM;PL	N
halten	持有	halten	持有	V;NFIN	V
halten	控股	halten	控股	V;NFIN	V
hand	棕櫚	hand	棕櫚	N;NOM;FEM;SG	N
hand	手	hand	手	N;NOM;FEM;SG	N
sammlung	收藏	sammlung	收藏	N;NOM;FEM;SG	N
sammlung	收藏	sammlung	收藏	N;NOM;FEM;SG	N
www	www	www	www		
meisterschaft	錦標	meisterschaft	錦標	N;NOM;FEM;SG	N
meisterschaft	錦標	meisterschaft	錦標	N;NOM;FEM;SG	N
wichtige	重要	wichtig	重要	ADJ;NOM;FEM;PL	ADJ
erbaut	建	erbauen	建	V;V.PTCP	V
bilden	形成	bilden	形成	V;NFIN	V
herren	男性	herr	男性	N;NOM;PL	N
herren	男人	herr	男人	N;NOM;PL	N
herren	男子	herr	男子	N;NOM;PL	N
orte	地方	ort	地方	N;NOM;MASC;PL	N
orte	地點	ort	地點	N;NOM;MASC;PL	N
orte	地點	ort	地點	N;NOM;MASC;PL	N
trotzdem	仍然	trotzdem	仍然	ADV	ADV
trotzdem	依然	trotzdem	依然	ADV	ADV
trotzdem	然而	trotzdem	然而	ADV	ADV
staat	國家	staaen	國家	N	N
staat	州	staaen	州	N	N
staat	政府	staaen	政府	N	N
dient	崇拜	dienen	崇拜	V;IND;SG;3;PRS;FIN	V
dient	服務	dienen	服務	V;IND;SG;3;PRS;FIN	V
neun	九	neun	九	NUM	NUM
enthalten	包括	enthalten	包括	V;NFIN	V
enthalten	包括	enthalten	包括	V;NFIN	V
jedem	大家	jed	大家	PRO;DAT;INDF;MASC;SG	PRO
städte	城鎮	staden	城鎮	N;NOM;FEM;PL	N
städte	城市	staden	城市	N;NOM;FEM;PL	N
verloren	失	verlieren	失	V;V.PTCP	V
verloren	輸	verlieren	輸	V;V.PTCP	V
verloren	輸	verlieren	輸	V;V.PTCP	V
verloren	遺失	verlieren	遺失	V;V.PTCP	V
verloren	迷失	verlieren	迷失	V;V.PTCP	V
neuer	新	neu	新	ADJ	ADJ
ausgezeichnet	授予	auszeichnen	授予	V;V.PTCP	V
trägt	穿	tragen	穿	V;IND;SG;3;PRS;FIN	V
jugend	年輕	jugend	年輕	ADJ	ADJ
soldaten	士兵	soldat	士兵	N;PL	N
soldaten	部隊	soldat	部隊	N;PL	N
soldaten	戰士	soldat	戰士	N;PL	N
soldaten	兵	soldat	兵	N;PL	N
soldaten	士兵	soldat	士兵	N;PL	N
soldaten	軍人	soldat	軍人	N;PL	N
zeigen	揭露	zeigen	揭露	V;NFIN	V
zeigen	揭示	zeigen	揭示	V;NFIN	V
zeigen	顯示	zeigen	顯示	V;NFIN	V
zeigen	展示	zeigen	展示	V;NFIN	V
zeigen	顯示	zeigen	顯示	V;NFIN	V
umgebung	環境	Umgebung	環境	N;NOM;FEM;SG	N
umgebung	周邊	Umgebung	周邊	N;NOM;FEM;SG	N
bücher	圖書	büchern	圖書	N;NOM;NEUT;PL	N
bücher	書	büchern	書	N;NOM;NEUT;PL	N
bücher	書籍	büchern	書籍	N;NOM;NEUT;PL	N
medien	媒體	medeinen	媒體	N;NOM;NEUT;PL	N
medien	媒介	medeinen	媒介	N;NOM;NEUT;PL	N
entscheidung	判決	entscheidung	判決	N;NOM;FEM;SG	N
anlage	附件	anlage	附件	N;NOM;FEM;SG	N
mehrfach	多	mehrfach	多	ADJ	ADJ
lied	歌曲	lied	歌曲	N;NOM;NEUT;SG	N
lied	首歌	lied	首歌	N;NOM;NEUT;SG	N
lied	歌	lied	歌	N;NOM;NEUT;SG	N
papst	教皇	papst	教皇	N;NOM;MASC;SG	N
papst	教宗	papst	教宗	N;NOM;MASC;SG	N
erschienen	獲釋	erscheinen	獲釋	V;V.PTCP	V
erschienen	出版	erscheinen	出版	V;V.PTCP	V
erschienen	發表	erscheinen	發表	V;V.PTCP	V
junge	年輕	jung	年輕	ADJ;NOM;FEM;PL	ADJ
folgt	跟	folgen	跟	V;IND;SG;3;PRS;FIN	V
ländern	國家	ländern	國家	N;PL	N
ländern	各國	ländern	各國	N;PL	N
größe	身高	groß	身高	N;NOM;FEM;SG	N
größe	高度	groß	高度	N;NOM;FEM;SG	N
größe	大小	groß	大小	N;NOM;FEM;SG	N
größe	尺碼	groß	尺碼	N;NOM;FEM;SG	N
größe	尺寸	groß	尺寸	N;NOM;FEM;SG	N
größe	大小	groß	大小	N;NOM;FEM;SG	N
größe	體積	groß	體積	N;NOM;FEM;SG	N
größe	尺寸	groß	尺寸	N;NOM;FEM;SG	N
philosophie	哲學	philosophie	哲學	N;NOM;FEM;SG	N
philosophie	理念	philosophie	理念	N;NOM;FEM;SG	N
betrug	詐騙	betragen	詐騙	V;IND;SG;3;PST;FIN	V
betrug	欺騙	betragen	欺騙	V;IND;SG;3;PST;FIN	V
betrug	詐騙	betragen	詐騙	V;IND;SG;3;PST;FIN	V
auftrag	任務	auftragen	任務	N;MASC;SG	N
auftrag	任務	auftragen	任務	N;MASC;SG	N
auftrag	秩序	auftragen	秩序	N;MASC;SG	N
auftrag	順序	auftragen	順序	N;MASC;SG	N
verlor	失	verlieren	失	V;IND;SG;3;PST;FIN	V
verlor	輸	verlieren	輸	V;IND;SG;3;PST;FIN	V
verlor	輸	verlieren	輸	V;IND;SG;3;PST;FIN	V
verlor	遺失	verlieren	遺失	V;IND;SG;3;PST;FIN	V
verlor	迷失	verlieren	迷失	V;IND;SG;3;PST;FIN	V
größere	更大	groß	更大	ADJ;NOM;FEM;PL	ADJ
brücke	橋	brücken	橋	N;NOM;FEM;SG	N
brücke	艦橋	brücken	艦橋	N;NOM;FEM;SG	N
brücke	大橋	brücken	大橋	N;NOM;FEM;SG	N
teilen	共用	teilen	共用	V;NFIN	V
teilen	共享	teilen	共享	V;NFIN	V
teilen	分享	teilen	分享	V;NFIN	V
teilen	共用	teilen	共用	V;NFIN	V
teilen	共享	teilen	共享	V;NFIN	V
teilen	分享	teilen	分享	V;NFIN	V
teilen	分割	teilen	分割	V;NFIN	V
teilen	分化	teilen	分化	V;NFIN	V
nacht	夜間	nacht	夜間	N	N
nacht	夜晚	nacht	夜晚	N	N
nacht	晚上	nacht	晚上	N	N
nacht	夜	nacht	夜	N	N
versionen	版本	versionen	版本	N;NOM;FEM;PL	N
lesen	讀	lesen	讀	V;NFIN	V
lesen	讀取	lesen	讀取	V;NFIN	V
lesen	讀取	lesen	讀取	V;NFIN	V
lesen	讀	lesen	讀	V;NFIN	V
klein	小	klein	小	ADJ	ADJ
klein	微小	klein	微小	ADJ	ADJ
enzyklopädie	百科	enzyklopädie	百科	N;NOM;FEM;SG	N
enzyklopädie	百科	enzyklopädie	百科	N;NOM;FEM;SG	N
kind	嬰兒	kind	嬰兒	N;NOM;NEUT;SG	N
kind	小孩	kind	小孩	N;NOM;NEUT;SG	N
kind	兒童	kind	兒童	N;NOM;NEUT;SG	N
kind	孩子	kind	孩子	N;NOM;NEUT;SG	N
eingestellt	受雇	einstellen	受雇	V;V.PTCP	V
studien	研究	studien	研究	V;NFIN	V
ost	東	ost	東	N;NOM;NEUT	N
ost	東部	ost	東部	N;NOM;NEUT	N
ost	東方	ost	東方	N;NOM;NEUT	N
ost	東區	ost	東區	N;NOM;NEUT	N
ost	東方	ost	東方	N;NOM;NEUT	N
ost	東部	ost	東部	N;NOM;NEUT	N
fehlt	缺乏	fehlen	缺乏	V;IND;SG;3;PRS;FIN	V
fehlt	缺少	fehlen	缺少	V;IND;SG;3;PRS;FIN	V
fehlt	失蹤	fehlen	失蹤	V;IND;SG;3;PRS;FIN	V
fehlt	遺失	fehlen	遺失	V;IND;SG;3;PRS;FIN	V
kurze	簡短	kurz	簡短	ADJ;NOM;FEM;PL	ADJ
kurze	簡短	kurz	簡短	ADJ;NOM;FEM;PL	ADJ
kampf	戰	kampfen	戰	N;SG	N
kampf	戰役	kampfen	戰役	N;SG	N
kampf	戰鬥	kampfen	戰鬥	N;SG	N
kampf	鬥爭	kampfen	鬥爭	N;SG	N
kampf	奮鬥	kampfen	奮鬥	N;SG	N
kampf	衝突	kampfen	衝突	N;SG	N
kampf	打架	kampfen	打架	N;SG	N
kampf	戰鬥	kampfen	戰鬥	N;SG	N
bringen	帶	bringen	帶	V;NFIN	V
wald	木	wald	木	N;NOM;MASC;SG	N
wald	木材	wald	木材	N;NOM;MASC;SG	N
wald	木頭	wald	木頭	N;NOM;MASC;SG	N
wald	樹林	wald	樹林	N;NOM;MASC;SG	N
wald	森林	wald	森林	N;NOM;MASC;SG	N
wald	森林	wald	森林	N;NOM;MASC;SG	N
erfolge	成績	erfolge	成績	N;NOM;FEM;PL	N
erfolge	成績	erfolge	成績	N;NOM;FEM;PL	N
erfolge	成功	erfolge	成功	N;NOM;FEM;PL	N
ergebnisse	成績	ergebnis	成績	N;NOM;NEUT;PL	N
ergebnisse	成果	ergebnis	成果	N;NOM;NEUT;PL	N
ergebnisse	結果	ergebnis	結果	N;NOM;NEUT;PL	N
verkauft	賣	verkaufen	賣	V;V.PTCP	V
verkauft	售出	verkaufen	售出	V;V.PTCP	V
süd	南部	süd	南部	N;NOM;NEUT;SG	N
süd	南	süd	南	N;NOM;NEUT;SG	N
süd	南部	süd	南部	N;NOM;NEUT;SG	N
zwölf	十二	zwölf	十二	NUM	NUM
gelten	適用	gelten	適用	V;NFIN	V
möglicherweise	或	möglicherweise	或	ADV	ADV
möglicherweise	或	möglicherweise	或	ADV	ADV
möglicherweise	也	möglicherweise	也	ADV	ADV
verliehen	授予	verleihen	授予	V;V.PTCP	V
suche	搜尋	suchen	搜尋	N;NOM;FEM;SG	N
suche	搜尋	suchen	搜尋	N;NOM;FEM;SG	N
versuch	嘗試	versuchen	嘗試	V;IND;SG;3;FIN	V
versuch	試試	versuchen	試試	V;IND;SG;3;FIN	V
versuch	嘗試	versuchen	嘗試	V;IND;SG;3;FIN	V
versuch	企圖	versuchen	企圖	V;IND;SG;3;FIN	V
beziehungen	關係	beziehungen	關係	N;NOM;FEM;PL	N
beziehungen	戀愛	beziehungen	戀愛	N;NOM;FEM;PL	N
beziehungen	感情	beziehungen	感情	N;NOM;FEM;PL	N
beziehungen	關係	beziehungen	關係	N;NOM;FEM;PL	N
beziehungen	關係	beziehungen	關係	N;NOM;FEM;PL	N
erfüllt	遇見	erfüllen	遇見	V;V.PTCP	V
angegeben	上市	angeben	上市	V;V.PTCP	V
technik	科技	technik	科技	N;SG	N
technik	工程	technik	工程	N;SG	N
technik	工程	technik	工程	N;SG	N
technik	技術	technik	技術	N;SG	N
technik	技巧	technik	技巧	N;SG	N
technik	技術	technik	技術	N;SG	N
technik	科技	technik	科技	N;SG	N
open	開	open	開		
bezug	參考	bezugen	參考	V;IND;SG;3;PST;FIN	V
heimat	祖國	heimat	祖國	N;FEM;SG	N
heimat	家	heimat	家	N;FEM;SG	N
heimat	住家	heimat	住家	N;FEM;SG	N
heimat	故鄉	heimat	故鄉	N;FEM;SG	N
heimat	家園	heimat	家園	N;FEM;SG	N
heimat	祖國	heimat	祖國	N;FEM;SG	N
heimat	國土	heimat	國土	N;FEM;SG	N
spielzeit	季	spielzeit	季	N;NOM;SG	N
spielzeit	季節	spielzeit	季節	N;NOM;SG	N
sicht	視覺	sechen	視覺	N;SG	N
sicht	願景	sechen	願景	N;SG	N
sicht	展望	sechen	展望	N;SG	N
status	狀況	status	狀況	N	N
status	狀態	status	狀態	N	N
status	現況	status	現況	N	N
aufstieg	爬升	aufsteigen	爬升	V;IND;SG;3;PST;FIN	V
aufstieg	爬	aufsteigen	爬	V;IND;SG;3;PST;FIN	V
aufstieg	升起	aufsteigen	升起	V;IND;SG;3;PST;FIN	V
aufstieg	上升	aufsteigen	上升	V;IND;SG;3;PST;FIN	V
rein	純潔	rein	純潔	ADJ	ADJ
mannschaften	團隊	mannschaften	團隊	N;NOM;PL	N
mannschaften	球隊	mannschaften	球隊	N;NOM;PL	N
mannschaften	隊伍	mannschaften	隊伍	N;NOM;PL	N
tor	門	tor	門	N;NOM;NEUT;SG	N
tor	大門	tor	大門	N;NOM;NEUT;SG	N
tor	門戶	tor	門戶	N;NOM;NEUT;SG	N
schulen	上學	schallen	上學	V;NFIN	V
gehörten	屬	gehören	屬	V;IND;PL;3;PST;FIN	V
weiteres	更多	weit	更多	ADJ;NOM;NEUT;SG	ADJ
essen	吃	essen	吃	V;NFIN	V
essen	飲食	essen	飲食	V;NFIN	V
essen	進食	essen	進食	V;NFIN	V
essen	吃	essen	吃	V;NFIN	V
essen	吃	essen	吃	V;NFIN	V
ausstellung	展覽	ausstellingen	展覽	N;NOM;FEM;SG	N
ausstellung	展品	ausstellingen	展品	N;NOM;FEM;SG	N
ausstellung	博覽	ausstellingen	博覽	N;NOM;FEM;SG	N
ausstellung	展覽	ausstellingen	展覽	N;NOM;FEM;SG	N
ausstellung	展	ausstellingen	展	N;NOM;FEM;SG	N
ausstellung	展覽	ausstellingen	展覽	N;NOM;FEM;SG	N
aufgabe	任務	aufgaben	任務	N;NOM;FEM;SG	N
aufgabe	任務	aufgaben	任務	N;NOM;FEM;SG	N
aufgabe	任務	aufgaben	任務	N;NOM;FEM;SG	N
geld	金錢	geld	金錢	N;NOM;NEUT;SG	N
geld	錢	geld	錢	N;NOM;NEUT;SG	N
geld	現金	geld	現金	N;NOM;NEUT;SG	N
kirchen	教會	Kirche	教會	N;PL	N
kirchen	教堂	Kirche	教堂	N;PL	N
kirchen	教會	Kirche	教會	N;PL	N
kirchen	教堂	Kirche	教堂	N;PL	N
lösung	溶液	lösung	溶液	N;NOM;FEM;SG	N
tiere	動物	tier	動物	N;NOM;NEUT;PL	N
tiere	牲畜	tier	牲畜	N;NOM;NEUT;PL	N
tiere	畜牧	tier	畜牧	N;NOM;NEUT;PL	N
tiere	寵物	tier	寵物	N;NOM;NEUT;PL	N
werbung	廣告	werbung	廣告	N;NOM;FEM;SG	N
werbung	廣告	werbung	廣告	N;NOM;FEM;SG	N
werbung	廣告	werbung	廣告	N;NOM;FEM;SG	N
winter	冬	winter	冬	N	N
winter	冬季	winter	冬季	N	N
winter	冬天	winter	冬天	N	N
fehlen	缺席	fehlen	缺席	V;NFIN	V
fehlen	缺席	fehlen	缺席	V;NFIN	V
fehlen	缺少	fehlen	缺少	V;NFIN	V
fehlen	失蹤	fehlen	失蹤	V;NFIN	V
fehlen	遺失	fehlen	遺失	V;NFIN	V
inseln	群島	inseln	群島	N;NOM;FEM;PL	N
inseln	島嶼	inseln	島嶼	N;NOM;FEM;PL	N
objekte	物體	objeken	物體	N;NOM;NEUT;PL	N
objekte	天體	objeken	天體	N;NOM;NEUT;PL	N
objekte	物件	objeken	物件	N;NOM;NEUT;PL	N
objekte	屬性	objeken	屬性	N;NOM;NEUT;PL	N
objekte	天體	objeken	天體	N;NOM;NEUT;PL	N
objekte	物件	objeken	物件	N;NOM;NEUT;PL	N
herr	先生	herr	先生	N;NOM;MASC;SG	N
benutzt	使用	benutzen	使用	V;V.PTCP	V
erweitert	強化	erweitern	強化	V;V.PTCP	V
erweitert	加強	erweitern	加強	V;V.PTCP	V
erweitert	增強	erweitern	增強	V;V.PTCP	V
erweitert	擴大	erweitern	擴大	V;V.PTCP	V
erweitert	延伸	erweitern	延伸	V;V.PTCP	V
erweitert	擴展	erweitern	擴展	V;V.PTCP	V
erweitert	延長	erweitern	延長	V;V.PTCP	V
erweitert	擴大	erweitern	擴大	V;V.PTCP	V
unterstützt	協助	unterstützen	協助	V;V.PTCP	V
pfarrkirche	教區	pfarrkirche	教區	N;NOM;FEM;SG	N
produziert	製成	produzieren	製成	V;V.PTCP	V
nutzung	用法	nutzung	用法	N;NOM;FEM;SG	N
nutzung	用量	nutzung	用量	N;NOM;FEM;SG	N
nutzung	剝削	nutzung	剝削	N;NOM;FEM;SG	N
fällt	墜落	fallen|fällen	墜落	V;IND;SG;3;PRS;FIN	V
ordnung	秩序	ordnung	秩序	N	N
ordnung	順序	ordnung	順序	N	N
tragen	穿	tragen	穿	V;NFIN	V
tragen	攜	tragen	攜	V;NFIN	V
zeichen	簽字	zeichen	簽字	V;NFIN	V
zeichen	簽	zeichen	簽	V;NFIN	V
herkunft	原產	herkunft	原產	N;NOM;FEM;SG	N
herkunft	起源	herkunft	起源	N;NOM;FEM;SG	N
herkunft	起源	herkunft	起源	N;NOM;FEM;SG	N
sofort	即時	sofort	即時	ADV	ADV
sofort	即時	sofort	即時	ADV	ADV
gesetz	法律	gesetz	法律	N;NOM;NEUT;SG	N
stimme	表決	stimmen	表決	V;IND;SG;3;PRS;FIN	V
stimme	投票	stimmen	投票	V;IND;SG;3;PRS;FIN	V
stimme	同意	stimmen	同意	V;IND;SG;3;PRS;FIN	V
qualität	素質	qualität	素質	N	N
qualität	品質	qualität	品質	N	N
qualität	優質	qualität	優質	N	N
qualität	質量	qualität	質量	N	N
zahlen	付費	zahlen	付費	V;NFIN	V
zahlen	付款	zahlen	付款	V;NFIN	V
zahlen	支付	zahlen	支付	V;NFIN	V
galerie	畫廊	galerie	畫廊	N;NOM;FEM;SG	N
verlassen	廢棄	verlassen	廢棄	V;NFIN	V
verlassen	遺棄	verlassen	遺棄	V;NFIN	V
verlassen	休假	verlassen	休假	V;NFIN	V
verlassen	離開	verlassen	離開	V;NFIN	V
verlassen	退出	verlassen	退出	V;NFIN	V
verlassen	出境	verlassen	出境	V;NFIN	V
stadion	體育	stadion	體育	N;NOM;NEUT;SG	N
stadion	球場	stadion	球場	N;NOM;NEUT;SG	N
bekommen	獲取	bekommen	獲取	V;NFIN	V
bekommen	獲得	bekommen	獲得	V;NFIN	V
bekommen	得到	bekommen	得到	V;NFIN	V
wichtig	重要	wichtig	重要	ADJ	ADJ
leistung	績效	leistung	績效	N;NOM;FEM;SG	N
leistung	業績	leistung	業績	N;NOM;FEM;SG	N
leistung	成績	leistung	成績	N;NOM;FEM;SG	N
leistung	電力	leistung	電力	N;NOM;FEM;SG	N
leistung	電源	leistung	電源	N;NOM;FEM;SG	N
leistung	動力	leistung	動力	N;NOM;FEM;SG	N
leistung	權力	leistung	權力	N;NOM;FEM;SG	N
gott	神	gott	神	N;NOM;MASC;SG	N
höchsten	最高	hoch	最高	ADJ;NOM;MASC;PL	ADJ
rat	鼠	rat	鼠	N	N
rat	耗子	rat	耗子	N	N
rat	老鼠	rat	老鼠	N	N
rat	安理	rat	安理	N	N
gesetzt	設	setzen	設	V;V.PTCP	V
gesetzt	設定	setzen	設定	V;V.PTCP	V
beschäftigt	受雇	beschäftigen	受雇	V;V.PTCP	V
beschäftigt	忙	beschäftigen	忙	V;V.PTCP	V
beschäftigt	忙	beschäftigen	忙	V;V.PTCP	V
hergestellt	製造	herstellen	製造	V;V.PTCP	V
tal	河谷	tal	河谷	N;NOM;NEUT;SG	N
tal	谷	tal	谷	N;NOM;NEUT;SG	N
tal	山谷	tal	山谷	N;NOM;NEUT;SG	N
tal	谷地	tal	谷地	N;NOM;NEUT;SG	N
sagt	說	sagen	說	V;IND;SG;3;PRS;FIN	V
gewinnen	贏	gewinnen	贏	V;NFIN	V
dienen	服務	dienen	服務	V;NFIN	V
dienen	發球	dienen	發球	V;NFIN	V
braucht	需要	brauchen	需要	V;IND;SG;3;PRS;FIN	V
gelände	地形	gelände	地形	N;NOM;NEUT;SG	N
gelände	地勢	gelände	地勢	N;NOM;NEUT;SG	N
archiv	檔案	archiv	檔案	N;NOM;NEUT;SG	N
archiv	歸檔	archiv	歸檔	N;NOM;NEUT;SG	N
archiv	檔案	archiv	檔案	N;NOM;NEUT;SG	N
schön	很好	schön	很好	ADJ	ADJ
mensch	人類	mensch	人類	N;SG	N
mensch	人類	mensch	人類	N;SG	N
mensch	人	mensch	人	N;SG	N
