csak	ちょうど	csak	ちょうど	ADV	ADV
határ	リミット	határ	リミット	N;NOM;SG	N
határ	限界	határ	限界	N;NOM;SG	N
határ	境界	határ	境界	N;NOM;SG	N
határ	ボーダー	határ	ボーダー	N;NOM;SG	N
határ	国境	határ	国境	N;NOM;SG	N
hatalom	権力	hatalom	権力	N;NOM;SG	N
hatalom	パワー	hatalom	パワー	N;NOM;SG	N
eset	ケース	eset	ケース	N;NOM;SG	N
igazgató	監督	igazgató	監督	N;NOM;SG	N
igazgató	取締役	igazgató	取締役	N;NOM;SG	N
igazgató	店長	igazgató	店長	N;NOM;SG	N
igazgató	支配	igazgató	支配	N;NOM;SG	N
igazgató	マネージャー	igazgató	マネージャー	N;NOM;SG	N
igazgató	マネージャ	igazgató	マネージャ	N;NOM;SG	N
igazgató	校長	igazgató	校長	N;NOM;SG	N
igazgató	元本	igazgató	元本	N;NOM;SG	N
internet	インターネット	inter	インターネット	N;NOM;SG	N
korona	クラウン	korona	クラウン	N;NOM;SG	N
elkészült	終了	elkészült	終了	V;INDF;IND;SG;3;PST;FIN;ACT	V
szereplők	文字	szereplő	文字	N;NOM;PL	N
szereplők	キャラクター	szereplő	キャラクター	N;NOM;PL	N
szereplők	選手	szereplő	選手	N;NOM;PL	N
szereplők	プレイヤー	szereplő	プレイヤー	N;NOM;PL	N
szereplők	俳優	szereplő	俳優	N;NOM;PL	N
szereplők	主演	szereplő	主演	N;NOM;PL	N
zokni	靴下	zok	靴下	N;NOM;SG	N
zokni	ソックス	zok	ソックス	N;NOM;SG	N
zokni	靴下	zok	靴下	N;NOM;SG	N
eszközök	ツール	eszköz	ツール	N;NOM;PL	N
eszközök	道具	eszköz	道具	N;NOM;PL	N
eszközök	アセット	eszköz	アセット	N;NOM;PL	N
eszközök	資産	eszköz	資産	N;NOM;PL	N
eszközök	デバイス	eszköz	デバイス	N;NOM;PL	N
eszközök	機器	eszköz	機器	N;NOM;PL	N
bíróság	法廷	bíróság	法廷	N;NOM;SG	N
bíróság	コート	bíróság	コート	N;NOM;SG	N
bíróság	裁判所	bíróság	裁判所	N;NOM;SG	N
betegség	病気	betegség	病気	N;NOM;SG	N
betegség	疾患	betegség	疾患	N;NOM;SG	N
betegség	病気	betegség	病気	N;NOM;SG	N
betegség	疾病	betegség	疾病	N;NOM;SG	N
betegség	病気	betegség	病気	N;NOM;SG	N
hiba	間違い	hiba	間違い	N;NOM;SG	N
hiba	エラー	hiba	エラー	N;NOM;SG	N
grafikus	グラフィック	grafikus	グラフィック	N;NOM;SG	N
grafikus	グラフィック	grafikus	グラフィック	N;NOM;SG	N
grafikus	グラフィックス	grafikus	グラフィックス	N;NOM;SG	N
zenész	音楽家	zenész	音楽家	N;NOM;SG	N
zenész	ミュージシャン	zenész	ミュージシャン	N;NOM;SG	N
zenész	ミュージシャン	zenész	ミュージシャン	N;NOM;SG	N
hivatkozás	参考	hivatkozás	参考	N;NOM;SG	N
hivatkozás	参考	hivatkozás	参考	N;NOM;SG	N
írás	筆記	írás	筆記	N;NOM;SG	N
alapítója	創始	alapító	創始	N;NOM;SG	N
alapítója	開祖	alapító	開祖	N;NOM;SG	N
hagyomány	伝統	hagyomány	伝統	N;NOM;SG	N
hagyomány	伝統	hagyomány	伝統	N;NOM;SG	N
kereszt	十字	kereszt	十字	N;NOM;SG	N
kereszt	クロス	kereszt	クロス	N;NOM;SG	N
kereszt	十字	kereszt	十字	N;NOM;SG	N
lakos	住民	lakos	住民	N;NOM;SG	N
lakos	住民	lakos	住民	N;NOM;SG	N
tömeg	ミサ	tömeg	ミサ	N;NOM;SG	N
tömeg	質量	tömeg	質量	N;NOM;SG	N
tömeg	重量	tömeg	重量	N;NOM;SG	N
tömeg	体重	tömeg	体重	N;NOM;SG	N
tömeg	群衆	tömeg	群衆	N;NOM;SG	N
tömeg	群集	tömeg	群集	N;NOM;SG	N
tömeg	人	tömeg	人	N;NOM;SG	N
érsek	大主教	érs	大主教	N;NOM;SG	N
dollár	ドル	dollár	ドル	N;NOM;SG	N
dollár	ドル	dollár	ドル	N;NOM;SG	N
színe	カラー	színe	カラー	N;NOM;SG	N
színe	カラー	színe	カラー	N;NOM;SG	N
követi	フォロー	követ	フォロー	V;DEF;IND;SG;3;PRS;FIN;ACT	V
medence	骨盤	medence	骨盤	N;NOM;SG	N
medence	プール	medence	プール	N;NOM;SG	N
különbség	差分	különbség	差分	N;NOM;SG	N
nyújtott	付与	nyújt	付与	V;INDF;IND;SG;3;PST;FIN;ACT	V
főváros	資本	főváros	資本	N;NOM;SG	N
főváros	首都	főváros	首都	N;NOM;SG	N
közönség	観客	közönség	観客	N;NOM;SG	N
közönség	オーディエンス	közönség	オーディエンス	N;NOM;SG	N
rendszerek	システム	rendszer	システム	N;NOM;PL	N
rendszerek	システムズ	rendszer	システムズ	N;NOM;PL	N
asszony	女性	asszony	女性	N;NOM;SG	N
elemek	アイテム	elem	アイテム	N;NOM;PL	N
elemek	品物	elem	品物	N;NOM;PL	N
elemek	電池	elem	電池	N;NOM;PL	N
elemek	要素	elem	要素	N;NOM;PL	N
elemek	元素	elem	元素	N;NOM;PL	N
elemek	エレメント	elem	エレメント	N;NOM;PL	N
temető	墓地	temető	墓地	N;NOM;SG	N
temető	墓地	temető	墓地	N;NOM;SG	N
temető	墓所	temető	墓所	N;NOM;SG	N
temető	墓場	temető	墓場	N;NOM;SG	N
üzenetet	メッセージ	üzenet	メッセージ	N;ACC;SG	N
üzenetet	伝言	üzenet	伝言	N;ACC;SG	N
parlament	議会	parlament	議会	N;NOM;SG	N
parlament	国会	parlament	国会	N;NOM;SG	N
éjszaka	ナイト	éjszaka	ナイト	N;NOM;SG	N
romantikus	ロマンチック	romantikus	ロマンチック	ADJ;NOM;SG	ADJ
jegyzetek	注記	jegyzet	注記	N;NOM;PL	N
jegyzetek	メモ	jegyzet	メモ	N;NOM;PL	N
jegyzetek	備考	jegyzet	備考	N;NOM;PL	N
jegyzetek	ノート	jegyzet	ノート	N;NOM;PL	N
készül	準備	készül	準備	V;INDF;IND;SG;3;PRS;FIN;ACT	V
újság	新聞紙	újság	新聞紙	N;NOM;SG	N
újság	新聞	újság	新聞	N;NOM;SG	N
újság	マガジン	újság	マガジン	N;NOM;SG	N
újság	雑誌	újság	雑誌	N;NOM;SG	N
újság	新聞紙	újság	新聞紙	N;NOM;SG	N
újság	新聞	újság	新聞	N;NOM;SG	N
ajánlott	推奨	ajánl	推奨	V;INDF;IND;SG;3;PST;FIN;ACT	V
függvény	機能	függvény	機能	N;NOM;SG	N
függvény	関数	függvény	関数	N;NOM;SG	N
csoportok	グループ	csoport	グループ	N;NOM;PL	N
utat	パス	út	パス	N;ACC;SG	N
hiszem	信じる	hisz	信じる	V;DEF;IND;SG;1;PRS;FIN;ACT	V
hiszem	信ずる	hisz	信ずる	V;DEF;IND;SG;1;PRS;FIN;ACT	V
szöveget	歌詞	szöveg	歌詞	N;ACC;SG	N
szöveget	作詞	szöveg	作詞	N;ACC;SG	N
sereg	軍隊	sereg	軍隊	N;NOM;SG	N
sereg	陸軍	sereg	陸軍	N;NOM;SG	N
olaj	石油	olaj	石油	N;NOM;SG	N
olaj	オイル	olaj	オイル	N;NOM;SG	N
elfogadott	採択	el+fogadott	採択	V;INDF;IND;SG;3;PST;FIN;ACT	V
gondolat	思考	gondolat	思考	N;NOM;SG	N
gondolat	思考	gondolat	思考	N;NOM;SG	N
járat	フライト	járat	フライト	N;NOM;SG	N
járat	飛行	járat	飛行	N;NOM;SG	N
gyűjtemény	コレクション	gyűjtemény	コレクション	N;NOM;SG	N
elmélet	仮説	elmélet	仮説	N;NOM;SG	N
elmélet	セオリー	elmélet	セオリー	N;NOM;SG	N
elmélet	理論	elmélet	理論	N;NOM;SG	N
változatok	バージョン	változat	バージョン	N;NOM;PL	N
időpont	任用	időpont	任用	N;NOM;SG	N
időpont	タイム	időpont	タイム	N;NOM;SG	N
időpont	時間	időpont	時間	N;NOM;SG	N
időtartam	期間	időtartam	期間	N;NOM;SG	N
időtartam	期間	időtartam	期間	N;NOM;SG	N
időtartam	ピリオド	időtartam	ピリオド	N;NOM;SG	N
köt	束縛	köt	束縛	V;INDF;IND;SG;3;PRS;FIN;ACT	V
köt	バウンド	köt	バウンド	V;INDF;IND;SG;3;PRS;FIN;ACT	V
könyvet	書物	könyv	書物	N;ACC;SG	N
könyvet	ブック	könyv	ブック	N;ACC;SG	N
gyerekek	子供	gyerek	子供	N;NOM;PL	N
gyerekek	子供	gyerek	子供	N;NOM;PL	N
délkeleti	南東	délkeleti	南東	N;NOM;SG	N
tudós	学者	tudós	学者	N;NOM;SG	N
elpusztult	破壊	elpusztult	破壊	V;INDF;IND;SG;3;PST;FIN;ACT	V
kihalt	絶滅	ki+hal	絶滅	V;INDF;IND;SG;3;PST;FIN;ACT	V
üzleti	営業	üzlet	営業	N;NOM;SG	N
üzleti	事業	üzlet	事業	N;NOM;SG	N
üzleti	ビジネス	üzlet	ビジネス	N;NOM;SG	N
pilóta	パイロット	pilóta	パイロット	N;NOM;SG	N
válogatás	セレクション	válogatás	セレクション	N;NOM;SG	N
válogatás	編纂	válogatás	編纂	N;NOM;SG	N
válogatás	コンパイル	válogatás	コンパイル	N;NOM;SG	N
emlékmű	記念碑	emlékmű	記念碑	N;NOM;SG	N
emlékmű	モニュメント	emlékmű	モニュメント	N;NOM;SG	N
emlékmű	記念碑	emlékmű	記念碑	N;NOM;SG	N
múlt	過去	múlt	過去	N;NOM;SG	N
problémák	問題	probléma	問題	N;NOM;PL	N
problémák	問題	probléma	問題	N;NOM;PL	N
kollégium	学寮	kollégium	学寮	N;NOM;SG	N
kollégium	カレッジ	kollégium	カレッジ	N;NOM;SG	N
kollégium	大学	kollégium	大学	N;NOM;SG	N
építészet	アーキテクチャ	építészet	アーキテクチャ	N;NOM;SG	N
építészet	建築	építészet	建築	N;NOM;SG	N
tartalom	コンテンツ	tartalom	コンテンツ	N;NOM;SG	N
tartalom	内容	tartalom	内容	N;NOM;SG	N
tartalom	内容	tartalom	内容	N;NOM;SG	N
harc	バトル	harc	バトル	N;NOM;SG	N
harc	ファイティング	harc	ファイティング	N;NOM;SG	N
harc	ファイト	harc	ファイト	N;NOM;SG	N
iskolában	学校	iskolában	学校	N;IN+ESS;SG	N
iskolában	スクール	iskolában	スクール	N;IN+ESS;SG	N
autópálya	ハイウェイ	autópály	ハイウェイ	N;NOM;SG	N
autópálya	公道	autópály	公道	N;NOM;SG	N
északnyugati	北西部	északnyugati	北西部	N;NOM;SG	N
napot	一日	nap	一日	N;ACC;SG	N
energia	エネルギー	energia	エネルギー	N;NOM;SG	N
energia	権力	energia	権力	N;NOM;SG	N
energia	パワー	energia	パワー	N;NOM;SG	N
eszköz	デバイス	eszköz	デバイス	N;NOM;SG	N
eszköz	機器	eszköz	機器	N;NOM;SG	N
eszköz	計器	eszköz	計器	N;NOM;SG	N
eszköz	道具	eszköz	道具	N;NOM;SG	N
eszköz	楽器	eszköz	楽器	N;NOM;SG	N
eszköz	ツール	eszköz	ツール	N;NOM;SG	N
eszköz	工具	eszköz	工具	N;NOM;SG	N
eszköz	道具	eszköz	道具	N;NOM;SG	N
fokozat	学年	fokozat	学年	N;NOM;SG	N
fokozat	グレード	fokozat	グレード	N;NOM;SG	N
biológiai	生物	biológiai	生物	N;NOM;SG	N
terv	計画	terv	計画	N;NOM;SG	N
terv	プラン	terv	プラン	N;NOM;SG	N
politikusok	政治家	politikus	政治家	N;NOM;PL	N
politikusok	政治家	politikus	政治家	N;NOM;PL	N
amatőr	アマチュア	amatőr	アマチュア	N;NOM;SG	N
szabályok	規則	szabály	規則	N;NOM;PL	N
szabályok	ルール	szabály	ルール	N;NOM;PL	N
erdők	森林	erdő	森林	N;NOM;PL	N
erdők	フォレスト	erdő	フォレスト	N;NOM;PL	N
erdők	森林	erdő	森林	N;NOM;PL	N
jogász	弁護士	jogász	弁護士	N;NOM;SG	N
igazolt	認定	igazolt	認定	V;INDF;IND;SG;3;PST;FIN;ACT	V
háborúk	戦争	háború	戦争	N;NOM;PL	N
épületek	建物	épület	建物	N;NOM;PL	N
épületek	建築物	épület	建築物	N;NOM;PL	N
műhold	衛星	műhold	衛星	N;NOM;SG	N
erő	体力	erő	体力	N;NOM;SG	N
erő	強度	erő	強度	N;NOM;SG	N
erő	フォース	erő	フォース	N;NOM;SG	N
erő	権力	erő	権力	N;NOM;SG	N
erő	パワー	erő	パワー	N;NOM;SG	N
körzet	師団	körzet	師団	N;NOM;SG	N
körzet	地区	körzet	地区	N;NOM;SG	N
esetekben	事例	eset	事例	N;IN+ESS;PL	N
esetekben	ケース	eset	ケース	N;IN+ESS;PL	N
gyár	工場	gyár	工場	N;NOM;SG	N
rendőrség	警察官	rendőrség	警察官	N;NOM;SG	N
rendőrség	警察	rendőrség	警察	N;NOM;SG	N
versenyzők	ドライバ	versenyző	ドライバ	N;NOM;PL	N
versenyzők	ドライバー	versenyző	ドライバー	N;NOM;PL	N
fejezet	チャプター	fejezet	チャプター	N;NOM;SG	N
net	ネット	net	ネット	N;NOM;SG	N
hangszer	計器	hangszer	計器	N;NOM;SG	N
hangszer	道具	hangszer	道具	N;NOM;SG	N
hangszer	楽器	hangszer	楽器	N;NOM;SG	N
elem	電池	elem	電池	N;NOM;SG	N
elem	バッテリー	elem	バッテリー	N;NOM;SG	N
elem	バッテリ	elem	バッテリ	N;NOM;SG	N
elem	アイテム	elem	アイテム	N;NOM;SG	N
elem	品物	elem	品物	N;NOM;SG	N
elem	電池	elem	電池	N;NOM;SG	N
elem	要素	elem	要素	N;NOM;SG	N
elem	元素	elem	元素	N;NOM;SG	N
elem	エレメント	elem	エレメント	N;NOM;SG	N
oktatás	教育	oktatás	教育	N;NOM;SG	N
oktatás	学歴	oktatás	学歴	N;NOM;SG	N
videó	ビデオ	videó	ビデオ	N;NOM;SG	N
videó	動画	videó	動画	N;NOM;SG	N
részletek	詳細	részlet	詳細	N;NOM;PL	N
dráma	ドラマ	dráma	ドラマ	N;NOM;SG	N
oktatók	講師	oktató	講師	N;NOM;PL	N
autó	自動車	autó	自動車	N;NOM;SG	N
autó	クルマ	autó	クルマ	N;NOM;SG	N
feladat	タスク	feladat	タスク	N;NOM;SG	N
feladat	ミッション	feladat	ミッション	N;NOM;SG	N
beteg	病気	beteg	病気	N;NOM;SG	N
beteg	患者	beteg	患者	N;NOM;SG	N
beteg	病気	beteg	病気	N;NOM;SG	N
festett	染め	festett	染める	V;INDF;IND;SG;3;PST;FIN;ACT	V
hal	魚類	hal	魚類	N;NOM;SG	N
rendelkezésre	可用性	rendelkezés	可用性	N;ON+ALL;SG	N
típusa	種類	típus	種類	N;NOM;SG	N
típusa	タイプ	típus	タイプ	N;NOM;SG	N
temetőben	墓地	temető	墓地	N;IN+ESS;SG	N
temetőben	墓地	temető	墓地	N;IN+ESS;SG	N
temetőben	墓所	temető	墓所	N;IN+ESS;SG	N
temetőben	墓場	temető	墓場	N;IN+ESS;SG	N
fajta	品種	fajta	品種		
fajta	品種	fajta	品種		
völgy	バレー	völgy	バレー	N;NOM;SG	N
érvényes	有効	érvényes	有効	ADJ;NOM;SG	ADJ
kórház	病院	kórház	病院	N;NOM;SG	N
kézilabda	ハンド	kézilabda	ハンド	N;NOM;SG	N
ügyvéd	弁護士	ügyvéd	弁護士	N;NOM;SG	N
törzs	部族	törzs	部族	N;NOM;SG	N
törzs	胴体	törzs	胴体	N;NOM;SG	N
felesleges	冗長	felesleges	冗長		
matematika	数学	matematika	数学	N;NOM;SG	N
matematika	数学	matematika	数学	N;NOM;SG	N
példány	標本	példány	標本	N;NOM;SG	N
példány	見本	példány	見本	N;NOM;SG	N
verzió	バージョン	verzió	バージョン	N;NOM;SG	N
gyártott	製造	gyárt	製造	V;INDF;IND;SG;3;PST;FIN;ACT	V
egyezmény	コンベンション	egyezmény	コンベンション	N;NOM;SG	N
egyezmény	大会	egyezmény	大会	N;NOM;SG	N
katolikusok	カトリック	katolikus	カトリック	N;NOM;PL	N
professzor	教授	professzor	教授	N;NOM;SG	N
pénzt	お	pénz	お	N;ACC;SG	N
pénzt	貨幣	pénz	貨幣	N;ACC;SG	N
pénzt	マネー	pénz	マネー	N;ACC;SG	N
pénzt	金銭	pénz	金銭	N;ACC;SG	N
pénzt	現金	pénz	現金	N;ACC;SG	N
festők	画家	festő	画家	N;NOM;PL	N
tartalma	コンテンツ	tartalom	コンテンツ	N;NOM;SG	N
tartalma	内容	tartalom	内容	N;NOM;SG	N
tartalma	内容	tartalom	内容	N;NOM;SG	N
tétel	アイテム	tétel	アイテム	N;NOM;SG	N
tétel	品物	tétel	品物	N;NOM;SG	N
tétel	バッチ	tétel	バッチ	N;NOM;SG	N
tétel	ロット	tétel	ロット	N;NOM;SG	N
tétel	定理	tétel	定理	N;NOM;SG	N
önkormányzat	市町村	önkormányzat	市町村	N;NOM;SG	N
jármű	車両	jármű	車両	N;NOM;SG	N
jármű	乗り物	jármű	乗り物	N;NOM;SG	N
magassága	身長	magasság	身長	N;NOM;SG	N
tulajdonosa	オーナー	tulajdonos	オーナー	N;NOM;SG	N
tulajdonosa	所有者	tulajdonos	所有者	N;NOM;SG	N
harcok	ファイティング	harc	ファイティング	N;NOM;PL	N
képeket	画像	kép	画像	N;ACC;PL	N
képeket	イメージ	kép	イメージ	N;ACC;PL	N
zászló	国旗	zászló	国旗	N;NOM;SG	N
szélesség	緯度	szélesség	緯度	N;NOM;SG	N
tömege	ミサ	tömeg	ミサ	N;NOM;SG	N
tömege	質量	tömeg	質量	N;NOM;SG	N
népszámlálás	国勢調査	népszámlálás	国勢調査	N;NOM;SG	N
vokál	ボーカル	vokál	ボーカル	N;NOM;SG	N
mérete	サイズ	méret	サイズ	N;NOM;SG	N
beszél	喋る	beszél	喋る	V;INDF;IND;SG;3;PRS;FIN;ACT	V
tört	壊れ	tört	壊れる	V;INDF;IND;SG;3;PST;FIN;ACT	V
franciák	フレンチ	francia	フレンチ	N;NOM;PL	N
hím	男性	hím	男性	N;NOM;SG	N
hím	オス	hím	オス	N;NOM;SG	N
csap	タップ	csap	タップ	V;INDF;IND;SG;3;PRS;FIN;ACT	V
hőmérséklet	気温	hőmérséklet	気温	N;NOM;SG	N
hőmérséklet	温度	hőmérséklet	温度	N;NOM;SG	N
újságírók	リポーター	újságíró	リポーター	N;NOM;PL	N
újságírók	ジャーナリスト	újságíró	ジャーナリスト	N;NOM;PL	N
vitatott	申し立て	vitat	申し立て	V;INDF;IND;SG;3;PST;FIN;ACT	V
címere	エンブレム	címer	エンブレム	N;NOM;SG	N
eltűnt	失踪	el+tűnik	失踪	V;INDF;IND;SG;3;PST;FIN;ACT	V
szokásos	普通	szokásos	普通	ADJ;NOM;SG	ADJ
dolgok	モノ	dolog	モノ	N;NOM;PL	N
dolgok	物事	dolog	物事	N;NOM;PL	N
dolgok	もの	dolog	もの	N;NOM;PL	N
bolygó	惑星	bolygó	惑星	N;NOM;SG	N
buddha	仏陀	buddha	仏陀	N;NOM;SG	N
kutya	イヌ	kutya	イヌ	N;NOM;SG	N
műfajok	ジャンル	műfaj	ジャンル	N;NOM;PL	N
döntés	チョイス	döntés	チョイス	N;NOM;SG	N
fiatalok	青年	fiatal	青年	N;NOM;PL	N
fiatalok	若者	fiatal	若者	N;NOM;PL	N
fiatalok	ユース	fiatal	ユース	N;NOM;PL	N
fiatalok	青春	fiatal	青春	N;NOM;PL	N
fiatalok	ヤング	fiatal	ヤング	N;NOM;PL	N
felkelés	蜂起	felkelés	蜂起	N;NOM;SG	N
felkelés	内乱	felkelés	内乱	N;NOM;SG	N
felkelés	反乱	felkelés	反乱	N;NOM;SG	N
felkelés	反乱	felkelés	反乱	N;NOM;SG	N
felkelés	反乱	felkelés	反乱	N;NOM;SG	N
levél	郵便	levél	郵便	N;NOM;SG	N
levél	メール	levél	メール	N;NOM;SG	N
levél	葉っぱ	levél	葉っぱ	N;NOM;SG	N
levél	手紙	levél	手紙	N;NOM;SG	N
levél	レター	levél	レター	N;NOM;SG	N
nyáron	サマー	nyár	サマー	N;ON+ESS;SG	N
vég	エンド	vég	エンド	N;NOM;SG	N
gépek	機械	gép	機械	N;NOM;PL	N
gépek	機械	gép	機械	N;NOM;PL	N
font	フォント	font	フォント	N;NOM;SG	N
font	ポンド	font	ポンド	N;NOM;SG	N
font	ポンド	font	ポンド	N;NOM;SG	N
mondat	フレーズ	mondat	フレーズ	N;NOM;SG	N
mondat	センテンス	mondat	センテンス	N;NOM;SG	N
mondat	文章	mondat	文章	N;NOM;SG	N
stúdió	スタジオ	stúdió	スタジオ	N;NOM;SG	N
időnként	時折	idő	時折	N;ABS;SG	N
tökéletes	完璧	tökéletes	完璧	ADJ;NOM;SG	ADJ
közlekedés	交通	közlekedés	交通	N;NOM;SG	N
közlekedés	トラフィック	közlekedés	トラフィック	N;NOM;SG	N
közlekedés	交通	közlekedés	交通	N;NOM;SG	N
közlekedés	交通	közlekedés	交通	N;NOM;SG	N
vezetői	リーダーシップ	vezető	リーダーシップ	N;NOM;PL	N
szerzetesek	僧侶	szerzetes	僧侶	N;NOM;PL	N
szobrász	彫刻	szobrász	彫刻	N;NOM;SG	N
szobrász	彫刻家	szobrász	彫刻家	N;NOM;SG	N
hajók	ボート	hajó	ボート	N;NOM;PL	N
hajók	艦船	hajó	艦船	N;NOM;PL	N
hajók	船舶	hajó	船舶	N;NOM;PL	N
szerzők	作家	szerző	作家	N;NOM;PL	N
szerzők	著者	szerző	著者	N;NOM;PL	N
szerzők	作者	szerző	作者	N;NOM;PL	N
ellenfél	相手	ellenfél	相手	N;NOM;SG	N
ellenfél	相手	ellenfél	相手	N;NOM;SG	N
igazság	正義	igazság	正義	N;NOM;SG	N
igazság	真理	igazság	真理	N;NOM;SG	N
természet	ネイチャー	természet	ネイチャー	N;NOM;SG	N
komolyan	マジ	komolyan	マジ		
koncert	コンサート	koncer	コンサート	N;NOM;SG	N
csere	貿易	csere	貿易	N;NOM;SG	N
csere	置換	csere	置換	N;NOM;SG	N
művészek	芸術家	művész	芸術家	N;NOM;PL	N
művészek	アーティスト	művész	アーティスト	N;NOM;PL	N
védelem	ディフェンス	védelem	ディフェンス	N;NOM;SG	N
védelem	防御	védelem	防御	N;NOM;SG	N
védelem	防衛	védelem	防衛	N;NOM;SG	N
védelem	ディフェンス	védelem	ディフェンス	N;NOM;SG	N
védelem	防御	védelem	防御	N;NOM;SG	N
gazdaság	農場	gazdaság	農場	N;NOM;SG	N
gazdaság	ファーム	gazdaság	ファーム	N;NOM;SG	N
gazdaság	経済	gazdaság	経済	N;NOM;SG	N
félsziget	半島	félszig	半島	N;NOM;SG	N
törvények	法律	törvény	法律	N;NOM;PL	N
entertainment	エンターテイメント	entert	エンターテイメント	N;ABS;SG	N
entertainment	エンターテインメント	entert	エンターテインメント	N;ABS;SG	N
kézzel	手動	kéz	手動	N;INS;SG	N
hadjárat	十字軍	hadjárat	十字軍	N;NOM;SG	N
szabály	規則	szabály	規則	N;NOM;SG	N
szabály	ルール	szabály	ルール	N;NOM;SG	N
szabály	ルール	szabály	ルール	N;NOM;SG	N
filozófia	哲学	filozófia	哲学	N;NOM;SG	N
előadás	パフォーマンス	előadás	パフォーマンス	N;NOM;SG	N
előadás	性能	előadás	性能	N;NOM;SG	N
előadás	教本	előadás	教本	N;NOM;SG	N
gyakorlat	インターン	gyakorlat	インターン	N;NOM;SG	N
gyakorlat	インターン	gyakorlat	インターン	N;NOM;SG	N
gyakorlat	練習	gyakorlat	練習	N;NOM;SG	N
gyakorlat	エクササイズ	gyakorlat	エクササイズ	N;NOM;SG	N
ügy	ケース	ügy	ケース	N;NOM;SG	N
kapu	ゲート	kapu	ゲート	N;NOM;SG	N
madár	鳥類	madár	鳥類	N;NOM;SG	N
madár	バード	madár	バード	N;NOM;SG	N
állapot	近況	állap	近況	N;NOM;SG	N
állapot	都道府県	állap	都道府県	N;NOM;SG	N
állapot	状態	állap	状態	N;NOM;SG	N
állapot	状態	állap	状態	N;NOM;SG	N
állapot	条件	állap	条件	N;NOM;SG	N
arányban	比率	arány	比率	N;IN+ESS;SG	N
arányban	割合	arány	割合	N;IN+ESS;SG	N
ali	アリ	ali	アリ		
terem	ホール	terem	ホール	N;NOM;SG	N
terem	部屋	terem	部屋	N;NOM;SG	N
terem	ルーム	terem	ルーム	N;NOM;SG	N
metró	地下鉄	metró	地下鉄	N;NOM;SG	N
metró	地下鉄	metró	地下鉄	N;NOM;SG	N
megerősített	強化	meg+erősít	強化	V;INDF;IND;SG;3;PST;FIN;ACT	V
sebesség	速度	sebesség	速度	N;NOM;SG	N
sebesség	速度	sebesség	速度	N;NOM;SG	N
sebesség	スピード	sebesség	スピード	N;NOM;SG	N
oldalt	ページ	oldal	ページ	N;ACC;SG	N
felirat	キャプション	felirat	キャプション	N;NOM;SG	N
felirat	字幕	felirat	字幕	N;NOM;SG	N
felirat	サブタイトル	felirat	サブタイトル	N;NOM;SG	N
felirat	サブタイトル	felirat	サブタイトル	N;NOM;SG	N
birtok	不動産	birt	不動産	N;NOM;SG	N
észre	告示	ész	告示	N;ON+ALL;SG	N
fogalom	概念	fogalom	概念	N;NOM;SG	N
fogalom	コンセプト	fogalom	コンセプト	N;NOM;SG	N
udvar	中庭	udvar	中庭	N;NOM;SG	N
udvar	ヤード	udvar	ヤード	N;NOM;SG	N
udvar	法廷	udvar	法廷	N;NOM;SG	N
udvar	コート	udvar	コート	N;NOM;SG	N
udvar	裁判所	udvar	裁判所	N;NOM;SG	N
udvar	裏庭	udvar	裏庭	N;NOM;SG	N
változások	チェンジ	változás	チェンジ	N;NOM;PL	N
buddhizmus	仏教	buddhizmus	仏教	N;NOM;SG	N
szén	石炭	szén	石炭	N;NOM;SG	N
szén	炭素	szén	炭素	N;NOM;SG	N
emlősök	哺乳動物	emlős	哺乳動物	N;NOM;PL	N
gyermekek	子供	gyermek	子供	N;NOM;PL	N
tervek	デザイン	terv	デザイン	N;NOM;PL	N
tervek	計画	terv	計画	N;NOM;PL	N
tervek	プラン	terv	プラン	N;NOM;PL	N
epizódjainak	エピソード	epizód	エピソード	N;GEN;PL	N
ötlet	アイデア	ötlet	アイデア	N;NOM;SG	N
ötlet	観念	ötlet	観念	N;NOM;SG	N
ötlet	アイディア	ötlet	アイディア	N;NOM;SG	N
főút	ハイウェイ	főú	ハイウェイ	N;NOM;SG	N
főút	公道	főú	公道	N;NOM;SG	N
levegő	空気	levegő	空気	N;NOM;SG	N
levegő	航空	levegő	航空	N;NOM;SG	N
jelenség	現象	jelenség	現象	N;NOM;SG	N
jelenség	現象	jelenség	現象	N;NOM;SG	N
hálózat	ネットワーク	hálózat	ネットワーク	N;NOM;SG	N
kapcsolatba	コンタクト	kapcsolat	コンタクト	N;IN+ALL;SG	N
reklám	コマーシャル	reklám	コマーシャル	N;NOM;SG	N
reklám	商業	reklám	商業	N;NOM;SG	N
reklám	広告	reklám	広告	N;NOM;SG	N
reklám	広告	reklám	広告	N;NOM;SG	N
vizet	ウォーター	víz	ウォーター	N;ACC;SG	N
bot	スティック	bot	スティック	N;NOM;SG	N
kísérlet	実験	kísérlet	実験	N;NOM;SG	N
politika	ポリシー	politika	ポリシー	N;NOM;SG	N
politika	政策	politika	政策	N;NOM;SG	N
politika	方針	politika	方針	N;NOM;SG	N
politika	政治	politika	政治	N;NOM;SG	N
vízilabda	ポロ	vízilabda	ポロ	N;NOM;SG	N
kilogramm	キログラム	kilogramm	キログラム	N;NOM;SG	N
kilogramm	キログラム	kilogramm	キログラム	N;NOM;SG	N
irányba	方向	irány	方向	N;IN+ALL;SG	N
kutatók	研究者	kutató	研究者	N;NOM;PL	N
jégkorong	ホッケー	jégkorong	ホッケー	N;NOM;SG	N
