que	že	que	že	CONJ	CONJ
misión	poslanie	misión	poslanie	N;FEM;SG	N;NOM;NEUT;SG
misión	misia	misión	misia	N;FEM;SG	N;NOM;FEM;SG
misión	poslaním	misión	poslanie	N;FEM;SG	N;INS;NEUT;SG
compositor	skladateľ	compositor	skladateľ	N;MASC;SG	N;ANIM;NOM;MASC;SG
compositor	editor	compositor	editor	N;MASC;SG	N;INAN;NOM;MASC;SG
compositor	skladateľ	compositor	skladateľ	N;MASC;SG	N;ANIM;NOM;MASC;SG
corresponden	zodpovedajú	corresponder	zodpovedať	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
futuro	budúca	futuro	budúci	N;MASC;SG	N;NOM;FEM;SG
futuro	budúcnosti	futuro	budúcnosť	N;MASC;SG	N;DAT;FEM;SG
futuro	budúcnosť	futuro	budúcnosť	N;MASC;SG	N;NOM;FEM;SG
futuro	budúce	futuro	budúci	N;MASC;SG	N;NOM;NEUT;SG
futuro	futures	futuro	futures	N;MASC;SG	N;INAN;NOM;MASC;SG
ángeles	anjeli	ángel	anjeli	N;MASC;PL	N;ANIM;NOM;MASC;PL
ángeles	anjelov	ángel	anjel	N;MASC;PL	N;ANIM;ACC;MASC;PL
utilizado	použité	utilizado	použitý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizado	používané	utilizado	používaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizado	použitý	utilizado	použitý	ADJ;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
utilizado	použitá	utilizado	použitý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vicente	vicente	vicente	vicent	N;SG	N;ANIM;NOM;MASC;SG
vicente	vincent	vicente	vincent	N;SG	N;ANIM;NOM;MASC;SG
vicente	val	vicente	vať	N;SG	N;INAN;NOM;MASC;SG
terminó	skončilo	terminar	skončiť	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;POS;PST;V.PTCP
terminó	skončil	terminar	skončiť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
terminó	skončila	terminar	skončiť	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
tecnología	technológiu	tecnología	technológia	N;FEM;SG	N;ACC;FEM;SG
tecnología	technológia	tecnología	technológia	N;FEM;SG	N;NOM;FEM;SG
tecnología	technika	tecnología	technika	N;FEM;SG	N;NOM;FEM;SG
trabajar	pracuje	trabajar	pracovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
considera	považuje	considerar	považovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
tiempos	krát	tiempo	krát	N;MASC;PL	N;NOM;MASC;PL
tiempos	časy	tiempo	čas	N;MASC;PL	N;INAN;NOM;MASC;PL
fiesta	fiesta	fiesta	fiesto	N;FEM;SG	N;INAN;NOM;MASC;SG
fiesta	oslava	fiesta	oslava	N;FEM;SG	N;NOM;FEM;SG
fiesta	strana	fiesta	strana	N;FEM;SG	N;NOM;FEM;SG
fiesta	večierok	fiesta	večierko	N;FEM;SG	N;INAN;NOM;MASC;SG
jardín	záhrade	jardín	záhrada	N;MASC;SG	N;DAT;FEM;SG
jardín	záhrada	jardín	záhrada	N;MASC;SG	N;NOM;FEM;SG
madera	drevo	madera	drevo	N;FEM;SG	N;NOM;NEUT;SG
madera	drevo	madera	drevo	N;FEM;SG	N;NOM;NEUT;SG
inferior	nižšia	inferior	nízky	ADJ;SG	ADJ;NOM;CMPR;FEM;SG
inferior	dolné	inferior	dolný	ADJ;SG	ADJ;NOM;NEUT;SG
inferior	dolný	inferior	dolný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
inferior	dolná	inferior	dolný	ADJ;SG	ADJ;NOM;FEM;SG
inferior	nižší	inferior	nízky	ADJ;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
inferior	spodný	inferior	spodný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
inferior	dolný	inferior	dolný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
clubes	kluby	club	klub	N;MASC;PL	N;INAN;NOM;MASC;PL
clubes	palice	club	palica	N;MASC;PL	N;NOM;FEM;PL
clubes	klubov	club	klub	N;MASC;PL	N;INAN;GEN;MASC;PL
mexicana	mexické	mexicano	mexický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
mexicana	mexický	mexicano	mexický	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
incluyen	zahrnúť	incluir	zahrnúť	V;IND;PL;3;PRS;FIN	V;PFV;POS;NFIN
frontera	hranicu	frontera	hranica	N;FEM;SG	N;ACC;FEM;SG
frontera	hranica	frontera	hranica	N;FEM;SG	N;NOM;FEM;SG
frontera	hranica	frontera	hranica	N;FEM;SG	N;NOM;FEM;SG
frontera	hranica	frontera	hranica	N;FEM;SG	N;NOM;FEM;SG
atención	pozornosť	atención	pozornosť	N;FEM;SG	N;NOM;FEM;SG
digital	digitálny	digital	digitálny	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
digital	digitálna	digital	digitálny	ADJ;SG	ADJ;NOM;FEM;SG
digital	digitálne	digital	digitálne	ADJ;SG	ADJ;NOM;NEUT;SG
torres	veže	torre	veža	N;FEM;PL	N;NOM;FEM;PL
torres	veží	torre	veža	N;FEM;PL	N;GEN;FEM;PL
doble	dvojité	doble	dvojitý	ADJ;SG	ADJ;NOM;NEUT;SG
doble	dvojnásobok	doble	dvojnásobok	ADJ;SG	ADJ;NOM;FEM;SG
comandante	veliteľ	comandante	veliteľ	N;SG	N;ANIM;NOM;MASC;SG
comandante	veliteľka	comandante	veliteľka	N;SG	N;NOM;FEM;SG
corazón	srdce	corazón	srdce	N;MASC;SG	N;NOM;NEUT;SG
secretario	tajomník	secretario	tajomník	N;MASC;SG	N;ANIM;NOM;MASC;SG
secretario	tajomníka	secretario	tajomník	N;MASC;SG	N;ANIM;ACC;MASC;SG
secretario	tajomník	secretario	tajomník	N;MASC;SG	N;ANIM;NOM;MASC;SG
secretario	sekretárka	secretario	sekretárka	N;MASC;SG	N;NOM;FEM;SG
letras	písmená	letra	písmeno	N;FEM;PL	N;NOM;NEUT;PL
letras	listy	letra	list	N;FEM;PL	N;INAN;NOM;MASC;PL
letras	písmen	letra	písmen	N;FEM;PL	N;NOM;NEUT;PL
letras	textov	letra	text	N;FEM;PL	N;INAN;GEN;MASC;PL
letras	texty	letra	text	N;FEM;PL	N;INAN;NOM;MASC;PL
lenguas	jazyky	lengua	jazyk	N;FEM;PL	N;INAN;NOM;MASC;PL
lenguas	jazykoch	lengua	jazyk	N;FEM;PL	N;INAN;GEN;MASC;PL
lenguas	jazykov	lengua	jazyk	N;FEM;PL	N;INAN;GEN;MASC;PL
vivo	živá	vivo	živý	ADJ;MASC;SG	ADJ;NOM;FEM;SG
vivo	živý	vivo	živý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
encuentro	stretko	encuentro	stretko	N;MASC;SG	N;NOM;NEUT;SG
encuentro	schôdza	encuentro	schôdza	N;MASC;SG	N;NOM;FEM;SG
encuentro	zasadnutie	encuentro	zasadnutie	N;MASC;SG	N;NOM;NEUT;SG
encuentro	stretnutie	encuentro	stretnutie	N;MASC;SG	N;NOM;NEUT;SG
obtener	získať	obtener	získať	V;NFIN	V;PFV;POS;NFIN
obtener	dostať	obtener	dostať	V;NFIN	V;PFV;POS;NFIN
originalmente	pôvodne	originalmente	pôvodne	ADV	ADV
naturaleza	priroda	naturaleza	priroda	N;FEM;SG	N;NOM;FEM;SG
naturaleza	prírodu	naturaleza	príroda	N;FEM;SG	N;ACC;FEM;SG
naturaleza	povaha	naturaleza	povaha	N;FEM;SG	N;NOM;FEM;SG
naturaleza	príroda	naturaleza	príroda	N;FEM;SG	N;NOM;FEM;SG
naturaleza	charakter	naturaleza	charakter	N;FEM;SG	N;INAN;NOM;MASC;SG
existencia	existenciou	existencia	existencia	N;FEM;SG	N;INS;FEM;SG
existencia	existenciu	existencia	existencia	N;FEM;SG	N;ACC;FEM;SG
existencia	existencia	existencia	existencia	N;FEM;SG	N;NOM;FEM;SG
man	muž	man	muž	N	N;ANIM;NOM;MASC;SG
man	človek	man	človek	N	N;ANIM;NOM;MASC;SG
guatemala	guatemala	guatemala	guatemať	N;FEM;SG	N;NOM;FEM;SG
juega	prehrať	jugar	prehrať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
juega	hrať	jugar	hrať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
juega	zahrať	jugar	zahrať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
juega	prehráva	jugar	prehráva	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
juega	hrá	jugar	hrať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
rico	bohaté	rico	bohatý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
rico	bohatá	rico	bohatý	ADJ;MASC;SG	ADJ;NOM;FEM;SG
rico	bohatý	rico	bohatý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sonido	zvuk	sonido	zvuk	N;MASC;SG	N;INAN;NOM;MASC;SG
usar	používať	usar	používať	V;NFIN	V;IPFV;POS;NFIN
usar	použiť	usar	použiť	V;NFIN	V;PFV;POS;NFIN
usar	použite	usar	použita	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
mensajes	posolstvá	mensaje	posolstvo	N;MASC;PL	N;NOM;NEUT;PL
mensajes	správ	mensaje	správa	N;MASC;PL	N;GEN;FEM;PL
mensajes	správy	mensaje	správa	N;MASC;PL	N;NOM;FEM;PL
firme	podpísať	firmar	podpísať	V;SBJV;SG;3;PRS;FIN	V;PFV;POS;NFIN
mesa	stôl	mesa	stôl	N;FEM;SG	N;INAN;NOM;MASC;SG
mesa	tabuľke	mesa	tabuľka	N;FEM;SG	N;DAT;FEM;SG
mesa	tabuľka	mesa	tabuľka	N;FEM;SG	N;NOM;FEM;SG
granada	granada	granada	granada	N;FEM;SG	N;NOM;FEM;SG
granada	granát	granada	granát	N;FEM;SG	N;INAN;NOM;MASC;SG
pasar	prejsť	pasar	prejsť	V;NFIN	V;PFV;POS;NFIN
objeto	predmet	objeto	predmet	N;MASC;SG	N;INAN;NOM;MASC;SG
objeto	objekt	objeto	objekt	N;MASC;SG	N;INAN;NOM;MASC;SG
objeto	objektu	objeto	objekt	N;MASC;SG	N;INAN;GEN;MASC;SG
generales	generáli	general	generál	N;MASC;PL	N;ANIM;NOM;MASC;PL
generales	generálov	general	generál	N;MASC;PL	N;ANIM;ACC;MASC;PL
formado	tvarované	formado	tvarovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
apertura	otvoru	apertura	otvor	N;FEM;SG	N;INAN;GEN;MASC;SG
apertura	otvorenosť	apertura	otvorenosť	N;FEM;SG	N;NOM;FEM;SG
apertura	otvorenosti	apertura	otvorenosť	N;FEM;SG	N;NOM;FEM;SG
apertura	otvorenie	apertura	otvorenie	N;FEM;SG	N;NOM;NEUT;SG
apertura	otváranie	apertura	otváranie	N;FEM;SG	N;NOM;NEUT;SG
geografía	geografia	geografía	geografia	N;FEM;SG	N;NOM;FEM;SG
análisis	analytics	análisis	analytics	N;MASC	N;NOM;MASC;SG
análisis	analýz	análisis	analýza	N;MASC	N;GEN;FEM;PL
análisis	analýzy	análisis	analýza	N;MASC	N;NOM;FEM;PL
análisis	rozbor	análisis	rozbor	N;MASC	N;INAN;NOM;MASC;SG
análisis	analýza	análisis	analýza	N;MASC	N;NOM;FEM;SG
análisis	analýzy	análisis	analýza	N;MASC	N;NOM;FEM;PL
análisis	analýzu	análisis	analýza	N;MASC	N;ACC;FEM;SG
protección	ochrana	protección	ochrana	N;FEM;SG	N;NOM;FEM;SG
protección	ochranu	protección	ochrana	N;FEM;SG	N;ACC;FEM;SG
protección	ochrana	protección	ochrana	N;FEM;SG	N;NOM;FEM;SG
géneros	žánre	género	žánry	N;MASC;PL	N;INAN;NOM;MASC;PL
géneros	rody	género	rod	N;MASC;PL	N;INAN;NOM;MASC;PL
naciones	národy	nación	národ	N;FEM;PL	N;INAN;NOM;MASC;PL
naciones	národov	nación	národ	N;FEM;PL	N;INAN;GEN;MASC;PL
familias	rodiny	familia	rodina	N;FEM;PL	N;NOM;FEM;PL
familias	rodín	familia	rodina	N;FEM;PL	N;GEN;FEM;PL
familias	rodinám	familia	rodina	N;FEM;PL	N;DAT;FEM;PL
ferrocarril	železnica	ferrocarril	železnica	N;MASC;SG	N;NOM;FEM;SG
ferrocarril	koľaj	ferrocarril	koľať	N;MASC;SG	N;NOM;FEM;SG
ferrocarril	železnica	ferrocarril	železnica	N;MASC;SG	N;NOM;FEM;SG
ferrocarril	železnica	ferrocarril	železnica	N;MASC;SG	N;NOM;FEM;SG
ferrocarril	železnica	ferrocarril	železnica	N;MASC;SG	N;NOM;FEM;SG
notas	poznámok	nota	poznámok	N;FEM;PL	N;GEN;FEM;PL
notas	noty	nota	noty	N;FEM;PL	N;INAN;NOM;MASC;PL
notas	poznámky	nota	poznámka	N;FEM;PL	N;NOM;FEM;PL
american	američan	americar	američan	N;FEM;SG	N;ANIM;NOM;MASC;SG
american	american	americar	american	N;FEM;SG	N;NOM;FEM;SG
proyectos	projektmi	proyecto	projekt	N;MASC;PL	N;INAN;INS;MASC;PL
proyectos	projektov	proyecto	projekt	N;MASC;PL	N;INAN;GEN;MASC;PL
proyectos	projekty	proyecto	projekt	N;MASC;PL	N;INAN;NOM;MASC;PL
funciones	funkcie	función	funkcia	N;FEM;PL	N;NOM;FEM;PL
funciones	funkcií	función	funkcia	N;FEM;PL	N;GEN;FEM;PL
funciones	funkcie	función	funkcia	N;FEM;PL	N;NOM;FEM;PL
funciones	vlastnosti	función	vlastnosť	N;FEM;PL	N;NOM;FEM;PL
funciones	charakteristiky	función	charakteristika	N;FEM;PL	N;NOM;FEM;PL
funciones	prvky	función	prvok	N;FEM;PL	N;INAN;NOM;MASC;PL
corona	korunu	corona	koruna	N;FEM;SG	N;ACC;FEM;SG
corona	koruna	corona	koruna	N;FEM;SG	N;NOM;FEM;SG
corona	corona	corona	coron	N;FEM;SG	N;INAN;NOM;MASC;SG
apareció	objavila	aparecer	objaviť	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
clima	klímu	clima	klima	N;MASC;SG	N;ACC;FEM;SG
clima	podnebie	clima	podnebie	N;MASC;SG	N;NOM;NEUT;SG
clima	klíma	clima	klíma	N;MASC;SG	N;NOM;FEM;SG
clima	počasie	clima	počasie	N;MASC;SG	N;NOM;NEUT;SG
clima	počasí	clima	počasie	N;MASC;SG	N;NOM;NEUT;SG
guillermo	william	guillermo	willia	N;MASC;SG	N;ANIM;NOM;MASC;SG
guillermo	viliam	guillermo	vila	N;MASC;SG	N;ANIM;NOM;MASC;SG
guillermo	guillermo	guillermo	guillermo	N;MASC;SG	N;ANIM;NOM;MASC;SG
prensa	tlač	prensa	tlač	N;FEM;SG	N;NOM;FEM;SG
prensa	tlači	prensa	tlač	N;FEM;SG	N;DAT;FEM;SG
escena	scéne	escena	scén	N;FEM;SG	N;DAT;FEM;SG
escena	scéna	escena	scéna	N;FEM;SG	N;NOM;FEM;SG
escena	scénu	escena	scén	N;FEM;SG	N;ACC;FEM;SG
versiones	verzie	versión	verzia	N;FEM;PL	N;NOM;FEM;PL
isabel	isabella	isabel	isabello	N;FEM;SG	N;NOM;FEM;SG
isabel	elizabeth	isabel	elizabet	N;FEM;SG	N;NOM;FEM;SG
isabel	alžbeta	isabel	alžbeta	N;FEM;SG	N;NOM;FEM;SG
isabel	isabelle	isabel	isabelle	N;FEM;SG	N;NOM;FEM;SG
isabel	elisabeth	isabel	elisabet	N;FEM;SG	N;ANIM;NOM;FEM;SG
isabel	alžbeta	isabel	alžbeta	N;FEM;SG	N;NOM;FEM;SG
isabel	isabel	isabel	isabel	N;FEM;SG	N;NOM;FEM;SG
isabel	isobel	isabel	isobel	N;FEM;SG	N;INAN;NOM;MASC;SG
numerosas	početných	numeroso	početný	ADJ;FEM;PL	ADJ;GEN;MASC;PL
puerta	bráne	puerta	brána	N;FEM;SG	N;DAT;FEM;SG
puerta	brána	puerta	brána	N;FEM;SG	N;NOM;FEM;SG
romano	rímske	romano	rímsky	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
romano	rímsky	romano	rímsky	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
romano	rímska	romano	rímsky	ADJ;MASC;SG	ADJ;NOM;FEM;SG
griego	grécka	griego	grécka	N;MASC;SG	N;NOM;NEUT;SG
all	vsetky	all	vsetok	N	N;NOM;FEM;PL
habla	hovoriť	hablar	hovoriť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
habla	porozprávať	hablar	porozprávať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
habla	rozpráva	hablar	rozprávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
habla	hovorí	hablar	hovoriť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
habla	hovoriť	hablar	hovoriť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
cierto	pravdivé	cierto	pravdivý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
crisis	krízy	crisis	kríza	N;FEM	N;NOM;FEM;PL
crisis	krízy	crisis	kríza	N;FEM	N;NOM;FEM;PL
crisis	kríza	crisis	kríza	N;FEM	N;NOM;FEM;SG
efectos	efekty	efecto	efekt	N;MASC;PL	N;INAN;NOM;MASC;PL
efectos	účinky	efecto	účinka	N;MASC;PL	N;INAN;NOM;MASC;PL
efectos	vplyvy	efecto	vplyv	N;MASC;PL	N;INAN;NOM;MASC;PL
memoria	pamäť	memoria	pamäť	N;FEM;SG	N;NOM;FEM;SG
memoria	spomienka	memoria	spomienka	N;FEM;SG	N;NOM;FEM;SG
memoria	spomienku	memoria	spomienka	N;FEM;SG	N;ACC;FEM;SG
orquesta	orchester	orquesta	orchester	N;FEM;SG	N;INAN;NOM;MASC;SG
creó	vytvoril	crear	vytvoriť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
siglos	storočia	siglo	storočie	N;MASC;PL	N;NOM;NEUT;PL
siglos	stáročia	siglo	stáročie	N;MASC;PL	N;NOM;NEUT;PL
montaña	hora	montaña	hora	N;FEM;SG	N;NOM;FEM;SG
mantener	udržiavať	mantener	udržiavať	V;NFIN	V;IPFV;POS;NFIN
mantener	zachovať	mantener	zachovať	V;NFIN	V;PFV;POS;NFIN
mantener	držať	mantener	držať	V;NFIN	V;IPFV;POS;NFIN
mantener	uchovávať	mantener	uchovávať	V;NFIN	V;IPFV;POS;NFIN
mantener	majte	mantener	mať	V;NFIN	V;IPFV;IMP;PL;2;POS;FIN
mantener	ponechať	mantener	ponechať	V;NFIN	V;PFV;POS;NFIN
mantener	zachovať	mantener	zachovať	V;NFIN	V;PFV;POS;NFIN
austria	rakúska	austria	rakúska	N;MASC;SG	N;NOM;FEM;SG
austria	rakúsko	austria	rakúsko	N;MASC;SG	N;NOM;NEUT;SG
llegada	príchod	llegada	príchod	N;FEM;SG	N;INAN;NOM;MASC;SG
construido	postavená	construido	postavený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
construido	postavené	construido	postavený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
construido	postavený	construido	postavený	ADJ;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
construido	skonštruované	construido	skonštruovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
construido	konštruované	construido	konštruovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
berlín	berlín	berlín	berlina	N;MASC;SG	N;NOM;MASC;SG
llama	volať	llamar	volať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
llama	zavolať	llamar	zavolať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
directamente	rovno	directamente	rovno	ADV	ADV
directamente	priamo	directamente	priamo	ADV	ADV
directamente	priamo	directamente	priamo	ADV	ADV
directamente	priamo	directamente	priamo	ADV	ADV
lanzamiento	uvoľnenie	lanzamiento	uvoľnenie	N;MASC;SG	N;NOM;NEUT;SG
lanzamiento	prepustenie	lanzamiento	prepustenie	N;MASC;SG	N;NOM;NEUT;SG
lanzamiento	spustenie	lanzamiento	spustenie	N;MASC;SG	N;NOM;NEUT;SG
lanzamiento	spúšťanie	lanzamiento	spúšťanie	N;MASC;SG	N;NOM;NEUT;SG
lanzamiento	štart	lanzamiento	štart	N;MASC;SG	N;INAN;NOM;MASC;SG
lanzamiento	spustenie	lanzamiento	spustenie	N;MASC;SG	N;NOM;NEUT;SG
comité	výbor	comité	výbor	N;MASC;SG	N;INAN;NOM;MASC;SG
comité	výbore	comité	výbor	N;MASC;SG	N;INAN;NOM;MASC;SG
comité	výboru	comité	výbor	N;MASC;SG	N;INAN;GEN;MASC;SG
capilla	kaplnke	capilla	kaplnka	N;FEM;SG	N;DAT;FEM;SG
probablemente	pravdepodobne	probablemente	pravdepodobne	ADV	ADV
probablemente	pravdepodobne	probablemente	pravdepodobne	ADV	ADV
larga	dlhý	largo	dlhý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
larga	dlhé	largo	dlhý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
larga	dlhá	largo	dlhý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
bolivia	bolívia	bolivia	bolíviť	N;FEM;SG	N;NOM;FEM;SG
poeta	básnik	poeta	básnik	N;MASC;SG	N;ANIM;NOM;MASC;SG
tradición	tradíciu	tradición	tradícia	N;FEM;SG	N;ACC;FEM;SG
tradición	tradícia	tradición	tradícia	N;FEM;SG	N;NOM;FEM;SG
provincias	provincie	provincia	provincia	N;FEM;PL	N;NOM;FEM;PL
provincias	provincií	provincia	provincia	N;FEM;PL	N;GEN;FEM;PL
produce	vyrába	producir	vyrábať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
produce	produkuje	producir	produkovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
autónoma	autonómna	autónomo	autonómny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
autónoma	samostatná	autónomo	samostatný	ADJ;FEM;SG	ADJ;NOM;FEM;SG
autónoma	autonómne	autónomo	autonómny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
hojas	listy	hoja	list	N;FEM;PL	N;INAN;NOM;MASC;PL
hojas	listov	hoja	list	N;FEM;PL	N;INAN;GEN;MASC;PL
hojas	listy	hoja	list	N;FEM;PL	N;INAN;NOM;MASC;PL
hojas	plachty	hoja	plachta	N;FEM;PL	N;INAN;NOM;MASC;PL
hojas	plechy	hoja	plech	N;FEM;PL	N;INAN;NOM;MASC;PL
hojas	čepele	hoja	čepel	N;FEM;PL	N;NOM;FEM;PL
ricardo	richard	ricardo	richard	N;MASC;SG	N;ANIM;NOM;MASC;SG
ricardo	ricardo	ricardo	ricardo	N;MASC;SG	N;ANIM;NOM;MASC;SG
soviética	sovietsky	soviético	sovietsky	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
soviética	sovietskeho	soviético	sovietsky	ADJ;FEM;SG	ADJ;GEN;MASC;SG
tomar	brať	tomar	brať	V;NFIN	V;IPFV;POS;NFIN
tomar	vziať	tomar	vziať	V;NFIN	V;PFV;POS;NFIN
tomar	zober	tomar	zober	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
tomar	zoberte	tomar	zoberiť	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
necesario	potrebná	necesario	potrebný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
necesario	nevyhnutná	necesario	nevyhnutný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
necesario	nutné	necesario	nutný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
necesario	nevyhnutné	necesario	nevyhnutný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
necesario	potrebné	necesario	potrebný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
necesario	nutná	necesario	nutný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
filosofía	filozofia	filosofía	filozofie	N;FEM;SG	N;NOM;FEM;SG
filosofía	filozofiu	filosofía	filozofia	N;FEM;SG	N;ACC;FEM;SG
periodista	novinárka	periodista	novinárka	N;SG	N;NOM;FEM;SG
periodista	novinára	periodista	novinár	N;SG	N;ANIM;ACC;MASC;SG
periodista	novinár	periodista	novinár	N;SG	N;ANIM;NOM;MASC;SG
periodista	reportér	periodista	reportér	N;SG	N;ANIM;NOM;MASC;SG
periodista	reportérka	periodista	reportérka	N;SG	N;NOM;FEM;SG
jugar	prehrať	jugar	prehrať	V;NFIN	V;PFV;POS;NFIN
jugar	hrať	jugar	hrať	V;NFIN	V;IPFV;POS;NFIN
jugar	zahrať	jugar	zahrať	V;NFIN	V;PFV;POS;NFIN
jugar	hrať	jugar	hrať	V;NFIN	V;IPFV;POS;NFIN
jugar	hrajú	jugar	hrať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
operación	fungovanie	operación	fungovanie	N;FEM;SG	N;NOM;NEUT;SG
operación	operácia	operación	operácia	N;FEM;SG	N;NOM;FEM;SG
operación	prevádzka	operación	prevádzka	N;FEM;SG	N;NOM;FEM;SG
papa	ocko	papa	ocko	N;MASC;SG	N;ANIM;NOM;MASC;SG
papa	otec	papa	otec	N;MASC;SG	N;ANIM;NOM;MASC;SG
papa	pápeža	papa	pápež	N;MASC;SG	N;ANIM;ACC;MASC;SG
papa	pápež	papa	pápež	N;MASC;SG	N;ANIM;NOM;MASC;SG
papa	zemiak	papa	zemiak	N;MASC;SG	N;INAN;NOM;MASC;SG
papa	tatko	papa	tatko	N;MASC;SG	N;ANIM;NOM;MASC;SG
firma	podpísanie	firma	podpísanie	N;FEM;SG	N;NOM;NEUT;SG
firma	podpise	firma	podpis	N;FEM;SG	N;INAN;NOM;MASC;SG
firma	podpis	firma	podpis	N;FEM;SG	N;INAN;NOM;MASC;SG
firma	podpisom	firma	podpisom	N;FEM;SG	N;INAN;INS;MASC;SG
firma	znak	firma	znak	N;FEM;SG	N;INAN;NOM;MASC;SG
firma	znamenie	firma	znamenie	N;FEM;SG	N;NOM;NEUT;SG
firma	znamienko	firma	znamienko	N;FEM;SG	N;NOM;NEUT;SG
nacionalidad	národnosť	nacionalidad	národnosť	N;FEM;SG	N;NOM;FEM;SG
nacionalidad	občianstvo	nacionalidad	občianstvo	N;FEM;SG	N;NOM;NEUT;SG
patrimonio	panstvo	patrimonio	panstvo	N;MASC;SG	N;NOM;NEUT;SG
patrimonio	majetok	patrimonio	majetok	N;MASC;SG	N;INAN;NOM;MASC;SG
patrimonio	dedičstvo	patrimonio	dedičstvo	N;MASC;SG	N;NOM;NEUT;SG
regiones	regióny	región	región	N;FEM;PL	N;INAN;NOM;MASC;PL
poesía	poéziu	poesía	poézia	N;FEM;SG	N;ACC;FEM;SG
poesía	poézia	poesía	poézia	N;FEM;SG	N;NOM;FEM;SG
hermana	sestra	hermana	sestra	N;FEM;SG	N;NOM;FEM;SG
