egy	una	egy	uno	DET;INDF	DET;INDF;FEM;SG
utazott	viajó	utazik	viajar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
státusz	status	státusz	status	N;NOM;SG	N
státusz	estatus	státusz	estatus	N;NOM;SG	N;MASC
státusz	estado	státusz	estado	N;NOM;SG	N;MASC;SG
státusz	situación	státusz	situación	N;NOM;SG	N;FEM;SG
szervezetek	organizaciones	szervezet	organización	N;NOM;PL	N;FEM;PL
szervezetek	organismos	szervezet	organismo	N;NOM;PL	N;MASC;PL
szervezetek	organizaciones	szervezet	organización	N;NOM;PL	N;FEM;PL
szervezetek	entidades	szervezet	entidad	N;NOM;PL	N;FEM;PL
szervezetek	entes	szervezet	ente	N;NOM;PL	N;MASC;PL
fent	supra	fent	supro		
bajorország	baviera	bajorország	baver	N;NOM;SG	N;FEM;SG
világos	despejado	világos	despejar	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
szín	color	szín	color	N;NOM;SG	N;MASC;SG
szín	color	szín	color	N;NOM;SG	N;MASC;SG
lemondott	dimitió	lemond	dimitir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lemondott	renunció	lemond	renunciar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
elérte	alcanzó	el+ér	alcanzar	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
óriási	inmensa	óriási	inmenso	ADJ;NOM;SG	ADJ;FEM;SG
óriási	inmenso	óriási	inmenso	ADJ;NOM;SG	ADJ;MASC;SG
óriási	enorme	óriási	enorme	ADJ;NOM;SG	ADJ;SG
szabolcs	szabolcs	szabolcs	szabolcs		
adat	data	adat	datar	N;NOM;SG	N;FEM;SG
adat	dato	adat	dato	N;NOM;SG	N;MASC;SG
football	fútbol	football	fútbol	N;IN+ESS;SG	N;MASC;SG
football	futbol	football	futbol	N;IN+ESS;SG	N;MASC;SG
felül	top	felül	top		
halak	piscis	hal	piscis	N;NOM;PL	N
halak	peces	hal	pez	N;NOM;PL	N;MASC;PL
halak	pescados	hal	pescado	N;NOM;PL	N;MASC;PL
olvasható	legible	olvasható	legible	ADJ;NOM;SG	ADJ;SG
olvasható	legible	olvasható	legible	ADJ;NOM;SG	ADJ;SG
küldött	envió	küld	enviar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
növény	planta	növény	planta	N;NOM;SG	N;FEM;SG
növény	planta	növény	planta	N;NOM;SG	N;FEM;SG
növény	cultivo	növény	cultivo	N;NOM;SG	N;MASC;SG
növény	cosecha	növény	cosecha	N;NOM;SG	N;FEM;SG
cél	gol	cél	gol	N;NOM;SG	N;MASC;SG
cél	meta	cél	meta	N;NOM;SG	N;FEM;SG
cél	objetivo	cél	objetivo	N;NOM;SG	N;MASC;SG
cél	portería	cél	portería	N;NOM;SG	N;FEM;SG
cél	destino	cél	destino	N;NOM;SG	N;MASC;SG
cél	aim	cél	aim	N;NOM;SG	N
cél	puntería	cél	puntería	N;NOM;SG	N;FEM;SG
cél	proposito	cél	proposito	N;NOM;SG	N;MASC;SG
cél	finalidad	cél	finalidad	N;NOM;SG	N;FEM;SG
cél	propósito	cél	propósito	N;NOM;SG	N;MASC;SG
cél	objetivo	cél	objetivo	N;NOM;SG	N;MASC;SG
cél	objetivo	cél	objetivo	N;NOM;SG	N;MASC;SG
cél	target	cél	target	N;NOM;SG	N;SG
reneszánsz	renacimiento	reneszánsz	renacimiento	N;NOM;SG	N;MASC;SG
területi	territorial	területi	territorial	ADJ;NOM;SG	ADJ;SG
jelentett	informó	jelent	informar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
megjegyzés	note	megjegyzés	notar	N;NOM;SG	N
megjegyzés	nota	megjegyzés	nota	N;NOM;SG	N;FEM;SG
megjegyzés	comentario	megjegyzés	comentario	N;NOM;SG	N;MASC;SG
megjegyzés	comentario	megjegyzés	comentario	N;NOM;SG	N;MASC;SG
kapcsolatok	relaciones	kapcsolat	relación	N;NOM;PL	N;FEM;PL
kapcsolatok	acoplamientos	kapcsolat	acoplamiento	N;NOM;PL	N;MASC;PL
kapcsolatok	vínculos	kapcsolat	vínculo	N;NOM;PL	N;MASC;PL
kapcsolatok	enlaces	kapcsolat	enlace	N;NOM;PL	N;MASC;PL
kapcsolatok	links	kapcsolat	link	N;NOM;PL	N;MASC;PL
kapcsolatok	contactos	kapcsolat	contacto	N;NOM;PL	N;MASC;PL
kapcsolatok	relaciones	kapcsolat	relación	N;NOM;PL	N;FEM;PL
kapcsolatok	conexiones	kapcsolat	conexión	N;NOM;PL	N;FEM;PL
nadrág	pantalón	nadrág	pantalón	N;NOM;SG	N;MASC;SG
nadrág	pantalón	nadrág	pantalón	N;NOM;SG	N;MASC;SG
kutató	investigadora	kutató	investigador	N;NOM;SG	N;FEM;SG
kutató	investigador	kutató	investigador	N;NOM;SG	N;MASC;SG
valós	real	valós	real	ADJ;NOM;SG	ADJ;SG
valós	verdadero	valós	verdadero	ADJ;NOM;SG	ADJ;MASC;SG
változó	variable	változó	variable	ADJ;NOM;SG	ADJ;SG
határ	frontera	határ	frontera	N;NOM;SG	N;FEM;SG
határ	límite	határ	límite	N;NOM;SG	N;MASC;SG
határ	límite	határ	límite	N;NOM;SG	N;MASC;SG
határ	frontera	határ	frontera	N;NOM;SG	N;FEM;SG
határ	frontera	határ	frontera	N;NOM;SG	N;FEM;SG
határ	borde	határ	borde	N;NOM;SG	N;MASC;SG
elsődleges	primario	elsődleges	primario	ADJ;NOM;SG	ADJ;MASC;SG
hatalom	potencia	hatalom	potencia	N;NOM;SG	N;FEM;SG
hatalom	power	hatalom	power	N;NOM;SG	N
eset	case	eset	case	N;NOM;SG	N
eset	caso	eset	caso	N;NOM;SG	N;MASC;SG
eset	estuche	eset	estuche	N;NOM;SG	N;MASC;SG
eset	eset	eset	eset	N;NOM;SG	N
igazgató	directora	igazgató	directora	N;NOM;SG	N;FEM;SG
igazgató	director	igazgató	director	N;NOM;SG	N;MASC;SG
igazgató	gerente	igazgató	gerente	N;NOM;SG	N;SG
igazgató	administrador	igazgató	administrador	N;NOM;SG	N;MASC;SG
igazgató	gestor	igazgató	gestor	N;NOM;SG	N;MASC;SG
igazgató	manager	igazgató	manager	N;NOM;SG	N;FEM;SG
internet	internet	inter	internet	N;NOM;SG	N;SG
korona	corona	korona	corona	N;NOM;SG	N;FEM;SG
állította	reclamó	állít	reclamar	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
állította	alegó	állít	alegar	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szerbia	serbio	szerbia	serbio	N;NOM;SG	N;MASC;SG
szerbia	serbio	szerbia	serbio	N;NOM;SG	N;MASC;SG
norvégia	noruego	norvégia	noruego	N;NOM;SG	N;MASC;SG
norvégia	noruega	norvégia	noruego	N;NOM;SG	N;FEM;SG
norvégia	noruega	norvégia	noruego	N;NOM;SG	N;FEM;SG
eközben	entretanto	eközben	entretanto	ADV	ADV
judit	judith	judi	judith	N;NOM;SG	N;FEM;SG
szereplők	caracteres	szereplő	carácter	N;NOM;PL	N;MASC;PL
szereplők	personajes	szereplő	personaje	N;NOM;PL	N;MASC;PL
szereplők	jugadores	szereplő	jugador	N;NOM;PL	N;MASC;PL
szereplők	reproductores	szereplő	reproductor	N;NOM;PL	N;MASC;PL
szereplők	actores	szereplő	actor	N;NOM;PL	N;MASC;PL
szereplők	protagonistas	szereplő	protagonista	N;NOM;PL	N;PL
zokni	calcetín	zok	calcetín	N;NOM;SG	N;MASC;SG
eszközök	instrumentos	eszköz	instrumento	N;NOM;PL	N;MASC;PL
eszközök	instrumentos	eszköz	instrumento	N;NOM;PL	N;MASC;PL
eszközök	herramientas	eszköz	herramienta	N;NOM;PL	N;FEM;PL
eszközök	activos	eszköz	activo	N;NOM;PL	N;MASC;PL
eszközök	bienes	eszköz	bien	N;NOM;PL	N;MASC;PL
eszközök	dispositivos	eszköz	dispositivo	N;NOM;PL	N;MASC;PL
eszközök	aparatos	eszköz	aparato	N;NOM;PL	N;MASC;PL
bíróság	tribunal	bíróság	tribunal	N;NOM;SG	N;MASC;SG
bíróság	court	bíróság	court	N;NOM;SG	N;MASC;SG
betegség	enfermedad	betegség	enfermedad	N;NOM;SG	N;FEM;SG
betegség	enfermedad	betegség	enfermedad	N;NOM;SG	N;FEM;SG
betegség	enfermedad	betegség	enfermedad	N;NOM;SG	N;FEM;SG
hiba	equivocación	hiba	equivocación	N;NOM;SG	N;FEM;SG
hiba	error	hiba	error	N;NOM;SG	N;MASC;SG
hiba	error	hiba	error	N;NOM;SG	N;MASC;SG
uralkodók	monarcas	uralkodó	monarca	N;NOM;PL	N;PL
statisztikai	estadístico	statisztikai	estadístico	ADJ;NOM;SG	ADJ;MASC;SG
zenész	músico	zenész	músico	N;NOM;SG	N;MASC;SG
hivatkozás	link	hivatkozás	link	N;NOM;SG	N;MASC;SG
hivatkozás	enlace	hivatkozás	enlace	N;NOM;SG	N;MASC;SG
hivatkozás	vínculo	hivatkozás	vínculo	N;NOM;SG	N;MASC;SG
hivatkozás	referencia	hivatkozás	referencia	N;NOM;SG	N;FEM;SG
írás	cruz	írás	cruz	N;NOM;SG	N;FEM;SG
írás	redacción	írás	redacción	N;NOM;SG	N;FEM;SG
írás	escritura	írás	escritura	N;NOM;SG	N;FEM;SG
alapítója	fundador	alapító	fundador	N;NOM;SG	N;MASC;SG
vidéki	rural	vidéki	rural	ADJ;NOM;SG	ADJ;SG
dávid	dávid	dávid	dávid		
dávid	jose	dávid	jose		
hagyomány	tradición	hagyomány	tradición	N;NOM;SG	N;FEM;SG
hozzáférés	acceso	hozzáférés	acceso	N;NOM;SG	N;MASC;SG
hozzáférés	access	hozzáférés	acces	N;NOM;SG	N;MASC
hozzáférés	acceso	hozzáférés	acceso	N;NOM;SG	N;MASC;SG
kereszt	cruz	kereszt	cruz	N;NOM;SG	N;FEM;SG
kereszt	cross	kereszt	cross	N;NOM;SG	N
kereszt	cruce	kereszt	cruce	N;NOM;SG	N;MASC;SG
lakos	residente	lakos	residente	N;NOM;SG	N;SG
lakos	habitante	lakos	habitante	N;NOM;SG	N;SG
sosem	jamas	sosem	jama		
tömeg	mass	tömeg	mass	N;NOM;SG	N
tömeg	masa	tömeg	masa	N;NOM;SG	N;FEM;SG
tömeg	misa	tömeg	misa	N;NOM;SG	N;FEM;SG
tömeg	peso	tömeg	peso	N;NOM;SG	N;MASC;SG
tömeg	muchedumbre	tömeg	muchedumbre	N;NOM;SG	N;FEM;SG
tömeg	multitud	tömeg	multitud	N;NOM;SG	N;FEM;SG
parlamenti	parlamentaria	parlamenti	parlamentario	ADJ;NOM;SG	ADJ;FEM;SG
érsek	arzobispo	érs	arzobispo	N;NOM;SG	N;MASC;SG
csillagok	estrellas	csillag	estrella	N;NOM;PL	N;PL
csillagok	stars	csillag	star	N;NOM;PL	N
beszélt	habló	beszél	hablar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
beszélt	habló	beszél	hablar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
alexander	alejandro	alexander	alejandro		
dollár	dólar	dollár	dólar	N;NOM;SG	N;MASC;SG
dollár	dolar	dollár	dolar	N;NOM;SG	N;MASC;SG
színe	color	színe	color	N;NOM;SG	N;MASC;SG
színe	color	színe	color	N;NOM;SG	N;MASC;SG
mary	maria	mary	mario		
elméleti	teórica	elméleti	teórico	ADJ;NOM;SG	ADJ;FEM;SG
elméleti	teórico	elméleti	teórico	ADJ;NOM;SG	ADJ;MASC;SG
elméleti	hipotética	elméleti	hipotético	ADJ;NOM;SG	ADJ;FEM;SG
elméleti	hipotético	elméleti	hipotético	ADJ;NOM;SG	ADJ;MASC;SG
megszerezte	adquirió	megszerez	adquirir	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
követi	siguiendo	követ	seguir	V;DEF;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
hetedik	séptima	hetedik	séptimo	ADJ;NOM;SG	ADJ;FEM;SG
hetedik	séptimo	hetedik	séptimo	ADJ;NOM;SG	ADJ;MASC;SG
párhuzamosan	paralelo	párhuzamos	paralelo	ADJ;FRML;SG	ADJ;MASC;SG
párhuzamosan	paralela	párhuzamos	paralelo	ADJ;FRML;SG	ADJ;FEM;SG
messze	far	messze	far		
medence	pelvis	medence	pelvis	N;NOM;SG	N;FEM;SG
medence	billar	medence	billar	N;NOM;SG	N;MASC;SG
medence	alberca	medence	alberca	N;NOM;SG	N;FEM;SG
medence	piscina	medence	piscina	N;NOM;SG	N;FEM;SG
medence	pool	medence	pool	N;NOM;SG	N;MASC;SG
különbség	diferencia	különbség	diferencia	N;NOM;SG	N;FEM;SG
kicsi	peque	kicsi	peque		
kezdődik	inicia	kezdődik	iniciar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kezdődik	empieza	kezdődik	empezar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kezdődik	comienza	kezdődik	comenzar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kezdődik	inicia	kezdődik	iniciar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kezdődik	empieza	kezdődik	empezar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kezdődik	comienza	kezdődik	comenzar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kezdődik	arranca	kezdődik	arrancar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
főváros	capital	főváros	capital	N;NOM;SG	N;FEM;SG
közönség	público	közönség	público	N;NOM;SG	N;MASC;SG
közönség	audiencia	közönség	audiencia	N;NOM;SG	N;FEM;SG
közönség	auditorio	közönség	auditorio	N;NOM;SG	N;MASC;SG
rendszerek	sistemas	rendszer	sistema	N;NOM;PL	N;MASC;PL
rendszerek	systems	rendszer	system	N;NOM;PL	N
asszony	mujer	asszony	mujer	N;NOM;SG	N;FEM;SG
létezett	existió	létezik	existir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
elemek	ítems	elem	ítems	N;NOM;PL	N;MASC;PL
elemek	articulos	elem	articulo	N;NOM;PL	N;MASC;PL
elemek	artículos	elem	artículo	N;NOM;PL	N;MASC;PL
elemek	baterías	elem	batería	N;NOM;PL	N;FEM;PL
elemek	pilas	elem	pila	N;NOM;PL	N;FEM;PL
elemek	acumuladores	elem	acumulador	N;NOM;PL	N;MASC;PL
elemek	elementos	elem	elemento	N;NOM;PL	N;MASC;PL
temető	cementerio	temető	cementerio	N;NOM;SG	N;MASC;SG
temető	cementerio	temető	cementerio	N;NOM;SG	N;MASC;SG
üzenetet	mensaje	üzenet	mensaje	N;ACC;SG	N;MASC;SG
parlament	parlamento	parlament	parlamento	N;NOM;SG	N;MASC;SG
éjszaka	noche	éjszaka	noche	N;NOM;SG	N;FEM;SG
éjszaka	night	éjszaka	night	N;NOM;SG	N
romantikus	romántico	romantikus	romántico	ADJ;NOM;SG	ADJ;MASC;SG
romantikus	romántica	romantikus	romántico	ADJ;NOM;SG	ADJ;FEM;SG
rgb	rgb	rgb	rgb	N;NOM;SG	N;MASC;SG
perzsa	persa	perzsa	persa	N;NOM;SG	N;MASC;SG
argentin	argentina	argent	argentino	ADJ;NOM;SG	ADJ;FEM;SG
népek	pueblos	nép	pueblo	N;NOM;PL	N;MASC;PL
jegyzetek	apuntes	jegyzet	apunte	N;NOM;PL	N;MASC;PL
jegyzetek	notas	jegyzet	nota	N;NOM;PL	N;FEM;PL
jegyzetek	notes	jegyzet	note	N;NOM;PL	N
roger	roger	roger	roger		
készül	preparando	készül	preparar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
újság	prensa	újság	prensa	N;NOM;SG	N;FEM;SG
újság	cargador	újság	cargador	N;NOM;SG	N;MASC;SG
újság	magazine	újság	magazine	N;NOM;SG	N;SG
újság	revista	újság	revista	N;NOM;SG	N;FEM;SG
újság	periódico	újság	periódico	N;NOM;SG	N;MASC;SG
újság	periodico	újság	periodico	N;NOM;SG	N;MASC;SG
ajánlott	sugirió	ajánl	sugerir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ajánlott	recomendó	ajánl	recomendar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
sci	lic	sci	lic		
mtv	mtv	mtv	mtv	N;NOM;SG	N
szabadság	freedom	szabadság	freedom	N;NOM;SG	N;MASC;SG
szabadság	libertad	szabadság	libertad	N;NOM;SG	N;FEM;SG
szabadság	liberty	szabadság	liberty	N;NOM;SG	N;MASC;SG
szabadság	libertad	szabadság	libertad	N;NOM;SG	N;FEM;SG
függvény	función	függvény	función	N;NOM;SG	N;FEM;SG
forgatókönyvíró	guionista	forgatókönyvíró	guionista	N;NOM;SG	N;SG
filozófus	filósofo	filozófus	filósofo	N;NOM;SG	N;MASC;SG
csoportok	grupos	csoport	grupo	N;NOM;PL	N;MASC;PL
csoportok	agrupaciones	csoport	agrupación	N;NOM;PL	N;FEM;PL
menekült	huyó	menekült	huir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
részletes	detallada	részletes	detallado	ADJ;NOM;SG	ADJ;FEM;SG;V.PTCP
részletes	detallado	részletes	detallado	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
utat	sendero	út	sendero	N;ACC;SG	N;MASC;SG
utat	path	út	path	N;ACC;SG	N
utat	camino	út	camino	N;ACC;SG	N;MASC;SG
utat	surco	út	surco	N;ACC;SG	N;MASC;SG
hiszem	creer	hisz	creer	V;DEF;IND;SG;1;PRS;FIN;ACT	V;NFIN
szöveget	letra	szöveg	letra	N;ACC;SG	N;FEM;SG
portugália	portugués	portugália	portugués	N;NOM;SG	N;MASC;SG
sereg	ejército	sereg	ejército	N;NOM;SG	N;MASC;SG
sereg	army	sereg	army	N;NOM;SG	N
sereg	ejercito	sereg	ejercito	N;NOM;SG	N;MASC;SG
pro	pro	pro	pro		
gyakorlati	práctico	gyakorlati	práctico	ADJ;NOM;SG	ADJ;MASC;SG
gyakorlati	practico	gyakorlati	practico	ADJ;NOM;SG	ADJ;MASC;SG
olaj	aceite	olaj	aceite	N;NOM;SG	N;MASC;SG
olaj	petroleo	olaj	petroleo	N;NOM;SG	N;MASC;SG
olaj	óleo	olaj	óleo	N;NOM;SG	N;MASC;SG
olaj	petróleo	olaj	petróleo	N;NOM;SG	N;MASC;SG
hátvéd	linebacker	hátvéd	linebacker	N;NOM;SG	N;SG
hátvéd	fullback	hátvéd	fullback	N;NOM;SG	N;SG
hátvéd	mariscal	hátvéd	mariscal	N;NOM;SG	N;MASC;SG
hátvéd	quarterback	hátvéd	quarterback	N;NOM;SG	N;SG
mesterséges	artificial	mesterséges	artificial	ADJ;NOM;SG	ADJ;SG
egyiptom	egipto	egyiptom	egipto	N;NOM;SG	N;MASC;SG
gondolat	pensamiento	gondolat	pensamiento	N;NOM;SG	N;MASC;SG
gondolat	pensamiento	gondolat	pensamiento	N;NOM;SG	N;MASC;SG
királyok	reyes	király	rey	N;NOM;PL	N;MASC;PL
királyok	kings	király	king	N;NOM;PL	N;MASC;PL
legkisebb	chiquito	kevés	chiquito	ADJ;NOM;RL;SG	ADJ;MASC;SG
legkisebb	mínima	kevés	mínimo	ADJ;NOM;RL;SG	ADJ;FEM;SG
legkisebb	mínimo	kevés	mínimo	ADJ;NOM;RL;SG	ADJ;MASC;SG
járat	vuelo	járat	vuelo	N;NOM;SG	N;MASC;SG
gyűjtemény	colección	gyűjtemény	colección	N;NOM;SG	N;FEM;SG
gyűjtemény	coleccion	gyűjtemény	coleccionar	N;NOM;SG	N;FEM;SG
elmélet	hipótesis	elmélet	hipótesis	N;NOM;SG	N;FEM
elmélet	teoría	elmélet	teoría	N;NOM;SG	N;FEM;SG
elmélet	teoria	elmélet	teoria	N;NOM;SG	N;FEM;SG
időközben	entretanto	időközben	entretanto	ADV	ADV
változatok	versiones	változat	versión	N;NOM;PL	N;FEM;PL
változatok	variantes	változat	variante	N;NOM;PL	N;FEM;PL
okozta	causó	okoz	causar	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
időpont	cita	időpont	cita	N;NOM;SG	N;FEM;SG
időpont	fecha	időpont	fecha	N;NOM;SG	N;FEM;SG
időpont	cita	időpont	cita	N;NOM;SG	N;FEM;SG
időpont	designación	időpont	designación	N;NOM;SG	N;FEM;SG
időpont	nombramiento	időpont	nombramiento	N;NOM;SG	N;MASC;SG
időpont	hora	időpont	hora	N;NOM;SG	N;FEM;SG
időpont	tiempo	időpont	tiempo	N;NOM;SG	N;MASC;SG
időpont	time	időpont	time	N;NOM;SG	N
időtartam	duración	időtartam	duración	N;NOM;SG	N;FEM;SG
időtartam	periodo	időtartam	periodo	N;NOM;SG	N;MASC;SG
időtartam	período	időtartam	período	N;NOM;SG	N;MASC;SG
alakul	va	alakul	ir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
alakul	yendo	alakul	ir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
könyvet	libro	könyv	libro	N;ACC;SG	N;MASC;SG
gyerekek	ninos	gyerek	nino	N;NOM;PL	N;MASC;PL
gyerekek	niños	gyerek	niño	N;NOM;PL	N;MASC;PL
gyerekek	kids	gyerek	kids	N;NOM;PL	N
gyerekek	ninos	gyerek	nino	N;NOM;PL	N;MASC;PL
gyerekek	niños	gyerek	niño	N;NOM;PL	N;MASC;PL
délkeleti	sureste	délkeleti	sureste	N;NOM;SG	N;MASC;SG
délkeleti	sudeste	délkeleti	sudeste	N;NOM;SG	N;MASC;SG
tudós	cientifico	tudós	cientifico	N;NOM;SG	N;MASC;SG
tudós	erudito	tudós	erudito	N;NOM;SG	N;MASC;SG
tudós	estudioso	tudós	estudioso	N;NOM;SG	N;MASC;SG
jelentősége	relevancia	jelentőség	relevancia	N;NOM;SG	N;FEM;SG
jelentősége	pertinencia	jelentőség	pertinencia	N;NOM;SG	N;FEM;SG
jelentősége	importancia	jelentőség	importancia	N;NOM;SG	N;FEM;SG
jelentősége	trascendencia	jelentőség	trascendencia	N;NOM;SG	N;FEM;SG
jelentősége	significación	jelentőség	significación	N;NOM;SG	N;FEM;SG
elpusztult	destruyó	elpusztult	destruir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nyilvános	publico	nyilvános	publico	ADJ;NOM;SG	ADJ;MASC;SG
aktuális	actual	aktuális	actual	ADJ;NOM;SG	ADJ;SG
leírása	descripción	leírás	descripción	N;NOM;SG	N;FEM;SG
üzleti	empresa	üzlet	empresa	N;NOM;SG	N;FEM;SG
üzleti	negocio	üzlet	negocio	N;NOM;SG	N;MASC;SG
pilóta	pilot	pilóta	pilot	N;NOM;SG	N
pilóta	piloto	pilóta	piloto	N;NOM;SG	N;SG
válogatás	selección	válogatás	selección	N;NOM;SG	N;FEM;SG
válogatás	recopilación	válogatás	recopilación	N;NOM;SG	N;FEM;SG
válogatás	compilación	válogatás	compilación	N;NOM;SG	N;FEM;SG
válogatás	ordenamiento	válogatás	ordenamiento	N;NOM;SG	N;MASC;SG
válogatás	clasificación	válogatás	clasificación	N;NOM;SG	N;FEM;SG
emlékmű	memorial	emlékmű	memorial	N;NOM;SG	N;MASC;SG
emlékmű	monumento	emlékmű	monumento	N;NOM;SG	N;MASC;SG
emlékmű	monumento	emlékmű	monumento	N;NOM;SG	N;MASC;SG
htm	cce	htm	cce	N;NOM;SG	N;MASC;SG
htm	ppa	htm	ppa	N;NOM;SG	N;MASC;SG
problémák	problemas	probléma	problema	N;NOM;PL	N;MASC;PL
problémák	asuntos	probléma	asunto	N;NOM;PL	N;MASC;PL
problémák	cuestiones	probléma	cuestión	N;NOM;PL	N;FEM;PL
problémák	temas	probléma	tema	N;NOM;PL	N;MASC;PL
látni	viendo	lát	ver	V;NFIN;ACT	V;V.MSDR
kollégium	dormitorio	kollégium	dormitorio	N;NOM;SG	N;MASC;SG
kollégium	dormitorio	kollégium	dormitorio	N;NOM;SG	N;MASC;SG
kollégium	college	kollégium	collegar	N;NOM;SG	N;MASC;SG
kollégium	colegio	kollégium	colegio	N;NOM;SG	N;MASC;SG
kollégium	universidad	kollégium	universidad	N;NOM;SG	N;FEM;SG
építészet	arquitectura	építészet	arquitectura	N;NOM;SG	N;FEM;SG
tartalom	contenido	tartalom	contenido	N;NOM;SG	N;MASC;SG
tartalom	contenido	tartalom	contenido	N;NOM;SG	N;MASC;SG
kérem	porfavor	kér	porfavor	V;DEF;IMP;SG;3;PRS;FIN;ACT	V;IMP;SG;3;FIN
tetszik	gustar	tetszik	gustar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
elnöki	presidencial	elnöki	presidencial	ADJ;NOM;SG	ADJ;SG
harc	batalla	harc	batalla	N;NOM;SG	N;FEM;SG
harc	combate	harc	combate	N;NOM;SG	N;MASC;SG
harc	combate	harc	combate	N;NOM;SG	N;MASC;SG
harc	lucha	harc	lucha	N;NOM;SG	N;FEM;SG
harc	fighting	harc	fighting	N;NOM;SG	N
harc	pelea	harc	pelea	N;NOM;SG	N;FEM;SG
harc	fight	harc	fight	N;NOM;SG	N
harc	lucha	harc	lucha	N;NOM;SG	N;FEM;SG
iskolában	colegio	iskolában	colegio	N;IN+ESS;SG	N;MASC;SG
iskolában	escuela	iskolában	escuela	N;IN+ESS;SG	N;FEM;SG
autópálya	autopista	autópály	autopista	N;NOM;SG	N;FEM;SG
autópálya	autopista	autópály	autopista	N;NOM;SG	N;FEM;SG
autópálya	autovía	autópály	autovía	N;NOM;SG	N;FEM;SG
autópálya	autopista	autópály	autopista	N;NOM;SG	N;FEM;SG
autópálya	carretera	autópály	carretera	N;NOM;SG	N;FEM;SG
északnyugati	northwestern	északnyugati	northwestern	N;NOM;SG	N;SG
északnyugati	noroeste	északnyugati	noroeste	N;NOM;SG	N;SG
napot	día	nap	día	N;ACC;SG	N;MASC;SG
napot	dia	nap	diar	N;ACC;SG	N;MASC;SG
energia	energia	energia	energia	N;NOM;SG	N;FEM;SG
energia	energía	energia	energía	N;NOM;SG	N;FEM;SG
energia	potencia	energia	potencia	N;NOM;SG	N;FEM;SG
energia	power	energia	power	N;NOM;SG	N
építészeti	arquitectónico	építészeti	arquitectónico	ADJ;NOM;SG	ADJ;MASC;SG
építészeti	arquitectónica	építészeti	arquitectónico	ADJ;NOM;SG	ADJ;FEM;SG
kutatások	investigaciones	kutatás	investigación	N;NOM;PL	N;FEM;PL
eszköz	dispositivo	eszköz	dispositivo	N;NOM;SG	N;MASC;SG
eszköz	instrumento	eszköz	instrumento	N;NOM;SG	N;MASC;SG
eszköz	tool	eszköz	tool	N;NOM;SG	N
eszköz	herramienta	eszköz	herramienta	N;NOM;SG	N;FEM;SG
eszköz	instrumento	eszköz	instrumento	N;NOM;SG	N;MASC;SG
fokozat	grado	fokozat	grado	N;NOM;SG	N;MASC;SG
fokozat	licenciatura	fokozat	licenciatura	N;NOM;SG	N;FEM;SG
fokozat	grado	fokozat	grado	N;NOM;SG	N;MASC;SG
szerzetes	monje	szerzetes	monje	N;NOM;SG	N;MASC;SG
szolgál	sirve	szolgál	servir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
terv	plano	terv	plano	N;NOM;SG	N;MASC;SG
