και	og	και	og	CONJ	CONJ
εφαρμογή	implementering	εφαρμογή	implementering	N;NOM;FEM;SG	N;INDF;FEM;SG
εφαρμογή	gjennomføringen	εφαρμογή	gjennomføring	N;NOM;FEM;SG	N;DEF;MASC;SG
εφαρμογή	applikasjon	εφαρμογή	applikasjon	N;NOM;FEM;SG	N;INDF;MASC;SG
εφαρμογή	app	εφαρμογή	app	N;NOM;FEM;SG	N;INDF;MASC;SG
εφαρμογή	appen	εφαρμογή	appen	N;NOM;FEM;SG	N;DEF;MASC;SG
εφαρμογή	applikasjon	εφαρμογή	applikasjon	N;NOM;FEM;SG	N;INDF;MASC;SG
εφαρμογή	app	εφαρμογή	app	N;NOM;FEM;SG	N;INDF;MASC;SG
εφαρμογή	søknad	εφαρμογή	søknad	N;NOM;FEM;SG	N;INDF;MASC;SG
εφαρμογή	tilleggsfunksjon	εφαρμογή	tilleggsfunksjon	N;NOM;FEM;SG	N;INDF;MASC;SG
εφαρμογή	applikasjonen	εφαρμογή	applikasjon	N;NOM;FEM;SG	N;DEF;MASC;SG
σύζυγος	ektefelle	σύζυγος	ektefell	N;NOM;MASC;SG	N;INDF;MASC;SG
σύζυγος	ektemann	σύζυγος	ektemann	N;NOM;MASC;SG	N;INDF;MASC;SG
σύζυγος	kona	σύζυγος	kone	N;NOM;MASC;SG	N;DEF;FEM;SG
σύζυγος	wife	σύζυγος	wife	N;NOM;MASC;SG	N
σύζυγος	kone	σύζυγος	kone	N;NOM;MASC;SG	N;INDF;FEM;SG
σύζυγος	hustru	σύζυγος	hustru	N;NOM;MASC;SG	N;INDF;MASC;SG
βραβεία	priser	βραβείο	prise	N;NOM;NEUT;PL	N;INDF;FEM;PL
ημερομηνία	årstall	ημερομηνία	årstall	N;ACC;FEM;SG	N;INDF;MASC;SG
ημερομηνία	dato	ημερομηνία	dato	N;ACC;FEM;SG	N;INDF;MASC;SG
ημερομηνία	date	ημερομηνία	date	N;ACC;FEM;SG	N;INDF;MASC;SG
συμμετείχαν	deltok	συμμετέχω	delta	V;IPFV;IND;PL;3;PST;FIN;ACT	V;IND;PST;FIN
υπουργείο	departement	υπουργείο	departement	N;NOM;NEUT;SG	N;INDF;NEUT;SG
υπουργείο	departementet	υπουργείο	departement	N;NOM;NEUT;SG	N;DEF;NEUT;SG
υπουργείο	ministry	υπουργείο	ministry	N;NOM;NEUT;SG	N;INDF;MASC;SG
μέρη	delene	μέρος	del	N;NOM;NEUT;PL	N;DEF;FEM;PL
μέρη	deler	μέρος	del	N;NOM;NEUT;PL	N;INDF;MASC;PL
μέρη	stader	μέρος	stad	N;NOM;NEUT;PL	N;INDF;MASC;PL
μέρη	steder	μέρος	stede	N;NOM;NEUT;PL	N;INDF;MASC;PL
μέρη	fester	μέρος	fester	N;NOM;NEUT;PL	N;INDF;FEM;PL
λόγος	årsak	λόγος	årsak	N;NOM;MASC;SG	N;INDF;FEM;SG
λόγος	fornuft	λόγος	fornuft	N;NOM;MASC;SG	N;INDF;FEM;SG
λόγος	grunn	λόγος	grunn	N;NOM;MASC;SG	N;INDF;MASC;SG
λόγος	tale	λόγος	tale	N;NOM;MASC;SG	N;INDF;FEM;SG
λόγος	talen	λόγος	tale	N;NOM;MASC;SG	N;DEF;MASC;SG
παιχνίδι	spill	παιχνίδι	spill	N;NOM;NEUT;SG	N;INDF;NEUT;SG
παιχνίδι	kampstart	παιχνίδι	kampstart	N;NOM;NEUT;SG	N;INDF;MASC;SG
παιχνίδι	game	παιχνίδι	game	N;NOM;NEUT;SG	N
παιχνίδι	leketøy	παιχνίδι	leketøy	N;NOM;NEUT;SG	N;INDF;NEUT;SG
παιχνίδι	avspilling	παιχνίδι	avspilling	N;NOM;NEUT;SG	N;INDF;FEM;SG
παιχνίδι	leke	παιχνίδι	leke	N;NOM;NEUT;SG	N;INDF;FEM;SG
παιχνίδι	lek	παιχνίδι	lek	N;NOM;NEUT;SG	N;INDF;MASC;SG
παιχνίδι	spill	παιχνίδι	spill	N;NOM;NEUT;SG	N;INDF;NEUT;SG
διοργάνωση	organisasjon	διοργάνωση	organisasjon	N;NOM;FEM;SG	N;INDF;MASC;SG
διοργάνωση	organisasjonen	διοργάνωση	organisasjon	N;NOM;FEM;SG	N;DEF;MASC;SG
σχήμα	formen	σχήμα	form	N;NOM;NEUT;SG	N;DEF;MASC;SG
σχήμα	shape	σχήμα	shape	N;NOM;NEUT;SG	N
σχήμα	form	σχήμα	form	N;NOM;NEUT;SG	N;INDF;FEM;SG
σχήμα	fasong	σχήμα	fasong	N;NOM;NEUT;SG	N;INDF;MASC;SG
σχήμα	figur	σχήμα	figur	N;NOM;NEUT;SG	N;INDF;MASC;SG
φεστιβάλ	festival	φεστιβάλ	festival	N;NOM;NEUT;SG	N;INDF;MASC;SG
φεστιβάλ	festivaler	φεστιβάλ	festival	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ονόματα	names	όνομα	names	N;NOM;NEUT;PL	N
επιχείρηση	operasjon	επιχείρηση	operasjon	N;ACC;FEM;SG	N;INDF;MASC;SG
επιχείρηση	operation	επιχείρηση	operation	N;ACC;FEM;SG	N;INDF;MASC;SG
επιχείρηση	enterprise	επιχείρηση	enterprise	N;ACC;FEM;SG	N;INDF;FEM;SG
αποφάσισε	bestemme	αποφασίζω	bestemme	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
συνθήκη	traktaten	συνθήκη	traktat	N;NOM;FEM;SG	N;DEF;MASC;SG
συνθήκη	traktat	συνθήκη	trakt	N;NOM;FEM;SG	N;INDF;MASC;SG
πρόσωπο	person	πρόσωπο	person	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρόσωπο	personen	πρόσωπο	person	N;NOM;NEUT;SG	N;DEF;MASC;SG
πρόσωπο	ansiktet	πρόσωπο	ansikt	N;NOM;NEUT;SG	N;DEF;NEUT;SG
πρόσωπο	ansikt	πρόσωπο	ansikt	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πρόσωπο	face	πρόσωπο	face	N;NOM;NEUT;SG	N;INDF;NEUT;SG
εξέλιξη	utvikling	εξέλιξη	utvikling	N;ACC;FEM;SG	N;INDF;FEM;SG
εξέλιξη	evolusjon	εξέλιξη	evolusjon	N;ACC;FEM;SG	N;INDF;MASC;SG
κοινότητας	fellesskap	κοινότητα	fellesskap	N;GEN;FEM;SG	N;INDF;NEUT;SG
κοινότητας	samfunnet	κοινότητα	samfunn	N;GEN;FEM;SG	N;DEF;NEUT;SG
κοινότητας	samfunn	κοινότητα	samfunn	N;GEN;FEM;SG	N;INDF;NEUT;SG
κοινότητας	fellesskapet	κοινότητα	fellesskap	N;GEN;FEM;SG	N;DEF;NEUT;SG
κίνηση	motion	κίνηση	motion	N;ACC;FEM;SG	N;INDF;MASC;SG
κίνηση	bevegelse	κίνηση	bevegelse	N;ACC;FEM;SG	N;INDF;MASC;SG
κίνηση	vikeplikt	κίνηση	vikeplikt	N;ACC;FEM;SG	N;INDF;MASC;SG
κίνηση	trafikk	κίνηση	trafikk	N;ACC;FEM;SG	N;INDF;MASC;SG
κίνηση	trafikken	κίνηση	trafikk	N;ACC;FEM;SG	N;DEF;MASC;SG
κίνηση	bevegelse	κίνηση	bevegelse	N;ACC;FEM;SG	N;INDF;MASC;SG
κίνηση	movement	κίνηση	movement	N;ACC;FEM;SG	N;INDF;NEUT;SG
μέρα	dag	μέρα	dag	N;ACC;FEM;SG	N;INDF;MASC;SG
μέρα	dagen	μέρα	dag	N;ACC;FEM;SG	N;DEF;MASC;SG
μέρα	day	μέρα	day	N;ACC;FEM;SG	N;INDF;SG
κομμάτι	bit	κομμάτι	bit	N;NOM;NEUT;SG	N;INDF;MASC;SG
κομμάτι	stykke	κομμάτι	stykke	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ώρα	tid	ώρα	tid	N;ACC;FEM;SG	N;INDF;FEM;SG
ώρα	klokkeslett	ώρα	klokkeslett	N;ACC;FEM;SG	N;INDF;FEM;SG
ώρα	gang	ώρα	gang	N;ACC;FEM;SG	N;INDF;MASC;SG
συμφωνία	enighet	συμφωνία	enighet	N;ACC;FEM;SG	N;INDF;FEM;SG
συμφωνία	avtale	συμφωνία	avtale	N;ACC;FEM;SG	N;INDF;MASC;SG
λοιπόν	vel	λοιπόν	vel	ADV	ADV
μεγάλα	store	μεγάλος	stor	ADJ;NOM;NEUT;PL	ADJ;PL
πλοία	båter	πλοίο	båt	N;NOM;NEUT;PL	N;INDF;MASC;PL
πλοία	skip	πλοίο	skip	N;NOM;NEUT;PL	N;INDF;NEUT;PL
συστήματα	systemene	σύστημα	system	N;NOM;NEUT;PL	N;DEF;MASC;PL
συστήματα	systemer	σύστημα	system	N;NOM;NEUT;PL	N;INDF;MASC;PL
σημεία	punkter	σημείο	punkter	N;NOM;NEUT;PL	N;INDF;FEM;PL
αλλαγή	forandring	αλλαγή	forandring	N;ACC;FEM;SG	N;INDF;FEM;SG
αλλαγή	endring	αλλαγή	endring	N;ACC;FEM;SG	N;INDF;FEM;SG
σημασία	viktighet	σημασία	viktighet	N;NOM;FEM;SG	N;INDF;FEM;SG
σημασία	betydning	σημασία	betydning	N;NOM;FEM;SG	N;INDF;FEM;SG
σημασία	betydning	σημασία	betydning	N;NOM;FEM;SG	N;INDF;FEM;SG
λέει	sier	λέγω	seie	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
χαρακτηριστικό	funksjonen	χαρακτηριστικός	funksjon	N;NOM;NEUT;SG	N;DEF;MASC;SG
διαίρεση	divisjon	διαίρεση	divisjon	N;NOM;FEM;SG	N;INDF;MASC;SG
διαίρεση	split	διαίρεση	split	N;NOM;FEM;SG	N
διαίρεση	splitt	διαίρεση	splitt	N;NOM;FEM;SG	N;INDF;NEUT;SG
διευθυντής	direktør	διευθυντής	direktør	N;NOM;MASC;SG	N;INDF;MASC;SG
διευθυντής	regissør	διευθυντής	regissør	N;NOM;MASC;SG	N;INDF;MASC;SG
διευθυντής	manager	διευθυντής	manager	N;NOM;MASC;SG	N;INDF;MASC;SG
διευθυντής	bestyrer	διευθυντής	bestyre	N;NOM;MASC;SG	N;INDF;MASC;SG
τέχνη	art	τέχνω	art	N;NOM;FEM;SG	N;INDF;MASC;SG
τέχνη	kunst	τέχνω	kunst	N;NOM;FEM;SG	N;INDF;FEM;SG
επτά	sju	επτά	sju	NUM;NOM;MASC;PL	NUM;PL
διεθνές	internasjonalt	διεθνής	internasjonal	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
διεθνές	internasjonal	διεθνής	internasjonal	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
δικαιώματα	rettigheter	δικαίωμα	rettigheter	N;NOM;NEUT;PL	N;INDF;FEM;PL
δικαιώματα	rettighetene	δικαίωμα	rettigheten	N;NOM;NEUT;PL	N;DEF;FEM;PL
διαφορά	forskjell	διαφορά	forskjell	N;NOM;FEM;SG	N;INDF;MASC;SG
χρησιμοποιεί	bruker	χρησιμοποιώ	bruke	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
επίδραση	innflytelse	επίδραση	innflytels	N;ACC;FEM;SG	N;INDF;MASC;SG
επίδραση	påvirkning	επίδραση	påvirkning	N;ACC;FEM;SG	N;INDF;FEM;SG
επίδραση	virkning	επίδραση	virkning	N;ACC;FEM;SG	N;INDF;FEM;SG
επίδραση	effekt	επίδραση	effekt	N;ACC;FEM;SG	N;INDF;MASC;SG
βάρος	byrden	βάρος	byrd	N;ACC;NEUT;SG	N;DEF;MASC;SG
βάρος	byrde	βάρος	byrde	N;ACC;NEUT;SG	N;INDF;FEM;SG
βάρος	belastning	βάρος	belastning	N;ACC;NEUT;SG	N;INDF;FEM;SG
βάρος	tyngde	βάρος	tyngd	N;ACC;NEUT;SG	N;INDF;FEM;SG
ναό	tempelet	ναός	tempel	N;ACC;MASC;SG	N;DEF;NEUT;SG
ναό	tempel	ναός	tempel	N;ACC;MASC;SG	N;INDF;NEUT;SG
ναό	temple	ναός	temple	N;ACC;MASC;SG	N;INDF;MASC;SG
τροχιά	track	τροχιά	track	N;NOM;FEM;SG	N;INDF;MASC;SG
τροχιά	spore	τροχιά	spore	N;NOM;FEM;SG	N;INDF;MASC;SG
τροχιά	bane	τροχιά	bane	N;NOM;FEM;SG	N;INDF;FEM;SG
τροχιά	bane	τροχιά	bane	N;NOM;FEM;SG	N;INDF;FEM;SG
τροχιά	kretsløp	τροχιά	kretsløp	N;NOM;FEM;SG	N;INDF;NEUT;SG
πρόσωπα	personer	πρόσωπο	person	N;NOM;NEUT;PL	N;INDF;FEM;PL
πρόσωπα	fjes	πρόσωπο	fjes	N;NOM;NEUT;PL	N;INDF;NEUT;PL
πρόσωπα	ansiktene	πρόσωπο	ansikt	N;NOM;NEUT;PL	N;DEF;FEM;PL
πρόσωπα	ansikter	πρόσωπο	ansikter	N;NOM;NEUT;PL	N;INDF;FEM;PL
πρόσωπα	faces	πρόσωπο	faces	N;NOM;NEUT;PL	N
ιδέα	idè	ιδέα	idè	N;NOM;FEM;SG	N;INDF;MASC;SG
ιδέα	ide	ιδέα	ide	N;NOM;FEM;SG	N;INDF;MASC;SG
ιδέα	idea	ιδέα	idea	N;NOM;FEM;SG	N
ιδέα	peiling	ιδέα	peiling	N;NOM;FEM;SG	N;INDF;FEM;SG
ιδέα	idé	ιδέα	idé	N;NOM;FEM;SG	N;INDF;MASC;SG
ιστορική	historisk	ιστορικός	historisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
ιστορική	historisk	ιστορικός	historisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
αντίθεση	opposisjon	αντίθεση	opposisjon	N;ACC;FEM;SG	N;INDF;MASC;SG
αντίθεση	kontrast	αντίθεση	kontrast	N;ACC;FEM;SG	N;INDF;MASC;SG
πίνακα	malerkunst	πίνακα	malerkunst	N;ACC;MASC;SG	N;INDF;MASC;SG
πίνακα	maleri	πίνακα	maleri	N;ACC;MASC;SG	N;INDF;NEUT;SG
υπηρεσία	agency	υπηρεσία	agency	N;NOM;FEM;SG	N
υπηρεσία	byrå	υπηρεσία	byrå	N;NOM;FEM;SG	N;INDF;NEUT;SG
υπηρεσία	byrået	υπηρεσία	byrå	N;NOM;FEM;SG	N;DEF;NEUT;SG
υπηρεσία	servise	υπηρεσία	servise	N;NOM;FEM;SG	N;INDF;NEUT;SG
υπηρεσία	tjeneste	υπηρεσία	tjeneste	N;NOM;FEM;SG	N;INDF;FEM;SG
υπηρεσία	service	υπηρεσία	service	N;NOM;FEM;SG	N;INDF;MASC;SG
στοιχείο	elementet	στοιχείο	element	N;NOM;NEUT;SG	N;DEF;NEUT;SG
στοιχείο	gjenstand	στοιχείο	gjenstand	N;NOM;NEUT;SG	N;INDF;MASC;SG
στοιχείο	element	στοιχείο	element	N;NOM;NEUT;SG	N;INDF;NEUT;SG
στοιχείο	grunnstoff	στοιχείο	grunnstoff	N;NOM;NEUT;SG	N;INDF;NEUT;SG
στοιχείο	element	στοιχείο	element	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ταχύτητα	hastighet	ταχύτητα	hastighet	N;ACC;FEM;SG	N;INDF;MASC;SG
ταχύτητα	fart	ταχύτητα	fart	N;ACC;FEM;SG	N;INDF;MASC;SG
ταχύτητα	hastighet	ταχύτητα	hastighet	N;ACC;FEM;SG	N;INDF;MASC;SG
ταχύτητα	hurtighet	ταχύτητα	hurtighet	N;ACC;FEM;SG	N;INDF;MASC;SG
ταχύτητα	speed	ταχύτητα	speed	N;ACC;FEM;SG	N;INDF;MASC;SG
όρους	vilkårene	όρος	vilkår	N;ACC;MASC;PL	N;DEF;FEM;PL
όρους	betingelsene	όρος	betingelse	N;ACC;MASC;PL	N;DEF;MASC;PL
όρους	vilkår	όρος	vilkår	N;ACC;MASC;PL	N;INDF;NEUT;PL
αεκ	aek	αεκ	aek	N	N;INDF;MASC;SG
αεκ	img	αεκ	imge	N	N
κυκλοφορία	vikeplikt	κυκλοφορία	vikeplikt	N;ACC;FEM;SG	N;INDF;MASC;SG
κυκλοφορία	trafikk	κυκλοφορία	trafikk	N;ACC;FEM;SG	N;INDF;MASC;SG
κυκλοφορία	trafikken	κυκλοφορία	trafikk	N;ACC;FEM;SG	N;DEF;MASC;SG
κυκλοφορία	sirkulasjon	κυκλοφορία	sirkulasjon	N;ACC;FEM;SG	N;INDF;MASC;SG
κυκλοφορία	omløp	κυκλοφορία	omløp	N;ACC;FEM;SG	N;INDF;NEUT;SG
κυκλοφορία	blodsirkulasjonen	κυκλοφορία	blodsirkulasjon	N;ACC;FEM;SG	N;DEF;MASC;SG
κυκλοφορία	opplag	κυκλοφορία	opplag	N;ACC;FEM;SG	N;INDF;NEUT;SG
αλλαγές	endringer	αλλαγή	endring	N;NOM;FEM;PL	N;INDF;FEM;PL
αλλαγές	forandringer	αλλαγή	forandring	N;NOM;FEM;PL	N;INDF;FEM;PL
αλλαγές	endringene	αλλαγή	endring	N;NOM;FEM;PL	N;DEF;FEM;PL
μυθολογία	mytologi	μυθολογία	mytologi	N;NOM;FEM;SG	N;INDF;MASC;SG
αντικείμενο	elementet	αντικείμενο	element	N;NOM;NEUT;SG	N;DEF;NEUT;SG
αντικείμενο	gjenstand	αντικείμενο	gjenstand	N;NOM;NEUT;SG	N;INDF;MASC;SG
αντικείμενο	element	αντικείμενο	element	N;NOM;NEUT;SG	N;INDF;NEUT;SG
αντικείμενο	objektet	αντικείμενο	objekt	N;NOM;NEUT;SG	N;DEF;NEUT;SG
αντικείμενο	objekt	αντικείμενο	objekt	N;NOM;NEUT;SG	N;INDF;NEUT;SG
αντικείμενο	gjenstand	αντικείμενο	gjenstand	N;NOM;NEUT;SG	N;INDF;MASC;SG
αντικείμενο	object	αντικείμενο	object	N;NOM;NEUT;SG	N
λειτουργεί	opererer	λειτουργώ	operere	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
πραγματικότητα	virkeligheten	πραγματικότητα	virkelighet	N;ACC;FEM;SG	N;DEF;MASC;SG
πραγματικότητα	realitet	πραγματικότητα	realitet	N;ACC;FEM;SG	N;INDF;MASC;SG
πραγματικότητα	reality	πραγματικότητα	reality	N;ACC;FEM;SG	N;INDF;MASC;SG
πραγματικότητα	realiteten	πραγματικότητα	realitet	N;ACC;FEM;SG	N;DEF;MASC;SG
πραγματικότητα	virkelighet	πραγματικότητα	virkelighet	N;ACC;FEM;SG	N;INDF;FEM;SG
στρατιωτική	militær	στρατιωτικός	militær	ADJ;NOM;FEM;SG	ADJ;INDF;SG
μετάλλιο	medalje	μετάλλιο	medalje	N;NOM;NEUT;SG	N;INDF;MASC;SG
μετάλλιο	medal	μετάλλιο	medal	N;NOM;NEUT;SG	N;INDF;MASC;SG
μετάλλιο	medaljen	μετάλλιο	medalj	N;NOM;NEUT;SG	N;DEF;MASC;SG
χρονικό	kronikk	χρονικός	kronikk	N;NOM;NEUT;SG	N;INDF;MASC;SG
χρονικό	krønike	χρονικός	krønike	N;NOM;NEUT;SG	N;INDF;FEM;SG
χρονικό	krøniken	χρονικός	krønike	N;NOM;NEUT;SG	N;DEF;MASC;SG
χρονικό	chronicle	χρονικός	chronicle	N;NOM;NEUT;SG	N
καλή	flink	καλός	flink	ADJ;NOM;FEM;SG	ADJ;INDF;SG
καλή	godt	καλός	god	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
καλή	dyktig	καλός	dyktig	ADJ;NOM;FEM;SG	ADJ;INDF;SG
καλή	god	καλός	god	ADJ;NOM;FEM;SG	ADJ;INDF;SG
καλή	bra	καλός	bra	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
πλαίσιο	kontekst	πλαίσιο	kontekst	N;NOM;NEUT;SG	N;INDF;FEM;SG
πλαίσιο	sammenheng	πλαίσιο	sammenheng	N;NOM;NEUT;SG	N;INDF;MASC;SG
πλαίσιο	konteksten	πλαίσιο	kontekst	N;NOM;NEUT;SG	N;DEF;MASC;SG
έδαφος	jord	έδαφος	jord	N;NOM;NEUT;SG	N;INDF;FEM;SG
έδαφος	territoriet	έδαφος	territorium	N;NOM;NEUT;SG	N;DEF;NEUT;SG
έδαφος	territorium	έδαφος	territorium	N;NOM;NEUT;SG	N;INDF;NEUT;SG
έδαφος	terrenget	έδαφος	terreng	N;NOM;NEUT;SG	N;DEF;NEUT;SG
έδαφος	terreng	έδαφος	terreng	N;NOM;NEUT;SG	N;INDF;NEUT;SG
έδαφος	lende	έδαφος	lende	N;NOM;NEUT;SG	N;INDF;NEUT;SG
έδαφος	bakken	έδαφος	bakke	N;NOM;NEUT;SG	N;DEF;MASC;SG
έδαφος	marka	έδαφος	marka	N;NOM;NEUT;SG	N;INDF;MASC;SG
έδαφος	ground	έδαφος	ground	N;NOM;NEUT;SG	N;INDF;MASC;SG
αυτοκράτορας	keiser	αυτοκράτορα	keise	N;NOM;MASC;SG	N;INDF;MASC;SG
έδρες	plasser	έδρα	plasse	N;NOM;FEM;PL	N;INDF;FEM;PL
αναφορές	rapportene	αναφορά	rapport	N;NOM;FEM;PL	N;DEF;FEM;PL
αγωνίζεται	sliter	αγωνίζομαι	sliter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN
αγωνίζεται	strever	αγωνίζομαι	streve	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN
αγωνίζεται	sliter	αγωνίζομαι	sliter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN
εκπαίδευση	trening	εκπαίδευση	trening	N;ACC;FEM;SG	N;INDF;FEM;SG
εκπαίδευση	opplæring	εκπαίδευση	opplæring	N;ACC;FEM;SG	N;INDF;FEM;SG
εκπαίδευση	utdannelse	εκπαίδευση	utdannelse	N;ACC;FEM;SG	N;INDF;MASC;SG
εκπαίδευση	utdanning	εκπαίδευση	utdanning	N;ACC;FEM;SG	N;INDF;FEM;SG
γάλλος	fransk	γάλλος	fransk	N;NOM;MASC;SG	N;INDF;MASC;SG
δέκα	ti	δέκα	ti	NUM;NOM;NEUT;PL	NUM;PL
ανθρώπους	menneskene	άνθρωπος	menneske	N;ACC;MASC;PL	N;DEF;FEM;PL
ανθρώπους	personer	άνθρωπος	person	N;ACC;MASC;PL	N;INDF;FEM;PL
ανθρώπους	personar	άνθρωπος	person	N;ACC;MASC;PL	N;INDF;MASC;PL
ανθρώπους	folk	άνθρωπος	folk	N;ACC;MASC;PL	N;INDF;NEUT;PL
φυσική	natural	φυσικός	natural	ADJ;NOM;FEM;SG	ADJ;INDF;SG
φυσική	naturlig	φυσικός	naturlig	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
φυσική	fysikalsk	φυσικός	fysikalsk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
φυσική	fysisk	φυσικός	fysisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
τομέα	sektor	τομέας	sektor	N;ACC;MASC;SG	N;INDF;MASC;SG
πρωταθλητής	mester	πρωταθλητής	mester	N;NOM;MASC;SG	N;INDF;MASC;SG
πρωταθλητής	champ	πρωταθλητής	champ	N;NOM;MASC;SG	N;INDF;SG
πρωταθλητής	mester	πρωταθλητής	mester	N;NOM;MASC;SG	N;INDF;MASC;SG
πρωταθλητής	champion	πρωταθλητής	champion	N;NOM;MASC;SG	N;INDF;SG
πεδίο	field	πεδίο	field	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πεδίο	feltet	πεδίο	felt	N;NOM;NEUT;SG	N;DEF;NEUT;SG
πεδίο	felt	πεδίο	felt	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πεδίο	jorde	πεδίο	jorde	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ενότητα	unity	ενότητα	unity	N;NOM;FEM;SG	N;INDF;SG
ενότητα	enhet	ενότητα	enhet	N;NOM;FEM;SG	N;INDF;NEUT;SG
ενότητα	samhold	ενότητα	samhold	N;NOM;FEM;SG	N;INDF;NEUT;SG
ενότητα	seksjonen	ενότητα	seksjon	N;NOM;FEM;SG	N;DEF;MASC;SG
ενότητα	seksjon	ενότητα	seksjon	N;NOM;FEM;SG	N;INDF;MASC;SG
ενότητα	delen	ενότητα	del	N;NOM;FEM;SG	N;DEF;MASC;SG
ενότητα	modul	ενότητα	modul	N;NOM;FEM;SG	N;INDF;MASC;SG
ερμηνεία	tolkning	ερμηνεία	tolkning	N;NOM;FEM;SG	N;INDF;FEM;SG
παγκόσμια	globalt	παγκόσμιος	global	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
παγκόσμια	global	παγκόσμιος	global	ADJ;NOM;FEM;SG	ADJ;INDF;SG
παγκόσμια	globalt	παγκόσμιος	global	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
κίνημα	bevegelse	κίνημα	bevegelse	N;NOM;NEUT;SG	N;INDF;MASC;SG
κίνημα	movement	κίνημα	movement	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κιθάρα	guitar	κιθάρα	guit	N;NOM;FEM;SG	N;INDF;MASC;SG
κιθάρα	gitar	κιθάρα	gitar	N;NOM;FEM;SG	N;INDF;MASC;SG
δεδομένα	dataene	δεδομένο	data	N;NOM;NEUT;PL	N;DEF;FEM;PL
έναρξη	start	έναρξη	start	N;ACC;FEM;SG	N;INDF;MASC;SG
έναρξη	begynn	έναρξη	begynn	N;ACC;FEM;SG	N;INDF;MASC;SG
έναρξη	innvielse	έναρξη	innvielse	N;ACC;FEM;SG	N;INDF;MASC;SG
οκτώβριο	oktober	οκτώβριο	oktober	N	N;INDF;MASC;SG
οκτώβριο	october	οκτώβριο	october	N	N
ιανουάριο	januar	ιανουάριο	januar	N	N;INDF;MASC;SG
αποστολή	misjon	αποστολή	misjon	N;NOM;FEM;SG	N;INDF;MASC;SG
αποστολή	mission	αποστολή	mission	N;NOM;FEM;SG	N
αποστολή	oppdrag	αποστολή	oppdrag	N;NOM;FEM;SG	N;INDF;NEUT;SG
χρώματα	farger	χρώμα	farger	N;NOM;NEUT;PL	N;INDF;MASC;PL
χρώματα	farger	χρώμα	farger	N;NOM;NEUT;PL	N;INDF;MASC;PL
μορφές	skjemaene	μορφή	skjema	N;NOM;FEM;PL	N;DEF;FEM;PL
μορφές	former	μορφή	form	N;NOM;FEM;PL	N;INDF;FEM;PL
μορφές	skjemaer	μορφή	skjemae	N;NOM;FEM;PL	N;INDF;MASC;PL
αρχική	originalt	αρχικός	original	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
αρχική	opprinnelig	αρχικός	opprinnelig	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
αρχική	original	αρχικός	original	ADJ;NOM;FEM;SG	ADJ;INDF;SG
ύπαρξη	tilværelse	ύπαρξη	tilværels	N;ACC;FEM;SG	N;INDF;MASC;SG
ύπαρξη	eksistens	ύπαρξη	eksistens	N;ACC;FEM;SG	N;INDF;MASC;SG
ακολουθεί	følger	ακολουθώ	følge	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
ακολουθεί	følger	ακολουθώ	følge	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
ήττα	nederlag	ήττα	nederlag	N;ACC;FEM;SG	N;INDF;NEUT;SG
ήττα	nederlaget	ήττα	nederlag	N;ACC;FEM;SG	N;DEF;NEUT;SG
διεθνείς	internasjonale	διεθνής	internasjonal	ADJ;NOM;FEM;PL	ADJ;PL
τόμος	volume	τόμος	volum	N;NOM;MASC;SG	N;INDF;NEUT;SG
τόμος	volum	τόμος	volum	N;NOM;MASC;SG	N;INDF;NEUT;SG
νέος	ny	νέος	ny	ADJ;NOM;MASC;SG	ADJ;INDF;SG
