and	ja	and	ja	CONJ	CONJ
spanish	espanjalainen	spanish	espanjalainen	ADJ	ADJ;NOM;SG
committee	komitea	committee	komitea	N;SG	N;NOM;SG
committee	valiokunta	committee	valio#kunta	N;SG	N;NOM;SG
things	asioita	thing	asia	N;PL	N;PRT;PL
things	asiat	thing	asia	N;PL	N;NOM;PL
fire	tulipalo	fire	tuli#palo	N;SG	N;NOM;SG
changed	muutettu	change	muuttaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
changed	muuttunut	change	muuttua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
changed	muutti	change	muuttaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
changed	vaihdettu	change	vaihtaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
gold	kultaa	gold	kulta	N;SG	N;PRT;SG
gold	kulta	gold	kulta	N;SG	N;NOM;SG
gold	kullan	gold	kulta	N;SG	N;GEN;SG
female	naaras	female	naaras	N;SG	N;NOM;SG
female	nainen	female	nainen	N;SG	N;NOM;SG
directed	suunnattu	direct	suunnata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
directed	kohdistettu	direct	kohdistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
directed	kohdennettu	direct	kohdentaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
months	kuukaudet	month	kuu#kausi	N;PL	N;NOM;PL
months	kuukausia	month	kuu#kausi	N;PL	N;PRT;PL
chinese	kiinalaiset	chinese	kiina#lainen	N;PL	N;NOM;PL
previous	aiempi	previous	aiempi	ADJ	ADJ;NOM;SG
previous	edellinen	previous	edellinen	ADJ	ADJ;NOM;SG
previous	edelliset	previous	edellinen	ADJ	ADJ;NOM;PL
previous	aiemmat	previous	aiempi	ADJ	ADJ;NOM;PL
developed	kehittynyt	develop	kehittyä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
developed	kehitetty	develop	kehittää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
developed	kehittyneet	develop	kehittyä	V;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
developed	kehitettiin	develop	kehittää	V;PST;V.PTCP	V;IND;PST;FIN;PASS
size	kokoa	size	koko	N;SG	N;PRT;SG
mentioned	mainitsi	mention	mainita	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
mentioned	mainittu	mention	mainita	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
mentioned	mainittiin	mention	mainita	V;PST;V.PTCP	V;IND;PST;FIN;PASS
add	lisätä	add	lisätä	V;IMP;FIN	V;SG;NFIN;ACT
festival	juhla	festival	juhla	N;SG	N;NOM;SG
festival	festivaali	festival	festi#vaali	N;SG	N;NOM;SG
festival	juhlaa	festival	juhlaa	N;SG	N;PRT;SG
basketball	korista	basketball	kori	N;SG	N;IN+ABL;SG
basketball	koripalloa	basketball	kori#pallo	N;SG	N;PRT;SG
basketball	koripallo	basketball	kori#pallo	N;SG	N;NOM;SG
performance	suorituskyvyn	performance	suoritus#kyky	N;SG	N;GEN;SG
performance	tehokkuus	performance	tehokkuus	N;SG	N;NOM;SG
performance	esitys	performance	esitys	N;SG	N;NOM;SG
performance	suoritus	performance	suoritus	N;SG	N;NOM;SG
performance	suorituskykyä	performance	suoritus#kyky	N;SG	N;PRT;SG
performance	suorituskyky	performance	suoritus#kyky	N;SG	N;NOM;SG
means	tarkoittaa	mean	tarkoittaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
training	koulutus	training	koulutus	N;SG	N;NOM;SG
artist	taiteilija	artist	taiteilija	N;SG	N;NOM;SG
artist	taiteilijan	artist	taiteilija	N;SG	N;GEN;SG
artist	artisti	artist	artisti	N;SG	N;NOM;SG
artist	esittäjä	artist	esittäjä	N;SG	N;NOM;SG
word	sanan	word	sana	N;SG	N;GEN;SG
word	sana	word	sana	N;SG	N;NOM;SG
blue	sininen	blue	sininen	ADJ	ADJ;NOM;SG
blue	siniset	blue	sininen	ADJ	ADJ;NOM;PL
blue	sinistä	blue	sininen	ADJ	ADJ;PRT;SG
primary	ensisijainen	primary	ensisijainen	ADJ	ADJ;NOM;SG
announced	ilmoitettu	announce	ilmoittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
announced	julkistettu	announce	julkistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
announced	ilmoitetut	announce	ilmoittaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
announced	ilmoitti	announce	ilmoittaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
value	arvoa	value	arvo	N;SG	N;PRT;SG
value	arvo	value	arvo	N;SG	N;NOM;SG
private	yksityisiä	private	yksityinen	ADJ	ADJ;PRT;PL
private	yksityiset	private	yksityinen	ADJ	ADJ;NOM;PL
private	yksityisen	private	yksityinen	ADJ	ADJ;GEN;SG
private	yksityinen	private	yksityinen	ADJ	ADJ;NOM;SG
catholic	katolinen	catholic	kato#linen	ADJ	ADJ;NOM;SG
artists	taiteilijat	artist	taiteilija	N;PL	N;NOM;PL
artists	taiteilijoiden	artist	taiteilija	N;PL	N;GEN;PL
artists	taiteilijoita	artist	taiteilija	N;PL	N;PRT;PL
includes	sisältää	include	sisältää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
view	näkymä	view	näkymä	N;SG	N;NOM;SG
view	view	view	view	N;SG	N;NOM;SG
view	mieltä	view	mieli	N;SG	N;PRT;SG
almost	lähes	almost	lähes	ADV	ADV
almost	melkein	almost	melkein	ADV	ADV
baseball	baseballia	baseball	baseball	N;SG	N;PRT;SG
baseball	baseballin	baseball	baseballi	N;SG	N;GEN;SG
baseball	baseball	baseball	baseball	N;SG	N;NOM;SG
seven	seitsemän	seven	seitsemän	NUM	NUM;NOM;SG
appears	ilmestyy	appear	ilmestyä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
ever	ikinä	ever	ikinä	ADV	ADV
ever	koskaan	ever	koskaan	ADV	ADV
technology	teknologia	technology	teknologi	N;SG	N;NOM;SG
technology	teknologian	technology	teknologia	N;SG	N;GEN;SG
technology	tekniikka	technology	tekniikka	N;SG	N;NOM;SG
olympics	olympialaiset	olympic	olympialainen	N;PL	N;NOM;PL
future	tulevaisuuden	future	tulevaisuus	N;SG	N;GEN;SG
future	tulevaisuus	future	tulevaisuus	N;SG	N;NOM;SG
future	tulevaisuutta	future	tulevaisuus	N;SG	N;PRT;SG
future	tulevaisuudessa	future	tulevaisuus	N;SG	N;IN+ESS;SG
future	tulevaisuuteen	future	tulevaisuus	N;SG	N;IN+ALL;SG
formed	muodostettu	form	muodostaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
formed	muodostunut	form	muodostua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
formed	muodostettiin	form	muodostaa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
formed	muodostivat	form	muodostaa	V;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
census	väestönlaskenta	census	väestö#lasken	N;SG	N;NOM;SG
images	kuvien	image	kuva	N;PL	N;GEN;PL
images	kuvia	image	kuva	N;PL	N;PRT;PL
images	kuvat	image	kuva	N;PL	N;NOM;PL
results	tulosten	result	tulos	N;PL	N;GEN;PL
results	tuloksia	result	tulos	N;PL	N;PRT;PL
results	tulokset	result	tulos	N;PL	N;NOM;PL
return	paluu	return	paluu	N;SG	N;NOM;SG
return	palautus	return	palautus	N;SG	N;NOM;SG
quality	laatu	quality	laatu	N;SG	N;NOM;SG
quality	laatua	quality	laatu	N;SG	N;PRT;SG
construction	rakentaminen	construction	rakentaminen	N;SG	N;NOM;SG
front	rintama	front	rintama	N;SG	N;NOM;SG
front	etu	front	etu	N;SG	N;NOM;SG
cover	kansi	cover	kansi	N;SG	N;NOM;SG
cover	kannen	cover	kansi	N;SG	N;GEN;SG
model	mallia	model	malli	N;SG	N;PRT;SG
model	malli	model	malli	N;SG	N;NOM;SG
model	mallissa	model	malli	N;SG	N;IN+ESS;SG
read	luettu	read	lukea	V;IMP;FIN	V;NOM;SG;V.PTCP;PASS
read	lukea	read	lukea	V;IMP;FIN	V;SG;NFIN;ACT
read	lue	read	lukea	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
material	materiaali	material	materiaali	N;SG	N;NOM;SG
material	aineisto	material	aineisto	N;SG	N;NOM;SG
material	materiaalia	material	materiaali	N;SG	N;PRT;SG
material	materiaalin	material	materiaali	N;SG	N;GEN;SG
strong	vahvat	strong	vahva	ADJ	ADJ;NOM;PL
strong	vahva	strong	vahva	ADJ	ADJ;NOM;SG
strong	vahvaa	strong	vahva	ADJ	ADJ;PRT;SG
strong	voimakas	strong	voimakas	ADJ	ADJ;NOM;SG
coach	valmentaja	coach	valmentaja	N;SG	N;NOM;SG
organization	järjestö	organization	järjestö	N;SG	N;NOM;SG
organization	organisaatio	organization	organisaatio	N;SG	N;NOM;SG
studies	opinnot	study	opinto	N;PL	N;NOM;PL
studies	selvitykset	study	selvitys	N;PL	N;NOM;PL
studies	tutkimuksia	study	tutkimus	N;PL	N;PRT;PL
studies	tutkimukset	study	tutkimus	N;PL	N;NOM;PL
html	html	html	html	N;SG	N;NOM;SG
car	auto	car	auto	N;SG	N;NOM;SG
car	autoa	car	auto	N;SG	N;PRT;SG
car	auton	car	auto	N;SG	N;GEN;SG
car	autolla	car	auto	N;SG	N;AT+ESS
;SG
attack	hyökkäys	attack	hyökkäys	N;SG	N;NOM;SG
conference	kokous	conference	kokous	N;SG	N;NOM;SG
conference	konferenssi	conference	konferenssi	N;SG	N;NOM;SG
conference	konferenssin	conference	konferenssi	N;SG	N;GEN;SG
outside	ulkona	outside	ulkona	ADV	ADV
outside	ulkopuolella	outside	ulkopuolella	ADV	ADV
study	tutkimus	study	tutkimus	N;SG	N;NOM;SG
study	tutkimuksen	study	tutkimus	N;SG	N;GEN;SG
study	opiskelu	study	opiskelu	N;SG	N;NOM;SG
study	tutkimuksessa	study	tutkimus	N;SG	N;IN+ESS;SG
brother	veli	brother	veli	N;SG	N;NOM;SG
names	nimet	name	nimi	N;PL	N;NOM;PL
names	nimiä	name	nimi	N;PL	N;PRT;PL
writer	kirjoittaja	writer	kirjoittaja	N;SG	N;NOM;SG
writer	kirjailija	writer	kirjailija	N;SG	N;NOM;SG
writer	käsikirjoittaja	writer	käsikirjoittaja	N;SG	N;NOM;SG
characters	merkkejä	character	merkki	N;PL	N;PRT;PL
characters	hahmot	character	hahmo	N;PL	N;NOM;PL
characters	merkit	character	merkki	N;PL	N;NOM;PL
border	raja	border	raja	N;SG	N;NOM;SG
border	rajaa	border	raja	N;SG	N;PRT;SG
border	rajan	border	raja	N;SG	N;GEN;SG
medical	lääketieteelliset	medical	lääke#tieteellinen	ADJ	ADJ;NOM;PL
medical	lääketieteellinen	medical	lääke#tieteellinen	ADJ	ADJ;NOM;SG
countries	maissa	country	maa	N;PL	N;IN+ESS;PL
countries	maat	country	maa	N;PL	N;NOM;PL
countries	valtiot	country	valtio	N;PL	N;NOM;PL
countries	maiden	country	maa	N;PL	N;GEN;PL
past	menneisyys	past	menneisyys	N;SG	N;NOM;SG
writing	kirjoittaminen	writing	kirjoittaminen	N;SG	N;NOM;SG
writing	kirjoitus	writing	kirjoitus	N;SG	N;NOM;SG
writing	kirjoitusta	writing	kirjoitus	N;SG	N;PRT;SG
makes	tekee	make	tehdä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
interest	etua	interest	etu	N;SG	N;PRT;SG
interest	korko	interest	korko	N;SG	N;NOM;SG
interest	kiinnostus	interest	kiinnostus	N;SG	N;NOM;SG
provided	edellyttäen	provide	edellyttää	V;PST;V.PTCP	V;INS;SG;NFIN;ACT
killed	tapettu	kill	tapata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
killed	tappanut	kill	tappaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
killed	tappoi	kill	tappaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
medal	mitali	medal	mitali	N;SG	N;NOM;SG
medal	mitalin	medal	mitali	N;SG	N;GEN;SG
signed	allekirjoittanut	sign	allekirjoittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
signed	allekirjoitettu	sign	allekirjoittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
label	etiketti	label	etiketti	N;SG	N;NOM;SG
fair	reilua	fair	reilu	ADJ	ADJ;PRT;SG
fair	oikeudenmukainen	fair	oikeuden#mukainen	ADJ	ADJ;NOM;SG
fair	reilu	fair	reilu	ADJ	ADJ;NOM;SG
search	haun	search	haun	N;SG	N;GEN;SG
search	haku	search	haku	N;SG	N;NOM;SG
search	etsintä	search	etsintä	N;SG	N;NOM;SG
reference	viittaus	reference	viittaus	N;SG	N;NOM;SG
reference	viite	reference	viite	N;SG	N;NOM;SG
especially	erityisesti	especially	erityisesti	ADV	ADV
especially	varsinkin	especially	varsinkin	ADV	ADV
especially	etenkin	especially	etenkin	ADV	ADV
removed	poistetut	remove	poistaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
removed	poistettiin	remove	poistaa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
removed	poistettu	remove	poistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
library	kirjastosta	library	kirjasto	N;SG	N;IN+ABL;SG
library	kirjastossa	library	kirjasto	N;SG	N;IN+ESS;SG
library	kirjastoon	library	kirjasto	N;SG	N;IN+ALL;SG
library	kirjaston	library	kirjasto	N;SG	N;GEN;SG
library	kirjasto	library	kirjasto	N;SG	N;NOM;SG
eventually	lopulta	eventually	lopulta	ADV	ADV
management	hallinnointi	management	hallinnointi	N;SG	N;NOM;SG
management	hallinto	management	hallinto	N;SG	N;NOM;SG
management	johto	management	johto	N;SG	N;NOM;SG
management	hallinta	management	hallinta	N;SG	N;NOM;SG
references	viittaukset	reference	viittaus	N;PL	N;NOM;PL
references	viitteet	reference	viite	N;PL	N;NOM;PL
features	piirteet	feature	piirre	N;PL	N;NOM;PL
features	ominaisuuksia	feature	ominaisuus	N;PL	N;PRT;PL
features	ominaisuudet	feature	ominaisuus	N;PL	N;NOM;PL
navy	laivaston	navy	laivasto	N;SG	N;GEN;SG
navy	laivastoon	navy	laivasto	N;SG	N;IN+ALL;SG
navy	laivasto	navy	laivasto	N;SG	N;NOM;SG
historical	historialliset	historical	historiallinen	ADJ	ADJ;NOM;PL
historical	historiallista	historical	historiallinen	ADJ	ADJ;PRT;SG
historical	historiallinen	historical	historiallinen	ADJ	ADJ;NOM;SG
lower	alhaisempi	lower	alhainen	ADJ;CMPR	ADJ;NOM;CMPR;SG
lower	pienempi	lower	pieni	ADJ;CMPR	ADJ;NOM;CMPR;SG
daughter	tytär	daughter	tytär	N;SG	N;NOM;SG
appointed	nimitti	appoint	nimittää	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
appointed	nimitetty	appoint	nimittää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
appointed	nimetyt	appoint	nimetty	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
reading	lukema	reading	lukema	N;SG	N;NOM;SG
reading	käsittelyssä	reading	käsittely	N;SG	N;IN+ESS;SG
reading	lukeminen	reading	lukeminen	N;SG	N;NOM;SG
reading	lukemista	reading	lukema	N;SG	N;PRT;SG
yet	vielä	yet	vielä	ADV	ADV
yet	silti	yet	silti	ADV	ADV
systems	järjestelmät	system	järjestelmä	N;PL	N;NOM;PL
systems	järjestelmien	system	järjestelmä	N;PL	N;GEN;PL
debut	debyytti	debut	debyyttää	N;SG	N;NOM;SG
movement	liikkuvuuden	movement	liikkuvuus	N;SG	N;GEN;SG
movement	liikkuminen	movement	liikkuminen	N;SG	N;NOM;SG
movement	liike	movement	liike	N;SG	N;NOM;SG
movement	liikkuvuus	movement	liikkuvuus	N;SG	N;NOM;SG
specific	erityiset	specific	erityinen	ADJ	ADJ;NOM;PL
specific	erityinen	specific	erityinen	ADJ	ADJ;NOM;SG
specific	erityisiä	specific	erityinen	ADJ	ADJ;PRT;PL
specific	erityistä	specific	erityinen	ADJ	ADJ;PRT;SG
always	aina	always	aina	ADV	ADV
actor	näyttelijä	actor	näyttelijä	N;SG	N;NOM;SG
natural	luonnolliset	natural	luonnollinen	ADJ	ADJ;NOM;PL
natural	luonnollinen	natural	luonnollinen	ADJ	ADJ;NOM;SG
natural	luonnollista	natural	luonnollinen	ADJ	ADJ;PRT;SG
clear	selvää	clear	selvä	ADJ	ADJ;PRT;SG
clear	kirkas	clear	kirkas	ADJ	ADJ;NOM;SG
coast	rannikolla	coast	rannikko	N;SG	N;AT+ESS
;SG
coast	rannikko	coast	rannikko	N;SG	N;NOM;SG
got	sai	get	saada	V;PST;V.PTCP	V;IND;SG;0;PST;FIN;ACT
got	sain	get	saada	V;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
ten	kymmenen	ten	kymmenen	NUM	NUM;NOM;SG
performed	suoritti	perform	suorittaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
performed	suoritetut	perform	suorittaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
individual	yksilö	individual	yksilö	N;SG	N;NOM;SG
designed	suunniteltiin	design	suunnitella	V;PST;V.PTCP	V;IND;PST;FIN;PASS
designed	suunnitellut	design	suunnitella	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
designed	suunniteltu	design	suunnitella	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
rule	sääntö	rule	sääntö	N;SG	N;NOM;SG
rule	sääntöä	rule	sääntö	N;SG	N;PRT;SG
lists	listat	list	lista	N;PL	N;NOM;PL
lists	listoja	list	lista	N;PL	N;PRT;PL
lists	luettelot	list	luettelo	N;PL	N;NOM;PL
thought	luulin	think	luulla	V;PST;FIN	V;IND;SG;1;PST;FIN;ACT
thought	luuli	think	luulla	V;PST;FIN	V;IND;SG;3;PST;FIN;ACT
hand	käsi	hand	käsi	N;SG	N;NOM;SG
hand	käden	hand	käsi	N;SG	N;GEN;SG
needs	tarpeet	need	tarve	N;PL	N;NOM;PL
reliable	luotettavaa	reliable	luotettava	ADJ	ADJ;PRT;SG
reliable	luotettava	reliable	luotettava	ADJ	ADJ;NOM;SG
generally	yleisesti	generally	yleisesti	ADV	ADV
generally	yleensä	generally	yleensä	ADV	ADV
base	tukikohta	base	tuki#kohta	N;SG	N;NOM;SG
base	pohja	base	pohja	N;SG	N;NOM;SG
base	perusta	base	perusta	N;SG	N;NOM;SG
sometimes	joskus	sometimes	joskus	ADV	ADV
sometimes	toisinaan	sometimes	toisinaan	ADV	ADV
capital	pääkaupunki	capital	pää#kaupunki	N;SG	N;NOM;SG
capital	pääoman	capital	pää#oma	N;SG	N;GEN;SG
capital	pääoma	capital	pääoma	N;SG	N;NOM;SG
valley	laaksoon	valley	laakso	N;SG	N;IN+ALL;SG
valley	laakso	valley	laakso	N;SG	N;NOM;SG
bank	pankkiin	bank	pankki	N;SG	N;IN+ALL;SG
bank	pankki	bank	pankki	N;SG	N;NOM;SG
bank	pankin	bank	pankki	N;SG	N;GEN;SG
gave	antanut	give	antaa	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
gave	antoi	give	antaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
ground	maahan	ground	maa	N;SG	N;IN+ALL;SG
reached	saavuttanut	reach	saavuttaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
reached	päästy	reach	päästä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
reached	saavutettu	reach	saavuttaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
reached	saavutti	reach	saavuttaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
reached	saavutettiin	reach	saavuttaa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
energy	energian	energy	energia	N;SG	N;GEN;SG
energy	energia	energy	energia	N;SG	N;NOM;SG
energy	energiaa	energy	energia	N;SG	N;PRT;SG
believe	uskoa	believe	uskoa	V;IMP;FIN	V;SG;NFIN;ACT
believe	usko	believe	uskoa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
leader	leader	leader	leader	N;SG	N;NOM;SG
leader	johtaja	leader	johtaja	N;SG	N;NOM;SG
active	aktiivisia	active	aktiivinen	ADJ	ADJ;PRT;PL
active	aktiiviset	active	aktiivinen	ADJ	ADJ;NOM;PL
active	aktiivinen	active	aktiivinen	ADJ	ADJ;NOM;SG
active	aktiivisena	active	aktiivinen	ADJ	ADJ;FRML;SG
block	esto	block	esto	N;SG	N;NOM;SG
block	block	block	block	N;SG	N;NOM;SG
bridge	sillan	bridge	silla	N;SG	N;GEN;SG
bridge	silta	bridge	silta	N;SG	N;NOM;SG
families	perheitä	family	perhe	N;PL	N;PRT;PL
families	perheet	family	perhe	N;PL	N;NOM;PL
changes	muutokset	change	muutos	N;PL	N;NOM;PL
changes	muutoksia	change	muutos	N;PL	N;PRT;PL
followed	seurasi	follow	seurata	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
followed	seurannut	follow	seurata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
followed	seurattu	follow	seurata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
followed	seurasin	follow	seurata	V;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
industry	teollisuus	industry	teollisuus	N;SG	N;NOM;SG
industry	toimiala	industry	toimi#ala	N;SG	N;NOM;SG
industry	teollisuuden	industry	teollisuus	N;SG	N;GEN;SG
collection	kokoelma	collection	kokoelma	N;SG	N;NOM;SG
collection	kokoelman	collection	kokoelma	N;SG	N;GEN;SG
collection	keräys	collection	keräys	N;SG	N;NOM;SG
collection	kerääminen	collection	kerääminen	N;SG	N;NOM;SG
collection	keruu	collection	keruu	N;SG	N;NOM;SG
request	pyynnön	request	pyyntö	N;SG	N;GEN;SG
request	pyyntö	request	pyyntö	N;SG	N;NOM;SG
request	pyyntöä	request	pyyntö	N;SG	N;PRT;SG
soon	pian	soon	pian	ADV	ADV
leading	johtavan	lead	johtava	V;V.MSDR	V;GEN;SG;V.PTCP;ACT
leading	johtava	lead	johtaa	V;V.MSDR	V;NOM;SG;V.PTCP;ACT
leading	johtaa	lead	johtaa	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
olympic	olympic	olympic	olympic	N;SG	N;NOM;SG
sold	myi	sell	myydä	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
sold	myyty	sell	myydä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
writers	kirjailijoita	writer	kirjailija	N;PL	N;PRT;PL
professor	professori	professor	professori	N;SG	N;NOM;SG
studio	studio	studio	studio	N;SG	N;NOM;SG
studio	studion	studio	studio	N;SG	N;GEN;SG
competition	kilpailun	competition	kilpailu	N;SG	N;GEN;SG
competition	kilpailu	competition	kilpailu	N;SG	N;NOM;SG
campaign	kampanjan	campaign	kampanja	N;SG	N;GEN;SG
campaign	kampanjassa	campaign	kampanja	N;SG	N;IN+ESS;SG
campaign	kampanja	campaign	kampanja	N;SG	N;NOM;SG
campaign	kampanjaan	campaign	kampanja	N;SG	N;IN+ALL;SG
campaign	kampanjaa	campaign	kampanja	N;SG	N;PRT;SG
org	org	org	org	N;SG	N;NOM;SG
theatre	teatteri	theatre	teatteri	N;SG	N;NOM;SG
theatre	teatteria	theatre	teatteri	N;SG	N;PRT;SG
empire	imperiumin	empire	imperiumi	N;SG	N;GEN;SG
empire	valtakunta	empire	valta#kunta	N;SG	N;NOM;SG
empire	imperiumi	empire	imperiumi	N;SG	N;NOM;SG
length	pituus	length	pituus	N;SG	N;NOM;SG
islands	saaret	island	saari	N;PL	N;NOM;PL
singer	laulaja	singer	laulaja	N;SG	N;NOM;SG
create	luoda	create	luoda	V;IMP;FIN	V;SG;NFIN;ACT
market	markkina	market	markki	N;SG	N;NOM;SG
words	sanoja	word	sana	N;PL	N;PRT;PL
words	sanat	word	sana	N;PL	N;NOM;PL
producer	tuottaja	producer	tuottaja	N;SG	N;NOM;SG
notes	muistiinpanot	note	muistiin#pano	N;PL	N;NOM;PL
notes	muistiinpanoja	note	muistiin#panna	N;PL	N;PRT;PL
notes	huomautuksia	note	huomautus	N;PL	N;PRT;PL
notes	huomautukset	note	huomautus	N;PL	N;NOM;PL
hockey	jääkiekko	hockey	jää#kiekko	N;SG	N;NOM;SG
hockey	jääkiekkoa	hockey	jää#kiekko	N;SG	N;PRT;SG
novel	romaani	novel	romaani	N;SG	N;NOM;SG
code	koodi	code	koodi	N;SG	N;NOM;SG
referee	tuomari	referee	tuomari	N;SG	N;NOM;SG
sport	laji	sport	laji	N;SG	N;NOM;SG
sport	sport	sport	sport	N;SG	N;NOM;SG
sport	urheilun	sport	urheilu	N;SG	N;GEN;SG
sport	urheilu	sport	urheilu	N;SG	N;NOM;SG
airport	lentokenttä	airport	lento#kenttä	N;SG	N;NOM;SG
airport	lentokentälle	airport	lento#kenttä	N;SG	N;AT+ALL;SG
airport	lentoasema	airport	lento#asema	N;SG	N;NOM;SG
sound	ääntä	sound	ääni	N;SG	N;PRT;SG
sound	äänen	sound	ääni	N;SG	N;GEN;SG
sound	ääni	sound	ääni	N;SG	N;NOM;SG
status	status	status	status	N;SG	N;NOM;SG
status	asema	status	asema	N;SG	N;NOM;SG
status	tila	status	tila	N;SG	N;NOM;SG
status	tilanne	status	tilanne	N;SG	N;NOM;SG
irish	irlantilainen	irish	irlantilainen	ADJ	ADJ;NOM;SG
placed	laitettu	place	laittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
placed	sijoitettu	place	sijoittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
child	lasta	child	lapsi	N;SG	N;PRT;SG
child	lapsen	child	lapsi	N;SG	N;GEN;SG
child	lapsi	child	lapsi	N;SG	N;NOM;SG
perhaps	ehkä	perhaps	ehkä	ADV	ADV
perhaps	ehkäpä	perhaps	ehkäpä	ADV	ADV
idea	idean	idea	idea	N;SG	N;GEN;SG
idea	ajatus	idea	ajatus	N;SG	N;NOM;SG
idea	idea	idea	idea	N;SG	N;NOM;SG
idea	ideaa	idea	idea	N;SG	N;PRT;SG
foreign	ulkomaalainen	foreign	ulko#maalainen	ADJ	ADJ;NOM;SG
foreign	ulkomainen	foreign	ulko#mainen	ADJ	ADJ;NOM;SG
foreign	ulkomaiset	foreign	ulko#mainen	ADJ	ADJ;NOM;PL
municipality	kunta	municipality	kunta	N;SG	N;NOM;SG
register	rekisteriin	register	rekisteri	N;SG	N;IN+ALL;SG
register	rekisteri	register	rekisteri	N;SG	N;NOM;SG
problems	ongelmia	problem	ongelma	N;PL	N;PRT;PL
problems	ongelmat	problem	ongelma	N;PL	N;NOM;PL
coverage	kattavuutta	coverage	kattavuus	N;SG	N;PRT;SG
coverage	kattavuus	coverage	kattavuus	N;SG	N;NOM;SG
coverage	kattavuuden	coverage	kattavuus	N;SG	N;GEN;SG
channel	kanava	channel	kanava	N;SG	N;NOM;SG
channel	kanavaa	channel	kanava	N;SG	N;PRT;SG
channel	kanavalla	channel	kanava	N;SG	N;AT+ESS
;SG
channel	kanavan	channel	kanava	N;SG	N;GEN;SG
parliament	parlamentin	parliament	parlamentti	N;SG	N;GEN;SG
parliament	parlamentti	parliament	parlamentti	N;SG	N;NOM;SG
username	käyttäjätunnus	username	käyttäjä#tunnus	N;SG	N;NOM;SG
username	käyttäjänimi	username	käyttäjä#nimi	N;SG	N;NOM;SG
edition	painos	edition	painos	N;SG	N;NOM;SG
