sloučit	合併	sloučit	合併	V;PFV;POS;NFIN	V
magie	魔法	magie	魔法	N;NOM;FEM;SG;POS	N
magie	魔術	magie	魔術	N;NOM;FEM;SG;POS	N
magie	魔力	magie	魔力	N;NOM;FEM;SG;POS	N
palace	皇宮	palace	皇宮	N;NOM;FEM;SG;POS	N
palace	宮殿	palace	宮殿	N;NOM;FEM;SG;POS	N
palace	王宮	palace	王宮	N;NOM;FEM;SG;POS	N
palace	宮廷	palace	宮廷	N;NOM;FEM;SG;POS	N
palace	宮	palace	宮	N;NOM;FEM;SG;POS	N
čistý	純潔	čistý	純潔	ADJ;INAN;NOM;MASC;SG;POS	ADJ
čistý	乾淨	čistý	乾淨	ADJ;INAN;NOM;MASC;SG;POS	ADJ
keř	灌木	keř	灌木	N;INAN;NOM;MASC;SG;POS	N
hus	鵝	hus	鵝	N;ANIM;NOM;MASC;SG;POS	N
ovzduší	氣氛	ovzduší	氣氛	N;NOM;NEUT;SG;POS	N
ovzduší	大氣	ovzduší	大氣	N;NOM;NEUT;SG;POS	N
ovzduší	大氣	ovzduší	大氣	N;NOM;NEUT;SG;POS	N
ovzduší	氛圍	ovzduší	氛圍	N;NOM;NEUT;SG;POS	N
ovzduší	空中	ovzduší	空中	N;NOM;NEUT;SG;POS	N
ovzduší	航空	ovzduší	航空	N;NOM;NEUT;SG;POS	N
ovzduší	空氣	ovzduší	空氣	N;NOM;NEUT;SG;POS	N
boty	皮鞋	bota	皮鞋	N;NOM;FEM;PL;POS	N
boty	鞋	bota	鞋	N;NOM;FEM;PL;POS	N
boty	鞋子	bota	鞋子	N;NOM;FEM;PL;POS	N
boty	靴	bota	靴	N;NOM;FEM;PL;POS	N
boty	靴子	bota	靴子	N;NOM;FEM;PL;POS	N
modlitby	禱告	modlitba	禱告	N;NOM;FEM;PL;POS	N
plavidlo	船隻	plavidlo	船隻	N;NOM;NEUT;SG;POS	N
plavidlo	工藝	plavidlo	工藝	N;NOM;NEUT;SG;POS	N
plavidlo	手藝	plavidlo	手藝	N;NOM;NEUT;SG;POS	N
skvrny	污點	skvrna	污點	N;NOM;FEM;PL;POS	N
skvrny	斑點	skvrna	斑點	N;NOM;FEM;PL;POS	N
puška	步槍	puška	步槍	N;NOM;FEM;SG;POS	N
schody	步驟	schod	步驟	N;INAN;NOM;MASC;PL;POS	N
schody	樓梯	schod	樓梯	N;INAN;NOM;MASC;PL;POS	N
schody	階梯	schod	階梯	N;INAN;NOM;MASC;PL;POS	N
výčet	列舉	výčet	列舉	N;INAN;NOM;MASC;SG;POS	N
pochybnosti	疑問	pochybnost	疑問	N;NOM;FEM;PL;POS	N
jezdit	乘車	jezdit	乘車	V;IPFV;POS;NFIN	V
pec	爐	pec	爐	N;NOM;FEM;SG;POS	N
pec	火爐	pec	火爐	N;NOM;FEM;SG;POS	N
pec	熔爐	pec	熔爐	N;NOM;FEM;SG;POS	N
pec	窯	pec	窯	N;NOM;FEM;SG;POS	N
pec	爐	pec	爐	N;NOM;FEM;SG;POS	N
pec	烤爐	pec	烤爐	N;NOM;FEM;SG;POS	N
pec	烤箱	pec	烤箱	N;NOM;FEM;SG;POS	N
nastavit	設	nastavit	設	V;PFV;POS;NFIN	V
nastavit	設定	nastavit	設定	V;PFV;POS;NFIN	V
rezidence	住宅	rezidence	住宅	N;NOM;FEM;SG;POS	N
rezidence	居所	rezidence	居所	N;NOM;FEM;SG;POS	N
rezidence	住宅	rezidence	住宅	N;NOM;FEM;SG;POS	N
rezidence	官邸	rezidence	官邸	N;NOM;FEM;SG;POS	N
klasifikaci	分類	klasifikace	分類	N;ACC;FEM;SG;POS	N
sada	集	sada	集	N;NOM;FEM;SG;POS	N
zneužívání	濫用	zneužívání	濫用	N;NOM;NEUT;SG;POS	N
pánev	骨盆	pánev	骨盆	N;NOM;FEM;SG;POS	N
slíbil	允諾	slíbit	允諾	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V
atomů	原子	atom	原子	N;INAN;GEN;MASC;PL;POS	N
konceptu	構想	koncept	構想	N;INAN;GEN;MASC;SG;POS	N
konceptu	概念	koncept	概念	N;INAN;GEN;MASC;SG;POS	N
konceptu	理念	koncept	理念	N;INAN;GEN;MASC;SG;POS	N
zlepšit	改進	zlepšit	改進	V;PFV;POS;NFIN	V
zlepšit	改善	zlepšit	改善	V;PFV;POS;NFIN	V
vlnu	羊毛	vlna	羊毛	N;ACC;FEM;SG;POS	N
bitev	戰役	bitva	戰役	N;GEN;FEM;PL;POS	N
hostitele	主機	hostitel	主機	N;ANIM;ACC;MASC;PL;POS	N
soupeři	對手	soupeř	對手	N;ANIM;NOM;MASC;PL;POS	N
soupeři	對手	soupeř	對手	N;ANIM;NOM;MASC;PL;POS	N
kouření	吸煙	kouření	吸煙	N;NOM;NEUT;SG;POS	N
inspirace	激勵	inspirace	激勵	N;NOM;FEM;SG;POS	N
inspirace	靈感	inspirace	靈感	N;NOM;FEM;SG;POS	N
jáma	坑	jáma	坑	N;NOM;FEM;SG;POS	N
vln	海浪	vlna	海浪	N;GEN;FEM;PL;POS	N
vln	波浪	vlna	波浪	N;GEN;FEM;PL;POS	N
doporučuji	推薦	doporučovat	推薦	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT	V
lidstvo	人性	lidstvo	人性	N;NOM;NEUT;SG;POS	N
lidstvo	人道	lidstvo	人道	N;NOM;NEUT;SG;POS	N
komponenty	元件	komponenta	元件	N;NOM;FEM;PL;POS	N
otevřít	營業	otevřít	營業	V;POS;NFIN	V
otevřít	開啟	otevřít	開啟	V;POS;NFIN	V
otevřít	開放	otevřít	開放	V;POS;NFIN	V
atributy	屬性	atribut	屬性	N;INAN;NOM;MASC;PL;POS	N
baru	酒吧	bar	酒吧	N;INAN;GEN;MASC;SG;POS	N
dubu	橡樹	dub	橡樹	N;INAN;GEN;MASC;SG;POS	N
dubu	橡木	dub	橡木	N;INAN;GEN;MASC;SG;POS	N
dubu	橡	dub	橡	N;INAN;GEN;MASC;SG;POS	N
dubu	櫟	dub	櫟	N;INAN;GEN;MASC;SG;POS	N
svátky	假期	svátek	假期	N;INAN;NOM;MASC;PL;POS	N
svátky	假日	svátek	假日	N;INAN;NOM;MASC;PL;POS	N
svátky	節日	svátek	節日	N;INAN;NOM;MASC;PL;POS	N
svátky	假期	svátek	假期	N;INAN;NOM;MASC;PL;POS	N
svátky	假日	svátek	假日	N;INAN;NOM;MASC;PL;POS	N
svátky	節假	svátek	節假	N;INAN;NOM;MASC;PL;POS	N
svátky	節日	svátek	節日	N;INAN;NOM;MASC;PL;POS	N
popředí	前景	popředí	前景	N;NOM;NEUT;SG;POS	N
filtr	篩選	filtr	篩選	N;INAN;NOM;MASC;SG;POS	N
filtr	過濾	filtr	過濾	N;INAN;NOM;MASC;SG;POS	N
atomy	原子	atom	原子	N;INAN;NOM;MASC;PL;POS	N
romance	浪漫	romance	浪漫	N;NOM;FEM;SG;POS	N
nádoby	船隻	nádoba	船隻	N;NOM;FEM;PL;POS	N
nádoby	容器	nádoba	容器	N;NOM;FEM;PL;POS	N
nádoby	貨櫃	nádoba	貨櫃	N;NOM;FEM;PL;POS	N
američan	美式	američan	美式	N;ANIM;NOM;MASC;SG;POS	N
tlačítko	按鍵	tlačítko	按鍵	N;NOM;NEUT;SG;POS	N
humor	幽默	humor	幽默	N;INAN;NOM;MASC;SG;POS	N
humor	幽默	humor	幽默	N;INAN;NOM;MASC;SG;POS	N
pacient	病患	pacient	病患	N;ANIM;NOM;MASC;SG;POS	N
pacient	患者	pacient	患者	N;ANIM;NOM;MASC;SG;POS	N
pacient	病人	pacient	病人	N;ANIM;NOM;MASC;SG;POS	N
zacházení	治療	zacházení	治療	N;NOM;NEUT;SG;POS	N
flétnu	笛	flétna	笛	N;ACC;FEM;SG;POS	N
flétnu	笛子	flétna	笛子	N;ACC;FEM;SG;POS	N
příručka	手冊	příručka	手冊	N;NOM;FEM;SG;POS	N
příručka	手冊	příručka	手冊	N;NOM;FEM;SG;POS	N
příručka	指南	příručka	指南	N;NOM;FEM;SG;POS	N
příručka	指引	příručka	指引	N;NOM;FEM;SG;POS	N
příručka	嚮導	příručka	嚮導	N;NOM;FEM;SG;POS	N
poskytovat	提供	poskytovat	提供	V;IPFV;POS;NFIN	V
pozval	邀請	pozvat	邀請	V;MASC;SG;POS;PST;V.PTCP;ACT	V
pozval	受邀	pozvat	受邀	V;MASC;SG;POS;PST;V.PTCP;ACT	V
jemné	軟	jemný	軟	ADJ;NOM;NEUT;SG;POS	ADJ
jemné	柔	jemný	柔	ADJ;NOM;NEUT;SG;POS	ADJ
poušť	沙漠	poušť	沙漠	N;NOM;FEM;SG;POS	N
poušť	荒漠	poušť	荒漠	N;NOM;FEM;SG;POS	N
rám	幀	rám	幀	N;INAN;NOM;MASC;SG;POS	N
rám	框框	rám	框框	N;INAN;NOM;MASC;SG;POS	N
rám	框架	rám	框架	N;INAN;NOM;MASC;SG;POS	N
rám	框	rám	框	N;INAN;NOM;MASC;SG;POS	N
dávky	劑量	dávka	劑量	N;NOM;FEM;PL;POS	N
dávky	福利	dávka	福利	N;NOM;FEM;PL;POS	N
dávky	用量	dávka	用量	N;NOM;FEM;PL;POS	N
dávky	劑量	dávka	劑量	N;NOM;FEM;PL;POS	N
dávky	劑量	dávka	劑量	N;NOM;FEM;PL;POS	N
charakteristiky	特徵	charakteristika	特徵	N;NOM;FEM;PL;POS	N
charakteristiky	特性	charakteristika	特性	N;NOM;FEM;PL;POS	N
charakteristiky	特點	charakteristika	特點	N;NOM;FEM;PL;POS	N
plemen	品種	plemen	品種	N;GEN;FEM;PL;POS	N
poušti	沙漠	poušť	沙漠	N;DAT;FEM;SG;POS	N
poušti	荒漠	poušť	荒漠	N;DAT;FEM;SG;POS	N
pravomoc	權威	pravomoc	權威	N;NOM;FEM;SG;POS	N
otvor	洞口	otvor	洞口	N;INAN;NOM;MASC;SG;POS	N
kroků	步驟	krok	步驟	N;INAN;GEN;MASC;PL;POS	N
rally	集會	rall	集會	N;NOM;FEM;SG;POS	N
předpoklad	假設	předpoklad	假設	N;INAN;NOM;MASC;SG;POS	N
předpoklad	前	předpoklad	前	N;INAN;NOM;MASC;SG;POS	N
stavebnictví	施工	stavebnictví	施工	N;NOM;NEUT;SG;POS	N
stavebnictví	建築	stavebnictví	建築	N;NOM;NEUT;SG;POS	N
lana	繩	lano	繩	N;NOM;NEUT;PL;POS	N
lana	繩子	lano	繩子	N;NOM;NEUT;PL;POS	N
lana	繩索	lano	繩索	N;NOM;NEUT;PL;POS	N
dusík	氮	dusík	氮	N;INAN;NOM;MASC;SG;POS	N
končetin	肢	končetina	肢	N;GEN;FEM;PL;POS	N
končetin	肢	končetina	肢	N;GEN;FEM;PL;POS	N
psy	犬	pes	犬	N;ANIM;ACC;MASC;PL;POS	N
psy	狗	pes	狗	N;ANIM;ACC;MASC;PL;POS	N
forum	論壇	forum	論壇	N;NOM;NEUT;SG;POS	N
zadání	任務	zadání	任務	N;NOM;NEUT;SG;POS	N
zadání	獎	zadání	獎	N;NOM;NEUT;SG;POS	N
remíza	領結	remíza	領結	N;NOM;FEM;SG;POS	N
remíza	平局	remíza	平局	N;NOM;FEM;SG;POS	N
remíza	領帶	remíza	領帶	N;NOM;FEM;SG;POS	N
remíza	畫	remíza	畫	N;NOM;FEM;SG;POS	N
psychologii	心理	psychologie	心理	N;ACC;FEM;SG;POS	N
psychologii	心理	psychologie	心理	N;ACC;FEM;SG;POS	N
dohledem	監督	dohled	監督	N;INAN;INS;MASC;SG;POS	N
vrstvu	層	vrstva	層	N;ACC;FEM;SG;POS	N
hosty	賓	host	賓	N;ANIM;ACC;MASC;PL;POS	N
hosty	來賓	host	來賓	N;ANIM;ACC;MASC;PL;POS	N
hosty	客人	host	客人	N;ANIM;ACC;MASC;PL;POS	N
přátele	朋友	přítel	朋友	N;ANIM;ACC;MASC;PL;POS	N
přátele	好友	přítel	好友	N;ANIM;ACC;MASC;PL;POS	N
nepokoje	暴動	nepokoj	暴動	N;INAN;NOM;MASC;PL;POS	N
nepokoje	暴亂	nepokoj	暴亂	N;INAN;NOM;MASC;PL;POS	N
nepokoje	動亂	nepokoj	動亂	N;INAN;NOM;MASC;PL;POS	N
nepokoje	暴動	nepokoj	暴動	N;INAN;NOM;MASC;PL;POS	N
nepokoje	暴亂	nepokoj	暴亂	N;INAN;NOM;MASC;PL;POS	N
nepokoje	暴亂	nepokoj	暴亂	N;INAN;NOM;MASC;PL;POS	N
vzorce	格局	vzorec	格局	N;INAN;NOM;MASC;PL;POS	N
vzorce	模式	vzorec	模式	N;INAN;NOM;MASC;PL;POS	N
vzorce	公式	vzorec	公式	N;INAN;NOM;MASC;PL;POS	N
vzorce	公式	vzorec	公式	N;INAN;NOM;MASC;PL;POS	N
delegace	代表	delegace	代表	N;NOM;FEM;SG;POS	N
delegace	代表	delegace	代表	N;NOM;FEM;SG;POS	N
úředníci	書記	úředník	書記	N;ANIM;NOM;MASC;PL;POS	N
úředníci	官員	úředník	官員	N;ANIM;NOM;MASC;PL;POS	N
zákazníků	客戶	zákazník	客戶	N;ANIM;GEN;MASC;PL;POS	N
zákazníků	顧客	zákazník	顧客	N;ANIM;GEN;MASC;PL;POS	N
jed	毒	jed	毒	N;INAN;NOM;MASC;SG;POS	N
jed	毒液	jed	毒液	N;INAN;NOM;MASC;SG;POS	N
jed	毒藥	jed	毒藥	N;INAN;NOM;MASC;SG;POS	N
jed	毒	jed	毒	N;INAN;NOM;MASC;SG;POS	N
jed	毒物	jed	毒物	N;INAN;NOM;MASC;SG;POS	N
čarodějnice	女巫	čarodějnice	女巫	N;NOM;FEM;SG;POS	N
čarodějnice	魔女	čarodějnice	魔女	N;NOM;FEM;SG;POS	N
čarodějnice	巫	čarodějnice	巫	N;NOM;FEM;SG;POS	N
touha	願望	touha	願望	N;NOM;FEM;SG;POS	N
touha	慾望	touha	慾望	N;NOM;FEM;SG;POS	N
touha	嚮往	touha	嚮往	N;NOM;FEM;SG;POS	N
nesouhlas	分歧	nesouhlas	分歧	N;INAN;NOM;MASC;SG;POS	N
zkratky	捷徑	zkratka	捷徑	N;NOM;FEM;PL;POS	N
autonomie	自主	autonomie	自主	N;NOM;FEM;SG;POS	N
předpokládal	假定	předpokládat	假定	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V
plyny	氣	plyn	氣	N;INAN;NOM;MASC;PL;POS	N
plyny	汽油	plyn	汽油	N;INAN;NOM;MASC;PL;POS	N
plyny	氣體	plyn	氣體	N;INAN;NOM;MASC;PL;POS	N
plyny	氣體	plyn	氣體	N;INAN;NOM;MASC;PL;POS	N
mistři	冠軍	mistr	冠軍	N;ANIM;NOM;MASC;PL;POS	N
předání	傳輸	předání	傳輸	N;NOM;NEUT;SG;POS	N
boxu	拳擊	box	拳擊	N;INAN;GEN;MASC;SG;POS	N
partnera	伴侶	partner	伴侶	N;ANIM;ACC;MASC;SG;POS	N
partnera	夥伴	partner	夥伴	N;ANIM;ACC;MASC;SG;POS	N
partnera	搭檔	partner	搭檔	N;ANIM;ACC;MASC;SG;POS	N
hnízda	窩	hnízdo	窩	N;NOM;NEUT;PL;POS	N
hnízda	巢穴	hnízdo	巢穴	N;NOM;NEUT;PL;POS	N
hnízda	巢	hnízdo	巢	N;NOM;NEUT;PL;POS	N
hroby	墳	hrob	墳	N;INAN;NOM;MASC;PL;POS	N
hroby	墓穴	hrob	墓穴	N;INAN;NOM;MASC;PL;POS	N
člun	駁船	člun	駁船	N;INAN;NOM;MASC;SG;POS	N
člun	船	člun	船	N;INAN;NOM;MASC;SG;POS	N
člun	船隻	člun	船隻	N;INAN;NOM;MASC;SG;POS	N
člun	艇	člun	艇	N;INAN;NOM;MASC;SG;POS	N
pravděpodobnosti	概率	pravděpodobnost	概率	N;NOM;FEM;PL;POS	N
pravděpodobnosti	概率	pravděpodobnost	概率	N;NOM;FEM;PL;POS	N
pravděpodobnosti	可能	pravděpodobnost	可能	N;NOM;FEM;PL;POS	N
skal	岩	skála	岩	N;GEN;FEM;PL;POS	N
skal	岩石	skála	岩石	N;GEN;FEM;PL;POS	N
narušení	擾動	narušení	擾動	N;NOM;NEUT;SG;POS	N
narušení	失真	narušení	失真	N;NOM;NEUT;SG;POS	N
narušení	扭曲	narušení	扭曲	N;NOM;NEUT;SG;POS	N
narušení	違約	narušení	違約	N;NOM;NEUT;SG;POS	N
stěhování	搬家	stěhování	搬家	N;NOM;NEUT;SG;POS	N
kapel	樂隊	kapela	樂隊	N;GEN;FEM;PL;POS	N
variace	變異	variace	變異	N;NOM;FEM;PL;POS	N
variace	變異	variace	變異	N;NOM;FEM;PL;POS	N
sníh	下雪	sníh	下雪	N;INAN;NOM;MASC;SG;POS	N
sporty	體育	sport	體育	N;INAN;NOM;MASC;PL;POS	N
sporty	運動	sport	運動	N;INAN;NOM;MASC;PL;POS	N
interval	區間	interval	區間	N;INAN;NOM;MASC;SG;POS	N
interval	間歇	interval	間歇	N;INAN;NOM;MASC;SG;POS	N
interval	間	interval	間	N;INAN;NOM;MASC;SG;POS	N
dorazila	抵達	dorazit	抵達	V;PFV;POS;PST;V.PTCP;ACT	V
dorazila	到	dorazit	到	V;PFV;POS;PST;V.PTCP;ACT	V
měkké	軟	měkký	軟	ADJ;NOM;MASC;PL;POS	ADJ
měkké	柔	měkký	柔	ADJ;NOM;MASC;PL;POS	ADJ
geolog	地質	geolog	地質	N;ANIM;NOM;MASC;SG;POS	N
chůze	步行	chůze	步行	N;NOM;FEM;SG;POS	N
chůze	步行	chůze	步行	N;NOM;FEM;SG;POS	N
sedlák	農民	sedlák	農民	N;ANIM;NOM;MASC;SG;POS	N
naučit	學習	naučit	學習	V;PFV;POS;NFIN	V
anime	動畫	anime	動畫	N;NOM;NEUT;SG;POS	N
pamětihodnosti	觀光	pamětihodnost	觀光	N;NOM;FEM;PL;POS	N
kov	金屬	kov	金屬	N;INAN;NOM;MASC;SG;POS	N
potomek	後代	potomek	後代	N;ANIM;NOM;MASC;SG;POS	N
potomek	後裔	potomek	後裔	N;ANIM;NOM;MASC;SG;POS	N
potomek	後代	potomek	後代	N;ANIM;NOM;MASC;SG;POS	N
dokončit	完成	dokončit	完成	V;PFV;POS;NFIN	V
dokončit	完成	dokončit	完成	V;PFV;POS;NFIN	V
organismus	機體	organismus	機體	N;INAN;NOM;MASC;SG;POS	N
fenomén	現象	fenomén	現象	N;INAN;NOM;MASC;SG;POS	N
fenomén	現象	fenomén	現象	N;INAN;NOM;MASC;SG;POS	N
pilíře	支柱	pilíř	支柱	N;INAN;NOM;MASC;PL;POS	N
pilíře	界	pilíř	界	N;INAN;NOM;MASC;PL;POS	N
pilíře	柱	pilíř	柱	N;INAN;NOM;MASC;PL;POS	N
pilíře	支柱	pilíř	支柱	N;INAN;NOM;MASC;PL;POS	N
bránu	門	brána	門	N;ACC;FEM;SG;POS	N
bránu	大門	brána	大門	N;ACC;FEM;SG;POS	N
ledovce	冰川	ledovec	冰川	N;INAN;NOM;MASC;PL;POS	N
ledovce	冰山	ledovec	冰山	N;INAN;NOM;MASC;PL;POS	N
ledovce	冰山	ledovec	冰山	N;INAN;NOM;MASC;PL;POS	N
ledovce	冰川	ledovec	冰川	N;INAN;NOM;MASC;PL;POS	N
vzorku	樣品	vzorek	樣品	N;INAN;DAT;MASC;SG;POS	N
vzorku	抽樣	vzorek	抽樣	N;INAN;DAT;MASC;SG;POS	N
vzorku	樣本	vzorek	樣本	N;INAN;DAT;MASC;SG;POS	N
stín	影	stín	影	N;INAN;NOM;MASC;SG;POS	N
stín	影子	stín	影子	N;INAN;NOM;MASC;SG;POS	N
stín	陰影	stín	陰影	N;INAN;NOM;MASC;SG;POS	N
stín	暗影	stín	暗影	N;INAN;NOM;MASC;SG;POS	N
stín	陰影	stín	陰影	N;INAN;NOM;MASC;SG;POS	N
zánět	炎症	zánět	炎症	N;INAN;NOM;MASC;SG;POS	N
kůra	吠	kůra	吠	N;NOM;FEM;SG;POS	N
kůra	樹皮	kůra	樹皮	N;NOM;FEM;SG;POS	N
mučení	酷刑	mučení	酷刑	N;NOM;NEUT;SG;POS	N
geologie	地質	geologie	地質	N;NOM;FEM;SG;POS	N
geologie	地質	geologie	地質	N;NOM;FEM;SG;POS	N
spekulace	投機	spekulace	投機	N;NOM;FEM;PL;POS	N
spekulace	投機	spekulace	投機	N;NOM;FEM;PL;POS	N
uprchlíků	難民	uprchlík	難民	N;ANIM;GEN;MASC;PL;POS	N
pera	鋼筆	pero	鋼筆	N;NOM;NEUT;PL;POS	N
pera	筆	pero	筆	N;NOM;NEUT;PL;POS	N
svatby	婚禮	svatba	婚禮	N;NOM;FEM;PL;POS	N
svatby	婚禮	svatba	婚禮	N;NOM;FEM;PL;POS	N
čáry	魔神	čára	魔神	N;NOM;FEM;PL;POS	N
čáry	魔法	čára	魔法	N;NOM;FEM;PL;POS	N
čáry	魔術	čára	魔術	N;NOM;FEM;PL;POS	N
čáry	魔力	čára	魔力	N;NOM;FEM;PL;POS	N
čáry	線	čára	線	N;NOM;FEM;PL;POS	N
čáry	線	čára	線	N;NOM;FEM;PL;POS	N
čáry	巫術	čára	巫術	N;NOM;FEM;PL;POS	N
kapaliny	液體	kapalina	液體	N;NOM;FEM;PL;POS	N
kapaliny	流體	kapalina	流體	N;NOM;FEM;PL;POS	N
trubice	管子	trubice	管子	N;NOM;FEM;SG;POS	N
hardware	硬體	hardware	硬體	N;INAN;NOM;MASC;SG;POS	N
chlazení	冷卻	chlazení	冷卻	N;NOM;NEUT;SG;POS	N
chlazení	制冷	chlazení	制冷	N;NOM;NEUT;SG;POS	N
chlazení	冷藏	chlazení	冷藏	N;NOM;NEUT;SG;POS	N
chlazení	制冷	chlazení	制冷	N;NOM;NEUT;SG;POS	N
absolutně	絕對	absolutně	絕對	ADV;POS	ADV
fondů	基金	fond	基金	N;INAN;GEN;MASC;PL;POS	N
fondů	資金	fond	資金	N;INAN;GEN;MASC;PL;POS	N
korespondence	書信	korespondence	書信	N;NOM;FEM;SG;POS	N
rovina	平面	rovina	平面	N;NOM;FEM;SG;POS	N
rovina	飛機	rovina	飛機	N;NOM;FEM;SG;POS	N
mýty	神話	mýtus	神話	N;INAN;NOM;MASC;PL;POS	N
obsadit	佔據	obsadit	佔據	V;PFV;POS;NFIN	V
obsadit	佔用	obsadit	佔用	V;PFV;POS;NFIN	V
obsadit	佔領	obsadit	佔領	V;PFV;POS;NFIN	V
železo	鋼鐵	železo	鋼鐵	N;NOM;NEUT;SG;POS	N
bojovník	戰士	bojovník	戰士	N;ANIM;NOM;MASC;SG;POS	N
bojovník	勇士	bojovník	勇士	N;ANIM;NOM;MASC;SG;POS	N
bojovník	拳手	bojovník	拳手	N;ANIM;NOM;MASC;SG;POS	N
bojovník	鬥士	bojovník	鬥士	N;ANIM;NOM;MASC;SG;POS	N
můstek	橋	můstek	橋	N;INAN;NOM;MASC;SG;POS	N
můstek	艦橋	můstek	艦橋	N;INAN;NOM;MASC;SG;POS	N
můstek	大橋	můstek	大橋	N;INAN;NOM;MASC;SG;POS	N
rámce	框架	rámec	框架	N;INAN;NOM;MASC;PL;POS	N
odbor	部門	odbor	部門	N;INAN;NOM;MASC;SG;POS	N
bankovky	紙幣	bankovka	紙幣	N;NOM;FEM;PL;POS	N
bankovky	鈔	bankovka	鈔	N;NOM;FEM;PL;POS	N
bankovky	賬	bankovka	賬	N;NOM;FEM;PL;POS	N
bankovky	帳單	bankovka	帳單	N;NOM;FEM;PL;POS	N
bankovky	法案	bankovka	法案	N;NOM;FEM;PL;POS	N
matematiku	數學	matematika	數學	N;ACC;FEM;SG;POS	N
matematiku	數學	matematika	數學	N;ACC;FEM;SG;POS	N
plášť	角	plášť	角	N;INAN;NOM;MASC;SG;POS	N
plášť	外衣	plášť	外衣	N;INAN;NOM;MASC;SG;POS	N
plášť	外套	plášť	外套	N;INAN;NOM;MASC;SG;POS	N
podmínka	緩刑	podmínka	緩刑	N;NOM;FEM;SG;POS	N
podmínka	條件	podmínka	條件	N;NOM;FEM;SG;POS	N
podmínka	狀況	podmínka	狀況	N;NOM;FEM;SG;POS	N
identitu	身分	identita	身分	N;ACC;FEM;SG;POS	N
identitu	身份	identita	身份	N;ACC;FEM;SG;POS	N
bazén	撞球	bazén	撞球	N;INAN;NOM;MASC;SG;POS	N
bazén	池	bazén	池	N;INAN;NOM;MASC;SG;POS	N
bazén	游泳	bazén	游泳	N;INAN;NOM;MASC;SG;POS	N
bazén	泳池	bazén	泳池	N;INAN;NOM;MASC;SG;POS	N
sloupce	柱	sloupec	柱	N;INAN;NOM;MASC;PL;POS	N
sloupce	專欄	sloupec	專欄	N;INAN;NOM;MASC;PL;POS	N
sloupce	欄	sloupec	欄	N;INAN;NOM;MASC;PL;POS	N
sloupce	欄	sloupec	欄	N;INAN;NOM;MASC;PL;POS	N
poslat	送出	poslat	送出	V;POS;NFIN	V
extra	額外	extra	額外	N;INAN;NOM;MASC;SG;POS	N
turbíny	渦輪	turbína	渦輪	N;NOM;FEM;PL;POS	N
turbíny	輪機	turbína	輪機	N;NOM;FEM;PL;POS	N
turbíny	渦輪	turbína	渦輪	N;NOM;FEM;PL;POS	N
tráví	花費	trávit	花費	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V
zmínit	提及	zmínit	提及	V;PFV;POS;NFIN	V
fotoaparát	鏡頭	fotoaparát	鏡頭	N;INAN;NOM;MASC;SG;POS	N
fotoaparát	相機	fotoaparát	相機	N;INAN;NOM;MASC;SG;POS	N
baletu	芭蕾	balet	芭蕾	N;INAN;GEN;MASC;SG;POS	N
baletu	芭蕾	balet	芭蕾	N;INAN;GEN;MASC;SG;POS	N
částky	金額	částka	金額	N;NOM;FEM;PL;POS	N
částky	款額	částka	款額	N;NOM;FEM;PL;POS	N
částky	數額	částka	數額	N;NOM;FEM;PL;POS	N
částky	金額	částka	金額	N;NOM;FEM;PL;POS	N
fontána	噴泉	fontaný	噴泉	N;NOM;FEM;SG;POS	N
střídání	輪值	střídání	輪值	N;NOM;NEUT;SG;POS	N
rovnost	平等	rovnost	平等	N;NOM;FEM;SG;POS	N
dovednosti	技能	dovednost	技能	N;NOM;FEM;PL;POS	N
dovednosti	技藝	dovednost	技藝	N;NOM;FEM;PL;POS	N
dovednosti	技巧	dovednost	技巧	N;NOM;FEM;PL;POS	N
dovednosti	技能	dovednost	技能	N;NOM;FEM;PL;POS	N
inspiraci	激勵	inspirace	激勵	N;ACC;FEM;SG;POS	N
inspiraci	靈感	inspirace	靈感	N;ACC;FEM;SG;POS	N
emoce	情感	emoce	情感	N;NOM;FEM;PL;POS	N
emoce	感情	emoce	感情	N;NOM;FEM;PL;POS	N
emoce	情緒	emoce	情緒	N;NOM;FEM;PL;POS	N
emoce	情感	emoce	情感	N;NOM;FEM;PL;POS	N
emoce	感情	emoce	感情	N;NOM;FEM;PL;POS	N
emoce	情緒	emoce	情緒	N;NOM;FEM;PL;POS	N
proměny	蛻變	proměna	蛻變	N;NOM;FEM;PL;POS	N
pečeť	密封	pečeť	密封	N;NOM;FEM;SG;POS	N
pečeť	印章	pečeť	印章	N;NOM;FEM;SG;POS	N
prodávat	賣	prodávat	賣	V;IPFV;POS;NFIN	V
prodávat	出售	prodávat	出售	V;IPFV;POS;NFIN	V
uši	耳	ucho	耳	N;NOM;FEM;PL;POS	N
uši	耳朵	ucho	耳朵	N;NOM;FEM;PL;POS	N
uši	耳	ucho	耳	N;NOM;FEM;PL;POS	N
uši	耳朵	ucho	耳朵	N;NOM;FEM;PL;POS	N
nevýhody	劣勢	nevýhoda	劣勢	N;NOM;FEM;PL;POS	N
nevýhody	缺點	nevýhoda	缺點	N;NOM;FEM;PL;POS	N
