από	от	από	от	ADP	ADP
παγκοσμίως	световно	παγκόσμια	световен	ADV	ADV
μακριά	надалеч	μακριά	надалеч	ADV	ADV
μακριά	далеч	μακριά	далеч	ADV	ADV
βασικό	основна	βασικός	основен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
βασικό	основен	βασικός	основен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
προσπάθειες	опити	προσπάθεια	опит	N;NOM;FEM;PL	N;INDF;MASC;PL
προσπάθειες	усилия	προσπάθεια	усилие	N;NOM;FEM;PL	N;INDF;NEUT;PL
κρίση	осъждане	κρίση	осъждане	N;NOM;FEM;SG	N;INDF;NEUT;SG
κρίση	преценка	κρίση	преценка	N;NOM;FEM;SG	N;INDF;FEM;SG
κρίση	кризата	κρίση	криза	N;NOM;FEM;SG	N;DEF;FEM;SG
κρίση	криза	κρίση	криза	N;NOM;FEM;SG	N;INDF;FEM;SG
περιγραφή	описание	περιγραφή	описание	N;NOM;FEM;SG	N;INDF;NEUT;SG
πύλη	портата	πύλη	порта	N;NOM;FEM;SG	N;DEF;FEM;SG
πύλη	порта	πύλη	порта	N;NOM;FEM;SG	N;INDF;FEM;SG
πύλη	портал	πύλη	портал	N;NOM;FEM;SG	N;INDF;MASC;SG
πύλη	портал	πύλη	портал	N;NOM;FEM;SG	N;INDF;MASC;SG
ανακοίνωσε	обяви	ανακοινώνω	обявя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
ανακοίνωσε	обяви	ανακοινώνω	обявя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
μήνυμα	послание	μήνυμα	послание	N;NOM;NEUT;SG	N;INDF;NEUT;SG
μήνυμα	съобщение	μήνυμα	съобщение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
μήνυμα	съобщението	μήνυμα	съобщение	N;NOM;NEUT;SG	N;DEF;NEUT;SG
βαθμολογία	рейтинг	βαθμολογία	рейтинг	N;ACC;FEM;SG	N;INDF;MASC;SG
βαθμολογία	квалификация	βαθμολογία	квалификация	N;ACC;FEM;SG	N;INDF;FEM;SG
βαθμολογία	резултат	βαθμολογία	резултат	N;ACC;FEM;SG	N;INDF;MASC;SG
προκάλεσε	провокира	προκαλώ	провокирам	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
προκάλεσε	предизвика	προκαλώ	предизвикам	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
γεννημένος	роден	γεννημένος	родя-(се)	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
γεννημένος	родена	γεννημένος	родя-(се)	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
μοναστήρι	манастир	μοναστήρι	манастир	N;NOM;NEUT;SG	N;INDF;MASC;SG
μοναστήρι	манастира	μοναστήρι	манастирам	N;NOM;NEUT;SG	N;DEF;MASC;SG
μοναστήρι	манастир	μοναστήρι	манастир	N;NOM;NEUT;SG	N;INDF;MASC;SG
δραστηριότητες	дейности	δραστηριότητα	дейност	N;NOM;FEM;PL	N;INDF;FEM;PL
δραστηριότητες	занимания	δραστηριότητα	занимание	N;NOM;FEM;PL	N;INDF;NEUT;PL
γραμματέας	секретар	γραμματέας	секретар	N;NOM;MASC;SG	N;INDF;MASC;SG
γραμματέας	секретарка	γραμματέας	секретарка	N;NOM;MASC;SG	N;INDF;FEM;SG
περιέχουν	съдържат	περιέχω	съдържам-(се)	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
ελευθερία	свобода	ελευθερία	свобода	N;NOM;FEM;SG	N;INDF;FEM;SG
ελευθερία	либърти	ελευθερία	либърт	N;NOM;FEM;SG	N;INDF;MASC;SG
ελευθερία	свобода	ελευθερία	свобода	N;NOM;FEM;SG	N;INDF;FEM;SG
ταξίδι	пътуване	ταξίδι	пътуване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ταξίδι	пътуване	ταξίδι	пътуване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ταξίδι	пътешествие	ταξίδι	пътешествие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ταξίδι	пътуване	ταξίδι	пътуване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ταξίδι	пътешествие	ταξίδι	пътешествие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ταξίδι	трип	ταξίδι	трип	N;NOM;NEUT;SG	N;INDF;MASC;SG
ταξίδι	екскурзия	ταξίδι	екскурзия	N;NOM;NEUT;SG	N;INDF;FEM;SG
μοναδική	уникален	μοναδικός	уникален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
μοναδική	уникална	μοναδικός	уникален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ακτή	брега	ακτός	бряг	N;NOM;FEM;SG	N;DEF;MASC;SG
ακτή	шор	ακτός	шор	N;NOM;FEM;SG	N;INDF;MASC;SG
ακτή	бряг	ακτός	бряг	N;NOM;FEM;SG	N;INDF;MASC;SG
ακτή	крайбрежие	ακτός	крайбрежие	N;NOM;FEM;SG	N;INDF;NEUT;SG
ακτή	бряг	ακτός	бряг	N;NOM;FEM;SG	N;INDF;MASC;SG
αρχαιότητα	старшинство	αρχαιότητα	старшинство	N;ACC;FEM;SG	N;INDF;NEUT;SG
αρχαιότητα	античността	αρχαιότητα	античност	N;ACC;FEM;SG	N;DEF;FEM;SG
ομοσπονδίας	федерация	ομοσπονδία	федерация	N;GEN;FEM;SG	N;INDF;FEM;SG
ομοσπονδίας	федерацията	ομοσπονδία	федерация	N;GEN;FEM;SG	N;DEF;FEM;SG
ιδιότητα	имот	ιδιότητα	имот	N;ACC;FEM;SG	N;INDF;MASC;SG
ιδιότητα	собственост	ιδιότητα	собственост	N;ACC;FEM;SG	N;INDF;FEM;SG
ιδιότητα	имущество	ιδιότητα	имущество	N;ACC;FEM;SG	N;INDF;NEUT;SG
ιδιότητα	свойство	ιδιότητα	свойство	N;ACC;FEM;SG	N;INDF;NEUT;SG
πλήρως	напълно	πλήρως	напълно	ADV	ADV
πλήρως	изцяло	πλήρως	изцяло	ADV	ADV
μελέτες	изследвания	μελέτα	изследване	N;NOM;FEM;PL	N;INDF;NEUT;PL
μελέτες	проучвания	μελέτα	проучване	N;NOM;FEM;PL	N;INDF;NEUT;PL
χέρι	ръка	χέρι	ръка	N;NOM;NEUT;SG	N;INDF;FEM;SG
χέρι	ръка	χέρι	ръка	N;NOM;NEUT;SG	N;INDF;FEM;SG
χέρι	ръката	χέρι	ръка	N;NOM;NEUT;SG	N;DEF;FEM;SG
μέθοδος	метод	μέθοδος	метод	N;NOM;FEM;SG	N;INDF;MASC;SG
στρατεύματα	войски	στράτευμα	войска	N;NOM;NEUT;PL	N;INDF;FEM;PL
στρατεύματα	военнослужещи	στράτευμα	военнослужещ	N;NOM;NEUT;PL	N;INDF;MASC;PL
στρατεύματα	войници	στράτευμα	войник	N;NOM;NEUT;PL	N;INDF;MASC;PL
στούντιο	ателие	στούντιος	ателие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
στούντιο	студио	στούντιος	студио	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κάρολος	чарлз	κάρολος	чарлз	N;NOM;MASC;SG	N;INDF;MASC;SG
επιστημονική	научен	επιστημονικός	научен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
μέτωπο	фронт	μέτωπο	фронт	N;NOM;NEUT;SG	N;INDF;MASC;SG
μέτωπο	чело	μέτωπο	чело	N;NOM;NEUT;SG	N;INDF;NEUT;SG
μέτωπο	челото	μέτωπο	чело	N;NOM;NEUT;SG	N;DEF;NEUT;SG
ουσία	вещество	ουσία	вещество	N;NOM;FEM;SG	N;INDF;NEUT;SG
ουσία	субстанция	ουσία	субстанция	N;NOM;FEM;SG	N;INDF;FEM;SG
ουσία	субстанцията	ουσία	субстанция	N;NOM;FEM;SG	N;DEF;FEM;SG
δούκα	херцог	δούκα	херцог	N;ACC;MASC;SG	N;INDF;MASC;SG
δούκα	дук	δούκα	дук	N;ACC;MASC;SG	N;INDF;MASC;SG
ρεύμα	ток	ρεύμα	ток	N;NOM;NEUT;SG	N;INDF;MASC;SG
ρεύμα	настоящ	ρεύμα	настоящ	N;NOM;NEUT;SG	N;INDF;MASC;SG
δίκαιο	закон	δίκαιο	закон	N;NOM;NEUT;SG	N;INDF;MASC;SG
δίκαιο	панаир	δίκαιο	панаир	N;NOM;NEUT;SG	N;INDF;MASC;SG
εταιρία	дружество	εταιρία	дружество	N;NOM;FEM;SG	N;INDF;NEUT;SG
εταιρία	компания	εταιρία	компания	N;NOM;FEM;SG	N;INDF;FEM;SG
εταιρία	рота	εταιρία	рота	N;NOM;FEM;SG	N;INDF;FEM;SG
εταιρία	фирма	εταιρία	фирма	N;NOM;FEM;SG	N;INDF;FEM;SG
ανεξαρτησία	независимост	ανεξαρτησία	независимост	N;NOM;FEM;SG	N;INDF;FEM;SG
επιστήμη	науката	επιστήμα	наука	N;NOM;FEM;SG	N;DEF;FEM;SG
επιστήμη	наука	επιστήμα	наука	N;NOM;FEM;SG	N;INDF;FEM;SG
θεραπεία	терапията	θεραπείο	терапия	N;NOM;FEM;SG	N;DEF;FEM;SG
θεραπεία	терапия	θεραπείο	терапия	N;NOM;FEM;SG	N;INDF;FEM;SG
θεραπεία	третиране	θεραπείο	третиране	N;NOM;FEM;SG	N;INDF;NEUT;SG
θεραπεία	лечение	θεραπείο	лечение	N;NOM;FEM;SG	N;INDF;NEUT;SG
θεραπεία	обработка	θεραπείο	обработка	N;NOM;FEM;SG	N;INDF;FEM;SG
θεραπεία	лакомство	θεραπείο	лакомство	N;NOM;FEM;SG	N;INDF;NEUT;SG
θεραπεία	почерпка	θεραπείο	почерпка	N;NOM;FEM;SG	N;INDF;FEM;SG
μόνος	сама	μόνος	сама	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
στάση	нагласа	στάση	нагласа	N;NOM;FEM;SG	N;INDF;FEM;SG
στάση	отношение	στάση	отношение	N;NOM;FEM;SG	N;INDF;NEUT;SG
στάση	поведение	στάση	поведение	N;NOM;FEM;SG	N;INDF;NEUT;SG
στάση	поза	στάση	поза	N;NOM;FEM;SG	N;INDF;FEM;SG
στάση	стойка	στάση	стойка	N;NOM;FEM;SG	N;INDF;FEM;SG
στάση	стойката	στάση	стойка	N;NOM;FEM;SG	N;DEF;FEM;SG
πάπα	папата	πάπα	папа	N;VOC;MASC;SG	N;DEF;MASC;SG
πάπα	папа	πάπα	пап	N;VOC;MASC;SG	N;INDF;MASC;SG
πάπα	поуп	πάπα	поуп	N;VOC;MASC;SG	N;INDF;MASC;SG
χάρτης	карта	χάρτης	карта	N;NOM;MASC;SG	N;INDF;FEM;SG
χάρτης	картата	χάρτης	карта	N;NOM;MASC;SG	N;DEF;FEM;SG
μοντέλα	модели	μοντέλα	модел	N;NOM;NEUT;PL	N;INDF;MASC;PL
μοντέλα	образци	μοντέλα	образец	N;NOM;NEUT;PL	N;INDF;MASC;PL
μοντέλα	моделите	μοντέλα	модел	N;NOM;NEUT;PL	N;DEF;MASC;PL
σχόλιο	коментар	σχόλιο	коментар	N;NOM;NEUT;SG	N;INDF;MASC;SG
μόνη	сама	μόνος	сама	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
οθωμανική	османската	οθωμανικός	османски	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
απελευθέρωση	пускане	απελευθέρωση	пускане	N;NOM;FEM;SG	N;INDF;NEUT;SG
απελευθέρωση	освобождаване	απελευθέρωση	освобождаване	N;NOM;FEM;SG	N;INDF;NEUT;SG
απελευθέρωση	освобождението	απελευθέρωση	освобождение	N;NOM;FEM;SG	N;DEF;NEUT;SG
απελευθέρωση	освобождение	απελευθέρωση	освобождение	N;NOM;FEM;SG	N;INDF;NEUT;SG
απελευθέρωση	либерализация	απελευθέρωση	либерализация	N;NOM;FEM;SG	N;INDF;FEM;SG
απελευθέρωση	либерализиране	απελευθέρωση	либерализиране	N;NOM;FEM;SG	N;INDF;NEUT;SG
απελευθέρωση	либерализацията	απελευθέρωση	либерализация	N;NOM;FEM;SG	N;DEF;FEM;SG
σύγκρουση	влияние	σύγκρουση	влияние	N;NOM;FEM;SG	N;INDF;NEUT;SG
σύγκρουση	сблъсък	σύγκρουση	сблъсък	N;NOM;FEM;SG	N;INDF;MASC;SG
σύγκρουση	въздействие	σύγκρουση	въздействие	N;NOM;FEM;SG	N;INDF;NEUT;SG
σύγκρουση	удар	σύγκρουση	удар	N;NOM;FEM;SG	N;INDF;MASC;SG
σύγκρουση	сблъсък	σύγκρουση	сблъсък	N;NOM;FEM;SG	N;INDF;MASC;SG
σύγκρουση	конфликт	σύγκρουση	конфликт	N;NOM;FEM;SG	N;INDF;MASC;SG
μαθητές	студенти	μαθητής	студент	N;NOM;MASC;PL	N;INDF;MASC;PL
μαθητές	ученици	μαθητής	ученик	N;NOM;MASC;PL	N;INDF;MASC;PL
μαθητές	ученици	μαθητής	ученик	N;NOM;MASC;PL	N;INDF;MASC;PL
μαθητές	зениците	μαθητής	зеник	N;NOM;MASC;PL	N;DEF;MASC;PL
ασφαλείας	сигурност	ασφάλεια	сигурност	N;GEN;FEM;SG	N;INDF;FEM;SG
ασφαλείας	охрана	ασφάλεια	охрана	N;GEN;FEM;SG	N;INDF;FEM;SG
τραγουδιστής	певецът	τραγουδιστής	певец	N;NOM;MASC;SG	N;DEF;MASC;SG
τραγουδιστής	певица	τραγουδιστής	певица	N;NOM;MASC;SG	N;INDF;FEM;SG
τραγουδιστής	сингър	τραγουδιστής	сингър	N;NOM;MASC;SG	N;INDF;MASC;SG
τραγουδιστής	певец	τραγουδιστής	певец	N;NOM;MASC;SG	N;INDF;MASC;SG
τραγουδιστής	вокалист	τραγουδιστής	вокалист	N;NOM;MASC;SG	N;INDF;MASC;SG
πρόσβαση	достъп	πρόσβαση	достъп	N;ACC;FEM;SG	N;INDF;MASC;SG
παίζει	играе	παίζω	играя	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
παίζει	играе	παίζω	играя	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
θεός	господ	θεός	господ	N;NOM;MASC;SG	N;INDF;MASC;SG
θεός	бог	θεός	бог	N;NOM;MASC;SG	N;INDF;MASC;SG
ελέγχου	контролиране	έλεγχος	контролиране	N;GEN;MASC;SG	N;INDF;NEUT;SG
ελέγχου	контрол	έλεγχος	контрол	N;GEN;MASC;SG	N;INDF;MASC;SG
ευκαιρία	шанс	ευκαιρία	шанс	N;ACC;FEM;SG	N;INDF;MASC;SG
ευκαιρία	ченс	ευκαιρία	ченс	N;ACC;FEM;SG	N;INDF;MASC;SG
ευκαιρία	възможност	ευκαιρία	възможност	N;ACC;FEM;SG	N;INDF;FEM;SG
ινστιτούτο	институт	ινστιτούτο	институт	N;NOM;NEUT;SG	N;INDF;MASC;SG
ινστιτούτο	института	ινστιτούτο	институт	N;NOM;NEUT;SG	N;DEF;MASC;SG
τάση	тенденция	τάση	тенденция	N;NOM;FEM;SG	N;INDF;FEM;SG
τάση	напрежение	τάση	напрежение	N;NOM;FEM;SG	N;INDF;NEUT;SG
τάση	склонност	τάση	склонност	N;NOM;FEM;SG	N;INDF;FEM;SG
περιοδεία	турне	περιοδείο	турне	N;ACC;FEM;SG	N;INDF;NEUT;SG
περιοδεία	обиколка	περιοδείο	обиколка	N;ACC;FEM;SG	N;INDF;FEM;SG
περιοδεία	тур	περιοδείο	тур	N;ACC;FEM;SG	N;INDF;MASC;SG
περιοδεία	турне	περιοδείο	турне	N;ACC;FEM;SG	N;INDF;NEUT;SG
ειδική	специална	ειδικός	специален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ειδική	специален	ειδικός	специален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
εκτέλεση	изпълняване	εκτέλεση	изпълняване	N;ACC;FEM;SG	N;INDF;NEUT;SG
εκτέλεση	екзекуция	εκτέλεση	екзекуция	N;ACC;FEM;SG	N;INDF;FEM;SG
εκτέλεση	изпълнение	εκτέλεση	изпълнение	N;ACC;FEM;SG	N;INDF;NEUT;SG
παίρνει	получава	παίρνω	получавам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
παίρνει	отнема	παίρνω	отнемам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
παίρνει	взема	παίρνω	взема	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ανατολή	изток	ανατολή	изток	N;NOM;FEM;SG	N;INDF;MASC;SG
ανατολή	ориент	ανατολή	ориент	N;NOM;FEM;SG	N;INDF;MASC;SG
ανατολή	изгрев	ανατολή	изгрев	N;NOM;FEM;SG	N;INDF;MASC;SG
σταθερά	стабилно	σταθερά	стабилно	ADV	ADV
σταθερά	стабилно	σταθερά	стабилно	ADV	ADV
κεφάλι	главата	κεφάλι	глава	N;NOM;NEUT;SG	N;DEF;FEM;SG
κεφάλι	глава	κεφάλι	глава	N;NOM;NEUT;SG	N;INDF;FEM;SG
πλάτος	ширина	πλάτος	ширина	N;ACC;NEUT;SG	N;INDF;FEM;SG
πλάτος	широчина	πλάτος	широчина	N;ACC;NEUT;SG	N;INDF;FEM;SG
πλάτος	ширина	πλάτος	ширина	N;ACC;NEUT;SG	N;INDF;FEM;SG
εγκαταστάθηκε	инсталирана	εγκαθιστώ	инсталирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
εγκαταστάθηκε	инсталиран	εγκαθιστώ	инсталирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
εγκαταστάθηκε	монтирано	εγκαθιστώ	монтирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
εγκαταστάθηκε	монтиран	εγκαθιστώ	монтирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ιστορικός	историческа	ιστορικός	исторически	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ιστορικός	исторически	ιστορικός	исторически	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
ιστορικός	историческа	ιστορικός	исторически	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ιστορικός	исторически	ιστορικός	исторически	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
νύχτα	вечер	νύχτα	вечер	N;ACC;FEM;SG	N;INDF;FEM;SG
νύχτα	нощ	νύχτα	нощ	N;ACC;FEM;SG	N;INDF;FEM;SG
νύχτα	нощта	νύχτα	нощ	N;ACC;FEM;SG	N;DEF;FEM;SG
συνέδριο	конференция	συνέδριο	конференция	N;NOM;NEUT;SG	N;INDF;FEM;SG
απόδοση	кпд	απόδοση	кпд	N;ACC;FEM;SG	N;INDF;MASC;SG
απόδοση	ефективност	απόδοση	ефективност	N;ACC;FEM;SG	N;INDF;FEM;SG
απόδοση	ефикасност	απόδοση	ефикасност	N;ACC;FEM;SG	N;INDF;FEM;SG
απόδοση	добив	απόδοση	добив	N;ACC;FEM;SG	N;INDF;MASC;SG
απόδοση	доходност	απόδοση	доходност	N;ACC;FEM;SG	N;INDF;FEM;SG
απόδοση	изпълнение	απόδοση	изпълнение	N;ACC;FEM;SG	N;INDF;NEUT;SG
απόδοση	ефективност	απόδοση	ефективност	N;ACC;FEM;SG	N;INDF;FEM;SG
επεισόδιο	епизод	επεισόδιο	епизод	N;NOM;NEUT;SG	N;INDF;MASC;SG
κτίρια	сгради	κτίριο	сграда	N;NOM;NEUT;PL	N;INDF;FEM;PL
ελεύθερη	свободен	ελεύθερος	свободен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ελεύθερη	свободна	ελεύθερος	свободен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
εντελώς	напълно	εντελώς	напълно	ADV	ADV
εντελώς	напълно	εντελώς	напълно	ADV	ADV
παπανδρέου	папандреу	παπάνδρεος	папандреу	N;NOM;MASC;SG	N;INDF;MASC;SG
ποταμός	ривър	ποταμός	ривър	N;NOM;MASC;SG	N;INDF;MASC;SG
ποταμός	река	ποταμός	река	N;NOM;MASC;SG	N;INDF;FEM;SG
ποταμός	реката	ποταμός	река	N;NOM;MASC;SG	N;DEF;FEM;SG
μαθήματα	поуки	μάθημα	поука	N;NOM;NEUT;PL	N;INDF;FEM;PL
μαθήματα	уроци	μάθημα	урок	N;NOM;NEUT;PL	N;INDF;MASC;PL
μαθήματα	курсове	μάθημα	курс	N;NOM;NEUT;PL	N;INDF;MASC;PL
μαθήματα	курсовете	μάθημα	курс	N;NOM;NEUT;PL	N;DEF;MASC;PL
μαθήματα	класи	μάθημα	клася-(се)	N;NOM;NEUT;PL	N;INDF;FEM;PL
μαθήματα	класовете	μάθημα	клас	N;NOM;NEUT;PL	N;DEF;MASC;PL
μαθήματα	класове	μάθημα	клас	N;NOM;NEUT;PL	N;INDF;MASC;PL
ιταλική	италианска	ιταλικός	италиански	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ιταλική	италиански	ιταλικός	италиански	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
παραδείγματα	примери	παράδειγμα	пример	N;NOM;NEUT;PL	N;INDF;MASC;PL
ηγέτης	лидер	ηγέτης	лидер	N;NOM;MASC;SG	N;INDF;MASC;SG
ηγέτης	водач	ηγέτης	водач	N;NOM;MASC;SG	N;INDF;MASC;SG
πολίτες	граждани	πολίτης	гражданин	N;NOM;MASC;PL	N;INDF;MASC;PL
πολίτες	гражданите	πολίτης	гражданин	N;NOM;MASC;PL	N;DEF;MASC;PL
ιερό	свято	ιερός	свят	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ιερό	свети	ιερός	свет	N;NOM;NEUT;SG	N;INDF;MASC;SG
ιερό	свята	ιερός	свят	N;NOM;NEUT;SG	N;INDF;FEM;SG
ιερό	свято	ιερός	свят	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πόδια	крака	πόδι	крак	N;NOM;NEUT;PL	N;INDF;MASC;PL
πόδια	краката	πόδι	крак	N;NOM;NEUT;PL	N;DEF;MASC;PL
πόδια	крачета	πόδι	краче	N;NOM;NEUT;PL	N;INDF;NEUT;PL
πόδια	крака	πόδι	крак	N;NOM;NEUT;PL	N;INDF;MASC;PL
πόδια	краката	πόδι	крак	N;NOM;NEUT;PL	N;DEF;MASC;PL
πόδια	крачета	πόδι	краче	N;NOM;NEUT;PL	N;INDF;NEUT;PL
πολιορκία	обсада	πολιορκία	обсада	N;NOM;FEM;SG	N;INDF;FEM;SG
αρχικό	начален	αρχικός	начален	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
αρχικό	първоначален	αρχικός	първоначален	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
αρχικό	първоначална	αρχικός	първоначален	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
αρχικό	оригинална	αρχικός	оригинален	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
αρχικό	оригинален	αρχικός	оригинален	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
επίπεδα	нива	επίπεδο	ниво	N;NOM;NEUT;PL	N;INDF;NEUT;PL
επίπεδα	равнища	επίπεδο	равнище	N;NOM;NEUT;PL	N;INDF;NEUT;PL
τηλεόραση	телевизия	τηλεόραση	телевизия	N;ACC;FEM;SG	N;INDF;FEM;SG
τηλεόραση	телевизията	τηλεόραση	телевизия	N;ACC;FEM;SG	N;DEF;FEM;SG
τηλεόραση	телевизор	τηλεόραση	телевизор	N;ACC;FEM;SG	N;INDF;MASC;SG
μικρός	малка	μικρός	малък	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
μικρός	малък	μικρός	малък	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
μικρός	дребен	μικρός	дребен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
περιόδους	срокове	περίοδος	срок	N;NOM;FEM;PL	N;INDF;MASC;PL
περιόδους	периоди	περίοδος	период	N;NOM;FEM;PL	N;INDF;MASC;PL
μισό	половината	μισός	половина	N;NOM;NEUT;SG	N;DEF;FEM;SG
λέξεις	думите	λέξη	дума	N;NOM;FEM;PL	N;DEF;FEM;PL
λέξεις	думи	λέξη	дума	N;NOM;FEM;PL	N;INDF;FEM;PL
δούκας	херцог	δούκα	херцог	N;NOM;MASC;SG	N;INDF;MASC;SG
δούκας	дук	δούκα	дук	N;NOM;MASC;SG	N;INDF;MASC;SG
μουσικά	музикално	μουσικός	музикален	ADV	ADV
γωνία	ъгъл	γωνία	ъгъл	N;NOM;FEM;SG	N;INDF;MASC;SG
γωνία	ъгъла	γωνία	ъгъл	N;NOM;FEM;SG	N;DEF;MASC;SG
γωνία	ъгъл	γωνία	ъгъл	N;NOM;FEM;SG	N;INDF;MASC;SG
δεκαετίες	десетилетия	δεκαετία	десетилетие	N;NOM;FEM;PL	N;INDF;NEUT;PL
κανάλι	канал	κανάλι	канал	N;NOM;NEUT;SG	N;INDF;MASC;SG
κανάλι	канал	κανάλι	канал	N;NOM;NEUT;SG	N;INDF;MASC;SG
κανάλι	каналът	κανάλι	канал	N;NOM;NEUT;SG	N;DEF;MASC;SG
γεωγραφία	география	γεωγραφία	география	N;NOM;FEM;SG	N;INDF;FEM;SG
ολοκληρώθηκε	завършена	ολοκληρώνω	завърша	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ολοκληρώθηκε	завършен	ολοκληρώνω	завърша	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ολοκληρώθηκε	завършено	ολοκληρώνω	завърша	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ολοκληρώθηκε	завършен	ολοκληρώνω	завърша	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ολοκληρώθηκε	завършено	ολοκληρώνω	завърша	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
αγάπη	обич	αγάπη	обич	N;NOM;FEM;SG	N;INDF;FEM;SG
αγάπη	любов	αγάπη	любов	N;NOM;FEM;SG	N;INDF;FEM;SG
αγάπη	любовта	αγάπη	любов	N;NOM;FEM;SG	N;DEF;FEM;SG
φτάσει	достигнат	φτάνω	достигна	V;PFV;NFIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
φτάσει	достигне	φτάνω	достигна	V;PFV;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
άμεση	директна	άμεσος	директен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
άμεση	директен	άμεσος	директен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
διοικητικά	административно	διοικητικός	административен	ADV	ADV
δράσης	действие	δράση	действие	N;GEN;FEM;SG	N;INDF;NEUT;SG
δράσης	екшън	δράση	екшън	N;GEN;FEM;SG	N;INDF;MASC;SG
τοποθεσία	местоположение	τοποθεσία	местоположение	N;NOM;FEM;SG	N;INDF;NEUT;SG
