پُشتَینی	kalıtsal	پُشتَینی	kalıtsal	ADJ	ADJ
تالاب	tankı	تالاب	tankı	N;NOM;MASC;SG;3	N;NOM;SG;3
تالاب	pond	تالاب	pond	N;NOM;MASC;SG;3	N;NOM;SG;3
تالاب	havuzu	تالاب	havuz	N;NOM;MASC;SG;3	N;NOM;SG;3
تالک	mandalı	تالک	mandal		
تالک	sürgülü	تالک	sürgülü		
تالک	bolt	تالک	bolt		
تالیف	kompozisyon	تالیف	kompozisyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تالیف	kompozisyon	تالیف	kompozisyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تام	tamamı	تام	tamam		
تام	tamamı	تام	tamam		
تام	tam	تام	tam		
تام	ful	تام	ful		
تام	full	تام	full		
تام	dolu	تام	dolu		
تام	aksam	تام	aksam		
تام	karanlık	تام	karanlık		
تام	tam	تام	tam		
تام	komple	تام	komp		
تام	ajitasyon	تام	ajitasyon		
تام	alarm	تام	al		
تام	alarmı	تام	alar		
تان	gerginlik	تان	gerginlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تانتا	dizi	تان	dizi	N;NOM;MASC;SG;3	N;NOM;SG;3
تانس	uyarı	تانس	uyar		
تانس	tehdit	تانس	tehdit		
تاننا	gerilme	تان	ger	V;SG;NFIN;ACT	V;PFV;NOM;IMP;SG;POS;PRS
تاوا	yuvarlak	تاوا	yuvarlak		
تاوا	devre	تاوا	devre		
تاوان	penaltı	تاوان	penaltı	N;NOM;MASC;SG;3	N;NOM;SG;3
تاوان	cezası	تاوان	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تاوان	ceza	تاوان	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تاوان	penaltı	تاوان	penaltı	N;NOM;MASC;SG;3	N;NOM;SG;3
تاوان	cezası	تاوان	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تاوان	ceza	تاوان	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تائو	rulo	تائو	rulo		
تائو	roll	تائو	roll		
تائو	isı	تائو	isı		
تائو	tutku	تائو	tutku		
تائو	tutkun	تائو	tutkun		
تائو	ihtiras	تائو	ihtiras		
تائو	twist	تائو	twist		
تائو	katla	تائو	kat		
تائو	kat	تائو	kat		
تائو	öfke	تائو	öfke		
تائو	curl	تائو	curl		
تائید	yardım	تائید	yardım	N;NOM;MASC;SG;3	N;NOM;SG;3
تائید	desteği	تائید	destek	N;NOM;MASC;SG;3	N;NOM;SG;3
تائید	yardım	تائید	yardım	N;NOM;MASC;SG;3	N;NOM;SG;3
تائید	desteği	تائید	destek	N;NOM;MASC;SG;3	N;NOM;SG;3
تب	isı	تب	isı		
تب	ateş	تب	ateş		
تب	ates	تب	ates		
تب	sim	تب	sim		
تب	öyleyse	تب	öyleyse		
تب	ozaman	تب	oza		
تبار	kabile	تبار	kabile		
تبار	halk	تبار	halk		
تبار	millet	تبار	millet		
تبار	ulus	تبار	ulus		
تبار	irk	تبار	irk		
تبار	yarış	تبار	yarış		
تبار	family	تبار	family		
تبار	aile	تبار	aile		
تباغُض	düşmanlık	تباغُض	düşmanlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تباہ	şımarık	تباہ	şımar	ADJ	ADJ
تباہ	ahlaksız	تباہ	ahlaksız	ADJ	ADJ
تبدیل	değişiklik	تبدیل	değişiklik	N;NOM;MASC;SG;3	N;NOM;SG;3
تبدیل	mutasyon	تبدیل	mutasyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تبدیل	değişiklik	تبدیل	değişiklik	N;NOM;MASC;SG;3	N;NOM;SG;3
تبدیل	değişiklik	تبدیل	değişiklik	N;NOM;MASC;SG;3	N;NOM;SG;3
تبدیلی	havale	تبدیلی	havale	N;NOM;FEM;SG;3	N;NOM;SG;3
تبدیلی	değişiklik	تبدیلی	değişiklik	N;NOM;FEM;SG;3	N;NOM;SG;3
تبدیلی	havale	تبدیلی	havale	N;NOM;FEM;SG;3	N;NOM;SG;3
تبر	balta	تبر	balta		
تبر	balta	تبر	balta		
تبر	balta	تبر	balta		
تبّڑ	family	تبّڑ	family		
تبّڑ	aile	تبّڑ	aile		
تبلیغ	iletişim	تبلیغ	iletiş	N;NOM;MASC;SG;3	N;NOM;SG;3
تِبن	kamış	تِبن	kamış		
تِبن	saman	تِبن	saman		
تِبن	hasır	تِبن	hasır		
تبہ	harap	تبہ	harap		
تبہ	imha	تبہ	imha		
تپ	öfke	تپ	öfke		
تپ	sinir	تپ	i		
تپ	ateş	تپ	ateş		
تپ	ates	تپ	ates		
تپ	dokun	تپ	dokun		
تپ	tap	تپ	tap		
تپ	fury	تپ	fury		
تپ	gazap	تپ	gazap		
تپ	öfke	تپ	öfke		
تپاس	emek	تپاس	emek		
تپاس	uğraş	تپاس	uğraş		
تپاں	tedirgin	تپاں	tedirgin		
تپاں	hot	تپاں	hot		
تپاں	ateşli	تپاں	ateşli		
تپاں	sıcak	تپاں	sıcak		
تپاں	telaşlı	تپاں	telaşlı		
تپاں	tedirgin	تپاں	tedirgin		
تِپائی	tripod	تِپائی	tripod	N;NOM;MASC;SG;3	N;NOM;SG;3
تپّڑ	cesaret	تپّڑ	cesaret		
تپّڑ	arzu	تپّڑ	arzu		
تپّڑ	mat	تپّڑ	mat		
تپّڑ	ruh	تپّڑ	ruh		
تپّڑ	candır	تپّڑ	candır		
تپّڑ	çözüm	تپّڑ	çözüm		
تپّڑ	kapasite	تپّڑ	kapasit		
تپسیا	dua	تپسیا	dua		
تپن	isı	تپن	isı		
تپنچہ	tabanca	تپنچہ	tabanca		
تت	sonuç	تت	sonuç		
تت	doğru	تت	doğru		
تت	dogru	تت	dogru		
تت	true	تت	tru		
تت	gerçek	تت	gerçek		
تت	saf	تت	saf		
تت	özü	تت	öz		
تت	öğe	تت	öğe		
تت	eleman	تت	eleman		
تت	candan	تت	candan		
تت	içten	تت	içten		
تتّا	sinirli	تتّا	sinirli		
تتّا	öfkeli	تتّا	öfkeli		
تتّا	kızgın	تتّا	kızgın		
تتّا	öfkeli	تتّا	öfkeli		
تتّا	hot	تتّا	hot		
تتّا	ateşli	تتّا	ateşli		
تتّا	sıcak	تتّا	sıcak		
تتّا	kaynayan	تتّا	kayna		
تتّا	kaynar	تتّا	kaynar		
تتّا	hevesli	تتّا	hevesli		
تتّا	coşkulu	تتّا	coşkulu		
تتّا	ilık	تتّا	ilık		
تتّا	sıcacık	تتّا	sıcacık		
تتّا	sıcak	تتّا	sıcak		
تٹ	slope	تٹ	slop		
تٹ	ufuk	تٹ	ufuk		
تثلیث	oğlum	تثلیث	oğul	N;NOM;MASC;SG;3	N;NOM;SG;3
تجاذُبی	yerçekimsel	تجاذُبی	yerçekimsel	ADJ	ADJ
تِجارت	trafik	تِجارت	trafik	N;NOM;MASC;SG;3	N;NOM;SG;3
تِجارت	iş	تِجارت	iş	N;NOM;MASC;SG;3	N;NOM;SG;3
تجانُس	homojenlik	تجانُس	homojenlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تجدید	yenilik	تجدید	yenilik	N;NOM;MASC;SG;3	N;NOM;SG;3
تجدید	yenilik	تجدید	yenilik	N;NOM;MASC;SG;3	N;NOM;SG;3
تجریدی	ayrı	تجریدی	ayrı	ADJ	ADJ
تجزیہ	analiz	تجزیہ	analiz	N;NOM;MASC;SG;3	N;NOM;SG;3
تجسُّس	merak	تجسُّس	merak	N;NOM;MASC;SG;3	N;NOM;SG;3
تجسُّس	casusluk	تجسُّس	casusluk	N;NOM;MASC;SG;3	N;NOM;SG;3
تجلجُل	ajitasyon	تجلجُل	ajitasyon		
داب	gurur	داب	gurur		
داب	basınç	داب	basınç		
داب	baskı	داب	baskı		
داب	kontrol	داب	kontrol		
داب	control	داب	control		
داب	denetim	داب	denetim		
داب	yetkili	داب	yetkili		
داب	otorite	داب	otorite		
داب	yetki	داب	yetki		
داب	görgü	داب	görgü		
داب	terbiye	داب	terbiye		
داب	zorla	داب	zor		
داب	force	داب	force		
داب	kuvvet	داب	kuvvet		
داب	güç	داب	güç		
داب	korku	داب	korku		
داب	dehşet	داب	dehşet		
داب	ağırlık	داب	ağırlık		
داب	kilo	داب	kilo		
داب	görgü	داب	görgü		
داب	kontrol	داب	kontrol		
داب	çek	داب	çek		
داب	şah	داب	şah		
داب	kodu	داب	kodu		
داب	kod	داب	kod		
داب	power	داب	power		
داب	güç	داب	güç		
تجویز	karar	تجویز	karar	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	kararı	تجویز	karar	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	çözünürlük	تجویز	çözünürlük	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	öneri	تجویز	öneri	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	teklif	تجویز	teklif	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	karar	تجویز	karar	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	kararı	تجویز	karar	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	önerisi	تجویز	öneri	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	öneri	تجویز	öneri	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	çözünürlük	تجویز	çözünürlük	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	öneri	تجویز	öneri	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویز	teklif	تجویز	teklif	N;NOM;FEM;SG;3	N;NOM;SG;3
تجویزی	azimli	تجویزی	azimli	ADJ	ADJ
تجہیل	cehalet	تجہیل	cehalet		
تُچھ	değersiz	تُچھ	değersiz		
تُچھ	gereksiz	تُچھ	gereksiz		
تُچھ	yararsız	تُچھ	yararsız		
تحاوُر	muhabbet	تحاوُر	muhabbet	N;NOM;MASC;SG;3	N;NOM;SG;3
تحاوُر	sohbet	تحاوُر	sohbet	N;NOM;MASC;SG;3	N;NOM;SG;3
تحائف	hediyeler	تحفہ	hediye	N;NOM;MASC;PL;3	N;NOM;PL;3
تحتانی	kalitesiz	تحتانی	kalitesiz	ADJ;NOM	ADJ
تحریر	kompozisyon	تحریر	kompozisyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تحریر	özgürlük	تحریر	özgürlük	N;NOM;MASC;SG;3	N;NOM;SG;3
تحریر	hürriyet	تحریر	hürriyet	N;NOM;MASC;SG;3	N;NOM;SG;3
تحریر	kompozisyon	تحریر	kompozisyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تحریر	özgürlük	تحریر	özgürlük	N;NOM;MASC;SG;3	N;NOM;SG;3
تحریر	hürriyet	تحریر	hürriyet	N;NOM;MASC;SG;3	N;NOM;SG;3
تحریر	yazarlık	تحریر	yazarlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تحریفات	değişiklikler	تحریف	değişiklik	N;NOM;MASC;PL;3	N;NOM;PL;3
تحریفات	değişimler	تحریف	değişim	N;NOM;MASC;PL;3	N;NOM;PL;3
تحصیل	kazanç	تحصیل	kazanç	N;NOM;MASC;SG;3	N;NOM;SG;3
تحصیلات	koleksiyonlar	تحصیل	koleksiyon	N;NOM;MASC;PL;3	N;NOM;PL;3
تحفُّظاتی	muhafazakar	تحفُّظاتی	muhafazak	ADJ;NOM	ADJ
تُحفہ	seyrek	تُحفہ	seyrek		
تُحفہ	nadir	تُحفہ	nadir		
تُحفہ	ender	تُحفہ	ende		
تُحفہ	şimdiki	تُحفہ	şimdiki		
تُحفہ	mevcut	تُحفہ	mevcut		
تُحفہ	armağan	تُحفہ	armağan		
تحقیر	hakaret	تحقیر	hakaret	N;NOM;MASC;SG;3	N;NOM;SG;3
تحقیر	hakaret	تحقیر	hakaret	N;NOM;MASC;SG;3	N;NOM;SG;3
تحقیق	doğruluk	تحقیق	doğruluk	N;NOM;MASC;SG;3	N;NOM;SG;3
تحقیقات	sorularınız	تحقیق	soru	N;NOM;MASC;PL;3	N;NOM;PL;3
تحقیقات	sorular	تحقیق	soru	N;NOM;MASC;PL;3	N;NOM;PL;3
تحقیقی	belli	تحقیقی	belli	ADJ	ADJ
تحوُّر	kızgınlık	تحوُّر	kızgınlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تحویل	velayet	تحویل	velayet	N;NOM;MASC;SG;3	N;NOM;SG;3
تحویل	başkenti	تحویل	başkent	N;NOM;MASC;SG;3	N;NOM;SG;3
تخاطُب	adresiniz	تخاطُب	adres	N;NOM;MASC;SG;3	N;NOM;SG;3
تخاطُب	adresi	تخاطُب	adres	N;NOM;MASC;SG;3	N;NOM;SG;3
تخالُف	düşmanlık	تخالُف	düşmanlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تخت	monarşi	تخت	monarşi	N;NOM;MASC;SG;3	N;NOM;SG;3
تخصُّص	uzmanlık	تخصُّص	uzmanlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تخصیص	uzmanlık	تخصیص	uzmanlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تخصیص	uzmanlık	تخصیص	uzmanlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تخطیط	dizayn	تخطیط	dizayn	N;NOM;MASC;SG;3	N;NOM;SG;3
تخفیف	rahatlık	تخفیف	rahatlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تخفیف	rahatlık	تخفیف	rahatlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تخلیص	sürüm	تخلیص	sürü		
تخلیص	serbest	تخلیص	serbest		
تخلیص	özgür	تخلیص	özgür		
تخلیص	kaydetme	تخلیص	kaydet		
تخلیق	yaratılış	تخلیق	yarat	N;NOM;MASC;SG;3	N;NOM;SG;3
تُخم	yumurta	تُخم	yumurta		
تُخم	yumurtalı	تُخم	yumurtalı		
تُخم	köken	تُخم	kök		
تخمیر	fermantasyon	تخمیر	fermantasyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تخمینہ	tahmini	تخمینہ	tahmin	N;NOM;MASC;SG;3	N;NOM;SG;3
تد	öyleyse	تد	öyleyse		
تد	ozaman	تد	oza		
تدان	öyleyse	تدان	öyleyse		
تدان	ozaman	تدان	oza		
تدبیر	çaresi	تدبیر	çare	N;NOM;MASC;SG;3	N;NOM;SG;3
تدبیر	yönetimi	تدبیر	yönetim	N;NOM;MASC;SG;3	N;NOM;SG;3
تدبیر	menajerlik	تدبیر	menajerlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تدبیر	çaresi	تدبیر	çare	N;NOM;MASC;SG;3	N;NOM;SG;3
تدبیر	yönetimi	تدبیر	yönetim	N;NOM;MASC;SG;3	N;NOM;SG;3
تدبیر	menajerlik	تدبیر	menajerlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تدرو	sülün	تدرو	sül		
تدرو	sik	تدرو	sik		
تدرو	horoz	تدرو	horoz		
تدریس	öğretim	تدریس	öğretim	N;NOM;MASC;SG;3	N;NOM;SG;3
تدریس	öğretmenlik	تدریس	öğretmenlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تدریس	öğretim	تدریس	öğretim	N;NOM;MASC;SG;3	N;NOM;SG;3
تدریس	eğitim	تدریس	eğitim	N;NOM;MASC;SG;3	N;NOM;SG;3
تر	yağlı	تر	yağlı		
تر	sulu	تر	sulu		
تر	zengin	تر	zengin		
تر	rich	تر	rich		
تر	taze	تر	taze		
تر	islak	تر	islak		
تر	nemli	تر	nemli		
تر	nemli	تر	nemli		
تُر	mekik	تُر	mekik		
ترازو	dengesi	ترازو	denge	N;NOM;MASC;SG;3	N;NOM;SG;3
تراس	terör	تراس	terö		
تراس	dehşet	تراس	dehşet		
تراس	alarm	تراس	al		
تراس	alarmı	تراس	alar		
تراس	korku	تراس	korku		
تراشنا	dilim	تراشنا	dilim		
تراشنا	klip	تراشنا	ki		
تراشنا	trim	تراشنا	trim		
تراشنا	oymak	تراشنا	oy		
تراشنا	dilim	تراشنا	dilim		
تراشنا	klip	تراشنا	ki		
تراشنا	trim	تراشنا	trim		
تراشنا	oymak	تراشنا	oy		
تراشنا	kesim	تراشنا	kesim		
تراشنا	kes	تراشنا	kes		
تراشہ	splinter	تراشہ	splinter	N;NOM;MASC;SG;3	N;NOM;SG;3
ترتیب	dekorasyon	ترتیب	dekorasyon	N;NOM;FEM;SG;3	N;NOM;SG;3
ترتیب	düzeni	ترتیب	düzen	N;NOM;FEM;SG;3	N;NOM;SG;3
ترتیب	sipariş	ترتیب	sipariş	N;NOM;FEM;SG;3	N;NOM;SG;3
ترتیب	dekorasyon	ترتیب	dekorasyon	N;NOM;FEM;SG;3	N;NOM;SG;3
ترجمان	ağızlık	ترجمان	ağızlık	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجمان	temsilcisi	ترجمان	temsilci	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجمان	ağızlık	ترجمان	ağızlık	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجمان	sözcüsü	ترجمان	sözcü	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجمان	temsilcisi	ترجمان	temsilci	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجمہ	çevirisi	ترجمہ	çevir	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجیح	önceliği	ترجیح	öncelik	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجیح	öncelik	ترجیح	öncelik	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجیح	üstünlük	ترجیح	üstünlük	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجیح	önceliği	ترجیح	öncelik	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجیح	öncelik	ترجیح	öncelik	N;NOM;MASC;SG;3	N;NOM;SG;3
ترجیح	üstünlük	ترجیح	üstünlük	N;NOM;MASC;SG;3	N;NOM;SG;3
ترح	hasret	ترح	hasret		
ترح	keder	ترح	keder		
ترح	hüzün	ترح	hüzün		
ترح	üzüntü	ترح	üzün		
ترخا	yara	ترخا	yara		
ترخا	yaran	ترخا	yaran		
ترخا	kesim	ترخا	kesim		
ترخا	kes	ترخا	kes		
ترخنا	böl	ترخنا	böl		
ترخنا	çatlak	ترخنا	çatlak		
ترس	korkmak	ترس	kork	V;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
ترسا	kâfir	ترسا	kâfir		
ترسا	kafir	ترسا	kafir		
ترسا	putperest	ترسا	putperest		
ترسا	pagan	ترسا	pagan		
ترسا	hasret	ترسا	hasret		
ترسا	özlem	ترسا	özlem		
ترسا	susuz	ترسا	susuz		
ترساں	ürkek	ترساں	ürkek		
ترساں	ürkek	ترساں	ürkek		
ترسیل	havale	ترسیل	havale	N;NOM;MASC;SG;3	N;NOM;SG;3
ترسیل	havale	ترسیل	havale	N;NOM;MASC;SG;3	N;NOM;SG;3
ترُّصد	beklentim	ترُّصد	bekle	N;NOM;MASC;SG;3	N;NOM;SG;3
ترُّفع	yükseklik	ترُّفع	yükseklik	N;NOM;MASC;SG;3	N;NOM;SG;3
ترُّفع	boyu	ترُّفع	boy	N;NOM;MASC;SG;3	N;NOM;SG;3
ترُّفع	gururu	ترُّفع	gurur	N;NOM;MASC;SG;3	N;NOM;SG;3
ترقّی	tanıtımı	ترقّی	tanıtım	N;NOM;MASC;SG;3	N;NOM;SG;3
ترَک	işın	ترَک	iş		
ترَک	kütük	ترَک	kütük		
ترَک	günlük	ترَک	günlük		
ترَک	rafter	ترَک	rafter		
ترکہ	miras	ترکہ	miras		
ترکہ	mirası	ترکہ	mira		
تُرکی	cesaret	تُرکی	cesaret		
تُرکی	turkey	تُرکی	turkey		
تُرکی	türkçe	تُرکی	türkçe		
ترکیب	düzeni	ترکیب	düzen	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	sistem	ترکیب	sistem	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	yapısı	ترکیب	yapı	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	mekanizması	ترکیب	mekaniz	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	yöntem	ترکیب	yöntem	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	düzeni	ترکیب	düzen	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	sistem	ترکیب	sistem	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	yapısı	ترکیب	yapı	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	mekanizması	ترکیب	mekaniz	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	sentez	ترکیب	sentez	N;NOM;FEM;SG;3	N;NOM;SG;3
ترکیب	yöntem	ترکیب	yöntem	N;NOM;FEM;SG;3	N;NOM;SG;3
تُرم	bugle	تُرم	bugle		
ترمیم	değişiklik	ترمیم	değişiklik	N;NOM;FEM;SG;3	N;NOM;SG;3
ترمیم	değişiklik	ترمیم	değişiklik	N;NOM;FEM;SG;3	N;NOM;SG;3
ترمیم	değişiklik	ترمیم	değişiklik	N;NOM;FEM;SG;3	N;NOM;SG;3
ترُن	taze	ترُن	taze		
ترُن	çocukça	ترُن	çocukça		
ترُن	roman	ترُن	roman		
ترُن	yetişkin	ترُن	yetişkin		
ترُن	genç	ترُن	genç		
ترُن	young	ترُن	young		
ترو	ağaç	ترو	ağaç		
ترویج	döviz	ترویج	döviz	N;NOM;MASC;SG;3	N;NOM;SG;3
ترویج	dolaşımı	ترویج	dolaş	N;NOM;MASC;SG;3	N;NOM;SG;3
تری	okyanus	تری	okyanus		
تری	nem	تری	nem		
تری	nemi	تری	nemi		
تِریاقی	bağımlısı	تِریاقی	bağımlı	ADJ;NOM	ADJ;NOM;SG;3
تڑ	çökme	تڑ	çök		
تڑ	kaza	تڑ	kaza		
تڑ	çatlak	تڑ	çatlak		
تڑپڑ	çabuk	تڑپڑ	çabuk		
تڑاق	çökme	تڑاق	çök		
تڑاق	kaza	تڑاق	kaza		
تڑاق	çatlak	تڑاق	çatlak		
تڑپن	kaygı	تڑپن	kaygı		
تڑپن	endişe	تڑپن	endiş		
تڑپن	ajitasyon	تڑپن	ajitasyon		
تڑخنا	böl	تڑخنا	böl		
تڑخنا	çatlak	تڑخنا	çatlak		
تڑس	sırtlan	تڑس	sırtlan		
تڑک	çatlak	تڑک	çatlak		
تڑک	yarık	تڑک	yarık		
تڑک	böl	تڑک	böl		
تڑکا	dawn	تڑکا	dawn		
تڑکا	şafak	تڑکا	şafak		
تڑکا	seher	تڑکا	seher		
تڑکنا	çatlak	تڑک	çatlak		
تڑی	kaybı	تڑی	kayıp		
تڑی	blöf	تڑی	blöf		
تڑی	tehdit	تڑی	tehdit		
تڑی	zarar	تڑی	zarar		
تڑی	hasar	تڑی	hasar		
تُزک	günlük	تُزک	günlük		
تُزک	ayarlama	تُزک	ayarlam		
تُزک	anlaşma	تُزک	anlaşma		
تزئین	dekorasyon	تزئین	dekorasyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تزئین	dekorasyon	تزئین	dekorasyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تِس	hangisi	تِس	hangi		
تِس	bu	تِس	bu		
تِس	bu	تِس	bu		
تُس	fleck	تُس	fleck		
تُس	kırıntı	تُس	kırıntı		
تُس	crumb	تُس	crumb		
تسافل	iniş	تسافل	iniş		
تسبیح	tesbih	تسبیح	tesbih	N;NOM;MASC;SG;3	N;NOM;SG;3
تسبیح	tespih	تسبیح	tespih	N;NOM;MASC;SG;3	N;NOM;SG;3
تسرُّف	erozyon	تسرُّف	erozyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	kolaylık	تسکین	kolaylık	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	rahatlık	تسکین	rahatlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	konfor	تسکین	konfor	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	istirahat	تسکین	istirahat	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	kolaylık	تسکین	kolaylık	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	rahatlık	تسکین	rahatlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	konfor	تسکین	konfor	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	istirahat	تسکین	istirahat	N;NOM;MASC;SG;3	N;NOM;SG;3
تسکین	memnuniyet	تسکین	memnuniyet	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلُّط	egemenlik	تسلُّط	egemenlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلّی	rahatlık	تسلّی	rahatlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلّی	konfor	تسلّی	konfor	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلّی	memnuniyet	تسلّی	memnuniyet	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلّی	memnuniyet	تسلّی	memnuniyet	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلیم	iltifat	تسلیم	iltifat	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلیم	iltifat	تسلیم	iltifat	N;NOM;MASC;SG;3	N;NOM;SG;3
تسلیمات	selamlar	تسلیم	selam	N;NOM;MASC;PL;3	N;NOM;PL;3
تسیُّر	tour	تسیُّر	tour	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخُّص	kimlik	تشخُّص	kimlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخُّص	kişiliği	تشخُّص	kişilik	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخُّص	kişilik	تشخُّص	kişilik	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخُّص	kimliği	تشخُّص	kimlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخُّص	kimlik	تشخُّص	kimlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخُّص	ayrımcılık	تشخُّص	ayrımcılık	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخیص	teşhis	تشخیص	teşhis	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخیص	tanı	تشخیص	tan	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخیص	teşhis	تشخیص	teşhis	N;NOM;MASC;SG;3	N;NOM;SG;3
تشخیص	tanı	تشخیص	tan	N;NOM;MASC;SG;3	N;NOM;SG;3
تشفُّع	şefaat	تشفُّع	şefaat	N;NOM;MASC;SG;3	N;NOM;SG;3
تشفُّع	öneri	تشفُّع	öneri	N;NOM;MASC;SG;3	N;NOM;SG;3
تشکیل	düzeni	تشکیل	düzen	N;NOM;MASC;SG;3	N;NOM;SG;3
تشنیع	sitem	تشنیع	sitem	N;NOM;MASC;SG;3	N;NOM;SG;3
تشویش	huzursuzluk	تشویش	huzursuzluk	N;NOM;MASC;SG;3	N;NOM;SG;3
تشویش	huzursuzluk	تشویش	huzursuzluk	N;NOM;MASC;SG;3	N;NOM;SG;3
تصانیف	kitap	تصانیف	kitap	N;NOM;MASC;SG;3	N;NOM;SG;3
تصدیق	dayanak	تصدیق	dayanak	N;NOM;MASC;SG;3	N;NOM;SG;3
تصدیق	dayanak	تصدیق	dayanak	N;NOM;MASC;SG;3	N;NOM;SG;3
تصدیق	sertifika	تصدیق	sertifika	N;NOM;MASC;SG;3	N;NOM;SG;3
تصریف	dönüşüm	تصریف	dönüşüm		
تصعید	yükseklik	تصعید	yükseklik	N;NOM;MASC;SG;3	N;NOM;SG;3
تصفیہ	karar	تصفیہ	karar	N;NOM;MASC;SG;3	N;NOM;SG;3
تصفیہ	kararı	تصفیہ	karar	N;NOM;MASC;SG;3	N;NOM;SG;3
تصفیہ	ayar	تصفیہ	ayar	N;NOM;MASC;SG;3	N;NOM;SG;3
تصنیف	kitap	تصنیف	kitap	N;NOM;MASC;SG;3	N;NOM;SG;3
تصنیف	madde	تصنیف	madde	N;NOM;MASC;SG;3	N;NOM;SG;3
