que	co	que	co	PRO	PRO;INAN;NOM
amiga	kamarád	amigar	kamarád	N	N;ANIM;NOM;MASC;SG;POS
amiga	kamarádka	amigar	kamarádek	N	N;NOM;FEM;SG;POS
amiga	příteli	amigar	přítel	N	N;ANIM;DAT;MASC;SG;POS
amiga	přítel	amigar	přítel	N	N;ANIM;NOM;MASC;SG;POS
absoluto	absolutní	absoluto	absolutní	ADJ	ADJ;NOM;MASC;SG;POS
obxectivo	cíl	obxectivo	cíl	N	N;INAN;NOM;MASC;SG;POS
obxectivo	gól	obxectivo	gól	N	N;INAN;NOM;MASC;SG;POS
obxectivo	branky	obxectivo	branka	N	N;NOM;FEM;PL;POS
obxectivo	cíl	obxectivo	cíl	N	N;INAN;NOM;MASC;SG;POS
obxectivo	účel	obxectivo	účel	N	N;INAN;NOM;MASC;SG;POS
obxectivo	cíl	obxectivo	cíl	N	N;INAN;NOM;MASC;SG;POS
obxectivo	cílem	obxectivo	cíl	N	N;INAN;INS;MASC;SG;POS
escravos	otroci	escravo	otrok	N	N;ANIM;NOM;MASC;PL;POS
escravos	otroky	escravo	otrok	N	N;ANIM;INS;MASC;PL;POS
escravos	otrok	escravo	otrok	N	N;ANIM;NOM;MASC;SG;POS
escravos	otrokyně	escravo	otrokyně	N	N;NOM;FEM;SG;POS
cheguei	přišel	chegar	přijít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
cheguei	přišla	chegar	přijít	V	V;POS;PST;V.PTCP;ACT
cheguei	přišlo	chegar	přijít	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
cheguei	přijel	chegar	přijet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
cheguei	dorazila	chegar	dorazit	V	V;PFV;POS;PST;V.PTCP;ACT
cheguei	dorazil	chegar	dorazit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
cheguei	mám	chegar	mít	V	V;IND;SG;1;POS;PRS;FIN;ACT
cheguei	dostal	chegar	dostat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
centos	stovky	cento	stovka	N	N;NOM;FEM;PL;POS
centos	stovku	cento	stovka	N	N;ACC;FEM;SG;POS
centos	stovka	cento	stovka	N	N;NOM;FEM;SG;POS
chorar	plakat	chorar	plakat	V	V;POS;NFIN
chorar	brečet	chorar	brečet	V	V;POS;NFIN
chorar	brečet	chorar	brečet	V	V;POS;NFIN
felicidade	pohodlí	felicidade	pohodlí	N	N;NOM;NEUT;SG;POS
felicidade	komfort	felicidade	komfort	N	N;INAN;NOM;MASC;SG;POS
felicidade	útěcha	felicidade	útěcha	N	N;NOM;FEM;SG;POS
felicidade	spokojenost	felicidade	spokojenost	N	N;NOM;FEM;SG;POS
felicidade	štěstí	felicidade	štěstí	N	N;NOM;NEUT;SG;POS
felicidade	radosti	felicidade	radost	N	N;NOM;FEM;SG;POS
felicidade	radost	felicidade	radost	N	N;NOM;FEM;SG;POS
vexamos	viz	vexar	viz	V	V;PFV;IMP;SG;2;POS;FIN
dan	dej	dar	dej	V	V;PFV;IMP;PL;2;POS;FIN
dan	dejte	dar	dát	V	V;PFV;IMP;PL;2;POS;FIN
construír	postavit	construír	postavit	V	V;PFV;POS;NFIN
construír	vybudovat	construír	vybudovat	V	V;PFV;POS;NFIN
construír	stavět	construír	stavět	V	V;IPFV;POS;NFIN
construír	učinit	construír	učinit	V	V;PFV;POS;NFIN
construír	udělat	construír	udělat	V	V;PFV;POS;NFIN
construír	vyrobit	construír	vyrobit	V	V;PFV;POS;NFIN
40	čtyřicet	40	čtyřicet	NUM	NUM;NOM;SG
poboación	obyvatelstvo	poboación	obyvatelstvo	N	N;NOM;NEUT;SG;POS
poboación	populace	poboación	populace	N	N;NOM;FEM;SG;POS
vela	svíce	velar	svíc	N	N;NOM;FEM;PL;POS
vela	svíčky	velar	svíčka	N	N;NOM;FEM;PL;POS
vela	svíčka	velar	svíčka	N	N;NOM;FEM;SG;POS
vela	svíčku	velar	svíček	N	N;ACC;FEM;SG;POS
podían	mohl	poder	moci	V	V;MASC;SG;POS;PST;V.PTCP;ACT
podían	mohla	poder	moci	V	V;POS;PST;V.PTCP;ACT
honor	cti	honor	čest	N	N;NOM;FEM;SG;POS
honor	pocta	honor	pocta	N	N;NOM;FEM;SG;POS
honor	čest	honor	čest	N	N;NOM;FEM;SG;POS
honor	cti	honor	čest	N	N;NOM;FEM;SG;POS
honor	pocta	honor	pocta	N	N;NOM;FEM;SG;POS
honor	čest	honor	čest	N	N;NOM;FEM;SG;POS
cidades	město	cidade	město	N	N;NOM;NEUT;SG;POS
cidades	velkoměsta	cidade	velkoměsto	N	N;NOM;NEUT;PL;POS
cidades	měst	cidade	město	N	N;GEN;NEUT;PL;POS
cidades	města	cidade	město	N	N;NOM;NEUT;PL;POS
cidades	města	cidade	město	N	N;NOM;NEUT;PL;POS
abre	otevřít	abre	otevřít	V	V;POS;NFIN
abre	otevře	abre	otevřít	V	V;IND;SG;3;POS;PRS;FIN;ACT
abre	otevírá	abre	otevírat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
central	centrála	central	centrála	N	N;NOM;FEM;SG;POS
central	moc	central	moc	N	N;NOM;FEM;SG;POS
central	napájení	central	napájení	N	N;NOM;NEUT;SG;POS
central	výkon	central	výkon	N	N;INAN;NOM;MASC;SG;POS
central	síla	central	síla	N	N;NOM;FEM;SG;POS
central	nádraží	central	nádraží	N	N;NOM;NEUT;SG;POS
central	stanice	central	stanice	N	N;NOM;FEM;SG;POS
especialmente	zvlášť	especial	zvlášť	ADV	ADV
especialmente	hlavně	especial	hlavně	ADV	ADV;POS
especialmente	obzvlášť	especial	obzvlášť	ADV	ADV
especialmente	zejména	especial	zejména	ADV	ADV
especialmente	zvláště	especial	zvláště	ADV	ADV
especialmente	zvláště	especial	zvláště	ADV	ADV
especialmente	obzvláště	especial	obzvláště	ADV	ADV
moral	nejednoznačnost	moral	jednoznačnost	N	N;NOM;FEM;SG;NEG
moral	morálku	moral	morálka	N	N;ACC;FEM;SG;POS
moral	morálka	moral	morálka	N	N;NOM;FEM;SG;POS
moral	morálku	moral	morálka	N	N;ACC;FEM;SG;POS
moral	morálka	moral	morálka	N	N;NOM;FEM;SG;POS
ocorreu	udělal	ocorrer	udělat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ocorreu	bylo	ocorrer	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
ocorreu	byl	ocorrer	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
ocorreu	byla	ocorrer	být	V	V;POS;PST;V.PTCP;ACT
petróleo	oleje	petróleo	olej	N	N;INAN;NOM;MASC;PL;POS
petróleo	ropa	petróleo	ropa	N	N;NOM;FEM;SG;POS
petróleo	olej	petróleo	olej	N	N;INAN;NOM;MASC;SG;POS
caer	upustit	caer	upustit	V	V;PFV;POS;NFIN
caer	upustil	caer	upustit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
caer	upustila	caer	upustit	V	V;PFV;POS;PST;V.PTCP;ACT
accidente	havárie	accidente	havárie	N	N;NOM;FEM;SG;POS
accidente	nehoda	accidente	nehoda	N	N;NOM;FEM;SG;POS
accidente	úraz	accidente	úraz	N	N;INAN;NOM;MASC;SG;POS
alemáns	němčina	alemán	němčina	N	N;NOM;FEM;SG;POS
fagan	dělat	facer	dělat	V	V;IPFV;POS;NFIN
fagan	učinit	facer	učinit	V	V;PFV;POS;NFIN
fagan	udělat	facer	udělat	V	V;PFV;POS;NFIN
fagan	vyrobit	facer	vyrobit	V	V;PFV;POS;NFIN
beleza	kráska	beleza	kráska	N	N;NOM;FEM;SG;POS
beleza	krasavice	beleza	krasavice	N	N;NOM;FEM;SG;POS
beleza	krása	beleza	krása	N	N;NOM;FEM;SG;POS
perigo	nebezpečí	perigo	nebezpečí	N	N;NOM;NEUT;SG;POS
banco	banku	banco	banka	N	N;ACC;FEM;SG;POS
banco	banka	banco	banka	N	N;NOM;FEM;SG;POS
banco	banky	banco	banka	N	N;NOM;FEM;PL;POS
banco	bank	banco	banka	N	N;GEN;FEM;PL;POS
banco	lavice	banco	lavice	N	N;NOM;FEM;SG;POS
banco	lavičce	banco	lavička	N	N;DAT;FEM;SG;POS
banco	stát	banco	stát	N	N;INAN;NOM;MASC;SG;POS
cu	prdel	cu	prdel	N	N;NOM;FEM;SG;POS
cu	zadek	cu	zadek	N	N;INAN;NOM;MASC;SG;POS
cu	kurva	cu	kurva	N	N;NOM;FEM;SG;POS
cu	prdel	cu	prdel	N	N;NOM;FEM;SG;POS
debía	měl	deber	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
debía	měla	deber	mít	V	V;POS;PST;V.PTCP;ACT
debía	musí	deber	muset	V	V;IND;SG;3;POS;PRS;FIN;ACT
debía	mít	deber	mít	V	V;POS;NFIN
debía	bylo	deber	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
debía	byl	deber	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
debía	byla	deber	být	V	V;POS;PST;V.PTCP;ACT
estudantes	studentky	estudantes	studentka	N	N;NOM;FEM;PL;POS
estudantes	studenti	estudantes	student	N	N;ANIM;NOM;MASC;PL;POS
estudantes	žáci	estudantes	žák	N	N;ANIM;NOM;MASC;PL;POS
estudantes	studenty	estudantes	student	N	N;ANIM;ACC;MASC;PL;POS
estudantes	studentka	estudantes	studentka	N	N;NOM;FEM;SG;POS
estudantes	žák	estudantes	žák	N	N;ANIM;NOM;MASC;SG;POS
estudantes	student	estudantes	student	N	N;ANIM;NOM;MASC;SG;POS
cría	myšlenka	cría	myšlenka	N	N;NOM;FEM;SG;POS
pensamos	myslel	pensar	myslet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
oín	slyšel	oín	slyšet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
pór	získat	pór	získat	V	V;PFV;POS;NFIN
pór	dostat	pór	dostat	V	V;POS;NFIN
pór	nastavit	pór	nastavit	V	V;PFV;POS;NFIN
conto	story	conto	story	N	N;FEM;SG;POS
conto	příběh	conto	příběh	N	N;INAN;NOM;MASC;SG;POS
conto	příběh	conto	příběh	N	N;INAN;NOM;MASC;SG;POS
conto	počítání	conto	počítání	N	N;NOM;NEUT;SG;POS
completamente	kompletně	completamente	kompletně	ADV	ADV;POS
completamente	zcela	completamente	zcela	ADV	ADV
completamente	naprosto	completamente	naprosto	ADV	ADV
completamente	úplně	completamente	úplně	ADV	ADV;POS
completamente	zcela	completamente	zcela	ADV	ADV
completamente	ven	completamente	ven	ADV	ADV
completamente	venku	completamente	venku	ADV	ADV
completamente	úplně	completamente	úplně	ADV	ADV;POS
completamente	naprosto	completamente	naprosto	ADV	ADV
completamente	zcela	completamente	zcela	ADV	ADV
nomes	názvy	nome	název	N	N;INAN;NOM;MASC;PL;POS
nomes	jména	nome	jméno	N	N;NOM;NEUT;PL;POS
fiestra	okénko	fiestra	okénko	N	N;NOM;NEUT;SG;POS
fiestra	okno	fiestra	okno	N	N;NOM;NEUT;SG;POS
fiestra	out	fiestra	out	N	N;INAN;NOM;MASC;SG;POS
franceses	francouzština	francese	francouzština	N	N;NOM;FEM;SG;POS
franceses	francouz	francese	francouz	N	N;ANIM;NOM;MASC;SG;POS
franceses	lidí	francese	člověk	N	N;ANIM;GEN;MASC;PL;POS
franceses	lidi	francese	člověk	N	N;ANIM;NOM;MASC;PL;POS
franceses	lidé	francese	člověk	N	N;ANIM;NOM;MASC;PL;POS
franceses	lidem	francese	člověk	N	N;ANIM;DAT;MASC;PL;POS
franceses	people	francese	people	N	N;MASC;SG;POS
paréceme	vypadá	paréceme	vypadat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vergoña	hanba	vergoña	hanba	N	N;NOM;FEM;SG;POS
vergoña	ostuda	vergoña	ostuda	N	N;NOM;FEM;SG;POS
vergoña	škoda	vergoña	škoda	N	N;NOM;FEM;SG;POS
falas	povídání	fala	povídání	N	N;NOM;NEUT;SG;POS
falas	mluvení	fala	mluvení	N	N;NOM;NEUT;SG;POS
sarxento	seržant	sarxento	seržant	N	N;ANIM;NOM;MASC;SG;POS
universidade	univerzita	universidade	univerzita	N	N;NOM;FEM;SG;POS
universidade	university	universidade	univerzita	N	N;NOM;FEM;PL;POS
universidade	univerzity	universidade	univerzita	N	N;NOM;FEM;PL;POS
estrada	silnice	estrada	silnice	N	N;NOM;FEM;SG;POS
estrada	cesta	estrada	cesta	N	N;NOM;FEM;SG;POS
subir	pojď	subir	pojď	V	V;IMP;SG;2;POS;FIN
subir	zvýšit	subir	zvýšit	V	V;PFV;POS;NFIN
subir	vylézt	subir	vylézt	V	V;POS;NFIN
subir	šplhat	subir	šplhat	V	V;IPFV;POS;NFIN
decisión	rozhodnutí	decisión	rozhodnutí	N	N;NOM;NEUT;SG;POS
decisión	rozhodování	decisión	rozhodování	N	N;NOM;NEUT;SG;POS
xuíz	soudce	xuíz	soudce	N	N;ANIM;NOM;MASC;SG;POS
xuíz	soudkyně	xuíz	soudkyně	N	N;NOM;FEM;SG;POS
cómo	jak	cómo	jak	ADV	ADV
conciencia	vědomí	conciencia	vědomí	N	N;NOM;NEUT;SG;POS
conciencia	svědomí	conciencia	svědomí	N	N;NOM;NEUT;SG;POS
tódolos	vse	tódolo	vse	N	N;NOM;FEM;SG;POS
estarei	vyhrála	estar	vyhrát	V	V;POS;PST;V.PTCP;ACT
estarei	vyhráli	estar	vyhrát	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
estarei	vyhrál	estar	vyhrát	V	V;MASC;SG;POS;PST;V.PTCP;ACT
estarei	bude	estar	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
levas	opotřebení	leva	opotřebení	N	N;NOM;NEUT;SG;POS
levas	nošení	leva	nošení	N	N;NOM;NEUT;SG;POS
sinxelo	snadný	sinxelo	snadný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
sinxelo	snadné	sinxelo	snadný	ADJ	ADJ;NOM;NEUT;SG;POS
sinxelo	jednoduché	sinxelo	jednoduchý	ADJ	ADJ;NOM;NEUT;SG;POS
sinxelo	snadnější	sinxelo	snadný	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
sinxelo	lehčí	sinxelo	lehký	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
sinxelo	snazší	sinxelo	snadný	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
sinxelo	jednodušší	sinxelo	jednoduchý	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
sinxelo	jednoduchá	sinxelo	jednoduchý	ADJ	ADJ;NOM;FEM;SG;POS
sinxelo	prosté	sinxelo	prostý	ADJ	ADJ;NOM;NEUT;SG;POS
sinxelo	jednoduchý	sinxelo	jednoduchý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
sinxelo	jednoduché	sinxelo	jednoduchý	ADJ	ADJ;NOM;NEUT;SG;POS
médicos	lékaře	médico	lékař	N	N;ANIM;ACC;MASC;PL;POS
médicos	lékaři	médico	lékař	N	N;ANIM;NOM;MASC;PL;POS
médicos	doktoři	médico	doktor	N	N;ANIM;NOM;MASC;PL;POS
médicos	doktorů	médico	doktor	N	N;ANIM;GEN;MASC;PL;POS
médicos	lékaři	médico	lékař	N	N;ANIM;NOM;MASC;PL;POS
cancro	rakovina	cancro	rakovina	N	N;NOM;FEM;SG;POS
cancro	rakovinu	cancro	rakovina	N	N;ACC;FEM;SG;POS
cancro	rakoviny	cancro	rakovina	N	N;NOM;FEM;PL;POS
levou	vedl	levar	vést	V	V;MASC;SG;POS;PST;V.PTCP;ACT
levou	přinesla	levar	přinést	V	V;POS;PST;V.PTCP;ACT
levou	přinesl	levar	přinést	V	V;MASC;SG;POS;PST;V.PTCP;ACT
levou	vzal	levar	vzít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
estivese	bylo	estar	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
estivese	byl	estar	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
estivese	byla	estar	být	V	V;POS;PST;V.PTCP;ACT
estivese	byli	estar	být	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
estivese	byly	estar	být	V	V;INAN;PL;POS;PST;V.PTCP;ACT
voume	odchází	voume	odcházet	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
voume	odcházím	voume	odcházet	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
coñecín	potkal	coñecín	potkat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
coñecín	věděl	coñecín	vědět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
coñecín	věděla	coñecín	vědět	V	V;POS;PST;V.PTCP;ACT
longa	dlouhá	longo	dlouhý	ADJ	ADJ;NOM;FEM;SG;POS
longa	dlouhý	longo	dlouhý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
longa	dlouhé	longo	dlouhý	ADJ	ADJ;NOM;NEUT;SG;POS
longa	živé	longo	živý	ADJ	ADJ;NOM;NEUT;SG;POS
longa	živá	longo	živý	ADJ	ADJ;NOM;FEM;SG;POS
tentar	zkuste	tentar	zkusit	V	V;PFV;IMP;PL;2;POS;FIN
tentar	vyzkoušejte	tentar	vyzkoušet	V	V;PFV;IMP;PL;2;POS;FIN
tentar	zkouší	tentar	zkoušit	V	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
tentar	zkouším	tentar	zkoušit	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
conducir	vést	conducir	vést	V	V;POS;NFIN
conducir	řídit	conducir	řídit	V	V;IPFV;POS;NFIN
xornal	papíru	xornal	papír	N	N;INAN;GEN;MASC;SG;POS
xornal	papír	xornal	papír	N	N;INAN;NOM;MASC;SG;POS
xornal	noviny	xornal	noviny	N	N;NOM;FEM;PL;POS
xornal	doklady	xornal	doklad	N	N;INAN;NOM;MASC;PL;POS
xornal	papíry	xornal	papír	N	N;INAN;NOM;MASC;PL;POS
verme	červ	verme	červ	N	N;ANIM;NOM;MASC;SG;POS
excelente	vynikající	excelente	vynikající	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
excelente	skvělý	excelente	skvělý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
excelente	dobrý	excelente	dobrý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
formas	způsoby	forma	způsob	N	N;INAN;NOM;MASC;PL;POS
formas	tvary	forma	tvar	N	N;INAN;NOM;MASC;PL;POS
formas	tvarů	forma	tvar	N	N;INAN;GEN;MASC;PL;POS
formas	formy	forma	forma	N	N;NOM;FEM;PL;POS
formas	formuláře	forma	formulář	N	N;INAN;NOM;MASC;PL;POS
vitoria	vítězství	vitoria	vítězství	N	N;NOM;NEUT;SG;POS
parecía	vypadala	parecer	vypadat	V	V;IPFV;POS;PST;V.PTCP;ACT
parecía	vypadal	parecer	vypadat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
parecía	bylo	parecer	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
parecía	byl	parecer	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
parecía	byla	parecer	být	V	V;POS;PST;V.PTCP;ACT
sensación	pocit	sensación	pocit	N	N;INAN;NOM;MASC;SG;POS
sensación	senzace	sensación	senzace	N	N;NOM;FEM;SG;POS
sensación	smysl	sensación	smysl	N	N;INAN;NOM;MASC;SG;POS
intelixente	chytrá	intelixente	chytrý	ADJ	ADJ;NOM;FEM;SG;POS
intelixente	chytré	intelixente	chytrý	ADJ	ADJ;NOM;NEUT;SG;POS
intelixente	chytrý	intelixente	chytrý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
intelixente	chytřejší	intelixente	chytrý	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
intelixente	chytré	intelixente	chytrý	ADJ	ADJ;NOM;NEUT;SG;POS
intelixente	chytrý	intelixente	chytrý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
intelixente	inteligentní	intelixente	inteligentní	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
intelixente	moudrý	intelixente	moudrý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
intelixente	moudrá	intelixente	moudrý	ADJ	ADJ;NOM;FEM;SG;POS
intelixente	moudré	intelixente	moudrý	ADJ	ADJ;NOM;NEUT;SG;POS
gustan	nesnáším	gustar	snášet	V	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
gustan	nenávidím	gustar	nenávidět	V	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
próximo	další	próximo	další	ADJ	ADJ;NOM;MASC;SG;POS
cervexa	piva	cervexa	pivo	N	N;NOM;NEUT;SG;POS
cervexa	pivo	cervexa	pivo	N	N;NOM;NEUT;SG;POS
cervexa	pivko	cervexa	pivko	N	N;INAN;NOM;MASC;SG;POS
xeo	ledu	xeo	led	N	N;INAN;GEN;MASC;SG;POS
xeo	led	xeo	led	N	N;INAN;NOM;MASC;SG;POS
broma	vtip	broma	vtip	N	N;INAN;NOM;MASC;SG;POS
broma	žert	broma	žert	N	N;INAN;NOM;MASC;SG;POS
monte	šarže	monte	šarže	N	N;NOM;FEM;SG;POS
monte	hory	monte	hora	N	N;NOM;FEM;PL;POS
monte	pohoří	monte	pohoří	N	N;NOM;NEUT;SG;POS
monte	hor	monte	hora	N	N;GEN;FEM;PL;POS
monte	mount	monte	mount	N	N;INAN;NOM;MASC;SG;POS
monte	lese	monte	les	N	N;INAN;DAT;MASC;SG;POS
monte	lesy	monte	les	N	N;INAN;NOM;MASC;PL;POS
interese	úroky	interese	úrok	N	N;INAN;NOM;MASC;PL;POS
interese	zájem	interese	zájem	N	N;INAN;NOM;MASC;SG;POS
interese	úrok	interese	úrok	N	N;INAN;NOM;MASC;SG;POS
interese	zájem	interese	zájem	N	N;INAN;NOM;MASC;SG;POS
interese	zájmy	interese	zájem	N	N;INAN;NOM;MASC;PL;POS
compañeiros	kolegy	compañeiro	kolega	N	N;ANIM;ACC;MASC;PL;POS
compañeiros	kolegové	compañeiro	kolega	N	N;ANIM;NOM;MASC;PL;POS
compañeiros	kolegů	compañeiro	kolega	N	N;ANIM;GEN;MASC;PL;POS
compañeiros	soudruzi	compañeiro	soudruh	N	N;ANIM;NOM;MASC;PL;POS
compañeiros	kamarádi	compañeiro	kamarád	N	N;ANIM;NOM;MASC;PL;POS
compañeiros	společnice	compañeiro	společnice	N	N;NOM;FEM;SG;POS
compañeiros	společníky	compañeiro	společník	N	N;ANIM;ACC;MASC;PL;POS
compañeiros	společníci	compañeiro	společník	N	N;ANIM;NOM;MASC;PL;POS
depende	závisí	depender	záviset	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
levamos	nést	levar	nést	V	V;POS;NFIN
solución	roztok	solución	roztok	N	N;INAN;NOM;MASC;SG;POS
solución	řešení	solución	řešení	N	N;NOM;NEUT;SG;POS
solución	odpověď	solución	odpověď	N	N;NOM;FEM;SG;POS
xamais	nikdy	xamal	nikdy	ADV	ADV
prensa	média	prensa	médium	N	N;NOM;NEUT;PL;POS
prensa	tisk	prensa	tisk	N	N;INAN;NOM;MASC;SG;POS
prensa	doklady	prensa	doklad	N	N;INAN;NOM;MASC;PL;POS
prensa	papíry	prensa	papír	N	N;INAN;NOM;MASC;PL;POS
prensa	noviny	prensa	noviny	N	N;NOM;FEM;PL;POS
aquilo	co	aquilo	co	PRO	PRO;INAN;NOM
edificio	budování	edificio	budování	N	N;NOM;NEUT;SG;POS
edificio	stavění	edificio	stavění	N	N;NOM;NEUT;SG;POS
edificio	budova	edificio	budova	N	N;NOM;FEM;SG;POS
edificio	bradbury	edificio	bradbura	N	N;ANIM;NOM;MASC;PL;POS
neve	sníh	neve	sníh	N	N;INAN;NOM;MASC;SG;POS
neve	sněhu	neve	sníh	N	N;INAN;GEN;MASC;SG;POS
calma	ticho	calma	ticho	N	N;NOM;NEUT;SG;POS
calma	dolu	calma	důl	N	N;INAN;GEN;MASC;SG;POS
calma	dole	calma	důl	N	N;INAN;NOM;MASC;SG;POS
vontade	will	vontade	will	N	N;NOM;MASC;SG;POS
vontade	vůle	vontade	vůle	N	N;NOM;FEM;SG;POS
vontade	hotovo	vontade	hotový	N	N;NOM;NEUT;SG;POS
chamou	volal	chamar	volat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
chamou	zavolal	chamar	zavolat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
chamou	volala	chamar	volat	V	V;IPFV;POS;PST;V.PTCP;ACT
chamou	volali	chamar	volat	V	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
chamou	volejte	chamar	volat	V	V;PFV;IMP;PL;2;POS;FIN
chamou	zavolat	chamar	zavolat	V	V;PFV;POS;NFIN
chamou	volat	chamar	volat	V	V;IPFV;POS;NFIN
val	údolí	val	údolí	N	N;NOM;NEUT;SG;POS
dura	vydrží	durar	vydržet	V	V;IND;SG;3;POS;PRS;FIN;ACT
dura	trvá	durar	trvat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
matrimonio	svatba	matrimonio	svatba	N	N;NOM;FEM;SG;POS
matrimonio	sňatek	matrimonio	sňatek	N	N;INAN;NOM;MASC;SG;POS
matrimonio	manželství	matrimonio	manželství	N	N;NOM;NEUT;SG;POS
distancia	vzdálenosti	distancia	vzdálenost	N	N;NOM;FEM;PL;POS
distancia	vzdálenost	distancia	vzdálenost	N	N;NOM;FEM;SG;POS
distancia	odstup	distancia	odstup	N	N;INAN;NOM;MASC;SG;POS
distancia	mezeru	distancia	mezera	N	N;ACC;FEM;SG;POS
distancia	mezery	distancia	mezera	N	N;NOM;FEM;PL;POS
distancia	mezera	distancia	mezera	N	N;NOM;FEM;SG;POS
sociais	společenské	social	společenský	ADJ	ADJ;NOM;FEM;SG;POS
sociais	sociální	social	sociální	ADJ	ADJ;NOM;MASC;SG;POS
sociais	společenský	social	společenský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
sociais	společenská	social	společenský	ADJ	ADJ;NOM;FEM;SG;POS
crise	krizi	crise	krize	N	N;ACC;FEM;SG;POS
crise	krize	crise	krize	N	N;NOM;FEM;SG;POS
crise	členění	crise	členění	N	N;NOM;NEUT;SG;POS
crise	zhroucení	crise	zhroucení	N	N;NOM;NEUT;SG;POS
crise	rozdělení	crise	rozdělení	N	N;NOM;NEUT;SG;POS
prisión	věznice	prisión	věznice	N	N;NOM;FEM;SG;POS
prisión	vězení	prisión	vězení	N	N;NOM;NEUT;SG;POS
xustiza	justice	xustiza	justice	N	N;NOM;FEM;SG;POS
xustiza	spravedlnost	xustiza	spravedlnost	N	N;NOM;FEM;SG;POS
xustiza	spravedlnosti	xustiza	spravedlnost	N	N;NOM;FEM;SG;POS
xustiza	právo	xustiza	právo	N	N;NOM;NEUT;SG;POS
xustiza	zákon	xustiza	zákon	N	N;INAN;NOM;MASC;SG;POS
vídeo	video	vídeo	video	N	N;NOM;NEUT;SG;POS
tiñas	mít	ter	mít	V	V;POS;NFIN
tiñas	měl	ter	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
tiñas	měla	ter	mít	V	V;POS;PST;V.PTCP;ACT
tiñas	byli	ter	být	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
tiñas	byly	ter	být	V	V;INAN;PL;POS;PST;V.PTCP;ACT
área	oblasti	área	oblast	N	N;NOM;FEM;PL;POS
área	oblast	área	oblast	N	N;NOM;FEM;SG;POS
área	plocha	área	plocha	N	N;NOM;FEM;SG;POS
morreron	zemřel	morrer	zemřít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
morreron	mít	morrer	mít	V	V;POS;NFIN
morreron	zabil	morrer	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
