dan	και	dan	και	CONJ	CONJ
keamanan	ασφάλεια	keamanan	ασφάλεια	N;SG	N;NOM;FEM;SG
keamanan	ασφαλείας	keamanan	ασφάλεια	N;SG	N;GEN;FEM;SG
keamanan	ασφάλεια	keamanan	ασφάλεια	N;SG	N;NOM;FEM;SG
pendiri	ιδρυτής	pendiri	ιδρυτός	N;SG	N;NOM;MASC;SG
pendiri	ιδρυτή	pendiri	ιδρυτός	N;SG	N;VOC;MASC;SG
gagal	απέτυχε	gagal	αποτύγω	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
perbedaan	διάκριση	perbedaan	διάκριση	N;SG	N;ACC;FEM;SG
perbedaan	διαφορά	perbedaan	διαφορά	N;SG	N;NOM;FEM;SG
perbedaan	διαφορα	perbedaan	διαφορά	N;SG	N;NOM;FEM;SG
perbedaan	ασυμφωνία	perbedaan	ασυμφωνία	N;SG	N;NOM;FEM;SG
pintu	πορτα	pintu	πορτα	N;SG	N;NOM;FEM;SG
pintu	πόρτα	pintu	πόρτα	N;SG	N;ACC;FEM;SG
pembuat	συγγραφέας	penbuat	συγγραφέα	N;SG	N;NOM;MASC;SG
pembuat	συγγραφέα	penbuat	συγγραφέα	N;SG	N;VOC;MASC;SG
pembuat	συντάκτης	penbuat	συντάκτης	N;SG	N;NOM;MASC;SG
pembuat	δημιουργού	penbuat	δημιουργός	N;SG	N;GEN;MASC;SG
pembuat	δημιουργός	penbuat	δημιουργός	N;SG	N;NOM;MASC;SG
pembuat	δημιουργό	penbuat	δημιουργός	N;SG	N;ACC;MASC;SG
pembuat	δημιουργός	penbuat	δημιουργός	N;SG	N;NOM;MASC;SG
kiri	αριστερό	kiri	αριστερός	N;SG	N;NOM;NEUT;SG
tumbuh	μεγαλώνει	tumbuh	μεγαλώνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tumbuh	μεγαλώνει	tumbuh	μεγαλώνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tumbuh	φυτρώνει	tumbuh	φυτρώνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menciptakan	δημιουργώντας	menciptakan	δημιουργώ	V;SG;ACT	V;IPFV;V.CVB;ACT
menciptakan	δημιουργεί	menciptakan	δημιουργώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
teluk	κόλπος	teluk	κόλπος	N;SG	N;NOM;MASC;SG
teluk	κόλπος	teluk	κόλπος	N;SG	N;NOM;MASC;SG
difusi	διάχυση	difusi	διάχυση	N;SG	N;ACC;FEM;SG
jasa	υπηρεσία	jasa	υπηρεσία	N;SG	N;NOM;FEM;SG
jasa	εξυπηρέτηση	jasa	εξυπηρέτηση	N;SG	N;ACC;FEM;SG
membuka	ανοίγει	menbuka	ανοίγω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
membuka	ανοίγω	menbuka	ανοίγω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
swasta	ιδιωτική	swasta	ιδιωτικός	ADJ;SG	ADJ;NOM;FEM;SG
swasta	ιδιωτικό	swasta	ιδιωτικός	ADJ;SG	ADJ;NOM;NEUT;SG
swasta	ιδιωτικός	swasta	ιδιωτικός	ADJ;SG	ADJ;NOM;MASC;SG
bakar	καύση	bakar	καύση	N;SG;ACT	N;NOM;FEM;SG
bakar	κάψιμο	bakar	κάψιμο	N;SG;ACT	N;NOM;NEUT;SG
bakar	έγκαυμα	bakar	έγκαυμα	N;SG;ACT	N;NOM;NEUT;SG
pegunungan	βουνό	pegunungan	βουνό	N;SG	N;NOM;NEUT;SG
kelahiran	γέννησης	kelahiran	γέννηση	N;SG	N;GEN;FEM;SG
kelahiran	γέννηση	kelahiran	γέννηση	N;SG	N;ACC;FEM;SG
kelahiran	γέννα	kelahiran	γέννα	N;SG	N;NOM;FEM;SG
bendera	σημαία	bendera	σημαία	N;SG	N;NOM;FEM;SG
pelayanan	υπηρεσία	penlayanan	υπηρεσία	N;SG	N;NOM;FEM;SG
pelayanan	εξυπηρέτηση	penlayanan	εξυπηρέτηση	N;SG	N;ACC;FEM;SG
pelayanan	υπουργείο	penlayanan	υπουργείο	N;SG	N;NOM;NEUT;SG
memimpin	οδηγώντας	menpimpin	οδηγώ	V;SG;ACT	V;IPFV;V.CVB;ACT
memimpin	οδηγεί	menpimpin	οδηγώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memimpin	οδηγήσει	menpimpin	οδηγώ	V;SG;ACT	V;PFV;NFIN;ACT
fitur	χαρακτηριστικό	fitur	χαρακτηριστικός	N;SG	N;NOM;NEUT;SG
aplikasi	αίτηση	aplikasi	αίτηση	N;SG	N;NOM;FEM;SG
aplikasi	εφαρμογή	aplikasi	εφαρμογή	N;SG	N;NOM;FEM;SG
aplikasi	εφαρμογή	aplikasi	εφαρμογή	N;SG	N;NOM;FEM;SG
tersedia	διαθέσιμος	tersedia	διαθέσιμος	ADJ;SG	ADJ;NOM;MASC;SG
tersedia	διαθέσιμη	tersedia	διαθέσιμος	ADJ;SG	ADJ;NOM;FEM;SG
kemenangan	νικη	kemenangan	νικη	N;SG	N;NOM;FEM;SG
kemenangan	νίκη	kemenangan	νίκη	N;SG	N;ACC;FEM;SG
kemenangan	θρίαμβος	kemenangan	θρίαμβος	N;SG	N;NOM;MASC;SG
kemenangan	θρίαμβο	kemenangan	θρίαμβο	N;SG	N;NOM;NEUT;SG
artinya	έννοια	arti	έννοια	N;SG	N;NOM;FEM;SG
artinya	νόημα	arti	νόημα	N;SG	N;NOM;NEUT;SG
misi	αποστολή	misi	αποστολή	N;SG	N;NOM;FEM;SG
satelit	δορυφόρο	satelit	δορυφόρο	N;SG	N;ACC;MASC;SG
kejadian	περιστατικό	kejadian	περιστατικό	N;SG	N;NOM;NEUT;SG
kejadian	συμβάν	kejadian	συμβάν	N;SG	N;NOM;NEUT;SG
sukses	επιτυχής	sukses	επιτυχής	ADJ;SG	ADJ;NOM;FEM;SG
sukses	επιτυχημένος	sukses	επιτυχημένος	ADJ;SG	ADJ;NOM;MASC;SG
sukses	επιτυχής	sukses	επιτυχής	ADJ;SG	ADJ;NOM;FEM;SG
massa	μαφία	massa	μαφία	N	N;NOM;FEM;SG
massa	όχλος	massa	όχλος	N	N;NOM;MASC;SG
massa	όχλο	massa	όχλος	N	N;ACC;MASC;SG
massa	μάζες	massa	μάζη	N	N;NOM;FEM;PL
massa	μάζα	massa	μάζα	N	N;NOM;FEM;SG
dibagi	διαιρεμένη	dibagi	διαιρέμω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dibagi	διχασμένη	dibagi	διχάζω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dibagi	διαιρείται	dibagi	διαιρώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
jawab	απαντηση	jawab	απαντηση	N;SG;ACT	N;ACC;FEM;SG
jawab	απάντηση	jawab	απάντηση	N;SG;ACT	N;ACC;FEM;SG
petani	γεωργός	petani	γεωργός	N;SG	N;NOM;MASC;SG
petani	αγρότης	petani	αγρότης	N;SG	N;NOM;MASC;SG
petani	γεωργό	petani	γεωργός	N;SG	N;ACC;MASC;SG
bar	κάγκελα	bar	κάγκελος	N	N;NOM;NEUT;PL
bar	μπαρ	bar	μπαρ	N	N;NOM;NEUT;PL
bar	ράβδοι	bar	ράβδος	N	N;NOM;FEM;PL
bar	μπάρες	bar	μπάρα	N	N;NOM;FEM;PL
bar	ράβδος	bar	ράβδος	N	N;NOM;FEM;SG
bar	μπαρ	bar	μπαρ	N	N;NOM;NEUT;PL
bar	μπάρ	bar	μπάρ	N	N;NOM;NEUT;SG
bar	μπάρα	bar	μπάρα	N	N;NOM;FEM;SG
membunuh	σκοτώσει	menbunuh	σκοτώνω	V;SG;ACT	V;PFV;NFIN;ACT
membunuh	σκότωσε	menbunuh	σκοτώνω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
berkata	λέγοντας	berkata	λέγω	V;SG;ACT	V;IPFV;V.CVB;ACT
berkata	είπε	berkata	λέγω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
berkata	λεει	berkata	λέγω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berkata	λέει	berkata	λέγω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
nominasi	υποψηφιότητα	nominasi	υποψηφιότητα	N;SG	N;ACC;FEM;SG
nominasi	διορισμός	nominasi	διορισμός	N;SG	N;NOM;MASC;SG
desain	σχεδιασμό	desain	σχεδιασμός	N;SG	N;ACC;MASC;SG
desain	σχεδίαση	desain	σχεδίαση	N;SG	N;ACC;FEM;SG
desain	σχέδιο	desain	σχέδιο	N;SG	N;NOM;NEUT;SG
desain	σχεδιασμός	desain	σχεδιασμός	N;SG	N;NOM;MASC;SG
terima	αποδοχή	terrima	αποδοχή	N;SG;ACT	N;ACC;FEM;SG
puncak	τοπ	puncak	τοπ	N;SG	N
puncak	κορυφή	puncak	κορυφή	N;SG	N;ACC;FEM;SG
puncak	κορύφωση	puncak	κορύφωση	N;SG	N;ACC;FEM;SG
puncak	κορυφή	puncak	κορυφή	N;SG	N;ACC;FEM;SG
puncak	αιχμή	puncak	αιχμή	N;SG	N;NOM;FEM;SG
dibintangi	πρωταγωνιστεί	dibintangi	πρωταγωνίζω	V;SG;PASS	V;PFV;IND;SG;3;FIN;PASS
insting	ένστικτο	insting	ένστικτος	N;SG	N;NOM;NEUT;SG
insting	ένστικτο	insting	ένστικτος	N;SG	N;NOM;NEUT;SG
insting	ένστικτό	insting	ένστικτός	N;SG	N;NOM;NEUT;SG
profil	προφιλ	profil	προφιλ	N;SG	N;NOM;NEUT;SG
profil	προφίλ	profil	προφίλ	N;SG	N;ACC;NEUT;SG
profil	προφιλ	profil	προφιλ	N;SG	N;NOM;NEUT;SG
profil	προφίλ	profil	προφίλ	N;SG	N;ACC;NEUT;SG
system	συστημα	system	συστημα	N	N;NOM;NEUT;SG
system	σύστημα	system	σύστημα	N	N;NOM;NEUT;SG
terlibat	αρραβωνιάστηκε	terlibat	αρραβωνιάζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
terlibat	αρραβωνιασμένος	terlibat	αρραβωνιασμένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
terlibat	αρραβωνιασμένη	terlibat	αρραβωνιάζω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
pembagian	μεραρχία	penbagian	μεραρχία	N;SG	N;ACC;FEM;SG
pembagian	διαίρεση	penbagian	διαίρεση	N;SG	N;NOM;FEM;SG
tindakan	δραση	tindakan	δραση	N;SG	N;NOM;FEM;SG
tindakan	δράση	tindakan	δράση	N;SG	N;NOM;FEM;SG
tindakan	δράσης	tindakan	δράση	N;SG	N;GEN;FEM;SG
sekretaris	γραμματέας	sekretaris	γραμματέας	N;SG	N;NOM;MASC;SG
sekretaris	γραμματέα	sekretaris	γραμματέας	N;SG	N;ACC;MASC;SG
biru	μπλέ	biru	μπλέ	N;SG	N
biru	μπλε	biru	μπλε	N;SG	N
biru	γαλάζιο	biru	γαλάζιος	N;SG	N;NOM;NEUT;SG
gadis	κοπέλα	gadis	κοπέλα	N;SG	N;NOM;FEM;SG
gadis	κορίτσι	gadis	κορίτσι	N;SG	N;NOM;NEUT;SG
entertainment	διασκέδαση	entertainment	διασκέδαση	N	N;NOM;FEM;SG
entertainment	ψυχαγωγία	entertainment	ψυχαγωγία	N	N;NOM;FEM;SG
olimpiade	ολυμπιάδα	olimpiade	ολυμπιάδα	N;SG	N;NOM;FEM;SG
satuan	μονάδα	satuan	μονάδα	N;SG	N;NOM;FEM;SG
efek	αποτέλεσμα	efek	αποτέλεσμα	N;SG	N;ACC;NEUT;SG
efek	επίδραση	efek	επίδραση	N;SG	N;ACC;FEM;SG
calon	υποψήφιο	calon	υποψήφιο	N;SG	N;NOM;NEUT;SG
upaya	προσπάθεια	upaya	προσπάθεια	N;SG	N;NOM;FEM;SG
upaya	απόπειρα	upaya	απόπειρα	N;SG	N;NOM;FEM;SG
upaya	προσπάθεια	upaya	προσπάθεια	N;SG	N;NOM;FEM;SG
upaya	προσπαθεια	upaya	προσπαθεια	N;SG	N;ACC;FEM;SG
pembuatan	δημιουργία	penbuatan	δημιουργία	N;SG	N;ACC;FEM;SG
ajaran	δόγμα	ajaran	δόγμα	N;SG	N;NOM;NEUT;SG
uskup	επίσκοπος	uskup	επίσκοπος	N;SG	N;NOM;MASC;SG
harga	τιμή	harga	τιμή	N;SG	N;NOM;FEM;SG
harga	τιμολόγησης	harga	τιμολόγηση	N;SG	N;GEN;FEM;SG
harga	τιμολόγηση	harga	τιμολόγηση	N;SG	N;ACC;FEM;SG
kebutuhan	αναγκη	kebutuhan	αναγκη	N;SG	N;ACC;FEM;SG
kebutuhan	ανάγκη	kebutuhan	ανάγκη	N;SG	N;ACC;FEM;SG
kebutuhan	αναγκαιότητα	kebutuhan	αναγκαιότητα	N;SG	N;ACC;FEM;SG
menyediakan	παρέχει	mensediakan	παρέχω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyediakan	παρέχοντας	mensediakan	παρέχω	V;SG;ACT	V;IPFV;V.CVB;ACT
menyediakan	παρέχει	mensediakan	παρέχω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
remaja	έφηβη	remaja	έφηβος	N;SG	N;NOM;FEM;SG
remaja	έφηβος	remaja	έφηβος	N;SG	N;NOM;MASC;SG
remaja	έφηβη	remaja	έφηβος	N;SG	N;NOM;FEM;SG
remaja	έφηβος	remaja	έφηβος	N;SG	N;NOM;MASC;SG
remaja	εφηβεία	remaja	εφηβεία	N;SG	N;NOM;FEM;SG
terminal	τερματικό	terminal	τερματικός	N	N;NOM;NEUT;SG
biaya	αμοιβή	biaya	αμοιβός	N;SG	N;NOM;FEM;SG
biaya	κόστος	biaya	κόστος	N;SG	N;NOM;NEUT;SG
biaya	φόρτιση	biaya	φόρτιση	N;SG	N;ACC;FEM;SG
biaya	χρέωση	biaya	χρέωση	N;SG	N;ACC;FEM;SG
biaya	κόστος	biaya	κόστος	N;SG	N;NOM;NEUT;SG
kuning	κίτρινο	kuning	κίτρινος	N;SG	N;NOM;NEUT;SG
terbagi	διαιρεμένη	terbagi	διαιρέμω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
terbagi	διχασμένη	terbagi	διχάζω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
terbagi	διαιρείται	terbagi	διαιρώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
artis	καλλιτέχνη	artis	καλλιτέχνος	N;SG	N;ACC;MASC;SG
artis	καλλιτέχνης	artis	καλλιτέχνος	N;SG	N;NOM;MASC;SG
memenuhi	πληροί	menpenuhi	πληρώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memenuhi	συναντά	menpenuhi	συναντώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memenuhi	εκπληρώσει	menpenuhi	εκπληρώνω	V;SG;ACT	V;PFV;IND;SG;3;FIN;ACT
memenuhi	εκπλήρωσε	menpenuhi	εκπληρώνω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
rekaman	εγγραφή	rekaman	εγγραφή	N;SG	N;NOM;FEM;SG
rekaman	καταγραφή	rekaman	καταγραφή	N;SG	N;ACC;FEM;SG
rekaman	ηχογράφηση	rekaman	ηχογράφηση	N;SG	N;ACC;FEM;SG
rekaman	ταινία	rekaman	ταινία	N;SG	N;NOM;FEM;SG
rekaman	κασέτα	rekaman	κασέτα	N;SG	N;NOM;FEM;SG
tahap	στάδιο	tahap	στάδιο	N;SG	N;NOM;NEUT;SG
game	παιχνίδι	game	παιχνίδι	N;SG	N;NOM;NEUT;SG
pertemuan	συνάντηση	pertemuan	συνάντηση	N;SG	N;ACC;FEM;SG
pertemuan	σύσκεψη	pertemuan	σύσκεψη	N;SG	N;ACC;FEM;SG
pertemuan	συνεδρίαση	pertemuan	συνεδρίαση	N;SG	N;NOM;FEM;SG
administrasi	διοίκηση	administrasi	διοίκηση	N;SG	N;ACC;FEM;SG
administrasi	χορήγηση	administrasi	χορήγηση	N;SG	N;ACC;FEM;SG
langit	ουρανού	langit	ουρανός	N;SG	N;GEN;NEUT;SG
langit	ουρανό	langit	ουρανός	N;SG	N;ACC;MASC;SG
indah	όμορφη	indah	όμορφος	ADJ;SG	ADJ;NOM;FEM;SG
indah	εξαίσιο	indah	εξαίσιο	ADJ;SG	ADJ;NOM;NEUT;SG
indah	εξαιρετικό	indah	εξαιρετικός	ADJ;SG	ADJ;NOM;NEUT;SG
mencakup	καλύπτει	mencakup	καλύπτω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mencakup	περιλαμβάνει	mencakup	περιλαμβάνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dibawah	υπό	dibawah	υπό	ADP;SG;PASS	ADP
perwakilan	αντιπροσώπευση	perwakilan	αντιπροσώπευση	N;SG	N;NOM;FEM;SG
perwakilan	εκπροσώπηση	perwakilan	εκπροσώπηση	N;SG	N;ACC;FEM;SG
perwakilan	αναπαράσταση	perwakilan	αναπαράσταση	N;SG	N;ACC;FEM;SG
perwakilan	αντιπρόσωπος	perwakilan	αντιπρόσωπος	N;SG	N;NOM;MASC;SG
perwakilan	εκπρόσωπος	perwakilan	εκπρόσωπος	N;SG	N;NOM;MASC;SG
pagi	πρωί	pagi	πρωί	N;SG	N;ACC;NEUT;SG
pagi	καλημέρα	pagi	καλημέρα	N;SG	N;VOC;FEM;SG
dilihat	εθεάθη	dilihat	εθεάθω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
percaya	πίστεψε	percaya	πιστεύω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
percaya	πιστεύοντας	percaya	πιστεύω	V;SG;ACT	V;IPFV;V.CVB;ACT
lengkap	πλήρη	lengkap	πλήρης	ADJ;SG	ADJ;NOM;FEM;SG
lengkap	πλήρης	lengkap	πλήρης	ADJ;SG	ADJ;NOM;FEM;SG
volume	όγκος	volume	όγκος	N;SG	N;NOM;MASC;SG
volume	όγκο	volume	όγκος	N;SG	N;ACC;MASC;SG
volume	τόμος	volume	τόμος	N;SG	N;NOM;MASC;SG
tari	χορός	tari	χορός	N;SG	N;NOM;MASC;SG
tari	χορό	tari	χορό	N;SG	N;ACC;MASC;SG
bukti	απόδειξη	bukti	απόδειξη	N;SG	N;ACC;FEM;SG
adipati	δούκας	adipati	δούκα	N	N;NOM;MASC;SG
adipati	δούκα	adipati	δούκα	N	N;ACC;MASC;SG
kopi	καφέ	kopi	καφένας	N;SG	N;NOM;NEUT;SG
kopi	καφε	kopi	καφε	N;SG	N;NOM;NEUT;SG
kopi	καφές	kopi	καφής	N;SG	N;NOM;MASC;SG
region	περιφερειών	region	περιφέρεια	N	N;GEN;FEM;PL
region	περιοχές	region	περιοχή	N	N;NOM;FEM;PL
region	περιφέρειες	region	περιφέρεια	N	N;NOM;FEM;PL
region	περιφέρεια	region	περιφέρεια	N	N;NOM;FEM;SG
region	περιοχή	region	περιοχή	N	N;NOM;FEM;SG
diterima	ελήφθη	diterima	λαμβάνω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
merilis	εξαπολύει	menrilis	εξαπολύω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ibrani	ιουδαιο	ibrani	ιουδαιο	N	N;SG
kompleks	συγκρότημα	kompleks	συγκρότημα	N;SG	N;NOM;NEUT;SG
hujan	βροχή	hujan	βροχή	N;SG	N;ACC;FEM;SG
makam	νεκροταφείο	makam	νεκροταφείο	N;SG	N;NOM;NEUT;SG
makam	τάφος	makam	τάφος	N;SG	N;NOM;MASC;SG
makam	τάφο	makam	τάφος	N;SG	N;ACC;MASC;SG
makam	τάφος	makam	τάφος	N;SG	N;NOM;MASC;SG
makam	τάφο	makam	τάφος	N;SG	N;ACC;MASC;SG
makam	μαυσωλείο	makam	μαυσωλείο	N;SG	N;NOM;NEUT;SG
ketinggian	υψόμετρο	ketinggian	υψόμετρο	N;SG	N;NOM;NEUT;SG
ketinggian	ύψος	ketinggian	ύψος	N;SG	N;NOM;NEUT;SG
ketinggian	χάιτς	ketinggian	χάιτς	N;SG	N
ketinggian	υψόμετρο	ketinggian	υψόμετρο	N;SG	N;NOM;NEUT;SG
ketinggian	ανύψωση	ketinggian	ανύψωση	N;SG	N;ACC;FEM;SG
kejuaraan	πρωτάθλημα	kejuaraan	πρωτάθλημα	N;SG	N;NOM;NEUT;SG
profesional	επαγγελματικό	profesional	επαγγελματικός	ADJ;SG	ADJ;NOM;NEUT;SG
profesional	επαγγελματική	profesional	επαγγελματικός	ADJ;SG	ADJ;NOM;FEM;SG
pembentukan	ίδρυση	penbentukan	ίδρυση	N;SG	N;NOM;FEM;SG
pembentukan	σχηματισμός	penbentukan	σχηματισμός	N;SG	N;NOM;MASC;SG
pembentukan	σχηματισμό	penbentukan	σχηματισμός	N;SG	N;ACC;MASC;SG
mengumumkan	ανακοινώνοντας	menumumkan	ανακοινώνω	V;SG;ACT	V;IPFV;V.CVB;ACT
mengumumkan	ανακοίνωσε	menumumkan	ανακοινώνω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
mengumumkan	ανακοινώσω	menumumkan	ανακοινώνω	V;SG;ACT	V;PFV;IND;SG;1;FIN;ACT
mengumumkan	ανακοίνωσε	menumumkan	ανακοινώνω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
dipilih	επιλέχθηκε	dipilih	επιλέχομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dipilih	επιλεγμένη	dipilih	επιλέγω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dipilih	επιλεγμένο	dipilih	επιλέγω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
dipilih	επιλέχθηκε	dipilih	επιλέχομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
konser	κονσέρτο	konser	κονσέρτο	N;SG	N;NOM;NEUT;SG
konser	συναυλία	konser	συναυλία	N;SG	N;ACC;FEM;SG
sayap	πτέρυγα	sayap	πτέρυγα	N;SG	N;NOM;FEM;SG
sayap	φτερό	sayap	φτερός	N;SG	N;NOM;NEUT;SG
suka	άρεσε	suka	αρώνω	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
suka	αρέσει	suka	αρίσκω	V;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
channel	κανάλι	channel	κανάλι	N	N;NOM;NEUT;SG
parlemen	βουλή	parlemen	βουλή	N;SG	N;NOM;FEM;SG
parlemen	κοινοβούλιο	parlemen	κοινοβούλιο	N;SG	N;NOM;NEUT;SG
parlemen	κοινοβουλίου	parlemen	κοινοβούλιο	N;SG	N;GEN;NEUT;SG
putaran	περιστροφή	putaran	περιστροφή	N;SG	N;NOM;FEM;SG
penonton	προβολέας	pentonton	προβολέας	N;SG	N;NOM;MASC;SG
penonton	θεατή	pentonton	θεατός	N;SG	N;ACC;MASC;SG
penonton	κοινό	pentonton	κοινό	N;SG	N;NOM;NEUT;SG
penonton	ακροατήριο	pentonton	ακροατήριο	N;SG	N;NOM;NEUT;SG
penonton	κοινο	pentonton	κοινο	N;SG	N;NOM;NEUT;SG
tema	θεμα	tema	θεμα	N;SG	N;NOM;NEUT;SG
tema	θέμα	tema	θέμα	N;SG	N;NOM;NEUT;SG
setuju	συμφώνησε	setuju	συμφωνώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
setuju	συμφωνώ	setuju	συμφωνώ	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
komandan	διοικητής	komandan	διοικητής	N;SG	N;NOM;MASC;SG
komandan	διοικητή	komandan	διοικητής	N;SG	N;ACC;MASC;SG
komandan	διοικητής	komandan	διοικητής	N;SG	N;NOM;MASC;SG
komandan	διοικητή	komandan	διοικητής	N;SG	N;ACC;MASC;SG
pemuda	νιότη	pemuda	νιότης	N;SG	N;ACC;FEM;SG
pemuda	νεολαία	pemuda	νεολαία	N;SG	N;NOM;FEM;SG
pemuda	νεότητα	pemuda	νεότητα	N;SG	N;NOM;FEM;SG
golongan	φατρία	golongan	φατρία	N;SG	N;NOM;FEM;SG
motor	μοτοσυκλέτα	motor	μοτοσυκλέτα	N;SG	N;NOM;FEM;SG
motor	μοτοσικλέτα	motor	μοτοσικλέτα	N;SG	N;NOM;FEM;SG
motor	κινητήρας	motor	κινητήρας	N;SG	N;NOM;MASC;SG
motor	κινητήρα	motor	κινητήρας	N;SG	N;ACC;MASC;SG
miliar	δισεκατομμύριο	miliar	δισεκατομμύριο	N	N;NOM;NEUT;SG
miliar	δισ	miliar	δίν	N	N
miliar	δισεκατομμύρια	miliar	δισεκατομμύριο	N	N;NOM;NEUT;PL
miliar	δισεκατομμύρια	miliar	δισεκατομμύριο	N	N;NOM;NEUT;PL
diikuti	ακολουθείται	diikuti	ακολουθώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
lulus	αποφοίτησε	lulus	αποφοιτώ	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
lulus	πέρασε	lulus	περνώ	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
lulus	περάσει	lulus	περνώ	V;SG	V;PFV;NFIN;ACT
pernikahan	γάμο	pernikahan	γάμος	N;SG	N;NOM;NEUT;SG
pernikahan	γάμος	pernikahan	γάμος	N;SG	N;NOM;MASC;SG
pernikahan	γάμο	pernikahan	γάμος	N;SG	N;NOM;NEUT;SG
pernikahan	γάμος	pernikahan	γάμος	N;SG	N;NOM;MASC;SG
melayani	υπηρετώ	menlayani	υπηρετώ	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
melayani	εξυπηρετεί	menlayani	εξυπηρίζω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melayani	υπηρετεί	menlayani	υπηρώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
terbatas	περιορισμένη	terbatas	περιορίζω	V;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
terbatas	περιορισμένο	terbatas	περιορίζω	V;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
terbatas	περιορισμένος	terbatas	περιορισμένος	V;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
terbatas	περιορισμένη	terbatas	περιορίζω	V;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
terbatas	περιορισμένος	terbatas	περιορισμένος	V;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
terbatas	περιορισμένο	terbatas	περιορίζω	V;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
pemeran	γύψο	penperan	γύψος	N;SG	N;NOM;NEUT;SG
turnamen	τουρνουά	turnamen	τουρνο	N;SG	N;NOM;NEUT;SG
turnamen	τουρνουά	turnamen	τουρνο	N;SG	N;NOM;NEUT;SG
dokter	γιατρός	dokter	γιατρός	N;SG	N;NOM;MASC;SG
dokter	ιατρός	dokter	ιατρός	N;SG	N;NOM;MASC;SG
dokter	γιατρός	dokter	γιατρός	N;SG	N;NOM;MASC;SG
dokter	γιατρό	dokter	γιατρός	N;SG	N;NOM;MASC;SG
kuil	ναός	kuil	ναός	N;SG	N;NOM;MASC;SG
kuil	ναό	kuil	ναός	N;SG	N;ACC;MASC;SG
