마스터즈	αφέντες	마스터즈	αφήντης	N	N;NOM;MASC;PL
서식	μορφοποίησης	서식	μορφοποίηση	N	N;GEN;FEM;SG
산책	βόλτα	산책	βόλτα	N	N;NOM;FEM;SG
산책	περπάτημα	산책	περπάτημα	N	N;NOM;NEUT;SG
추첨	κλήρωση	추첨	κλήρωση	N	N;NOM;FEM;SG
추첨	σχεδίαση	추첨	σχεδίαση	N	N;ACC;FEM;SG
추첨	ισοπαλία	추첨	ισοπαλία	N	N;ACC;FEM;SG
물품	εμπορεύματα	물품	εμπόρευμα	N	N;NOM;NEUT;PL
물품	αγαθά	물품	αγαθό	N	N;NOM;NEUT;PL
물품	εμπορευμάτων	물품	εμπόρευμα	N	N;GEN;NEUT;PL
물품	αγαθό	물품	αγαθό	N	N;NOM;NEUT;SG
물품	εμπόρευμα	물품	εμπόρευμα	N	N;NOM;NEUT;SG
그리기	επιστήσω	그리+기	εφιστώ	V	V;PFV;IND;SG;1;FIN;ACT
용품	εφόδια	용품	εφόδιο	N	N;NOM;NEUT;PL
용품	προμήθειες	용품	προμήθεια	N	N;NOM;FEM;PL
마술	μαγεία	마술	μαγείο	N	N;ACC;FEM;SG
부담	βάρος	부담	βάρος	N	N;ACC;NEUT;SG
부담	φόρτος	부담	φόρτος	N	N;NOM;MASC;SG
부담	επιβάρυνση	부담	επιβάρυνση	N	N;ACC;FEM;SG
각색	προσαρμογές	각색	προσαρμογή	N	N;NOM;FEM;PL
바리톤	βαρύτονος	바리톤	βαρύτονος	N	N;NOM;MASC;SG
강조	έμφαση	강조	έμφαση	N	N;ACC;FEM;SG
강조	έντασης	강조	ένταση	N	N;GEN;FEM;SG
강조	ένταση	강조	ένταση	N	N;ACC;FEM;SG
탐구	έρευνες	탐구	έρευνα	N	N;NOM;FEM;PL
수염	γένια	수염	γένια	N	N;NOM;NEUT;PL
수염	γενειάδα	수염	γενειάδα	N	N;NOM;FEM;SG
수염	μούσι	수염	μούσι	N	N;NOM;NEUT;SG
수염	γένια	수염	γένια	N	N;NOM;NEUT;PL
매뉴얼	χειροκίνητο	매뉴얼	χειροκίνητο	N	N;NOM;NEUT;SG
매뉴얼	χειροκίνητα	매뉴얼	χειροκίνητο	N	N;NOM;NEUT;PL
매뉴얼	εγχειρίδιο	매뉴얼	εγχειρίδιο	N	N;NOM;NEUT;SG
카노	kano	카노	kano		
안전성	ασφάλεια	안전성	ασφάλεια	N	N;NOM;FEM;SG
예매	κράτηση	예매	κράτηση	N	N;NOM;FEM;SG
향수	νοσταλγία	향수	νοσταλγία	N	N;NOM;FEM;SG
향수	αρώματα	향수	άρωμα	N	N;NOM;NEUT;PL
향수	νοσταλγία	향수	νοσταλγία	N	N;NOM;FEM;SG
향수	άρωμα	향수	άρωμα	N	N;NOM;NEUT;SG
향수	άρωμα	향수	άρωμα	N	N;NOM;NEUT;SG
향수	αρώματα	향수	άρωμα	N	N;NOM;NEUT;PL
국민투표	δημοψήφισμα	국민투표	δημοψήφισμα	N	N;NOM;NEUT;SG
수니파	σουνίτες	수니파	σουνίτης	N	N;NOM;MASC;PL
술집	παμπ	술집	παμπ	N	N;NOM;NEUT;SG
술집	παμπ	술집	παμπ	N	N;NOM;NEUT;SG
부관	αναπληρωτής	부관	αναπληρωτής	N	N;NOM;MASC;SG
부관	βοηθός	부관	βοηθός	N	N;NOM;MASC;SG
부관	αναπληρωτή	부관	αναπληρωτής	N	N;VOC;MASC;SG
신탁	εμπιστοσύνη	신탁	εμπιστοσύνη	N	N;ACC;FEM;SG
칙령	διάταγμα	칙령	διάταγμα	N	N;NOM;NEUT;SG
상어	καρχαρίες	상어	καρχαρία	N	N;NOM;MASC;PL
상어	καρχαρίας	상어	καρχαρία	N	N;NOM;FEM;SG
상어	καρχαρία	상어	καρχαρία	N	N;NOM;MASC;SG
근로자	εργαζόμενοι	근로자	εργαζόμενος	N	N;NOM;MASC;PL
근로자	εργαζομένων	근로자	εργαζόμενος	N	N;GEN;MASC;PL
근로자	εργάτες	근로자	εργάτης	N	N;NOM;MASC;PL
근로자	εργαζόμενος	근로자	εργαζόμενος	N	N;NOM;MASC;SG
근로자	εργάτη	근로자	εργάτος	N	N;NOM;MASC;SG
근로자	εργάτης	근로자	εργάτης	N	N;NOM;MASC;SG
응답	απαντήσεις	응답	απάντηση	N	N;NOM;FEM;PL
응답	απαντήσεις	응답	απάντηση	N	N;NOM;FEM;PL
응답	απαντηση	응답	απαντηση	N	N;ACC;FEM;SG
응답	απάντηση	응답	απάντηση	N	N;ACC;FEM;SG
응답	απαντηση	응답	απαντηση	N	N;ACC;FEM;SG
응답	απάντηση	응답	απάντηση	N	N;ACC;FEM;SG
응답	ανταπόκριση	응답	ανταπόκριση	N	N;ACC;FEM;SG
응답	απόκριση	응답	απόκριση	N	N;ACC;FEM;SG
응답	αντίδραση	응답	αντίδραση	N	N;ACC;FEM;SG
저널리즘	δημοσιογραφία	저널리즘	δημοσιογραφία	N	N;NOM;FEM;SG
텅스텐	βολφραμίου	텅스텐	βολφραμίο	N	N;GEN;NEUT;SG
이륙	απογείωση	이륙	απογείωση	N	N;ACC;FEM;SG
등대	φάρος	등대	φάρος	N	N;NOM;MASC;SG
던지기	πετώντας	던지기	πετώ	V	V;IPFV;V.CVB;ACT
픽션	μυθιστόρημα	픽션	μυθιστόρημα	N	N;NOM;NEUT;SG
픽션	φαντασία	픽션	φαντασία	N	N;NOM;FEM;SG
학업	ακαδημαϊκό	학업	ακαδημαϊκός	N	N;NOM;NEUT;SG
혐오	απέχθεια	혐오	απέχθεια	N	N;ACC;FEM;SG
혐오	μίσος	혐오	μίσος	N	N;NOM;NEUT;SG
혐오	μίσος	혐오	μίσος	N	N;NOM;NEUT;SG
등산	ανάβαση	등산	ανάβαση	N	N;ACC;FEM;SG
등산	αναρρίχηση	등산	αναρρίχηση	N	N;ACC;FEM;SG
착용	φθορά	착용	φθορά	N	N;NOM;FEM;SG
천장	ταβάνι	천장	ταβάνι	N	N;NOM;NEUT;SG
천장	οροφής	천장	οροφή	N	N;GEN;FEM;SG
천장	οροφή	천장	οροφή	N	N;ACC;FEM;SG
천장	οροφές	천장	οροφή	N	N;NOM;FEM;PL
다면체	πολύεδρο	다면체	πολύεδρος	N	N;NOM;NEUT;SG
신용카드	πίστωση	신용카드	πίστωση	N	N;ACC;FEM;SG
대리석	μάρμαρο	대리석	μάρμαρο	N	N;NOM;NEUT;SG
대리석	μπίλιες	대리석	μπίλια	N	N;NOM;FEM;PL
재개발	ανάπλασης	재개발	ανάπλαση	N	N;GEN;FEM;SG
재개발	ανάπλαση	재개발	ανάπλαση	N	N;ACC;FEM;SG
핸드	χέρι	핸드	χέρι	N	N;NOM;NEUT;SG
보행자	πεζό	보행자	πεζό	N	N;NOM;MASC;SG
보행자	πεζών	보행자	πεζή	N	N;GEN;NEUT;PL
보행자	πεζοί	보행자	πεζοί	N	N;NOM;MASC;PL
보행자	πεζών	보행자	πεζή	N	N;GEN;NEUT;PL
당구	μπιλιάρδου	당구	μπιλιάρδος	N	N;NOM;NEUT;SG
형제들	αδέλφια	형제+들	αδέρφι	N	N;NOM;NEUT;PL
형제들	αδέρφια	형제+들	αδέρφι	N	N;NOM;NEUT;PL
형제들	αδελφοί	형제+들	αδελφός	N	N;NOM;MASC;PL
외로운	μοναχικά	외롭+ㄴ	μοναχικός	ADJ	ADJ;NOM;NEUT;PL
외로운	μοναχικό	외롭+ㄴ	μοναχικός	ADJ	ADJ;NOM;NEUT;SG
외로운	μοναχικός	외롭+ㄴ	μοναχικός	ADJ	ADJ;NOM;MASC;SG
라벨	ετικέτες	라벨	ετικέτα	N	N;NOM;FEM;PL
라벨	ετικέτα	라벨	ετικέτα	N	N;NOM;FEM;SG
벽돌	τούβλα	벽돌	τούβλα	N	N;NOM;NEUT;PL
벽돌	τούβλο	벽돌	τούβλο	N	N;NOM;NEUT;SG
폴란드인	πόλους	폴란드인	πόλος	N	N;NOM;MASC;PL
백금	πλατίνα	백금	πλατίνα	N	N;NOM;FEM;SG
걷기	περπατώντας	걷+기	περπατώ	V	V;IPFV;V.CVB;ACT
걷기	περπατάει	걷+기	περπατώ	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
걷기	περπατά	걷+기	περπατός	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
걷기	περπάτησε	걷+기	περπατώ	V	V;PFV;IND;SG;3;PST;FIN;ACT
걷기	περπατούσε	걷+기	περπατώ	V	V;IPFV;IND;SG;3;PST;FIN;ACT
바지	παντελόνι	바지	παντελόνι	N	N;NOM;NEUT;SG
바지	παντελόνια	바지	παντελόνιος	N	N;NOM;NEUT;PL
바지	παντελόνι	바지	παντελόνι	N	N;NOM;NEUT;SG
바지	παντελόνια	바지	παντελόνιος	N	N;NOM;NEUT;PL
광업	εξόρυξης	광업	εξόρυξη	N	N;GEN;FEM;SG
광업	ορυχεία	광업	ορυχεία	N	N;NOM;NEUT;PL
광업	εξόρυξη	광업	εξόρυξη	N	N;NOM;FEM;SG
부트	μπότα	부트	μπότα	N	N;NOM;FEM;SG
오르기	σκαρφάλωσε	오르+기	σκαρφαλώνω	V	V;PFV;IND;SG;3;PST;FIN;ACT
완화	μετριασμό	완화	μετριασμός	N	N;ACC;MASC;SG
완화	μετριασμού	완화	μετριασμός	N	N;VOC;MASC;SG
완화	χαλάρωση	완화	χαλάρωση	N	N;NOM;FEM;SG
회귀	οπισθοδρόμηση	회귀	οπισθοδρόμηση	N	N;ACC;FEM;SG
회귀	παλινδρόμησης	회귀	παλινδρόμηση	N	N;GEN;FEM;SG
떠나기	αφήσω	떠나+기	αφήνω	V	V;PFV;IND;SG;1;FIN;ACT
떠나기	φεύγεις	떠나+기	φεύγη	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
떠나기	φεύγει	떠나+기	φεύγω	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
떠나기	αφήνοντας	떠나+기	αφήνω	V	V;IPFV;V.CVB;ACT
농도	συγκεντρώσεις	농도	σύγκεντρωση	N	N;NOM;FEM;PL
농도	συγκέντρωση	농도	συγκέντρωση	N	N;ACC;FEM;SG
농도	βάθος	농도	βάθος	N	N;ACC;NEUT;SG
슬롯	υποδοχή	슬롯	υποδοχή	N	N;NOM;FEM;SG
슬롯	σχισμή	슬롯	σχισμή	N	N;NOM;FEM;SG
다이오드	δίοδο	다이오드	δίοδος	N	N;ACC;FEM;SG
다이오드	διόδους	다이오드	δίοδος	N	N;NOM;FEM;PL
샘플링	δείγμα	샘플링	δείγμα	N	N;NOM;NEUT;SG
샘플링	δειγματοληψίας	샘플링	δειγματοληψία	N	N;GEN;FEM;SG
샘플링	δειγματοληψία	샘플링	δειγματοληψία	N	N;NOM;FEM;SG
튜브	σωληνάριο	튜브	σωληνάριο	N	N;NOM;NEUT;SG
튜브	σωλήνας	튜브	σωλήνα	N	N;NOM;MASC;SG
튜브	σωλήνα	튜브	σωλήνα	N	N;NOM;MASC;SG
튜브	λυχνίες	튜브	λυχνία	N	N;NOM;FEM;PL
튜브	σωλήνες	튜브	σωλήνη	N	N;NOM;FEM;PL
카트	καρτ	카트	καρτ	N	N;NOM
카트	κάρο	카트	κάρο	N	N;SG
레저	αναψυχής	레저	αναψυχή	N	N;GEN;FEM;SG
레저	αναψυχή	레저	αναψυχή	N	N;NOM;FEM;SG
레저	ψυχαγωγία	레저	ψυχαγωγία	N	N;NOM;FEM;SG
마르코프	μάρκοφ	마르코프	μάρκοφ	N	N;NOM;NEUT;SG
직위	στίγμα	직위	στίγμα	N	N;NOM;NEUT;SG
직위	θεση	직위	θεση	N	N;ACC;FEM;SG
직위	θέση	직위	θέση	N	N;ACC;FEM;SG
직위	θέσεις	직위	θέση	N	N;NOM;FEM;PL
직위	θεσεις	직위	θεση	N	N;NOM;FEM;PL
진흙	λάσπη	진흙	λάσπη	N	N;NOM;FEM;SG
진흙	λάσπες	진흙	λάσπ	N	N;NOM;FEM;PL
적응	προσαρμογή	적응	προσαρμογή	N	N;NOM;FEM;SG
적응	προσαρμογή	적응	προσαρμογή	N	N;NOM;FEM;SG
적응	προσαρμογή	적응	προσαρμογή	N	N;NOM;FEM;SG
입원	νοσηλεία	입원	νοσηλείο	N	N;NOM;FEM;SG
흡연	κάπνισμα	흡연	κάπνισμα	N	N;NOM;NEUT;SG
흡연	καπνιστής	흡연	καπνιστής	N	N;NOM;MASC;SG
복권	λόττο	복권	λόττο	N	N;NOM;NEUT;SG
복권	κλήρωση	복권	κλήρωση	N	N;NOM;FEM;SG
복권	λοταρία	복권	λοταρία	N	N;NOM;FEM;SG
복권	λαχείο	복권	λαχείο	N	N;NOM;NEUT;SG
단속	καταστολή	단속	καταστολή	N	N;ACC;FEM;SG
대머리	φαλακρός	대머리	φαλακρός	N	N;NOM;MASC;SG
호스팅	φιλοξενία	호스팅	φιλοξενία	N	N;NOM;FEM;SG
목차	περιεχόμενα	목차	περιεχόμενο	N	N;NOM;NEUT;PL
목차	περιεχόμενο	목차	περιεχόμενο	N	N;NOM;NEUT;SG
결핵	φυματίωση	결핵	φυματίωση	N	N;NOM;FEM;SG
불평등	ανισότητα	불평등	ανισότητα	N	N;ACC;FEM;SG
불평등	άνιση	불평등	άνιση	N	N;NOM;FEM;SG
남용	κατάχρηση	남용	κατάχρηση	N	N;ACC;FEM;SG
남용	κατάχρηση	남용	κατάχρηση	N	N;ACC;FEM;SG
남용	καταχρήσεις	남용	κατάχρηση	N	N;NOM;FEM;PL
남용	κακοποίηση	남용	κακοποίηση	N	N;ACC;FEM;SG
편집기	συντάκτης	편집기	συντάκτης	N	N;NOM;MASC;SG
편집기	εκδότη	편집기	εκδότης	N	N;VOC;MASC;SG
편집기	επεξεργαστής	편집기	επεξεργαστής	N	N;NOM;MASC;SG
편집기	εκδότης	편집기	εκδότης	N	N;NOM;MASC;SG
편집기	εκδότες	편집기	εκδότης	N	N;NOM;MASC;PL
편집기	συντάκτες	편집기	συντάκτης	N	N;NOM;MASC;PL
줄무늬	λωρίδες	줄무늬	λωρίδα	N	N;NOM;FEM;PL
줄무늬	γαλόνια	줄무늬	γαλόνια	N	N;NOM;NEUT;PL
줄무늬	ρίγες	줄무늬	ρίγος	N	N;NOM;FEM;PL
퇴직	συνταξιοδότησης	퇴직	συνταξιοδότηση	N	N;GEN;FEM;SG
퇴직	συνταξιοδότηση	퇴직	συνταξιοδότηση	N	N;ACC;FEM;SG
퇴직	συνταξιούχος	퇴직	συνταξιούχος	N	N;NOM;MASC;SG
박격포	όλμο	박격포	όλμος	N	N;NOM;MASC;SG
재활	αποτοξίνωση	재활	αποτοξίνωση	N	N;NOM;FEM;SG
재활	αναμόρφωση	재활	αναμόρφωση	N	N;ACC;FEM;SG
재활	επανένταξη	재활	επανένταξη	N	N;ACC;FEM;SG
재활	αποκατάσταση	재활	αποκατάσταση	N	N;ACC;FEM;SG
통증	άλγος	통증	άλγος	N	N;NOM;NEUT;SG
통증	πόνο	통증	πόνο	N	N;ACC;MASC;SG
통증	πόνος	통증	πόνος	N	N;NOM;MASC;SG
통증	πόνοι	통증	πόνος	N	N;NOM;MASC;PL
통증	πόνους	통증	πόνος	N	N;ACC;MASC;PL
복합체	συγκρότημα	복합체	συγκρότημα	N	N;NOM;NEUT;SG
카누	κανό	카누	κανό	N	N;NOM;NEUT;PL
카누	κανό	카누	κανό	N	N;NOM;NEUT;PL
카누	κανό	카누	κανό	N	N;NOM;NEUT;PL
시그널	σινιάλο	시그널	σινιάλος	N	N;NOM;NEUT;SG
시그널	σήμα	시그널	σήμα	N	N;NOM;NEUT;SG
시그널	σημα	시그널	σημα	N	N;NOM;NEUT;SG
어디서나	παντού	어디서나	παντού	ADV	ADV
댓글	σχόλιο	댓글	σχόλιο	N	N;NOM;NEUT;SG
댓글	σχολια	댓글	σχολια	N	N;NOM;NEUT;PL
댓글	σχόλια	댓글	σχόλιο	N	N;NOM;NEUT;PL
댓글	παρατηρήσεις	댓글	παρατήρηση	N	N;NOM;FEM;PL
아래쪽	κατώτερη	아래+쪽	κατώς	N	N;NOM;FEM;SG
아래쪽	πάτος	아래+쪽	πάτος	N	N;NOM;NEUT;SG
아래쪽	βυθό	아래+쪽	βυθός	N	N;NOM;NEUT;SG
플로피	δισκέτα	플로피	δισκέτα	N	N;NOM;FEM;SG
검출	ανίχνευση	검출	ανίχνευση	N	N;NOM;FEM;SG
검출	εντοπισμός	검출	εντοπισμός	N	N;NOM;MASC;SG
검출	ανίχνευσης	검출	ανίχνευση	N	N;GEN;FEM;SG
손상된	κατεστραμμένο	손상+되+ㄴ	κατεστρέφω	V	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
손상된	κατεστραμμένος	손상+되+ㄴ	κατεστραμμένος	V	V;PFV;NOM;MASC;SG;V.PTCP;PASS
손상된	κατεστραμμένη	손상+되+ㄴ	καταστρέφω	V	V;PFV;NOM;FEM;SG;V.PTCP;PASS
걷고	περπατώντας	걷+고	περπατώ	V	V;IPFV;V.CVB;ACT
범죄자	εγκληματίες	범죄자	εγκληματίας	N	N;NOM;MASC;PL
범죄자	κακοποιοί	범죄자	κακοποιός	N	N;NOM;MASC;PL
범죄자	κακοποιός	범죄자	κακοποιός	N	N;NOM;MASC;SG
범죄자	εγκληματίας	범죄자	εγκληματίας	N	N;NOM;MASC;SG
범죄자	δράστης	범죄자	δράστης	N	N;NOM;MASC;SG
범죄자	δράστη	범죄자	δράστης	N	N;ACC;MASC;SG
입술	χείλη	입술	χείλω	N	N;NOM;NEUT;PL
입술	χείλια	입술	χείλιο	N	N;NOM;NEUT;PL
입술	χείλος	입술	χείλος	N	N;NOM;NEUT;SG
농부	γεωργούς	농부	γεωργός	N	N;ACC;MASC;PL
농부	γεωργοί	농부	γεωργός	N	N;NOM;MASC;PL
농부	αγρότες	농부	αγρότης	N	N;NOM;MASC;PL
농부	γεωργός	농부	γεωργός	N	N;NOM;MASC;SG
농부	αγρότης	농부	αγρότης	N	N;NOM;MASC;SG
농부	γεωργό	농부	γεωργός	N	N;ACC;MASC;SG
호위	συνοδεία	호위	συνοδείο	N	N;ACC;FEM;SG
호위	συνοδός	호위	συνοδός	N	N;NOM;MASC;SG
실린더	κύλινδρο	실린더	κύλινδρο	N	N;ACC;MASC;SG
혈관	σκάφη	혈관	σκάφος	N	N;NOM;NEUT;PL
혈관	πλοία	혈관	πλοίο	N	N;NOM;NEUT;PL
노래방	καραόκε	노래방	κάρω	N	N;NOM;NEUT;PL
공지	προκηρύξεις	공지	πρόκηρυξη	N	N;NOM;FEM;PL
공지	αναγγελία	공지	αναγγελία	N	N;ACC;FEM;SG
공지	ανακοίνωση	공지	ανακοίνωση	N	N;NOM;FEM;SG
공지	ειδοποίηση	공지	ειδοποίηση	N	N;NOM;FEM;SG
공지	ανακοινώσεις	공지	ανακοίνωση	N	N;NOM;FEM;PL
잠금	κλείδωμα	잠금	κλείδωμα	N	N;NOM;NEUT;SG
잠금	κλειδαριά	잠금	κλειδαριά	N	N;NOM;FEM;SG
잠금	κλείδωμα	잠금	κλείδωμα	N	N;NOM;NEUT;SG
온실	θερμοκηπίου	온실	θερμοκήπι	N	N;GEN;NEUT;SG
온실	θερμοκήπιο	온실	θερμοκήπιο	N	N;NOM;NEUT;SG
온실	θερμοκήπια	온실	θερμοκήπιο	N	N;NOM;NEUT;PL
감지	ανίχνευση	감+지	ανίχνευση	N	N;NOM;FEM;SG
감지	εντοπισμός	감+지	εντοπισμός	N	N;NOM;MASC;SG
감지	ανίχνευσης	감+지	ανίχνευση	N	N;GEN;FEM;SG
감지	ανίχνευση	감+지	ανίχνευση	N	N;NOM;FEM;SG
통역	διερμηνέας	통역	διερμηνέας	N	N;NOM;MASC;SG
통역	διερμηνέα	통역	διερμηνέα	N	N;ACC;MASC;SG
연습생	ιατρείο	연습생	ιατρείο	N	N;NOM;NEUT;SG
연습생	εξάσκηση	연습생	εξάσκηση	N	N;ACC;FEM;SG
연습생	προπόνηση	연습생	προπόνηση	N	N;ACC;FEM;SG
민병대	πολιτοφυλακή	민병대	πολιτοφυλακή	N	N;NOM;FEM;SG
민병대	εθνοφρουρά	민병대	εθνοφρουρά	N	N;NOM;FEM;SG
전갈자리	σκορπιός	전갈자리	σκορπιός	N	N;NOM;MASC;SG
자격증	πιστοποίησης	자격증	πιστοποίηση	N	N;GEN;FEM;SG
자격증	πιστοποίηση	자격증	πιστοποίηση	N	N;ACC;FEM;SG
자격증	προσόντα	자격증	προσόν	N	N;NOM;NEUT;PL
자격증	διαπιστευτήρια	자격증	διαπιστευτήριο	N	N;NOM;NEUT;PL
가정교사	γκουβερνάντα	가정교사	γκουβερνά	N	N;NOM;FEM;SG
벤치	παγκάκια	벤치	παγκάκι	N	N;NOM;NEUT;PL
벤치	πάγκος	벤치	πάγκος	N	N;NOM;MASC;SG
벤치	παγκάκι	벤치	παγκάκι	N	N;NOM;NEUT;SG
벤치	πάγκο	벤치	πάγκο	N	N;ACC;MASC;SG
흔적	μονοπάτι	흔적	μονοπάτι	N	N;NOM;NEUT;SG
흔적	ίχνη	흔적	ίχνος	N	N;NOM;NEUT;PL
흔적	ίχνη	흔적	ίχνος	N	N;NOM;NEUT;PL
흔적	ίχνος	흔적	ίχνος	N	N;NOM;NEUT;SG
흔적	μονοπάτια	흔적	μονοπάτι	N	N;NOM;NEUT;PL
비자	θεώρηση	비자	θεώρηση	N	N;ACC;FEM;SG
비자	βίζα	비자	βίζα	N	N;ACC;FEM;SG
세르비아인	σέρβο	세르비아인	σέρβος	N	N
세르비아인	σέρβων	세르비아인	σέρβων	N	N;GEN;NEUT;PL
플루트	φλάουτο	플루트	φλάουτος	N	N;NOM;NEUT;SG
부모님	γονείς	부모님	γονέας	N	N;NOM;MASC;PL
부모님	γονιών	부모님	γονιών	N	N;GEN;FEM;PL
부모님	γονέα	부모님	γονέα	N	N;NOM;NEUT;SG
부모님	γονέας	부모님	γονέας	N	N;NOM;MASC;SG
수류탄	χειροβομβίδα	수류탄	χειροβομβίδα	N	N;NOM;FEM;SG
수류탄	χειροβομβίδες	수류탄	χειροβομβίδα	N	N;NOM;FEM;PL
단락	παράγραφο	단락	παράγραφο	N	N;ACC;FEM;SG
단락	παράγραφος	단락	παράγραφος	N	N;NOM;NEUT;SG
단락	εδάφια	단락	εδάφιος	N	N;NOM;NEUT;PL
단락	παραγράφους	단락	παράγραφο	N	N;NOM;FEM;PL
단락	παράγραφοι	단락	παράγραφο	N	N;NOM;MASC;PL
숨김	κρυμμένο	숨김	κρυμμένο	N	N;NOM;NEUT;SG
카세트	κασέτα	카세트	κασέτα	N	N;NOM;FEM;SG
카세트	κασέτες	카세트	κασέτα	N	N;NOM;FEM;PL
거품	φυσαλίδες	거품	φυσαλίδα	N	N;NOM;FEM;PL
거품	φούσκες	거품	φούσκα	N	N;NOM;FEM;PL
거품	αφρό	거품	αφρός	N	N;NOM;NEUT;SG
거품	αφρός	거품	αφρός	N	N;NOM;MASC;SG
거품	φούσκα	거품	φούσκα	N	N;NOM;FEM;SG
거품	φυσαλίδα	거품	φυσαλίδα	N	N;NOM;FEM;SG
배너	πανό	배너	πανό	N	N;NOM;NEUT;SG
배너	λάβαρο	배너	λάβαρο	N	N;NOM;NEUT;SG
배너	μπάνερ	배너	μπάνερ	N	N
배너	πανό	배너	πανό	N	N;NOM;NEUT;SG
의사당	καπιτώλιο	의사당	καπιτώλιο	N	N;NOM;NEUT;SG
억제	αναστολή	억제	αναστολή	N	N;ACC;FEM;SG
억제	καταστολή	억제	καταστολή	N	N;ACC;FEM;SG
억제	αναστολέας	억제	αναστολέας	N	N;GEN;FEM;SG
억제	αναστολέα	억제	αναστολέας	N	N;NOM;NEUT;SG
방학	διακοπές	방학	διακοπή	N	N;NOM;FEM;PL
가정부	υπηρέτρια	가정부	υπηρέτρια	N	N;NOM;FEM;SG
가정부	καμαριέρα	가정부	καμαριέρα	N	N;NOM;FEM;SG
가정부	οικονόμος	가정부	οικονόμος	N	N;NOM;MASC;SG
가정부	οικονόμο	가정부	οικονόμος	N	N;ACC;MASC;SG
멤버들	έλη	멤버+들	έλος	N	N;NOM;NEUT;PL
멤버들	μέλη	멤버+들	μέλος	N	N;NOM;NEUT;PL
멤버들	μελη	멤버+들	μέλος	N	N;NOM;NEUT;PL
애정	στοργή	애정	στοργή	N	N;NOM;FEM;SG
볼륨	όγκος	볼륨	όγκος	N	N;NOM;MASC;SG
볼륨	όγκο	볼륨	όγκος	N	N;ACC;MASC;SG
볼륨	τόμος	볼륨	τόμος	N	N;NOM;MASC;SG
볼륨	όγκοι	볼륨	όγκος	N	N;NOM;MASC;PL
백조	κύκνοι	백조	κύκνος	N	N;NOM;MASC;PL
백조	κύκνος	백조	κύκνος	N	N;NOM;MASC;SG
백조	κύκνο	백조	κύκνος	N	N;ACC;MASC;SG
외출	εκδρομή	외출	εκδρομή	N	N;NOM;FEM;SG
출판물	δημοσίευση	출판물	δημοσίευση	N	N;NOM;FEM;SG
출판물	δημοσιεύσεις	출판물	δημοσίευση	N	N;NOM;FEM;PL
출판물	εκδόσεις	출판물	έκδοση	N	N;NOM;FEM;PL
발목	αστράγαλο	발목	αστράγαλος	N	N;NOM;MASC;SG
발목	αστραγάλους	발목	αστράγαλος	N	N;ACC;MASC;PL
새우	γαρίδες	새우	γαρίδα	N	N;NOM;FEM;PL
새우	γαρίδες	새우	γαρίδα	N	N;NOM;FEM;PL
새우	γαρίδες	새우	γαρίδα	N	N;NOM;FEM;PL
새우	γαρίδα	새우	γαρίδα	N	N;NOM;NEUT;SG
혼돈	σύγχυση	혼돈	σύγχυση	N	N;ACC;FEM;SG
혼돈	χάος	혼돈	χάος	N	N;NOM;NEUT;SG
일관성	συνεκτικότητα	일관성	συνεκτικότητα	N	N;ACC;FEM;SG
일관성	συνοχή	일관성	συνοχή	N	N;NOM;FEM;SG
일관성	συνεκτικότητα	일관성	συνεκτικότητα	N	N;ACC;FEM;SG
일관성	συνέπεια	일관성	συνέπεια	N	N;ACC;FEM;SG
일관성	συνοχή	일관성	συνοχή	N	N;NOM;FEM;SG
손오공	γκόκου	손오공	γκόκος	N	N;NOM;MASC;SG
망치	σφυρί	망치	σφυρί	N	N;NOM;NEUT;SG
주디	τζούντυ	주디	τζούντυ		
지리학	γεωγραφία	지리학	γεωγραφία	N	N;NOM;FEM;SG
재산권	ακίνητο	재산권	ακίνητος	N	N;NOM;NEUT;SG
재산권	ιδιοκτησία	재산권	ιδιοκτησία	N	N;ACC;FEM;SG
재산권	ιδιότητα	재산권	ιδιότητα	N	N;ACC;FEM;SG
재산권	ακίνητα	재산권	ακίνητος	N	N;NOM;NEUT;PL
장애물	παρεμπόδιση	장애물	παρεμπόδιση	N	N;ACC;FEM;SG
장애물	απόφραξη	장애물	απόφραξη	N	N;ACC;FEM;SG
장애물	εμπόδιο	장애물	εμπόδιο	N	N;NOM;NEUT;SG
장애물	άλματα	장애물	άλμα	N	N;NOM;NEUT;PL
장애물	εμπόδιο	장애물	εμπόδιο	N	N;NOM;NEUT;SG
장애물	εμπόδια	장애물	εμπόδιο	N	N;NOM;NEUT;PL
분사	έγχυση	분사	έγχυση	N	N;NOM;FEM;SG
분사	ένεση	분사	ένεση	N	N;ACC;FEM;SG
절단	ακρωτηριασμό	절단	ακρωτηριασμός	N	N;ACC;MASC;SG
지뢰	ορυχεία	지뢰	ορυχεία	N	N;NOM;NEUT;PL
지뢰	νάρκες	지뢰	νάρκα	N	N;NOM;FEM;PL
지뢰	ναρκοπέδιο	지뢰	ναρκοπέδιο	N	N;NOM;NEUT;SG
정서	συναίσθημα	정서	συναίσθημα	N	N;NOM;NEUT;SG
정서	συγκίνηση	정서	συγκίνηση	N	N;NOM;FEM;SG
