que	это	que	это	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
mudou	изменил	mudar	изменить	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
mudou	изменилось	mudar	измениться	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;MID
mudou	изменено	mudar	изменить	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
massa	паста	massa	паста	N;FEM;SG	N;INAN;NOM;FEM;SG
massa	пасту	massa	паста	N;FEM;SG	N;INAN;ACC;FEM;SG
massa	тесто	massa	тесто	N;FEM;SG	N;INAN;NOM;NEUT;SG
massa	масса	massa	масса	N;FEM;SG	N;INAN;NOM;FEM;SG
massa	лапша	massa	лапша	N;FEM;SG	N;INAN;NOM;FEM;SG
massa	лапшу	massa	лапша	N;FEM;SG	N;INAN;ACC;FEM;SG
massa	массе	massa	масса	N;FEM;SG	N;INAN;DAT;FEM;SG
massa	масса	massa	масса	N;FEM;SG	N;INAN;NOM;FEM;SG
domínio	домен	domínio	домя	N;MASC;SG	N;INAN;NOM;MASC;SG
domínio	домена	domínio	домя	N;MASC;SG	N;INAN;GEN;MASC;SG
recursos	призывы	recurso	призыв	N;MASC;PL	N;INAN;NOM;MASC;PL
recursos	апелляции	recurso	апелляция	N;MASC;PL	N;INAN;NOM;FEM;PL
recursos	апелляций	recurso	апелляция	N;MASC;PL	N;INAN;GEN;FEM;PL
recursos	ресурсы	recurso	ресурс	N;MASC;PL	N;INAN;NOM;MASC;PL
tecnologia	технология	tecnologia	технология	N;FEM;SG	N;INAN;NOM;FEM;SG
tecnologia	техника	tecnologia	техника	N;FEM;SG	N;INAN;NOM;FEM;SG
austrália	австралия	austrália	австралия	N;FEM;SG	N;INAN;NOM;FEM;SG
som	звук	som	звук	N;MASC;SG	N;INAN;NOM;MASC;SG
som	сом	som	с	N;MASC;SG	N;INAN;NOM;MASC;SG
man	мужик	man	мужик	N;MASC;SG	N;ANIM;NOM;MASC;SG
man	человек	man	человек	N;MASC;SG	N;ANIM;NOM;MASC;SG
man	мужчина	man	мужчина	N;MASC;SG	N;ANIM;NOM;MASC;SG
nota	нота	nota	нота	N;FEM;SG	N;INAN;NOM;FEM;SG
nota	записка	nota	записка	N;FEM;SG	N;INAN;NOM;FEM;SG
nota	примечание	nota	примечание	N;FEM;SG	N;INAN;NOM;NEUT;SG
comércio	торговля	comércio	торговля	N;MASC;SG	N;INAN;NOM;FEM;SG
autoridade	авторитет	autoridade	авторитет	N;FEM;SG	N;INAN;NOM;MASC;SG
natureza	характер	natureza	характер	N;FEM;SG	N;INAN;NOM;MASC;SG
natureza	характера	natureza	характер	N;FEM;SG	N;INAN;GEN;MASC;SG
natureza	натура	natureza	натура	N;FEM;SG	N;INAN;NOM;FEM;SG
natureza	природа	natureza	природа	N;FEM;SG	N;INAN;NOM;FEM;SG
formas	бланки	forma	бланк	N;FEM;PL	N;INAN;NOM;MASC;PL
formas	форм	forma	форма	N;FEM;PL	N;INAN;GEN;FEM;PL
formas	формы	forma	форма	N;FEM;PL	N;INAN;NOM;FEM;PL
formas	формах	forma	форма	N;FEM;PL	N;INAN;ESS;FEM;PL
formas	фигуры	forma	фигура	N;FEM;PL	N;INAN;NOM;FEM;PL
formas	формы	forma	форма	N;FEM;PL	N;INAN;NOM;FEM;PL
respeito	респект	respeito	респект	N;MASC;SG	N;INAN;NOM;MASC;SG
respeito	уважение	respeito	уважение	N;MASC;SG	N;INAN;NOM;NEUT;SG
linhas	строк	linha	строка	N;FEM;PL	N;INAN;GEN;FEM;PL
linhas	строки	linha	строка	N;FEM;PL	N;INAN;NOM;FEM;PL
linhas	ряды	linha	ряд	N;FEM;PL	N;INAN;NOM;MASC;PL
linhas	строк	linha	строка	N;FEM;PL	N;INAN;GEN;FEM;PL
linhas	линии	linha	линия	N;FEM;PL	N;INAN;NOM;FEM;PL
linhas	линий	linha	линия	N;FEM;PL	N;INAN;GEN;FEM;PL
linhas	строки	linha	строка	N;FEM;PL	N;INAN;NOM;FEM;PL
iorque	йорк	iorque	йорк	N;FEM;SG	N;INAN;NOM;MASC;SG
iorque	йорке	iorque	йорка	N;FEM;SG	N;INAN;DAT;FEM;SG
califórnia	калифорния	califórnia	калифорния	N;FEM;SG	N;INAN;NOM;FEM;SG
prazo	срок	prazo	срок	N;MASC;SG	N;INAN;NOM;MASC;SG
deputado	заместитель	deputado	заместитель	N;MASC;SG	N;ANIM;NOM;MASC;SG
deputado	конгрессмен	deputado	конгрессмен	N;MASC;SG	N;ANIM;NOM;MASC;SG
ponte	мостик	ponte	мостик	N;FEM;SG	N;INAN;NOM;MASC;SG
ponte	мост	ponte	мост	N;FEM;SG	N;INAN;NOM;MASC;SG
fundo	фонд	fundo	фонд	N;MASC;SG	N;INAN;NOM;MASC;SG
fundo	низ	fundo	низ	N;MASC;SG	N;INAN;NOM;MASC;SG
fundo	дно	fundo	дно	N;MASC;SG	N;INAN;NOM;NEUT;SG
combate	бой	combate	бой	N;MASC;SG	N;INAN;NOM;MASC;SG
combate	бой	combate	бой	N;MASC;SG	N;INAN;NOM;MASC;SG
combate	драка	combate	драка	N;MASC;SG	N;INAN;NOM;FEM;SG
humanos	люди	humano	человек	N;MASC;PL	N;ANIM;NOM;MASC;PL
roteiro	сценарий	roteiro	сценарий	N;MASC;SG	N;INAN;NOM;MASC;SG
roteiro	сценарист	roteiro	сценарист	N;MASC;SG	N;ANIM;NOM;MASC;SG
roteiro	сценарий	roteiro	сценарий	N;MASC;SG	N;INAN;NOM;MASC;SG
altitude	высота	altitude	высота	N;FEM;SG	N;INAN;NOM;FEM;SG
bureau	президиум	bureau	президиум	N;MASC;SG	N;INAN;NOM;MASC;SG
bureau	бюро	bureau	бюро	N;MASC;SG	N;INAN;NOM;NEUT;SG
cujo	чей	cujo	чей	DET;MASC;SG	DET;NOM;MASC;SG
cujo	чье	cujo	чей	DET;MASC;SG	DET;NOM;NEUT;SG
cujo	чья	cujo	чей	DET;MASC;SG	DET;NOM;FEM;SG
passado	прошедшее	passar	пройти	V;MASC;SG;V.PTCP	V;PFV;NOM;NEUT;SG;PST;V.PTCP;ACT
pais	страны	pai	страна	N;MASC;PL	N;INAN;NOM;FEM;PL
pais	отцов	pai	отец	N;MASC;PL	N;ANIM;ACC;MASC;PL
pais	отцы	pai	отец	N;MASC;PL	N;ANIM;NOM;MASC;PL
pais	родители	pai	родитель	N;MASC;PL	N;ANIM;NOM;MASC;PL
pais	родителям	pai	родитель	N;MASC;PL	N;ANIM;DAT;MASC;PL
pais	родителей	pai	родитель	N;MASC;PL	N;ANIM;GEN;MASC;PL
saint	сент	saint	сент	N;MASC;SG	N;INAN;NOM;MASC;SG
vizinhança	районе	vizinhança	район	N;FEM;SG	N;INAN;ESS;MASC;SG
vizinhança	район	vizinhança	район	N;FEM;SG	N;INAN;NOM;MASC;SG
literatura	литература	literatura	литература	N;FEM;SG	N;INAN;NOM;FEM;SG
treinador	тренер	treinador	тренер	N;MASC;SG	N;ANIM;NOM;MASC;SG
treinador	тренер	treinador	тренер	N;MASC;SG	N;ANIM;NOM;MASC;SG
salvador	спаситель	salvador	спаситель	N;MASC;SG	N;ANIM;NOM;MASC;SG
salvador	спасителя	salvador	спаситель	N;MASC;SG	N;ANIM;ACC;MASC;SG
salvador	спаситель	salvador	спаситель	N;MASC;SG	N;ANIM;NOM;MASC;SG
salvador	сальвадор	salvador	сальвадор	N;MASC;SG	N;INAN;NOM;MASC;SG
brasileiros	бразильцев	brasileiro	бразилец	N;MASC;PL	N;ANIM;GEN;MASC;PL
brasileiros	бразилии	brasileiro	бразилия	N;MASC;PL	N;INAN;NOM;FEM;PL
escolas	школ	escola	школа	N;FEM;PL	N;INAN;GEN;FEM;PL
escolas	школы	escola	школа	N;FEM;PL	N;INAN;NOM;FEM;PL
seguir	подписаться	seguir	подписаться	V;NFIN	V;PFV;NFIN;MID
estreou	дебютировал	estrear	дебютировать	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
tropas	войска	tropa	войска	N;FEM;PL	N;INAN;NOM;NEUT;PL
trabalhar	работаем	trabalhar	работать	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
homenagem	дань	homenagem	дань	N;FEM;SG	N;INAN;NOM;FEM;SG
homenagem	почтение	homenagem	почтение	N;FEM;SG	N;INAN;NOM;NEUT;SG
canadá	канаду	canadá	канада	N;MASC;SG	N;INAN;ACC;FEM;SG
canadá	канада	canadá	канада	N;MASC;SG	N;INAN;NOM;FEM;SG
ciência	наука	ciência	наука	N;FEM;SG	N;INAN;NOM;FEM;SG
revolução	революция	revolução	революция	N;FEM;SG	N;INAN;NOM;FEM;SG
esporte	спорт	esporte	спорт	N;MASC;SG	N;INAN;NOM;MASC;SG
engenharia	инжиниринг	engenharia	инжиниринг	N;FEM;SG	N;INAN;NOM;MASC;SG
fogo	пожар	fogo	пожар	N;MASC;SG	N;INAN;NOM;MASC;SG
fogo	огонь	fogo	огонь	N;MASC;SG	N;INAN;NOM;MASC;SG
oficiais	чиновники	oficial	чиновник	N;MASC;PL	N;ANIM;NOM;MASC;PL
oficiais	офицеры	oficial	офицер	N;MASC;PL	N;ANIM;NOM;MASC;PL
daniel	дэниэл	daniel	дэниэл	N;MASC;SG	N;ANIM;NOM;MASC;SG
daniel	дэниел	daniel	дэниел	N;MASC;SG	N;ANIM;NOM;MASC;SG
daniel	даниель	daniel	даниель	N;MASC;SG	N;ANIM;NOM;MASC;SG
daniel	даниэль	daniel	даниэль	N;MASC;SG	N;ANIM;NOM;MASC;SG
ferreira	феррейра	ferreira	феррейр	N;MASC;SG	N;ANIM;NOM;MASC;SG
funções	функции	função	функция	N;FEM;PL	N;INAN;NOM;FEM;PL
funções	функции	função	функция	N;FEM;PL	N;INAN;NOM;FEM;PL
funções	ролях	função	роль	N;FEM;PL	N;INAN;ESS;FEM;PL
funções	роли	função	роль	N;FEM;PL	N;INAN;NOM;FEM;PL
catarina	кэтрин	catarina	кэтрин	N;FEM;SG	N;ANIM;NOM;FEM;SG
catarina	катерина	catarina	катерина	N;FEM;SG	N;ANIM;NOM;FEM;SG
catarina	кэтрин	catarina	кэтрин	N;FEM;SG	N;ANIM;NOM;FEM;SG
catarina	катрин	catarina	катрин	N;FEM;SG	N;ANIM;NOM;FEM;SG
catarina	катерина	catarina	катерина	N;FEM;SG	N;ANIM;NOM;FEM;SG
catarina	екатерина	catarina	екатерина	N;FEM;SG	N;ANIM;NOM;FEM;SG
catarina	катарина	catarina	катарин	N;FEM;SG	N;ANIM;NOM;FEM;SG
colocar	поставить	colocar	ставить	V;NFIN	V;PFV;NFIN;ACT
comentários	комментарии	comentário	комментарий	N;MASC;PL	N;INAN;NOM;MASC;PL
comentários	отклики	comentário	отклик	N;MASC;PL	N;INAN;NOM;MASC;PL
comentários	отзывы	comentário	отзыв	N;MASC;PL	N;INAN;NOM;MASC;PL
comentários	замечания	comentário	замечание	N;MASC;PL	N;INAN;NOM;NEUT;PL
comentários	комментарии	comentário	комментарий	N;MASC;PL	N;INAN;NOM;MASC;PL
notoriedade	известность	notoriedade	известность	N;FEM;SG	N;INAN;NOM;FEM;SG
distância	расстояние	distância	расстояние	N;FEM;SG	N;INAN;NOM;NEUT;SG
ninguém	никому	ninguém	никто	PRO;MASC;SG	PRO;DAT
ninguém	никто	ninguém	никто	PRO;MASC;SG	PRO;NOM
comissão	комиссия	comissão	комиссия	N;FEM;SG	N;INAN;NOM;FEM;SG
comissão	комитет	comissão	комитет	N;FEM;SG	N;INAN;NOM;MASC;SG
comissão	комитета	comissão	комитет	N;FEM;SG	N;INAN;GEN;MASC;SG
corte	корте	corte	корт	N;MASC;SG	N;INAN;NOM;MASC;SG
corte	корт	corte	корт	N;MASC;SG	N;INAN;NOM;MASC;SG
corte	суд	corte	суд	N;MASC;SG	N;INAN;NOM;MASC;SG
irmãos	братья	irmão	брат	N;MASC;PL	N;ANIM;NOM;MASC;PL
contrato	контракт	contrato	контракт	N;MASC;SG	N;INAN;NOM;MASC;SG
prêmios	награды	prêmio	награда	N;MASC;PL	N;INAN;NOM;FEM;PL
prêmios	призы	prêmio	приз	N;MASC;PL	N;INAN;NOM;MASC;PL
passar	провести	passar	провести	V;NFIN	V;PFV;NFIN;ACT
passar	тратить	passar	тратить	V;NFIN	V;IPFV;NFIN;ACT
passar	потратить	passar	тратить	V;NFIN	V;PFV;NFIN;ACT
passar	пройти	passar	пройти	V;NFIN	V;PFV;NFIN;ACT
realmente	реально	realmente	реально	ADV	ADV
realmente	действительно	realmente	действительно	ADV	ADV
transporte	транспорт	transporte	транспорт	N;MASC;SG	N;INAN;NOM;MASC;SG
transporte	транспортировка	transporte	транспортировка	N;MASC;SG	N;INAN;NOM;FEM;SG
transporte	транспорт	transporte	транспорт	N;MASC;SG	N;INAN;NOM;MASC;SG
transporte	перевозка	transporte	перевозка	N;MASC;SG	N;INAN;NOM;FEM;SG
dom	подарок	dom	подарок	N;MASC;SG	N;INAN;NOM;MASC;SG
dom	дар	dom	дар	N;MASC;SG	N;INAN;NOM;MASC;SG
dom	дом	dom	дом	N;MASC;SG	N;INAN;NOM;MASC;SG
motivo	мотив	motivo	мотив	N;MASC;SG	N;INAN;NOM;MASC;SG
motivo	причина	motivo	причина	N;MASC;SG	N;INAN;NOM;FEM;SG
motivo	мотив	motivo	мотив	N;MASC;SG	N;INAN;NOM;MASC;SG
tradução	перевод	tradução	перевод	N;FEM;SG	N;INAN;NOM;MASC;SG
federação	федерация	federação	федерация	N;FEM;SG	N;INAN;NOM;FEM;SG
administrador	администратора	administrador	администратор	N;MASC;SG	N;ANIM;ACC;MASC;SG
administrador	администратором	administrador	администратор	N;MASC;SG	N;ANIM;INS;MASC;SG
administrador	администратор	administrador	администратор	N;MASC;SG	N;ANIM;NOM;MASC;SG
administrador	администратора	administrador	администратор	N;MASC;SG	N;ANIM;ACC;MASC;SG
administrador	администратор	administrador	администратор	N;MASC;SG	N;ANIM;NOM;MASC;SG
permite	позволяет	permitir	позволять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
permite	разрешает	permitir	разрешать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
permite	позволяет	permitir	позволять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
banco	банк	banco	банк	N;MASC;SG	N;INAN;NOM;MASC;SG
banco	банка	banco	банк	N;MASC;SG	N;INAN;GEN;MASC;SG
banco	скамейке	banco	скамейка	N;MASC;SG	N;INAN;DAT;FEM;SG
rosa	роуз	rosa	роуз	N;FEM;SG	N;ANIM;NOM;FEM;SG
rosa	роза	rosa	роза	N;FEM;SG	N;INAN;NOM;FEM;SG
rosa	розу	rosa	роза	N;FEM;SG	N;ANIM;ACC;FEM;SG
rosa	роза	rosa	роза	N;FEM;SG	N;INAN;NOM;FEM;SG
antonio	антонио	antonio	антонио	N;MASC;SG	N;INAN;NOM;MASC;SG
irmã	сестра	irmã	сестра	N;FEM;SG	N;ANIM;NOM;FEM;SG
longa	длинный	longo	длинный	ADJ;FEM;SG	ADJ;NOM;MASC;SG
longa	длинная	longo	длинный	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mudança	изменение	mudança	изменение	N;FEM;SG	N;INAN;NOM;NEUT;SG
crescimento	роста	crescimento	рост	N;MASC;SG	N;INAN;GEN;MASC;SG
crescimento	рост	crescimento	рост	N;MASC;SG	N;INAN;NOM;MASC;SG
criou	созданный	criar	создать	V;IND;SG;3;PST;FIN	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
criou	создано	criar	создать	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
criou	создана	criar	создать	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;PST;V.PTCP;PASS
criou	создан	criar	создать	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;PST;V.PTCP;PASS
metade	половина	metade	половина	N;FEM;SG	N;INAN;NOM;FEM;SG
metade	половину	metade	половина	N;FEM;SG	N;INAN;ACC;FEM;SG
religião	религия	religião	религия	N;FEM;SG	N;INAN;NOM;FEM;SG
trabalhou	работал	trabalhar	работать	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
trabalhou	работала	trabalhar	работать	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
trabalhou	сработало	trabalhar	сработать	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
paraná	парана	paraná	паран	N;MASC;SG	N;INAN;NOM;MASC;SG
veio	пришла	vir	прийти	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
veio	пришел	vir	прийти	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
veio	пришёл	vir	прийти	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
cristo	христос	cristo	христос	N;MASC;SG	N;ANIM;NOM;MASC;SG
jornalista	журналист	jornalista	журналист	N;MASC;SG	N;ANIM;NOM;MASC;SG
jornalista	журналистка	jornalista	журналистка	N;MASC;SG	N;ANIM;NOM;FEM;SG
análise	анализа	análise	анализ	N;FEM;SG	N;INAN;GEN;MASC;SG
análise	анализ	análise	анализ	N;FEM;SG	N;INAN;NOM;MASC;SG
editores	издателей	editor	издатель	N;MASC;PL	N;ANIM;GEN;MASC;PL
editores	редакторов	editor	редактор	N;MASC;PL	N;ANIM;GEN;MASC;PL
mensagem	сообщение	mensagem	сообщение	N;FEM;SG	N;INAN;NOM;NEUT;SG
mensagem	послание	mensagem	послание	N;FEM;SG	N;INAN;NOM;NEUT;SG
festa	сторона	festa	сторона	N;FEM;SG	N;INAN;NOM;FEM;SG
festa	партия	festa	партия	N;FEM;SG	N;INAN;NOM;FEM;SG
festa	вечеринка	festa	вечеринка	N;FEM;SG	N;INAN;NOM;FEM;SG
festa	праздник	festa	праздник	N;FEM;SG	N;INAN;NOM;MASC;SG
festa	пир	festa	пир	N;FEM;SG	N;INAN;NOM;MASC;SG
cena	сина	cena	сина	N;FEM;SG	N;ANIM;NOM;MASC;SG
cena	сцена	cena	сцена	N;FEM;SG	N;INAN;NOM;FEM;SG
capela	часовне	capela	часовня	N;FEM;SG	N;INAN;DAT;FEM;SG
médico	врач	médico	врач	N;MASC;SG	N;ANIM;NOM;MASC;SG
médico	медик	médico	медик	N;MASC;SG	N;ANIM;NOM;MASC;SG
médico	доктор	médico	доктор	N;MASC;SG	N;ANIM;NOM;MASC;SG
médico	врач	médico	врач	N;MASC;SG	N;ANIM;NOM;MASC;SG
ligação	связь	ligação	связь	N;FEM;SG	N;INAN;NOM;FEM;SG
ligação	подключение	ligação	подключение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ligação	соединение	ligação	соединение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ligação	линк	ligação	линк	N;FEM;SG	N;INAN;NOM;MASC;SG
ligação	ссылка	ligação	ссылка	N;FEM;SG	N;INAN;NOM;FEM;SG
ligação	ссылку	ligação	ссылка	N;FEM;SG	N;INAN;ACC;FEM;SG
resposta	ответ	resposta	ответ	N;FEM;SG	N;INAN;NOM;MASC;SG
resposta	ответ	resposta	ответ	N;FEM;SG	N;INAN;NOM;MASC;SG
resposta	реагирование	resposta	реагирование	N;FEM;SG	N;INAN;NOM;NEUT;SG
resposta	реакция	resposta	реакция	N;FEM;SG	N;INAN;NOM;FEM;SG
resposta	ответ	resposta	ответ	N;FEM;SG	N;INAN;NOM;MASC;SG
comandante	командор	comandante	командор	N;MASC;SG	N;ANIM;NOM;MASC;SG
comandante	командующий	comandante	командующий	N;MASC;SG	N;ANIM;NOM;MASC;SG
comandante	коммандер	comandante	коммандер	N;MASC;SG	N;ANIM;NOM;MASC;SG
comandante	командир	comandante	командир	N;MASC;SG	N;ANIM;NOM;MASC;SG
categorias	категорий	categoria	категория	N;FEM;PL	N;INAN;GEN;FEM;PL
categorias	категории	categoria	категория	N;FEM;PL	N;INAN;NOM;FEM;PL
edifício	строительство	edifício	строительство	N;MASC;SG	N;INAN;NOM;NEUT;SG
edifício	здание	edifício	здание	N;MASC;SG	N;INAN;NOM;NEUT;SG
pedra	камень	pedra	камень	N;FEM;SG	N;INAN;NOM;MASC;SG
pedra	стоун	pedra	стоун	N;FEM;SG	N;INAN;NOM;MASC;SG
pedra	скала	pedra	скала	N;FEM;SG	N;INAN;NOM;FEM;SG
pedra	камень	pedra	камень	N;FEM;SG	N;INAN;NOM;MASC;SG
pedra	рок	pedra	рок	N;FEM;SG	N;INAN;NOM;MASC;SG
planeta	планете	planeta	планета	N;MASC;SG	N;INAN;DAT;FEM;SG
planeta	планета	planeta	планета	N;MASC;SG	N;INAN;NOM;FEM;SG
comprimento	длину	comprimento	длина	N;MASC;SG	N;INAN;ACC;FEM;SG
comprimento	протяженность	comprimento	протяженность	N;MASC;SG	N;INAN;NOM;FEM;SG
comprimento	длина	comprimento	длина	N;MASC;SG	N;INAN;NOM;FEM;SG
comprimento	продолжительность	comprimento	продолжительность	N;MASC;SG	N;INAN;NOM;FEM;SG
índia	индеец	índia	индеец	N;FEM;SG	N;ANIM;NOM;MASC;SG
índia	индии	índia	индия	N;FEM;SG	N;INAN;NOM;FEM;SG
índia	индию	índia	индия	N;FEM;SG	N;INAN;ACC;FEM;SG
índia	индия	índia	индий	N;FEM;SG	N;INAN;NOM;FEM;SG
índia	индии	índia	индия	N;FEM;SG	N;INAN;NOM;FEM;SG
leão	лев	leão	лев	N;MASC;SG	N;ANIM;NOM;MASC;SG
leão	лео	leão	лео	N;MASC;SG	N;ANIM;NOM;MASC;SG
leão	лев	leão	лев	N;MASC;SG	N;ANIM;NOM;MASC;SG
projetos	конструкций	projeto	конструкция	N;MASC;PL	N;INAN;GEN;FEM;PL
projetos	проекты	projeto	проект	N;MASC;PL	N;INAN;NOM;MASC;PL
projetos	проектов	projeto	проект	N;MASC;PL	N;INAN;GEN;MASC;PL
disc	диск	disc	диск	N;MASC;SG	N;INAN;NOM;MASC;SG
disc	диска	disc	диск	N;MASC;SG	N;INAN;GEN;MASC;SG
versões	версии	versão	версия	N;FEM;PL	N;INAN;NOM;FEM;PL
versões	версий	versão	версия	N;FEM;PL	N;INAN;GEN;FEM;PL
independência	независимости	independência	независимость	N;FEM;SG	N;INAN;NOM;FEM;SG
independência	независимость	independência	независимость	N;FEM;SG	N;INAN;NOM;FEM;SG
operação	эксплуатация	operação	эксплуатация	N;FEM;SG	N;INAN;NOM;FEM;SG
operação	операция	operação	операция	N;FEM;SG	N;INAN;NOM;FEM;SG
tentativa	покушение	tentativa	покушение	N;FEM;SG	N;INAN;NOM;NEUT;SG
tentativa	попытка	tentativa	попытка	N;FEM;SG	N;INAN;NOM;FEM;SG
tentativa	покушение	tentativa	покушение	N;FEM;SG	N;INAN;NOM;NEUT;SG
tentativa	попытка	tentativa	попытка	N;FEM;SG	N;INAN;NOM;FEM;SG
sei	знать	saber	знать	V;IND;SG;1;PRS;FIN	V;IPFV;NFIN;ACT
totalmente	полностью	totalmente	полностью	ADV	ADV
totalmente	полностью	totalmente	полностью	ADV	ADV
totalmente	совершенно	totalmente	совершенно	ADV	ADV
totalmente	совершенно	totalmente	совершенно	ADV	ADV
totalmente	полностью	totalmente	полностью	ADV	ADV
totalmente	абсолютно	totalmente	абсолютно	ADV	ADV
certo	правильно	certo	правильный	ADJ;MASC;SG	ADJ;NEUT;SG
certo	верно	certo	верный	ADJ;MASC;SG	ADJ;NEUT;SG
avenida	бульвар	avenida	бульвар	N;FEM;SG	N;INAN;NOM;MASC;SG
avenida	авенида	avenida	авенид	N;FEM;SG	N;INAN;NOM;MASC;SG
avenida	проспект	avenida	проспект	N;FEM;SG	N;INAN;NOM;MASC;SG
avenida	авеню	avenida	авень	N;FEM;SG	N;INAN;NOM;MASC;SG
augusto	аугусто	augusto	аугусто	N;MASC;SG	N;INAN;NOM;MASC;SG
augusto	августа	augusto	август	N;MASC;SG	N;INAN;GEN;MASC;SG
augusto	август	augusto	август	N;MASC;SG	N;INAN;NOM;MASC;SG
augusto	август	augusto	август	N;MASC;SG	N;INAN;NOM;MASC;SG
formado	окончила	formar	окончить	V;MASC;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
formado	окончил	formar	окончить	V;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
formado	сформирован	formar	сформировать	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
formado	сформирована	formar	сформировать	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
russo	руссо	russo	руссо	N;MASC;SG	N;INAN;NOM;MASC;SG
veja	посмотреть	ver	смотреть	V;SBJV;SG;3;PRS;FIN	V;PFV;NFIN;ACT
liberdade	свободу	liberdade	свобода	N;FEM;SG	N;INAN;ACC;FEM;SG
liberdade	свобода	liberdade	свобода	N;FEM;SG	N;INAN;NOM;FEM;SG
liberdade	свобода	liberdade	свобода	N;FEM;SG	N;INAN;NOM;FEM;SG
conceito	понятие	conceito	понятие	N;MASC;SG	N;INAN;NOM;NEUT;SG
conceito	концепция	conceito	концепция	N;MASC;SG	N;INAN;NOM;FEM;SG
anteriores	предыдущие	anterior	предыдущий	ADJ;MASC;PL	ADJ;NOM;PL
torre	торре	torre	торро	N;FEM;SG	N;INAN;NOM;MASC;SG
torre	башня	torre	башня	N;FEM;SG	N;INAN;NOM;FEM;SG
torre	тауэр	torre	тауэр	N;FEM;SG	N;INAN;NOM;MASC;SG
torre	ладья	torre	ладья	N;FEM;SG	N;INAN;NOM;FEM;SG
localização	местоположение	localização	местоположение	N;FEM;SG	N;INAN;NOM;NEUT;SG
localização	расположение	localização	расположение	N;FEM;SG	N;INAN;NOM;NEUT;SG
localização	местонахождение	localização	местонахождение	N;FEM;SG	N;INAN;NOM;NEUT;SG
localização	место	localização	место	N;FEM;SG	N;INAN;NOM;NEUT;SG
pós	публикация	pós	публикация	N;MASC;SG	N;INAN;NOM;FEM;SG
pós	пост	pós	пост	N;MASC;SG	N;INAN;NOM;MASC;SG
asteroides	астероидов	asteroide	астероид	N;MASC;PL	N;INAN;GEN;MASC;PL
alexandre	александр	alexandre	александр	N;MASC;SG	N;ANIM;NOM;MASC;SG
alexandre	александр	alexandre	александр	N;MASC;SG	N;ANIM;NOM;MASC;SG
alexandre	александер	alexandre	александер	N;MASC;SG	N;ANIM;NOM;MASC;SG
musicais	мюзиклы	musical	мюзикл	N;MASC;PL	N;INAN;NOM;MASC;PL
feira	ярмарка	feira	ярмарка	N;FEM;SG	N;INAN;NOM;FEM;SG
rodada	раунд	rodada	раунд	N;FEM;SG	N;INAN;NOM;MASC;SG
times	команды	time	команда	N;MASC;PL	N;INAN;NOM;FEM;PL
times	времена	time	время	N;MASC;PL	N;INAN;NOM;NEUT;PL
marinha	флот	marinho	флот	N;FEM;SG	N;INAN;NOM;MASC;SG
princesa	принцесса	princesa	принцесса	N;FEM;SG	N;ANIM;NOM;FEM;SG
partidas	матчи	partida	матч	N;FEM;PL	N;INAN;NOM;MASC;PL
partidas	совпадения	partida	совпадение	N;FEM;PL	N;INAN;NOM;NEUT;PL
partidas	спички	partida	спичка	N;FEM;PL	N;INAN;NOM;FEM;PL
ribeiro	рибейру	ribeiro	рибейр	N;MASC;SG	N;INAN;ACC;FEM;SG
hospital	больница	hospital	больница	N;MASC;SG	N;INAN;NOM;FEM;SG
hospital	госпиталь	hospital	госпиталь	N;MASC;SG	N;INAN;NOM;MASC;SG
