los	os	él	o	PRO;ACC;MASC;PL;3	PRO;ACC;MASC;PL;3
evento	evento	evento	evento	N;MASC;SG	N;MASC;SG
campeonatos	campeonatos	campeonato	campeonato	N;MASC;PL	N;MASC;PL
rosario	rosário	rosario	rosário	N;MASC;SG	N;MASC;SG
rosario	rosário	rosario	rosário	N;MASC;SG	N;MASC;SG
rosario	rosario	rosario	rosario	N;MASC;SG	N;MASC;SG
solamente	só	solamente	só	ADV	ADV
solamente	apenas	solamente	apenas	ADV	ADV
solamente	somente	solamente	somente	ADV	ADV
solamente	unicamente	solamente	unicamente	ADV	ADV
pertenecían	pertenciam	pertenecer	pertencer	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
hispanos	hispânicos	hispano	hispânico	N;MASC;PL	N;MASC;PL
conocimiento	conhecimento	conocimiento	conhecimento	N;MASC;SG	N;MASC;SG
conocer	conheçam	conocer	conhecer	V;NFIN	V;SBJV;PL;3;PRS;FIN
conocer	conheça	conocer	conhecer	V;NFIN	V;SBJV;SG;3;PRS;FIN
conocer	conhecer	conocer	conhecer	V;NFIN	V;NFIN
términos	termos	término	termos	N;MASC;PL	N;MASC;PL
debajo	embaixo	debajo	embaixo	ADV	ADV
debajo	debaixo	debajo	debaixo	ADV	ADV
debajo	abaixo	debajo	abaixo	ADV	ADV
generación	generation	generación	generation	N;FEM;SG	N;MASC;SG
generación	geração	generación	geração	N;FEM;SG	N;FEM;SG
bronce	brass	bronce	brass	N;MASC;SG	N;MASC;SG
bronce	latão	bronce	latão	N;MASC;SG	N;MASC;SG
bronce	bronze	bronce	bronze	N;MASC;SG	N;MASC;SG
bronce	bronze	bronce	bronze	N;MASC;SG	N;MASC;SG
tabla	tabela	tabla	tabela	N;FEM;SG	N;FEM;SG
tabla	mesa	tabla	mesa	N;FEM;SG	N;FEM;SG
tabla	quadro	tabla	quadro	N;FEM;SG	N;MASC;SG
tabla	tabuleiro	tabla	tabuleiro	N;FEM;SG	N;MASC;SG
tabla	tábua	tabla	tábua	N;FEM;SG	N;FEM;SG
tabla	prancha	tabla	prancha	N;FEM;SG	N;FEM;SG
tabla	diretoria	tabla	diretoria	N;FEM;SG	N;FEM;SG
vio	viu	ver	ver	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
pareja	casal	pareja	casal	N;FEM;SG	N;MASC;SG
pareja	par	pareja	par	N;FEM;SG	N;MASC;SG
pareja	sócio	pareja	sócio	N;FEM;SG	N;MASC;SG
pareja	parceira	pareja	parceira	N;FEM;SG	N;FEM;SG
pareja	parceiro	pareja	parceiro	N;FEM;SG	N;MASC;SG
producto	produto	producto	produto	N;MASC;SG	N;MASC;SG
territorios	territórios	territorio	território	N;MASC;PL	N;MASC;PL
gol	gol	gol	gol	N;MASC;SG	N;MASC;SG
gol	gol	gol	gol	N;MASC;SG	N;MASC;SG
gol	objetivo	gol	objetivo	N;MASC;SG	N;MASC;SG
gol	golo	gol	golo	N;MASC;SG	N;MASC;SG
gol	baliza	gol	baliza	N;MASC;SG	N;FEM;SG
gol	meta	gol	meta	N;MASC;SG	N;FEM;SG
institución	instituição	institución	instituição	N;FEM;SG	N;FEM;SG
ingeniero	engenheira	ingeniero	engenheira	N;MASC;SG	N;FEM;SG
ingeniero	engenheiro	ingeniero	engenheiro	N;MASC;SG	N;MASC;SG
luna	luna	luna	luna	N;FEM;SG	N;FEM;SG
luna	lua	luna	lua	N;FEM;SG	N;FEM;SG
luna	moon	luna	moon	N;FEM;SG	N;MASC;SG
reconocimiento	atribuição	reconocimiento	atribuição	N;MASC;SG	N;FEM;SG
reconocimiento	reconhecimento	reconocimiento	reconhecimento	N;MASC;SG	N;MASC;SG
reconocimiento	reconhecimento	reconocimiento	reconhecimento	N;MASC;SG	N;MASC;SG
reconocimiento	reconhecimento	reconocimiento	reconhecimento	N;MASC;SG	N;MASC;SG
reconocimiento	reconhecimento	reconocimiento	reconhecimento	N;MASC;SG	N;MASC;SG
península	península	península	península	N;FEM;SG	N;FEM;SG
organizaciones	organizações	organización	organização	N;FEM;PL	N;FEM;PL
organizaciones	organizações	organización	organização	N;FEM;PL	N;FEM;PL
bahía	bahia	bahía	bahia	N;FEM;SG	N;FEM;SG
bahía	baia	bahía	baia	N;FEM;SG	N;FEM;SG
bahía	baía	bahía	baía	N;FEM;SG	N;FEM;SG
bahía	bay	bahía	bay	N;FEM;SG	N;FEM;SG
asamblea	montagem	asamblea	montagem	N;FEM;SG	N;FEM;SG
asamblea	assembleia	asamblea	assembleia	N;FEM;SG	N;FEM;SG
asamblea	assembléia	asamblea	assembléia	N;FEM;SG	N;FEM;SG
cerro	cerro	cerro	cerro	N;MASC;SG	N;MASC;SG
cerro	colina	cerro	colina	N;MASC;SG	N;FEM;SG
cerro	hill	cerro	hill	N;MASC;SG	N;MASC;SG
enlace	link	enlace	link	N;MASC;SG	N;MASC;SG
enlace	ligação	enlace	ligação	N;MASC;SG	N;FEM;SG
traducción	tradução	traducción	tradução	N;FEM;SG	N;FEM;SG
contaba	contado	contar	contar	V;IND;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP
paraguay	paraguai	paraguay	paraguai	N;MASC;SG	N;MASC;SG
alguien	alguém	alguien	alguém	PRO;SG	PRO;MASC;SG
alguien	alguém	alguien	alguém	PRO;SG	PRO;MASC;SG
alguien	alguém	alguien	alguém	PRO;SG	PRO;MASC;SG
ganador	vencedor	ganador	vencedor	N;MASC;SG	N;MASC;SG
ganador	ganhador	ganador	ganhador	N;MASC;SG	N;MASC;SG
ganador	vencedora	ganador	vencedor	N;MASC;SG	N;FEM;SG
estrellas	estrelas	estrella	estrela	N;PL	N;FEM;PL
sangre	sangue	sangre	sangue	N;FEM;SG	N;MASC;SG
sangre	blood	sangre	blood	N;FEM;SG	N;MASC;SG
resistencia	resistência	resistencia	resistência	N;FEM;SG	N;FEM;SG
resistencia	resiliência	resistencia	resiliência	N;FEM;SG	N;FEM;SG
continuación	prosseguimento	continuación	prosseguimento	N;FEM;SG	N;MASC;SG
continuación	continuação	continuación	continuação	N;FEM;SG	N;FEM;SG
continuación	continuação	continuación	continuação	N;FEM;SG	N;FEM;SG
conflicto	conflito	conflicto	conflito	N;MASC;SG	N;MASC;SG
software	software	software	software	N;MASC;SG	N;MASC;SG
volumen	volume	volumen	volume	N;MASC;SG	N;MASC;SG
xxi	xxi	xxi	xxi	N	N;MASC;SG
técnico	técnico	técnico	técnico	N;MASC;SG	N;MASC;SG
técnico	técnico	técnico	técnico	N;MASC;SG	N;MASC;SG
técnico	técnica	técnico	técnica	N;MASC;SG	N;FEM;SG
técnico	tech	técnico	tech	N;MASC;SG	N;MASC;SG
humano	humano	humano	humano	ADJ;MASC;SG	ADJ;MASC;SG
humano	humana	humano	humano	ADJ;MASC;SG	ADJ;FEM;SG
consecuencia	conseqüência	consecuencia	conseqüência	N;FEM;SG	N;FEM;SG
consecuencia	consequência	consecuencia	consequência	N;FEM;SG	N;FEM;SG
colaboración	colaboração	colaboración	colaboração	N;FEM;SG	N;FEM;SG
aparecen	aparecer	aparecer	aparecer	V;IND;PL;3;PRS;FIN	V;NFIN
aparecen	aparecem	aparecer	aparecer	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
colores	cores	color	cor	N;MASC;PL	N;FEM;PL
colores	cores	color	cor	N;MASC;PL	N;FEM;PL
materiales	materiais	material	material	N;MASC;PL	N;MASC;PL
materiales	materiais	material	material	N;MASC;PL	N;MASC;PL
carta	charter	carta	charter	N;FEM;SG	N;MASC;SG
carta	letra	carta	letra	N;FEM;SG	N;FEM;SG
carta	carta	carta	carta	N;FEM;SG	N;FEM;SG
centros	centros	centro	centro	N;MASC;PL	N;MASC;PL
centros	centros	centro	centro	N;MASC;PL	N;MASC;PL
categorías	categorias	categoría	categoria	N;FEM;PL	N;FEM;PL
curso	curso	curso	curso	N;MASC;SG	N;MASC;SG
fiestas	festas	fiesta	festa	N;FEM;PL	N;FEM;PL
fiestas	festividades	fiesta	festividade	N;FEM;PL	N;FEM;PL
fiestas	festas	fiesta	festa	N;FEM;PL	N;FEM;PL
fiestas	partidos	fiesta	partido	N;FEM;PL	N;MASC;PL
fiestas	festas	fiesta	festa	N;FEM;PL	N;FEM;PL
fiestas	festivais	fiesta	festival	N;FEM;PL	N;MASC;PL
fiestas	feriados	fiesta	feriado	N;FEM;PL	N;MASC;PL
fiestas	férias	fiesta	férias	N;FEM;PL	N;FEM;PL
simplemente	simplesmente	simplemente	simplesmente	ADV	ADV
simplemente	só	simplemente	só	ADV	ADV
simplemente	apenas	simplemente	apenas	ADV	ADV
japonés	japonesa	japonés	japonesa	N;MASC;SG	N;FEM;SG
japonés	japonês	japonés	japonês	N;MASC;SG	N;MASC;SG
japonés	japão	japonés	japão	N;MASC;SG	N;MASC;SG
opinión	opinião	opinión	opinião	N;FEM;SG	N;FEM;SG
opinión	parecer	opinión	parecer	N;FEM;SG	N;MASC;SG
temperatura	temperatura	temperatura	temperatura	N;FEM;SG	N;FEM;SG
propuesta	proposta	propuesta	proposta	N;FEM;SG	N;FEM;SG
propuesta	proposta	propuesta	proposta	N;FEM;SG	N;FEM;SG
propuesta	proposição	propuesta	proposição	N;FEM;SG	N;FEM;SG
propuesta	proposta	propuesta	proposta	N;FEM;SG	N;FEM;SG
decreto	decreto	decreto	decreto	N;MASC;SG	N;MASC;SG
decisión	decisão	decisión	decisão	N;FEM;SG	N;FEM;SG
concepción	concepcion	concepción	concepcion	N;FEM;SG	N;MASC;SG
concepción	concepção	concepción	concepção	N;FEM;SG	N;FEM;SG
concepción	desenho	concepción	desenho	N;FEM;SG	N;MASC;SG
concepción	design	concepción	design	N;FEM;SG	N;MASC;SG
concepción	conceição	concepción	conceição	N;FEM;SG	N;FEM;SG
concepción	concepção	concepción	concepção	N;FEM;SG	N;FEM;SG
concepción	concepción	concepción	concepción	N;FEM;SG	N;FEM;SG
cara	cara	cara	cara	N;FEM;SG	N;FEM;SG
cara	cara	cara	cara	N;FEM;SG	N;FEM;SG
cara	carinha	cara	carinha	N;FEM;SG	N;FEM;SG
cara	rosto	cara	rosto	N;FEM;SG	N;MASC;SG
carolina	caroline	carolina	caroline	N;FEM;SG	N;FEM;SG
carolina	carolina	carolina	carolina	N;FEM;SG	N;FEM;SG
carolina	carolina	carolina	carolina	N;FEM;SG	N;FEM;SG
botánica	botânica	botánica	botânica	N;FEM;SG	N;FEM;SG
botánica	botânica	botánica	botânica	N;FEM;SG	N;FEM;SG
botánica	botânico	botánica	botânico	N;FEM;SG	N;MASC;SG
botánica	botânica	botánica	botânica	N;FEM;SG	N;FEM;SG
botánica	botânico	botánica	botânico	N;FEM;SG	N;MASC;SG
editor	editor	editor	editor	N;MASC;SG	N;MASC;SG
editor	editora	editor	editora	N;MASC;SG	N;FEM;SG
editor	editor	editor	editor	N;MASC;SG	N;MASC;SG
editor	editora	editor	editora	N;MASC;SG	N;FEM;SG
hogar	home	hogar	home	N;MASC;SG	N;MASC;SG
hogar	casa	hogar	casa	N;MASC;SG	N;FEM;SG
hogar	lar	hogar	lar	N;MASC;SG	N;MASC;SG
experiencia	especialização	experiencia	especialização	N;FEM;SG	N;FEM;SG
experiencia	experiência	experiencia	experiência	N;FEM;SG	N;FEM;SG
experiencia	experiencia	experiencia	experienciar	N;FEM;SG	N;FEM;SG
experiencia	vivência	experiencia	vivência	N;FEM;SG	N;FEM;SG
noroeste	northwestern	noroeste	northwestern	N;SG	N;MASC;SG
noroeste	noroeste	noroeste	noroeste	N;SG	N;MASC;SG
noroeste	noroeste	noroeste	noroeste	N;SG	N;MASC;SG
participantes	concorrentes	participante	concorrente	N;PL	N;MASC;PL
participantes	competidores	participante	competidor	N;PL	N;MASC;PL
participantes	participantes	participante	participante	N;PL	N;MASC;PL
instituciones	institucionais	institución	institucional	N;FEM;PL	N;MASC;PL
instituciones	instituições	institución	instituição	N;FEM;PL	N;FEM;PL
monasterio	monastério	monasterio	monastério	N;MASC;SG	N;MASC;SG
monasterio	mosteiro	monasterio	mosteiro	N;MASC;SG	N;MASC;SG
amerindios	ameríndias	amerindio	ameríndia	N;MASC;PL	N;FEM;PL
suecia	sueco	suecia	sueco	N;FEM;SG	N;MASC;SG
suecia	sueca	suecia	suecar	N;FEM;SG	N;FEM;SG
suecia	suécia	suecia	suécia	N;FEM;SG	N;FEM;SG
inicialmente	inicialmente	inicialmente	inicialmente	ADV	ADV
nota	nota	nota	nota	N;FEM;SG	N;FEM;SG
concurso	concurso	concurso	concurso	N;MASC;SG	N;MASC;SG
concurso	competição	concurso	competição	N;MASC;SG	N;FEM;SG
concurso	concorrência	concurso	concorrência	N;MASC;SG	N;FEM;SG
concurso	concurso	concurso	concurso	N;MASC;SG	N;MASC;SG
concurso	competição	concurso	competição	N;MASC;SG	N;FEM;SG
seguir	siga	seguir	siga	V;NFIN	V;SBJV;SG;3;PRS;FIN
seguir	segue	seguir	seguir	V;NFIN	V;IND;SG;3;PRS;FIN
seguir	seguir	seguir	seguir	V;NFIN	V;NFIN
seguir	sigam	seguir	seguir	V;NFIN	V;SBJV;PL;3;PRS;FIN
marqués	marquês	marqués	marquês	N;MASC;SG	N;MASC;SG
marqués	marquês	marqués	marquês	N;MASC;SG	N;MASC;SG
altitud	altitude	altitud	altitude	N;FEM;SG	N;FEM;SG
altitud	elevação	altitud	elevação	N;FEM;SG	N;FEM;SG
dólares	dolares	dólar	dolar	N;MASC;PL	N;MASC;PL
dólares	dólares	dólar	dólar	N;MASC;PL	N;MASC;PL
actuación	performance	actuación	performance	N;FEM;SG	N;FEM;SG
actuación	atuação	actuación	atuação	N;FEM;SG	N;FEM;SG
actuación	desempenho	actuación	desempenho	N;FEM;SG	N;MASC;SG
actuación	atuação	actuación	atuação	N;FEM;SG	N;FEM;SG
peces	peixes	pez	peixe	N;MASC;PL	N;MASC;PL
peces	peixes	pez	peixe	N;MASC;PL	N;MASC;PL
ascenso	promoção	ascenso	promoção	N;MASC;SG	N;FEM;SG
ascenso	subida	ascenso	subida	N;MASC;SG	N;FEM;SG
ascenso	ascensão	ascenso	ascensão	N;MASC;SG	N;FEM;SG
ascenso	subida	ascenso	subida	N;MASC;SG	N;FEM;SG
planeta	planet	planeta	planet	N;MASC;SG	N;MASC;SG
planeta	planeta	planeta	planeta	N;MASC;SG	N;MASC;SG
monumento	memorial	monumento	memorial	N;MASC;SG	N;MASC;SG
monumento	monumento	monumento	monumento	N;MASC;SG	N;MASC;SG
israel	israel	israel	israel	N;SG	N;MASC;SG
marcha	march	marcha	march	N;FEM;SG	N;MASC;SG
marcha	marcha	marcha	marcha	N;FEM;SG	N;FEM;SG
marcha	março	marcha	março	N;FEM;SG	N;MASC;SG
representación	representação	representación	representação	N;FEM;SG	N;FEM;SG
turismo	turismo	turismo	turismo	N;MASC;SG	N;MASC;SG
turismo	turista	turismo	turista	N;MASC;SG	N;MASC;SG
publicaciones	postagens	publicación	postagem	N;FEM;PL	N;FEM;PL
publicaciones	posts	publicación	postar	N;FEM;PL	N;MASC;PL
publicaciones	publicações	publicación	publicação	N;FEM;PL	N;FEM;PL
publicaciones	publicações	publicación	publicação	N;FEM;PL	N;FEM;PL
ingeniería	engenharia	ingeniería	engenharia	N;FEM;SG	N;FEM;SG
frecuencia	periodicidade	frecuencia	periodicidade	N;FEM;SG	N;FEM;SG
frecuencia	freqüência	frecuencia	freqüência	N;FEM;SG	N;FEM;SG
frecuencia	frequência	frecuencia	frequência	N;FEM;SG	N;FEM;SG
semanas	semanas	semana	semana	N;FEM;PL	N;FEM;PL
saber	conheça	saber	conhecer	V;NFIN	V;SBJV;SG;3;PRS;FIN
saber	saiba	saber	saber	V;NFIN	V;SBJV;SG;3;PRS;FIN
saber	sei	saber	saber	V;NFIN	V;IND;SG;1;PRS;FIN
saber	sabe	saber	saber	V;NFIN	V;IND;SG;3;PRS;FIN
saber	saber	saber	saber	V;NFIN	V;NFIN
utilizar	usar	utilizar	usar	V;NFIN	V;NFIN
utilizar	use	utilizar	usar	V;NFIN	V;SBJV;SG;3;PRS;FIN
utilizar	utilizar	utilizar	utilizar	V;NFIN	V;NFIN
piezas	peças	pieza	peça	N;FEM;PL	N;FEM;PL
piezas	partes	pieza	parte	N;FEM;PL	N;FEM;PL
piezas	pedaços	pieza	pedaço	N;FEM;PL	N;MASC;PL
piezas	peças	pieza	peça	N;FEM;PL	N;FEM;PL
participar	participe	participar	participe	V;NFIN	V;SBJV;SG;3;PRS;FIN
participar	participa	participar	participar	V;NFIN	V;IND;SG;3;PRS;FIN
participar	participem	participar	participar	V;NFIN	V;SBJV;PL;3;PRS;FIN
participar	participar	participar	participar	V;NFIN	V;NFIN
poner	colocar	poner	colocar	V;NFIN	V;NFIN
poner	coloca	poner	colocar	V;NFIN	V;IND;SG;3;PRS;FIN
poner	pôr	poner	pôr	V;NFIN	V;NFIN
poner	posta	poner	pôr	V;NFIN	V;FEM;SG;V.PTCP
poner	coloque	poner	coloque	V;NFIN	V;SBJV;SG;3;PRS;FIN
poner	colocando	poner	colocar	V;NFIN	V;V.MSDR
corea	coreana	corear	coreana	N;SG	N;FEM;SG
corea	coreano	corear	coreano	N;SG	N;MASC;SG
corea	coréia	corear	coréia	N;SG	N;MASC;SG
corea	korea	corear	korea	N;SG	N;MASC;SG
corea	coreia	corear	coreia	N;SG	N;FEM;SG
carmen	carmen	carmen	carmen	N;MASC;SG	N;FEM;SG
carmen	carmelo	carmen	carmelo	N;MASC;SG	N;MASC;SG
religión	religião	religión	religião	N;FEM;SG	N;FEM;SG
técnicas	técnicas	técnica	técnica	N;FEM;PL	N;FEM;PL
estaciones	estações	estación	estação	N;FEM;PL	N;FEM;PL
estaciones	temporadas	estación	temporada	N;FEM;PL	N;FEM;PL
estaciones	estações	estación	estação	N;FEM;PL	N;FEM;PL
escuelas	escolas	escuela	escola	N;FEM;PL	N;FEM;PL
elección	eleição	elección	eleição	N;FEM;SG	N;FEM;SG
elección	escolha	elección	escolha	N;FEM;SG	N;FEM;SG
clases	ensinamentos	clase	ensinamento	N;FEM;PL	N;MASC;PL
clases	lições	clase	lição	N;FEM;PL	N;FEM;PL
clases	aulas	clase	aula	N;FEM;PL	N;FEM;PL
clases	classes	clase	classe	N;FEM;PL	N;FEM;PL
clases	turmas	clase	turma	N;FEM;PL	N;FEM;PL
clases	aulas	clase	aula	N;FEM;PL	N;FEM;PL
completamente	plenamente	completamente	plenamente	ADV	ADV
completamente	totalmente	completamente	totalmente	ADV	ADV
completamente	totalmente	completamente	totalmente	ADV	ADV
completamente	completamente	completamente	completamente	ADV	ADV
vuelo	flying	vuelo	flying	N;MASC;SG	N;MASC;SG
vuelo	voo	vuelo	voo	N;MASC;SG	N;MASC;SG
vuelo	vôo	vuelo	vôo	N;MASC;SG	N;MASC;SG
xiii	xiii	xiii	xiii	N	N;MASC;SG
parlamento	parlamento	parlamento	parlamento	N;MASC;SG	N;MASC;SG
titular	cabeçalho	titular	cabeçalho	N;MASC;SG	N;MASC;SG
titular	manchete	titular	manchete	N;MASC;SG	N;FEM;SG
titular	holder	titular	holder	N;MASC;SG	N;FEM;SG
titular	detentor	titular	detentor	N;MASC;SG	N;MASC;SG
florida	flórida	florida	flórida	N;FEM;SG	N;FEM;SG
florida	florida	florida	florida	N;FEM;SG	N;FEM;SG
económico	econômico	económico	econômico	ADJ;MASC;SG	ADJ;MASC;SG
económico	econômica	económico	econômico	ADJ;MASC;SG	ADJ;FEM;SG
rápidamente	rapidamente	rápidamente	rapidamente	ADV	ADV
rápidamente	rapidamente	rápidamente	rapidamente	ADV	ADV
league	league	league	leagar	N;FEM;SG	N;MASC;SG
league	liga	league	liga	N;FEM;SG	N;FEM;SG
nave	nave	nave	nave	N;FEM;SG	N;FEM;SG
nave	embarcação	nave	embarcação	N;FEM;SG	N;FEM;SG
nave	navio	nave	navio	N;FEM;SG	N;MASC;SG
posibilidad	possibilidade	posibilidad	possibilidade	N;FEM;SG	N;FEM;SG
html	html	html	html	N;MASC;SG	N;MASC;SG
anderson	anderson	anderson	anderson	N;MASC;SG	N;MASC;SG
directo	hétero	directo	hétero	ADJ;MASC;SG	ADJ;MASC;SG
directo	direta	directo	direto	ADJ;MASC;SG	ADJ;FEM;SG
sucesor	sucessor	sucesor	sucessor	N;MASC;SG	N;MASC;SG
sucesor	sucessora	sucesor	sucessora	N;MASC;SG	N;FEM;SG
presidencia	presidencial	presidencia	presidencial	N;FEM;SG	N;MASC;SG
presidencia	presidência	presidencia	presidência	N;FEM;SG	N;FEM;SG
contrario	oposta	contrario	oposto	ADJ;MASC;SG	ADJ;FEM;SG
contrario	oposto	contrario	oposto	ADJ;MASC;SG	ADJ;MASC;SG
totalmente	plenamente	totalmente	plenamente	ADV	ADV
totalmente	totalmente	totalmente	totalmente	ADV	ADV
totalmente	totalmente	totalmente	totalmente	ADV	ADV
totalmente	completamente	totalmente	completamente	ADV	ADV
totalmente	totalmente	totalmente	totalmente	ADV	ADV
totalmente	completamente	totalmente	completamente	ADV	ADV
andalucía	andaluzia	andalucía	andaluzir	N;FEM;SG	N;FEM;SG
oficialmente	oficialmente	oficialmente	oficialmente	ADV	ADV
volver	voltar	volver	voltar	V;NFIN	V;NFIN
autoridades	autoridades	autoridad	autoridade	N;FEM;PL	N;FEM;PL
pista	track	pista	track	N;FEM;SG	N;MASC;SG
pista	trilha	pista	trilha	N;FEM;SG	N;FEM;SG
pista	faixa	pista	faixa	N;FEM;SG	N;FEM;SG
pista	pista	pista	pista	N;FEM;SG	N;FEM;SG
pista	passarela	pista	passarela	N;FEM;SG	N;FEM;SG
pista	pista	pista	pista	N;FEM;SG	N;FEM;SG
pista	dica	pista	dica	N;FEM;SG	N;FEM;SG
pista	sugestão	pista	sugestão	N;FEM;SG	N;FEM;SG
botánico	botânica	botánico	botânica	N;MASC;SG	N;FEM;SG
botánico	botânico	botánico	botânico	N;MASC;SG	N;MASC;SG
botánico	botânica	botánico	botânica	N;MASC;SG	N;FEM;SG
botánico	botânico	botánico	botânico	N;MASC;SG	N;MASC;SG
iglesias	igrejas	iglesia	igreja	N;FEM;PL	N;FEM;PL
composición	composição	composición	composição	N;FEM;SG	N;FEM;SG
método	método	método	método	N;MASC;SG	N;MASC;SG
concierto	concerto	concierto	concerto	N;MASC;SG	N;MASC;SG
concierto	concerto	concierto	concerto	N;MASC;SG	N;MASC;SG
concierto	concert	concierto	concert	N;MASC;SG	N;MASC;SG
cuarta	quarta	cuarto	quarto	ADJ;FEM;SG	ADJ;FEM;SG
agricultura	agrícola	agricultura	agrícola	N;FEM;SG	N;MASC;SG
agricultura	agricultura	agricultura	agricultura	N;FEM;SG	N;FEM;SG
agricultura	agricultura	agricultura	agricultura	N;FEM;SG	N;FEM;SG
par	par	par	par	N;MASC;SG	N;MASC;SG
par	torque	par	torque	N;MASC;SG	N;MASC;SG
par	binário	par	binário	N;MASC;SG	N;MASC;SG
par	par	par	par	N;MASC;SG	N;MASC;SG
capaz	capaz	capaz	capaz	ADJ;SG	ADJ;MASC;SG
capaz	capaz	capaz	capaz	ADJ;SG	ADJ;MASC;SG
viejo	velho	viejo	velho	ADJ;MASC;SG	ADJ;MASC;SG
viejo	antigo	viejo	antigo	ADJ;MASC;SG	ADJ;MASC;SG
viejo	velha	viejo	velho	ADJ;MASC;SG	ADJ;FEM;SG
tratamiento	tratamento	tratamiento	tratamento	N;MASC;SG	N;MASC;SG
palomar	palomar	palomar	palomar	N;MASC;SG	N;MASC;SG
especiales	especiais	especial	especial	ADJ;PL	ADJ;MASC;PL
especiales	especiais	especial	especial	ADJ;PL	ADJ;MASC;PL
nueve	nove	nueve	nove	NUM;PL	NUM
bosque	floresta	bosque	floresta	N;MASC;SG	N;FEM;SG
bosque	bosque	bosque	bosque	N;MASC;SG	N;MASC;SG
bosque	floresta	bosque	floresta	N;MASC;SG	N;FEM;SG
bosque	bosque	bosque	bosque	N;MASC;SG	N;MASC;SG
bosque	forest	bosque	forest	N;MASC;SG	N;MASC;SG
carga	carga	carga	carga	N;FEM;SG	N;FEM;SG
carga	carga	carga	carga	N;FEM;SG	N;FEM;SG
carga	carregamento	carga	carregamento	N;FEM;SG	N;MASC;SG
carga	upload	carga	upload	N;FEM;SG	N;MASC;SG
carga	carregamento	carga	carregamento	N;FEM;SG	N;MASC;SG
quiere	quer	querer	querer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
letra	letra	letra	letra	N;FEM;SG	N;FEM;SG
letra	letra	letra	letra	N;FEM;SG	N;FEM;SG
letra	carta	letra	carta	N;FEM;SG	N;FEM;SG
letra	caligrafia	letra	caligrafia	N;FEM;SG	N;FEM;SG
debutó	estreou	debutar	estrear	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
necesidad	need	necesidad	need	N;FEM;SG	N;MASC;SG
necesidad	necessidade	necesidad	necessidade	N;FEM;SG	N;FEM;SG
necesidad	necessidade	necesidad	necessidade	N;FEM;SG	N;FEM;SG
diócesis	diocese	diócesis	diocese	N;FEM	N;FEM;SG
dejar	deixe	dejar	deixar	V;NFIN	V;SBJV;SG;3;PRS;FIN
dejar	sair	dejar	sair	V;NFIN	V;NFIN
dejar	deixar	dejar	deixar	V;NFIN	V;NFIN
consiste	consiste	consistir	consistir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
registro	registro	registro	registro	N;MASC;SG	N;MASC;SG
registro	registo	registro	registo	N;MASC;SG	N;MASC;SG
registro	registro	registro	registro	N;MASC;SG	N;MASC;SG
registro	recorde	registro	recorde	N;MASC;SG	N;MASC;SG
registro	record	registro	record	N;MASC;SG	N;FEM;SG
registro	secretaria	registro	secretaria	N;MASC;SG	N;FEM;SG
registro	registro	registro	registro	N;MASC;SG	N;MASC;SG
registro	registo	registro	registo	N;MASC;SG	N;MASC;SG
registro	inscrição	registro	inscrição	N;MASC;SG	N;FEM;SG
registro	registro	registro	registro	N;MASC;SG	N;MASC;SG
registro	registo	registro	registo	N;MASC;SG	N;MASC;SG
regreso	retorno	regreso	retorno	N;MASC;SG	N;MASC;SG
regreso	regresso	regreso	regresso	N;MASC;SG	N;MASC;SG
regreso	devolução	regreso	devolução	N;MASC;SG	N;FEM;SG
regreso	retorno	regreso	retorno	N;MASC;SG	N;MASC;SG
regreso	regresso	regreso	regresso	N;MASC;SG	N;MASC;SG
regreso	volta	regreso	volta	N;MASC;SG	N;FEM;SG
duración	duração	duración	duração	N;FEM;SG	N;FEM;SG
duración	durabilidade	duración	durabilidade	N;FEM;SG	N;FEM;SG
complejo	complexo	complejo	complexo	ADJ;MASC;SG	ADJ;MASC;SG
complejo	complexa	complejo	complexo	ADJ;MASC;SG	ADJ;FEM;SG
acto	ato	acto	ato	N;MASC;SG	N;MASC;SG
acto	acto	acto	acto	N;MASC;SG	N;MASC;SG
acto	act	acto	act	N;MASC;SG	N;MASC;SG
life	vida	life	vida	N	N;FEM;SG
life	life	life	life	N	N;MASC;SG
indica	indica	indicar	indicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
indica	indica	indicar	indicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fundó	fundado	fundar	fundar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
fundó	fundou	fundar	fundar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fundó	fundada	fundar	fundar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
bandas	bandas	banda	banda	N;FEM;PL	N;FEM;PL
bandas	gangues	banda	gangue	N;FEM;PL	N;MASC;PL
bandas	gangs	banda	gang	N;FEM;PL	N;MASC;PL
bandas	bandos	banda	bando	N;FEM;PL	N;MASC;PL
voto	votação	voto	votação	N;MASC;SG	N;FEM;SG
