jako	като	jako	като	CONJ	CONJ
končí	завършва	končit	завършвам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
materiál	материал	materiál	материал	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kapela	група	kapela	група	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kapela	оркестър	kapela	оркестър	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
kapela	банда	kapela	банда	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
kapela	лента	kapela	лента	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
fakulty	преподаватели	fakulta	преподавател	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
snadno	лесно	snadno	лесно	ADV;POS	ADV
polovina	половината	polovina	половина	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
vlastně	всъщност	vlastně	всъщност	ADV	ADV
dědictví	наследство	dědictví	наследство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
dědictví	наследството	dědictví	наследство	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
dědictví	наследство	dědictví	наследство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zemědělství	отглеждане	zemědělství	отглеждане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zemědělství	земеделие	zemědělství	земеделие	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zemědělství	земеделието	zemědělství	земеделие	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
zemědělství	земеделие	zemědělství	земеделие	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
martina	мартина	martina	мартина	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
setkání	заседание	setkání	заседание	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
setkání	среща	setkání	среща	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
setkání	съвещание	setkání	съвещание	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
setkání	събрание	setkání	събрание	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
setkání	срещата	setkání	среща	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
spodní	долна	spodní	долен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
spodní	долен	spodní	долен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
bývalé	бивша	bývalý	бивш	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
občas	понякога	občas	някога	ADV	ADV
obsahu	съдържание	obsah	съдържание	N;INAN;GEN;MASC;SG;POS	N;INDF;NEUT;SG
lidské	човешка	lidský	човешки	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
lidské	човешки	lidský	човешки	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
stupně	градуси	stupeň	градус	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
stupně	степени	stupeň	степен	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
festival	фестивала	festival	фестивал	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
festival	фестивал	festival	фестивал	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
festival	фестивалът	festival	фестивал	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
konkrétně	специално	konkrétně	специално	ADV;POS	ADV
technologie	технология	technologie	технология	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
metra	метро	metro	метро	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
metra	метрото	metro	метро	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
metra	метро	metro	метро	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
metra	метрото	metro	метро	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
komunistické	комунистическа	komunistický	комунистически	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
komunistické	комунистически	komunistický	комунистически	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
bilance	баланс	bilance	баланс	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
bilance	салдо	bilance	салдо	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
bilance	равновесие	bilance	равновесие	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
žádost	кандидатстване	žádost	кандидатстване	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
žádost	молба	žádost	молба	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
žádost	приложение	žádost	приложение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
žádost	прилагане	žádost	прилагане	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
žádost	заявление	žádost	заявление	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
žádost	заявка	žádost	заявка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
žádost	молба	žádost	молба	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
žádost	искане	žádost	искане	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
míru	мир	míra	мир	N;ACC;FEM;SG;POS	N;INDF;MASC;SG
krátké	къса	krátký	къс	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
krátké	кратка	krátký	кратък	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
krátké	кратък	krátký	кратък	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
samostatné	отделна	samostatný	отделен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
samostatné	отделен	samostatný	отделен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
dětství	детство	dětství	детство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
dětství	детството	dětství	детство	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
policie	полиция	policie	полиция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
městská	градска	městský	градски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
městská	градски	městský	градски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
air	air	air	air	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
air	въздуха	air	въздух	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
air	въздушен	air	въздуша	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
air	въздух	air	въздух	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
podíl	съотношение	podíl	съотношение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
autorů	авторите	autor	автор	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
autorů	автори	autor	автор	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
metody	методи	metoda	метод	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
mírně	умерено	mírně	умерено	ADV;POS	ADV
turné	турне	turné	турне	N;NEUT;POS	N;INDF;NEUT;SG
turné	обиколка	turné	обиколка	N;NEUT;POS	N;INDF;FEM;SG
turné	тур	turné	тур	N;NEUT;POS	N;INDF;MASC;SG
turné	турне	turné	турне	N;NEUT;POS	N;INDF;NEUT;SG
turné	турнета	turné	турне	N;NEUT;POS	N;INDF;NEUT;PL
pokračuje	продължава	pokračovat	продължавам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tábor	лагер	tábor	лагер	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
vědy	науките	věda	наука	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
vědy	науки	věda	наука	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
vzduchu	air	vzduch	air	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
vzduchu	въздуха	vzduch	въздух	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
vzduchu	въздушен	vzduch	въздуша	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
vzduchu	въздух	vzduch	въздух	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
formy	формуляри	forma	формуляр	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
formy	форми	forma	форма	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
formy	плесени	forma	плеса	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
motory	мотори	motor	мотор	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
motory	двигатели	motor	двигател	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
plocha	desktop	plocha	desktop	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
plocha	зона	plocha	зона	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
plocha	площ	plocha	площ	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
plocha	област	plocha	област	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
plocha	район	plocha	район	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
dnů	дни	den	ден	N;INAN;GEN;MASC;PL;POS	N;INDF;MASC;PL
domy	къщи	dům	къща	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
domy	къщите	dům	къща	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
domy	къщи	dům	къща	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
domy	домове	dům	дом	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
společenství	федерация	společenství	федерация	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
společenství	федерацията	společenství	федерация	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
společenství	общност	společenství	общност	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
společenství	общността	společenství	общност	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
obrany	защита	obrana	защита	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obrany	отбрана	obrana	отбрана	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obrany	защита	obrana	защита	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obrany	отбрана	obrana	отбрана	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obrany	защитата	obrana	защита	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
zrušení	отмяна	zrušení	отмяна	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zrušení	отмяна	zrušení	отмяна	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zrušení	анулиране	zrušení	анулиране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zrušení	отнемане	zrušení	отнемане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
ochranu	защита	ochrana	защита	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
ochranu	закрила	ochrana	закрила	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
obrázek	снимка	obrázek	снимка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
obrázek	картинка	obrázek	картинка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
obrázek	имидж	obrázek	имидж	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
obrázek	картинка	obrázek	картинка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
obrázek	образ	obrázek	образ	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
obrázek	изображение	obrázek	изображение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
mapa	карта	mapa	карта	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
mapa	картата	mapa	карта	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
středu	сряда	středa	сряда	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
etnické	етническа	etnický	етнически	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
etnické	етнически	etnický	етнически	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
sbírka	събиране	sbírka	събиране	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
sbírka	колекция	sbírka	колекция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
knihu	тефтер	kniha	тефтер	N;ACC;FEM;SG;POS	N;INDF;MASC;SG
knihu	книга	kniha	книга	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
dráha	писта	dráha	писта	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nabízí	предлага	nabízet	предлагам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
napětí	напрежение	napětí	напрежение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
napětí	напрежение	napětí	напрежение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
napětí	напрежение	napětí	напрежение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
námořní	морски	námořní	морски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
námořní	морска	námořní	морски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
námořní	военноморски	námořní	военноморски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
námořní	морска	námořní	морски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
námořní	морски	námořní	морски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
ministerstva	министерствата	ministerstvo	министерство	N;NOM;NEUT;PL;POS	N;DEF;NEUT;PL
ministerstva	министерства	ministerstvo	министерство	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
prostě	просто	prostě	просто	ADV;POS	ADV
prostě	само	prostě	само	ADV;POS	ADV
stroj	машинка	stroj	машинка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
stroj	машина	stroj	машина	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
výročí	юбилей	výročí	юбилей	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
výročí	годишнина	výročí	годишнина	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
výročí	годишнината	výročí	годишнина	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
praxi	тренировка	praxe	тренировка	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
praxi	практика	praxe	практика	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
běžně	рутинно	běžně	рутинен	ADV;POS	ADV
běžně	нормално	běžně	нормално	ADV;POS	ADV
běžně	обикновено	běžně	обикновено	ADV;POS	ADV
kříže	кръстове	kříž	кръст	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
hradiště	храдище	hradiště	храдище	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
účasti	участието	účast	участие	N;NOM;FEM;SG;POS	N;DEF;NEUT;SG
účasti	участие	účast	участие	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
týden	седмицата	týden	седмица	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
týden	седмица	týden	седмица	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
zlaté	златни	zlatý	златен	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;PL
zlaté	златни	zlatý	златен	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;PL
dcery	дъщери	dcera	дъщеря	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
dcery	дъщерите	dcera	дъщер	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
plán	план	plán	план	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
chrám	темпъл	chrám	темпъл	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
chrám	храмът	chrám	храм	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
chrám	храм	chrám	храм	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
populární	популярен	populární	популярен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
populární	популярна	populární	популярен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
show	показване	show	показване	N;FEM;POS	N;INDF;NEUT;SG
celkové	общ	celkový	общ	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
celkové	обща	celkový	общ	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
smysl	смисъл	smysl	смисъл	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
smysl	разум	smysl	разум	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
uživatele	потребители	uživatel	потребител	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;PL
uživatele	потребителите	uživatel	потребител	N;ANIM;ACC;MASC;PL;POS	N;DEF;MASC;PL
uživatele	ползватели	uživatel	ползвател	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;PL
osoba	човек	osoba	човек	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
osoba	личност	osoba	личност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nasazení	разполагане	nasazení	разполагане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
nasazení	разгръщане	nasazení	разгръщане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
nasazení	разполагането	nasazení	разполагане	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
nasazení	внедряване	nasazení	внедряване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
hvězdy	звездички	hvězda	звездичка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
hvězdy	звездите	hvězda	звезда	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
hvězdy	звезди	hvězda	звезда	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
aplikace	кандидатстване	aplikace	кандидатстване	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
aplikace	молба	aplikace	молба	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
aplikace	приложение	aplikace	приложение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
aplikace	прилагане	aplikace	прилагане	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
aplikace	заявление	aplikace	заявление	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
aplikace	приложение	aplikace	приложение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
mezitím	междувременно	mezitím	междувременно	ADV	ADV
provincii	провинцията	provincie	провинция	N;DAT;FEM;SG;POS	N;DEF;FEM;SG
provincii	провинция	provincie	провинция	N;DAT;FEM;SG;POS	N;INDF;FEM;SG
měření	измерване	měření	измерване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
měření	оценяване	měření	оценяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
měření	измерване	měření	измерване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
standardní	стандартна	standardní	стандартен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
standardní	стандартен	standardní	стандартен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
onemocnění	болест	onemocnění	болест	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
onemocnění	заболяване	onemocnění	заболяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
onemocnění	болест	onemocnění	болест	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
onemocnění	заболяване	onemocnění	заболяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
linie	реплика	linie	реплика	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
linie	линия	linie	линия	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
majetek	имот	majetek	имот	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
majetek	собственост	majetek	собственост	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
majetek	имущество	majetek	имущество	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
majetek	свойство	majetek	свойство	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
učení	преподаването	učení	преподаване	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
učení	преподаване	učení	преподаване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
učení	учене	učení	учене	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
znaky	знаци	znak	знак	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
znaky	герои	znak	герой	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
znaky	символи	znak	символя	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
hodnocení	преценка	hodnocení	преценка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
hodnocení	оценяване	hodnocení	оценяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
hodnocení	оценка	hodnocení	оценка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
hodnocení	рейтинг	hodnocení	рейтинг	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
hodnocení	оценяване	hodnocení	оценяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
hodnocení	оценката	hodnocení	оценка	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
hodnocení	оценка	hodnocení	оценка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
hodnocení	рейтинг	hodnocení	рейтинг	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
hodnocení	квалификация	hodnocení	квалификация	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
stadium	стадион	stadium	стадион	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
stadium	стадиона	stadium	стадион	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
funkcí	функция	funkce	функция	N;INS;FEM;SG;POS	N;INDF;FEM;SG
funkcí	длъжност	funkce	длъжност	N;INS;FEM;SG;POS	N;INDF;FEM;SG
funkcí	функциониране	funkce	функциониране	N;INS;FEM;SG;POS	N;INDF;NEUT;SG
škol	училища	škola	училище	N;GEN;FEM;PL;POS	N;INDF;NEUT;PL
škol	школи	škola	школа	N;GEN;FEM;PL;POS	N;INDF;MASC;PL
škol	училищата	škola	училище	N;GEN;FEM;PL;POS	N;DEF;NEUT;PL
zboží	блага	zboží	благам-(се)	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zboží	стока	zboží	стока	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zboží	артикул	zboží	артикул	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
zboží	стока	zboží	стока	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
psal	написал	psát	напиша	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
psal	написа	psát	напиша	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
muže	мъжете	muž	мъж	N;ANIM;ACC;MASC;PL;POS	N;DEF;MASC;PL
muže	мъже	muž	мъж	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;PL
vydavatelství	публикуване	vydavatelství	публикуване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
vydavatelství	издателство	vydavatelství	издателство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
akademii	академията	akademie	академия	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
akademii	академия	akademie	академия	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
úspěšně	успешно	úspěšně	успешно	ADV;POS	ADV
úspěšně	успешно	úspěšně	успешно	ADV;POS	ADV
studie	изследвания	studie	изследване	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
studie	проучвания	studie	проучване	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
ochrana	защита	ochrana	защита	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
ochrana	закрила	ochrana	закрила	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
stromy	дърветата	strom	дърво	N;INAN;NOM;MASC;PL;POS	N;DEF;NEUT;PL
stromy	дървета	strom	дърво	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
stromy	дръвчета	strom	дръвче	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
aktivity	дейности	aktivita	дейност	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
aktivity	занимания	aktivita	занимание	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
hodiny	часове	hodina	час	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
hodiny	часовници	hodina	часовник	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
hodiny	часовниците	hodina	часовник	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
zástupce	представител	zástupce	представител	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
zástupce	заместник	zástupce	заместник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
regionální	регионален	regionální	регионален	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
regionální	регионална	regionální	регионален	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
obsahují	съдържат	obsahovat	съдържам-(се)	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
obchod	сладкарница	obchod	сладкарница	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
obchod	магазин	obchod	магазин	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchod	магазинче	obchod	магазинче	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
obchod	бизнес	obchod	бизнес	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchod	търговия	obchod	търговия	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
obchod	магазин	obchod	магазин	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
obchod	съхранение	obchod	съхранение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
hor	планините	hora	планини	N;GEN;FEM;PL;POS	N;DEF;FEM;PL
hor	планини	hora	планина	N;GEN;FEM;PL;POS	N;INDF;FEM;PL
řece	ривър	řeka	ривър	N;DAT;FEM;SG;POS	N;INDF;MASC;SG
řece	река	řeka	река	N;DAT;FEM;SG;POS	N;INDF;FEM;SG
řece	реката	řeka	река	N;DAT;FEM;SG;POS	N;DEF;FEM;SG
budov	сгради	budova	сграда	N;GEN;FEM;PL;POS	N;INDF;FEM;PL
délky	дължина	délka	дължина	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
producent	продуцент	producent	продуцент	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
producent	производител	producent	производител	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
názory	становища	názor	становище	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
názory	мнения	názor	мнение	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
názory	гледки	názor	гледка	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
názory	изгледи	názor	изглед	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
názory	мнения	názor	мнение	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
názory	гледания	názor	гледане	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
vysoký	висок	vysoký	висок	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
vysoký	висока	vysoký	висок	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
vysoký	висок	vysoký	висок	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
vysoký	висока	vysoký	висок	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
mil	километри	milión	километър	N;INAN;MASC;POS	N;INDF;MASC;PL
volně	свободно	volně	свободно	ADV;POS	ADV
boj	борба	boj	борба	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
boj	битка	boj	битка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
