yang	это	yang	это	PRO	PRO;INAN;NOM;NEUT;SG
diterima	полученная	diterima	получить	V;SG;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
diterima	принят	diterima	принять	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
diterima	принята	diterima	принять	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
diterima	принято	diterima	принять	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ibrani	иврит	ibrani	иврит	N	N;INAN;NOM;MASC;SG
kompleks	комплекс	kompleks	комплекс	N;SG	N;INAN;NOM;MASC;SG
hujan	дождь	hujan	дождь	N;SG	N;INAN;NOM;MASC;SG
hujan	дождь	hujan	дождь	N;SG	N;INAN;NOM;MASC;SG
makam	кладбище	makam	кладбище	N;SG	N;INAN;NOM;NEUT;SG
makam	могила	makam	могила	N;SG	N;INAN;NOM;FEM;SG
makam	гробнице	makam	гробница	N;SG	N;INAN;DAT;FEM;SG
makam	могила	makam	могила	N;SG	N;INAN;NOM;FEM;SG
makam	мавзолей	makam	мавзоль	N;SG	N;INAN;NOM;MASC;SG
ketinggian	высота	ketinggian	высота	N;SG	N;INAN;NOM;FEM;SG
ketinggian	хайтс	ketinggian	хайтс	N;SG	N;INAN;NOM;MASC;SG
kejuaraan	чемпионат	kejuaraan	чемпионат	N;SG	N;INAN;NOM;MASC;SG
kejuaraan	чемпионат	kejuaraan	чемпионат	N;SG	N;INAN;NOM;MASC;SG
profesional	профессиональное	profesional	профессиональный	ADJ;SG	ADJ;NOM;NEUT;SG
profesional	профессиональная	profesional	профессиональный	ADJ;SG	ADJ;NOM;FEM;SG
pembentukan	учреждение	penbentukan	учреждение	N;SG	N;INAN;NOM;NEUT;SG
pembentukan	формирование	penbentukan	формирование	N;SG	N;INAN;NOM;NEUT;SG
mengumumkan	объявить	menumumkan	объявить	V;SG;ACT	V;PFV;NFIN;ACT
mengumumkan	объявил	menumumkan	объявить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
mengumumkan	объявила	menumumkan	объявить	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
dipilih	выбранный	dipilih	выбрать	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
dipilih	избранный	dipilih	избрать	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
dipilih	выбранный	dipilih	выбрать	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
dipilih	выбран	dipilih	выбрать	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
dipilih	выбрано	dipilih	выбрать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
konser	концерт	konser	концерт	N;SG	N;INAN;NOM;MASC;SG
sayap	крыло	sayap	крыло	N;SG	N;INAN;NOM;NEUT;SG
suka	понравилось	suka	понравиться	V;SG	V;PFV;NEUT;IND;SG;PST;FIN;MID
suka	нравится	suka	нравиться	V;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
suka	понравилась	suka	понравиться	V;SG	V;PFV;FEM;IND;SG;PST;FIN;MID
suka	понравился	suka	понравиться	V;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
suka	любит	suka	любить	V;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
suka	нравится	suka	нравиться	V;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
suka	нравится	suka	нравиться	V;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
channel	канал	channel	канал	N	N;INAN;NOM;MASC;SG
channel	каналы	channel	канал	N	N;INAN;NOM;MASC;PL
parlemen	парламент	parlemen	парламент	N;SG	N;INAN;NOM;MASC;SG
putaran	вращение	putaran	вращение	N;SG	N;INAN;NOM;NEUT;SG
penonton	аудитория	pentonton	аудитория	N;SG	N;INAN;NOM;FEM;SG
tema	тема	tema	тема	N;SG	N;INAN;NOM;FEM;SG
fisika	физика	fisika	физик	N;SG	N;INAN;NOM;FEM;SG
komandan	командор	komandan	командор	N;SG	N;ANIM;NOM;MASC;SG
komandan	командующий	komandan	командующий	N;SG	N;ANIM;NOM;MASC;SG
komandan	коммандер	komandan	коммандер	N;SG	N;ANIM;NOM;MASC;SG
komandan	командир	komandan	командир	N;SG	N;ANIM;NOM;MASC;SG
pemuda	молодежи	pemuda	молодежь	N;SG	N;INAN;GEN;FEM;SG
pemuda	молодость	pemuda	молодость	N;SG	N;INAN;NOM;FEM;SG
pemuda	молодёжь	pemuda	молодёжь	N;SG	N;INAN;NOM;FEM;SG
pemuda	молодежь	pemuda	молодежь	N;SG	N;INAN;NOM;FEM;SG
golongan	группировка	golongan	группировка	N;SG	N;INAN;NOM;FEM;SG
motor	мотоцикл	motor	мотоцикл	N;SG	N;INAN;NOM;MASC;SG
motor	мотор	motor	мотор	N;SG	N;INAN;NOM;MASC;SG
miliar	миллиард	miliar	миллиард	N	N;INAN;NOM;MASC;SG
miliar	миллиарда	miliar	миллиард	N	N;INAN;GEN;MASC;SG
miliar	млрд	miliar	миллиард	N	N;INAN;NOM;MASC;SG
miliar	миллиардов	miliar	миллиард	N	N;INAN;GEN;MASC;PL
miliar	миллиарды	miliar	миллиард	N	N;INAN;NOM;MASC;PL
lulus	окончила	lulus	окончить	V;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
lulus	окончил	lulus	окончить	V;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
lulus	прошел	lulus	пройти	V;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
lulus	прошло	lulus	пройти	V;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
lulus	прошла	lulus	пройти	V;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
lulus	пройти	lulus	пройти	V;SG	V;PFV;NFIN;ACT
pernikahan	брак	pernikahan	брак	N;SG	N;INAN;NOM;MASC;SG
pernikahan	свадьбу	pernikahan	свадьба	N;SG	N;INAN;ACC;FEM;SG
pernikahan	свадьба	pernikahan	свадьба	N;SG	N;INAN;NOM;FEM;SG
memasuki	входит	menmasuki	входить	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melayani	подавать	menlayani	подавать	V;SG;ACT	V;IPFV;NFIN;ACT
melayani	служить	menlayani	служить	V;SG;ACT	V;IPFV;NFIN;ACT
melayani	служит	menlayani	служить	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
terbatas	ограниченное	terbatas	ограничить	V;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
terbatas	ограниченная	terbatas	ограничить	V;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
terbatas	ограниченный	terbatas	ограничить	V;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
terbatas	ограниченное	terbatas	ограничить	V;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
terbatas	ограничено	terbatas	ограничить	V;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
disingkat	сокращенной	disingkat	сократить	V;SG;PASS	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
turnamen	турнир	turnamen	турнир	N;SG	N;INAN;NOM;MASC;SG
dokter	врач	dokter	врач	N;SG	N;ANIM;NOM;MASC;SG
dokter	доктор	dokter	доктор	N;SG	N;ANIM;NOM;MASC;SG
dokter	врач	dokter	врач	N;SG	N;ANIM;NOM;MASC;SG
menyelesaikan	заканчиваю	menselesaikan	заканчивать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
kuil	святилище	kuil	святилище	N;SG	N;INAN;NOM;NEUT;SG
kuil	храм	kuil	храм	N;SG	N;INAN;NOM;MASC;SG
lambang	герб	lambang	герб	N;SG	N;INAN;NOM;MASC;SG
produser	производитель	produser	производитель	N;SG	N;ANIM;NOM;MASC;SG
produser	продюсер	produser	продюсер	N;SG	N;ANIM;NOM;MASC;SG
obat	медицина	obat	медицина	N;SG	N;INAN;NOM;FEM;SG
obat	лекарство	obat	лекарство	N;SG	N;INAN;NOM;NEUT;SG
obat	медицины	obat	медицина	N;SG	N;INAN;GEN;FEM;SG
obat	препарат	obat	препарат	N;SG	N;INAN;NOM;MASC;SG
obat	наркотик	obat	наркотик	N;SG	N;INAN;NOM;MASC;SG
sederhana	простой	sederhana	простой	ADJ;SG	ADJ;NOM;MASC;SG
sederhana	простое	sederhana	простой	ADJ;SG	ADJ;NOM;NEUT;SG
sederhana	простая	sederhana	простой	ADJ;SG	ADJ;NOM;FEM;SG
dilaksanakan	осуществлена	dilaksanakan	осуществить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dukungan	поддержки	dukungan	поддержка	N;SG	N;INAN;GEN;FEM;SG
dukungan	поддержка	dukungan	поддержка	N;SG	N;INAN;NOM;FEM;SG
dukungan	поддержку	dukungan	поддержка	N;SG	N;INAN;ACC;FEM;SG
dukungan	одобрение	dukungan	одобрение	N;SG	N;INAN;NOM;NEUT;SG
teater	кинотеатр	teater	кинотеатр	N	N;INAN;NOM;MASC;SG
teater	театр	teater	театр	N	N;INAN;NOM;MASC;SG
teater	театр	teater	театр	N	N;INAN;NOM;MASC;SG
teater	кинотеатрах	teater	кинотеатр	N	N;INAN;ESS;MASC;PL
teater	театры	teater	театр	N	N;INAN;NOM;MASC;PL
referensi	ссылка	referensi	ссылка	N;SG	N;INAN;NOM;FEM;SG
menjelaskan	объясняю	menjelaskan	объяснять	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menjelaskan	пояснил	menjelaskan	пояснить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menjelaskan	объяснила	menjelaskan	объяснить	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
menjelaskan	пояснила	menjelaskan	пояснить	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
menjelaskan	объяснил	menjelaskan	объяснить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menjelaskan	объяснить	menjelaskan	объяснить	V;SG;ACT	V;PFV;NFIN;ACT
menjelaskan	поясняет	menjelaskan	пояснять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menjelaskan	объясняет	menjelaskan	объяснять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
lebar	широкая	lebar	широкий	ADJ;SG	ADJ;NOM;FEM;SG
lebar	широкого	lebar	широкий	ADJ;SG	ADJ;GEN;MASC;SG
lebar	широкий	lebar	широкий	ADJ;SG	ADJ;NOM;MASC;SG
alias	псевдоним	alias	псевдонимый	N;SG	N;ANIM;NOM;MASC;SG
kabar	ленте	kabar	лента	N;SG	N;INAN;DAT;FEM;SG
kabar	лента	kabar	лента	N;SG	N;INAN;NOM;FEM;SG
kabar	корма	kabar	корм	N;SG	N;INAN;GEN;MASC;SG
kabar	ленту	kabar	лента	N;SG	N;INAN;ACC;FEM;SG
menara	башня	menara	башня	N;SG	N;INAN;NOM;FEM;SG
menara	тауэр	menara	тауэр	N;SG	N;INAN;NOM;MASC;SG
benteng	бастион	benteng	бастион	N	N;INAN;NOM;MASC;SG
benteng	замок	benteng	замок	N	N;INAN;NOM;MASC;SG
benteng	форт	benteng	форт	N	N;INAN;NOM;MASC;SG
benteng	крепость	benteng	крепость	N	N;INAN;NOM;FEM;SG
benteng	крепость	benteng	крепость	N	N;INAN;NOM;FEM;SG
benteng	цитадель	benteng	цитадель	N	N;INAN;NOM;FEM;SG
logo	логотип	logo	логотип	N;SG	N;INAN;NOM;MASC;SG
daging	мясо	daging	мясо	N;SG	N;INAN;NOM;NEUT;SG
daging	мяса	daging	мясо	N;SG	N;INAN;GEN;NEUT;SG
daging	плоть	daging	плоть	N;SG	N;INAN;NOM;FEM;SG
menggambarkan	изобразить	mengambarkan	изобразить	V;SG;ACT	V;PFV;NFIN;ACT
digantikan	заменена	digantikan	заменить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
pengadilan	корт	penadilan	корт	N;SG	N;INAN;NOM;MASC;SG
pengadilan	суд	penadilan	суд	N;SG	N;INAN;NOM;MASC;SG
transportasi	транспорт	transportasi	транспорт	N;SG	N;INAN;NOM;MASC;SG
transportasi	транспортировка	transportasi	транспортировка	N;SG	N;INAN;NOM;FEM;SG
transportasi	транспорт	transportasi	транспорт	N;SG	N;INAN;NOM;MASC;SG
transportasi	перевозка	transportasi	перевозка	N;SG	N;INAN;NOM;FEM;SG
tiap	каждая	tiap	каждый	DET	DET;NOM;FEM;SG
tiap	каждому	tiap	каждый	DET	DET;DAT;MASC;SG
tiap	каждый	tiap	каждый	DET	DET;NOM;MASC;SG
tiap	каждое	tiap	каждый	DET	DET;NOM;NEUT;SG
memainkan	играет	menmainkan	играть	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memainkan	играю	menmainkan	играть	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
memainkan	играет	menmainkan	играть	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
faktor	коэффициент	faktor	коэффициент	N;SG	N;INAN;NOM;MASC;SG
faktor	фактор	faktor	фактор	N;SG	N;INAN;NOM;MASC;SG
faktor	фактором	faktor	фактор	N;SG	N;INAN;INS;MASC;SG
link	линк	link	линк	N	N;INAN;NOM;MASC;SG
link	ссылка	link	ссылка	N	N;INAN;NOM;FEM;SG
link	ссылку	link	ссылка	N	N;INAN;ACC;FEM;SG
link	связи	link	связь	N	N;INAN;NOM;FEM;PL
link	ссылки	link	ссылка	N	N;INAN;NOM;FEM;PL
reaksi	реакция	reaksi	реакция	N;SG	N;INAN;NOM;FEM;SG
reaksi	реакция	reaksi	реакция	N;SG	N;INAN;NOM;FEM;SG
kesempatan	шанс	kesempatan	шанс	N;SG	N;INAN;NOM;MASC;SG
kesempatan	возможность	kesempatan	возможность	N;SG	N;INAN;NOM;FEM;SG
mengeluarkan	извлечь	menkeluarkan	извлечь	V;SG;ACT	V;PFV;NFIN;ACT
gitar	гитару	gitar	гитара	N;SG	N;INAN;ACC;FEM;SG
gitar	гитара	gitar	гитар	N;SG	N;ANIM;NOM;MASC;SG
peta	карта	peta	карта	N;SG	N;INAN;NOM;FEM;SG
peta	карту	peta	карта	N;SG	N;INAN;ACC;FEM;SG
fisik	телосложение	fisik	телосложение	N;SG	N;INAN;NOM;NEUT;SG
injil	евангелие	injil	евангелие	N;SG	N;INAN;NOM;NEUT;SG
injil	евангелие	injil	евангелие	N;SG	N;INAN;NOM;NEUT;SG
pabrik	фабрика	pabrik	фабрика	N;SG	N;INAN;NOM;FEM;SG
pabrik	завод	pabrik	завод	N;SG	N;INAN;NOM;MASC;SG
ditetapkan	назначенный	ditetapkan	назначить	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
ditetapkan	назначен	ditetapkan	назначить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
kehilangan	потеря	kehilangan	потеря	N;SG	N;INAN;NOM;FEM;SG
kehilangan	утрата	kehilangan	утрата	N;SG	N;INAN;NOM;FEM;SG
kehilangan	потеря	kehilangan	потеря	N;SG	N;INAN;NOM;FEM;SG
irlandia	ирландец	irlandia	ирландец	N;SG	N;ANIM;NOM;MASC;SG
irlandia	ирландию	irlandia	ирландия	N;SG	N;INAN;ACC;FEM;SG
irlandia	ирландия	irlandia	ирландия	N;SG	N;INAN;NOM;FEM;SG
mewakili	представлять	menwakili	представлять	V;SG;ACT	V;IPFV;NFIN;ACT
mewakili	представляя	menwakili	представлять	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mewakili	представляющий	menwakili	представлять	V;SG;ACT	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
mewakili	представляющее	menwakili	представлять	V;SG;ACT	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
mewakili	представляет	menwakili	представлять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
staf	персонал	staf	персонал	N;SG	N;INAN;NOM;MASC;SG
delapan	восемь	delapan	восемь	NUM	NUM;NOM
gelandang	полузащитник	gelandang	полузащитник	N;SG	N;ANIM;NOM;MASC;SG
antena	антенна	antena	антенна	N;SG	N;INAN;NOM;FEM;SG
telepon	телефон	telepon	телефон	N;SG	N;INAN;NOM;MASC;SG
telepon	звонок	telepon	звонок	N;SG	N;INAN;NOM;MASC;SG
telepon	телефон	telepon	телефон	N;SG	N;INAN;NOM;MASC;SG
sulit	трудно	sulit	трудный	ADJ;SG	ADJ;NEUT;SG
sulit	трудное	sulit	трудный	ADJ;SG	ADJ;NOM;NEUT;SG
sulit	сложно	sulit	сложный	ADJ;SG	ADJ;NEUT;SG
sulit	трудный	sulit	трудный	ADJ;SG	ADJ;NOM;MASC;SG
menentukan	определяет	mententukan	определять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menentukan	определяя	mententukan	определять	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
menentukan	определить	mententukan	определить	V;SG;ACT	V;PFV;NFIN;ACT
menentukan	определять	mententukan	определять	V;SG;ACT	V;IPFV;NFIN;ACT
menentukan	решающий	mententukan	решающий	V;SG;ACT	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
menentukan	указать	mententukan	указать	V;SG;ACT	V;PFV;NFIN;ACT
menentukan	уточнить	mententukan	уточнить	V;SG;ACT	V;PFV;NFIN;ACT
perintah	команда	perintah	команда	N;SG	N;INAN;NOM;FEM;SG
perintah	командование	perintah	командование	N;SG	N;INAN;NOM;NEUT;SG
perintah	приказ	perintah	приказ	N;SG	N;INAN;NOM;MASC;SG
aksi	действие	aksi	действие	N;SG	N;INAN;NOM;NEUT;SG
aksi	акция	aksi	акция	N;SG	N;INAN;NOM;FEM;SG
pendukung	сторонник	pendukung	сторонник	N;SG	N;ANIM;NOM;MASC;SG
dana	финансирование	dana	финансирование	N;SG	N;INAN;NOM;NEUT;SG
dana	фонд	dana	фонд	N;SG	N;INAN;NOM;MASC;SG
famili	семья	famili	семья	N;SG	N;INAN;NOM;FEM;SG
famili	семейство	famili	семейство	N;SG	N;INAN;NOM;NEUT;SG
musuh	враг	musuh	враг	N;SG	N;ANIM;NOM;MASC;SG
musuh	противник	musuh	противник	N;SG	N;ANIM;NOM;MASC;SG
perbatasan	граница	perbatasan	граница	N;SG	N;INAN;NOM;FEM;SG
perbatasan	границу	perbatasan	граница	N;SG	N;INAN;ACC;FEM;SG
perbatasan	граница	perbatasan	граница	N;SG	N;INAN;NOM;FEM;SG
perbatasan	рубеж	perbatasan	рубеж	N;SG	N;INAN;NOM;MASC;SG
pemberontakan	восстание	penberontakan	восстание	N;SG	N;INAN;NOM;NEUT;SG
pemberontakan	восстание	penberontakan	восстание	N;SG	N;INAN;NOM;NEUT;SG
pemberontakan	бунт	penberontakan	бунт	N;SG	N;INAN;NOM;MASC;SG
pemberontakan	восстание	penberontakan	восстание	N;SG	N;INAN;NOM;NEUT;SG
pemberontakan	мятеж	penberontakan	мятеж	N;SG	N;INAN;NOM;MASC;SG
pemberontakan	бунт	penberontakan	бунт	N;SG	N;INAN;NOM;MASC;SG
pemberontakan	восстание	penberontakan	восстание	N;SG	N;INAN;NOM;NEUT;SG
pemberontakan	мятеж	penberontakan	мятеж	N;SG	N;INAN;NOM;MASC;SG
pemberontakan	бунт	penberontakan	бунт	N;SG	N;INAN;NOM;MASC;SG
pemberontakan	мятеж	penberontakan	мятеж	N;SG	N;INAN;NOM;MASC;SG
revolusi	революция	revolusi	революция	N;SG	N;INAN;NOM;FEM;SG
kucing	кэт	kucing	кэт	N;SG	N;ANIM;NOM;FEM;SG
kucing	кот	kucing	кот	N;SG	N;ANIM;NOM;MASC;SG
kucing	кпп	kucing	кппа	N;SG	N;INAN;NOM;MASC;SG
kucing	кошка	kucing	кошка	N;SG	N;ANIM;NOM;FEM;SG
toko	магазин	toko	магазин	N;SG	N;INAN;NOM;MASC;SG
toko	магазин	toko	магазин	N;SG	N;INAN;NOM;MASC;SG
arti	значение	arti	значение	N;SG	N;INAN;NOM;NEUT;SG
arti	смысл	arti	смысл	N;SG	N;INAN;NOM;MASC;SG
pelatih	тренер	penlatih	тренер	N;SG	N;ANIM;NOM;MASC;SG
pelatih	тренер	penlatih	тренер	N;SG	N;ANIM;NOM;MASC;SG
kursi	председатель	kursi	председатель	N;SG	N;ANIM;NOM;MASC;SG
kursi	кресло	kursi	кресло	N;SG	N;INAN;NOM;NEUT;SG
kursi	стул	kursi	стул	N;SG	N;INAN;NOM;MASC;SG
kursi	сиденье	kursi	сиденье	N;SG	N;INAN;NOM;NEUT;SG
komisi	комиссия	komisi	комиссия	N;SG	N;INAN;NOM;FEM;SG
terjun	фоллс	terjun	фоллс	N;SG;ACT	N;INAN;NOM;MASC;SG
rute	маршрут	rute	маршрут	N;SG	N;INAN;NOM;MASC;SG
rute	трасса	rute	трасса	N;SG	N;INAN;NOM;FEM;SG
pertunjukan	шоу	pertunjukan	шоу	N;SG	N;INAN;NOM;NEUT;SG
pertunjukan	показ	pertunjukan	показ	N;SG	N;INAN;NOM;MASC;SG
pertumbuhan	роста	pertumbuhan	рост	N;SG	N;INAN;GEN;MASC;SG
pertumbuhan	рост	pertumbuhan	рост	N;SG	N;INAN;NOM;MASC;SG
atom	атом	atom	атом	N;SG	N;INAN;NOM;MASC;SG
layar	экран	layar	экран	N;SG	N;INAN;NOM;MASC;SG
layar	парус	layar	парус	N;SG	N;INAN;NOM;MASC;SG
konflik	конфликт	konflik	конфликт	N;SG	N;INAN;NOM;MASC;SG
konflik	коллизия	konflik	коллизия	N;SG	N;INAN;NOM;FEM;SG
sarjana	учёный	sarjana	учёный	N	N;ANIM;NOM;MASC;SG
sarjana	ученый	sarjana	ученый	N	N;ANIM;NOM;MASC;SG
sarjana	холостяк	sarjana	холостяк	N	N;ANIM;NOM;MASC;SG
sarjana	бакалавр	sarjana	бакалавр	N	N;ANIM;NOM;MASC;SG
sarjana	ученые	sarjana	ученый	N	N;ANIM;NOM;MASC;PL
sarjana	ученых	sarjana	ученый	N	N;ANIM;GEN;MASC;PL
institut	институт	institut	институт	N	N;INAN;NOM;MASC;SG
peningkatan	улучшение	pentingkatan	улучшение	N;SG	N;INAN;NOM;NEUT;SG
peningkatan	совершенствование	pentingkatan	совершенствование	N;SG	N;INAN;NOM;NEUT;SG
peningkatan	улучшение	pentingkatan	улучшение	N;SG	N;INAN;NOM;NEUT;SG
peningkatan	увеличение	pentingkatan	увеличение	N;SG	N;INAN;NOM;NEUT;SG
peningkatan	улучшение	pentingkatan	улучшение	N;SG	N;INAN;NOM;NEUT;SG
peningkatan	прирост	pentingkatan	прирост	N;SG	N;INAN;NOM;MASC;SG
peningkatan	прироста	pentingkatan	прирост	N;SG	N;INAN;GEN;MASC;SG
penjualan	продажа	penjualan	продажа	N;SG	N;INAN;NOM;FEM;SG
penjualan	продажа	penjualan	продажа	N;SG	N;INAN;NOM;FEM;SG
penjualan	распродажа	penjualan	распродажа	N;SG	N;INAN;NOM;FEM;SG
pesisir	побережье	pesisir	побережье	N	N;INAN;NOM;NEUT;SG
pesisir	берег	pesisir	берег	N	N;INAN;NOM;MASC;SG
urutan	орден	urutan	орден	N;SG	N;INAN;NOM;MASC;SG
urutan	заказ	urutan	заказ	N;SG	N;INAN;NOM;MASC;SG
urutan	приказ	urutan	приказ	N;SG	N;INAN;NOM;MASC;SG
urutan	порядок	urutan	порядок	N;SG	N;INAN;NOM;MASC;SG
urutan	последовательность	urutan	последовательность	N;SG	N;INAN;NOM;FEM;SG
berhenti	остановить	berhenti	остановить	V;SG;ACT	V;PFV;NFIN;ACT
berhenti	прекратить	berhenti	прекратить	V;SG;ACT	V;PFV;NFIN;ACT
hadiah	вознаграждение	hadiah	вознаграждение	N;SG	N;INAN;NOM;NEUT;SG
hadiah	награда	hadiah	награда	N;SG	N;INAN;NOM;FEM;SG
hadiah	подарок	hadiah	подарок	N;SG	N;INAN;NOM;MASC;SG
hadiah	дар	hadiah	дар	N;SG	N;INAN;NOM;MASC;SG
tekanan	давление	tekanan	давление	N;SG	N;INAN;NOM;NEUT;SG
tekanan	давление	tekanan	давление	N;SG	N;INAN;NOM;NEUT;SG
siapa	кто	siapa	кто	PRO	PRO;NOM
prinsip	принцип	prinsip	принцип	N;SG	N;INAN;NOM;MASC;SG
line	линии	line	линия	N	N;INAN;NOM;FEM;PL
line	строка	line	строка	N	N;INAN;NOM;FEM;SG
line	линия	line	линия	N	N;INAN;NOM;FEM;SG
bulu	перо	bulu	перо	N;SG	N;INAN;NOM;NEUT;SG
bulu	шерсть	bulu	шерсть	N;SG	N;INAN;NOM;FEM;SG
bulu	мех	bulu	мех	N;SG	N;INAN;NOM;MASC;SG
bulu	меха	bulu	мех	N;SG	N;INAN;NOM;MASC;SG
terjemahan	перевод	terjemahan	перевод	N;SG	N;INAN;NOM;MASC;SG
sisa	остаток	sisa	остаток	N;SG	N;INAN;NOM;MASC;SG
kamu	тебя	kamu	ты	PRO;SG;2;INFM	PRO;ACC;SG;2
kamu	ты	kamu	ты	PRO;SG;2;INFM	PRO;NOM;SG;2
angkasa	неба	angkasa	небо	N;SG	N;INAN;GEN;NEUT;SG
angkasa	небо	angkasa	небо	N;SG	N;INAN;NOM;NEUT;SG
angkasa	пространство	angkasa	пространство	N;SG	N;INAN;NOM;NEUT;SG
angkasa	космос	angkasa	космос	N;SG	N;INAN;NOM;MASC;SG
diluncurkan	запущен	diluncurkan	запустить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
diluncurkan	запущена	diluncurkan	запустить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
pemilik	хозяин	penmilik	хозяин	N;SG	N;ANIM;NOM;MASC;SG
pemilik	владельца	penmilik	владелец	N;SG	N;ANIM;ACC;MASC;SG
pemilik	владелец	penmilik	владелец	N;SG	N;ANIM;NOM;MASC;SG
argentina	аргентина	argentina	аргентина	N;SG	N;INAN;NOM;FEM;SG
pelajaran	урок	pelajaran	урок	N;SG	N;INAN;NOM;MASC;SG
munisipalitas	муниципалитет	munisipalitas	муниципалитет	N	N;INAN;NOM;MASC;SG
kalah	проиграть	kalah	проиграть	V;SG	V;PFV;NFIN;ACT
kalah	проигрывать	kalah	проигрывать	V;SG	V;IPFV;NFIN;ACT
kalah	потерять	kalah	терять	V;SG	V;PFV;NFIN;ACT
kalah	потерянный	kalah	потерянный	V;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
kalah	потеряна	kalah	терять	V;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
kalah	потерял	kalah	терять	V;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
kalah	потерян	kalah	терять	V;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
kalah	проиграл	kalah	проиграть	V;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
kalah	победил	kalah	победить	V;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
kalah	проиграть	kalah	проиграть	V;SG	V;PFV;NFIN;ACT
kalah	потерять	kalah	терять	V;SG	V;PFV;NFIN;ACT
lintas	кросс	lintas	кросс	N;SG;ACT	N;INAN;NOM;MASC;SG
lintas	крест	lintas	крест	N;SG;ACT	N;INAN;NOM;MASC;SG
lintas	креста	lintas	крест	N;SG;ACT	N;INAN;GEN;MASC;SG
bacaan	чтение	bacaan	чтение	N;SG	N;INAN;NOM;NEUT;SG
angin	бриз	angin	бриз	N;SG	N;INAN;NOM;MASC;SG
angin	ветер	angin	ветер	N;SG	N;INAN;NOM;MASC;SG
angin	ветра	angin	ветер	N;SG	N;INAN;GEN;MASC;SG
