szkła	glas	szkło	glas	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
zachowany	bevarat	zachować	bevara	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zachowany	bevarad	zachować	bevara	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zachowany	konserverad	zachować	konserverad	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
amerykanie	amerikanerna	amerykanin	amerikan	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
amerykanie	amerikaner	amerykanin	amerikan	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ósemka	eight	ósemka	eight	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obsługiwane	stöttat	obsługiwać	stötta	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
kwitnie	blommar	kwitnie	blomma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
basista	basist	basisty	basist	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
notowania	citat	notować	cita	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;NEUT;SG
impreza	party	impreza	party	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
impreza	fest	impreza	fest	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
impreza	part	impreza	part	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
impreza	kalas	impreza	kala	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
impreza	parti	impreza	parti	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
uszkodzony	skadat	uszkodzić	skada	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uszkodzony	skadad	uszkodzić	skada	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uszkodzony	korrupt	uszkodzić	korrupt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
uszkodzony	korrumperad	uszkodzić	korrumperad	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uszkodzony	förstörd	uszkodzić	förstöra	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kierunki	riktningar	kierunek	riktning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
kompozycje	sammansättningar	kompozycja	sammansättning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
gabinet	kabinettet	gabinet	kabinett	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
gabinet	skåpet	gabinet	skåp	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
gabinet	kabinett	gabinet	kabinett	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
gabinet	skåp	gabinet	skåp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
gabinet	regeringen	gabinet	regering	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
zniszczenie	förödelse	zniszczyć	förödelse	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
zniszczenie	ödeläggelse	zniszczyć	ödeläggelse	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
zniszczenie	förstörelse	zniszczyć	förstörelse	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
zniszczenie	förstöring	zniszczyć	förstöring	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
zniszczenie	destruktion	zniszczyć	destruktion	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
libertadores	libertadores	libertadores	libertadore	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
umieścić	lägger	umieścić	lägga	V;PFV;NFIN;ACT	V;IND;PRS;FIN;ACT
umieścić	lägga	umieścić	lägga	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
umieścić	sätta	umieścić	sätta	V;PFV;NFIN;ACT	V;IMP;NFIN;ACT
umieścić	lägg	umieścić	lägg	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
dekret	dekret	dekret	dekr	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pisanie	skrift	pisać	skrift	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
pisanie	skrivning	pisać	skrivning	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
dochód	inkomst	dochód	inkomst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dochód	intäkt	dochód	intäkt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dochód	inkomst	dochód	inkomst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
anioł	ängeln	anioł	ängel	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
anioł	ängel	anioł	ängel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
anioł	angel	anioł	angel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zbędne	överflödig	zbędny	överflödig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
zbędne	överflödigt	zbędny	överflödig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zbędne	onödigt	zbędny	onödig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zbędne	onödig	zbędny	onödig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
zbędne	överflödig	zbędny	överflödig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
zbędne	överflödigt	zbędny	överflödig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
przekracza	överskrider	przekraczać	överskrida	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
przekracza	överträffar	przekraczać	överträffa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
przekracza	överstiger	przekraczać	överstiga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
mosty	broarna	most	bro	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
mosty	broar	most	bro	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
traci	förlorar	tracić	förlora	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
powstać	uppkommer	powstać	uppkomma	V;PFV;NFIN;ACT	V;IND;PRS;FIN;ACT
powstać	uppstå	powstać	uppstå	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
równanie	ekvation	równać	ekvation	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
telefon	telefonen	telefon	telefon	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
aktualne	aktuell	aktualny	aktuell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
aktualne	nuvarande	aktualny	nuvarande	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
aktualne	aktuellt	aktualny	aktuell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
dziwne	skumt	dziwny	skumt	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
dziwne	konstig	dziwny	konstig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
dziwne	konstigt	dziwny	konstig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
dziwne	märkligt	dziwny	märklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
dziwne	konstig	dziwny	konstig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
dziwne	konstigt	dziwny	konstig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zagraniczne	utländsk	zagraniczny	utländsk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
zagraniczne	utländskt	zagraniczny	utländsk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zagraniczne	främmande	zagraniczny	främmande	ADJ;NOM;NEUT;SG	ADJ;NOM
pastor	pastor	pastor	pastor	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
brzegi	kanterna	brzeg	kant	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
brzegi	kanter	brzeg	kant	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
fotograf	fotograf	fotograf	fotograf	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rzeczywistość	realitet	rzeczywistość	realitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rzeczywistość	reality	rzeczywistość	reality	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rzeczywistość	verkligheten	rzeczywistość	verklighet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
rzeczywistość	verklighet	rzeczywistość	verklighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
obserwacje	iakttagelser	obserwacja	iakttagelse	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
obserwacje	observationer	obserwacja	observation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
obserwacje	anmärkningar	obserwacja	anmärkning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ligue	ligue	ligue	ligue	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
uznana	erkänd	uznać	erkänd	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uznana	erkänt	uznać	erkända	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uznana	igenkänd	uznać	igenkänd	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uznana	erkänd	uznać	erkänd	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uznana	erkänt	uznać	erkända	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
wykonawcy	artister	wykonawca	artist	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
wykonawcy	konstnärer	wykonawca	konstnr	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
wykonawcy	artister	wykonawca	artist	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
wykonawcy	entreprenörer	wykonawca	entreprenör	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
zaliczony	räknat	zaliczyć	räkna	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zysk	vinst	zysk	vinst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zysk	vinst	zysk	vinst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
instruktor	instruktör	instruktor	instruktör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ludzkie	mänsklig	ludzki	mänsklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
ludzkie	mänskligt	ludzki	mänsklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zagrożony	hotad	zagrożyć	hota	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zagrożony	hotat	zagrożyć	hota	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zagrożony	hotad	zagrożyć	hota	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
brać	ta	brać	ta	V;IPFV;NFIN;ACT	V;IMP;FIN;ACT
ósmy	åttonde	ósmy	åtta	ADJ;NOM;MASC;SG	ADJ;NOM
tarcza	sköld	tarczyć	sköld	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
piwo	öl	piwo	öl	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
piwo	öl	piwo	öl	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
arystokrata	aristokrat	arystokrata	aristokrat	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pokonać	slå	pokonać	slå	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
pokonać	övervinna	pokonać	övervinna	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
pokonać	besegra	pokonać	besegra	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
rysunek	bilden	rysunek	bild	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
rysunek	bild	rysunek	bild	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rysunek	skiss	rysunek	skiss	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rysunek	figur	rysunek	figur	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rysunek	siffra	rysunek	siffra	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rysunek	dragning	rysunek	dragning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rysunek	teckning	rysunek	teckning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rysunek	ritning	rysunek	ritning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
urzędnicy	tjänstemän	urzędnik	tjänsteman	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
karne	påföljd	karny	påföljd	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
karne	straff	karny	straff	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
posiadać	har	posiadać	ha	V;IPFV;NFIN;ACT	V;IND;PRS;FIN;ACT
posiadać	besitta	posiadać	besitta	V;IPFV;NFIN;ACT	V;IMP;FIN;ACT
włoskie	italienskt	włoski	italiensk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
włoskie	italiensk	włoski	italiensk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
niespodziewanie	förvånansvärt	niespodziewanie	förvånansvärd	ADV	ADV
konie	hästar	koń	häst	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
kolejność	ordningsföljd	kolejność	ordningsföljd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kolejność	beställning	kolejność	beställning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kolejność	ordning	kolejność	ordning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kolejność	ordningsföljd	kolejność	ordningsföljd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kolejność	sekvens	kolejność	sekvens	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kolejność	sekvensen	kolejność	sekvens	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
pogrzeb	begravning	pogrzeb	begravning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pogrzeb	begravningen	pogrzeb	begravning	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pogrzeb	begravning	pogrzeb	begravning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bułgaria	bulgarien	bułgarium	bulgarien	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
lekkoatletyka	friidrott	lekkoatletyka	friidrot	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kopia	kopia	kopia	kopia	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
podróżnik	resenär	podróżnik	resenär	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
podróżnik	resande	podróżnik	resa	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
podróżnik	resenär	podróżnik	resenär	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bogate	rikt	bogaty	rik	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
bogate	rik	bogaty	rik	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
odziedziczył	ärvde	odziedziczyć	ärvde	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
odziedziczył	ärvt	odziedziczyć	ärva	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.CVB;ACT
zwolennicy	supportrar	zwolennik	supportra	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
zwolennicy	anhängare	zwolennik	anhängare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
związani	bundna	związać	bunden	ADJ;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
ograniczone	begränsat	ograniczyć	begränsad	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ograniczone	begränsad	ograniczyć	begränsad	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ograniczone	begränsad	ograniczyć	begränsad	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ograniczone	begränsat	ograniczyć	begränsad	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
właściwy	kompetent	właściwy	kompetent	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
właściwy	behörig	właściwy	behörig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
amerykanin	american	amerykanin	america	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
amerykanin	amerikan	amerykanin	amerika	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
linux	linux	linux	linux	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
teorie	teorier	teoria	teori	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
teorie	teorier	teoria	teori	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
powiązane	associerat	powiązać	associerad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
powiązane	associerad	powiązać	associerad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
powiązane	anslutet	powiązać	ansluta	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
powiązane	ansluten	powiązać	ansluta	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
powiązane	länkat	powiązać	länka	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
powiązane	länkad	powiązać	länkad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
powiązane	relaterad	powiązać	relaterad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
powiązane	relaterat	powiązać	relatera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
powiązane	närstående	powiązać	närstående	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM
katolicyzm	katolicismen	katolicyzm	katolicism	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
krążowniki	kryssare	krążownik	kryss	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
powierzono	anförtrott	powierzyć	anförtro	V;PFV;IND;0;PST;FIN;ACT	V;V.CVB;ACT
powierzono	anförtrodde	powierzyć	anförtrodde	V;PFV;IND;0;PST;FIN;ACT	V;IND;PST;FIN;ACT
otwór	öppning	otwór	öppning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
otwór	hål	otwór	hål	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
otwór	hole	otwór	hole	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
odpowiedzialność	ansvar	odpowiedzialność	ansvar	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
odpowiedzialność	ansvarighet	odpowiedzialność	ansvarighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
odpowiedzialność	ansvar	odpowiedzialność	ansvar	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
odpowiedzialność	ansvarstagande	odpowiedzialność	ansvarstagande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
odpowiedzialność	ansvar	odpowiedzialność	ansvar	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
odpowiedzialność	ansvarighet	odpowiedzialność	ansvarighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hokej	ishockey	hok	ishockey	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
hokej	hockey	hok	hockey	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wyjaśnienia	förklaring	wyjaśnienie	förklaring	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
wyjaśnienia	klargörande	wyjaśnienie	klargörande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
wyjaśnienia	förtydligande	wyjaśnienie	förtydligande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
wyższy	högre	wysoki	hög	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR
samodzielne	fristående	samodzielny	fristående	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
kadencja	term	kadencja	term	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kadencja	termen	kadencja	term	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
poczta	mail	poczta	mail	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
poczta	post	poczta	post	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
poczta	brev	poczta	brev	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
poczta	inlägg	poczta	inlägg	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
poczta	inlägget	poczta	inlägg	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
poczta	post	poczta	post	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wyróżnić	markera	wyróżnić	markera	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
wyróżnić	belysa	wyróżnić	belysa	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
wyróżnić	framhäva	wyróżnić	framhäva	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
pojedynczy	enda	pojedynczy	enda	ADJ;NOM;MASC;SG	ADJ;NOM
pojedynczy	ensamstående	pojedynczy	ensamstående	ADJ;NOM;MASC;SG	ADJ;NOM
pojedynczy	enstaka	pojedynczy	enstaka	ADJ;NOM;MASC;SG	ADJ;NOM
ból	smärta	ból	smärta	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ból	pain	ból	pain	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ból	värk	ból	värk	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pierwotne	primär	pierwotny	primär	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
działało	fungerade	działać	fungera	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;PST;V.PTCP;ACT
działało	arbetade	działać	arbeta	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
działało	jobbat	działać	jobba	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;V.CVB;ACT
działało	jobbade	działać	jobba	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
działało	funkade	działać	funka	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PST;V.PTCP;ACT
działało	arbetat	działać	arbeta	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;V.CVB;ACT
więzienie	häktet	więzienie	häkte	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
więzienie	fängelse	więzienie	fängelse	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
więzienie	fängelset	więzienie	fängelse	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
więzienie	prison	więzienie	prison	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
więzienie	fängelse	więzienie	fängelse	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
kupił	köpte	kupić	köpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
sprawdzone	kontrollerat	sprawdzić	kontrollera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sprawdzone	kontrollerad	sprawdzić	kontrollerad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sprawdzone	verifierad	sprawdzić	verifiera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sprawdzone	verifierat	sprawdzić	verifiera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sprawdzone	kontrollerat	sprawdzić	kontrollera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sprawdzone	testad	sprawdzić	testad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sprawdzone	testat	sprawdzić	testad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rzymskie	romersk	rzymski	romersk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
godło	emblem	godć	emblem	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
motywy	teman	motyw	teman	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
motywy	skälen	motyw	skäl	N;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
