võtmine	braní	võtmine	braní	N;NOM;SG	N;NOM;NEUT;SG;POS
mürgine	toxická	mürgine	toxický	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
mürgine	toxický	mürgine	toxický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
mürgine	jedovatý	mürgine	jedovatý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
mürgine	jedovatý	mürgine	jedovatý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
mürgine	jedovatá	mürgine	jedovatý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
tapmine	porážka	tapmine	porážka	N;NOM;SG	N;NOM;FEM;SG;POS
tapmine	masakr	tapmine	masakr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tapmine	zabíjení	tapmine	zabíjení	N;NOM;SG	N;NOM;NEUT;SG;POS
tapmine	zabití	tapmine	zabití	N;NOM;SG	N;NOM;NEUT;SG;POS
read	řádky	rida	řádek	N;NOM;PL	N;NOM;FEM;PL;POS
read	tratě	rida	trať	N;NOM;PL	N;NOM;FEM;PL;POS
read	řádky	rida	řádek	N;NOM;PL	N;NOM;FEM;PL;POS
read	linky	rida	linka	N;NOM;PL	N;NOM;FEM;PL;POS
read	čáry	rida	čára	N;NOM;PL	N;NOM;FEM;PL;POS
histoloogia	histologie	histoloogia	histologie	N;NOM;SG	N;NOM;FEM;SG;POS
ekspert	odborník	ekspert	odborník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ekspert	znalec	ekspert	znalec	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ekspert	expert	ekspert	expert	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ökoloogiline	ekologické	ökoloogiline	ekologický	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
ökoloogiline	ekologický	ökoloogiline	ekologický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
ökoloogiline	ekologická	ökoloogiline	ekologický	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
sool	sůl	sool	sůl	N;NOM;SG	N;NOM;FEM;SG;POS
müük	prodeje	müük	prodej	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
müük	prodej	müük	prodej	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
müük	prodej	müük	prodej	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
vähendamine	snižování	vähendamine	snižování	N;NOM;SG	N;NOM;NEUT;SG;POS
vähendamine	snížení	vähendamine	snížení	N;NOM;SG	N;NOM;NEUT;SG;POS
vähendamine	redukce	vähendamine	redukce	N;NOM;SG	N;NOM;FEM;SG;POS
vähendamine	zmenšení	vähendamine	zmenšení	N;NOM;SG	N;NOM;NEUT;SG;POS
smart	smart	smart	smart	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
viljakas	plodná	viljakas	plodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
viljakas	plodný	viljakas	plodný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
viljakas	plodné	viljakas	plodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
kokkupõrge	vliv	kokku_põrge	vliv	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kokkupõrge	náraz	kokku_põrge	náraz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kokkupõrge	dopad	kokku_põrge	dopad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kokkupõrge	kolize	kokku_põrge	kolize	N;NOM;SG	N;NOM;FEM;SG;POS
kokkupõrge	srážka	kokku_põrge	srážka	N;NOM;SG	N;NOM;FEM;SG;POS
paber	papír	paber	papír	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sammas	sloupek	sammas	sloupek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sammas	sloupec	sammas	sloupec	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sammas	sloup	sammas	sloup	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sammas	sloup	sammas	sloup	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sammas	pilíř	sammas	pilíř	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
parameeter	parametr	parameeter	parametr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
žanr	žánr	žanr	žánr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
stella	stella	stella	stella	N;NOM;SG	N;NOM;FEM;SG;POS
edutult	neúspěšně	edutult	úspěšně	ADV	ADV;NEG
otsustanud	rozhodl	otsustama	rozhodnout	V;PST;V.PTCP;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
otsustanud	rozhodli	otsustama	rozhodnout	V;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
otsustanud	rozhodla	otsustama	rozhodnout	V;PST;V.PTCP;ACT	V;PFV;POS;PST;V.PTCP;ACT
schultz	schultz	schultz	schultz	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
lapselaps	vnučka	lapse_laps	vnučka	N;NOM;SG	N;NOM;FEM;SG;POS
lapselaps	vnuk	lapse_laps	vnuk	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kogemata	náhodně	kogemata	náhodně	ADV	ADV;POS
kogemata	náhodou	kogemata	náhodou	ADV	ADV
uuem	novější	uuem	nový	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;MASC;SG;POS
hani	husa	hani	husa	N;NOM;SG	N;NOM;FEM;SG;POS
hani	hani	hani	haň	N;NOM;SG	N;NOM;MASC;SG;POS
territoriaalne	teritoriální	territoriaalne	teritoriální	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
territoriaalne	územní	territoriaalne	územní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
bengali	bengálského	bengal	bengálský	ADJ	ADJ;ANIM;GEN;MASC;SG;POS
ümbritsev	okolní	ümbritsev	okolní	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;MASC;SG;POS
turba	rašelina	turvas	rašelina	N;NOM;SG	N;NOM;FEM;SG;POS
liigitus	třídění	liigitus	třídění	N;NOM;SG	N;NOM;NEUT;SG;POS
liigitus	zařazení	liigitus	zařazení	N;NOM;SG	N;NOM;NEUT;SG;POS
liigitus	klasifikace	liigitus	klasifikace	N;NOM;SG	N;NOM;FEM;SG;POS
hävitamine	zkáza	hävitamine	zkáza	N;NOM;SG	N;NOM;FEM;SG;POS
hävitamine	zničení	hävitamine	zničení	N;NOM;SG	N;NOM;NEUT;SG;POS
hävitamine	ničení	hävitamine	ničení	N;NOM;SG	N;NOM;NEUT;SG;POS
hävitamine	destrukce	hävitamine	destrukce	N;NOM;SG	N;NOM;FEM;SG;POS
korrus	patře	korrus	patro	N;NOM;SG	N;NOM;NEUT;SG;POS
korrus	podlaha	korrus	podlaha	N;NOM;SG	N;NOM;FEM;SG;POS
korrus	poschodí	korrus	poschodí	N;NOM;SG	N;NOM;NEUT;SG;POS
korrus	podlaží	korrus	podlaží	N;NOM;SG	N;NOM;NEUT;SG;POS
korrus	patro	korrus	patro	N;NOM;SG	N;NOM;NEUT;SG;POS
beach	pláž	beach	pláž	N;NOM;SG	N;NOM;FEM;SG;POS
õiglane	spravedlivý	õiglane	spravedlivý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
õiglane	spravedlivý	õiglane	spravedlivý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
õiglane	férové	õiglane	férový	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
õiglane	spravedlivé	õiglane	spravedlivý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
pööre	zvrat	pööre	zvrat	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sõitja	pasažér	sõitja	pasažér	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
sõitja	nájemník	sõitja	nájemník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
astrofüüsik	astrofyzik	astrofüüsik	astrofyzik	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kuru	přihrávka	kuru	přihrávka	N;NOM;SG	N;NOM;FEM;SG;POS
kuru	průsmyk	kuru	průsmyk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kuru	pass	kuru	pass	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
katoliiklased	katolíci	katoliiklane	katolík	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
pidulik	slavnostní	pidulik	slavnostní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
võrreldav	srovnatelný	võrreldav	srovnatelný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
võrreldav	srovnatelná	võrreldav	srovnatelný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
võrreldav	srovnatelné	võrreldav	srovnatelný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
kaas	víko	kaas	víko	N;NOM;SG	N;NOM;NEUT;SG;POS
kaas	víčko	kaas	víčko	N;NOM;SG	N;NOM;NEUT;SG;POS
lennata	létat	lendama	létat	V;NFIN	V;IPFV;POS;NFIN
lõpetatud	úplná	lõpetama	úplný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
lõpetatud	dokončeno	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	kompletní	lõpetama	kompletní	ADJ;PST;V.PTCP;PASS	ADJ;NOM;MASC;SG;POS
lõpetatud	dokončeno	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	ukončeno	lõpetama	ukončený	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	dokončené	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
lõpetatud	dokončen	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
lõpetatud	dokončena	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
lõpetatud	dokončeno	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	dokončené	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
abt	opat	abt	opat	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
möödub	míjí	mööduma	míj	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
möödub	projde	mööduma	projít	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
tõlked	překlady	tõlge	překlad	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
claus	claus	claus	claus	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
meeldis	miloval	meeldima	milovat	V;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
meeldis	líbilo	meeldima	líbit	V;IND;SG;3;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
liides	rozhraní	liides	rozhraní	N;NOM;SG	N;NOM;NEUT;SG;POS
toll	palec	toll	palec	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tammeka	dub	tammeka	dub	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kaaslased	společníci	kaaslane	společník	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
cook	kuchař	cook	kuchař	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
cook	kuchařka	cook	kuchařka	N;NOM;SG	N;NOM;FEM;SG;POS
varad	aktiva	vara	aktivum	N;NOM;PL	N;NOM;NEUT;PL;POS
töölised	pracovníci	tööline	pracovník	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
töölised	dělníci	tööline	dělník	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
flash	blesk	flash	blesk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
flash	flash	flash	flash	N;NOM;SG	N;NOM;MASC;SG;POS
flash	záblesk	flash	záblesk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
projektid	projekty	projekt	projekt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
june	červen	june	červen	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
siena	siena	siena	siena	N;NOM;SG	N;NOM;FEM;SG;POS
rühmitus	uskupení	rühmitus	uskupení	N;NOM;SG	N;NOM;NEUT;SG;POS
rühmitus	seskupení	rühmitus	seskupení	N;NOM;SG	N;NOM;NEUT;SG;POS
käsitöö	plavidlo	käsi_töö	plavidlo	N;NOM;SG	N;NOM;NEUT;SG;POS
käsitöö	řemeslo	käsi_töö	řemeslo	N;NOM;SG	N;NOM;NEUT;SG;POS
religioosne	náboženský	religioosne	náboženský	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
religioosne	náboženská	religioosne	náboženský	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
religioosne	náboženské	religioosne	náboženský	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
ülekanne	převodovka	üle_kanne	převodovka	N;NOM;SG	N;NOM;FEM;SG;POS
ülekanne	vysílání	üle_kanne	vysílání	N;NOM;SG	N;NOM;NEUT;SG;POS
ülekanne	předávání	üle_kanne	předávání	N;NOM;SG	N;NOM;NEUT;SG;POS
ülekanne	přenos	üle_kanne	přenos	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ülekanne	předání	üle_kanne	předání	N;NOM;SG	N;NOM;NEUT;SG;POS
ülekanne	transfer	üle_kanne	transfer	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ülekanne	přesun	üle_kanne	přesun	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ülekanne	převod	üle_kanne	převod	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ülekanne	přenos	üle_kanne	přenos	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ülekanne	vysílání	üle_kanne	vysílání	N;NOM;SG	N;NOM;NEUT;SG;POS
mõjud	dopady	mõju	dopad	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
mõjud	efekty	mõju	efekt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
mõjud	účinky	mõju	účinek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
mõjud	vlivy	mõju	vliv	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
arvud	čísla	arv	číslo	N;NOM;PL	N;NOM;NEUT;PL;POS
määr	sazba	määr	sazba	N;NOM;SG	N;NOM;FEM;SG;POS
määr	míra	määr	míra	N;NOM;SG	N;NOM;FEM;SG;POS
opositsioon	opozice	opositsioon	opozice	N;NOM;SG	N;NOM;FEM;SG;POS
opositsioon	nesouhlas	opositsioon	nesouhlas	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
opositsioon	odpor	opositsioon	odpor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
irene	irena	irene	iren	N;NOM;SG	N;NOM;FEM;SG;POS
leidmine	nález	leidmine	nález	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
leidmine	nalezení	leidmine	nalezení	N;NOM;SG	N;NOM;NEUT;SG;POS
üheksas	devátý	üheksas	devátý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
üheksas	devátá	üheksas	devátý	ADJ;NOM;SG	ADJ;NOM;FEM;SG
üheksas	deváté	üheksas	devátý	ADJ;NOM;SG	ADJ;NOM;MASC;SG
fourier	fourier	fourier	fourier	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
mõistab	chápe	mõistma	chápat	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
mõistab	rozumí	mõistma	rozumět	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
revolutsiooniline	revoluční	revolutsiooniline	revoluční	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
mitmekesine	různorodé	mitme_kesine	různorodý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
joonia	jónské	joonia	jónský	ADJ	ADJ;NOM;MASC;PL;POS
tervishoid	zdraví	tervis_hoid	zdraví	N;NOM;SG	N;NOM;NEUT;SG;POS
tervishoid	zdravotnictví	tervis_hoid	zdravotnictví	N;NOM;SG	N;NOM;NEUT;SG;POS
pidulikult	slavnostně	pidulikult	slavnostně	ADV	ADV;POS
näita	ukázat	näitama	ukázat	V;IMP;SG;2;PRS;FIN;ACT	V;POS;NFIN
näita	zobrazit	näitama	zobrazit	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;POS;NFIN
budism	buddhismus	budism	buddhismus	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
koguma	sbírat	koguma	sbírat	V;IN+ALL;V.CVB;ACT	V;IPFV;POS;NFIN
koguma	shromažďovat	koguma	shromažďovat	V;IN+ALL;V.CVB;ACT	V;IPFV;POS;NFIN
tunnistama	uznat	tunnistama	uznat	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
ruumiline	prostorové	ruumiline	prostorový	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
magma	magma	magma	magma	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
raudteede	železnic	raud_tee	železnice	N;GEN;PL	N;GEN;FEM;PL;POS
sektor	sektor	sektor	sektor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sektor	odvětví	sektor	odvětví	N;NOM;SG	N;NOM;NEUT;SG;POS
enterprise	podnik	enterpris	podnik	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
enterprise	podnikání	enterpris	podnikání	N;NOM;SG	N;NOM;NEUT;SG;POS
enterprise	enterprise	enterpris	enterpris	N;NOM;SG	N;NOM;MASC;SG;POS
sõnum	zpráva	sõnum	zpráva	N;NOM;SG	N;NOM;FEM;SG;POS
sõnum	poselství	sõnum	poselství	N;NOM;SG	N;NOM;NEUT;SG;POS
sõnum	vzkaz	sõnum	vzkaz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tiigid	rybníky	tiik	rybník	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
beethoven	beethoven	beethoven	beethovna	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
arenema	vyvíjet	arenema	vyvíjet	V;IN+ALL;V.CVB;ACT	V;IPFV;POS;NFIN
arenema	vyvinout	arenema	vyvinout	V;IN+ALL;V.CVB;ACT	V;POS;NFIN
teadis	věděl	teadma	vědět	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
biokeemia	biochemie	biokeemia	biochemie	N;NOM;SG	N;NOM;FEM;SG;POS
rikkus	bohatství	rikkus	bohatství	N;NOM;SG	N;NOM;NEUT;SG;POS
rikkus	bohatství	rikkus	bohatství	N;NOM;SG	N;NOM;NEUT;SG;POS
etendus	představení	etendus	představení	N;NOM;SG	N;NOM;NEUT;SG;POS
etendus	show	etendus	show	N;NOM;SG	N;FEM;POS
marshalli	maršál	marshall	maršál	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kvalifikatsioon	kvalifikace	kvalifikatsioon	kvalifikace	N;NOM;SG	N;NOM;FEM;SG;POS
kvalifikatsioon	kvalifikace	kvalifikatsioon	kvalifikace	N;NOM;SG	N;NOM;FEM;SG;POS
intensiivsus	intenzita	intensiivsus	intenzita	N;NOM;SG	N;NOM;FEM;SG;POS
marss	marsu	marss	marsu	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
marss	mars	marss	mars	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
springer	springer	springer	springer	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
teave	informování	teave	informování	N;NOM;SG	N;NOM;NEUT;SG;POS
kõrgele	vysoko	kõrgele	vysoko	ADV	ADV;POS
dakota	dakota	dakotama	dakota	N;NOM;SG	N;NOM;FEM;SG;POS
dresdeni	dresden	drest	dresden	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
satelliit	satelit	satelliit	satelit	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
poom	boom	poom	boom	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
poom	bum	poom	bum	N;NOM;SG	N;NOM;MASC;SG;POS
astronaut	astronaut	astronaut	astronaut	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
unenägu	sen	une_nägu	sen	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
suundumused	trendy	suundumus	trend	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
herakles	herkules	heraklema	herkules	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
herakles	hercule	heraklema	hercule	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
mässulised	povstalci	mässuline	povstalec	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
firmad	firmy	firma	firma	N;NOM;PL	N;NOM;FEM;PL;POS
firmad	společnosti	firma	společnost	N;NOM;PL	N;NOM;FEM;PL;POS
firmad	firmy	firma	firma	N;NOM;PL	N;NOM;FEM;PL;POS
michelangelo	michelangelo	michelangelo	michelangel	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
võti	klíč	võti	klíč	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kliiniline	klinický	kliiniline	klinický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
kliiniline	klinická	kliiniline	klinický	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
kliiniline	klinické	kliiniline	klinický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
väljatöötamine	vypracování	välja_töötamine	vypracování	N;NOM;SG	N;NOM;NEUT;SG;POS
väljatöötamine	rozvíjení	välja_töötamine	rozvíjení	N;NOM;SG	N;NOM;NEUT;SG;POS
tuttav	známý	tuttav	známý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG;POS
tuttav	známá	tuttav	známý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
platvorm	plošina	platvorm	plošina	N;NOM;SG	N;NOM;FEM;SG;POS
platvorm	nástupiště	platvorm	nástupiště	N;NOM;SG	N;NOM;NEUT;SG;POS
platvorm	platforma	platvorm	platforma	N;NOM;SG	N;NOM;FEM;SG;POS
paradigma	paradigmatu	paradigma	paradigma	N;NOM;SG	N;NOM;NEUT;SG;POS
emilia	emilia	emilia	emilium	N;NOM;SG	N;NOM;FEM;SG;POS
metallica	metallica	metallica	metallica	N;NOM;SG	N;NOM;FEM;SG;POS
pidu	večírek	pidu	večírek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
pidu	strana	pidu	strana	N;NOM;SG	N;NOM;FEM;SG;POS
meeleolu	nálada	meele_olu	nálada	N;NOM;SG	N;NOM;FEM;SG;POS
alternatiiv	alternativa	alternatiiv	alternativa	N;NOM;SG	N;NOM;FEM;SG;POS
alternatiiv	náhradník	alternatiiv	náhradník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
hiv	hiv	hiv	hiv	N;NOM;SG	N;INAN;MASC;POS
disainitud	navrženo	disainitud	navržený	ADJ;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
disainitud	navržený	disainitud	navržený	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
disainitud	konstruované	disainitud	konstruovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
disainitud	navržené	disainitud	navržený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
geneetika	genetika	geneetika	genetika	N;NOM;SG	N;NOM;FEM;SG;POS
ingel	andílek	ingel	andílek	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
ingel	anděl	ingel	anděl	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kohane	vhodný	kohane	vhodný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
kohane	vhodná	kohane	vhodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
kohane	vhodné	kohane	vhodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
vangistatud	uvězněn	vangista=tud	uvězněný	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
vangistatud	uvězněné	vangista=tud	uvězněný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
vangistatud	uvězněný	vangista=tud	uvězněný	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
vangistatud	uvězněni	vangista=tud	uvězněný	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
vangistatud	zajat	vangista=tud	zajatý	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
vangistatud	chycen	vangista=tud	chycený	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
vaatas	sledoval	vaatama	sledovat	V;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
rev	rev	rev	rev	N	N;MASC;SG;POS
maximus	maximus	maximus	maximus	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
maximus	maxima	maximus	maximum	N;NOM;SG	N;NOM;NEUT;SG;POS
samsung	samsung	samsung	samsung	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
variandid	varianty	variant	varianta	N;NOM;PL	N;NOM;FEM;PL;POS
pühak	světec	pühak	světec	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
florence	florence	florence	florence	N;NOM;SG	N;NOM;FEM;SG;POS
reporter	reportér	reporter	reportér	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
reporter	reportérka	reporter	reportérka	N;NOM;SG	N;NOM;FEM;SG;POS
reporter	novinář	reporter	novinář	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
geoloogiline	geologická	geoloogiline	geologický	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
geoloogiline	geologické	geoloogiline	geologický	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
jutud	příběhy	jutt	příběh	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
atmosfäär	ovzduší	atmo_sfäär	ovzduší	N;NOM;SG	N;NOM;NEUT;SG;POS
atmosfäär	atmosféra	atmo_sfäär	atmosféra	N;NOM;SG	N;NOM;FEM;SG;POS
sissetulek	příjem	sisse_tulek	příjem	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lame	byt	lame	byt	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
brand	značka	brand	značka	N;NOM;SG	N;NOM;FEM;SG;POS
hunter	lovec	hunter	lovec	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
moodul	modul	moodul	modul	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
mungad	mniši	munk	mnich	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
ameeriklane	američan	ameeriklane	američan	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
hinnad	ceny	hind	cena	N;NOM;PL	N;NOM;FEM;PL;POS
diktaator	diktátor	diktaator	diktátor	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
meta	meta	meta	meta	N;NOM;SG	N;NOM;FEM;SG;POS
lane	pruh	lane	pruh	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
armastatud	milovaná	armastatud	milovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
