категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сценарист	spisovateľ	сценарист	spisovateľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
сценарист	spisovateľka	сценарист	spisovateľka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
сценарист	scenárista	сценарист	scenárista	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
август	auguste	август	augusta	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
август	august	август	august	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
звезда	hviezda	звезда	hviezda	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
звезда	hviezdička	звезда	hviezdička	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
растения	rastliny	растение	rastlina	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
растения	rastliny	растение	rastlina	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
понятно	zrozumiteľné	понятный	zrozumiteľný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
понятно	pochopiteľné	понятный	pochopiteľný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
работала	fungovalo	работать	fungovať	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
работала	pracoval	работать	pracovať	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
работала	pracovala	работать	pracovať	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
музыку	hudbu	музыка	hudba	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
говорить	hovoriť	говорить	hovoriť	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
говорить	hovoriť	говорить	hovoriť	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
причина	rozum	причина	rozum	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
причина	príčina	причина	príčina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
причина	dôvod	причина	dôvod	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
причина	dovod	причина	dovod	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
причина	príčina	причина	príčina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
персонаж	postava	персонаж	postava	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
архиепископ	arcibiskup	архиепископ	arcibiskup	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
героев	hrdinov	герой	hrdina	N;ANIM;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
убит	zabil	убить	zabiť	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
убит	zabila	убить	zabiť	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
соответствие	zhoda	соответствие	zhoda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
политик	politik	политик	politik	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
свойства	vlastnosti	свойство	vlastnosť	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
свойства	nehnuteľnosti	свойство	nehnuteľnosť	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
доход	príjem	доход	príjem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
доход	príjem	доход	príjem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
проектов	projektov	проект	projekt	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL
корабли	lode	корабль	loď	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
договор	zmluva	договор	zmluva	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
татьяна	tatiana	татьяна	tatian	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
методы	spôsoby	метод	spôsob	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
методы	metódy	метод	metóda	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
методы	techniky	метод	technika	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
предложения	návrhy	предложение	návrh	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
предложения	ponuky	предложение	ponuka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
предложения	návrhy	предложение	návrh	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
гора	hora	гора	hora	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
моя	môj	мой	môj	DET;NOM;FEM;SG	DET;INAN;NOM;MASC;SG;1
моя	moja	мой	môj	DET;NOM;FEM;SG	DET;NOM;FEM;SG;1
моя	moje	мой	môj	DET;NOM;FEM;SG	DET;NOM;NEUT;SG;1
марки	pečiatky	марка	pečiatok	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
марки	známky	марка	známka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
определения	vymedzenia	определение	vymedzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
определения	definície	определение	definícia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
округов	okresov	округ	okres	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL
ворота	gate	ворота	gate	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
ворота	brány	ворота	brána	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
британский	britská	британский	britský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
британский	britský	британский	britský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
британский	britské	британский	britský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
япония	japonska	япония	japonsko	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
певица	spevák	певица	spevák	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
певица	speváčka	певица	speváčka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
пытается	skúša	пытаться	skúša	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;POS;PRS;FIN
пытается	pokúša	пытаться	pokúšať	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;POS;PRS;FIN
собрание	montáž	собрание	montáž	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
собрание	zostava	собрание	zostava	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
собрание	zhromaždenie	собрание	zhromaždenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	zhromažďovanie	собрание	zhromažďovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	zhromaždenie	собрание	zhromaždenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	stretko	собрание	stretko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	schôdza	собрание	schôdza	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
собрание	zasadnutie	собрание	zasadnutie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	stretnutie	собрание	stretnutie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
защитник	ochranca	защитник	ochranca	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
защитник	obranca	защитник	obranca	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
защитник	obhajca	защитник	obhajca	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
защитник	ochranca	защитник	ochranca	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
старый	starý	старый	starý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
старый	staré	старый	starý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
старый	stará	старый	starý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
задачи	výzvy	задача	výzva	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
задачи	ciele	задача	cieľ	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
задачи	úlohy	задача	úloha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
веб	web	веб	web	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
веб	webe	веб	wiaba	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
болезни	choroby	болезнь	choroba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
болезни	choroby	болезнь	choroba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
болезни	ochorenia	болезнь	ochorenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
болезни	choroby	болезнь	choroba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
болезни	ochorenia	болезнь	ochorenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
болезни	choroby	болезнь	choroba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
болезни	ochorenia	болезнь	ochorenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
сторона	oslava	сторона	oslava	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сторона	strana	сторона	strana	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сторона	večierok	сторона	večierko	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
сторона	strana	сторона	strana	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
основатель	zakladateľ	основатель	zakladateľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
компаний	spoločností	компания	spoločnosť	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
подпись	titulok	подпись	titulok	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
подпись	popis	подпись	popis	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
подпись	nadpis	подпись	nadpis	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
подпись	podpísanie	подпись	podpísanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
подпись	podpise	подпись	podpis	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
подпись	podpis	подпись	podpis	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
новости	novinky	новость	novinky	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
новости	spravy	новость	sprava	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
новости	správy	новость	správa	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
англия	anglicka	англия	anglicko	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
портал	portáli	портать	portáliť	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
портал	portál	портать	portál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
исследование	štúdium	исследование	štúdium	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
исследование	výskum	исследование	výskum	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
остаётся	ostáva	оставаться	ostávať	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;POS;PRS;FIN
памятники	pamiatky	памятник	pamiatka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
нижняя	dolné	нижний	dolný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
нижняя	dolný	нижний	dolný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
нижняя	dolná	нижний	dolný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
зоны	zóny	зона	zóna	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
сюжет	dej	сюжет	dej	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
сюжет	pozemok	сюжет	pozemok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
пространство	priestor	пространство	priestor	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
поражения	lézie	поражение	lézia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
битвы	boje	битва	boj	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
битвы	bitky	битва	bitka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
восстание	povstanie	восстание	povstanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстание	povstanie	восстание	povstanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстание	vzbura	восстание	vzbura	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
восстание	povstanie	восстание	povstanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстание	vzbura	восстание	vzbura	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
западная	západná	западный	západný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
западная	západné	западный	západný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
западная	západný	западный	západný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
западная	západná	западный	západný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
западная	západné	западный	západný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
экспедиции	expedície	экспедиция	expedícia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
успех	úspešnosť	успех	úspešnosť	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
успех	úspech	успех	úspech	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
открытие	objavenie	открытие	objavenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
открытие	objav	открытие	objav	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
открытие	otvorenie	открытие	otvorenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
открытие	otváranie	открытие	otváranie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
полиции	polície	полиция	polícia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
физики	fyziky	физика	fyzika	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
физики	fyzici	физика	fyzica	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
цель	cieľ	цель	cieľ	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
цель	účel	цель	účel	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
цель	cieľ	цель	cieľ	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
цель	gól	цель	gól	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
цель	cieľ	цель	cieľ	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
цель	target	цель	target	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
обучение	výučba	обучение	výučba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
обучение	učenie	обучение	učenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обучение	vyučovanie	обучение	vyučovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обучение	výcvik	обучение	výcvik	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
обучение	tréning	обучение	tréning	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
обучение	školenie	обучение	školenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обучение	učenie	обучение	učenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
личности	identity	личность	identita	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
личности	osobnosti	личность	osobnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
личности	osobnosti	личность	osobnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
далеко	ďaleko	далеко	ďaleko	ADV	ADV
персонажи	postavy	персонаж	postava	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
объём	objem	объем	objem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
объём	zväzok	объем	zväzok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
объём	hlasitosť	объем	hlasitosť	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
южный	južný	южный	južný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
южный	južná	южный	južný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
южный	južné	южный	južný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
южный	južný	южный	južný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
южный	južná	южный	južný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
южный	južné	южный	južný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
картина	maľovanie	картина	maľovanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
картина	obraz	картина	obraz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
картина	maľba	картина	maľba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
министерство	ministerstvo	министерство	ministerstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
километров	kilometrov	километр	kilometer	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL
километров	kilometrov	километр	kilometer	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL
семейство	rodinka	семейство	rodinka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
семейство	family	семейство	famila	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
семейство	rodina	семейство	rodina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
казахстан	kazachstan	казахстан	kazachstan	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
польский	poľská	польский	poľský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
польский	poľské	польский	poľský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
польский	poľský	польский	poľský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
положения	ustanovenia	положение	ustanovenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
положения	rezervy	положение	rezerva	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
круг	kruh	круг	kruh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
круг	krúžok	круг	krúžok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
круг	lona	круг	lona	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
круг	kolo	круг	kolo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
круг	lone	круг	lono	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
умеренно	mierne	умеренно	mierne	ADV	ADV
умеренно	stredne	умеренно	strednúť	ADV	ADV
окончательно	definitívne	окончательно	definitívne	ADV	ADV
победа	výhra	победа	výhra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
победа	víťazstvo	победа	víťazstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
победа	výhra	победа	výhra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
крепость	pevnosť	крепость	pevnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
крепость	pevnosť	крепость	pevnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
крым	krym	крым	krym	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
жанр	žáner	жанр	žáner	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ежегодно	každoročne	ежегодно	každoročne	ADV	ADV
ежегодно	ročne	ежегодно	ročnúť	ADV	ADV
ежегодно	každoročne	ежегодно	každoročne	ADV	ADV
ежегодно	ročne	ежегодно	ročnúť	ADV	ADV
хочет	chce	хотеть	chcieť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
хочет	nechce	хотеть	chcieť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;NEG;PRS;FIN
самостоятельно	samostatne	самостоятельно	samostatne	ADV	ADV
самостоятельно	nezávisle	самостоятельно	závisel	ADV	ADV
драмы	drámy	драма	dráma	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
база	základ	база	základ	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
база	základňa	база	základňa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
хочу	chcieť	хотеть	chcieť	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;POS;NFIN
хочу	chcem	хотеть	chcieť	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
леса	lesy	лес	les	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
добавил	pridal	добавить	pridať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
композиции	zloženia	композиция	zloženie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
энергии	energie	энергия	energia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
отставку	rezignáciu	отставка	rezignácia	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
главная	hlavné	главный	hlavný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
главная	hlavná	главный	hlavný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
главная	hlavný	главный	hlavný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
местный	lokálny	местный	lokálny	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
местный	miestna	местный	miestny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
местный	lokálna	местный	lokálny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
местный	miestny	местный	miestny	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
местный	lokálne	местный	lokálny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
помочь	pomôžte	помочь	pomôcť	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
помочь	pomôže	помочь	pomôcť	V;PFV;NFIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
помочь	pomôcť	помочь	pomôcť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
принимает	akceptuje	принимать	akceptovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
принимает	prijíma	принимать	prijímať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
принимает	pripúšťa	принимать	pripúšťať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
принимает	súhlasí	принимать	súhlasiť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
принимает	prijíma	принимать	prijímať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
скорости	rýchlosti	скорость	rýchlosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
скорости	otáčky	скорость	otáčka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
отказался	odmietla	отказаться	odmietnuť	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;FEM;SG;POS;PST;V.PTCP
отказался	odmietol	отказаться	odmietnuť	V;PFV;MASC;IND;SG;PST;FIN;MID	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
отказался	klesol	отказаться	klesnúť	V;PFV;MASC;IND;SG;PST;FIN;MID	V;INAN;PFV;MASC;SG;POS;PST;V.PTCP
отказался	odmietol	отказаться	odmietnuť	V;PFV;MASC;IND;SG;PST;FIN;MID	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
тысячи	tisíce	тысяча	tisíc`1000	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
мастера	majstri	мастер	majster	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
мастера	čarodejníci	мастер	čarodejník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
абсолютно	úplne	абсолютно	úplne	ADV	ADV
абсолютно	absolútne	абсолютно	absolútny	ADV	ADV
абсолютно	úplne	абсолютно	úplne	ADV	ADV
абсолютно	totálne	абсолютно	totálne	ADV	ADV
екатерина	katarína	екатерина	katarín	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
екатерина	catherine	екатерина	catherina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
екатерина	ekaterina	екатерина	ekaterina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
объединение	zlúčenie	объединение	zlúčenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
объединение	zlúčenie	объединение	zlúčenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
объединение	zjednotenie	объединение	zjednotenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
прошли	prešli	пройти	prejsť	V;PFV;IND;PL;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
комментарии	pripomienky	комментарий	pripomienka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
комментарии	komentáre	комментарий	komentár	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
глаза	oči	глаз	oko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
глаза	očká	глаз	očko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
поиск	hľadanie	поиск	hľadanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
поиск	vyhľadávanie	поиск	vyhľadávanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
поиск	vyhľadávanie	поиск	vyhľadávanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
закончил	skončil	закончить	skončiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
последняя	posledný	последний	posledný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
последняя	posledné	последний	posledný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
отдел	delenie	отдел	delenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
отдел	divízia	отдел	divízium	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
отдел	rozdelenie	отдел	rozdelenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
сержант	seržant	сержант	seržant	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
сержант	seržant	сержант	seržant	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
критерии	kritéria	критерий	kritérium	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
критерии	kritériá	критерий	kritérium	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
способ	spôsob	способ	spôsob	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
способ	metóda	способ	metóda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
способ	spôsob	способ	spôsob	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
способ	cesta	способ	cesta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
север	sever	север	sever	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
фестиваль	festival	фестиваль	festival	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
взял	zobrala	брать	zobrať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
взял	vzal	брать	vziať	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
