men	ama	men	ama	CONJ	CONJ
betydning	anlamı	betydning	anlam	N;INDF;FEM;SG	N;ACC;SG;3
betydning	önemi	betydning	önem	N;INDF;FEM;SG	N;NOM;SG;3
sier	diyor	seie	de	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
posisjon	konum	posisjon	konum	N;INDF;MASC;SG	N;NOM;SG;3
posisjon	yer	posisjon	yer	N;INDF;MASC;SG	N;NOM;SG;3
posisjon	konumu	posisjon	konum	N;INDF;MASC;SG	N;ACC;SG;3
posisjon	konum	posisjon	konum	N;INDF;MASC;SG	N;NOM;SG;3
posisjon	yeri	posisjon	yer	N;INDF;MASC;SG	N;ACC;SG;3
gate	kapısı	gate	kapı	N;INDF;FEM;SG	N;NOM;SG;3
gate	kapı	gate	kapı	N;INDF;FEM;SG	N;NOM;SG;3
gate	sokak	gate	sokak	N;INDF;FEM;SG	N;NOM;SG;3
gate	cadde	gate	cadde	N;INDF;FEM;SG	N;NOM;SG;3
island	adası	island	ada	N;INDF;NEUT;SG	N;NOM;SG;3
stadion	stadyumu	stadion	stadyum	N;INDF;NEUT;SG	N;NOM;SG;3
stadion	stadyum	stadion	stadyum	N;INDF;NEUT;SG	N;NOM;SG;3
alltid	hep	alltid	hep	ADV	ADV
skip	gemiler	skip	gemi	N;INDF;NEUT;PL	N;NOM;PL;3
skip	gemileri	skip	gemi	N;INDF;NEUT;PL	N;ACC;PL;3
hus	ev	hus	ev	N;INDF;NEUT;SG	N;NOM;SG;3
byer	kentler	by	kent	N;INDF;FEM;PL	N;NOM;PL;3
byer	şehirler	by	şehir	N;INDF;FEM;PL	N;NOM;PL;3
byer	şehirleri	by	şehir	N;INDF;FEM;PL	N;NOM;PL;3
klart	açık	klar	açık	ADJ;INDF;NEUT;SG	ADJ
international	international	international	international	N;INDF;NEUT;SG	N;NOM;SG;3
høsten	sonbaharda	høst	sonbaharda	N;DEF;MASC;SG	N;ESS;SG;3
viste	gösterdi	vise	göster	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
krig	savaş	krig	savaş	N;INDF;MASC;SG	N;NOM;SG;3
endret	modifiye	endre	modif	N;INDF;NEUT;SG	N;DAT;SG;3
lengde	uzunluğu	lengje	uzunluk	N;INDF;FEM;SG	N;ACC;SG;3
lengde	boyu	lengje	boy	N;INDF;FEM;SG	N;NOM;SG;3
lengde	uzunlukta	lengje	uzunluk	N;INDF;FEM;SG	N;ESS;SG;3
lengde	uzunluk	lengje	uzunluk	N;INDF;FEM;SG	N;NOM;SG;3
hører	duyuyor	høre	duy	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
hører	duyuyor	høre	duy	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
hører	dinliyor	høre	dinle	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
hører	dinlemek	høre	dinle	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
hører	dinliyorum	høre	dinle	V;IND;PRS;FIN	V;PROG;IND;SG;1;POS;INFM;PRS
person	kişi	person	kişi	N;INDF;MASC;SG	N;NOM;SG;3
person	kişiye	person	kişi	N;INDF;MASC;SG	N;DAT;SG;3
person	insan	person	insan	N;INDF;MASC;SG	N;NOM;SG;3
grand	grand	grand	grand	N;INDF;MASC;SG	N;NOM;SG;3
gav	vermiş	gje	ver	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST
gav	verdi	gje	ver	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
feil	yanlış	feil	yanlış	ADJ;INDF;NEUT;SG	ADJ
feil	yanlış	feil	yanlış	ADJ;INDF;NEUT;SG	ADJ
lett	yavaş	lett	yavaş	ADJ;INDF;NEUT;SG	ADJ
lett	kolay	lett	kolay	ADJ;INDF;NEUT;SG	ADJ
lage	yapmak	lage	yap	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
lage	yap	lage	yap	V;NFIN	V;PFV;IMP;SG;2;POS;PRS
national	national	national	national	N;INDF;MASC;SG	N;DAT;SG;3
fly	uçak	fly	uçak	N;INDF;NEUT;SG	N;NOM;SG;3
fly	uçak	fly	uçak	N;INDF;NEUT;SG	N;NOM;SG;3
mester	hocam	mester	hocam	N;INDF;MASC;SG	N;NOM;SG;3
studerte	okudu	studere	oku	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
holde	tutun	holde	tut	V;IMP;FIN	V;PFV;IMP;PL;2;POS;PRS
holde	tut	holde	tut	V;IMP;FIN	V;PFV;IMP;SG;2;POS;PRS
vet	biliyor	vet	bil	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
vet	biliyor	vet	bil	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
bror	kardeşim	bror	kardeş	N;INDF;MASC;SG	N;NOM;SG;3
dagen	gün	dag	gün	N;DEF;MASC;SG	N;NOM;SG;3
ting	şeyler	ting	şey	N;INDF;MASC;PL	N;NOM;PL;3
styrker	kuvvetler	styrke	kuvvet	N;INDF;MASC;PL	N;NOM;PL;3
styrker	kuvvetleri	styrke	kuvvet	N;INDF;MASC;PL	N;ACC;PL;3
fri	ücretsiz	fri	ücretsiz	ADJ;INDF;SG	ADJ
ønsker	istiyorum	ønske	iste	V;IND;PRS;FIN	V;PROG;IND;SG;1;POS;INFM;PRS
tapte	kayıp	tape	kayıp	ADJ;PL;V.PTCP	ADJ
produsent	üreticisi	produsent	üretici	N;INDF;MASC;SG	N;NOM;SG;3
raskt	hızlı	rask	hızlı	ADJ;INDF;NEUT;SG	ADJ
raskt	hızlı	rask	hızlı	ADJ;INDF;NEUT;SG	ADJ
sommerfugler	kelebekler	sommerfugle	kelebek	N;INDF;FEM;PL	N;NOM;PL;3
klasse	sınıf	klasse	sınıf	N;INDF;FEM;SG	N;NOM;SG;3
status	durum	status	durum	N;INDF;MASC;SG	N;NOM;SG;3
status	durumu	status	durum	N;INDF;MASC;SG	N;NOM;SG;3
biller	böcekler	bille	böcek	N;INDF;FEM;PL	N;NOM;PL;3
deg	seni	du	sen	PRO;HUM;ACC;SG;2	PRO;ACC;SG;2
enkelt	basit	enkel	basit	ADJ;INDF;NEUT;SG	ADJ
enkelt	yavaş	enkel	yavaş	ADJ;INDF;NEUT;SG	ADJ
enkelt	kolay	enkel	kolay	ADJ;INDF;NEUT;SG	ADJ
valgte	seçilmiş	velge	seç	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
valgte	seçildi	velge	seç	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
valgte	seçti	velge	seç	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
california	kaliforniya	californi	kaliforniya	N;DEF;FEM;SG	N;ACC;SG;3
klubber	kulüpler	klubbe	kulüp	N;INDF;FEM;PL	N;NOM;PL;3
klubber	kulüpleri	klubbe	kulüp	N;INDF;FEM;PL	N;ACC;PL;3
park	park	park	park	N;INDF;MASC;SG	N;NOM;SG;3
life	yaşam	life	yaşam	N;INDF;MASC;SG	N;NOM;SG;3
samarbeid	işbirliği	samarbeid	işbirliği	N;INDF;NEUT;SG	N;NOM;SG;3
samarbeid	işbirliği	samarbeid	işbirliği	N;INDF;NEUT;SG	N;NOM;SG;3
samarbeid	işbirliği	samarbeid	işbirliği	N;INDF;NEUT;SG	N;NOM;SG;3
grenser	sınırlar	grense	sınır	N;INDF;FEM;PL	N;NOM;PL;3
grenser	sınırları	grense	sınır	N;INDF;FEM;PL	N;NOM;PL;3
grenser	sınırlar	grense	sınır	N;INDF;FEM;PL	N;NOM;PL;3
grenser	sınırları	grense	sınır	N;INDF;FEM;PL	N;NOM;PL;3
grenser	sınırlar	grense	sınır	N;INDF;FEM;PL	N;NOM;PL;3
grenser	sınırları	grense	sınır	N;INDF;FEM;PL	N;NOM;PL;3
www	www	www	www		
skriver	yazıyor	skrive	yaz	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
skriver	yazmak	skrive	yaz	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
rapport	şikayet	rapport	şikayet	N;INDF;MASC;SG	N;NOM;SG;3
rapport	rapor	rapport	rapor	N;INDF;MASC;SG	N;NOM;SG;3
tom	boş	tom	boş	ADJ;INDF;SG	ADJ
lufthavn	havalimanı	lufthavn	havaliman	N;INDF;MASC;SG	N;ACC;SG;3
lufthavn	havaalanı	lufthavn	havaalanı	N;INDF;MASC;SG	N;NOM;SG;3
mor	anne	mor	anne	N;INDF;FEM;SG	N;NOM;SG;3
mor	annem	mor	anne	N;INDF;FEM;SG	N;NOM;SG;3
mor	anne	mor	anne	N;INDF;FEM;SG	N;NOM;SG;3
mor	annesi	mor	anne	N;INDF;FEM;SG	N;NOM;SG;3
regjering	kabine	regjering	kabin	N;INDF;FEM;SG	N;NOM;SG;3
regjering	dolap	regjering	dolap	N;INDF;FEM;SG	N;NOM;SG;3
regjering	devlet	regjering	devlet	N;INDF;FEM;SG	N;NOM;SG;3
staten	devlet	stat	devlet	N;DEF;MASC;SG	N;NOM;SG;3
problemer	problemler	problem	problem	N;INDF;MASC;PL	N;NOM;PL;3
problemer	sorunlar	problem	sorun	N;INDF;MASC;PL	N;NOM;PL;3
problemer	sorunları	problem	sorun	N;INDF;MASC;PL	N;ACC;PL;3
problemer	meseleler	problem	mesele	N;INDF;MASC;PL	N;NOM;PL;3
problemer	sorunlar	problem	sorun	N;INDF;MASC;PL	N;NOM;PL;3
arbeider	çalışıyorum	arbeide	çalış	V;IND;PRS;FIN	V;PROG;IND;SG;1;POS;INFM;PRS
arbeider	çalışıyor	arbeide	çalış	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
arbeider	çalışmak	arbeide	çalış	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
filmer	filmleri	film	film	N;INDF;FEM;PL	N;ACC;PL;3
filmer	filmler	film	film	N;INDF;FEM;PL	N;NOM;PL;3
filmer	filmler	film	film	N;INDF;FEM;PL	N;NOM;PL;3
listen	listesi	list	liste	N;DEF;MASC;SG	N;NOM;SG;3
listen	listeyi	list	liste	N;DEF;MASC;SG	N;ACC;SG;3
hjem	ev	hjem	ev	N;INDF;NEUT;SG	N;NOM;SG;3
hjem	evde	hjem	ev	N;INDF;NEUT;SG	N;ESS;SG;3
hjem	eve	hjem	ev	N;INDF;NEUT;SG	N;DAT;SG;3
hjem	evim	hjem	ev	N;INDF;NEUT;SG	N;NOM;SG;3
litteratur	edebiyatı	litteratur	edebiyat	N;INDF;MASC;SG	N;ACC;SG;3
litteratur	edebiyat	litteratur	edebiyat	N;INDF;MASC;SG	N;NOM;SG;3
trommer	davullar	tromme	davul	N;INDF;FEM;PL	N;NOM;PL;3
system	sistem	system	sistem	N;INDF;NEUT;SG	N;NOM;SG;3
system	sistemi	system	sistem	N;INDF;NEUT;SG	N;ACC;SG;3
system	sistem	system	sistem	N;INDF;NEUT;SG	N;NOM;SG;3
bind	beraberlik	binde	beraberlik	N;INDF;NEUT;SG	N;NOM;SG;3
bind	kravat	binde	kravat	N;INDF;NEUT;SG	N;NOM;SG;3
bind	berabere	binde	beraber	N;INDF;NEUT;SG	N;NOM;SG;3
love	aşk	love	aşk	N;INDF;FEM;SG	N;NOM;SG;3
bass	levrek	bass	levrek	N;INDF;MASC;SG	N;NOM;SG;3
huset	ev	hus	ev	N;DEF;NEUT;SG	N;NOM;SG;3
vokste	büyümüş	vokst	büyü	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST
vokste	büyüdü	vokst	büyü	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
utvalg	numune	utvalg	num	N;INDF;NEUT;SG	N;DAT;SG;3
utvalg	seçimi	utvalg	seçim	N;INDF;NEUT;SG	N;ACC;SG;3
fjell	mountain	fjell	mountain	N;INDF;NEUT;SG	N;NOM;SG;3
nettsted	site	nettsted	sit	N;INDF;NEUT;SG	N;NOM;SG;3
nettsted	site	nettsted	sit	N;INDF;NEUT;SG	N;NOM;SG;3
nettsted	sitede	nettsted	site	N;INDF;NEUT;SG	N;ESS;SG;3
gått	gitti	gå	git	V;V.PTCP	V;PFV;IND;SG;3;POS;PST
gått	gitmiş	gå	git	V;V.PTCP	V;PFV;NFH;IND;SG;3;POS;PST
gått	yürüdüm	gå	yürü	V;V.PTCP	V;PFV;IND;SG;1;POS;PST
gått	yürüdü	gå	yürü	V;V.PTCP	V;PFV;IND;SG;3;POS;PST
stortinget	parlamentosu	storting	parlamentosu	N;DEF;NEUT;SG	N;NOM;SG;3
tour	tour	tour	tour	N;INDF;SG	N;NOM;SG;3
tour	tura	tour	tur	N;INDF;SG	N;DAT;SG;3
lys	aydınlık	lys	aydınlık	N;INDF;NEUT;SG	N;NOM;SG;3
begynner	başlıyor	begynne	başla	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
begynner	başlıyor	begynne	başla	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
begynner	başlamak	begynne	başla	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
begynner	başlıyor	begynne	başla	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
begynner	başlıyorum	begynne	başla	V;IND;PRS;FIN	V;PROG;IND;SG;1;POS;INFM;PRS
stasjon	station	stasjon	station	N;INDF;MASC;SG	N;NOM;SG;3
stasjon	istasyonu	stasjon	ista	N;INDF;MASC;SG	N;ACC;SG;3
universitet	üniversitesi	universitet	üniversitesi	N;INDF;NEUT;SG	N;NOM;SG;3
direktør	direktör	direktør	direk	N;INDF;MASC;SG	N;NOM;SG;3
grupper	gruplar	gruppe	grup	N;INDF;FEM;PL	N;NOM;PL;3
grupper	grupları	gruppe	grup	N;INDF;FEM;PL	N;ACC;PL;3
damer	hanımlar	dame	hanım	N;INDF;FEM;PL	N;NOM;PL;3
damer	bayanlar	dame	bayan	N;INDF;FEM;PL	N;NOM;PL;3
kontroll	kumanda	kontroll	kumanda	N;INDF;MASC;SG	N;NOM;SG;3
history	tarih	history	tarih	N;INDF;NEUT;SG	N;NOM;SG;3
møtte	buluştu	møte	buluş	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
bra	güzel	bra	güzel	ADJ;INDF;NEUT;SG	ADJ
gangen	koridoru	gang	koridor	N;DEF;MASC;SG	N;ACC;SG;3
tap	zayiat	tap	zayiat	N;INDF;NEUT;SG	N;NOM;SG;3
trakk	çekti	trekkje	çek	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
trakk	çizdim	trekkje	çiz	V;IND;PST;FIN	V;PFV;IND;SG;1;POS;PST
trakk	çizdi	trekkje	çiz	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
tilfeller	vakalar	tilfelle	vaka	N;INDF;FEM;PL	N;NOM;PL;3
tilfeller	davalar	tilfelle	dava	N;INDF;FEM;PL	N;NOM;PL;3
dato	randevu	dato	randev	N;INDF;MASC;SG	N;NOM;SG;3
dato	tarih	dato	tarih	N;INDF;MASC;SG	N;NOM;SG;3
hodet	baş	hod	baş	N;DEF;NEUT;SG	N;NOM;SG;3
hodet	kafası	hod	kafa	N;DEF;NEUT;SG	N;NOM;SG;3
bidrag	bağışta	bidrag	bağış	N;INDF;NEUT;SG	N;NOM;SG;3
bidrag	katkıda	bidrag	katkı	N;INDF;NEUT;SG	N;ESS;SG;3
kategorien	kategorisi	kategori	kategori	N;DEF;MASC;SG	N;NOM;SG;3
økonomisk	ekonomik	økonomisk	ekonomik	ADJ;INDF;NEUT;SG	ADJ
økonomisk	finansal	økonomisk	finansal	ADJ;INDF;NEUT;SG	ADJ
air	air	air	air	N	N;NOM;SG;3
økonomiske	finansal	økonomisk	finansal	ADJ;PL	ADJ
etablerte	kurulmuş	etablere	kur	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
etablerte	kuruldu	etablere	kur	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
distriktet	ilçesi	distrikt	ilçe	N;DEF;NEUT;SG	N;NOM;SG;3
distriktet	semt	distrikt	semt	N;DEF;NEUT;SG	N;NOM;SG;3
stemmer	oylar	stemme	oy	N;INDF;FEM;PL	N;NOM;PL;3
stemmer	sesleri	stemme	ses	N;INDF;FEM;PL	N;NOM;PL;3
stemmer	sesler	stemme	ses	N;INDF;FEM;PL	N;NOM;PL;3
forening	derneği	forening	dernek	N;INDF;FEM;SG	N;NOM;SG;3
bestemt	azimli	bestemme	azimli	ADJ;INDF;NEUT;SG;V.PTCP	ADJ
mottok	alındı	motta	al	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
mottok	aldı	motta	al	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
les	okuyun	lese	oku	V;IMP;FIN	V;PFV;IMP;PL;2;POS;PRS
tittel	başlığı	tittel	başlık	N;INDF;MASC;SG	N;NOM;SG;3
endringer	değişiklikler	endring	değişiklik	N;INDF;FEM;PL	N;NOM;PL;3
endringer	değişimler	endring	değişim	N;INDF;FEM;PL	N;NOM;PL;3
endringer	değişiklikleri	endring	değişiklik	N;INDF;FEM;PL	N;ACC;PL;3
lærer	öğreniyor	lære	öğren	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
lærer	öğrenmek	lære	öğren	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
kart	harita	kart	harit	N;INDF;NEUT;SG	N;NOM;SG;3
kart	haritası	kart	harita	N;INDF;NEUT;SG	N;NOM;SG;3
kart	harita	kart	harit	N;INDF;NEUT;SG	N;NOM;SG;3
kysten	sahili	kyst	sahili	N;DEF;MASC;SG	N;ACC;SG;3
kategori	kategorisi	kategori	kategori	N;INDF;MASC;SG	N;NOM;SG;3
skjer	gerçekleşiyor	skje	gerçekleş	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
mistet	kayıp	miste	kayıp	ADJ;INDF;NEUT;SG	ADJ
west	batıya	west	bat	N;INDF;MASC;SG	N;DAT;SG;3
west	batıda	west	batı	N;INDF;MASC;SG	N;ESS;SG;3
dronning	kraliçe	dronning	kraliçe	N;INDF;FEM;SG	N;NOM;SG;3
bygninger	binalar	bygninger	bina	N;INDF;MASC;PL	N;NOM;PL;3
bygninger	binaların	bygninger	bina	N;INDF;MASC;PL	N;GEN;PL;3
bildet	görüntü	bilde	görüntü	N;DEF;NEUT;SG	N;NOM;SG;3
dikt	şiirler	dikt	şiir	N;INDF;NEUT;PL	N;NOM;PL;3
reise	yolculuk	reise	yolculuk	N;INDF;FEM;SG	N;NOM;SG;3
reise	seyahat	reise	seyahat	N;INDF;FEM;SG	N;NOM;SG;3
reise	yolculuk	reise	yolculuk	N;INDF;FEM;SG	N;NOM;SG;3
reise	seyahat	reise	seyahat	N;INDF;FEM;SG	N;NOM;SG;3
reise	seyahatte	reise	seyahat	N;INDF;FEM;SG	N;ESS;SG;3
reise	yolculuk	reise	yolculuk	N;INDF;FEM;SG	N;NOM;SG;3
reise	seyahat	reise	seyahat	N;INDF;FEM;SG	N;NOM;SG;3
interesse	faizi	interesse	faiz	N;INDF;FEM;SG	N;NOM;SG;3
cup	kupası	cup	kupa	N;INDF;NEUT;SG	N;NOM;SG;3
cup	fincan	cup	fincan	N;INDF;NEUT;SG	N;NOM;SG;3
cup	bardak	cup	bardak	N;INDF;NEUT;SG	N;NOM;SG;3
ledelse	hidayet	ledelse	hidayet	N;INDF;MASC;SG	N;NOM;SG;3
ledelse	rehberlik	ledelse	rehberlik	N;INDF;MASC;SG	N;NOM;SG;3
ledelse	yönetimi	ledelse	yönetim	N;INDF;MASC;SG	N;NOM;SG;3
ledelse	menajerlik	ledelse	menajerlik	N;INDF;MASC;SG	N;NOM;SG;3
flagg	bayrağı	flagg	bayrak	N;INDF;NEUT;SG	N;NOM;SG;3
fjellet	mountain	fjell	mountain	N;DEF;NEUT;SG	N;NOM;SG;3
plassering	yer	plassering	yer	N;INDF;FEM;SG	N;NOM;SG;3
plassering	konumu	plassering	konum	N;INDF;FEM;SG	N;ACC;SG;3
plassering	konum	plassering	konum	N;INDF;FEM;SG	N;NOM;SG;3
plassering	yeri	plassering	yer	N;INDF;FEM;SG	N;ACC;SG;3
nådde	ulaştı	nå	ulaş	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
stand	ayağa	stand	ayak	N;INDF;MASC;SG	N;DAT;SG;3
stand	durum	stand	durum	N;INDF;MASC;SG	N;NOM;SG;3
stand	durumu	stand	durum	N;INDF;MASC;SG	N;NOM;SG;3
områdene	alanlar	område	alan	N;DEF;FEM;PL	N;NOM;PL;3
områdene	alanları	område	alan	N;DEF;FEM;PL	N;ACC;PL;3
områdene	bölgeler	område	bölge	N;DEF;FEM;PL	N;NOM;PL;3
snart	yakinda	snar	yakinda	ADJ;INDF;NEUT;SG	ADJ;ESS;SG;3
snart	yakında	snar	yakın	ADJ;INDF;NEUT;SG	ADJ;ESS;SG;3
spor	izleri	spor	iz	N;INDF;NEUT;PL	N;ACC;PL;3
generelt	genel	generell	genel	ADJ;INDF;NEUT;SG	ADJ
organisasjonen	organizasyon	organisasjon	organizasyon	N;DEF;MASC;SG	N;NOM;SG;3
organisasjonen	organizasyon	organisasjon	organizasyon	N;DEF;MASC;SG	N;NOM;SG;3
forsøkte	denedi	forsøkje	dene	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
forsøkte	denedim	forsøkje	dene	V;IND;PST;FIN	V;PFV;IND;SG;1;POS;PST
priser	fiyatları	prise	fiyat	N;INDF;FEM;PL	N;ACC;PL;3
priser	fiyatlar	prise	fiyat	N;INDF;FEM;PL	N;NOM;PL;3
priser	fiyatlara	prise	fiyat	N;INDF;FEM;PL	N;DAT;PL;3
priser	ödüller	prise	ödül	N;INDF;FEM;PL	N;NOM;PL;3
priser	ödülleri	prise	ödül	N;INDF;FEM;PL	N;NOM;PL;3
stammer	kabileler	stamme	kabile	N;INDF;FEM;PL	N;NOM;PL;3
mark	işaretle	mark	işaret	N;INDF;NEUT;SG	N;INS;SG;3
klassen	sınıf	klasse	sınıf	N;DEF;MASC;SG	N;NOM;SG;3
fort	hızlı	fort	hızlı	ADJ;INDF;NEUT;SG	ADJ
tjeneste	iyilik	tjeneste	iyilik	N;INDF;FEM;SG	N;NOM;SG;3
tjeneste	servisi	tjeneste	servi	N;INDF;FEM;SG	N;NOM;SG;3
tjeneste	hizmet	tjeneste	hizmet	N;INDF;FEM;SG	N;NOM;SG;3
teater	tiyatro	teater	tiyatro	N;INDF;NEUT;SG	N;NOM;SG;3
teater	tiyatro	teater	tiyatro	N;INDF;NEUT;SG	N;NOM;SG;3
tro	inanın	tro	inan	N;INDF;MASC;SG	N;NOM;SG;3
tall	numarası	tall	numara	N;INDF;NEUT;SG	N;NOM;SG;3
hovedstad	başkenti	hovedstad	başkent	N;INDF;MASC;SG	N;NOM;SG;3
renner	yönetiyor	renne	yönet	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
avdeling	bölümü	avdeling	bölüm	N;INDF;FEM;SG	N;NOM;SG;3
avdeling	departman	avdeling	departman	N;INDF;FEM;SG	N;NOM;SG;3
avdeling	departmanı	avdeling	departman	N;INDF;FEM;SG	N;ACC;SG;3
korte	kısa	kort	kısa	ADJ;PL	ADJ
hendelser	etkinlik	hendelse	etkinlik	N;INDF;NEUT;SG	N;NOM;SG;3
systemet	sistem	system	sistem	N;DEF;NEUT;SG	N;NOM;SG;3
systemet	sistemi	system	sistem	N;DEF;NEUT;SG	N;ACC;SG;3
våpen	silahları	våpen	silah	N;INDF;NEUT;PL	N;NOM;PL;3
våpen	silahlar	våpen	silah	N;INDF;NEUT;PL	N;NOM;PL;3
forslag	öneri	forslag	öneri	N;INDF;NEUT;SG	N;NOM;SG;3
forslag	önerisi	forslag	öneri	N;INDF;NEUT;SG	N;NOM;SG;3
forslag	öneri	forslag	öneri	N;INDF;NEUT;SG	N;NOM;SG;3
møte	toplantı	møte	toplantı	N;INDF;NEUT;SG	N;NOM;SG;3
legger	ekliyor	legg	ekle	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
institutt	enstitüsü	institutt	enstitü	N;INDF;NEUT;SG	N;NOM;SG;3
angrepet	saldırıya	angrep	saldırı	N;DEF;NEUT;SG	N;DAT;SG;3
sendte	gönderildi	sende	gönder	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
sendte	gönderdi	sende	gönder	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
sendte	gönderilmiş	sende	gönder	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
uker	hafta	uker	hafta	N;INDF;SG	N;NOM;SG;3
gud	allahım	gud	allah	N;INDF;MASC;SG	N;NOM;SG;3
american	american	american	american	N	N;NOM;SG;3
kvinne	kadınım	kvinne	kadın	N;INDF;FEM;SG	N;NOM;SG;3
retning	yönü	retning	yön	N;INDF;FEM;SG	N;ACC;SG;3
region	bölgede	region	bölge	N;INDF;MASC;SG	N;ESS;SG;3
region	bölgesi	region	bölge	N;INDF;MASC;SG	N;NOM;SG;3
stilling	konum	stilling	konum	N;INDF;FEM;SG	N;NOM;SG;3
fullstendig	tamamiyle	fullstendig	tamami	ADJ;INDF;NEUT;SG	ADJ;INS;SG;3
fullstendig	tamamıyla	fullstendig	tamam	ADJ;INDF;NEUT;SG	ADJ;INS;SG;3
fullstendig	tamamıyla	fullstendig	tamam	ADJ;INDF;NEUT;SG	ADJ;INS;SG;3
fullstendig	tamamiyle	fullstendig	tamami	ADJ;INDF;NEUT;SG	ADJ;INS;SG;3
typer	çeşitleri	type	çeşit	N;INDF;MASC;PL	N;ACC;PL;3
typer	türler	type	tür	N;INDF;MASC;PL	N;NOM;PL;3
typer	tipler	type	tip	N;INDF;MASC;PL	N;NOM;PL;3
pris	fiyatı	pris	fiyat	N;INDF;MASC;SG	N;ACC;SG;3
hordaland	hordaland	hordaland	hordaland	N;INDF;NEUT;SG	N;NOM;SG;3
junior	ufaklık	junior	ufaklık	N;INDF;MASC;SG	N;NOM;SG;3
samling	toplantı	samling	toplantı	N;INDF;FEM;SG	N;NOM;SG;3
samling	koleksiyonu	samling	koleksiyonu	N;INDF;FEM;SG	N;ACC;SG;3
vis	görünüm	vis	görün	N;INDF;NEUT;SG	N;NOM;SG;3
vis	görünümü	vis	görün	N;INDF;NEUT;SG	N;NOM;SG;3
vis	manzara	vis	manzara	N;INDF;NEUT;SG	N;NOM;SG;3
vis	ekran	vis	ekran	N;INDF;NEUT;SG	N;NOM;SG;3
vis	görünüm	vis	görün	N;INDF;NEUT;SG	N;NOM;SG;3
delta	katılmak	delta	kat	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
størrelse	büyüklük	størrelse	büyüklük	N;INDF;MASC;SG	N;NOM;SG;3
størrelse	boyu	størrelse	boy	N;INDF;MASC;SG	N;NOM;SG;3
opprinnelse	kökeni	opprinnelse	köken	N;INDF;MASC;SG	N;ACC;SG;3
vinner	galibiyet	vinne	galibiyet	N;INDF;MASC;SG	N;NOM;SG;3
vinner	kazanın	vinne	kaza	N;INDF;MASC;SG	N;GEN;SG;3
vinner	galibiyet	vinne	galibiyet	N;INDF;MASC;SG	N;NOM;SG;3
club	kulübü	club	kulüb	N;INDF;MASC;SG	N;NOM;SG;3
håndball	hentbol	håndball	hentbol	N;INDF;MASC;SG	N;NOM;SG;3
kontakt	iletisim	kontakt	ileti	N;INDF;MASC;SG	N;NOM;SG;3
