par	za	par	za		
dalībnieki	udeleženci	dalībnieks	udeleženec	N;NOM;MASC;PL	N;NOM;MASC;PL
dalībnieki	udeleženci	dalībnieks	udeleženec	N;NOM;MASC;PL	N;NOM;MASC;PL
dalībnieki	igralci	dalībnieks	igralec	N;NOM;MASC;PL	N;NOM;MASC;PL
dalībnieki	akterji	dalībnieks	akter	N;NOM;MASC;PL	N;NOM;MASC;PL
dalībnieki	poslanci	dalībnieks	poslanec	N;NOM;MASC;PL	N;NOM;MASC;PL
dalībnieki	članice	dalībnieks	članica	N;NOM;MASC;PL	N;NOM;FEM;PL
dalībnieki	člani	dalībnieks	član	N;NOM;MASC;PL	N;NOM;MASC;PL
nationalteam	nationalteam	nationalte	nationalteam	N;DAT;MASC;SG	N;DAT;MASC;SG
aktīvi	dejavno	aktīvi	dejavno	ADV	ADV
aktīvi	aktivno	aktīvi	aktivno	ADV	ADV
trešais	tretje	trešais	tretji	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
trešais	tretji	trešais	tretji	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
trešais	tretja	trešais	tretji	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
temperatūras	temperature	temperatūra	temperatura	N;NOM;FEM;PL	N;NOM;FEM;PL
temperatūras	temperature	temperatūra	temperatura	N;NOM;FEM;PL	N;NOM;FEM;PL
attiecības	odnosi	attiecība	odnos	N;NOM;FEM;PL	N;NOM;MASC;PL
attiecības	razmerja	attiecība	razmerje	N;NOM;FEM;PL	N;NOM;NEUT;PL
attiecības	zveze	attiecība	zveza	N;NOM;FEM;PL	N;NOM;FEM;PL
attiecības	odnosi	attiecība	odnos	N;NOM;FEM;PL	N;NOM;MASC;PL
attiecības	razmerja	attiecība	razmerje	N;NOM;FEM;PL	N;NOM;NEUT;PL
avots	vir	avots	vir	N;NOM;MASC;SG	N;NOM;MASC;SG
pēctecis	potomec	pēctecis	potomec	N;NOM;MASC;SG	N;NOM;MASC;SG
jaunais	novo	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
jaunais	nov	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
jaunais	novi	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
jaunais	nova	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
aizsargs	stražar	aizsargs	stražar	N;NOM;MASC;SG	N;NOM;MASC;SG
aizsargs	straža	aizsargs	straž	N;NOM;MASC;SG	N;NOM;FEM;SG
aizsargs	čuvaj	aizsargs	čuvaj	N;NOM;MASC;SG	N;NOM;MASC;SG
aizsargs	garda	aizsargs	garda	N;NOM;MASC;SG	N;NOM;FEM;SG
aizsargs	zaščitnik	aizsargs	zaščitnik	N;NOM;MASC;SG	N;NOM;MASC;SG
vienība	enota	vienība	enota	N;NOM;FEM;SG	N;NOM;FEM;SG
vienība	subjekt	vienība	subjekt	N;NOM;FEM;SG	N;NOM;MASC;SG
mirusi	preminil	mirt	preminiti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
mirusi	umrl	mirt	umreti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
vielas	učinkovine	viela	učinkovina	N;NOM;FEM;PL	N;NOM;FEM;PL
vielas	snovi	viela	snov	N;NOM;FEM;PL	N;NOM;FEM;PL
reģions	regija	reģions	regija	N;NOM;MASC;SG	N;NOM;FEM;SG
masa	mass	masa	mass	N;NOM;FEM;SG	N;NOM;MASC;SG
masa	masa	masa	mas	N;NOM;FEM;SG	N;NOM;FEM;SG
samērā	relativno	samērā	relativno	ADV	ADV
nepieciešams	potreben	nepieciešams	potreben	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
nepieciešams	potrebna	nepieciešams	potreben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
nepieciešams	zahtevana	nepieciešams	zahtevan	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
nepieciešams	zahtevan	nepieciešams	zahtevan	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
nepieciešams	zahtevano	nepieciešams	zahtevan	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
nepieciešams	potrebno	nepieciešams	potreben	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
jūra	morje	jūra	morje	N;NOM;FEM;SG	N;NOM;NEUT;SG
foto	photo	foto	phota	N	N;NOM;MASC;SG
foto	foto	foto	foto	N	N;NOM;MASC;SG
foto	fotografijo	foto	fotografija	N	N;ACC;FEM;SG
foto	fotografija	foto	fotografija	N	N;NOM;FEM;SG
darbinieks	uslužbenec	darbinieks	uslužbenec	N;NOM;MASC;SG	N;NOM;MASC;SG
darbinieks	delavec	darbinieks	delavec	N;NOM;MASC;SG	N;NOM;MASC;SG
nokia	nokia	nokis	nokia	N	N;NOM;FEM;SG
uzvarējis	zmagala	uzvarēt	zmagati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
uzvarējis	zmagal	uzvarēt	zmagati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
atzīts	prepoznal	atzīt	prepoznati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
minūtes	minute	minūte	minuta	N;NOM;FEM;PL	N;NOM;FEM;PL
iedalījums	razčlenitev	iedalījums	razčlenitev	N;NOM;MASC;SG	N;NOM;FEM;SG
iedalījums	razdelitev	iedalījums	razdelitev	N;NOM;MASC;SG	N;NOM;FEM;SG
sks	iss	sks	isse	N	N;NOM;MASC;SG
sks	odprava	sks	odprava	N	N;NOM;FEM;SG
lielas	velike	liela	velik	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
mērķis	cilj	mērķis	cilj	N;NOM;MASC;SG	N;NOM;MASC;SG
mērķis	nameri	mērķis	namera	N;NOM;MASC;SG	N;NOM;FEM;SG
mērķis	gol	mērķis	gol	N;NOM;MASC;SG	N;NOM;MASC;SG
mērķis	cilj	mērķis	cilj	N;NOM;MASC;SG	N;NOM;MASC;SG
mērķis	tarča	mērķis	tarča	N;NOM;MASC;SG	N;NOM;FEM;SG
mērķis	namen	mērķis	namen	N;NOM;MASC;SG	N;NOM;MASC;SG
jauns	novo	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
jauns	nov	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
jauns	novi	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
jauns	nova	jauns	nov	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
nakts	noč	nakts	noč	N;NOM;FEM;SG	N;NOM;FEM;SG
zinātnes	vede	zinātne	veda	N;NOM;FEM;PL	N;NOM;FEM;PL
kapteinis	stotnik	kapteinis	stotnik	N;NOM;MASC;SG	N;NOM;MASC;SG
kapteinis	kapitan	kapteinis	kapitan	N;NOM;MASC;SG	N;NOM;MASC;SG
kapteinis	mojster	kapteinis	mojster	N;NOM;MASC;SG	N;NOM;MASC;SG
kapteinis	učitelj	kapteinis	učitelj	N;NOM;MASC;SG	N;NOM;MASC;SG
kapteinis	poveljnik	kapteinis	poveljnik	N;NOM;MASC;SG	N;NOM;MASC;SG
olas	jajci	ola	jajce	N;NOM;FEM;PL	N;NOM;NEUT;PL
olas	jajčeca	ola	jajčece	N;NOM;FEM;PL	N;NOM;NEUT;PL
olas	jajca	ola	jajce	N;NOM;FEM;PL	N;NOM;NEUT;PL
marija	marija	marija	marija	N;NOM;FEM;SG	N;NOM;FEM;SG
marija	marija	marija	marija	N;NOM;FEM;SG	N;NOM;FEM;SG
marija	marija	marija	marija	N;NOM;FEM;SG	N;NOM;FEM;SG
marija	maria	marija	maria	N;NOM;FEM;SG	N;NOM;FEM;SG
funkcijas	funkcije	funkcija	funkcija	N;NOM;FEM;PL	N;NOM;FEM;PL
ievērojami	znatno	ievērojami	znatno	ADV	ADV
ievērojami	občutno	ievērojami	občutno	ADV	ADV
programmas	programi	programma	program	N;NOM;FEM;PL	N;NOM;MASC;PL
programmas	programi	programma	program	N;NOM;FEM;PL	N;NOM;MASC;PL
sarkanā	rdeča	sarkana	rdeč	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sarkanā	rdeči	sarkana	rdeč	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
sarkanā	rdeč	sarkana	rdeč	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
sarkanā	rdeče	sarkana	rdeč	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
pilnīgi	absolutno	pilnīgi	absolutno	ADV	ADV
pilnīgi	popolnoma	pilnīgi	popolnoma	ADV	ADV
pilnīgi	totalno	pilnīgi	totalno	ADV	ADV
pilnīgi	popolnoma	pilnīgi	popolnoma	ADV	ADV
ātri	hitro	ātri	hitro	ADV	ADV
ātri	hitro	ātri	hitro	ADV	ADV
ātri	hitro	ātri	hitro	ADV	ADV
līgums	pogodba	līgums	pogodba	N;NOM;MASC;SG	N;NOM;FEM;SG
līgums	naročilo	līgums	naročiti	N;NOM;MASC;SG	N;NOM;NEUT;SG
līgums	pogodba	līgums	pogodba	N;NOM;MASC;SG	N;NOM;FEM;SG
revolūcijas	revolucije	revolūcija	revolucija	N;NOM;FEM;PL	N;NOM;FEM;PL
vidējā	povprečna	vidējs	povprečen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vidējā	povprečno	vidējs	povprečen	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
biedrs	članica	biedrs	članica	N;NOM;MASC;SG	N;NOM;FEM;SG
biedrs	član	biedrs	član	N;NOM;MASC;SG	N;NOM;MASC;SG
biedrs	poslanec	biedrs	poslanec	N;NOM;MASC;SG	N;NOM;MASC;SG
biedrs	tovarišica	biedrs	tovarišica	N;NOM;MASC;SG	N;NOM;FEM;SG
biedrs	tovariš	biedrs	tovar	N;NOM;MASC;SG	N;NOM;MASC;SG
biedrs	sošolec	biedrs	sošolec	N;NOM;MASC;SG	N;NOM;MASC;SG
biedrs	sošolka	biedrs	sošolka	N;NOM;MASC;SG	N;NOM;FEM;SG
dzīvnieki	živali	dzīvnieks	žival	N;NOM;MASC;PL	N;NOM;FEM;PL
html	html	html	htme	N	N;NOM;MASC;SG
dibināts	ustanovil	dibināt	ustanoviti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
tips	type	tips	typ	N;NOM;MASC;SG	N;NOM;MASC;SG
tips	vrsta	tips	vrsta	N;NOM;MASC;SG	N;NOM;FEM;SG
tips	tip	tips	tip	N;NOM;MASC;SG	N;NOM;MASC;SG
zinātne	znanost	zinātne	znanost	N;NOM;FEM;SG	N;NOM;FEM;SG
rezultāti	rezultati	rezultāts	rezultat	N;NOM;MASC;PL	N;NOM;MASC;PL
rezultāti	izidi	rezultāts	izid	N;NOM;MASC;PL	N;NOM;MASC;PL
rezultāti	izidi	rezultāts	izid	N;NOM;MASC;PL	N;NOM;MASC;PL
ietekmē	vpliva	ietekmēt	vplivati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
veic	opravlja	veikt	opravljati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
teātris	gledališče	teātris	gledališče	N;NOM;MASC;SG	N;NOM;NEUT;SG
bīskaps	tekač	bīskaps	tekač	N;NOM;MASC;SG	N;NOM;MASC;SG
bīskaps	škof	bīskaps	škof	N;NOM;MASC;SG	N;NOM;MASC;SG
vecāki	starši	vecāks	starš	N;NOM;MASC;PL	N;NOM;MASC;PL
federācijas	federacije	federācija	federacija	N;NOM;FEM;PL	N;NOM;FEM;PL
krāsu	barvo	krāsa	barva	N;ACC;FEM;SG	N;ACC;FEM;SG
krāsu	barvo	krāsa	barva	N;ACC;FEM;SG	N;ACC;FEM;SG
vienkārši	enostavno	vienkārši	enostavno	ADV	ADV
vienkārši	preprosto	vienkārši	preprosto	ADV	ADV
vienkārši	enostavno	vienkārši	enostavno	ADV	ADV
vienkārši	preprosto	vienkārši	preprosto	ADV	ADV
ministrijas	ministrstva	ministrija	ministrstvo	N;NOM;FEM;PL	N;NOM;NEUT;PL
izveidot	ustvarjati	izveidot	ustvarjati	V;POS;NFIN	V;IPFV;NFIN
izveidot	ustvariti	izveidot	ustvariti	V;POS;NFIN	V;PFV;NFIN
izveidot	ustvari	izveidot	ustvariti	V;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
tēviņi	samci	tēviņš	samec	N;NOM;MASC;PL	N;NOM;MASC;PL
tēviņi	samci	tēviņš	samec	N;NOM;MASC;PL	N;NOM;MASC;PL
tēviņi	moški	tēviņš	moški	N;NOM;MASC;PL	N;NOM;MASC;PL
forma	oblika	forma	oblika	N;NOM;FEM;SG	N;NOM;FEM;SG
forma	oblika	forma	oblika	N;NOM;FEM;SG	N;NOM;FEM;SG
forma	obrazec	forma	obrazec	N;NOM;FEM;SG	N;NOM;MASC;SG
krāsas	barve	krāsa	barva	N;NOM;FEM;PL	N;NOM;FEM;PL
krāsas	barve	krāsa	barva	N;NOM;FEM;PL	N;NOM;FEM;PL
krāsas	barve	krāsa	barva	N;NOM;FEM;PL	N;NOM;FEM;PL
nedēļas	tedni	nedēļa	teden	N;NOM;FEM;PL	N;NOM;MASC;PL
garš	visok	garš	visok	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
garš	visoka	garš	visok	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
garš	dolg	garš	dolg	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
garš	dolgi	garš	dolg	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
garš	dolga	garš	dolg	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
sērijas	serije	sērija	serija	N;NOM;FEM;PL	N;NOM;FEM;PL
imperators	car	imperators	car	N;NOM;MASC;SG	N;NOM;MASC;SG
imperators	imperator	imperators	imperator	N;NOM;MASC;SG	N;NOM;MASC;SG
imperators	cesar	imperators	cesar	N;NOM;MASC;SG	N;NOM;MASC;SG
strauji	hitro	strauji	hitro	ADV	ADV
pāris	par	pāris	par	N;NOM;MASC;SG	N;NOM;MASC;SG
pāris	para	pāris	par	N;NOM;MASC;SG	N;NOM;MASC;SG
pāris	par	pāris	par	N;NOM;MASC;SG	N;NOM;MASC;SG
atklāts	odpri	atklāt	odpreti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IMP;SG;2;FIN
beidzās	končalo	beigties	končati	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;NEUT;SG;V.PTCP
beidzās	potekel	beigties	poteči	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
beidzās	potekla	beigties	potekel	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
tilts	most	tilts	most	N;NOM;MASC;SG	N;NOM;MASC;SG
tilts	bridge	tilts	bridg	N;NOM;MASC;SG	N;NOM;MASC;SG
tabula	preglednica	tabuls	preglednica	N;NOM;FEM;SG	N;NOM;FEM;SG
tabula	razpredelnica	tabuls	razpredelnica	N;NOM;FEM;SG	N;NOM;FEM;SG
tabula	miza	tabuls	miza	N;NOM;FEM;SG	N;NOM;FEM;SG
tabula	tabela	tabuls	tabela	N;NOM;FEM;SG	N;NOM;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N;NOM;MASC;SG	N;NOM;FEM;SG
mūzika	glasba	mūzika	glasba	N;NOM;FEM;SG	N;NOM;FEM;SG
mūzika	muzika	mūzika	muzik	N;NOM;FEM;SG	N;NOM;FEM;SG
province	pokrajina	province	pokrajina	N;NOM;FEM;SG	N;NOM;FEM;SG
province	provinca	province	provinca	N;NOM;FEM;SG	N;NOM;FEM;SG
padome	svet	padome	svet	N;NOM;FEM;SG	N;NOM;MASC;SG
padome	sveta	padome	svet	N;NOM;FEM;SG	N;NOM;MASC;SG
iso	iso	ist	iso	N	N;NOM;MASC;SG
mēness	mesec	mēness	mesec	N;NOM;MASC;SG	N;NOM;MASC;SG
mēness	luna	mēness	luna	N;NOM;MASC;SG	N;NOM;FEM;SG
mēness	luni	mēness	luniti	N;NOM;MASC;SG	N;NOM;FEM;SG
vārtsargs	vratar	vārtsargs	vratar	N;NOM;MASC;SG	N;NOM;MASC;SG
vārtsargs	vratarja	vārtsargs	vratar	N;NOM;MASC;SG	N;NOM;MASC;SG
kuģis	plovilo	kuģis	plovilo	N;NOM;MASC;SG	N;NOM;NEUT;SG
kuģis	posoda	kuģis	posoda	N;NOM;MASC;SG	N;NOM;FEM;SG
kuģis	ladja	kuģis	ladja	N;NOM;MASC;SG	N;NOM;FEM;SG
kuģis	plovilo	kuģis	plovilo	N;NOM;MASC;SG	N;NOM;NEUT;SG
iet	hodi	iet	hoditi	V;POS;FIN	V;IPFV;IND;SG;3;PRS;FIN
marta	marca	marts	marec	N;GEN;MASC;SG	N;GEN;MASC;SG
mūziķis	glasbenik	mūziķis	glasbenik	N;NOM;MASC;SG	N;NOM;MASC;SG
turnīrs	turnir	turnīrs	turnir	N;NOM;MASC;SG	N;NOM;MASC;SG
turnīrs	turnirja	turnīrs	turnir	N;NOM;MASC;SG	N;NOM;MASC;SG
provinces	province	province	provinec	N;NOM;FEM;PL	N;NOM;FEM;PL
provinces	pokrajine	province	pokrajina	N;NOM;FEM;PL	N;NOM;FEM;PL
klubi	klubi	klubi	klub	N;NOM;MASC;PL	N;NOM;MASC;PL
klubi	palice	klubi	palica	N;NOM;MASC;PL	N;NOM;FEM;PL
vara	baker	vara	baker	N;NOM;FEM;SG	N;NOM;MASC;SG
vara	bakra	vara	bakra	N;NOM;FEM;SG	N;NOM;MASC;SG
vara	power	vara	power	N;NOM;FEM;SG	N;NOM;MASC;SG
vara	moč	vara	moč	N;NOM;FEM;SG	N;NOM;FEM;SG
nacionālais	nacionalna	nacionāls	nacionalen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
nacionālais	nacionalno	nacionāls	nacionalen	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nacionālais	nacionalni	nacionāls	nacionalen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
profesors	profesorica	profesors	profesorica	N;NOM;MASC;SG	N;NOM;FEM;SG
profesors	profesor	profesors	profesor	N;NOM;MASC;SG	N;NOM;MASC;SG
beidza	izstopil	beigt	izstopiti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
beidza	izstopila	beigt	izstopiti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
organizācija	organizacija	organizācija	organizacija	N;NOM;FEM;SG	N;NOM;FEM;SG
organizācija	organizacija	organizācija	organizacija	N;NOM;FEM;SG	N;NOM;FEM;SG
pastāvēja	obstajal	pastāvēt	obstajati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
pastāvēja	obstajala	pastāvēt	obstajati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
pastāvēja	obstajali	pastāvēt	obstajati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
wiki	wiki	wiks	wika	N	N;NOM;MASC;SG
uzskatīja	verjel	uzskatīt	verjeti	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;V.PTCP
uzskatīja	verjela	uzskatīt	verjeti	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;V.PTCP
uzskatīja	verjeli	uzskatīt	verjeti	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;PL;V.PTCP
kauja	bitka	kauja	bitka	N;NOM;FEM;SG	N;NOM;FEM;SG
pārstāvji	predstavniki	pārstāvis	predstavnik	N;NOM;MASC;PL	N;NOM;MASC;PL
pārstāvji	zastopniki	pārstāvis	zastopnik	N;NOM;MASC;PL	N;NOM;MASC;PL
satiksme	promet	satiksme	promet	N;NOM;FEM;SG	N;NOM;MASC;SG
reti	redko	reti	redko	ADV	ADV
reti	redko	reti	redko	ADV	ADV
atpakaļ	nazaj	atpakaļ	nazaj	ADV	ADV
aug	raste	augt	rasti	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
aug	dviga	augt	dvigati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
aug	narašča	augt	naraščati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
aug	raste	augt	rasti	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
aug	zraste	augt	zrasti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
dinamo	dinamo	dinams	dinama	N	N;ACC;FEM;SG
dinastija	dinastija	dinastija	dinastija	N;NOM;FEM;SG	N;NOM;FEM;SG
sniega	snega	sniegs	sneg	N;GEN;MASC;SG	N;GEN;MASC;SG
skaņas	zvoki	skaņa	zvok	N;NOM;FEM;PL	N;NOM;MASC;PL
kalns	gora	kalns	gora	N;NOM;MASC;SG	N;NOM;FEM;SG
kalns	planina	kalns	planina	N;NOM;MASC;SG	N;NOM;FEM;SG
dzīve	zivljenje	dzīve	zivljenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
dzīve	življenje	dzīve	življenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
spēja	zmožnost	spēja	zmožnost	N;NOM;FEM;SG	N;NOM;FEM;SG
spēja	zmogljivost	spēja	zmogljivost	N;NOM;FEM;SG	N;NOM;FEM;SG
spēja	kapaciteta	spēja	kapaciteta	N;NOM;FEM;SG	N;NOM;FEM;SG
spēja	zmožnost	spēja	zmožnost	N;NOM;FEM;SG	N;NOM;FEM;SG
spēja	sposobnost	spēja	sposobnost	N;NOM;FEM;SG	N;NOM;FEM;SG
rada	ustvarja	radīt	ustvarjati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
rada	ustvari	radīt	ustvariti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
māja	hiša	māja	hiša	N;NOM;FEM;SG	N;NOM;FEM;SG
māja	hisa	māja	hisa	N;NOM;FEM;SG	N;NOM;FEM;SG
māja	hiška	māja	hiška	N;NOM;FEM;SG	N;NOM;FEM;SG
variants	varianta	variants	variant	N;NOM;MASC;SG	N;NOM;FEM;SG
variants	različica	variants	različica	N;NOM;MASC;SG	N;NOM;FEM;SG
balss	glas	balss	glas	N;NOM;FEM;SG	N;NOM;MASC;SG
varbūt	morda	varbūt	morda	PART	PART
varbūt	morda	varbūt	morda	PART	PART
romāns	rimljan	romāns	rimljan	N;NOM;MASC;SG	N;NOM;MASC;SG
romāns	roman	romāns	roman	N;NOM;MASC;SG	N;NOM;MASC;SG
romāns	romana	romāns	roman	N;NOM;MASC;SG	N;NOM;MASC;SG
romāns	roman	romāns	roman	N;NOM;MASC;SG	N;NOM;MASC;SG
romāns	romana	romāns	roman	N;NOM;MASC;SG	N;NOM;MASC;SG
sacelšanās	vstaja	sacelšanās	vstajati	N;NOM;FEM;SG	N;NOM;FEM;SG
sacelšanās	vstaja	sacelšanās	vstajati	N;NOM;FEM;SG	N;NOM;FEM;SG
sacelšanās	upor	sacelšanās	upor	N;NOM;FEM;SG	N;NOM;MASC;SG
sacelšanās	upor	sacelšanās	upor	N;NOM;FEM;SG	N;NOM;MASC;SG
atbalsta	podpira	atbalstīt	podpirati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
sia	sip	sia	sip	N	N;NOM;MASC;SG
reformas	reforme	reforma	reforma	N;NOM;FEM;PL	N;NOM;FEM;PL
salīdzinoši	relativno	salīdzinoši	relativno	ADV	ADV
karaliste	kraljestvo	karaliste	kraljestvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
karaliste	kraljevina	karaliste	kraljevina	N;NOM;FEM;SG	N;NOM;FEM;SG
direktors	direktor	direktors	direktor	N;NOM;MASC;SG	N;NOM;MASC;SG
direktors	direktorica	direktors	direktorica	N;NOM;MASC;SG	N;NOM;FEM;SG
direktors	režiser	direktors	režiser	N;NOM;MASC;SG	N;NOM;MASC;SG
sirds	srce	sirds	srce	N;NOM;FEM;SG	N;NOM;NEUT;SG
krievija	rusija	krievija	rusija	N;NOM;FEM;SG	N;NOM;FEM;SG
logo	logo	logs	log	N	N;NOM;MASC;SG
logo	logotip	logs	logotip	N	N;NOM;MASC;SG
logo	logotipi	logs	logotip	N	N;NOM;MASC;PL
personas	osebe	persona	oseba	N;NOM;FEM;PL	N;NOM;FEM;PL
mūra	moore	mūris	mora	N;NOM;MASC;SG	N;NOM;MASC;SG
dziedātāja	pevka	dziedātāja	pevek	N;NOM;FEM;SG	N;NOM;FEM;SG
dziedātāja	singer	dziedātāja	singer	N;NOM;FEM;SG	N;NOM;MASC;SG
dziedātāja	pevec	dziedātāja	pevec	N;NOM;FEM;SG	N;NOM;MASC;SG
deputāts	članica	deputāts	članica	N;NOM;MASC;SG	N;NOM;FEM;SG
deputāts	član	deputāts	član	N;NOM;MASC;SG	N;NOM;MASC;SG
deputāts	poslanec	deputāts	poslanec	N;NOM;MASC;SG	N;NOM;MASC;SG
attīstību	evolucijo	attīstība	evolucija	N;ACC;FEM;SG	N;ACC;FEM;SG
problēmas	težave	problēma	težava	N;NOM;FEM;PL	N;NOM;FEM;PL
problēmas	problemi	problēma	problem	N;NOM;FEM;PL	N;NOM;MASC;PL
problēmas	težave	problēma	težava	N;NOM;FEM;PL	N;NOM;FEM;PL
krustojums	križišče	krustojums	križišče	N;NOM;MASC;SG	N;NOM;NEUT;SG
piederēja	pripadal	piederēt	pripadati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
piederēja	pripadala	piederēt	pripadati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
ātrums	hitrost	ātrums	hitrost	N;NOM;MASC;SG	N;NOM;FEM;SG
ātrums	hitrost	ātrums	hitrost	N;NOM;MASC;SG	N;NOM;FEM;SG
sasniegt	doseči	sasniegt	doseči	V;POS;NFIN	V;PFV;NFIN
nekad	nikdar	nekad	nikdar	ADV	ADV
nekad	nikoli	nekad	nikoli	ADV	ADV
čempioni	prvaki	čempionis	prvak	N;NOM;MASC;PL	N;NOM;MASC;PL
ņemts	vzet	ņemt	vzet	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NFIN
sacīkstes	rase	sacīkste	rase	N;NOM;FEM;PL	N;NOM;FEM;PL
sacīkstes	dirke	sacīkste	dirka	N;NOM;FEM;PL	N;NOM;FEM;PL
sacīkstes	dirke	sacīkste	dirka	N;NOM;FEM;PL	N;NOM;FEM;PL
arhitekts	arhitekt	arhitekts	arhitekt	N;NOM;MASC;SG	N;NOM;MASC;SG
autoceļš	avtocesta	autoceļš	avtocesta	N;NOM;MASC;SG	N;NOM;FEM;SG
autoceļš	pot	autoceļš	pot	N;NOM;MASC;SG	N;NOM;FEM;SG
autoceļš	cesta	autoceļš	cesta	N;NOM;MASC;SG	N;NOM;FEM;SG
