年	рік	年	рік	N	N;INAN;NOM;MASC;SG
辛	гріхом	辛	гріх	N	N;INAN;INS;MASC;SG
辛	гріха	辛	гріх	N	N;INAN;GEN;MASC;SG
辛	гріх	辛	гріх	N	N;INAN;NOM;MASC;SG
法律	закон	法律	закон	N	N;INAN;NOM;MASC;SG
法律	право	法律	право	N	N;INAN;NOM;NEUT;SG
法律	законів	法律	закон	N	N;INAN;GEN;MASC;PL
法律	закони	法律	закон	N	N;INAN;NOM;MASC;PL
革命	революція	革命	революція	N	N;INAN;NOM;FEM;SG
革命	революцій	革命	революція	N	N;INAN;GEN;FEM;PL
計劃	плануємо	計劃	планувати	V	V;IPFV;IND;PL;1;PRS;FIN
計劃	спланувати	計劃	спланувати	V	V;IPFV;NFIN
計劃	планувати	計劃	планувати	V	V;IPFV;NFIN
時代	таймс	時代	таймс	N	N;INAN;NOM;MASC;SG
時代	час	時代	час	N	N;INAN;NOM;MASC;SG
時代	часи	時代	час	N	N;INAN;NOM;MASC;PL
男性	самці	男性	самка	N	N;ANIM;NOM;MASC;PL
男性	самець	男性	самець	N	N;ANIM;NOM;MASC;SG
男性	чоловіки	男性	чоловік	N	N;ANIM;NOM;MASC;PL
形式	форму	形式	форма	N	N;INAN;ACC;FEM;SG
形式	форма	形式	форма	N	N;INAN;NOM;FEM;SG
形式	формат	形式	формат	N	N;INAN;NOM;MASC;SG
形式	форматування	形式	форматування	N	N;INAN;NOM;NEUT;SG
單位	одиниці	單位	одиниця	N	N;INAN;NOM;FEM;PL
單位	юніт	單位	юніт	N	N;INAN;NOM;MASC;SG
單位	одиниці	單位	одиниця	N	N;INAN;NOM;FEM;PL
單位	одиниця	單位	одиниця	N	N;INAN;NOM;FEM;SG
修	виправити	修	виправити	V	V;PFV;NFIN
科技	технологія	科技	технологія	N	N;INAN;NOM;FEM;SG
科技	технології	科技	технологія	N	N;INAN;NOM;FEM;PL
青年	молодість	青年	молодість	N	N;INAN;NOM;FEM;SG
青年	юнацтва	青年	юнацтво	N	N;INAN;NOM;NEUT;SG
青年	юність	青年	юність	N	N;INAN;NOM;FEM;SG
青年	молодь	青年	молодь	N	N;INAN;NOM;FEM;SG
流	потік	流	потік	N	N;INAN;NOM;MASC;SG
流	потоки	流	потоки	N	N;INAN;NOM;MASC;PL
流	потоків	流	потік	N	N;INAN;GEN;MASC;PL
流	потік	流	потік	N	N;INAN;NOM;MASC;SG
流	струмок	流	струмок	N	N;INAN;NOM;MASC;SG
結果	результати	結果	результат	N	N;INAN;NOM;MASC;PL
結果	результат	結果	результат	N	N;INAN;NOM;MASC;SG
體	тіло	體	тіло	N	N;INAN;NOM;NEUT;SG
體	тіла	體	тіло	N	N;INAN;NOM;NEUT;SG
球隊	команди	球隊	команда	N	N;INAN;NOM;FEM;PL
球隊	команда	球隊	команда	N	N;INAN;NOM;FEM;SG
左	ліва	左	лівий	N	N;INAN;NOM;FEM;SG
戴	носи	戴	носа	N	N;INAN;NOM;MASC;PL
自然	природа	自然	природа	N	N;INAN;NOM;FEM;SG
新	нові	新	новий	ADJ	ADJ;NOM;PL
新	нове	新	новий	ADJ	ADJ;NOM;NEUT;SG
新	нова	新	новий	ADJ	ADJ;NOM;FEM;SG
新	новий	新	новий	ADJ	ADJ;NOM;MASC;SG
經濟	економіка	經濟	економіка	N	N;INAN;NOM;FEM;SG
經濟	корупцію	經濟	корупція	N	N;INAN;ACC;FEM;SG
經濟	господарство	經濟	господарство	N	N;INAN;NOM;NEUT;SG
經濟	економіка	經濟	економіка	N	N;INAN;NOM;FEM;SG
經濟	економія	經濟	економія	N	N;INAN;NOM;FEM;SG
學	навчання	學	навчання	N	N;INAN;NOM;NEUT;SG
職業	кар	職業	кар.	N	N;INAN;NOM;FEM;SG
職業	професія	職業	професія	N	N;INAN;NOM;FEM;SG
職業	окупація	職業	окупація	N	N;INAN;NOM;FEM;SG
職業	окупації	職業	окупація	N	N;INAN;NOM;FEM;PL
團	полк	團	полк.	N	N;INAN;NOM;MASC;SG
相同	однакові	相同	однаковий	ADJ	ADJ;NOM;PL
相同	однаковий	相同	однаковий	ADJ	ADJ;NOM;MASC;SG
相同	однакові	相同	однаковий	ADJ	ADJ;NOM;PL
類	клас	類	клас	N	N;INAN;NOM;MASC;SG
兵	солдат	兵	солдат	N	N;INAN;NOM;MASC;SG
分鐘	хвилин	分鐘	хвилина	N	N;INAN;GEN;FEM;PL
分鐘	хвилини	分鐘	хвилина	N	N;INAN;NOM;FEM;PL
分鐘	хвилини	分鐘	хвилина	N	N;INAN;NOM;FEM;PL
分鐘	хвилина	分鐘	хвилина	N	N;INAN;NOM;FEM;SG
發	шерсть	發	шерсть	N	N;INAN;NOM;FEM;SG
發	волосся	發	волосся	N	N;INAN;NOM;NEUT;SG
政策	правила	政策	правило	N	N;INAN;NOM;NEUT;PL
政策	політики	政策	політика	N	N;INAN;NOM;FEM;PL
政策	політика	政策	політика	N	N;INAN;NOM;FEM;SG
政策	політикою	政策	політика	N	N;INAN;INS;FEM;SG
政策	політики	政策	політика	N	N;INAN;NOM;FEM;PL
政策	правила	政策	правило	N	N;INAN;NOM;NEUT;PL
銀	срібла	銀	срібло	N	N;INAN;NOM;NEUT;SG
銀	срібло	銀	срібло	N	N;INAN;NOM;NEUT;SG
日期	дату	日期	дата	N	N;INAN;ACC;FEM;SG
日期	дата	日期	дата	N	N;INAN;NOM;FEM;SG
日期	датою	日期	дата	N	N;INAN;INS;FEM;SG
單曲	розряд	單曲	розряд	N	N;INAN;NOM;MASC;SG
普通	звичайну	普通	звичайний	ADJ	ADJ;ACC;FEM;SG
普通	звичайні	普通	звичайний	ADJ	ADJ;NOM;PL
男子	чоловіки	男子	чоловік	N	N;ANIM;NOM;MASC;PL
共和	республіка	共和	республіка	N	N;INAN;NOM;FEM;SG
理由	причини	理由	причина	N	N;INAN;NOM;FEM;PL
理由	причина	理由	причина	N	N;INAN;NOM;FEM;SG
理由	привід	理由	привід	N	N;INAN;NOM;MASC;SG
交流	обмін	交流	обмін	N	N;INAN;NOM;MASC;SG
交流	бірж	交流	бірж	N	N;INAN;GEN;FEM;PL
總統	президент	總統	президент	N	N;ANIM;NOM;MASC;SG
總統	президенти	總統	президент	N	N;ANIM;NOM;MASC;PL
標準	критерії	標準	критерій	N	N;INAN;NOM;FEM;PL
標準	критерій	標準	критерій	N	N;INAN;NOM;MASC;SG
標準	стандартів	標準	стандарт	N	N;INAN;GEN;MASC;PL
標準	стандартами	標準	стандарт	N	N;INAN;INS;MASC;PL
標準	стандартам	標準	стандарт	N	N;INAN;DAT;MASC;PL
標準	стандарти	標準	стандарт	N	N;INAN;NOM;MASC;PL
標準	критерій	標準	критерій	N	N;INAN;NOM;MASC;SG
標準	стандарт	標準	стандарт	N	N;INAN;NOM;MASC;SG
行動	бойовики	行動	бойовик	N	N;ANIM;NOM;MASC;PL
行動	дії	行動	дія	N	N;INAN;NOM;FEM;PL
行動	дія	行動	дія	N	N;INAN;NOM;FEM;SG
行動	дія	行動	дія	N	N;INAN;NOM;FEM;SG
行動	операція	行動	операція	N	N;INAN;NOM;FEM;SG
行動	дії	行動	дія	N	N;INAN;NOM;FEM;PL
博士	лікар	博士	лікар	N	N;ANIM;NOM;MASC;SG
博士	лікаря	博士	лікар	N	N;ANIM;ACC;MASC;SG
博士	доктор	博士	доктор	N	N;ANIM;NOM;MASC;SG
博士	лікарю	博士	лікар	N	N;ANIM;DAT;MASC;SG
尾	хвіст	尾	хвіст	N	N;INAN;NOM;MASC;SG
尾	хвости	尾	хвіст	N	N;INAN;NOM;MASC;PL
熱帶	тропіках	熱帶	тропік	N	N;INAN;ESS;MASC;PL
議員	сенатор	議員	сенатор	N	N;ANIM;NOM;MASC;SG
議員	конгресмен	議員	конгресмен	N	N;ANIM;NOM;MASC;SG
漫畫	комікси	漫畫	комікс	N	N;INAN;NOM;MASC;PL
漫畫	комікс	漫畫	комікс	N	N;INAN;NOM;MASC;SG
漫畫	каплиці	漫畫	каплиця	N	N;INAN;NOM;FEM;PL
漫畫	комікс	漫畫	комікс	N	N;INAN;NOM;MASC;SG
漫畫	манга	漫畫	манг	N	N;INAN;NOM;FEM;SG
漫畫	мультик	漫畫	мультик	N	N;INAN;NOM;MASC;SG
漫畫	мультфільмів	漫畫	мультфільм	N	N;ANIM;ACC;MASC;PL
坑	глибині	坑	глибина	N	N;INAN;DAT;FEM;SG
坑	ямі	坑	яма	N	N;INAN;DAT;FEM;SG
生物	біологія	生物	біологія	N	N;INAN;NOM;FEM;SG
生物	біології	生物	біологія	N	N;INAN;NOM;FEM;PL
生物	істоти	生物	істота	N	N;ANIM;NOM;FEM;PL
生物	створіння	生物	створіння	N	N;INAN;NOM;NEUT;SG
生物	організми	生物	організм	N	N;INAN;NOM;MASC;PL
生物	істота	生物	істота	N	N;ANIM;NOM;FEM;SG
生物	створіння	生物	створіння	N	N;INAN;NOM;NEUT;SG
城鎮	містечко	城鎮	містечко	N	N;INAN;NOM;NEUT;SG
城鎮	місто	城鎮	місто	N	N;INAN;NOM;NEUT;SG
城鎮	містами	城鎮	місто	N	N;INAN;INS;NEUT;PL
春	весна	春	весна	N	N;INAN;NOM;FEM;SG
海軍	флот	海軍	флот	N	N;INAN;NOM;MASC;SG
公路	доріг	公路	дорога	N	N;INAN;GEN;FEM;PL
公路	дороги	公路	дорога	N	N;INAN;NOM;FEM;PL
公路	доріг	公路	дорога	N	N;INAN;GEN;FEM;PL
公路	дорога	公路	дорога	N	N;INAN;NOM;FEM;SG
冠	корону	冠	корона	N	N;INAN;ACC;FEM;SG
冠	корона	冠	корона	N	N;INAN;NOM;FEM;SG
冠	корони	冠	корона	N	N;INAN;NOM;FEM;PL
作家	письменник	作家	письменник	N	N;ANIM;NOM;MASC;SG
作家	письменники	作家	письменник	N	N;ANIM;NOM;MASC;PL
作家	письменників	作家	письменник	N	N;ANIM;ACC;MASC;PL
牛	корова	牛	коровий	N	N;ANIM;NOM;FEM;SG
牛	порода	牛	порода	N	N;INAN;NOM;FEM;SG
牛	корова	牛	коровий	N	N;ANIM;NOM;FEM;SG
牛	бик	牛	бик	N	N;ANIM;NOM;MASC;SG
牛	бика	牛	бико	N	N;ANIM;ACC;MASC;SG
牛	булл	牛	булл	N	N;INAN;NOM;MASC;SG
火	вогнем	火	вогонь	N	N;INAN;INS;MASC;SG
火	вогонь	火	вогонь	N	N;INAN;NOM;MASC;SG
火	пожежа	火	пожежа	N	N;INAN;NOM;FEM;SG
攻擊	атакує	攻擊	атакувати	V	V;IPFV;IND;SG;3;PRS;FIN
值	значення	值	значення	N	N;INAN;NOM;NEUT;SG
值	цінності	值	цінність	N	N;INAN;NOM;FEM;PL
值	значення	值	значення	N	N;INAN;NOM;NEUT;SG
值	вартість	值	вартість	N	N;INAN;NOM;FEM;SG
十二	дванадцять	十二	дванадцять	NUM	NUM;NOM
西部	захід	西部	захід	N	N;INAN;NOM;MASC;SG
土	ґрунту	土	ґрунт	N	N;INAN;GEN;MASC;SG
土	ґрунт	土	ґрунт	N	N;INAN;NOM;MASC;SG
土	земля	土	земля	N	N;INAN;NOM;FEM;SG
速度	швидкість	速度	швидкість	N	N;INAN;NOM;FEM;SG
速度	швидкість	速度	швидкість	N	N;INAN;NOM;FEM;SG
建築	будівля	建築	будівля	N	N;INAN;NOM;FEM;SG
建築	будівництво	建築	будівництво	N	N;INAN;NOM;NEUT;SG
建築	будівлі	建築	будівля	N	N;INAN;NOM;FEM;PL
建築	будівлі	建築	будівля	N	N;INAN;NOM;FEM;PL
建築	будівель	建築	будівля	N	N;INAN;GEN;FEM;PL
建築	будівництво	建築	будівництво	N	N;INAN;NOM;NEUT;SG
建築	будівництва	建築	будівництво	N	N;INAN;NOM;NEUT;SG
建築	архітектура	建築	архітектура	N	N;INAN;NOM;FEM;SG
道路	доріг	道路	дорога	N	N;INAN;GEN;FEM;PL
道路	дороги	道路	дорога	N	N;INAN;NOM;FEM;PL
道路	дорога	道路	дорога	N	N;INAN;NOM;FEM;SG
發表	оприлюднити	發表	оприлюднити	V	V;PFV;NFIN
發表	опублікувати	發表	опублікувати	V	V;PFV;NFIN
發表	оприлюднено	發表	оприлюднити	V	V;PFV;IND;0;FIN
發表	опубліковано	發表	опубліковано	V	V;PFV;IND;0;FIN
色	колір	色	колір	N	N;INAN;NOM;MASC;SG
仍然	ще	仍然	ще	ADV	ADV
仍然	надалі	仍然	надалі	ADV	ADV
仍然	досі	仍然	досі	ADV	ADV
技術	технологій	技術	технологія	N	N;INAN;GEN;FEM;PL
技術	технології	技術	технологія	N	N;INAN;NOM;FEM;PL
技術	техніка	技術	техніка	N	N;INAN;NOM;FEM;SG
技術	методика	技術	методика	N	N;INAN;NOM;FEM;SG
技術	технологія	技術	технологія	N	N;INAN;NOM;FEM;SG
技術	технології	技術	технологія	N	N;INAN;NOM;FEM;PL
技術	методику	技術	методика	N	N;INAN;ACC;FEM;SG
技術	методики	技術	методика	N	N;INAN;NOM;FEM;PL
主任	режисер	主任	режисер	N	N;ANIM;NOM;MASC;SG
主任	директор	主任	директор	N	N;ANIM;NOM;MASC;SG
畢業	здобули	畢業	здобути	V	V;PFV;IND;PL;PST;FIN
設	встановити	設	встановити	V	V;PFV;NFIN
設	встановлено	設	встановити	V	V;PFV;IND;0;FIN
機場	аеропорт	機場	аеропорт	N	N;INAN;NOM;MASC;SG
機場	аеропортів	機場	аеропорт	N	N;INAN;GEN;MASC;PL
館	павільйон	館	павільйний	N	N;INAN;NOM;MASC;SG
房	кімната	房	кімната	N	N;INAN;NOM;FEM;SG
房	кімнату	房	кімната	N	N;INAN;ACC;FEM;SG
最早	найперший	最早	найперший	ADJ	ADJ;NOM;CMPR;MASC;SG
她	нею	她	вона	PRO;3	PRO;INS;FEM;SG;3
她	її	她	вона	PRO;3	PRO;ACC;FEM;SG;3
她	їй	她	вона	PRO;3	PRO;DAT;FEM;SG;3
費	плату	費	плата	N	N;INAN;ACC;FEM;SG
情況	ситуацію	情況	ситуація	N	N;INAN;ACC;FEM;SG
情況	ситуація	情況	ситуація	N	N;INAN;NOM;FEM;SG
情況	становище	情況	становище	N	N;INAN;NOM;NEUT;SG
情況	ситуації	情況	ситуація	N	N;INAN;ACC;FEM;PL
來源	джерело	來源	джерело	N	N;INAN;NOM;NEUT;SG
來源	джерела	來源	джерело	N	N;INAN;NOM;NEUT;PL
來源	джерела	來源	джерело	N	N;INAN;NOM;NEUT;PL
來源	джерел	來源	джерело	N	N;INAN;GEN;NEUT;PL
首都	капітал	首都	капітал	N	N;INAN;NOM;MASC;SG
首都	столиця	首都	столиця	N	N;INAN;NOM;FEM;SG
牌	карт	牌	карта	N	N;INAN;GEN;FEM;PL
牌	карти	牌	карта	N	N;INAN;NOM;FEM;PL
牌	карток	牌	картка	N	N;INAN;GEN;FEM;PL
牌	картки	牌	картка	N	N;INAN;NOM;FEM;PL
杯	чашка	杯	чашка	N	N;INAN;NOM;FEM;SG
杯	чаша	杯	чаш	N	N;INAN;NOM;FEM;SG
杯	кубок	杯	кубок	N	N;INAN;NOM;MASC;SG
廣告	оголошення	廣告	оголошення	N	N;INAN;NOM;NEUT;SG
廣告	реклами	廣告	реклама	N	N;INAN;NOM;FEM;PL
廣告	рекламу	廣告	реклама	N	N;INAN;ACC;FEM;SG
廣告	реклама	廣告	реклама	N	N;INAN;NOM;FEM;SG
廣告	реклама	廣告	реклама	N	N;INAN;NOM;FEM;SG
廣告	піару	廣告	піар	N	N;INAN;GEN;MASC;SG
描述	описати	描述	описати	V	V;PFV;NFIN
皇帝	імператор	皇帝	імператор	N	N;ANIM;NOM;MASC;SG
域	домен	域	домний	N	N;INAN;NOM;MASC;SG
域	доменів	域	домін	N	N;INAN;GEN;MASC;PL
團體	групи	團體	група	N	N;INAN;NOM;FEM;PL
團體	груп	團體	група	N	N;INAN;GEN;FEM;PL
團體	спільноти	團體	спільнота	N	N;INAN;NOM;FEM;PL
計畫	план	計畫	план	N	N;INAN;NOM;MASC;SG
列車	потяг	列車	потягти	N	N;INAN;NOM;MASC;SG
列車	поїзд	列車	поїзд	N	N;INAN;NOM;MASC;SG
列車	перевізників	列車	перевізник	N	N;ANIM;ACC;MASC;PL
列車	потяги	列車	потяг	N	N;INAN;NOM;MASC;PL
列車	поїзди	列車	поїзд	N	N;INAN;NOM;MASC;PL
環	кільце	環	кільце	N	N;INAN;NOM;NEUT;SG
環	перстень	環	перстень	N	N;INAN;NOM;MASC;SG
環	каблучка	環	каблучка	N	N;INAN;NOM;FEM;SG
環	кільця	環	кільце	N	N;INAN;NOM;NEUT;SG
環	обручки	環	обручка	N	N;INAN;NOM;MASC;PL
環	циклу	環	цикл	N	N;INAN;GEN;MASC;SG
父	батька	父	батько	N	N;ANIM;ACC;MASC;SG
父	батько	父	батько	N	N;ANIM;NOM;MASC;SG
父	батьку	父	батько	N	N;ANIM;VOC;MASC;SG
父	отець	父	отець	N	N;ANIM;NOM;MASC;SG
不	невідомо	不	невідомо	ADV;NEG	ADV
取代	замінено	取代	замінити	V	V;PFV;IND;0;FIN
取代	замінили	取代	замінити	V	V;PFV;IND;PL;PST;FIN
取代	замінила	取代	замінити	V	V;PFV;FEM;IND;SG;PST;FIN
取代	замініть	取代	замінити	V	V;PFV;IMP;PL;2;FIN
取代	замінити	取代	замінити	V	V;PFV;NFIN
兄弟	брат	兄弟	брат	N	N;ANIM;NOM;MASC;SG
兄弟	брата	兄弟	брат	N	N;ANIM;ACC;MASC;SG
兄弟	братик	兄弟	братик	N	N;ANIM;NOM;MASC;SG
物理	фізика	物理	фізика	N	N;INAN;NOM;FEM;SG
右	права	右	право	N	N;INAN;NOM;NEUT;PL
右	право	右	право	N	N;INAN;NOM;NEUT;SG
武器	зброя	武器	зброя	N	N;INAN;NOM;FEM;SG
武器	зброю	武器	зброя	N	N;INAN;ACC;FEM;SG
武器	зброєю	武器	зброя	N	N;INAN;INS;FEM;SG
武器	зброя	武器	зброя	N	N;INAN;NOM;FEM;SG
顯示	показує	顯示	показувати	V	V;IPFV;IND;SG;3;PRS;FIN
顯示	показати	顯示	показати	V	V;PFV;NFIN
顯示	показувати	顯示	показувати	V	V;IPFV;NFIN
顯示	показати	顯示	показати	V	V;PFV;NFIN
顯示	показувати	顯示	показувати	V	V;IPFV;NFIN
報告	скарга	報告	скарга	N	N;INAN;NOM;FEM;SG
報告	звіт	報告	звіт	N	N;INAN;NOM;MASC;SG
報告	звітності	報告	звітність	N	N;INAN;ACC;FEM;PL
報告	звітування	報告	звітування	N	N;INAN;NOM;NEUT;SG
報告	звітів	報告	звіт	N	N;INAN;GEN;MASC;PL
報告	звіти	報告	звіт	N	N;INAN;NOM;MASC;PL
秒	секундах	秒	секунда	N	N;INAN;ESS;MASC;PL
秒	секунд	秒	секунда	N	N;INAN;GEN;FEM;PL
秒	секунди	秒	секунда	N	N;INAN;NOM;FEM;PL
秒	друга	秒	друг	N	N;INAN;NOM;FEM;SG
秒	секунда	秒	секунда	N	N;INAN;NOM;FEM;SG
雲	хмари	雲	хмара	N	N;INAN;NOM;FEM;PL
雲	хмар	雲	хмар	N	N;INAN;GEN;FEM;PL
雲	хмара	雲	хмара	N	N;INAN;NOM;FEM;SG
小說	романів	小說	роман	N	N;INAN;GEN;MASC;PL
小說	романи	小說	роман	N	N;INAN;NOM;MASC;PL
小說	фантастика	小說	фантастика	N	N;INAN;NOM;FEM;SG
小說	культурі	小說	культура	N	N;INAN;DAT;FEM;SG
風	вітер	風	вітер	N	N;INAN;NOM;MASC;SG
程度	градус	程度	градус	N	N;INAN;NOM;MASC;SG
程度	ступінь	程度	ступінь	N	N;INAN;NOM;MASC;SG
父親	батька	父親	батько	N	N;ANIM;ACC;MASC;SG
父親	батько	父親	батько	N	N;ANIM;NOM;MASC;SG
父親	батьку	父親	батько	N	N;ANIM;VOC;MASC;SG
父親	отець	父親	отець	N	N;ANIM;NOM;MASC;SG
和平	миру	和平	мир	N	N;INAN;GEN;MASC;SG
和平	мир	和平	мир	N	N;INAN;NOM;MASC;SG
產生	створюю	產生	створювати	V	V;IPFV;IND;SG;1;PRS;FIN
產生	створюється	產生	створюватися	V	V;IPFV;IND;SG;3;PRS;FIN
圈	кіл	圈	коло	N	N;INAN;GEN;FEM;PL
圈	кола	圈	коло	N	N;INAN;NOM;NEUT;SG
圈	коло	圈	коло	N	N;INAN;NOM;NEUT;SG
圈	гурток	圈	гурток	N	N;INAN;NOM;MASC;SG
修改	змінити	修改	змінити	V	V;PFV;NFIN
修改	змінено	修改	змінити	V	V;PFV;IND;0;FIN
谷	долина	谷	долина	N	N;INAN;NOM;FEM;SG
家庭	сімей	家庭	сім’я	N	N;INAN;GEN;FEM;PL
家庭	родин	家庭	родина	N	N;INAN;ACC;FEM;PL
家庭	родини	家庭	родина	N	N;INAN;NOM;FEM;PL
家庭	сімейство	家庭	сімейство	N	N;INAN;NOM;NEUT;SG
家庭	родина	家庭	родина	N	N;INAN;NOM;FEM;SG
流域	басейн	流域	басейн	N	N;INAN;NOM;MASC;SG
流域	вододіл	流域	вододіл	N	N;INAN;NOM;MASC;SG
宗教	релігія	宗教	релігія	N	N;INAN;NOM;FEM;SG
宗教	релігії	宗教	релігія	N	N;INAN;NOM;FEM;PL
宗教	релігії	宗教	релігія	N	N;INAN;NOM;FEM;PL
宗教	релігій	宗教	релігія	N	N;INAN;GEN;FEM;PL
作用	ролі	作用	роль	N	N;INAN;NOM;FEM;PL
作用	роль	作用	роль	N	N;INAN;NOM;FEM;SG
作用	ролі	作用	роль	N	N;INAN;NOM;FEM;PL
藝術	мистецтво	藝術	мистецтво	N	N;INAN;NOM;NEUT;SG
藝術	мистецтво	藝術	мистецтво	N	N;INAN;NOM;NEUT;SG
球員	гравця	球員	гравець	N	N;ANIM;ACC;MASC;SG
球員	програвач	球員	програвач	N	N;INAN;NOM;MASC;SG
球員	гравець	球員	гравець	N	N;ANIM;NOM;MASC;SG
球員	гравців	球員	гравець	N	N;ANIM;ACC;MASC;PL
球員	гравці	球員	гравка	N	N;ANIM;NOM;MASC;PL
教區	парафія	教區	парафія	N	N;INAN;NOM;FEM;SG
教區	парафії	教區	парафія	N	N;INAN;NOM;FEM;PL
教區	єпархії	教區	єпархія	N	N;INAN;NOM;FEM;PL
處理	винести	處理	винести	V	V;PFV;NFIN
香	пахощі	香	пахіще	N	N;INAN;NOM;MASC;PL
旅	бригад	旅	бригада	N	N;INAN;GEN;FEM;PL
旅	бригади	旅	бригада	N	N;INAN;NOM;FEM;PL
旅	бригада	旅	бригада	N	N;INAN;NOM;FEM;SG
旅	бригади	旅	бригада	N	N;INAN;NOM;FEM;PL
人員	персоналу	人員	персонал	N	N;INAN;GEN;MASC;SG
虎	тигр	虎	тигр	N	N;INAN;NOM;MASC;SG
土地	земель	土地	земля	N	N;INAN;GEN;FEM;PL
土地	земля	土地	земля	N	N;INAN;NOM;FEM;SG
展	виставка	展	виставка	N	N;INAN;NOM;FEM;SG
展	виставки	展	виставка	N	N;INAN;NOM;FEM;PL
特色	особливості	特色	особливість	N	N;INAN;NOM;FEM;PL
特色	можливості	特色	можливість	N	N;INAN;NOM;FEM;PL
特色	функціональність	特色	функціональність	N	N;INAN;NOM;FEM;SG
特色	можливість	特色	можливість	N	N;INAN;NOM;FEM;SG
公園	парк	公園	парк	N	N;INAN;NOM;MASC;SG
公園	парки	公園	парк	N	N;INAN;NOM;MASC;PL
翼	крилом	翼	крило	N	N;INAN;INS;NEUT;SG
翼	крило	翼	крило	N	N;INAN;NOM;NEUT;SG
翼	крила	翼	крило	N	N;INAN;NOM;NEUT;PL
十一	одинадцять	十一	одинадцять	NUM	NUM;NOM
協會	асоціації	協會	асоціація	N	N;INAN;NOM;FEM;PL
協會	асоціація	協會	асоціація	N	N;INAN;NOM;FEM;SG
文學	література	文學	література	N	N;INAN;NOM;FEM;SG
頻道	канали	頻道	канати	N	N;INAN;NOM;MASC;PL
頻道	канал	頻道	канал	N	N;INAN;NOM;MASC;SG
頻道	каналом	頻道	канал	N	N;INAN;INS;MASC;SG
頻道	каналу	頻道	канал	N	N;INAN;GEN;MASC;SG
少年	підлітків	少年	підліток	N	N;ANIM;ACC;MASC;PL
大家	всім	大家	всі	PRO	PRO;ANIM;DAT
大家	усім	大家	усе	PRO	PRO;INAN;INS;NEUT;SG
大家	всіх	大家	всі	PRO	PRO;ANIM;ACC
股份	акції	股份	акція	N	N;INAN;NOM;FEM;PL
股份	поширення	股份	поширення	N	N;INAN;NOM;NEUT;SG
紀錄	рекорд	紀錄	рекорд	N	N;INAN;NOM;MASC;SG
紀錄	запис	紀錄	запис	N	N;INAN;NOM;MASC;SG
紀錄	рекорди	紀錄	рекорда	N	N;INAN;NOM;MASC;PL
紀錄	платівки	紀錄	платівка	N	N;INAN;NOM;FEM;PL
影片	фільми	影片	фільм	N	N;INAN;NOM;MASC;PL
影片	фільмів	影片	фільм	N	N;INAN;GEN;MASC;PL
影片	фільм	影片	фільм	N	N;INAN;NOM;MASC;SG
影片	кіно	影片	кіно	N	N;INAN;NOM;NEUT;SG
影片	відеозапис	影片	відеозапис	N	N;INAN;NOM;MASC;SG
影片	фільм	影片	фільм	N	N;INAN;NOM;MASC;SG
影片	плівка	影片	плівка	N	N;INAN;NOM;FEM;SG
身份	профілі	身份	профіль	N	N;INAN;NOM;MASC;PL
身份	особа	身份	особа	N	N;ANIM;NOM;FEM;SG
身份	особистість	身份	особистість	N	N;INAN;NOM;FEM;SG
身份	профіль	身份	профіль	N	N;INAN;NOM;MASC;SG
身份	ідентичність	身份	ідентичність	N	N;INAN;NOM;FEM;SG
義	праведність	義	праведність	N	N;INAN;NOM;FEM;SG
基地	основа	基地	основа	N	N;INAN;NOM;FEM;SG
基地	база	基地	база	N	N;INAN;NOM;FEM;SG
基地	основою	基地	основа	N	N;INAN;INS;FEM;SG
文件	файли	文件	файти	N	N;INAN;NOM;MASC;PL
文件	файлів	文件	файл	N	N;INAN;GEN;MASC;PL
文件	файл	文件	файл	N	N;INAN;NOM;MASC;SG
電視	драма	電視	драма	N	N;INAN;NOM;FEM;SG
電視	драми	電視	драма	N	N;INAN;NOM;FEM;PL
力量	міцність	力量	міцність	N	N;INAN;NOM;FEM;SG
力量	інтенсивність	力量	інтенсивність	N	N;INAN;NOM;FEM;SG
力量	сили	力量	сила	N	N;INAN;NOM;FEM;PL
力量	сила	力量	сила	N	N;INAN;NOM;FEM;SG
板	знаки	板	знак	N	N;INAN;NOM;MASC;PL
板	тарілки	板	тарілка	N	N;INAN;NOM;FEM;PL
板	плита	板	плита	N	N;INAN;NOM;FEM;SG
板	тарілка	板	тарілка	N	N;INAN;NOM;FEM;SG
板	комітетів	板	комітет	N	N;INAN;GEN;MASC;PL
船	судно	船	судно	N	N;INAN;NOM;NEUT;SG
船	корабель	船	корабель	N	N;INAN;NOM;MASC;SG
船	човен	船	човен	N	N;INAN;NOM;MASC;SG
文章	статті	文章	стаття	N	N;INAN;NOM;FEM;PL
文章	статтями	文章	стаття	N	N;INAN;INS;FEM;PL
文章	статей	文章	стаття	N	N;INAN;GEN;FEM;PL
意見	коментарях	意見	коментар	N	N;INAN;ESS;MASC;PL
意見	коментарів	意見	коментар	N	N;INAN;GEN;MASC;PL
意見	коментарі	意見	коментар	N	N;INAN;NOM;MASC;PL
意見	думка	意見	думка	N	N;INAN;NOM;FEM;SG
公主	принцеса	公主	принцес	N	N;ANIM;NOM;FEM;SG
同意	домовилися	同意	домовитися	V	V;PFV;IND;PL;PST;FIN
同意	домовились	同意	домовитися	V	V;PFV;IND;PL;PST;FIN
同意	погодився	同意	погодитися	V	V;PFV;MASC;IND;SG;PST;FIN
同意	згоден	同意	згодений	V	V;PFV;IND;SG;3;FUT;FIN
