από	de	από	de	ADP	ADP
δύναμη	power	δύναμη	power	N;ACC;FEM;SG	N;MASC;SG
επανάσταση	revolution	επανάσταση	revolution	N;ACC;FEM;SG	N;MASC;SG
επανάσταση	revolução	επανάσταση	revolução	N;ACC;FEM;SG	N;FEM;SG
τύπος	imprensa	τύπος	imprensa	N;NOM;MASC;SG	N;FEM;SG
τύπος	formula	τύπος	formular	N;NOM;MASC;SG	N;FEM;SG
τύπος	fórmula	τύπος	fórmula	N;NOM;MASC;SG	N;FEM;SG
τύπος	type	τύπος	type	N;NOM;MASC;SG	N;MASC;SG
τύπος	tipo	τύπος	tipo	N;NOM;MASC;SG	N;MASC;SG
εκατομμύρια	milhões	εκατομμύριο	milhão	N;NOM;NEUT;PL	N;MASC;PL
εκατομμύρια	milhões	εκατομμύριο	milhão	N;NOM;NEUT;PL	N;MASC;PL
εκατομμύρια	milhoes	εκατομμύριο	milho	N;NOM;NEUT;PL	N;MASC;PL
τέσσερις	quatro	τέσσερις	quatro	NUM;NOM;MASC;PL	NUM
πορεία	curso	πορεία	curso	N;ACC;FEM;SG	N;MASC;SG
μέση	middle	μέσο	middle	N;NOM;FEM;SG	N;MASC;SG
μέση	média	μέσο	média	N;NOM;FEM;SG	N;FEM;SG
μέση	cintura	μέσο	cintura	N;NOM;FEM;SG	N;FEM;SG
πρόβλημα	problema	πρόβλημα	problema	N;NOM;NEUT;SG	N;MASC;SG
πρόβλημα	encrenca	πρόβλημα	encrencar	N;NOM;NEUT;SG	N;FEM;SG
νερό	agua	νερό	agua	N;NOM;NEUT;SG	N;FEM;SG
νερό	água	νερό	água	N;NOM;NEUT;SG	N;FEM;SG
αγωνίστηκε	lutado	αγωνίζομαι	lutar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
αγωνίστηκε	lutou	αγωνίζομαι	lutar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
περιφέρεια	região	περιφέρεια	região	N;NOM;FEM;SG	N;FEM;SG
περιφέρεια	distrito	περιφέρεια	distrito	N;NOM;FEM;SG	N;MASC;SG
παρουσία	presença	παρουσία	presença	N;NOM;FEM;SG	N;FEM;SG
μητέρα	mãe	μητέρα	mãe	N;NOM;FEM;SG	N;FEM;SG
μητέρα	mamãe	μητέρα	mamãe	N;NOM;FEM;SG	N;FEM;SG
έξι	seis	έξι	seis	NUM;NOM;MASC;PL	NUM
δομή	estrutura	δομή	estrutura	N;NOM;FEM;SG	N;FEM;SG
έγραψε	escreveu	γράφω	escrever	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κατασκευή	fabrico	κατασκευή	fabrico	N;NOM;FEM;SG	N;MASC;SG
κατασκευή	fabricação	κατασκευή	fabricação	N;NOM;FEM;SG	N;FEM;SG
κατασκευή	construção	κατασκευή	construção	N;NOM;FEM;SG	N;FEM;SG
περιέχει	contém	περιέχω	conter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
περιπτώσεις	casos	περίπτωση	caso	N;NOM;FEM;PL	N;MASC;PL
περιπτώσεις	processos	περίπτωση	processo	N;NOM;FEM;PL	N;MASC;PL
ημέρες	dias	ημέρα	dia	N;NOM;FEM;PL	N;MASC;PL
μερικές	alguns	μερικοί	algum	PRO;NOM;FEM;PL;3	PRO;MASC;PL
μερικές	algumas	μερικοί	algum	PRO;NOM;FEM;PL;3	PRO;FEM;PL
τιμή	preço	τιμή	preço	N;NOM;FEM;SG	N;MASC;SG
τιμή	price	τιμή	price	N;NOM;FEM;SG	N;MASC;SG
τιμή	value	τιμή	value	N;NOM;FEM;SG	N;MASC;SG
τιμή	valor	τιμή	valor	N;NOM;FEM;SG	N;MASC;SG
διαδικασία	processo	διαδικασία	processo	N;NOM;FEM;SG	N;MASC;SG
διαδικασία	procedimento	διαδικασία	procedimento	N;NOM;FEM;SG	N;MASC;SG
κοινό	público	κοινό	público	N;NOM;NEUT;SG	N;MASC;SG
κοινό	audiência	κοινό	audiência	N;NOM;NEUT;SG	N;FEM;SG
κοινό	platéia	κοινό	platéia	N;NOM;NEUT;SG	N;FEM;SG
κοινό	plateia	κοινό	plateia	N;NOM;NEUT;SG	N;FEM;SG
απογραφή	recenseamento	απογραφή	recenseamento	N;NOM;FEM;SG	N;MASC;SG
απογραφή	censo	απογραφή	censo	N;NOM;FEM;SG	N;MASC;SG
απογραφή	estoque	απογραφή	estoque	N;NOM;FEM;SG	N;MASC;SG
απογραφή	inventário	απογραφή	inventário	N;NOM;FEM;SG	N;MASC;SG
συλλογή	recolha	συλλογή	recolha	N;NOM;FEM;SG	N;FEM;SG
συλλογή	colecção	συλλογή	colecção	N;NOM;FEM;SG	N;FEM;SG
συλλογή	coleção	συλλογή	coleção	N;NOM;FEM;SG	N;FEM;SG
παρακάτω	abaixo	παράκατος	abaixo	ADV	ADV
ναός	temple	ναός	temple	N;NOM;MASC;SG	N;MASC;SG
ναός	templo	ναός	templo	N;NOM;MASC;SG	N;MASC;SG
βοήθεια	assistência	βοήθεια	assistência	N;ACC;FEM;SG	N;FEM;SG
βοήθεια	socorro	βοήθεια	socorro	N;ACC;FEM;SG	N;MASC;SG
βοήθεια	ajuda	βοήθεια	ajuda	N;ACC;FEM;SG	N;FEM;SG
απόσταση	distância	απόσταση	distância	N;ACC;FEM;SG	N;FEM;SG
απόσταση	distancia	απόσταση	distanciar	N;ACC;FEM;SG	N;FEM;SG
απόσταση	cordilheira	απόσταση	cordilheira	N;ACC;FEM;SG	N;FEM;SG
απόσταση	alcance	απόσταση	alcance	N;ACC;FEM;SG	N;MASC;SG
απόσταση	intervalo	απόσταση	intervalo	N;ACC;FEM;SG	N;MASC;SG
απόσταση	gama	απόσταση	gama	N;ACC;FEM;SG	N;FEM;SG
αμέσως	imediatamente	αμέσως	imediatamente	ADV	ADV
αναφορά	relatório	αναφορά	relatório	N;NOM;FEM;SG	N;MASC;SG
αναφορά	referência	αναφορά	referência	N;NOM;FEM;SG	N;FEM;SG
αναφορά	referencia	αναφορά	referenciar	N;NOM;FEM;SG	N;FEM;SG
ποδοσφαιριστής	futebolista	ποδοσφαιριστής	futebolista	N;NOM;MASC;SG	N;MASC;SG
δράση	acção	δράση	acção	N;NOM;FEM;SG	N;FEM;SG
δράση	action	δράση	action	N;NOM;FEM;SG	N;MASC;SG
δράση	ação	δράση	ação	N;NOM;FEM;SG	N;FEM;SG
απλά	só	απλά	só	ADV	ADV
απλά	apenas	απλά	apenas	ADV	ADV
γιώργος	giorgos	γιώργος	giorgo	N;NOM;MASC;SG	N;MASC;SG
γιώργος	jorge	γιώργος	jorge	N;NOM;MASC;SG	N;MASC;SG
κανείς	ninguém	κανένας	ninguém	PRO;NOM;MASC;SG;3	PRO;MASC;SG
γεγονότα	fatos	γεγονός	fato	N;NOM;NEUT;PL	N;MASC;PL
γεγονότα	factos	γεγονός	facto	N;NOM;NEUT;PL	N;MASC;PL
γεγονότα	eventos	γεγονός	evento	N;NOM;NEUT;PL	N;MASC;PL
γεγονότα	acontecimentos	γεγονός	acontecimento	N;NOM;NEUT;PL	N;MASC;PL
σύντομο	short	σύντομο	short	N;NOM;NEUT;SG	N;MASC;SG
σύντομο	breve	σύντομο	breve	N;NOM;NEUT;SG	N;MASC;SG
κράτος	state	κράτος	state	N;NOM;NEUT;SG	N;MASC;SG
κράτος	estado	κράτος	estado	N;NOM;NEUT;SG	N;MASC;SG
στρατό	exército	στρατός	exército	N;ACC;MASC;SG	N;MASC;SG
στρατό	tropa	στρατός	tropa	N;ACC;MASC;SG	N;FEM;SG
στρατό	army	στρατός	army	N;ACC;MASC;SG	N;MASC;SG
αποτελέσματα	resultados	αποτέλεσμα	resultado	N;NOM;NEUT;PL	N;MASC;PL
σπίτι	home	σπίτι	home	N;NOM;NEUT;SG	N;MASC;SG
σπίτι	casa	σπίτι	casa	N;NOM;NEUT;SG	N;FEM;SG
σπίτι	lar	σπίτι	lar	N;NOM;NEUT;SG	N;MASC;SG
σπίτι	casa	σπίτι	casa	N;NOM;NEUT;SG	N;FEM;SG
αρκετές	vários	αρκετός	vários	PRO;NOM;FEM;PL;3	PRO;MASC;PL
αρκετές	várias	αρκετός	várias	PRO;NOM;FEM;PL;3	PRO;FEM;PL
τμήματα	divisões	τμήμα	divisão	N;NOM;NEUT;PL	N;FEM;PL
τμήματα	segmentos	τμήμα	segmento	N;NOM;NEUT;PL	N;MASC;PL
τμήματα	departamentos	τμήμα	departamento	N;NOM;NEUT;PL	N;MASC;PL
τμήματα	secções	τμήμα	secção	N;NOM;NEUT;PL	N;FEM;PL
τμήματα	seções	τμήμα	seção	N;NOM;NEUT;PL	N;FEM;PL
λειτουργία	função	λειτουργία	função	N;ACC;FEM;SG	N;FEM;SG
λειτουργία	mode	λειτουργία	mode	N;ACC;FEM;SG	N;MASC;SG
λειτουργία	modalidade	λειτουργία	modalidade	N;ACC;FEM;SG	N;FEM;SG
λειτουργία	modo	λειτουργία	modo	N;ACC;FEM;SG	N;MASC;SG
λειτουργία	funcionamento	λειτουργία	funcionamento	N;ACC;FEM;SG	N;MASC;SG
λειτουργία	operação	λειτουργία	operação	N;ACC;FEM;SG	N;FEM;SG
βιβλία	livros	βιβλία	livro	N;NOM;NEUT;PL	N;MASC;PL
πρωθυπουργός	premier	πρωθυπουργός	premier	N;NOM;MASC;SG	N;MASC;SG
κείμενο	texto	κείμενο	texto	N;NOM;NEUT;SG	N;MASC;SG
γραμμή	line	γραμμή	line	N;NOM;FEM;SG	N;MASC;SG
γραμμή	linha	γραμμή	linha	N;NOM;FEM;SG	N;FEM;SG
σχέδιο	project	σχέδιο	project	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	projeto	σχέδιο	projeto	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	projecto	σχέδιο	projecto	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	rascunho	σχέδιο	rascunho	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	draft	σχέδιο	draft	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	concepção	σχέδιο	concepção	N;NOM;NEUT;SG	N;FEM;SG
σχέδιο	desenho	σχέδιο	desenho	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	design	σχέδιο	design	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	plano	σχέδιο	plano	N;NOM;NEUT;SG	N;MASC;SG
σχέδιο	plan	σχέδιο	plan	N;NOM;NEUT;SG	N;MASC;SG
βουλευτής	membro	βουλευτής	membro	N;NOM;MASC;SG	N;MASC;SG
γη	earth	γη	earth	N;NOM;FEM;SG	N;MASC;SG
γη	terra	γη	terra	N;NOM;FEM;SG	N;FEM;SG
γη	land	γη	land	N;NOM;FEM;SG	N;MASC;SG
γη	terra	γη	terra	N;NOM;FEM;SG	N;FEM;SG
χρήστες	utilizadores	χρήστης	utilizador	N;NOM;MASC;PL	N;MASC;PL
χρήστες	usuários	χρήστης	usuário	N;NOM;MASC;PL	N;MASC;PL
εμφανίζεται	exibida	εμφανίζω	exibir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
εμφανίζεται	mostrado	εμφανίζω	mostrar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
εμφανίζεται	exibido	εμφανίζω	exibir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
ξανά	novamente	ξανά	novamente	ADV	ADV
χρήστης	utilizador	χρήστης	utilizador	N;NOM;MASC;SG	N;MASC;SG
χρήστης	usuário	χρήστης	usuário	N;NOM;MASC;SG	N;MASC;SG
θάλασσα	mar	θάλασσα	mar	N;NOM;FEM;SG	N;MASC;SG
χρησιμοποιούνται	utilizados	χρησιμοποιώ	utilizar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
χρησιμοποιούνται	usados	χρησιμοποιώ	usar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
πολιτείες	estados	πολιτεία	estado	N;NOM;FEM;PL	N;MASC;PL
χρήστη	utilizador	χρήστης	utilizador	N;ACC;NEUT;SG	N;MASC;SG
χρήστη	usuário	χρήστης	usuário	N;ACC;NEUT;SG	N;MASC;SG
πληθυσμού	população	πληθυσμός	população	N;GEN;MASC;SG	N;FEM;SG
εξουσία	autoridade	εξουσία	autoridade	N;NOM;FEM;SG	N;FEM;SG
εξουσία	potência	εξουσία	potência	N;NOM;FEM;SG	N;FEM;SG
εξουσία	energia	εξουσία	energia	N;NOM;FEM;SG	N;FEM;SG
εξουσία	poder	εξουσία	poder	N;NOM;FEM;SG	N;MASC;SG
εξουσία	power	εξουσία	power	N;NOM;FEM;SG	N;MASC;SG
καλοκαίρι	summer	καλοκαίρι	summer	N;NOM;NEUT;SG	N;MASC;SG
παράδοση	delivery	παράδοση	delivery	N;ACC;FEM;SG	N;MASC;SG
παράδοση	entrega	παράδοση	entrega	N;ACC;FEM;SG	N;FEM;SG
παράδοση	veiculação	παράδοση	veiculação	N;ACC;FEM;SG	N;FEM;SG
παράδοση	rendição	παράδοση	rendição	N;ACC;FEM;SG	N;FEM;SG
παράδοση	tradição	παράδοση	tradição	N;ACC;FEM;SG	N;FEM;SG
άνδρες	homens	άντρας	homem	N;NOM;MASC;PL	N;MASC;PL
δίνει	confere	δίνω	conferir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
δίνει	dá	δίνω	dar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ακριβώς	precisamente	ακριβώς	precisamente	ADV	ADV
ακριβώς	justamente	ακριβώς	justamente	ADV	ADV
ακριβώς	exatamente	ακριβώς	exatamente	ADV	ADV
ακριβώς	exactamente	ακριβώς	exactamente	ADV	ADV
γυναίκα	mulher	γυναίκα	mulher	N;NOM;FEM;SG	N;FEM;SG
γυναίκα	mulher	γυναίκα	mulher	N;NOM;FEM;SG	N;FEM;SG
γυναίκα	fêmea	γυναίκα	fêmea	N;NOM;FEM;SG	N;FEM;SG
γυναίκα	mulher	γυναίκα	mulher	N;NOM;FEM;SG	N;FEM;SG
γυναίκα	esposa	γυναίκα	esposo	N;NOM;FEM;SG	N;FEM;SG
περιοδικό	magazine	περιοδικός	magazine	N;NOM;NEUT;SG	N;MASC;SG
περιοδικό	revista	περιοδικός	revista	N;NOM;NEUT;SG	N;FEM;SG
κατάλογος	pasta	κατάλογος	pasta	N;NOM;MASC;SG	N;FEM;SG
κατάλογος	directório	κατάλογος	directório	N;NOM;MASC;SG	N;MASC;SG
κατάλογος	diretório	κατάλογος	diretório	N;NOM;MASC;SG	N;MASC;SG
κατάλογος	lista	κατάλογος	lista	N;NOM;MASC;SG	N;FEM;SG
ακολούθησε	seguir	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
ακολούθησε	seguido	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
ακολούθησε	seguiu	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
γλώσσες	linguas	γλώσσα	lingua	N;NOM;FEM;PL	N;FEM;PL
γλώσσες	idiomas	γλώσσα	idiomo	N;NOM;FEM;PL	N;MASC;PL
γλώσσες	línguas	γλώσσα	língua	N;NOM;FEM;PL	N;FEM;PL
νησιά	ilhas	νησί	ilha	N;NOM;NEUT;PL	N;FEM;PL
χρώμα	cor	χρώμα	cor	N;NOM;NEUT;SG	N;FEM;SG
χρώμα	cor	χρώμα	cor	N;NOM;NEUT;SG	N;FEM;SG
διεθνής	internacional	διεθνής	internacional	ADJ;NOM;FEM;SG	ADJ;MASC;SG
γυναίκες	mulheres	γυναίκα	mulher	N;NOM;FEM;PL	N;FEM;PL
μονή	monastério	μονή	monastério	N;NOM;FEM;SG	N;MASC;SG
μονή	mosteiro	μονή	mosteiro	N;NOM;FEM;SG	N;MASC;SG
μονή	priorado	μονή	priorado	N;NOM;FEM;SG	N;MASC;SG
μονή	convento	μονή	convento	N;NOM;FEM;SG	N;MASC;SG
σπούδασε	estudou	σπούδασσω	estudar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
σπούδασε	estudado	σπούδασσω	estudar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
σπούδασε	estudada	σπούδασσω	estudar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
πρότυπα	modelos	πρότυπο	modelo	N;NOM;NEUT;PL	N;MASC;PL
πρότυπα	normas	πρότυπο	norma	N;NOM;NEUT;PL	N;FEM;PL
πρότυπα	padrões	πρότυπο	padrão	N;NOM;NEUT;PL	N;MASC;PL
δημιουργήθηκε	criada	δημιουργώ	criar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
δημιουργήθηκε	criado	δημιουργώ	criar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
δημιουργήθηκε	criou	δημιουργώ	criar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
σχέσεις	relações	σχέση	relação	N;NOM;FEM;PL	N;FEM;PL
σχέσεις	relacionamentos	σχέση	relacionamento	N;NOM;FEM;PL	N;MASC;PL
σχέσεις	relações	σχέση	relação	N;NOM;FEM;PL	N;FEM;PL
εμφάνιση	espetáculo	εμφάνιση	espetáculo	N;ACC;FEM;SG	N;MASC;SG
εμφάνιση	show	εμφάνιση	show	N;ACC;FEM;SG	N;MASC;SG
εμφάνιση	visualização	εμφάνιση	visualização	N;ACC;FEM;SG	N;FEM;SG
εμφάνιση	exibição	εμφάνιση	exibição	N;ACC;FEM;SG	N;FEM;SG
τέσσερα	quatro	τέσσερις	quatro	NUM;NOM;NEUT;PL	NUM
εγκυκλοπαίδεια	enciclopédia	εγκυκλοπαίδεια	enciclopédia	N;NOM;FEM;SG	N;FEM;SG
αυτοκρατορία	empire	αυτοκρατορία	empire	N;NOM;FEM;SG	N;MASC;SG
αυτοκρατορία	império	αυτοκρατορία	império	N;NOM;FEM;SG	N;MASC;SG
ώρες	horas	ώρα	hora	N;NOM;FEM;PL	N;FEM;PL
συνθήκες	condições	συνθήκη	condição	N;NOM;FEM;PL	N;FEM;PL
συνθήκες	circunstancias	συνθήκη	circunstancia	N;NOM;FEM;PL	N;FEM;PL
συνθήκες	circunstâncias	συνθήκη	circunstância	N;NOM;FEM;PL	N;FEM;PL
μελέτη	estudo	μελέτη	estudo	N;NOM;FEM;SG	N;MASC;SG
σχολείο	escola	σχολείο	escola	N;NOM;NEUT;SG	N;FEM;SG
ειδικά	especialmente	ειδικά	especialmente	ADV	ADV
υλικό	material	υλικό	material	N;NOM;NEUT;SG	N;MASC;SG
βουλευτές	pms	βουλευτής	pms	N;NOM;MASC;PL	N;MASC;PL
βουλευτές	deputados	βουλευτής	deputado	N;NOM;MASC;PL	N;MASC;PL
βουλευτές	eurodeputados	βουλευτής	eurodeputado	N;NOM;MASC;PL	N;MASC;PL
συνεργασία	cooperação	συνεργασία	cooperação	N;ACC;FEM;SG	N;FEM;SG
επιτροπή	comissão	επιτροπή	comissão	N;NOM;FEM;SG	N;FEM;SG
επιτροπή	comitê	επιτροπή	comitê	N;NOM;FEM;SG	N;MASC;SG
επιτροπή	comite	επιτροπή	comite	N;NOM;FEM;SG	N;MASC;SG
επιτροπή	comissão	επιτροπή	comissão	N;NOM;FEM;SG	N;FEM;SG
επιτροπή	comité	επιτροπή	comité	N;NOM;FEM;SG	N;MASC;SG
άνθρωποι	humanos	άνθρωπος	humano	N;NOM;MASC;PL	N;MASC;PL
άνθρωποι	pessoas	άνθρωπος	pessoa	N;NOM;MASC;PL	N;FEM;PL
έφτασε	chegou	φτάνω	chegar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
αρχηγός	chief	αρχηγός	chief	N;NOM;MASC;SG	N;MASC;SG
αρχηγός	chefe	αρχηγός	chefe	N;NOM;MASC;SG	N;MASC;SG
αρχηγός	alcaide	αρχηγός	alcaide	N;NOM;MASC;SG	N;MASC;SG
αρχηγός	lider	αρχηγός	lider	N;NOM;MASC;SG	N;MASC;SG
αρχηγός	leader	αρχηγός	leader	N;NOM;MASC;SG	N;MASC;SG
αρχηγός	líder	αρχηγός	líder	N;NOM;MASC;SG	N;MASC;SG
σύνθεση	composição	σύνθεση	composição	N;ACC;FEM;SG	N;FEM;SG
σύνθεση	síntese	σύνθεση	síntese	N;ACC;FEM;SG	N;FEM;SG
προσπάθεια	tentativa	προσπάθεια	tentativa	N;NOM;FEM;SG	N;FEM;SG
προσπάθεια	esforço	προσπάθεια	esforço	N;NOM;FEM;SG	N;MASC;SG
τελευταίο	último	τελευταίος	último	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τελευταίο	última	τελευταίος	último	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
εξελέγη	eleito	εκλέγω	eleger	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
εξελέγη	eleita	εκλέγω	eleger	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
απόφαση	decisão	απόφαση	decisão	N;NOM;FEM;SG	N;FEM;SG
αυτοκράτορα	imperador	αυτοκράτορα	imperador	N;ACC;MASC;SG	N;MASC;SG
αγορά	compra	αγορά	compra	N;ACC;FEM;SG	N;FEM;SG
αγορά	mercado	αγορά	mercado	N;ACC;FEM;SG	N;MASC;SG
αγορά	marketplace	αγορά	marketplace	N;ACC;FEM;SG	N;MASC;SG
αγορά	mercado	αγορά	mercado	N;ACC;FEM;SG	N;MASC;SG
πρόταση	proposta	πρόταση	proposta	N;NOM;FEM;SG	N;FEM;SG
ταυτόχρονα	simultaneamente	ταυτόχρονα	simultaneamente	ADV	ADV
μέρες	dias	μέρα	dia	N;NOM;FEM;PL	N;MASC;PL
ανακαλύφθηκε	descoberto	ανακαλύπτω	descobrir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ποσοστό	porcentagem	ποσοστό	porcentagem	N;NOM;NEUT;SG	N;FEM;SG
ποσοστό	percentual	ποσοστό	percentual	N;NOM;NEUT;SG	N;MASC;SG
ποσοστό	percentagem	ποσοστό	percentagem	N;NOM;NEUT;SG	N;FEM;SG
ποσοστό	taxa	ποσοστό	taxa	N;NOM;NEUT;SG	N;FEM;SG
καθηγητής	docente	καθηγητής	docente	N;NOM;MASC;SG	N;MASC;SG
καθηγητής	professor	καθηγητής	professor	N;NOM;MASC;SG	N;MASC;SG
καθηγητής	professora	καθηγητής	professora	N;NOM;MASC;SG	N;FEM;SG
καθηγητής	professora	καθηγητής	professora	N;NOM;MASC;SG	N;FEM;SG
καθηγητής	professor	καθηγητής	professor	N;NOM;MASC;SG	N;MASC;SG
συμβούλιο	concílio	συμβούλιο	concílio	N;NOM;NEUT;SG	N;MASC;SG
συμβούλιο	conselho	συμβούλιο	conselho	N;NOM;NEUT;SG	N;MASC;SG
μέσο	instrumento	μέσος	instrumento	N;ACC;NEUT;SG	N;MASC;SG
μέσο	mídia	μέσος	mídia	N;ACC;NEUT;SG	N;FEM;SG
μέσο	média	μέσος	média	N;ACC;NEUT;SG	N;FEM;SG
μέσο	médium	μέσος	médium	N;ACC;NEUT;SG	N;MASC;SG
συνέχισε	continuar	συνεχίζω	continuar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
σταθμός	estação	σταθμός	estação	N;NOM;MASC;SG	N;FEM;SG
παράγεται	produzida	παράγω	produzir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
παράγεται	produzido	παράγω	produzir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
παράγεται	gerado	παράγω	gerar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
παράγεται	gerada	παράγω	gerar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
έρευνα	investigação	έρευνα	investigação	N;NOM;FEM;SG	N;FEM;SG
έρευνα	inquérito	έρευνα	inquérito	N;NOM;FEM;SG	N;MASC;SG
έρευνα	investigação	έρευνα	investigação	N;NOM;FEM;SG	N;FEM;SG
έρευνα	pesquisa	έρευνα	pesquisa	N;NOM;FEM;SG	N;FEM;SG
γέννησης	parto	γέννηση	parto	N;GEN;FEM;SG	N;MASC;SG
γέννησης	nascimento	γέννηση	nascimento	N;GEN;FEM;SG	N;MASC;SG
έννοια	significado	έννοια	significado	N;NOM;FEM;SG	N;MASC;SG
έννοια	conceito	έννοια	conceito	N;NOM;FEM;SG	N;MASC;SG
απο	de	απο	de	ADP	ADP
χαρακτήρα	carácter	χαρακτήρας	carácter	N;ACC;MASC;SG	N;MASC;SG
χαρακτήρα	caractere	χαρακτήρας	caractere	N;ACC;MASC;SG	N;MASC;SG
χαρακτήρα	personagem	χαρακτήρας	personagem	N;ACC;MASC;SG	N;MASC;SG
χαρακτήρα	caracter	χαρακτήρας	caracter	N;ACC;MASC;SG	N;MASC;SG
χαρακτήρα	caráter	χαρακτήρας	caráter	N;ACC;MASC;SG	N;MASC;SG
δυνατότητα	possibilidade	δυνατότητα	possibilidade	N;ACC;FEM;SG	N;FEM;SG
θερμοκρασία	temperatura	θερμοκρασία	temperatura	N;NOM;FEM;SG	N;FEM;SG
σπουδές	estudos	σπουδός	estudo	N;NOM;FEM;PL	N;MASC;PL
οργάνωση	organização	οργάνωση	organização	N;NOM;FEM;SG	N;FEM;SG
οργάνωση	organização	οργάνωση	organização	N;NOM;FEM;SG	N;FEM;SG
μερικά	alguns	μερικοί	algum	PRO;NOM;NEUT;PL;3	PRO;MASC;PL
μερικά	algumas	μερικοί	algum	PRO;NOM;NEUT;PL;3	PRO;FEM;PL
χρειάζεται	precisa	χρειάζομαι	precisar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
χρειάζεται	necessita	χρειάζομαι	necessitar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
όμιλος	grupo	όμιλος	grupo	N;NOM;MASC;SG	N;MASC;SG
επιφάνεια	superficie	επιφάνεια	superficie	N;NOM;FEM;SG	N;FEM;SG
επιφάνεια	superfície	επιφάνεια	superfície	N;NOM;FEM;SG	N;FEM;SG
μετάφραση	tradução	μετάφραση	tradução	N;ACC;FEM;SG	N;FEM;SG
κορυφή	topo	κορυφή	topo	N;ACC;FEM;SG	N;MASC;SG
κορυφή	top	κορυφή	top	N;ACC;FEM;SG	N;MASC;SG
κορυφή	pico	κορυφή	pico	N;ACC;FEM;SG	N;MASC;SG
κορυφή	peak	κορυφή	peak	N;ACC;FEM;SG	N;MASC;SG
βιβλιοθήκη	biblioteca	βιβλιοθήκη	biblioteca	N;NOM;FEM;SG	N;FEM;SG
λόγους	motivos	λόγος	motivo	N;ACC;MASC;PL	N;MASC;PL
λόγους	razões	λόγος	razão	N;ACC;MASC;PL	N;FEM;PL
σημαία	pavilhão	σημαία	pavilhão	N;NOM;FEM;SG	N;MASC;SG
σημαία	bandeira	σημαία	bandeira	N;NOM;FEM;SG	N;FEM;SG
δεδομένων	dados	δεδομένο	dado	N;GEN;NEUT;PL	N;MASC;PL
βρέθηκε	encontrada	βρίσκω	encontrar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
βρέθηκε	encontrado	βρίσκω	encontrar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
