분류	categoría	분류	categoría	N	N
협회	asociación	협회	asociación	N	N
조사	investigación	조사	investigación	N	N
조사	investigación	조사	investigación	N	N
조사	investigacións	조사	investigación	N	N
학생	estudantes	학생	estudantes	N	N
학생	alumnos	학생	alumno	N	N
학생	estudante	학생	estudante	N	N
학생	estudantes	학생	estudantes	N	N
학생	alumno	학생	alumno	N	N
생활	vida	생활	vida	N	N
생활	vida	생활	vida	N	N
생활	estilo	생활	estilo	N	N
생활	vida	생활	vida	N	N
법률	leis	법률	lei	N	N
법률	lei	법률	lei	N	N
법률	lexislación	법률	lexislación	N	N
법률	lei	법률	lei	N	N
법률	leis	법률	lei	N	N
계획	planificación	계획	planificación	N	N
계획	plan	계획	plan	N	N
계획	plano	계획	plano	N	N
계획	posición	계획	posición	N	N
계획	oferta	계획	oferta	N	N
계획	plans	계획	plan	N	N
계획	planos	계획	plano	N	N
카드	tarxetas	카드	tarxeta	N	N
카드	cartas	카드	carta	N	N
카드	naipes	카드	naipe	N	N
카드	ás	카드	á	N	N
카드	carta	카드	carta	N	N
카드	tarxeta	카드	tarxeta	N	N
카드	documento	카드	documento	N	N
촬영	tiro	촬영	tiro	N	N
시장	alcalde	시장	alcalde	N	N
시장	alcaldesa	시장	alcaldesa	N	N
시장	mercado	시장	mercado	N	N
시장	mercados	시장	mercado	N	N
시장	feira	시장	feira	N	N
소년	neno	소년	neno	N	N
소년	rapaz	소년	rapaz	N	N
소년	mozo	소년	mozo	N	N
소년	fillo	소년	fillo	N	N
소년	rapaces	소년	rapaz	N	N
소년	nenos	소년	neno	N	N
소년	mozos	소년	mozo	N	N
시인	poeta	시인	poeta	N	N
시인	poetas	시인	poeta	N	N
시인	poetas	시인	poeta	N	N
도서관	biblioteca	도서관	biblioteca	N	N
구성원	membros	구성원	membro	N	N
교회	igrexas	교회	igrexa	N	N
교회	igrexa	교회	igrexir	N	N
교회	á	교회	á	N	N
레이블	etiqueta	레이블	etiqueta	N	N
연대	solidariedade	연대	solidariedade	N	N
기관	institución	기관	institución	N	N
이론	teoría	이론	teoría	N	N
달러	dólares	달러	dólar	N	N
달러	dólar	달러	dólar	N	N
달러	cartos	달러	carto	N	N
앞으로	adiante	앞+으로	adiante	ADV	ADV
헌법	constitución	헌법	constitución	N	N
다르다	diferentes	다르+다	diferente	ADJ	ADJ
다르다	distintas	다르+다	distinto	ADJ	ADJ
다르다	distinto	다르+다	distinto	ADJ	ADJ
다르다	distintos	다르+다	distinto	ADJ	ADJ
다르다	diferente	다르+다	diferente	ADJ	ADJ
사단	división	사단	división	N	N
단순히	simplemente	단순+히	simple	ADV	ADV
단순히	só	단순+히	só	ADV	ADV
출시	liberación	출시	liberación	N	N
출시	lanzamento	출시	lanzamento	N	N
출시	liberdade	출시	liberdade	N	N
신문	xornais	신문	xornal	N	N
신문	xornal	신문	xornal	N	N
신문	xornais	신문	xornal	N	N
신문	prensa	신문	prensa	N	N
신문	papeis	신문	papel	N	N
신문	prensa	신문	prensa	N	N
신문	xornal	신문	xornal	N	N
신문	xornais	신문	xornal	N	N
장군	xeneral	장군	xeneral	N	N
깊은	profundo	깊+ㄴ	profundo	ADJ	ADJ
확인	cheque	확인	cheque	N	N
자녀	nenos	자녀	neno	N	N
자녀	fillos	자녀	fillo	N	N
자녀	nenas	자녀	neno	N	N
참여	á	참여	á	N	N
참여	compromiso	참여	compromiso	N	N
참여	participación	참여	participación	N	N
생산	produción	생산	produción	N	N
생산	producción	생산	producción	N	N
남성	homes	남성	home	N	N
남성	home	남성	home	N	N
어려운	difícil	어렵+ㄴ	difícil	ADJ	ADJ
어려운	dificil	어렵+ㄴ	dificil	ADJ	ADJ
방법	formas	방법	forma	N	N
방법	xeitos	방법	xeito	N	N
방법	xeito	방법	xeito	N	N
방법	maneiras	방법	maneira	N	N
방법	forma	방법	forma	N	N
방법	método	방법	método	N	N
방법	métodos	방법	método	N	N
과정	proceso	과정	proceso	N	N
과정	suposto	과정	suposto	N	N
과정	cursos	과정	curso	N	N
등장인물	idiogramas	등장+인물	idiograma	N	N
등장인물	personaxes	등장+인물	personaxe	N	N
승리	vitoria	승리	vitoria	N	N
승리	victoria	승리	victoria	N	N
위원회	comisión	위원회	comisión	N	N
위원회	comités	위원회	comité	N	N
위원회	comité	위원회	comité	N	N
수학	matemáticas	수학	matemáticas	N	N
수학	matemáticas	수학	matemáticas	N	N
콘서트	concerto	콘서트	concerto	N	N
콘서트	balde	콘서트	balde	N	N
콘서트	espectáculo	콘서트	espectáculo	N	N
공원	parque	공원	parque	N	N
미사일	mísiles	미사+이+ㄹ	mísil	N	N
액션	acción	액션	acción	N	N
액션	accións	액션	acción	N	N
천황	emperador	천황	emperador	N	N
둘러보기	explorar	둘러보+기	explorar	V	V
사람들	xente	사람+들	xente	N	N
사람들	persoas	사람+들	persoa	N	N
사람들	pobo	사람+들	pobo	N	N
예술	arte	예술	arte	N	N
공작	duque	공작	duque	N	N
갑자기	repente	갑자기	repente	ADV	ADV
태양	sol	태양	sol	N	N
악기	instrumento	악기	instrumento	N	N
악기	instrumentos	악기	instrumento	N	N
지속적으로	constantemente	지속+적+으로	constante	ADV	ADV
우리는	que	우리+는	que	PRO	PRO
수량	cantidade	수량	cantidade	N	N
열차	tren	열차	tren	N	N
열차	metro	열차	metro	N	N
열차	trens	열차	tren	N	N
국기	bandeira	국기	bandeira	N	N
회원	membro	회원	membro	N	N
회원	membros	회원	membro	N	N
메달	medalla	메달	medalla	N	N
메달	medallas	메달	medalla	N	N
연장	extensión	연장	extensión	N	N
연장	estensión	연장	estensión	N	N
형태	forma	형태	forma	N	N
형태	xeito	형태	xeito	N	N
형태	forma	형태	forma	N	N
형태	dunha	형태	dunha	N	N
검사	inspección	검사	inspección	N	N
검사	probas	검사	proba	N	N
아내	mulleres	아내	muller	N	N
아내	esposas	아내	esposo	N	N
아내	muller	아내	muller	N	N
아내	esposa	아내	esposa	N	N
아내	dona	아내	don	N	N
투어	xira	투+어	xira	N	N
중심	centro	중심	centro	N	N
건설	construción	건설	construción	N	N
건설	construcción	건설	construcción	N	N
건설	construtora	건설	construtor	N	N
확장	extensión	확장	extensión	N	N
확장	estensión	확장	estensión	N	N
확장	expansión	확장	expansión	N	N
행성	planeta	행성	planeta	N	N
행성	planetas	행성	planeta	N	N
정말	realmente	정말	real	ADV	ADV
정말	moi	정말	moi	ADV	ADV
결혼	casamento	결혼	casamento	N	N
결혼	matrimonio	결혼	matrimonio	N	N
출생	luz	출생	luz	N	N
출생	nacemento	출생	nacemento	N	N
출생	orixe	출생	orixe	N	N
그들이	que	그+들+이	que	PRO	PRO
그들이	eles	그+들+이	el	PRO	PRO
하루	días	하루	día	N	N
하루	día	하루	día	N	N
이유	razóns	이유	razón	N	N
이유	polas	이유	pola	N	N
이유	motivos	이유	motivo	N	N
이유	razón	이유	razón	N	N
이유	motivo	이유	motivo	N	N
이유	pola	이유	pola	N	N
기본적으로	basicamente	기본+적+으로	basicamente	ADV	ADV
기본적으로	básicamente	기본+적+으로	básicamente	ADV	ADV
변호사	avogado	변호사	avogado	N	N
변호사	avogados	변호사	avogado	N	N
변호사	avogado	변호사	avogado	N	N
변호사	asistencia	변호사	asistencia	N	N
변호사	avogado	변호사	avogado	N	N
트랙	pista	트랙	pistar	N	N
트랙	camiño	트랙	camiño	N	N
트랙	rastro	트랙	rastro	N	N
트랙	cambios	트랙	cambio	N	N
트랙	hipódromo	트랙	hipódromo	N	N
나무	madeira	나무	madeira	N	N
나무	árbore	나무	árbore	N	N
나무	árbores	나무	árbor	N	N
나무	das	나무	das	N	N
화학	químicas	화학	química	N	N
화학	química	화학	químico	N	N
화물	carga	화물	carga	N	N
화물	cargamento	화물	cargamento	N	N
범죄	crimes	범죄	crimes	N	N
범죄	delitos	범죄	delito	N	N
범죄	delito	범죄	delito	N	N
범죄	crime	범죄	crime	N	N
범죄	criminalidade	범죄	criminalidade	N	N
범죄	crimes	범죄	crimes	N	N
범죄	delincuencia	범죄	delincuencia	N	N
통신	comunicación	통신	comunicación	N	N
소녀	moza	소녀	mozo	N	N
소녀	rapaza	소녀	rapaza	N	N
소녀	nena	소녀	nena	N	N
소녀	ás	소녀	á	N	N
소녀	rapazas	소녀	rapaz	N	N
소녀	mozas	소녀	mozo	N	N
소녀	nenas	소녀	neno	N	N
처리	procesamento	처리	procesamento	N	N
함수	función	함수	función	N	N
함수	funcións	함수	función	N	N
가치가	pena	가치+가	pena	N	N
가치가	valor	가치+가	valor	N	N
광고	publicidade	광고	publicidade	N	N
마침내	finalmente	마침내	final	ADV	ADV
장치	aparello	장치	aparello	N	N
장치	dispositivo	장치	dispositivo	N	N
장치	historias	장치	historia	N	N
장치	mecanismo	장치	mecanismo	N	N
장치	mecanismos	장치	mecanismo	N	N
장치	dispositivos	장치	dispositivo	N	N
장치	aparellos	장치	aparello	N	N
장치	utensilios	장치	utensilio	N	N
오직	só	오직	só	ADV	ADV
식민지	colonias	식민지	colonia	N	N
식민지	colonia	식민지	colonia	N	N
화가	pintor	화+가	pintor	N	N
기구	organización	기구	organización	N	N
기구	sindicato	기구	sindicato	N	N
자연	natureza	자연	natureza	N	N
중간	media	중간	media	N	N
중간	medio	중간	medio	N	N
중간	oriente	중간	oriente	N	N
북쪽	norte	북+쪽	norte	N	N
비밀	segredos	비밀	segrir	N	N
비밀	segredo	비밀	segredo	N	N
비밀	secreto	비밀	secreto	N	N
비밀	secreta	비밀	secreta	N	N
단계	paso	단계	paso	N	N
단계	escala	단계	escala	N	N
단계	pasos	단계	paso	N	N
단계	fases	단계	fase	N	N
레코드	discos	레코드	disco	N	N
레코드	disco	레코드	disco	N	N
공사	construción	공사	construción	N	N
공사	construcción	공사	construcción	N	N
공사	construtora	공사	construtor	N	N
방향	dirección	방향	dirección	N	N
아침	almorzo	아침	almorzo	N	N
아침	día	아침	día	N	N
아침	pola	아침	pola	N	N
아침	días	아침	día	N	N
아침	bos	아침	bo	N	N
연맹	unión	연맹	unión	N	N
연맹	sindicato	연맹	sindicato	N	N
연맹	sindicalista	연맹	sindicalista	N	N
연맹	sindical	연맹	sindical	N	N
은퇴	xubilación	은퇴	xubilación	N	N
평가	cualificación	평가	cualificación	N	N
평가	taxa	평가	taxa	N	N
평가	cualificacións	평가	cualificación	N	N
평가	avaliacións	평가	avaliación	N	N
교사	ensino	교사	ensino	N	N
교사	ensinanza	교사	ensinanza	N	N
교사	profesor	교사	profesor	N	N
교사	mestra	교사	mestra	N	N
교사	mestre	교사	mestre	N	N
교사	profesores	교사	profesor	N	N
교사	mestres	교사	mestres	N	N
교사	bos	교사	bo	N	N
의회	parlamento	의회	parlamento	N	N
메모리	memoria	메모리	memoria	N	N
정확히	exactamente	정확+히	exactamente	ADV	ADV
정확히	exactamente	정확+히	exactamente	ADV	ADV
논의	debates	논의	debate	N	N
논의	discusións	논의	discusión	N	N
논의	discusión	논의	discusión	N	N
극장	teatro	극장	teatro	N	N
극장	recinto	극장	recinto	N	N
극장	teatro	극장	teatro	N	N
남편	marido	남편	marido	N	N
남편	home	남편	home	N	N
철학	filosofía	철학	filosofía	N	N
기반	baseándonos	기반	baseándonos	N	N
기반	base	기반	base	N	N
무기	armas	무기	arma	N	N
무기	armamento	무기	armamento	N	N
무기	arma	무기	arma	N	N
무기	arma	무기	arma	N	N
무기	brazos	무기	brazo	N	N
무기	armas	무기	arma	N	N
그렇다면	e	그렇다면	e	CONJ	CONJ
기념물	monumentos	기념물	monumento	N	N
상대적으로	relativamente	상대+적+으로	relativamente	ADV	ADV
결정	decisión	결정	decisión	N	N
결정	decisións	결정	decisión	N	N
연주자	músico	연주자	músico	N	N
연주자	artista	연주자	artista	N	N
연주자	músicos	연주자	músico	N	N
소수	minoría	소수	minoría	N	N
건축	edificio	건축	edificio	N	N
건축	construción	건축	construción	N	N
건축	construción	건축	construción	N	N
건축	construcción	건축	construcción	N	N
건축	construtora	건축	construtor	N	N
건축	arquitecto	건축	arquitecto	N	N
건축	arquitectura	건축	arquitectura	N	N
드럼	drum	들+요	drum	N	N
드럼	tambores	들+요	tambor	N	N
우리가	que	우리+가	que	PRO	PRO
모드	modo	모드	modo	N	N
집합	conxunto	집합	conxunto	N	N
입고	vestidos	입+고	vestido	V	V
지휘관	comandante	지휘관	comandante	N	N
연구소	instituto	연구소	instituto	N	N
연구소	laboratorio	연구소	laboratorio	N	N
연구소	laboratorios	연구소	laboratorio	N	N
여행	cara	여행	cara	N	N
여행	xira	여행	xira	N	N
여행	viaxe	여행	viaxe	N	N
여행	viaxe	여행	viaxe	N	N
언제나	sempre	언제나	sempre	ADV	ADV
판매	á	판매	á	N	N
판매	venda	판매	venda	N	N
머리	pelo	머리	pelo	N	N
머리	cabelo	머리	cabelo	N	N
머리	cabeza	머리	cabeza	N	N
검색	buscas	검색	busca	N	N
검색	procura	검색	procura	N	N
미술	arte	미술	arte	N	N
아래에	debaixo	아래+에	debaixo	ADV	ADV
아래에	abaixo	아래+에	abaixo	ADV	ADV
번호	número	번호	número	N	N
테니스	tenis	테니스	tenis	N	N
안내	guía	안내	guía	N	N
안내	instrucións	안내	instrución	N	N
만들기	crear	만들+기	crear	V	V
만들기	creando	만들+기	crear	V	V
만들기	crear	만들+기	crear	V	V
만들기	creamos	만들+기	crear	V	V
만들기	crean	만들+기	crear	V	V
전차	tanque	전차	tanque	N	N
전차	depósito	전차	depósito	N	N
전차	tanques	전차	tanque	N	N
목소리	voz	목소리	voz	N	N
풋볼	fútbol	풋볼	fútbol	N	N
무장	armados	무장	armar	N	N
무장	armado	무장	armar	N	N
무장	armada	무장	armada	N	N
무장	armadas	무장	armado	N	N
등록	rexistro	등록	rexistro	N	N
등록	rexistro	등록	rexistro	N	N
등록	tarxeta	등록	tarxeta	N	N
왕자	príncipe	왕자	príncipe	N	N
복잡한	complicado	복잡+하+ㄴ	complicar	V	V
복잡한	complicadas	복잡+하+ㄴ	complicar	V	V
마음	corazón	마음	corazón	N	N
마음	cardíacas	마음	cardíaco	N	N
마음	cardíaca	마음	cardíaco	N	N
마음	mente	마음	mente	N	N
연기	fume	연기	fumir	N	N
연기	fumo	연기	fumo	N	N
자산	propiedade	자산	propiedade	N	N
자산	bens	자산	ben	N	N
자산	propiedades	자산	propiedade	N	N
충분한	abonda	충분+하+ㄴ	abondar	V	V
충분한	dabondo	충분+하+ㄴ	dabor	V	V
보병	infantería	보병	infantería	N	N
보병	infantaría	보병	infantar	N	N
계약	contratos	계약	contrato	N	N
계약	contrato	계약	contrato	N	N
영역	zonas	영역	zona	N	N
영역	áreas	영역	área	N	N
영역	zona	영역	zona	N	N
영역	área	영역	área	N	N
영역	zona	영역	zona	N	N
개봉	liberación	개봉	liberación	N	N
개봉	lanzamento	개봉	lanzamento	N	N
개봉	liberdade	개봉	liberdade	N	N
개봉	apertura	개봉	apertura	N	N
집단	colectivo	집단	colectivo	N	N
집단	grupo	집단	grupo	N	N
아직도	aínda	아직도	aínda	ADV	ADV
영토	territorio	영토	territorio	N	N
투표	voto	투표	voto	N	N
투표	votos	투표	voto	N	N
투표	votos	투표	voto	N	N
투표	votación	투표	votación	N	N
조카	sobriño	조카	sobriño	N	N
나이	anos	나이	ano	N	N
나이	idade	나이	idade	N	N
존재	existencia	존재	existencia	N	N
존재	vida	존재	vida	N	N
존재	telescopios	존재	telescopio	N	N
존재	presenza	존재	presenza	N	N
좋다	bo	좋+다	bo	ADJ	ADJ
좋다	boa	좋+다	bo	ADJ	ADJ
좋다	boas	좋+다	bo	ADJ	ADJ
영향	impacto	영향	impacto	N	N
영향	na	영향	na	N	N
영향	prazo	영향	prazo	N	N
영향	efecto	영향	efecto	N	N
영향	efecto	영향	efecto	N	N
영향	efectos	영향	efecto	N	N
영향	efectos	영향	efecto	N	N
브랜드	marca	브랜드	marca	N	N
오프닝	apertura	오프닝	apertura	N	N
생성	creación	생성	creación	N	N
생성	neuronas	생성	neurona	N	N
해방	liberación	해방	liberación	N	N
겨울	inverno	겨울	inverno	N	N
인용	cita	인용	cita	N	N
총액	total	총액	total	N	N
시험	proba	시험	proba	N	N
시험	exame	시험	exame	N	N
시험	probas	시험	proba	N	N
시험	test	시험	test	N	N
시험	exames	시험	exame	N	N
시험	probas	시험	proba	N	N
공포	terror	공포	terror	N	N
공포	medo	공포	medo	N	N
행위	comportamento	행위	comportamento	N	N
행위	conducta	행위	conducta	N	N
행위	comportamentos	행위	comportamento	N	N
행위	conduta	행위	conduta	N	N
귀족	nobre	귀족	nobre	N	N
은행	bancos	은행	banco	N	N
은행	banco	은행	banco	N	N
은행	ribeira	은행	ribeira	N	N
은행	penedo	은행	pener	N	N
은행	citybank	은행	citybank	N	N
분석	crise	분석	crise	N	N
분석	depresión	분석	depresión	N	N
분석	análise	분석	análise	N	N
국민	nación	국민	nación	N	N
국민	país	국민	país	N	N
국민	xente	국민	xente	N	N
국민	persoas	국민	persoa	N	N
국민	pobo	국민	pobo	N	N
선택	opción	선택	opción	N	N
선택	elección	선택	elección	N	N
선택	escolla	선택	escolla	N	N
선택	alternativa	선택	alternativa	N	N
상황이	situación	상황+이	situación	N	N
스토리	historia	스토리	historia	N	N
스토리	relato	스토리	relato	N	N
스토리	historias	스토리	historia	N	N
규모	escala	규모	escala	N	N
은하	galaxias	은하	galaxia	N	N
항구	porto	항구	porto	N	N
항구	porto	항구	porto	N	N
패션	moda	패션	modo	N	N
기계	máquina	기계	máquina	N	N
기계	lavadora	기계	lavador	N	N
기계	maquinaria	기계	maquinaria	N	N
기계	metralladoras	기계	metrallador	N	N
기계	maquinaria	기계	maquinaria	N	N
기계	máquinas	기계	máquina	N	N
기계	máquinas	기계	máquina	N	N
기계	lavadoras	기계	lavador	N	N
기계	mecánica	기계	mecánica	N	N
기계	mecánico	기계	mecánico	N	N
무역	comercio	무역	comercio	N	N
무역	oficio	무역	oficio	N	N
경쟁	carreira	경쟁	carreira	N	N
경쟁	raza	경쟁	raza	N	N
경쟁	competición	경쟁	competición	N	N
식물	plantas	식물	planta	N	N
식물	planta	식물	planta	N	N
심지어	incluso	심지어	incluso	ADV	ADV
심지어	aínda	심지어	aínda	ADV	ADV
심지어	sequera	심지어	sequera	ADV	ADV
상대	parente	상대	parente	N	N
공산주의	comunismo	공산주의	comunismo	N	N
특징	características	특징	característica	N	N
특징	características	특징	característica	N	N
테러	terror	테러	terror	N	N
테러	terrorismo	테러	terrorismo	N	N
오늘	día	오늘	día	N	N
체계	sistema	체계	sistema	N	N
체계	sistemas	체계	sistema	N	N
제한	restrición	제한	restrición	N	N
제한	límites	제한	límite	N	N
제한	límite	제한	límite	N	N
계급	clase	계급	clase	N	N
나쁜	mala	나쁘+ㄴ	mal	ADJ	ADJ
나쁜	malas	나쁘+ㄴ	mal	ADJ	ADJ
나쁜	mágoa	나쁘+ㄴ	mágoa	ADJ	ADJ
발견	descubrimento	발견	descubrimento	N	N
협력	colaboración	협력	colaboración	N	N
협력	cooperación	협력	cooperación	N	N
인기	popular	인기	popular	N	N
인기	frente	인기	frente	N	N
인기	cantante	인기	cantante	N	N
인기	cima	인기	cima	N	N
보안	seguridade	보안	seguridade	N	N
세포	célula	세포	célula	N	N
세포	cela	세포	celar	N	N
세포	células	세포	célula	N	N
점수	exames	점수	exame	N	N
점수	puntos	점수	punto	N	N
구체적으로	especificamente	구체+적+으로	especificamente	ADV	ADV
실험	experimento	실험	experimento	N	N
실험	experimentos	실험	experimento	N	N
실험	experimentos	실험	experimento	N	N
군단	corpo	군단	corpo	N	N
군단	fuxitivos	군단	fuxitivo	N	N
최근에	ultimamente	최근+에	ultimamente	ADV	ADV
최근에	pouco	최근+에	pouco	ADV	ADV
최근에	recentemente	최근+에	recente	ADV	ADV
최근에	ultimamente	최근+에	ultimamente	ADV	ADV
설계	deseño	설계	deseño	N	N
작업	tarefas	작업	tarefa	N	N
작업	traballos	작업	traballo	N	N
작업	traballo	작업	traballo	N	N
작업	traballo	작업	traballo	N	N
작업	tarefa	작업	tarefa	N	N
작업	acción	작업	acción	N	N
농업	agricultura	농업	agricultura	N	N
플랫폼	plataforma	플랫폼	plataforma	N	N
강제	forza	강제	forza	N	N
강제	policía	강제	policía	N	N
강제	exército	강제	exército	N	N
증거	probas	증거	proba	N	N
증거	evidencia	증거	evidencia	N	N
증거	evidencias	증거	evidencia	N	N
증거	proba	증거	proba	N	N
증거	probas	증거	proba	N	N
로맨스	romance	로맨스	romance	N	N
관광	xira	관광	xira	N	N
제어	control	제어	control	N	N
진짜	verdade	진짜	verdade	N	N
의미	significado	의미	significado	N	N
의미	sentido	의미	sentido	N	N
시민	cidadáns	시민	cidadán	N	N
시민	cidadán	시민	cidadán	N	N
화면	pantallas	화면	pantalla	N	N
화면	pantalla	화면	pantalla	N	N
통계	estatísticas	통계	estatística	N	N
질량	masas	질량	masa	N	N
질량	foxas	질량	foxa	N	N
질량	masa	질량	masa	N	N
질량	masas	질량	masa	N	N
질량	misa	질량	misa	N	N
근거	base	근거	base	N	N
교실	clase	교실	clase	N	N
비판	críticas	비판	crítica	N	N
비판	crítica	비판	crítica	N	N
로봇	robot	로봇	robot	N	N
국경	fronteira	국경	fronteira	N	N
유대인	xudeu	유대+이+ㄴ	xudar	N	N
유대인	bebé	유대+이+ㄴ	bebé	N	N
유대인	xudeo	유대+이+ㄴ	xudeo	N	N
유대인	xudeus	유대+이+ㄴ	xudeu	N	N
또다른	outro	또다른	outro	DET	DET
또다른	outra	또다른	outro	DET	DET
인기가	popular	인기+가	popular	N	N
인기가	frente	인기+가	frente	N	N
인기가	cantante	인기+가	cantante	N	N
오디오	audio	오디오	audio	N	N
능력	capacidade	능력	capacidade	N	N
능력	habilidade	능력	habilidade	N	N
능력	capacidade	능력	capacidade	N	N
능력	habilidade	능력	habilidade	N	N
전사	guerreiro	전사	guerreiro	N	N
전사	guerreiros	전사	guerreiro	N	N
모험	aventura	모험	aventura	N	N
병원	hospital	병원	hospital	N	N
병원	hospitais	병원	hospital	N	N
행사	nunha	행사	nunha	N	N
행사	ocasión	행사	ocasión	N	N
행사	eventos	행사	evento	N	N
행사	sucesos	행사	suceso	N	N
행사	feitos	행사	feito	N	N
행사	adversos	행사	adverso	N	N
행사	xuntanzas	행사	xuntanza	N	N
행사	acontecementos	행사	acontecemento	N	N
사무소	oficina	사무소	oficinar	N	N
사무소	despacho	사무소	despacho	N	N
사무소	correo	사무소	correo	N	N
여동생	irmá	여동생	irmán	N	N
변화	cambios	변화	cambio	N	N
변화	cambio	변화	cambio	N	N
결승전	final	결승전	final	N	N
안전	seguro	안전	seguro	N	N
안전	seguros	안전	seguro	N	N
안전	seguridade	안전	seguridade	N	N
통일	unidade	통일	unidade	N	N
통일	reunificación	통일	reunificación	N	N
소리	sons	소리	son	N	N
소리	sona	소리	sona	N	N
가스	gas	가스	gas	N	N
가스	gasolina	가스	gasolina	N	N
가스	gases	가스	gas	N	N
거기에	alí	거기+에	alí	ADV	ADV
거기에	aí	거기+에	aí	ADV	ADV
숫자	número	숫자	número	N	N
숫자	números	숫자	número	N	N
숫자	das	숫자	das	N	N
숫자	número	숫자	número	N	N
체중	peso	체중	peso	N	N
체중	importancia	체중	importancia	N	N
상황	situación	상황	situación	N	N
탄생	luz	탄생	luz	N	N
탄생	nacemento	탄생	nacemento	N	N
탄생	orixe	탄생	orixe	N	N
이해	comprensión	이해	comprensión	N	N
이해	entendemento	이해	entendemento	N	N
관측	observación	관측	observación	N	N
명예	honra	명예	honra	N	N
명예	honor	명예	honor	N	N
명예	honra	명예	honra	N	N
명예	señoría	명예	señor	N	N
배경	fondo	배경	fondo	N	N
혼자	só	혼자	só	ADV	ADV
표현	representación	표현	representación	N	N
표현	expresións	표현	expresión	N	N
표현	expresión	표현	expresión	N	N
라이선스	licencia	라이선스	licencia	N	N
찾기	atopar	찾+기	atopar	V	V
찾기	buscar	찾+기	buscar	V	V
찾기	busca	찾+기	buscar	V	V
찾기	atopar	찾+기	atopar	V	V
찾기	descubrir	찾+기	descubrir	V	V
찾기	descobren	찾+기	descobrar	V	V
천체	obxecto	천체	obxecto	N	N
천체	obxectos	천체	obxecto	N	N
확대	extensión	확대	extensión	N	N
확대	estensión	확대	estensión	N	N
확대	fixarnos	확대	fixarno	N	N
인종	razas	인종	raza	N	N
인종	carreira	인종	carreira	N	N
인종	raza	인종	raza	N	N
클래스	clases	클래스	clase	N	N
클래스	clase	클래스	clase	N	N
주제	temas	주제	tema	N	N
주제	tema	주제	tema	N	N
주제	asunto	주제	asunto	N	N
주제	suxeito	주제	suxeito	N	N
주제	tema	주제	tema	N	N
주제	materia	주제	materia	N	N
법칙	leis	법칙	lei	N	N
법칙	lei	법칙	lei	N	N
법칙	norma	법칙	norma	N	N
법칙	regra	법칙	regra	N	N
이벤트	eventos	이벤트	evento	N	N
이벤트	sucesos	이벤트	suceso	N	N
이벤트	feitos	이벤트	feito	N	N
이벤트	adversos	이벤트	adverso	N	N
이벤트	xuntanzas	이벤트	xuntanza	N	N
이벤트	acontecementos	이벤트	acontecemento	N	N
이벤트	acontecemento	이벤트	acontecemento	N	N
이벤트	eventos	이벤트	evento	N	N
이벤트	evento	이벤트	evento	N	N
이벤트	suceso	이벤트	suceso	N	N
아마	quizáis	아마	quizáis	ADV	ADV
아마	quizais	아마	quizais	ADV	ADV
아마	cadra	아마	cadra	ADV	ADV
아마	talvez	아마	talvez	ADV	ADV
아마	cadra	아마	cadra	ADV	ADV
아마	quizais	아마	quizais	ADV	ADV
아마	talvez	아마	talvez	ADV	ADV
아마	probablemente	아마	probable	ADV	ADV
스피드	velocidade	스피드	velocidade	N	N
스피드	rapidez	스피드	rapidez	N	N
제안	suxestión	제안	suxestión	N	N
제안	proposta	제안	proposta	N	N
제안	proposición	제안	proposición	N	N
직원	empregados	직원	empregado	N	N
직원	persoal	직원	persoal	N	N
직원	bastón	직원	bastón	N	N
직원	plantilla	직원	plantilla	N	N
시각	visión	시각	visión	N	N
시각	vista	시각	vista	N	N
저녁	cea	저녁	cear	N	N
저녁	tarde	저녁	tarde	N	N
저녁	noite	저녁	noite	N	N
저녁	noites	저녁	noite	N	N
저녁	tardes	저녁	tarde	N	N
편지	correo	편지	correo	N	N
편지	cartas	편지	carta	N	N
편지	letras	편지	letra	N	N
편지	carta	편지	carta	N	N
편지	letra	편지	letra	N	N
효과	efecto	효과	efecto	N	N
효과	efectos	효과	efecto	N	N
효과	efectos	효과	efecto	N	N
하늘	ceo	하늘	ceo	N	N
하늘	deus	하늘	daus	N	N
하늘	ceos	하늘	ceos	N	N
하늘	ceo	하늘	ceo	N	N
하늘	ceos	하늘	ceos	N	N
하늘	ceo	하늘	ceo	N	N
조건	condicións	조건	condición	N	N
조건	patoloxías	조건	patoloxía	N	N
조건	condición	조건	condición	N	N
조건	situación	조건	situación	N	N
조건	doenza	조건	doenza	N	N
조건	estado	조건	estado	N	N
언론인	xornalista	언론인	xornalista	N	N
뒤로	atrás	뒤+로	atrás	ADV	ADV
확실히	certamente	확실+히	certamente	ADV	ADV
확실히	seguramente	확실+히	seguramente	ADV	ADV
확실히	definitivamente	확실+히	definitivamente	ADV	ADV
확실히	seguramente	확실+히	seguramente	ADV	ADV
의학	medicinas	의학	medicina	N	N
의학	medicina	의학	medicina	N	N
의학	na	의학	na	N	N
의학	médicos	의학	médico	N	N
의학	menciña	의학	menciña	N	N
의학	medicina	의학	medicina	N	N
의학	médico	의학	médico	N	N
의학	médicos	의학	médico	N	N
의학	médica	의학	médica	N	N
이익	beneficios	이익	beneficio	N	N
이익	ganancias	이익	ganancia	N	N
물이	auga	물+이	auga	N	N
교향곡	sinfonía	교향곡	sinfonía	N	N
가상	virtual	가상	virtual	N	N
광장	praza	광장	praza	N	N
쉬운	sinxelo	쉽+ㄴ	sinxelo	ADJ	ADJ
