und	och	und	och	CONJ	CONJ
entwickelte	utvecklats	entwickeln	utveckla	V;IND;SG;3;PST;FIN	V;V.CVB;PASS
darin	häri	darin	häri	ADV	ADV
darin	däri	darin	däri	ADV	ADV
alt	gamla	alt	gammal	ADJ	ADJ;NOM;PL
alt	gammal	alt	gammal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
alt	gammalt	alt	gammal	ADJ	ADJ;NOM;INDF;NEUT;SG
stiftung	foundation	stiftung	foundation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stiftung	rf	stiftung	rf	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stiftung	stiftelsen	stiftung	stiftelse	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
stiftung	stiftelse	stiftung	stiftelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aktiv	aktiva	aktiv	aktiv	ADJ	ADJ;NOM;PL
aktiv	aktiv	aktiv	aktiv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
gute	god	gut	god	ADJ;NOM;SG	ADJ;NOM;INDF;MASC+FEM;SG
gute	duktig	gut	duktig	ADJ;NOM;SG	ADJ;NOM;INDF;MASC+FEM;SG
österreichischen	österrikiska	österreichisch	österrikisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
punkte	prickar	punken	pricka	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
punkte	punkter	punken	punkt	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
punkte	punkter	punken	punkt	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
punkte	punkterna	punken	punkt	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
sinne	innebörd	sinnen	innebörd	N	N;NOM;INDF;MASC+FEM;SG
sinne	betydelse	sinnen	betydelse	N	N;NOM;INDF;MASC+FEM;SG
sinne	mening	sinnen	mening	N	N;NOM;INDF;MASC+FEM;SG
sinne	sinnena	sinnen	sinne	N	N;NOM;DEF;NEUT;PL
sinne	sinnen	sinnen	sinne	N	N;NOM;INDF;NEUT;PL
bleiben	stannar	bleiben	stanna	V;NFIN	V;IND;PRS;FIN;ACT
bleiben	förbli	bleiben	förbli	V;NFIN	V;IMP;FIN;ACT
bleiben	stanna	bleiben	stanna	V;NFIN	V;IMP;FIN;ACT
frühen	tidig	früh	tidig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
frühen	tidiga	früh	tidig	ADJ	ADJ;NOM;PL
rang	rang	rang	rang	N;SG	N;NOM;INDF;MASC+FEM;SG
rang	grad	rang	grad	N;SG	N;NOM;INDF;MASC+FEM;SG
rang	rank	rang	rank	N;SG	N;NOM;INDF;NEUT;SG
historischen	historiskt	historisch	historisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
historischen	historisk	historisch	historisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
historischen	historiskt	historisch	historisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
historischen	historisk	historisch	historisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ähnlich	likartade	ähnlich	likartad	ADJ	ADJ;NOM;PL
ähnlich	liknande	ähnlich	liknande	ADJ	ADJ;NOM;PRS;V.PTCP
finale	final	final	final	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
finale	finalen	final	final	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
finale	final	final	final	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
finale	finalen	final	final	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
finale	final	final	final	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
jeden	någon	jed	någon	PRO;ACC;INDF;MASC;SG	PRO;INDF;MASC+FEM;SG
falsch	felaktigt	falsch	felaktig	ADJ	ADJ;NOM;INDF;NEUT;SG
falsch	inkorrekt	falsch	inkorrekt	ADJ	ADJ;NOM;INDF;NEUT;SG
falsch	oriktig	falsch	oriktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
falsch	felaktig	falsch	felaktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
falsch	falsk	falsch	falsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
falsch	falska	falsch	falsk	ADJ	ADJ;NOM;PL
falsch	falskt	falsch	falsk	ADJ	ADJ;NOM;INDF;NEUT;SG
weise	klokt	weis	klok	ADJ	ADJ;NOM;INDF;NEUT;SG
weise	klok	weis	klok	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
weise	kloka	weis	klok	ADJ	ADJ;NOM;PL
außer	utom	außer	utom	ADP	ADP
außer	förutom	außer	förutom	ADP	ADP
heiligen	heliga	heilig	helig	ADJ	ADJ;NOM;PL
heiligen	helig	heilig	helig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
heiligen	helige	heilig	helig	ADJ	ADJ;NOM;DEF;MASC;SG
heiligen	heligt	heilig	helig	ADJ	ADJ;NOM;INDF;NEUT;SG
heiligen	heliga	heilig	helig	ADJ	ADJ;NOM;PL
heiligen	helig	heilig	helig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
heiligen	heligt	heilig	helig	ADJ	ADJ;NOM;INDF;NEUT;SG
ausgabe	output	ausgeben	output	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ausgabe	produktion	ausgeben	produktion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ausgabe	utdata	ausgeben	utdata	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ausgabe	utgivande	ausgeben	utgivande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ausgabe	utgivning	ausgeben	utgivning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ausgabe	emission	ausgeben	emission	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ausgabe	emission	ausgeben	emission	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ausgabe	utgåvan	ausgeben	utgåva	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ausgabe	upplagan	ausgeben	upplaga	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ausgabe	upplaga	ausgeben	upplaga	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ausgabe	utgåva	ausgeben	utgåva	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ausgabe	edition	ausgeben	edition	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rennen	tävla	rennen	tävla	V;NFIN	V;IMP;FIN;ACT
belegt	upptagna	belegen	upptagen	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
belegt	upptaget	belegen	upptagen	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
belegt	upptagen	belegen	upptagen	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
belegt	underbyggda	belegen	underbygga	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
belegt	bevisad	belegen	bevisa	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
belegt	bevisade	belegen	bevisa	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
belegt	bevisat	belegen	bevisa	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
belegt	dokumenterat	belegen	dokumentera	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
belegt	dokumenterad	belegen	dokumentera	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
belegt	dokumenterade	belegen	dokumentera	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
belegt	ockuperade	belegen	ockupera	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
belegt	sysselsatt	belegen	sysselsätta	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
belegt	upptaget	belegen	upptagen	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
belegt	ockuperat	belegen	ockupera	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
belegt	demonstrerade	belegen	demonstrera	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
belegt	demonstrerat	belegen	demonstrerad	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
knapp	trångt	knapp	trång	ADJ	ADJ;NOM;INDF;NEUT;SG
knapp	snäv	knapp	snäv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
knapp	knappa	knapp	knappa	ADJ	ADJ;NOM;PL
fläche	komplott	fläche	komplott	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fläche	yt	fläche	yt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fläche	yta	fläche	yta	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fläche	area	fläche	are	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fläche	område	fläche	område	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
fläche	området	fläche	område	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
fläche	yta	fläche	yta	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kehrte	återvänt	kehren	återvänd	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
kehrte	återvände	kehren	återvände	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
großer	stora	groß	stor	ADJ	ADJ;NOM;PL
großer	stor	groß	stor	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
großer	stort	groß	stor	ADJ	ADJ;NOM;INDF;NEUT;SG
fest	hårt	fest	hård	ADV	ADV
kanton	canton	kanton	canton	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
versucht	försöker	versuchen	försöka	V;V.PTCP	V;IND;PRS;FIN;ACT
versucht	provade	versuchen	prova	V;V.PTCP	V;IND;PST;FIN;ACT
versucht	försökte	versuchen	försöka	V;V.PTCP	V;IND;PST;FIN;ACT
erkennen	erkänner	erkennen	erkänna	V;NFIN	V;IND;PRS;FIN;ACT
erkennen	erkänna	erkennen	erkänna	V;NFIN	V;IMP;FIN;ACT
erkennen	upptäcka	erkennen	upptäcka	V;NFIN	V;IMP;FIN;ACT
erkennen	detektera	erkennen	detektera	V;NFIN	V;IMP;FIN;ACT
erkennen	erkänna	erkennen	erkänna	V;NFIN	V;IMP;FIN;ACT
historische	historiska	historisch	historisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
historische	historiska	historisch	historisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
katholischen	katolsk	katholisch	katolsk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
katholischen	katolik	katholisch	katolik	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
hochschule	universitet	hochschule	universitet	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
hochschule	university	hochschule	university	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hochschule	universitet	hochschule	universitet	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
hochschule	universitetet	hochschule	universitet	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
hochschule	högskola	hochschule	högskola	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hochschule	högskolan	hochschule	högskola	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
hochschule	högskola	hochschule	högskola	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dennoch	likväl	dennoch	likväl	ADV	ADV
dennoch	ännu	dennoch	ännu	ADV	ADV
dennoch	ändå	dennoch	ändå	ADV	ADV
dennoch	dock	dennoch	dock	ADV	ADV
dennoch	emellertid	dennoch	emellertid	ADV	ADV
schwer	tungt	schwer	tung	ADJ	ADJ;NOM;INDF;NEUT;SG
schwer	tung	schwer	tung	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwer	tunga	schwer	tung	ADJ	ADJ;NOM;PL
schwer	allvarlig	schwer	allvarlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwer	allvarliga	schwer	allvarlig	ADJ	ADJ;NOM;PL
schwer	svår	schwer	svår	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwer	jobbigt	schwer	jobbig	ADJ	ADJ;NOM;INDF;NEUT;SG
schwer	hård	schwer	hård	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwer	svårt	schwer	svår	ADJ	ADJ;NOM;INDF;NEUT;SG
schwer	hårda	schwer	hård	ADJ	ADJ;NOM;PL
schwer	tufft	schwer	tufft	ADJ	ADJ;NOM;INDF;NEUT;SG
schwer	tuff	schwer	tuff	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwer	tuffa	schwer	tuffa	ADJ	ADJ;NOM;PL
schwer	svår	schwer	svår	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwer	svårt	schwer	svår	ADJ	ADJ;NOM;INDF;NEUT;SG
ausschließlich	exklusivt	ausschließlich	exklusiv	ADJ	ADJ;NOM;INDF;NEUT;SG
ausschließlich	uteslutande	ausschließlich	uteslutande	ADJ	ADJ;NOM;PRS;V.PTCP
gruppen	grupper	grappen	grupp	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
gruppen	grupperna	grappen	grupp	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
neues	ny	neu	ny	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
neues	nytt	neu	ny	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
weder	varken	weder	varken	CONJ	CONJ
öffentlichen	offentliga	öffentlich	offentlig	ADJ;NOM;PL	ADJ;NOM;PL
ersetzt	ersatts	ersetzen	ersätta	V;V.PTCP	V;V.CVB;PASS
ersetzt	ersätter	ersetzen	ersätta	V;V.PTCP	V;IND;PRS;FIN;ACT
ersetzt	ersätts	ersetzen	ersätta	V;V.PTCP	V;IND;PRS;FIN;PASS
ersetzt	ersatte	ersetzen	ersätta	V;V.PTCP	V;IND;PST;FIN;ACT
ersetzt	ersattes	ersetzen	ersätta	V;V.PTCP	V;IND;PST;FIN;PASS
ersetzt	ersätta	ersetzen	ersätta	V;V.PTCP	V;IMP;FIN;ACT
ersetzt	ersätt	ersetzen	ersätt	V;V.PTCP	V;IMP;FIN;ACT
hauptsächlich	övervägande	hauptsächlich	övervägande	ADJ	ADJ;NOM
stimmen	rösta	stimmen	rösta	V;NFIN	V;IMP;FIN;ACT
stimmen	röstar	stimmen	rösta	V;NFIN	V;IND;PRS;FIN;ACT
geführt	leddes	führen	leda	V;V.PTCP	V;IND;PST;FIN;PASS
geführt	ledde	führen	leda	V;V.PTCP	V;IND;PST;FIN;ACT
geführt	genomförde	führen	genomföra	V;V.PTCP	V;IND;PST;FIN;ACT
wert	värt	wert	värd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
wert	värd	wert	värd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
späteren	efterföljande	spät	efterfölja	ADJ	ADJ;NOM;PRS;V.PTCP
frei	gratis	frei	gratis	ADJ	ADJ;NOM
frei	fri	frei	fri	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
frei	ledig	frei	ledig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
frei	fria	frei	fri	ADJ	ADJ;NOM;PL
kritik	kritik	kritik	kritik	N	N;NOM;INDF;MASC+FEM;SG
kritik	kritik	kritik	kritik	N	N;NOM;INDF;MASC+FEM;SG
kritik	kritik	kritik	kritik	N	N;NOM;INDF;MASC+FEM;SG
kritik	kritiker	kritik	kritik	N	N;NOM;INDF;MASC+FEM;PL
kritik	kritikerna	kritik	kritiker	N	N;NOM;DEF;MASC+FEM;PL
ehemaliger	pensionerade	ehemalig	pensionera	ADJ	ADJ;NOM;PL;PST;V.PTCP
ehemaliger	pensionerad	ehemalig	pensionerad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bekannte	kända	bekannt	känd	ADJ;NOM;PL	ADJ;NOM;PL;PST;V.PTCP
bekannte	bekanta	bekannt	bekant	ADJ;NOM;PL	ADJ;NOM;PL
bekannte	bekanta	bekannt	bekant	ADJ;NOM;PL	ADJ;NOM;PL
bekannte	bekanta	bekannt	bekant	ADJ;NOM;PL	ADJ;NOM;PL
beteiligt	involverad	beteiligen	involverad	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
beteiligt	inblandat	beteiligen	inblandad	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
beteiligt	delaktig	beteiligen	delaktig	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
beteiligt	involverade	beteiligen	involvera	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
beteiligt	inblandad	beteiligen	inblandad	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zahlreichen	talrika	zahlreich	talrik	ADJ;NOM;PL	ADJ;NOM;PL
östlich	östra	östlich	östra	ADJ	ADJ;NOM;DEF;SG
kategorien	kategorierna	kategorien	kategorium	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
kategorien	kategorier	kategorien	kategorium	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
selten	knappa	selten	knappa	ADJ	ADJ;NOM;PL
selten	sällsynta	selten	sällsynta	ADJ	ADJ;NOM;PL
selten	sällsynt	selten	sällsynt	ADJ	ADJ;NOM;INDF;NEUT;SG
selten	ovanlig	selten	ovanlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
selten	ovanligt	selten	ovanlig	ADJ	ADJ;NOM;INDF;NEUT;SG
schüler	studerande	schüler	studerande	ADJ	ADJ;NOM;PRS;V.PTCP
schüler	studerande	schüler	studerande	ADJ	ADJ;NOM;PRS;V.PTCP
dritte	tredje	dritt	tre	ADJ;NOM;FEM;PL	ADJ;NOM
fluss	flux	flassen	flux	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fluss	river	flassen	riva	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
fluss	floden	flassen	flyd	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
fluss	flod	flassen	flod	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fluss	flöde	flassen	flö	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
fluss	flödet	flassen	flöd	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
westlich	västra	westlich	onstra	ADJ	ADJ;NOM;DEF;SG
westlich	västlig	westlich	västlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vollständig	fulla	vollständig	fulla	ADJ	ADJ;NOM;PL
vollständig	fullständig	vollständig	fullständig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vollständig	full	vollständig	full	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vollständig	kompletta	vollständig	komplett	ADJ	ADJ;NOM;PL
vollständig	komplett	vollständig	komplett	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vollständig	fullständig	vollständig	fullständig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
club	club	club	club	N;NOM	N;NOM;INDF;NEUT;SG
club	klubb	club	klubb	N;NOM	N;NOM;INDF;MASC+FEM;SG
club	klubben	club	klubb	N;NOM	N;NOM;DEF;MASC+FEM;SG
club	klubba	club	klubba	N;NOM	N;NOM;INDF;MASC+FEM;SG
relativ	relativ	relativ	relativ	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
relativ	relativa	relativ	relativa	ADJ	ADJ;NOM;PL
jungen	unga	jung	ung	ADJ	ADJ;NOM;PL
jungen	yngre	jung	ung	ADJ	ADJ;NOM;CMPR
jungen	ung	jung	ung	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
erklärt	förklarade	erklären	förklara	V;V.PTCP	V;IND;PST;FIN;ACT
erklärt	förklarade	erklären	förklara	V;V.PTCP	V;IND;PST;FIN;ACT
erklärt	förklarar	erklären	förklara	V;V.PTCP	V;IND;PRS;FIN;ACT
erklärt	deklarerar	erklären	deklarera	V;V.PTCP	V;IND;PRS;FIN;ACT
gesehen	såg	sehen	se	V;V.PTCP	V;IMP;FIN;ACT
gesehen	tittat	sehen	titta	V;V.PTCP	V;V.CVB;ACT
gesehen	tittade	sehen	titta	V;V.PTCP	V;IND;PST;FIN;ACT
gesehen	såg	sehen	se	V;V.PTCP	V;IMP;FIN;ACT
gesehen	såg	sehen	se	V;V.PTCP	V;IMP;FIN;ACT
gesehen	visade	sehen	visa	V;V.PTCP	V;IND;PST;FIN;ACT
gesehen	visat	sehen	visa	V;V.PTCP	V;V.CVB;ACT
fanden	hittades	finden	hitta	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;PASS
fanden	hittas	finden	hitta	V;IND;PL;3;PST;FIN	V;NFIN;PASS
fanden	hittade	finden	hitta	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
nimmt	tar	nehmen	ta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bedeutet	betecknar	bedeuten	beteckna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bedeutet	betyder	bedeuten	betyda	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bedeutet	innebär	bedeuten	innebära	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bietet	erbjuder	bieten	erbjuda	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
bietet	tillhandahåller	bieten	tillhandahålla	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
vertreter	representativ	vertreter	representativ	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vertreter	representativt	vertreter	representativ	ADJ	ADJ;NOM;INDF;NEUT;SG
leute	grabbar	leute	grabb	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
leute	killar	leute	killa	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
leute	folk	leute	folk	N;NOM;PL	N;NOM;INDF;NEUT;PL
leute	människor	leute	människa	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
leute	personer	leute	person	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
leute	folk	leute	folk	N;NOM;PL	N;NOM;INDF;NEUT;PL
halten	hålla	halten	hålla	V;NFIN	V;NFIN;ACT
halten	inneha	halten	inneha	V;NFIN	V;IMP;FIN;ACT
halten	hold	halten	hold	V;NFIN	V;IMP;FIN;ACT
halten	håller	halten	hålla	V;NFIN	V;IND;PRS;FIN;ACT
halten	behåll	halten	behålla	V;NFIN	V;IMP;FIN;ACT
hand	palm	hand	palm	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
hand	handflata	hand	handflata	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hand	handen	hand	hand	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
hand	hand	hand	hand	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sammlung	sammanställningen	sammlung	sammanställning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sammlung	sammanställning	sammlung	sammanställning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sammlung	samling	sammlung	samling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sammlung	samlingen	sammlung	samling	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sammlung	collection	sammlung	collection	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sammlung	insamling	sammlung	insamling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
meisterschaft	mästerskap	meisterschaft	mästerskap	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
meisterschaft	mästerskap	meisterschaft	mästerskap	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
meisterschaft	championships	meisterschaft	championships	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
meisterschaft	mästerskap	meisterschaft	mästerskap	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
meisterschaft	championship	meisterschaft	championship	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
meisterschaft	mästerskapet	meisterschaft	mästerskap	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
erfolgreich	framgångsrika	erfolgreich	framgångsrika	ADJ	ADJ;NOM;PL
erfolgreich	framgångsrik	erfolgreich	framgångsrik	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
erfolgreich	lyckad	erfolgreich	lycka	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
erfolgreich	lyckat	erfolgreich	lyckad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erfolgreich	lyckat	erfolgreich	lyckad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nehmen	ta	nehmen	ta	V;NFIN	V;IMP;FIN;ACT
wichtige	viktiga	wichtig	viktig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
erbaut	byggde	erbauen	bygga	V;V.PTCP	V;IND;PST;FIN;ACT
bilden	bildar	bilden	bilda	V;NFIN	V;IND;PRS;FIN;ACT
bilden	bildas	bilden	bilda	V;NFIN	V;IND;FIN;PASS
hoch	höga	hoch	hög	ADJ	ADJ;NOM;PL
hoch	hög	hoch	hög	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
hoch	högt	hoch	hög	ADJ	ADJ;NOM;INDF;NEUT;SG
außerhalb	utanför	außerhalb	utanför	ADP	ADP
herren	gentlemän	herr	gentleman	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
herren	herrar	herr	herre	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
herren	herrar	herr	herre	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
herren	karlar	herr	karla	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
herren	män	herr	man	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
herren	herrar	herr	herre	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
erscheint	framträder	erscheinen	framträda	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
erscheint	verkar	erscheinen	verka	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
orte	platser	ort	plats	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
orte	ställen	ort	ställe	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
orte	platser	ort	plats	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
orte	orter	ort	ort	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
trotzdem	likväl	trotzdem	likväl	ADV	ADV
trotzdem	fortfarande	trotzdem	fortfarande	ADV	ADV
trotzdem	ändå	trotzdem	ändå	ADV	ADV
trotzdem	ännu	trotzdem	ännu	ADV	ADV
trotzdem	ändå	trotzdem	ändå	ADV	ADV
trotzdem	hursomhelst	trotzdem	hursomhelst	ADV	ADV;RL
staat	stat	staaen	stat	N	N;NOM;INDF;MASC+FEM;SG
staat	delstat	staaen	delstad	N	N;NOM;INDF;MASC+FEM;SG
staat	regering	staaen	regering	N	N;NOM;INDF;MASC+FEM;SG
staat	regeringen	staaen	regering	N	N;NOM;DEF;MASC+FEM;SG
langen	långa	lang	lång	ADJ	ADJ;NOM;PL
langen	lång	lang	lång	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
