年	سال	年	سال	N	N;SG
監督	نظارتی	監督	نظارتی	N	N;SG
軌道	شیار	軌道	شیار	N	N;SG
軌道	اوربیتال	軌道	اوربیتال	N	N;SG
軌道	مداری	軌道	مداری	N	N;SG
軌道	مدار	軌道	مدار	N	N;SG
軌道	مدارهای	軌道	مدار	N	N;PL
狼	گرگ	狼	گرگ	N	N;SG
狼	وولف	狼	وولف	N	N;SG
狼	گرگه	狼	گرگه	N	N;SG
狼	ولف	狼	ولف	N	N;SG
部門	وزارت	部門	وزارت	N	N;SG
部門	اداره	部門	اداره	N	N;SG
部門	بخش	部門	بخش	N	N;SG
部門	بخش	部門	بخش	N	N;SG
部門	سکتور	部門	سکتور	N	N;SG
汗	khan	汗	khan	N	N;SG
汗	خان	汗	خان	N	N;SG
汗	هانگ	汗	هانگ	N	N;SG
汗	عرق	汗	عرق	N	N;SG
廣播	پخش	廣播	پخش	N	N;SG
廣播	مخابره	廣播	None	N	N;SG
廣播	رادیویی	廣播	رادیویی	N	N;SG
廣播	رادیو	廣播	رادیو	N	N;SG
廣播	بیسیم	廣播	دیست#ییس	N	N;SG
河畔	ناد	河畔	ناد	N	N;SG
比例	نسبتهای	比例	نسبت	N	N;PL
比例	تناسب	比例	تناسب	N	N;SG
比例	تناسب	比例	تناسب	N	N;SG
比例	متناسب	比例	متناسب	N	N;SG
偶像	بتان	偶像	بتان	N	N;SG
偶像	بتها	偶像	بت	N	N;PL
偶像	طاغوت	偶像	None	N	N;SG
側	کناری	側	کناری	N	N;SG
側	جانبی	側	جانبی	N	N;SG
側	پهلو	側	پهلو	N	N;SG
側	طرف	側	طرف	N	N;SG
父母	والدین	父母	والد	N	N;PL
它們	آنها	它	آن	PRO;PL;3	PRO;PL
它們	ایشان	它	ایشان	PRO;PL;3	PRO;PL;3
選區	سبها	選區	سب	N	N;SG
冬	وینتر	冬	وینتر	N	N;SG
冬	زمستان	冬	زمستان	N	N;SG
冬	زمستون	冬	زمستون	N	N;SG
冬	زمستانی	冬	زمستانی	N	N;SG
綠	میدوری	綠	میدوری	N	N;SG
綠	گرین	綠	گرین	N	N;SG
設施	امکانات	設施	امکان	N	N;PL
設施	تأسیسات	設施	تأسیسات	N	N;SG
設施	تاسیسات	設施	تاسیست	N	N;SG
框	باکس	框	باکس	N	N;SG
框	جعبه	框	جعبه	N	N;SG
框	فریم	框	فریم	N	N;SG
框	قاب	框	None	N	N;SG
框	چارچوب	框	چارچوب	N	N;SG
框	فریم	框	فریم	N	N;SG
住宅	مسکونی	住宅	None	N	N;SG
住宅	اقامتگاه	住宅	اقامتگاه	N	N;SG
住宅	جایگاه	住宅	جایگاه	N	N;SG
住宅	اقامت	住宅	اقامت	N	N;SG
殺	بکش	殺	بکش	V	V;IMP;SG;2
殺	بکشی	殺	None	V	V;SBJV;SG;2;PRS
殺	بکشم	殺	None	V	V;SBJV;SG;1;PRS
山脈	کوهستان	山脈	کوهستان	N	N;SG
山脈	کوهها	山脈	کوه	N	N;PL
山脈	گستره	山脈	گستره	N	N;SG
食品	غذایی	食品	غذا	N	N;SG
食品	خوراک	食品	خوراک	N	N;SG
食品	غذا	食品	غذا	N	N;SG
食品	غذاها	食品	غذا	N	N;PL
食品	غذاهای	食品	غذا	N	N;PL
王國	فرمانروایی	王國	فرمانروایی	N	N;SG
王國	پادشاهی	王國	پادشاه	N	N;SG
王國	قلمرو	王國	قلمرو	N	N;SG
王國	سرزمینها	王國	سرزمین	N	N;PL
深度	اعماق	深度	عمق	N	N;PL
深度	عمق	深度	عمق	N	N;SG
法案	بیل	法案	بیل	N	N;SG
法案	اسکناس	法案	اسکناس	N	N;SG
法案	صورتحساب	法案	صورتحساب	N	N;SG
法案	قبض	法案	قبض	N	N;SG
有限	محدود	有限	محدود	ADJ	ADJ
學者	دانشگاهیان	學者	دانشگاهی	N	N;PL
學者	ادیب	學者	ادیب	N	N;SG
學者	پژوهشگر	學者	پژوهشگر	N	N;SG
學者	عالمان	學者	عالم	N	N;PL
學者	دانشمندان	學者	دانشمند	N	N;PL
學者	علمای	學者	عالم	N	N;PL
學者	محققان	學者	محقق	N	N;PL
戰士	سرباز	戰士	سرباز	N	N;SG
戰士	سربازی	戰士	سربازی	N	N;SG
戰士	مبارز	戰士	مبارز	N	N;SG
戰士	سلحشور	戰士	None	N	N;SG
戰士	جنگجوی	戰士	جنگجوی	N	N;SG
合成	کامپوزیت	合成	کامپوزیت	N	N;SG
合成	مرکب	合成	None	N	N;SG
合成	سنتز	合成	سنتز	N	N;SG
基因	ژنها	基因	ژن	N	N;PL
基因	ژن	基因	ژن	N	N;SG
基因	ژنی	基因	ژنی	N	N;SG
基因	ژنها	基因	ژن	N	N;PL
基因	ژن	基因	ژن	N	N;SG
基因	ژنهای	基因	ژن	N	N;PL
罪	گناه	罪	گناه	N	N;SG
罪	sin	罪	sin	N	N;SG
罪	گناهی	罪	گناه	N	N;SG
罪	گناهان	罪	گناه	N	N;PL
鳥	پرنده	鳥	پرنده	N	N;SG
鳥	پرندگان	鳥	پرنده	N	N;PL
教練	coach	教練	coach	N	N;SG
教練	دلیجان	教練	دلیج	N	N;SG
教練	مربیگری	教練	None	N	N;SG
教練	مربی	教練	مربی	N	N;SG
槍	تفنگ	槍	None	N	N;SG
槍	تفنگی	槍	تفنگی	N	N;SG
槍	اسلحه	槍	اسلحه	N	N;PL
讀	بخوان	讀	None	V	V;IMP;SG;2
讀	خوانده	讀	خواند#خوان	V	V;SG;3;V.PTCP
讀	بخوانند	讀	خواند#خوان	V	V;SBJV;PL;3;PRS
讀	بخوانید	讀	خواند#خوان	V	V;SBJV;PL;2;PRS
部落	قبیله	部落	None	N	N;SG
部落	قبیله	部落	None	N	N;SG
部落	قبایل	部落	None	N	N;PL
部落	قبیله	部落	None	N	N;SG
部落	پشتون	部落	پشتون	N	N;SG
部落	قبایلی	部落	قبایلی	N	N;PL
教會	کلیساها	教會	کلیسا	N	N;PL
教會	کلیساهای	教會	کلیسا	N	N;PL
教會	کلیسا	教會	None	N	N;SG
教會	چرچ	教會	چرچ	N	N;SG
教會	کلیسای	教會	None	N	N;SG
記者	خبرنگاران	記者	خبرنگار	N	N;PL
記者	خبرنگارها	記者	خبرنگار	N	N;PL
記者	خبرنگار	記者	خبرنگار	N	N;SG
記者	گزارشگر	記者	None	N	N;SG
數量	کمیت	數量	کمیت	N	N;SG
星系	کهکشانها	星系	کهکشان	N	N;PL
星系	کهکشان	星系	کهکشان	N	N;SG
星系	گلکسی	星系	گلکسی	N	N;SG
假	کاذب	假	کاذب	N	N;SG
假	دروغین	假	دروغین	N	N;SG
假	نادرست	假	نادرست	N	N;SG
假	باطل	假	None	N	N;SG
假	تقلبی	假	تقلبی	N	N;SG
假	الکی	假	الکی	N	N;SG
假	زرشک	假	زرشک	N	N;SG
假	جعل	假	None	N	N;SG
假	جعلی	假	جعلی	N	N;SG
感	عقل	感	عقل	N	N;SG
感	حس	感	حس	N	N;SG
留下	بمان	留下	None	V	V;IMP;SG;2
留下	بمانی	留下	بمانی	V	V;IMP;2
留下	بمانم	留下	ممتم	V	V;SBJV;SG;1;PRS
留下	بمانید	留下	None	V	V;SBJV;PL;2;PRS
程式	برنامۀ	程式	برنامۀ	N	N;SG
程式	پروگرام	程式	پروگرام	N	N;SG
程式	برنامه	程式	برنامه	N	N;SG
校長	مدیر	校長	مدیر	N	N;SG
步	گام	步	گام	N	N;SG
步	مرحله	步	مرحله	N	N;SG
步	قدم	步	قدم	N	N;SG
刀	شمشیر	刀	شمشیر	N	N;SG
刀	چاقوی	刀	چاقوی	N	N;SG
刀	چاقو	刀	None	N	N;SG
刀	کارد	刀	کارد#کار	N	N;SG
刀	چاقویی	刀	چاقویی	N	N;SG
太子	پرنس	太子	پرنس	N	N;SG
太子	پرینس	太子	پرینس	N	N;SG
太子	شاهزاده	太子	شاهزاده	N	N;SG
檔案	آرشیو	檔案	آرشیو	N	N;PL
檔案	بایگانی	檔案	بایگانی	N	N;SG
檔案	پرونده	檔案	پرونده	N	N;SG
檔案	آرشیو	檔案	آرشیو	N	N;PL
檔案	بایگانی	檔案	بایگانی	N	N;SG
爵士	جاز	爵士	جاز	N	N;SG
狗	سگ	狗	سگ	N	N;SG
狗	سگی	狗	سگی	N	N;SG
狗	سگهای	狗	سگ	N	N;PL
狗	سگها	狗	سگ	N	N;PL
狗	سگا	狗	سگا	N	N;SG
國會	مجلس	國會	مجلس	N	N;SG
國會	پارلمان	國會	پارلمان	N	N;SG
國會	کنگره	國會	کنگره	N	N;SG
病毒	ویروس	病毒	ویروس	N	N;SG
病毒	ویروس	病毒	ویروس	N	N;SG
病毒	ویروسها	病毒	ویروس	N	N;PL
對手	رقیب	對手	رقیب	N	N;SG
對手	مخالفان	對手	مخالف	N	N;PL
對手	رقیب	對手	رقیب	N	N;SG
對手	رقبای	對手	رقیب	N	N;PL
對手	حریفی	對手	حریف	N	N;SG
對手	رقیب	對手	رقیب	N	N;SG
對手	حریف	對手	حریف	N	N;SG
湯	سوپ	湯	سوپ	N	N;SG
艦隊	ناوگان	艦隊	ناوه	N	N;SG
錢	پول	錢	پول	N	N;SG
錢	پولی	錢	پولی	N	N;SG
碑	یادبود	碑	یادبود	N	N;SG
碑	یادمان	碑	یادم	N	N;SG
棒球	بیسبال	棒球	بیسبال	N	N;SG
中立	بیطرف	中立	بیطرف	N	N;SG
中立	خنثی	中立	None	N	N;SG
質量	جرم	質量	جرم	N	N;SG
質量	توده	質量	None	N	N;SG
質量	کیفیتی	質量	کیفیت	N	N;SG
質量	کیفیت	質量	کیفیت	N	N;SG
化石	فسیلی	化石	فسیلی	N	N;SG
化石	فسیل	化石	فسیل	N	N;SG
恆星	اختری	恆星	اختری	N	N;SG
恆星	استار	恆星	استار	N	N;SG
恆星	ستاره	恆星	ستاره	N	N;SG
恆星	ستارگان	恆星	None	N	N;PL
部長	وزیر	部長	وزیر	N	N;SG
部長	وزیری	部長	وزیری	N	N;SG
東方	شرق	東方	شرق	N	N;SG
東方	شرقی	東方	شرقی	N	N;SG
東方	خاوری	東方	خاوری	N	N;SG
東方	شرقی	東方	شرقی	N	N;SG
東方	اورینت	東方	اورینت	N	N;SG
東方	شرق	東方	شرق	N	N;SG
東方	شرقی	東方	شرقی	N	N;SG
羽毛	بدمینتون	羽毛	None	N	N;SG
幾乎	تقریباً	幾乎	تقریباً	ADV	ADV
幾乎	تقریبا	幾乎	None	ADV	ADV
例子	مثالهای	例子	مثال	N	N;PL
月球	قمری	月球	قمری	N	N;SG
月球	قمر	月球	قمر	N	N;SG
月球	ماه	月球	ماه	N	N;SG
月球	moon	月球	moon	N	N;SG
地圖	نگاشت	地圖	نگاشت#گار	N	N;SG
地圖	نقشه	地圖	None	N	N;SG
女兒	دختر	女兒	دختر	N	N;SG
官員	افسران	官員	افسر	N	N;PL
官員	مقامات	官員	مقام	N	N;PL
原子	اتمهای	原子	اتم	N	N;PL
原子	اتمها	原子	اتم	N	N;PL
原子	اتم	原子	اتم	N	N;SG
觀眾	تماشاچیان	觀眾	تماشاچی	N	N;PL
觀眾	تماشاگران	觀眾	تماشاگر	N	N;PL
觀眾	حضار	觀眾	حضار	N	N;PL
觀眾	مخاطب	觀眾	مخاطب	N	N;SG
觀眾	تماشاگران	觀眾	تماشاگر	N	N;PL
觀眾	مخاطبین	觀眾	مخاطب	N	N;PL
觀眾	بیننده	觀眾	بیننده	N	N;SG
觀眾	بینندگان	觀眾	None	N	N;PL
觀眾	بازدیدکنندگان	觀眾	بازدیدکننده	N	N;PL
貓	گربه	貓	گربه	N	N;SG
貓	cat	貓	cat	N	N;SG
貓	گربه	貓	گربه	N	N;SG
測試	آزمون	測試	آزمون	N	N;SG
測試	آزمایش	測試	آزمایش	N	N;SG
測試	تست	測試	None	N	N;SG
測試	آزمونهای	測試	آزمون	N	N;PL
測試	آزمون	測試	آزمون	N	N;SG
測試	آزمودن	測試	آزمودن	N	N;SG
測試	آزمایش	測試	آزمایش	N	N;SG
測試	تست	測試	None	N	N;SG
專業	حرفهای	專業	حرف	N	N;PL
專業	حرفه	專業	None	N	N;SG
專業	شغلی	專業	شغلی	N	N;SG
專業	شغل	專業	شغل	N	N;SG
專業	تخصص	專業	تخصص	N	N;SG
旅遊	تور	旅遊	تور	N	N;SG
旅遊	tour	旅遊	tour	N	N;SG
旅遊	مسافرت	旅遊	مسافرت	N	N;SG
旅遊	travel	旅遊	travel	N	N;SG
旅遊	سفر	旅遊	سفر	N	N;SG
旅遊	گردشگری	旅遊	گردشگری	N	N;SG
旅遊	توریست	旅遊	توریست	N	N;SG
旅遊	گردشگری	旅遊	گردشگری	N	N;SG
旅遊	جهانگرد	旅遊	جهانگرد	N	N;SG
旅遊	توریستی	旅遊	توریستی	N	N;SG
旅遊	گردشگر	旅遊	گردشگر	N	N;SG
旅遊	سفر	旅遊	سفر	N	N;SG
旅遊	مسافرت	旅遊	مسافرت	N	N;SG
石油	نفت	石油	نفت	N	N;SG
石油	اویل	石油	اویل	N	N;SG
石油	روغن	石油	روغن	N	N;SG
石油	نفت	石油	نفت	N	N;SG
需求	نیاز	需求	نیاز	N	N;SG
需求	نیاز	需求	نیاز	N	N;SG
需求	مطالبه	需求	None	N	N;SG
需求	تقاضا	需求	تقاضا	N	N;SG
內部	interior	內部	None	N	N;SG
內部	درون	內部	درون	N	N;SG
集合	جمع	集合	جمع	N	N;SG
方言	گویش	方言	None	N	N;SG
方言	ایرونی	方言	ایرونی	N	N;SG
方言	گویشهای	方言	گویش	N	N;PL
日文	ژاپنی	日文	ژاپنی	N	N;SG
犯罪	جنایات	犯罪	None	N	N;PL
犯罪	جرایم	犯罪	None	N	N;PL
犯罪	جرائم	犯罪	None	N	N;PL
犯罪	جرم	犯罪	جرم	N	N;SG
犯罪	جنایت	犯罪	جنایت	N	N;SG
犯罪	جرایم	犯罪	None	N	N;PL
犯罪	جُرم	犯罪	جُرم	N	N;SG
君主	مونارچ	君主	مونارچ	N	N;SG
君主	شهریاری	君主	شهریاری	N	N;SG
君主	دایملر	君主	دایملر	N	N;SG
公爵	دوک	公爵	دوک	N	N;SG
軟體	نرمافزار	軟體	نرمافزار	N	N;SG
每日	دیلی	每日	دیلی	N	N;SG
原始	خام	原始	خام	N	N;SG
原始	راو	原始	راو	N	N;SG
原始	raw	原始	raw	N	N;SG
原始	اصیل	原始	None	N	N;SG
原始	اوریجینال	原始	اوریجینال	N	N;SG
警告	اخطار	警告	خطر	N	N;SG
警告	هشدار	警告	هشدار	N	N;SG
警告	هشدارها	警告	هشدار	N	N;PL
俱樂部	باشگاه	俱樂部	باشگاه	N	N;SG
俱樂部	چماق	俱樂部	چماق	N	N;SG
俱樂部	کلاب	俱樂部	کلاب	N	N;SG
俱樂部	کلوب	俱樂部	کلوب	N	N;SG
俱樂部	کلوپ	俱樂部	کلوپ	N	N;SG
俱樂部	خاج	俱樂部	خاج	N	N;SG
敗	شکست	敗	شکست	N	N;SG
貿易	تجارت	貿易	تجارت	N	N;SG
貿易	تجارت	貿易	تجارت	N	N;SG
身體	بدن	身體	بدن	N	N;SG
身體	بدنی	身體	بدنی	N	N;SG
身體	بدنه	身體	بدنه	N	N;SG
身體	جسم	身體	جسم	N	N;SG
身體	b	身體	b	N	N;SG
碼頭	لنگرگاه	碼頭	لنگرگاه	N	N;SG
碼頭	بارانداز	碼頭	بارانداز	N	N;SG
碼頭	اسکله	碼頭	اسکله	N	N;SG
碼頭	اسکله	碼頭	اسکله	N	N;SG
女	شیرزن	女	None	N	N;SG
女	بازیگر	女	بازیگر	N	N;SG
女	actress	女	actress	N	N;SG
恐怖	ترور	恐怖	ترور	N	N;SG
恐怖	دلهره	恐怖	دلهره	N	N;SG
恐怖	هراس	恐怖	هراس	N	N;SG
恐怖	ترسناک	恐怖	None	N	N;SG
恐怖	وحشت	恐怖	وحشت	N	N;SG
柴油	دیزل	柴油	دیزل	N	N;SG
肖	شاو	肖	شاو	N	N;SG
園	باغچه	園	باغچه	N	N;SG
園	باغ	園	باغ	N	N;SG
園	گاردن	園	گاردن	N	N;SG
園	بهشت	園	بهشت	N	N;SG
風格	استایلز	風格	استایلز	N	N;SG
風格	سبکهای	風格	سبک	N	N;PL
風格	سبک	風格	سبک	N	N;SG
勝利	برنده	勝利	برنده	N	N;SG
勝利	پیروزی	勝利	پیروزی	N	N;SG
勝利	فتح	勝利	فتح	N	N;SG
勝利	پیروزی	勝利	پیروزی	N	N;SG
勝利	تریومف	勝利	تریومف	N	N;SG
女王	queen	女王	queen	N	N;SG
女王	ملکه	女王	ملکه	N	N;SG
女王	بیبی	女王	بیبی	N	N;SG
天皇	امپراتور	天皇	امپراتور	N	N;SG
天皇	امپراطور	天皇	امپراطور	N	N;SG
舞台	آرنا	舞台	آرنا	N	N;SG
舞台	مرحله	舞台	مرحله	N	N;SG
舞台	صحنه	舞台	صحنه	N	N;SG
舞台	استیج	舞台	استیج	N	N;SG
食物	غذایی	食物	غذا	N	N;SG
食物	خوراک	食物	خوراک	N	N;SG
食物	غذا	食物	غذا	N	N;SG
食物	غذاها	食物	غذا	N	N;PL
食物	غذاهای	食物	غذا	N	N;PL
廠	گیاهی	廠	گیاهی	N	N;SG
廠	نیروگاه	廠	نیروگاه	N	N;SG
廠	پلنت	廠	پلنت	N	N;SG
廠	گیاه	廠	گیاه	N	N;SG
廠	کارخانه	廠	کارخانه	N	N;SG
意外	حادثه	意外	حادثه	N	N;SG
意外	تصادفی	意外	None	N	N;SG
意外	تصادف	意外	None	N	N;SG
羽	پر	羽	پر	N	N;SG
羽	پرم	羽	پرم	N	N;SG
前鋒	ونگارد	前鋒	ونگارد	N	N;SG
前鋒	استرایکر	前鋒	استرایکر	N	N;SG
前鋒	مهاجم	前鋒	None	N	N;SG
收費	اتهامی	收費	اتهامی	N	N;SG
收費	اتهامات	收費	اتهام	N	N;PL
收費	اتهام	收費	اتهام	N	N;SG
收費	اتهاماتی	收費	اتهاماتی	N	N;PL
收費	اتهام	收費	اتهام	N	N;SG
收費	شارژ	收費	شارژ	N	N;SG
收費	اجرت	收費	اجرت	N	N;SG
收費	مزد	收費	مزد	N	N;SG
收費	دستمزد	收費	دستمزد	N	N;SG
收費	انها	收費	انها	N	N;PL
收費	شهریه	收費	شهریه	N	N;SG
巷	کوچه	巷	کوچه	N	N;SG
圖書	کتابخانه	圖書	کتابخانه	N	N;SG
人生	زندگى	人生	زندگى	N	N;SG
人生	زندگی	人生	زندگی	N	N;SG
通用	عام	通用	None	N	N;SG
通用	رایج	通用	رایج	N	N;SG
天文	نجومی	天文	نجومی	N	N;SG
天文	اخترشناسی	天文	اخترشناسی	N	N;SG
天文	اخترشناسی	天文	اخترشناسی	N	N;SG
天文	نجوم	天文	نجوم	N	N;SG
原創	اصالت	原創	اصالت	N	N;SG
原創	اصیل	原創	None	N	N;SG
原創	اوریجینال	原創	اوریجینال	N	N;SG
地鐵	مترو	地鐵	مترو	N	N;SG
地鐵	متروی	地鐵	متروی	N	N;SG
地鐵	مترو	地鐵	مترو	N	N;SG
地鐵	متروی	地鐵	متروی	N	N;SG
瓜	خربزه	瓜	خربزه	N	N;SG
司法	عدالت	司法	None	N	N;SG
司法	عدل	司法	None	N	N;SG
花園	باغچه	花園	باغچه	N	N;SG
花園	باغ	花園	باغ	N	N;SG
花園	گاردن	花園	گاردن	N	N;SG
花園	بهشت	花園	بهشت	N	N;SG
花園	باغ	花園	باغ	N	N;SG
花園	بوستان	花園	بوستان	N	N;SG
花園	باغها	花園	باغ	N	N;PL
實驗	آزمایش	實驗	آزمایش	N	N;SG
實驗	تجربی	實驗	تجربی	N	N;SG
實驗	آزمایشی	實驗	آزمایش	N	N;SG
課程	دوره	課程	دوره	N	N;SG
箱	باکس	箱	باکس	N	N;SG
箱	جعبه	箱	جعبه	N	N;SG
配置	پیکربندی	配置	پیکربندی	N	N;SG
後衛	مدافع	後衛	مدفعه	N	N;PL
國內	اهلی	國內	اهلی	N	N;SG
個	ماه	個	ماه	N	N;SG
現場	صحنه	現場	صحنه	N	N;SG
現場	سکانس	現場	سکانس	N	N;SG
尤其	مخصوصا	尤其	مخصوصا	ADV	ADV
十字	صلیب	十字	صلیب	N	N;SG
十字	کراس	十字	کراس	N	N;SG
十字	عبور	十字	عبور	N	N;SG
信仰	ایمانش	信仰	ایمانش	N	N;SG
信仰	ایمان	信仰	ایمان	N	N;SG
信仰	ایمانی	信仰	ایمان	N	N;SG
信仰	اعتقاد	信仰	اعتقاد	N	N;SG
信仰	اعتقادات	信仰	اعتقاد	N	N;PL
信仰	عقاید	信仰	عقیده	N	N;PL
信仰	باورهای	信仰	باور	N	N;PL
反應	واکنشی	反應	واکنش	N	N;SG
反應	واکنش	反應	واکنش	N	N;SG
反應	واکنشهای	反應	واکنش	N	N;PL
賞	اجر	賞	None	N	N;SG
賞	پاداش	賞	پاداش	N	N;SG
卒	مهره	卒	مهره	N	N;SG
文明	تمدن	文明	تمدن	N	N;SG
文明	تمدنی	文明	تمدن	N	N;SG
價值	مقادیر	價值	مقدار	N	N;PL
價值	ارزشها	價值	ارزش	N	N;PL
本地	محلی	本地	محل	N	N;SG
本地	محلی	本地	محل	N	N;SG
案件	پرونده	案件	پرونده	N	N;SG
案件	کیس	案件	کیس	N	N;SG
案件	مورد	案件	مورد	N	N;SG
旅行	مسافرت	旅行	مسافرت	N	N;SG
旅行	travel	旅行	travel	N	N;SG
旅行	سفر	旅行	سفر	N	N;SG
旅行	سفر	旅行	سفر	N	N;SG
旅行	مسافرت	旅行	مسافرت	N	N;SG
旅行	سفر	旅行	سفر	N	N;SG
冬季	وینتر	冬季	وینتر	N	N;SG
冬季	زمستان	冬季	زمستان	N	N;SG
冬季	زمستون	冬季	زمستون	N	N;SG
冬季	زمستانی	冬季	زمستانی	N	N;SG
步槍	تفنگ	步槍	None	N	N;SG
捷運	مترو	捷運	مترو	N	N;SG
捷運	متروی	捷運	متروی	N	N;SG
久	لانگ	久	لانگ	N	N;SG
機器	ماشینی	機器	ماشینی	N	N;SG
機器	ماشین	機器	ماشین	N	N;SG
機器	دستگاه	機器	دستگاه	N	N;SG
機器	دستگاهها	機器	دستگاه	N	N;PL
機器	ماشینها	機器	ماشین	N	N;PL
通道	کانال	通道	None	N	N;SG
通道	مجرا	通道	None	N	N;SG
通道	مجرای	通道	None	N	N;SG
通道	چنل	通道	چنل	N	N;SG
通道	channel	通道	channel	N	N;SG
墨	جوهر	墨	جوهر	N	N;SG
墨	مرکب	墨	None	N	N;SG
疾病	بیماری	疾病	بیماری	N	N;SG
疾病	بیماری	疾病	بیماری	N	N;SG
疾病	بیماریهای	疾病	بیماری	N	N;PL
疾病	بیماریها	疾病	بیماری	N	N;PL
疾病	ناخوشی	疾病	ناخوشی	N	N;SG
疾病	مرضی	疾病	مرضی	N	N;SG
疾病	بیماری	疾病	بیماری	N	N;SG
英里	مایل	英里	مایل	N	N;SG
英里	مایلز	英里	مایلز	N	N;SG
心理	روانشناسی	心理	روانشناسی	N	N;SG
心理	روانشناختی	心理	روانشناختی	N	N;SG
心理	روانشناسی	心理	روانشناسی	N	N;SG
心理	ذهنی	心理	ذهن	N	N;SG
每個	هر	每個	هر	DET	DET
嘴	دهان	嘴	دهان	N	N;SG
嘴	دهن	嘴	دهن	N	N;SG
數位	رقمی	數位	None	N	N;SG
數位	digital	數位	digital	N	N;SG
數位	دیجیتالی	數位	None	N	N;SG
數位	دیجیتال	數位	None	N	N;SG
協議	توافقنامه	協議	توافقنامه	N	N;SG
協議	موافقتنامه	協議	موافقتنامه	N	N;SG
協議	قرارداد	協議	قرارداد	N	N;SG
協議	توافق	協議	توافق	N	N;SG
支流	darling	支流	darling	N	N;SG
郎	لنگ	郎	لنگ	N	N;SG
蛋白	پروتئین	蛋白	پروتئین	N	N;SG
蛋白	پروتئینی	蛋白	پروتئینی	N	N;SG
蛋白	پروتئینهای	蛋白	پروتئین	N	N;PL
蛋白	پروتئینها	蛋白	پروتئین	N	N;PL
蛋白	پروتئینهای	蛋白	پروتئین	N	N;PL
條件	شرطی	條件	شرط	N	N;SG
條件	وضعیتهای	條件	وضعیت	N	N;PL
條件	شرایط	條件	شرایط	N	N;PL
條件	شرط	條件	شرط	N	N;SG
條件	شرایط	條件	شرایط	N	N;PL
名單	فهرست	名單	فهرست	N	N;SG
隊長	کاپیتان	隊長	کاپیت	N	N;SG
隊長	سروان	隊長	سروان	N	N;SG
隊長	ناخدا	隊長	ناخدا	N	N;SG
戲劇	درام	戲劇	درام	N	N;SG
戲劇	تئاتر	戲劇	None	N	N;PL
戲劇	theater	戲劇	theater	N	N;SG
戲劇	سینماها	戲劇	سینما	N	N;PL
戲劇	تئاتر	戲劇	None	N	N;PL
牙	دندانها	牙	دندان	N	N;PL
牙	دندون	牙	دندون	N	N;SG
牙	دندان	牙	دندان	N	N;SG
牙	دندانهای	牙	دندان	N	N;PL
牙	دندان	牙	دندان	N	N;SG
牙	دندون	牙	دندون	N	N;SG
吃	بخورید	吃	None	V	V;SBJV;PL;2;PRS
吃	بخورم	吃	None	V	V;SBJV;SG;1;PRS
強烈	قوی	強烈	قوی	ADJ	ADJ
女人	زن	女人	زن	N	N;SG
女人	زنی	女人	زن	N	N;SG
資源	منبع	資源	منبع	N	N;SG
資源	منابع	資源	منبع	N	N;PL
平面	مسطح	平面	مسطح	N	N;SG
平面	فلت	平面	فلت	N	N;SG
平面	هواپیمای	平面	هواپیما	N	N;SG
平面	هواپیمایی	平面	هواپیمایی	N	N;SG
平面	هواپیما	平面	هواپیما	N	N;SG
重量	وزنه	重量	None	N	N;SG
重量	وزنش	重量	وزنش	N	N;SG
重量	وزنه	重量	None	N	N;SG
重量	وزن	重量	وزن	N	N;SG
依然	همچنان	依然	همچنان	ADV	ADV
依然	هنوزم	依然	هنوزم	ADV	ADV
依然	هنوز	依然	هنوز	ADV	ADV
化學	شیمیایی	化學	شیمیایی	N	N;SG
化學	chemistry	化學	chemistry	N	N;SG
化學	شیمی	化學	شیمی	N	N;SG
房屋	خانه	房屋	خانه	N	N;SG
共識	اجماع	共識	اجماع	N	N;SG
基金	پایه	基金	پایه	N	N;SG
基金	بنیاد	基金	None	N	N;SG
基金	پایه	基金	پایه	N	N;SG
老師	معلم	老師	معلم	N	N;SG
老師	معلمی	老師	معلم	N	N;SG
老師	teacher	老師	teacher	N	N;SG
老師	آموزگار	老師	آموزگار	N	N;SG
經紀	دلالی	經紀	None	N	N;SG
經紀	دلال	經紀	None	N	N;SG
經紀	کارگزار	經紀	کارگزار	N	N;SG
刻	حکاکی	刻	حکاکی	N	N;SG
合約	قراردادهای	合約	قرارداد	N	N;PL
合約	قراردادها	合約	قرارداد	N	N;PL
合約	قرارداد	合約	قرارداد	N	N;SG
平原	دشتی	平原	دشتی	N	N;SG
平原	دشتهای	平原	دشت	N	N;PL
幸福	خوشبختی	幸福	خوشبختی	N	N;SG
幸福	شادی	幸福	شادی	N	N;SG
幸福	خوشی	幸福	None	N	N;SG
幸福	مبارک	幸福	مبارک	N	N;SG
靜	جینگ	靜	جینگ	N	N;SG
弟弟	برادر	弟弟	برادر	N	N;SG
弟弟	داداش	弟弟	داداش	N	N;SG
城堡	قصر	城堡	None	N	N;SG
城堡	کاستل	城堡	کاستل	N	N;SG
城堡	کستل	城堡	کستل	N	N;SG
城堡	قلعه	城堡	قلعه	N	N;SG
影像	تصاویر	影像	تصویر	N	N;PL
影像	تصویر	影像	تصویر	N	N;SG
影像	نگاره	影像	نگاره	N	N;SG
影像	تصویربرداری	影像	تصویربرداری	N	N;SG
院士	آکادمیسین	院士	آکادمیسین	N	N;SG
吻	بوس	吻	بوس	N	N;SG
吻	بوسه	吻	None	N	N;SG
吻	بوس	吻	بوس	N	N;SG
