nuits	nopți	nuit	noapte	N;FEM;PL	N;INDF;FEM;PL
figaro	figaro	figaro	figaro	N;MASC;SG	N;INDF;MASC;SG
implantation	implantare	implantation	implantare	N;FEM;SG	N;INDF;FEM;SG
irlandaise	irlandez	irlandais	irlandez	ADJ;FEM;SG	ADJ;INDF;MASC;SG
irlandaise	irlandeză	irlandais	irlandez	ADJ;FEM;SG	ADJ;INDF;FEM;SG
boucle	cataramă	boucle	cataramă	N;FEM;SG	N;INDF;FEM;SG
boucle	buclă	boucle	buclă	N;FEM;SG	N;INDF;FEM;SG
boucle	bucla	boucle	buclă	N;FEM;SG	N;DEF;FEM;SG
produisent	produc	produire	produce	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
escadre	escadronul	escadre	escadron	N;FEM;SG	N;DEF;MASC;SG
escadre	escadrilă	escadre	escadrilă	N;FEM;SG	N;INDF;FEM;SG
escadre	escadrila	escadre	escadrilă	N;FEM;SG	N;DEF;FEM;SG
escadre	escadron	escadre	escadron	N;FEM;SG	N;INDF;MASC;SG
escadre	aripă	escadre	aripă	N;FEM;SG	N;INDF;FEM;SG
escadre	aripa	escadre	aripă	N;FEM;SG	N;DEF;FEM;SG
maçonnerie	zidărie	maçonnerie	zidărie	N;FEM;SG	N;INDF;FEM;SG
piliers	stâlpi	pilier	stâlp	N;MASC;PL	N;INDF;MASC;PL
piliers	piloni	pilier	pilon	N;MASC;PL	N;INDF;MASC;PL
coordination	coordonare	coordination	coordonare	N;FEM;SG	N;INDF;FEM;SG
coordination	coordonarea	coordination	coordonare	N;FEM;SG	N;DEF;FEM;SG
talents	talentele	talent	talent	N;MASC;PL	N;DEF;FEM;PL
talents	talente	talent	talent	N;MASC;PL	N;INDF;FEM;PL
talents	talente	talent	talent	N;MASC;PL	N;INDF;FEM;PL
diplomatique	diplomatic	diplomatique	diplomatic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
diplomatique	diplomatică	diplomatique	diplomatic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
doux	blândă	doux	blând	ADJ;MASC;SG	ADJ;INDF;FEM;SG
doux	blândă	doux	blând	ADJ;MASC;SG	ADJ;INDF;FEM;SG
doux	ușoară	doux	ușor	ADJ;MASC;SG	ADJ;INDF;FEM;SG
capables	capabile	capable	capabil	ADJ;MASC;PL	ADJ;INDF;FEM;PL
syndicats	sindicatelor	syndicat	sindicat	N;MASC;PL	N;DEF;FEM;PL
syndicats	uniuni	syndicat	uniune	N;MASC;PL	N;INDF;FEM;PL
syndicats	sindicatele	syndicat	sindicat	N;MASC;PL	N;DEF;FEM;PL
syndicats	sindicate	syndicat	sindicat	N;MASC;PL	N;INDF;FEM;PL
immédiate	imediată	immédiat	imediat	ADJ;FEM;SG	ADJ;INDF;FEM;SG
gaulois	galic	gaulois	galic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
malades	bolnavi	malade	bolnav	N;MASC;PL	N;INDF;MASC;PL
concession	concesiune	concession	concesiune	N;FEM;SG	N;INDF;FEM;SG
concession	concesie	concession	concesie	N;FEM;SG	N;INDF;FEM;SG
hainaut	hainaut	hainer	haina	N;MASC;SG	N;INDF;MASC;SG
dérive	drift	dérive	drift	N;FEM;SG	N;INDF;MASC;SG
eurovision	eurovision	eurovision	eurovision	N;FEM;SG	N;INDF;MASC;SG
égyptien	egipteană	égyptien	egiptean	ADJ;MASC;SG	ADJ;INDF;FEM;SG
égyptien	egiptean	égyptien	egiptean	ADJ;MASC;SG	ADJ;INDF;MASC;SG
juges	judecătorilor	juge	judecător	N;MASC;PL	N;DEF;MASC;PL
juges	judecătorii	juge	judecător	N;MASC;PL	N;DEF;MASC;PL
juges	judecători	juge	judecător	N;MASC;PL	N;INDF;MASC;PL
hms	hms	hm	hms	N;MASC;SG	N;INDF;MASC;SG
avantages	avantajele	avantage	avantaj	N;MASC;PL	N;DEF;FEM;PL
avantages	avantaje	avantage	avantaj	N;MASC;PL	N;INDF;FEM;PL
avantages	beneficiile	avantage	beneficiu	N;MASC;PL	N;DEF;FEM;PL
avantages	prestații	avantage	prestație	N;MASC;PL	N;INDF;FEM;PL
avantages	beneficii	avantage	beneficiu	N;MASC;PL	N;INDF;FEM;PL
prévention	prevenire	prévention	prevenire	N;FEM;SG	N;INDF;FEM;SG
prévention	prevenirea	prévention	prevenire	N;FEM;SG	N;DEF;FEM;SG
dommages	daune	dommage	daună	N;MASC;PL	N;INDF;FEM;PL
dommages	pagube	dommage	pagubă	N;MASC;PL	N;INDF;FEM;PL
dommages	avarii	dommage	avarie	N;MASC;PL	N;INDF;FEM;PL
dommages	stricăciuni	dommage	stricăciune	N;MASC;PL	N;INDF;FEM;PL
dommages	daune	dommage	daună	N;MASC;PL	N;INDF;FEM;PL
dommages	despăgubiri	dommage	despăgubire	N;MASC;PL	N;INDF;FEM;PL
dommages	pagube	dommage	pagubă	N;MASC;PL	N;INDF;FEM;PL
eglise	biserica	eglise	biserică	N;FEM;SG	N;DEF;FEM;SG
eglise	biserică	eglise	biserică	N;FEM;SG	N;INDF;FEM;SG
organique	organică	organique	organic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
organique	organic	organique	organic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
impôt	taxa	impôt	taxă	N;MASC;SG	N;DEF;FEM;SG
impôt	tax	impôt	tax	N;MASC;SG	N;INDF;MASC;SG
impôt	taxă	impôt	taxă	N;MASC;SG	N;INDF;FEM;SG
impôt	impozit	impôt	impozit	N;MASC;SG	N;INDF;MASC;SG
vengeance	răzbunare	vengeance	răzbunare	N;FEM;SG	N;INDF;FEM;SG
vengeance	răzbunarea	vengeance	răzbunare	N;FEM;SG	N;DEF;FEM;SG
vengeance	razbunare	vengeance	razbunare	N;FEM;SG	N;INDF;FEM;SG
vengeance	răzbunare	vengeance	răzbunare	N;FEM;SG	N;INDF;FEM;SG
vengeance	răzbunarea	vengeance	răzbunare	N;FEM;SG	N;DEF;FEM;SG
vengeance	razbunare	vengeance	razbunare	N;FEM;SG	N;INDF;FEM;SG
vengeance	răzbunare	vengeance	răzbunare	N;FEM;SG	N;INDF;FEM;SG
bombardement	bombardament	bombardement	bombardament	N;MASC;SG	N;INDF;MASC;SG
bombardement	bombardament	bombardement	bombardament	N;MASC;SG	N;INDF;MASC;SG
bombardement	bombardarea	bombardement	bombardare	N;MASC;SG	N;DEF;FEM;SG
guadeloupe	guadelupa	guadeloupe	guadelupă	N;FEM;SG	N;DEF;FEM;SG
violoncelle	violoncel	violoncelle	violoncel	N;MASC;SG	N;INDF;MASC;SG
violoncelle	violoncelul	violoncelle	violoncel	N;MASC;SG	N;DEF;MASC;SG
stage	stagiu	stage	stagiu	N;MASC;SG	N;INDF;MASC;SG
nasa	nasa	nasa	nasă	N;FEM;SG	N;DEF;FEM;SG
mensuel	lunar	mensuel	lunar	ADJ;MASC;SG	ADJ;INDF;MASC;SG
mensuel	lunară	mensuel	lunar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
souveraineté	suveranitatea	souveraineté	suveranitate	N;FEM;SG	N;DEF;FEM;SG
souveraineté	suveranitate	souveraineté	suveranitate	N;FEM;SG	N;INDF;FEM;SG
profond	adâncă	profond	adânc	ADJ;MASC;SG	ADJ;INDF;FEM;SG
profond	profundă	profond	profund	ADJ;MASC;SG	ADJ;INDF;FEM;SG
occitan	occitană	occitan	occitană	N;MASC;SG	N;INDF;FEM;SG
continuité	continuitatea	continuité	continuitate	N;FEM;SG	N;DEF;FEM;SG
continuité	continuitate	continuité	continuitate	N;FEM;SG	N;INDF;FEM;SG
systématiquement	sistematic	systématiquement	sistematic	ADV	ADV
systématiquement	sistematic	systématiquement	sistematic	ADV	ADV
intensité	intensitate	intensité	intensitate	N;FEM;SG	N;INDF;FEM;SG
intensité	intensitatea	intensité	intensitate	N;FEM;SG	N;DEF;FEM;SG
protéines	proteinele	protéine	proteină	N;FEM;PL	N;DEF;FEM;PL
protéines	proteine	protéine	proteină	N;FEM;PL	N;INDF;FEM;PL
protéines	proteinele	protéine	proteină	N;FEM;PL	N;DEF;FEM;PL
protéines	proteine	protéine	proteină	N;FEM;PL	N;INDF;FEM;PL
récent	recenta	récent	recent	ADJ;MASC;SG	ADJ;DEF;FEM;SG
récent	recentă	récent	recent	ADJ;MASC;SG	ADJ;INDF;FEM;SG
hollandais	olandeză	hollandais	olandez	ADJ;MASC;SG	ADJ;INDF;FEM;SG
hollandais	olandez	hollandais	olandez	ADJ;MASC;SG	ADJ;INDF;MASC;SG
attentats	atacuri	attentat	atac	N;MASC;PL	N;INDF;FEM;PL
attentats	atacurile	attentat	atac	N;MASC;PL	N;DEF;FEM;PL
attentats	bombardamente	attentat	bombardament	N;MASC;PL	N;INDF;FEM;PL
décrire	descrie	décrire	descrie	V;NFIN	V;IND;SG;3;PRS;FIN
décrire	descriu	décrire	descrie	V;NFIN	V;IND;PL;3;PRS;FIN
sauveur	salvatorul	sauveur	salvator	N;MASC;SG	N;DEF;MASC;SG
sauveur	salvatorul	sauveur	salvator	N;MASC;SG	N;DEF;MASC;SG
sauveur	mântuitorul	sauveur	mântuitor	N;MASC;SG	N;DEF;MASC;SG
éclairage	iluminare	éclairage	iluminare	N;MASC;SG	N;INDF;FEM;SG
éclairage	iluminarea	éclairage	iluminare	N;MASC;SG	N;DEF;FEM;SG
éclairage	iluminare	éclairage	iluminare	N;MASC;SG	N;INDF;FEM;SG
éclairage	iluminat	éclairage	iluminat	N;MASC;SG	N;INDF;MASC;SG
mathématique	matematic	mathématique	matematic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
baccalauréat	burlac	baccalauréat	burlac	N;MASC;SG	N;INDF;MASC;SG
baccalauréat	bacalaureatul	baccalauréat	bacalaureat	N;MASC;SG	N;DEF;MASC;SG
wikidata	wikidata	wikidata	wikidata	N;MASC;SG	N;DEF;FEM;SG
dialogues	dialoguri	dialogue	dialog	N;MASC;PL	N;INDF;FEM;PL
dialogues	dialoguri	dialogue	dialog	N;MASC;PL	N;INDF;FEM;PL
passes	pase	passe	pasă	N;FEM;PL	N;INDF;FEM;PL
mesurer	măsoară	mesurer	măsura	V;NFIN	V;IND;3;PRS;FIN
protestante	protestant	protestant	protestant	ADJ;FEM;SG	ADJ;INDF;MASC;SG
grace	har	grace	har	N;FEM;SG	N;INDF;MASC;SG
grace	harul	grace	har	N;FEM;SG	N;DEF;MASC;SG
grace	grație	grace	grație	N;FEM;SG	N;INDF;FEM;SG
bohême	boem	bohême	boem	ADJ;MASC;SG	ADJ;INDF;MASC;SG
paire	perechea	paire	pereche	N;FEM;SG	N;DEF;FEM;SG
paire	pereche	paire	pereche	N;FEM;SG	N;INDF;FEM;SG
console	consola	console	consola	N;FEM;SG	N;DEF;FEM;SG
console	consolă	console	consola	N;FEM;SG	N;INDF;FEM;SG
tombes	mormintele	tombe	mormânt	N;FEM;PL	N;DEF;FEM;PL
tombes	morminte	tombe	mormânt	N;FEM;PL	N;INDF;FEM;PL
tombes	morminte	tombe	mormânt	N;FEM;PL	N;INDF;FEM;PL
récents	recente	récent	recent	ADJ;MASC;PL	ADJ;INDF;FEM;PL
réservoir	tank	réservoir	tank	N;MASC;SG	N;INDF;MASC;SG
réservoir	rezervor	réservoir	rezervor	N;MASC;SG	N;INDF;MASC;SG
réservoir	tanc	réservoir	tanc	N;MASC;SG	N;INDF;MASC;SG
réservoir	rezervor	réservoir	rezervor	N;MASC;SG	N;INDF;MASC;SG
vocabulaire	vocabular	vocabulaire	vocabular	N;MASC;SG	N;INDF;MASC;SG
vocabulaire	vocabularul	vocabulaire	vocabular	N;MASC;SG	N;DEF;MASC;SG
missile	rachetă	missile	rachetă	N;MASC;SG	N;INDF;FEM;SG
utiles	utile	utile	util	ADJ;MASC;PL	ADJ;INDF;FEM;PL
utiles	folositoare	utile	folositor	ADJ;MASC;PL	ADJ;INDF;FEM
écoute	ascultare	écoute	ascultare	N;FEM;SG	N;INDF;FEM;SG
wallonie	valonia	wallonie	valonie	N;FEM;SG	N;DEF;FEM;SG
transept	transeptul	transept	transept	N;MASC;SG	N;DEF;MASC;SG
anneaux	inelele	anneau	inel	N;MASC;PL	N;DEF;FEM;PL
anneaux	inele	anneau	inel	N;MASC;PL	N;INDF;FEM;PL
sentier	traseu	sentier	traseu	N;MASC;SG	N;INDF;MASC;SG
sentier	cărare	sentier	cărare	N;MASC;SG	N;INDF;FEM;SG
sentier	cale	sentier	cale	N;MASC;SG	N;INDF;FEM;SG
sentier	calea	sentier	cale	N;MASC;SG	N;DEF;FEM;SG
croisade	cruciada	croisade	cruciadă	N;FEM;SG	N;DEF;FEM;SG
croisade	cruciadă	croisade	cruciadă	N;FEM;SG	N;INDF;FEM;SG
boxeur	boxer	boxeur	boxer	N;MASC;SG	N;INDF;MASC;SG
boxeur	boxerul	boxeur	boxer	N;MASC;SG	N;DEF;MASC;SG
boxeur	luptator	boxeur	luptator	N;MASC;SG	N;INDF;MASC;SG
boxeur	luptătorul	boxeur	luptător	N;MASC;SG	N;DEF;MASC;SG
boxeur	luptător	boxeur	luptător	N;MASC;SG	N;INDF;MASC;SG
parisiens	parizieni	parisien	parizian	ADJ;MASC;PL	ADJ;INDF;MASC;PL
finance	finante	finance	finante	N;FEM;SG	N;INDF;FEM;SG
finance	finanțare	finance	finanțare	N;FEM;SG	N;INDF;FEM;SG
finance	finanţe	finance	finanţe	N;FEM;SG	N;INDF;MASC;SG
finance	finanţe	finance	finanţe	N;FEM;SG	N;INDF;MASC;SG
vedette	vedeta	vedette	vedeta	N;FEM;SG	N;DEF;FEM;SG
vedette	steaua	vedette	stea	N;FEM;SG	N;DEF;FEM;SG
critère	criteriu	critère	criteriu	N;MASC;SG	N;INDF;MASC;SG
critère	criteriul	critère	criteriu	N;MASC;SG	N;DEF;MASC;SG
critère	criteriu	critère	criteriu	N;MASC;SG	N;INDF;MASC;SG
inédit	nepublicată	inédit	nepublicat	ADJ;MASC;SG	ADJ;INDF;FEM;SG
tensions	tensiuni	tension	tensiune	N;FEM;PL	N;INDF;FEM;PL
tensions	tensiuni	tension	tensiune	N;FEM;PL	N;INDF;FEM;PL
tensions	tensiunile	tension	tensiune	N;FEM;PL	N;DEF;FEM;PL
impôts	impozite	impôt	impozit	N;MASC;PL	N;INDF;FEM;PL
impôts	impozitele	impôt	impozit	N;MASC;PL	N;DEF;FEM;PL
impôts	impozite	impôt	impozit	N;MASC;PL	N;INDF;FEM;PL
impôts	taxe	impôt	taxă	N;MASC;PL	N;INDF;FEM;PL
impôts	taxele	impôt	taxă	N;MASC;PL	N;DEF;FEM;PL
brigitte	bridget	brigitte	bridget	N;FEM;SG	N;INDF;MASC;SG
fresques	frescele	fresque	frescel	N;FEM;PL	N;DEF;FEM;PL
pattes	picioarele	patte	picior	N;FEM;PL	N;DEF;FEM;PL
pattes	picioare	patte	picior	N;FEM;PL	N;INDF;FEM;PL
pattes	labele	patte	labă	N;FEM;PL	N;DEF;FEM;PL
pattes	labe	patte	labă	N;FEM;PL	N;INDF;FEM;PL
économiste	economist	économiste	economist	N;MASC;SG	N;INDF;MASC;SG
adapter	adaptează	adapter	adapta	V;NFIN	V;IND;3;PRS;FIN
disparaître	dispar	disparaître	dispărea	V;NFIN	V;IND;PL;3;PRS;FIN
disparaître	dispărând	disparaître	dispăra	V;NFIN	V;V.MSDR
disparaître	dispar	disparaître	dispărea	V;NFIN	V;IND;PL;3;PRS;FIN
verbe	verb	verbe	verb	N;MASC;SG	N;INDF;MASC;SG
adopter	adopte	adopter	adopta	V;NFIN	V;SBJV;3;PRS;FIN
adopter	adopt	adopter	adopt	V;NFIN	V;IND;SG;1;PRS;FIN
adopter	adopta	adopter	adopta	V;NFIN	V;IND;SG;3;IPFV;FIN
adopter	adoptă	adopter	adopta	V;NFIN	V;IND;SG;3;PST;FIN
rond	rundă	rond	rund	N;MASC;SG	N;INDF;FEM;SG
rond	runda	rond	runda	N;MASC;SG	N;DEF;FEM;SG
bnf	bnf	bnf	bnf	N;FEM;SG	N;INDF;MASC;SG
pokémon	pokémon	pokémon	pokémon	N;MASC;SG	N;INDF;MASC;SG
pokémon	pokemon	pokémon	pokemon	N;MASC;SG	N;INDF;MASC;SG
linux	linux	linux	linux	N;MASC;SG	N;INDF;MASC;SG
fabricant	producator	fabricant	producator	N;MASC;SG	N;INDF;MASC;SG
fabricant	producătorul	fabricant	producător	N;MASC;SG	N;DEF;MASC;SG
fabricant	producător	fabricant	producător	N;MASC;SG	N;INDF;MASC;SG
fabricant	producătorului	fabricant	producător	N;MASC;SG	N;DEF;MASC;SG
syntaxe	sintaxa	syntaxe	sintaxă	N;FEM;SG	N;DEF;FEM;SG
logis	logis	logis	logis	N;MASC;SG	N;INDF;MASC;SG
celtique	celtic	celtique	celtic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
joie	joy	joie	joy	N;FEM;SG	N;INDF;MASC;SG
joie	bucurie	joie	bucurie	N;FEM;SG	N;INDF;FEM;SG
joie	veselie	joie	veselie	N;FEM;SG	N;INDF;FEM;SG
joie	bucuria	joie	bucurie	N;FEM;SG	N;DEF;FEM;SG
costume	costumul	costume	costum	N;MASC;SG	N;DEF;MASC;SG
costume	costum	costume	costum	N;MASC;SG	N;INDF;MASC;SG
costume	costum	costume	costum	N;MASC;SG	N;INDF;MASC;SG
hymne	imn	hymne	imn	N;MASC;SG	N;INDF;MASC;SG
hymne	imnul	hymne	imn	N;MASC;SG	N;DEF;MASC;SG
hymne	imn	hymne	imn	N;MASC;SG	N;INDF;MASC;SG
douleur	durerea	douleur	durere	N;FEM;SG	N;DEF;FEM;SG
douleur	durere	douleur	durere	N;FEM;SG	N;INDF;FEM;SG
gay	homo	gay	homo	N;MASC;SG	N;INDF;MASC;SG
gay	gay	gay	gay	N;MASC;SG	N;INDF;MASC;SG
mannequin	manechinul	mannequin	manechin	N;MASC;SG	N;DEF;MASC;SG
mannequin	manechin	mannequin	manechin	N;MASC;SG	N;INDF;MASC;SG
mannequin	model	mannequin	model	N;MASC;SG	N;INDF;MASC;SG
mannequin	modelul	mannequin	model	N;MASC;SG	N;DEF;MASC;SG
mannequin	fotomodel	mannequin	fotomodel	N;MASC;SG	N;INDF;MASC;SG
mannequin	manechinul	mannequin	manechin	N;MASC;SG	N;DEF;MASC;SG
mannequin	manechin	mannequin	manechin	N;MASC;SG	N;INDF;MASC;SG
mannequin	modeling	mannequin	modeling	N;MASC;SG	N;INDF;MASC;SG
mannequin	modelarea	mannequin	modelare	N;MASC;SG	N;DEF;FEM;SG
mannequin	modelare	mannequin	modelare	N;MASC;SG	N;INDF;FEM;SG
intense	intensa	intense	intensa	ADJ;FEM;SG	ADJ;DEF;FEM;SG
intense	intensă	intense	intens	ADJ;FEM;SG	ADJ;INDF;FEM;SG
appartiennent	aparțin	appartenir	aparține	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
chimiste	chimist	chimiste	chimist	N;MASC;SG	N;INDF;MASC;SG
flash	flash	flash	flash	N;MASC;SG	N;INDF;MASC;SG
pacte	pact	pacte	pact	N;MASC;SG	N;INDF;MASC;SG
pacte	pactul	pacte	pact	N;MASC;SG	N;DEF;MASC;SG
pacte	pactului	pacte	pact	N;MASC;SG	N;DEF;MASC;SG
pacte	legământ	pacte	legământ	N;MASC;SG	N;INDF;MASC;SG
analyses	analize	analyse	analiză	N;FEM;PL	N;INDF;FEM;PL
analyses	analizele	analyse	analiză	N;FEM;PL	N;DEF;FEM;PL
analyses	analize	analyse	analiză	N;FEM;PL	N;INDF;FEM;PL
foire	fair	foire	fair	N;FEM;SG	N;INDF;MASC;SG
excellence	excelenţă	excellence	excelenţă	N;FEM;SG	N;INDF;FEM;SG
excellence	excelenţă	excellence	excelenţă	N;FEM;SG	N;INDF;FEM;SG
excellence	excelență	excellence	excelență	N;FEM;SG	N;INDF;FEM;SG
plateforme	platformă	plateforme	platformă	N;FEM;SG	N;INDF;FEM;SG
plateforme	platforma	plateforme	platformă	N;FEM;SG	N;DEF;FEM;SG
stock	stocul	stock	stoc	N;MASC;SG	N;DEF;MASC;SG
stock	stoc	stock	stoc	N;MASC;SG	N;INDF;MASC;SG
corruption	mită	corruption	mită	N;FEM;SG	N;INDF;FEM;SG
corruption	mita	corruption	mita	N;FEM;SG	N;DEF;FEM;SG
corruption	coruptie	corruption	coruptie	N;FEM;SG	N;INDF;FEM;SG
dépenses	cheltuielile	dépense	cheltuială	N;FEM;PL	N;DEF;FEM;PL
dépenses	cheltuieli	dépense	cheltuială	N;FEM;PL	N;INDF;FEM;PL
dépenses	cheltuielile	dépense	cheltuială	N;FEM;PL	N;DEF;FEM;PL
dépenses	cheltuieli	dépense	cheltuială	N;FEM;PL	N;INDF;FEM;PL
découpage	tăiere	découpage	tăiere	N;MASC;SG	N;INDF;FEM;SG
vampire	vampir	vampire	vampir	N;MASC;SG	N;INDF;MASC;SG
vampire	vampirul	vampire	vampir	N;MASC;SG	N;DEF;MASC;SG
vampire	vampir	vampire	vampir	N;MASC;SG	N;INDF;MASC;SG
consultation	consultarea	consultation	consultare	N;FEM;SG	N;DEF;FEM;SG
consultation	consultanta	consultation	consultant	N;FEM;SG	N;DEF;FEM;SG
consultation	consultarea	consultation	consultare	N;FEM;SG	N;DEF;FEM;SG
consultation	consultare	consultation	consultare	N;FEM;SG	N;INDF;FEM;SG
comtés	comitate	comté	comitate	N;MASC;PL	N;INDF;FEM;PL
platine	platină	platine	platină	N;FEM;SG	N;INDF;FEM;SG
platine	platan	platine	platan	N;FEM;SG	N;INDF;MASC;SG
jeter	aruncă	jeter	arunca	V;NFIN	V;IND;SG;3;PST;FIN
jeter	arunca	jeter	arunca	V;NFIN	V;IND;SG;3;IPFV;FIN
pin	pine	pin	pine	N;MASC;SG	N;INDF;MASC;SG
pin	pin	pin	pin	N;MASC;SG	N;INDF;MASC;SG
pin	pin	pin	pin	N;MASC;SG	N;INDF;MASC;SG
nécessairement	neapărat	nécessairement	neapărat	ADV	ADV
tissu	cârpă	tissu	cârpă	N;MASC;SG	N;INDF;FEM;SG
rire	râzând	rire	râde	V;NFIN	V;V.MSDR
rire	razi	rire	rad	V;NFIN	V;IND;SG;2;PRS;FIN
rire	râde	rire	râde	V;NFIN	V;IND;SG;3;FIN
rire	rade	rire	radă	V;NFIN	V;IND;SG;3;PRS;FIN
rire	râzi	rire	râde	V;NFIN	V;IND;SG;2;PRS;FIN
coupable	vinovat	coupable	vinovat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
coupable	vinovată	coupable	vinovat	ADJ;MASC;SG	ADJ;INDF;FEM;SG
report	amânarea	report	amânare	N;MASC;SG	N;DEF;FEM;SG
apport	aportul	apport	aport	N;MASC;SG	N;DEF;MASC;SG
apport	admisie	apport	admisie	N;MASC;SG	N;INDF;FEM;SG
channel	canal	channel	canal	N;MASC;SG	N;INDF;MASC;SG
channel	canalul	channel	canal	N;MASC;SG	N;DEF;MASC;SG
channel	channel	channel	channel	N;MASC;SG	N;INDF;MASC;SG
cylindres	butelii	cylindre	butel	N;MASC;PL	N;INDF;FEM;PL
cylindres	cilindri	cylindre	cilindru	N;MASC;PL	N;INDF;MASC;PL
cylindres	rulouri	cylindre	rulou	N;MASC;PL	N;INDF;FEM;PL
cylindres	role	cylindre	rouă	N;MASC;PL	N;INDF;FEM;PL
quais	docurile	quai	docură	N;MASC;PL	N;DEF;FEM;PL
quais	docuri	quai	doc	N;MASC;PL	N;INDF;FEM;PL
terreur	teroare	terreur	teroare	N;FEM;SG	N;INDF;FEM;SG
terreur	teroarea	terreur	teroare	N;FEM;SG	N;DEF;FEM;SG
temporaire	temporară	temporaire	temporar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
sonde	sonda	sonde	sondă	N;FEM;SG	N;DEF;FEM;SG
sonde	sondă	sonde	sond	N;FEM;SG	N;INDF;FEM;SG
tante	matusa	tante	matus	N;FEM;SG	N;DEF;FEM;SG
tante	matusa	tante	matus	N;FEM;SG	N;DEF;FEM;SG
tante	mătușa	tante	mătușa	N;FEM;SG	N;DEF;FEM;SG
télécommunications	telecomunicații	télécommunication	telecomunicație	N;FEM;PL	N;INDF;FEM;PL
assurances	asigurari	assurance	asigurar	N;FEM;PL	N;INDF;MASC;PL
assurances	asigurări	assurance	asigurare	N;FEM;PL	N;INDF;FEM;PL
vélo	bicicletă	vélo	bicicletă	N;MASC;SG	N;INDF;FEM;SG
vélo	bicicleta	vélo	bicicletă	N;MASC;SG	N;DEF;FEM;SG
vélo	bicicletă	vélo	bicicletă	N;MASC;SG	N;INDF;FEM;SG
vélo	bicicleta	vélo	bicicletă	N;MASC;SG	N;DEF;FEM;SG
vélo	ciclism	vélo	ciclism	N;MASC;SG	N;INDF;MASC;SG
vélo	ciclism	vélo	ciclism	N;MASC;SG	N;INDF;MASC;SG
cloche	clopot	cloche	clopot	N;FEM;SG	N;INDF;MASC;SG
cloche	clopotul	cloche	clopot	N;FEM;SG	N;DEF;MASC;SG
stabilité	stabilitate	stabilité	stabilitate	N;FEM;SG	N;INDF;FEM;SG
stabilité	stabilitatea	stabilité	stabilitate	N;FEM;SG	N;DEF;FEM;SG
stabilité	grajd	stabilité	grajd	N;FEM;SG	N;INDF;MASC;SG
rabbin	rabbi	rabbin	rabbi	N;MASC;SG	N;INDF;MASC;SG
rabbin	rabinul	rabbin	rabin	N;MASC;SG	N;DEF;MASC;SG
rabbin	rabin	rabbin	rabin	N;MASC;SG	N;INDF;MASC;SG
marketing	comercializare	marketing	comercializare	N;MASC;SG	N;INDF;FEM;SG
marketing	marketing	marketing	marketing	N;MASC;SG	N;INDF;MASC;SG
marketing	comercializarea	marketing	comercializare	N;MASC;SG	N;DEF;FEM;SG
simultanément	simultan	simultanément	simultan	ADV	ADV
simultanément	simultan	simultanément	simultan	ADV	ADV
essonne	essonne	essonner	essonn	N;FEM;SG	N;INDF;MASC;SG
attirer	atrage	attirer	atrage	V;NFIN	V;IND;SG;3;PRS;FIN
attirer	atrag	attirer	atrage	V;NFIN	V;IND;PL;3;PRS;FIN
souffle	respiratie	souffle	respiratie	N;MASC;SG	N;INDF;FEM;SG
souffle	respirație	souffle	respirație	N;MASC;SG	N;INDF;FEM;SG
souffle	suflare	souffle	suflare	N;MASC;SG	N;INDF;FEM;SG
diagnostic	diagnosticare	diagnostic	diagnosticare	N;MASC;SG	N;INDF;FEM;SG
diagnostic	diagnostic	diagnostic	diagnostic	N;MASC;SG	N;INDF;MASC;SG
diagnostic	diagnosticare	diagnostic	diagnosticare	N;MASC;SG	N;INDF;FEM;SG
diagnostic	diagnosticarea	diagnostic	diagnosticare	N;MASC;SG	N;DEF;FEM;SG
diagnostic	diagnosticul	diagnostic	diagnostic	N;MASC;SG	N;DEF;MASC;SG
diagnostic	diagnostic	diagnostic	diagnostic	N;MASC;SG	N;INDF;MASC;SG
diagnostic	diagnosticare	diagnostic	diagnosticare	N;MASC;SG	N;INDF;FEM;SG
casino	cazino	casino	cazină	N;MASC;SG	N;INDF;MASC;SG
casino	cazinou	casino	cazinou	N;MASC;SG	N;INDF;MASC;SG
casino	casino	casino	casino	N;MASC;SG	N;INDF;MASC;SG
musulman	islamică	musulman	islamic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
musulman	musulmană	musulman	musulmană	ADJ;MASC;SG	ADJ;INDF;FEM;SG
musulman	musulman	musulman	musulman	ADJ;MASC;SG	ADJ;INDF;MASC;SG
amené	adus	amener	aduce	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
serre	seră	serre	seră	N;FEM;SG	N;INDF;FEM;SG
serre	sera	serre	sera	N;FEM;SG	N;DEF;FEM;SG
complot	complot	complot	complot	N;MASC;SG	N;INDF;MASC;SG
