com	med	com	med	ADP	ADP
iniciou	begynte	iniciar	begynne	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
ideia	idè	ideia	idè	N;FEM;SG	N;INDF;MASC;SG
ideia	ide	ideia	ide	N;FEM;SG	N;INDF;MASC;SG
ideia	idea	ideia	idea	N;FEM;SG	N
ideia	peiling	ideia	peiling	N;FEM;SG	N;INDF;FEM;SG
ideia	idé	ideia	idé	N;FEM;SG	N;INDF;MASC;SG
monte	monte	monte	monte	N;MASC;SG	N;INDF;MASC;SG
monte	mount	monte	mount	N;MASC;SG	N;INDF;NEUT;SG
praia	beach	praia	beach	N;FEM;SG	N;INDF;NEUT;SG
praia	stranda	praia	strand	N;FEM;SG	N;DEF;FEM;SG
praia	strand	praia	strand	N;FEM;SG	N;INDF;FEM;SG
necessário	trengt	necessário	trengje	ADJ;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
necessário	obligatorisk	necessário	obligatorisk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
necessário	påkrevd	necessário	påkreve	ADJ;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
necessário	nødvendig	necessário	nødvendig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
idioma	språk	idioma	språk	N;MASC;SG	N;INDF;NEUT;SG
importância	viktighet	importância	viktighet	N;FEM;SG	N;INDF;FEM;SG
importância	betydning	importância	betydning	N;FEM;SG	N;INDF;FEM;SG
rússia	russlands	rússia	russlands	N;FEM;SG	N;INDF;MASC;SG
rússia	russland	rússia	russland	N;FEM;SG	N;INDF;MASC;SG
natal	natal	natal	natal	N;MASC;SG	N;INDF;MASC;SG
natal	jula	natal	jul	N;MASC;SG	N;DEF;FEM;SG
natal	julen	natal	jul	N;MASC;SG	N;DEF;MASC;SG
natal	jul	natal	jul	N;MASC;SG	N;INDF;FEM;SG
natal	christmas	natal	christmas	N;MASC;SG	N;INDF;MASC;SG
pereira	pereira	pereira	pereire	N;MASC;SG	N;INDF;MASC;SG
provavelmente	antageligvis	provavelmente	antageligvis	ADV	ADV
provavelmente	sannsynligvis	provavelmente	sannsynligvis	ADV	ADV
provavelmente	sannsynligvis	provavelmente	sannsynligvis	ADV	ADV
romance	romanse	romance	romanse	N;MASC;SG	N;INDF;MASC;SG
romance	romantikk	romance	romantikk	N;MASC;SG	N;INDF;MASC;SG
romance	romantikken	romance	romantikk	N;MASC;SG	N;DEF;MASC;SG
romance	roman	romance	roman	N;MASC;SG	N;INDF;MASC;SG
britânico	britisk	britânico	britisk	ADJ;MASC;SG	ADJ;INDF;SG
atenção	oppmerksomhet	atenção	oppmerksomhet	N;FEM;SG	N;INDF;MASC;SG
começa	begynner	começar	begynne	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
começa	begynne	começar	begynne	V;IND;SG;3;PRS;FIN	V;NFIN
começa	starte	começar	starte	V;IND;SG;3;PRS;FIN	V;NFIN
começa	begynner	começar	begynne	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
começa	starter	começar	starte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
razão	årsak	razão	årsak	N;FEM;SG	N;INDF;FEM;SG
razão	fornuft	razão	fornuft	N;FEM;SG	N;INDF;FEM;SG
razão	grunn	razão	grunn	N;FEM;SG	N;INDF;MASC;SG
disputa	strides	disputa	strides	N;FEM;SG	N;INDF;MASC;SG
disputa	tvist	disputa	tvist	N;FEM;SG	N;INDF;MASC;SG
disputa	tvisten	disputa	tvist	N;FEM;SG	N;DEF;MASC;SG
amigos	vennene	amigo	venn	N;MASC;PL	N;DEF;MASC;PL
amigos	vener	amigo	ven	N;MASC;PL	N;INDF;MASC;PL
amigos	venner	amigo	venn	N;MASC;PL	N;INDF;MASC;PL
nessa	nessa	nesso	nessa	N;MASC;SG	N;INDF;FEM;SG
influência	innflytelse	influência	innflytels	N;FEM;SG	N;INDF;MASC;SG
influência	påvirkning	influência	påvirkning	N;FEM;SG	N;INDF;FEM;SG
distribuição	distribusjon	distribuição	distribusjon	N;FEM;SG	N;INDF;MASC;SG
distribuição	fordeling	distribuição	fordeling	N;FEM;SG	N;INDF;FEM;SG
velho	gammelt	velho	gammel	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
velho	gammal	velho	gammal	ADJ;MASC;SG	ADJ;INDF;SG
políticas	retningslinjene	política	retningslinje	N;FEM;PL	N;DEF;FEM;PL
políticas	retningslinjer	política	retningslinje	N;FEM;PL	N;INDF;FEM;PL
senhor	herre	senhor	herre	N;MASC;SG	N;INDF;MASC;SG
senhor	lord	senhor	lord	N;MASC;SG	N;INDF;MASC;SG
crítica	kritikk	crítico	kritikk	N;FEM;SG	N;INDF;MASC;SG
crítica	kritiker	crítico	kritiker	N;FEM;SG	N;INDF;MASC;SG
roberto	robert	roberto	robert	N;MASC;SG	N;INDF;MASC;SG
aumento	øk	aumento	øk	N;MASC;SG	N;INDF;NEUT;SG
aumento	økning	aumento	økning	N;MASC;SG	N;INDF;FEM;SG
católica	katolikk	católico	katolikk	N;FEM;SG	N;INDF;MASC;SG
católica	catholic	católico	catholic	N;FEM;SG	N
busca	søk	busca	søk	N;FEM;SG	N;INDF;NEUT;SG
condições	vilkår	condição	vilkår	N;FEM;PL	N;INDF;NEUT;PL
condições	betingelsene	condição	betingelse	N;FEM;PL	N;DEF;MASC;PL
comunicação	kommunikasjon	comunicação	kommunikasjon	N;FEM;SG	N;INDF;MASC;SG
comunicação	kommunikasjon	comunicação	kommunikasjon	N;FEM;SG	N;INDF;MASC;SG
comunicação	kommunikasjon	comunicação	kommunikasjon	N;FEM;SG	N;INDF;MASC;SG
cabeça	hode	cabeça	hode	N;FEM;SG	N;INDF;MASC;SG
cabeça	hodet	cabeça	hod	N;FEM;SG	N;DEF;NEUT;SG
cabeça	head	cabeça	head	N;FEM;SG	N;INDF;NEUT;SG
jardim	hage	jardim	hage	N;MASC;SG	N;INDF;MASC;SG
jardim	jardim	jardim	jardim	N;MASC;SG	N;INDF;MASC;SG
sabe	vet	saber	vet	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
sabe	kjenner	saber	kjenne	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
lançada	lanserte	lançar	lansere	V;FEM;SG;V.PTCP	V;IND;PST;FIN
web	web	web	web	N;MASC;SG	N
entrada	oppføring	entrada	oppføring	N;FEM;SG	N;INDF;FEM;SG
entrada	entré	entrada	entré	N;FEM;SG	N;INDF;MASC;SG
entrada	inngang	entrada	inngang	N;FEM;SG	N;INDF;MASC;SG
entrada	inngangen	entrada	inngang	N;FEM;SG	N;DEF;MASC;SG
entrada	entre	entrada	entre	N;FEM;SG	N;INDF;MASC;SG
entrada	innspill	entrada	innspill	N;FEM;SG	N;INDF;NEUT;SG
entrada	inndata	entrada	inndat	N;FEM;SG	N;INDF;MASC;SG
realizada	held	realizar	halde	V;FEM;SG;V.PTCP	V;IND;PRS;FIN
realizada	utførte	realizar	utføre	V;FEM;SG;V.PTCP	V;IND;PST;FIN
tempos	tidspunkter	tempo	tidspunkt	N;MASC;PL	N;INDF;FEM;PL
tempos	tider	tempo	tid	N;MASC;PL	N;INDF;FEM;PL
tempos	tidene	tempo	tid	N;MASC;PL	N;DEF;FEM;PL
tempos	ganger	tempo	gange	N;MASC;PL	N;INDF;MASC;PL
terras	jordarter	terra	jordarter	N;FEM;PL	N;INDF;FEM;PL
independente	uavhengig	independente	uavhengig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
independente	selvstendig	independente	selvstendig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
técnica	teknikk	técnica	teknikk	N;FEM;SG	N;INDF;MASC;SG
comercial	kommersielt	comercial	kommersiel	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
comercial	kommersiell	comercial	kommersiell	ADJ;MASC;SG	ADJ;INDF;SG
#aaa	#aaa	None	#aaa	N;FEM;SG	N;INDF;MASC;SG
sol	sun	sol	sun	N;MASC;SG	N;INDF;NEUT;SG
sol	sol	sol	sol	N;MASC;SG	N;INDF;MASC;SG
sol	søn	sol	søn	N;MASC;SG	N;INDF;MASC;SG
sol	solskinn	sol	solskinn	N;MASC;SG	N;INDF;MASC;SG
sol	sunshine	sol	sunshine	N;MASC;SG	N;INDF;FEM;SG
sol	sol	sol	sol	N;MASC;SG	N;INDF;MASC;SG
mestre	mester	mestre	mester	N;MASC;SG	N;INDF;MASC;SG
mestre	mestre	mestre	mester	N;MASC;SG	N;INDF;NEUT;SG
mestre	master	mestre	mast	N;MASC;SG	N;INDF;FEM;SG
mestre	herre	mestre	herre	N;MASC;SG	N;INDF;MASC;SG
online	pålogget	online	pålogg	N;MASC;SG	N;DEF;NEUT;SG
online	tilkoblet	online	tilkobet	N;MASC;SG	N;DEF;NEUT;SG
online	online	online	online	N;MASC;SG	N;INDF;MASC;SG
tipos	gutter	tipo	gutter	N;MASC;PL	N;INDF;FEM;PL
tipos	karer	tipo	karer	N;MASC;PL	N;INDF;FEM;PL
tipos	typer	tipo	type	N;MASC;PL	N;INDF;MASC;PL
abertura	åpenhet	abertura	åpenhet	N;FEM;SG	N;INDF;MASC;SG
abertura	åpning	abertura	åpning	N;FEM;SG	N;INDF;FEM;SG
andré	andré	andré	annan	N;MASC;SG	N;INDF;MASC;SG
andré	andré	andré	annan	N;MASC;SG	N;INDF;MASC;SG
andré	andrew	andré	andrew	N;MASC;SG	N;INDF;MASC;SG
critérios	kriterier	critério	kriterium	N;MASC;PL	N;INDF;NEUT;PL
bispo	biskop	bispo	biskop	N;MASC;SG	N;INDF;MASC;SG
bispo	bishop	bispo	bishop	N;MASC;SG	N;INDF;MASC;SG
prática	øve	prática	øve	N;FEM;SG	N;INDF;MASC;SG
prática	praksis	prática	praksis	N;FEM;SG	N;INDF;MASC;SG
ministério	departement	ministério	departement	N;MASC;SG	N;INDF;NEUT;SG
ministério	departementet	ministério	departement	N;MASC;SG	N;DEF;NEUT;SG
ministério	ministry	ministério	ministry	N;MASC;SG	N;INDF;MASC;SG
capitão	captain	capitão	captain	N;MASC;SG	N;INDF;MASC;SG
capitão	kaptein	capitão	kaptein	N;MASC;SG	N;INDF;MASC;SG
capitão	skipper	capitão	skippe	N;MASC;SG	N;INDF;MASC;SG
capitão	skipperen	capitão	skipper	N;MASC;SG	N;DEF;MASC;SG
ambiente	miljø	ambiente	miljø	N;MASC;SG	N;INDF;NEUT;SG
futuro	fremtiden	futuro	fremtid	N;MASC;SG	N;DEF;MASC;SG
futuro	future	futuro	future	N;MASC;SG	N;INDF;MASC;SG
futuro	fremtid	futuro	fremtid	N;MASC;SG	N;INDF;FEM;SG
futuro	framtid	futuro	framtid	N;MASC;SG	N;INDF;FEM;SG
futuro	framtida	futuro	framtid	N;MASC;SG	N;DEF;FEM;SG
unidades	enheter	unidade	enhet	N;FEM;PL	N;INDF;FEM;PL
física	fysikk	física	fysikk	N;FEM;SG	N;INDF;MASC;SG
aeroporto	lufthavn	aeroporto	lufthavn	N;MASC;SG	N;INDF;MASC;SG
aeroporto	flyplass	aeroporto	flyplass	N;MASC;SG	N;INDF;MASC;SG
peter	peter	peter	peter	N;MASC;SG	N;INDF;MASC;SG
quantidade	mengde	quantidade	mengde	N;FEM;SG	N
quantidade	beløp	quantidade	beløp	N;FEM;SG	N;INDF;NEUT;SG
quantidade	mengde	quantidade	mengde	N;FEM;SG	N
quantidade	antall	quantidade	antall	N;FEM;SG	N;INDF;NEUT;SG
quantidade	kvantitet	quantidade	kvantitet	N;FEM;SG	N;INDF;MASC;SG
mandato	mandat	mandato	mandat	N;MASC;SG	N;INDF;NEUT;SG
diagrama	diagram	diagrama	diagram	N;MASC;SG	N;INDF;NEUT;SG
tamanho	størrelse	tamanho	størrelse	N;MASC;SG	N;INDF;MASC;SG
tamanho	størrelsen	tamanho	størrelse	N;MASC;SG	N;DEF;MASC;SG
link	link	link	link	N;MASC;SG	N;INDF;MASC;SG
link	kobling	link	kobling	N;MASC;SG	N;INDF;FEM;SG
link	lenke	link	lenke	N;MASC;SG	N;INDF;MASC;SG
inclui	inkluderer	incluir	inkludere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
inclui	inkludere	incluir	inkludere	V;IND;SG;3;PRS;FIN	V;NFIN
inclui	inkluderer	incluir	inkludere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
inclui	omfatter	incluir	omfatter	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
encontrar	finner	encontrar	finne	V;NFIN	V;IND;PRS;FIN
encontrar	finne	encontrar	finne	V;NFIN	V;IMP;NFIN
encontrar	finn	encontrar	finne	V;NFIN	V;IND;PRS;FIN
encontrar	finne	encontrar	finne	V;NFIN	V;IMP;NFIN
praça	firkantet	praça	firkant	N;FEM;SG	N;DEF;NEUT;SG
praça	kvm	praça	kvm	N;FEM;SG	N;INDF;NEUT;SG
praça	kvadrat	praça	kvadrat	N;FEM;SG	N;INDF;NEUT;SG
normalmente	vanligvis	normalmente	vanligvis	ADV	ADV
normalmente	vanligvis	normalmente	vanligvis	ADV	ADV
normalmente	vanligvis	normalmente	vanligvis	ADV	ADV
terminou	endte	terminar	ende	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
terminou	fullførte	terminar	fullføre	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
estrela	stjerna	estrela	stjerne	N;FEM;SG	N;DEF;FEM;SG
estrela	stjerne	estrela	stjerne	N;FEM;SG	N;INDF;FEM;SG
richard	rikard	richard	rikard	N;MASC;SG	N;INDF;MASC;SG
richard	richard	richard	richard	N;MASC;SG	N;INDF;MASC;SG
justiça	justice	justiça	justice	N;FEM;SG	N
justiça	rettferdighet	justiça	rettferdighet	N;FEM;SG	N;INDF;FEM;SG
mostra	viser	mostrar	vise	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
mostra	vise	mostrar	vise	V;IND;SG;3;PRS;FIN	V;NFIN
americanos	amerikaner	americano	amerikan	N;MASC;PL	N;INDF;MASC;PL
americanos	american	americano	american	N;MASC;PL	N
indústria	industri	indústria	industri	N;FEM;SG	N;INDF;MASC;SG
indústria	bransje	indústria	bransje	N;FEM;SG	N;INDF;MASC;SG
sociais	sosiale	social	sosial	ADJ;MASC;PL	ADJ;PL
existência	tilværelse	existência	tilværels	N;FEM;SG	N;INDF;MASC;SG
existência	eksistens	existência	eksistens	N;FEM;SG	N;INDF;MASC;SG
xix	xix	xix	xix	N;MASC;SG	N;INDF;MASC;SG
xix	nineteenth	xix	nineteenth	N;MASC;SG	N;INDF;MASC;SG
mapa	kart	mapa	kart	N;MASC;SG	N;INDF;NEUT;SG
mapa	kart	mapa	kart	N;MASC;SG	N;INDF;NEUT;SG
italiana	italiensk	italiana	italiensk	N;FEM;SG	N;INDF;MASC;SG
massa	pasta	massa	paste	N;FEM;SG	N;INDF;NEUT;SG
massa	deig	massa	deig	N;FEM;SG	N;INDF;MASC;SG
massa	gryn	massa	gryn	N;FEM;SG	N;INDF;MASC;SG
massa	massa	massa	masse	N;FEM;SG	N;DEF;FEM;SG
massa	nudler	massa	nudler	N;FEM;SG	N;INDF;MASC;SG
massa	masse	massa	masse	N;FEM;SG	N;INDF;MASC;SG
massa	messe	massa	messe	N;FEM;SG	N;INDF;FEM;SG
domínio	domenet	domínio	domen	N;MASC;SG	N;DEF;NEUT;SG
recursos	appeller	recurso	appelle	N;MASC;PL	N;INDF;MASC;PL
recursos	ressurser	recurso	ressurse	N;MASC;PL	N;INDF;MASC;PL
recursos	ressursene	recurso	ressurs	N;MASC;PL	N;DEF;FEM;PL
tecnologia	technology	tecnologia	technology	N;FEM;SG	N
tecnologia	teknologi	tecnologia	teknologi	N;FEM;SG	N;INDF;MASC;SG
austrália	australia	austrália	australia	N;FEM;SG	N;INDF;MASC;SG
som	lyd	som	lyd	N;MASC;SG	N;INDF;MASC;SG
som	sound	som	sound	N;MASC;SG	N;INDF;NEUT;SG
som	lyden	som	lyd	N;MASC;SG	N;DEF;MASC;SG
talvez	kanskje	talvez	kanskje	ADV	ADV
talvez	kanskje	talvez	kanskje	ADV	ADV
man	mannfolk	man	mannfolk	N;MASC;SG	N;INDF;NEUT;SG
man	mannen	man	mann	N;MASC;SG	N;DEF;MASC;SG
man	mann	man	mann	N;MASC;SG	N;INDF;MASC;SG
nota	notat	nota	notat	N;FEM;SG	N;INDF;NEUT;SG
nota	merknad	nota	merknad	N;FEM;SG	N;INDF;MASC;SG
nota	notatet	nota	notat	N;FEM;SG	N;DEF;NEUT;SG
nota	note	nota	note	N;FEM;SG	N;INDF;MASC;SG
comércio	handel	comércio	handel	N;MASC;SG	N;INDF;MASC;SG
autoridade	autoritet	autoridade	autoritet	N;FEM;SG	N;INDF;MASC;SG
autoridade	fullmakt	autoridade	fullmakt	N;FEM;SG	N;INDF;FEM;SG
autoridade	authority	autoridade	authority	N;FEM;SG	N;INDF;NEUT;SG
autoridade	myndighet	autoridade	myndighet	N;FEM;SG	N;INDF;FEM;SG
natureza	natur	natureza	natur	N;FEM;SG	N;INDF;MASC;SG
natureza	naturen	natureza	natur	N;FEM;SG	N;DEF;MASC;SG
natureza	nature	natureza	nature	N;FEM;SG	N;INDF;MASC;SG
ocorre	oppstår	ocorrer	oppstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
formas	skjemaene	forma	skjema	N;FEM;PL	N;DEF;FEM;PL
formas	former	forma	form	N;FEM;PL	N;INDF;FEM;PL
formas	skjemaer	forma	skjemae	N;FEM;PL	N;INDF;MASC;PL
formas	former	forma	form	N;FEM;PL	N;INDF;FEM;PL
respeito	respekt	respeito	respekt	N;MASC;SG	N;INDF;MASC;SG
linhas	rader	linha	rad	N;FEM;PL	N;INDF;FEM;PL
linhas	linjer	linha	linje	N;FEM;PL	N;INDF;FEM;PL
iorque	york	iorque	york	N;FEM;SG	N;INDF;MASC;SG
califórnia	californias	califórnia	californias	N;FEM;SG	N;INDF;MASC;SG
califórnia	california	califórnia	californi	N;FEM;SG	N;DEF;FEM;SG
prazo	frist	prazo	frist	N;MASC;SG	N;INDF;MASC;SG
prazo	fristen	prazo	frist	N;MASC;SG	N;DEF;MASC;SG
prazo	deadline	prazo	deadline	N;MASC;SG	N;INDF;MASC;SG
prazo	tidsfrist	prazo	tidsfrist	N;MASC;SG	N;INDF;MASC;SG
deputado	kongressmann	deputado	kongressmann	N;MASC;SG	N;INDF;MASC;SG
deputado	kongressmedlem	deputado	kongressmedlem	N;MASC;SG	N;INDF;MASC;SG
ponte	bro	ponte	bro	N;FEM;SG	N;INDF;MASC;SG
fundo	fund	fundo	fund	N;MASC;SG	N
fundo	fond	fundo	fond	N;MASC;SG	N;INDF;NEUT;SG
fundo	bakgrunnen	fundo	bakgrunn	N;MASC;SG	N;DEF;MASC;SG
fundo	bakgrunn	fundo	bakgrunn	N;MASC;SG	N;INDF;MASC;SG
fundo	nederst	fundo	nederst	N;MASC;SG	N;INDF;MASC;SG
fundo	bottom	fundo	bottom	N;MASC;SG	N;INDF;MASC;SG
fundo	bunnen	fundo	bunn	N;MASC;SG	N;DEF;MASC;SG
fundo	bunn	fundo	bunne	N;MASC;SG	N;INDF;MASC;SG
international	international	international	international	N;MASC;SG	N;INDF;NEUT;SG
combate	kamp	combate	kamp	N;MASC;SG	N;INDF;MASC;SG
combate	combat	combate	combat	N;MASC;SG	N;INDF;NEUT;SG
combate	slåsskamp	combate	slåsskamp	N;MASC;SG	N;INDF;MASC;SG
combate	kjemp	combate	kjempe	N;MASC;SG	N;INDF;MASC;SG
combate	fight	combate	fight	N;MASC;SG	N;INDF;MASC;SG
humanos	menneskene	humano	menneske	N;MASC;PL	N;DEF;FEM;PL
roteiro	filmmanus	roteiro	filmmanus	N;MASC;SG	N;INDF;MASC;SG
roteiro	manus	roteiro	manus	N;MASC;SG	N;INDF;NEUT;SG
altitude	høyden	altitude	høyd	N;FEM;SG	N;DEF;MASC;SG
altitude	høyde	altitude	høyde	N;FEM;SG	N;INDF;MASC;SG
bureau	bureau	bureau	bureau	N;MASC;SG	N;INDF;NEUT;SG
pais	country	pai	country	N;MASC;PL	N;INDF
pais	fedrene	pai	far	N;MASC;PL	N;DEF;FEM;PL
pais	foreldre	pai	forelder	N;MASC;PL	N;INDF;MASC;PL
pais	foreldre	pai	forelder	N;MASC;PL	N;INDF;MASC;PL
saint	helgen	saint	helg	N;MASC;SG	N;INDF;MASC;SG
saint	saint	saint	sain	N;MASC;SG	N;INDF;NEUT;SG
vizinhança	nabolaget	vizinhança	nabolag	N;FEM;SG	N;DEF;NEUT;SG
vizinhança	nabolag	vizinhança	nabolag	N;FEM;SG	N;INDF;NEUT;SG
vizinhança	strøket	vizinhança	strøk	N;FEM;SG	N;DEF;NEUT;SG
vizinhança	nabolaget	vizinhança	nabolag	N;FEM;SG	N;DEF;NEUT;SG
vizinhança	nabolag	vizinhança	nabolag	N;FEM;SG	N;INDF;NEUT;SG
vizinhança	strøk	vizinhança	strøk	N;FEM;SG	N;INDF;NEUT;SG
vizinhança	nærområde	vizinhança	nærområde	N;FEM;SG	N;INDF;NEUT;SG
literatura	litteratur	literatura	litteratur	N;FEM;SG	N;INDF;MASC;SG
treinador	coach	treinador	coach	N;MASC;SG	N
salvador	frelseren	salvador	frelser	N;MASC;SG	N;DEF;MASC;SG
salvador	frelser	salvador	frelse	N;MASC;SG	N;INDF;FEM;SG
salvador	redningsmann	salvador	redningsmann	N;MASC;SG	N;INDF;MASC;SG
salvador	frelseren	salvador	frelser	N;MASC;SG	N;DEF;MASC;SG
salvador	frelser	salvador	frelse	N;MASC;SG	N;INDF;FEM;SG
salvador	salvador	salvador	salvador	N;MASC;SG	N;INDF;MASC;SG
vermelho	rødt	vermelho	rødt	N;MASC;SG	N;INDF;MASC;SG
vermelho	rød	vermelho	rød	N;MASC;SG	N;INDF;NEUT;SG
vermelho	red	vermelho	red	N;MASC;SG	N
org	org	org	org	N;MASC;SG	N
vol	vol	vol	vol	N;MASC;SG	N
escolas	skolene	escola	skole	N;FEM;PL	N;DEF;FEM;PL
escolas	skoler	escola	skole	N;FEM;PL	N;INDF;FEM;PL
seguir	følg	seguir	følgje	V;NFIN	V;IMP;FIN
seguir	følger	seguir	følge	V;NFIN	V;IND;PRS;FIN
https	https	http	https	N;MASC;SG	N;INDF;MASC;SG
tropas	tropper	tropa	troppe	N;FEM;PL	N;INDF;FEM;PL
tropas	troppene	tropa	troppe	N;FEM;PL	N;DEF;FEM;PL
trabalhar	arbeide	trabalhar	arbeide	V;NFIN	V;NFIN
trabalhar	jobbe	trabalhar	jobbe	V;NFIN	V;NFIN
trabalhar	arbeider	trabalhar	arbeide	V;NFIN	V;IND;PRS;FIN
homenagem	hyllest	homenagem	hyllest	N;FEM;SG	N;INDF;MASC;SG
homenagem	tribute	homenagem	tribute	N;FEM;SG	N;INDF;NEUT;SG
homenagem	tributt	homenagem	tributt	N;FEM;SG	N;INDF;MASC;SG
homenagem	hyllest	homenagem	hyllest	N;FEM;SG	N;INDF;MASC;SG
canadá	canada	canadá	canad	N;MASC;SG	N
ciência	vitenskap	ciência	vitenskap	N;FEM;SG	N;INDF;MASC;SG
ciência	naturvitenskap	ciência	naturvitenskap	N;FEM;SG	N;INDF;MASC;SG
revolução	revolusjon	revolução	revolusjon	N;FEM;SG	N;INDF;MASC;SG
esporte	sport	esporte	sport	N;MASC;SG	N;INDF;MASC;SG
esporte	idrett	esporte	idrett	N;MASC;SG	N;INDF;MASC;SG
esporte	esporte	esporte	espore	N;MASC;SG	N;INDF;MASC;SG
engenharia	engineering	engenharia	engineering	N;FEM;SG	N;INDF;FEM;SG
fogo	brann	fogo	brann	N;MASC;SG	N;INDF;MASC;SG
fogo	fyre	fogo	fyre	N;MASC;SG	N;INDF;NEUT;SG
fogo	ild	fogo	ild	N;MASC;SG	N;INDF;MASC;SG
oficiais	official	oficial	official	N;MASC;PL	N
oficiais	tjenestemenn	oficial	tjenestemann	N;MASC;PL	N;INDF;MASC;PL
oficiais	funksjonærer	oficial	funksjonær	N;MASC;PL	N;INDF;MASC;PL
oficiais	betjenter	oficial	betjenter	N;MASC;PL	N;INDF;FEM;PL
oficiais	offiserene	oficial	offiser	N;MASC;PL	N;DEF;FEM;PL
daniel	daniel	daniel	daniel	N;MASC;SG	N;INDF;MASC;SG
ferreira	ferreira	ferreira	ferreire	N;MASC;SG	N;INDF;MASC;SG
funções	rollene	função	rolle	N;FEM;PL	N;DEF;FEM;PL
funções	roller	função	roller	N;FEM;PL	N;INDF;FEM;PL
live	live	live	live	N;MASC;SG	N
live	lev	live	la	N;MASC;SG	N;INDF;MASC;SG
live	direktesending	live	direktesending	N;MASC;SG	N;INDF;FEM;SG
catarina	katherine	catarina	katherine	N;FEM;SG	N;INDF;MASC;SG
catarina	catherine	catarina	catherin	N;FEM;SG	N;INDF;MASC;SG
catarina	katarina	catarina	katarin	N;FEM;SG	N;INDF;FEM;SG
catarina	catarina	catarina	catarin	N;FEM;SG	N;INDF;MASC;SG
colocar	legger	colocar	legg	V;NFIN	V;IND;PRS;FIN
colocar	legg	colocar	leggje	V;NFIN	V;IMP;FIN
comentários	tilbakemeldinger	comentário	tilbakemelding	N;MASC;PL	N;INDF;FEM;PL
comentários	kommentarar	comentário	kommentar	N;MASC;PL	N;INDF;MASC;PL
comentários	kommentarer	comentário	kommentar	N;MASC;PL	N;INDF;FEM;PL
distância	distanse	distância	distanse	N;FEM;SG	N;INDF;MASC;SG
distância	avstand	distância	avstand	N;FEM;SG	N;INDF;MASC;SG
comissão	commission	comissão	commission	N;FEM;SG	N;INDF;MASC;SG
comissão	provisjon	comissão	provisjon	N;FEM;SG	N;INDF;MASC;SG
comissão	kommisjon	comissão	kommisjon	N;FEM;SG	N;INDF;MASC;SG
comissão	komiteen	comissão	komité	N;FEM;SG	N;DEF;MASC;SG
comissão	komité	comissão	komité	N;FEM;SG	N;INDF;MASC;SG
corte	corte	corte	corte	N;MASC;SG	N
corte	kutter	corte	kutter	N;MASC;SG	N;INDF;NEUT;SG
corte	kutt	corte	kutt	N;MASC;SG	N;INDF;NEUT;SG
corte	cut	corte	cut	N;MASC;SG	N;INDF;NEUT;SG
corte	skjær	corte	skjær	N;MASC;SG	N;INDF;NEUT;SG
corte	court	corte	cour	N;MASC;SG	N
corte	hoff	corte	hoff	N;MASC;SG	N;INDF;NEUT;SG
corte	retten	corte	rett	N;MASC;SG	N;DEF;MASC;SG
corte	domstol	corte	domstol	N;MASC;SG	N;INDF;MASC;SG
irmãos	brødrene	irmão	brødre	N;MASC;PL	N;DEF;FEM;PL
preto	sort	preto	sort	N;MASC;SG	N;INDF;MASC;SG
preto	black	preto	black	N;MASC;SG	N
contrato	kontrakt	contrato	kontrakt	N;MASC;SG	N;INDF;MASC;SG
prêmios	priser	prêmio	prise	N;MASC;PL	N;INDF;FEM;PL
passar	bestå	passar	bestå	V;NFIN	V;IMP;FIN
transporte	transport	transporte	transport	N;MASC;SG	N;INDF;MASC;SG
transporte	transport	transporte	transport	N;MASC;SG	N;INDF;MASC;SG
dom	gaven	dom	gave	N;MASC;SG	N;DEF;MASC;SG
dom	gave	dom	gave	N;MASC;SG	N;INDF;MASC;SG
dom	dom	dom	dom	N;MASC;SG	N;INDF;MASC;SG
motivo	motivet	motivo	motiv	N;MASC;SG	N;DEF;NEUT;SG
motivo	motiv	motivo	motiv	N;MASC;SG	N;INDF;NEUT;SG
motivo	årsak	motivo	årsak	N;MASC;SG	N;INDF;FEM;SG
motivo	fornuft	motivo	fornuft	N;MASC;SG	N;INDF;FEM;SG
motivo	grunn	motivo	grunn	N;MASC;SG	N;INDF;MASC;SG
tradução	oversettelse	tradução	oversettelse	N;FEM;SG	N;INDF;MASC;SG
