структурні	estructurales	структурний	estructural	ADJ;NOM;PL	ADJ;PL
товщина	anchura	товщина	anchura	N;INAN;NOM;FEM;SG	N;FEM;SG
товщина	ancho	товщина	ancho	N;INAN;NOM;FEM;SG	N;MASC;SG
товщина	espesor	товщина	espesor	N;INAN;NOM;FEM;SG	N;MASC;SG
товщина	grosor	товщина	grosor	N;INAN;NOM;FEM;SG	N;MASC;SG
атак	atacantes	атак	atacante	N;INAN;GEN;FEM;PL	N;PL
атак	agresores	атак	agresor	N;INAN;GEN;FEM;PL	N;MASC;PL
піч	estufa	піч	estufa	N;INAN;NOM;FEM;SG	N;FEM;SG
піч	caldera	піч	caldera	N;INAN;NOM;FEM;SG	N;FEM;SG
піч	horno	піч	horno	N;INAN;NOM;FEM;SG	N;MASC;SG
піч	horno	піч	horno	N;INAN;NOM;FEM;SG	N;MASC;SG
пряма	directa	пряма	directo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
пряма	directo	пряма	directo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
боки	lados	бік	lado	N;INAN;NOM;MASC;PL	N;MASC;PL
боки	laterales	бік	lateral	N;INAN;NOM;MASC;PL	N;PL
боки	bandos	бік	bando	N;INAN;NOM;MASC;PL	N;MASC;PL
вказана	apuntado	вказаний	apuntar	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
вказана	especificada	вказаний	especificado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
вказана	especificado	вказаний	especificar	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
валюти	divisas	валюти	divisa	N;INAN;NOM;FEM;PL	N;FEM;PL
валюти	monedas	валюти	moneda	N;INAN;NOM;FEM;PL	N;FEM;PL
валюти	divisas	валюти	divisa	N;INAN;NOM;FEM;PL	N;FEM;PL
вагу	pesaje	вага	pesaje	N;INAN;ACC;FEM;SG	N;MASC;SG
вагу	peso	вага	peso	N;INAN;ACC;FEM;SG	N;MASC;SG
мостів	bridges	місто	bridge	N;INAN;GEN;MASC;PL	N
мостів	puentes	місто	puente	N;INAN;GEN;MASC;PL	N;MASC;PL
зелене	verde	зелений	verde	ADJ;NOM;NEUT;SG	ADJ;SG
гнізда	tragamonedas	гніздо	tragamonedo	N;INAN;NOM;NEUT;PL	N;FEM;PL
гнізда	slots	гніздо	slot	N;INAN;NOM;NEUT;PL	N;MASC;PL
гнізда	tragaperras	гніздо	tragaperra	N;INAN;NOM;NEUT;PL	N;FEM;PL
гнізда	ranuras	гніздо	ranura	N;INAN;NOM;NEUT;PL	N;FEM;PL
гнізда	nidos	гніздо	nido	N;INAN;NOM;NEUT;PL	N;MASC;PL
гнізда	enchufes	гніздо	enchuf	N;INAN;NOM;NEUT;PL	N;MASC;PL
експозиція	exposición	експозиція	exposición	N;INAN;NOM;FEM;SG	N;FEM;SG
американців	americanos	американець	americano	N;ANIM;ACC;MASC;PL	N;MASC;PL
американців	estadounidenses	американець	estadounidense	N;ANIM;ACC;MASC;PL	N;PL
американців	norteamericanos	американець	norteamericano	N;ANIM;ACC;MASC;PL	N;MASC;PL
повстанці	rebeldes	повстанець	rebelde	N;ANIM;NOM;MASC;PL	N;PL
седан	sedán	седан	seden	N;INAN;NOM;MASC;SG	N;MASC;SG
седан	sedan	седан	sedar	N;INAN;NOM;MASC;SG	N;MASC;SG
марш	pantano	марш	pantano	N;INAN;NOM;MASC;SG	N;MASC;SG
марш	marsh	марш	marsh	N;INAN;NOM;MASC;SG	N;SG
розробники	desarrolladores	розробник	desarrollador	N;ANIM;NOM;MASC;PL	N;MASC;PL
розробники	promotores	розробник	promotor	N;ANIM;NOM;MASC;PL	N;MASC;PL
лицар	caballero	лицар	caballero	N;ANIM;NOM;MASC;SG	N;MASC;SG
лицар	knight	лицар	knight	N;ANIM;NOM;MASC;SG	N;SG
розвиватися	evolucionar	розвиватися	evolucionar	V;IPFV;NFIN	V;NFIN
розвиватися	evoluciona	розвиватися	evolucionar	V;IPFV;NFIN	V;IND;SG;3;PRS;FIN
порода	raza	порода	raza	N;INAN;NOM;FEM;SG	N;FEM;SG
порода	mestizo	порода	mestizo	N;INAN;NOM;FEM;SG	N;MASC;SG
порти	puertos	порт	puerto	N;INAN;NOM;MASC;PL	N;MASC;PL
додає	agrega	додавати	agregar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
додає	añade	додавати	añadir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
екземплярів	instancias	екземпляри	instancia	N;INAN;GEN;MASC;PL	N;FEM;PL
недавно	recientemente	недавно	recientemente	ADV	ADV
раптом	repentinamente	раптом	repentinamente	ADV	ADV
раптом	súbitamente	раптом	súbitamente	ADV	ADV
ефективно	eficazmente	ефективно	eficazmente	ADV	ADV
ефективно	efectivamente	ефективно	efectivamente	ADV	ADV
потоки	arroyos	потоки	arroyo	N;INAN;NOM;MASC;PL	N;MASC;PL
учасника	miembro	учасник	miembro	N;ANIM;ACC;MASC;SG	N;MASC;SG
більшовики	bolcheviques	більшовик	bolcheviques	N;ANIM;NOM;MASC;PL	N;PL
вокаліст	vocalista	вокаліст	vocalista	N;ANIM;NOM;MASC;SG	N;SG
датою	cita	дата	cita	N;INAN;INS;FEM;SG	N;FEM;SG
датою	fecha	дата	fecha	N;INAN;INS;FEM;SG	N;FEM;SG
рабів	esclavas	раб	esclava	N;ANIM;ACC;MASC;PL	N;FEM;PL
рабів	esclavos	раб	esclavo	N;ANIM;ACC;MASC;PL	N;MASC;PL
постійної	repetitivo	постійний	repetitivo	ADJ;GEN;FEM;SG	ADJ;MASC;SG
злочин	delito	злочин	delito	N;INAN;NOM;MASC;SG	N;MASC;SG
злочин	delincuencia	злочин	delincuencia	N;INAN;NOM;MASC;SG	N;FEM;SG
злочин	crimen	злочин	crimen	N;INAN;NOM;MASC;SG	N;MASC;SG
злочин	criminalidad	злочин	criminalidad	N;INAN;NOM;MASC;SG	N;FEM;SG
полотно	lona	полотно	lona	N;INAN;NOM;NEUT;SG	N;FEM;SG
полотно	canvas	полотно	canva	N;INAN;NOM;NEUT;SG	N;FEM
полотно	lienzo	полотно	lienzo	N;INAN;NOM;NEUT;SG	N;MASC;SG
переворот	golpe	переворот	golpe	N;INAN;NOM;MASC;SG	N;MASC;SG
допомагають	ayudando	допомагати	ayudar	V;IPFV;IND;PL;3;PRS;FIN	V;V.MSDR
допомагають	ayudar	допомагати	ayudar	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
рукопис	manuscrito	рукопис	manuscrito	N;INAN;NOM;MASC;SG	N;MASC;SG
комерційний	comercial	комерційний	comercial	ADJ;NOM;MASC;SG	ADJ;SG
хроніки	crónicas	хроніка	crónica	N;INAN;NOM;MASC;PL	N;FEM;PL
гарнізон	guarnición	гарнізон	guarnición	N;INAN;NOM;MASC;SG	N;FEM;SG
гарнізон	garrison	гарнізон	garrison	N;INAN;NOM;MASC;SG	N;MASC;SG
матеріально	financieramente	матеріально	financieramente	ADV	ADV
матеріально	económicamente	матеріально	económicamente	ADV	ADV
сьєрра	sierra	сьєрра	sierra	N;INAN;NOM;FEM;SG	N;FEM;SG
апостолів	apóstoles	апостол	apóstol	N;ANIM;ACC;MASC;PL	N;MASC;PL
оператори	operarios	оператор	operario	N;ANIM;NOM;MASC;PL	N;MASC;PL
оператори	operadores	оператор	operador	N;ANIM;NOM;MASC;PL	N;MASC;PL
прикраси	joyas	прикраса	joya	N;INAN;NOM;FEM;PL	N;FEM;PL
прикраси	bling	прикраса	bling	N;INAN;NOM;FEM;PL	N
прикраси	joyas	прикраса	joya	N;INAN;NOM;FEM;PL	N;FEM;PL
прикраси	dulces	прикраса	dulce	N;INAN;NOM;FEM;PL	N;MASC;PL
прикраси	caramelos	прикраса	caramelo	N;INAN;NOM;FEM;PL	N;MASC;PL
прикраси	candy	прикраса	candy	N;INAN;NOM;FEM;PL	N
конференцій	congresos	конференція	congreso	N;INAN;GEN;FEM;PL	N;MASC;PL
конференцій	conferencias	конференція	conferencia	N;INAN;GEN;FEM;PL	N;FEM;PL
починаються	empezando	починатися	empezar	V;IPFV;IND;PL;3;PRS;FIN	V;V.MSDR
починаються	iniciando	починатися	iniciar	V;IPFV;IND;PL;3;PRS;FIN	V;V.MSDR
починаються	comenzando	починатися	comenzar	V;IPFV;IND;PL;3;PRS;FIN	V;V.MSDR
екран	pantalla	екран	pantalla	N;INAN;NOM;MASC;SG	N;FEM;SG
стратегія	estrategia	стратегія	estrategia	N;INAN;NOM;FEM;SG	N;FEM;SG
економічне	económico	економічний	económico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
економічне	economico	економічний	economico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
економічне	económica	економічний	económico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
альманах	almanaque	альманах	almanaque	N;INAN;NOM;MASC;SG	N;MASC;SG
мама	mamá	мама	mamá	N;ANIM;NOM;FEM;SG	N;FEM;SG
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	N;FEM;SG
мама	mamá	мама	mamá	N;ANIM;NOM;FEM;SG	N;FEM;SG
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	N;FEM;SG
мама	mom	мама	mom	N;ANIM;NOM;FEM;SG	N
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	N;FEM;SG
мама	mamá	мама	mamá	N;ANIM;NOM;FEM;SG	N;FEM;SG
богиня	diosa	богиня	diosa	N;ANIM;NOM;FEM;SG	N;FEM;SG
публічно	públicamente	публічно	públicamente	ADV	ADV
валовий	asqueroso	валовий	asqueroso	ADJ;NOM;MASC;SG	ADJ;MASC;SG
валовий	bruto	валовий	bruto	ADJ;NOM;MASC;SG	ADJ;MASC;SG
арешт	detención	арешт	detención	N;INAN;NOM;MASC;SG	N;FEM;SG
арешт	arresto	арешт	arresto	N;INAN;NOM;MASC;SG	N;MASC;SG
підйом	subida	підй	subida	N;INAN;NOM;MASC;SG	N;FEM;SG
підйом	escalada	підй	escalada	N;INAN;NOM;MASC;SG	N;FEM;SG
підйом	ascenso	підй	ascenso	N;INAN;NOM;MASC;SG	N;MASC;SG
кримський	crimea	кримський	crimea	ADJ;NOM;MASC;SG	ADJ;SG
кримський	crimea	кримський	crimea	ADJ;NOM;MASC;SG	ADJ;SG
розширити	ampliar	розширити	ampliar	V;PFV;NFIN	V;NFIN
розширити	expandirse	розширити	expandir	V;PFV;NFIN	V;SBJV;SG;3;PRS;FIN
розширити	expandir	розширити	expandir	V;PFV;NFIN	V;NFIN
підземні	subterráneos	підземний	subterráneo	ADJ;NOM;PL	ADJ;MASC;PL
індустрії	industrias	індустрія	industria	N;INAN;NOM;FEM;PL	N;FEM;PL
поїздки	adpic	поїздка	adpic	N;INAN;NOM;FEM;PL	N;MASC
поїздки	excursiones	поїздка	excursión	N;INAN;NOM;FEM;PL	N;FEM;PL
поїздки	viajes	поїздка	viaje	N;INAN;NOM;FEM;PL	N;MASC;PL
маяк	faro	маяк	faro	N;INAN;NOM;MASC;SG	N;MASC;SG
магістр	magister	магістр	magister	N;ANIM;NOM;MASC;SG	N;SG
магістр	maestro	магістр	maestro	N;ANIM;NOM;MASC;SG	N;MASC;SG
магістр	master	магістр	master	N;ANIM;NOM;MASC;SG	N;MASC;SG
магістр	máster	магістр	máster	N;ANIM;NOM;MASC;SG	N;MASC;SG
вбив	mató	вбити	matar	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PST;FIN
кампанію	campaña	кампанія	campaña	N;INAN;ACC;FEM;SG	N;FEM;SG
демонстрації	demostraciones	демонстрація	demostración	N;INAN;NOM;FEM;PL	N;FEM;PL
демонстрації	manifestaciones	демонстрація	manifestación	N;INAN;NOM;FEM;PL	N;FEM;PL
демонстрації	demostraciones	демонстрація	demostración	N;INAN;NOM;FEM;PL	N;FEM;PL
приватний	privado	приватний	privado	ADJ;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
приватний	privada	приватний	privado	ADJ;NOM;MASC;SG	ADJ;FEM;SG;V.PTCP
бактерії	bacterias	бактерія	bacteria	N;ANIM;NOM;FEM;PL	N;FEM;PL
шаром	capa	шар	capa	N;INAN;INS;MASC;SG	N;FEM;SG
хроніка	chronicle	хронік	chronicle	N;INAN;NOM;FEM;SG	N;MASC;SG
хроніка	crónica	хронік	crónica	N;INAN;NOM;FEM;SG	N;FEM;SG
угод	convenios	угода	convenio	N;INAN;GEN;FEM;PL	N;MASC;PL
угод	acuerdos	угода	acuerdo	N;INAN;GEN;FEM;PL	N;MASC;PL
високе	alto	високий	alto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
високе	elevada	високий	elevado	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
високе	alta	високий	alto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
космічні	cósmicos	космічний	cósmico	ADJ;NOM;PL	ADJ;MASC;PL
торф	turba	торф	turba	N;INAN;NOM;MASC;SG	N;FEM;SG
розвідка	inteligencia	розвідка	inteligencia	N;INAN;NOM;FEM;SG	N;FEM;SG
розвідка	reconocimiento	розвідка	reconocimiento	N;INAN;NOM;FEM;SG	N;MASC;SG
волокна	fibras	волокно	fibra	N;INAN;NOM;NEUT;PL	N;FEM;PL
волокна	fibras	волокно	fibra	N;INAN;NOM;NEUT;PL	N;FEM;PL
перегляд	previsualización	перегляд	previsualización	N;INAN;NOM;MASC;SG	N;FEM;SG
процедура	procedimiento	процедура	procedimiento	N;INAN;NOM;FEM;SG	N;MASC;SG
гамма	gama	гамма	gama	N;INAN;NOM;FEM;SG	N;FEM;SG
гамма	gamma	гамма	gamma	N;INAN;NOM;FEM;SG	N;FEM;SG
воїни	warriors	воїн	warriors	N;ANIM;NOM;MASC;PL	N;PL
воїни	guerreros	воїн	guerrero	N;ANIM;NOM;MASC;PL	N;MASC;PL
важка	duro	важка	duro	ADJ;NOM;FEM;SG	ADJ;MASC;SG
важка	difícil	важка	difícil	ADJ;NOM;FEM;SG	ADJ;SG
важка	dura	важка	duro	ADJ;NOM;FEM;SG	ADJ;FEM;SG
щиро	sinceramente	щиро	sinceramente	ADV	ADV
щиро	atentamente	щиро	atentamente	ADV	ADV
щиро	cariñosamente	щиро	cariñosamente	ADV	ADV
дипломатичних	diplomáticos	дипломатичний	diplomático	ADJ;ACC;PL	ADJ;MASC;PL
дипломатичних	diplomáticas	дипломатичний	diplomático	ADJ;ACC;PL	ADJ;FEM;PL
композицію	pista	композиція	pista	N;INAN;ACC;FEM;SG	N;FEM;SG
композицію	track	композиція	track	N;INAN;ACC;FEM;SG	N;SG
композицію	atletismo	композиція	atletismo	N;INAN;ACC;FEM;SG	N;MASC;SG
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	N;FEM;SG
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	N;FEM;SG
продажі	rebajas	продаж	rebaja	N;INAN;NOM;MASC;PL	N;FEM;PL
продажі	sales	продаж	sal	N;INAN;NOM;MASC;PL	N;FEM;PL
продажі	ventas	продаж	venta	N;INAN;NOM;MASC;PL	N;FEM;PL
ввести	entrar	ввести	entrar	V;PFV;NFIN	V;NFIN
ввести	entra	ввести	entrar	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
ввести	ingresar	ввести	ingresar	V;PFV;NFIN	V;NFIN
ввести	ingresa	ввести	ingresar	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
листування	correo	листування	correo	N;INAN;NOM;NEUT;SG	N;MASC;SG
салон	salon	салон	salon	N;INAN;NOM;MASC;SG	N;MASC;SG
салон	salón	салон	salón	N;INAN;NOM;MASC;SG	N;MASC;SG
дівчинка	chica	дівчинка	chica	N;ANIM;NOM;FEM;SG	N;FEM;SG
дівчинка	niña	дівчинка	niña	N;ANIM;NOM;FEM;SG	N;FEM;SG
дівчинка	muchacha	дівчинка	muchacha	N;ANIM;NOM;FEM;SG	N;FEM;SG
спадок	legado	спадок	legado	N;INAN;NOM;MASC;SG	N;MASC;SG
спадок	legacy	спадок	legacy	N;INAN;NOM;MASC;SG	N
спадок	herencia	спадок	herencia	N;INAN;NOM;MASC;SG	N;FEM;SG
піски	arenas	піски	arena	N;INAN;NOM;MASC;PL	N;FEM;PL
піски	sands	піски	sands	N;INAN;NOM;MASC;PL	N;MASC
боєприпасів	municiones	боєприпас	munición	N;ANIM;ACC;MASC;PL	N;FEM;PL
оперативного	operacional	оперативний	operacional	ADJ;GEN;MASC;SG	ADJ;SG
оперативного	operativo	оперативний	operativo	ADJ;GEN;MASC;SG	ADJ;MASC;SG
оперативного	operativa	оперативний	operativo	ADJ;GEN;MASC;SG	ADJ;FEM;SG
посиланням	link	посилання	link	N;INAN;INS;NEUT;SG	N;MASC;SG
посиланням	enlace	посилання	enlace	N;INAN;INS;NEUT;SG	N;MASC;SG
посиланням	vínculo	посилання	vínculo	N;INAN;INS;NEUT;SG	N;MASC;SG
таємно	secretamente	таємно	secretamente	ADV	ADV
незалежна	independiente	незалежний	independiente	ADJ;NOM;FEM;SG	ADJ;SG
впав	cayó	впасти	caer	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PST;FIN
впав	caí	впасти	caer	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;1;PST;FIN
садів	jardines	сад	jardín	N;INAN;GEN;MASC;PL	N;MASC;PL
гектарів	hectáreas	гектар	hectárea	N;INAN;GEN;MASC;PL	N;FEM;PL
шведська	sueco	шведський	sueco	ADJ;NOM;FEM;SG	ADJ;MASC;SG
онук	nieto	онук	nieto	N;ANIM;NOM;MASC;SG	N;MASC;SG
кроком	escalón	крок	escalón	N;INAN;INS;MASC;SG	N;MASC;SG
кроком	step	крок	step	N;INAN;INS;MASC;SG	N
кроком	paso	крок	paso	N;INAN;INS;MASC;SG	N;MASC;SG
імператорів	emperadores	імператор	emperador	N;ANIM;ACC;MASC;PL	N;MASC;PL
точність	precisión	точність	precisión	N;INAN;NOM;FEM;SG	N;FEM;SG
точність	fracción	точність	fracción	N;INAN;NOM;FEM;SG	N;FEM;SG
точність	precisión	точність	precisión	N;INAN;NOM;FEM;SG	N;FEM;SG
точність	exactitud	точність	exactitud	N;INAN;NOM;FEM;SG	N;FEM;SG
зникає	desaparece	зникати	desaparecer	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
вірмени	armenios	вірмен	armenio	N;ANIM;NOM;MASC;PL	N;MASC;PL
ворожих	hostiles	ворожий	hostil	ADJ;ACC;PL	ADJ;PL
сприяти	facilitan	сприяти	facilitar	V;IPFV;NFIN	V;IND;PL;3;PRS;FIN
сприяти	facilite	сприяти	facilitar	V;IPFV;NFIN	V;IMP;SG;3;FIN
сприяти	faciliten	сприяти	facilitar	V;IPFV;NFIN	V;IMP;PL;3;FIN
сприяти	facilitar	сприяти	facilitar	V;IPFV;NFIN	V;NFIN
експерименти	experimentos	експеримент	experimento	N;INAN;NOM;MASC;PL	N;MASC;PL
поглинання	absorción	поглинання	absorción	N;INAN;NOM;NEUT;SG	N;FEM;SG
покажчик	index	покажчик	index	N;INAN;NOM;MASC;SG	N
покажчик	indice	покажчик	indicir	N;INAN;NOM;MASC;SG	N;MASC;SG
покажчик	índice	покажчик	índice	N;INAN;NOM;MASC;SG	N;MASC;SG
давній	antiguo	давній	antiguo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
давній	antigua	давній	antiguo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
спробувати	pruebe	спробувати	probar	V;PFV;NFIN	V;IMP;SG;3;FIN
спробувати	probar	спробувати	probar	V;PFV;NFIN	V;NFIN
спробувати	intente	спробувати	intentar	V;PFV;NFIN	V;SBJV;SG;3;PRS;FIN
спробувати	tratar	спробувати	tratar	V;PFV;NFIN	V;NFIN
міграції	migraciones	міграція	migración	N;INAN;NOM;FEM;PL	N;FEM;PL
продажів	rebajas	продаж	rebaja	N;INAN;GEN;MASC;PL	N;FEM;PL
продажів	sales	продаж	sal	N;INAN;GEN;MASC;PL	N;FEM;PL
продажів	ventas	продаж	venta	N;INAN;GEN;MASC;PL	N;FEM;PL
каменів	stones	камінь	ston	N;INAN;GEN;MASC;PL	N;MASC;PL
каменів	piedras	камінь	piedra	N;INAN;GEN;MASC;PL	N;FEM;PL
вузли	pares	вузти	par	N;INAN;NOM;MASC;PL	N;MASC;PL
вузли	anfitriones	вузти	anfitrión	N;INAN;NOM;MASC;PL	N;MASC;PL
вузли	nodos	вузти	nodo	N;INAN;NOM;MASC;PL	N;MASC;PL
вузли	nódulos	вузти	nódulo	N;INAN;NOM;MASC;PL	N;MASC;PL
літер	cartas	літер	carta	N;INAN;GEN;FEM;PL	N;FEM;PL
літер	letras	літер	letra	N;INAN;GEN;FEM;PL	N;FEM;PL
організована	organizada	організований	organizado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
організована	organizado	організований	organizado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
обкладинка	portada	обкладинка	portada	N;INAN;NOM;FEM;SG	N;FEM;SG
обкладинка	cover	обкладинка	cover	N;INAN;NOM;FEM;SG	N
обкладинка	tapa	обкладинка	tapa	N;INAN;NOM;FEM;SG	N;FEM;SG
збирати	reunir	збирати	reunir	V;IPFV;NFIN	V;NFIN
збирати	colecciona	збирати	coleccionar	V;IPFV;NFIN	V;IND;SG;3;PRS;FIN
збирати	recopila	збирати	recopilar	V;IPFV;NFIN	V;IND;SG;3;PRS;FIN
збирати	recoger	збирати	recoger	V;IPFV;NFIN	V;NFIN
бурі	tormentas	буря	tormenta	N;INAN;NOM;FEM;PL	N;FEM;PL
різниці	diferencia	різник	diferencia	N;INAN;NOM;FEM;SG	N;FEM;SG
розпочати	empezar	розпочати	empezar	V;PFV;NFIN	V;NFIN
розпочати	iniciar	розпочати	iniciar	V;PFV;NFIN	V;NFIN
розпочати	inicia	розпочати	iniciar	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
розпочати	inicie	розпочати	iniciar	V;PFV;NFIN	V;IMP;SG;3;FIN
газетах	diarios	газета	diario	N;INAN;ESS;FEM;PL	N;MASC;PL
газетах	periódicos	газета	periódico	N;INAN;ESS;FEM;PL	N;MASC;PL
випадає	fertilizar	випадати	fertilizar	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
страх	temor	страх	temor	N;INAN;NOM;MASC;SG	N;MASC;SG
страх	miedo	страх	miedo	N;INAN;NOM;MASC;SG	N;MASC;SG
страх	fear	страх	fear	N;INAN;NOM;MASC;SG	N
детектив	detective	детектив	detective	N;ANIM;NOM;MASC;SG	N;SG
географічний	geográfico	географічний	geográfico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
географічний	geográfica	географічний	geográfico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
словники	vocabularios	словник	vocabulario	N;INAN;NOM;MASC;PL	N;MASC;PL
словники	diccionarios	словник	diccionario	N;INAN;NOM;MASC;PL	N;MASC;PL
гине	muere	гинати	morir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
службовців	empleados	службовець	empleado	N;ANIM;ACC;MASC;PL	N;MASC;PL
орла	águila	орлий	águila	N;INAN;NOM;MASC;SG	N;FEM;SG
орла	eagle	орлий	eagle	N;INAN;NOM;MASC;SG	N;SG
орла	aguila	орлий	aguilar	N;INAN;NOM;MASC;SG	N;FEM;SG
класична	clásica	класичний	clásico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
класична	clasico	класичний	clasico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
класична	clásico	класичний	clásico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
класична	clásica	класичний	clásico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
класична	clasico	класичний	clasico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
класична	clásico	класичний	clásico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
помирає	muere	помирати	morir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
кроки	peldaños	крок	peldaño	N;INAN;NOM;MASC;PL	N;MASC;PL
кроки	pasos	крок	paso	N;INAN;NOM;MASC;PL	N;MASC;PL
кроки	escalones	крок	escalón	N;INAN;NOM;MASC;PL	N;MASC;PL
поради	consejos	порада	consejo	N;INAN;NOM;FEM;PL	N;MASC;PL
поради	consejos	порада	consejo	N;INAN;NOM;FEM;PL	N;MASC;PL
поради	puntas	порада	punta	N;INAN;NOM;FEM;PL	N;FEM;PL
поради	sugerencias	порада	sugerencia	N;INAN;NOM;FEM;PL	N;FEM;PL
поради	propinas	порада	propina	N;INAN;NOM;FEM;PL	N;FEM;PL
послання	epístola	послання	epístola	N;INAN;NOM;NEUT;SG	N;FEM;SG
лиман	estuario	лиман	estuario	N;INAN;NOM;MASC;SG	N;MASC;SG
винищувач	blaster	винищувач	blaster	N;INAN;NOM;MASC;SG	N;MASC;SG
винищувач	peleador	винищувач	peleador	N;INAN;NOM;MASC;SG	N;MASC;SG
винищувач	luchador	винищувач	luchador	N;INAN;NOM;MASC;SG	N;MASC;SG
винищувач	combatiente	винищувач	combatiente	N;INAN;NOM;MASC;SG	N;SG
землеробства	agricultura	землеробство	agricultura	N;INAN;NOM;NEUT;SG	N;FEM;SG
тертя	fricción	тертя	fricción	N;INAN;NOM;NEUT;SG	N;FEM;SG
накопичення	acaparamiento	накопичення	acaparamiento	N;INAN;NOM;NEUT;SG	N;MASC;SG
накопичення	acumulación	накопичення	acumulación	N;INAN;NOM;NEUT;SG	N;FEM;SG
осінь	otoño	осінь	otoño	N;INAN;NOM;FEM;SG	N;MASC;SG
осінь	otoño	осінь	otoño	N;INAN;NOM;FEM;SG	N;MASC;SG
осінь	caída	осінь	caída	N;INAN;NOM;FEM;SG	N;FEM;SG
рекомендується	recomienda	рекомендуватися	recomendar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
пфальц	palatinado	пфальц	palatinado	N;INAN;NOM;MASC;SG	N;MASC;SG
стандартний	estándar	стандартний	estándar	ADJ;NOM;MASC;SG	ADJ;SG
душа	alma	душа	alma	N;INAN;NOM;FEM;SG	N;FEM;SG
душа	soul	душа	soul	N;INAN;NOM;FEM;SG	N;SG
гризунів	roedores	гризун	roedor	N;ANIM;ACC;MASC;PL	N;MASC;PL
ефір	emisora	ефір	emisora	N;INAN;NOM;MASC;SG	N;FEM;SG
ефір	locutor	ефір	locutor	N;INAN;NOM;MASC;SG	N;MASC;SG
гвинтівки	fusiles	гвинтівка	fusil	N;INAN;NOM;FEM;PL	N;MASC;PL
гвинтівки	rifles	гвинтівка	rifle	N;INAN;NOM;FEM;PL	N;MASC;PL
алгоритми	algoritmos	алгоритм	algoritmo	N;INAN;NOM;MASC;PL	N;MASC;PL
виклик	impugnación	виклик	impugnación	N;INAN;NOM;MASC;SG	N;FEM;SG
виклик	challenge	виклик	challenge	N;INAN;NOM;MASC;SG	N;SG
виклик	reto	виклик	reto	N;INAN;NOM;MASC;SG	N;MASC;SG
виклик	desafio	виклик	desafio	N;INAN;NOM;MASC;SG	N;MASC;SG
виклик	desafío	виклик	desafío	N;INAN;NOM;MASC;SG	N;MASC;SG
виклик	desafío	виклик	desafío	N;INAN;NOM;MASC;SG	N;MASC;SG
австралійський	australiana	австралійський	australiano	ADJ;NOM;MASC;SG	ADJ;FEM;SG
вклад	aportación	вклад	aportación	N;INAN;NOM;MASC;SG	N;FEM;SG
вклад	contribución	вклад	contribución	N;INAN;NOM;MASC;SG	N;FEM;SG
вклад	aporte	вклад	aporte	N;INAN;NOM;MASC;SG	N;MASC;SG
