erteilt	väljastatud	erteilen	väljastama	V;V.PTCP	V;PST;V.PTCP;PASS
erobert	vallutada	erobern	vallutama	V;V.PTCP	V;NFIN
anfänge	algused	anfangen	algus	N;NOM	N;NOM;PL
geographischen	geograafilised	geographisch	geo_graafiline	ADJ;NOM;PL	ADJ;NOM;PL
geschlossene	suletud	geschlossen	sule=tud	ADJ;NOM;FEM;PL	ADJ;PST;V.PTCP;PASS
betreuung	toetus	betreuung	toetus	N;SG	N;NOM;SG
betreuung	tugi	betreuung	tugi	N;SG	N;NOM;SG
betreuung	toetamine	betreuung	toetamine	N;SG	N;NOM;SG
betreuung	juhendamise	betreuung	juhendamine	N;SG	N;GEN;SG
betreuung	järelevalve	betreuung	järele_valve	N;SG	N;NOM;SG
studiert	uuritud	studieren	uurima	V;V.PTCP	V;PST;V.PTCP;PASS
illustrationen	illustratsioonid	illustrationen	illustratsioon	N;NOM;FEM;PL	N;NOM;PL
richtungen	suunad	richtung	suund	N;NOM;FEM;PL	N;NOM;PL
richtungen	juhised	richtung	juhis	N;NOM;FEM;PL	N;NOM;PL
schmalen	kitsas	schmal	kitsas	ADJ	ADJ;NOM;SG
schmalen	kitsad	schmal	kitsas	ADJ	ADJ;NOM;PL
stausee	tamm	stausen	tamm	N;SG	N;NOM;SG
stausee	järve	stausen	järv	N;SG	N;IN+ALL;LGSPEC1;SG
stausee	järv	stausen	järv	N;SG	N;NOM;SG
stausee	lake	stausen	lake	N;SG	N;NOM;SG
stausee	veehoidla	stausen	vee_hoidla	N;SG	N;NOM;SG
begangen	pühendunud	begehen	pühenduma	V;V.PTCP	V;PST;V.PTCP;ACT
wirft	tõstab	werfen	tõstma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
wirft	viskab	werfen	viskama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
fühlt	tundub	fühlen	tunduma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
fühlt	tunneb	fühlen	tundma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
gerettet	salvestatud	retten	salvestama	V;V.PTCP	V;PST;V.PTCP;PASS
gerettet	päästis	retten	päästma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
ignoriert	ignoreeritakse	ignorieren	ignoreerima	V;V.PTCP	V;IND;PRS;FIN;PASS
ignoriert	eirata	ignorieren	eirama	V;V.PTCP	V;NFIN
ignoriert	eiratakse	ignorieren	eirama	V;V.PTCP	V;IND;PRS;FIN;PASS
ignoriert	ignoreeritakse	ignorieren	ignoreerima	V;V.PTCP	V;IND;PRS;FIN;PASS
überwachung	järelvalve	überwachung	järel_valve	N;SG	N;NOM;SG
überwachung	järelevalve	überwachung	järele_valve	N;SG	N;NOM;SG
überwachung	järelevalve	überwachung	järele_valve	N;SG	N;NOM;SG
überwachung	jälgimine	überwachung	jälgimine	N;SG	N;NOM;SG
überwachung	seire	überwachung	seir	N;SG	N;NOM;SG
überwachung	monitor	überwachung	monitor	N;SG	N;NOM;SG
überwachung	monitori	überwachung	monitor	N;SG	N;PRT;SG
überwachung	jälgija	überwachung	jälgija	N;SG	N;NOM;SG
überwachung	järelevalve	überwachung	järele_valve	N;SG	N;NOM;SG
überwachung	järelevalve	überwachung	järele_valve	N;SG	N;NOM;SG
achter	kaheksas	acht	kaheksas	ADJ	ADJ;NOM;SG
chinesisch	hiina	chinesisch	hiina	ADJ	ADJ
schreibe	kirjutada	schreibe	kirjutama	V;IND;SG;3;PRS;FIN	V;NFIN
angemessen	sobiv	angemessen	sobiv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
angemessen	asjakohane	angemessen	asja_kohane	ADJ	ADJ;NOM;SG
angemessen	kohane	angemessen	kohane	ADJ	ADJ;NOM;SG
angemessen	sobilik	angemessen	sobilik	ADJ	ADJ;NOM;SG
angemessen	piisav	angemessen	piisav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
angemessen	piisavad	angemessen	piisav	ADJ	ADJ;NOM;PL;PRS;V.PTCP;ACT
angemessen	adekvaatne	angemessen	adekvaatne	ADJ	ADJ;NOM;SG
angemessen	mõistlik	angemessen	mõistlik	ADJ	ADJ;NOM;SG
angemessen	mõistlikud	angemessen	mõistlik	ADJ	ADJ;NOM;PL
drehen	pööra	drehen	pöörama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
drehen	pööra	drehen	pöörama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
drehen	keera	drehen	keerama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
angeben	täpsustada	angeben	täpsustama	V;V.PTCP	V;NFIN
dazwischen	vahel	dazwischen	vahel	ADV	ADV
gerichtet	suunatud	richten	suunama	V;V.PTCP	V;PST;V.PTCP;PASS
umwandlung	teisendamine	umwandlung	teisendamine	N;SG	N;NOM;SG
umwandlung	muundamise	umwandlung	muundamine	N;SG	N;GEN;SG
umwandlung	teisendamine	umwandlung	teisendamine	N;SG	N;NOM;SG
umwandlung	ümberkujundamine	umwandlung	ümber_kujundamine	N;SG	N;NOM;SG
umwandlung	muutumine	umwandlung	muutumine	N;SG	N;NOM;SG
ansiedlung	asula	ansiedlung	asul	N;SG	N;NOM;SG
bezahlt	tasub	bezahlen	tasuma	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
bezahlt	maksab	bezahlen	maksma	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
bezahlt	tasutud	bezahlen	tasuma	V;V.PTCP	V;PST;V.PTCP;PASS
bezahlt	tasus	bezahlen	tasuma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
interne	sisemised	intern	sisemine	ADJ;NOM;FEM;PL	ADJ;NOM;PL
hinterlassen	jäta	hinterlassen	jätma	V;V.PTCP	V;IMP;SG;2;PRS;FIN;ACT
reguläre	regulaarsed	regulär	regulaarne	ADJ;NOM;FEM;PL	ADJ;NOM;PL
reguläre	korrapärased	regulär	korra_pärane	ADJ;NOM;FEM;PL	ADJ;NOM;PL
beobachtungen	nähtud	beobachtung	nägema	V;NFIN	V;PST;V.PTCP;PASS
dekan	dean	dekan	deadma	N	N;NOM;SG
dekan	dekaan	dekan	dekaan	N	N;NOM;SG
ausgeliefert	tarnitud	ausliefern	tarnitud	V;V.PTCP	V;PST;V.PTCP;PASS
heiliger	püha	heilig	püha	ADJ	ADJ;NOM;SG
beibehalten	säilitatud	beibehalten	säilitama	V;V.PTCP	V;PST;V.PTCP;PASS
beibehalten	säilinud	beibehalten	säilima	V;V.PTCP	V;PST;V.PTCP;ACT
beibehalten	hoida	beibehalten	hoidma	V;V.PTCP	V;NFIN
beibehalten	hoia	beibehalten	hoidma	V;V.PTCP	V;IMP;SG;2;PRS;FIN;ACT
beibehalten	hoian	beibehalten	hoidma	V;V.PTCP	V;IND;SG;1;PRS;FIN;ACT
beibehalten	säilita	beibehalten	säilima	V;V.PTCP	V;IMP;SG;2;PRS;FIN;ACT
österreicher	austria	österreicher	austria	ADJ	ADJ
einheitliche	ühtsed	einheitlich	ühtne	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kannte	teadis	kennen	teadma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
einverstanden	leppis	einverstanden	leppima	V;NFIN	V;IND;SG;3;PST;FIN;ACT
löst	lahendab	lösen	lahendama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
soziales	sotsiaalne	sozial	sotsiaalne	ADJ;NOM;NEUT;SG	ADJ;NOM;SG
sklaven	orjad	sklaven	ori	N;PL	N;NOM;PL
individuelle	individuaalsed	individuell	individuaalne	ADJ;NOM;FEM;PL	ADJ;NOM;PL
fair	õiglane	fair	õiglane	ADJ	ADJ;NOM;SG
fair	aus	fair	aus	ADJ	ADJ;NOM;SG
aussieht	paistab	aussehen	paistma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
erwerben	omandada	erwerben	omandama	V;NFIN	V;NFIN
reagieren	reageerivad	reagieren	reageerima	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
reagieren	reageeri	reagieren	reageerima	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
reagieren	reageerima	reagieren	reageerima	V;NFIN	V;IN+ALL;V.CVB;ACT
reagieren	reageerida	reagieren	reageerima	V;NFIN	V;NFIN
reagieren	reageerivad	reagieren	reageerima	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
entsprechender	vastav	entsprechend	vastav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
ausgewählte	valitud	ausgewählt	valitud	ADJ;NOM;FEM;PL	ADJ;PST;V.PTCP;PASS
britisch	briti	britisch	briti	ADJ	ADJ
entdecken	avastama	entdecken	avastama	V;NFIN	V;IN+ALL;V.CVB;ACT
entdecken	avastavad	entdecken	avastama	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
entdecken	avastada	entdecken	avastama	V;NFIN	V;NFIN
entdecken	avasta	entdecken	avastama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
entdecken	avastama	entdecken	avastama	V;NFIN	V;IN+ALL;V.CVB;ACT
auffällig	märgatav	auffällig	märgatav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
auffällig	silmatorkav	auffällig	silma_torkav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
auffällig	silmatorkav	auffällig	silma_torkav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
seltene	haruldased	selten	haruldane	ADJ;NOM;PL	ADJ;NOM;PL
wortes	sõna	wort	sõna	N;NOM;NEUT;SG	N;NOM;SG
schien	ilmus	scheinen	ilmuma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
schien	ilmunud	scheinen	ilmuma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
schien	säras	scheinen	särama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
schien	tundus	scheinen	tunduma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
modellen	mudelid	modell	mudel	N;PL	N;NOM;PL
modellen	modellid	modell	modell	N;PL	N;NOM;PL
gedenken	meenutades	gedenken	meenutama	V;NFIN	V;V.CVB
gedenken	mälestada	gedenken	mälestama	V;NFIN	V;NFIN
gesendet	saadetud	senden	saatma	V;V.PTCP	V;PST;V.PTCP;PASS
anleitung	käsiraamat	anleitung	käsi_raamat	N;NOM;FEM;SG	N;NOM;SG
anleitung	manuaal	anleitung	manuaal	N;NOM;FEM;SG	N;NOM;SG
anleitung	juhend	anleitung	juhend	N;NOM;FEM;SG	N;NOM;SG
zwang	sundis	zwingen	sundima	V;SG;FIN	V;IND;SG;3;PST;FIN;ACT
zwang	sunnitud	zwingen	sundima	V;SG;FIN	V;PST;V.PTCP;PASS
kürzer	lühem	kurz	lühem	ADJ	ADJ;NOM;CMPR;SG
türme	tornid	türm	torn	N;NOM;PL	N;NOM;PL
hut	müts	hun	müts	N;SG	N;NOM;SG
hut	mütsi	hun	müts	N;SG	N;PRT;SG
hut	kaabu	hun	kaabu	N;SG	N;NOM;SG
hut	kübar	hun	kübar	N;SG	N;NOM;SG
abgeschafft	kaotati	abschaffen	kaotama	V;V.PTCP	V;IND;PST;FIN;PASS
kommerziellen	kaubanduslik	kommerziell	kaubanduslik	ADJ	ADJ;NOM;SG
bestände	varud	beständen	varu	N;NOM	N;NOM;PL
bestände	varud	beständen	varu	N;NOM	N;NOM;PL
bestände	karjad	beständen	kari	N;NOM	N;NOM;PL
weswegen	miks	weswegen	miks	ADV	ADV
ermitteln	tuvastada	ermitteln	tuvastama	V;NFIN	V;NFIN
ermitteln	tuvasta	ermitteln	tuvastama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
aktueller	aktiivne	aktuell	aktiivne	ADJ	ADJ;NOM;SG
aktueller	praeguse	aktuell	praegune	ADJ	ADJ;GEN;SG
aktueller	praegune	aktuell	praegune	ADJ	ADJ;NOM;SG
ständige	alalised	ständig	alaline	ADJ;NOM;FEM;PL	ADJ;NOM;PL
landete	maandunud	landen	maanduma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
landete	maandus	landen	maanduma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
schoss	tulistas	schießen	tulistama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
klassiker	klassikalised	klassik	klassikaline	ADJ	ADJ;NOM;PL
klassiker	klassikalise	klassik	klassikaline	ADJ	ADJ;GEN;SG
klassiker	klassikaline	klassik	klassikaline	ADJ	ADJ;NOM;SG
klassiker	klassikalised	klassik	klassikaline	ADJ	ADJ;NOM;PL
klassiker	klassikaline	klassik	klassikaline	ADJ	ADJ;NOM;SG
erfordert	nõuab	erfordern	nõudma	V;SG;FIN	V;IND;SG;3;PRS;FIN;ACT
ukrainischen	ukraina	ukrainisch	ukraina	ADJ;NOM;MASC;PL	ADJ
lehren	õpeta	lehren	õpe	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
lehren	õpetada	lehren	õpetama	V;NFIN	V;NFIN
höfe	kohtud	hofen	kohus	N;NOM;PL	N;NOM;PL
ungarisch	ungari	ungarisch	ungari	ADJ	ADJ
tool	tööriist	tool	töö_riist	N;NOM;NEUT;SG	N;NOM;SG
glatt	sujuv	glatt	suju=v	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
glatt	mahe	glatt	mahe	ADJ	ADJ;NOM;SG
glatt	sile	glatt	sile	ADJ	ADJ;NOM;SG
beauftragte	tellitud	beauftragen	telli=tud	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
beauftragte	delegeerida	beauftragen	delegeerima	V;IND;SG;3;PST;FIN	V;NFIN
erwerb	omandamine	erwerben	omandamine	N	N;NOM;SG
erwerb	ostu	erwerben	ost	N	N;GEN;SG
erwerb	ostmine	erwerben	ostmine	N	N;NOM;SG
erwerb	ost	erwerben	ost	N	N;NOM;SG
erwerb	omandamine	erwerben	omandamine	N	N;NOM;SG
erwerb	soetamine	erwerben	soetamine	N	N;NOM;SG
niedriger	madalam	niedrig	madalam	ADJ	ADJ;NOM;CMPR;SG
niedriger	madalamad	niedrig	madalam	ADJ	ADJ;NOM;CMPR;PL
niedriger	alumine	niedrig	alumine	ADJ	ADJ;NOM;SG
portugiesischer	portugali	portugiesisch	portugali	ADJ	ADJ
reformierten	reformitud	reformiert	reformi=tud	ADJ;PL	ADJ;PST;V.PTCP;PASS
bittet	kutsub	bitten	kutsuma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
bittet	küsib	bitten	küsima	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
bittet	palub	bitten	paluma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
gescheitert	nurjunud	scheitern	nurjuma	V;V.PTCP	V;PST;V.PTCP;ACT
gescheitert	ebaõnnestunud	scheitern	eba_õnnestuma	V;V.PTCP	V;PST;V.PTCP;ACT
gescheitert	nurjus	scheitern	nurjuma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gescheitert	ebaõnnestus	scheitern	eba_õnnestuma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
tschechisch	tšehhi	tschechisch	tšehhi	ADJ	ADJ
zugewiesen	omistatud	zuweisen	omistama	V;V.PTCP	V;PST;V.PTCP;PASS
zugewiesen	määratud	zuweisen	määrama	V;V.PTCP	V;PST;V.PTCP;PASS
zugewiesen	eraldatud	zuweisen	eraldama	V;V.PTCP	V;PST;V.PTCP;PASS
zugewiesen	omistatud	zuweisen	omistama	V;V.PTCP	V;PST;V.PTCP;PASS
verschieden	erinevad	verschieden	erinev	ADJ	ADJ;NOM;PL;PRS;V.PTCP;ACT
verschieden	erinev	verschieden	erinev	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
verschieden	mitmekesine	verschieden	mitme_kesine	ADJ	ADJ;NOM;SG
umstände	asjaolud	umstehen	asja_olu	N	N;NOM;PL
umstände	asjaolud	umstehen	asja_olu	N	N;NOM;PL
systematisch	süstemaatiline	systematisch	süstemaatiline	ADJ	ADJ;NOM;SG
erwünscht	soovitud	erwünscht	soovitud	ADJ	ADJ;PST;V.PTCP;PASS
erwünscht	soovitav	erwünscht	soovitav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
erwünscht	tagaotsitav	erwünscht	taga_otsitav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
konzentriert	koondunud	konzentrieren	koonduma	V;V.PTCP	V;PST;V.PTCP;ACT
konzentriert	keskendunud	konzentrieren	keskenduma	V;V.PTCP	V;PST;V.PTCP;ACT
erstellte	loodi	erstellt	looma	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
erstellte	loodud	erstellt	looma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
zähne	hammas	zähnen	hammas	N;NOM;SG	N;NOM;SG
zähne	hamba	zähnen	hammas	N;NOM;SG	N;NOM;SG
freuen	rõõmustada	freuen	rõõmustama	V;NFIN	V;NFIN
gültig	kehtiv	gültig	kehtiv	ADJ	ADJ;NOM;SG
denkbar	mõeldav	denkbar	mõeldav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
germanischen	germaani	germanisch	germaani	ADJ	ADJ
abbruch	abort	abbruch	abort	N;SG	N;NOM;SG
abbruch	katkestamine	abbruch	katkestamine	N;SG	N;NOM;SG
abbruch	lammutamine	abbruch	lammutamine	N;SG	N;NOM;SG
spannungen	rõhutab	spannungen	rõhutama	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
bricht	murdub	brechen	murduma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
bricht	murrab	brechen	murdma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
verarbeitung	töötlus	verarbeitung	töötlus	N;NOM;FEM;SG	N;NOM;SG
verarbeitung	töötlemine	verarbeitung	töötlemine	N;NOM;FEM;SG	N;NOM;SG
sechste	kuues	sechst	kuues	ADJ;NOM	ADJ;NOM;SG
empfohlen	soovitatud	empfehlen	soovitama	V;V.PTCP	V;PST;V.PTCP;PASS
empfohlen	soovitas	empfehlen	soovitama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
empfohlen	soovitatud	empfehlen	soovitama	V;V.PTCP	V;PST;V.PTCP;PASS
empfohlen	soovitas	empfehlen	soovitama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
vernichtet	hävinenud	vernichten	hävinema	V;V.PTCP	V;PST;V.PTCP;ACT
vernichtet	hävitatud	vernichten	hävitama	V;V.PTCP	V;PST;V.PTCP;PASS
vernichtet	hävinud	vernichten	hävima	V;V.PTCP	V;PST;V.PTCP;ACT
vernichtet	hävita	vernichten	hävitama	V;V.PTCP	V;IMP;SG;2;PRS;FIN;ACT
vernichtet	hävitada	vernichten	hävitama	V;V.PTCP	V;NFIN
vernichtet	hävitatud	vernichten	hävitama	V;V.PTCP	V;PST;V.PTCP;PASS
akzeptieren	lepi	akzeptieren	leppima	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
akzeptieren	nõustu	akzeptieren	nõustuma	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
renovierung	renoveerimine	renovierung	renoveerimine	N;NOM;FEM;SG	N;NOM;SG
übersehen	vastamata	übersehen	vastamata	V;V.PTCP	V;PRIV;V.CVB;ACT
gleichung	võrrand	gleichung	võrrand	N;SG	N;NOM;SG
vergeblich	edev	vergeblich	edev	ADJ	ADJ;NOM;SG
mögen	meeldib	mögen	meeldima	V;FIN	V;IND;SG;3;PRS;FIN;ACT
mögen	meeldib	mögen	meeldima	V;FIN	V;IND;SG;3;PRS;FIN;ACT
behauptete	väitis	behaupten	väitma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
verfolgen	kummitama	verfolgen	kummitama	V;NFIN	V;IN+ALL;V.CVB;ACT
direkter	otsene	direkt	otsene	ADJ	ADJ;NOM;SG
direkter	vahetu	direkt	vahetu	ADJ	ADJ;NOM;SG
direkter	otsesed	direkt	otsene	ADJ	ADJ;NOM;PL
anzeigen	kuva	anzeigen	kuva	V;NFIN	V;IMP;PL;2;PRS;FIN;ACT
anzeigen	näidatakse	anzeigen	näitama	V;NFIN	V;IND;PRS;FIN;PASS
anzeigen	näita	anzeigen	näitama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
angetrieben	sõitnud	antreiben	sõitma	V;V.PTCP	V;PST;V.PTCP;ACT
wiederholen	korratud	wiederholen	korratud	V;NFIN	V;PST;V.PTCP;PASS
wiederholen	korrata	wiederholen	kordama	V;NFIN	V;NFIN
wiederholen	kordan	wiederholen	kordama	V;NFIN	V;IND;SG;1;PRS;FIN;ACT
wiederholen	kordus	wiederholen	korduma	V;NFIN	V;IND;SG;3;PST;FIN;ACT
reformierte	reformitud	reformiert	reformi=tud	ADJ;NOM;SG	ADJ;PST;V.PTCP;PASS
wohnt	elab	wohnen	elama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
wachsenden	kasvavad	wachsend	kasvama	V;PL;FIN	V;IND;PL;3;PRS;FIN;ACT
dominiert	domineerib	dominieren	domineerima	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
dominiert	domineerida	dominieren	domineerima	V;V.PTCP	V;NFIN
dominiert	domineerivad	dominieren	domineerima	V;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
geschafft	õnnestus	schaffen	õnnestuma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
geschafft	tehtud	schaffen	tegema	V;V.PTCP	V;PST;V.PTCP;PASS
geschafft	tehtud	schaffen	tegema	V;V.PTCP	V;PST;V.PTCP;PASS
geschafft	õnnestus	schaffen	õnnestuma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
jubiläum	juubel	jubiläum	juubel	N;NOM;NEUT;SG	N;NOM;SG
jubiläum	aastapäev	jubiläum	aasta_päev	N;NOM;NEUT;SG	N;NOM;SG
schriftlich	kirjalik	schriftlich	kirjalik	ADJ	ADJ;NOM;SG
angewandt	rakendatud	anwenden	rakendama	V;V.PTCP	V;PST;V.PTCP;PASS
zehnten	kümnes	zehnt	kümnes	ADJ	ADJ;NOM;SG
eingeleitet	algatatud	einleiten	algatama	V;V.PTCP	V;PST;V.PTCP;PASS
indirekt	kaudsed	indirekt	kaudne	ADJ	ADJ;NOM;PL
indirekt	kaudne	indirekt	kaudne	ADJ	ADJ;NOM;SG
bestätigung	kinnitus	Bestätigung	kinnitus	N;NOM;FEM;SG	N;NOM;SG
bestätigung	kinnitus	Bestätigung	kinnitus	N;NOM;FEM;SG	N;NOM;SG
bestätigung	kinnitus	Bestätigung	kinnitus	N;NOM;FEM;SG	N;NOM;SG
bestätigung	kinnitamine	Bestätigung	kinnitamine	N;NOM;FEM;SG	N;NOM;SG
bestätigung	valideerimine	Bestätigung	valideeri=mine	N;NOM;FEM;SG	N;NOM;SG
wiederherstellen	taasta	wiederherstellen	taasta	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
beseitigt	kaotati	beseitigen	kaotama	V;V.PTCP	V;IND;PST;FIN;PASS
aufschwung	elustamine	aufschwang	elustamine	N	N;NOM;SG
empfehlung	soovitus	empfehlung	soovitus	N;NOM;FEM;SG	N;NOM;SG
empfehlung	soovitus	empfehlung	soovitus	N;NOM;FEM;SG	N;NOM;SG
bedrohung	oht	bedrohung	oht	N;FEM;SG	N;NOM;SG
bedrohung	ähvardus	bedrohung	ähvardus	N;FEM;SG	N;NOM;SG
einweihung	pühendumus	einweihung	pühendumus	N	N;NOM;SG
einweihung	ametisseastumise	einweihung	ametisse_astumine	N	N;GEN;SG
landung	maandumine	landung	maandumine	N;NOM;FEM;SG	N;NOM;SG
sozialer	sotsiaalsed	sozial	sotsiaalne	ADJ	ADJ;NOM;PL
sozialer	sotsiaalne	sozial	sotsiaalne	ADJ	ADJ;NOM;SG
statistischen	statistilised	statistisch	statistiline	ADJ;NOM	ADJ;NOM;PL
statistischen	statistiline	statistisch	statistiline	ADJ;NOM	ADJ;NOM;SG
fein	peeneks	fein	peen	ADJ	ADJ;TRANS;SG
besiegt	vallutanud	besiegen	vallutama	V;V.PTCP	V;PST;V.PTCP;ACT
besiegt	peksti	besiegen	peksma	V;V.PTCP	V;IND;PST;FIN;PASS
bindung	side	bindung	side	N;NOM;FEM;SG	N;NOM;SG
bindung	bond	bindung	bond	N;NOM;FEM;SG	N;NOM;SG
entwürfe	kavandid	entwürfen	kavand	N;NOM;MASC;PL	N;NOM;PL
schwimmen	ujuda	schwimmen	ujuma	V;NFIN	V;NFIN
protest	protest	protest	protest	N	N;NOM;SG
protest	protesti	protest	protest	N	N;PRT;SG
protest	protestid	protest	protest	N	N;NOM;PL
organisierten	korraldatud	organisieren	korraldama	V;IND;PL;3;PST;FIN	V;PST;V.PTCP;PASS
färbung	värvus	färbung	värvus	N;NOM;FEM;SG	N;NOM;SG
ausstrahlung	ülekanne	ausstrahlung	üle_kanne	N;NOM;FEM;SG	N;NOM;SG
ausstrahlung	karisma	ausstrahlung	karisma	N;NOM;FEM;SG	N;NOM;SG
ausstrahlung	ringhäälingu	ausstrahlung	ring_hääling	N;NOM;FEM;SG	N;NOM;SG
indischer	india	indisch	india	ADJ	ADJ
korrigieren	paranda	korrigieren	parandama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
mechanische	mehaanilised	mechanisch	mehaaniline	ADJ;NOM;FEM;PL	ADJ;NOM;PL
erfüllung	vastavus	Erfüllung	vastavus	N;SG	N;NOM;SG
einheitlich	ühtne	einheitlich	ühtne	ADJ	ADJ;NOM;SG
einheitlich	ühtse	einheitlich	ühtne	ADJ	ADJ;GEN;SG
einheitlich	ühtne	einheitlich	ühtne	ADJ	ADJ;NOM;SG
einheitlich	ühtlane	einheitlich	ühtlane	ADJ	ADJ;NOM;SG
einheitlich	ühtsed	einheitlich	ühtne	ADJ	ADJ;NOM;PL
einbau	paigaldus	einbau	paigaldus	N;SG	N;NOM;SG
einbau	paigaldus	einbau	paigaldus	N;SG	N;NOM;SG
einbau	paigaldamine	einbau	paigaldamine	N;SG	N;NOM;SG
einbau	rajatis	einbau	rajatis	N;SG	N;NOM;SG
breitengrad	paralleelsed	breitengrad	paralleelne	ADJ	ADJ;NOM;PL
breitengrad	paralleelne	breitengrad	paralleelne	ADJ	ADJ;NOM;SG
verpflichtete	kohustatud	verpflichten	kohustama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
verpflichtete	värvati	verpflichten	värbama	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
sitzung	seanss	sitzung	seanss	N;SG	N;NOM;SG
sitzung	seansi	sitzung	seanss	N;SG	N;GEN;SG
sitzung	koosolek	sitzung	koos_olek	N;SG	N;NOM;SG
sitzung	kohtumine	sitzung	kohtumine	N;SG	N;NOM;SG
sitzung	istumine	sitzung	istumine	N;SG	N;NOM;SG
wohin	kus	wohin	kus	ADV	ADV
wohin	kuhu	wohin	kuhu	ADV	ADV
relevanter	asjakohane	relevant	asja_kohane	ADJ	ADJ;NOM;SG
relevanter	asjakohased	relevant	asja_kohane	ADJ	ADJ;NOM;PL
teilnahmen	osalenud	teilnehmen	osalema	V;IND;PL;3;PST;FIN	V;PST;V.PTCP;ACT
teilnahmen	osalesid	teilnehmen	osalema	V;IND;PL;3;PST;FIN	V;IND;PL;3;PST;FIN;ACT
benutzung	kasutamine	Benutzung	kasutamine	N;FEM;SG	N;NOM;SG
benutzung	kasutus	Benutzung	kasutus	N;FEM;SG	N;NOM;SG
