категория	kategori	категория	kategori	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
интервью	interview	интервью	interview	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
интервью	jobsamtale	интервью	jobsamtale	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
интервью	interviewet	интервью	interviewet	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
интервью	interview	интервью	interview	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
путь	sti	путь	sti	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
путь	stien	путь	stie	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
путь	vej	путь	vej	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
путь	måde	путь	måde	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
новое	ny	новый	ny	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
новое	nyt	новый	ny	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
книг	bøger	книга	bog	N;INAN;GEN;FEM;PL	N;INDF;MASC+FEM;PL
шоу	vis	шоу	vis	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
шоу	show	шоу	show	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
республика	republik	республика	republik	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
республика	republikken	республика	republik	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
участок	plot	участок	plot	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
участок	komplot	участок	komplot	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
участок	politistation	участок	politistation	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
темп	tempo	темп	tempo	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
темп	tempo	темп	tempo	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
медали	medaljer	медаль	medalje	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
фильмов	film	фильм	film	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
служил	tjent	служить	tjene	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
служил	serveret	служить	servere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
служил	forkyndt	служить	forkynde	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
служил	afsonet	служить	afson	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
организация	organisation	организация	organisation	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
организация	organisering	организация	organisering	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
организация	tilrettelæggelse	организация	tilrettelæggelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
организация	organisationen	организация	organisation	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
организация	organisation	организация	organisation	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
организация	tilrettelæggelse	организация	tilrettelæggelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
организация	organisering	организация	organisering	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
организация	organisationen	организация	organisation	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
красного	rødt	красный	rød	ADJ;GEN;MASC;SG	ADJ;INDF;NEUT;SG
красного	rød	красный	rød	ADJ;GEN;MASC;SG	ADJ;INDF;MASC+FEM;SG
события	begivenheder	событие	begivenhed	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
события	hændelser	событие	hændelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
события	arrangementer	событие	arrangement	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
события	events	событие	events	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
события	begivenhederne	событие	begivenhed	N;INAN;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
события	udviklinger	событие	udvikling	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
никогда	aldrig	никогда	aldrig	ADV	ADV
изменения	ændringer	изменение	ændringe	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
изменения	modifikationer	изменение	modifikation	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
изменения	forandringer	изменение	forandring	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
изменения	ændringer	изменение	ændringe	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
перевод	oversættelse	перевод	oversættelse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
производство	fremstilling	производство	fremstilling	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
производство	produktion	производство	produktion	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
производство	fremstilling	производство	fremstilling	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
производство	fremstilling	производство	fremstilling	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
производство	fremstillingsvirksomhed	производство	fremstillingsvirksomhed	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
производство	fabrikation	производство	fabrikation	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
прежде	inden	прежде	inden	ADV	ADV
прежде	før	прежде	før	ADV	ADV
играл	spillet	играть	spille	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
играл	afspillet	играть	afspil	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
играл	spillede	играть	spille	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
различные	forskellige	различный	forskellig	ADJ;NOM;PL	ADJ;PL
море	søs	море	søs	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
море	hav	море	hav	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
море	havet	море	hav	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
расстояние	distance	расстояние	distance	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
расстояние	afstand	расстояние	afstand	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
век	øjenlåg	век	øjenlåg	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
век	århundrede	век	århundrede	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
сети	redskaber	сеть	redskab	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
сети	netværker	сеть	netværke	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
гитара	guitar	гитар	guitar	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
гитара	guitaren	гитар	guitar	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
гражданство	nationalitet	гражданство	nationalitet	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
гражданство	statsborgerskab	гражданство	statsborgerskab	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
гражданство	borgerskab	гражданство	borgerskab	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
гражданство	medborgerskab	гражданство	medborgerskab	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
гражданство	statsborgerskab	гражданство	statsborgerskab	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
гражданство	unionsborgerskab	гражданство	unionsborgerskab	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
считаю	tæller	считать	tælle	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
считаю	tælle	считать	tælle	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN;ACT
вице	næstformand	вице	næstformand	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
вице	vice	вице	vice	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
научный	videnskabelig	научный	videnskabelig	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
показана	vist	показать	vise	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
стиль	stil	стиль	stil	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
административно	administrativt	административный	administrativt	ADV	ADV
назад	bagud	назад	bagud	ADV	ADV
назад	baglæns	назад	baglæn	ADV	ADV
назад	tilbage	назад	tilbage	ADV	ADV
границы	grænser	граница	grænse	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
границы	grænser	граница	grænse	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
границы	grænserne	граница	grænse	N;INAN;NOM;FEM;PL	N;DEF;MASC+FEM;PL
границы	kanter	граница	kant	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
учился	studeret	учиться	studere	V;IPFV;MASC;IND;SG;PST;FIN;MID	V;INDF;SG;PST;V.PTCP
учился	undersøgt	учиться	undersøge	V;IPFV;MASC;IND;SG;PST;FIN;MID	V;INDF;SG;PST;V.PTCP
городов	byerne	город	by	N;INAN;GEN;MASC;PL	N;DEF;MASC+FEM;PL
городов	storbyer	город	storby	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
городов	byer	город	by	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
процесс	process	процесс	process	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
процесс	proces	процесс	proces	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
удалена	udgået	удалить	udgå	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
удалена	slettet	удалить	slette	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
удалена	fjernet	удалить	fjerne	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
удалена	afhentes	удалить	afhente	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;NFIN;PASS
скорость	hastighed	скорость	hastighed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
скорость	fart	скорость	fart	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
скорость	hastighed	скорость	hastighed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
скорость	hastigheden	скорость	hastighed	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
суда	skibe	суд	skib	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
суда	fartøjer	суд	fartøj	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
суда	skibe	суд	skib	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
похоронен	begravet	хоронить	begrave	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
похоронен	begravede	хоронить	begrave	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PST;V.PTCP
музыка	musik	музыка	musik	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
музыка	musikken	музыка	musik	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
вышла	afsluttede	выйти	afslutte	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
текста	tekst	текст	tekst	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
текста	sms	текст	sms	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
текста	teksten	текст	tekst	N;INAN;GEN;MASC;SG	N;DEF;MASC+FEM;SG
факультет	fakultet	факультет	fakulte	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
факультет	fakultetet	факультет	fakultetet	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
основан	grundlagt	основать	grundlægge	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
политики	politikere	политика	politiker	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
политики	politikerne	политика	politiker	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
пик	højdepunkt	пик	højdepunkt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
создан	skabt	создать	skabe	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
создан	oprettet	создать	oprette	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
память	minde	память	minde	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
память	erindring	память	erindring	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
память	hukommelse	память	hukommelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
память	hukommelsen	память	hukommelse	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
национальная	landsdækkende	национальный	landsdækkende	ADJ;NOM;FEM;SG	ADJ
пост	indlæg	пост	indlæg	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
пост	opslag	пост	opslag	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
пост	post	пост	post	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
край	rand	край	rand	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
край	kant	край	kant	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
край	kanten	край	kant	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
тела	karrosserier	тело	karrosseri	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
тела	kroppe	тело	kroppe	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
тела	organer	тело	organ	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
общество	samfundet	общество	samfund	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
общество	samfund	общество	samfund	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
явно	klart	явно	klart	ADV	ADV
лично	personligt	лично	personligt	ADV	ADV
польши	polak	польша	polak	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
польши	polsk	польша	polsk	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
вероятно	formentlig	вероятно	formentlig	ADV	ADV
вероятно	sikkert	вероятно	sikkert	ADV	ADV
вероятно	formodentlig	вероятно	formodentlig	ADV	ADV
вероятно	sandsynligvis	вероятно	sandsynligvis	ADV	ADV
вероятно	sandsynligvis	вероятно	sandsynligvis	ADV	ADV
часов	åbningstider	час	åbningstid	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
часов	arbejdstimer	час	arbejdstime	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
часов	timer	час	time	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
виды	dyrearter	вид	dyrearter	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
виды	arter	вид	arte	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
виды	typerne	вид	type	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
виды	typer	вид	type	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
первоначально	oprindeligt	первоначально	oprindeligt	ADV	ADV
первоначально	oprindelig	первоначально	oprindelig	ADV	ADV
первоначально	oprindeligt	первоначально	oprindeligt	ADV	ADV
первоначально	oprindelig	первоначально	oprindelig	ADV	ADV
исследований	undersøgelser	исследование	undersøgelse	N;INAN;GEN;NEUT;PL	N;INDF;MASC+FEM;PL
исследований	studier	исследование	studi	N;INAN;GEN;NEUT;PL	N;INDF;NEUT;PL
жил	boet	жить	bo	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
жил	boede	жить	bo	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
жил	levede	жить	leve	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
жил	levet	жить	leve	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
начиная	begynder	начинать	begynde	V;IPFV;PRS;V.CVB;ACT	V;IND;PRS;FIN;ACT
начиная	startende	начинать	starte	V;IPFV;PRS;V.CVB;ACT	V;PRS;V.PTCP
начиная	starter	начинать	starte	V;IPFV;PRS;V.CVB;ACT	V;IND;PRS;FIN;ACT
международный	international	международный	international	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
международный	internationalt	международный	international	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
происхождения	oprindelse	происхождение	oprindelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
происхождения	oprindelsessted	происхождение	oprindelsessted	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
происхождения	oprindelse	происхождение	oprindelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
министра	ministeren	министр	minister	N;ANIM;ACC;MASC;SG	N;DEF;MASC+FEM;SG
министра	minister	министр	minist	N;ANIM;ACC;MASC;SG	N;INDF;MASC+FEM;SG
минимальная	minimal	минимальный	minimal	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
взгляд	glo	взгляд	glo	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
взгляд	blik	взгляд	blik	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
памяти	minde	память	minde	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
памяти	erindring	память	erindring	N;INAN;GEN;FEM;SG	N;INDF;MASC+FEM;SG
памяти	hukommelse	память	hukommelse	N;INAN;GEN;FEM;SG	N;INDF;MASC+FEM;SG
памяти	hukommelsen	память	hukommelse	N;INAN;GEN;FEM;SG	N;DEF;MASC+FEM;SG
нарушение	krænkelse	нарушение	krænkelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
нарушение	overtrædelse	нарушение	overtrædelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
нарушение	overtrædelse	нарушение	overtrædelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
нарушение	tilsidesættelse	нарушение	tilsidesættelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
нарушение	overtrædelse	нарушение	overtrædelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
нарушение	tilsidesættelse	нарушение	tilsidesættelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
нарушение	krænkelse	нарушение	krænkelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
куда	hvor	куда	hvor	ADV	ADV
сделал	gjorde	делать	gøre	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
сделал	lavet	делать	lave	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
сделал	foretaget	делать	foretage	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
анатолий	anatoli	анатолий	anatoli	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
профиль	profil	профиль	profil	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
профиль	profilen	профиль	profil	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
пример	eksempel	пример	eksempel	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
средний	gennemsnitlig	средний	gennemsnitlig	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
средний	mellemstor	средний	mellemstor	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
мастер	guiden	мастер	guid	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
мастер	troldmanden	мастер	troldmand	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
мастер	troldmand	мастер	troldmand	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
мастер	guide	мастер	guide	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
мастер	mester	мастер	mester	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
мастер	herre	мастер	herre	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
факты	facts	факт	facts	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
факты	kendsgerninger	факт	kendsgerning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
промышленности	industri	промышленность	industri	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
промышленности	erhverv	промышленность	erhverv	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
промышленности	industrien	промышленность	industri	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
уровень	niveau	уровень	niveau	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
уровень	plan	уровень	plan	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
уровень	level	уровень	level	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
русская	russisk	русский	russisk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
бассейн	bækkenet	бассейн	bækken	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
бассейн	bassin	бассейн	bassin	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
бассейн	pulje	бассейн	pulje	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
бассейн	bassin	бассейн	bassin	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
бассейн	swimmingpool	бассейн	swimmingpool	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
бассейн	pool	бассейн	pool	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
бассейн	billard	бассейн	billard	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
игрок	spilleren	игрок	spiller	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
игрок	afspiller	игрок	afspille	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
писатели	forfattere	писатель	forfatter	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
лауреат	laureate	лауреат	laureate	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
значительно	betragteligt	значительно	betragtelig	ADV	ADV
значительно	betydeligt	значительно	betydeligt	ADV	ADV
значительно	betydeligt	значительно	betydeligt	ADV	ADV
средства	midler	средства	middel	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
средства	fonde	средства	fonde	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
средства	pengemidler	средства	pengemiddel	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
материалы	materialer	материал	materiale	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
контракт	kontrakten	контракт	kontrakt	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
контракт	kontrakt	контракт	kontrakt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
приток	tilløb	приток	tilløb	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
приток	tilstrømning	приток	tilstrømning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
приток	biflod	приток	biflod	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
приток	tilstrømningen	приток	tilstrømning	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
приток	tilstrømning	приток	tilstrømning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
объектов	genstande	объект	genstand	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
объектов	objekter	объект	objekt	N;INAN;GEN;MASC;PL	N;INDF;NEUT;PL
сегодня	idag	сегодня	idag	ADV	ADV
солдат	soldaten	солдат	soldat	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
солдат	soldat	солдат	soldat	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
линия	streg	линия	strige	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
линия	linje	линия	linje	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
линия	linie	линия	linie	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
официально	officielt	официально	officielt	ADV	ADV
программа	program	программа	program	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
программа	programmet	программа	program	N;INAN;NOM;FEM;SG	N;DEF;NEUT;SG
программа	program	программа	program	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
программа	arbejdsprogram	программа	arbejdsprogram	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
научная	videnskabelig	научный	videnskabelig	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
территория	område	территория	område	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
территория	territorium	территория	territorium	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
власть	effekt	власть	effekt	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
власть	kraft	власть	kraft	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
власть	strøm	власть	strøm	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
власть	power	власть	powe	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
власть	magt	власть	magt	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
команд	kommandoer	команда	kommando	N;INAN;GEN;FEM;PL	N;INDF;MASC+FEM;PL
разные	forskellige	разный	forskellig	ADJ;NOM;PL	ADJ;PL
разные	anderledes	разный	anderledes	ADJ;NOM;PL	ADJ
сборник	kompendium	сборник	kompendium	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
месяцев	måneder	месяц	måned	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
вокал	vokal	вокал	vokal	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
содержит	indholder	содержать	indholde	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
содержит	indeholder	содержать	indeholde	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
озеро	søen	озеро	søe	N;INAN;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
озеро	sø	озеро	sø	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
озеро	lake	озеро	lake	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
комиссии	bestillinger	комиссия	bestilling	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
комиссии	kommissioner	комиссия	kommission	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
комиссии	provisioner	комиссия	provision	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
дорога	vejen	дорога	vej	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
дорога	vej	дорога	vej	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
дорога	landevej	дорога	landevej	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
монастырь	klostret	монастырь	klostret	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
монастырь	kloster	монастырь	kloste	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
монастырь	klosteret	монастырь	klostere	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
монастырь	kloster	монастырь	kloste	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
принято	indtaget	принять	indtage	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
принято	udtaget	принять	udtage	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
