ve	en	ve	en	CONJ	CONJ
ince	subtiele	ince	subtiel	ADJ	ADJ
ince	subtiel	ince	subtiel	ADJ	ADJ
ince	slank	ince	slank	ADJ	ADJ
ince	slim	ince	slim	ADJ	ADJ
ince	mager	ince	maag	ADJ	ADJ
ince	dun	ince	dun	ADJ	ADJ
ince	slank	ince	slank	ADJ	ADJ
ince	slanke	ince	slank	ADJ	ADJ
ciddi	ernstig	ciddi	ernstig	ADJ	ADJ
ciddi	ernstige	ciddi	ernstig	ADJ	ADJ
ciddi	serieuze	ciddi	serieus	ADJ	ADJ
ciddi	serieus	ciddi	serieus	ADJ	ADJ
ceza	penalty	ceza	penalty	N;NOM;SG;3	N;MASC+FEM;SG
ceza	straf	ceza	straf	N;NOM;SG;3	N;MASC+FEM;SG
ceza	sanctie	ceza	sanctie	N;NOM;SG;3	N;MASC+FEM;SG
ceza	bestraffing	ceza	bestraffing	N;NOM;SG;3	N;MASC+FEM;SG
ceza	straf	ceza	straf	N;NOM;SG;3	N;MASC+FEM;SG
ceza	detentie	ceza	detentie	N;NOM;SG;3	N;MASC+FEM;SG
ceza	bewaring	ceza	bewaring	N;NOM;SG;3	N;MASC+FEM;SG
ceza	zin	ceza	zin	N;NOM;SG;3	N;MASC+FEM;SG
ceza	straf	ceza	straf	N;NOM;SG;3	N;MASC+FEM;SG
ceza	vonnis	ceza	vonnis	N;NOM;SG;3	N;NEUT;SG
özelliği	kenmerk	özellik	kenmerk	N;NOM;SG;3	N;NEUT;SG
özelliği	functie	özellik	functie	N;NOM;SG;3	N;MASC+FEM;SG
şampiyonlar	kampioenen	şampiyon	kampioen	N;NOM;PL;3	N;PL
şampiyonlar	champions	şampiyon	champion	N;NOM;PL;3	N;PL
başbakan	premier	başbakan	premier	N;NOM;SG;3	N;MASC+FEM;SG
terk	verlof	terk	verlof	N;NOM;SG;3	N;NEUT;SG
terk	stopzetting	terk	stopzetting	N;NOM;SG;3	N;MASC+FEM;SG
terk	dump	terk	dump	N;NOM;SG;3	N;MASC+FEM;SG
getirildi	gebracht	getir	brengen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
getirildi	meegebracht	getir	meebrengen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
getirildi	bracht	getir	brengen	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
topluluğu	ensemble	topluluk	ensemble	N;ACC;SG;3	N;NEUT;SG
piyade	infanterie	piya	infanterie	N;ESS;SG;3	N;MASC+FEM;SG
sekiz	acht	sekiz	acht	NUM	NUM
yemek	lunch	yemek	lunch	N;NOM;SG;3	N;MASC+FEM;SG
yemek	voedsel	yemek	voedsel	N;NOM;SG;3	N;NEUT;SG
yemek	diner	yemek	diner	N;NOM;SG;3	N;NEUT;SG
yemek	avondeten	yemek	avondeten	N;NOM;SG;3	N;NEUT;SG
yemek	schotel	yemek	schotel	N;NOM;SG;3	N;MASC+FEM;SG
yemek	maaltijd	yemek	maaltijd	N;NOM;SG;3	N;MASC+FEM;SG
dans	dans	dans	dans	N;NOM;SG;3	N;MASC+FEM;SG
dans	dansje	dans	dans	N;NOM;SG;3	N;NEUT;SG
ulaşım	vervoer	ulaşım	vervoer	N;NOM;SG;3	N;NEUT;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;NEUT;SG
ulaşım	vervoer	ulaşım	vervoer	N;NOM;SG;3	N;NEUT;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;NEUT;SG
önem	belangrijkheid	önem	belangrijkheid	N;NOM;SG;3	N;MASC+FEM;SG
önem	belang	önem	belang	N;NOM;SG;3	N;NEUT;SG
vakfı	stichting	vakıf	stichting	N;ACC;SG;3	N;MASC+FEM;SG
vakfı	fundering	vakıf	fundering	N;ACC;SG;3	N;MASC+FEM;SG
yavaş	langzame	yavaş	langzaam	ADJ	ADJ
yavaş	traag	yavaş	traag	ADJ	ADJ
yavaş	langzaam	yavaş	langzaam	ADJ	ADJ
yavaş	traag	yavaş	traag	ADJ	ADJ
yavaş	langzaam	yavaş	langzaam	ADJ	ADJ
yavaş	rustig	yavaş	rustig	ADJ	ADJ
yavaş	eenvoudig	yavaş	eenvoudig	ADJ	ADJ
yavaş	makkelijk	yavaş	makkelijk	ADJ	ADJ
yavaş	gemakkelijk	yavaş	gemakkelijk	ADJ	ADJ
ülkeler	naties	ülke	naties	N;NOM;PL;3	N;PL
ülkeler	landen	ülke	land	N;NOM;PL;3	N;PL
sonuçları	uitslagen	sonuç	uitslag	N;ACC;PL;3	N;PL
sonuçları	resultaten	sonuç	resultaat	N;ACC;PL;3	N;PL
sonuçları	consequenties	sonuç	consequentie	N;ACC;PL;3	N;PL
sonuçları	gevolgen	sonuç	gevolg	N;ACC;PL;3	N;PL
sonuçları	uitkomsten	sonuç	uitkomst	N;ACC;PL;3	N;PL
düzenleme	bewerk	düzenle	bewerk	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PRS;FIN
düzenleme	bewerken	düzenle	bewerken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	bewerken	düzenle	bewerken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	organiseren	düzenle	organiseren	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
ziyaret	bezoek	ziyaret	bezoek	N;NOM;SG;3	N;NEUT;SG
ayrıldı	gescheiden	ayrıl	scheiden	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
antlaşması	verdrag	antlaşma	verdrag	N;NOM;SG;3	N;NEUT;SG
olimpiyat	olympiade	olimpiyat	olympiade	N;NOM;SG;3	N;MASC+FEM;SG
olimpiyat	olympic	olimpiyat	olympic	N;NOM;SG;3	N;MASC+FEM;SG
sen	jij	sen	jij	PRO;NOM;SG;2	PRO;NOM;2
yazdı	schreef	yaz	schrijven	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
silinmiş	verwijderde	sil	verwijderen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
silinmiş	geschrapt	sil	schrappen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
silinmiş	verwijderd	sil	verwijderen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
silinmiş	gewist	sil	wissen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
görülen	gezien	gör	zien	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
önceden	eerder	önceden	eerder	ADV	ADV
önceden	voordien	önceden	voordien	ADV	ADV
önceden	voorheen	önceden	voorheen	ADV	ADV
hafif	lichte	hafif	licht	ADJ	ADJ
hafif	mild	hafif	mild	ADJ	ADJ
hafif	milde	hafif	mild	ADJ	ADJ
hafif	lichtgewicht	hafif	lichtgewicht	ADJ	ADJ
havalimanı	vliegveld	havaliman	vliegveld	N;ACC;SG;3	N;NEUT;SG
havalimanı	luchthaven	havaliman	luchthaven	N;ACC;SG;3	N;MASC+FEM;SG
sarayı	paleis	sara	paleis	N;ACC;SG;3	N;NEUT;SG
vermek	geven	ver	geven	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
giydi	droeg	giy	dragen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
lideri	leider	lider	leider	N;NOM;SG;3	N;MASC+FEM;SG
lideri	leader	lider	leader	N;NOM;SG;3	N;MASC+FEM;SG
toplumsal	sociale	toplumsal	sociaal	ADJ	ADJ
toplumsal	sociaal	toplumsal	sociaal	ADJ	ADJ
yazılmış	geschreven	yaz	schrijven	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
şehirler	steden	şehir	stad	N;NOM;PL;3	N;PL
kalesi	kasteel	kale	kasteel	N;NOM;SG;3	N;NEUT;SG
uçak	vliegtuig	uçak	vliegtuig	N;NOM;SG;3	N;NEUT;SG
uçak	luchtvaartuig	uçak	luchtvaartuig	N;NOM;SG;3	N;NEUT;SG
uçak	vliegtuig	uçak	vliegtuig	N;NOM;SG;3	N;NEUT;SG
uçak	vliegtuig	uçak	vliegtuig	N;NOM;SG;3	N;NEUT;SG
uçak	vliegtuig	uçak	vliegtuig	N;NOM;SG;3	N;NEUT;SG
gerçekten	inderdaad	gerçekten	inderdaad	ADV	ADV
savaşları	oorlogen	savaş	oorlog	N;NOM;PL;3	N;PL
kurucusu	stichter	kurucu	stichter	N;NOM;SG;3	N;MASC+FEM;SG
kurucusu	oprichter	kurucu	oprichter	N;NOM;SG;3	N;MASC+FEM;SG
yükseldi	gestegen	yüksel	stijgen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yükseldi	herrezen	yüksel	herrijzen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yükseldi	opgestaan	yüksel	opstaan	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yükseldi	opgestegen	yüksel	opstijgen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
üretilen	geproduceerd	üre	produceren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
üretilen	geproduceerde	üre	produceren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
üretilen	gefabriceerd	üre	fabriceren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
üretilen	geproduceerd	üre	produceren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
üretilen	vervaardigd	üre	vervaardigen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
mühendisliği	engineering	mühendislik	engineering	N;NOM;SG;3	N;MASC+FEM;SG
mühendisliği	machinebouw	mühendislik	machinebouw	N;NOM;SG;3	N;MASC+FEM;SG
mühendisliği	techniek	mühendislik	techniek	N;NOM;SG;3	N;MASC+FEM;SG
açılan	geopend	aç	openen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
açılan	openen	aç	openen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN
albümleri	albums	albüm	album	N;ACC;PL;3	N;PL
ilişkiler	relaties	ilişki	relatie	N;NOM;PL;3	N;PL
ilişkiler	betrekkingen	ilişki	betrekking	N;NOM;PL;3	N;PL
ilişkiler	relaties	ilişki	relatie	N;NOM;PL;3	N;PL
görüntü	imago	görüntü	imago	N;NOM;SG;3	N;NEUT;SG
görüntü	beeld	görüntü	beeld	N;NOM;SG;3	N;NEUT;SG
görüntü	afbeelding	görüntü	afbeelding	N;NOM;SG;3	N;MASC+FEM;SG
şablonu	sjabloon	şablo	sjabloon	N;ACC;SG;3	N;NEUT;SG
şablonu	template	şablo	templaat	N;ACC;SG;3	N;MASC+FEM;SG
başardı	gelukt	baş	lukken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
başardı	geslaagd	baş	slagen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
açıkladı	toegelicht	açıkla	toelichten	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
açıkladı	uitgelegd	açıkla	uitleggen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
açıkladı	onthuld	açıkla	onthullen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
kaynakları	bronnen	kaynak	bron	N;ACC;PL;3	N;PL
kaynakları	hulpbronnen	kaynak	hulpbron	N;ACC;PL;3	N;PL
kaynakları	middelen	kaynak	middel	N;ACC;PL;3	N;PL
kaynakları	informatiebronnen	kaynak	informatiebron	N;ACC;PL;3	N;PL
kaynakları	bronnen	kaynak	bron	N;ACC;PL;3	N;PL
bilimler	wetenschappen	bilim	wetenschap	N;NOM;PL;3	N;PL
hep	altijd	hep	altijd	ADV	ADV
konser	concert	konser	concert	N;NOM;SG;3	N;NEUT;SG
yayımlandı	gepubliceerd	yayımla	publiceren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
yayımlandı	verschenen	yayımla	verschijnen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
yayımlandı	gepubliceerde	yayımla	publiceren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
yayımlandı	uitgegeven	yayımla	uitgeven	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
işbirliği	medewerking	işbirliği	medewerking	N;NOM;SG;3	N;MASC+FEM;SG
işbirliği	samenwerking	işbirliği	samenwerking	N;NOM;SG;3	N;MASC+FEM;SG
işbirliği	coöperatie	işbirliği	coöperatie	N;NOM;SG;3	N;MASC+FEM;SG
işbirliği	medewerking	işbirliği	medewerking	N;NOM;SG;3	N;MASC+FEM;SG
işbirliği	samenwerking	işbirliği	samenwerking	N;NOM;SG;3	N;MASC+FEM;SG
istatistikleri	statistieken	ista	statistiek	N;NOM;PL;3	N;PL
istatistikleri	statistieken	ista	statistiek	N;NOM;PL;3	N;PL
istatistikleri	inzichten	ista	inzicht	N;NOM;PL;3	N;PL
istatistikleri	statistieken	ista	statistiek	N;NOM;PL;3	N;PL
komedi	comedy	komedi	comedy	N;NOM;SG;3	N;MASC+FEM;SG
komedi	komedie	komedi	komedie	N;NOM;SG;3	N;MASC+FEM;SG
anlamı	betekenis	anlam	betekenis	N;ACC;SG;3	N;MASC+FEM;SG
yazılan	geschreven	yaz	schrijven	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
oyuncular	spelers	oyuncu	speler	N;NOM;PL;3	N;PL
oyuncular	acteurs	oyuncu	acteur	N;NOM;PL;3	N;PL
oyuncular	actoren	oyuncu	actor	N;NOM;PL;3	N;PL
oyuncular	gamers	oyuncu	gamer	N;NOM;PL;3	N;PL
oyuncular	artiesten	oyuncu	artiest	N;NOM;PL;3	N;PL
kullanıcılar	gebruikers	kullanıcı	gebruiker	N;NOM;PL;3	N;PL
bizim	onze	biz	ons	PRO;GEN;PL;1	PRO;1
bizim	onze	biz	ons	PRO;GEN;PL;1	PRO;1
olaylar	incidenten	olay	incident	N;NOM;PL;3	N;PL
olaylar	voorvallen	olay	voorvallen	N;NOM;PL;3	N;PL
olaylar	gebeurtenissen	olay	gebeurtenis	N;NOM;PL;3	N;PL
olaylar	evenementen	olay	evenement	N;NOM;PL;3	N;PL
cevap	antwoord	cevap	antwoord	N;NOM;SG;3	N;NEUT;SG
cevap	antwoord	cevap	antwoord	N;NOM;SG;3	N;NEUT;SG
cevap	reactie	cevap	reactie	N;NOM;SG;3	N;MASC+FEM;SG
cevap	respons	cevap	respons	N;NOM;SG;3	N;MASC+FEM;SG
manyetik	magnetische	manyetik	magnetisch	ADJ	ADJ
manyetik	magnetisch	manyetik	magnetisch	ADJ	ADJ
dilleri	talen	dil	taal	N;NOM;PL;3	N;PL
bölgesel	regionale	bölgesel	regionaal	ADJ	ADJ
bölgesel	regionaal	bölgesel	regionaal	ADJ	ADJ
kayıp	kwijt	kayıp	kwijt	ADJ	ADJ
görüş	terugkoppeling	görüş	terugkoppeling	N;NOM;SG;3	N;MASC+FEM;SG
görüş	feedback	görüş	feedback	N;NOM;SG;3	N;MASC+FEM;SG
görüş	zichtbaarheid	görüş	zichtbaarheid	N;NOM;SG;3	N;MASC+FEM;SG
görüş	zicht	görüş	zicht	N;NOM;SG;3	N;NEUT;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;MASC+FEM;SG
milletler	naties	millet	naties	N;NOM;PL;3	N;PL
sağladı	verstrekt	sağla	verstrekken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
sağladı	verstrekte	sağla	verstrekken	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
evlilik	huwelijk	evlilik	huwelijk	N;NOM;SG;3	N;NEUT;SG
evlilik	trouwfeest	evlilik	trouwfeest	N;NOM;SG;3	N;NEUT;SG
evlilik	bruiloft	evlilik	bruiloft	N;NOM;SG;3	N;MASC+FEM;SG
evlilik	huwelijk	evlilik	huwelijk	N;NOM;SG;3	N;NEUT;SG
imparatorluk	keizerrijk	imparatorluk	keizerrijk	N;NOM;SG;3	N;NEUT;SG
imparatorluk	imperium	imparatorluk	imperium	N;NOM;SG;3	N;NEUT;SG
imparatorluk	empire	imparatorluk	empire	N;NOM;SG;3	N;MASC+FEM;SG
imparatorluk	imperial	imparatorluk	imperial	N;NOM;SG;3	N;MASC+FEM;SG
altyazı	ondertitel	altyazı	ondertitel	N;NOM;SG;3	N;MASC+FEM;SG
katıldığı	bijgewoond	kat	bijwonen	V;PFV;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
hanedanı	dynastie	hanedan	dynastie	N;INS;SG;3	N;MASC+FEM;SG
hanedanı	dynasty	hanedan	dynasty	N;INS;SG;3	N;MASC+FEM;SG
gelişmiş	geëvolueerd	geliş	volueren	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
gelişmiş	ontwikkelden	geliş	ontwikkelen	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PL;PST;FIN
gelişmiş	ontwikkelde	geliş	ontwikkelen	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;PST;FIN
gelişmiş	ontwikkeld	geliş	ontwikkelen	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
gelişmiş	verbeterde	geliş	verbeteren	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;PST;FIN
gelişmiş	verbeterd	geliş	verbeteren	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
gelişmiş	verbeterd	geliş	verbeteren	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
gelişmiş	versterkt	geliş	versterken	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
gelişmiş	geavanceerd	geliş	avanceren	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
gelişmiş	geavanceerde	geliş	avanceren	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
gelişmiş	gevorderd	geliş	vorderen	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.PTCP
bunları	deze	bu	deze	PRO;ACC;PL;3	PRO
açtı	geopend	aç	openen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
onlar	ze	o	ze	PRO;NOM;PL;3	PRO;3
onlar	zij	o	zij	PRO;NOM;PL;3	PRO;NOM;3
modeli	model	model	model	N;NOM;SG;3	N;NEUT;SG
gösterdi	toonde	göster	tonen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
akademik	academisch	akademik	academisch	ADJ	ADJ
akademik	academische	akademik	academisch	ADJ	ADJ
hepsi	allen	hepsi	al	PRO;NOM;PL;3	PRO
hepsi	alles	hepsi	alles	PRO;NOM;PL;3	PRO;3
official	ambtenaar	official	ambtenaar	N;NOM;SG;3	N;MASC+FEM;SG
şarkılar	nummers	şarkı	nummer	N;NOM;PL;3	N;PL
şarkılar	liederen	şarkı	lied	N;NOM;PL;3	N;PL
şarkılar	songs	şarkı	songs	N;NOM;PL;3	N;PL
şarkılar	liedjes	şarkı	lied	N;NOM;PL;3	N;PL
üyeler	leden	üye	lid	N;NOM;PL;3	N;PL
aracı	gereedschap	araç	gereedschap	N;ACC;SG;3	N;NEUT;SG
aracı	hulpprogramma	araç	hulpprogramma	N;ACC;SG;3	N;NEUT;SG
aracı	tool	araç	tool	N;ACC;SG;3	N;MASC+FEM;SG
aracı	instrument	araç	instrument	N;ACC;SG;3	N;NEUT;SG
aracı	hulpmiddel	araç	hulpmiddel	N;ACC;SG;3	N;NEUT;SG
aracı	werktuig	araç	werktuig	N;ACC;SG;3	N;NEUT;SG
aracı	tussenpersoon	araç	tussenpersoon	N;ACC;SG;3	N;MASC+FEM;SG
aracı	tussenpersoon	araç	tussenpersoon	N;ACC;SG;3	N;MASC+FEM;SG
billboard	billboard	billboard	billboard	N;NOM;SG;3	N;MASC+FEM;SG
billboard	reclamebord	billboard	reclamebord	N;NOM;SG;3	N;NEUT;SG
çoğunluğu	meerderheid	çoğunluk	meerderheid	N;ACC;SG;3	N;MASC+FEM;SG
zamanlar	tijden	zaman	tijd	N;NOM;PL;3	N;PL
akademi	academy	akadem	academy	N;NOM;SG;3	N;MASC+FEM;SG
akademi	academie	akadem	academie	N;NOM;SG;3	N;MASC+FEM;SG
akademi	academia	akadem	academia	N;NOM;SG;3	N;MASC+FEM;SG
uzunluk	lengte	uzunluk	lengte	N;NOM;SG;3	N;MASC+FEM;SG
tedavi	kuur	tedavi	kuur	N;NOM;SG;3	N;MASC+FEM;SG
tedavi	geneesmiddel	tedavi	geneesmiddel	N;NOM;SG;3	N;NEUT;SG
tedavi	genezing	tedavi	genezing	N;NOM;SG;3	N;MASC+FEM;SG
tedavi	therapie	tedavi	therapie	N;NOM;SG;3	N;MASC+FEM;SG
tedavi	behandeling	tedavi	behandeling	N;NOM;SG;3	N;MASC+FEM;SG
karmaşık	complexe	karmaşık	complex	ADJ	ADJ
karmaşık	ingewikkeld	karmaşık	ingewikkeld	ADJ	ADJ
karmaşık	gecompliceerd	karmaşık	compliceren	ADJ	ADJ
karmaşık	gecompliceerde	karmaşık	gecompliceerd	ADJ	ADJ
karmaşık	ingewikkeld	karmaşık	ingewikkeld	ADJ	ADJ
yaşlı	oudere	yaşlı	oud	ADJ	ADJ;CMPR
yaşlı	ouwe	yaşlı	oud	ADJ	ADJ
yaşlı	oude	yaşlı	oud	ADJ	ADJ
yaşlı	oud	yaşlı	oud	ADJ	ADJ
yaşlı	bejaarde	yaşlı	bejaard	ADJ	ADJ
yaşlı	ouderen	yaşlı	oud	ADJ	ADJ;CMPR
yaşlı	bejaarden	yaşlı	bejaard	ADJ	ADJ
yaşlı	oudere	yaşlı	oud	ADJ	ADJ;CMPR
yaşlı	ouder	yaşlı	ouder	ADJ	ADJ;CMPR
alanları	velden	alan	vellen	N;ACC;PL;3	N;PL
alanları	fields	alan	fields	N;ACC;PL;3	N;PL
alanları	akkers	alan	akker	N;ACC;PL;3	N;PL
alanları	oppervlakten	alan	oppervlakte	N;ACC;PL;3	N;PL
alanları	gebieden	alan	gebied	N;ACC;PL;3	N;PL
oluşturulan	gegenereerd	oluş	ererereren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
oluşturulan	aangemaakt	oluş	aanmaken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
oluşturulan	gegenereerde	oluş	enerereren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
oluşturulan	aangemaakt	oluş	aanmaken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
oluşturulan	gecreëerd	oluş	creëren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
oluşturulan	gemaakt	oluş	maken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
oluşturulan	geschapen	oluş	scheppen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
karakteri	personage	karakteri	personage	N;ESS;SG;3	N;NEUT;SG
karakteri	karakter	karakteri	karakter	N;ESS;SG;3	N;NEUT;SG
süresi	looptijd	süre	looptijd	N;NOM;SG;3	N;MASC+FEM;SG
süresi	tijdsduur	süre	tijdsduur	N;NOM;SG;3	N;MASC+FEM;SG
maça	spade	maça	spade	N;DAT;SG;3	N;MASC+FEM;SG
devletler	staten	devlet	state	N;NOM;PL;3	N;PL
tour	rondreis	tour	rondreis	N;NOM;SG;3	N;MASC+FEM;SG
tour	tour	tour	tour	N;NOM;SG;3	N;MASC+FEM;SG
tour	rondleiding	tour	rondleiding	N;NOM;SG;3	N;MASC+FEM;SG
tour	tournee	tour	tournee	N;NOM;SG;3	N;MASC+FEM;SG
açıldı	geopend	aç	openen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
yerleri	plaatsen	yer	plaats	N;ACC;PL;3	N;PL
yerleri	locaties	yer	locatie	N;ACC;PL;3	N;PL
derecesi	graad	derece	graad	N;NOM;SG;3	N;MASC+FEM;SG
sabah	ochtend	sabah	ochtend	N;NOM;SG;3	N;MASC+FEM;SG
gruplar	bands	grup	bands	N;NOM;PL;3	N;PL
gruplar	groepen	grup	groep	N;NOM;PL;3	N;PL
filmler	films	film	film	N;NOM;PL;3	N;PL
filmler	films	film	film	N;NOM;PL;3	N;PL
bölümleri	hoofdstukken	bölüm	hoofdstuk	N;ACC;PL;3	N;PL
bölümleri	afleveringen	bölüm	aflevering	N;ACC;PL;3	N;PL
bölümleri	afdelingen	bölüm	afdeling	N;ACC;PL;3	N;PL
bölümleri	secties	bölüm	sectie	N;ACC;PL;3	N;PL
sistemleri	systemen	sistem	systeem	N;ACC;PL;3	N;PL
hareketler	bewegingen	hareket	beweging	N;NOM;PL;3	N;PL
hareketler	acties	hareket	actie	N;NOM;PL;3	N;PL
hareketler	moves	hareket	moves	N;NOM;PL;3	N;PL
hareketler	bewegingen	hareket	beweging	N;NOM;PL;3	N;PL
hareketler	verplaatsingen	hareket	verplaatsing	N;NOM;PL;3	N;PL
komitesi	commissie	komite	commissie	N;NOM;SG;3	N;MASC+FEM;SG
komitesi	comité	komite	comité	N;NOM;SG;3	N;NEUT;SG
edebiyatı	literatuur	edebiyat	literatuur	N;ACC;SG;3	N;MASC+FEM;SG
filmleri	films	film	film	N;ACC;PL;3	N;PL
ödüller	beloningen	ödül	beloning	N;NOM;PL;3	N;PL
ödüller	awards	ödül	awards	N;NOM;PL;3	N;PL
ödüller	onderscheidingen	ödül	onderscheiding	N;NOM;PL;3	N;PL
servisi	dienst	servi	dienst	N;NOM;SG;3	N;MASC+FEM;SG
servisi	service	servi	service	N;NOM;SG;3	N;MASC+FEM;SG
sıcaklık	temperatuur	sıcaklık	temperatuur	N;NOM;SG;3	N;MASC+FEM;SG
sıcaklık	warmte	sıcaklık	warmte	N;NOM;SG;3	N;MASC+FEM;SG
sıcaklık	hitte	sıcaklık	hit	N;NOM;SG;3	N;MASC+FEM;SG
sıcaklık	temperatuur	sıcaklık	temperatuur	N;NOM;SG;3	N;MASC+FEM;SG
sıcaklık	warmte	sıcaklık	warmte	N;NOM;SG;3	N;MASC+FEM;SG
ürünleri	producten	ürün	product	N;ACC;PL;3	N;PL
ürünleri	produkten	ürün	product	N;ACC;PL;3	N;PL
konuk	gast	konuk	gast	N;NOM;SG;3	N;MASC+FEM;SG
ulaştı	bereikte	ulaş	bereiken	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
ulaştı	bereikt	ulaş	bereiken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
toprakları	bodems	toprak	bodem	N;ACC;PL;3	N;PL
getirdi	gebracht	getir	brengen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
getirdi	meegebracht	getir	meebrengen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
getirdi	bracht	getir	brengen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
yazılım	programmatuur	yazılım	programmatuur	N;NOM;SG;3	N;MASC+FEM;SG
yazılım	software	yazılım	softwaar	N;NOM;SG;3	N;MASC+FEM;SG
tanınan	erkende	tanı	erkennen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FIN
tanınan	herkend	tanı	herkend	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
tanınan	erkend	tanı	erkend	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
tanınan	erkende	tanı	erkennen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FIN
tanınan	herkend	tanı	herkend	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
tanınan	erkend	tanı	erkend	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
karısı	vrouw	karı	vrouw	N;NOM;SG;3	N;MASC+FEM;SG
karısı	echtgenote	karı	echtgenote	N;NOM;SG;3	N;MASC+FEM;SG
sanatlar	kunsten	sanat	kunst	N;NOM;PL;3	N;PL
