team	ομαδα	teama	ομαδα	N;NOM;MASC;SG	N;NOM;FEM;SG
sodelovanje	συμμετοχη	sodelovanje	συμμετοχή	N;NOM;NEUT;SG	N;NOM;FEM;SG
postopek	διαδικασία	postopek	διαδικασία	N;NOM;MASC;SG	N;NOM;FEM;SG
postopek	διεργασία	postopek	διεργασία	N;NOM;MASC;SG	N;NOM;FEM;SG
postopek	διαδικασία	postopek	διαδικασία	N;NOM;MASC;SG	N;NOM;FEM;SG
odločil	αποφασίστηκε	odločiti	αποφασίζω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
odločil	αποφάσισε	odločiti	αποφασίζω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
element	στοιχείο	element	στοιχείο	N;NOM;MASC;SG	N;NOM;NEUT;SG
glasba	μουσικη	glasba	μουσίκη	N;NOM;FEM;SG	N;NOM;FEM;SG
tok	νυν	tok	νυν	N;NOM;MASC;SG	N
tok	ρεύμα	tok	ρεύμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
tok	ροή	tok	ροή	N;NOM;MASC;SG	N;NOM;FEM;SG
tok	ροή	tok	ροή	N;NOM;MASC;SG	N;NOM;FEM;SG
tok	ρέμα	tok	ρέμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
tok	ρυάκι	tok	ρυάκι	N;NOM;MASC;SG	N;NOM;NEUT;SG
letalskih	αεροναυτικών	letalski	αεροναυτικός	ADJ;GEN;MASC;PL	ADJ;GEN;NEUT;PL
zunaj	έξω	zunaj	έξω	ADV	ADV
zunaj	εξω	zunaj	εξω	ADV	ADV
zunaj	έξω	zunaj	έξω	ADV	ADV
zunaj	εξω	zunaj	εξω	ADV	ADV
oddelek	τμήμα	oddelek	τμήμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
oddelek	τμημα	oddelek	τμημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
oddelek	διαίρεση	oddelek	διαίρεση	N;NOM;MASC;SG	N;NOM;FEM;SG
oddelek	ενότητα	oddelek	ενότητα	N;NOM;MASC;SG	N;NOM;FEM;SG
oddelek	τμήμα	oddelek	τμήμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
oddelek	τμημα	oddelek	τμημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
ton	τόνος	tona	τόνος	N;NOM;MASC;SG	N;NOM;MASC;SG
čin	βαθμός	čin	βαθμός	N;NOM;MASC;SG	N;NOM;MASC;SG
oči	μάτια	oči	μάτι	N;NOM;FEM;PL	N;NOM;NEUT;PL
oči	ματια	oči	ματι	N;NOM;FEM;PL	N;NOM;NEUT;PL
zdravila	φάρμακα	zdravilo	φάρμακο	N;NOM;NEUT;PL	N;NOM;NEUT;PL
kisline	οξέα	kislina	οξέα	N;NOM;FEM;PL	N;NOM;NEUT;PL
povezuje	συνδέει	povezovati	συνδέω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
članica	μέλος	članica	μέλος	N;NOM;FEM;SG	N;NOM;NEUT;SG
članica	βουλευτής	članica	βουλευτής	N;NOM;FEM;SG	N;NOM;MASC;SG
članica	μελος	članica	μελος	N;NOM;FEM;SG	N;NOM;NEUT;SG
starejši	ανώτερος	star	άνω	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;MASC;SG
starejši	μεγαλύτερος	star	μεγάλος	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
starejši	μεγαλύτερη	star	μεγάλος	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
starejši	μεγαλύτερο	star	μεγάλος	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
starejši	παλαιότερη	star	παλιός	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
novinar	δημοσιογράφος	novinar	δημοσιογράφος	N;NOM;MASC;SG	N;NOM;MASC;SG
novinar	δημοσιογράφος	novinar	δημοσιογράφος	N;NOM;MASC;SG	N;NOM;MASC;SG
novinar	ρεπόρτερ	novinar	ρεπόρτερ	N;NOM;MASC;SG	N;NOM;FEM;SG
javno	δημοσίως	javno	δημόσια	ADV	ADV
višina	υψόμετρο	višina	υψόμετρο	N;NOM;FEM;SG	N;NOM;NEUT;SG
višina	ύψος	višina	ύψος	N;NOM;FEM;SG	N;NOM;NEUT;SG
višina	ύψος	višina	ύψος	N;NOM;FEM;SG	N;NOM;NEUT;SG
piše	γραφει	pisati	γραφω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
piše	γράφει	pisati	γράφω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
južna	νότιο	južen	νότιος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
južna	νότιος	južen	νότιος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
južna	νότιο	južen	νότιος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
gledališče	θέατρο	gledališče	θέατρο	N;NOM;NEUT;SG	N;NOM;NEUT;SG
gledališče	θεατρο	gledališče	θεατρο	N;NOM;NEUT;SG	N;NOM;FEM;SG
gledališče	θέατρο	gledališče	θέατρο	N;NOM;NEUT;SG	N;NOM;NEUT;SG
gledališče	θεατρο	gledališče	θεατρο	N;NOM;NEUT;SG	N;NOM;FEM;SG
link	σύνδεσμος	linka	σύνδεσμος	N;NOM;MASC;SG	N;NOM;MASC;SG
link	λινκ	linka	λινκ	N;NOM;MASC;SG	N;NOM;NEUT;SG
link	δεσμός	linka	δεσμός	N;NOM;MASC;SG	N;NOM;MASC;SG
link	σύνδεση	linka	σύνδεση	N;NOM;MASC;SG	N;NOM;FEM;SG
doline	κοιλάδες	dolina	κοιλάδα	N;NOM;FEM;PL	N;NOM;FEM;PL
orkester	ορχήστρα	orkester	ορχήστρα	N;NOM;MASC;SG	N;NOM;FEM;SG
maserati	μαζεράτι	maserati	μαζεράτι	N;NOM;MASC;PL	N
ženska	γυναικα	ženska	γυναικα	N;NOM;FEM;SG	N;NOM;FEM;SG
ženska	γυναίκα	ženska	γυναίκα	N;NOM;FEM;SG	N;NOM;FEM;SG
ženska	γυναίκα	ženska	γυναίκα	N;NOM;FEM;SG	N;NOM;FEM;SG
ženska	θηλυκό	ženska	θηλυκός	N;NOM;FEM;SG	N;NOM;NEUT;SG
pdf	pdf	pdf	pdf	N;NOM;MASC;SG	N
pravila	κανόνες	pravilo	κανόνας	N;NOM;NEUT;PL	N;NOM;MASC;PL
državo	χωρα	država	χωρα	N;ACC;FEM;SG	N;ACC;FEM;SG
francoska	γαλλική	francoski	γαλλική	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
francoska	γαλλικό	francoski	γαλλικός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
črna	μαύρη	črn	μαύρος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
evropsko	ευρωπαϊκή	evropski	ευρωπαϊκός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
razločitev	αποσαφήνιση	razločitev	αποσαφήνιση	N;NOM;FEM;SG	N;NOM;FEM;SG
tone	τόνος	tona	τόνος	N;NOM;MASC;SG	N;NOM;MASC;SG
kraljica	βασιλισσα	kraljica	βασιλισσα	N;NOM;FEM;SG	N;NOM;FEM;SG
kraljica	βασίλισσα	kraljica	βασίλισσα	N;NOM;FEM;SG	N;NOM;FEM;SG
sto	εκατό	sto	εκατό	NUM;NOM;PL	NUM;NOM;NEUT;PL
rešitev	διάλυμα	rešitev	διάλυμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
rešitev	λύση	rešitev	λύση	N;NOM;FEM;SG	N;NOM;FEM;SG
osrednji	κεντρικό	osrednji	κεντρικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
osrednji	κεντρική	osrednji	κεντρικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
osrednji	κεντρικός	osrednji	κεντρικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
dobe	περίοδοι	doba	περίοδος	N;NOM;FEM;PL	N;NOM;FEM;PL
dobe	περιόδους	doba	περίοδος	N;NOM;FEM;PL	N;NOM;FEM;PL
sonce	σουν	sonce	σε	N;NOM;NEUT;SG	N
italijanska	ιταλική	italijanski	ιταλικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
italijanska	ιταλικό	italijanski	ιταλικός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
naloge	καθήκοντα	naloga	καθήκον	N;NOM;FEM;PL	N;NOM;NEUT;PL
površine	επιφάνειες	površina	επιφάνεια	N;NOM;FEM;PL	N;NOM;FEM;PL
površine	περιοχές	površina	περιοχή	N;NOM;FEM;PL	N;NOM;FEM;PL
visoka	υψηλή	visok	ψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
visoka	υψηλός	visok	υψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
visoka	υψηλό	visok	ψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
visoka	ψηλή	visok	ψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
visoka	ψηλό	visok	ψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
visoka	ψηλός	visok	ψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
kislina	οξύ	kislina	οξύ	N;NOM;FEM;SG	N;NOM;NEUT;SG
latinsko	λατινική	latinsko	λατινικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
dejansko	όντως	dejansko	όντως	ADV	ADV
dejansko	πράγματι	dejansko	πράγματι	ADV	ADV
dejansko	βασικά	dejansko	βασικά	ADV	ADV
visok	ψηλή	visok	ψηλός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
visok	ψηλό	visok	ψηλός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
visok	ψηλός	visok	ψηλός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
daje	δινει	dajati	δίνω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
daje	δίνει	dajati	δίνω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pravljice	ιστορίες	pravljica	ιστορία	N;NOM;FEM;PL	N;NOM;FEM;PL
pravljice	παραμύθια	pravljica	παράμυθιος	N;NOM;FEM;PL	N;NOM;NEUT;PL
grški	ελληνική	grški	ελληνικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
grški	ελληνικό	grški	ελληνικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
tom	τόμ	ta	τόμ	N;NOM;MASC;SG	N
središča	κέντρα	središče	κέντρο	N;NOM;NEUT;PL	N;NOM;NEUT;PL
par	ζευγάρι	par	ζευγάρι	N;NOM;MASC;SG	N;NOM;NEUT;SG
par	ζεύγος	par	ζεύγος	N;NOM;MASC;SG	N;NOM;NEUT;SG
par	ζευγάρι	par	ζευγάρι	N;NOM;MASC;SG	N;NOM;NEUT;SG
snov	ουσία	snov	ουσία	N;NOM;FEM;SG	N;NOM;FEM;SG
ruska	ρωσική	ruski	ρωσικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
podobne	παρόμοιες	podoben	παρόμοιος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
številni	πολλά	številen	πολύς	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;PL
številni	πολλοι	številen	πολύς	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL
številni	πολλοί	številen	πολύς	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL
številni	πολλές	številen	πολύς	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;PL
številni	πολυάριθμες	številen	πολύαριθμος	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;PL
številni	πολυάριθμα	številen	πολυάριθμος	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;PL
arhitekt	αρχιτέκτονας	arhitekt	αρχιτέκτονας	N;NOM;MASC;SG	N;NOM;MASC;SG
beli	λευκός	bel	λευκός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
beli	λευκή	bel	λευκός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
pilot	πιλότος	pilot	πιλότος	N;NOM;MASC;SG	N;NOM;MASC;SG
vprašanje	ερώτημα	vprašanje	ερώτημα	N;NOM;NEUT;SG	N;NOM;NEUT;SG
količine	ποσότητες	količina	ποσότητα	N;NOM;FEM;PL	N;NOM;FEM;PL
staro	παλιό	star	παλιός	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
staro	παλαιό	star	παλιός	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ladja	σκάφος	ladja	σκάφος	N;NOM;FEM;SG	N;NOM;NEUT;SG
ladja	καράβι	ladja	καράβι	N;NOM;FEM;SG	N;NOM;NEUT;SG
ladja	πλοίο	ladja	πλοίο	N;NOM;FEM;SG	N;NOM;NEUT;SG
ladja	σκάφος	ladja	σκάφος	N;NOM;FEM;SG	N;NOM;NEUT;SG
ladja	πλοίο	ladja	πλοίο	N;NOM;FEM;SG	N;NOM;NEUT;SG
ladja	καράβι	ladja	καράβι	N;NOM;FEM;SG	N;NOM;NEUT;SG
temperature	θερμοκρασίες	temperatura	θερμοκρασία	N;NOM;FEM;PL	N;NOM;FEM;PL
zmage	νίκες	zmaga	νίκη	N;NOM;FEM;PL	N;NOM;FEM;PL
prvak	πρωταθλητής	prvak	πρωταθλητής	N;NOM;MASC;SG	N;NOM;MASC;SG
prvak	πρωταθλήτρια	prvak	πρωταθλήτρια	N;NOM;MASC;SG	N;NOM;FEM;SG
prvak	πρωταθλητής	prvak	πρωταθλητής	N;NOM;MASC;SG	N;NOM;MASC;SG
sodelovala	συμμετείχε	sodelovati	συμμετέχω	V;IPFV;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
sodelovala	συμμετείχα	sodelovati	συμμετέχω	V;IPFV;FEM;SG;V.PTCP	V;IPFV;IND;SG;1;PST;FIN;ACT
ivana	ιβαν	ivan	ιβαν	N;NOM;MASC;SG	N;NOM;SG
ostanki	υπολείμματα	ostanek	υπόλειμμα	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	κατάλοιπα	ostanek	κατάλοιπος	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	αποφάγια	ostanek	αποφάγιο	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	απομεινάρια	ostanek	απομεινάριο	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	θραύσματα	ostanek	θράυσμα	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	παλιοσίδερα	ostanek	παλιοσίδερα	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	κατάλοιπα	ostanek	κατάλοιπος	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	υπολείμματα	ostanek	υπόλειμμα	N;NOM;MASC;PL	N;NOM;NEUT;PL
ostanki	κατάλοιπα	ostanek	κατάλοιπος	N;NOM;MASC;PL	N;NOM;NEUT;PL
manjša	μικρότερος	majhen	μικρός	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
manjša	μικρότερο	majhen	μικρός	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
manjša	μικρότερη	majhen	μικρός	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
manjša	ανήλικος	majhen	ανήλικος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;MASC;SG
inštitut	ινστιτούτο	inštitut	ινστιτούτο	N;NOM;MASC;SG	N;NOM;NEUT;SG
stalno	σταθερά	stalno	σταθερά	ADV	ADV
dodatno	επιπλέον	dodatno	επιπλέον	ADV	ADV
dodatno	επιπρόσθετα	dodatno	επιπρόσθετα	ADV	ADV
dodatno	επιπροσθέτως	dodatno	επιπροσθέτως	ADV	ADV
tehnični	τεχνικό	tehničen	τεχνικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
tehnični	τεχνική	tehničen	τεχνικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
največkrat	κυρίως	največkrat	κυρίως	ADV;RL	ADV
največkrat	κυριως	največkrat	κυριως	ADV;RL	ADV
igralci	παίκτες	igralec	παίκτης	N;NOM;MASC;PL	N;NOM;MASC;PL
igralci	παίχτες	igralec	παίχτης	N;NOM;MASC;PL	N;NOM;MASC;PL
igralci	ηθοποιοί	igralec	ηθοποιός	N;NOM;MASC;PL	N;NOM;MASC;PL
stadion	στάδιο	stadion	στάδιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
stadion	γήπεδο	stadion	γήπεδο	N;NOM;MASC;SG	N;NOM;NEUT;SG
vzrok	αίτιο	vzrok	αίτιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
vzrok	αιτία	vzrok	αιτία	N;NOM;MASC;SG	N;NOM;FEM;SG
graf	γράφημα	graf	γράφημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
graf	διάγραμμα	graf	διάγραμμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
graf	γράφημα	graf	γράφημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
graf	διάγραμμα	graf	διάγραμμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
počasi	αργά	počasi	αργά	ADV	ADV
počasi	αργά	počasi	αργά	ADV	ADV
članki	άρθρα	članek	άρθρο	N;NOM;MASC;PL	N;NOM;NEUT;PL
članki	τεχνουργήματα	članek	τεχνούργημα	N;NOM;MASC;PL	N;NOM;NEUT;PL
pevec	τραγουδιστής	pevec	τραγουδιστής	N;NOM;MASC;SG	N;NOM;MASC;SG
pevec	τραγουδίστρια	pevec	τραγουδίστρια	N;NOM;MASC;SG	N;NOM;FEM;SG
planet	πλανήτης	planet	πλανήτης	N;NOM;MASC;SG	N;NOM;MASC;SG
učinek	αντίκτυπος	učinek	αντίκτυπος	N;NOM;MASC;SG	N;NOM;MASC;SG
učinek	σύγκρουση	učinek	σύγκρουση	N;NOM;MASC;SG	N;NOM;FEM;SG
učinek	πρόσκρουση	učinek	πρόσκρουση	N;NOM;MASC;SG	N;NOM;FEM;SG
osem	οκτώ	osem	οκτώ	NUM;NOM;PL	NUM;NOM;MASC;PL
osem	οχτώ	osem	οχτώ	NUM;NOM;PL	NUM;NOM;MASC;PL
podobna	παρόμοιος	podoben	παρόμοιος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
dokončno	οριστικά	dokončno	οριστικά	ADV	ADV
literarni	λογοτεχνικό	literaren	λογοτεχνικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vseeno	ακόμη	vseeno	ακόμα	ADV	ADV
vseeno	ακομα	vseeno	ακομα	ADV	ADV
vseeno	ακόμα	vseeno	ακόμα	ADV	ADV
želi	θελει	želeti	θέλω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
želi	θέλει	želeti	θέλω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
posvetil	αφιερώσω	posvetiti	αφιερώνω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;1;FIN;ACT
izjemno	εξαιρετικά	izjemno	εξαιρετικά	ADV	ADV
izjemno	αξιοσημείωτα	izjemno	αξιοσημείωτος	ADV	ADV
izjemno	έκτακτα	izjemno	έκτακτα	ADV	ADV
bus	λεωφορείο	bus	λεωφορείο	N;NOM;MASC;SG	N;NOM;NEUT;SG
značilno	τυπικός	značilen	τυπικός	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
značilno	τυπικό	značilen	τυπικός	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
značilno	τυπική	značilen	τυπικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
načelnik	αρχηγός	načelnik	αρχηγός	N;NOM;MASC;SG	N;NOM;MASC;SG
poročila	αναφορές	poročilo	αναφορά	N;NOM;NEUT;PL	N;NOM;FEM;PL
poročila	εκθέσεις	poročilo	έκθεση	N;NOM;NEUT;PL	N;NOM;FEM;PL
upor	εξέγερση	upor	εξέγερση	N;NOM;MASC;SG	N;NOM;FEM;SG
upor	ταραχή	upor	ταραχή	N;NOM;MASC;SG	N;NOM;FEM;SG
upor	εξέγερση	upor	εξέγερση	N;NOM;MASC;SG	N;NOM;FEM;SG
upor	ανταρσία	upor	ανταρσία	N;NOM;MASC;SG	N;NOM;FEM;SG
upor	εξέγερση	upor	εξέγερση	N;NOM;MASC;SG	N;NOM;FEM;SG
zbirke	συλλογές	zbirka	συλλογή	N;NOM;FEM;PL	N;NOM;FEM;PL
zemljo	γή	zemlja	γή	N;ACC;FEM;SG	N;ACC;FEM;SG
vojaki	στρατιώτες	vojak	στρατιώτης	N;NOM;MASC;PL	N;NOM;MASC;PL
slog	στυλ	slog	στυλ	N;NOM;MASC;SG	N;NOM;NEUT;SG
slog	ύφος	slog	ύφος	N;NOM;MASC;SG	N;NOM;NEUT;SG
slog	στιλ	slog	στιλ	N;NOM;MASC;SG	N;NOM;NEUT;SG
redno	τακτικά	redno	τακτικός	ADV	ADV
redno	τακτικά	redno	τακτικός	ADV	ADV
rok	προθεσμία	rok	προθεσμία	N;NOM;MASC;SG	N;NOM;FEM;SG
majhen	μικρή	majhen	μικρός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
majhen	μικρό	majhen	μικρός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
majhen	μικρός	majhen	μικρός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
filozofski	φιλοσοφική	filozofski	φιλοσοφικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
visoki	ψηλοί	visok	ψηλός	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL
radio	ασύρματο	radio	άσυρμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
radio	ραδιόφωνο	radio	ραδιόφωνος	N;NOM;MASC;SG	N;NOM;NEUT;SG
radio	ραδιο	radio	ραδιο	N;NOM;MASC;SG	N
pravnik	δικηγόρος	pravnik	δικηγόρος	N;NOM;MASC;SG	N;NOM;MASC;SG
četa	λόχος	ket	λόχος	N;NOM;FEM;SG	N;NOM;MASC;SG
četa	εταιρεία	ket	εταιρεία	N;NOM;FEM;SG	N;NOM;FEM;SG
četa	εταιρία	ket	εταιρία	N;NOM;FEM;SG	N;NOM;FEM;SG
četa	στράτευμα	ket	στράτευμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
častni	επίτιμος	časten	επίτιμος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
sprejet	δεκτό	sprejet	δεκτός	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
sprejet	αποδεκτή	sprejet	αποδεκτός	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
sprejet	δεκτή	sprejet	δεκτός	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
sprejet	δεκτός	sprejet	δεκτός	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
zaščito	προστασία	zaščita	προστασία	N;ACC;FEM;SG	N;ACC;FEM;SG
galerija	στοά	galerija	στοά	N;NOM;FEM;SG	N;NOM;FEM;SG
galerija	γκαλερί	galerija	γκαλώ	N;NOM;FEM;SG	N;NOM;FEM;SG
tekme	παιχνίδια	tekma	παιχνίδιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
tekme	αγωνες	tekma	αγωνας	N;NOM;FEM;PL	N;NOM;MASC;PL
tekme	αγώνες	tekma	αγώνας	N;NOM;FEM;PL	N;NOM;MASC;PL
velikost	μέγεθος	velikost	μέγεθος	N;NOM;FEM;SG	N;NOM;NEUT;SG
roke	μπράτσα	roka	μπράτσα	N;NOM;FEM;PL	N;NOM;NEUT;PL
roke	όπλα	roka	όπλο	N;NOM;FEM;PL	N;NOM;NEUT;PL
roke	οπλα	roka	οπλά	N;NOM;FEM;PL	N;NOM;NEUT;PL
roke	χέρια	roka	χέρι	N;NOM;FEM;PL	N;NOM;NEUT;PL
roke	χέρια	roka	χέρι	N;NOM;FEM;PL	N;NOM;NEUT;PL
študije	μελέτες	študija	μελέτα	N;NOM;FEM;PL	N;NOM;FEM;PL
študije	σπουδές	študija	σπουδός	N;NOM;FEM;PL	N;NOM;FEM;PL
križ	σταυρός	križ	σταυρός	N;NOM;MASC;SG	N;NOM;MASC;SG
križ	σταυρό	križ	σταυρό	N;NOM;MASC;SG	N;NOM;NEUT;SG
križ	σταυρός	križ	σταυρός	N;NOM;MASC;SG	N;NOM;MASC;SG
klavir	πιάνο	klavir	πιάνος	N;NOM;MASC;SG	N;NOM;NEUT;SG
kip	γλυπτό	kip	γλυπτό	N;NOM;MASC;SG	N;NOM;NEUT;SG
kip	άγαλμα	kip	άγαλμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
ludvik	λουδοβίκος	ludvik	λουδοβίκος	N;NOM;MASC;SG	N;NOM;MASC;SG
ludvik	λούης	ludvik	λούος	N;NOM;MASC;SG	N;NOM;MASC;SG
glavo	κεφαλή	glava	κεφαλή	N;ACC;FEM;SG	N;ACC;FEM;SG
union	ένωση	union	ένωση	N;NOM;MASC;SG	N;NOM;FEM;SG
union	ενωση	union	ενωση	N;NOM;MASC;SG	N;NOM;FEM;SG
union	συνδικάτο	union	συνδικάτο	N;NOM;MASC;SG	N;NOM;NEUT;SG
union	σωματείο	union	σωματείο	N;NOM;MASC;SG	N;NOM;NEUT;SG
drama	δράμα	drama	δράμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
komisija	προμήθεια	komisija	προμήθεια	N;NOM;FEM;SG	N;NOM;FEM;SG
komisija	επιτροπή	komisija	επιτροπή	N;NOM;FEM;SG	N;NOM;FEM;SG
komisija	επιτροπη	komisija	επιτροπος	N;NOM;FEM;SG	N;NOM;FEM;SG
kitajska	κινεζική	kitajski	κινεζικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kitajska	κινέζικο	kitajski	κινέζικος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
medalja	μετάλλιο	medalja	μετάλλιο	N;NOM;FEM;SG	N;NOM;NEUT;SG
ustvaril	δημιουργήθηκε	ustvariti	δημιουργώ	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
ustvaril	δημιούργησε	ustvariti	δημιουργώ	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
premer	διάμετρο	premer	διάμετρο	N;NOM;MASC;SG	N;NOM;NEUT;SG
višje	υψηλότερη	visok	ψηλός	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
višje	υψηλότερο	visok	ψηλός	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
ekipe	ομαδες	ekipa	ομαδα	N;NOM;FEM;PL	N;NOM;FEM;PL
ekipe	ομάδες	ekipa	ομάδα	N;NOM;FEM;PL	N;NOM;FEM;PL
temperatura	θερμοκρασία	temperatura	θερμοκρασία	N;NOM;FEM;SG	N;NOM;FEM;SG
