befintliga	existentes	befintlig	existente	ADJ;NOM;PL	ADJ;PL
partner	compañero	partner	compañero	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
partner	pareja	partner	pareja	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
partner	socio	partner	socio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
partner	partner	partner	partner	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
partner	socia	partner	socia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tydligen	aparentemente	tydligen	aparentemente	ADV	ADV
alkohol	alcohol	alkohol	alcohol	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
wan	wan	wan	wan	N;NOM;INDF;NEUT;SG	N;SG
kartan	plano	karta	plano	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
kartan	mapa	karta	mapa	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
okända	desconocidos	okänd	desconocido	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
okända	desconocidas	okänd	desconocido	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
trumpet	trompeta	trump	trompeta	N;NOM;INDF;NEUT;SG	N;FEM;SG
evenemang	acontecimiento	evenemang	acontecimiento	N;NOM;INDF;NEUT;SG	N;MASC;SG
evenemang	evento	evenemang	evento	N;NOM;INDF;NEUT;SG	N;MASC;SG
flytt	mudanza	flytt	mudanza	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
flava	flava	flava	flava	N;NOM;INDF;MASC+FEM;SG	N;SG
pusilla	pusilla	pusill	pusilla	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
helgon	saint	helgon	saint	N;NOM;INDF;NEUT;SG	N;MASC
helgon	san	helgon	san	N;NOM;INDF;NEUT;SG	N;MASC;SG
hieracium	hieracium	hieracium	hieracium	N;NOM;INDF;MASC+FEM;SG	N;SG
sats	sat	sats	sat	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sats	saturación	sats	saturación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
sats	tanda	sats	tanda	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
sats	lote	sats	lote	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sats	teorema	sats	teorema	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
timme	hora	timme	hora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
grotta	gruta	grott	gruta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
grotta	cueva	grott	cueva	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
grotta	cave	grott	cave	N;NOM;INDF;MASC+FEM;SG	N
grotta	caverna	grott	caverna	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
motsvarighet	homólogo	motsvarighet	homólogo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
motsvarighet	contraparte	motsvarighet	contraparte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
paradise	paraiso	paradise	paraiso	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
paradise	paraíso	paradise	paraíso	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
paradise	paradise	paradise	paradise	N;NOM;INDF;MASC+FEM;SG	N;SG
akter	files	akt	fil	N;NOM;INDF;MASC+FEM;PL	N
akter	archivos	akt	archivo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
akter	expedientes	akt	expediente	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
akter	ficheros	akt	fichero	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
akter	actos	akt	acto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
negativ	negativa	negativ	negativo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
negativ	negativo	negativ	negativo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
upplever	experimentando	uppleva	experimentar	V;IND;PRS;FIN;ACT	V;V.MSDR
typisk	típico	typisk	típico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
typisk	típica	typisk	típico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
child	niño	child	niño	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
child	niña	child	niña	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
liggande	acostado	ligga	acostar	ADJ;NOM;PRS;V.PTCP	ADJ;MASC;SG;V.PTCP
liggande	mentirosa	ligga	mentiroso	ADJ;NOM;PRS;V.PTCP	ADJ;FEM;SG
överlevde	sobrevivieron	överleva	sobrevevir	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
överlevde	sobrevivió	överleva	sobrevivir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
enheten	dispositivo	enhet	dispositivo	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
enheten	unit	enhet	unit	N;NOM;DEF;MASC+FEM;SG	N
enheten	unidad	enhet	unidad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
pilot	pilot	pilot	pilot	N;NOM;INDF;MASC+FEM;SG	N
pilot	piloto	pilot	piloto	N;NOM;INDF;MASC+FEM;SG	N;SG
angrepp	atentados	angrepp	atentado	N;NOM;INDF;NEUT;PL	N;MASC;PL
angrepp	ataques	angrepp	ataque	N;NOM;INDF;NEUT;PL	N;MASC;PL
summering	resumen	summering	resumen	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
summering	síntesis	summering	síntesis	N;NOM;INDF;MASC+FEM;SG	N;FEM
summering	sumario	summering	sumario	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
filosofiska	filosóficas	filosofisk	filosófico	ADJ;NOM;PL	ADJ;FEM;PL
stammar	cepas	stam	cepa	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
stammar	tribus	stam	tribu	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
kategorierna	categorias	kategorium	categorio	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
kategorierna	categorías	kategorium	categoría	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
ersättare	reemplazos	ersättare	reemplazo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
wikidata	wikidata	pikidat	wikidata	N;NOM;INDF;NEUT;SG	N;FEM;SG
helige	santa	helig	santo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
dalmatien	dalmacia	dalmatiun	dalmacia	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
chan	chan	chan	chan	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
omröstning	voto	omröstning	voto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
omröstning	votación	omröstning	votación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
omröstning	votación	omröstning	votación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
omröstning	encuesta	omröstning	encuesta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
omröstning	sondeo	omröstning	sondeo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ägna	dedicar	ägna	dedicar	V;NFIN;ACT	V;NFIN
ägna	dedicará	ägna	dedicar	V;NFIN;ACT	V;IND;SG;3;FUT;FIN
ägna	dedique	ägna	dedicar	V;NFIN;ACT	V;SBJV;SG;3;FIN
ägna	dedico	ägna	dedicar	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
ägna	dediquen	ägna	dedicar	V;NFIN;ACT	V;IMP;PL;3;FIN
ägna	dedicar	ägna	dedicar	V;NFIN;ACT	V;NFIN
familjebok	familjebok	familjebok	familjebok	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
idrottare	deportistas	idrottare	deportista	N;NOM;INDF;MASC+FEM;PL	N;PL
idrottare	atletas	idrottare	atleta	N;NOM;INDF;MASC+FEM;PL	N;PL
gravar	tumbas	grav	tumba	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
gravar	fosas	grav	fosa	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
gravar	tumbas	grav	tumba	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
frivilliga	voluntarias	frivillig	voluntario	ADJ;NOM;PL	ADJ;FEM;PL
runda	redondos	rund	redondo	ADJ;NOM;PL	ADJ;MASC;PL
leconte	leconte	leconte	leconte	N;NOM;INDF;MASC+FEM;SG	N;SG
petersen	petersen	peters	petersar	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
palace	palacio	palace	palacio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
palace	palace	palace	palace	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hemmet	hogar	hem	hogar	N;NOM;DEF;NEUT;SG	N;MASC;SG
hemmet	casa	hem	casa	N;NOM;DEF;NEUT;SG	N;FEM;SG
hemmet	inicio	hem	inicio	N;NOM;DEF;NEUT;SG	N;MASC;SG
specifikt	específicamente	specifikt	específicamente	ADV	ADV
specifikt	concretamente	specifikt	concretamente	ADV	ADV
shorts	short	short	short	N;NOM;INDF;MASC+FEM;SG	N
astronom	astrónomo	astronom	astrónomo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
anka	patito	anka	patito	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
anka	pato	anka	pato	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
anka	duck	anka	duck	N;NOM;INDF;MASC+FEM;SG	N;SG
patienter	pacientes	patient	paciente	N;NOM;INDF;MASC+FEM;PL	N;PL
erfarenheter	experiencias	erfarenhet	experiencia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
erfarenheter	experiencias	erfarenhet	experiencia	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
administratörer	administradores	administratör	administrador	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
administratörer	administradores	administratör	administrador	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
rat	rat	rat	rat	N;NOM;INDF;MASC+FEM;SG	N
rat	rata	rat	rata	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
renovering	reacondicionamiento	renovering	reacondicionamiento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
renovering	remodelación	renovering	remodelación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
renovering	renovación	renovering	renovación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
federation	federación	federation	federación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hörnet	corner	hörn	corner	N;NOM;DEF;NEUT;SG	N;MASC;SG
hörnet	rincón	hörn	rincón	N;NOM;DEF;NEUT;SG	N;MASC;SG
hörnet	esquina	hörn	esquina	N;NOM;DEF;NEUT;SG	N;FEM;SG
granada	granada	granad	granada	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
banor	senderos	bana	sendero	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
banor	caminos	bana	camino	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
banor	líneas	bana	línea	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
banor	lines	bana	lín	N;NOM;INDF;MASC+FEM;PL	N
banor	lineas	bana	linea	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
banor	órbitas	bana	órbita	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
banor	cursos	bana	curso	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
banor	vías	bana	vía	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
blogg	blog	blogg	blog	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
blogg	bitácora	blogg	bitácora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
salta	sal	salta	sal	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fasaden	fachada	fasa	fachada	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
smala	estrechas	smal	estrecho	ADJ;NOM;PL	ADJ;FEM;PL
smala	estrechos	smal	estrecho	ADJ;NOM;PL	ADJ;MASC;PL
variegata	variegata	variegat	variegata	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
march	marcha	march	marcha	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
march	marzo	march	marzo	N;NOM;INDF;MASC+FEM;SG	N
demo	demo	demo	demo	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
demo	demostración	demo	demostración	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
verser	versos	vers	verso	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
nedanför	debajo	nedanför	debajo	ADV	ADV
nedanför	abajo	nedanför	abajo	ADV	ADV
lägg	poner	lägg	poner	V;IMP;FIN;ACT	V;NFIN
vagnar	carritos	vagna	carrito	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
vagnar	carros	vagna	carro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
vagnar	carretas	vagna	carreta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
vagnar	vagones	vagna	vagón	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
vagnar	carretas	vagna	carreta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
vagnar	carruajes	vagna	carruaje	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
vagnar	carros	vagna	carro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
vagnar	vagones	vagna	vagón	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
produkt	producto	produkt	producto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
principen	principio	princip	principio	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
flyter	flotar	flyta	flotar	V;IND;PRS;FIN;ACT	V;NFIN
sinensis	sinensis	sinensis	sinensis	N;NOM;INDF;MASC+FEM;SG	N;MASC
ansluter	conectando	ansluta	conectar	V;IND;PRS;FIN;ACT	V;V.MSDR
ansluter	conectar	ansluta	conectar	V;IND;PRS;FIN;ACT	V;NFIN
ansluter	conecta	ansluta	conectar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
reaktion	reacción	reaktion	reacción	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
journalisten	periodista	journalist	periodista	N;NOM;DEF;MASC+FEM;SG	N;SG
philodendron	philodendron	philodendro	philodendro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
butte	butte	butte	butte	N;NOM;INDF;NEUT;SG	N;MASC;SG
sällsynta	raros	sällsynta	raro	ADJ;NOM;PL	ADJ;MASC;PL
sällsynta	raras	sällsynta	raro	ADJ;NOM;PL	ADJ;FEM;PL
tabell	cuadro	tabell	cuadro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tabell	mesa	tabell	mesa	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tabell	tabla	tabell	tabla	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utbyte	canje	utbyte	canje	N;NOM;INDF;NEUT;SG	N;MASC;SG
utbyte	cambio	utbyte	cambio	N;NOM;INDF;NEUT;SG	N;MASC;SG
utbyte	intercambio	utbyte	intercambio	N;NOM;INDF;NEUT;SG	N;MASC;SG
stationer	estaciones	station	estación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
stationer	emisoras	station	emisora	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
arkitekter	arquitectos	arkitekt	arquitecto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
java	jre	jav	jre	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
java	java	jav	java	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
definitivt	definitivamente	definitiv	definitivamente	ADV	ADV
mördad	asesinado	mörda	asesinado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mördad	asesinada	mörda	asesinado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
mördad	asesinada	mörda	asesinado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
mördad	asesinado	mörda	asesinado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mördad	matado	mörda	matar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ovanliga	inusuales	ovanlig	inusual	ADJ;NOM;PL	ADJ;PL
trädgården	jardín	trädgård	jardín	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
trädgården	jardinería	trädgård	jardinería	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
trädgården	jardin	trädgård	jardin	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
stycke	párrafo	stycke	párrafo	N;NOM;INDF;NEUT;SG	N;MASC;SG
stycke	pieza	stycke	pieza	N;NOM;INDF;NEUT;SG	N;FEM;SG
bass	bass	bass	bas	N	N
grönt	verde	grön	verde	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
präster	sacerdotes	präst	sacerdote	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
präster	curas	präst	cura	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
präster	clérigos	präst	clérigo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
smal	flaco	smal	flaco	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
smal	angosto	smal	angosto	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
smal	estrecha	smal	estrecho	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
smal	estrecho	smal	estrecho	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
smal	delgado	smal	delgado	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
smal	flaco	smal	flaco	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
smal	delgada	smal	delgada	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
smal	delgado	smal	delgado	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
smal	delgada	smal	delgada	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
matsumura	matsumura	matsumura	matsumura	N;NOM;INDF;MASC+FEM;SG	N;SG
juris	juris	juris	juris	N;NOM;INDF;MASC+FEM;SG	N
jessica	jessica	jessic	jessicar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hjärnan	brain	hjärna	brain	N;NOM;DEF;MASC+FEM;SG	N
hjärnan	cerebro	hjärna	cerebro	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
grupperna	grupos	grupp	grupo	N;NOM;DEF;MASC+FEM;PL	N;MASC;PL
grupperna	agrupaciones	grupp	agrupación	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
bränsle	combustible	bränsle	combustible	N;NOM;INDF;NEUT;SG	N;MASC;SG
bränsle	carburante	bränsle	carburante	N;NOM;INDF;NEUT;SG	N;MASC;SG
bränsle	combustible	bränsle	combustible	N;NOM;INDF;NEUT;SG	N;MASC;SG
sänder	enviando	sända	enviar	V;IND;PRS;FIN;ACT	V;V.MSDR
sänder	transmitiendo	sända	transmitir	V;IND;PRS;FIN;ACT	V;V.MSDR
sänder	transmitir	sända	transmitir	V;IND;PRS;FIN;ACT	V;NFIN
sänder	envía	sända	enviar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sänder	transmitiendo	sända	transmitir	V;IND;PRS;FIN;ACT	V;V.MSDR
fiktiv	ficticia	fiktiv	ficticia	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
fiktiv	ficticio	fiktiv	ficticio	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
fiktiv	ficticia	fiktiv	ficticia	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
fiktiv	ficticio	fiktiv	ficticio	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
kris	crisis	kris	crisis	N;NOM;INDF;MASC+FEM;SG	N;FEM
kritisk	crítico	kritisk	crítico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
avslutad	completada	avsluta	completado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
avslutad	finalizado	avsluta	finalizar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
avslutad	terminado	avsluta	terminar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
avslutad	completado	avsluta	completado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sydöst	sureste	sydöst	sureste	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sydöst	sudeste	sydöst	sudeste	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
existens	existencia	exist	existencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
low	baja	low	baja	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
stund	momento	stund	momento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
chefen	jefa	chef	jefa	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
chefen	jefe	chef	jefe	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
chefen	jefa	chef	jefa	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
chefen	jefe	chef	jefe	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
chefen	boss	chef	boss	N;NOM;DEF;MASC+FEM;SG	N
fara	peligro	fara	peligro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fara	peligro	fara	peligro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
romarna	romanos	rom	romano	N;NOM;DEF;MASC+FEM;PL	N;MASC;PL
varning	aviso	varning	aviso	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
varning	advertencia	varning	advertencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
varning	prudencia	varning	prudencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
varning	precaución	varning	precaución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
varning	cautela	varning	cautela	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
varning	alerta	varning	alerta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
passa	encajar	passa	encajar	V;IMP;FIN;ACT	V;NFIN
förbindelse	conector	förbindelse	conector	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
påverkade	influenciados	påverka	influenciado	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
påverkade	afectadas	påverka	afectado	ADJ;NOM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
vacker	hermoso	vacker	hermoso	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
vacker	guapa	vacker	guapo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
vacker	hermosa	vacker	hermoso	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
bevarad	conservado	bevara	conservar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bevarad	preservado	bevara	preservado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
principer	principios	princip	principio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
administration	administración	administration	administración	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
monster	monster	monster	monster	N;NOM;INDF;NEUT;SG	N
monster	monstruo	monster	monstruo	N;NOM;INDF;NEUT;SG	N;MASC;SG
short	short	short	short	N;NOM;INDF;MASC+FEM;SG	N
federala	federales	federal	federal	ADJ;NOM;PL	ADJ;PL
federala	federales	federal	federal	ADJ;NOM;PL	ADJ;PL
förutsättningar	requisitos	förutsättning	requisito	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
förutsättningar	condiciones	förutsättning	condición	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
betong	hormigón	betong	hormigón	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
betong	cemento	betong	cemento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
derby	derby	derby	derby	N;NOM;INDF;NEUT;SG	N;MASC;SG
derby	derbi	derby	derbi	N;NOM;INDF;NEUT;SG	N;MASC;SG
fabrik	fabrica	fabrik	fabricar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fabrik	factoría	fabrik	factoría	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fabrik	factory	fabrik	factory	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fabrik	fábrica	fabrik	fábrica	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
flickr	flickr	flick	flickr	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
underlätta	facilitando	underlätta	facilitar	V;IMP;FIN;ACT	V;V.MSDR
underlätta	facilitar	underlätta	facilitar	V;IMP;FIN;ACT	V;NFIN
underlätta	facilite	underlätta	facilitar	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
underlätta	faciliten	underlätta	facilitar	V;IMP;FIN;ACT	V;IMP;PL;3;FIN
underlätta	facilitar	underlätta	facilitar	V;IMP;FIN;ACT	V;NFIN
mott	mott	mott	mott	N;NOM;INDF;MASC+FEM;SG	N;SG
key	clave	key	clave	N;NOM;INDF;NEUT;SG	N;FEM;SG
key	llave	key	llave	N;NOM;INDF;NEUT;SG	N;FEM;SG
key	tecla	key	tecla	N;NOM;INDF;NEUT;SG	N;FEM;SG
boa	boa	boa	boa	N;NOM;INDF;NEUT;SG	N;FEM;SG
test	test	test	test	N;NOM;INDF;NEUT;SG	N;MASC;SG
test	prueba	test	prueba	N;NOM;INDF;NEUT;SG	N;FEM;SG
test	ensayo	test	ensayo	N;NOM;INDF;NEUT;SG	N;MASC;SG
test	ensayo	test	ensayo	N;NOM;INDF;NEUT;SG	N;MASC;SG
blockerad	bloqueada	blockera	bloqueado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
blockerad	bloqueado	blockera	bloqueado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rosen	rosen	ros	rosar	N;NOM;DEF;MASC+FEM;SG	N;SG
meriter	méritos	merit	mérito	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
meriter	méritos	merit	mérito	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
organist	organista	organist	organista	N;NOM;INDF;MASC+FEM;SG	N;SG
publicerat	publicado	publicerad	publicado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
publicerat	publicada	publicerad	publicado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
publicerat	publicada	publicerad	publicado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
publicerat	publicado	publicerad	publicado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
viking	viking	viking	viking	N;NOM;INDF;MASC+FEM;SG	N;SG
viking	vikingo	viking	vikingo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
närvaro	asistencia	närvaro	asistencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
närvaro	presencia	närvaro	presencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tillväxt	crecimiento	tillväxt	crecimiento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
salamanca	salamanca	salamanc	salamanca	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kemisk	químico	kemisk	químico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
