una	egy	uno	egy	DET;INDF;FEM;SG	DET;INDF
grado	fokozat	grado	fokozat	N;MASC;SG	N;NOM;SG
grado	diploma	grado	diploma	N;MASC;SG	N;NOM;SG
grado	fok	grado	fok	N;MASC;SG	N;NOM;SG
tradicional	tradicionális	tradicional	tradicionális	ADJ;SG	ADJ;NOM;SG
niño	fiú	niño	fiú	N;MASC;SG	N;NOM;SG
niño	kisgyerek	niño	kisgyer	N;MASC;SG	N;NOM;SG
niño	gyerek	niño	gyerek	N;MASC;SG	N;NOM;SG
niño	gyermek	niño	gyermek	N;MASC;SG	N;NOM;SG
niño	gyermeke	niño	gyermeke	N;MASC;SG	N;NOM;SG
niño	gyermekem	niño	gyermekem	N;MASC;SG	N;NOM;SG
niño	gyerek	niño	gyerek	N;MASC;SG	N;NOM;SG
plantilla	sablon	plantilla	sablon	N;FEM;SG	N;NOM;SG
votos	szavazatok	voto	szavazat	N;MASC;PL	N;NOM;PL
banco	bank	banco	bank	N;MASC;SG	N;NOM;SG
banco	pad	banco	pad	N;MASC;SG	N;NOM;SG
contrato	szerződéssel	contrato	szerződés	N;MASC;SG	N;INS;SG
pintura	festés	pintura	festés	N;FEM;SG	N;NOM;SG
pintura	festék	pintura	festék	N;FEM;SG	N;NOM;SG
pintura	festés	pintura	festés	N;FEM;SG	N;NOM;SG
pintura	festmény	pintura	festmény	N;FEM;SG	N;NOM;SG
batería	akkumulátor	batería	akkumulátor	N;FEM;SG	N;NOM;SG
batería	elem	batería	elem	N;FEM;SG	N;NOM;SG
batería	elemmel	batería	elem	N;FEM;SG	N;INS;SG
diputados	tagjai	diputado	tag	N;MASC;PL	N;NOM;PL
diputados	tagok	diputado	tag	N;MASC;PL	N;NOM;PL
diputados	tagoknak	diputado	tag	N;MASC;PL	N;DAT;PL
diputados	képviselők	diputado	képviselő	N;MASC;PL	N;NOM;PL
pasa	előfordul	pasar	előfordul	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
pasa	megtörténik	pasar	meg+történik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
representa	képviseli	representar	képviseli	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
representa	ábrázol	representar	ábrázol	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
representa	ábrázolja	representar	ábrázol	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
representa	képviselni	representar	képvisel	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
representa	képviseli	representar	képviseli	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
recursos	erőforrások	recurso	erőforrás	N;MASC;PL	N;NOM;PL
recursos	források	recurso	forrás	N;MASC;PL	N;NOM;PL
misión	misszió	misión	misszió	N;FEM;SG	N;NOM;SG
misión	feladat	misión	feladat	N;FEM;SG	N;NOM;SG
misión	küldetés	misión	küldetés	N;FEM;SG	N;NOM;SG
compositor	dalszerző	compositor	dalszerző	N;MASC;SG	N;NOM;SG
compositor	zeneszerző	compositor	zeneszerző	N;MASC;SG	N;NOM;SG
futuro	határidős	futuro	határidős	N;MASC;SG	N;NOM;SG
ángeles	angyalok	ángel	angyal	N;MASC;PL	N;NOM;PL
tecnología	technikus	tecnología	technikus	N;FEM;SG	N;NOM;SG
tecnología	technológia	tecnología	technológia	N;FEM;SG	N;NOM;SG
tecnología	technika	tecnología	technika	N;FEM;SG	N;NOM;SG
trabajar	dolgozik	trabajar	dolgozik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
trabajar	dolgozom	trabajar	dolgozik	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
trabajar	dolgozok	trabajar	dolgozik	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
tiempos	időpontok	tiempo	időpont	N;MASC;PL	N;NOM;PL
fiesta	fiesta	fiesta	fiesta	N;FEM;SG	N;NOM;SG
fiesta	buli	fiesta	buli	N;FEM;SG	N;NOM;SG
jardín	kert	jardín	ker	N;MASC;SG	N;NOM;SG
jardín	kertje	jardín	kert	N;MASC;SG	N;NOM;SG
jardín	kertben	jardín	kert	N;MASC;SG	N;IN+ESS;SG
madera	fából	madera	fa	N;FEM;SG	N;IN+ABL;SG
madera	fát	madera	fát	N;FEM;SG	N;ACC;SG
inferior	alacsonyabb	inferior	alacsony	ADJ;SG	ADJ;NOM;CMPR;SG
clubes	klubok	club	klub	N;MASC;PL	N;NOM;PL
frontera	határ	frontera	határ	N;FEM;SG	N;NOM;SG
frontera	határon	frontera	határ	N;FEM;SG	N;ON+ESS;SG
frontera	határvonal	frontera	határvonal	N;FEM;SG	N;ON+ESS;SG
frontera	határ	frontera	határ	N;FEM;SG	N;NOM;SG
frontera	határ	frontera	határ	N;FEM;SG	N;NOM;SG
torres	tornyok	torre	torny	N;FEM;PL	N;NOM;PL
doble	kettős	doble	kettős	ADJ;SG	ADJ;NOM;SG
comandante	őrnagy	comandante	őrnagy	N;SG	N;NOM;SG
comandante	parancsnok	comandante	parancsnok	N;SG	N;NOM;SG
corazón	szív	corazón	szív	N;MASC;SG	N;NOM;SG
corazón	corazón	corazón	corazó	N;MASC;SG	N;ON+ESS;SG
esos	azok	ese	az	PRO;MASC;PL	PRO;NOM;PL;3
secretario	titkárnő	secretario	titkárnő	N;MASC;SG	N;NOM;SG
secretario	titkár	secretario	titkár	N;MASC;SG	N;NOM;SG
letras	leveleket	letra	levél	N;FEM;PL	N;ACC;PL
letras	betűk	letra	betű	N;FEM;PL	N;NOM;PL
letras	levelek	letra	levél	N;FEM;PL	N;NOM;PL
letras	szövegek	letra	szöveg	N;FEM;PL	N;NOM;PL
lenguas	nyelveket	lengua	nyelv	N;FEM;PL	N;ACC;PL
lenguas	nyelvek	lengua	nyelv	N;FEM;PL	N;NOM;PL
lenguas	nyelveken	lengua	nyelv	N;FEM;PL	N;ON+ESS;PL
encuentro	gyűlés	encuentro	gyűlés	N;MASC;SG	N;NOM;SG
encuentro	találkozás	encuentro	találkozás	N;MASC;SG	N;NOM;SG
encuentro	találkozó	encuentro	találkozó	N;MASC;SG	N;NOM;SG
encuentro	megbeszélés	encuentro	megbeszélés	N;MASC;SG	N;NOM;SG
encuentro	találkozás	encuentro	találkozás	N;MASC;SG	N;NOM;SG
naturaleza	jelleg	naturaleza	jelleg	N;FEM;SG	N;NOM;SG
naturaleza	természet	naturaleza	természet	N;FEM;SG	N;NOM;SG
existencia	lét	existencia	lét	N;FEM;SG	N;NOM;SG
existencia	létezése	existencia	létezés	N;FEM;SG	N;NOM;SG
existencia	létezés	existencia	létezés	N;FEM;SG	N;NOM;SG
man	férfi	man	férfi	N	N;NOM;SG
man	ember	man	ember	N	N;NOM;SG
juega	játszani	jugar	játszik	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
juega	játszik	jugar	játszik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
sonido	hang	sonido	hang	N;MASC;SG	N;NOM;SG
sonido	hangot	sonido	hang	N;MASC;SG	N;ACC;SG
usar	használni	usar	használ	V;NFIN	V;NFIN;ACT
mensajes	üzenetek	mensaje	üzenet	N;MASC;PL	N;NOM;PL
mensajes	üzeneteket	mensaje	üzenet	N;MASC;PL	N;ACC;PL
mesa	táblázat	mesa	táblázat	N;FEM;SG	N;NOM;SG
mesa	tábla	mesa	tábla	N;FEM;SG	N;NOM;SG
mesa	asztal	mesa	asz	N;FEM;SG	N;NOM;SG
granada	gránátalma	granada	gránátalom	N;FEM;SG	N;NOM;SG
granada	gránát	granada	grána	N;FEM;SG	N;NOM;SG
objeto	objektum	objeto	ob	N;MASC;SG	N;NOM;SG
objeto	tárgy	objeto	tárgy	N;MASC;SG	N;NOM;SG
generales	tábornokok	general	tábornok	N;MASC;PL	N;NOM;PL
apertura	nyílás	apertura	nyílás	N;FEM;SG	N;NOM;SG
apertura	nyitottság	apertura	nyitottság	N;FEM;SG	N;NOM;SG
apertura	megnyitás	apertura	megnyitás	N;FEM;SG	N;NOM;SG
apertura	nyitás	apertura	nyitás	N;FEM;SG	N;NOM;SG
apertura	megnyitó	apertura	megnyitó	N;FEM;SG	N;NOM;SG
apertura	nyílás	apertura	nyílás	N;FEM;SG	N;NOM;SG
geografía	földrajz	geografía	földrajz	N;FEM;SG	N;NOM;SG
análisis	elemzések	análisis	elemzés	N;MASC	N;NOM;PL
análisis	elemzés	análisis	elemzés	N;MASC	N;NOM;SG
análisis	elemzések	análisis	elemzés	N;MASC	N;NOM;PL
análisis	analízis	análisis	analízis	N;MASC	N;NOM;SG
protección	védelme	protección	védelem	N;FEM;SG	N;NOM;SG
protección	védelmet	protección	védelem	N;FEM;SG	N;ACC;SG
protección	védelme	protección	védelem	N;FEM;SG	N;NOM;SG
protección	védelem	protección	védelem	N;FEM;SG	N;NOM;SG
géneros	műfajok	género	műfaj	N;MASC;PL	N;NOM;PL
géneros	nemzetségek	género	nemzetség	N;MASC;PL	N;NOM;PL
naciones	nemzetek	nación	nemzet	N;FEM;PL	N;NOM;PL
familias	családok	familia	családok	N;FEM;PL	N;NOM;PL
ferrocarril	vasút	ferrocarril	vasút	N;MASC;SG	N;NOM;SG
ferrocarril	sín	ferrocarril	sín	N;MASC;SG	N;NOM;SG
ferrocarril	vasút	ferrocarril	vasút	N;MASC;SG	N;NOM;SG
ferrocarril	vasúti	ferrocarril	vasúti	N;MASC;SG	N;NOM;SG
ferrocarril	vasútvonal	ferrocarril	vasútvonal	N;MASC;SG	N;NOM;SG
ferrocarril	vasút	ferrocarril	vasút	N;MASC;SG	N;NOM;SG
ferrocarril	vasúti	ferrocarril	vasúti	N;MASC;SG	N;NOM;SG
ferrocarril	vasút	ferrocarril	vasút	N;MASC;SG	N;NOM;SG
notas	megjegyzések	nota	megjegyzés	N;FEM;PL	N;NOM;PL
notas	feljegyzések	nota	feljegyzés	N;FEM;PL	N;NOM;PL
notas	jegyzetek	nota	jegyzet	N;FEM;PL	N;NOM;PL
proyectos	projektek	proyecto	projek	N;MASC;PL	N;NOM;PL
funciones	funkciók	función	funkció	N;FEM;PL	N;NOM;PL
funciones	feladatok	función	feladat	N;FEM;PL	N;NOM;PL
funciones	funkciók	función	funkció	N;FEM;PL	N;NOM;PL
funciones	jellemzők	función	jellemző	N;FEM;PL	N;NOM;PL
funciones	jellemzői	función	jellemző	N;FEM;PL	N;NOM;PL
corona	koronát	corona	korona	N;FEM;SG	N;ACC;SG
corona	korona	corona	korona	N;FEM;SG	N;NOM;SG
apareció	megjelent	aparecer	megjelent	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
clima	éghajlat	clima	éghajlat	N;MASC;SG	N;NOM;SG
clima	klíma	clima	klíma	N;MASC;SG	N;NOM;SG
clima	időjárás	clima	időjárás	N;MASC;SG	N;NOM;SG
prensa	újság	prensa	újság	N;FEM;SG	N;NOM;SG
escena	jelenet	escena	jelenet	N;FEM;SG	N;NOM;SG
provincial	tartományi	provincial	tartományi	ADJ;SG	ADJ;NOM;SG
versiones	változatok	versión	változat	N;FEM;PL	N;NOM;PL
isabel	izabella	isabel	izabella	N;FEM;SG	N;NOM;SG
isabel	erzsébet	isabel	erzse	N;FEM;SG	N;NOM;SG
puerta	kapu	puerta	kapu	N;FEM;SG	N;NOM;SG
puerta	kaput	puerta	kap	N;FEM;SG	N;ACC;SG
puerta	ajtó	puerta	ajtó	N;FEM;SG	N;NOM;SG
mario	mario	mario	mario		
mario	marius	mario	marius		
romano	római	romano	római	ADJ;MASC;SG	ADJ;NOM;SG
habla	beszélni	hablar	beszél	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
habla	beszél	hablar	beszél	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
crisis	válságok	crisis	válság	N;FEM	N;NOM;PL
crisis	krízis	crisis	krízis	N;FEM	N;NOM;SG
crisis	válság	crisis	válság	N;FEM	N;NOM;SG
efectos	hatások	efecto	hatás	N;MASC;PL	N;NOM;PL
efectos	hatásai	efecto	hatás	N;MASC;PL	N;NOM;PL
memoria	memória	memoria	memória	N;FEM;SG	N;NOM;SG
memoria	emlék	memoria	emlék	N;FEM;SG	N;NOM;SG
memoria	emlékezet	memoria	emlékezet	N;FEM;SG	N;NOM;SG
orquesta	zenekar	orquesta	zenekar	N;FEM;SG	N;NOM;SG
creó	teremtett	crear	teremtett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
siglos	évszázadok	siglo	évszázad	N;MASC;PL	N;NOM;PL
siglos	évszázadokkal	siglo	évszázad	N;MASC;PL	N;INS;PL
montaña	hegyen	montaña	hegy	N;FEM;SG	N;ON+ESS;SG
montaña	hegy	montaña	hegy	N;FEM;SG	N;NOM;SG
montaña	hegység	montaña	hegység	N;FEM;SG	N;NOM;SG
mantener	fenntartani	mantener	fenn+tart	V;NFIN	V;NFIN;ACT
#aaa	#aaa	#aaa	#aaa		
austria	ausztria	austria	ausztria	N;MASC;SG	N;NOM;SG
lanzamiento	kilövés	lanzamiento	kilövés	N;MASC;SG	N;NOM;SG
lanzamiento	kilövés	lanzamiento	kilövés	N;MASC;SG	N;NOM;SG
lanzamiento	indítás	lanzamiento	indítás	N;MASC;SG	N;NOM;SG
comité	bizottság	comité	bizottság	N;MASC;SG	N;NOM;SG
javier	javier	javier	javier		
capilla	kápolna	capilla	kápol	N;FEM;SG	N;NOM;SG
poeta	költő	poeta	költő	N;MASC;SG	N;NOM;SG
tradición	tradíció	tradición	tradíció	N;FEM;SG	N;NOM;SG
tradición	hagyomány	tradición	hagyomány	N;FEM;SG	N;NOM;SG
provincias	tartományok	provincia	tartomány	N;FEM;PL	N;NOM;PL
produce	termel	producir	termel	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
hojas	levelek	hoja	levél	N;FEM;PL	N;NOM;PL
hojas	pengék	hoja	pengék	N;FEM;PL	N;NOM;PL
ricardo	richárd	ricardo	richárd	N;MASC;SG	N;NOM;SG
tomar	vedd	tomar	vedd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
necesario	szükséges	necesario	szükséges	ADJ;MASC;SG	ADJ;NOM;SG
filosofía	filozófia	filosofía	filozófia	N;FEM;SG	N;NOM;SG
periodista	újságíró	periodista	újságíró	N;SG	N;NOM;SG
periodista	újságíró	periodista	újságíró	N;SG	N;NOM;SG
periodista	riporter	periodista	riporter	N;SG	N;NOM;SG
jugar	játszani	jugar	játszik	V;NFIN	V;NFIN;ACT
jugar	játszik	jugar	játszik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
jugar	játszom	jugar	játszik	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
operación	operáció	operación	operáció	N;FEM;SG	N;NOM;SG
operación	művelet	operación	művelet	N;FEM;SG	N;NOM;SG
operación	működés	operación	működés	N;FEM;SG	N;NOM;SG
operación	üzemeltetés	operación	üzemeltetés	N;FEM;SG	N;NOM;SG
papa	apa	papa	apa	N;MASC;SG	N;NOM;SG
papa	krumpli	papa	krumpli	N;MASC;SG	N;NOM;SG
papa	burgonya	papa	burgony	N;MASC;SG	N;NOM;SG
firma	aláírás	firma	aláírás	N;FEM;SG	N;NOM;SG
firma	aláírás	firma	aláírás	N;FEM;SG	N;NOM;SG
nacionalidad	állampolgársága	nacionalidad	állampolgárság	N;FEM;SG	N;NOM;SG
nacionalidad	állampolgárság	nacionalidad	állampolgárság	N;FEM;SG	N;NOM;SG
nacionalidad	polgárság	nacionalidad	polgárság	N;FEM;SG	N;NOM;SG
nacionalidad	állampolgárság	nacionalidad	állampolgárság	N;FEM;SG	N;NOM;SG
patrimonio	birtok	patrimonio	birt	N;MASC;SG	N;NOM;SG
patrimonio	örökség	patrimonio	örökség	N;MASC;SG	N;NOM;SG
regiones	régiók	región	régió	N;FEM;PL	N;NOM;PL
poesía	vers	poesía	vers	N;FEM;SG	N;NOM;SG
poesía	költészet	poesía	költészet	N;FEM;SG	N;NOM;SG
hermana	nővérem	hermana	nő	N;FEM;SG	N;NOM;SG
decide	dönt	decidir	dönt	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
alianza	szövetség	alianza	szövetség	N;FEM;SG	N;NOM;SG
respuesta	válasz	respuesta	válasz	N;FEM;SG	N;NOM;SG
respuesta	válasz	respuesta	válasz	N;FEM;SG	N;NOM;SG
respuesta	reagálás	respuesta	reagálás	N;FEM;SG	N;NOM;SG
respuesta	reakció	respuesta	reakció	N;FEM;SG	N;NOM;SG
respuesta	válasz	respuesta	válasz	N;FEM;SG	N;NOM;SG
pruebas	vizsgálatok	prueba	vizsgálat	N;FEM;PL	N;NOM;PL
pruebas	tesztek	prueba	tesz	N;FEM;PL	N;NOM;PL
pruebas	bizonyítékok	prueba	bizonyítékok	N;FEM;PL	N;NOM;PL
médico	orvos	médico	orvos	N;MASC;SG	N;NOM;SG
médico	orvos	médico	orvos	N;MASC;SG	N;NOM;SG
metro	metró	metro	metró	N;MASC;SG	N;NOM;SG
metro	metró	metro	metró	N;MASC;SG	N;NOM;SG
marina	kikötő	marina	kikötő	N;FEM;SG	N;NOM;SG
marina	flotta	marina	flotta	N;FEM;SG	N;NOM;SG
marina	haditengerészet	marina	haditengerészet	N;FEM;SG	N;NOM;SG
marina	tengerészet	marina	tengerészet	N;FEM;SG	N;NOM;SG
marina	tengerészgyalogság	marina	tengerészgyalogság	N;FEM;SG	N;NOM;SG
marina	tengerész	marina	tengerész	N;FEM;SG	N;NOM;SG
marina	tengerészgyalogos	marina	tengerészgyalogos	N;FEM;SG	N;NOM;SG
eventos	események	evento	esemény	N;MASC;PL	N;NOM;PL
eventos	rendezvények	evento	rendezvény	N;MASC;PL	N;NOM;PL
músicos	zenészek	músico	zenész	N;MASC;PL	N;NOM;PL
estudió	tanult	estudiar	tanult	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
aquellos	azok	aquel	az	PRO;MASC;PL	PRO;NOM;PL;3
coronel	ezredes	coronel	ezredes	N;MASC;SG	N;NOM;SG
presentó	benyújtott	presentar	benyújtott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
anteriormente	korábban	anteriormente	korán	ADV	ADV
anteriormente	korábban	anteriormente	korán	ADV	ADV
práctica	gyakorlás	práctica	gyakorlás	N;FEM;SG	N;NOM;SG
práctica	edzés	práctica	edzés	N;FEM;SG	N;NOM;SG
práctica	gyakorlat	práctica	gyakorlat	N;FEM;SG	N;NOM;SG
grecia	görögország	grecia	görögország	N;FEM;SG	N;NOM;SG
zaragoza	zaragoza	zaragoza	zaragoza	N;MASC;SG	N;NOM;SG
exposición	kiállítás	exposición	kiállítás	N;FEM;SG	N;NOM;SG
exposición	exposition	exposición	exposition	N;FEM;SG	N;NOM;SG
exposición	kiállítás	exposición	kiállítás	N;FEM;SG	N;NOM;SG
exposición	kiállítása	exposición	kiállítás	N;FEM;SG	N;NOM;SG
exposición	expozíciós	exposición	expozíciós	N;FEM;SG	N;NOM;SG
exposición	kitettség	exposición	kitettség	N;FEM;SG	N;NOM;SG
exposición	expozíció	exposición	expozíció	N;FEM;SG	N;NOM;SG
industrial	ipari	industrial	ipari	ADJ;SG	ADJ;NOM;SG
cuadro	táblázat	cuadro	táblázat	N;MASC;SG	N;NOM;SG
cuadro	tábla	cuadro	tábla	N;MASC;SG	N;NOM;SG
cuadro	asztal	cuadro	asz	N;MASC;SG	N;NOM;SG
cuadro	festés	cuadro	festés	N;MASC;SG	N;NOM;SG
cuadro	festmény	cuadro	festmény	N;MASC;SG	N;NOM;SG
enfermedad	betegség	enfermedad	betegség	N;FEM;SG	N;NOM;SG
enfermedad	betegség	enfermedad	betegség	N;FEM;SG	N;NOM;SG
enfermedad	megbetegedés	enfermedad	megbetegedés	N;FEM;SG	N;NOM;SG
enfermedad	betegség	enfermedad	betegség	N;FEM;SG	N;NOM;SG
nba	nba	nba	nb	N;FEM;SG	N;NOM;SG
colonia	kolónia	colonia	kolónia	N;FEM;SG	N;NOM;SG
colonia	telep	colonia	telep	N;FEM;SG	N;NOM;SG
nación	nemzet	nación	nemzet	N;FEM;SG	N;NOM;SG
national	nemzeti	national	nemzeti	ADJ;SG	ADJ;NOM;SG
national	országos	national	országos	ADJ;SG	ADJ;NOM;SG
anunció	bejelentette	anunciar	be+jelent	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
anunció	bejelentett	anunciar	bejelent	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
anunció	meghirdetett	anunciar	meghirdetett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
extensión	meghosszabbítás	extensión	meghosszabbítás	N;FEM;SG	N;NOM;SG
extensión	kiterjesztés	extensión	kiterjesztés	N;FEM;SG	N;NOM;SG
extensión	kiterjesztése	extensión	kiterjesztés	N;FEM;SG	N;NOM;SG
extensión	bővítés	extensión	bővítés	N;FEM;SG	N;NOM;SG
régimen	séma	régimen	séma	N;MASC;SG	N;NOM;SG
régimen	rezsim	régimen	rezsim	N;MASC;SG	N;NOM;SG
dinero	pénz	dinero	pénz	N;MASC;SG	N;NOM;SG
dinero	pénzt	dinero	pénz	N;MASC;SG	N;ACC;SG
dinero	készpénz	dinero	készpénz	N;MASC;SG	N;NOM;SG
dinero	készpénzben	dinero	készpénz	N;MASC;SG	N;IN+ESS;SG
dinero	pénzt	dinero	pénz	N;MASC;SG	N;ACC;SG
ahí	ott	ahí	ott	ADV	ADV
suelo	emelet	suelo	emelet	N;MASC;SG	N;NOM;SG
suelo	padló	suelo	padló	N;MASC;SG	N;NOM;SG
suelo	talajban	suelo	talaj	N;MASC;SG	N;IN+ESS;SG
suelo	talaj	suelo	talaj	N;MASC;SG	N;NOM;SG
aparición	jelenés	aparición	jelenés	N;FEM;SG	N;NOM;SG
aparición	megjelenés	aparición	megjelenés	N;FEM;SG	N;NOM;SG
aparición	megjelenése	aparición	megjelenés	N;FEM;SG	N;NOM;SG
operaciones	műveletek	operación	művelet	N;FEM;PL	N;NOM;PL
operaciones	ügyletek	operación	ügylet	N;FEM;PL	N;NOM;PL
operaciones	tranzakciók	operación	tranzakció	N;FEM;PL	N;NOM;PL
concepto	fogalom	concepto	fogalom	N;MASC;SG	N;NOM;SG
calles	utcákon	calle	utca	N;FEM;PL	N;ON+ESS;PL
calles	utcák	calle	utca	N;FEM;PL	N;NOM;PL
hechos	tények	hecho	tény	N;MASC;PL	N;NOM;PL
ambiente	légkör	ambiente	légkör	N;MASC;SG	N;NOM;SG
ambiente	atmoszféra	ambiente	atmoszfér	N;MASC;SG	N;NOM;SG
ambiente	hangulat	ambiente	hangulat	N;MASC;SG	N;NOM;SG
ambiente	környezet	ambiente	környezet	N;MASC;SG	N;NOM;SG
ambiente	környezetvédelem	ambiente	környezetvédelem	N;MASC;SG	N;NOM;SG
ambiente	környezeti	ambiente	környezeti	N;MASC;SG	N;NOM;SG
pronto	hamarosan	pronto	hamarosan	ADV	ADV
gestión	menedzsment	gestión	menedzsment	N;FEM;SG	N;NOM;SG
gestión	irányítás	gestión	irányítás	N;FEM;SG	N;NOM;SG
gestión	vezetőség	gestión	vezetőség	N;FEM;SG	N;NOM;SG
gestión	gazdálkodás	gestión	gazdálkodás	N;FEM;SG	N;NOM;SG
hall	terem	hall	terem	N;MASC;SG	N;NOM;SG
hall	csarnok	hall	csarnok	N;MASC;SG	N;NOM;SG
recibe	kapni	recibir	kap	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
salida	kimeneti	salida	kimeneti	N;FEM;SG	N;NOM;SG
salida	kibocsátás	salida	kibocsátás	N;FEM;SG	N;NOM;SG
salida	kimenő	salida	kimenő	N;FEM;SG	N;NOM;SG
salida	kijárat	salida	kijárat	N;FEM;SG	N;NOM;SG
salida	indulási	salida	indulási	N;FEM;SG	N;NOM;SG
salida	távozás	salida	távozás	N;FEM;SG	N;NOM;SG
salida	indulás	salida	indulás	N;FEM;SG	N;NOM;SG
capítulo	fejezet	capítulo	fejezet	N;MASC;SG	N;NOM;SG
acciones	részvények	acción	részvény	N;FEM;PL	N;NOM;PL
acciones	műveletek	acción	művelet	N;FEM;PL	N;NOM;PL
acciones	fellépések	acción	fellépés	N;FEM;PL	N;NOM;PL
acciones	akciók	acción	akció	N;FEM;PL	N;NOM;PL
acciones	intézkedések	acción	intézkedés	N;FEM;PL	N;NOM;PL
acciones	cselekvések	acción	cselekvés	N;FEM;PL	N;NOM;PL
acciones	részvények	acción	részvény	N;FEM;PL	N;NOM;PL
acciones	készletek	acción	készlet	N;FEM;PL	N;NOM;PL
acciones	állományok	acción	állomány	N;FEM;PL	N;NOM;PL
medicina	orvosság	medicina	orvosság	N;FEM;SG	N;NOM;SG
medicina	gyógyszert	medicina	gyógyszert	N;FEM;SG	N;ACC;SG
medicina	gyógyszer	medicina	gyógyszer	N;FEM;SG	N;NOM;SG
medicina	orvostudomány	medicina	orvostudomány	N;FEM;SG	N;NOM;SG
evolución	evolúció	evolución	evolúció	N;FEM;SG	N;NOM;SG
evolución	fejlődés	evolución	fejlődés	N;FEM;SG	N;NOM;SG
alcanzó	tetőzött	alcanzar	tetőz	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
alcanzó	elérte	alcanzar	el+ér	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
modelos	modellek	modelo	modell	N;MASC;PL	N;NOM;PL
modelos	modelleket	modelo	modellek	N;MASC;PL	N;ACC;PL
venta	vásár	venta	vásár	N;FEM;SG	N;NOM;SG
venta	értékesítés	venta	értékesítés	N;FEM;SG	N;NOM;SG
venta	értékesítés	venta	értékesítés	N;FEM;SG	N;NOM;SG
tomó	vette	tomar	vesz	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
tomó	elvitte	tomar	elvitte	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
fundador	alapítója	fundador	alapító	N;MASC;SG	N;NOM;SG
fundador	alapító	fundador	alapító	N;MASC;SG	N;NOM;SG
piano	zongorát	piano	zongora	N;MASC;SG	N;ACC;SG
piano	zongorán	piano	zongora	N;MASC;SG	N;ON+ESS;SG
procedencia	eredet	procedencia	eredet	N;FEM;SG	N;NOM;SG
procedencia	eredete	procedencia	eredet	N;FEM;SG	N;NOM;SG
procedencia	származás	procedencia	származás	N;FEM;SG	N;NOM;SG
procedencia	forrás	procedencia	forrás	N;FEM;SG	N;NOM;SG
roberto	róbert	roberto	róber	N;MASC;SG	N;NOM;SG
ganar	nyerni	ganar	nyer	V;NFIN	V;NFIN;ACT
ganar	nyerj	ganar	nyerj	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
pintor	festő	pintor	festő	N;MASC;SG	N;NOM;SG
evento	esemény	evento	esemény	N;MASC;SG	N;NOM;SG
evento	rendezvény	evento	rendezvény	N;MASC;SG	N;NOM;SG
alemana	német	alemán	német	ADJ;FEM;SG	ADJ;NOM;SG
rosario	rózsafüzér	rosario	rózsafüzér	N;MASC;SG	N;NOM;SG
solamente	csak	solamente	csak	ADV	ADV
conocimiento	tudás	conocimiento	tudás	N;MASC;SG	N;NOM;SG
conocer	találkozni	conocer	találkozik	V;NFIN	V;NFIN;ACT
términos	fogalmak	término	fogalom	N;MASC;PL	N;NOM;PL
términos	feltételek	término	fel+tétel	N;MASC;PL	N;NOM;PL
términos	kifejezések	término	kifejezés	N;MASC;PL	N;NOM;PL
debajo	alább	debajo	alá	ADV	ADV
