con	med	con	med	ADP	ADP
metro	tunnelbanan	metro	tunnelbana	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
metro	tunnelbana	metro	tunnelbana	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
metro	metro	metro	metro	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
marina	flotta	marina	flotta	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
marina	navy	marina	navy	N;FEM;SG	N;NOM;INDF;NEUT;SG
marina	flottan	marina	flottan	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
marina	marinen	marina	marin	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
marina	marinkåren	marina	marinkår	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
marina	marin	marina	marin	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
marina	marinsoldat	marina	marinsoldat	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
eventos	händelser	evento	händelse	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
exterior	extern	exterior	exter	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
exterior	yttre	exterior	yttre	ADJ;SG	ADJ;NOM;CMPR
exterior	yttre	exterior	yttre	ADJ;SG	ADJ;NOM;CMPR
músicos	musiker	músico	musik	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
británica	brittisk	británico	brittisk	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
británica	brittiskt	británico	brittisk	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
visto	fläckig	visto	fläckig	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
visto	visad	visto	visa	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
visto	sett	visto	se	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
visto	sedd	visto	sedd	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
estudió	studerade	estudiar	studera	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
aquellos	dessa	aquel	denna	PRO;MASC;PL	PRO;DEF;PL
coronel	översten	coronel	överst	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
parroquia	församling	parroquia	församling	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
parroquia	socken	parroquia	socken	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
física	fysiskt	físico	fysisk	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
física	fysikalisk	físico	fysikalisk	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
física	fysisk	físico	fysisk	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
anteriormente	tidigare	anteriormente	tidig	ADV	ADV;CMPR
anteriormente	tidigare	anteriormente	tidig	ADV	ADV;CMPR
práctica	övning	práctica	övning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
práctica	praktik	práctica	praktik	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
práctica	praxis	práctica	praxis	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
exposición	utställning	exposición	utställning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
exposición	utställningen	exposición	utställning	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
exposición	exposition	exposición	exposition	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
exposición	utställning	exposición	utställning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
exposición	utställningen	exposición	utställning	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
exposición	exponeringen	exposición	exponering	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
exposición	exponering	exposición	exponering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
industrial	industriellt	industrial	industriell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
asiáticos	asiatiska	asiático	asiatisk	ADJ;MASC;PL	ADJ;NOM;PL
cuadro	bordet	cuadro	bord	N;MASC;SG	N;NOM;DEF;NEUT;SG
cuadro	bord	cuadro	bord	N;MASC;SG	N;NOM;INDF;NEUT;SG
cuadro	tabell	cuadro	tabell	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cuadro	tavla	cuadro	tavla	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cuadro	målning	cuadro	målning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fundada	grundat	fundado	grunda	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fundada	grundad	fundado	grunda	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
enfermedad	sjukdom	enfermedad	sjukdom	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
enfermedad	sjukdom	enfermedad	sjukdom	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
enfermedad	sjukdom	enfermedad	sjukdom	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
colonia	colonia	colonia	coloni	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
colonia	koloni	colonia	koloni	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
colonia	kolonin	colonia	koloni	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
pequeñas	små	pequeño	liten	ADJ;FEM;PL	ADJ;NOM;PL
nación	nations	nación	nation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nación	nationen	nación	nation	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
nación	nation	nación	nation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
show	show	show	show	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
national	nationellt	national	nationell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
national	nationell	national	nationell	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
anunció	meddelade	anunciar	meddela	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
extensión	förlängning	extensión	förlängning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
extensión	utökning	extensión	utökning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
extensión	utbyggnad	extensión	utbyggnad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
extensión	utvidgning	extensión	utvidgning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
régimen	regim	régimen	regim	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
régimen	schema	régimen	schema	N;MASC;SG	N;NOM;INDF;NEUT;SG
régimen	regim	régimen	regim	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
régimen	regimen	régimen	regim	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
dinero	money	dinero	money	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dinero	kassa	dinero	kassa	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dinero	kontant	dinero	kontant	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dinero	cash	dinero	cash	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ahí	där	ahí	där	ADV	ADV
suelo	våningen	suelo	våning	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
suelo	våning	suelo	våning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
suelo	golv	suelo	golv	N;MASC;SG	N;NOM;INDF;NEUT;SG
suelo	golvet	suelo	golv	N;MASC;SG	N;NOM;DEF;NEUT;SG
suelo	jord	suelo	jord	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
aparición	uppenbarelse	aparición	uppenbarelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aparición	uppkomst	aparición	uppkomst	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aparición	uppkomsten	aparición	uppkomst	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aparición	utseende	aparición	utseende	N;FEM;SG	N;NOM;INDF;NEUT;SG
aparición	utseendet	aparición	utseende	N;FEM;SG	N;NOM;DEF;NEUT;SG
operaciones	transaktioner	operación	transaktion	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
operaciones	operationer	operación	operation	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
operaciones	transaktioner	operación	transaktion	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
concepto	begreppet	concepto	begrepp	N;MASC;SG	N;NOM;DEF;NEUT;SG
concepto	koncept	concepto	koncept	N;MASC;SG	N;NOM;INDF;NEUT;SG
concepto	konceptet	concepto	koncept	N;MASC;SG	N;NOM;DEF;NEUT;SG
calles	gator	calle	gata	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
calles	gatorna	calle	gata	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
hechos	fakta	hecho	faktum	N;MASC;PL	N;NOM;INDF;NEUT;PL
ambiente	atmosfär	ambiente	atmosfär	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ambiente	stämning	ambiente	stämning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ambiente	omgivning	ambiente	omgivning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ambiente	miljön	ambiente	miljö	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ambiente	miljö	ambiente	miljö	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pronto	snart	pronto	snart	ADV	ADV
gestión	management	gestión	management	N;FEM;SG	N;NOM;INDF;NEUT;SG
gestión	ledning	gestión	ledning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gestión	hantering	gestión	hantering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gestión	förvaltning	gestión	förvaltning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hall	salen	hall	sal	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
hall	hallen	hall	hall	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
hall	hall	hall	hall	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
recibe	mottar	recibir	motta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
recibe	erhåller	recibir	erhålla	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
recibe	uppbär	recibir	uppbära	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
salida	output	salida	output	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salida	produktion	salida	produktion	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salida	utdata	salida	utdata	N;FEM;SG	N;NOM;INDF;NEUT;SG
salida	utgång	salida	utgång	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salida	utförsel	salida	utförsel	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salida	utträde	salida	utträde	N;FEM;SG	N;NOM;INDF;NEUT;SG
salida	avgång	salida	avgång	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salida	avfärd	salida	avfärd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
capítulo	kapitel	capítulo	kapitel	N;MASC;SG	N;NOM;INDF;NEUT;SG
capítulo	kapitlet	capítulo	kapitel	N;MASC;SG	N;NOM;DEF;NEUT;SG
italiana	italienskt	italiano	italiensk	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
italiana	italiensk	italiano	italiensk	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
acciones	delningar	acción	delning	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	aktier	acción	aktie	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	delar	acción	del	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	andelar	acción	andel	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	åtgärder	acción	åtgärd	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	insatser	acción	insats	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	lager	acción	lag	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	stockar	acción	stocka	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
acciones	lager	acción	lag	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cristo	cristo	cristo	cristo	N;MASC;SG	N;NOM;INDF;NEUT;SG
medicina	medicin	medicina	medicin	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evolución	evolutionen	evolución	evolution	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
evolución	evolution	evolución	evolution	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evolución	utveckling	evolución	utveckling	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evolución	utvecklingen	evolución	utveckling	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
evolución	utveckling	evolución	utveckling	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evolución	utvecklingen	evolución	utveckling	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
alcanzó	nås	alcanzar	nå	V;IND;SG;3;PST;FIN	V;IND;FIN;PASS
alcanzó	nåtts	alcanzar	nåta	V;IND;SG;3;PST;FIN	V;V.CVB;PASS
modelos	modeller	modelo	modell	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
modelos	modellerna	modelo	modell	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
modelos	förlagor	modelo	förlaga	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
venta	sälj	venta	sälj	N;FEM;SG	N
venta	försäljning	venta	försäljning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
venta	rea	venta	rea	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
venta	försäljning	venta	försäljning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tomó	tog	tomar	ta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fundador	grundaren	fundador	grundare	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
piano	piano	piano	piano	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
procedencia	ursprung	procedencia	ursprung	N;FEM;SG	N;NOM;INDF;NEUT;SG
procedencia	källa	procedencia	källa	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
procedencia	härkomst	procedencia	härkomst	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
roberto	robert	roberto	robert	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ganar	vinna	ganar	vinna	V;NFIN	V;IMP;FIN;ACT
ganar	vinn	ganar	vinna	V;NFIN	V;IMP;FIN;ACT
ganar	vinna	ganar	vinna	V;NFIN	V;IMP;FIN;ACT
pintor	konstnär	pintor	konstnär	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pintor	målare	pintor	mål	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
evento	händelse	evento	händelse	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
evento	evenemang	evento	evenemang	N;MASC;SG	N;NOM;INDF;NEUT;SG
evento	event	evento	event	N;MASC;SG	N;NOM;INDF;NEUT;SG
evento	evenemanget	evento	evenemang	N;MASC;SG	N;NOM;DEF;NEUT;SG
alemana	tysk	alemán	tysk	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
alemana	tyskt	alemán	tysk	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
rosario	radband	rosario	radband	N;MASC;SG	N;NOM;INDF;NEUT;SG
menores	minderåriga	menor	minderårig	ADJ;PL	ADJ;NOM;PL
menores	minderåriga	menor	minderårig	ADJ;PL	ADJ;NOM;PL
menores	underåriga	menor	underårig	ADJ;PL	ADJ;NOM;PL
solamente	bara	solamente	bara	ADV	ADV
solamente	enbart	solamente	enbart	ADV	ADV
solamente	endast	solamente	endast	ADV	ADV
hispanos	latinamerikaner	hispano	latinamerikan	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
conocimiento	kunskap	conocimiento	kunskap	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
conocimiento	kännedom	conocimiento	kännedom	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
conocimiento	vetskap	conocimiento	vetskap	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
conocer	träffas	conocer	träffa	V;NFIN	V;NFIN;PASS
conocer	mötas	conocer	möta	V;NFIN	V;NFIN;PASS
conocer	möt	conocer	möt	V;NFIN	V;IMP;FIN;ACT
conocer	möts	conocer	möta	V;NFIN	V;IND;PRS;FIN;PASS
conocer	träffa	conocer	träffa	V;NFIN	V;IMP;FIN;ACT
términos	termer	término	term	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
términos	begrepp	término	begrepp	N;MASC;PL	N;NOM;INDF;NEUT;PL
términos	villkor	término	villkor	N;MASC;PL	N;NOM;INDF;NEUT;PL
debajo	underifrån	debajo	underifrån	ADV	ADV
debajo	nedan	debajo	nedan	ADV	ADV
debajo	nedanför	debajo	nedanför	ADV	ADV
generación	generation	generación	generation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
generación	generationen	generación	generation	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
generación	generering	generación	generering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
generación	släkte	generación	släkte	N;FEM;SG	N;NOM;INDF;NEUT;SG
bronce	mässing	bronce	mässing	N;MASC;SG	N;NOM;INDF;NEUT;SG
bronce	brons	bronce	brons	N;MASC;SG	N;NOM;INDF;NEUT;SG
tabla	bordet	tabla	bord	N;FEM;SG	N;NOM;DEF;NEUT;SG
tabla	bord	tabla	bord	N;FEM;SG	N;NOM;INDF;NEUT;SG
tabla	tabell	tabla	tabell	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tabla	bräda	tabla	bräda	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tabla	brädet	tabla	bräd	N;FEM;SG	N;NOM;DEF;NEUT;SG
tabla	styrelse	tabla	styrelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tabla	board	tabla	board	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tabla	styrelsen	tabla	styrelse	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
armada	beväpnad	armado	beväpnad	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
armada	väpnad	armado	väpna	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pareja	par	pareja	par	N;FEM;SG	N;NOM;INDF;NEUT;SG
pareja	paret	pareja	par	N;FEM;SG	N;NOM;DEF;NEUT;SG
pareja	par	pareja	par	N;FEM;SG	N;NOM;INDF;NEUT;SG
pareja	par	pareja	par	N;FEM;SG	N;NOM;INDF;NEUT;SG
pareja	kompanjon	pareja	kompanjon	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pareja	partner	pareja	partner	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
producto	produkten	producto	produkt	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
producto	produkt	producto	produkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
territorios	territorier	territorio	territorium	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
gol	mål	gol	mål	N;MASC;SG	N;NOM;INDF;NEUT;SG
institución	institution	institución	institution	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
institución	institutionen	institución	institution	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ingeniero	ingenjör	ingeniero	ingenjör	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
luna	luna	luna	luna	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
luna	måne	luna	måne	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
luna	månen	luna	måne	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
luna	moon	luna	moon	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
reconocimiento	erkännande	reconocimiento	erkännande	N;MASC;SG	N;NOM;INDF;NEUT;SG
reconocimiento	erkännande	reconocimiento	erkännande	N;MASC;SG	N;NOM;INDF;NEUT;SG
reconocimiento	bekräftelse	reconocimiento	bekräftelse	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
reconocimiento	spaning	reconocimiento	spaning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
reconocimiento	spaning	reconocimiento	spaning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
reconocimiento	erkännande	reconocimiento	erkännande	N;MASC;SG	N;NOM;INDF;NEUT;SG
península	halvön	península	halvön	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
escrita	skrivet	escrito	skriva	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
escrita	skrivit	escrito	skriva	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
escrita	skriftligt	escrito	skriftlig	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
organizaciones	organisationer	organización	organisation	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
organizaciones	organisationer	organización	organisation	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
llevar	bära	llevar	bära	V;NFIN	V;IMP;FIN;ACT
llevar	bär	llevar	bära	V;NFIN	V;IMP;FIN;ACT
bahía	bahia	bahía	bahia	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bahía	viken	bahía	viken	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bahía	bay	bahía	bay	N;FEM;SG	N;NOM;INDF;NEUT;SG
adelante	framåt	adelante	framåt	ADV	ADV
asamblea	montering	asamblea	montering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
asamblea	församling	asamblea	församling	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
asamblea	församlingen	asamblea	församling	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
cerro	cerro	cerro	cerro	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerro	kullen	cerro	kull	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cerro	backen	cerro	back	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cerro	backe	cerro	backe	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerro	kulle	cerro	kulle	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
enlace	länk	enlace	länk	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
enlace	länken	enlace	länk	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
traducción	översättning	traducción	översättning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
máxima	maximal	máximo	maximal	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
máxima	högsta	máximo	hög	ADJ;FEM;SG	ADJ;NOM;DEF;RL
contaba	räknats	contar	räkna	V;IND;SG;3;IPFV;FIN	V;V.CVB;PASS
fundado	grundat	fundado	grunda	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fundado	grundad	fundado	grunda	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
alguien	någon	alguien	någon	PRO;SG	PRO;INDF;MASC+FEM;SG
alguien	någon	alguien	någon	PRO;SG	PRO;INDF;MASC+FEM;SG
alguien	nån	alguien	nån	PRO;SG	PRO;INDF;MASC+FEM;SG
alguien	någon	alguien	någon	PRO;SG	PRO;INDF;MASC+FEM;SG
alguien	nån	alguien	nån	PRO;SG	PRO;INDF;MASC+FEM;SG
ganador	segrare	ganador	segrare	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ganador	vinnare	ganador	vinnare	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ganador	vinnaren	ganador	vinnar	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
estrellas	stjärnor	estrella	stjärna	N;PL	N;NOM;INDF;MASC+FEM;PL
sangre	blodet	sangre	blod	N;FEM;SG	N;NOM;DEF;NEUT;SG
sangre	blod	sangre	blod	N;FEM;SG	N;NOM;INDF;NEUT;SG
sangre	blood	sangre	blood	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistencia	uthållighet	resistencia	uthållighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistencia	uthållighet	resistencia	uthållighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistencia	motstånd	resistencia	motstånd	N;FEM;SG	N;NOM;INDF;NEUT;SG
resistencia	motståndskraft	resistencia	motståndskraft	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistencia	resistens	resistencia	resist	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistencia	motståndsrörelsen	resistencia	motståndsrörelse	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
resistencia	beständighet	resistencia	beständighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistencia	motståndskraft	resistencia	motståndskraft	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
continuación	fortsättning	continuación	fortsättning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
continuación	fortsättning	continuación	fortsättning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
conflicto	konflikten	conflicto	konflikt	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
conflicto	konflikt	conflicto	konflikt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
software	software	software	software	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
software	mjukvara	software	mjukvara	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
software	programvara	software	programvar	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
volumen	volym	volumen	volym	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
humano	mänsklig	humano	mänsklig	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
humano	mänskligt	humano	mänsklig	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
dirigido	riktat	dirigido	riktad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dirigido	riktad	dirigido	riktad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
consecuencia	konsekvens	consecuencia	konsekvens	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
colaboración	samarbete	colaboración	samarbete	N;FEM;SG	N;NOM;INDF;NEUT;SG
colores	färgämnen	color	färgämne	N;MASC;PL	N;NOM;INDF;NEUT;PL
colores	färger	color	färg	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
colores	färger	color	färg	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
per	per	per	per	ADP	ADP
carta	stadga	carta	stadga	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
carta	stadgan	carta	stadga	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
carta	brev	carta	brev	N;FEM;SG	N;NOM;INDF;NEUT;SG
carta	bokstav	carta	bokstav	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
carta	skrivelse	carta	skrivelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
centros	centra	centro	centrum	N;MASC;PL	N;NOM;INDF;NEUT;PL
centros	centra	centro	centrum	N;MASC;PL	N;NOM;INDF;NEUT;PL
categorías	kategorierna	categoría	kategorium	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
categorías	kategorier	categoría	kategorium	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
curso	kurs	curso	kurs	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fiestas	festligheter	fiesta	festlighet	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
fiestas	fester	fiesta	fest	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
