laras	hordó	laras	hordó	N	N;NOM;SG
pemusik	zenész	penmusik	zenész	N;SG	N;NOM;SG
mantra	bűbáj	mantra	bűba	N	N;NOM;SG
mantra	varázsige	mantra	varázsige	N	N;NOM;SG
mantra	varázslat	mantra	varázslat	N	N;NOM;SG
bos	bos	bos	bos		
kegelapan	sötétség	kegelapan	sötétség	N;SG	N;NOM;SG
reporter	újságíró	reporter	újságíró	N;SG	N;NOM;SG
reporter	riporter	reporter	riporter	N;SG	N;NOM;SG
pengunduran	lemondását	penunduran	lemondás	N;SG	N;ACC;SG
parit	árok	parit	ár	N;SG	N;NOM;SG
parit	árok	parit	ár	N;SG	N;NOM;SG
registrasi	nyilvántartásba	registrasi	nyilvántartás	N	N;IN+ALL;SG
registrasi	regisztráció	registrasi	regisztráció	N	N;NOM;SG
debat	vita	debat	vita	N;SG	N;NOM;SG
motogp	motogp	motogp	motogp	N;SG	N;NOM;SG
menabrak	összeomlik	mentabrak	összeomlik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
kemiripan	hasonlóság	kemiripan	hasonlóság	N;SG	N;NOM;SG
kemiripan	hasonmás	kemiripan	hasonmás	N;SG	N;NOM;SG
kemiripan	hasonlóság	kemiripan	hasonlóság	N;SG	N;NOM;SG
kemiripan	hasonlóságot	kemiripan	hasonlóság	N;SG	N;ACC;SG
kemiripan	affinitás	kemiripan	affinitás	N;SG	N;NOM;SG
kemiripan	hasonlóság	kemiripan	hasonlóság	N;SG	N;NOM;SG
pemancar	jeladó	penpancar	jeladó	N;SG	N;NOM;SG
teolog	teológus	teolog	teológus	N;SG	N;NOM;SG
opsi	opció	opsi	opció	N;SG	N;NOM;SG
opsi	lehetőség	opsi	lehetőség	N;SG	N;NOM;SG
altar	oltár	altar	oltár	N;SG	N;NOM;SG
isteri	feleségem	isteri	fel+eség	N;SG	N;NOM;SG
isteri	felesége	isteri	fel+eség	N;SG	N;NOM;SG
isteri	feleség	isteri	feleség	N;SG	N;NOM;SG
akustik	akusztikus	akustik	akusztikus	N;SG	N;NOM;SG
akustik	akusztika	akustik	akusztika	N;SG	N;NOM;SG
wacana	diskurzus	wacana	diskurzus	N;SG	N;NOM;SG
inisiatif	kezdeményezés	inisiatif	kezdeményezés	N;SG	N;NOM;SG
terusan	csatorna	terusan	csator	N;SG	N;NOM;SG
umpan	takarmány	umpan	takarmány	N;SG	N;NOM;SG
umpan	csali	umpan	csali	N;SG	N;NOM;SG
tengkorak	koponya	tengkorak	kopony	N;SG	N;NOM;SG
tengkorak	koponyát	tengkorak	koponya	N;SG	N;ACC;SG
kemasan	csomagolás	kemasan	csomagolás	N;SG	N;NOM;SG
kemasan	csomagolása	kemasan	csomagolás	N;SG	N;NOM;SG
kemasan	csomagolás	kemasan	csomagolás	N;SG	N;NOM;SG
kemasan	csomagoló	kemasan	csomagoló	N;SG	N;NOM;SG
hayati	biodiverzitás	hayati	biodiverzitás	N;SG	N;NOM;SG
selebriti	híresség	selebriti	híresség	N	N;NOM;SG
selebriti	celeb	selebriti	cele	N	N;NOM;SG
selebriti	hírességek	selebriti	híresség	N	N;NOM;PL
selebriti	sztárok	selebriti	sztár	N	N;NOM;PL
selebriti	hírességek	selebriti	híresség	N	N;NOM;PL
bidadari	angyal	bidadari	angyal	N;SG	N;NOM;SG
bidadari	angyalka	bidadari	angyalk	N;SG	N;NOM;SG
perhiasan	ékszer	perhiasan	ékszer	N;SG	N;NOM;SG
perhiasan	ékszer	perhiasan	ékszer	N;SG	N;NOM;SG
kehakiman	igazságszolgáltatás	kehakiman	igazságszolgáltatás	N;SG	N;NOM;SG
topografi	topográfia	topografi	topográfia	N	N;NOM;SG
perspektif	nézőpont	perspektif	nézőpont	N;SG	N;NOM;SG
progresif	fokozatos	progresif	fokozatos	ADJ;SG	ADJ;NOM;SG
penanaman	telepítési	pentanaman	telepítési	N;SG	N;NOM;SG
ronde	kör	ronde	kör	N	N;NOM;SG
ronde	forduló	ronde	forduló	N	N;NOM;SG
bak	kád	bak	kád	N;SG	N;NOM;SG
mengindikasikan	jelzi	menindikasikan	jelz	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
menyertakan	tartalmazza	menyertakan	tartalmaz	V	V;DEF;IND;SG;3;PRS;FIN;ACT
peralihan	átállás	peralihan	átállás	N;SG	N;NOM;SG
peralihan	áttérés	peralihan	áttérés	N;SG	N;NOM;SG
pengeluaran	kiadás	penkeluaran	kiadás	N;SG	N;NOM;SG
ubah	módosítani	ubah	módosít	V;SG;ACT	V;NFIN;ACT
ubah	megváltozott	ubah	megváltozott	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
dominasi	dominanciáját	dominasi	dominancia	N;SG	N;ACC;SG
pemanasan	előjáték	penpanasan	elő+játék	N;SG	N;NOM;SG
pemanasan	fűtési	penpanasan	fűtési	N;SG	N;NOM;SG
pemanasan	fűtés	penpanasan	fűtés	N;SG	N;NOM;SG
pemanasan	felmelegedés	penpanasan	felmelegedés	N;SG	N;NOM;SG
kawat	drót	kawat	dró	N;SG	N;NOM;SG
kawat	drót	kawat	dró	N;SG	N;NOM;SG
kawat	vezeték	kawat	vezeték	N;SG	N;NOM;SG
rongga	üreg	rongga	üreg	N;SG	N;NOM;SG
akta	okirat	akta	okirat	N;SG	N;NOM;SG
persepsi	érzékelés	persepsi	érzékelés	N;SG	N;NOM;SG
kaset	kazettát	kaset	kazetta	N	N;ACC;SG
kaset	kazetta	kaset	kazett	N	N;NOM;SG
kaset	kazettákat	kaset	kazetta	N	N;ACC;PL
kaset	felvételeket	kaset	felvétel	N	N;ACC;PL
kaset	szalagok	kaset	szalag	N	N;NOM;PL
biarawan	monk	biarawan	monk	N	N;NOM;SG
biarawan	szerzetes	biarawan	szerzetes	N	N;NOM;SG
biarawan	szerzetesek	biarawan	szerzetes	N	N;NOM;PL
celana	nadrág	celana	nadrág	N;SG	N;NOM;SG
celana	nadrágot	celana	nadrág	N;SG	N;ACC;SG
celana	bugyi	celana	bugyi	N;SG	N;NOM;SG
celana	nadrág	celana	nadrág	N;SG	N;NOM;SG
celana	gatya	celana	gatya	N;SG	N;NOM;SG
memulihkan	helyreállítja	menpulihkan	helyreállít	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
memulihkan	helyreállt	menpulihkan	helyreállt	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
bubuk	por	bubuk	por	N;SG	N;NOM;SG
pembacaan	olvasás	penbacaan	olvasás	N;SG	N;NOM;SG
itunes	itunes	itunes	itunes	N;SG	N;NOM;SG
jurnalistik	újságírás	jurnalistik	újságírás	N;SG	N;NOM;SG
kelinci	nyulak	kelinci	nyul	N	N;NOM;PL
nasionalisme	nacionalizmus	nasionalisme	nacionalizmus	N;SG	N;NOM;SG
implementasi	végrehajtás	implementasi	végrehajtás	N;SG	N;NOM;SG
implementasi	végrehajtására	implementasi	végrehajtás	N;SG	N;ON+ALL;SG
implementasi	megvalósítás	implementasi	megvalósítás	N;SG	N;NOM;SG
penempatan	elhelyezés	pentempatan	elhelyezés	N;SG	N;NOM;SG
penempatan	elhelyezés	pentempatan	elhelyezés	N;SG	N;NOM;SG
terkuat	legerősebb	terkuat	legerős	ADJ;RL;SG	ADJ;NOM;RL;SG
terkuat	leghatalmasabb	terkuat	mó	ADJ;RL;SG	ADJ;NOM;RL;SG
katak	varangy	katak	varangy	N;SG	N;NOM;SG
menghukum	büntet	menhukum	bünt	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
menghukum	bünteti	menhukum	büntet	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
menghukum	büntetni	menhukum	bünt	V;SG;ACT	V;NFIN;ACT
imigrasi	bevándorlás	imigrasi	bevándorlás	N;SG	N;NOM;SG
drastis	drasztikus	drastis	drasztikus	ADJ;SG	ADJ;NOM;SG
drastis	drasztikusan	drastis	drasztikus	ADJ;SG	ADJ;FRML;SG
drastis	drasztikus	drastis	drasztikus	ADJ;SG	ADJ;NOM;SG
prototipe	prototípus	prototipe	prototípus	N;SG	N;NOM;SG
prototipe	prototípus	prototipe	prototípus	N;SG	N;NOM;SG
subyek	alanyok	subyek	alanyok	N	N;NOM;PL
subyek	témák	subyek	téma	N	N;NOM;PL
subyek	alany	subyek	alany	N	N;NOM;SG
subyek	figyelemmel	subyek	figyelem	N	N;INS;SG
subyek	tárgy	subyek	tárgy	N	N;NOM;SG
sukarela	önkéntesen	sukarela	önkéntes	N;SG	N;ON+ESS;SG
sukarela	önkéntesség	sukarela	önkéntesség	N;SG	N;NOM;SG
kolektif	együttesen	kolektif	együttes	ADJ	ADJ;FRML;SG
meniru	utánozni	mentiru	utánoz	V;SG;ACT	V;NFIN;ACT
ester	észter	ester	észter	N	N;NOM;SG
ester	eszter	ester	eszter	N	N;NOM;SG
nyonya	asszonyom	nyonya	asszonyom	N	N;NOM;SG
oksida	oxid	oksida	oxid	N;SG	N;NOM;SG
hobi	hobbija	hobi	hobbi	N;SG	N;NOM;SG
hobi	hobbija	hobi	hobbi	N;SG	N;NOM;SG
rotasi	forgás	rotasi	forgás	N	N;NOM;SG
rotasi	rotációs	rotasi	rotációs	N	N;NOM;SG
jamaika	jamaikai	jamaika	jamaikai	N;SG	N;NOM;SG
balasan	válasz	balasan	válasz	N;SG;ACT	N;NOM;SG
undian	sorsolás	undian	sorsolás	N;SG	N;NOM;SG
undian	lottó	undian	lottó	N;SG	N;NOM;SG
penguasaan	birtoklás	penkuasaan	birtoklás	N;SG	N;NOM;SG
gantung	akasztás	gantung	akasztás	N;SG	N;NOM;SG
prioritas	prioritás	prioritas	prioritás	N;SG	N;NOM;SG
prioritas	elsőbbséget	prioritas	elsőbbség	N;SG	N;ACC;SG
prioritas	prioritás	prioritas	prioritás	N;SG	N;NOM;SG
konstan	állandó	konstan	állandó		
konstan	folyamatos	konstan	folyamatos		
penerjemah	fordító	penterjemah	fordító	N;SG	N;NOM;SG
penerjemah	tolmács	penterjemah	tolmács	N;SG	N;NOM;SG
penerjemah	tolmács	penterjemah	tolmács	N;SG	N;NOM;SG
performa	előadás	performa	előadás	N;SG	N;NOM;SG
performa	teljesítmény	performa	teljesítmény	N;SG	N;NOM;SG
persentase	százalék	persentase	százalék	N;SG	N;NOM;SG
persentase	százalék	persentase	százalék	N;SG	N;NOM;SG
persentase	százalékban	persentase	százalék	N;SG	N;IN+ESS;SG
menimpa	felülírja	mentimpa	felülír	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
strip	szalagok	strip	szalag	N	N;NOM;PL
strip	sáv	strip	sáv	N	N;NOM;SG
strip	szalag	strip	szalag	N	N;NOM;SG
champion	bajnok	champion	bajn	N	N;NOM;SG
menggali	ásni	mengali	ás	V;SG;ACT	V;NFIN;ACT
menggali	ásni	mengali	ás	V;SG;ACT	V;NFIN;ACT
elektronika	elektronika	elektronika	elektronika	N	N;NOM;SG
elektronika	elektronikus	elektronika	elektronikus	N	N;NOM;SG
neutron	neutronok	neutron	neutron	N	N;NOM;PL
neutron	neutron	neutron	neutron	N	N;NOM;SG
triliun	billió	triliun	billió	N;SG	N;NOM;SG
triliun	trillió	triliun	trillió	N;SG	N;NOM;SG
sengketa	vitás	sengketa	vitás	N;SG	N;NOM;SG
sengketa	vita	sengketa	vita	N;SG	N;NOM;SG
sengketa	jogvita	sengketa	jogvita	N;SG	N;NOM;SG
pengasingan	száműzetés	penasingan	száműzetés	N;SG	N;NOM;SG
liburan	vakáció	liburan	vakáció	N;SG	N;NOM;SG
liburan	ünnep	liburan	ünnep	N;SG	N;NOM;SG
liburan	ünnepi	liburan	ünnepi	N;SG	N;NOM;SG
liburan	nyaralás	liburan	nyaralás	N;SG	N;NOM;SG
liburan	vakáció	liburan	vakáció	N;SG	N;NOM;SG
liburan	nyaralás	liburan	nyaralás	N;SG	N;NOM;SG
teras	terasz	teras	terasz	N;SG	N;NOM;SG
teras	teraszon	teras	terasz	N;SG	N;ON+ESS;SG
teras	terasz	teras	terasz	N;SG	N;NOM;SG
personil	személyzet	personil	személyzet	N;SG	N;NOM;SG
acuan	hivatkozás	acuan	hivatkozás	N;SG	N;NOM;SG
acuan	utalás	acuan	utalás	N;SG	N;NOM;SG
rekomendasi	ajánlás	rekomendasi	ajánlás	N;SG	N;NOM;SG
rekomendasi	ajánlás	rekomendasi	ajánlás	N;SG	N;NOM;SG
pengadaan	beszerzés	penadaan	beszerzés	N;SG	N;NOM;SG
pengadaan	közbeszerzés	penadaan	közbeszerzés	N;SG	N;NOM;SG
kisaran	tartomány	kisaran	tartomány	N;SG	N;NOM;SG
kisaran	távolság	kisaran	távolság	N;SG	N;NOM;SG
bernomor	számozott	bernomor	számozott	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
imbang	nyakkendő	imbang	nyakkendő	N;SG	N;NOM;SG
imbang	döntetlen	imbang	döntetlen	N;SG	N;NOM;SG
imbang	sorsolás	imbang	sorsolás	N;SG	N;NOM;SG
imbang	döntetlen	imbang	döntetlen	N;SG	N;NOM;SG
tangkai	szár	tangkai	szár	N;SG	N;NOM;SG
perorangan	egyén	perorangan	egyén	N;SG	N;NOM;SG
nubuat	próféciák	nubuat	prófécia	N	N;NOM;PL
nubuat	jóslat	nubuat	jóslat	N	N;NOM;SG
nubuat	prófécia	nubuat	prófécia	N	N;NOM;SG
penanda	marker	pentanda	marker	N;SG	N;NOM;SG
periodik	időszakos	periodik	időszakos	N	N;NOM;SG
menyembunyikan	elrejtette	mensembunyikan	elrejt	V;SG;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
menyembunyikan	elrejtett	mensembunyikan	elrejtett	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
menyembunyikan	elrejteni	mensembunyikan	elrejt	V;SG;ACT	V;NFIN;ACT
menyembunyikan	elrejti	mensembunyikan	elrejti	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
menyembunyikan	bujkál	mensembunyikan	bujkál	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
dongeng	mese	dongeng	mese	N;SG	N;NOM;SG
dongeng	mese	dongeng	mese	N;SG	N;NOM;SG
dongeng	tündérmese	dongeng	tündérmes	N;SG	N;NOM;SG
aroma	aroma	aroma	arom	N;SG	N;NOM;SG
aroma	illata	aroma	illat	N;SG	N;NOM;SG
aroma	szag	aroma	szag	N;SG	N;NOM;SG
aroma	illat	aroma	illat	N;SG	N;NOM;SG
penggantian	utánpótlás	pengantian	utánpótlás	N;SG	N;NOM;SG
penggantian	csere	pengantian	csere	N;SG	N;NOM;SG
penggantian	cseréje	pengantian	csere	N;SG	N;NOM;SG
suite	lakosztály	suite	lakosztály	N	N;NOM;SG
suite	suites	suite	suites	N	N;NOM;SG
suite	lakosztály	suite	lakosztály	N	N;NOM;SG
penggalian	ásatás	pengalian	ásatás	N;SG	N;NOM;SG
reputasi	hírneve	reputasi	hírnev	N;SG	N;NOM;SG
reputasi	hírnév	reputasi	hírnév	N;SG	N;NOM;SG
mengenali	felismeri	menkenali	felismeri	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
mengenali	felismerni	menkenali	felismer	V;SG;ACT	V;NFIN;ACT
mengenali	felismerni	menkenali	felismer	V;SG;ACT	V;NFIN;ACT
rela	önként	rela	önkénik		
rela	hajlandó	rela	hajlandó		
wawasan	betekintést	wawasan	betekintés	N;SG	N;ACC;SG
keunikan	egyediség	keunikan	egyediség	N;SG	N;NOM;SG
asumsi	feltevés	asumsi	feltevés	N;SG	N;NOM;SG
asumsi	feltételezés	asumsi	feltételezés	N;SG	N;NOM;SG
asumsi	feltételezés	asumsi	feltételezés	N;SG	N;NOM;SG
kiper	kapus	kiper	kapus	N;SG	N;NOM;SG
kiper	kapus	kiper	kapus	N;SG	N;NOM;SG
bengkel	műhely	bengkel	műhely	N;SG	N;NOM;SG
penawaran	üzlet	pentawaran	üzlet	N;SG	N;NOM;SG
penawaran	ajánlat	pentawaran	ajánlat	N;SG	N;NOM;SG
penawaran	ajánlatot	pentawaran	ajánlat	N;SG	N;ACC;SG
penawaran	ajánlat	pentawaran	ajánlat	N;SG	N;NOM;SG
penawaran	licit	pentawaran	lici	N;SG	N;NOM;SG
penawaran	ajánlat	pentawaran	ajánlat	N;SG	N;NOM;SG
penawaran	licit	pentawaran	lici	N;SG	N;NOM;SG
pengalihan	elterelő	penalihan	elterelő	N;SG	N;NOM;SG
lithuania	litvánia	lithuania	litvánia	N;SG	N;NOM;SG
lithuania	litvániában	lithuania	litvánia	N;SG	N;IN+ESS;SG
lithuania	litvánia	lithuania	litvánia	N;SG	N;NOM;SG
kalsium	kalcium	kalsium	kalcium	N	N;NOM;SG
teror	terror	teror	terror	N;SG	N;NOM;SG
teror	rettegés	teror	rettegés	N;SG	N;NOM;SG
teror	rémület	teror	rémület	N;SG	N;NOM;SG
obligasi	kötvény	obligasi	kötvény	N;SG	N;NOM;SG
obligasi	kötés	obligasi	kötés	N;SG	N;NOM;SG
obligasi	kötvény	obligasi	kötvény	N;SG	N;NOM;SG
obligasi	kötelék	obligasi	kötelék	N;SG	N;NOM;SG
tingkah	szeszély	tingkah	szeszély	N;SG	N;NOM;SG
tingkah	viselkedése	tingkah	viselkedés	N;SG	N;NOM;SG
tingkah	magatartás	tingkah	magatartás	N;SG	N;NOM;SG
tingkah	viselkedés	tingkah	viselkedés	N;SG	N;NOM;SG
ketahanan	kitartás	ketahanan	kitartás	N;SG	N;NOM;SG
ketahanan	kitartást	ketahanan	kitartás	N;SG	N;ACC;SG
ketahanan	rugalmasság	ketahanan	rugalmasság	N;SG	N;NOM;SG
ketahanan	rugalmasságát	ketahanan	rugalmasság	N;SG	N;ACC;SG
ketahanan	rezisztencia	ketahanan	rezisztencia	N;SG	N;NOM;SG
ketahanan	ellenállás	ketahanan	ellenállás	N;SG	N;NOM;SG
beku	fagyasztva	beku	fagyasztva	N;SG	N;NOM;SG
beku	fagy	beku	fagy	N;SG	N;NOM;SG
desktop	asztal	desktop	asz	N;SG	N;NOM;SG
metabolisme	anyagcsere	metabolisme	anyagcser	N;SG	N;NOM;SG
metabolisme	metabolizmus	metabolisme	metabolizmus	N;SG	N;NOM;SG
surel	levél	surel	levél	N	N;NOM;SG
surel	levelek	surel	levél	N	N;NOM;PL
tren	tendencia	tren	tendencia	N;SG	N;NOM;SG
aluminium	alumínium	aluminium	alumínium	N;SG	N;NOM;SG
aluminium	alumínium	aluminium	alumínium	N;SG	N;NOM;SG
ranah	tartományok	ranah	tartomány	N	N;NOM;PL
ranah	tartomány	ranah	tartomány	N	N;NOM;SG
natrium	nátrium	natrium	nátrium	N	N;NOM;SG
banteng	bika	banteng	bika	N;SG	N;NOM;SG
turbin	turbina	turbin	turbina	N;SG	N;NOM;SG
kabin	kabinok	kabin	kabinok	N	N;NOM;PL
kabin	kunyhó	kabin	kunyhó	N	N;NOM;SG
kabin	kabin	kabin	ka	N	N;NOM;SG
shogun	sógun	shogun	sóg	N	N;NOM;SG
gencatan	fegyverszünet	gencatan	fegyverszünet	N;SG	N;NOM;SG
hyundai	hyundai	hyundai	hyundai	N	N;NOM;SG
daur	ciklus	daur	ciklus	N;SG	N;NOM;SG
daur	ciklusban	daur	ciklus	N;SG	N;IN+ESS;SG
komputasi	számítás	komputasi	számítás	N;SG	N;NOM;SG
piramida	piramisok	piramida	piramis	N	N;NOM;PL
struktural	szerkezeti	struktural	szerkezeti	N;SG	N;NOM;SG
struktural	strukturális	struktural	strukturális	N;SG	N;NOM;SG
percetakan	nyomda	percetakan	nyomda	N;SG	N;NOM;SG
percetakan	nyomtatás	percetakan	nyomtatás	N;SG	N;NOM;SG
percetakan	nyomtató	percetakan	nyomtató	N;SG	N;NOM;SG
denominasi	címlet	denominasi	címlet	N;SG	N;NOM;SG
motivasi	motiváció	motivasi	motiváció	N;SG	N;NOM;SG
kas	készpénz	kas	készpénz	N;SG	N;NOM;SG
kas	készpénzben	kas	készpénz	N;SG	N;IN+ESS;SG
kas	pénzt	kas	pénz	N;SG	N;ACC;SG
vulkanik	vulkáni	vulkanik	vulkáni	N;SG	N;NOM;SG
teknisi	technikus	teknisi	technikus	N;SG	N;NOM;SG
teknisi	mérnök	teknisi	mérnök	N;SG	N;NOM;SG
helium	hélium	helium	hélium	N	N;NOM;SG
kemarahan	düh	kemarahan	düh	N;SG	N;NOM;SG
kemarahan	harag	kemarahan	harag	N;SG	N;NOM;SG
kemarahan	dühöt	kemarahan	düh	N;SG	N;ACC;SG
kemarahan	haragot	kemarahan	harag	N;SG	N;ACC;SG
kemarahan	düh	kemarahan	düh	N;SG	N;NOM;SG
kemarahan	felháborodás	kemarahan	felháborodás	N;SG	N;NOM;SG
kemarahan	düh	kemarahan	düh	N;SG	N;NOM;SG
kemarahan	harag	kemarahan	harag	N;SG	N;NOM;SG
notaris	közjegyző	notaris	közjegyző	N	N;NOM;SG
mengobati	kezelni	menobati	kezel	V;SG;ACT	V;NFIN;ACT
sunting	edit	sunting	edit	N	N;NOM;SG
sunting	módosítás	sunting	módosítás	N	N;NOM;SG
sunting	szerkesztése	sunting	szerkesztés	N	N;NOM;SG
sunting	módosítások	sunting	módosítás	N	N;NOM;PL
sunting	módosításai	sunting	módosítás	N	N;NOM;PL
sunting	módosításokkal	sunting	módosítás	N	N;INS;PL
taat	engedelmes	taat	engedelmes	ADJ;SG	ADJ;NOM;SG
stasi	stasi	stasi	stasi	N	N;NOM;PL
kehamilan	terhességi	kehamilan	terhességi	N;SG	N;NOM;SG
kehamilan	terhesség	kehamilan	terhesség	N;SG	N;NOM;SG
emisi	kibocsátás	emisi	kibocsátás	N;SG	N;NOM;SG
emisi	kibocsátás	emisi	kibocsátás	N;SG	N;NOM;SG
keberanian	bátorság	keberanian	bátorság	N;SG	N;NOM;SG
keberanian	bátorság	keberanian	bátorság	N;SG	N;NOM;SG
sekte	szekta	sekte	szekta	N	N;NOM;SG
sekte	szekta	sekte	szekta	N	N;NOM;SG
sekte	szekták	sekte	szek	N	N;NOM;PL
melodi	dallam	melodi	dallam	N;SG	N;NOM;SG
tangki	tartály	tangki	tartály	N;SG	N;NOM;SG
antologi	anthology	antologi	anthology	N	N;NOM;SG
fluida	folyadék	fluida	folyadék	N	N;NOM;SG
anumerta	posztumusz	anumerta	posztumusz	N	N;NOM;SG
anumerta	posztumusz	anumerta	posztumusz	N	N;NOM;SG
pesanan	megrendelés	pesanan	megrendelés	N;SG	N;NOM;SG
pesanan	rendelés	pesanan	rendelés	N;SG	N;NOM;SG
pesanan	rend	pesanan	rend	N;SG	N;NOM;SG
pesanan	parancs	pesanan	parancs	N;SG	N;NOM;SG
pesanan	parancs	pesanan	parancs	N;SG	N;NOM;SG
pesanan	parancsot	pesanan	parancsot	N;SG	N;ACC;SG
restorasi	helyreállítása	restorasi	helyreállítás	N;SG	N;NOM;SG
persediaan	ellátmányt	persediaan	ellátmány	N;SG	N;ACC;SG
persediaan	ellátás	persediaan	ellátás	N;SG	N;NOM;SG
persediaan	ellátmány	persediaan	ellátmány	N;SG	N;NOM;SG
martir	mártír	martir	mártír	N	N;NOM;SG
martir	mártír	martir	mártír	N	N;NOM;SG
menggambar	rajzolni	mengambar	rajzol	V;SG;ACT	V;NFIN;ACT
menggambar	rajzol	mengambar	rajzol	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
menggambar	rajzol	mengambar	rajzol	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
beristirahat	pihen	beristirahat	pihen	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
glass	üveg	glass	üveg	N	N;NOM;SG
glass	pohár	glass	pohár	N	N;NOM;SG
psikologis	pszichológiai	psikologis	pszichológiai	N;SG	N;NOM;SG
psikologis	pszichés	psikologis	pszichés	N;SG	N;NOM;SG
psikologis	pszichológus	psikologis	pszichológus	N;SG	N;NOM;SG
kromosom	kromoszóma	kromosom	kromoszóm	N;SG	N;NOM;SG
konsol	konzol	konsol	konzol	N	N;NOM;SG
sep	sep	sep	sep		
angkut	közlekedés	angkut	közlekedés	N;SG;ACT	N;NOM;SG
angkut	fuvarozás	angkut	fuvarozás	N;SG;ACT	N;NOM;SG
angkut	szállítás	angkut	szállítás	N;SG;ACT	N;NOM;SG
pakan	takarmány	pakan	takarmány	N;SG	N;NOM;SG
pakan	takarmány	pakan	takarmány	N;SG	N;NOM;SG
lituania	litvánia	lituania	litvánia	N;SG	N;NOM;SG
lituania	litvániában	lituania	litvánia	N;SG	N;IN+ESS;SG
lituania	litvánia	lituania	litvánia	N;SG	N;NOM;SG
landak	sündisznó	landak	sündisznó	N	N;NOM;SG
landak	sün	landak	sün	N	N;NOM;SG
landak	sündisznó	landak	sündisznó	N	N;NOM;SG
interaktif	interaktív	interaktif	interaktív	N;SG	N;NOM;SG
fermentasi	erjedés	fermentasi	erjedés	N;SG	N;NOM;SG
mendapati	megtalált	mendapati	meg+talál	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
mendapati	megtaláltam	mendapati	meg+talál	V;SG;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
mendapati	talált	mendapati	talál	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
meditasi	meditáció	meditasi	meditáció	N;SG	N;NOM;SG
kuis	kvíz	kuis	kvíz	N	N;NOM;SG
kotoran	kaki	kotoran	kaki	N;SG	N;NOM;SG
kotoran	kosz	kotoran	kosz	N;SG	N;NOM;SG
kotoran	ürülék	kotoran	ürülék	N;SG	N;NOM;SG
kotoran	kaki	kotoran	kaki	N;SG	N;NOM;SG
agenda	menetrend	agenda	menetrend	N;SG	N;NOM;SG
agenda	napirend	agenda	napirend	N;SG	N;NOM;SG
transistor	tranzisztorok	transistor	tranzisztor	N	N;NOM;PL
transistor	tranzisztor	transistor	tranzisztor	N	N;NOM;SG
membenci	utáltam	menbenci	utál	V;SG;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
membenci	utálta	menbenci	utál	V;SG;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
membenci	utálom	menbenci	utálom	V;SG;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
membenci	utál	menbenci	utál	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
membenci	utálja	menbenci	utál	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
penganiayaan	üldöztetés	penaniayaan	üldöztetés	N;SG	N;NOM;SG
penganiayaan	üldözés	penaniayaan	üldözés	N;SG	N;NOM;SG
pedas	fűszeres	pedas	fűszeres	N;SG	N;NOM;SG
pelantikan	indukciós	penlantikan	indukciós	N;SG	N;NOM;SG
stabilitas	stabilitás	stabilitas	stabilitás	N;SG	N;NOM;SG
stabilitas	stabilitása	stabilitas	stabilitás	N;SG	N;NOM;SG
antropologi	antropológia	antropologi	antropológia	N	N;NOM;SG
antropologi	antropológiai	antropologi	antropológiai	N	N;NOM;SG
hutang	adósság	hutang	adósság	N;SG	N;NOM;SG
hutang	tartozás	hutang	tartozás	N;SG	N;NOM;SG
hutang	tartozás	hutang	tartozás	N;SG	N;NOM;SG
hutang	adósság	hutang	adósság	N;SG	N;NOM;SG
hutang	adóssága	hutang	adósság	N;SG	N;NOM;SG
pendahulu	elődje	pendahulu	előd	N;SG	N;NOM;SG
membujuk	meggyőzte	menbujuk	meggyőz	V;SG;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
membujuk	meggyőzni	menbujuk	meggyőz	V;SG;ACT	V;NFIN;ACT
penyelamatan	mentés	penselamatan	mentés	N;SG	N;NOM;SG
peliharaan	háziállat	peliharaan	háziállat	N;SG	N;NOM;SG
peliharaan	háziállat	peliharaan	háziállat	N;SG	N;NOM;SG
