категория	kategorie	категория	kategorie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
станция	nádraží	станция	nádraží	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
станция	stanice	станция	stanice	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
профессор	profesor	профессор	profesor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
профессор	profesorka	профессор	profesorka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
особенно	zvláště	особенно	zvláště	ADV	ADV
особенно	obzvláště	особенно	obzvláště	ADV	ADV
особенно	zvlášť	особенно	zvlášť	ADV	ADV
особенно	hlavně	особенно	hlavně	ADV	ADV;POS
особенно	obzvlášť	особенно	obzvlášť	ADV	ADV
особенно	zejména	особенно	zejména	ADV	ADV
особенно	zvláště	особенно	zvláště	ADV	ADV
американский	americká	американский	americký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
американский	americký	американский	americký	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
право	právo	право	právo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
право	zákon	право	zákon	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
впоследствии	následně	впоследствии	následně	ADV	ADV;POS
чемпион	šampion	чемпион	šampion	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
чемпион	šampion	чемпион	šampion	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
чемпион	šampión	чемпион	šampión	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
лучше	lepší	хороший	dobrý	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
шаблоны	šablony	шаблон	šablon	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
шаблоны	vzory	шаблон	vzor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
шаблоны	vzorce	шаблон	vzorec	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
правило	pravidlo	правило	pravidlo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
роли	úlohy	роль	úloha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
сезон	sezóna	сезон	sezóna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
сезон	sezona	сезон	sezóna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
люди	lidé	человек	člověk	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
люди	lidi	человек	člověk	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
люди	lidé	человек	člověk	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
управление	ovládání	управление	ovládání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
управление	kontrola	управление	kontrola	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
управление	správa	управление	správa	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
управление	řízení	управление	řízení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
управление	management	управление	management	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
управление	vedení	управление	vedení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
управление	vládnutí	управление	vládnutí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
управление	správa	управление	správa	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
сделать	učinit	делать	učinit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
сделать	udělat	делать	udělat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
сделать	vyrobit	делать	vyrobit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
длина	délka	длина	délka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
длина	délky	длина	délka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
хорошо	dobře	хорошо	dobře	ADV	ADV;POS
хорошо	dobře	хорошо	dobře	ADV	ADV;POS
иногда	někdy	иногда	někdy	ADV	ADV
иногда	občas	иногда	občas	ADV	ADV
тип	druh	тип	druh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
тип	typ	тип	typ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
тип	type	тип	typ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кладбище	hřbitov	кладбище	hřbitov	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
кладбище	pohřebiště	кладбище	pohřebiště	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
кладбище	hřbitov	кладбище	hřbitov	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
средняя	střední	средний	střední	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
средняя	prostřední	средний	prostřední	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
средняя	průměrný	средний	průměrný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
средняя	průměrné	средний	průměrný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
средняя	průměrná	средний	průměrný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
средняя	střední	средний	střední	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
театр	divadlo	театр	divadlo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
театр	divadlo	театр	divadlo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
художник	malíř	художник	malíř	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
художник	umělec	художник	umělec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
художник	umělkyně	художник	umělkyně	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
российская	ruské	российский	ruský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
российская	ruská	российский	ruský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
российская	ruský	российский	ruský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
коммуны	obce	коммун	obec	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
возможность	příležitost	возможность	příležitost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
возможность	možnost	возможность	možnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
премия	premium	премия	premium	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;POS
премия	cena	премия	cena	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
премия	ocenění	премия	ocenění	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
премия	zadání	премия	zadání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
выпускники	seniory	выпускник	senior	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
выпускники	senioři	выпускник	senior	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
выпускники	důchodci	выпускник	důchodce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
выпускники	absolventi	выпускник	absolvent	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
выпускники	absolventi	выпускник	absolvent	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
новые	nové	новый	nový	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
всегда	vždy	всегда	vždy	ADV	ADV
всегда	vždycky	всегда	vždycky	ADV	ADV
известные	známí	известный	známý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL;POS
метров	metrů	метр	metr	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
метров	metrů	метр	metr	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
практически	skoro	практически	skoro	ADV	ADV
практически	téměř	практически	téměř	ADV	ADV
практически	prakticky	практически	prakticky	ADV	ADV;POS
практически	prakticky	практически	prakticky	ADV	ADV;POS
президент	prezident	президент	prezident	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
президент	předseda	президент	předseda	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
президент	president	президент	prezident	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
президент	prezidentka	президент	prezidentka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
четыре	čtyři	четыре	čtyři	NUM;NOM	NUM;NOM;PL
информация	info	информация	info	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
информация	informování	информация	informování	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
большая	velký	большой	velký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
большая	velká	большой	velký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
большая	velký	большой	velký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
большая	velká	большой	velký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
большая	big	большой	big	ADJ;NOM;FEM;SG	ADJ;POS
большинство	většina	большинство	většina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
большинство	většina	большинство	většina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
большинство	většiny	большинство	většina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
кино	kino	кино	kino	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
кино	film	кино	film	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
кино	film	кино	film	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
кино	kino	кино	kino	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
номер	číslo	номер	číslo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
номер	počet	номер	počet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
силы	síly	сила	síla	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
внимание	pozor	внимание	pozor	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
внимание	pozornost	внимание	pozornost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
внимание	soustředění	внимание	soustředění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
внимание	zaměření	внимание	zaměření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
государства	státy	государство	stát	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
примерно	zhruba	примерно	zhruba	ADV	ADV
примерно	přibližně	примерно	přibližně	ADV	ADV;POS
примерно	přibližně	примерно	přibližně	ADV	ADV;POS
писатель	spisovatel	писатель	spisovatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
писатель	autor	писатель	autor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
писатель	spisovatelka	писатель	spisovatelka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
движения	pohyby	движение	pohyb	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
роман	romane	роман	romane	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
роман	román	роман	román	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
дней	dní	день	den	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
дней	dnů	день	den	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
клубы	kluby	клуб	klub	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
клубы	hole	клуб	hůl	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
джон	honza	джон	honza	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
граф	hrabě	граф	hrabě	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
процент	procento	процент	procento	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
новая	nový	новый	nový	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
новая	nová	новый	nový	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
известен	známo	известный	známý	ADJ;MASC;SG	ADJ;NEUT;SG;POS
известен	známý	известный	známý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
известен	známé	известный	známý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
известен	známá	известный	známý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
памятник	pomník	памятник	pomník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
памятник	památník	памятник	památník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
памятник	památka	памятник	památka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
памятник	monument	памятник	monument	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
каждый	každý	каждый	každý	DET;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
каждый	každý	каждый	každý	DET;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
каждый	každé	каждый	každý	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;POS
каждый	každý	каждый	každý	DET;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
каждый	každé	каждый	každý	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;POS
каждый	každá	каждый	každý	DET;NOM;MASC;SG	DET;NOM;FEM;SG;POS
потом	pak	потом	pak	ADV	ADV
герб	znak	герб	znak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
счёт	účet	счет	účet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
счёт	skóre	счет	skóre	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
книга	kniha	книга	kniha	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
книга	knížka	книга	knížka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
отношения	vztahy	отношение	vztah	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
отношения	vztahy	отношение	vztah	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
отношения	vztahy	отношение	vztah	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
доктор	lékař	доктор	lékař	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
доктор	doktor	доктор	doktor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
использовать	použít	использовать	použít	V;IPFV;NFIN;ACT	V;POS;NFIN
происходит	děje	происходить	dít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
заголовок	nadpis	заголовок	nadpis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заголовок	titulek	заголовок	titulek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заголовок	titulek	заголовок	titulek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заголовок	popisek	заголовок	popisek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заголовок	záhlaví	заголовок	záhlaví	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
заголовок	hlavička	заголовок	hlavička	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
заголовок	nadpis	заголовок	nadpis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заголовок	nadpis	заголовок	nadpis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заголовок	titul	заголовок	titul	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
заголовок	název	заголовок	název	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
здание	budování	здание	budování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
здание	stavění	здание	stavění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
здание	budova	здание	budova	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
слово	slovo	слово	slovo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
дочь	dcerka	дочь	dcerka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
дочь	dcera	дочь	dcera	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
последний	poslední	последний	poslední	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
представляет	zastupuje	представлять	zastupovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
представляет	reprezentuje	представлять	reprezentovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
представляет	představuje	представлять	představovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
точки	tečky	точка	tečka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
точки	body	точка	bod	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
мария	marie	мария	marie	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
мария	marie	мария	marie	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
коммуна	obec	коммуна	obec	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
партия	večírek	партия	večírek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
партия	strana	партия	strana	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
партия	šarže	партия	šarže	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
страницы	stránky	страница	stránka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
страницы	stránky	страница	stránka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
спасибо	diky	спасибо	dik	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;POS
спасибо	dík	спасибо	dík	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
позднее	později	поздно	pozdě	ADV;CMPR	ADV;CMPR;POS
включает	zahrnuje	включать	zahrnovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
актёр	herec	актёр	herec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
дмитрий	dmitri	дмитрий	dmitr	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
дмитрий	dimitri	дмитрий	dimitr	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
дмитрий	dmytro	дмитрий	dmytro	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
правительства	vlády	правительство	vláda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
получила	dostal	получить	dostat	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
председатель	prezident	председатель	prezident	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
председатель	předseda	председатель	předseda	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
председатель	president	председатель	prezident	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
председатель	prezidentka	председатель	prezidentka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
председатель	židle	председатель	židle	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
председатель	křeslo	председатель	křeslo	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
председатель	předsedkyně	председатель	předsedkyně	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
председатель	předseda	председатель	předseda	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
страна	země	страна	země	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
николаевич	nikolajevič	николаевич	nikolajevič	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
вариант	varianta	вариант	varianta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
вариант	možnost	вариант	možnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
одновременно	současně	одновременно	současně	ADV	ADV;POS
одновременно	souběžně	одновременно	souběžně	ADV	ADV;POS
дороги	cesty	дорога	cesta	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
имел	měl	иметь	mít	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
мир	svět	мир	svět	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
мир	peace	мир	peace	N;INAN;NOM;MASC;SG	N;MASC;SG;POS
мир	mír	мир	mír	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
работа	zaměstnání	работа	zaměstnání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
работа	práce	работа	práce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
работа	práce	работа	práce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
работа	prace	работа	prace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
серия	seriál	серия	seriál	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
серия	řada	серия	řada	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
серия	série	серия	série	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
серия	díl	серия	díl	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
серия	epizoda	серия	epizoda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
песня	písnička	песня	písnička	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
песня	skladba	песня	skladba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
песня	píseň	песня	píseň	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
песня	song	песня	song	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
василий	vasilij	василие	vasilij	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
вопросы	problémy	вопрос	problém	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
вопросы	otázky	вопрос	otázka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
вопросы	dotazy	вопрос	dotaz	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
завод	rostlina	завод	rostlina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
завод	továrna	завод	továrna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
штат	stát	штат	stát	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
проблемы	výzvy	проблема	výzva	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
проблемы	problémy	проблема	problém	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
проблемы	problémy	проблема	problém	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
ниже	nižší	низкий	nízký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
рядом	blízko	рядом	blízko	ADV	ADV;POS
найти	najděte	найти	najít	V;PFV;NFIN;ACT	V;IMP;PL;2;POS;FIN
найти	najdi	найти	najdi	V;PFV;NFIN;ACT	V;IMP;SG;2;POS;FIN
найти	najít	найти	najít	V;PFV;NFIN;ACT	V;POS;NFIN
вклад	vstup	вклад	vstup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вклад	příspěvek	вклад	příspěvek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
развитие	rozvoj	развитие	rozvoj	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
развитие	vývoj	развитие	vývoj	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
лиги	liga	лига	liga	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
лиги	ligy	лига	liga	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
научно	vědecky	научно	vědecky	ADV	ADV;POS
директор	režisér	директор	režisér	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
директор	režie	директор	režie	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
директор	ředitel	директор	ředitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
директор	ředitelka	директор	ředitelka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
директор	ředitel	директор	ředitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
директор	ředitelka	директор	ředitelka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
командир	velitel	командир	velitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
друг	kamarád	друг	kamarád	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
друг	kamarádka	друг	kamarádek	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
друг	přítel	друг	přítel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
заслуженный	poctěn	заслуженный	poctěný	ADJ;NOM;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
заслуженный	poctěn	заслуженный	poctěný	ADJ;NOM;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
рок	skála	рок	skála	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
рок	kámen	рок	kámen	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
рок	rock	рок	rock	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
футболист	fotbalista	футболист	fotbalista	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
мой	můj	мой	můj	DET;NOM;MASC;SG	DET;NOM;MASC;SG;1
мой	mé	мой	můj	DET;NOM;MASC;SG	DET;NOM;SG;1
мой	moje	мой	můj	DET;NOM;MASC;SG	DET;NOM;SG;1
отличие	rozdíl	отличие	rozdíl	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
журнал	zásobník	журнал	zásobník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
журнал	časopis	журнал	časopis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
журнал	magazín	журнал	magazín	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
журнал	deník	журнал	deník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
журнал	journal	журнал	journal	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
журнал	log	журнал	log	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
министр	ministryně	министр	ministryně	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
министр	ministr	министр	ministr	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
значение	význam	значение	význam	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
значение	smysl	значение	smysl	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
значение	hodnota	значение	hodnota	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
