kategória	類別	kategória	類別	N;NOM;FEM;SG	N
úsek	伸展	úsek	伸展	N;INAN;NOM;MASC;SG	N
úsek	隔間	úsek	隔間	N;INAN;NOM;MASC;SG	N
úsek	車廂	úsek	車廂	N;INAN;NOM;MASC;SG	N
úsek	包廂	úsek	包廂	N;INAN;NOM;MASC;SG	N
severne	北方	severne	北方	N;NOM;FEM;PL	N
severne	北	severne	北	N;NOM;FEM;PL	N
severne	北部	severne	北部	N;NOM;FEM;PL	N
noviny	報紙	noviny	報紙	N;NOM;FEM;PL	N
noviny	報	noviny	報	N;NOM;FEM;PL	N
noviny	報章	noviny	報章	N;NOM;FEM;PL	N
noviny	報章	noviny	報章	N;NOM;FEM;PL	N
noviny	報刊	noviny	報刊	N;NOM;FEM;PL	N
objekt	天體	objekt	天體	N;INAN;NOM;MASC;SG	N
objekt	物件	objekt	物件	N;INAN;NOM;MASC;SG	N
slnko	太陽	slnko	太陽	N;NOM;NEUT;SG	N
slnko	陽光	slnko	陽光	N;NOM;NEUT;SG	N
lodí	船隻	loď	船隻	N;GEN;FEM;PL	N
lodí	船舶	loď	船舶	N;GEN;FEM;PL	N
mapy	地圖	mapy	地圖	N;NOM;FEM;PL	N
mapy	地圖	mapy	地圖	N;NOM;FEM;PL	N
autorov	作者	autor	作者	N;ANIM;GEN;MASC;PL	N
znova	再次	znova	再次	ADV	ADV
politika	政策	politika	政策	N;NOM;FEM;SG	N
politika	政治	politika	政治	N;NOM;FEM;SG	N
politika	政治	politika	政治	N;NOM;FEM;SG	N
špeciálne	特別	špeciálne	特別	ADV	ADV
učiteľ	老師	učiteľ	老師	N;ANIM;NOM;MASC;SG	N
učiteľ	教師	učiteľ	教師	N;ANIM;NOM;MASC;SG	N
dôvodov	理由	dôvod	理由	N;INAN;GEN;MASC;PL	N
dôvodov	原因	dôvod	原因	N;INAN;GEN;MASC;PL	N
hlas	語音	hlas	語音	N;INAN;NOM;MASC;SG	N
hlas	嗓子	hlas	嗓子	N;INAN;NOM;MASC;SG	N
hlas	聲音	hlas	聲音	N;INAN;NOM;MASC;SG	N
hodnota	價值	hodnota	價值	N;NOM;FEM;SG	N
hodnota	數值	hodnota	數值	N;NOM;FEM;SG	N
hodnota	值	hodnota	值	N;NOM;FEM;SG	N
kmeň	株	kmeň	株	N;INAN;NOM;MASC;SG	N
kmeň	莖	kmeň	莖	N;INAN;NOM;MASC;SG	N
kmeň	部族	kmeň	部族	N;INAN;NOM;MASC;SG	N
kmeň	部落	kmeň	部落	N;INAN;NOM;MASC;SG	N
herečky	女	herečka	女	N;NOM;FEM;PL	N
stretnutia	會議	stretnutie	會議	N;NOM;NEUT;PL	N
stretnutia	會議	stretnutie	會議	N;NOM;NEUT;PL	N
aktivity	活動	aktivita	活動	N;NOM;FEM;PL	N
aktivity	動態	aktivita	動態	N;NOM;FEM;PL	N
aktivity	活動	aktivita	活動	N;NOM;FEM;PL	N
ostrovov	群島	ostrov	群島	N;INAN;GEN;MASC;PL	N
ostrovov	島嶼	ostrov	島嶼	N;INAN;GEN;MASC;PL	N
provincii	省	provincia	省	N;DAT;FEM;SG	N
provincii	省省	provincia	省省	N;DAT;FEM;SG	N
provincii	省份	provincia	省份	N;DAT;FEM;SG	N
výraz	表情	výraz	表情	N;INAN;NOM;MASC;SG	N
svetla	光線	svetlo	光線	N;NOM;NEUT;PL	N
svetla	光	svetlo	光	N;NOM;NEUT;PL	N
svetla	燈光	svetlo	燈光	N;NOM;NEUT;PL	N
svetla	光明	svetlo	光明	N;NOM;NEUT;PL	N
vidieť	見	vidieť	見	V;IPFV;POS;NFIN	V
hnutie	運動	hnutie	運動	N;NOM;NEUT;SG	N
bunky	細胞	bunka	細胞	N;NOM;FEM;PL	N
bunky	牢房	bunka	牢房	N;NOM;FEM;PL	N
bunky	細胞	bunka	細胞	N;NOM;FEM;PL	N
čoskoro	很快	čoskoro	很快	ADV	ADV
skratka	捷徑	skratka	捷徑	N;NOM;FEM;SG	N
posledná	上次	posledný	上次	N;NOM;FEM;SG	N
posledná	最後	posledný	最後	N;NOM;FEM;SG	N
hrať	玩	hrať	玩	V;IPFV;POS;NFIN	V
hrať	播放	hrať	播放	V;IPFV;POS;NFIN	V
hrať	玩	hrať	玩	V;IPFV;POS;NFIN	V
hrať	播放	hrať	播放	V;IPFV;POS;NFIN	V
sezóna	季	sezón	季	N;NOM;FEM;SG	N
sezóna	季節	sezón	季節	N;NOM;FEM;SG	N
bitky	戰役	bitka	戰役	N;NOM;FEM;PL	N
motora	引擎	motor	引擎	N;INAN;GEN;MASC;SG	N
boj	鬥爭	boj	鬥爭	N;INAN;NOM;MASC;SG	N
boj	奮鬥	boj	奮鬥	N;INAN;NOM;MASC;SG	N
boj	打架	boj	打架	N;INAN;NOM;MASC;SG	N
boj	戰鬥	boj	戰鬥	N;INAN;NOM;MASC;SG	N
vecí	事情	vec	事情	N;GEN;FEM;PL	N
pásmo	樂團	pásmo	樂團	N;NOM;NEUT;SG	N
pásmo	樂隊	pásmo	樂隊	N;NOM;NEUT;SG	N
dĺžku	長度	dĺžka	長度	N;ACC;FEM;SG	N
divákov	觀眾	divák	觀眾	N;ANIM;ACC;MASC;PL	N
divákov	觀眾	divák	觀眾	N;ANIM;ACC;MASC;PL	N
vzťahu	戀愛	vzťah	戀愛	N;INAN;DAT;MASC;SG	N
vzťahu	感情	vzťah	感情	N;INAN;DAT;MASC;SG	N
vzťahu	關係	vzťah	關係	N;INAN;DAT;MASC;SG	N
panna	處	panna	處	N;NOM;FEM;SG	N
panna	處	panna	處	N;NOM;FEM;SG	N
pilot	試點	pilot	試點	N;ANIM;NOM;MASC;SG	N
provincia	省	provincie	省	N;NOM;FEM;SG	N
provincia	省省	provincie	省省	N;NOM;FEM;SG	N
provincia	省份	provincie	省份	N;NOM;FEM;SG	N
žena	女人	žena	女人	N;NOM;FEM;SG	N
žena	女	žena	女	N;NOM;FEM;SG	N
žena	女子	žena	女子	N;NOM;FEM;SG	N
žena	女	žena	女	N;NOM;FEM;SG	N
žena	女性	žena	女性	N;NOM;FEM;SG	N
žena	妻子	žena	妻子	N;NOM;FEM;SG	N
situácia	情況	situácia	情況	N;NOM;FEM;SG	N
predpokladá	假定	predpokladať	假定	V;IPFV;IND;SG;3;POS;PRS;FIN	V
sila	力氣	sila	力氣	N;NOM;FEM;SG	N
sila	強度	sila	強度	N;NOM;FEM;SG	N
sila	實力	sila	實力	N;NOM;FEM;SG	N
sila	力量	sila	力量	N;NOM;FEM;SG	N
sila	體力	sila	體力	N;NOM;FEM;SG	N
sila	武力	sila	武力	N;NOM;FEM;SG	N
dieťa	嬰兒	dieťa	嬰兒	N;NOM;NEUT;SG	N
dieťa	寶貝	dieťa	寶貝	N;NOM;NEUT;SG	N
dieťa	寶寶	dieťa	寶寶	N;NOM;NEUT;SG	N
dieťa	小孩	dieťa	小孩	N;NOM;NEUT;SG	N
dieťa	兒童	dieťa	兒童	N;NOM;NEUT;SG	N
dieťa	孩子	dieťa	孩子	N;NOM;NEUT;SG	N
vedenie	鉛	vedenie	鉛	N;NOM;NEUT;SG	N
arena	舞台	arena	舞台	N;NOM;FEM;SG	N
arena	體育	arena	體育	N;NOM;FEM;SG	N
stredná	溫和	stredný	溫和	ADJ;NOM;FEM;SG	ADJ
skončila	過期	skončiť	過期	V;PFV;FEM;SG;POS;PST;V.PTCP	V
plochy	地區	plocha	地區	N;NOM;FEM;PL	N
plochy	桌面	plocha	桌面	N;NOM;FEM;PL	N
plochy	桌面	plocha	桌面	N;NOM;FEM;PL	N
schopnosť	能力	schopnosť	能力	N;NOM;FEM;SG	N
schopnosť	能力	schopnosť	能力	N;NOM;FEM;SG	N
svetlo	光線	svetlo	光線	N;NOM;NEUT;SG	N
svetlo	光	svetlo	光	N;NOM;NEUT;SG	N
svetlo	燈光	svetlo	燈光	N;NOM;NEUT;SG	N
svetlo	光明	svetlo	光明	N;NOM;NEUT;SG	N
doba	期間	doba	期間	N;NOM;FEM;SG	N
doba	時光	doba	時光	N;NOM;FEM;SG	N
doba	時間	doba	時間	N;NOM;FEM;SG	N
budov	建築	budova	建築	N;GEN;FEM;PL	N
vnútri	內	vnútro	內	N;NOM;NEUT;SG	N
vnútri	裡面	vnútro	裡面	N;NOM;NEUT;SG	N
vnútri	內心	vnútro	內心	N;NOM;NEUT;SG	N
vnútri	內部	vnútro	內部	N;NOM;NEUT;SG	N
vnútri	室內	vnútro	室內	N;NOM;NEUT;SG	N
príklad	範例	príklad	範例	N;INAN;NOM;MASC;SG	N
futbal	足球	futbať	足球	N;INAN;NOM;MASC;SG	N
futbal	足球	futbať	足球	N;INAN;NOM;MASC;SG	N
futbal	美式	futbať	美式	N;INAN;NOM;MASC;SG	N
futbal	橄欖	futbať	橄欖	N;INAN;NOM;MASC;SG	N
galéria	畫廊	galéria	畫廊	N;NOM;FEM;SG	N
potreby	需求	potreba	需求	N;NOM;FEM;PL	N
astronómia	天文	astronómia	天文	N;NOM;FEM;SG	N
názor	意見	názor	意見	N;INAN;NOM;MASC;SG	N
postava	字元	postava	字元	N;NOM;FEM;SG	N
postava	人物	postava	人物	N;NOM;FEM;SG	N
postava	角色	postava	角色	N;NOM;FEM;SG	N
postava	性格	postava	性格	N;NOM;FEM;SG	N
postava	品格	postava	品格	N;NOM;FEM;SG	N
škoda	羞	škoda	羞	N;NOM;FEM;SG	N
škoda	恥辱	škoda	恥辱	N;NOM;FEM;SG	N
škoda	羞恥	škoda	羞恥	N;NOM;FEM;SG	N
škoda	羞愧	škoda	羞愧	N;NOM;FEM;SG	N
autora	作者	autor	作者	N;ANIM;ACC;MASC;SG	N
pohára	盃	pohár	盃	N;INAN;GEN;MASC;SG	N
pohára	杯	pohár	杯	N;INAN;GEN;MASC;SG	N
pohára	杯子	pohár	杯子	N;INAN;GEN;MASC;SG	N
gólov	目標	gól	目標	N;INAN;GEN;MASC;PL	N
fakulty	院	fakulta	院	N;NOM;FEM;PL	N
trate	線	triata	線	N;NOM;FEM;PL	N
trate	線	triata	線	N;NOM;FEM;PL	N
trate	曲目	triata	曲目	N;NOM;FEM;PL	N
trate	軌道	triata	軌道	N;NOM;FEM;PL	N
znaky	字元	znak	字元	N;INAN;NOM;MASC;PL	N
znaky	角色	znak	角色	N;INAN;NOM;MASC;PL	N
znaky	跡象	znak	跡象	N;INAN;NOM;MASC;PL	N
znaky	標誌	znak	標誌	N;INAN;NOM;MASC;PL	N
post	郵政	post	郵政	N;INAN;NOM;MASC;SG	N
väčší	更大	veľký	更大	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
plocha	面積	plocha	面積	N;NOM;FEM;SG	N
plocha	地區	plocha	地區	N;NOM;FEM;SG	N
plocha	區域	plocha	區域	N;NOM;FEM;SG	N
plocha	區	plocha	區	N;NOM;FEM;SG	N
plocha	桌面	plocha	桌面	N;NOM;FEM;SG	N
zbierka	募款	zbierka	募款	N;NOM;FEM;SG	N
zbierka	收藏	zbierka	收藏	N;NOM;FEM;SG	N
vstup	入場	vstup	入場	N;INAN;NOM;MASC;SG	N
vstup	入口	vstup	入口	N;INAN;NOM;MASC;SG	N
histórie	歷史	história	歷史	N;NOM;FEM;PL	N
povstania	起義	povstanie	起義	N;NOM;NEUT;PL	N
povstania	叛亂	povstanie	叛亂	N;NOM;NEUT;PL	N
hodiny	小時	hodina	小時	N;NOM;FEM;PL	N
hodiny	鐘錶	hodina	鐘錶	N;NOM;FEM;PL	N
hodiny	時鐘	hodina	時鐘	N;NOM;FEM;PL	N
hodiny	鐘	hodina	鐘	N;NOM;FEM;PL	N
hodiny	時鐘	hodina	時鐘	N;NOM;FEM;PL	N
múzea	博物	múzeum	博物	N;NOM;NEUT;PL	N
múzea	博物	múzeum	博物	N;NOM;NEUT;PL	N
chrámu	神廟	chrám	神廟	N;INAN;GEN;MASC;SG	N
chrámu	寺	chrám	寺	N;INAN;GEN;MASC;SG	N
chrámu	寺廟	chrám	寺廟	N;INAN;GEN;MASC;SG	N
chrámu	廟	chrám	廟	N;INAN;GEN;MASC;SG	N
chrámu	聖殿	chrám	聖殿	N;INAN;GEN;MASC;SG	N
obrany	辯護	obrana	辯護	N;NOM;FEM;PL	N
obrany	國防	obrana	國防	N;NOM;FEM;PL	N
obrany	防禦	obrana	防禦	N;NOM;FEM;PL	N
obrany	防守	obrana	防守	N;NOM;FEM;PL	N
novín	報章	noviny	報章	N;GEN;FEM;PL	N
novín	報刊	noviny	報刊	N;GEN;FEM;PL	N
novín	報紙	noviny	報紙	N;GEN;FEM;PL	N
novín	報	noviny	報	N;GEN;FEM;PL	N
novín	報章	noviny	報章	N;GEN;FEM;PL	N
rieke	河	rieka	河	N;DAT;FEM;SG	N
rieke	江河	rieka	江河	N;DAT;FEM;SG	N
rieke	河流	rieka	河流	N;DAT;FEM;SG	N
parlamentu	國會	parlament	國會	N;INAN;GEN;MASC;SG	N
parlamentu	議會	parlament	議會	N;INAN;GEN;MASC;SG	N
hranicu	邊界	hranica	邊界	N;ACC;FEM;SG	N
hranicu	邊框	hranica	邊框	N;ACC;FEM;SG	N
hranicu	邊境	hranica	邊境	N;ACC;FEM;SG	N
podujatia	事件	podujatie	事件	N;NOM;NEUT;PL	N
podujatia	活動	podujatie	活動	N;NOM;NEUT;PL	N
ústavu	憲法	ústav	憲法	N;INAN;GEN;MASC;SG	N
majstrov	冠軍	majster	冠軍	N;INAN;NOM;MASC;PL	N
mesiace	月	mesiac	月	N;INAN;NOM;MASC;PL	N
mesiace	月份	mesiac	月份	N;INAN;NOM;MASC;PL	N
mesiace	衛星	mesiac	衛星	N;INAN;NOM;MASC;PL	N
dramatik	劇作家	dramatik	劇作家	N;ANIM;NOM;MASC;SG	N
výšky	高地	výška	高地	N;NOM;FEM;PL	N
výšky	身高	výška	身高	N;NOM;FEM;PL	N
výšky	高度	výška	高度	N;NOM;FEM;PL	N
úroveň	層次	úroveň	層次	N;NOM;FEM;SG	N
úroveň	級別	úroveň	級別	N;NOM;FEM;SG	N
úroveň	等級	úroveň	等級	N;NOM;FEM;SG	N
úroveň	關卡	úroveň	關卡	N;NOM;FEM;SG	N
county	郡	count	郡	N;NOM;MASC;SG	N
county	縣	count	縣	N;NOM;MASC;SG	N
súd	審訊	súd	審訊	N;INAN;NOM;MASC;SG	N
súd	審判	súd	審判	N;INAN;NOM;MASC;SG	N
súd	法庭	súd	法庭	N;INAN;NOM;MASC;SG	N
súd	法院	súd	法院	N;INAN;NOM;MASC;SG	N
súd	法庭	súd	法庭	N;INAN;NOM;MASC;SG	N
ročník	復古	ročník	復古	N;INAN;NOM;MASC;SG	N
prostredie	環境	prostredie	環境	N;NOM;NEUT;SG	N
rýchlosti	速度	rýchlosť	速度	N;NOM;FEM;PL	N
rýchlosti	速	rýchlosť	速	N;NOM;FEM;PL	N
dedina	村	dedina	村	N;NOM;FEM;SG	N
dedina	鄉村	dedina	鄉村	N;NOM;FEM;SG	N
dedina	村	dedina	村	N;NOM;FEM;SG	N
dedina	村落	dedina	村落	N;NOM;FEM;SG	N
dedina	村子	dedina	村子	N;NOM;FEM;SG	N
jar	春	jar	春	N;NOM;FEM;SG	N
jar	春秋	jar	春秋	N;NOM;FEM;SG	N
jar	春天	jar	春天	N;NOM;FEM;SG	N
jar	彈簧	jar	彈簧	N;NOM;FEM;SG	N
jar	春季	jar	春季	N;NOM;FEM;SG	N
dvaja	兩	dva	兩	NUM;ANIM;NOM;MASC;PL	NUM
dvaja	兩	dva	兩	NUM;ANIM;NOM;MASC;PL	NUM
dvaja	二	dva	二	NUM;ANIM;NOM;MASC;PL	NUM
dáta	資料	dát	資料	N;INAN;NOM;MASC;PL	N
podstate	實質	podstata	實質	N;DAT;FEM;SG	N
podstate	本質	podstata	本質	N;DAT;FEM;SG	N
značka	品牌	značka	品牌	N;NOM;FEM;SG	N
značka	標記	značka	標記	N;NOM;FEM;SG	N
značka	標記	značka	標記	N;NOM;FEM;SG	N
značka	標籤	značka	標籤	N;NOM;FEM;SG	N
ľahko	容易	ľahko	容易	ADV	ADV
zbrane	武器	zbraň	武器	N;NOM;FEM;PL	N
zbrane	兵器	zbraň	兵器	N;NOM;FEM;PL	N
zbrane	槍支	zbraň	槍支	N;NOM;FEM;PL	N
zbrane	槍械	zbraň	槍械	N;NOM;FEM;PL	N
zbrane	軍	zbraň	軍	N;NOM;FEM;PL	N
toky	流	tok	流	N;INAN;NOM;MASC;PL	N
toky	溪流	tok	溪流	N;INAN;NOM;MASC;PL	N
pravidelne	經常	pravidelne	經常	ADV	ADV
motorov	引擎	motor	引擎	N;INAN;GEN;MASC;PL	N
kráľovná	女王	kráľovná	女王	N;NOM;FEM;SG	N
kráľovná	皇后	kráľovná	皇后	N;NOM;FEM;SG	N
kráľovná	王后	kráľovná	王后	N;NOM;FEM;SG	N
dát	資料	dát	資料	N;GEN;FEM;PL	N
autori	作家	autori	作家	N;ANIM;NOM;MASC;PL	N
autori	作者	autori	作者	N;ANIM;NOM;MASC;PL	N
autori	作者	autori	作者	N;ANIM;NOM;MASC;PL	N
pravidlá	規則	pravidlo	規則	N;NOM;NEUT;PL	N
pravidlá	細則	pravidlo	細則	N;NOM;NEUT;PL	N
vzdelanie	教育	vzdelanie	教育	N;NOM;NEUT;SG	N
vzdelanie	學歷	vzdelanie	學歷	N;NOM;NEUT;SG	N
fotografie	照片	fotografia	照片	N;NOM;FEM;PL	N
fotografie	像片	fotografia	像片	N;NOM;FEM;PL	N
fotografie	攝影	fotografia	攝影	N;NOM;FEM;PL	N
fotografie	像片	fotografia	像片	N;NOM;FEM;PL	N
fotografie	照片	fotografia	照片	N;NOM;FEM;PL	N
vojsko	軍方	vojsko	軍方	N;NOM;NEUT;SG	N
vojsko	軍事	vojsko	軍事	N;NOM;NEUT;SG	N
vojsko	部隊	vojsko	部隊	N;NOM;NEUT;SG	N
vojsko	集團	vojsko	集團	N;NOM;NEUT;SG	N
vojsko	軍隊	vojsko	軍隊	N;NOM;NEUT;SG	N
vojsko	軍	vojsko	軍	N;NOM;NEUT;SG	N
vojsko	陸軍	vojsko	陸軍	N;NOM;NEUT;SG	N
navrhol	推薦	navrhnúť	推薦	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
mier	和平	mier	和平	N;INAN;NOM;MASC;SG	N
patrila	屬	patriť	屬	V;IPFV;FEM;SG;POS;PST;V.PTCP	V
bližšie	更	blízko	更	ADV;CMPR	ADV
bližšie	更	blízko	更	ADV;CMPR	ADV
preteky	種族	preteky	種族	N;INAN;NOM;MASC;PL	N
preteky	比賽	preteky	比賽	N;INAN;NOM;MASC;PL	N
preteky	賽	preteky	賽	N;INAN;NOM;MASC;PL	N
preteky	種族	preteky	種族	N;INAN;NOM;MASC;PL	N
preteky	競賽	preteky	競賽	N;INAN;NOM;MASC;PL	N
preteky	賽車	preteky	賽車	N;INAN;NOM;MASC;PL	N
tlak	壓力	tlak	壓力	N;INAN;NOM;MASC;SG	N
tlak	氣壓	tlak	氣壓	N;INAN;NOM;MASC;SG	N
vysoký	高大	vysoký	高大	ADJ;ANIM;NOM;MASC;SG	ADJ
stroj	機械	stroj	機械	N;INAN;NOM;MASC;SG	N
stroj	機	stroj	機	N;INAN;NOM;MASC;SG	N
stroj	機器	stroj	機器	N;INAN;NOM;MASC;SG	N
filozofi	哲學	filozofi	哲學	N;ANIM;NOM;MASC;PL	N
štít	盾牌	štít	盾牌	N;INAN;NOM;MASC;SG	N
štít	盾牌	štít	盾牌	N;INAN;NOM;MASC;SG	N
stroje	機械	stroj	機械	N;INAN;NOM;MASC;PL	N
stroje	機器	stroj	機器	N;INAN;NOM;MASC;PL	N
patrili	屬	patriť	屬	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V
budúcnosti	今後	budúcnosť	今後	N;DAT;FEM;SG	N
budúcnosti	將來	budúcnosť	將來	N;DAT;FEM;SG	N
budúcnosti	未來	budúcnosť	未來	N;DAT;FEM;SG	N
štruktúra	紋理	štruktúra	紋理	N;NOM;FEM;SG	N
štruktúra	結構	štruktúra	結構	N;NOM;FEM;SG	N
priebeh	進步	priebeh	進步	N;INAN;NOM;MASC;SG	N
priebeh	進度	priebeh	進度	N;INAN;NOM;MASC;SG	N
publicista	公關	publicista	公關	N;ANIM;NOM;MASC;SG	N
princíp	原則	princíp	原則	N;INAN;NOM;MASC;SG	N
princíp	原理	princíp	原理	N;INAN;NOM;MASC;SG	N
používali	使用	používať	使用	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V
operácie	手術	operácia	手術	N;NOM;FEM;PL	N
operácie	行動	operácia	行動	N;NOM;FEM;PL	N
ryby	魚類	ryba	魚類	N;NOM;FEM;PL	N
ryby	魚	ryba	魚	N;NOM;FEM;PL	N
ryby	魚兒	ryba	魚兒	N;NOM;FEM;PL	N
inžinier	工程	inžinker	工程	N;ANIM;NOM;MASC;SG	N
vedúci	經理	vedúci	經理	N;ANIM;NOM;MASC;SG	N
vedúci	經理	vedúci	經理	N;ANIM;NOM;MASC;SG	N
vedúci	鉛	vedúci	鉛	N;ANIM;NOM;MASC;SG	N
muž	男性	muž	男性	N;ANIM;NOM;MASC;SG	N
muž	男	muž	男	N;ANIM;NOM;MASC;SG	N
muž	人	muž	人	N;ANIM;NOM;MASC;SG	N
muž	男人	muž	男人	N;ANIM;NOM;MASC;SG	N
mix	組合	mix	組合	N;INAN;NOM;MASC;SG	N
gitarista	吉他	gitarista	吉他	N;ANIM;NOM;MASC;SG	N
kameň	石	kameň	石	N;INAN;NOM;MASC;SG	N
kameň	石頭	kameň	石頭	N;INAN;NOM;MASC;SG	N
kameň	岩	kameň	岩	N;INAN;NOM;MASC;SG	N
kameň	岩石	kameň	岩石	N;INAN;NOM;MASC;SG	N
kameň	石頭	kameň	石頭	N;INAN;NOM;MASC;SG	N
kameň	搖滾	kameň	搖滾	N;INAN;NOM;MASC;SG	N
pôdy	土壤	pôda	土壤	N;NOM;FEM;PL	N
pôdy	陸地	pôda	陸地	N;NOM;FEM;PL	N
pôdy	土地	pôda	土地	N;NOM;FEM;PL	N
pôdy	泥土	pôda	泥土	N;NOM;FEM;PL	N
pôdy	土壤	pôda	土壤	N;NOM;FEM;PL	N
pôdy	土	pôda	土	N;NOM;FEM;PL	N
správu	留言	správa	留言	N;ACC;FEM;SG	N
správu	訊息	správa	訊息	N;ACC;FEM;SG	N
správu	信件	správa	信件	N;ACC;FEM;SG	N
vhodné	合適	vhodný	合適	ADJ;NOM;NEUT;SG	ADJ
gymnázium	文法	gymnázium	文法	N;NOM;NEUT;SG	N
gymnázium	語法	gymnázium	語法	N;NOM;NEUT;SG	N
gymnázium	體育	gymnázium	體育	N;NOM;NEUT;SG	N
systémov	系統	systém	系統	N;INAN;GEN;MASC;PL	N
zmluva	合同	zmluva	合同	N;NOM;FEM;SG	N
zmluva	合約	zmluva	合約	N;NOM;FEM;SG	N
zmluva	條約	zmluva	條約	N;NOM;FEM;SG	N
zvyšok	殘渣	zvyšok	殘渣	N;INAN;NOM;MASC;SG	N
úlohy	任務	úloha	任務	N;NOM;FEM;PL	N
úlohy	作用	úloha	作用	N;NOM;FEM;PL	N
úlohy	角色	úloha	角色	N;NOM;FEM;PL	N
úlohy	任務	úloha	任務	N;NOM;FEM;PL	N
úlohy	作業	úloha	作業	N;NOM;FEM;PL	N
úlohy	功課	úloha	功課	N;NOM;FEM;PL	N
klávesy	按鍵	kláves	按鍵	N;INAN;NOM;MASC;PL	N
klávesy	鍵	kláves	鍵	N;INAN;NOM;MASC;PL	N
klávesy	鍵盤	kláves	鍵盤	N;INAN;NOM;MASC;PL	N
novinár	記者	novinár	記者	N;ANIM;NOM;MASC;SG	N
trhu	市場	trh	市場	N;INAN;GEN;MASC;SG	N
trhu	市場	trh	市場	N;INAN;GEN;MASC;SG	N
linky	線	linka	線	N;NOM;FEM;PL	N
linky	線	linka	線	N;NOM;FEM;PL	N
diaľnica	公路	diaľnica	公路	N;NOM;FEM;SG	N
trh	市場	trh	市場	N;INAN;NOM;MASC;SG	N
prevádzky	設施	prevádzka	設施	N;NOM;FEM;PL	N
prevádzky	裝置	prevádzka	裝置	N;NOM;FEM;PL	N
láska	戀愛	láska	戀愛	N;NOM;FEM;SG	N
láska	愛情	láska	愛情	N;NOM;FEM;SG	N
hotel	飯店	hotel	飯店	N;INAN;NOM;MASC;SG	N
hotel	酒店	hotel	酒店	N;INAN;NOM;MASC;SG	N
hotel	賓館	hotel	賓館	N;INAN;NOM;MASC;SG	N
hotel	旅館	hotel	旅館	N;INAN;NOM;MASC;SG	N
index	索引	index	索引	N;INAN;NOM;MASC;SG	N
index	指數	index	指數	N;INAN;NOM;MASC;SG	N
štruktúry	結構	štruktúra	結構	N;NOM;FEM;PL	N
látok	物質	látok	物質	N;GEN;FEM;PL	N
hmotnosti	重量	hmotnosť	重量	N;NOM;FEM;PL	N
hmotnosti	體重	hmotnosť	體重	N;NOM;FEM;PL	N
hmotnosti	份量	hmotnosť	份量	N;NOM;FEM;PL	N
kapela	樂團	kapel	樂團	N;NOM;FEM;SG	N
kapela	樂隊	kapel	樂隊	N;NOM;FEM;SG	N
plán	計畫	plán	計畫	N;INAN;NOM;MASC;SG	N
atmosféry	氣氛	atmosféra	氣氛	N;NOM;FEM;PL	N
atmosféry	大氣	atmosféra	大氣	N;NOM;FEM;PL	N
atmosféry	大氣	atmosféra	大氣	N;NOM;FEM;PL	N
atmosféry	氛圍	atmosféra	氛圍	N;NOM;FEM;PL	N
osi	軸	osi	軸	N;NOM;FEM;SG	N
osi	軸心	osi	軸心	N;NOM;FEM;SG	N
osi	斧子	osi	斧子	N;NOM;FEM;SG	N
osi	軸線	osi	軸線	N;NOM;FEM;SG	N
osi	軸	osi	軸	N;NOM;FEM;SG	N
osi	軸心	osi	軸心	N;NOM;FEM;SG	N
stredisko	中心	stredisko	中心	N;NOM;NEUT;SG	N
dĺžky	長度	dĺžka	長度	N;NOM;FEM;PL	N
dĺžky	長度	dĺžka	長度	N;NOM;FEM;PL	N
milióna	百萬	milióna	百萬	NUM;NOM;MASC;SG	NUM
oceánu	大洋	oceán	大洋	N;INAN;GEN;MASC;SG	N
oceánu	洋	oceán	洋	N;INAN;GEN;MASC;SG	N
oceánu	海洋	oceán	海洋	N;INAN;GEN;MASC;SG	N
oceánu	海	oceán	海	N;INAN;GEN;MASC;SG	N
spisovateľka	作家	spisovateľka	作家	N;NOM;FEM;SG	N
spisovateľka	作者	spisovateľka	作者	N;NOM;FEM;SG	N
spisovateľka	編劇	spisovateľka	編劇	N;NOM;FEM;SG	N
osem	八	osem	八	NUM;NOM;NEUT;SG	NUM
osem	八	osem	八	NUM;NOM;NEUT;SG	NUM
postaviť	建	postaviť	建	V;PFV;POS;NFIN	V
postaviť	建立	postaviť	建立	V;PFV;POS;NFIN	V
prišli	抵達	prísť	抵達	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V
prišli	到	prísť	到	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V
dosiahnuť	實現	dosiahnuť	實現	V;PFV;POS;NFIN	V
medailu	獎章	medaila	獎章	N;ACC;FEM;SG	N
medailu	勳章	medaila	勳章	N;ACC;FEM;SG	N
medailu	獎牌	medaila	獎牌	N;ACC;FEM;SG	N
škôl	學校	škola	學校	N;GEN;FEM;PL	N
žiarenia	輻射	žiarenie	輻射	N;NOM;NEUT;PL	N
každého	每個	každý	每個	DET;ANIM;ACC;MASC;SG	DET
každého	每個	každý	每個	DET;ANIM;ACC;MASC;SG	DET
straty	虧損	strata	虧損	N;NOM;FEM;PL	N
straty	損失	strata	損失	N;NOM;FEM;PL	N
straty	虧損	strata	虧損	N;NOM;FEM;PL	N
straty	損失	strata	損失	N;NOM;FEM;PL	N
