lui	his	el	he	PRO;3	PRO;MASC;SG;3
autoritatile	authorities	autoritate	authority	N;DEF;FEM;PL	N;PL
autoritatile	authorities	autoritate	authority	N;DEF;FEM;PL	N;PL
vine	comes	veni	come	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
raspuns	answer	raspuns	answer	N;INDF;MASC;SG	N;SG
raspuns	response	raspuns	response	N;INDF;MASC;SG	N;SG
rezultate	results	rezultat	result	N;INDF;FEM;PL	N;PL
camera	room	cameră	room	N;DEF;FEM;SG	N;SG
camera	room	cameră	room	N;DEF;FEM;SG	N;SG
discutii	discussions	discut	discussion	N;INDF;FEM;PL	N;PL
discutii	discussions	discut	discussion	N;INDF;FEM;PL	N;PL
poezie	poem	poezie	poem	N;INDF;FEM;SG	N;SG
poezie	poetry	poezie	poetry	N;INDF;FEM;SG	N;SG
economic	economic	economic	economic	ADJ;INDF;MASC;SG	ADJ
obiecte	objects	obiect	object	N;INDF;FEM;PL	N;PL
consilier	adviser	consilier	adviser	N;INDF;MASC;SG	N;SG
consilier	counsellor	consilier	counsellor	N;INDF;MASC;SG	N;SG
consilier	counselor	consilier	counselor	N;INDF;MASC;SG	N;SG
consilier	advisor	consilier	advisor	N;INDF;MASC;SG	N;SG
secolele	centuries	secol	century	N;DEF;FEM;PL	N;PL
secretar	secretary	secretar	secretary	N;INDF;MASC;SG	N;SG
maxim	maximum	maxim	maximum	ADJ;INDF;MASC;SG	ADJ
transport	transportation	transport	transportation	N;INDF;MASC;SG	N;SG
transport	transport	transport	transport	N;INDF;MASC;SG	N;SG
coasta	coast	coastă	coast	N;DEF;FEM;SG	N;SG
coasta	rib	coastă	rib	N;DEF;FEM;SG	N;SG
coasta	coast	coastă	coast	N;DEF;FEM;SG	N;SG
lei	lions	leu	lion	N;INDF;MASC;PL	N;PL
exact	exactly	exact	exactly	ADV	ADV
cronica	chronic	cronică	chronic	N;DEF;FEM;SG	N;SG
grupuri	groups	grup	group	N;INDF;FEM;PL	N;PL
studiu	study	studiu	study	N;INDF;MASC;SG	N;SG
nota	note	notă	note	N;DEF;FEM;SG	N;SG
nota	note	notă	note	N;DEF;FEM;SG	N;SG
motive	reasons	motiv	reason	N;INDF;FEM;PL	N;PL
motive	pleas	motiv	pleas	N;INDF;FEM;PL	N;PL
pian	piano	pian	piano	N;INDF;MASC;SG	N;SG
directia	direction	directie	direction	N;DEF;FEM;SG	N;SG
directia	direction	directie	direction	N;DEF;FEM;SG	N;SG
comun	common	comun	common	ADJ;INDF;MASC;SG	ADJ
soldati	soldiers	soldat	soldier	N;INDF;MASC;PL	N;PL
soldati	soldiers	soldat	soldier	N;INDF;MASC;PL	N;PL
soldati	soldiers	soldat	soldier	N;INDF;MASC;PL	N;PL
administrativa	administrative	administrativ	administrative	ADJ;DEF;FEM;SG	ADJ
miliarde	billion	miliard	billion	NUM;INDF;FEM;PL	NUM
modelul	model	model	model	N;DEF;MASC;SG	N;SG
ortodoxe	orthodox	ortodox	orthodox	ADJ;INDF;FEM;PL	ADJ
necesare	necessary	necesar	necessary	ADJ;INDF;FEM;PL	ADJ
comentariu	comment	comentariu	comment	N;INDF;MASC;SG	N;SG
king	king	king	king	N;INDF;MASC;SG	N;SG
actuala	current	actual	current	ADJ;DEF;FEM;SG	ADJ
varful	tip	varf	tip	N;DEF;MASC;SG	N;SG
viitor	future	viitor	future	N;INDF;MASC;SG	N;SG
tanar	young	tanar	young	ADJ;INDF;MASC;SG	ADJ
subiectul	subject	subiect	subject	N;DEF;MASC;SG	N;SG
notabilitate	notability	notabilitate	notability	N;INDF;FEM;SG	N;SG
bronz	bronze	bronz	bronze	N;INDF;MASC;SG	N;SG
opere	operas	operă	opera	N;INDF;FEM;PL	N;PL
spatiul	space	spatiu	space	N;DEF;MASC;SG	N;SG
spatiul	space	spatiu	space	N;DEF;MASC;SG	N;SG
miscare	motion	miscare	motion	N;INDF;FEM;SG	N;SG
miscare	movement	miscare	movement	N;INDF;FEM;SG	N;SG
miscare	movement	miscare	movement	N;INDF;FEM;SG	N;SG
miscare	motion	miscare	motion	N;INDF;FEM;SG	N;SG
miscare	movement	miscare	movement	N;INDF;FEM;SG	N;SG
industria	industry	industrie	industry	N;DEF;FEM;SG	N;SG
femeie	woman	femeie	woman	N;INDF;FEM;SG	N;SG
femeie	female	femeie	female	N;INDF;FEM;SG	N;SG
medic	physician	medic	physician	N;INDF;MASC;SG	N;SG
medic	medic	medic	medic	N;INDF;MASC;SG	N;SG
comandant	commandant	comandant	commandant	N;INDF;MASC;SG	N;SG
comandant	commander	comandant	commander	N;INDF;MASC;SG	N;SG
tehnica	technique	tehnică	technique	N;DEF;FEM;SG	N;SG
tehnica	technique	tehnică	technique	N;DEF;FEM;SG	N;SG
documente	documents	document	document	N;INDF;FEM;PL	N;PL
volum	volume	volum	volume	N;INDF;MASC;SG	N;SG
meciuri	matches	meci	match	N;INDF;FEM;PL	N;PL
baia	bathroom	baie	bathroom	N;DEF;FEM;SG	N;SG
corp	body	corp	body	N;INDF;MASC;SG	N;SG
servicii	services	serviciu	service	N;INDF;FEM;PL	N;PL
colectia	collection	colectie	collection	N;DEF;FEM;SG	N;SG
colectia	collection	colectie	collection	N;DEF;FEM;SG	N;SG
scriitorilor	writers	scriitor	writer	N;DEF;MASC;PL	N;PL
crestere	increase	crestere	increase	N;INDF;FEM;SG	N;SG
crestere	growth	crestere	growth	N;INDF;FEM;SG	N;SG
crestere	growth	crestere	growth	N;INDF;FEM;SG	N;SG
house	house	hou	house	N;INDF;MASC;SG	N;SG
caracter	character	caracter	character	N;INDF;MASC;SG	N;SG
valign	valign	valign	valign		
teritoriu	territory	teritoriu	territory	N;INDF;MASC;SG	N;SG
speciale	special	special	special	ADJ;INDF;FEM;PL	ADJ
marin	marine	marin	marine	N;INDF;MASC;SG	N;SG
albume	albums	album	album	N;INDF;FEM;PL	N;PL
productia	production	productie	production	N;DEF;FEM;SG	N;SG
conflict	conflict	conflict	conflict	N;INDF;MASC;SG	N;SG
organizarea	organisation	organizare	organisation	N;DEF;FEM;SG	N;SG
capul	head	cap	head	N;DEF;MASC;SG	N;SG
nimeni	nobody	nimeni	nobody	PRO;SG;3	PRO;SG
aparare	defence	aparare	defence	N;INDF;FEM;SG	N;SG
aparare	defense	aparare	defense	N;INDF;FEM;SG	N;SG
aparare	defence	aparare	defence	N;INDF;FEM;SG	N;SG
aparare	defense	aparare	defense	N;INDF;FEM;SG	N;SG
sensul	meaning	sens	meaning	N;DEF;MASC;SG	N;SG
jocuri	games	joc	game	N;INDF;FEM;PL	N;PL
revolutia	revolution	revolutie	revolution	N;DEF;FEM;SG	N;SG
revolutia	revolution	revolutie	revolution	N;DEF;FEM;SG	N;SG
categorii	categories	categorie	category	N;INDF;FEM;PL	N;PL
noapte	night	noapte	night	N;INDF;FEM;SG	N;SG
acces	access	acces	access	N;INDF;MASC;SG	N;SG
matematica	mathematics	matematică	mathematics	N;DEF;FEM;SG	N;SG
matematica	math	matematică	math	N;DEF;FEM;SG	N;SG
matematica	mathematics	matematică	mathematics	N;DEF;FEM;SG	N;SG
matematica	math	matematică	math	N;DEF;FEM;SG	N;SG
specifice	specific	specific	specific	ADJ;INDF;FEM;PL	ADJ
primeste	receives	primi	receive	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
povestiri	stories	povestire	story	N;INDF;FEM;PL	N;PL
scor	score	scor	score	N;INDF;MASC;SG	N;SG
guvern	government	guvern	government	N;INDF;MASC;SG	N;SG
occidental	occidental	occidental	occidental	ADJ;INDF;MASC;SG	ADJ
occidental	western	occidental	western	ADJ;INDF;MASC;SG	ADJ
posibilitatea	possibility	posibilitate	possibility	N;DEF;FEM;SG	N;SG
adevarat	true	adevarat	true	ADJ;INDF;MASC;SG	ADJ
adevarat	true	adevarat	true	ADJ;INDF;MASC;SG	ADJ
realizarea	realisation	realizare	realisation	N;DEF;FEM;SG	N;SG
realizarea	realization	realizare	realization	N;DEF;FEM;SG	N;SG
copiii	kids	copil	kid	N;DEF;MASC;PL	N;PL
copiii	children	copil	child	N;DEF;MASC;PL	N;PL
studiul	study	studiu	study	N;DEF;MASC;SG	N;SG
cuvant	word	cuvant	word	N;INDF;MASC;SG	N;SG
cuvant	word	cuvant	word	N;INDF;MASC;SG	N;SG
independent	independently	independent	independently	ADV	ADV
sprijinul	support	sprijin	support	N;DEF;MASC;SG	N;SG
moderna	modern	moderna	modern	ADJ;DEF;FEM;SG	ADJ
moderna	modern	moderna	modern	ADJ;DEF;FEM;SG	ADJ
calificat	qualified	califica	qualified	ADJ;INDF;MASC;SG	ADJ
puternica	strong	puternic	strong	ADJ;DEF;FEM;SG	ADJ
puternica	strong	puternic	strong	ADJ;DEF;FEM;SG	ADJ
puternica	powerful	puternic	powerful	ADJ;DEF;FEM;SG	ADJ
scorul	score	scor	score	N;DEF;MASC;SG	N;SG
relatii	relationships	relatie	relationship	N;INDF;FEM;PL	N;PL
relatii	relations	relatie	relation	N;INDF;FEM;PL	N;PL
relatii	relationships	relatie	relationship	N;INDF;FEM;PL	N;PL
relatii	relations	relatie	relation	N;INDF;FEM;PL	N;PL
ordine	order	ordine	order	N;INDF;FEM;SG	N;SG
html	html	html	html	N;INDF;MASC;SG	N;SG
trait	lived	trai	live	V;MASC;SG;V.PTCP	V;PST;V.PTCP
trait	lived	trai	live	V;MASC;SG;V.PTCP	V;PST;V.PTCP
pro	pros	prubi	pro	N;INDF	N;PL
partial	partial	partial	partial	ADJ;INDF;MASC;SG	ADJ
forta	force	forta	force	N;DEF;FEM;SG	N;SG
forta	force	forta	force	N;DEF;FEM;SG	N;SG
forta	strength	forta	strength	N;DEF;FEM;SG	N;SG
forta	force	forta	force	N;DEF;FEM;SG	N;SG
modern	modern	modern	modern	ADJ;INDF;MASC;SG	ADJ
larga	wide	larg	wide	ADJ;DEF;FEM;SG	ADJ
critic	critical	critic	critical	ADJ;INDF;MASC;SG	ADJ
programul	program	program	program	N;DEF;MASC;SG	N;SG
programul	programme	program	programme	N;DEF;MASC;SG	N;SG
programul	schedule	program	schedule	N;DEF;MASC;SG	N;SG
formatul	format	format	format	N;DEF;MASC;SG	N;SG
asociatia	association	asociatie	association	N;DEF;FEM;SG	N;SG
asociatia	association	asociatie	association	N;DEF;FEM;SG	N;SG
spectatori	spectators	spectator	spectator	N;INDF;MASC;PL	N;PL
spectatori	viewers	spectator	viewer	N;INDF;MASC;PL	N;PL
personaje	characters	personaj	character	N;INDF;FEM;PL	N;PL
trupa	band	trupă	band	N;DEF;FEM;SG	N;SG
trupa	band	trupă	band	N;DEF;FEM;SG	N;SG
trupa	troop	trupă	troop	N;DEF;FEM;SG	N;SG
inalta	high	inalta	high	ADJ;DEF;FEM;SG	ADJ
inalta	tall	inalta	tall	ADJ;DEF;FEM;SG	ADJ
inalta	high	inalta	high	ADJ;DEF;FEM;SG	ADJ
inalta	tall	inalta	tall	ADJ;DEF;FEM;SG	ADJ
formarea	formation	formare	formation	N;DEF;FEM;SG	N;SG
disc	disk	disc	disk	N;INDF;MASC;SG	N;SG
activitati	activities	activitati	activity	N;INDF;FEM;PL	N;PL
activitati	activities	activitati	activity	N;INDF;FEM;PL	N;PL
suferit	suffered	suferi	suffer	V;MASC;SG;V.PTCP	V;PST;V.PTCP
champagne	champagne	champagn	champagne	N;INDF;MASC;SG	N;SG
influenta	influence	influenta	influence	N;DEF;FEM;SG	N;SG
influenta	influence	influenta	influence	N;DEF;FEM;SG	N;SG
influenta	influence	influenta	influence	N;DEF;FEM;SG	N;SG
air	air	air	air	N;INDF;MASC;SG	N;SG
comerciale	commercial	comercial	commercial	ADJ;INDF;FEM;PL	ADJ
autonoma	autonomous	autonom	autonomous	ADJ;DEF;FEM;SG	ADJ
premiu	prize	premiu	prize	N;INDF;MASC;SG	N;SG
premiu	award	premiu	award	N;INDF;MASC;SG	N;SG
educatie	education	educatie	education	N;INDF;FEM;SG	N;SG
educatie	education	educatie	education	N;INDF;FEM;SG	N;SG
asezare	settlement	asezare	settlement	N;INDF;FEM;SG	N;SG
dimensiuni	dimensions	dimensiune	dimension	N;INDF;FEM;PL	N;PL
dimensiuni	sizes	dimensiune	size	N;INDF;FEM;PL	N;PL
activ	active	activ	active	ADJ;INDF;MASC;SG	ADJ
grad	grade	grad	grade	N;INDF;MASC;SG	N;SG
grad	grad	grad	grad	N;INDF;MASC;SG	N;SG
grad	degree	grad	degree	N;INDF;MASC;SG	N;SG
grad	rank	grad	rank	N;INDF;MASC;SG	N;SG
interviu	interview	interviu	interview	N;INDF;MASC;SG	N;SG
tratat	treaty	tratat	treaty	N;INDF;MASC;SG	N;SG
sisteme	systems	sistem	system	N;INDF;FEM;PL	N;PL
indicativ	indicative	indicativ	indicative	ADJ;INDF;MASC;SG	ADJ
arbitru	referee	arbitru	referee	N;INDF;MASC;SG	N;SG
arbitru	ref	arbitru	ref	N;INDF;MASC;SG	N;SG
jocul	game	joc	game	N;DEF;MASC;SG	N;SG
incredere	confidence	incredere	confidence	N;INDF;FEM;SG	N;SG
incredere	confidence	incredere	confidence	N;INDF;FEM;SG	N;SG
cantec	song	cantec	song	N;INDF;MASC;SG	N;SG
cantec	song	cantec	song	N;INDF;MASC;SG	N;SG
ajutor	help	ajutor	help	N;INDF;MASC;SG	N;SG
titular	holder	titular	holder	N;INDF;MASC;SG	N;SG
foc	fire	foc	fire	N;INDF;MASC;SG	N;SG
lege	law	lege	law	N;INDF;FEM;SG	N;SG
functii	functions	functie	function	N;INDF;FEM;PL	N;PL
exterior	exterior	exterior	exterior	N;INDF;MASC;SG	N;SG
catedrala	cathedral	catedrală	cathedral	N;DEF;FEM;SG	N;SG
catedrala	cathedral	catedrală	cathedral	N;DEF;FEM;SG	N;SG
starea	status	stare	status	N;DEF;FEM;SG	N;SG
maghiar	hungarian	maghiar	hungarian	ADJ;INDF;MASC;SG	ADJ
inchisoare	jail	inchisoare	jail	N;INDF;FEM;SG	N;SG
inchisoare	prison	inchisoare	prison	N;INDF;FEM;SG	N;SG
inchisoare	prison	inchisoare	prison	N;INDF;FEM;SG	N;SG
scriitori	writers	scriitor	writer	N;INDF;MASC;PL	N;PL
scoli	schools	scoli	school	N;INDF;FEM;PL	N;PL
scoli	schools	scoli	school	N;INDF;FEM;PL	N;PL
sectiunea	section	sectiune	section	N;DEF;FEM;SG	N;SG
sectiunea	section	sectiune	section	N;DEF;FEM;SG	N;SG
premiera	premiere	premiera	premiere	N;DEF;FEM;SG	N;SG
premiera	premiere	premiera	premiere	N;DEF;FEM;SG	N;SG
personale	personal	personal	personal	ADJ;INDF;FEM;PL	ADJ
istoricul	history	istoric	history	N;DEF;MASC;SG	N;SG
personaj	character	personaj	character	N;INDF;MASC;SG	N;SG
relatiile	relationships	relatie	relationship	N;DEF;FEM;PL	N;PL
relatiile	relations	relatie	relation	N;DEF;FEM;PL	N;PL
avioane	airplanes	avion	airplane	N;INDF;FEM;PL	N;PL
avioane	aeroplanes	avion	aeroplane	N;INDF;FEM;PL	N;PL
avioane	planes	avion	plane	N;INDF;FEM;PL	N;PL
colegiul	college	colegiu	college	N;DEF;MASC;SG	N;SG
securitate	security	securitate	security	N;INDF;FEM;SG	N;SG
originea	origin	origine	origin	N;DEF;FEM;SG	N;SG
muntele	mountain	munte	mountain	N;DEF;MASC;SG	N;SG
muntele	mount	munte	mount	N;DEF;MASC;SG	N;SG
inginer	engineer	inginer	engineer	N;INDF;MASC;SG	N;SG
gura	mouth	gură	mouth	N;DEF;FEM;SG	N;SG
gura	mouth	gură	mouth	N;DEF;FEM;SG	N;SG
datele	dates	dată	date	N;DEF;FEM;PL	N;PL
natura	nature	natură	nature	N;DEF;FEM;SG	N;SG
natura	nature	natură	nature	N;DEF;FEM;SG	N;SG
anual	yearly	anual	yearly	ADV	ADV
marginea	edge	margine	edge	N;DEF;FEM;SG	N;SG
parasit	forsaken	parasi	forsaken	ADJ;INDF;MASC;SG	ADJ
teritoriile	territories	teritoriu	territory	N;DEF;FEM;PL	N;PL
titluri	headlines	titlu	headline	N;INDF;FEM;PL	N;PL
titluri	titles	titlu	title	N;INDF;FEM;PL	N;PL
galeria	gallery	galerie	gallery	N;DEF;FEM;SG	N;SG
piesa	piece	piesă	piece	N;DEF;FEM;SG	N;SG
casatorie	marriage	casatorie	marriage	N;INDF;FEM;SG	N;SG
casatorie	marriage	casatorie	marriage	N;INDF;FEM;SG	N;SG
linii	lines	linie	line	N;INDF;FEM;PL	N;PL
filozofie	philosophy	filozofie	philosophy	N;INDF;FEM;SG	N;SG
litere	letters	literă	letter	N;INDF;FEM;PL	N;PL
locala	local	locală	local	ADJ;DEF;FEM;SG	ADJ
practic	basically	practic	basically	ADV	ADV
practic	practically	practic	practically	ADV	ADV
parintii	parents	parinte	parent	N;DEF;MASC;PL	N;PL
parintii	parents	parinte	parent	N;DEF;MASC;PL	N;PL
arhitectura	architecture	arhitectură	architecture	N;DEF;FEM;SG	N;SG
arhitectura	architecture	arhitectură	architecture	N;DEF;FEM;SG	N;SG
regiunile	regions	regiune	region	N;DEF;FEM;PL	N;PL
scena	scene	scenă	scene	N;DEF;FEM;SG	N;SG
scena	scene	scenă	scene	N;DEF;FEM;SG	N;SG
feminin	feminine	feminin	feminine	ADJ;INDF;MASC;SG	ADJ
scadere	decrease	scădere	decrease	N;INDF;FEM;SG	N;SG
sotie	wife	sotie	wife	N;INDF;FEM;SG	N;SG
sotie	wife	sotie	wife	N;INDF;FEM;SG	N;SG
drepturi	rights	drept	rights	N;INDF;FEM;PL	N;PL
cimitirul	cemetery	cimitir	cemetery	N;DEF;MASC;SG	N;SG
cimitirul	graveyard	cimitir	graveyard	N;DEF;MASC;SG	N;SG
practica	practice	practică	practice	N;DEF;FEM;SG	N;SG
practica	practice	practică	practice	N;DEF;FEM;SG	N;SG
magazine	stores	magazine	store	N;INDF;FEM;PL	N;PL
magazine	shops	magazine	shop	N;INDF;FEM;PL	N;PL
cladiri	buildings	cladire	building	N;INDF;FEM;PL	N;PL
cladiri	buildings	cladire	building	N;INDF;FEM;PL	N;PL
cota	quota	cotă	quota	N;DEF;FEM;SG	N;SG
cota	quota	cotă	quota	N;DEF;FEM;SG	N;SG
unitatea	unity	unitate	unity	N;DEF;FEM;SG	N;SG
unitatea	unit	unitate	unit	N;DEF;FEM;SG	N;SG
act	act	act	act	N;INDF;MASC;SG	N;SG
editor	publisher	editor	publisher	N;INDF;MASC;SG	N;SG
editor	editor	editor	editor	N;INDF;MASC;SG	N;SG
exemple	examples	exemplu	example	N;INDF;FEM;PL	N;PL
alegeri	elections	alegere	election	N;INDF;FEM;PL	N;PL
serviciul	service	serviciu	service	N;DEF;MASC;SG	N;SG
personala	personal	personal	personal	ADJ;DEF;FEM;SG	ADJ
personala	personal	personal	personal	ADJ;DEF;FEM;SG	ADJ
poezii	poems	poezie	poem	N;INDF;FEM;PL	N;PL
viitorul	future	viitor	future	N;DEF;MASC;SG	N;SG
ofiter	officer	ofiter	officer	N;INDF;MASC;SG	N;SG
ofiter	officer	ofiter	officer	N;INDF;MASC;SG	N;SG
ofiter	officer	ofiter	officer	N;INDF;MASC;SG	N;SG
iarna	winter	iarnă	winter	N;DEF;FEM;SG	N;SG
iarna	winter	iarnă	winter	N;DEF;FEM;SG	N;SG
link	link	link	link	N;INDF;MASC;SG	N;SG
frecvent	frequently	frecvent	frequently	ADV	ADV
administrator	admin	administrator	admin	N;INDF;MASC;SG	N;SG
administrator	administrator	administrator	administrator	N;INDF;MASC;SG	N;SG
civile	civil	civil	civil	ADJ;INDF;FEM;PL	ADJ
catolic	catholic	catolic	catholic	ADJ;INDF;MASC;SG	ADJ
bizantin	byzantine	bizantin	byzantine	ADJ;INDF;MASC;SG	ADJ
problemele	problems	problemă	problem	N;DEF;FEM;PL	N;PL
ministerului	ministry	minister	ministry	N;DEF;MASC;SG	N;SG
cartierul	neighborhood	cartier	neighborhood	N;DEF;MASC;SG	N;SG
presa	press	presă	press	N;DEF;FEM;SG	N;SG
presa	media	presă	media	N;DEF;FEM;SG	N;SG
presa	media	presă	media	N;DEF;FEM;SG	N;SG
imperiu	empire	imperiu	empire	N;INDF;MASC;SG	N;SG
secret	secret	secret	secret	N;INDF;MASC;SG	N;SG
statia	station	statie	station	N;DEF;FEM;SG	N;SG
element	item	element	item	N;INDF;MASC;SG	N;SG
element	element	element	element	N;INDF;MASC;SG	N;SG
rosii	tomatoes	ros	tomatoe	N;INDF;FEM;PL	N;PL
rosii	tomatoes	ros	tomatoe	N;INDF;FEM;PL	N;PL
rosii	tomatoes	ros	tomatoe	N;INDF;FEM;PL	N;PL
localizare	location	localizare	location	N;INDF;FEM;SG	N;SG
localizare	localization	localizare	localization	N;INDF;FEM;SG	N;SG
ordin	order	ordin	order	N;INDF;MASC;SG	N;SG
capacitate	capacity	capacitate	capacity	N;INDF;FEM;SG	N;SG
capacitate	ability	capacitate	ability	N;INDF;FEM;SG	N;SG
arme	weapons	armă	weapon	N;INDF;FEM;PL	N;PL
arme	guns	armă	gun	N;INDF;FEM;PL	N;PL
stele	stars	stea	star	N;INDF;FEM;PL	N;PL
institutii	institutions	institutie	institution	N;INDF;FEM;PL	N;PL
institutii	institutions	institutie	institution	N;INDF;FEM;PL	N;PL
cantece	songs	cantec	song	N;INDF;FEM;PL	N;PL
cantece	songs	cantec	song	N;INDF;FEM;PL	N;PL
federatia	federation	federatie	federation	N;DEF;FEM;SG	N;SG
federatia	federation	federatie	federation	N;DEF;FEM;SG	N;SG
comercial	commercial	comercial	commercial	ADJ;INDF;MASC;SG	ADJ
rss	rss	rss	rss	N;INDF;MASC;SG	N;SG
calitatea	quality	calitate	quality	N;DEF;FEM;SG	N;SG
jucatori	players	jucator	player	N;INDF;MASC;PL	N;PL
jucatori	players	jucator	player	N;INDF;MASC;PL	N;PL
trecerea	passing	trecere	passing	N;DEF;FEM;SG	N;SG
varianta	variant	variantă	variant	N;DEF;FEM;SG	N;SG
varianta	variant	variantă	variant	N;DEF;FEM;SG	N;SG
statuia	statue	statuie	statue	N;DEF;FEM;SG	N;SG
profesorul	professor	profesor	professor	N;DEF;MASC;SG	N;SG
tipul	type	tip	type	N;DEF;MASC;SG	N;SG
padurea	forest	padure	forest	N;DEF;FEM;SG	N;SG
contract	contract	contract	contract	N;INDF;MASC;SG	N;SG
repede	quickly	repede	quickly	ADV	ADV
condamnat	doomed	condamna	doom	ADJ;INDF;MASC;SG	ADJ
podul	bridge	pod	bridge	N;DEF;MASC;SG	N;SG
artistica	artistic	artistică	artistic	ADJ;DEF;FEM;SG	ADJ
limbile	languages	limbă	language	N;DEF;FEM;PL	N;PL
lungimea	length	lungime	length	N;DEF;FEM;SG	N;SG
mediul	environment	mediu	environment	N;DEF;MASC;SG	N;SG
tronul	throne	tron	throne	N;DEF;MASC;SG	N;SG
ansamblul	ensemble	ansamblu	ensemble	N;DEF;MASC;SG	N;SG
electric	electrical	electric	electrical	ADJ;INDF;MASC;SG	ADJ
electric	electric	electric	electric	ADJ;INDF;MASC;SG	ADJ
rezultatul	result	rezultat	result	N;DEF;MASC;SG	N;SG
recent	recently	recent	recently	ADV	ADV
societate	society	societate	society	N;INDF;FEM;SG	N;SG
protectie	protection	protectie	protection	N;INDF;FEM;SG	N;SG
protectie	protection	protectie	protection	N;INDF;FEM;SG	N;SG
concert	concert	concert	concert	N;INDF;MASC;SG	N;SG
arena	arena	arena	arena	N;DEF;FEM;SG	N;SG
arena	arena	arena	arena	N;DEF;FEM;SG	N;SG
motor	engine	motor	engine	N;INDF;MASC;SG	N;SG
motor	motor	motor	motor	N;INDF;MASC;SG	N;SG
grupa	group	grupă	group	N;DEF;FEM;SG	N;SG
grupa	group	grupă	group	N;DEF;FEM;SG	N;SG
grupa	squad	grupă	squad	N;DEF;FEM;SG	N;SG
redactor	editor	redactor	editor	N;INDF;MASC;SG	N;SG
proiecte	projects	proiect	project	N;INDF;FEM;PL	N;PL
canalul	channel	canal	channel	N;DEF;MASC;SG	N;SG
obiect	object	obiect	object	N;INDF;MASC;SG	N;SG
companii	companies	companie	company	N;INDF;FEM;PL	N;PL
cartier	neighborhood	cartier	neighborhood	N;INDF;MASC;SG	N;SG
cartier	neighbourhood	cartier	neighbourhood	N;INDF;MASC;SG	N;SG
specialitate	speciality	specialitate	speciality	N;INDF;FEM;SG	N;SG
aspect	appearance	aspect	appearance	N;INDF;MASC;SG	N;SG
aspect	aspect	aspect	aspect	N;INDF;MASC;SG	N;SG
cladire	building	cladire	building	N;INDF;FEM;SG	N;SG
cladire	building	cladire	building	N;INDF;FEM;SG	N;SG
determinat	determined	determina	determined	ADJ;INDF;MASC;SG	ADJ
episod	episode	episod	episode	N;INDF;MASC;SG	N;SG
centre	centres	centru	centre	N;INDF;FEM;PL	N;PL
centre	centers	centru	center	N;INDF;FEM;PL	N;PL
actiunile	actions	actiune	action	N;DEF;FEM;PL	N;PL
debut	debut	debut	debut	N;INDF;MASC;SG	N;SG
episodul	episode	episod	episode	N;DEF;MASC;SG	N;SG
religioasa	religious	religios	religious	ADJ;DEF;FEM;SG	ADJ
religioasa	religious	religios	religious	ADJ;DEF;FEM;SG	ADJ
critica	criticism	critică	criticism	N;DEF;FEM;SG	N;SG
critica	criticism	critică	criticism	N;DEF;FEM;SG	N;SG
necesara	necessary	necesar	necessary	ADJ;DEF;FEM;SG	ADJ
necesara	necessary	necesar	necessary	ADJ;DEF;FEM;SG	ADJ
artisti	artists	artisti	artist	N;INDF;MASC;PL	N;PL
artisti	artists	artisti	artist	N;INDF;MASC;PL	N;PL
regional	regional	regional	regional	ADJ;INDF;MASC;SG	ADJ
regimentul	regiment	regiment	regiment	N;DEF;MASC;SG	N;SG
paginile	pages	pagină	page	N;DEF;FEM;PL	N;PL
net	net	net	net	N;INDF;MASC;SG	N;SG
faza	phase	fază	phase	N;DEF;FEM;SG	N;SG
faza	phase	fază	phase	N;DEF;FEM;SG	N;SG
laureat	laureate	laureat	laureate	N;INDF;MASC;SG	N;SG
memoria	memory	memorie	memory	N;DEF;FEM;SG	N;SG
mana	hand	mană	hand	N;DEF;FEM;SG	N;SG
mana	hand	mană	hand	N;DEF;FEM;SG	N;SG
mana	mana	mană	mana	N;DEF;FEM;SG	N;SG
mana	hand	mană	hand	N;DEF;FEM;SG	N;SG
rezultatele	results	rezultat	result	N;DEF;FEM;PL	N;PL
presupune	assumes	presupune	assume	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
geografice	geographic	geografic	geographic	ADJ;INDF;FEM;PL	ADJ
geografice	geographical	geografic	geographical	ADJ;INDF;FEM;PL	ADJ
domenii	domains	domeniu	domain	N;INDF;FEM;PL	N;PL
domenii	fields	domeniu	field	N;INDF;FEM;PL	N;PL
domenii	areas	domeniu	area	N;INDF;FEM;PL	N;PL
fondator	founder	fondator	founder	N;INDF;MASC;SG	N;SG
padure	forest	padure	forest	N;INDF;FEM;SG	N;SG
padure	forest	padure	forest	N;INDF;FEM;SG	N;SG
apele	waters	apă	water	N;DEF;FEM;PL	N;PL
fosta	former	fost	former	ADJ;DEF;FEM;SG	ADJ
asemanatoare	similar	asemanator	similar	ADJ;INDF;FEM	ADJ
document	document	document	document	N;INDF;MASC;SG	N;SG
evreilor	jews	evreu	jew	N;DEF;MASC;PL	N;PL
concurs	competition	concurs	competition	N;INDF;MASC;SG	N;SG
concurs	contest	concurs	contest	N;INDF;MASC;SG	N;SG
sol	soil	sol	soil	N;INDF;MASC;SG	N;SG
sol	ground	sol	ground	N;INDF;MASC;SG	N;SG
proprii	own	propriu	own	ADJ;INDF;PL	ADJ
statut	status	statut	status	N;INDF;MASC;SG	N;SG
nave	ships	navă	ship	N;INDF;FEM;PL	N;PL
