категория	類別	категория	類別	N;INDF;FEM;SG	N
улица	街道	улица	街道	N;INDF;FEM;SG	N
улица	街	улица	街	N;INDF;FEM;SG	N
арестуван	逮捕	арестувам	逮捕	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
арестуван	被	арестувам	被	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PASS
арестуван	拘捕	арестувам	拘捕	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
арестуван	被	арестувам	被	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PASS
седмица	星期	седмица	星期	N;INDF;FEM;SG	N
седмица	週	седмица	週	N;INDF;FEM;SG	N
изкуства	藝術	изкуство	藝術	N;INDF;NEUT;PL	N
свързана	相關	свържа	相關	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V
свещеник	祭司	свещеник	祭司	N;INDF;MASC;SG	N
дядо	爺爺	дядо	爺爺	N;INDF;MASC;SG	N
дядо	祖父	дядо	祖父	N;INDF;MASC;SG	N
природата	自然	природа	自然	N;DEF;FEM;SG	N
природата	性質	природа	性質	N;DEF;FEM;SG	N
идеи	想法	идея	想法	N;INDF;FEM;PL	N
речник	詞彙	речник	詞彙	N;INDF;MASC;SG	N
речник	詞彙	речник	詞彙	N;INDF;MASC;SG	N
речник	字彙	речник	字彙	N;INDF;MASC;SG	N
речник	詞典	речник	詞典	N;INDF;MASC;SG	N
речник	字典	речник	字典	N;INDF;MASC;SG	N
партньор	伴侶	партньор	伴侶	N;INDF;MASC;SG	N
партньор	夥伴	партньор	夥伴	N;INDF;MASC;SG	N
партньор	搭檔	партньор	搭檔	N;INDF;MASC;SG	N
турнири	錦標	турнир	錦標	N;INDF;MASC;PL	N
атака	襲擊	атака	襲擊	N;INDF;FEM;SG	N
мъжка	男性	мъжка	男性	N;INDF;FEM;SG	N
мъжка	男	мъжка	男	N;INDF;FEM;SG	N
бежанци	難民	бежанец	難民	N;INDF;MASC;PL	N
чужбина	海外	чужбина	海外	N;INDF;FEM;SG	N
чужбина	國外	чужбина	國外	N;INDF;FEM;SG	N
чужбина	國外	чужбина	國外	N;INDF;FEM;SG	N
ляв	左側	ляв	左側	N;INDF;MASC;SG	N
ляв	左	ляв	左	N;INDF;MASC;SG	N
ляв	左翼	ляв	左翼	N;INDF;MASC;SG	N
ляв	左邊	ляв	左邊	N;INDF;MASC;SG	N
класа	階級	клас	階級	N;DEF;MASC;SG	N
класа	類	клас	類	N;DEF;MASC;SG	N
класа	類別	клас	類別	N;DEF;MASC;SG	N
класа	課堂	клас	課堂	N;DEF;MASC;SG	N
класа	班級	клас	班級	N;DEF;MASC;SG	N
финал	決賽	финал	決賽	N;INDF;MASC;SG	N
чин	下巴	чин	下巴	N;INDF;MASC;SG	N
нощта	夜晚	нощ	夜晚	N;DEF;FEM;SG	N
нощта	晚上	нощ	晚上	N;DEF;FEM;SG	N
нощта	夜	нощ	夜	N;DEF;FEM;SG	N
ресурси	資源	ресурс	資源	N;INDF;MASC;PL	N
ресурси	資源	ресурс	資源	N;INDF;MASC;PL	N
специалност	專長	специалност	專長	N;INDF;FEM;SG	N
специалност	專業	специалност	專業	N;INDF;FEM;SG	N
специалност	專長	специалност	專長	N;INDF;FEM;SG	N
самолет	飛機	самолет	飛機	N;INDF;MASC;SG	N
самолет	平面	самолет	平面	N;INDF;MASC;SG	N
самолет	飛機	самолет	飛機	N;INDF;MASC;SG	N
градина	園	градина	園	N;INDF;FEM;SG	N
градина	園林	градина	園林	N;INDF;FEM;SG	N
градина	花園	градина	花園	N;INDF;FEM;SG	N
градина	園藝	градина	園藝	N;INDF;FEM;SG	N
науката	科學	наука	科學	N;DEF;FEM;SG	N
дейности	活動	дейност	活動	N;INDF;FEM;PL	N
жанрове	流派	жанър	流派	N;INDF;MASC;PL	N
тур	游	тур	游	N;INDF;MASC;SG	N
тур	導覽	тур	導覽	N;INDF;MASC;SG	N
тур	旅遊	тур	旅遊	N;INDF;MASC;SG	N
ученици	學生	ученик	學生	N;INDF;MASC;PL	N
важен	重要	важен	重要	ADJ;INDF;MASC;SG	ADJ
вестници	報紙	вестник	報紙	N;INDF;MASC;PL	N
вестници	報	вестник	報	N;INDF;MASC;PL	N
вестници	報章	вестник	報章	N;INDF;MASC;PL	N
вестници	報章	вестник	報章	N;INDF;MASC;PL	N
вестници	報刊	вестник	報刊	N;INDF;MASC;PL	N
вестници	論文	вестник	論文	N;INDF;MASC;PL	N
клетки	細胞	клетък	細胞	N;INDF;FEM;PL	N
клетки	籠子	клетък	籠子	N;INDF;FEM;PL	N
бозайник	哺乳	бозайник	哺乳	N;INDF;MASC;SG	N
промишленост	工業	промишленост	工業	N;INDF;FEM;SG	N
промишленост	產業	промишленост	產業	N;INDF;FEM;SG	N
промишленост	行業	промишленост	行業	N;INDF;FEM;SG	N
промишленост	業界	промишленост	業界	N;INDF;FEM;SG	N
агенция	機構	агенция	機構	N;INDF;FEM;SG	N
учители	教師	учител	教師	N;INDF;MASC;PL	N
карти	紙牌	карта	紙牌	N;INDF;FEM;PL	N
карти	卡片	карта	卡片	N;INDF;FEM;PL	N
карти	牌	карта	牌	N;INDF;FEM;PL	N
карти	地圖	карта	地圖	N;INDF;FEM;PL	N
кино	電影	кино	電影	N;INDF;NEUT;SG	N
кино	電影	кино	電影	N;INDF;NEUT;SG	N
кино	戲院	кино	戲院	N;INDF;NEUT;SG	N
лицето	臉	лице	臉	N;DEF;NEUT;SG	N
лицето	臉部	лице	臉部	N;DEF;NEUT;SG	N
киселина	酸	киселина	酸	N;INDF;FEM;SG	N
киселина	酸性	киселина	酸性	N;INDF;FEM;SG	N
традиция	傳統	традиция	傳統	N;INDF;FEM;SG	N
инструмент	儀器	инструмент	儀器	N;INDF;MASC;SG	N
инструмент	樂器	инструмент	樂器	N;INDF;MASC;SG	N
инструмент	文書	инструмент	文書	N;INDF;MASC;SG	N
инструмент	工具	инструмент	工具	N;INDF;MASC;SG	N
градче	城鎮	градче	城鎮	N;INDF;NEUT;SG	N
градче	鎮	градче	鎮	N;INDF;NEUT;SG	N
свързан	相關	свържа	相關	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
паметници	古蹟	паметник	古蹟	N;INDF;MASC;PL	N
модели	模型	модел	模型	N;INDF;MASC;PL	N
модели	模特	модел	模特	N;INDF;MASC;PL	N
модели	型號	модел	型號	N;INDF;MASC;PL	N
модели	模特	модел	模特	N;INDF;MASC;PL	N
северозапад	西北	северозапад	西北	N;INDF;MASC;SG	N
летище	機場	летище	機場	N;INDF;NEUT;SG	N
природа	自然	природа	自然	N;INDF;FEM;SG	N
природа	性質	природа	性質	N;INDF;FEM;SG	N
мисията	任務	мисия	任務	N;DEF;FEM;SG	N
събитие	事件	събитие	事件	N;INDF;NEUT;SG	N
събитие	活動	събитие	活動	N;INDF;NEUT;SG	N
островите	群島	остров	群島	N;DEF;FEM;PL	N
островите	島嶼	остров	島嶼	N;DEF;FEM;PL	N
версии	版本	версия	版本	N;INDF;FEM;PL	N
парламента	國會	парламент	國會	N;DEF;MASC;SG	N
парламента	議會	парламент	議會	N;DEF;MASC;SG	N
сценарий	劇本	сценарий	劇本	N;INDF;MASC;SG	N
сценарий	編劇	сценарий	編劇	N;INDF;MASC;SG	N
сценарий	電影	сценарий	電影	N;INDF;MASC;SG	N
сценарий	情景	сценарий	情景	N;INDF;MASC;SG	N
сценарий	劇本	сценарий	劇本	N;INDF;MASC;SG	N
оръжия	武器	оръжие	武器	N;INDF;NEUT;PL	N
оръжия	兵器	оръжие	兵器	N;INDF;NEUT;PL	N
оръжия	槍支	оръжие	槍支	N;INDF;NEUT;PL	N
оръжия	槍械	оръжие	槍械	N;INDF;NEUT;PL	N
оръжия	軍	оръжие	軍	N;INDF;NEUT;PL	N
инженер	工程	инженер	工程	N;INDF;MASC;SG	N
увеличава	增加	увеличавам-(се)	增加	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
диалект	話	диалект	話	N;INDF;MASC;SG	N
диалект	方言	диалект	方言	N;INDF;MASC;SG	N
тежки	嚴重	тежък	嚴重	ADJ;INDF;PL	ADJ
нос	角	нос	角	N;INDF;MASC;SG	N
нос	鼻	нос	鼻	N;INDF;MASC;SG	N
нос	鼻子	нос	鼻子	N;INDF;MASC;SG	N
картата	地圖	карта	地圖	N;DEF;FEM;SG	N
труда	勞工	труд	勞工	N;DEF;MASC;SG	N
търсене	搜尋	търсене	搜尋	N;INDF;NEUT;SG	N
процеси	審判	процес	審判	N;INDF;MASC;PL	N
предложение	優惠	предложение	優惠	N;INDF;NEUT;SG	N
предложение	命題	предложение	命題	N;INDF;NEUT;SG	N
предложение	提案	предложение	提案	N;INDF;NEUT;SG	N
директно	直接	директно	直接	ADV	ADV
директно	直接	директно	直接	ADV	ADV
затвора	監獄	затвор	監獄	N;DEF;MASC;SG	N
надпис	標題	надпис	標題	N;INDF;MASC;SG	N
конкурс	競爭	конкурс	競爭	N;INDF;MASC;SG	N
конкурс	競賽	конкурс	競賽	N;INDF;MASC;SG	N
конкурс	比賽	конкурс	比賽	N;INDF;MASC;SG	N
конкурс	競賽	конкурс	競賽	N;INDF;MASC;SG	N
личен	私人	личен	私人	ADJ;INDF;MASC;SG	ADJ
удар	中風	удар	中風	N;INDF;MASC;SG	N
удар	炸	удар	炸	N;INDF;MASC;SG	N
приятели	朋友	приятел	朋友	N;INDF;MASC;PL	N
приятели	好友	приятел	好友	N;INDF;MASC;PL	N
думите	詞語	дума	詞語	N;DEF;FEM;PL	N
думите	字	дума	字	N;DEF;FEM;PL	N
думите	詞	дума	詞	N;DEF;FEM;PL	N
климат	氣候	климат	氣候	N;INDF;MASC;SG	N
останки	殘骸	останка	殘骸	N;INDF;FEM;PL	N
различен	不同	различен	不同	ADJ;INDF;MASC;SG	ADJ
осъден	定罪	осъдя	定罪	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
осъден	判刑	осъдя	判刑	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
съдове	容器	съд	容器	N;INDF;MASC;PL	N
съдове	貨櫃	съд	貨櫃	N;INDF;MASC;PL	N
съдове	船隻	съд	船隻	N;INDF;MASC;PL	N
съдове	菜	съд	菜	N;INDF;MASC;PL	N
неделя	星期	неделя	星期	N;INDF;FEM;SG	N
неделя	週日	неделя	週日	N;INDF;FEM;SG	N
неделя	星期	неделя	星期	N;INDF;FEM;SG	N
неделя	周日	неделя	周日	N;INDF;FEM;SG	N
спечели	贏	спечеля	贏	V;PFV;IND;SG;3;PST;FIN;ACT	V
теорията	理論	теория	理論	N;DEF;FEM;SG	N
теорията	論	теория	論	N;DEF;FEM;SG	N
мерки	措施	мярка	措施	N;INDF;FEM;PL	N
качеството	素質	качество	素質	N;DEF;NEUT;SG	N
качеството	品質	качество	品質	N;DEF;NEUT;SG	N
качеството	優質	качество	優質	N;DEF;NEUT;SG	N
качеството	質量	качество	質量	N;DEF;NEUT;SG	N
граници	極限	граница	極限	N;INDF;FEM;PL	N
граници	限額	граница	限額	N;INDF;FEM;PL	N
граници	邊界	граница	邊界	N;INDF;FEM;PL	N
граници	界	граница	界	N;INDF;FEM;PL	N
граници	界	граница	界	N;INDF;FEM;PL	N
граници	邊界	граница	邊界	N;INDF;FEM;PL	N
граници	邊框	граница	邊框	N;INDF;FEM;PL	N
граници	邊境	граница	邊境	N;INDF;FEM;PL	N
жертви	犧牲	жертва	犧牲	N;INDF;FEM;PL	N
жертви	傷亡	жертва	傷亡	N;INDF;FEM;PL	N
жертви	死者	жертва	死者	N;INDF;FEM;PL	N
древна	古老	древен	古老	ADJ;INDF;FEM;SG	ADJ
опити	審判	опит	審判	N;INDF;MASC;PL	N
опити	試驗	опит	試驗	N;INDF;MASC;PL	N
опити	實驗	опит	實驗	N;INDF;MASC;PL	N
ръцете	手	ръка	手	N;DEF;FEM;PL	N
любовта	戀愛	любов	戀愛	N;DEF;FEM;SG	N
любовта	愛情	любов	愛情	N;DEF;FEM;SG	N
нужда	需求	нужда	需求	N;INDF;FEM;SG	N
махала	鄰里	махала	鄰里	N;INDF;FEM;SG	N
орбита	軌道	орбита	軌道	N;INDF;FEM;SG	N
концерт	音樂	концерт	音樂	N;INDF;MASC;SG	N
барабани	鼓	барабам	鼓	N;INDF;MASC;PL	N
барабани	鼓聲	барабам	鼓聲	N;INDF;MASC;PL	N
барабани	鼓	барабам	鼓	N;INDF;MASC;PL	N
въоръжение	軍備	въоръжение	軍備	N;INDF;NEUT;SG	N
въоръжение	軍備	въоръжение	軍備	N;INDF;NEUT;SG	N
желание	願望	желание	願望	N;INDF;NEUT;SG	N
желание	慾望	желание	慾望	N;INDF;NEUT;SG	N
желание	願望	желание	願望	N;INDF;NEUT;SG	N
мъж	男性	мъж	男性	N;INDF;MASC;SG	N
мъж	男	мъж	男	N;INDF;MASC;SG	N
мъж	人	мъж	人	N;INDF;MASC;SG	N
мъж	男人	мъж	男人	N;INDF;MASC;SG	N
споразумение	協定	споразумение	協定	N;INDF;NEUT;SG	N
споразумение	協議	споразумение	協議	N;INDF;NEUT;SG	N
трима	三	трима	三	NUM;INDF;PL	NUM
трима	三	трима	三	NUM;INDF;PL	NUM
правилата	規則	правило	規則	N;DEF;NEUT;PL	N
правилата	細則	правило	細則	N;DEF;NEUT;PL	N
избрани	選取	избера	選取	V;PFV;INDF;PL;V.PTCP;PASS	V
софтуер	軟體	софтуер	軟體	N;INDF;MASC;SG	N
помощник	助手	помощник	助手	N;INDF;MASC;SG	N
помощник	助理	помощник	助理	N;INDF;MASC;SG	N
освободен	獲釋	освободя-(се)	獲釋	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
освободен	解放	освободя-(се)	解放	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
допълнително	多餘	допълнително	多餘	ADV	ADV
наем	租賃	наем	租賃	N;INDF;MASC;SG	N
наем	租金	наем	租金	N;INDF;MASC;SG	N
наем	房租	наем	房租	N;INDF;MASC;SG	N
наем	租	наем	租	N;INDF;MASC;SG	N
наем	租金	наем	租金	N;INDF;MASC;SG	N
състезание	比賽	състезание	比賽	N;INDF;NEUT;SG	N
състезание	賽	състезание	賽	N;INDF;NEUT;SG	N
състезание	種族	състезание	種族	N;INDF;NEUT;SG	N
състезание	競賽	състезание	競賽	N;INDF;NEUT;SG	N
състезание	競爭	състезание	競爭	N;INDF;NEUT;SG	N
състезание	競賽	състезание	競賽	N;INDF;NEUT;SG	N
състезание	比賽	състезание	比賽	N;INDF;NEUT;SG	N
състезание	競賽	състезание	競賽	N;INDF;NEUT;SG	N
тенис	網球	тенис	網球	N;INDF;MASC;SG	N
свири	玩	свиря	玩	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
свири	播放	свиря	播放	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
североизток	東北	североизток	東北	N;INDF;MASC;SG	N
националност	國籍	националност	國籍	N;INDF;FEM;SG	N
следи	曲目	следя	曲目	N;INDF;FEM;PL	N
следи	軌道	следя	軌道	N;INDF;FEM;PL	N
следи	痕跡	следя	痕跡	N;INDF;FEM;PL	N
популярност	人氣	популярност	人氣	N;INDF;FEM;SG	N
ръководство	手冊	ръководство	手冊	N;INDF;NEUT;SG	N
ръководство	指南	ръководство	指南	N;INDF;NEUT;SG	N
ръководство	指引	ръководство	指引	N;INDF;NEUT;SG	N
ръководство	嚮導	ръководство	嚮導	N;INDF;NEUT;SG	N
събират	收集	събирам-(се)	收集	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
ефект	特效	ефект	特效	N;INDF;MASC;SG	N
ефект	效果	ефект	效果	N;INDF;MASC;SG	N
ефект	效應	ефект	效應	N;INDF;MASC;SG	N
ефект	特效	ефект	特效	N;INDF;MASC;SG	N
ефект	效應	ефект	效應	N;INDF;MASC;SG	N
ефект	效果	ефект	效果	N;INDF;MASC;SG	N
криза	危機	криза	危機	N;INDF;FEM;SG	N
задача	任務	задача	任務	N;INDF;FEM;SG	N
задача	任務	задача	任務	N;INDF;FEM;SG	N
клон	分行	клон	分行	N;INDF;MASC;SG	N
клон	分支	клон	分支	N;INDF;MASC;SG	N
принуден	被	принудя-(се)	被	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PASS
конференция	會議	конференция	會議	N;INDF;FEM;SG	N
предаване	傳輸	предаване	傳輸	N;INDF;NEUT;SG	N
баба	祖母	баба	祖母	N;INDF;FEM;SG	N
баба	奶奶	баба	奶奶	N;INDF;FEM;SG	N
лечение	治療	лечение	治療	N;INDF;NEUT;SG	N
лечение	治癒	лечение	治癒	N;INDF;NEUT;SG	N
лечение	療	лечение	療	N;INDF;NEUT;SG	N
продукт	商品	продукт	商品	N;INDF;MASC;SG	N
продукт	產品	продукт	產品	N;INDF;MASC;SG	N
продукт	產物	продукт	產物	N;INDF;MASC;SG	N
повърхност	表面	повърхност	表面	N;INDF;FEM;SG	N
повърхност	地面	повърхност	地面	N;INDF;FEM;SG	N
повърхност	地表	повърхност	地表	N;INDF;FEM;SG	N
опера	歌劇	опера	歌劇	N;INDF;FEM;SG	N
изграждане	大樓	изграждане	大樓	N;INDF;NEUT;SG	N
изграждане	建築	изграждане	建築	N;INDF;NEUT;SG	N
изграждане	施工	изграждане	施工	N;INDF;NEUT;SG	N
изграждане	建築	изграждане	建築	N;INDF;NEUT;SG	N
морето	大海	море	大海	N;DEF;NEUT;SG	N
морето	海上	море	海上	N;DEF;NEUT;SG	N
морето	海	море	海	N;DEF;NEUT;SG	N
марка	品牌	марка	品牌	N;INDF;FEM;SG	N
оркестър	樂團	оркестър	樂團	N;INDF;MASC;SG	N
оркестър	樂隊	оркестър	樂隊	N;INDF;MASC;SG	N
оркестър	管弦	оркестър	管弦	N;INDF;MASC;SG	N
оркестър	樂團	оркестър	樂團	N;INDF;MASC;SG	N
югоизток	東南	югоизток	東南	N;INDF;MASC;SG	N
звезди	星星	звезда	星星	N;INDF;FEM;PL	N
звезди	明星	звезда	明星	N;INDF;FEM;PL	N
звезди	星空	звезда	星空	N;INDF;FEM;PL	N
звезди	星	звезда	星	N;INDF;FEM;PL	N
звезди	恆星	звезда	恆星	N;INDF;FEM;PL	N
съпруг	丈夫	съпруг	丈夫	N;INDF;MASC;SG	N
шампионат	錦標	шампионат	錦標	N;INDF;MASC;SG	N
шампионат	錦標	шампионат	錦標	N;INDF;MASC;SG	N
храни	糧食	храна	糧食	N;INDF;FEM;PL	N
храни	食品	храна	食品	N;INDF;FEM;PL	N
храни	食物	храна	食物	N;INDF;FEM;PL	N
храни	動態	храна	動態	N;INDF;FEM;PL	N
храни	飼料	храна	飼料	N;INDF;FEM;PL	N
храни	食物	храна	食物	N;INDF;FEM;PL	N
храни	食品	храна	食品	N;INDF;FEM;PL	N
патриарх	族長	патриарх	族長	N;INDF;MASC;SG	N
познат	熟人	познат	熟人	N;INDF;MASC;SG	N
въздуха	空中	въздух	空中	N;DEF;MASC;SG	N
въздуха	航空	въздух	航空	N;DEF;MASC;SG	N
въздуха	空氣	въздух	空氣	N;DEF;MASC;SG	N
двора	院子	двор	院子	N;DEF;MASC;SG	N
двора	庭院	двор	庭院	N;DEF;MASC;SG	N
скали	崖	скала	崖	N;INDF;FEM;PL	N
скали	懸崖	скала	懸崖	N;INDF;FEM;PL	N
скали	崖	скала	崖	N;INDF;FEM;PL	N
скали	岩	скала	岩	N;INDF;FEM;PL	N
скали	岩石	скала	岩石	N;INDF;FEM;PL	N
скали	石頭	скала	石頭	N;INDF;FEM;PL	N
скали	搖滾	скала	搖滾	N;INDF;FEM;PL	N
скали	岩	скала	岩	N;INDF;FEM;PL	N
скали	岩石	скала	岩石	N;INDF;FEM;PL	N
стени	牆壁	стена	牆壁	N;INDF;FEM;PL	N
стени	城牆	стена	城牆	N;INDF;FEM;PL	N
стени	牆	стена	牆	N;INDF;FEM;PL	N
замък	城堡	замък	城堡	N;INDF;MASC;SG	N
замък	城	замък	城	N;INDF;MASC;SG	N
обем	體積	обем	體積	N;INDF;MASC;SG	N
обем	音量	обем	音量	N;INDF;MASC;SG	N
фондация	基金	фондация	基金	N;INDF;FEM;SG	N
играчи	球員	играч	球員	N;INDF;MASC;PL	N
играчи	玩家	играч	玩家	N;INDF;MASC;PL	N
риба	魚類	риба	魚類	N;INDF;FEM;SG	N
риба	魚	риба	魚	N;INDF;FEM;SG	N
риба	魚兒	риба	魚兒	N;INDF;FEM;SG	N
долина	河谷	долина	河谷	N;INDF;FEM;SG	N
долина	谷	долина	谷	N;INDF;FEM;SG	N
долина	山谷	долина	山谷	N;INDF;FEM;SG	N
долина	谷地	долина	谷地	N;INDF;FEM;SG	N
майстор	主人	майстор	主人	N;INDF;MASC;SG	N
майстор	大師	майстор	大師	N;INDF;MASC;SG	N
майстор	師父	майстор	師父	N;INDF;MASC;SG	N
майстор	師傅	майстор	師傅	N;INDF;MASC;SG	N
трона	王座	трона	王座	N;DEF;MASC;SG	N
трона	王位	трона	王位	N;DEF;MASC;SG	N
трона	寶座	трона	寶座	N;DEF;MASC;SG	N
числа	數字	число	數字	N;INDF;NEUT;PL	N
силен	強壯	силен	強壯	ADJ;INDF;MASC;SG	ADJ
силен	強烈	силен	強烈	ADJ;INDF;MASC;SG	ADJ
силен	堅強	силен	堅強	ADJ;INDF;MASC;SG	ADJ
мощност	電力	мощност	電力	N;INDF;FEM;SG	N
мощност	電源	мощност	電源	N;INDF;FEM;SG	N
мощност	動力	мощност	動力	N;INDF;FEM;SG	N
мощност	權力	мощност	權力	N;INDF;FEM;SG	N
борда	董事	борд	董事	N;DEF;MASC;SG	N
различна	不同	различен	不同	ADJ;INDF;FEM;SG	ADJ
югозапад	西南	югозапад	西南	N;DEF;MASC;SG	N
луната	月球	луна	月球	N;DEF;FEM;SG	N
луната	月亮	луна	月亮	N;DEF;FEM;SG	N
луната	月	луна	月	N;DEF;FEM;SG	N
защитник	後衛	защитник	後衛	N;INDF;MASC;SG	N
двигатели	引擎	двигател	引擎	N;INDF;MASC;PL	N
двигатели	引擎	двигател	引擎	N;INDF;MASC;PL	N
крайцери	巡洋	крайцер	巡洋	N;INDF;MASC;PL	N
газ	氣	газ	氣	N;INDF;MASC;SG	N
газ	汽油	газ	汽油	N;INDF;MASC;SG	N
газ	氣體	газ	氣體	N;INDF;MASC;SG	N
лъв	獅	лъв	獅	N;INDF;MASC;SG	N
лъв	獅子	лъв	獅子	N;INDF;MASC;SG	N
лъв	獅子	лъв	獅子	N;INDF;MASC;SG	N
курс	課程	курс	課程	N;INDF;MASC;SG	N
агент	特工	агент	特工	N;INDF;MASC;SG	N
лагер	難民	лагер	難民	N;INDF;MASC;SG	N
лагер	營	лагер	營	N;INDF;MASC;SG	N
лагер	營地	лагер	營地	N;INDF;MASC;SG	N
машина	機械	машина	機械	N;INDF;FEM;SG	N
машина	機	машина	機	N;INDF;FEM;SG	N
машина	機器	машина	機器	N;INDF;FEM;SG	N
дух	鬼	дух	鬼	N;INDF;MASC;SG	N
дух	鬼	дух	鬼	N;INDF;MASC;SG	N
дух	幽靈	дух	幽靈	N;INDF;MASC;SG	N
дух	精神	дух	精神	N;INDF;MASC;SG	N
психология	心理	психология	心理	N;INDF;FEM;SG	N
психология	心理	психология	心理	N;INDF;FEM;SG	N
листа	葉子	листа	葉子	N;INDF;FEM;SG	N
листа	樹葉	листа	樹葉	N;INDF;FEM;SG	N
листа	葉子	листа	葉子	N;INDF;FEM;SG	N
онлайн	網上	онлайн	網上	N;INDF;MASC;SG	N
пристанище	埠	пристанище	埠	N;INDF;NEUT;SG	N
пристанище	港口	пристанище	港口	N;INDF;NEUT;SG	N
пристанище	海港	пристанище	海港	N;INDF;NEUT;SG	N
пристанище	港口	пристанище	港口	N;INDF;NEUT;SG	N
тона	噸	тон	噸	N;DEF;MASC;SG	N
тона	公噸	тон	公噸	N;DEF;MASC;SG	N
тона	音調	тон	音調	N;DEF;MASC;SG	N
тона	色調	тон	色調	N;DEF;MASC;SG	N
тона	音	тон	音	N;DEF;MASC;SG	N
тона	基調	тон	基調	N;DEF;MASC;SG	N
тона	語氣	тон	語氣	N;DEF;MASC;SG	N
приета	接受	приема	接受	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V
сцената	舞台	сцена	舞台	N;DEF;FEM;SG	N
сцената	階段	сцена	階段	N;DEF;FEM;SG	N
провинцията	省	провинция	省	N;DEF;FEM;SG	N
провинцията	省省	провинция	省省	N;DEF;FEM;SG	N
провинцията	省份	провинция	省份	N;DEF;FEM;SG	N
капацитет	容量	капацитет	容量	N;INDF;MASC;SG	N
капацитет	能力	капацитет	能力	N;INDF;MASC;SG	N
битки	戰役	битка	戰役	N;INDF;FEM;PL	N
поколение	世代	поколение	世代	N;INDF;NEUT;SG	N
устройства	裝置	устройство	裝置	N;INDF;NEUT;PL	N
условията	條件	условие	條件	N;DEF;NEUT;PL	N
двор	院子	двор	院子	N;INDF;MASC;SG	N
двор	庭院	двор	庭院	N;INDF;MASC;SG	N
двор	院子	двор	院子	N;INDF;MASC;SG	N
двор	碼	двор	碼	N;INDF;MASC;SG	N
двор	庭院	двор	庭院	N;INDF;MASC;SG	N
двор	露台	двор	露台	N;INDF;MASC;SG	N
интереси	興趣	интерес	興趣	N;INDF;MASC;PL	N
интереси	利益	интерес	利益	N;INDF;MASC;PL	N
чисто	純粹	чисто	純粹	ADV	ADV
диаметър	直徑	диаметър	直徑	N;INDF;MASC;SG	N
картини	油畫	картина	油畫	N;INDF;FEM;PL	N
картини	繪畫	картина	繪畫	N;INDF;FEM;PL	N
картини	圖片	картина	圖片	N;INDF;FEM;PL	N
картини	像片	картина	像片	N;INDF;FEM;PL	N
картини	圖畫	картина	圖畫	N;INDF;FEM;PL	N
картини	照片	картина	照片	N;INDF;FEM;PL	N
картини	藝術	картина	藝術	N;INDF;FEM;PL	N
плоча	牌匾	плоча-(се)	牌匾	N;INDF;FEM;SG	N
плоча	石板	плоча-(се)	石板	N;INDF;FEM;SG	N
плоча	平板	плоча-(се)	平板	N;INDF;FEM;SG	N
плоча	板	плоча-(се)	板	N;INDF;FEM;SG	N
тежка	嚴重	тежък	嚴重	ADJ;INDF;FEM;SG	ADJ
щат	國家	щат	國家	N;INDF;MASC;SG	N
щат	州	щат	州	N;INDF;MASC;SG	N
поддръжка	維護	поддръжка	維護	N;INDF;FEM;SG	N
последователно	連續	последователно	連續	ADV	ADV
турне	游	турне	游	N;INDF;NEUT;SG	N
турне	導覽	турне	導覽	N;INDF;NEUT;SG	N
турне	旅遊	турне	旅遊	N;INDF;NEUT;SG	N
закони	法律	закон	法律	N;INDF;MASC;PL	N
завод	廠	завод	廠	N;INDF;MASC;SG	N
завод	植物	завод	植物	N;INDF;MASC;SG	N
завод	工廠	завод	工廠	N;INDF;MASC;SG	N
завод	廠	завод	廠	N;INDF;MASC;SG	N
завод	工廠	завод	工廠	N;INDF;MASC;SG	N
свързано	相關	свържа	相關	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V
колеж	學院	колеж	學院	N;INDF;MASC;SG	N
колеж	書院	колеж	書院	N;INDF;MASC;SG	N
колеж	大學	колеж	大學	N;INDF;MASC;SG	N
термин	任期	термин	任期	N;INDF;MASC;SG	N
термин	術語	термин	術語	N;INDF;MASC;SG	N
термин	學期	термин	學期	N;INDF;MASC;SG	N
бой	打架	бой	打架	N;INDF;MASC;SG	N
бой	戰鬥	бой	戰鬥	N;INDF;MASC;SG	N
живопис	畫	живопис	畫	N;INDF;FEM;SG	N
живопис	油畫	живопис	油畫	N;INDF;FEM;SG	N
живопис	繪畫	живопис	繪畫	N;INDF;FEM;SG	N
бей	灣	бей	灣	N;INDF;MASC;SG	N
бей	海灣	бей	海灣	N;INDF;MASC;SG	N
устието	河口	устие	河口	N;DEF;NEUT;SG	N
