táborů	obozach	tábor	obóz	N;INAN;GEN;MASC;PL;POS	N;GEN;MASC;PL
příchod	przyjazd	příchod	przyjazd	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
přežil	przeżył	přežít	przeżyć	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
přežil	przetrwał	přežít	przetrwać	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
oprávnění	zezwolenie	oprávnění	zezwolenie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
oprávnění	pozwolenie	oprávnění	pozwolenie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
oprávnění	zezwolenie	oprávnění	zezwolenie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
oprávnění	autoryzacja	oprávnění	autoryzacja	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
oprávnění	pozwolenie	oprávnění	pozwolenie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
oprávnění	upoważnienie	oprávnění	upoważnić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
příze	przędza	příze	prządzać	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
příze	przędza	příze	prządzać	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
směry	kierunki	směr	kierunek	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
dodržování	przestrzeganie	dodržování	przestrzeganie	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dodržování	przestrzeganie	dodržování	przestrzeganie	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dobrovolně	dobrowolnie	dobrovolně	dobrowolnie	ADV;POS	ADV
dobrovolně	dobrowolnie	dobrovolně	dobrowolnie	ADV;POS	ADV
dobrovolně	dobrowolnie	dobrovolně	dobrowolnie	ADV;POS	ADV
reagovat	reagować	reagovat	reagować	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
duševní	duchowy	duševní	duchowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
duševní	duchowe	duševní	duchowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
duševní	psychiczna	duševní	psychiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
duševní	psychiczne	duševní	psychiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
duševní	umysłowe	duševní	umysłowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
duševní	psychiczny	duševní	psychiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
terapie	leczenie	terapie	leczenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
terapie	terapia	terapie	terapia	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
mnich	mnich	mnich	mnichy	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
zajat	złapany	zajatý	złapać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zajat	złapana	zajatý	złapać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
zajat	schwytany	zajatý	schwytać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
soukromá	prywatne	soukromý	prywatny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
soukromá	szeregowy	soukromý	szeregowy	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
soukromá	prywatna	soukromý	prywatny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
soukromá	prywatny	soukromý	prywatny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
rozpočtu	budżetu	rozpočet	budżet	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
úseky	odcinki	úsek	odcinka	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
úseky	sekcje	úsek	sekcja	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
ukrajinský	ukraiński	ukrajinský	ukraiński	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
ostřice	turzyca	ostřice	turzyca	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
rychleji	szybciej	rychle	szybko	ADV;CMPR;POS	ADV;CMPR
květ	kwiat	květ	kwiat	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
květ	kwiat	květ	kwiat	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
květ	kwiatek	květ	kwiatek	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
společenský	towarzyski	společenský	towarzyski	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
společenský	towarzyska	společenský	towarzyski	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
společenský	społeczna	společenský	społeczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
společenský	towarzyskie	společenský	towarzyski	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
společenský	społeczne	společenský	społeczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
společenský	socjalna	společenský	socjalny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
společenský	społeczny	společenský	społeczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
bohové	bogowie	boh	bogowie	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
subjekt	jednostka	subjekt	jednostka	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
subjekt	podmiot	subjekt	podmiot	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
subjekt	istota	subjekt	istota	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
subjekt	przedmiot	subjekt	przedmiot	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
subjekt	obiekt	subjekt	obiekt	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
subjekt	podmiot	subjekt	podmiot	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
vazba	wiązanie	vazba	wiązanie	N;NOM;FEM;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dánská	duńskie	dánský	duński	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
dánská	duński	dánský	duński	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
řetězec	sznur	řetězec	sznur	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
řetězec	łańcuch	řetězec	łańcuch	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
řetězec	sznurek	řetězec	sznurek	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
řetězec	łańcuch	řetězec	łańcuch	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
schválení	zatwierdzanie	schválení	zatwierdzać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
schválení	zatwierdzenie	schválení	zatwierdzenie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
nabídky	przetargi	nabídka	przetarga	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
vstoupit	wejdź	vstoupit	wejść	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
střecha	dach	střecha	dach	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
střecha	dach	střecha	dach	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
návštěvy	goście	návštěva	gość	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
bloky	klocki	blok	klocka	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
bloky	bloki	blok	blok	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
součet	kwota	součet	kwota	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
součet	suma	součet	suma	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
regulace	regulacja	regulace	regulacja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
regulace	rozporządzenie	regulace	rozporządzenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
regulace	rozporządzenia	regulace	rozporządzenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
regulace	uregulowanie	regulace	uregulować	N;NOM;FEM;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
přesný	dokładne	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
přesný	precyzyjne	přesný	precyzyjny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
přesný	dokładny	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
přesný	dokładna	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
přesný	dokładne	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
přesný	dokładna	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
přesný	dokładny	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
přesný	dokładne	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
přesný	dokładny	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
přesný	dokładna	přesný	dokładny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
organismů	organizmów	organismus	organizm	N;INAN;GEN;MASC;PL;POS	N;GEN;MASC;PL
rezignaci	rezygnację	rezignace	rezygnacja	N;ACC;FEM;SG;POS	N;ACC;FEM;SG
etapa	etap	etapa	etap	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
etapa	faza	etapa	faza	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
etapa	noga	etapa	noga	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
etapa	etap	etapa	etap	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
etapa	scena	etapa	scena	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
etapa	faza	etapa	faza	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
všiml	zauważył	všimnout	zauważyć	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
všiml	zauważył	všimnout	zauważyć	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
všiml	zauważyła	všimnout	zauważyć	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
naučil	nauczył	naučit	nauczyć	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
plná	pełna	plný	pełny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
plná	pełny	plný	pełny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
efekty	efekty	efekt	efekt	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
efekty	skutki	efekt	skutek	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
náboženská	religijny	náboženský	religijny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
náboženská	religijna	náboženský	religijny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
náboženská	religijne	náboženský	religijny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
stvoření	istota	stvoření	istota	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
stvoření	stwór	stvoření	stwór	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
stvoření	stworzenie	stvoření	stworzenie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
arsenal	arsenał	arsenal	arsenał	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
mechanické	mechaniczny	mechanický	mechaniczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
mechanické	mechaniczne	mechanický	mechaniczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
bohatá	bogata	bohatý	bogat	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
bohatá	bogate	bohatý	bogaty	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
bohatá	bogaty	bohatý	bogat	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
ubytování	schroniska	ubytování	schronisko	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
odpovědnost	zobowiązanie	odpovědnost	zobowiązanie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
odpovědnost	odpowiedzialność	odpovědnost	odpowiedzialność	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
odpovědnost	odpowiedzialność	odpovědnost	odpowiedzialność	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
odpovědnost	odpowiedzialność	odpovědnost	odpowiedzialność	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
odpovědnost	odpowiedzialność	odpovědnost	odpowiedzialność	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
implementace	realizacja	implementace	realizacja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
implementace	wdrożenie	implementace	wdrożyć	N;NOM;FEM;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementace	wykonanie	implementace	wykonać	N;NOM;FEM;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementace	wdrażanie	implementace	wdrażać	N;NOM;FEM;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
head	głowa	haad	głowa	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
podává	służy	podávat	służyć	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
podává	serwuje	podávat	serwować	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
provádění	realizacja	provádění	realizacja	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
provádění	wdrożenie	provádění	wdrożyć	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
provádění	wykonanie	provádění	wykonać	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
provádění	wdrażanie	provádění	wdrażać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hluboce	głęboko	hluboce	głęboko	ADV;POS	ADV
pohřeb	pogrzeb	pohřeb	pogrzeb	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
pohřeb	pochówek	pohřeb	pochówek	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
pohřeb	pogrzeb	pohřeb	pogrzeb	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
mclaren	mclaren	mclarna	mclaren	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
žádá	pyta	žádat	pytać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
žádá	prosi	žádat	prosić	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
stínu	cieniu	stín	cień	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
stínu	cienia	stín	cień	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
stínu	cienia	stín	cień	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
stínu	cieniu	stín	cień	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
náročné	wymagający	náročný	wymagać	ADJ;NOM;NEUT;SG;POS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
náročné	wymagająca	náročný	wymagać	ADJ;NOM;NEUT;SG;POS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
náročné	wymagające	náročný	wymagać	ADJ;NOM;NEUT;SG;POS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
kompatibilní	zgodna	kompatibilní	zgodny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
kompatibilní	zgodny	kompatibilní	zgodny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
ekonomický	gospodarcza	ekonomický	gospodarczy	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
ekonomický	ekonomiczne	ekonomický	ekonomiczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
ekonomický	gospodarcze	ekonomický	gospodarczy	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
ekonomický	ekonomiczna	ekonomický	ekonomiczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
ekonomický	ekonomiczny	ekonomický	ekonomiczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
ekonomický	ekonomiczna	ekonomický	ekonomiczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
ekonomický	ekonomiczny	ekonomický	ekonomiczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
porážka	ubój	porážka	ubój	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
porážka	klęska	porážka	klęski	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
porážka	przegrana	porážka	przegrać	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
porážka	porażka	porážka	porażka	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
nést	nosić	nést	nosić	V;POS;NFIN	V;IPFV;NFIN;ACT
nést	nieść	nést	nieść	V;POS;NFIN	V;IPFV;NFIN;ACT
naznačuje	sugeruje	naznačovat	sugerować	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
naznačuje	wskazuje	naznačovat	wskazywać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
věřící	wierzący	věřící	wierzyć	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
věřící	wierzący	věřící	wierzyć	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
rytíři	rycerze	rytíř	rycerz	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
rytíři	rycerze	rytíř	rycerz	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
profesní	zawodowe	profesní	zawodowy	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
profesní	profesjonalne	profesní	profesjonalny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
profesní	profesjonalna	profesní	profesjonalny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
profesní	profesjonalny	profesní	profesjonalny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
nováček	nowicjusz	nováček	nowicjusz	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
poražen	pokonany	poražený	pokonać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
poražen	zbity	poražený	zbić	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
poražen	pobity	poražený	pobić	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
poražen	pokonany	poražený	pokonać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
prsty	palce	prst	palec	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
prsty	palce	prst	palec	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
chráněný	chroniony	chráněný	chronić	ADJ;INAN;NOM;MASC;SG;POS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
chráněný	chroniona	chráněný	chronić	ADJ;INAN;NOM;MASC;SG;POS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
chráněný	chronione	chráněný	chronić	ADJ;INAN;NOM;MASC;SG;POS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
chráněný	zabezpieczone	chráněný	zabezpieczyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nejvíc	najczęściej	hodně	często	ADV;RL;POS	ADV;RL
nejvíc	najbardziej	hodně	bardzo	ADV;RL;POS	ADV;RL
projít	podaj	projít	podać	V;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
úvahy	względy	úvaha	względy	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
úvahy	refleksje	úvaha	refleksja	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
existovalo	istniał	existovat	istnieć	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
existovalo	istniała	existovat	istnieć	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
existovalo	istniało	existovat	istnieć	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
kolektivní	zbiorowe	kolektivní	zbiorowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
zničeno	zniszczona	zničený	zniszczyć	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
zničeno	zniszczone	zničený	zniszczyć	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zničeno	zniszczony	zničený	zniszczyć	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zničeno	zniszczony	zničený	zniszczyć	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zničeno	zniszczona	zničený	zniszczyć	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
zničeno	zrujnowany	zničený	zrujnować	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
hosté	goście	host	gość	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
klima	klimat	klima	klimat	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
obr	olbrzym	obrázek	olbrzym	N;INAN;MASC;POS	N;NOM;MASC;SG
platné	ważny	platný	ważny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
platné	ważne	platný	ważny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
platné	poprawny	platný	poprawny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
platné	ważna	platný	ważny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
geometrie	geometria	geometrie	geometria	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
vnuk	wnuk	vnuk	wnuk	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
styk	stosunek	styk	stosunek	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
některý	niektóre	některý	niektóry	DET;NOM;MASC;SG	DET;NOM;MASC;SG
mezinárodně	międzynarodowo	mezinárodně	międzynarodowo	ADV;POS	ADV
administrativně	administracyjnie	administrativně	administracyjnie	ADV;POS	ADV
poranění	uraz	poranění	uraz	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
poranění	uszkodzenie	poranění	uszkodzić	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
akt	akt	akt	akt	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
teplé	ciepły	teplý	ciepły	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
ekologické	środowiskowe	ekologický	środowiskowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
ekologické	ekologiczny	ekologický	ekologiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
ekologické	ekologiczna	ekologický	ekologiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
ekologické	ekologiczne	ekologický	ekologiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
ekologické	organiczne	ekologický	organiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
ekologické	ekologiczna	ekologický	ekologiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
ekologické	organiczny	ekologický	organiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
ekologické	ekologiczne	ekologický	ekologiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
obal	pakowanie	obal	pakować	N;INAN;NOM;MASC;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
obal	opakowanie	obal	opakować	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
obal	okładka	obal	okładka	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
roků	lat	rok	rok	N;INAN;GEN;MASC;PL;POS	N;GEN;MASC;PL
partnerství	partnerstwo	partnerství	partnerstwo	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
partnerství	partnerstwa	partnerství	partnerstwo	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
partnerství	partnerstwo	partnerství	partnerstwo	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
partnerství	partnerstwa	partnerství	partnerstwo	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
kladně	pozytywnie	kladně	pozytywnie	ADV;POS	ADV
napsáno	napisane	napsaný	napisać	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
napsáno	pisemne	napsaný	pisemny	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
napsáno	zapisane	napsaný	zapisać	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
místnost	pomieszczenie	místnost	pomieszczenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
místnost	pokój	místnost	pokój	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
autobus	autobus	autobus	autobus	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
vlád	rządów	vláda	rząd	N;GEN;FEM;PL;POS	N;GEN;MASC;PL
rámec	klatka	rámec	klatka	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
rámec	ramka	rámec	ramka	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
