من	від	مِن	від	ADP	ADP;GEN
الداخلية	внутрішній	دَاخِلِيّ	внутрішній	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
لعب	відтворити	لَعِب	відтворити	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
لعب	програти	لَعِب	програти	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
فاز	переміг	فَاز	перемогти	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
فاز	виграв	فَاز	виграти	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
رجال	чоловіки	رَجُل	чоловік	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
رجال	хлопці	رَجُل	хлопець	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
البحث	пошук	بَحث	пошук	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البحث	пошук	بَحث	пошук	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البحث	дослідження	بَحث	дослідження	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
نظرية	теорія	نَظَرِيَّة	теорія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
قاعدة	основа	قَاعِدَة	основа	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
قاعدة	база	قَاعِدَة	база	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
قاعدة	правило	قَاعِدَة	правило	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
السلطان	султан	سُلطَان	султан	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
السياسي	політичний	سِيَاسِيّ	політичний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
السياسي	політичне	سِيَاسِيّ	політичний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
السياسي	політична	سِيَاسِيّ	політичний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
المسيحية	християнин	مَسِيحِيَّة	християнин	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المسيحية	крістіан	مَسِيحِيَّة	крістіан	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المسيحية	християнство	مَسِيحِيَّة	християнство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الكنيسة	церква	كَنِيسَة	церква	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الكنيسة	костел	كَنِيسَة	костел	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
طريقة	метод	طَرِيقَة	метод	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
طريقة	спосіб	طَرِيقَة	спосіб	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
طريقة	шлях	طَرِيقَة	шлях	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عربية	арабська	عَرَبِيّ	арабський	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
الدفاع	оборона	دِفَاع	оборона	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الدفاع	захист	دِفَاع	захист	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الدفاع	захист	دِفَاع	захист	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الجمعية	суспільство	جَمعِيَّة	суспільство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الجمعية	товариства	جَمعِيَّة	товариство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الجمعية	товариство	جَمعِيَّة	товариство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الجمعية	асоціація	جَمعِيَّة	асоціація	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الثالثة	третій	ثَالِث	третій	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الثالثة	третя	ثَالِث	третій	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
شبكة	сітка	شَبَكَة	сітка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
شبكة	ґратка	شَبَكَة	ґратка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
شبكة	мережа	شَبَكَة	мережа	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
نصف	половина	نِصف	половина	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
العملية	процес	عَمَلِيَّة	процес	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
العملية	дія	عَمَلِيَّة	дія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
العملية	операція	عَمَلِيَّة	операція	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
صاحب	власник	صَاحِب	власник	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
صاحب	сахіб	صَاحِب	сахіб	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عائلة	сімейство	عَائِلَة	сімейство	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
عائلة	родина	عَائِلَة	родина	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
المستخدم	користувач	مُستَخدَم	користувач	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الشكل	форма	شَكل	форма	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الشكل	форма	شَكل	форма	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الشكل	фігура	شَكل	фігура	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الشكل	формат	شَكل	формат	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الشكل	форматування	شَكل	форматування	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
برامج	програми	بَرنَامَج	програма	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
برامج	програми	بَرنَامَج	програма	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
برامج	програми	بَرنَامَج	програма	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
ارتفاع	пробудження	اِرتِفَاع	пробудження	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
ارتفاع	висота	اِرتِفَاع	висота	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
لقب	псевдонім	لَقَب	псевдонім	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
لقب	прізвисько	لَقَب	прізвиський	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الطائرة	літак	طَائِرَة	літак	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الطائرة	літак	طَائِرَة	літак	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الطائرة	площина	طَائِرَة	площина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الطائرة	літак	طَائِرَة	літак	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
العلماء	науковці	عَالِم	науковець	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
مرحلة	фаза	مَرحَلَة	фаза	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مرحلة	стадія	مَرحَلَة	стадія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
عمليات	дії	عَمَلِيَّة	дія	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
عمليات	операції	عَمَلِيَّة	операція	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
عمليات	процеси	عَمَلِيَّة	процес	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
النشاط	активність	نَشَاط	активність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
النشاط	дія	نَشَاط	дія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
النشاط	діяльність	نَشَاط	діяльність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
دائرة	коло	دَائِرَة	коло	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
دائرة	гурток	دَائِرَة	гурток	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حد	ліміт	حَدّ	ліміт	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حد	межа	حَدّ	межа	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
حد	обмеження	حَدّ	обмеження	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
صناعة	галузь	صِنَاعَة	галузь	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
صناعة	індустрія	صِنَاعَة	індустрія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
صناعة	промисловість	صِنَاعَة	промисловість	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مؤسسة	фундамент	مُؤَسَّسَة	фундамент	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مؤسسة	фонд	مُؤَسَّسَة	фонд	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مؤسسة	установа	مُؤَسَّسَة	установий	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مؤسسة	інститут	مُؤَسَّسَة	інститут	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مصادر	джерела	مَصدَر	джерело	N;NOM;INDF;PL	N;INAN;NOM;NEUT;PL
تحتوي	містить	اِحتَوَى	містити	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
المسجد	мечеть	مَسجِد	мечти	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحديثة	сучасний	حَدِيث	сучасний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الحديثة	сучасне	حَدِيث	сучасне	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الملكية	властивість	مِلكِيَّة	властивість	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الملكية	власність	مِلكِيَّة	власність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الملكية	майно	مِلكِيَّة	майно	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الملكية	належність	مِلكِيَّة	належність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الملكية	власник	مِلكِيَّة	власник	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الملكية	власність	مِلكِيَّة	власність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الملكية	монархія	مِلكِيَّة	монархія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
طائرة	літак	طَائِرَة	літак	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
طائرة	літак	طَائِرَة	літак	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
طائرة	площина	طَائِرَة	площина	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
طائرة	літак	طَائِرَة	літак	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مسلسلات	серії	مُسلِسِلّ	серія	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
مسلسلات	ряди	مُسلِسِلّ	ряд	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
الموسم	сезон	مَوسِم	сезон	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الدور	роль	دَور	роль	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
عسكرية	військовий	عَسكَرِيّ	військовий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
البلدية	муніципалітет	بَلَدِيَّة	муніципалітет	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البلدية	край	بَلَدِيَّة	край	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
يظهر	показує	ظَهَر	показувати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
شخصيات	персонажі	شَخصِيَّة	персонаж	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
شخصيات	ієрогліфи	شَخصِيَّة	ієрогліф	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
شخصيات	літери	شَخصِيَّة	літера	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
شخصيات	символи	شَخصِيَّة	символ	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
الحالة	стан	حَالَة	стан	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الحالة	статус	حَالَة	статус	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الحالة	ситуація	حَالَة	ситуація	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحالة	становище	حَالَة	становище	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الحالة	стан	حَالَة	стан	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الحالة	держава	حَالَة	держава	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحالة	умова	حَالَة	умова	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحالة	регістр	حَالَة	регістр	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الحالة	справа	حَالَة	справа	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحالة	випадок	حَالَة	випадок	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
توضيح	пояснення	تَوضِيح	пояснення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
جمعية	асоціація	جَمعِيَّة	асоціація	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مملكة	царство	مَملَكَة	царство	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
مملكة	королівство	مَملَكَة	королівство	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
مملكة	королівства	مَملَكَة	королівство	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
صور	фотографії	صُورَة	фотографія	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
صور	світлини	صُورَة	світлина	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
صور	картинки	صُورَة	картинка	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
الوزراء	міністри	وَزِير	міністр	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
مرض	хвороба	مَرَض	хвороба	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مرض	захворювання	مَرَض	захворювання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
جاء	приїхала	جَاء	приїхати	V;PFV;MASC;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
جاء	приїхав	جَاء	приїхати	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
جاء	зайшла	جَاء	зайти	V;PFV;MASC;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
جاء	прийшло	جَاء	прийти	V;PFV;MASC;SG;3;ACT	V;PFV;NEUT;IND;SG;PST;FIN
جاء	прийшов	جَاء	прийти	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
الجسم	тіло	جِسم	тіло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الجسم	тіла	جِسم	тіло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الصفحة	сторінка	صَفحَة	сторінка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
سلطنة	султанат	سَلطَنَة	султанат	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الثقافة	культура	ثَقَافَة	культура	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
سياسة	політика	سِيَاسَة	політика	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
سياسة	політика	سِيَاسَة	політика	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
القديم	старе	قَدِيم	старий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
القديم	стара	قَدِيم	старий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
القديم	старий	قَدِيم	старий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
المحلية	локальна	مَحَلِّيّ	локальний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
المحلية	локальний	مَحَلِّيّ	локальний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
المحلية	місцевий	مَحَلِّيّ	місцевий	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الطب	медицина	طِبّ	медицина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
تحديد	вибір	تَحدِيد	вибір	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مطار	аеропорт	مَطَار	аеропорт	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نقطة	крапка	نُقطَة	крапка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
نقطة	точка	نُقطَة	точка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
السلطة	авторитет	سُلطَة	авторитет	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
السلطة	салат	سُلطَة	салат	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
السلطة	влада	سُلطَة	влада	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
السلطة	живлення	سُلطَة	живлення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
السلطة	сила	سُلطَة	сила	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
حدث	сталося	حَدَث	статися	V;PFV;MASC;SG;3;ACT	V;PFV;NEUT;IND;SG;PST;FIN
حدث	відбулося	حَدَث	відбутися	V;PFV;MASC;SG;3;ACT	V;PFV;NEUT;IND;SG;PST;FIN
حدث	трапилося	حَدَث	трапитися	V;PFV;MASC;SG;3;ACT	V;PFV;NEUT;IND;SG;PST;FIN
حدث	трапилось	حَدَث	трапитися	V;PFV;MASC;SG;3;ACT	V;PFV;NEUT;IND;SG;PST;FIN
الحصول	отримання	حُصُول	отримання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الوحدة	самотність	وَحدَة	самотність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الوحدة	єдність	وَحدَة	єдність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الوحدة	юніт	وَحدَة	юніт	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الوحدة	одиниця	وَحدَة	одиниця	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
النباتات	рослини	نَبَات	рослина	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
النباتات	заводи	نَبَات	завод	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
التصنيف	рейтинг	تَصنِيف	рейтинг	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التصنيف	оцінка	تَصنِيف	оцінка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التصنيف	класифікація	تَصنِيف	класифікація	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الخاص	приватна	خَاصّ	приватний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الخاص	особисте	خَاصّ	особистий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الخاص	приватний	خَاصّ	приватний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الخاص	особливий	خَاصّ	особливий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الخاص	спеціальний	خَاصّ	спеціальний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الخاص	особливе	خَاصّ	особливий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الخاص	особлива	خَاصّ	особливий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
اتحاد	федерація	اِتِّحَاد	федерація	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
اتحاد	консорціум	اِتِّحَاد	консорціум	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
لجنة	комітет	لَجنَة	комітет	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عشرة	десять	عَشَرَة	десять	NUM;MASC	NUM;NOM
عشرة	десяти	عَشَرَة	десять	NUM;MASC	NUM;NOM
العلاقات	стосунки	عَلَاقَة	стосунок	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
العلاقات	відносини	عَلَاقَة	відносини	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
ممثلون	актори	مُمَثِّل	актор	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
الشعر	шерсть	شَعر	шерсть	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الشعر	волосся	شَعر	волосся	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الشعر	поезія	شَعر	поезія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
قائد	ватажок	قَائِد	ватажок	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
قائد	лідер	قَائِد	лідер	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
قائد	командир	قَائِد	командир	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
النبي	пророк	نَبِيّ	пророк	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
جهاز	пристрій	جِهَاز	пристрій	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الحرارة	спека	حَرَارَة	спека	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الحرارة	температура	حَرَارَة	температура	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الرقم	число	رَقم	число	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الرقم	кількість	رَقم	кількість	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الرقم	номер	رَقم	номер	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
مستخدم	користувач	مُستَخدَم	користувач	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
عالية	високий	عَالِي	високий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
عالية	висока	عَالِي	високий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
عالية	значне	عَالِي	значний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
عالية	високе	عَالِي	високий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
المرحلة	фаза	مَرحَلَة	фаза	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المرحلة	стадія	مَرحَلَة	стадія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
نطاق	приціл	نِطَاق	приціл	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نطاق	обсяг	نِطَاق	обсяг	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نطاق	асортимент	نِطَاق	асортимент	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نطاق	діапазон	نِطَاق	діапазон	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نطاق	хребет	نِطَاق	хребет	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
تحقيق	розслідування	تَحقِيق	розслідування	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
تحقيق	слідство	تَحقِيق	слідство	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
تحقيق	розслідування	تَحقِيق	розслідування	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
السادس	шоста	سَادِس	шоста	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
السادس	шостий	سَادِس	шостий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
السادس	шосте	سَادِس	шостий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
طويلة	високий	طَوِيل	високий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
طويلة	довгий	طَوِيل	довгий	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
طويلة	довга	طَوِيل	довга	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
الكتب	книжки	كِتَاب	книжка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الكتب	книги	كِتَاب	книга	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
البيانات	заяви	بَيَان	заява	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
البيانات	виписки	بَيَان	виписка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الحيوانات	звірі	حَيَوَان	звір	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الحيوانات	тварини	حَيَوَان	тварина	N;NOM;DEF;PL	N;ANIM;NOM;FEM;PL
الخلايا	комірки	خَلِيَّة	комірка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
عامة	публічний	عَامّ	публічний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
عامة	громадське	عَامّ	громадський	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
عامة	відкритий	عَامّ	відкритий	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
عامة	публічна	عَامّ	публічний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
عامة	загальний	عَامّ	загальний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
عامة	загальне	عَامّ	загальний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
الحدود	межі	حَدّ	межа	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الحدود	кордони	حَدّ	кордон	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الحدود	межі	حَدّ	межа	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الحدود	кордони	حَدّ	кордон	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الحدود	рамки	حَدّ	рамка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
مباشرة	відверта	مُبَاشَرَة	відвертий	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
ممثلة	актриса	مُمَثِّلَة	актриса	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
ممثلة	акторка	مُمَثِّلَة	акторка	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
وفاة	смерть	وَفَاة	смерть	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
المادة	стаття	مَادَّة	стаття	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المادة	матеріал	مَادَّة	матеріал	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البرنامج	програма	بَرنَامَج	програма	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
البرنامج	програма	بَرنَامَج	програма	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
اللجنة	комісія	لَجنَة	комісія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
اللجنة	комітет	لَجنَة	комітет	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
قصر	палац	قَصر	палац	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
القلب	серце	قَلب	серце	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
سورة	сура	سُورَة	сура	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
سورة	сура	سُورَة	сура	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
السورية	сирійська	سُورِيّ	сирійський	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
السورية	сирійський	سُورِيّ	сирійський	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السعودي	саудівська	سَعُودِيّ	саудівський	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الشعبية	популярне	شَعبِيّ	популярний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الشعبية	популярна	شَعبِيّ	популярний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الشعبية	популярний	شَعبِيّ	популярний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
عاصمة	капітал	عَاصِمَة	капітал	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عاصمة	столиця	عَاصِمَة	столиця	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
ظهر	повернулася	ظَهَر	повернутися	V;PFV;MASC;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
