また	또한	また	또한	CONJ	CONJ
政治家	정치가	政治家	정치+가	N	N
政治家	정치	政治家	정치	N	N
メディア	미디어	メディア	미디어	N	N
メディア	미디어	メディア	미디어	N	N
メディア	중간	メディア	중간	N	N
図書館	도서관	図書館	도서관	N	N
図書館	도서관	図書館	도서관	N	N
艦隊	함대	艦隊	함대	N	N
強い	강한	強い	강하+ㄴ	ADJ	ADJ
バージョン	버전	バージョン	버전	N	N
バージョン	버전	バージョン	버전	N	N
ポイント	점수	ポイント	점수	N	N
温泉	온천	温泉	온천	N	N
旅客	여객	旅客	여객	N	N
旅客	승객	旅客	승객	N	N
方針	정책	方針	정책	N	N
方針	방침	方針	방침	N	N
方針	정책	方針	정책	N	N
執筆	쓰기	執筆	쓰+기	V	V
執筆	글쓰기	執筆	글쓰기	V	V
タイム	시간	タイム	시간	N	N
基準	기준	基準	기준	N	N
化学	화학물질	化学	화학+물질	N	N
化学	화학	化学	화학	N	N
化学	화학	化学	화학	N	N
接続	연결하기	接続	연결+하+기	V	V
メーカー	제조업체	メーカー	제조업체	N	N
メーカー	제조사	メーカー	제조사	N	N
障害	장애	障害	장애	N	N
ホテル	호텔	ホテル	호텔	N	N
ホテル	호텔	ホテル	호텔	N	N
仕様	사양	仕様	사양	N	N
仕様	규격	仕様	규격	N	N
仕様	사양	仕様	사양	N	N
仕様	사양	仕様	사양	N	N
将軍	장군	将軍	장군	N	N
将軍	일반	将軍	일반	N	N
ビデオ	비디오	ビデオ	비디오	N	N
商業	상거래	商業	상거래	N	N
商業	상업	商業	상업	N	N
商業	상용	商業	상용	N	N
商業	상업용	商業	상업용	N	N
商業	상업	商業	상업	N	N
殺人	치사	殺人	치사	N	N
リング	반지	リング	반지	N	N
リング	소환	リング	소환	N	N
リング	반지	リング	반지	N	N
提出	제출합니다	提出	제출+하+ㅂ니다	V	V
地震	지진	地震	지진	N	N
地震	지진	地震	지진	N	N
博物館	박물관	博物館	박물관	N	N
博物館	박물관	博物館	박물관	N	N
週間	주간	週間	주간	N	N
機構	메커니즘	機構	메커니즘	N	N
定義	정의하기	定義	정의+하+기	V	V
天皇	황제	天皇	황제	N	N
天皇	천황	天皇	천황	N	N
学部	학부	学部	학부	N	N
学部	교수	学部	교수	N	N
投手	투수	投手	투수	N	N
緯度	위도	緯度	위도	N	N
性格	성격	性格	성격	N	N
性格	문자	性格	문자	N	N
性格	인물	性格	인물	N	N
性格	성격	性格	성격	N	N
性格	인격	性格	인격	N	N
ユニット	단위계	ユニット	단위계	N	N
良い	좋다	良い	좋+다	ADJ	ADJ
見る	보기	見る	보+기	V	V
空間	공간	空間	공간	N	N
空間	우주	空間	우주	N	N
ライト	조명	ライト	조명	N	N
ブルー	청색	ブルー	청색	N	N
ガス	가스	ガス	가스	N	N
作業	직장	作業	직장	N	N
作業	작업	作業	작업	N	N
貨物	화물	貨物	화물	N	N
貨物	상품	貨物	상품	N	N
貨物	물품	貨物	물품	N	N
貨物	화물	貨物	화물	N	N
貨物	운송	貨物	운송	N	N
市場	시장	市場	시장	N	N
経度	경도	経度	경도	N	N
通算	평생	通算	평생	N	N
サイズ	차원	サイズ	차원	N	N
翻訳	번역하기	翻訳	번역+하+기	V	V
コード	부호	コード	부호	N	N
番目	두번째	番目	두번+째	N	N
番目	세번째	番目	세번+째	N	N
被害	손상	被害	손상	N	N
商品	상품	商品	상품	N	N
商品	물품	商品	물품	N	N
商品	상품	商品	상품	N	N
商品	제품	商品	제품	N	N
商品	물품	商品	물품	N	N
商品	상품	商品	상품	N	N
詳細	세부사항	詳細	세부+사항	N	N
備考	발언	備考	발언	N	N
単位	단위계	単位	단위계	N	N
機械	머신	機械	머신	N	N
機械	기계	機械	기계	N	N
機械	기계	機械	기계	N	N
機械	머신	機械	머신	N	N
機械	기계	機械	기계	N	N
地元	국소	地元	국소	N	N
地元	지역주민	地元	지역+주민	N	N
出版社	출판사	出版社	출판사	N	N
出版社	출판	出版社	출판	N	N
革命	혁명	革命	혁명	N	N
軌道	궤도	軌道	궤도	N	N
農業	농업	農業	농업	N	N
農業	농지	農業	농지	N	N
農業	농업	農業	농업	N	N
農業	농장	農業	농장	N	N
農業	농업	農業	농업	N	N
条約	조약	条約	조약	N	N
条約	조약	条約	조약	N	N
理論	이론	理論	이론	N	N
理論	이론	理論	이론	N	N
生物	생물학	生物	생물학	N	N
生物	생물	生物	생물	N	N
生物	생명체	生物	생명체	N	N
理解	이해하기	理解	이해+하+기	V	V
戦士	전사	戦士	전사	N	N
戦士	전사	戦士	전사	N	N
ジャンル	장르	ジャンル	장르	N	N
ジャンル	장르	ジャンル	장르	N	N
実験	실험	実験	실험	N	N
実験	실험	実験	실험	N	N
出力	출력	出力	출력	N	N
出力	출력	出力	출력	N	N
師団	사단	師団	사단	N	N
師団	디비전	師団	디비전	N	N
統一	통일	統一	통일	N	N
統一	단결	統一	단결	N	N
統一	통일	統一	통일	N	N
ブランド	브랜드	ブランド	브랜드	N	N
ブランド	브랜드	ブランド	브랜드	N	N
首都	자본	首都	자본	N	N
首都	자본주의	首都	자본주의	N	N
スタジアム	경기장	スタジアム	경기장	N	N
スタジアム	스타디움	スタジアム	스타디움	N	N
停止	멈추기	停止	멈추+기	V	V
捜査	조사	捜査	조사	N	N
捜査	수사	捜査	수사	N	N
兄弟	형제들	兄弟	형제+들	N	N
メジャー	전공	メジャー	전공	N	N
イメージ	그림	イメージ	그림	N	N
イメージ	그림	イメージ	그림	N	N
軍事	군사	軍事	군사	N	N
カラー	색깔	カラー	색깔	N	N
チャンネル	채널	チャンネル	채널	N	N
チャンネル	채널	チャンネル	채널	N	N
ドラフト	초안	ドラフト	초안	N	N
ドラフト	드래프트	ドラフト	드래프트	N	N
セット	집합	セット	집합	N	N
セット	설정	セット	설정	N	N
動物	동물들	動物	동물+들	N	N
動物	동물	動物	동물	N	N
動物	동물	動物	동물	N	N
動物	동물학	動物	동물학	N	N
住民	주민	住民	주민	N	N
住民	주민들	住民	주민+들	N	N
資本	자본	資本	자본	N	N
資本	자본주의	資本	자본주의	N	N
テンプレート	템플릿	テンプレート	템플릿	N	N
テンプレート	템플릿	テンプレート	템플릿	N	N
あなた	당신은	あなた	당신+은	PRO	PRO
あなた	당신	あなた	당신	PRO	PRO
選択	선택하기	選択	선택+하+기	V	V
選択	선택하기	選択	선택+하+기	V	V
購入	구매하기	購入	구매+하+기	V	V
終点	종착	終点	종착	N	N
タレント	재능	タレント	재능	N	N
タレント	탤런트	タレント	탤런트	N	N
タレント	재능	タレント	재능	N	N
タレント	탤런트	タレント	탤런트	N	N
階級	계급	階級	계급	N	N
階級	학급	階級	학급	N	N
階級	계급	階級	계급	N	N
階級	클래스	階級	클래스	N	N
階級	수업	階級	수업	N	N
市長	시장	市長	시장	N	N
コーチ	코치	コーチ	코치	N	N
コーチ	코치	コーチ	코치	N	N
建物	건물	建物	건물	N	N
建物	건축	建物	건축	N	N
建物	빌딩	建物	빌딩	N	N
建物	건물	建物	건물	N	N
建物	건축물	建物	건축물	N	N
建物	건물들	建物	건물+들	N	N
建物	빌딩	建物	빌딩	N	N
候補	후보	候補	후보	N	N
候補	후보자	候補	후보자	N	N
自動	자동	自動	자동	N	N
自動	자동	自動	자동	N	N
モード	모드	モード	모드	N	N
モード	모드	モード	모드	N	N
皇帝	황제	皇帝	황제	N	N
皇帝	천황	皇帝	천황	N	N
皇帝	황제	皇帝	황제	N	N
集団	집단	集団	집단	N	N
魔法	마술	魔法	마술	N	N
魔法	마법	魔法	마법	N	N
修正	고쳐	修正	고치+어	V	V
地下鉄	지하철	地下鉄	지하철	N	N
地下鉄	지하철	地下鉄	지하철	N	N
部屋	객실	部屋	객실	N	N
既に	이미	既に	이미	ADV	ADV
既に	벌써	既に	벌써	ADV	ADV
トラック	트랙	トラック	트랙	N	N
トラック	추적	トラック	추적	N	N
トラック	트랙	トラック	트랙	N	N
トラック	트럭	トラック	트럭	N	N
トラック	트럭	トラック	트럭	N	N
美術館	박물관	美術館	박물관	N	N
美術館	박물관	美術館	박물관	N	N
合計	합계	合計	합계	N	N
合計	총액	合計	총액	N	N
合計	전체	合計	전체	N	N
合計	합계	合計	합계	N	N
古代	고대	古代	고대	N	N
ユーザー	사용자	ユーザー	사용자	N	N
ユーザー	사용자	ユーザー	사용자	N	N
父親	아버지	父親	아버지	N	N
原因	원인	原因	원인	N	N
植物	식물	植物	식물	N	N
植物	식물학	植物	식물학	N	N
植物	식물	植物	식물	N	N
植物	식물학	植物	식물학	N	N
ショー	공연	ショー	공연	N	N
ボーカル	보컬	ボーカル	보+니+ㄴ	N	N
ボーカル	보컬	ボーカル	보+니+ㄴ	N	N
コミック	코믹스	コミック	코믹스	N	N
コミック	만화	コミック	만화	N	N
コミック	만화가	コミック	만화+가	N	N
コミック	만화	コミック	만화	N	N
コミック	만화가	コミック	만화+가	N	N
毎週	주간	毎週	주간	N	N
エネルギー	에너지	エネルギー	에너지	N	N
エネルギー	에너지	エネルギー	에너지	N	N
ルール	규칙	ルール	규칙	N	N
ルール	법칙	ルール	법칙	N	N
ルール	규칙	ルール	규칙	N	N
ユース	청소년	ユース	청소년	N	N
週刊	주간	週刊	주간	N	N
まだ	아직도	まだ	아직도	ADV	ADV
まだ	여전히	まだ	여전+히	ADV	ADV
ランキング	순위	ランキング	순위	N	N
年齢	연령	年齢	연령	N	N
年齢	나이	年齢	나이	N	N
年齢	연령	年齢	연령	N	N
エリア	구역	エリア	구역	N	N
エリア	영역	エリア	영역	N	N
エリア	지역	エリア	지역	N	N
形態	형태론	形態	형태론	N	N
形態	양식	形態	양식	N	N
作曲家	작곡가	作曲家	작곡가	N	N
精神	정신	精神	정신	N	N
スタート	시작하기	スタート	시작+하+기	V	V
範囲	범위	範囲	범위	N	N
範囲	범위	範囲	범위	N	N
範囲	범위	範囲	범위	N	N
宣伝	홍보하기	宣伝	홍보+하+기	V	V
宣伝	홍보하기	宣伝	홍보+하+기	V	V
哲学	철학	哲学	철학	N	N
財団	파운데이션	財団	파운데이션	N	N
教師	교사	教師	교사	N	N
教師	스승	教師	스승	N	N
教師	교사들	教師	교사+들	N	N
教師	교사	教師	교사	N	N
宗教	종교	宗教	종교	N	N
武器	무기	武器	무기	N	N
武器	무기	武器	무기	N	N
住宅	주택	住宅	주택	N	N
住宅	숙소	住宅	숙소	N	N
保存	저장하기	保存	저장+하+기	V	V
機関	기관차	機関	기관차	N	N
連隊	연대	連隊	연대	N	N
ストーリー	이야기	ストーリー	이야기	N	N
ストーリー	스토리	ストーリー	스토리	N	N
ストーリー	소식	ストーリー	소식	N	N
ストーリー	스토리	ストーリー	스토리	N	N
ストーリー	소식	ストーリー	소식	N	N
太陽	태양	太陽	태양	N	N
保険	보험	保険	보험	N	N
責任	책임	責任	책임	N	N
責任	책임	責任	책임	N	N
責任	책임감	責任	책임감	N	N
電力	전력	電力	전력	N	N
電力	전기	電力	전기	N	N
医学	의학	医学	의학	N	N
医学	의학	医学	의학	N	N
医学	의료	医学	의료	N	N
シーン	장면	シーン	장면	N	N
シーン	장면	シーン	장면	N	N
憲法	헌법	憲法	헌법	N	N
管理	관리자	管理	관리자	N	N
管理	관리자	管理	관리자	N	N
管理	관리자	管理	관리자	N	N
管理	관리자	管理	관리자	N	N
オープニング	오프닝	オープニング	오프닝	N	N
オープニング	개봉	オープニング	개봉	N	N
タウン	시내	タウン	시내	N	N
タウン	도시	タウン	도시	N	N
タウン	마을	タウン	마을	N	N
コンピュータ	컴퓨터	コンピュータ	컴퓨터	N	N
コンピュータ	컴퓨터	コンピュータ	컴퓨터	N	N
統計	통계	統計	통계	N	N
統計	통계학	統計	통계학	N	N
統計	통계	統計	통계	N	N
物理	물리적	物理	물리+적	N	N
物理	물리	物理	물리	N	N
パーク	공원	パーク	공원	N	N
先生	교사	先生	교사	N	N
先生	스승	先生	스승	N	N
検索	찾기	検索	찾+기	V	V
検索	검색하기	検索	검색+하+기	V	V
会員	회원	会員	회원	N	N
会員	멤버십	会員	멤버십	N	N
トンネル	터널	トンネル	터널	N	N
トンネル	터널	トンネル	터널	N	N
チャート	차트	チャート	차트	N	N
チャート	차트	チャート	차트	N	N
内部	내부	内部	내부	N	N
内部	내부	内部	내부	N	N
竣工	완성	竣工	완성	N	N
カール	왜곡	カール	왜곡	N	N
戦車	탱크	戦車	탱크	N	N
戦車	전차	戦車	전차	N	N
戦車	탱크	戦車	탱크	N	N
戦車	전차	戦車	전차	N	N
スキー	스키	スキー	스키	N	N
スキー	스키	スキー	스키	N	N
再	재개	再	재개	N	N
再	이력서	再	이력서	N	N
機器	기기	機器	기기	N	N
機器	단말기	機器	단말기	N	N
機器	장치	機器	장치	N	N
機器	장비	機器	장비	N	N
機器	기기	機器	기기	N	N
機器	장치	機器	장치	N	N
プロダクション	생산	プロダクション	생산	N	N
プロダクション	제작	プロダクション	제작	N	N
スタッフ	직원	スタッフ	직원	N	N
スタッフ	직원들	スタッフ	직원+들	N	N
プログラム	프로그램	プログラム	프로그램	N	N
プログラム	프로그램	プログラム	프로그램	N	N
改善	개선하기	改善	개선+하+기	V	V
改善	개선하기	改善	개선+하+기	V	V
文書	문서	文書	문서	N	N
文書	문서	文書	문서	N	N
審査	검토	審査	검토	N	N
審査	검수	審査	검수	N	N
審査	시험	審査	시험	N	N
審査	검사	審査	검사	N	N
重量	몸무게	重量	몸무+게	N	N
重量	몸무게가	重量	몸무게+가	N	N
重量	체중	重量	체중	N	N
会場	장소	会場	장소	N	N
会場	공연장	会場	공연장	N	N
プレイヤー	재생기	プレイヤー	재생기	N	N
プレイヤー	선수	プレイヤー	선수	N	N
プレイヤー	선수	プレイヤー	선수	N	N
ナイト	기사	ナイト	기사	N	N
区分	카테고리	区分	카테고리	N	N
区分	범주	区分	범주	N	N
区分	분류	区分	분류	N	N
比較	비교하기	比較	비교+하+기	V	V
貴族	귀족	貴族	귀족	N	N
貴族	귀족	貴族	귀족	N	N
向上	개선하기	向上	개선+하+기	V	V
バトル	전투	バトル	전투	N	N
ダンス	무용	ダンス	무용	N	N
資格	자격증	資格	자격증	N	N
ミサイル	미사일	ミサイル	미사+이+ㄹ	N	N
ミサイル	유도탄	ミサイル	유도탄	N	N
ミサイル	미사일	ミサイル	미사+이+ㄹ	N	N
文章	문장	文章	문장	N	N
今日	오늘	今日	오늘	N	N
集合	집합	集合	집합	N	N
集合	설정	集合	설정	N	N
コンサート	연주회	コンサート	연주회	N	N
コンサート	콘서트	コンサート	콘서트	N	N
コンサート	연주회	コンサート	연주회	N	N
コンサート	콘서트	コンサート	콘서트	N	N
ロボット	로봇	ロボット	로봇	N	N
ロボット	로봇	ロボット	로봇	N	N
歩兵	보병	歩兵	보병	N	N
青年	청소년	青年	청소년	N	N
小惑星	소행성	小惑星	소행성	N	N
小惑星	소행성	小惑星	소행성	N	N
用語	용어	用語	용어	N	N
用語	약관	用語	약관	N	N
用語	용어	用語	용어	N	N
用語	용어	用語	용어	N	N
姉妹	자매들	姉妹	자매+들	N	N
姉妹	여동생	姉妹	여동생	N	N
秘密	시크릿	秘密	시크릿		
一致	일치하는	一致	일치+하+는	V	V
一致	일치하기	一致	일치+하+기	V	V
一致	일치합니다	一致	일치+하+ㅂ니다	V	V
適用	적용하기	適用	적용+하+기	V	V
福祉	복지	福祉	복지	N	N
要素	원소	要素	원소	N	N
要素	요소	要素	요소	N	N
要素	원소	要素	원소	N	N
平日	평일	平日	평일	N	N
平日	평일	平日	평일	N	N
衛星	인공위성	衛星	인공위성	N	N
衛星	위성	衛星	위성	N	N
性能	공연	性能	공연	N	N
性能	성능	性能	성능	N	N
カメラ	사진기	カメラ	사진기	N	N
役割	역할	役割	역할	N	N
役割	역할	役割	역할	N	N
講師	강사	講師	강사	N	N
講師	강사	講師	강사	N	N
講師	강사	講師	강사	N	N
曖昧	애매하다	曖昧	애매+하+다		
曖昧	애매하다	曖昧	애매+하+다		
サブ	서브	サブ	서브	N	N
読み	읽기	読む	읽+기	V	V
読み	읽는다	読む	읽+는다	V	V
読み	읽고	読む	읽+고	V	V
コレクション	모음집	コレクション	모음집	N	N
コレクション	모음집	コレクション	모음집	N	N
犯罪	범죄	犯罪	범죄	N	N
画面	화면	画面	화면	N	N
国会	국회	国会	국회	N	N
国会	국민의회	国会	국민의회	N	N
国会	의회	国会	의회	N	N
インタビュー	인터뷰	インタビュー	인터뷰	N	N
インタビュー	면접	インタビュー	면접	N	N
インタビュー	인터뷰	インタビュー	인터뷰	N	N
インタビュー	인터뷰	インタビュー	인터뷰	N	N
生命	생명	生命	생명	N	N
生命	생활	生命	생활	N	N
生命	인생	生命	인생	N	N
コミュニティ	공동체	コミュニティ	공동체	N	N
コミュニティ	공동체	コミュニティ	공동체	N	N
弁護士	변호사	弁護士	변호사	N	N
弁護士	변호사	弁護士	변호사	N	N
設備	시설	設備	시설	N	N
価格	가격	価格	가격	N	N
価格	가격	価格	가격	N	N
価格	가격결정	価格	가격결정	N	N
価格	가격	価格	가격	N	N
工学	공학	工学	공학	N	N
母親	어머니	母親	어머니	N	N
専攻	전공	専攻	전공	N	N
専攻	전공	専攻	전공	N	N
順位	순위	順位	순위	N	N
数学	수학	数学	수학	N	N
数学	수학	数学	수학	N	N
配給	배급	配給	배급	N	N
信号	신호	信号	신호	N	N
信号	신호	信号	신호	N	N
信号	시그널	信号	시그널	N	N
ダイレクト	직통	ダイレクト	직통	N	N
ダイレクト	다이렉트	ダイレクト	다이렉트	N	N
ゴール	목표	ゴール	목표	N	N
ゴール	목표	ゴール	목표	N	N
金融	재무	金融	재무	N	N
金融	재정	金融	재정	N	N
金融	금융	金融	금융	N	N
動画	비디오	動画	비디오	N	N
動画	비디오	動画	비디오	N	N
広告	광고	広告	광고	N	N
広告	광고	広告	광고	N	N
広告	광고	広告	광고	N	N
始める	시작하기	始める	시작+하+기	V	V
入口	입구	入口	입구	N	N
チャンピオン	챔피언	チャンピオン	챔피언	N	N
チャンピオン	챔피언	チャンピオン	챔피언	N	N
日記	학술	日記	학술	N	N
日記	학술지	日記	학술지	N	N
日記	저널	日記	저널	N	N
日記	일기	日記	일기	N	N
セル	세포	セル	세포	N	N
セル	세포	セル	세포	N	N
パワー	전력	パワー	전력	N	N
パワー	권력	パワー	권력	N	N
アーティスト	음악가	アーティスト	음악가	N	N
アーティスト	예술가	アーティスト	예술가	N	N
アーティスト	아티스트	アーティスト	아티스트	N	N
アーティスト	아티스트가	アーティスト	아티스트+가	N	N
アーティスト	음악가	アーティスト	음악가	N	N
アーティスト	예술가	アーティスト	예술가	N	N
アーティスト	아티스트	アーティスト	아티스트	N	N
アーティスト	아티스트가	アーティスト	아티스트+가	N	N
食品	음식	食品	음식	N	N
食品	식량	食品	식량	N	N
食品	식품	食品	식품	N	N
午後	오후	午後	오후	N	N
戦艦	전함	戦艦	전함	N	N
騎士	기사	騎士	기사	N	N
音声	목소리	音声	목소리	N	N
音声	음성	音声	음성	N	N
音声	오디오	音声	오디오	N	N
音声	연설	音声	연설	N	N
音声	음성	音声	음성	N	N
遺産	문화유산	遺産	문화유산	N	N
権利	권리	権利	권리	N	N
バンク	은행	バンク	은행	N	N
スコア	점수	スコア	점수	N	N
スコア	득점	スコア	득점	N	N
スコア	점수	スコア	점수	N	N
スコア	득점	スコア	득점	N	N
スペース	공간	スペース	공간	N	N
スペース	공백	スペース	공백	N	N
スペース	공간	スペース	공간	N	N
スペース	우주	スペース	우주	N	N
人生	생명	人生	생명	N	N
人生	생활	人生	생활	N	N
人生	인생	人生	인생	N	N
証券	증권	証券	증권	N	N
イラスト	삽화	イラスト	삽화	N	N
イラスト	삽화	イラスト	삽화	N	N
すでに	이미	すでに	이미	ADV	ADV
すでに	벌써	すでに	벌써	ADV	ADV
収容	헌신	収容	헌신	N	N
航空機	항공기	航空機	항공기	N	N
マシン	머신	マシン	머신	N	N
マシン	기계	マシン	기계	N	N
練習	연습생	練習	연습생	N	N
練習	연습	練習	연습	N	N
練習	연습	練習	연습	N	N
ソフトウェア	소프트웨어	ソフトウェア	소프트웨어	N	N
燃料	연료	燃料	연료	N	N
燃料	연료	燃料	연료	N	N
領域	구역	領域	구역	N	N
領域	영역	領域	영역	N	N
領域	지역	領域	지역	N	N
司令官	지휘관	司令官	지휘관	N	N
司令官	사령관	司令官	사령관	N	N
防御	방위	防御	방위	N	N
防御	국방	防御	국방	N	N
防御	디펜스	防御	디펜스	N	N
防御	방위	防御	방위	N	N
防御	국방	防御	국방	N	N
防御	디펜스	防御	디펜스	N	N
天使	천사	天使	천사	N	N
天使	천사들	天使	천사+들	N	N
天使	천사	天使	천사	N	N
教室	교실	教室	교실	N	N
教室	교실	教室	교실	N	N
ビジネス	업체	ビジネス	업체	N	N
ビジネス	사업	ビジネス	사업	N	N
ジャンプ	점프	ジャンプ	점프	N	N
ジャンプ	점프	ジャンプ	점프	N	N
友人	친구	友人	친구	N	N
傾向	경향	傾向	경향	N	N
自転車	자전거	自転車	자전거	N	N
自転車	자전거	自転車	자전거	N	N
自転車	자전거	自転車	자전거	N	N
自転車	자전거	自転車	자전거	N	N
銀河	은하	銀河	은하	N	N
モンスター	괴물이	モンスター	괴물+이	N	N
アカウント	계좌	アカウント	계좌	N	N
アカウント	계정	アカウント	계정	N	N
アカウント	계좌	アカウント	계좌	N	N
アカウント	계정	アカウント	계정	N	N
フィルム	필름	フィルム	필름	N	N
フィルム	영화	フィルム	영화	N	N
ロケット	로켓	ロケット	로켓	N	N
低い	낮은	低い	낮+ㄴ	ADJ	ADJ
低い	낮음	低い	낮+ㅁ	ADJ	ADJ
兵器	무기	兵器	무기	N	N
引用	따옴표	引用	따옴표	V	V
引用	따옴표	引用	따옴표	V	V
ラブ	사랑	ラブ	사랑	N	N
株式	주식	株式	주식	N	N
株式	공유	株式	공유	N	N
株式	주식	株式	주식	N	N
分析	분석하기	分析	분석+하+기	V	V
収入	소득	収入	소득	N	N
収入	수익	収入	수익	N	N
収入	소득	収入	소득	N	N
収入	수입	収入	수입	N	N
流れる	흐르는	流れる	흐르+는	V	V
惑星	행성	惑星	행성	N	N
惑星	행성	惑星	행성	N	N
目標	목표	目標	목표	N	N
しばしば	자주	しばしば	자주	ADV	ADV
裁判所	법정	裁判所	법정	N	N
裁判所	재판소	裁判所	재판소	N	N
計算	계산하기	計算	계산+하+기	V	V
テスト	테스트	テスト	테스트	N	N
テスト	시험	テスト	시험	N	N
テスト	테스트	テスト	테스트	N	N
テスト	테스트	テスト	테스트	N	N
テスト	검사	テスト	검사	N	N
テスト	시험	テスト	시험	N	N
物質	물질	物質	물질	N	N
物質	물질	物質	물질	N	N
許可	허용하기	許可	허용+하+기	V	V
画家	화가	画家	화+가	N	N
ハート	심장	ハート	심장	N	N
ハート	마음	ハート	마음	N	N
メン	멘트	メン	멘트	N	N
メン	남성	メン	남성	N	N
メン	남자	メン	남자	N	N
治療	치료법	治療	치료법	N	N
治療	치료	治療	치료	N	N
治療	시술	治療	시술	N	N
治療	치료	治療	치료	N	N
観客	관람객	観客	관람객	N	N
観客	타겟	観客	타산	N	N
観客	관객	観客	관객	N	N
観客	타겟	観客	타산	N	N
免許	라이선스	免許	라이선스	N	N
免許	면허	免許	면허	N	N
装甲	기갑	装甲	기갑	N	N
寺院	신전	寺院	신전	N	N
寺院	사원	寺院	사원	N	N
寺院	신전	寺院	신전	N	N
寺院	사원	寺院	사원	N	N
青春	청소년	青春	청소년	N	N
背景	배경	背景	배경	N	N
背景	배경색	背景	배경색	N	N
背景	배경	背景	배경	N	N
比較的	상대적으로	比較的	상대+적+으로	ADV	ADV
準備	준비하기	準備	준비+하+기	V	V
アート	예술	アート	예술	N	N
アート	미술	アート	미술	N	N
形状	모양	形状	모양	N	N
形状	형태	形状	형태	N	N
形状	모양	形状	모양	N	N
シアター	연극	シアター	연극	N	N
シアター	극장	シアター	극장	N	N
シアター	영화관	シアター	영화관	N	N
最新	최근	最新	최근	N	N
キリスト	기독교	キリスト	기독교	N	N
キリスト	기독교	キリスト	기독교	N	N
マスター	마스터스	マスター	마스터스	N	N
最近	최근	最近	최근	N	N
最近	최근	最近	최근	N	N
最近	최근	最近	최근	N	N
スクール	학교	スクール	학교	N	N
スクール	학교는	スクール	학교+는	N	N
大佐	대령	大佐	대령	N	N
軍団	군단	軍団	군단	N	N
遺跡	폐허	遺跡	폐허	N	N
中間	중간	中間	중간	N	N
アクション	행동	アクション	행동	N	N
アクション	활동	アクション	활동	N	N
アクション	작업	アクション	작업	N	N
アクション	동작	アクション	동작	N	N
アクション	액션	アクション	액션	N	N
アクション	행동	アクション	행동	N	N
アクション	활동	アクション	활동	N	N
アクション	동작	アクション	동작	N	N
アクション	액션	アクション	액션	N	N
金属	금속	金属	금속	N	N
金属	금속	金属	금속	N	N
消防	소방	消防	소방	N	N
ボス	사장님	ボス	사장님	N	N
戦略	전략	戦略	전략	N	N
戦略	전략	戦略	전략	N	N
クロス	십자가	クロス	십자가	N	N
興行	연예인	興行	연예+이+ㄴ	V	V
スケート	스케이트보드	スケート	스케이트보드	N	N
関数	함수	関数	함수	N	N
関数	함수	関数	함수	N	N
負傷	부상당한	負傷	부상+당하+ㄴ	V	V
ガール	소녀	ガール	소녀	N	N
職員	직원	職員	직원	N	N
職員	공식	職員	공식	N	N
ポート	항구	ポート	항구	N	N
ポート	항구	ポート	항구	N	N
検査	시험	検査	시험	N	N
検査	검사	検査	검사	N	N
検査	점검	検査	점검	N	N
検査	검사	検査	검사	N	N
資金	기금	資金	기금	N	N
資金	자금	資金	자금	N	N
資金	펀드	資金	펀드	N	N
演劇	연극	演劇	연극	N	N
演劇	극장	演劇	극장	N	N
演劇	영화관	演劇	영화관	N	N
演劇	연극	演劇	연극	N	N
演劇	극장	演劇	극장	N	N
言及	언급하기	言及	언급+하+기	V	V
ライフ	생명	ライフ	생명	N	N
ライフ	생활	ライフ	생활	N	N
ライフ	인생	ライフ	인생	N	N
大使	대사	大使	대사	N	N
大使	대사	大使	대사	N	N
広場	광장	広場	광장	N	N
常に	항상	常に	항상	ADV	ADV
常に	언제나	常に	언제나	ADV	ADV
売上	매출	売上	매출	N	N
売上	영업	売上	영업	N	N
売上	판매	売上	판매	N	N
重	중복	重	중복	N	N
重	복사	重	복사	N	N
重	중복	重	중복	N	N
重	복제	重	복제	N	N
重	중복	重	중복	N	N
概念	개념	概念	개념	N	N
概念	개념	概念	개념	N	N
パート	부분	パート	부분	N	N
パート	부품	パート	부품	N	N
危機	위기	危機	위기	N	N
危機	위기	危機	위기	N	N
ドライバー	운전자	ドライバー	운전자	N	N
ドライバー	운전사	ドライバー	운전사	N	N
ドライバー	운전사	ドライバー	운전사	N	N
トーナメント	토너먼트	トーナメント	토너먼트	N	N
トーナメント	대회	トーナメント	대회	N	N
北東	북동	北東	북동	N	N
ミュージシャン	음악가	ミュージシャン	음악가	N	N
ミュージシャン	연주자	ミュージシャン	연주자	N	N
ミュージシャン	뮤지션	ミュージシャン	뮤지션	N	N
ミュージシャン	음악가	ミュージシャン	음악가	N	N
ミュージシャン	연주자	ミュージシャン	연주자	N	N
ミュージシャン	뮤지션	ミュージシャン	뮤지션	N	N
リーダー	지도자	リーダー	지도자	N	N
テニス	테니스	テニス	테니스	N	N
結合	채권	結合	채권	N	N
結合	결합	結合	결합	N	N
知識	지식인	知識	지식인	N	N
知識	지식	知識	지식	N	N
ライセンス	라이선스	ライセンス	라이선스	N	N
ライセンス	사용권	ライセンス	사용권	N	N
ライセンス	면허	ライセンス	면허	N	N
ライセンス	라이선스	ライセンス	라이선스	N	N
ライセンス	면허	ライセンス	면허	N	N
ライセンス	라이선스	ライセンス	라이선스	N	N
ライセンス	면허	ライセンス	면허	N	N
メール	편지	メール	편지	N	N
メール	우편	メール	우편	N	N
生涯	평생	生涯	평생	N	N
