dlhší	duži	dlhý	dug	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
slávnosti	svečanosti	slávnosť	svečanost	N;NOM;FEM;PL	N;NOM;FEM;PL
bytosti	stvorenja	bytosť	stvorenje	N;NOM;FEM;PL	N;NOM;NEUT;PL
samice	ženke	samica	ženka	N;NOM;NEUT;PL	N;NOM;FEM;PL
súradnice	koordinate	súradnica	koordinat	N;NOM;FEM;PL	N;NOM;FEM;PL
plukovník	pukovnik	plukovník	pukovnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
michelangelo	michelangelo	michelangieť	michelangel	N;NOM;NEUT;SG	N;NOM;MASC;SG
korunu	krunu	koruna	krun	N;ACC;FEM;SG	N;ACC;FEM;SG
agent	agent	agent	agent	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kapitola	poglavlje	kapitola	poglavlje	N;NOM;FEM;SG	N;NOM;NEUT;SG
železo	željezo	železo	željezo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
železo	željeza	železo	željezo	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
konečný	završni	konečný	završan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
efektívne	efikasno	efektívny	efikasan	ADV	ADV
efektívne	učinkovito	efektívny	učinkovito	ADV	ADV
efektívne	učinkovito	efektívny	učinkovito	ADV	ADV
efektívne	efikasno	efektívny	efikasan	ADV	ADV
efektívne	učinkovito	efektívny	učinkovito	ADV	ADV
kaplnke	kapeli	kaplnka	kapela	N;DAT;FEM;SG	N;DAT;FEM;SG
papiera	papira	papier	papir	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
platňa	tanjur	platňa	tanjur	N;NOM;FEM;SG	N;NOM;MASC;SG
liverpool	liverpool	liverpnúť	liverpool	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
opravy	korekcije	oprava	korekcija	N;NOM;FEM;PL	N;NOM;FEM;PL
opravy	popravke	oprava	popravak	N;NOM;FEM;PL	N;NOM;FEM;PL
opravy	popravci	oprava	popravac	N;NOM;FEM;PL	N;NOM;MASC;PL
opravy	popravke	oprava	popravak	N;NOM;FEM;PL	N;NOM;FEM;PL
mačky	mačke	mačka	mačak	N;NOM;FEM;PL	N;NOM;FEM;PL
trestné	kazneno	trestný	kaznen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
brigády	brigade	brigáda	brigada	N;NOM;FEM;PL	N;NOM;FEM;PL
brigády	brigade	brigáda	brigada	N;NOM;FEM;PL	N;NOM;FEM;PL
ľudský	ljudski	ľudský	ljudski	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
útek	bijeg	útek	bijeg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zaťaženie	teret	zaťaženie	teret	N;NOM;NEUT;SG	N;NOM;MASC;SG
zaťaženie	opterećenje	zaťaženie	opterećenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zaťaženie	učitavanje	zaťaženie	učitavanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zaťaženie	utovar	zaťaženie	utovar	N;NOM;NEUT;SG	N;NOM;MASC;SG
venované	posvećen	venovaný	posvetiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
spolupracovať	surađivati	spolupracovať	surađivati	V;IPFV;POS;NFIN	V;NFIN
vyhlásenia	izjave	vyhlásenie	izjava	N;NOM;NEUT;PL	N;NOM;FEM;PL
vyhlásenia	najave	vyhlásenie	najava	N;NOM;NEUT;PL	N;NOM;FEM;PL
sebastian	sebastian	sebastian	sebastian	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dôsledky	implikacije	dôsledok	implikacija	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
dôsledky	posljedice	dôsledok	posljedica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
váhy	ljuske	váha	ljuska	N;NOM;FEM;PL	N;NOM;FEM;PL
váhy	vage	váha	vag	N;NOM;FEM;PL	N;NOM;FEM;PL
zámer	namjera	zámer	namjera	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zámer	namjera	zámer	namjera	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
hladina	razina	hladina	razina	N;NOM;FEM;SG	N;NOM;FEM;SG
hladina	nivo	hladina	nivo	N;NOM;FEM;SG	N;NOM;MASC;SG
hladina	level	hladina	level	N;NOM;FEM;SG	N;NOM;MASC;SG
čreva	crijeva	črev	crijevo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
iniciatívy	inicijative	iniciatíva	inicijativa	N;NOM;FEM;PL	N;NOM;FEM;PL
iniciatívy	inicijative	iniciatíva	inicijativa	N;NOM;FEM;PL	N;NOM;FEM;PL
piatok	petak	piatok	petak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štúdiá	studiji	štúdium	studij	N;NOM;NEUT;PL	N;NOM;MASC;PL
používateľ	korisnik	používateľ	korisnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
etapy	faze	etap	faza	N;NOM;FEM;PL	N;NOM;FEM;PL
pristál	sletio	pristáť	sletjeti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
žltý	žuto	žltý	žuto	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
žltý	žuti	žltý	žutiti	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
žltý	žuta	žltý	žut	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
novšie	novije	nový	nov	ADV;CMPR	ADV;CMPR
náčelník	načelnik	náčelník	načelnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
náčelník	šef	náčelník	šef	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
náčelník	poglavar	náčelník	poglavar	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sociálny	društveni	sociálny	društven	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
sociálny	društvena	sociálny	društven	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
sociálny	socijalna	sociálny	socijalan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
rozdielne	drukčije	rozdielny	drukčije	ADV	ADV
rozdielne	drugačije	rozdielny	drugačije	ADV	ADV
adresu	adresu	adresa	adresa	N;ACC;FEM;SG	N;ACC;FEM;SG
rumunský	rumunjski	rumunský	rumunjski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
lebky	lubanje	lebka	lubanja	N;NOM;FEM;PL	N;NOM;FEM;PL
lebky	lubanje	lebka	lubanja	N;NOM;FEM;PL	N;NOM;FEM;PL
úseky	sekcije	úsek	sekcija	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
priemyselná	industrijska	priemyselný	industrijski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
pretekár	racer	pretekár	racer	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
abeceda	abecedi	abeceda	abeced	N;NOM;FEM;SG	N;NOM;FEM;SG
komédie	komedije	komédia	komedija	N;NOM;FEM;PL	N;NOM;FEM;PL
komédie	komedije	komédia	komedija	N;NOM;FEM;PL	N;NOM;FEM;PL
vrh	leglo	vrh	leglo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
kopa	hrpa	kopa	hrpa	N;NOM;FEM;SG	N;NOM;FEM;SG
duchovné	duhovna	duchovný	duhovan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
duchovné	duhovni	duchovný	duhovan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
extra	ekstra	extra	ekstar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
extra	extra	extra	extra	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nickelback	nickelback	nickelback	nickelback	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nárok	tvrdnja	nárok	tvrdnja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
medi	bakra	med	bakra	N;NOM;FEM;SG	N;NOM;MASC;SG
medi	bakar	med	bakar	N;NOM;FEM;SG	N;NOM;MASC;SG
pokryté	pokrivena	pokrytý	pokriven	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
pokryté	pokriven	pokrytý	pokriti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
pokryté	pokriveno	pokrytý	pokriven	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
poskytnúť	pružiti	poskytnúť	pružiti	V;PFV;POS;NFIN	V;NFIN
archeológ	arheolog	archeológ	arheol	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
archeológ	arheolog	archeológ	arheol	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
organizmus	organizam	organizmus	organizam	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
životy	životi	život	život	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
frekvencie	frekvencije	frekvencia	frekvencija	N;NOM;FEM;PL	N;NOM;FEM;PL
frekvencie	frekvencije	frekvencia	frekvencija	N;NOM;FEM;PL	N;NOM;FEM;PL
autobus	bus	autobus	bus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
autobus	autobus	autobus	autobus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prednášky	predavanja	prednáška	predavanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
praktické	praktičan	praktický	praktičan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
praktické	praktični	praktický	praktičan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
praktické	praktična	praktický	praktičan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
estadio	estadio	estadio	estadio	N;NOM;NEUT;SG	N;NOM;MASC;SG
počasie	vrijeme	počasie	vrijeme	N;NOM;NEUT;SG	N;NOM;NEUT;SG
skúsenosť	iskustvo	skúsenosť	iskustvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
najmladší	najmlađa	mladý	mlad	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
najmladší	najmlađi	mladý	mlad	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
sklo	čaša	sklo	čašati	N;NOM;NEUT;SG	N;NOM;FEM;SG
sklo	staklo	sklo	staklo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
disciplíne	disciplini	disciplína	disciplina	N;DAT;FEM;SG	N;DAT;FEM;SG
adresy	adrese	adresa	adresa	N;NOM;FEM;PL	N;NOM;FEM;PL
family	porodica	famila	porodica	N;NOM;FEM;SG	N;NOM;FEM;SG
family	obitelj	famila	obitelj	N;NOM;FEM;SG	N;NOM;FEM;SG
family	familija	famila	familija	N;NOM;FEM;SG	N;NOM;FEM;SG
vzdialený	udaljena	vzdialený	udaliti	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
vzdialený	daleka	vzdialený	daleka	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
vzdialený	udaljeno	vzdialený	udaljiti	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
vzdialený	udaljeno	vzdialený	udaljiti	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
vzdialený	udaljena	vzdialený	udaliti	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
naučil	naučio	naučiť	naučiti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
existoval	postojala	existovať	postojati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
existoval	postojao	existovať	postojati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
porasty	plantaže	porast	plantaža	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
karibiku	kariba	karibika	kariba	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
timeaxis	timeaxis	timeaxis	timeaxis	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zrýchlenie	ubrzanje	zrýchlenie	ubrzanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
core	core	cora	cora	N;NOM;MASC;SG	N;NOM;MASC;SG
core	jezgro	cora	jezgro	N;NOM;MASC;SG	N;NOM;NEUT;SG
core	jezgra	cora	jezgra	N;NOM;MASC;SG	N;NOM;FEM;SG
paralelne	paralelno	paralelne	paralelno	ADV	ADV
challenger	challenger	challenger	challenger	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
challenger	izazivač	challenger	izazivač	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bytov	stanova	byt	stan	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
bytov	bajtova	byt	bajt	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
centrálny	centralno	centrálny	centralan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
centrálny	središnja	centrálny	središnji	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
centrálny	središnji	centrálny	središnji	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
média	mediji	média	medij	N;NOM;NEUT;PL	N;NOM;MASC;PL
afganistane	afganistan	afganistane	afganistan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prístupné	dostupna	prístupný	dostupan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
terminál	terminal	terminál	terminal	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
konstantin	konstantin	konstantin	konstantin	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rukopis	rukopis	rukopis	rukopis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prózy	proze	próza	proza	N;NOM;FEM;PL	N;NOM;FEM;PL
margaret	margaret	margaret	margaret	N;NOM;FEM;SG	N;NOM;FEM;SG
pridáva	dodaje	pridávať	dodavati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
nebezpečné	opasna	nebezpečný	opasan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
nebezpečné	opasan	nebezpečný	opasan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
venovaná	posvećena	venovaný	posvetiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
venovaná	posvećeno	venovaný	posvetiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
venovaná	posvećen	venovaný	posvetiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
bočné	bočni	bočný	bočan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
zostať	ostajem	zostať	ostajati	V;PFV;POS;NFIN	V;IND;SG;1;PRS;FIN
zostať	ostani	zostať	ostati	V;PFV;POS;NFIN	V;IMP;SG;2;PRS;FIN
sporné	upitan	sporný	upitan	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP
sporné	upitno	sporný	upitan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
sporné	sporno	sporný	sporan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
neba	raja	nebo	raj	N;GEN;NEUT;SG	N;GEN;MASC;SG
baktérie	bakterije	baktéria	bakterija	N;NOM;FEM;PL	N;NOM;FEM;PL
baktérie	klice	baktéria	klica	N;NOM;FEM;PL	N;NOM;FEM;PL
baktérie	bakterije	baktéria	bakterija	N;NOM;FEM;PL	N;NOM;FEM;PL
grafika	grafika	grafika	grafik	N;NOM;FEM;SG	N;NOM;FEM;SG
médium	vidovnjak	médium	vidovnjak	N;NOM;NEUT;SG	N;NOM;MASC;SG
médium	medij	médium	medij	N;NOM;NEUT;SG	N;NOM;MASC;SG
vyhláška	edikt	vyhláška	edikt	N;NOM;FEM;SG	N;NOM;MASC;SG
vyhláška	dekret	vyhláška	dekret	N;NOM;FEM;SG	N;NOM;MASC;SG
zachránil	spasio	zachrániť	spasiti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
pravdepodobnosť	vjerojatnost	pravdepodobnosť	vjerojatnost	N;NOM;FEM;SG	N;NOM;FEM;SG
airbus	airbus	airbus	airbus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
komentár	komentar	komentár	komentar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
neskoro	kasno	neskoro	kasno	ADV	ADV
dokázať	dokazati	dokázať	dokazati	V;PFV;POS;NFIN	V;NFIN
vybraný	odabrana	vybraný	odabrati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
vybraný	izabran	vybraný	izabrati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
vybraný	odabran	vybraný	odabrati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
vybraný	odabrano	vybraný	odabrati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
vybraný	odabrana	vybraný	odabrati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
zvon	zvono	zvon	zvono	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
zvon	zvonce	zvon	zvonca	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
kult	kult	kult	kult	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
usb	usb	usba	usb	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
tajne	tajno	tajne	tajno	ADV	ADV
tajne	potajno	tajne	potajno	ADV	ADV
dodáva	dostavlja	dodávať	dostavljati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
dodáva	dodaje	dodávať	dodavati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
kryštály	kristali	kryštál	kristati	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
riadil	vozio	riadiť	voziti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
polomer	radijus	polomer	radijus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nákladné	teretni	nákladný	teretan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
nechce	zeli	chcieť	zeljeti	V;IPFV;IND;SG;3;NEG;PRS;FIN	V;IND;SG;3;PRS;FIN
nechce	želi	chcieť	željeti	V;IPFV;IND;SG;3;NEG;PRS;FIN	V;IND;SG;3;PRS;FIN
užitočné	koristan	užitočný	koristan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
užitočné	korisno	užitočný	korisno	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
užitočné	korisna	užitočný	koristan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
užitočné	korisno	užitočný	korisno	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
špecifikácie	specifikacije	špecifikácia	specifikacija	N;NOM;FEM;PL	N;NOM;FEM;PL
obnoviť	osvježiti	obnoviť	osvježiti	V;PFV;POS;NFIN	V;NFIN
vajíčka	jaja	vajíčko	jaje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
zavedené	provedeno	zavedený	provesti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
zavedené	provedena	zavedený	provesti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
zavedené	proveden	zavedený	provesti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
odborník	stručnjak	odborník	stručnjak	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
odborník	ekspert	odborník	ekspert	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
odborník	specijalist	odborník	specijalist	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
bordeaux	bordeaux	bordeaux	bordeaux	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
magazín	magazin	magazina	magazin	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
magazín	časopis	magazina	časopis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
chápe	razumije	cháp	razumjeti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
hrdinovia	heroji	hrdina	heroj	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
hrdinovia	junaci	hrdina	junak	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
bloky	blokovi	blok	blok	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
nikde	nigdje	nikde	nigdje	ADV	ADV
guinea	gvineja	guinea	gvinej	N;NOM;FEM;SG	N;NOM;FEM;SG
dáma	gospa	dáma	gospa	N;NOM;FEM;SG	N;NOM;FEM;SG
dáma	dama	dáma	dama	N;NOM;FEM;SG	N;NOM;FEM;SG
populárna	popularni	populárny	popularan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
populárna	popularna	populárny	popularan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
populárna	popularan	populárny	popularan	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
populárna	popularno	populárny	popularan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
drámy	drame	dráma	drama	N;NOM;FEM;PL	N;NOM;FEM;PL
pavilón	paviljon	pavilón	paviljon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hospodárska	ekonomska	hospodársky	ekonomski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
hospodárska	gospodarska	hospodársky	gospodarski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
hodnotenia	kritike	hodnotenie	kritika	N;NOM;NEUT;PL	N;NOM;FEM;PL
robotník	radnica	robotník	radnica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
robotník	radnik	robotník	radnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
premena	metamorfoza	premena	metamorfoza	N;NOM;FEM;SG	N;NOM;FEM;SG
premena	transformacija	premena	transformacija	N;NOM;FEM;SG	N;NOM;FEM;SG
vyriešiť	riješi	vyriešiť	riješiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
vyriešiť	riješiti	vyriešiť	riješiti	V;PFV;POS;NFIN	V;NFIN
vyriešiť	riješi	vyriešiť	riješiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
vyriešiť	riješiti	vyriešiť	riješiti	V;PFV;POS;NFIN	V;NFIN
mobile	mobitel	mobiť	mobitel	N;NOM;FEM;SG	N;NOM;MASC;SG
výslovnosť	izgovor	výslovnosť	izgovor	N;NOM;FEM;SG	N;NOM;MASC;SG
vydávanie	izdavanje	vydávanie	izdavanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vydávanie	izdavanja	vydávanie	izdavanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vydávanie	izdavanje	vydávanie	izdavanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vydávanie	objavljivanje	vydávanie	objavljivanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
autorka	autor	autorka	autor	N;NOM;FEM;SG	N;NOM;MASC;SG
politikov	političare	politik	političar	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
uzavretá	zatvoreno	uzavretý	zatvoriti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
uzavretá	zatvorena	uzavretý	zatvoriti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
uzavretá	zatvoren	uzavretý	zatvoriti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
jeruzalem	jeruzalem	jeruzala	jeruzalem	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
značný	znatan	značný	znatan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
odráža	ogleda	odráža	ogleda	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
odráža	odražava	odráža	odražavati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
dolu	dolje	dolu	dolje	ADV	ADV
obľúbené	omiljena	obľúbený	omiljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
obľúbené	omiljeni	obľúbený	omiljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
obľúbené	omiljeno	obľúbený	omiljeno	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG
obľúbené	popularni	obľúbený	popularan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
obľúbené	popularna	obľúbený	popularan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
obľúbené	popularan	obľúbený	popularan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
obľúbené	popularno	obľúbený	popularan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG
obľúbené	omiljena	obľúbený	omiljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
obľúbené	omiljeni	obľúbený	omiljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
obľúbené	omiljeno	obľúbený	omiljeno	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG
kino	kino	kino	kino	N;NOM;NEUT;SG	N;NOM;MASC;SG
bomba	bomba	bomba	bomba	N;NOM;FEM;SG	N;NOM;FEM;SG
aplikácia	prijava	aplikácia	prijava	N;NOM;FEM;SG	N;NOM;FEM;SG
aplikácia	primjena	aplikácia	primjena	N;NOM;FEM;SG	N;NOM;FEM;SG
aplikácia	aplikacija	aplikácia	aplikacija	N;NOM;FEM;SG	N;NOM;FEM;SG
aplikácia	aplikacija	aplikácia	aplikacija	N;NOM;FEM;SG	N;NOM;FEM;SG
ázijské	azijski	ázijský	azijski	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
štandardný	uobičajeno	štandardný	uobičajen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
