показания	zeznania	показание	zeznanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
отдельное	oddzielne	отдельный	oddzielny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
воин	wojownik	воин	wojownik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
бойцы	zawodnicy	боец	zawodnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
бойцы	myśliwce	боец	myśliwiec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
бойцы	wojownicy	боец	wojownik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
лук	czosnek	лук	czosnek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
лук	cebula	лук	cebula	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
лук	cebula	лук	cebula	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
лук	łuk	лук	łuk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ушел	odszedł	уйти	odejść	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
бабушка	babcia	бабушка	babcia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
бабушка	babka	бабушка	babka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
бабушка	babcia	бабушка	babcia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
бабушка	babcia	бабушка	babcia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
проектирование	projekt	проектирование	projekt	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
проектирование	konstrukcja	проектирование	konstrukcja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
проектирование	projektowanie	проектирование	projektować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
проектирование	projektowanie	проектирование	projektować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
низкая	niskie	низкий	niski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
низкая	niski	низкий	niski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
франс	francja	франс	francja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
индейцы	indianie	индеец	indiana	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
оборона	obrona	оборона	obrona	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
оборона	obrona	оборона	obrona	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
технически	technicznie	технически	technicznie	ADV	ADV
христос	chrystus	христос	chrystus	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
героиня	bohaterka	героиня	bohaterka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
героиня	heroina	героиня	heroin	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
требовать	wymagają	требовать	wymagać	V;IPFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
требовать	wymagać	требовать	wymagać	V;IPFV;NFIN;ACT	V;IPFV;NFIN;ACT
приобретает	nabywa	приобретать	nabywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
упомянуть	wspomnieć	упомянуть	wspomnieć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
гости	goście	гость	gość	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
гости	goście	гость	gość	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
обслуживание	służba	обслуживание	służba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
обслуживание	obsługa	обслуживание	obsługa	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
обслуживание	serwis	обслуживание	serwis	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
религиозный	religijny	религиозный	religijny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
религиозный	religijna	религиозный	religijny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
религиозный	religijne	религиозный	religijny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
выделение	selekcja	выделение	selekcja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
выделение	zaznaczenie	выделение	zaznaczyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
выделение	wybór	выделение	wybór	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
вероятности	prawdopodobieństwa	вероятность	prawdopodobieństwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
банки	banki	банк	bank	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
тяжёлый	ciężkie	тяжёлый	ciężki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
тяжёлый	ciężki	тяжёлый	ciężki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
тяжёлый	ciężka	тяжёлый	ciężka	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
стояла	stał	стоять	stać	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
временной	czasowa	временный	czasowy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
запретить	zablokuj	запретить	zablokować	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
запретить	zakazać	запретить	zakazać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
крыша	dach	крыша	dach	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
крыша	dach	крыша	dach	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
промышленный	przemysłowy	промышленный	przemysłowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
промышленный	przemysłowe	промышленный	przemysłowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
продюсеры	producenci	продюсер	producent	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
объяснение	wyjaśnienie	объяснение	wyjaśnić	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
объяснение	wyjaśnienia	объяснение	wyjaśnienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
атмосферу	atmosferę	атмосфера	atmosfera	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
прорыв	przełom	прорыв	przełom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
сложный	złożone	сложный	złożyć	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
сложный	złożona	сложный	złożyć	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
сложный	złożony	сложный	złożyć	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
сложный	skomplikowane	сложный	skomplikować	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
сложный	skomplikowany	сложный	skomplikować	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
сложный	skomplikowana	сложный	skomplikowany	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
сложный	skomplikowane	сложный	skomplikować	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мастерство	kunszt	мастерство	kunszt	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
мастерство	opanowanie	мастерство	opanować	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
мастерство	umiejętność	мастерство	umiejętność	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
сущность	istota	сущность	istota	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
приоритет	priorytet	приоритет	priorytet	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
приоритет	pierwszeństwo	приоритет	pierwszeństwo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
кратко	zwięźle	кратко	zwięźle	ADV	ADV
кратко	krótko	кратко	krótko	ADV	ADV
кратко	krótko	кратко	krótko	ADV	ADV
боли	bóle	боль	ból	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
секс	płeć	секс	płeć	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
секс	seks	секс	seks	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
уолтер	walter	уолтер	walter	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
инцидент	incydent	инцидент	incydent	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
серый	szara	серый	szara	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
серый	szare	серый	szary	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
серый	szara	серый	szara	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
серый	szare	серый	szary	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
точность	dokładność	точность	dokładność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
точность	precyzja	точность	precyzja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
точность	dokładność	точность	dokładność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
альянс	sojusz	альянс	sojusz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
заявляет	oświadcza	заявлять	oświadczać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
проза	proza	проза	proza	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
упорно	uparcie	упорно	uparcie	ADV	ADV
белки	wiewiórki	белок	wiewiórka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
мяса	mięsa	мясо	mięso	N;INAN;GEN;NEUT;SG	N;GEN;NEUT;SG
управляет	zarządza	управлять	zarządzać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
скандал	afera	скандал	afera	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
скандал	skandal	скандал	skandal	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
свадьбы	śluby	свадьба	ślub	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
ранение	uraz	ранение	uraz	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
ранение	uszkodzenie	ранение	uszkodzić	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
арбитра	arbitra	арбитр	arbitra	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
цепь	obwód	цепь	obwód	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
цепь	łańcuch	цепь	łańcuch	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
видна	widoczna	видный	widoczny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
видна	widoczny	видный	widoczny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
видна	widoczne	видный	widoczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
пруд	staw	пруд	staw	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
волгоград	wołgograd	волгоград	wołgograd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
делегации	delegacje	делегация	delegacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
умершего	zmarły	умереть	zemrzeć	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
умершего	zmarła	умереть	zemrzeć	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
длиннее	dłuższa	длинный	długi	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
длиннее	dłuższy	длинный	długi	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
длиннее	dłuższe	длинный	długi	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
процессор	procesor	процессор	procesor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
процессор	procesor	процессор	procesor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
изредка	sporadycznie	изредка	sporadycznie	ADV	ADV
изредка	okazjonalnie	изредка	okazjonalnie	ADV	ADV
эксперименты	eksperymenty	эксперимент	eksperyment	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
эксперименты	eksperymenty	эксперимент	eksperyment	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
монах	mnich	монах	mnichy	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
гражданина	obywatela	гражданин	obywatela	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
добровольцев	ochotników	доброволец	ochotnik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
рождение	narodziny	рождение	narodziny	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
рождение	urodzenia	рождение	urodzić	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
рождение	poród	рождение	poród	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
рождение	narodziny	рождение	narodziny	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
отменить	odwołać	отменить	odwołać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
отменить	anuluj	отменить	anulować	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
отменить	cofnąć	отменить	cofnąć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
отменить	cofnij	отменить	cofnić	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
винтовки	karabiny	винтовка	karabina	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
самостоятельный	autonomiczne	самостоятельный	autonomiczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
самостоятельный	autonomiczny	самостоятельный	autonomiczny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
доски	tablice	доска	tablica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
очевидна	oczywisty	очевидный	oczywisty	ADJ;FEM;SG	ADJ;NOM;MASC;SG
вступление	wstęp	вступление	wstęp	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
существо	istota	существо	istota	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
существо	stwór	существо	stwór	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
существо	stworzenie	существо	stworzenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
единство	jedność	единство	jedność	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
единство	zjednoczenie	единство	zjednoczenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
восьмой	ósmy	восьмой	ósmy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
столкновение	zderzenie	столкновение	zderzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
батарея	bateria	батарея	bateria	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
топливо	paliwo	топливо	paliwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
кристаллическая	krystaliczny	кристаллический	krystaliczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
снятие	wycofanie	снятие	wycofać	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
снятие	podnoszenie	снятие	podnoszenie	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
снятие	cofnięcie	снятие	cofnięcie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
снятие	wycofania	снятие	wycofanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
снятие	wycofanie	снятие	wycofać	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
прекращения	zakończenie	прекращение	zakończyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
прекращения	wypowiedzenie	прекращение	wypowiedzenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
купил	kupił	купить	kupić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
купил	kupiła	купить	kupić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
срочно	pilnie	срочно	pilnie	ADV	ADV
врачи	lekarze	врач	lekarz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
врачи	lekarze	врач	lekarz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
врачи	doktorzy	врач	doktorzyć	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
уникальный	unikalne	уникальный	unikalny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
уникальный	unikatowe	уникальный	unikatowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
уникальный	unikalny	уникальный	unikalny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
уникальный	wyjątkowy	уникальный	wyjątkowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
уникальный	niepowtarzalny	уникальный	niepowtarzalny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
массачусетс	massachusetts	массачусетс	massachusetts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
мостов	mostów	мост	most	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
комнаты	pokoje	комната	pokój	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
ралли	zlot	ралли	zlot	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
ралли	rajd	ралли	rajd	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
сократить	skrócić	сократить	skrócić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
сократить	zmniejszyć	сократить	zmniejszyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
сократить	zredukować	сократить	zredukować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
стрельба	strzelanina	стрельба	strzelanina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
стрельба	strzelanie	стрельба	strzelać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
стрельба	strzelanina	стрельба	strzelanina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
раскопки	wykopaliska	раскопка	wykopalisko	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
корпорация	korporacja	корпорация	korporacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
австрийская	austriackie	австрийский	austriacki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
вершина	wierzchołek	вершина	wierzchołek	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
перестал	przestał	перестать	przestać	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
стрелок	strzelec	стрелок	strzelec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
региональный	regionalne	региональный	regionalny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
региональный	regionalny	региональный	regionalny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
региональный	regionalna	региональный	regionalny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
резиденция	rezydencja	резиденция	rezydencja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
катание	łyżwiarstwo	катание	łyżwiarstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
католицизм	katolicyzm	католицизм	katolicyzm	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
изготовление	wytwarzanie	изготовление	wytwarzać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
изготовление	produkcja	изготовление	produkcja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
изготовление	wytwarzanie	изготовление	wytwarzać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
изготовление	produkcja	изготовление	produkcja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
изготовление	robienie	изготовление	robić	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
изготовление	zrobienie	изготовление	zrobienie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
победителей	zwycięzców	победитель	zwycięzca	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
пользователи	użytkownicy	пользователь	użytkownik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
христиане	chrześcijanie	христианин	chrześcijanin	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
христиане	chrześcijanie	христианин	chrześcijanin	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
мифы	mity	миф	mit	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ногу	stopę	нога	stopa	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
ногу	nogę	нога	noga	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
страх	strach	страх	strach	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
страх	lęk	страх	lęk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
страх	respekt	страх	respekt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
интересная	interesujące	интересный	interesujący	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
интересная	ciekawe	интересный	ciekawy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
интересная	interesujący	интересный	interesujący	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
заседания	spotkania	заседание	spotkanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
побеждает	wygrywa	побеждать	wygrywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
разработчик	programista	разработчик	programista	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
разработчик	twórca	разработчик	twórca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
разработчик	deweloper	разработчик	deweloper	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
разработчик	wykonawca	разработчик	wykonawca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
статуи	posągi	статуя	posąg	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
активная	aktywne	активный	aktywny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
активная	aktywna	активный	aktywny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
активная	aktywny	активный	aktywny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
активная	czynne	активный	czynny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
начальное	podstawowy	начальный	podstawowy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
начальное	pierwotne	начальный	pierwotny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
начальное	podstawowe	начальный	podstawowy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
вмешательства	zakłócenia	вмешательство	zakłócenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
вмешательства	interwencje	вмешательство	interwencja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
корона	korona	корона	korona	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
разногласия	różnice	разногласие	różnica	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
операторы	podmioty	оператор	podmiot	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
операторы	operatorzy	оператор	operator	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
традиционный	tradycyjne	традиционный	tradycyjny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
традиционный	tradycyjna	традиционный	tradycyjny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
традиционный	tradycyjny	традиционный	tradycyjny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
авторство	autorstwo	авторство	autorstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ресторан	restauracja	ресторан	restauracja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
углы	rogi	угол	róg	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
углы	kąty	угол	kąty	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
отчет	raport	отчет	raport	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
отчет	sprawozdanie	отчет	sprawozdać	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
отчет	zgłoszenie	отчет	zgłosić	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
экспорт	wywóz	экспорт	wywóz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
экспорт	eksport	экспорт	eksport	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
экспорт	wywóz	экспорт	wywóz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
экспорт	eksport	экспорт	eksport	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
целое	całość	целое	całość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
лёгкий	lekkie	лёгкий	lekki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
лёгкий	lekki	лёгкий	lekki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
шведская	szwedzki	шведский	szwedzki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
шведская	szwedzkie	шведский	szwedzki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
шведская	szwedzka	шведский	szwedzko	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
враг	wróg	враг	wróg	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
коммунистическая	komunistyczna	коммунистический	komunistyczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
широкая	szeroka	широкий	szeroki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
широкая	szerokie	широкий	szeroki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
широкая	szeroki	широкий	szeroki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
широкая	szeroki	широкий	szeroki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
широкая	szeroka	широкий	szeroki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
широкая	szerokie	широкий	szeroki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
мюзикл	musical	мюзикл	musical	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
резерв	rezerwa	резерв	rezerwa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
резерв	rezerwat	резерв	rezerwat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
безуспешно	bezskutecznie	безуспешно	bezskutecznie	ADV	ADV
интересный	interesujące	интересный	interesujący	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
интересный	ciekawe	интересный	ciekawy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
интересный	interesujący	интересный	interesujący	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
теннис	tenis	теннис	tenis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ключи	klucze	ключ	klucz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ключи	klawisze	ключ	klawisz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
банды	gangi	банда	ganga	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
духовное	duchowy	духовный	duchowy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
духовное	duchowe	духовный	duchowy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
славу	sławę	слава	sława	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
таиланд	tajlandia	таиланд	tajlandia	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
