رده	klasy	رده	klasa	N;SG	N;GEN;FEM;SG
نگهداری	trzymanie	نگهداری	trzymać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
نگهداری	utrzymanie	نگهداری	utrzymać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
نگهداری	utrzymania	نگهداری	utrzymać	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
نگهداری	konserwacja	نگهداری	konserwacja	N;SG	N;NOM;FEM;SG
بهره	interesie	بهره	interes	N;SG	N;ACC;MASC;SG
بهره	odsetek	بهره	odsetka	N;SG	N;ACC;MASC;SG
بهره	zainteresowanie	بهره	zainteresowanie	N;SG	N;NOM;NEUT;SG
گرمی	grammy	گرمی	grać	N;SG	N;ACC;FEM;SG
رفتار	zachowanie	رفتار	zachować	N;SG	N;NOM;NEUT;SG
رفتار	zachowania	رفتار	zachowanie	N;SG	N;NOM;NEUT;SG
رفتار	aktorstwo	رفتار	aktorstwo	N;SG	N;NOM;NEUT;SG
رفتار	zachowanie	رفتار	zachować	N;SG	N;NOM;NEUT;SG
رفتار	zachowania	رفتار	zachowanie	N;SG	N;NOM;NEUT;SG
فرمول	wzór	None	wzór	N;SG	N;NOM;MASC;SG
فرمول	formuła	None	formuła	N;SG	N;NOM;FEM;SG
نوری	światło	نوری	światło	N;SG	N;NOM;NEUT;SG
نوری	światła	نوری	światło	N;SG	N;NOM;NEUT;SG
زیبا	piękne	زیبا	piękny	ADJ	ADJ;NOM;NEUT;SG
زیبا	piękna	زیبا	piękny	ADJ	ADJ;NOM;FEM;SG
زیبا	śliczna	زیبا	śliczny	ADJ	ADJ;NOM;FEM;SG
دانشجویان	uczniowie	دانشجو	uczeń	N;PL	N;NOM;MASC;PL
دانشجویان	studenci	دانشجو	student	N;PL	N;NOM;MASC;PL
دانشجویان	studentów	دانشجو	student	N;PL	N;ACC;MASC;PL
مربیان	zarządców	مربی	zarządca	N;PL	N;ACC;MASC;PL
مخالفت	opozycja	مخالفت	opozycja	N;SG	N;NOM;FEM;SG
مخالفت	opozycji	مخالفت	opozycja	N;SG	N;GEN;FEM;SG
مخالفت	sprzeciw	مخالفت	sprzeciw	N;SG	N;NOM;MASC;SG
حمل	noszenie	حمل	nosić	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
دینی	religia	دین	religia	N;SG	N;NOM;FEM;SG
مسلمانان	muzułmanie	مسلمان	muzułmanin	N;PL	N;NOM;MASC;PL
مسلمانان	muzułmanów	مسلمان	muzułmanin	N;PL	N;ACC;MASC;PL
مسلمانان	muzułmanie	مسلمان	muzułmanin	N;PL	N;NOM;MASC;PL
گورستان	cmentarzu	گورستان	cmentarz	N;SG	N;DAT;MASC;SG
گورستان	cmentarz	گورستان	cmentarz	N;SG	N;NOM;MASC;SG
آهن	żelazo	آهن	żelazo	N;SG	N;NOM;NEUT;SG
آهن	żelazko	آهن	żelazko	N;SG	N;NOM;NEUT;SG
مقایسه	porównania	مقایسه	porównanie	N;SG	N;NOM;NEUT;SG
مقایسه	porównywanie	مقایسه	porównywać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
مقایسه	porównanie	مقایسه	porównać	N;SG	N;NOM;NEUT;SG
مقایسه	porównanie	مقایسه	porównać	N;SG	N;NOM;NEUT;SG
ابزار	narzędzie	ابزار	narzęd	N;SG	N;NOM;NEUT;SG
مهاجرت	kolonizacji	مهاجرت	kolonizacja	N;SG	N;GEN;FEM;SG
مهاجرت	imigracji	مهاجرت	imigracja	N;SG	N;GEN;FEM;SG
مهاجرت	imigracja	مهاجرت	imigracja	N;SG	N;NOM;FEM;SG
مهاجرت	migracja	مهاجرت	migracja	N;SG	N;NOM;FEM;SG
مهاجرت	migracji	مهاجرت	migracja	N;SG	N;GEN;FEM;SG
اشعار	hymny	شعر	hymny	N;PL	N;NOM;MASC;PL
مقاومت	opór	مقاومت	opór	N;SG	N;NOM;MASC;SG
مقاومت	opór	مقاومت	opór	N;SG	N;NOM;MASC;SG
مقاومت	odporność	مقاومت	odporność	N;SG	N;ACC;FEM;SG
بیمارستان	szpitalu	بیمارستان	szpital	N;SG	N;GEN;MASC;SG
بیمارستان	szpital	بیمارستان	szpital	N;SG	N;NOM;MASC;SG
پا	stopę	پا	stopa	N;SG	N;ACC;FEM;SG
پا	stopa	پا	stopa	N;SG	N;NOM;FEM;SG
پا	stopie	پا	stopied	N;SG	N;DAT;FEM;SG
پا	nogę	پا	noga	N;SG	N;ACC;FEM;SG
پا	noga	پا	noga	N;SG	N;NOM;FEM;SG
اصول	podstawy	اصل	podstawa	N;PL	N;ACC;FEM;PL
اصول	zasady	اصل	zasada	N;PL	N;ACC;FEM;PL
اصول	zasadami	اصل	zasada	N;PL	N;INS;FEM;PL
مجموع	sumę	مجموع	suma	N;SG	N;ACC;FEM;SG
مجموع	kwota	مجموع	kwota	N;SG	N;NOM;FEM;SG
مجموع	suma	مجموع	suma	N;SG	N;NOM;FEM;SG
مجموع	ogółem	مجموع	ogół	N;SG	N;INS;MASC;SG
مجموع	suma	مجموع	suma	N;SG	N;NOM;FEM;SG
تفاوت	różnica	تفاوت	różnica	N;SG	N;NOM;FEM;SG
تفاوت	różnica	تفاوت	różnica	N;SG	N;NOM;FEM;SG
دانمارک	dania	دانمارک	danie	N;SG	N;NOM;NEUT;SG
نوشتن	pisanie	نوشتن	pisać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
نوشتن	pismo	نوشتن	pismo	N;SG	N;NOM;NEUT;SG
لبنان	liban	لبنان	liban	N;SG	N;NOM;MASC;SG
شهردار	burmistrz	شهردار	burmistrz	N;SG	N;NOM;MASC;SG
شهردار	burmistrza	شهردار	burmistrz	N;SG	N;ACC;MASC;SG
بسکتبال	koszykówka	بسکتبال	koszykówka	N;SG	N;NOM;FEM;SG
بسکتبال	koszykówkę	بسکتبال	koszykówka	N;SG	N;ACC;FEM;SG
سخت	ciężko	سخت	ciężko	ADV	ADV
سامانه	układ	سامانه	układ	N;SG	N;NOM;MASC;SG
سامانه	systemu	سامانه	system	N;SG	N;GEN;MASC;SG
سامانه	system	سامانه	system	N;SG	N;ACC;MASC;SG
هدایت	przewodniku	هدایت	przewodnik	N;SG	N;DAT;MASC;SG
هدایت	poradnik	هدایت	poradnik	N;SG	N;NOM;MASC;SG
هدایت	przewodnikiem	هدایت	przewodnik	N;SG	N;INS;MASC;SG
هدایت	przewodnika	هدایت	przewodnik	N;SG	N;ACC;MASC;SG
هدایت	przewodnik	هدایت	przewodnik	N;SG	N;NOM;MASC;SG
هدایت	przewodnictwo	هدایت	przewodnictwo	N;SG	N;NOM;NEUT;SG
تخیلی	fikcja	تخیل	fikcja	N;SG	N;NOM;FEM;SG
پیام	komunikat	پیام	komunikat	N;SG	N;NOM;MASC;SG
پیام	wiadomość	پیام	wiadomość	N;SG	N;NOM;FEM;SG
فردی	freddie	فرد	fredda	N;SG	N;NOM;MASC;SG
فردی	freddiego	فرد	freddi	N;SG	N;ACC;MASC;SG
فردی	freddy	فرد	fredda	N;SG	N;NOM;MASC;SG
فردی	freddie	فرد	fredda	N;SG	N;NOM;MASC;SG
گیتار	gitara	گیتار	gitar	N;SG	N;NOM;MASC;SG
پلیس	policja	پلیس	policja	N;SG	N;NOM;FEM;SG
پلیس	policji	پلیس	policja	N;SG	N;GEN;FEM;SG
مفهوم	koncepcja	مفهوم	koncepcja	N;SG	N;NOM;FEM;SG
مفهوم	pojęcie	مفهوم	pojęcie	N;SG	N;NOM;NEUT;SG
مفهوم	koncepcji	مفهوم	koncepcja	N;SG	N;GEN;FEM;SG
خطی	rękopis	خطی	rękopis	N;SG	N;ACC;MASC;SG
خوانده	czytać	خواند#خوان	czytać	V;SG;3;V.PTCP	V;IPFV;NFIN;ACT
بنده	sługa	بنده	sługa	N;SG	N;NOM;MASC;SG
بنده	niewolnika	بنده	niewolnik	N;SG	N;ACC;MASC;SG
بنده	niewolnik	بنده	niewolnik	N;SG	N;NOM;MASC;SG
بنده	niewolnikiem	بنده	niewolnik	N;SG	N;INS;MASC;SG
کمیته	komitetu	کمیته	komitet	N;SG	N;GEN;MASC;SG
کمیته	komisja	کمیته	komisja	N;SG	N;NOM;FEM;SG
کمیته	komitet	کمیته	komitet	N;SG	N;NOM;MASC;SG
تنظیم	dostosowanie	تنظیم	dostosowanie	N;SG	N;NOM;NEUT;SG
تنظیم	dostosowania	تنظیم	dostosowanie	N;SG	N;GEN;NEUT;SG
تنظیم	regulacja	تنظیم	regulacja	N;SG	N;NOM;FEM;SG
تنظیم	zestaw	تنظیم	zestawić	N;SG	N;NOM;MASC;SG
تنظیم	komplet	تنظیم	komplet	N;SG	N;NOM;MASC;SG
تنظیم	ustawianie	تنظیم	ustawiać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تنظیم	ustawienie	تنظیم	ustawić	N;SG	N;NOM;NEUT;SG
خلاصه	podsumowanie	خلاصه	podsumowanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
خلاصه	streszczenie	خلاصه	streszczenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
خلاصه	zestawienie	خلاصه	zestawienie	N;SG	N;NOM;NEUT;SG
خلاصه	podsumowanie	خلاصه	podsumowanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ساکن	rezydenta	ساکن	rezydent	N;SG	N;ACC;MASC;SG
ساکن	mieszkaniec	ساکن	mieszkaniec	N;SG	N;NOM;MASC;SG
ساکن	lokator	ساکن	lokator	N;SG	N;NOM;MASC;SG
گسترده	rozszerzone	گسترده	rozszerzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
گسترده	rozszerzony	گسترده	rozszerzyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
گسترده	rozszerzona	گسترده	rozszerzyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
گسترده	rozszerzone	گسترده	rozszerzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
گسترده	rozszerzona	گسترده	rozszerzyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
گسترده	rozszerzony	گسترده	rozszerzyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
گسترده	przedłużony	گسترده	przedłużyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
گسترده	powszechne	گسترده	powszechny	ADJ	ADJ;NOM;NEUT;SG
رایانه	komputer	رایانه	komputer	N;SG	N;NOM;MASC;SG
رایانه	komputera	رایانه	komputer	N;SG	N;GEN;MASC;SG
عبور	tranzytu	عبور	tranzyt	N;SG	N;GEN;MASC;SG
عبور	tranzyt	عبور	tranzyt	N;SG	N;NOM;MASC;SG
عبور	krzyż	عبور	krzyż	N;SG	N;ACC;MASC;SG
عبور	krzyżyk	عبور	krzyżyk	N;SG	N;NOM;MASC;SG
عبور	krzyża	عبور	krzyż	N;SG	N;GEN;MASC;SG
عبور	podanie	عبور	podanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
عبور	przepustka	عبور	przepustka	N;SG	N;NOM;FEM;SG
عبور	przełęcz	عبور	przełęcz	N;SG	N;NOM;FEM;SG
ششم	szóstej	ششم	szósty	ADJ	ADJ;GEN;FEM;SG
ششم	szósta	ششم	szósty	ADJ	ADJ;NOM;FEM;SG
ششم	szósty	ششم	szósty	ADJ	ADJ;NOM;MASC;SG
هنرمند	artystka	هنرمند	artystka	N;SG	N;NOM;FEM;SG
هنرمند	artysta	هنرمند	artysta	N;SG	N;NOM;MASC;SG
هنرمند	wykonawca	هنرمند	wykonawca	N;SG	N;NOM;MASC;SG
گوناگون	zróżnicowane	گوناگون	zróżnicować	ADJ	ADJ;NOM;NEUT;SG
گوناگون	różnych	گوناگون	różny	ADJ	ADJ;GEN;MASC;PL
گوناگون	różne	گوناگون	różny	ADJ	ADJ;NOM;NEUT;SG
مدرن	współczesna	مدرن	współczesny	N;SG	N;NOM;FEM;SG
ماشین	automat	ماشین	automat	N;SG	N;NOM;MASC;SG
ماشین	maszyna	ماشین	maszyna	N;SG	N;NOM;FEM;SG
ماشین	auto	ماشین	auto	N;SG	N;NOM;NEUT;SG
ماشین	samochód	ماشین	samochód	N;SG	N;NOM;MASC;SG
ماشین	pojazd	ماشین	pojazd	N;SG	N;NOM;MASC;SG
ماشین	nośnik	ماشین	nośnik	N;SG	N;NOM;MASC;SG
ماشین	pojazdu	ماشین	pojazd	N;SG	N;GEN;MASC;SG
شیر	lwa	شیر	lwa	N;SG	N;ACC;MASC;SG
شیر	lew	شیر	lew	N;SG	N;NOM;MASC;SG
شیر	mleka	شیر	mleko	N;SG	N;GEN;NEUT;SG
شیر	mleko	شیر	mleko	N;SG	N;NOM;NEUT;SG
سخن	słowo	سخن	słowo	N;SG	N;NOM;NEUT;SG
نقد	krytyka	نقد	krytyka	N;SG	N;NOM;FEM;SG
نقد	krytyki	نقد	krytyk	N;SG	N;GEN;FEM;SG
نقد	krytykę	نقد	krytyka	N;SG	N;ACC;FEM;SG
نقد	kasy	نقد	kasa	N;SG	N;ACC;FEM;SG
نقد	gotówką	نقد	gotówka	N;SG	N;INS;FEM;SG
نقد	gotówkę	نقد	gotówka	N;SG	N;ACC;FEM;SG
نقد	gotówka	نقد	gotówka	N;SG	N;NOM;FEM;SG
محافظت	ochrona	محافظت	ochrona	N;SG	N;NOM;FEM;SG
تنیس	tenis	تنیس	tenis	N;SG	N;NOM;MASC;SG
بهار	wiosny	بهار	wiosna	N;SG	N;ACC;FEM;SG
حکم	orzeczenie	حکم	orzeczenie	N;SG	N;NOM;NEUT;SG
حکم	osąd	حکم	osąd	N;SG	N;NOM;MASC;SG
حکم	wyrok	حکم	wyrok	N;SG	N;NOM;MASC;SG
حکم	orzeczenie	حکم	orzeczenie	N;SG	N;NOM;NEUT;SG
حکم	osąd	حکم	osąd	N;SG	N;NOM;MASC;SG
حکم	wyrok	حکم	wyrok	N;SG	N;NOM;MASC;SG
حکم	zdanie	حکم	zdanie	N;SG	N;NOM;NEUT;SG
قصد	intencją	قصد	intencja	N;SG	N;INS;FEM;SG
قصد	intencji	قصد	intencja	N;SG	N;GEN;FEM;SG
هوای	pogoda	هوا	pogoda	N;SG	N;NOM;FEM;SG
هوای	pogody	هوا	pogoda	N;SG	N;GEN;FEM;SG
ماهی	ryba	ماهی	ryba	N;SG	N;NOM;FEM;SG
ماهی	rybka	ماهی	rybka	N;SG	N;NOM;FEM;SG
رم	baran	رم	baranin	N;SG	N;NOM;MASC;SG
کبک	partridge	کبک	partridga	N;SG	N;NOM;MASC;SG
کبک	quebec	کبک	quebec	N;SG	N;NOM;MASC;SG
مستند	dokument	مستند	dokument	N;SG	N;ACC;MASC;SG
فرهنگستان	akademia	فرهنگست	akademia	N;SG	N;NOM;FEM;SG
فرهنگستان	akademii	فرهنگست	akademia	N;SG	N;GEN;FEM;SG
جایگاه	rezydencja	جایگاه	rezydencja	N;SG	N;NOM;FEM;SG
خطوط	linijki	خط	linijka	N;PL	N;ACC;FEM;PL
خطوط	linie	خط	linąć	N;PL	N;NOM;FEM;PL
سالهای	lat	سال	rok	N;PL	N;GEN;MASC;PL
سالهای	lata	سال	rok	N;PL	N;NOM;MASC;PL
زمینی	ziemi	زمینی	ziemia	N;SG	N;GEN;FEM;SG
زمینی	grunt	زمینی	grunt	N;SG	N;NOM;MASC;SG
زمینی	podłoże	زمینی	podłoże	N;SG	N;NOM;NEUT;SG
نژاد	rasa	نژاد	rasa	N;SG	N;NOM;FEM;SG
نژاد	wyścig	نژاد	wyścig	N;SG	N;NOM;MASC;SG
نژاد	rasa	نژاد	rasa	N;SG	N;NOM;FEM;SG
خاندان	ród	خاندان	ród	N;SG	N;NOM;MASC;SG
خاندان	klanu	خاندان	klan	N;SG	N;GEN;MASC;SG
طولانی	długa	طولانی	długi	ADJ	ADJ;NOM;FEM;SG
طولانی	długie	طولانی	długi	ADJ	ADJ;NOM;NEUT;SG
ریشه	korzenie	ریشه	korzenie	N;SG	N;NOM;NEUT;SG
ریشه	korzeń	ریشه	korzeń	N;SG	N;NOM;MASC;SG
ریشه	pierwiastek	ریشه	pierwiastka	N;SG	N;NOM;MASC;SG
ریشه	korzenie	ریشه	korzenie	N;SG	N;NOM;NEUT;SG
مریلند	maryland	مریلند	maryland	N;SG	N;NOM;MASC;SG
سرد	chłód	سرد	chłód	N;SG	N;NOM;MASC;SG
تحقیق	śledztwo	تحقیق	śledztwo	N;SG	N;NOM;NEUT;SG
تحقیق	dochodzenie	تحقیق	dochodzenie	N;SG	N;NOM;NEUT;SG
تحقیق	dochodzenia	تحقیق	dochodzić	N;SG	N;NOM;NEUT;SG
تحقیق	zapytanie	تحقیق	zapytać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تحقیق	dochodzenie	تحقیق	dochodzenie	N;SG	N;NOM;NEUT;SG
تحقیق	dochodzenia	تحقیق	dochodzić	N;SG	N;NOM;NEUT;SG
ریچارد	ryszard	ریچارد	ryszard	N;SG	N;NOM;MASC;SG
ریچارد	ryszarda	ریچارد	ryszardać	N;SG	N;ACC;MASC;SG
ریچارد	richard	ریچارد	richard	N;SG	N;NOM;MASC;SG
تنسی	tennessee	None	tennesska	N;SG	N;ACC;MASC;SG
اکلاهما	oklahoma	اکلاهما	oklahy	N;SG	N;NOM;NEUT;SG
جنگی	wojnę	جنگی	wojna	N;SG	N;ACC;FEM;SG
جنگی	wojna	جنگی	wojna	N;SG	N;NOM;FEM;SG
جنگی	wojny	جنگی	wojna	N;SG	N;GEN;FEM;SG
متوسط	średni	متوسط	średnia	ADJ	ADJ;NOM;MASC;SG
متوسط	przeciętny	متوسط	przeciętny	ADJ	ADJ;NOM;MASC;SG
متوسط	średni	متوسط	średnia	ADJ	ADJ;NOM;MASC;SG
دادگاه	trybunał	دادگاه	trybunał	N;SG	N;ACC;MASC;SG
دادگاه	dwór	دادگاه	dwór	N;SG	N;NOM;MASC;SG
دادگاه	sądu	دادگاه	sąd	N;SG	N;GEN;MASC;SG
دادگاه	sąd	دادگاه	sąd	N;SG	N;NOM;MASC;SG
دادگاه	trybunał	دادگاه	trybunał	N;SG	N;ACC;MASC;SG
سزار	caesar	سزار	caesar	N;SG	N;NOM;MASC;SG
شناسایی	identyfikacja	شناسایی	identyfikacja	N;SG	N;NOM;FEM;SG
شناسایی	identyfikacja	شناسایی	identyfikacja	N;SG	N;NOM;FEM;SG
شناسایی	identyfikacji	شناسایی	identyfikacja	N;SG	N;GEN;FEM;SG
قطر	katar	قطر	katar	N;SG	N;NOM;MASC;SG
بند	pasmo	بند	pasmo	N;SG	N;NOM;NEUT;SG
بند	zespołu	بند	zespół	N;SG	N;GEN;MASC;SG
بند	zespół	بند	zespół	N;SG	N;NOM;MASC;SG
بند	akapitu	بند	akapit	N;SG	N;GEN;MASC;SG
بند	ustęp	بند	ustęp	N;SG	N;NOM;MASC;SG
بند	paragraf	بند	paragraf	N;SG	N;NOM;MASC;SG
بند	akapit	بند	akapit	N;SG	N;NOM;MASC;SG
بند	wiązania	بند	wiązanie	N;SG	N;NOM;NEUT;SG
بند	obligacji	بند	obligacja	N;SG	N;ACC;FEM;SG
ستارگان	gwiazdy	None	gwiazda	N;PL	N;ACC;FEM;PL
درختان	drzewa	درخت	drzewo	N;PL	N;NOM;NEUT;PL
نتایج	rezultaty	نتیجه	rezultat	N;PL	N;NOM;MASC;PL
نتایج	wyniki	نتیجه	wynik	N;PL	N;NOM;MASC;PL
اثبات	udowodnienie	اثبات	udowodnić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اثبات	dowód	اثبات	dowód	N;SG	N;ACC;MASC;SG
ادغام	fuzja	None	fuzja	N;SG	N;NOM;FEM;SG
ادغام	połączenie	None	połączenie	N;SG	N;NOM;NEUT;SG
ادغام	łączenie	None	łączenie	N;SG	N;NOM;NEUT;SG
ادغام	łączenie	None	łączenie	N;SG	N;NOM;NEUT;SG
ادغام	łączenie	None	łączenie	N;SG	N;NOM;NEUT;SG
جذب	absorpcji	جذب	absorpiej	N;SG	N;GEN;FEM;SG
جذب	wchłanianie	جذب	wchłaniać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
جذب	atrakcja	جذب	atrakcja	N;SG	N;NOM;FEM;SG
جذب	przyciąganie	جذب	przyciągać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
جذب	atrakcyjność	جذب	atrakcyjność	N;SG	N;NOM;FEM;SG
لباس	odzież	لباس	odzież	N;SG	N;NOM;FEM;SG
لباس	ubranie	لباس	ubranie	N;SG	N;NOM;NEUT;SG
لباس	suknia	لباس	suknia	N;SG	N;NOM;FEM;SG
لباس	sukienka	لباس	sukienka	N;SG	N;NOM;FEM;SG
لباس	odzież	لباس	odzież	N;SG	N;NOM;FEM;SG
لباس	ubranie	لباس	ubranie	N;SG	N;NOM;NEUT;SG
ترکی	turcja	ترکی	turcja	N;SG	N;NOM;FEM;SG
ترکی	indyk	ترکی	indyk	N;SG	N;NOM;MASC;SG
سلام	cześć	None	cześć	N;SG	N;NOM;FEM;SG
سلام	pokoju	None	pokój	N;SG	N;GEN;MASC;SG
سلام	pokój	None	pokój	N;SG	N;NOM;MASC;SG
تحلیل	analiza	تحلیل	analiza	N;SG	N;NOM;FEM;SG
ریاضی	matematyka	ریاضی	matematyka	N;SG	N;NOM;FEM;SG
ریاضی	matematykę	ریاضی	matematyka	N;SG	N;ACC;FEM;SG
ریاضی	matematyki	ریاضی	matematyk	N;SG	N;GEN;FEM;SG
ریاضی	matematyka	ریاضی	matematyka	N;SG	N;NOM;FEM;SG
ریاضی	matematyki	ریاضی	matematyk	N;SG	N;GEN;FEM;SG
ریاضی	matematyka	ریاضی	matematyka	N;SG	N;NOM;FEM;SG
همچنان	nadal	همچنان	nadal	ADV	ADV
همچنان	wciąż	همچنان	wciąż	ADV	ADV
تاریخچه	historia	تاریخچه	historia	N;SG	N;NOM;FEM;SG
تاریخچه	historii	تاریخچه	historia	N;SG	N;GEN;FEM;SG
تاریخچه	historię	تاریخچه	historia	N;SG	N;ACC;FEM;SG
نوشتار	dokument	نوشتار	dokument	N;SG	N;ACC;MASC;SG
نوشتار	dokumentu	نوشتار	dokument	N;SG	N;GEN;MASC;SG
نقره	srebrne	نقره	srebrny	N;SG	N;NOM;MASC;SG
گویا	goya	گویا	goya		
آواز	śpiewanie	آواز	śpiewać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
آواز	śpiew	آواز	śpiew	N;SG	N;NOM;MASC;SG
آواز	piosenka	آواز	piosenka	N;SG	N;NOM;FEM;SG
آواز	utwór	آواز	utwór	N;SG	N;ACC;MASC;SG
نظرات	opinie	نظر	opinia	N;PL	N;NOM;FEM;PL
نظرات	komentarzy	نظر	komentarz	N;PL	N;GEN;MASC;PL
نظرات	komentarze	نظر	komentarz	N;PL	N;NOM;MASC;PL
مرز	granicy	مرز	granica	N;SG	N;GEN;FEM;SG
مرز	granica	مرز	granica	N;SG	N;NOM;FEM;SG
مرز	granicę	مرز	granica	N;SG	N;ACC;FEM;SG
مرز	granica	مرز	granica	N;SG	N;NOM;FEM;SG
رویدادهای	wydarzenia	رویداد	wydarzenie	N;PL	N;NOM;NEUT;PL
رویدادهای	wydarzeń	رویداد	wydarzenie	N;PL	N;GEN;NEUT;PL
گیاه	roślina	گیاه	roślina	N;SG	N;NOM;FEM;SG
فرزندان	synowie	فرزند	syn	N;PL	N;NOM;MASC;PL
فرزندان	synów	فرزند	syn	N;PL	N;ACC;MASC;PL
فرزندان	dzieci	فرزند	dziecko	N;PL	N;NOM;NEUT;PL
تدریس	nauczanie	تدریس	nauczanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تدریس	nauczania	تدریس	nauczanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
امپراتور	imperator	امپراتور	imperator	N;SG	N;NOM;MASC;SG
امپراتور	cesarzem	امپراتور	cesarz	N;SG	N;INS;MASC;SG
امپراتور	cesarza	امپراتور	cesarz	N;SG	N;ACC;MASC;SG
امپراتور	cesarz	امپراتور	cesarz	N;SG	N;NOM;MASC;SG
نویسندگی	pisanie	نویسندگی	pisać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
نویسندگی	pismo	نویسندگی	pismo	N;SG	N;NOM;NEUT;SG
حاکم	władcę	حاکم	władca	N;SG	N;ACC;MASC;SG
حاکم	władcą	حاکم	władca	N;SG	N;INS;MASC;SG
حاکم	władca	حاکم	władca	N;SG	N;NOM;MASC;SG
حاکم	gubernator	حاکم	gubernator	N;SG	N;NOM;MASC;SG
بندر	portu	بندر	port	N;SG	N;GEN;MASC;SG
بندر	bandar	بندر	bandar	N;SG	N;NOM;MASC;SG
چینی	chińczyk	چینی	chińczyk	N;SG	N;NOM;MASC;SG
اینترنتی	internetu	اینترنتی	internet	N;SG	N;GEN;MASC;SG
اینترنتی	internecie	اینترنتی	internet	N;SG	N;ACC;MASC;SG
اینترنتی	internet	اینترنتی	internet	N;SG	N;NOM;MASC;SG
جو	joego	جو	jo	N;SG	N;ACC;MASC;SG
هزینه	koszt	هزینه	koszt	N;SG	N;NOM;MASC;SG
هزینه	wydatek	هزینه	wydatek	N;SG	N;NOM;MASC;SG
همزمان	jednocześnie	همزمان	jednocześnie	ADV	ADV
همزمان	równocześnie	همزمان	równocześnie	ADV	ADV
اتاق	pomieszczenie	None	pomieszczenie	N;SG	N;NOM;NEUT;SG
اتاق	pokój	None	pokój	N;SG	N;NOM;MASC;SG
نسل	pokolenie	نسل	pokolenie	N;SG	N;NOM;NEUT;SG
نسل	wytwarzanie	نسل	wytwarzać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
نسل	generacja	نسل	generacja	N;SG	N;NOM;FEM;SG
نسل	generowanie	نسل	generować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
نسل	nasienie	نسل	nasienie	N;SG	N;NOM;NEUT;SG
طبقه	piętra	طبقه	piętro	N;SG	N;NOM;NEUT;SG
طبقه	podłogi	طبقه	podłoga	N;SG	N;ACC;FEM;SG
طبقه	piętrze	طبقه	piętro	N;SG	N;ACC;NEUT;SG
طبقه	piętro	طبقه	piętro	N;SG	N;NOM;NEUT;SG
طبقه	podłoga	طبقه	podłoga	N;SG	N;NOM;FEM;SG
روند	trend	روند	trend	N;SG	N;NOM;MASC;SG
روند	tendencja	روند	tendencja	N;SG	N;NOM;FEM;SG
روند	proces	روند	proces	N;SG	N;NOM;MASC;SG
روند	postępowanie	روند	postępowanie	N;SG	N;NOM;NEUT;SG
روند	procedura	روند	procedur	N;SG	N;NOM;FEM;SG
ضبط	nagrywanie	None	nagrywać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ضبط	nagranie	None	nagranie	N;SG	N;NOM;NEUT;SG
ضبط	zapisywanie	None	zapisywać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ضبط	rejestrowanie	None	rejestrować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ضبط	rekord	None	rekord	N;SG	N;NOM;MASC;SG
ضبط	zapis	None	zapis	N;SG	N;NOM;MASC;SG
ضبط	płyta	None	płyta	N;SG	N;NOM;FEM;SG
هفتم	siódmy	هفتم	siódmy	ADJ	ADJ;NOM;MASC;SG
هفتم	siódmej	هفتم	siódmy	ADJ	ADJ;GEN;FEM;SG
هفتم	siódma	هفتم	siódmy	ADJ	ADJ;NOM;FEM;SG
قابلیت	zdolność	قابلیت	zdolność	N;SG	N;NOM;FEM;SG
