اتھاہ	sedalam	اتھاہ	sedalam		;SG
انجام	nasib	انجام	nasib	N;NOM;MASC;SG;3	N;SG
انجام	takdir	انجام	takdir	N;NOM;MASC;SG;3	N;SG
انجام	kesimpulannya	انجام	kesimpulan	N;NOM;MASC;SG;3	N;SG
انجام	kesimpulan	انجام	kesimpulan	N;NOM;MASC;SG;3	N;SG
انجام	penyelesaian	انجام	penselesaian	N;NOM;MASC;SG;3	N;SG
انجام	pelengkapan	انجام	penlengkapan	N;NOM;MASC;SG;3	N;SG
اِنحصار	blokade	اِنحصار	blokade	N;NOM;MASC;SG;3	N;SG
اِنحصار	keterbatasan	اِنحصار	keterbatasan	N;NOM;MASC;SG;3	N;SG
اِنحصار	pengepungan	اِنحصار	penkepungan	N;NOM;MASC;SG;3	N;SG
اِنحصار	kepung	اِنحصار	kepung	N;NOM;MASC;SG;3	N;SG;ACT
اِنحصار	pembatasan	اِنحصار	penbatasan	N;NOM;MASC;SG;3	N;SG
اِنحصار	ketergantungan	اِنحصار	ketergantungan	N;NOM;MASC;SG;3	N
انداز	negara	انداز	negara	N;NOM;MASC;SG;3	N;SG
انداز	keadaan	انداز	keadaan	N;NOM;MASC;SG;3	N;SG
انداز	syarat	انداز	syarat	N;NOM;MASC;SG;3	N;SG
انداز	kondisi	انداز	kondisi	N;NOM;MASC;SG;3	N;SG
انداز	sikapnya	انداز	sikap	N;NOM;MASC;SG;3	N;SG
انداز	sikap	انداز	sikap	N;NOM;MASC;SG;3	N;SG
انداز	pose	انداز	pose	N;NOM;MASC;SG;3	N;SG
انداز	niat	انداز	niat	N;NOM;MASC;SG;3	N;SG
انداز	negara	انداز	negara	N;NOM;MASC;SG;3	N;SG
انداز	keadaan	انداز	keadaan	N;NOM;MASC;SG;3	N;SG
انداز	syarat	انداز	syarat	N;NOM;MASC;SG;3	N;SG
انداز	kondisi	انداز	kondisi	N;NOM;MASC;SG;3	N;SG
انداز	sikapnya	انداز	sikap	N;NOM;MASC;SG;3	N;SG
انداز	sikap	انداز	sikap	N;NOM;MASC;SG;3	N;SG
انداز	pose	انداز	pose	N;NOM;MASC;SG;3	N;SG
انداز	niat	انداز	niat	N;NOM;MASC;SG;3	N;SG
انداز	gaya	انداز	gaya	N;NOM;MASC;SG;3	N;SG
انداز	style	انداز	style	N;NOM;MASC;SG;3	N
اندازاً	hampir	اندازاً	hampir	ADV	ADV
اندازہ	pengukuran	اندازہ	penukuran	N;NOM;MASC;SG;3	N;SG
اندازہ	penaksiran	اندازہ	penaksiran	N;NOM;MASC;SG;3	N;SG
اندازہ	evaluasi	اندازہ	evaluasi	N;NOM;MASC;SG;3	N;SG
اندازہ	gaya	اندازہ	gaya	N;NOM;MASC;SG;3	N;SG
اندازہ	style	اندازہ	style	N;NOM;MASC;SG;3	N
اندازہ	penilaian	اندازہ	pennilaian	N;NOM;MASC;SG;3	N;SG
اندازہ	kalkulasi	اندازہ	kalkulasi	N;NOM;MASC;SG;3	N;SG
اندازہ	perhitungan	اندازہ	perhitungan	N;NOM;MASC;SG;3	N;SG
اندازہ	penghitungan	اندازہ	penhitungan	N;NOM;MASC;SG;3	N;SG
اندازہ	pengukuran	اندازہ	penukuran	N;NOM;MASC;SG;3	N;SG
اندازہ	penaksiran	اندازہ	penaksiran	N;NOM;MASC;SG;3	N;SG
اندازہ	perkirakan	اندازہ	perkirakan	N;NOM;MASC;SG;3	N;SG
اندازہ	perkiraan	اندازہ	perkiraan	N;NOM;MASC;SG;3	N;SG
اندازہ	estimasi	اندازہ	estimasi	N;NOM;MASC;SG;3	N
اندازہ	evaluasi	اندازہ	evaluasi	N;NOM;MASC;SG;3	N;SG
اندازہ	gaya	اندازہ	gaya	N;NOM;MASC;SG;3	N;SG
اندازہ	style	اندازہ	style	N;NOM;MASC;SG;3	N
اندازہ	penilaian	اندازہ	pennilaian	N;NOM;MASC;SG;3	N;SG
اندازہ	kalkulasi	اندازہ	kalkulasi	N;NOM;MASC;SG;3	N;SG
اندازہ	perhitungan	اندازہ	perhitungan	N;NOM;MASC;SG;3	N;SG
اندازہ	penghitungan	اندازہ	penhitungan	N;NOM;MASC;SG;3	N;SG
اندام	figur	اندام	figur	N;NOM;MASC;SG;3	N;SG
اندام	tokoh	اندام	tokoh	N;NOM;MASC;SG;3	N;SG
اندام	sosok	اندام	sosok	N;NOM;MASC;SG;3	N
اندام	bodi	اندام	bodi	N;NOM;MASC;SG;3	N;SG
اندام	tubuh	اندام	tubuh	N;NOM;MASC;SG;3	N;SG
اندام	badan	اندام	badan	N;NOM;MASC;SG;3	N;SG
اندر	didalam	اندر	didalam	ADP;NOM;MASC;SG;3	ADP;SG;PASS
اندر	didalam	اندر	didalam	ADP;NOM;MASC;SG;3	ADP;SG;PASS
اندوہ	kesedihan	اندوہ	kesedihan	N;NOM;MASC;SG;3	N;SG
اندوہ	duka	اندوہ	duka	N;NOM;MASC;SG;3	N;SG
اندوہ	kesedihan	اندوہ	kesedihan	N;NOM;MASC;SG;3	N;SG
اندوہ	duka	اندوہ	duka	N;NOM;MASC;SG;3	N;SG
اندیشہ	keraguan	اندیشہ	keraguan	N;NOM;MASC;SG;3	N;SG
اندیشہ	kecurigaan	اندیشہ	kecurigaan	N;NOM;MASC;SG;3	N;SG
اندیشہ	perawatan	اندیشہ	penrawatan	N;NOM;MASC;SG;3	N;SG
اندیشہ	kepandaian	اندیشہ	kepandaian	N;NOM;MASC;SG;3	N;SG
اندیشہ	kecemasan	اندیشہ	kecemasan	N;NOM;MASC;SG;3	N;SG
اندیشہ	kegelisahan	اندیشہ	kegelisahan	N;NOM;MASC;SG;3	N;SG
اندیشہ	keraguan	اندیشہ	keraguan	N;NOM;MASC;SG;3	N;SG
اندیشہ	kecurigaan	اندیشہ	kecurigaan	N;NOM;MASC;SG;3	N;SG
اندیشہ	kekhawatiran	اندیشہ	kekhawatiran	N;NOM;MASC;SG;3	N;SG
اندیشہ	keprihatinan	اندیشہ	keprihatinan	N;NOM;MASC;SG;3	N;SG
اندیشہ	perawatan	اندیشہ	penrawatan	N;NOM;MASC;SG;3	N;SG
اندیشہ	kepandaian	اندیشہ	kepandaian	N;NOM;MASC;SG;3	N;SG
اندیشہ	kecemasan	اندیشہ	kecemasan	N;NOM;MASC;SG;3	N;SG
اندیشہ	kegelisahan	اندیشہ	kegelisahan	N;NOM;MASC;SG;3	N;SG
اندھا	najis	اندھا	najis	N;NOM;MASC;SG;3	N
اندھا	kegelapan	اندھا	kegelapan	N;NOM;MASC;SG;3	N;SG
اندھا	tunanetra	اندھا	tunanetra	N;NOM;MASC;SG;3	N;SG
اندھا	ruam	اندھا	ruam	N;NOM;MASC;SG;3	N;SG
اندھا	sembrono	اندھا	sembrono	N;NOM;MASC;SG;3	N
اندھیر	anarki	اندھیر	anarki	N;NOM;MASC;SG;3	N;SG
اندھیر	keruh	اندھیر	keruh	N;NOM;MASC;SG;3	N
اندھیر	kegelapan	اندھیر	kegelapan	N;NOM;MASC;SG;3	N;SG
اندھیر	bencana	اندھیر	bencana	N;NOM;MASC;SG;3	N;SG
اندھیر	malapetaka	اندھیر	malapetaka	N;NOM;MASC;SG;3	N;SG
اندھیر	ketidakadilan	اندھیر	ketidakadi	N;NOM;MASC;SG;3	N;SG
اندھیر	gangguan	اندھیر	gangguan	N;NOM;MASC;SG;3	N;SG
اندھیر	penyimpangan	اندھیر	pensimpangan	N;NOM;MASC;SG;3	N;SG
اندھیر	kelainan	اندھیر	kelainan	N;NOM;MASC;SG;3	N;SG
اندھیر	derita	اندھیر	derita	N;NOM;MASC;SG;3	N;SG
اندھیر	kegelapan	اندھیر	kegelapan	N;NOM;MASC;SG;3	N;SG
اندھیر	pemurung	اندھیر	pemurung	N;NOM;MASC;SG;3	N;SG
اندھیر	malapetaka	اندھیر	malapetaka	N;NOM;MASC;SG;3	N;SG
اندھیر	kelaliman	اندھیر	kelaliman	N;NOM;MASC;SG;3	N;SG
اندھیر	tirani	اندھیر	tirani	N;NOM;MASC;SG;3	N;SG
انڈا	telur	انڈا	telur	N;NOM;MASC;SG;3	N;SG
انسجہ	benang	انسجہ	benang	N;NOM;MASC;SG;3	N;SG
انسجہ	thread	انسجہ	thread	N;NOM;MASC;SG;3	N
انسجہ	utas	انسجہ	utas	N;NOM;MASC;SG;3	N;SG
انسجہ	saraf	انسجہ	saraf	N;NOM;MASC;SG;3	N;SG
انسجہ	untai	انسجہ	untai	N;NOM;MASC;SG;3	N;SG;ACT
اِنصاف	ekuitas	اِنصاف	ekuitas	N;NOM;MASC;SG;3	N
اِنصاف	keadilan	اِنصاف	keadilan	N;NOM;MASC;SG;3	N;SG
اِنصاف	hukum	اِنصاف	hukum	N;NOM;MASC;SG;3	N;SG;ACT
اِنفرادیت	keunikan	اِنفرادیت	keunikan	N;NOM;MASC;SG;3	N;SG
اِنفرادیت	singularitas	اِنفرادیت	singularitas	N;NOM;MASC;SG;3	N
اِنفرادیت	individualitas	اِنفرادیت	individualitas	N;NOM;MASC;SG;3	N
اِنفصامی	skizofrenia	اِنفصامی	skizofrenia	N;NOM;MASC;SG;3	N
اِنقطاعی	terakhir	اِنقطاعی	terakhir	ADJ	ADJ;RL;SG
اِنقطاعی	konklusif	اِنقطاعی	konklusif	ADJ	ADJ;SG
اِنقلابی	revolusioner	اِنقلابی	revolusioner	ADJ	ADJ;SG
انکارکرنا	menolak	انکارکرنا	mentolak	V;NFIN;ACT	V;SG;ACT
انکارکرنا	mendustakan	انکارکرنا	mendustakan	V;NFIN;ACT	V;SG;ACT
انکارکرنا	menolak	انکارکرنا	mentolak	V;NFIN;ACT	V;SG;ACT
انکڑنا	mengecilkan	انکڑنا	menkecilkan	V;SG;NFIN;ACT	V;SG;ACT
انکڑنا	menyusut	انکڑنا	mensusut	V;SG;NFIN;ACT	V;SG;ACT
انگ	bagikan	انگ	bagikan	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
انگ	berbagi	انگ	berbagi	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
انگیخت	bujukan	انگیخت	bujukan	N;NOM;MASC;SG;3	N;SG
انواع	species	انواع	species	N;NOM;MASC;PL;3	N
انوکھا	indah	انوکھا	indah	ADJ;NOM;MASC;SG	ADJ;SG
انوکھا	tunggal	انوکھا	tunggal	ADJ;NOM;MASC;SG	ADJ;SG
انوکھا	unik	انوکھا	unik	ADJ;NOM;MASC;SG	ADJ;SG
انوکھا	aneh	انوکھا	aneh	ADJ;NOM;MASC;SG	ADJ;SG
انوکھا	indah	انوکھا	indah	ADJ;NOM;MASC;SG	ADJ;SG
انوکھا	tunggal	انوکھا	tunggal	ADJ;NOM;MASC;SG	ADJ;SG
انوکھا	unik	انوکھا	unik	ADJ;NOM;MASC;SG	ADJ;SG
انوکھا	aneh	انوکھا	aneh	ADJ;NOM;MASC;SG	ADJ;SG
دوستانہ	ramah	دوستانہ	ramah	ADJ	ADJ;SG
اِنھیں	nya	یہ	nya	PRO;SG;3	PRO
اُنھیں	nya	وہ	nya	PRO;SG;3	PRO
اواخر	ekstrim	اواخر	ekstrim	N;NOM;MASC;SG;3	N;SG
اوامر	perintah	اوامر	perintah	N;NOM;MASC;SG;3	N;SG
اوامر	perintah	اوامر	perintah	N;NOM;MASC;SG;3	N;SG
اوامر	pesanan	اوامر	pesanan	N;NOM;MASC;SG;3	N;SG
اوٹنا	menyembunyikan	اوٹنا	mensembunyikan	V;SG;NFIN;ACT	V;SG;ACT
اوٹنا	sembunyikan	اوٹنا	sembunyikan	V;SG;NFIN;ACT	V;SG;ACT
اوٹنا	tutupi	اوٹنا	tutupi	V;SG;NFIN;ACT	V;SG;ACT
اوجھ	nyali	اوجھ	nyali		
اَوروں	lainnya	اَور	lainnya	N;ACC;MASC;PL;3	N
اوڑھنا	menutupi	اوڑھنا	mentutupi	V;MASC;SG;NFIN;ACT	V;SG;ACT
اوڑھنا	meliputi	اوڑھنا	menliputi	V;MASC;SG;NFIN;ACT	V;SG;ACT
اُہارنا	mengungkap	اُہارنا	menungkap	V;MASC;SG;NFIN;ACT	V;SG;ACT
اہداف	target	اہداف	target	N;NOM;MASC;SG;3	N;SG
اہلیت	keahlian	اہلیت	keahlian	N;NOM;MASC;SG;3	N;SG
اہلیت	keterampilan	اہلیت	keterampilan	N;NOM;MASC;SG;3	N;SG
اہلیت	kemampuan	اہلیت	kemampuan	N;NOM;MASC;SG;3	N;SG
اہلیت	kualifikasi	اہلیت	kualifikasi	N;NOM;MASC;SG;3	N;SG
اہلیت	kapabilitas	اہلیت	kapabilitas	N;NOM;MASC;SG;3	N;SG
اہلیت	kemampuan	اہلیت	kemampuan	N;NOM;MASC;SG;3	N;SG
اہلیت	kelayakan	اہلیت	kelayakan	N;NOM;MASC;SG;3	N;SG
اہلیت	kebugaran	اہلیت	kebugaran	N;NOM;MASC;SG;3	N;SG
اہلیہ	isteri	اہلیہ	isteri	N;NOM;MASC;SG;3	N;SG
اہلیہ	istrinya	اہلیہ	istri	N;NOM;MASC;SG;3	N;SG
اہلیہ	istri	اہلیہ	istri	N;NOM;MASC;SG;3	N;SG
اہم	penting	اہم	penting	ADJ	ADJ;SG
اہم	penting	اہم	penting	ADJ	ADJ;SG
اہم	signifikan	اہم	signifikan	ADJ	ADJ;SG
ایک	satu	ایک	satu	NUM	NUM
ایک	pertama	ایک	pertama	NUM	NUM
ایک	satu	ایک	satu	NUM	NUM
ایک	pertama	ایک	pertama	NUM	NUM
ایکتا	pengasingan	ایک	penasingan	N;NOM;MASC;SG;3	N;SG
ایکتا	konjungsi	ایک	konjungsi	N;NOM;MASC;SG;3	N
ایکتا	kesendirian	ایک	kesendirian	N;NOM;MASC;SG;3	N;SG
ایکتا	persatuan	ایک	persatuan	N;NOM;MASC;SG;3	N;SG
ایکتا	kesatuan	ایک	kesatuan	N;NOM;MASC;SG;3	N
ایکتا	kekompakan	ایک	kekompakan	N;NOM;MASC;SG;3	N;SG
ایکتا	keharmonisan	ایک	keharmonisan	N;NOM;MASC;SG;3	N;SG
ایکتا	harmoni	ایک	harmoni	N;NOM;MASC;SG;3	N;SG
ایکتا	keunikan	ایک	keunikan	N;NOM;MASC;SG;3	N;SG
ایلچی	duta	ایلچی	duta	N;NOM;MASC;SG;3	N;SG
ایلچی	perwakilan	ایلچی	perwakilan	N;NOM;MASC;SG;3	N;SG
ایلچی	diplomat	ایلچی	diplomat	N;NOM;MASC;SG;3	N
ایلچی	duta	ایلچی	duta	N;NOM;MASC;SG;3	N;SG
ایلچی	utusan	ایلچی	utusan	N;NOM;MASC;SG;3	N;SG
ایلچی	perwakilan	ایلچی	perwakilan	N;NOM;MASC;SG;3	N;SG
ایلچی	diplomat	ایلچی	diplomat	N;NOM;MASC;SG;3	N
اِیمانداری	kejujuran	اِیمانداری	kejujuran	N;NOM;MASC;SG;3	N;SG
اینچنا	menyeret	اینچنا	menseret	V;MASC;SG;NFIN;ACT	V;SG;ACT
اینچنا	menulis	اینچنا	mentulis	V;MASC;SG;NFIN;ACT	V;SG;ACT
اینچنا	tulislah	اینچنا	tulis	V;MASC;SG;NFIN;ACT	V;SG;ACT
اینچنا	menggambar	اینچنا	mengambar	V;MASC;SG;NFIN;ACT	V;SG;ACT
آ	datang	آ	datang	V;ACT	V;SG;ACT
آب	martabat	آب	martabat	N;NOM;MASC;SG;3	N;SG
آب	semir	آب	semir	N;NOM;MASC;SG;3	N;SG
آب	keanggunan	آب	keanggunan	N;NOM;MASC;SG;3	N;SG
آب	kecerahan	آب	kecerahan	N;NOM;MASC;SG;3	N;SG
آب	liur	آب	liur	N;NOM;MASC;SG;3	N;SG
آب	keringat	آب	keringat	N;NOM;MASC;SG;3	N;SG
آب	reputasi	آب	reputasi	N;NOM;MASC;SG;3	N;SG
آب	kilau	آب	kilau	N;NOM;MASC;SG;3	N;SG
آب	arak	آب	arak	N;NOM;MASC;SG;3	N;SG
آب	anggur	آب	anggur	N;NOM;MASC;SG;3	N;SG
آب	jus	آب	jus	N;NOM;MASC;SG;3	N;SG
آب	kehormatan	آب	kehormatan	N;NOM;MASC;SG;3	N;SG
آب	kemegahan	آب	kemegahan	N;NOM;MASC;SG;3	N;SG
آب	martabat	آب	martabat	N;NOM;MASC;SG;3	N;SG
آب	semir	آب	semir	N;NOM;MASC;SG;3	N;SG
آب	keanggunan	آب	keanggunan	N;NOM;MASC;SG;3	N;SG
آب	kecerahan	آب	kecerahan	N;NOM;MASC;SG;3	N;SG
آب	air	آب	air	N;NOM;MASC;SG;3	N;SG
آب	liur	آب	liur	N;NOM;MASC;SG;3	N;SG
آب	keringat	آب	keringat	N;NOM;MASC;SG;3	N;SG
آب	reputasi	آب	reputasi	N;NOM;MASC;SG;3	N;SG
آب	kilau	آب	kilau	N;NOM;MASC;SG;3	N;SG
آب	arak	آب	arak	N;NOM;MASC;SG;3	N;SG
آب	anggur	آب	anggur	N;NOM;MASC;SG;3	N;SG
آب	jus	آب	jus	N;NOM;MASC;SG;3	N;SG
آب	kehormatan	آب	kehormatan	N;NOM;MASC;SG;3	N;SG
آب	kemegahan	آب	kemegahan	N;NOM;MASC;SG;3	N;SG
آبادی	penyelesaian	آبادی	penselesaian	N;NOM;FEM;SG;3	N;SG
آبادی	pemukiman	آبادی	penmukiman	N;NOM;FEM;SG;3	N;SG
آبادی	penduduk	آبادی	penduduk	N;NOM;FEM;SG;3	N;SG
آبادی	populasi	آبادی	populasi	N;NOM;FEM;SG;3	N;SG
آبادی	kehidupan	آبادی	kehidupan	N;NOM;FEM;SG;3	N;SG
آبادی	hidup	آبادی	hidup	N;NOM;FEM;SG;3	N;SG
آبادی	kegiatan	آبادی	kegiatan	N;NOM;FEM;SG;3	N;SG
آبشار	waterfall	آبشار	waterfall	N;NOM;MASC;SG;3	N
آبی	lembab	آبی	lembab	ADJ	ADJ;SG
آپ	anda	آپ	anda	PRO;ACC	PRO;SG;2;FORM
آپ	kau	آپ	kau	PRO;ACC	PRO;SG;2;INFM
آپ	kamu	آپ	kamu	PRO;ACC	PRO;SG;2;INFM
آتا	datang	آ	datang	V;IPFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
آتش	kemarahan	آتش	kemarahan	N;NOM;MASC;SG;3	N;SG
آتش	amarah	آتش	amarah	N;NOM;MASC;SG;3	N;SG
آتش	rpp	آتش	rpp	N;NOM;MASC;SG;3	N;SG
آتش	cinta	آتش	cinta	N;NOM;MASC;SG;3	N;SG
آتش	semangat	آتش	semangat	N;NOM;MASC;SG;3	N;SG
آتش	api	آتش	api	N;NOM;MASC;SG;3	N;SG
آتش	kebakaran	آتش	kebakaran	N;NOM;MASC;SG;3	N;SG
آتش	kemarahan	آتش	kemarahan	N;NOM;MASC;SG;3	N;SG
آتش	amarah	آتش	amarah	N;NOM;MASC;SG;3	N;SG
آتِشگیر	peledak	آتِشگیر	penledak	N;NOM;MASC;SG;3	N;SG
آتی	datang	آ	datang	V;IPFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
آٹا	tepung	آٹا	tepung	N;NOM;MASC;SG;3	N;SG
آٹھ	delapan	آٹھ	delapan	NUM	NUM
آثار	gejalanya	آثار	gejala	N;NOM;MASC;SG;3	N;SG
آثار	gejala	آثار	gejala	N;NOM;MASC;SG;3	N;SG
آثار	penayangan	آثار	pentayangan	N;NOM;MASC;SG;3	N;SG
آثار	tayangan	آثار	tayangan	N;NOM;MASC;SG;3	N;SG
آثار	impresi	آثار	impresi	N;NOM;MASC;SG;3	N;SG
آثار	jejak	آثار	jejak	N;NOM;MASC;SG;3	N;SG
آثار	efek	آثار	efek	N;NOM;MASC;SG;3	N;SG
آثار	pusaka	آثار	pusaka	N;NOM;MASC;SG;3	N;SG
آثار	relik	آثار	relik	N;NOM;MASC;SG;3	N;SG
آج	kini	آج	kini	N;NOM;MASC;SG;3	N
آج	kini	آج	kini	N;NOM;MASC;SG;3	N
آخر	terkini	آخر	terkini	N;NOM;MASC;SG;3	N;SG
آخِری	terakhir	آخِری	terakhir	ADJ	ADJ;RL;SG
آخِریں	final	آخِر	final	N;NOM;MASC;PL;3	N
آد	duluan	آد	duluan		
آداب	formalitas	آداب	formalitas	N;NOM;MASC;SG;3	N
آداب	kesopanan	آداب	kesopanan	N;NOM;MASC;SG;3	N;SG
آداب	protokol	آداب	protokol	N;NOM;MASC;SG;3	N;SG
آداب	etika	آداب	etika	N;NOM;MASC;SG;3	N;SG
آداب	etiket	آداب	etiket	N;NOM;MASC;SG;3	N;SG
آداب	kesopanan	آداب	kesopanan	N;NOM;MASC;SG;3	N;SG
آدمی	rakyat	آدمی	rakyat	N;NOM;MASC;SG;3	N;SG
آدمی	orang	آدمی	orang	N;NOM;MASC;SG;3	N;SG
آدمی	massa	آدمی	massa	N;NOM;MASC;SG;3	N
آدمی	pelari	آدمی	pelari	N;NOM;MASC;SG;3	N;SG
آدمی	pria	آدمی	pria	N;NOM;MASC;SG;3	N;SG
آدمی	manusia	آدمی	manusia	N;NOM;MASC;SG;3	N;SG
آدمی	suamiku	آدمی	suami	N;NOM;MASC;SG;3	N;SG
آدمی	suaminya	آدمی	suami	N;NOM;MASC;SG;3	N;SG
آدمی	suami	آدمی	suami	N;NOM;MASC;SG;3	N;SG
آدمی	rakyat	آدمی	rakyat	N;NOM;MASC;SG;3	N;SG
آدمی	orang	آدمی	orang	N;NOM;MASC;SG;3	N;SG
آدمی	massa	آدمی	massa	N;NOM;MASC;SG;3	N
آدمی	orang	آدمی	orang	N;NOM;MASC;SG;3	N;SG
آدمی	pelari	آدمی	pelari	N;NOM;MASC;SG;3	N;SG
آدمی	pria	آدمی	pria	N;NOM;MASC;SG;3	N;SG
آدمی	manusia	آدمی	manusia	N;NOM;MASC;SG;3	N;SG
آدمی	suamiku	آدمی	suami	N;NOM;MASC;SG;3	N;SG
آدمی	suaminya	آدمی	suami	N;NOM;MASC;SG;3	N;SG
آدمی	suami	آدمی	suami	N;NOM;MASC;SG;3	N;SG
آدمی	individu	آدمی	individu	N;NOM;MASC;SG;3	N;SG
آدمی	individual	آدمی	individual	N;NOM;MASC;SG;3	N
آدمی	perorangan	آدمی	perorangan	N;NOM;MASC;SG;3	N;SG
آذِین	dekorasi	آذِین	dekorasi	N;NOM;MASC;PL;3	N
آرام	lega	آرام	lega	ADJ	ADJ;SG
آرام	lega	آرام	lega	ADJ	ADJ;SG
آرامی	malas	آرامی	malas	ADJ	ADJ;SG
آرائش	bunganya	آرائش	bunga	N;NOM;MASC;SG;3	N;SG
آرائش	bunga	آرائش	bunga	N;NOM;MASC;SG;3	N;SG
آرائش	hiasan	آرائش	hiasan	N;NOM;MASC;SG;3	N;SG
آرائش	sandang	آرائش	sandang	N;NOM;MASC;SG;3	N;SG
آرائش	hiasan	آرائش	hiasan	N;NOM;MASC;SG;3	N;SG
آرائش	ornamen	آرائش	ornamen	N;NOM;MASC;SG;3	N;SG
آرائش	pengaturan	آرائش	penaturan	N;NOM;MASC;SG;3	N;SG
آرائش	bunganya	آرائش	bunga	N;NOM;MASC;SG;3	N;SG
آرائش	bunga	آرائش	bunga	N;NOM;MASC;SG;3	N;SG
آرائش	hiasan	آرائش	hiasan	N;NOM;MASC;SG;3	N;SG
آرائش	sandang	آرائش	sandang	N;NOM;MASC;SG;3	N;SG
آرائش	hiasan	آرائش	hiasan	N;NOM;MASC;SG;3	N;SG
آرائش	ornamen	آرائش	ornamen	N;NOM;MASC;SG;3	N;SG
آرائش	hiasan	آرائش	hiasan	N;NOM;MASC;SG;3	N;SG
آرائش	dekorasi	آرائش	dekorasi	N;NOM;MASC;SG;3	N
آرائش	pengaturan	آرائش	penaturan	N;NOM;MASC;SG;3	N;SG
آرائی	pengaturan	آرائی	penaturan	N;NOM;MASC;SG;3	N;SG
آرمیدگی	kemudahan	آرمیدگی	kemudahan	N;NOM;MASC;SG;3	N;SG
آرمیدگی	kenyamanan	آرمیدگی	kenyamanan	N;NOM;MASC;SG;3	N;SG
آڑ	tembok	آڑ	tembok	N;NOM;MASC;SG;3	N;SG
آڑ	dinding	آڑ	dinding	N;NOM;MASC;SG;3	N;SG
آڑ	sembunyi	آڑ	sembunyi	N;NOM;MASC;SG;3	N;SG
آڑ	penjamin	آڑ	penjamin	N;NOM;MASC;SG;3	N;SG
آڑ	siasat	آڑ	siasat	N;NOM;MASC;SG;3	N;SG
آڑ	pagar	آڑ	pagar	N;NOM;MASC;SG;3	N;SG
آڑ	penadah	آڑ	pentadah	N;NOM;MASC;SG;3	N;SG
آڑ	aurat	آڑ	aurat	N;NOM;MASC;SG;3	N;SG
آڑ	kelengkungan	آڑ	kelengkungan	N;NOM;MASC;SG;3	N;SG
آڑ	lengkungan	آڑ	lengkungan	N;NOM;MASC;SG;3	N;SG
آڑ	perlindungan	آڑ	perlindungan	N;NOM;MASC;SG;3	N;SG
آڑ	proteksi	آڑ	proteksi	N;NOM;MASC;SG;3	N;SG
آڑ	sampul	آڑ	sampul	N;NOM;MASC;SG;3	N;SG
آڑ	penutup	آڑ	pentutup	N;NOM;MASC;SG;3	N;SG
آڑ	kendala	آڑ	kendala	N;NOM;MASC;SG;3	N;SG
آڑ	rintangan	آڑ	rintangan	N;NOM;MASC;SG;3	N;SG
آڑ	halangan	آڑ	halangan	N;NOM;MASC;SG;3	N;SG
آڑ	hambatan	آڑ	hambatan	N;NOM;MASC;SG;3	N;SG
آڑ	jaminan	آڑ	jaminan	N;NOM;MASC;SG;3	N;SG
آڑ	garansi	آڑ	garansi	N;NOM;MASC;SG;3	N;SG
آڑ	dukungan	آڑ	dukungan	N;NOM;MASC;SG;3	N;SG
آڑ	dukung	آڑ	dukung	N;NOM;MASC;SG;3	N;SG;ACT
آڑ	mendukung	آڑ	mendukung	N;NOM;MASC;SG;3	N;SG;ACT
آڑ	keselamatan	آڑ	keselamatan	N;NOM;MASC;SG;3	N;SG
آڑ	keamanan	آڑ	keamanan	N;NOM;MASC;SG;3	N;SG
آڑ	guise	آڑ	guise	N;NOM;MASC;SG;3	N
آڑ	kedok	آڑ	kedok	N;NOM;MASC;SG;3	N;SG
آڑ	tembok	آڑ	tembok	N;NOM;MASC;SG;3	N;SG
آڑ	dinding	آڑ	dinding	N;NOM;MASC;SG;3	N;SG
آڑ	sembunyi	آڑ	sembunyi	N;NOM;MASC;SG;3	N;SG
آڑ	penjamin	آڑ	penjamin	N;NOM;MASC;SG;3	N;SG
آڑ	siasat	آڑ	siasat	N;NOM;MASC;SG;3	N;SG
آڑ	pagar	آڑ	pagar	N;NOM;MASC;SG;3	N;SG
آڑ	penadah	آڑ	pentadah	N;NOM;MASC;SG;3	N;SG
آڑ	aurat	آڑ	aurat	N;NOM;MASC;SG;3	N;SG
آڑ	kelengkungan	آڑ	kelengkungan	N;NOM;MASC;SG;3	N;SG
آڑ	lengkungan	آڑ	lengkungan	N;NOM;MASC;SG;3	N;SG
آڑ	perlindungan	آڑ	perlindungan	N;NOM;MASC;SG;3	N;SG
آڑ	proteksi	آڑ	proteksi	N;NOM;MASC;SG;3	N;SG
آڑ	sampul	آڑ	sampul	N;NOM;MASC;SG;3	N;SG
آڑ	penutup	آڑ	pentutup	N;NOM;MASC;SG;3	N;SG
آڑ	kendala	آڑ	kendala	N;NOM;MASC;SG;3	N;SG
آڑ	rintangan	آڑ	rintangan	N;NOM;MASC;SG;3	N;SG
آڑ	halangan	آڑ	halangan	N;NOM;MASC;SG;3	N;SG
آڑ	hambatan	آڑ	hambatan	N;NOM;MASC;SG;3	N;SG
آڑ	layar	آڑ	layar	N;NOM;MASC;SG;3	N;SG
آڑ	jaminan	آڑ	jaminan	N;NOM;MASC;SG;3	N;SG
آڑ	garansi	آڑ	garansi	N;NOM;MASC;SG;3	N;SG
آڑ	dukungan	آڑ	dukungan	N;NOM;MASC;SG;3	N;SG
