sunt	हैं	fi	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
relativ	अपेक्षाकृत	relativ	अपेक्षाकृत	ADV	ADV
material	वस्तु	material	वस्तु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
material	पदार्थ	material	पदार्थ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
material	सामग्री	material	सामग्री	N;INDF;MASC;SG	N;NOM;FEM;SG;3
natural	स्वाभाविक	natural	स्वाभाविक	ADJ;INDF;MASC;SG	ADJ
inregistrat	दर्ज	inregistra	दर्ज	ADJ;INDF;MASC;SG	ADJ
inregistrat	अंकित	inregistra	अंकित	ADJ;INDF;MASC;SG	ADJ
inregistrat	पंजीकृत	inregistra	पंजीकृत	ADJ;INDF;MASC;SG	ADJ
inregistrat	पंजीकृत	inregistra	पंजीकृत	ADJ;INDF;MASC;SG	ADJ
inregistrat	दर्ज	inregistra	दर्ज	ADJ;INDF;MASC;SG	ADJ
inregistrat	अंकित	inregistra	अंकित	ADJ;INDF;MASC;SG	ADJ
serial	धारावाहिक	serial	धारावाहिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
serial	सीरियल	serial	सीरियल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
actiuni	कार्रवाइयों	actiune	कार्रवाई	N;INDF;FEM;PL	N;ACC;FEM;PL;3
actiuni	कार्रवाइयाँ	actiune	कार्रवाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
actiuni	क्रियाएँ	actiune	क्रिया	N;INDF;FEM;PL	N;NOM;FEM;PL;3
vine	आता	veni	आ	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
raspuns	जवाब	raspuns	जवाब	N;INDF;MASC;SG	N;NOM;MASC;SG;3
raspuns	जवाब	raspuns	जवाब	N;INDF;MASC;SG	N;NOM;MASC;SG;3
raspuns	प्रतिक्रिया	raspuns	प्रतिक्रिया	N;INDF;MASC;SG	N;NOM;FEM;SG;3
raspuns	अनुक्रिया	raspuns	अनुक्रिया	N;INDF;MASC;SG	N;NOM;FEM;SG;3
raspuns	जवाब	raspuns	जवाब	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rezultate	परिणामों	rezultat	परिणाम	N;INDF;FEM;PL	N;ACC;MASC;PL;3
rezultate	परिणाम	rezultat	परिणाम	N;INDF;FEM;PL	N;NOM;MASC;PL;3
discutii	चर्चाएँ	discut	चर्चा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
discutii	चर्चाएँ	discut	चर्चा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
economic	आर्थिक	economic	आर्थिक	ADJ;INDF;MASC;SG	ADJ;NOM
economic	किफायती	economic	किफायती	ADJ;INDF;MASC;SG	ADJ;NOM
obiecte	वस्तुएँ	obiect	वस्तु	N;INDF;FEM;PL	N;NOM;FEM;PL;3
acasa	होम	acasa	होम		
acasa	होम	acasa	होम		
consilier	काउंसलर	consilier	काउंसलर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
consilier	परामर्शदाता	consilier	परामर्शदाता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
consilier	सलाहकार	consilier	सलाहकार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
secretar	सचिव	secretar	सचिव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
permis	अनुमति	permite	अनुमति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
maxim	अधिकतम	maxim	अधिकतम	ADJ;INDF;MASC;SG	ADJ
maxim	अधिकतम	maxim	अधिकतम	ADJ;INDF;MASC;SG	ADJ
transport	परिवहन	transport	परिवहन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transport	परिवहन	transport	परिवहन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transport	ट्रांसपोर्ट	transport	ट्रांसपोर्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transport	यातायात	transport	यातायात	N;INDF;MASC;SG	N;NOM;MASC;SG;3
transport	हस्तांतरण	transport	हस्तांतरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
grupuri	समूहों	grup	समूह	N;INDF;FEM;PL	N;ACC;MASC;PL;3
studiu	अध्ययन	studiu	अध्ययन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
studiu	पढ़ाई	studiu	पढ़ाई	N;INDF;MASC;SG	N;NOM;FEM;SG;3
fier	लोहे	fier	लोहा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fier	आयरन	fier	आयरन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motive	कारणों	motiv	कारण	N;INDF;FEM;PL	N;ACC;MASC;PL;3
pian	पियानो	pian	पियानो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comun	आम	comun	आम	ADJ;INDF;MASC;SG	ADJ
soldati	सैनिकों	soldat	सैनिक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
soldati	सैनिकों	soldat	सैनिक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
soldati	सैनिकों	soldat	सैनिक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
ortodoxe	परंपरागत	ortodox	परंपरागत	ADJ;INDF;FEM;PL	ADJ
necesare	आवश्यक	necesar	आवश्यक	ADJ;INDF;FEM;PL	ADJ
necesare	जरूरी	necesar	जरूरी	ADJ;INDF;FEM;PL	ADJ
comentariu	टिप्पणी	comentariu	टिप्पणी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
king	राजा	king	राजा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
king	बादशाह	king	बादशाह	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pag	pag	pag	pag		
viitor	भविष्य	viitor	भविष्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
habsburg	habsburg	habsburg	ओुुेग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
org	org	org	org		
incheiat	पूरा	incheia	पूरा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
incheiat	समाप्त	incheia	समाप्त	ADJ;INDF;MASC;SG	ADJ
retras	सेवानिवृत्त	retrage	सेवानिवृत्त	ADJ;INDF;MASC;SG	ADJ
retras	रिटायर्ड	retrage	रिटायर्ड	ADJ;INDF;MASC;SG	ADJ;NOM
sediu	मुख्यालय	sediu	मुख्यालय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
records	रिकॉर्ड	records	रिकॉर्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
medic	चिकित्सक	medic	चिकित्सक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comandant	कमांडेंट	comandant	कमांडेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comandant	कमांडर	comandant	कमांडर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbati	मेन	barba	मेन		
barbati	मेन	barba	मेन		
documente	दस्तावेज	document	दस्तावेज	N;INDF;FEM;PL	N;NOM;MASC;PL;3
inclus	शामिल	include	शामिल	ADJ;INDF;MASC;SG	ADJ
volum	आवाज	volum	आवाज	N;INDF;MASC;SG	N;NOM;FEM;SG;3
volum	आयतन	volum	आयतन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
volum	आवाज़	volum	आवाज़	N;INDF;MASC;SG	N;NOM;FEM;SG;3
corp	जिस्म	corp	जिस्म	N;INDF;MASC;SG	N;NOM;MASC;SG;3
corp	बॉडी	corp	बॉडी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
corp	शरीर	corp	शरीर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
servicii	सेवाएँ	serviciu	सेवा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
servicii	सेवाएं	serviciu	सेवा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
desfasurat	तैनात	desfasura	तैनात	ADJ;INDF;MASC;SG	ADJ
house	घर	hou	घर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
house	मकान	hou	मकान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
house	हाउस	hou	हाउस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caracter	कैरेक्टर	caracter	कैरेक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caracter	वर्ण	caracter	वर्ण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caracter	अक्षर	caracter	अक्षर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
valign	valign	valign	ओुआ		
speciale	विशेष	special	विशेष	ADJ;INDF;FEM;PL	ADJ;NOM
speciale	खास	special	खास	ADJ;INDF;FEM;PL	ADJ;NOM
marin	समुद्रतट	marin	समुद्रतट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
oscar	ऑस्कर	oscar	ऑस्कर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conflict	संघर्ष	conflict	संघर्ष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conflict	विरोध	conflict	विरोध	N;INDF;MASC;SG	N;NOM;MASC;SG;3
urmator	अगला	urmator	अगला	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
categorii	श्रेणियाँ	categorie	श्रेणी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
acces	एक्सेस	acces	एक्सेस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
acces	अभिगम	acces	अभिगम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
specifice	विशिष्ट	specific	विशिष्ट	ADJ;INDF;FEM;PL	ADJ
afl	afl	afla	afl		
povestiri	कहानियाँ	povestire	कहानी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
povestiri	कहानियां	povestire	कहानी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
scor	अंक	scor	अंक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scor	स्कोर	scor	स्कोर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
wiki	विकि	wiki	विकि		
wiki	विक	wiki	विक		
guvern	सरकार	guvern	सरकार	N;INDF;MASC;SG	N;NOM;FEM;SG;3
occidental	पश्चिमी	occidental	पश्चिमी	ADJ;INDF;MASC;SG	ADJ
propus	प्रस्तावित	propune	प्रस्तावित	ADJ;INDF;MASC;SG	ADJ
adevarat	सही	adevarat	सही	ADJ;INDF;MASC;SG	ADJ
adevarat	सही	adevarat	सही	ADJ;INDF;MASC;SG	ADJ
midi	मिडी	mid	मिडी		
midi	midi	mid	midi		
cuvant	वर्ड	cuvant	वर्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cuvant	शब्द	cuvant	शब्द	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cuvant	वर्ड	cuvant	वर्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cuvant	शब्द	cuvant	शब्द	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dinamo	डायनेमो	dinamo	डायनेमो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
terminat	समाप्त	termina	समाप्त	ADJ;INDF;MASC;SG	ADJ
moderna	आधुनिक	moderna	आधुनिक	ADJ;DEF;FEM;SG	ADJ
moderna	आधुनिक	moderna	आधुनिक	ADJ;DEF;FEM;SG	ADJ
calificat	योग्य	califica	योग्य	ADJ;INDF;MASC;SG	ADJ
puternica	मजबूत	puternic	मजबूत	ADJ;DEF;FEM;SG	ADJ
puternica	मजबूत	puternic	मजबूत	ADJ;DEF;FEM;SG	ADJ
foto	photo	foto	photo		
ridicata	अर्जित	ridicată	अर्जित	ADJ;DEF;FEM;SG	ADJ
bazat	आधारित	baza	आधारित	ADJ;INDF;MASC;SG	ADJ
relatii	रिश्ते	relatie	रिश्ता	N;INDF;FEM;PL	N;NOM;MASC;PL;3
relatii	रिश्तों	relatie	रिश्ता	N;INDF;FEM;PL	N;ACC;MASC;PL;3
relatii	रिश्ते	relatie	रिश्ता	N;INDF;FEM;PL	N;NOM;MASC;PL;3
relatii	रिश्तों	relatie	रिश्ता	N;INDF;FEM;PL	N;ACC;MASC;PL;3
html	html	html	html	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pro	फायदे	prubi	फायदा	N;INDF	N;NOM;MASC;PL;3
partial	आंशिक	partial	आंशिक	ADJ;INDF;MASC;SG	ADJ;NOM
modern	आधुनिक	modern	आधुनिक	ADJ;INDF;MASC;SG	ADJ
critic	आलोचनात्मक	critic	आलोचनात्मक	ADJ;INDF;MASC;SG	ADJ;NOM
critic	महत्वपूर्ण	critic	महत्वपूर्ण	ADJ;INDF;MASC;SG	ADJ
critic	गंभीर	critic	गंभीर	ADJ;INDF;MASC;SG	ADJ
spectatori	दर्शक	spectator	दर्शक	N;INDF;MASC;PL	N;NOM;MASC;PL;3
inalta	लंबा	inalta	लंबा	ADJ;DEF;FEM;SG	ADJ;MASC;SG
inalta	लंबा	inalta	लंबा	ADJ;DEF;FEM;SG	ADJ;MASC;SG
disc	डिस्क	disc	डिस्क	N;INDF;MASC;SG	N;NOM;MASC;SG;3
disc	डिस्क	disc	डिस्क	N;INDF;MASC;SG	N;NOM;MASC;SG;3
activitati	गतिविधियाँ	activitati	गतिविधि	N;INDF;FEM;PL	N;NOM;FEM;PL;3
activitati	क्रियाएँ	activitati	क्रिया	N;INDF;FEM;PL	N;NOM;FEM;PL;3
activitati	गतिविधियाँ	activitati	गतिविधि	N;INDF;FEM;PL	N;NOM;FEM;PL;3
activitati	क्रियाएँ	activitati	क्रिया	N;INDF;FEM;PL	N;NOM;FEM;PL;3
air	वायु	air	वायु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
air	एयर	air	एयर	N;INDF;MASC;SG	N;NOM;FEM;SG;3
invins	पराजित	invinge	पराजित	ADJ;INDF;MASC;SG	ADJ
invins	पराजित	invinge	पराजित	ADJ;INDF;MASC;SG	ADJ
premiu	इनाम	premiu	इनाम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
premiu	पुरस्कार	premiu	पुरस्कार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
premiu	अवार्ड	premiu	अवार्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
premiu	पुरस्कार	premiu	पुरस्कार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
activ	सक्रिय	activ	सक्रिय	ADJ;INDF;MASC;SG	ADJ
grad	ग्रेड	grad	ग्रेड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
grad	डिग्री	grad	डिग्री	N;INDF;MASC;SG	N;NOM;FEM;SG;3
grad	उपाधि	grad	उपाधि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
grad	पद	grad	पद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
grad	दर्जा	grad	दर्जा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interviu	साक्षात्कार	interviu	साक्षात्कार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interviu	इंटरव्यू	interviu	इंटरव्यू	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tratat	संधि	tratat	संधि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
tratat	सन्धि	tratat	सन्धि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sisteme	सिस्टम्स	sistem	सिस्टम	N;INDF;FEM;PL	N;NOM;MASC;PL;3
sisteme	प्रणालियों	sistem	प्रणाली	N;INDF;FEM;PL	N;ACC;MASC;PL;3
arbitru	रेफरी	arbitru	रेफरी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
arbitru	संदर्भ	arbitru	संदर्भ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cantec	गाना	cantec	गाना	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cantec	गाना	cantec	गाना	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ajutor	मदद	ajutor	मदद	N;INDF;MASC;SG	N;NOM;FEM;SG;3
ajutor	सहायता	ajutor	सहायता	N;INDF;MASC;SG	N;NOM;FEM;SG;3
titular	होल्डर	titular	होल्डर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
foc	फायर	foc	फायर	N;INDF;MASC;SG	N;NOM;FEM;SG;3
foc	आग	foc	आग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
curent	धारा	curent	धारा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
curent	मौज़ूदा	curent	मौज़ूदा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
curent	वर्तमान	curent	वर्तमान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
functii	फंक्शन्स	functie	फंक्शन्स	N;INDF;FEM;PL	N;NOM;MASC;PL;3
functii	कृत्यों	functie	कृत्य	N;INDF;FEM;PL	N;ACC;MASC;PL;3
scriitori	लेखकों	scriitor	लेखक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
tinut	आयोजित	tinut	आयोजित	ADJ;INDF;MASC;SG	ADJ
scoli	स्कूलों	scoli	स्कूल	N;INDF;FEM;PL	N;ACC;MASC;PL;3
scoli	स्कूलों	scoli	स्कूल	N;INDF;FEM;PL	N;ACC;MASC;PL;3
elst	elst	elst	elst		
construite	निर्मित	construit	निर्मित	ADJ;INDF;FEM;PL	ADJ
personale	व्यक्तिगत	personal	व्यक्तिगत	ADJ;INDF;FEM;PL	ADJ
personale	निजी	personal	निजी	ADJ;INDF;FEM;PL	ADJ;NOM
personaj	कैरेक्टर	personaj	कैरेक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
personaj	वर्ण	personaj	वर्ण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
personaj	अक्षर	personaj	अक्षर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
luxemburg	ध्वज	luxemburg	ध्वज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
titluri	सुर्खियों	titlu	सुर्खी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
linii	पंक्तियां	linie	पंक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
linii	पंक्तियाँ	linie	पंक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
linii	रेखाएं	linie	रेखा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
linii	लकीरें	linie	लकीर	N;INDF;FEM;PL	N;NOM;FEM;PL;3
linii	लाइनों	linie	लाइन	N;INDF;FEM;PL	N;ACC;FEM;PL;3
practic	मूलतः	practic	मूलतः	ADV	ADV
protejata	सुरक्षित	protejat	सुरक्षित	ADJ;DEF;FEM;SG	ADJ
drepturi	अधिकारों	drept	अधिकार	N;INDF;FEM;PL	N;ACC;MASC;PL;3
magazine	दुकानें	magazine	दुकान	N;INDF;FEM;PL	N;NOM;FEM;PL;3
magazine	स्टोर्स	magazine	स्टोर	N;INDF;FEM;PL	N;NOM;MASC;PL;3
magazine	दुकानें	magazine	दुकान	N;INDF;FEM;PL	N;NOM;FEM;PL;3
cladiri	भवनों	cladire	भवन	N;INDF;FEM;PL	N;ACC;MASC;PL;3
cladiri	इमारतें	cladire	इमारत	N;INDF;FEM;PL	N;NOM;FEM;PL;3
cladiri	भवनों	cladire	भवन	N;INDF;FEM;PL	N;ACC;MASC;PL;3
cladiri	इमारतें	cladire	इमारत	N;INDF;FEM;PL	N;NOM;FEM;PL;3
act	एक्ट	act	एक्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
act	अधिनियम	act	अधिनियम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
editor	प्रकाशक	editor	प्रकाशक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
editor	संपादक	editor	संपादक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
editor	एडिटर	editor	एडिटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
alegeri	चुनावों	alegere	चुनाव	N;INDF;FEM;PL	N;ACC;MASC;PL;3
personala	व्यक्तिगत	personal	व्यक्तिगत	ADJ;DEF;FEM;SG	ADJ
personala	व्यक्तिगत	personal	व्यक्तिगत	ADJ;DEF;FEM;SG	ADJ
poezii	कविताओं	poezie	कविता	N;INDF;FEM;PL	N;ACC;FEM;PL;3
poezii	कविताएँ	poezie	कविता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
poezii	कविताएं	poezie	कविता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
link	लिंक	link	लिंक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
frecvent	अक्सर	frecvent	अक्सर	ADV	ADV
administrator	व्यवस्थापक	administrator	व्यवस्थापक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
administrator	प्रशासक	administrator	प्रशासक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
administrator	व्यवस्थापक	administrator	व्यवस्थापक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
imperiu	साम्राज्य	imperiu	साम्राज्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
secret	गोपनीय	secret	गोपनीय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
secret	भेद	secret	भेद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
secret	रहस्य	secret	रहस्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
oficiale	सरकारी	oficial	सरकारी	ADJ;INDF;FEM;PL	ADJ;NOM
oficiale	आधिकारिक	oficial	आधिकारिक	ADJ;INDF;FEM;PL	ADJ
inchis	बंद	inchis	बंद	ADJ;INDF;MASC;SG	ADJ
inchis	बंद	inchis	बंद	ADJ;INDF;MASC;SG	ADJ
element	वस्तु	element	वस्तु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
element	आइटम	element	आइटम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
element	अवयव	element	अवयव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
element	तत्व	element	तत्व	N;INDF;MASC;SG	N;NOM;MASC;SG;3
contact	संपर्क	contact	संपर्क	N;INDF;MASC;SG	N;NOM;MASC;SG;3
contact	सम्पर्क	contact	संपर्क	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ordin	क्रम	ordin	क्रम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ordin	ऑर्डर	ordin	ऑर्डर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ordin	आदेश	ordin	आदेश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ordin	अनुक्रम	ordin	अनुक्रम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arme	हथियार	armă	हथियार	N;INDF;FEM;PL	N;NOM;MASC;PL;3
arme	बंदूकें	armă	बंदूक	N;INDF;FEM;PL	N;NOM;FEM;PL;3
arme	बंदूकों	armă	बंदूक	N;INDF;FEM;PL	N;ACC;MASC;PL;3
stele	तारों	stea	तारा	N;INDF;FEM;PL	N;ACC;MASC;PL;3
stele	सितारों	stea	सितारा	N;INDF;FEM;PL	N;ACC;MASC;PL;3
napoleon	नेपोलियन	napoleon	नेपोलियन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
institutii	संस्थाओं	institutie	संस्था	N;INDF;FEM;PL	N;ACC;FEM;PL;3
institutii	संस्थानों	institutie	संस्थान	N;INDF;FEM;PL	N;ACC;MASC;PL;3
institutii	संस्थाओं	institutie	संस्था	N;INDF;FEM;PL	N;ACC;FEM;PL;3
institutii	संस्थानों	institutie	संस्थान	N;INDF;FEM;PL	N;ACC;MASC;PL;3
cantece	गाने	cantec	गाना	N;INDF;FEM;PL	N;NOM;MASC;PL;3
cantece	गीत	cantec	गीत	N;INDF;FEM;PL	N;NOM;MASC;PL;3
cantece	गीतों	cantec	गीत	N;INDF;FEM;PL	N;ACC;MASC;PL;3
cantece	गाने	cantec	गाना	N;INDF;FEM;PL	N;NOM;MASC;PL;3
cantece	गीत	cantec	गीत	N;INDF;FEM;PL	N;NOM;MASC;PL;3
cantece	गीतों	cantec	गीत	N;INDF;FEM;PL	N;ACC;MASC;PL;3
contract	संविदा	contract	संविदा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
contract	अनुबंध	contract	अनुबंध	N;INDF;MASC;SG	N;NOM;MASC;SG;3
repede	जल्दी	repede	जल्दी	ADV	ADV
repede	जल्दी	repede	जल्दी	ADV	ADV
descris	वर्णित	descris	वर्णित	ADJ;INDF;MASC;SG	ADJ
inapoi	बैक	inapoi	बैक		
inapoi	बैक	inapoi	बैक		
concert	कॉन्सर्ट	concert	कॉन्सर्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motor	इंजन	motor	इंजन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motor	मोटर	motor	मोटर	N;INDF;MASC;SG	N;NOM;FEM;SG;3
redactor	संपादक	redactor	संपादक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
redactor	एडिटर	redactor	एडिटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proiecte	परियोजनाएँ	proiect	परियोजना	N;INDF;FEM;PL	N;NOM;FEM;PL;3
proiecte	परियोजनाएं	proiect	परियोजना	N;INDF;FEM;PL	N;NOM;FEM;PL;3
obiect	वस्तु	obiect	वस्तु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
obiect	ऑब्जेक्ट	obiect	ऑब्जेक्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
royal	royal	royal	royal	N;INDF;MASC;SG	N;NOM;MASC;SG;3
constituit	गठित	constitui	गठित	ADJ;INDF;MASC;SG	ADJ
tineri	जवान	tânăr	जवान	N;INDF;MASC;PL	N;NOM;MASC;PL;3
companii	कंपनियों	companie	कंपनी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
companii	कंपनियाँ	companie	कंपनी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
cartier	पड़ोस	cartier	पड़ोस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aspect	प्रकटन	aspect	प्रकटन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aspect	रूप	aspect	रूप	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aspect	पहलु	aspect	पहलु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aspect	पहलू	aspect	पहलू	N;INDF;MASC;SG	N;NOM;MASC;SG;3
creata	निर्मित	crea	निर्मित	ADJ;DEF;FEM;SG	ADJ
creata	निर्मित	crea	निर्मित	ADJ;DEF;FEM;SG	ADJ
determinat	निर्धारित	determina	निर्धारित	ADJ;INDF;MASC;SG	ADJ;NOM
guvernator	गवर्नर	guvernator	गवर्नर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
episod	प्रकरण	episod	प्रकरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
episod	एपिसोड	episod	एपिसोड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
episod	एपीसोड	episod	एपीसोड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
centre	केंद्रों	centru	केंद्र	N;INDF;FEM;PL	N;ACC;MASC;PL;3
crede	मानना	crede	मान	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
debut	डेब्यू	debut	डेब्यू	N;INDF;MASC;SG	N;NOM;MASC;SG;3
necesara	आवश्यक	necesar	आवश्यक	ADJ;DEF;FEM;SG	ADJ
necesara	जरूरी	necesar	जरूरी	ADJ;DEF;FEM;SG	ADJ
artisti	कलाकारों	artisti	कलाकार	N;INDF;MASC;PL	N;ACC;MASC;PL;3
artisti	कलाकारों	artisti	कलाकार	N;INDF;MASC;PL	N;ACC;MASC;PL;3
regional	क्षेत्रीय	regional	क्षेत्रीय	ADJ;INDF;MASC;SG	ADJ;NOM
inscris	नामांकित	inscrie	नामांकित	ADJ;INDF;MASC;SG	ADJ;NOM
net	जाल	net	जाल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
geografice	भौगोलिक	geografic	भौगोलिक	ADJ;INDF;FEM;PL	ADJ;NOM
geografice	भौगोलिक	geografic	भौगोलिक	ADJ;INDF;FEM;PL	ADJ;NOM
domenii	फ़ील्ड्स	domeniu	फ़ील्ड्स	N;INDF;FEM;PL	N;NOM;MASC;PL;3
domenii	क्षेत्रों	domeniu	क्षेत्र	N;INDF;FEM;PL	N;ACC;MASC;PL;3
