και	そして	και	そして	CONJ	CONJ
ευκαιρία	機会	ευκαιρία	機会	N;ACC;FEM;SG	N
ινστιτούτο	研究所	ινστιτούτο	研究所	N;NOM;NEUT;SG	N
τάση	トレンド	τάση	トレンド	N;NOM;FEM;SG	N
τάση	電圧	τάση	電圧	N;NOM;FEM;SG	N
τάση	傾向	τάση	傾向	N;NOM;FEM;SG	N
περιοδεία	ツアー	περιοδείο	ツアー	N;ACC;FEM;SG	N
περιοδεία	ツーリング	περιοδείο	ツーリング	N;ACC;FEM;SG	N
ανατολή	イースト	ανατολή	イースト	N;NOM;FEM;SG	N
ανατολή	日	ανατολή	日	N;NOM;FEM;SG	N
κεφάλι	ヘッド	κεφάλι	ヘッド	N;NOM;NEUT;SG	N
κεφάλι	頭部	κεφάλι	頭部	N;NOM;NEUT;SG	N
πλάτος	緯度	πλάτος	緯度	N;ACC;NEUT;SG	N
νύχτα	ナイト	νύχτα	ナイト	N;ACC;FEM;SG	N
συνέδριο	カンファレンス	συνέδριο	カンファレンス	N;NOM;NEUT;SG	N
συνέδριο	会議	συνέδριο	会議	N;NOM;NEUT;SG	N
απόδοση	効率	απόδοση	効率	N;ACC;FEM;SG	N
απόδοση	利回り	απόδοση	利回り	N;ACC;FEM;SG	N
απόδοση	パフォーマンス	απόδοση	パフォーマンス	N;ACC;FEM;SG	N
απόδοση	性能	απόδοση	性能	N;ACC;FEM;SG	N
επεισόδιο	エピソード	επεισόδιο	エピソード	N;NOM;NEUT;SG	N
κτίρια	建物	κτίριο	建物	N;NOM;NEUT;PL	N
κτίρια	建築物	κτίριο	建築物	N;NOM;NEUT;PL	N
ελεύθερη	自由	ελεύθερος	自由	ADJ;NOM;FEM;SG	ADJ
άλλαξε	変更	αλλάζω	変更	V;PFV;IND;SG;3;PST;FIN;ACT	V
ποταμός	河川	ποταμός	河川	N;NOM;MASC;SG	N
χρυσή	ゴールデン	χρυσός	ゴールデン	N;NOM;FEM;SG	N
χρυσή	黄金	χρυσός	黄金	N;NOM;FEM;SG	N
μαθήματα	レッスン	μάθημα	レッスン	N;NOM;NEUT;PL	N
μαθήματα	授業	μάθημα	授業	N;NOM;NEUT;PL	N
μαθήματα	コース	μάθημα	コース	N;NOM;NEUT;PL	N
μαθήματα	クラス	μάθημα	クラス	N;NOM;NEUT;PL	N
παραδείγματα	用例	παράδειγμα	用例	N;NOM;NEUT;PL	N
παραδείγματα	実例	παράδειγμα	実例	N;NOM;NEUT;PL	N
ηγέτης	リーダー	ηγέτης	リーダー	N;NOM;MASC;SG	N
πολίτες	市民	πολίτης	市民	N;NOM;MASC;PL	N
πόδια	フィート	πόδι	フィート	N;NOM;NEUT;PL	N
πόδια	両足	πόδι	両足	N;NOM;NEUT;PL	N
αρχικό	オリジナル	αρχικός	オリジナル	ADJ;NOM;NEUT;SG	ADJ
επίπεδα	レベル	επίπεδο	レベル	N;NOM;NEUT;PL	N
τηλεόραση	テレビ	τηλεόραση	テレビ	N;ACC;FEM;SG	N
λευκό	ホワイト	λευκός	ホワイト	N;NOM;NEUT;SG	N
μικρός	小さな	μικρός	小さな	ADJ;NOM;MASC;SG	ADJ
μικρός	小さい	μικρός	小さい	ADJ;NOM;MASC;SG	ADJ
περιόδους	ピリオド	περίοδος	ピリオド	N;NOM;FEM;PL	N
μισό	半分	μισός	半分	N;NOM;NEUT;SG	N
μισό	ハーフ	μισός	ハーフ	N;NOM;NEUT;SG	N
λέξεις	言葉	λέξη	言葉	N;NOM;FEM;PL	N
λέξεις	単語	λέξη	単語	N;NOM;FEM;PL	N
δούκας	公爵	δούκα	公爵	N;NOM;MASC;SG	N
γωνία	コーナー	γωνία	コーナー	N;NOM;FEM;SG	N
γωνία	角度	γωνία	角度	N;NOM;FEM;SG	N
γωνία	アングル	γωνία	アングル	N;NOM;FEM;SG	N
κανάλι	運河	κανάλι	運河	N;NOM;NEUT;SG	N
κανάλι	チャネル	κανάλι	チャネル	N;NOM;NEUT;SG	N
κανάλι	チャンネル	κανάλι	チャンネル	N;NOM;NEUT;SG	N
κανάλι	海峡	κανάλι	海峡	N;NOM;NEUT;SG	N
γεωγραφία	地理	γεωγραφία	地理	N;NOM;FEM;SG	N
ολοκληρώθηκε	完備	ολοκληρώνω	完備	V;PFV;IND;SG;3;PST;FIN;PASS	V
αγάπη	ラブ	αγάπη	ラブ	N;NOM;FEM;SG	N
δράσης	アクション	δράση	アクション	N;GEN;FEM;SG	N
τοποθεσία	所在	τοποθεσία	所在	N;NOM;FEM;SG	N
τοποθεσία	ロケーション	τοποθεσία	ロケーション	N;NOM;FEM;SG	N
τοποθεσία	場所	τοποθεσία	場所	N;NOM;FEM;SG	N
ανανέωση	リニューアル	ανανέωση	リニューアル	N;ACC;FEM;SG	N
πλήρες	いっぱい	πλήρης	いっぱい	N;NOM;NEUT;SG	N
πλήρες	フル	πλήρης	フル	N;NOM;NEUT;SG	N
πλήρες	コンプリート	πλήρης	コンプリート	N;NOM;NEUT;SG	N
τοπικό	ローカル	τοπικός	ローカル	ADJ;NOM;NEUT;SG	ADJ
πατρίδα	母国	πατρίδα	母国	N;ACC;FEM;SG	N
πατρίδα	祖国	πατρίδα	祖国	N;ACC;FEM;SG	N
πατρίδα	自宅	πατρίδα	自宅	N;ACC;FEM;SG	N
πατρίδα	ホーム	πατρίδα	ホーム	N;ACC;FEM;SG	N
πατρίδα	家路	πατρίδα	家路	N;ACC;FEM;SG	N
φωτογραφία	フォト	φωτογραφία	フォト	N;ACC;FEM;SG	N
φωτογραφία	写真	φωτογραφία	写真	N;ACC;FEM;SG	N
φωτογραφία	写真	φωτογραφία	写真	N;ACC;FEM;SG	N
φωτογραφία	写真	φωτογραφία	写真	N;ACC;FEM;SG	N
φωτογραφία	画像	φωτογραφία	画像	N;ACC;FEM;SG	N
φωτογραφία	写真	φωτογραφία	写真	N;ACC;FEM;SG	N
κατεύθυνση	方向	κατεύθυνση	方向	N;ACC;FEM;SG	N
κόσμος	世界	κόσμος	世界	N;NOM;MASC;SG	N
κόσμος	ワールド	κόσμος	ワールド	N;NOM;MASC;SG	N
κόσμος	ピープル	κόσμος	ピープル	N;NOM;MASC;SG	N
δυναστεία	王朝	δυναστεία	王朝	N;NOM;FEM;SG	N
νικητής	勝者	νικητής	勝者	N;NOM;MASC;SG	N
όργανο	計器	όργανο	計器	N;NOM;NEUT;SG	N
όργανο	道具	όργανο	道具	N;NOM;NEUT;SG	N
όργανο	楽器	όργανο	楽器	N;NOM;NEUT;SG	N
όργανο	臓器	όργανο	臓器	N;NOM;NEUT;SG	N
όργανο	オルガン	όργανο	オルガン	N;NOM;NEUT;SG	N
γένος	性別	γένος	性別	N;NOM;NEUT;SG	N
γένος	ジェンダー	γένος	ジェンダー	N;NOM;NEUT;SG	N
κύπελλα	カップ	κύπελλος	カップ	N;NOM;NEUT;PL	N
προσέγγιση	近似	προσέγγιση	近似	N;ACC;FEM;SG	N
προσέγγιση	参道	προσέγγιση	参道	N;ACC;FEM;SG	N
πλανήτη	惑星	πλανήτης	惑星	N;ACC;MASC;SG	N
δημοσιογράφος	ジャーナリスト	δημοσιογράφος	ジャーナリスト	N;NOM;MASC;SG	N
δημοσιογράφος	リポーター	δημοσιογράφος	リポーター	N;NOM;MASC;SG	N
δημοσιογράφος	レポーター	δημοσιογράφος	レポーター	N;NOM;MASC;SG	N
εξέγερση	蜂起	εξέγερση	蜂起	N;NOM;FEM;SG	N
εξέγερση	内乱	εξέγερση	内乱	N;NOM;FEM;SG	N
εξέγερση	反乱	εξέγερση	反乱	N;NOM;FEM;SG	N
εξέγερση	反乱	εξέγερση	反乱	N;NOM;FEM;SG	N
εξέγερση	暴動	εξέγερση	暴動	N;NOM;FEM;SG	N
εξέγερση	反乱	εξέγερση	反乱	N;NOM;FEM;SG	N
λήξη	エンド	λήξη	エンド	N;ACC;FEM;SG	N
λήξη	終端	λήξη	終端	N;ACC;FEM;SG	N
επεισόδια	エピソード	επεισόδιο	エピソード	N;NOM;NEUT;PL	N
διακρίσεις	差別	διάκριση	差別	N;NOM;FEM;PL	N
έντονη	激しい	έντονος	激しい	ADJ;NOM;FEM;SG	ADJ
παίκτες	選手	παίκτης	選手	N;NOM;MASC;PL	N
παίκτες	プレイヤー	παίκτης	プレイヤー	N;NOM;MASC;PL	N
παίκτες	ゲーマー	παίκτης	ゲーマー	N;NOM;MASC;PL	N
κύκλο	サークル	κύκλος	サークル	N;ACC;MASC;SG	N
κύκλο	サイクル	κύκλος	サイクル	N;ACC;MASC;SG	N
αρνήθηκε	辞退	αρνιέμαι	辞退	V;PFV;IND;SG;3;PST;FIN;PASS	V
αρνήθηκε	拒否	αρνιέμαι	拒否	V;PFV;IND;SG;3;PST;FIN;PASS	V
υλικά	素材	υλικά	素材	N;NOM;NEUT;PL	N
υλικά	材料	υλικά	材料	N;NOM;NEUT;PL	N
υλικά	マテリアル	υλικά	マテリアル	N;NOM;NEUT;PL	N
υλικά	材料	υλικά	材料	N;NOM;NEUT;PL	N
υλικά	素材	υλικά	素材	N;NOM;NEUT;PL	N
γνώση	知識	γνώση	知識	N;ACC;FEM;SG	N
λογοτεχνία	文学	λογοτεχνία	文学	N;NOM;FEM;SG	N
λογοτεχνία	文芸	λογοτεχνία	文芸	N;NOM;FEM;SG	N
χημεία	化学	χημείο	化学	N;NOM;FEM;SG	N
συμμαχία	アライアンス	συμμαχία	アライアンス	N;NOM;FEM;SG	N
ιδέες	アイデア	ιδέα	アイデア	N;NOM;FEM;PL	N
ιδέες	アイディア	ιδέα	アイディア	N;NOM;FEM;PL	N
πίνακες	テーブル	πίνακα	テーブル	N;NOM;MASC;PL	N
πίνακες	絵画	πίνακα	絵画	N;NOM;MASC;PL	N
λογαριασμό	口座	λογαριασμός	口座	N;ACC;MASC;SG	N
λογαριασμό	アカウント	λογαριασμός	アカウント	N;ACC;MASC;SG	N
παραγωγός	プロデューサー	παραγωγός	プロデューサー	N;NOM;MASC;SG	N
παραγωγός	製造	παραγωγός	製造	N;NOM;MASC;SG	N
παραγωγός	メーカー	παραγωγός	メーカー	N;NOM;MASC;SG	N
προφίλ	プロフィール	προφίλ	プロフィール	N;ACC;NEUT;SG	N
προφίλ	プロファイル	προφίλ	プロファイル	N;ACC;NEUT;SG	N
προφίλ	プロフィール	προφίλ	プロフィール	N;ACC;NEUT;SG	N
προφίλ	プロファイル	προφίλ	プロファイル	N;ACC;NEUT;SG	N
κλίμα	気候	κλίμα	気候	N;NOM;NEUT;SG	N
σπίτια	住宅	σπίτι	住宅	N;NOM;NEUT;PL	N
σπίτια	家屋	σπίτι	家屋	N;NOM;NEUT;PL	N
ικανότητα	スキル	ικανότητα	スキル	N;ACC;FEM;SG	N
ικανότητα	定員	ικανότητα	定員	N;ACC;FEM;SG	N
ικανότητα	容量	ικανότητα	容量	N;ACC;FEM;SG	N
ικανότητα	能力	ικανότητα	能力	N;ACC;FEM;SG	N
μνημεία	モニュメント	μνημείο	モニュメント	N;NOM;NEUT;PL	N
μνημεία	記念碑	μνημείο	記念碑	N;NOM;NEUT;PL	N
διαγωνισμό	コンテスト	διαγωνισμός	コンテスト	N;ACC;MASC;SG	N
γέφυρα	ブリッジ	γέφυρα	ブリッジ	N;NOM;FEM;SG	N
είσοδο	玄関	είσοδος	玄関	N;ACC;FEM;SG	N
είσοδο	入口	είσοδος	入口	N;ACC;FEM;SG	N
πυκνότητα	密度	πυκνότητα	密度	N;ACC;FEM;SG	N
πιθανότατα	おそらく	πιθανώς	おそらく	ADV;CMPR	ADV
υπουργοί	大臣	υπουργός	大臣	N;NOM;MASC;PL	N
υπουργοί	公使	υπουργός	公使	N;NOM;MASC;PL	N
φύλλα	カード	φύλλο	カード	N;NOM;NEUT;PL	N
φύλλα	葉っぱ	φύλλο	葉っぱ	N;NOM;NEUT;PL	N
φύλλα	シート	φύλλο	シート	N;NOM;NEUT;PL	N
φύλλα	シーツ	φύλλο	シーツ	N;NOM;NEUT;PL	N
κίνδυνο	リスク	κίνδυνος	リスク	N;ACC;MASC;SG	N
πραγματικά	本当に	πραγματικά	本当に	ADV	ADV
μικρότερη	小さい	μικρός	小さい	ADJ;NOM;CMPR;FEM;SG	ADJ
σφαίρα	球体	σφαίρα	球体	N;NOM;FEM;SG	N
σφαίρα	球面	σφαίρα	球面	N;NOM;FEM;SG	N
σφαίρα	球形	σφαίρα	球形	N;NOM;FEM;SG	N
σφαίρα	弾丸	σφαίρα	弾丸	N;NOM;FEM;SG	N
σφαίρα	銃弾	σφαίρα	銃弾	N;NOM;FEM;SG	N
βάθος	深度	βάθος	深度	N;ACC;NEUT;SG	N
βάθος	奥行き	βάθος	奥行き	N;ACC;NEUT;SG	N
βήμα	ステップ	βήμα	ステップ	N;NOM;NEUT;SG	N
εγκαταστάσεις	インストール	εγκατάσταση	インストール	N;NOM;FEM;PL	N
εγκαταστάσεις	インストール	εγκατάσταση	インストール	N;NOM;FEM;PL	N
εγκαταστάσεις	施設	εγκατάσταση	施設	N;NOM;FEM;PL	N
εγκαταστάσεις	設備	εγκατάσταση	設備	N;NOM;FEM;PL	N
υψηλή	高い	ψηλός	高い	ADJ;NOM;FEM;SG	ADJ
κοινότητες	コミュニティ	κοινότητα	コミュニティ	N;NOM;FEM;PL	N
κατάλογο	ディレクトリ	κατάλογος	ディレクトリ	N;ACC;MASC;SG	N
κατάλογο	カタログ	κατάλογος	カタログ	N;ACC;MASC;SG	N
κατάλογο	カタログ	κατάλογος	カタログ	N;ACC;MASC;SG	N
κυριαρχία	主権	κυριαρχία	主権	N;ACC;FEM;SG	N
κυριαρχία	自治領	κυριαρχία	自治領	N;ACC;FEM;SG	N
διαχειριστές	管理	διαχειριστής	管理	N;NOM;MASC;PL	N
διαχειριστές	管理人	διαχειριστής	管理人	N;NOM;MASC;PL	N
διαχειριστές	管理	διαχειριστής	管理	N;NOM;MASC;PL	N
διαχειριστές	管理人	διαχειριστής	管理人	N;NOM;MASC;PL	N
διαχειριστές	マネージャー	διαχειριστής	マネージャー	N;NOM;MASC;PL	N
διαχειριστές	マネージャ	διαχειριστής	マネージャ	N;NOM;MASC;PL	N
ευρώ	ユーロ	ευρώ	ユーロ	N;ACC;NEUT;SG	N
κυβερνήτης	知事	κυβερνήτης	知事	N;NOM;MASC;SG	N
προγράμματα	演目	πρόγραμμα	演目	N;NOM;NEUT;PL	N
προγράμματα	プログラム	πρόγραμμα	プログラム	N;NOM;NEUT;PL	N
γραφή	筆記	γραφή	筆記	N;NOM;FEM;SG	N
οργανισμός	団体	οργανισμός	団体	N;NOM;MASC;SG	N
οργανισμός	組織	οργανισμός	組織	N;NOM;MASC;SG	N
οργανισμός	組織	οργανισμός	組織	N;NOM;MASC;SG	N
οργανισμός	代理店	οργανισμός	代理店	N;NOM;MASC;SG	N
ρόλος	役割	ρόλος	役割	N;NOM;MASC;SG	N
ιστότοπος	ウェブ	ιστότοπος	ウェブ	N;NOM;MASC;SG	N
νοσοκομείο	病院	νοσοκομείο	病院	N;NOM;NEUT;SG	N
κριτικές	レビュー	κριτικός	レビュー	N;NOM;FEM;PL	N
όριο	リミット	όριο	リミット	N;NOM;NEUT;SG	N
όριο	限界	όριο	限界	N;NOM;NEUT;SG	N
προφανώς	どうやら	προφανώς	どうやら	ADV	ADV
εμπόριο	商業	εμπόριο	商業	N;NOM;NEUT;SG	N
εμπόριο	貿易	εμπόριο	貿易	N;NOM;NEUT;SG	N
ανάγκες	ニーズ	ανάγκη	ニーズ	N;NOM;FEM;PL	N
χάρτη	マップ	χάρτης	マップ	N;ACC;MASC;SG	N
χάρτη	チャーター	χάρτης	チャーター	N;ACC;MASC;SG	N
χάρτη	憲章	χάρτης	憲章	N;ACC;MASC;SG	N
χάρτη	貸切	χάρτης	貸切	N;ACC;MASC;SG	N
στόχος	目的	στόχος	目的	N;NOM;MASC;SG	N
στόχος	ターゲット	στόχος	ターゲット	N;NOM;MASC;SG	N
άνοιξη	スプリング	άνοιξη	スプリング	N;NOM;FEM;SG	N
ηλικίας	年齢	ηλικία	年齢	N;GEN;FEM;SG	N
συγκροτήματα	バンド	σύγκροτημα	バンド	N;NOM;NEUT;PL	N
σκοπός	目的	σκοπός	目的	N;NOM;MASC;SG	N
διαμερίσματα	アパート	διαμέρισμα	アパート	N;NOM;NEUT;PL	N
λόγια	言葉	λόγος	言葉	N;NOM;NEUT;PL	N
λόγια	単語	λόγος	単語	N;NOM;NEUT;PL	N
παραλία	砂浜	παραλία	砂浜	N;NOM;FEM;SG	N
παραιτήθηκε	辞任	παραιτούμαι	辞任	V;PFV;IND;SG;3;PST;FIN;PASS	V
δυτικό	ウエスタン	δυτικός	ウエスタン	N;NOM;NEUT;SG	N
μικρότερο	小さい	μικρός	小さい	ADJ;NOM;CMPR;NEUT;SG	ADJ
εξαίρεση	例外	εξαίρεση	例外	N;ACC;FEM;SG	N
εξαίρεση	例外	εξαίρεση	例外	N;ACC;FEM;SG	N
αιτία	理由	αιτία	理由	N;NOM;FEM;SG	N
αιτία	理性	αιτία	理性	N;NOM;FEM;SG	N
αιτία	原因	αιτία	原因	N;NOM;FEM;SG	N
πολιτισμός	文化	πολιτισμός	文化	N;NOM;MASC;SG	N
πολιτισμός	カルチャー	πολιτισμός	カルチャー	N;NOM;MASC;SG	N
πολιτισμός	文明	πολιτισμός	文明	N;NOM;MASC;SG	N
τράπεζα	バンク	τράπεζα	バンク	N;NOM;FEM;SG	N
τράπεζα	銀行	τράπεζα	銀行	N;NOM;FEM;SG	N
εκκλησίες	教会	εκκλησία	教会	N;NOM;FEM;PL	N
πύργος	タワー	πύργος	タワー	N;NOM;MASC;SG	N
σχολεία	学校	σχολείο	学校	N;NOM;NEUT;PL	N
σχολεία	流派	σχολείο	流派	N;NOM;NEUT;PL	N
προπονητή	コーチ	προπονητής	コーチ	N;ACC;MASC;SG	N
συζητήσεις	ディスカッション	συζήτηση	ディスカッション	N;NOM;FEM;PL	N
προώθηση	プロモーション	προώθηση	プロモーション	N;ACC;FEM;SG	N
παράσταση	パフォーマンス	παράσταση	パフォーマンス	N;ACC;FEM;SG	N
παράσταση	性能	παράσταση	性能	N;ACC;FEM;SG	N
παράσταση	ショー	παράσταση	ショー	N;ACC;FEM;SG	N
σοφία	知恵	σοφία	知恵	N;NOM;FEM;SG	N
παρουσίαση	プレゼン	παρουσίαση	プレゼン	N;NOM;FEM;SG	N
παρουσίαση	プレゼンテーション	παρουσίαση	プレゼンテーション	N;NOM;FEM;SG	N
τάγμα	大隊	τάγμα	大隊	N;NOM;NEUT;SG	N
σήμα	シグナル	σήμα	シグナル	N;NOM;NEUT;SG	N
σήμα	信号	σήμα	信号	N;NOM;NEUT;SG	N
σήμα	バッジ	σήμα	バッジ	N;NOM;NEUT;SG	N
αεροσκάφος	航空機	αεροσκάφος	航空機	N;NOM;NEUT;SG	N
αεροσκάφος	飛行機	αεροσκάφος	飛行機	N;NOM;NEUT;SG	N
χρόνος	タイム	χρόνος	タイム	N;NOM;MASC;SG	N
χρόνος	時間	χρόνος	時間	N;NOM;MASC;SG	N
πράξεις	演算	πράξη	演算	N;NOM;FEM;PL	N
πράξεις	オペレーション	πράξη	オペレーション	N;NOM;FEM;PL	N
πράξεις	アクション	πράξη	アクション	N;NOM;FEM;PL	N
δυνατό	強い	δυνατός	強い	ADJ;NOM;NEUT;SG	ADJ
δυνατό	濃い	δυνατός	濃い	ADJ;NOM;NEUT;SG	ADJ
δήμοι	市町村	δήμος	市町村	N;NOM;MASC;PL	N
δήμοι	自治体	δήμος	自治体	N;NOM;MASC;PL	N
ύφος	スタイル	ύφος	スタイル	N;NOM;NEUT;SG	N
χώρους	スペース	χώρος	スペース	N;ACC;MASC;PL	N
παράγοντες	エージェント	παράγοντας	エージェント	N;NOM;MASC;PL	N
παράγοντες	要因	παράγοντας	要因	N;NOM;MASC;PL	N
αστέρας	スター	αστέρα	スター	N;NOM;MASC;SG	N
αστέρας	恒星	αστέρα	恒星	N;NOM;MASC;SG	N
φυτά	植物	φυτώ	植物	N;NOM;NEUT;PL	N
αγίων	聖徒	άγιος	聖徒	N;GEN;NEUT;PL	N
προτάσεις	おすすめ	πρόταση	おすすめ	N;NOM;FEM;PL	N
προτάσεις	おすすめ	πρόταση	おすすめ	N;NOM;FEM;PL	N
σύμβουλος	顧問	σύμβουλος	顧問	N;NOM;MASC;SG	N
σύμβουλος	コンサルタント	σύμβουλος	コンサルタント	N;NOM;MASC;SG	N
τεχνολογία	技術	τεχνολογία	技術	N;NOM;FEM;SG	N
τεχνολογία	テクノロジー	τεχνολογία	テクノロジー	N;NOM;FEM;SG	N
όπλα	武器	όπλο	武器	N;NOM;NEUT;PL	N
όπλα	兵器	όπλο	兵器	N;NOM;NEUT;PL	N
συνέλευση	アセンブリ	συνέλευση	アセンブリ	N;NOM;FEM;SG	N
συνέλευση	集会	συνέλευση	集会	N;NOM;FEM;SG	N
συνέλευση	コンベンション	συνέλευση	コンベンション	N;NOM;FEM;SG	N
συνέλευση	大会	συνέλευση	大会	N;NOM;FEM;SG	N
πάρκο	パーク	πάρκο	パーク	N;NOM;NEUT;SG	N
πάρκο	公園	πάρκο	公園	N;NOM;NEUT;SG	N
διαστάσεις	サイズ	διάσταση	サイズ	N;NOM;FEM;PL	N
διαστάσεις	寸法	διάσταση	寸法	N;NOM;FEM;PL	N
διαστάσεις	ディメンション	διάσταση	ディメンション	N;NOM;FEM;PL	N
διαστάσεις	次元	διάσταση	次元	N;NOM;FEM;PL	N
διαστάσεις	寸法	διάσταση	寸法	N;NOM;FEM;PL	N
ερείπια	廃墟	ερείπιο	廃墟	N;NOM;NEUT;PL	N
ερείπια	遺跡	ερείπιο	遺跡	N;NOM;NEUT;PL	N
ασφάλεια	セキュリティ	ασφάλεια	セキュリティ	N;NOM;FEM;SG	N
ασφάλεια	セキュリティー	ασφάλεια	セキュリティー	N;NOM;FEM;SG	N
ασφάλεια	セーフティ	ασφάλεια	セーフティ	N;NOM;FEM;SG	N
ασφάλεια	保険	ασφάλεια	保険	N;NOM;FEM;SG	N
γραφείο	事務局	γραφείο	事務局	N;NOM;NEUT;SG	N
γραφείο	事務所	γραφείο	事務所	N;NOM;NEUT;SG	N
γραφείο	オフィス	γραφείο	オフィス	N;NOM;NEUT;SG	N
γραφείο	デスク	γραφείο	デスク	N;NOM;NEUT;SG	N
απλή	シンプル	απλός	シンプル	ADJ;NOM;FEM;SG	ADJ
απλή	簡単	απλός	簡単	ADJ;NOM;FEM;SG	ADJ
απλή	単純	απλός	単純	ADJ;NOM;FEM;SG	ADJ
αρχεία	ファイル	αρχείο	ファイル	N;NOM;NEUT;PL	N
αρχεία	レコード	αρχείο	レコード	N;NOM;NEUT;PL	N
αρχεία	アーカイブ	αρχείο	アーカイブ	N;NOM;NEUT;PL	N
διάκριση	差別	διάκριση	差別	N;ACC;FEM;SG	N
εβδομάδες	週間	εβδομάδα	週間	N;NOM;FEM;PL	N
επιστολή	手紙	επιστολή	手紙	N;ACC;FEM;SG	N
επιστολή	レター	επιστολή	レター	N;ACC;FEM;SG	N
πιθανότητα	確率	πιθανότητα	確率	N;ACC;FEM;SG	N
πιθανότητα	可能性	πιθανότητα	可能性	N;ACC;FEM;SG	N
πέρασμα	通路	πέρασμα	通路	N;NOM;NEUT;SG	N
πέρασμα	航路	πέρασμα	航路	N;NOM;NEUT;SG	N
πέρασμα	パス	πέρασμα	パス	N;NOM;NEUT;SG	N
έμβλημα	エンブレム	έμβλημα	エンブレム	N;NOM;NEUT;SG	N
γύρος	ラウンド	γύρος	ラウンド	N;NOM;MASC;SG	N
συγκρούσεις	紛争	σύγκρουση	紛争	N;NOM;FEM;PL	N
συγκρούσεις	コンフリクト	σύγκρουση	コンフリクト	N;NOM;FEM;PL	N
συγκρούσεις	紛争	σύγκρουση	紛争	N;NOM;FEM;PL	N
συγκρούσεις	コンフリクト	σύγκρουση	コンフリクト	N;NOM;FEM;PL	N
δία	ゼウス	δία	ゼウス	N;VOC;MASC;SG	N
δία	木星	δία	木星	N;VOC;MASC;SG	N
εταιρείες	会社	εταιρεία	会社	N;NOM;FEM;PL	N
εφημερίδες	新聞紙	εφημερίδα	新聞紙	N;NOM;FEM;PL	N
εφημερίδες	新聞	εφημερίδα	新聞	N;NOM;FEM;PL	N
εφημερίδες	新聞紙	εφημερίδα	新聞紙	N;NOM;FEM;PL	N
εφημερίδες	新聞	εφημερίδα	新聞	N;NOM;FEM;PL	N
εφημερίδες	書類	εφημερίδα	書類	N;NOM;FEM;PL	N
χρήματα	お	χρήμα	お	N;NOM;NEUT;PL	N
χρήματα	貨幣	χρήμα	貨幣	N;NOM;NEUT;PL	N
χρήματα	マネー	χρήμα	マネー	N;NOM;NEUT;PL	N
χρήματα	金銭	χρήμα	金銭	N;NOM;NEUT;PL	N
τραγουδίστρια	シンガー	τραγουδίστρια	シンガー	N;NOM;FEM;SG	N
κλίμακα	スケール	κλίμακα	スケール	N;NOM;FEM;SG	N
κλίμακα	縮尺	κλίμακα	縮尺	N;NOM;FEM;SG	N
κλίμακα	目盛	κλίμακα	目盛	N;NOM;FEM;SG	N
μέλλον	フューチャー	μέλλον	フューチャー	N;NOM;NEUT;SG	N
μέλλον	未来	μέλλον	未来	N;NOM;NEUT;SG	N
κύκλος	サークル	κύκλος	サークル	N;NOM;MASC;SG	N
κύκλος	サイクル	κύκλος	サイクル	N;NOM;MASC;SG	N
εφαρμογές	アプリケーション	εφαρμογή	アプリケーション	N;NOM;FEM;PL	N
εφαρμογές	アプリ	εφαρμογή	アプリ	N;NOM;FEM;PL	N
αλλάξει	変更	αλλάζω	変更	V;PFV;NFIN;ACT	V
αιώνες	世紀	αιώνας	世紀	N;NOM;MASC;PL	N
ιστορίες	記事	ιστορία	記事	N;NOM;FEM;PL	N
ιστορίες	ストーリー	ιστορία	ストーリー	N;NOM;FEM;PL	N
έρευνες	アンケート	έρευνα	アンケート	N;NOM;FEM;PL	N
εκλογή	選挙	εκλογή	選挙	N;NOM;FEM;SG	N
ρίζες	ルーツ	ρίζη	ルーツ	N;NOM;FEM;PL	N
ποιητές	詩人	ποιητής	詩人	N;NOM;MASC;PL	N
σύνδεση	ログイン	σύνδεση	ログイン	N;NOM;FEM;SG	N
σύνδεση	コネクト	σύνδεση	コネクト	N;NOM;FEM;SG	N
αυτοκίνητα	カーズ	αυτοκίνητο	カーズ	N;NOM;NEUT;PL	N
πλευρές	両側	πλευρά	両側	N;NOM;FEM;PL	N
τεράστια	巨大	τεράστιος	巨大	ADJ;NOM;FEM;SG	ADJ
διαδίκτυο	インターネット	διαδίκτυο	インターネット	N;NOM;NEUT;SG	N
νούμερο	番号	νούμερος	番号	N	N
νούμερο	数値	νούμερος	数値	N	N
νούμερο	ナンバー	νούμερος	ナンバー	N	N
καφέ	褐色	καφένας	褐色	N;NOM;NEUT;SG	N
καφέ	茶色	καφένας	茶色	N;NOM;NEUT;SG	N
καφέ	ブラウン	καφένας	ブラウン	N;NOM;NEUT;SG	N
καφέ	コーヒー	καφένας	コーヒー	N;NOM;NEUT;SG	N
ευρύτερη	広い	ευρύς	広い	ADJ;NOM;CMPR;FEM;SG	ADJ
οδός	経路	οδός	経路	N;NOM;FEM;SG	N
οδός	ストリート	οδός	ストリート	N;NOM;FEM;SG	N
οδός	通り	οδός	通り	N;NOM;FEM;SG	N
οδός	道路	οδός	道路	N;NOM;FEM;SG	N
συμπεριλαμβανομένων	含む	συμπεριλαμβανόμενος	含む	V;PFV;GEN;FEM;PL;V.PTCP;PASS	V
άμυνας	ディフェンス	άμυνα	ディフェンス	N;GEN;FEM;SG	N
άμυνας	防御	άμυνα	防御	N;GEN;FEM;SG	N
επιγραφή	銘文	επιγραφή	銘文	N;NOM;FEM;SG	N
