甲殼	äyriäiset	甲殼	äyriäinen	N	N;NOM;PL
方塊	torilla	方塊	tori	N	N;AT+ESS
;SG
方塊	neliöt	方塊	neliö	N	N;NOM;PL
均衡	tasapainoista	均衡	tasa#paina	N	N;IN+ABL;PL
均衡	tasapainossa	均衡	tasa#paino	N	N;IN+ESS;SG
均衡	vaaka	均衡	vaaka	N	N;NOM;SG
均衡	saldo	均衡	saldo	N	N;NOM;SG
均衡	tasapainoa	均衡	tasa#paino	N	N;PRT;SG
均衡	tasapaino	均衡	tasa#paino	N	N;NOM;SG
均衡	tase	均衡	tase	N	N;NOM;SG
均衡	tasapainon	均衡	tasa#paino	N	N;GEN;SG
均衡	tasapaino	均衡	tasa#paino	N	N;NOM;SG
均衡	tasapainoa	均衡	tasa#paino	N	N;PRT;SG
叢林	viidakko	叢林	viidakko	N	N;NOM;SG
叢林	viidakkoon	叢林	viidakko	N	N;IN+ALL;SG
叢林	viidakon	叢林	viidakko	N	N;GEN;SG
慶典	juhla	慶典	juhla	N	N;NOM;SG
慶典	juhlaa	慶典	juhlaa	N	N;PRT;SG
慶典	juhlinta	慶典	juhlinta	N	N;NOM;SG
色素	pigmentti	色素	pigmentti	N	N;NOM;SG
膝	polvi	膝	polvi	N	N;NOM;SG
膝	polven	膝	polvi	N	N;GEN;SG
膝	polvet	膝	polvi	N	N;NOM;PL
省長	prefekti	省長	prefekti	N	N;NOM;SG
省長	kuvernööri	省長	kuvernööri	N	N;NOM;SG
激情	intohimoa	激情	into#himo	N	N;PRT;SG
激情	intohimo	激情	into#himo	N	N;NOM;SG
擦音	frikatiivi	擦音	frikatiivi	N	N;NOM;SG
珍貴	aarre	珍貴	aarre	N	N;NOM;SG
門票	liput	門票	lippu	N	N;NOM;PL
門票	lippuja	門票	lippu	N	N;PRT;PL
門票	lippujen	門票	lippu	N	N;GEN;PL
門票	lippu	門票	lippu	N	N;NOM;SG
毒素	myrkkyjä	毒素	myrkky	N	N;PRT;PL
毒素	myrkyt	毒素	myrkky	N	N;NOM;PL
轎車	sedan	轎車	sedan	N	N;NOM;SG
轎車	limusiini	轎車	limuta	N	N;NOM;SG
轎車	limusiini	轎車	limuta	N	N;NOM;SG
獅子	leo	獅子	leo	N	N;NOM;SG
經濟	taloustieteilijä	經濟	talous#tieteilijä	N	N;NOM;SG
經濟	taloustieteilijät	經濟	talous#tieteilijä	N	N;NOM;PL
愛心	välittämistä	愛心	välittäminen	N	N;PRT;SG
愛心	välittäminen	愛心	välittäminen	N	N;NOM;SG
性	seksuaalisuus	性	seksuaalisuus	N	N;NOM;SG
性	seksiä	性	seksi	N	N;PRT;SG
性	sukupuoli	性	suku#puoli	N	N;NOM;SG
性	seksi	性	seksi	N	N;NOM;SG
性	sex	性	sex	N	N;NOM;SG
地下	kellari	地下	kellari	N	N;NOM;SG
地下	kellarissa	地下	kellari	N	N;IN+ESS;SG
地下	kellariin	地下	kellari	N	N;IN+ALL;SG
兄妹	sisarukset	兄妹	sisarus	N	N;NOM;PL
兄妹	sisaruksia	兄妹	sisarus	N	N;PRT;PL
應對	selviytyä	應對	selviytyä	V	V;SG;NFIN;ACT
詳情	yksityiskohdat	詳情	yksityis#kohta	N	N;NOM;PL
詳情	yksityiskohta	詳情	yksityis#kohta	N	N;NOM;SG
詳情	yksityiskohdat	詳情	yksityis#kohta	N	N;NOM;PL
詳情	yksityiskohtia	詳情	yksityis#kohta	N	N;PRT;PL
詳情	tiedot	詳情	tieto	N	N;NOM;PL
生殖	lisääntyminen	生殖	lisääntyminen	N	N;NOM;SG
生殖	lisääntymiseen	生殖	lisääntyminen	N	N;IN+ALL;SG
十	kymmenen	十	kymmenen	NUM	NUM;NOM;SG
冰球	jääkiekko	冰球	jää#kiekko	N	N;NOM;SG
冰球	jääkiekkoa	冰球	jää#kiekko	N	N;PRT;SG
酸性	happo	酸性	happo	N	N;NOM;SG
酸性	happoa	酸性	happo	N	N;PRT;SG
酸性	happamuus	酸性	happamuus	N	N;NOM;SG
展望	näkymät	展望	näkymä	N	N;NOM;PL
展望	näkymiä	展望	näkymä	N	N;PRT;PL
展望	näkemys	展望	näkemys	N	N;NOM;SG
展望	näkö	展望	tämä	N	N;NOM;SG
展望	näky	展望	näky	N	N;NOM;SG
展望	vision	展望	visio	N	N;GEN;SG
展望	visio	展望	visio	N	N;NOM;SG
週年	vuosipäivää	週年	vuosi#päivä	N	N;PRT;SG
週年	hääpäivä	週年	hääpäivä	N	N;NOM;SG
週年	vuosipäivä	週年	vuosi#päivä	N	N;NOM;SG
世系	laskeutuminen	世系	laskeutuminen	N	N;NOM;SG
世系	laskeutumisen	世系	laskeutuminen	N	N;GEN;SG
猴子	apina	猴子	apina	N	N;NOM;SG
基層	ruohonjuuritason	基層	ruohon#juuri#taso	N	N;GEN;SG
揭示	paljastaa	揭示	paljastaa	V	V;IND;SG;3;PRS;FIN;ACT
揭示	paljasta	揭示	paljas	V	V;IMP;SG;2;FIN;ACT
揭示	paljastaa	揭示	paljastaa	V	V;IND;SG;3;PRS;FIN;ACT
前景	näkymiä	前景	näkymä	N	N;PRT;PL
前景	näkymät	前景	näkymä	N	N;NOM;PL
妄想	harha	妄想	harha	N	N;NOM;SG
大炮	tykki	大炮	tykki	N	N;NOM;SG
大炮	tykit	大炮	tykki	N	N;NOM;PL
大炮	tykistö	大炮	tykistö	N	N;NOM;SG
抽籤	piirrä	抽籤	piirrä	V	V;IMP;SG;2;FIN;ACT
抽籤	piirtää	抽籤	piirtää	V	V;IND;SG;FIN;ACT
椅	tuolit	椅	tuoli	N	N;NOM;PL
椅	puheenjohtajat	椅	puheen#johtaja	N	N;NOM;PL
椅	tuoleja	椅	tuoli	N	N;PRT;PL
椅	tuolin	椅	tuoli	N	N;GEN;SG
椅	tuoli	椅	tuoli	N	N;NOM;SG
聖人	pyhimyksiä	聖人	pyhimys	N	N;PRT;PL
聖人	pyhä	聖人	pyhä	N	N;NOM;SG
聖人	pyhimys	聖人	pyhimys	N	N;NOM;SG
捕獲	vangita	捕獲	vangita	V	V;SG;NFIN;ACT
聽眾	kuuntelija	聽眾	kuuntelija	N	N;NOM;SG
聽眾	kuuntelijoita	聽眾	kuuntelija	N	N;PRT;PL
聽眾	kuulijat	聽眾	kuulija	N	N;NOM;PL
蒜	valkosipulia	蒜	valko#sipuli	N	N;PRT;SG
居所	kotipaikka	居所	koti#paikka	N	N;NOM;SG
居所	residence	居所	residence	N	N;NOM;SG
居所	asuinpaikka	居所	asuin#paikka	N	N;NOM;SG
居所	oleskelu	居所	oleskelu	N	N;NOM;SG
優點	edut	優點	etu	N	N;NOM;PL
優點	etuja	優點	etu	N	N;PRT;PL
優點	etuna	優點	etu	N	N;FRML;SG
優點	etu	優點	etu	N	N;NOM;SG
思維	ajattelun	思維	ajattelu	N	N;GEN;SG
思維	ajattelu	思維	ajattelu	N	N;NOM;SG
思維	ajattelua	思維	ajattelu	N	N;PRT;SG
計程	taksi	計程	taksi	N	N;NOM;SG
計程	taksia	計程	taksi	N	N;PRT;SG
計程	taksin	計程	taksi	N	N;GEN;SG
計程	taksilla	計程	taksi	N	N;AT+ESS
;SG
砷	arsenikkia	砷	arsenikki	N	N;PRT;SG
天花	isorokko	天花	isorokko	N	N;NOM;SG
小丑	jokeri	小丑	jokeri	N	N;NOM;SG
小丑	klovni	小丑	klovni	N	N;NOM;SG
小丑	pelle	小丑	pelle	N	N;NOM;SG
紛爭	riitaa	紛爭	riita	N	N;PRT;SG
怪人	kummajainen	怪人	kummajainen	N	N;NOM;SG
破碎	rikki	破碎	rikki	N	N;NOM;SG
語氣	sävy	語氣	sävy	N	N;NOM;SG
隔離	eristäminen	隔離	eristäminen	N	N;NOM;SG
隔離	eristyksissä	隔離	eristys	N	N;IN+ESS;PL
隔離	karanteeniin	隔離	karanne	N	N;IN+ALL;SG
隔離	karanteeni	隔離	karanne	N	N;NOM;SG
隔離	erottelu	隔離	erottelu	N	N;NOM;SG
隔離	eristyksissä	隔離	eristys	N	N;IN+ESS;PL
中	mediaani	中	mediaani	N	N;NOM;SG
摔	painia	摔	painia	N	N;PRT;SG
摔	painia	摔	painia	N	N;PRT;SG
高爾夫	golfia	高爾夫	golf	N	N;PRT;SG
高爾夫	golf	高爾夫	golf	N	N;NOM;SG
證書	todistusten	證書	todistus	N	N;GEN;PL
證書	todistukset	證書	todistus	N	N;NOM;PL
證書	todistuksia	證書	todistus	N	N;PRT;PL
證書	todistusta	證書	todistus	N	N;PRT;SG
證書	todistus	證書	todistus	N	N;NOM;SG
證書	todistuksen	證書	todistus	N	N;GEN;SG
惡作	ilkivaltaa	惡作	ilki#valta	N	N;PRT;SG
惡作	pila	惡作	pila	N	N;NOM;SG
佈局	ulkoasu	佈局	ulko#asu	N	N;NOM;SG
佈局	asettelu	佈局	asettelu	N	N;NOM;SG
拳擊	nyrkkeilyä	拳擊	nyrkkeily	N	N;PRT;SG
拳擊	nyrkkeily	拳擊	nyrkkeily	N	N;NOM;SG
青蛙	sammakoita	青蛙	sammakko	N	N;PRT;PL
青蛙	sammakon	青蛙	sammakko	N	N;GEN;SG
青蛙	sammakko	青蛙	sammakko	N	N;NOM;SG
面板	paneeli	面板	paneeli	N	N;NOM;SG
面板	paneelin	面板	paneeli	N	N;GEN;SG
高	tehokasta	高	tehokas	ADJ	ADJ;PRT;SG
高	tehokas	高	tehokas	ADJ	ADJ;NOM;SG
高	tehokkaat	高	tehokas	ADJ	ADJ;NOM;PL
拖延	viivyttää	拖延	viivyttää	V	V;SG;NFIN;ACT
骨灰	tuhka	骨灰	tuhka	N	N;NOM;SG
骨灰	tuhkaa	骨灰	tuhka	N	N;PRT;SG
骨灰	tuhkat	骨灰	tuhkka	N	N;NOM;PL
預留	varattu	預留	varata	V	V;NOM;SG;V.PTCP;PASS
商家	kauppias	商家	kauppias	N	N;NOM;SG
商家	kauppiaan	商家	kauppi	N	N;GEN;SG
商家	kauppiaat	商家	kauppias	N	N;NOM;PL
商家	kauppiaiden	商家	kauppias	N	N;GEN;PL
商家	kauppiaita	商家	kauppias	N	N;PRT;PL
執照	todistusten	執照	todistus	N	N;GEN;PL
執照	todistukset	執照	todistus	N	N;NOM;PL
執照	lisenssit	執照	lisenssi	N	N;NOM;PL
執照	lisenssien	執照	lisenssi	N	N;GEN;PL
執照	lupakirjan	執照	lupa#kirja	N	N;GEN;SG
執照	lisenssi	執照	lisenssi	N	N;NOM;SG
執照	ajokortti	執照	ajokortti	N	N;NOM;SG
執照	lisenssi	執照	lisenssi	N	N;NOM;SG
粉紅	pinkki	粉紅	pinkki	N	N;NOM;SG
軍營	parakit	軍營	hyvä	N	N;NOM;PL
先例	ennakkotapaus	先例	ennakko#tapaus	N	N;NOM;SG
先例	ennakkotapauksia	先例	ennakko#tapaus	N	N;PRT;PL
頸部	kaulan	頸部	kaula	N	N;GEN;SG
頸部	niskan	頸部	niska	N	N;GEN;SG
頸部	niska	頸部	niska	N	N;NOM;SG
頸部	kaula	頸部	kaula	N	N;NOM;SG
定制	mukauttaa	定制	mukauttaa	V	V;IND;SG;3;PRS;FIN;ACT
定制	mukautettu	定制	mukauttaa	V	V;NOM;SG;V.PTCP;PASS
火花	kipinä	火花	kipinä	N	N;NOM;SG
火花	kipinä	火花	kipinä	N	N;NOM;SG
脈	palkokasvit	脈	palko#kasvi	N	N;NOM;PL
脈	pulssi	脈	pulssi	N	N;NOM;SG
電器	laitteet	電器	laite	N	N;NOM;PL
客房	huoneita	客房	huone	N	N;PRT;PL
客房	huoneet	客房	huone	N	N;NOM;PL
客房	huonetta	客房	huone	N	N;PRT;SG
客房	eläkkeet	客房	eläke	N	N;NOM;PL
伸展	stretch	伸展	stretch	N	N;NOM;SG
餐	ruokailu	餐	ruokailu	N	N;NOM;SG
餐	catering	餐	catering	N	N;NOM;SG
眼淚	kyynel	眼淚	kyynel	N	N;NOM;SG
眼淚	repeämä	眼淚	revetä	N	N;NOM;SG
眼淚	kyyneleet	眼淚	kyynel	N	N;NOM;PL
眼淚	kyyneleitä	眼淚	kyynel	N	N;PRT;PL
眼淚	kyynel	眼淚	kyynel	N	N;NOM;SG
眼淚	kyyneliä	眼淚	kyynel	N	N;PRT;PL
特赦	amnesty	特赦	amnesty	N	N;NOM;SG
特赦	armahduksen	特赦	armahdus	N	N;GEN;SG
電影	elokuvateattereita	電影	elo#kuva#teatteri	N	N;PRT;PL
電影	teatteri	電影	teatteri	N	N;NOM;SG
電影	elokuva	電影	elo#kuva	N	N;NOM;SG
休假	poistu	休假	poistua	V	V;IMP;SG;2;FIN;ACT
休假	jätä	休假	jättää	V	V;IMP;SG;2;FIN;ACT
口音	korostus	口音	korostus	N	N;NOM;SG
口音	aksentti	口音	aksentti	N	N;NOM;SG
肢	raajan	肢	raaja	N	N;GEN;SG
王座	valtaistuimen	王座	valta#istuin	N	N;GEN;SG
州際	valtatie	州際	valta#tie	N	N;NOM;SG
核糖	riboosi	核糖	riboosi	N	N;NOM;SG
糖果	karkkia	糖果	karkki	N	N;PRT;SG
糖果	karkki	糖果	karkki	N	N;NOM;SG
山寨	mökki	山寨	mökki	N	N;NOM;SG
擾動	häiriöitä	擾動	häiriö	N	N;PRT;PL
擾動	häiriö	擾動	häiriö	N	N;NOM;SG
擾動	häiriöt	擾動	häiriö	N	N;NOM;PL
擾動	häiriöitä	擾動	häiriö	N	N;PRT;PL
擾動	häiriöt	擾動	häiriö	N	N;NOM;PL
範例	paradigma	範例	paradigma	N	N;NOM;SG
範例	esimerkit	範例	esi#merkki	N	N;NOM;PL
範例	esimerkkejä	範例	esi#merkki	N	N;PRT;PL
範例	esimerkki	範例	esi#merkki	N	N;NOM;SG
施政	hallintoa	施政	hallinto	N	N;PRT;SG
施政	hallinto	施政	hallinto	N	N;NOM;SG
施政	hallinnointi	施政	hallinnointi	N	N;NOM;SG
切換	vaihtaa	切換	vaihtaa	V	V;SG;NFIN;ACT
切換	vaihda	切換	vaihda	V	V;IMP;SG;2;FIN;ACT
切換	vaihdan	切換	vaihtaa	V	V;IND;SG;1;PRS;FIN;ACT
瘟疫	rutto	瘟疫	rutto	N	N;NOM;SG
瘟疫	ruttoa	瘟疫	rutto	N	N;PRT;SG
瘟疫	vitsaus	瘟疫	vitsaus	N	N;NOM;SG
瘟疫	rutto	瘟疫	rutto	N	N;NOM;SG
瘟疫	ruttoa	瘟疫	rutto	N	N;PRT;SG
公關	tiedottaja	公關	tiedottaja	N	N;NOM;SG
捍衛	puolusta	捍衛	puolusta	V	V;IMP;SG;2;FIN;ACT
捍衛	puolustaa	捍衛	puolustaa	V	V;IND;SG;PRS;FIN;ACT
捍衛	puolustaa	捍衛	puolustaa	V	V;IND;SG;PRS;FIN;ACT
海邊	seaside	海邊	seaside	N	N;NOM;SG
奔	juoksevat	奔	juosta	V	V;IND;PL;3;PRS;FIN;ACT
奔	juoksee	奔	juosta	V	V;IND;SG;3;PRS;FIN;ACT
括號	suluissa	括號	sulu	N	N;IN+ESS;PL
門口	oviaukko	門口	ovi#aukko	N	N;NOM;SG
震驚	järkytys	震驚	järkytys	N	N;NOM;SG
震驚	shokki	震驚	shokki	N	N;NOM;SG
貨櫃	säiliö	貨櫃	säiliö	N	N;NOM;SG
貨櫃	kontti	貨櫃	kontti	N	N;NOM;SG
貨櫃	astiat	貨櫃	astia	N	N;NOM;PL
貨櫃	kontit	貨櫃	kontti	N	N;NOM;PL
貨櫃	säiliöt	貨櫃	säiliö	N	N;NOM;PL
協作	yhteistyön	協作	yhteis#työ	N	N;GEN;SG
協作	yhteistyötä	協作	yhteis#työ	N	N;PRT;SG
協作	yhteistyö	協作	yhteis#työ	N	N;NOM;SG
郵件	mail	郵件	mail	N	N;NOM;SG
郵件	postia	郵件	posti	N	N;PRT;SG
郵件	posti	郵件	posti	N	N;NOM;SG
郵件	sähköposti	郵件	sähkö#posti	N	N;NOM;SG
無視	ohita	無視	ohittaa	V	V;IMP;SG;2;FIN;ACT
無視	huomioimatta	無視	huomio	V	V;PRIV;SG;NFIN;ACT
材質	materiaali	材質	materiaali	N	N;NOM;SG
材質	aineisto	材質	aineisto	N	N;NOM;SG
材質	materiaalia	材質	materiaali	N	N;PRT;SG
材質	materiaalin	材質	materiaali	N	N;GEN;SG
虧損	tappiot	虧損	tappio	N	N;NOM;PL
虧損	tappio	虧損	tappio	N	N;NOM;SG
虧損	menetys	虧損	menetys	N	N;NOM;SG
虧損	menetykset	虧損	menetys	N	N;NOM;PL
虧損	tappioita	虧損	tappio	N	N;PRT;PL
虧損	tappio	虧損	tappio	N	N;NOM;SG
虧損	tappiot	虧損	tappio	N	N;NOM;PL
虧損	menetykset	虧損	menetys	N	N;NOM;PL
虧損	vaje	虧損	vaje	N	N;NOM;SG
虧損	alijäämä	虧損	alijä	N	N;NOM;SG
口袋	taskuun	口袋	tasku	N	N;IN+ALL;SG
口袋	taskussa	口袋	tasku	N	N;IN+ESS;SG
口袋	taskut	口袋	tasku	N	N;NOM;PL
蜜蜂	mehiläiset	蜜蜂	mehiläinen	N	N;NOM;PL
蜜蜂	mehiläisten	蜜蜂	mehiläinen	N	N;GEN;PL
蜜蜂	mehiläisiä	蜜蜂	mehiläinen	N	N;PRT;PL
蜜蜂	mehiläinen	蜜蜂	mehiläinen	N	N;NOM;SG
瑜伽	jooga	瑜伽	jooga	N	N;NOM;SG
瑜伽	joogaa	瑜伽	joogata	N	N;PRT;SG
硫磺	rikkiä	硫磺	rikki	N	N;PRT;SG
硫磺	rikki	硫磺	rikki	N	N;NOM;SG
硫磺	rikki	硫磺	rikki	N	N;NOM;SG
療	terapiaa	療	terapia	N	N;PRT;SG
療	hoidon	療	hoito	N	N;GEN;SG
療	terapia	療	terapa	N	N;NOM;SG
療	hoitojen	療	hoito	N	N;GEN;PL
狐狸	kettu	狐狸	kettu	N	N;NOM;SG
石灰	kalkkikiveä	石灰	kalkki#kivi	N	N;PRT;SG
閏	harppaus	閏	harppaus	N	N;NOM;SG
站立	seisoo	站立	seisoa	V	V;IND;SG;3;PRS;FIN;ACT
站立	seistä	站立	seistä	V	V;SG;NFIN;ACT
站立	seistä	站立	seistä	V	V;SG;NFIN;ACT
站立	seiso	站立	seiso	V	V;IMP;SG;2;FIN;ACT
鼓吹	saarnata	鼓吹	saarnatta	V	V;SG;NFIN;ACT
鼓吹	saarnaa	鼓吹	saarna	V	V;IMP;SG;2;FIN;ACT
風車	tuulimylly	風車	tuulimylly	N	N;NOM;SG
風車	tuulimyllyjä	風車	tuuli#mylly	N	N;PRT;PL
鍋	pata	鍋	pata	N	N;NOM;SG
鍋	potti	鍋	potti	N	N;NOM;SG
鍋	pilveä	鍋	pilveä	N	N;PRT;SG
鍋	ruukkuja	鍋	ruukku	N	N;PRT;PL
職責	velvollisuus	職責	velvollisuus	N	N;NOM;SG
職責	tulli	職責	tulli	N	N;NOM;SG
職責	tullien	職責	tulli	N	N;GEN;PL
職責	velvollisuudet	職責	velvollisuus	N	N;NOM;PL
職責	tullit	職責	tulli	N	N;NOM;PL
孵化	kuoriutui	孵化	kuoriutua	V	V;IND;SG;3;PST;FIN;ACT
忠誠	uskollisuus	忠誠	uskollisuus	N	N;NOM;SG
忠誠	uskollisuutta	忠誠	uskollisuus	N	N;PRT;SG
祖國	kotimaa	祖國	koti#maa	N	N;NOM;SG
祖國	kotimaan	祖國	koti#maa	N	N;GEN;SG
祖國	isänmaan	祖國	isän#maa	N	N;GEN;SG
高祖	gaozu	高祖	gaozu	N	N;NOM;SG
老化	ikääntyminen	老化	ikääntyminen	N	N;NOM;SG
老化	ikääntymisen	老化	ikääntyminen	N	N;GEN;SG
老化	ikääntyminen	老化	ikääntyminen	N	N;NOM;SG
經紀	välittäjä	經紀	välittäjä	N	N;NOM;SG
經紀	välittäjän	經紀	välittäjä	N	N;GEN;SG
槍口	piipun	槍口	piippu	N	N;GEN;SG
仇恨	vihaa	仇恨	vihata	N	N;PRT;SG
仇恨	viha	仇恨	viha	N	N;NOM;SG
仇恨	vihan	仇恨	vihka	N	N;GEN;SG
仇恨	vihaa	仇恨	vihata	N	N;PRT;SG
仇恨	viha	仇恨	viha	N	N;NOM;SG
仇恨	vihan	仇恨	vihka	N	N;GEN;SG
矮人	kääpiö	矮人	kääpiö	N	N;NOM;SG
混沌	kaaos	混沌	kaaos	N	N;NOM;SG
混沌	kaaosta	混沌	kaaos	N	N;PRT;SG
混沌	sekasorto	混沌	seka#sorto	N	N;NOM;SG
鑰匙	key	鑰匙	keydä	N	N;NOM;SG
鑰匙	avain	鑰匙	avain	N	N;NOM;SG
鑰匙	avaimen	鑰匙	avain	N	N;GEN;SG
鑰匙	avainta	鑰匙	avainta	N	N;PRT;SG
哀悼	suree	哀悼	surra	V	V;IND;SG;3;PRS;FIN;ACT
摩托	moottoripyörä	摩托	moottori#pyörä	N	N;NOM;SG
摩托	moottoripyörän	摩托	moottori#pyörä	N	N;GEN;SG
摩托	moottoripyörä	摩托	moottori#pyörä	N	N;NOM;SG
摩托	moottoripyörien	摩托	moottori#pyörä	N	N;GEN;PL
加重	pahensi	加重	pahentaa	V	V;IND;SG;3;PST;FIN;ACT
地雷	maamiinojen	地雷	maa#miina	N	N;GEN;PL
地雷	miinoja	地雷	miina	N	N;PRT;PL
安慰	lohduttaa	安慰	lohduttaa	V	V;IND;SG;3;PRS;FIN;ACT
空手	karate	空手	karate	N	N;NOM;SG
空手	karatea	空手	karatea	N	N;PRT;SG
乾燥	kuivaa	乾燥	kuiva	ADJ	ADJ;PRT;SG
乾燥	kuivat	乾燥	kuiva	ADJ	ADJ;NOM;PL
乾燥	kuiva	乾燥	kuiva	ADJ	ADJ;NOM;SG
點數	pisteet	點數	piste	N	N;NOM;PL
點數	pisteitä	點數	piste	N	N;PRT;PL
點數	pistettä	點數	piste	N	N;PRT;SG
點數	kohdat	點數	kohta	N	N;NOM;PL
警示	kuulutukset	警示	kuulutus	N	N;NOM;PL
警示	hälytys	警示	hälytys	N	N;NOM;SG
警示	kuulutus	警示	kuulutus	N	N;NOM;SG
警示	varoitus	警示	varoitus	N	N;NOM;SG
潛力	potentiaali	潛力	potentiaali	N	N;NOM;SG
班級	kurssit	班級	kurssi	N	N;NOM;PL
班級	tunnit	班級	tunti	N	N;NOM;PL
班級	luokat	班級	luokka	N	N;NOM;PL
班級	luokan	班級	luokka	N	N;GEN;SG
班級	luokka	班級	luokka	N	N;NOM;SG
低溫	hypotermia	低溫	hypoterma	N	N;PRT;SG
送出	lähetä	送出	lähetä	V	V;IMP;SG;2;FIN;ACT
送出	lähettää	送出	lähettää	V	V;SG;NFIN;ACT
卸	puretaan	卸	purkaa	V	V;IND;PRS;FIN;PASS
聚焦	keskity	聚焦	keskity	V	V;IMP;SG;2;FIN;ACT
聚焦	keskittyä	聚焦	keskittyä	V	V;SG;NFIN;ACT
全景	panorama	全景	panora	N	N;NOM;SG
後宮	haaremi	後宮	haaremi	N	N;NOM;SG
工地	sivuston	工地	sivusto	N	N;GEN;SG
工地	sivusto	工地	sivusto	N	N;NOM;SG
特質	ominaisuus	特質	ominaisuus	N	N;NOM;SG
腎	munuaiset	腎	munuainen	N	N;NOM;PL
腎	munuaiset	腎	munuainen	N	N;NOM;PL
腎	munuaisten	腎	munuainen	N	N;GEN;PL
腎	munuainen	腎	munuainen	N	N;NOM;SG
鈎	koukku	鈎	koukku	N	N;NOM;SG
鈎	hooks	鈎	hooks	N	N;NOM;SG
觸發	laukaisi	觸發	laukaista	V	V;IND;SG;3;PST;FIN;ACT
觸發	laukaisee	觸發	laukaista	V	V;IND;SG;3;PRS;FIN;ACT
香水	tuoksut	香水	tuoksu	N	N;NOM;PL
香水	tuoksu	香水	tuoksu	N	N;NOM;SG
香水	tuoksut	香水	tuoksu	N	N;NOM;PL
美式	amerikan	美式	amerikka	N	N;GEN;SG
美式	amerikkalaiset	美式	amerikkalainen	N	N;NOM;PL
診	klinikalla	診	klinikka	N	N;AT+ESS
;SG
診	klinikka	診	klinikka	N	N;NOM;SG
胚胎	alkion	胚胎	alkion	N	N;GEN;SG
胚胎	sikiö	胚胎	sikiö	N	N;NOM;SG
胚胎	alkion	胚胎	alkion	N	N;GEN;SG
胚胎	alkiot	胚胎	alkio	N	N;NOM;PL
胚胎	alkioiden	胚胎	alkio	N	N;GEN;PL
感知	näkemys	感知	näkemys	N	N;NOM;SG
感知	käsitys	感知	käsitys	N	N;NOM;SG
感知	käsitykset	感知	käsitys	N	N;NOM;PL
違規	rikkoo	違規	rikkoa	V	V;IND;SG;3;PRS;FIN;ACT
違規	rikkoo	違規	rikkoa	V	V;IND;SG;3;PRS;FIN;ACT
鈣	kalsium	鈣	kalsium	N	N;NOM;SG
鈣	kalsiumin	鈣	kalsiumin	N	N;GEN;SG
關節	nivelten	關節	niveltää	N	N;GEN;PL
煤礦	hiilen	煤礦	hiili	N	N;GEN;SG
煤礦	hiili	煤礦	hiili	N	N;NOM;SG
煤礦	kivihiili	煤礦	kivi#hiili	N	N;NOM;SG
宣揚	saarnata	宣揚	saarnatta	V	V;SG;NFIN;ACT
宣揚	saarnaa	宣揚	saarna	V	V;IMP;SG;2;FIN;ACT
學期	lukukauden	學期	luku#kausi	N	N;GEN;SG
學期	termiä	學期	termi	N	N;PRT;SG
學期	termi	學期	termi	N	N;NOM;SG
後勤	logistiikka	後勤	logistiikka	N	N;NOM;SG
鼻子	nenä	鼻子	nenä	N	N;NOM;SG
鼻子	nenän	鼻子	nenä	N	N;GEN;SG
鼻子	nenää	鼻子	nenä	N	N;PRT;SG
瓷器	posliini	瓷器	posli	N	N;IN+ALL;SG
諜	vakooja	諜	vakooja	N	N;NOM;SG
諜	vakoilla	諜	vako	N	N;AT+ESS
;PL
訂單	tilata	訂單	tilata	V	V;SG;NFIN;ACT
特權	etuoikeus	特權	etu#oikeus	N	N;NOM;SG
特權	oikeudet	特權	oikeus	N	N;NOM;PL
特權	etuoikeuksia	特權	etu#oikeus	N	N;PRT;PL
漁民	kalastajat	漁民	kalastaja	N	N;NOM;PL
漁民	kalastajien	漁民	kalastaja	N	N;GEN;PL
漁民	kalastajia	漁民	kalastaja	N	N;PRT;PL
漁民	kalastajat	漁民	kalastaja	N	N;NOM;PL
漁民	kalastajien	漁民	kalastaja	N	N;GEN;PL
漁民	kalastajia	漁民	kalastaja	N	N;PRT;PL
漁民	kalastaja	漁民	kalastaja	N	N;NOM;SG
水解	hydrolyysi	水解	hydro#lyytä	N	N;NOM;SG
痕跡	traces	痕跡	traces	N	N;NOM;SG
猩猩	gorilla	猩猩	gori	N	N;NOM;SG
猩猩	oranki	猩猩	oranki	N	N;NOM;SG
猩猩	apina	猩猩	apina	N	N;NOM;SG
證人	todistajien	證人	todistaja	N	N;GEN;PL
證人	todistajia	證人	todistaja	N	N;PRT;PL
證人	todistajat	證人	todistaja	N	N;NOM;PL
證人	todistaja	證人	todistaja	N	N;NOM;SG
證人	silminnäkijä	證人	silminnäkijä	N	N;NOM;SG
證人	todistajan	證人	todistaja	N	N;GEN;SG
證人	todistajat	證人	todistaja	N	N;NOM;PL
西邊	lännessä	西邊	länsi	N	N;IN+ESS;SG
西邊	länsi	西邊	länteä	N	N;NOM;SG
陣列	array	陣列	array	N	N;NOM;SG
紡織	tekstiili	紡織	tekstiili	N	N;NOM;SG
紡織	tekstiili	紡織	tekstiili	N	N;NOM;SG
潛水	sukeltaa	潛水	sukeltaa	V	V;IND;SG;PRS;FIN;ACT
潛水	sukeltaa	潛水	sukeltaa	V	V;IND;SG;PRS;FIN;ACT
吸引	houkuttelevaa	吸引	houkutella	V	V;PRT;SG;V.PTCP;ACT
吸引	houkutteleva	吸引	houkutella	V	V;NOM;SG;V.PTCP;ACT
吸引	viehättävä	吸引	viehätä	V	V;NOM;SG;V.PTCP;ACT
